Orthogroup	Vespa_mandarinia	Tribolium_castaneum
OG0003560	XP_035724341.1	XP_008201481.1
OG0003561	XP_035734788.1	XP_966722.1
OG0003562	XP_035730958.1	XP_008197720.1
OG0003563	XP_035737868.1, XP_035737862.1	XP_008199095.1
OG0003564	XP_035736469.1	XP_974591.1
OG0003565	XP_035741019.1	XP_008195579.1
OG0003566	XP_035733197.1, XP_035733198.1	XP_008197508.1
OG0003567	XP_035719678.1, XP_035719677.1	XP_972971.1
OG0003568	XP_035718635.1, XP_035718632.1	XP_008199840.1
OG0003569	XP_035718458.1	XP_008200019.1, XP_008200021.1
OG0003570	XP_035735335.1	XP_970689.1
OG0003571	XP_035742635.1	XP_972466.1
OG0003572	XP_035736274.1	XP_969549.2
OG0003573	XP_035717792.1	XP_015839835.1
OG0003574	XP_035734451.1	XP_001813297.1
OG0003575	XP_035729876.1	XP_970039.1
OG0003576	XP_035734505.1	XP_970591.1
OG0003577	XP_035740899.1	XP_008191870.1
OG0003578	XP_035741956.1	XP_967572.1
OG0003579	XP_035736814.1	XP_008194949.2, XP_015836565.1
OG0003580	XP_035721139.1	XP_008198520.1
OG0003581	XP_035724089.1	XP_008201126.1
OG0003582	XP_035722593.1, XP_035722590.1	XP_008200259.1
OG0003583	XP_035737943.1, XP_035737942.1	XP_015837609.1
OG0003584	XP_035719058.1	XP_008197704.1, XP_008197703.1
OG0003585	XP_035724190.1	XP_001809489.2
OG0003586	XP_035731957.1, XP_035731956.1	XP_968904.1
OG0003587	XP_035740442.1	XP_968692.2
OG0003588	XP_035726162.1	XP_008192717.2, XP_966870.1
OG0003589	XP_035735323.1, XP_035735322.1	XP_015835994.1
OG0003591	XP_035729344.1	XP_966852.1
OG0003592	XP_035718908.1	XP_008190560.1
OG0003593	XP_035726199.1	XP_008201260.2
OG0003596	XP_035723065.1	XP_008192521.1
OG0003597	XP_035734533.1	XP_008199159.1
OG0003598	XP_035729133.1	XP_015834381.1, XP_015834358.1
OG0003599	XP_035742048.1	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1
OG0003600	XP_035735316.1	XP_001814012.1
OG0003601	XP_035740299.1	XP_008200160.1
OG0003602	XP_035736266.1	XP_975667.1
OG0003603	XP_035723696.1, XP_035726673.1	XP_973896.2
OG0003604	XP_035719057.1	XP_008190706.2
OG0003605	XP_035740947.1	XP_015833448.1
OG0003606	XP_035717568.1	XP_974252.1
OG0003607	XP_035721862.1, XP_035721863.1	XP_968511.2
OG0003608	XP_035731593.1	NP_001153717.1, XP_008195553.1
OG0003609	XP_035737104.1	XP_974525.1
OG0003610	XP_035723787.1	XP_008191498.2
OG0003611	XP_035723396.1	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_015837280.1
OG0003613	XP_035742709.1	XP_015838584.1
OG0003614	XP_035725582.1	XP_015839061.1
OG0003615	XP_035724749.1	XP_015837963.1
OG0003616	XP_035738090.1, XP_035738091.1	XP_975040.2
OG0003618	XP_035728156.1	XP_969603.1
OG0003619	XP_035725507.1	XP_008195521.2
OG0003620	XP_035727757.1	XP_015837557.1, XP_015837556.1, XP_015837555.1
OG0003621	XP_035729589.1	XP_008200747.1
OG0003622	XP_035727791.1, XP_035727792.1	XP_015835258.1
OG0003623	XP_035726128.1	XP_008193820.1
OG0003624	XP_035730249.1	XP_008197990.1
OG0003625	XP_035741765.1	XP_015836260.1
OG0003626	XP_035734107.1	XP_001814885.2
OG0003627	XP_035735634.1, XP_035735635.1	XP_975547.1, XP_015837353.1
OG0003628	XP_035742363.1	XP_015833795.1
OG0003629	XP_035736010.1	XP_015839804.1, XP_015839805.1, XP_015839803.1, XP_972357.1
OG0003630	XP_035743900.1	XP_015838483.1
OG0003632	XP_035728479.1	NP_001280515.1
OG0003633	XP_035730943.1, XP_035730944.1	XP_008194372.1
OG0003634	XP_035743875.1	XP_968761.1
OG0003635	XP_035717783.1	XP_015835053.1
OG0003636	XP_035736309.1	XP_008194320.1
OG0003637	XP_035737409.1	XP_969960.1
OG0003638	XP_035744072.1	XP_008200898.1
OG0003639	XP_035740130.1	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1
OG0003640	XP_035718345.1	XP_015839248.1
OG0003641	XP_035741082.1	XP_015839097.1
OG0003642	XP_035742421.1	XP_008198362.1
OG0003643	XP_035733118.1	XP_974513.1
OG0003644	XP_035735602.1	XP_971690.1
OG0003645	XP_035727181.1, XP_035727184.1	XP_015836973.1
OG0003646	XP_035734040.1	NP_001073624.1, XP_008192741.1
OG0003647	XP_035730333.1	XP_008201144.2
OG0003648	XP_035731944.1, XP_035731946.1	XP_975120.1
OG0003649	XP_035731682.1	XP_008190452.1
OG0003650	XP_035739885.1	XP_015839066.1
OG0003652	XP_035737188.1, XP_035737185.1, XP_035737184.1	XP_015837327.1
OG0003653	XP_035718461.1	XP_008201133.1, XP_008201132.1, XP_008201131.1
OG0003654	XP_035737719.1	XP_008192330.1, XP_015835030.1, XP_015835031.1
OG0003656	XP_035730032.1	XP_972851.1
OG0003657	XP_035731843.1	XP_967783.1
OG0003658	XP_035723194.1	XP_015838852.1
OG0003659	XP_035719470.1	XP_008196343.1, XP_015837439.1, XP_008196344.1, XP_015837019.1
OG0003660	XP_035740601.1, XP_035740589.1, XP_035740591.1	XP_974248.2
OG0003661	XP_035731876.1	XP_008191219.1
OG0003662	XP_035719007.1, XP_035719001.1	XP_008191788.1
OG0003664	XP_035727421.1, XP_035727434.1	XP_001811274.1
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_973359.1
OG0003666	XP_035726279.1	XP_001814402.1
OG0003667	XP_035736229.1	XP_008192927.1
OG0003668	XP_035739792.1, XP_035739793.1	XP_971091.2
OG0003669	XP_035739111.1	XP_967180.2
OG0003671	XP_035741291.1, XP_035741290.1	XP_008200590.1
OG0003672	XP_035726739.1, XP_035726740.1	XP_008195407.1
OG0003673	XP_035741432.1	XP_008192092.1, XP_015835049.1
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_008193661.1
OG0003675	XP_035725489.1, XP_035722541.1	XP_969225.3
OG0003676	XP_035719745.1	XP_968591.1
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_973912.1
OG0003678	XP_035732466.1	XP_008198169.1
OG0003679	XP_035735540.1	XP_971751.1
OG0003680	XP_035742894.1	XP_015833438.1
OG0003681	XP_035717332.1	XP_970085.1
OG0003682	XP_035742902.1	XP_970044.2
OG0003683	XP_035743102.1	XP_968322.2
OG0003684	XP_035730815.1	XP_001812551.2
OG0003685	XP_035743277.1	NP_001161783.1
OG0003686	XP_035734872.1	XP_008201118.1
OG0003687	XP_035720043.1	XP_967964.1
OG0003688	XP_035737162.1, XP_035737166.1	XP_008200815.1, XP_008200816.1
OG0003690	XP_035734199.1, XP_035734198.1	XP_008196048.2
OG0003691	XP_035740341.1	XP_008191606.1
OG0003692	XP_035721136.1	XP_973458.1, XP_008192597.1
OG0003694	XP_035719391.1, XP_035719386.1	NP_001104734.1
OG0003700	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1	XP_008193466.1
OG0003706	XP_035717923.1, XP_035717918.1	XP_008193015.1
OG0003709	XP_035721107.1	XP_973974.1
OG0003710	XP_035721209.1	XP_967704.1
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_974658.1
OG0003712	XP_035717220.1	XP_975936.1
OG0003713	XP_035742730.1	XP_966313.1, XP_008190429.1
OG0003714	XP_035728137.1	XP_967826.1
OG0003715	XP_035723504.1	XP_008196247.1, XP_971390.1
OG0003716	XP_035740419.1	XP_015838480.1
OG0003717	XP_035723180.1	XP_972883.1
OG0003718	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1	XP_008195096.1
OG0003719	XP_035718953.1	XP_971079.1
OG0003720	XP_035732272.1	XP_015837881.1, XP_015837882.1
OG0003721	XP_035722954.1	XP_966517.1
OG0003722	XP_035738704.1, XP_035738703.1	XP_008199299.1
OG0003723	XP_035717773.1	XP_015836676.1
OG0003724	XP_035727824.1, XP_035727823.1, XP_035727819.1	NP_001034496.1
OG0003726	XP_035728449.1	XP_971148.1
OG0003727	XP_035735509.1	XP_971046.2
OG0003728	XP_035732527.1	XP_971145.1
OG0003729	XP_035733295.1	XP_008195395.1, XP_008195396.1
OG0003730	XP_035738775.1	XP_015833603.1
OG0003731	XP_035743407.1	XP_971296.1
OG0003732	XP_035734415.1, XP_035734416.1	XP_001814293.1
OG0003733	XP_035730417.1	XP_008192304.1
OG0003734	XP_035735853.1, XP_035735854.1, XP_035735852.1	XP_973073.2
OG0003735	XP_035736167.1	XP_969459.1
OG0003736	XP_035735508.1	XP_008196776.2
OG0003737	XP_035741238.1	XP_008199529.1, XP_966347.1
OG0003738	XP_035730686.1	XP_973035.1
OG0003739	XP_035725732.1	XP_967263.1
OG0003740	XP_035721572.1	XP_971155.1
OG0003741	XP_035735375.1	XP_972645.1
OG0003742	XP_035725097.1	XP_970923.1
OG0003743	XP_035720548.1	XP_971918.2
OG0003744	XP_035735640.1	NP_001164315.1
OG0003745	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1	XP_975087.1
OG0003746	XP_035740276.1	XP_970133.1
OG0003748	XP_035719469.1	NP_001107798.1, XP_015839662.1
OG0003749	XP_035732500.1	XP_970254.1
OG0003750	XP_035719685.1	XP_967824.1
OG0003751	XP_035742636.1	NP_001038093.1, XP_008193594.1
OG0003752	XP_035719151.1	NP_001164085.1, XP_008195258.1
OG0003753	XP_035721023.1	XP_970929.1
OG0003754	XP_035726957.1	XP_015836702.1
OG0003755	XP_035732404.1	XP_967919.1
OG0003756	XP_035720659.1	XP_968405.1
OG0003757	XP_035733637.1	XP_968271.1
OG0003758	XP_035739827.1	XP_971436.1
OG0003759	XP_035719760.1	XP_008194469.1
OG0003760	XP_035722648.1	XP_015839092.1
OG0003761	XP_035741208.1	XP_966886.1, XP_015835099.1
OG0003762	XP_035721898.1	XP_974293.1
OG0003763	XP_035736789.1	XP_971695.1
OG0003764	XP_035743928.1	XP_008197510.1, XP_975144.1
OG0003765	XP_035720698.1	XP_967519.1
OG0003766	XP_035741958.1	XP_001814264.2
OG0003767	XP_035729971.1, XP_035730134.1	XP_967936.1, XP_972909.1
OG0003768	XP_035724873.1, XP_035724874.1	XP_969121.2
OG0003769	XP_035734481.1	XP_015833490.1
OG0003770	XP_035732680.1	XP_974119.1
OG0003771	XP_035727612.1, XP_035727611.1, XP_035727610.1	XP_971558.1
OG0003772	XP_035717352.1	XP_008193987.2
OG0003773	XP_035732447.1	XP_008193663.1
OG0003774	XP_035736354.1	XP_008195033.1
OG0003776	XP_035718985.1	XP_008198197.1
OG0003777	XP_035731567.1	XP_008194045.1
OG0003778	XP_035726602.1	XP_975075.1
OG0003779	XP_035717771.1	NP_001193392.1
OG0003780	XP_035739526.1	XP_970884.1
OG0003781	XP_035721564.1	XP_967272.1
OG0003782	XP_035723121.1	XP_975169.1
OG0003783	XP_035743190.1	XP_008201233.2, NP_001280497.1
OG0003784	XP_035732109.1	XP_001812198.1
OG0003785	XP_035725080.1	XP_966504.1
OG0003786	XP_035721979.1	XP_966803.1
OG0003787	XP_035731861.1	XP_969863.1
OG0003788	XP_035734594.1	XP_008192173.1, XP_001813051.2
OG0003789	XP_035728477.1	XP_972384.1
OG0003790	XP_035717858.1, XP_035717859.1, XP_035717857.1	XP_976168.1
OG0003791	XP_035734129.1	XP_008191487.1
OG0003792	XP_035738407.1	XP_974895.2
OG0003793	XP_035737994.1	XP_974264.1
OG0003794	XP_035718533.1	XP_975256.1
OG0003795	XP_035718982.1, XP_035718981.1	XP_974439.3
OG0003796	XP_035733545.1	XP_008201695.1
OG0003797	XP_035719902.1	XP_015836878.1
OG0003798	XP_035731086.1	XP_974329.2
OG0003799	XP_035737933.1	XP_967465.1
OG0003800	XP_035741846.1	XP_973301.2
OG0003801	XP_035735252.1	XP_001812473.1
OG0003802	XP_035728149.1	XP_967719.1
OG0003803	XP_035724971.1	XP_969337.1
OG0003804	XP_035719615.1	XP_008199506.1
OG0003805	XP_035724681.1, XP_035724680.1	XP_974201.1
OG0003806	XP_035723193.1	XP_975160.1
OG0003807	XP_035735552.1	XP_968297.1
OG0003808	XP_035727605.1, XP_035744048.1	XP_969424.1
OG0003809	XP_035720850.1, XP_035720849.1	XP_975444.1
OG0003810	XP_035742145.1, XP_035742144.1, XP_035742147.1	XP_008192565.1
OG0003811	XP_035728879.1	XP_968343.1
OG0003812	XP_035728413.1	XP_973170.1
OG0003813	XP_035742745.1, XP_035742744.1	XP_969981.1, XP_967800.1
OG0003814	XP_035720868.1	XP_008197466.1
OG0003815	XP_035735905.1, XP_035735904.1	XP_008191566.1
OG0003816	XP_035731093.1	XP_971339.2
OG0003817	XP_035738918.1	XP_971956.1
OG0003818	XP_035719142.1	XP_972419.2
OG0003819	XP_035735161.1	XP_969571.1
OG0003820	XP_035743778.1	NP_001036067.1, XP_008198138.1
OG0003821	XP_035718217.1	XP_971279.1
OG0003822	XP_035743460.1	XP_015836273.1
OG0003823	XP_035729097.1	XP_015840852.1, XP_015840850.1, XP_015840851.1
OG0003824	XP_035721941.1, XP_035721940.1	XP_008191077.1, XP_015833523.1
OG0003825	XP_035737088.1	XP_008198124.1
OG0003826	XP_035725871.1	XP_015836462.1
OG0003828	XP_035740971.1	XP_974879.1
OG0003829	XP_035728371.1	XP_971218.1
OG0003830	XP_035726771.1	XP_008193710.1
OG0003831	XP_035735598.1, XP_035735599.1	XP_008195757.1
OG0003832	XP_035730088.1	XP_008199507.1, XP_008200908.1
OG0003833	XP_035731786.1	XP_968641.2
OG0003834	XP_035731104.1	XP_015837872.1, XP_973241.1
OG0003835	XP_035727550.1	XP_008195804.1
OG0003836	XP_035742747.1, XP_035742754.1	XP_001808136.2
OG0003837	XP_035734909.1	XP_969666.1
OG0003838	XP_035739876.1	XP_008200791.1
OG0003839	XP_035717427.1	XP_008198228.1
OG0003840	XP_035728110.1, XP_035728109.1	XP_008194449.1
OG0003841	XP_035718343.1, XP_035718344.1	XP_008199155.1
OG0003842	XP_035729846.1	XP_969499.1
OG0003843	XP_035717944.1	XP_971825.1
OG0003844	XP_035735128.1	XP_975229.1
OG0003845	XP_035739934.1	XP_973881.1
OG0003846	XP_035743352.1	XP_970539.1
OG0003847	XP_035722162.1	XP_015840700.1, XP_015840701.1
OG0003848	XP_035727970.1, XP_035727969.1	XP_971496.1
OG0003849	XP_035734278.1	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	XP_035736696.1	XP_971798.1
OG0003851	XP_035734667.1	XP_968440.1
OG0003852	XP_035724992.1	XP_968688.1
OG0003853	XP_035721416.1	XP_971342.1
OG0003854	XP_035731886.1	XP_973443.1
OG0003855	XP_035738009.1	XP_008191837.1
OG0003856	XP_035733799.1, XP_035733797.1, XP_035733796.1	XP_972279.1
OG0003857	XP_035730798.1	XP_008198708.1
OG0003859	XP_035723901.1	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	XP_035717409.1	XP_973280.1, XP_015840621.1
OG0003861	XP_035740311.1, XP_035740310.1	XP_973525.1
OG0003862	XP_035731852.1	XP_008190999.1
OG0003863	XP_035728957.1	XP_015834597.1
OG0003864	XP_035742818.1	XP_015833071.1
OG0003865	XP_035735177.1	XP_001812177.1
OG0003866	XP_035729570.1	XP_967025.1
OG0003867	XP_035723875.1	XP_970705.2
OG0003868	XP_035733187.1	XP_973776.1
OG0003869	XP_035723122.1	XP_015832930.1
OG0003870	XP_035740870.1	XP_970066.1
OG0003871	XP_035724594.1	XP_015838454.1
OG0003872	XP_035738828.1, XP_035738827.1	XP_975022.2
OG0003873	XP_035726635.1	XP_015835685.1
OG0003874	XP_035728688.1	XP_015837379.1, XP_975417.1
OG0003875	XP_035726108.1	XP_975557.1, XP_015837369.1
OG0003876	XP_035738388.1	XP_008197992.1
OG0003877	XP_035727676.1, XP_035727677.1, XP_035727675.1	XP_974842.2
OG0003878	XP_035720369.1	XP_008195459.1
OG0003879	XP_035723050.1	XP_966633.1
OG0003880	XP_035721142.1	XP_970460.1
OG0003881	XP_035717227.1	XP_966933.2
OG0003883	XP_035721277.1	XP_008199828.1
OG0003884	XP_035724247.1	XP_968624.3, XP_968774.1
OG0003885	XP_035741602.1, XP_035741601.1	XP_008197340.1
OG0003886	XP_035743684.1	XP_972673.1
OG0003887	XP_035740302.1, XP_035740303.1	XP_967126.1
OG0003888	XP_035737789.1	XP_972409.1
OG0003889	XP_035742474.1, XP_035742475.1, XP_035733598.1	XP_976189.2
OG0003890	XP_035734065.1, XP_035734063.1	XP_973593.1
OG0003891	XP_035736151.1	XP_969757.1
OG0003892	XP_035743337.1	XP_008199505.1
OG0003893	XP_035742324.1	XP_015835782.1
OG0003894	XP_035738443.1	XP_970377.1
OG0003895	XP_035726725.1, XP_035726724.1, XP_035726723.1	XP_015839580.1
OG0003896	XP_035727124.1	XP_008195445.1
OG0003897	XP_035739094.1	XP_008193928.1
OG0003898	XP_035741665.1	XP_967648.1
OG0003899	XP_035725468.1	XP_974860.1
OG0003900	XP_035724330.1	XP_971106.1
OG0003901	XP_035717672.1	XP_015833779.1
OG0003902	XP_035731275.1	XP_008190947.1
OG0003903	XP_035718088.1	XP_008190604.1
OG0003904	XP_035730598.1, XP_035730600.1, XP_035730599.1	XP_967597.1
OG0003906	XP_035730548.1	XP_970238.1
OG0003907	XP_035739183.1	XP_975330.1
OG0003908	XP_035726411.1	XP_008198904.2
OG0003909	XP_035743286.1	XP_966529.2
OG0003910	XP_035726258.1, XP_035726257.1	XP_008194700.1
OG0003911	XP_035725054.1	XP_008196593.1
OG0003912	XP_035721017.1	XP_008198089.1
OG0003913	XP_035740890.1	XP_015833341.1
OG0003914	XP_035737812.1	XP_973214.1
OG0003915	XP_035738805.1, XP_035738804.1	XP_008190310.1
OG0003916	XP_035736861.1	XP_015836759.1
OG0003918	XP_035727577.1	XP_008199603.1
OG0003919	XP_035717224.1, XP_035717223.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_035730515.1	XP_008193432.1
OG0003921	XP_035740875.1	XP_008192860.1
OG0003922	XP_035723258.1, XP_035723259.1	XP_969270.1
OG0003923	XP_035722871.1, XP_035722872.1	XP_008192619.1
OG0003924	XP_035740268.1	XP_008192100.1
OG0003925	XP_035720346.1	XP_975236.2
OG0003926	XP_035738103.1	XP_966598.1
OG0003927	XP_035720710.1	XP_970461.1
OG0003928	XP_035729501.1	XP_968656.1, XP_967956.1
OG0003929	XP_035737732.1	XP_971431.2
OG0003930	XP_035724600.1	NP_001157646.1, XP_008193597.1
OG0003931	XP_035735006.1	XP_975596.1
OG0003932	XP_035741680.1	XP_008192247.1
OG0003933	XP_035738414.1	XP_971638.1
OG0003934	XP_035730344.1	XP_975180.1
OG0003935	XP_035722585.1	XP_969262.1
OG0003936	XP_035737650.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_035719140.1, XP_035719138.1	XP_970913.2
OG0003938	XP_035724446.1	XP_008199062.1
OG0003939	XP_035723858.1	XP_008195211.1
OG0003940	XP_035727976.1	XP_970021.1
OG0003941	XP_035732011.1	XP_973213.1
OG0003942	XP_035718538.1	XP_968071.1
OG0003943	XP_035744238.1	XP_971663.1
OG0003944	XP_035731900.1	XP_967107.1
OG0003945	XP_035726780.1	XP_971994.1
OG0003946	XP_035740564.1	NP_001036035.1
OG0003947	XP_035725105.1	XP_971869.2
OG0003948	XP_035728655.1, XP_035728647.1, XP_035728640.1	XP_975386.1
OG0003950	XP_035728307.1, XP_035728308.1	XP_967363.1
OG0003951	XP_035741587.1	XP_001810409.1
OG0003952	XP_035729498.1	XP_970265.1
OG0003953	XP_035740232.1	XP_008200828.1
OG0003954	XP_035735045.1	XP_008196812.1
OG0003955	XP_035731385.1	XP_972946.1
OG0003956	XP_035729488.1	XP_969759.2
OG0003957	XP_035720866.1	XP_969043.1
OG0003958	XP_035722542.1	XP_970031.1
OG0003959	XP_035735302.1	XP_973143.1, XP_015833394.1
OG0003960	XP_035725349.1	XP_967119.1
OG0003961	XP_035729470.1	XP_969916.1
OG0003962	XP_035732961.1	XP_967654.1
OG0003963	XP_035731686.1	XP_015840458.1
OG0003964	XP_035730442.1, XP_035730431.1	XP_967085.1
OG0003965	XP_035732470.1	XP_966589.1
OG0003966	XP_035741154.1	XP_971870.2, XP_008195547.1
OG0003967	XP_035735200.1	XP_969882.2
OG0003968	XP_035730862.1	XP_974311.1
OG0003969	XP_035743294.1	XP_008195058.1, XP_015836574.1
OG0003970	XP_035721059.1	XP_008194286.1
OG0003971	XP_035739064.1	XP_001810967.2, XP_015840150.1
OG0003972	XP_035730853.1	XP_974179.1
OG0003973	XP_035717559.1	XP_008192553.1, XP_015834920.1
OG0003974	XP_035730852.1	XP_975249.1
OG0003975	XP_035724857.1	XP_008191775.1
OG0003976	XP_035728148.1	XP_967156.1
OG0003977	XP_035718687.1	XP_970551.1, XP_015836824.1
OG0003978	XP_035738462.1	XP_972024.2
OG0003979	XP_035739671.1	XP_974935.1
OG0003980	XP_035739757.1	XP_973315.1
OG0003981	XP_035734974.1, XP_035734968.1	XP_008200886.1
OG0003982	XP_035743591.1	XP_967495.1
OG0003983	XP_035721291.1	XP_008199886.1
OG0003984	XP_035718571.1	XP_015838220.1
OG0003985	XP_035728130.1	XP_008191229.1
OG0003986	XP_035724336.1	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003987	XP_035744210.1	XP_008199167.1, XP_008191281.2
OG0003988	XP_035724570.1, XP_035724562.1	XP_008195928.1
OG0003989	XP_035732054.1	XP_015834581.1
OG0003990	XP_035724405.1	XP_966698.2
OG0003991	XP_035734801.1	XP_008191408.1
OG0003992	XP_035742085.1	XP_008199002.1
OG0003994	XP_035739544.1	XP_008197496.1
OG0003995	XP_035731443.1	XP_973777.1
OG0003996	XP_035732664.1	XP_967605.1
OG0003997	XP_035728931.1	XP_015833280.1
OG0003998	XP_035723077.1	XP_973175.1
OG0003999	XP_035721916.1	XP_008199328.1
OG0004000	XP_035733367.1	XP_974655.2
OG0004001	XP_035718133.1	XP_973078.1
OG0004002	XP_035733605.1	NP_001139385.1
OG0004003	XP_035739471.1	XP_974994.2
OG0004004	XP_035733374.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	XP_035724095.1	XP_008199060.1
OG0004006	XP_035717929.1, XP_035717928.1	XP_008195822.1
OG0004008	XP_035728446.1	XP_008200823.1, XP_001813540.1
OG0004009	XP_035729440.1	XP_972093.1, XP_972042.1
OG0004010	XP_035728881.1	XP_971563.1
OG0004011	XP_035733862.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004012	XP_035736804.1	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004013	XP_035725465.1, XP_035725462.1	XP_008195231.1
OG0004014	XP_035735369.1	XP_971231.2
OG0004016	XP_035729441.1	XP_970625.1
OG0004017	XP_035723806.1	XP_015833203.1
OG0004018	XP_035731393.1	XP_972649.1
OG0004020	XP_035731783.1	XP_008199027.1
OG0004021	XP_035721210.1	XP_015838970.1
OG0004022	XP_035737401.1	XP_973740.1
OG0004023	XP_035740389.1	XP_969218.1
OG0004025	XP_035719371.1, XP_035719373.1, XP_035719370.1	XP_973368.1
OG0004026	XP_035732181.1	XP_008196413.1
OG0004027	XP_035722201.1, XP_035722199.1	XP_008191799.1
OG0004028	XP_035736761.1, XP_035736764.1	XP_008193539.1, XP_008193541.1
OG0004029	XP_035730803.1	XP_008191687.1
OG0004030	XP_035740912.1	XP_015838189.1, XP_001810411.2
OG0004031	XP_035728618.1	XP_971311.1
OG0004033	XP_035739824.1	XP_008199088.1
OG0004034	XP_035733213.1	XP_008198714.2
OG0004035	XP_035738641.1	XP_008193230.1
OG0004036	XP_035733409.1	XP_008201142.1
OG0004037	XP_035744271.1	XP_015840646.1
OG0004038	XP_035732499.1	XP_015836539.1
OG0004040	XP_035720761.1	XP_970388.3, XP_971501.1
OG0004042	XP_035742856.1	XP_008195985.1
OG0004043	XP_035736668.1	XP_973667.2
OG0004044	XP_035735054.1, XP_035735057.1	XP_008198875.1
OG0004045	XP_035732093.1	XP_015839256.1
OG0004046	XP_035720290.1, XP_035720281.1, XP_035720301.1	XP_008192282.1
OG0004047	XP_035737864.1, XP_035737856.1	XP_974227.1
OG0004048	XP_035734390.1	XP_967372.1
OG0004049	XP_035738694.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_035741161.1	XP_008195122.1, XP_970868.2
OG0004051	XP_035731634.1	XP_974020.1
OG0004052	XP_035722510.1	XP_008199650.1
OG0004053	XP_035742586.1	XP_974680.2
OG0004054	XP_035722839.1	XP_008192914.1
OG0004055	XP_035737011.1, XP_035737067.1	XP_015833846.1
