Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0003819	XP_035735161.1	XP_313680.3
OG0003820	XP_035743778.1	XP_001238192.2
OG0003821	XP_035718217.1	XP_319843.4
OG0003822	XP_035743460.1	XP_003436068.1, XP_307935.5
OG0003824	XP_035721941.1, XP_035721940.1	XP_316832.4
OG0003825	XP_035737088.1	XP_321926.5, XP_003435784.1
OG0003826	XP_035725871.1	XP_003436489.1, XP_001688342.2
OG0003827	XP_035726669.1	XP_319073.4
OG0003828	XP_035740971.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_035728371.1	XP_320975.4
OG0003830	XP_035726771.1	XP_310148.4
OG0003831	XP_035735598.1, XP_035735599.1	XP_555438.3
OG0003832	XP_035730088.1	XP_315724.3, XP_315726.4
OG0003833	XP_035731786.1	XP_322026.2
OG0003834	XP_035731104.1	XP_316920.3
OG0003835	XP_035727550.1	XP_319229.4
OG0003836	XP_035742747.1, XP_035742754.1	XP_321703.5
OG0003837	XP_035734909.1	XP_313978.1
OG0003838	XP_035739876.1	XP_001687956.1, XP_308499.3
OG0003839	XP_035717427.1	XP_320303.4
OG0003841	XP_035718343.1, XP_035718344.1	XP_312835.4, XP_003436406.1
OG0003842	XP_035729846.1	XP_309233.5
OG0003843	XP_035717944.1	XP_316726.2
OG0003844	XP_035735128.1	XP_311543.2
OG0003845	XP_035739934.1	XP_320970.3
OG0003846	XP_035743352.1	XP_309350.4
OG0003847	XP_035722162.1	XP_321528.4
OG0003848	XP_035727970.1, XP_035727969.1	XP_320558.3
OG0003849	XP_035734278.1	XP_310210.4
OG0003850	XP_035736696.1	XP_313188.3
OG0003851	XP_035734667.1	XP_309752.3
OG0003852	XP_035724992.1	XP_312907.4
OG0003853	XP_035721416.1	XP_319601.4
OG0003854	XP_035731886.1	XP_319344.4
OG0003855	XP_035738009.1	XP_001688251.1
OG0003856	XP_035733799.1, XP_035733797.1, XP_035733796.1	XP_320680.1
OG0003859	XP_035723901.1	XP_320575.3
OG0003860	XP_035717409.1	XP_321828.3
OG0003861	XP_035740311.1, XP_035740310.1	XP_320922.2
OG0003863	XP_035728957.1	XP_003436354.1
OG0003864	XP_035742818.1	XP_317926.4
OG0003866	XP_035729570.1	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	XP_035723875.1	XP_312224.5
OG0003868	XP_035733187.1	XP_310411.7
OG0003869	XP_035723122.1	XP_311926.5
OG0003870	XP_035740870.1	XP_307911.3
OG0003871	XP_035724594.1	XP_315111.4
OG0003872	XP_035738828.1, XP_035738827.1	XP_308174.2
OG0003873	XP_035726635.1	XP_320953.4
OG0003874	XP_035728688.1	XP_319180.3
OG0003875	XP_035726108.1	XP_562161.4
OG0003876	XP_035738388.1	XP_319884.4
OG0003877	XP_035727676.1, XP_035727677.1, XP_035727675.1	XP_314810.4
OG0003878	XP_035720369.1	XP_003436746.1, XP_313144.3
OG0003879	XP_035723050.1	XP_316539.2
OG0003880	XP_035721142.1	XP_309242.4
OG0003881	XP_035717227.1	XP_001237692.2
OG0003882	XP_035722477.1, XP_035722479.1	XP_311868.5
OG0003883	XP_035721277.1	XP_311386.4
OG0003884	XP_035724247.1	XP_310455.4
OG0003885	XP_035741602.1, XP_035741601.1	XP_318734.3
OG0003886	XP_035743684.1	XP_314842.3
OG0003887	XP_035740302.1, XP_035740303.1	XP_317201.4
OG0003888	XP_035737789.1	XP_320221.4
OG0003889	XP_035742474.1, XP_035742475.1, XP_035733598.1	XP_315664.4
OG0003890	XP_035734065.1, XP_035734063.1	XP_311717.4
OG0003891	XP_035736151.1	XP_309150.5
OG0003892	XP_035743337.1	XP_314996.4
OG0003893	XP_035742324.1	XP_551305.4, XP_003435860.1
OG0003894	XP_035738443.1	XP_557626.3
OG0003895	XP_035726725.1, XP_035726724.1, XP_035726723.1	XP_309808.4
OG0003897	XP_035739094.1	XP_312367.5
OG0003898	XP_035741665.1	XP_315835.4
OG0003899	XP_035725468.1	XP_317642.4
OG0003900	XP_035724330.1	XP_307645.4, XP_307644.2
OG0003901	XP_035717672.1	XP_310209.4
OG0003902	XP_035731275.1	XP_319789.4
OG0003903	XP_035718088.1	XP_315792.4, XP_001688728.1
OG0003904	XP_035730598.1, XP_035730600.1, XP_035730599.1	XP_313786.5
OG0003905	XP_035737153.1	XP_320268.3
OG0003906	XP_035730548.1	XP_562427.1
OG0003907	XP_035739183.1	XP_553285.4
OG0003908	XP_035726411.1	XP_311405.3
OG0003909	XP_035743286.1	XP_307779.5
OG0003910	XP_035726258.1, XP_035726257.1	XP_312278.5
OG0003912	XP_035721017.1	XP_314171.4
OG0003913	XP_035740890.1	XP_315962.4
OG0003914	XP_035737812.1	XP_003436135.1, XP_311548.3
OG0003915	XP_035738805.1, XP_035738804.1	XP_308092.4
OG0003916	XP_035736861.1	XP_307453.3, XP_319009.4
OG0003917	XP_035729612.1	XP_003436440.1
OG0003918	XP_035727577.1	XP_001689289.1
OG0003919	XP_035717224.1, XP_035717223.1	XP_312450.4
OG0003920	XP_035730515.1	XP_001689084.1, XP_318039.3
OG0003921	XP_035740875.1	XP_319681.2
OG0003922	XP_035723258.1, XP_035723259.1	XP_317383.4
OG0003924	XP_035740268.1	XP_321093.4, XP_003435980.1
OG0003925	XP_035720346.1	XP_003437095.1, XP_311307.4
OG0003926	XP_035738103.1	XP_320129.3
OG0003927	XP_035720710.1	XP_320900.3
OG0003928	XP_035729501.1	XP_313769.4
OG0003929	XP_035737732.1	XP_003435903.1, XP_321406.5
OG0003930	XP_035724600.1	XP_001688107.1, XP_001688108.1, XP_308849.3
OG0003931	XP_035735006.1	XP_309977.3
OG0003932	XP_035741680.1	XP_003436142.1
OG0003933	XP_035738414.1	XP_311862.3
OG0003934	XP_035730344.1	XP_316307.1
OG0003935	XP_035722585.1	XP_308886.4
OG0003936	XP_035737650.1	XP_003436329.1, XP_311925.3
OG0003937	XP_035719140.1, XP_035719138.1	XP_315625.4
OG0003938	XP_035724446.1	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	XP_035723858.1	XP_311333.5
OG0003940	XP_035727976.1	XP_307793.5, XP_306070.4
OG0003941	XP_035732011.1	XP_310602.3
OG0003943	XP_035744238.1	XP_312823.5
OG0003944	XP_035731900.1	XP_317195.1
OG0003945	XP_035726780.1	XP_313382.3
OG0003946	XP_035740564.1	XP_308858.4
OG0003947	XP_035725105.1	XP_310464.4, XP_003437045.1
OG0003948	XP_035728655.1, XP_035728647.1, XP_035728640.1	XP_309825.4
OG0003950	XP_035728307.1, XP_035728308.1	XP_310421.4
OG0003951	XP_035741587.1	XP_313109.5
OG0003952	XP_035729498.1	XP_309625.4
OG0003953	XP_035740232.1	XP_310948.4, XP_003436935.1
OG0003954	XP_035735045.1	XP_311994.4
OG0003956	XP_035729488.1	XP_315195.5
OG0003957	XP_035720866.1	XP_320392.4
OG0003958	XP_035722542.1	XP_321015.5
OG0003959	XP_035735302.1	XP_321653.5
OG0003960	XP_035725349.1	XP_003436461.1, XP_314272.5
OG0003961	XP_035729470.1	XP_318614.3
OG0003962	XP_035732961.1	XP_316867.5
OG0003963	XP_035731686.1	XP_317237.3
OG0003964	XP_035730442.1, XP_035730431.1	XP_321179.4
OG0003965	XP_035732470.1	XP_315113.4
OG0003966	XP_035741154.1	XP_311323.4
OG0003967	XP_035735200.1	XP_316857.3
OG0003968	XP_035730862.1	XP_317805.2
OG0003969	XP_035743294.1	XP_320573.1
OG0003970	XP_035721059.1	XP_554210.2
OG0003971	XP_035739064.1	XP_318755.4
OG0003972	XP_035730853.1	XP_001688794.1, XP_316203.2
OG0003973	XP_035717559.1	XP_320234.3
OG0003974	XP_035730852.1	XP_313497.2
OG0003975	XP_035724857.1	XP_554108.3
OG0003976	XP_035728148.1	XP_320294.3
OG0003977	XP_035718687.1	XP_001687837.2
OG0003978	XP_035738462.1	XP_312928.5, XP_003436420.1
OG0003979	XP_035739671.1	XP_320626.2
OG0003980	XP_035739757.1	XP_319759.4
OG0003981	XP_035734974.1, XP_035734968.1	XP_318692.4
OG0003982	XP_035743591.1	XP_319753.4
OG0003983	XP_035721291.1	XP_315737.4
OG0003985	XP_035728130.1	XP_311326.5
OG0003986	XP_035724336.1	XP_316882.5
OG0003987	XP_035744210.1	XP_309555.4, XP_001688197.1
OG0003988	XP_035724570.1, XP_035724562.1	XP_313024.5
OG0003989	XP_035732054.1	XP_001689096.1, XP_318078.2
OG0003990	XP_035724405.1	XP_315228.5
OG0003991	XP_035734801.1	XP_001687756.2
OG0003992	XP_035742085.1	XP_308140.4
OG0003994	XP_035739544.1	XP_001689408.1
OG0003995	XP_035731443.1	XP_310142.4
OG0003996	XP_035732664.1	XP_317395.4
OG0003997	XP_035728931.1	XP_001689015.1
OG0003998	XP_035723077.1	XP_001688449.2
OG0003999	XP_035721916.1	XP_001238227.1
OG0004000	XP_035733367.1	XP_315213.4
OG0004001	XP_035718133.1	XP_001237062.2
OG0004002	XP_035733605.1	XP_315904.5, XP_003435730.1
OG0004003	XP_035739471.1	XP_553421.2
OG0004004	XP_035733374.1	XP_311855.4
OG0004005	XP_035724095.1	XP_003436736.1, XP_001230869.2
OG0004006	XP_035717929.1, XP_035717928.1	XP_316519.4
OG0004008	XP_035728446.1	XP_318925.4
OG0004009	XP_035729440.1	XP_001230840.3, XP_001230839.3
OG0004010	XP_035728881.1	XP_316790.4
OG0004011	XP_035733862.1	XP_318681.1
OG0004012	XP_035736804.1	XP_001688421.2
OG0004014	XP_035735369.1	XP_003437004.1, XP_310622.3, XP_320348.3
OG0004016	XP_035729441.1	XP_311166.5
OG0004017	XP_035723806.1	XP_001688637.1
OG0004018	XP_035731393.1	XP_315551.1
OG0004019	XP_035724458.1	XP_001689221.1
OG0004020	XP_035731783.1	XP_003437151.1
OG0004021	XP_035721210.1	XP_310900.5
OG0004022	XP_035737401.1	XP_316825.5
OG0004023	XP_035740389.1	XP_001689316.2
OG0004026	XP_035732181.1	XP_003436438.1, XP_001231184.3
OG0004027	XP_035722201.1, XP_035722199.1	XP_316189.4
OG0004029	XP_035730803.1	XP_317149.4, XP_317150.4
OG0004030	XP_035740912.1	XP_003436242.1, XP_003436243.1
OG0004031	XP_035728618.1	XP_554294.3
OG0004033	XP_035739824.1	XP_555381.3
OG0004034	XP_035733213.1	XP_314073.4
OG0004036	XP_035733409.1	XP_307136.4
OG0004037	XP_035744271.1	XP_311349.5
OG0004038	XP_035732499.1	XP_321810.4
OG0004040	XP_035720761.1	XP_307401.4
OG0004042	XP_035742856.1	XP_312101.5
OG0004043	XP_035736668.1	XP_314537.4
OG0004044	XP_035735054.1, XP_035735057.1	XP_308352.4
OG0004045	XP_035732093.1	XP_312996.1
OG0004046	XP_035720290.1, XP_035720281.1, XP_035720301.1	XP_312561.3
OG0004047	XP_035737864.1, XP_035737856.1	XP_321168.5
OG0004048	XP_035734390.1	XP_311026.4
OG0004049	XP_035738694.1	XP_001688807.1
OG0004050	XP_035741161.1	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2
OG0004051	XP_035731634.1	XP_321377.4
OG0004052	XP_035722510.1	XP_313802.5
OG0004053	XP_035742586.1	XP_564094.3
OG0004055	XP_035737011.1, XP_035737067.1	XP_551859.3
OG0004056	XP_035742556.1, XP_035742555.1	XP_316308.4
OG0004058	XP_035730639.1	XP_312771.1
OG0004059	XP_035728869.1	XP_317121.2
OG0004060	XP_035723583.1	XP_308010.5
OG0004061	XP_035736892.1, XP_035736893.1	XP_317494.1
OG0004062	XP_035730239.1	XP_003435760.1, XP_551677.4
OG0004063	XP_035734463.1	XP_318961.4, XP_318960.4
OG0004064	XP_035718783.1	XP_001231048.2
OG0004065	XP_035728980.1, XP_035728982.1	XP_321583.5
OG0004066	XP_035736379.1	XP_310825.3
OG0004067	XP_035723608.1	XP_313977.4
OG0004068	XP_035723988.1	XP_320290.4
OG0004069	XP_035731934.1	XP_311616.1
OG0004070	XP_035729983.1	XP_310908.5, XP_310904.5
OG0004071	XP_035724626.1	XP_001688827.1, XP_316281.4
OG0004072	XP_035741311.1	XP_001689139.1
OG0004073	XP_035732673.1	XP_308326.4
OG0004074	XP_035740733.1	XP_314000.3
OG0004075	XP_035735660.1	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4
OG0004076	XP_035731134.1	XP_308369.3
OG0004077	XP_035728076.1, XP_035728078.1	XP_313328.4
OG0004078	XP_035718984.1	XP_312472.2
OG0004079	XP_035740056.1	XP_320805.3
OG0004080	XP_035733503.1	XP_315852.4
OG0004082	XP_035734984.1	XP_318628.4
OG0004083	XP_035734731.1	XP_318065.4
OG0004085	XP_035730173.1	XP_316356.3
OG0004086	XP_035739570.1	XP_310930.5
OG0004087	XP_035732052.1	XP_311835.5
OG0004088	XP_035734587.1	XP_318883.4
OG0004089	XP_035743579.1	XP_555244.3
OG0004090	XP_035734598.1, XP_035734599.1, XP_035734600.1	XP_001237595.2
OG0004091	XP_035732055.1	XP_319154.4
OG0004092	XP_035735811.1	XP_317242.4
OG0004093	XP_035722822.1	XP_310688.5
OG0004094	XP_035720188.1	XP_311178.4
OG0004095	XP_035738075.1	XP_316020.4
OG0004096	XP_035720249.1	XP_559248.3
OG0004097	XP_035731266.1	XP_318918.2
OG0004099	XP_035722522.1	XP_321090.4
OG0004100	XP_035738349.1	XP_313152.3
OG0004101	XP_035727444.1	XP_314837.3
OG0004102	XP_035727231.1	XP_003436465.1, XP_003436464.1
OG0004103	XP_035741524.1	XP_313432.5, XP_003436553.1, XP_003436554.1
OG0004104	XP_035744037.1	XP_312438.5
OG0004105	XP_035741443.1	XP_319178.4
OG0004106	XP_035736722.1	XP_311153.3
OG0004107	XP_035729761.1, XP_035729760.1	XP_001688851.1
OG0004108	XP_035724162.1	XP_562582.3, XP_003436576.1
OG0004109	XP_035736981.1	XP_563317.4
OG0004110	XP_035742862.1	XP_316345.4
OG0004111	XP_035734205.1, XP_035734206.1	XP_314309.4
OG0004112	XP_035737666.1	XP_321635.1, XP_003435850.1
OG0004113	XP_035739124.1, XP_035739123.1	XP_320525.4
OG0004114	XP_035738465.1, XP_035738464.1	XP_319407.2
OG0004116	XP_035731895.1	XP_001237507.3
OG0004117	XP_035732283.1, XP_035732284.1, XP_035732287.1	XP_001237803.2
OG0004119	XP_035735994.1, XP_035735818.1, XP_035735911.1	XP_319556.5
OG0004120	XP_035742838.1	XP_321666.3
OG0004121	XP_035717536.1	XP_321405.4
OG0004122	XP_035734137.1	XP_309209.5
OG0004123	XP_035726648.1	XP_319749.3
OG0004124	XP_035743002.1	XP_316056.4, XP_556692.3
OG0004125	XP_035742806.1	XP_310876.4
OG0004126	XP_035721947.1	XP_319248.3, XP_001238114.1, XP_553994.2
OG0004127	XP_035738378.1	XP_003436623.1
OG0004128	XP_035744133.1	XP_319393.4
OG0004129	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1	XP_314716.4
OG0004130	XP_035733718.1	XP_312574.4
OG0004131	XP_035739715.1	XP_309504.4
OG0004132	XP_035737227.1	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1
OG0004133	XP_035739242.1	XP_003436965.1
OG0004137	XP_035729638.1, XP_035729636.1, XP_035729637.1	XP_312668.4
OG0004138	XP_035723449.1	XP_307877.2
OG0004139	XP_035741841.1	XP_315254.3
OG0004141	XP_035741127.1	XP_316517.4
OG0004142	XP_035739033.1	XP_024667089.1, XP_001231059.2
OG0004143	XP_035732269.1	XP_001237118.2
OG0004144	XP_035742935.1	XP_319864.4
OG0004145	XP_035724100.1	XP_309941.4
OG0004146	XP_035728347.1	XP_315438.3
OG0004147	XP_035741514.1	XP_308817.4
OG0004148	XP_035743559.1	XP_001687765.2
OG0004149	XP_035743892.1	XP_001689259.1
OG0004150	XP_035734499.1, XP_035734497.1, XP_035734498.1	XP_318430.3
OG0004151	XP_035736769.1	XP_316047.4
OG0004152	XP_035735258.1, XP_035735259.1, XP_035735518.1	XP_555730.2
OG0004153	XP_035723985.1	XP_312247.5
OG0004154	XP_035730364.1	XP_563530.3
OG0004155	XP_035741937.1	XP_003436256.1, XP_312076.2
OG0004158	XP_035743063.1	XP_316619.4
OG0004159	XP_035729994.1	XP_316144.4
OG0004160	XP_035744269.1	XP_316661.5
OG0004162	XP_035725411.1	XP_310156.4
OG0004163	XP_035726235.1	XP_553259.2
OG0004164	XP_035722211.1, XP_035722212.1, XP_035722213.1	XP_003435882.1
OG0004166	XP_035737609.1, XP_035737610.1	XP_316078.4
OG0004167	XP_035720534.1	XP_310420.5, XP_003436638.1, XP_003436637.1
OG0004168	XP_035734484.1	XP_315532.3
OG0004169	XP_035724798.1	XP_003436961.1, XP_310840.5
OG0004170	XP_035729232.1	XP_309924.4
OG0004171	XP_035744276.1	XP_310964.5
OG0004172	XP_035730777.1, XP_035730775.1	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1
OG0004174	XP_035744171.1, XP_035744117.1	XP_308670.4
OG0004175	XP_035738839.1	XP_315524.4, XP_001688674.1
OG0004176	XP_035730765.1, XP_035730771.1	XP_001237727.1, XP_315864.4
OG0004177	XP_035733606.1, XP_035733617.1	XP_319569.4
OG0004178	XP_035722587.1	XP_001688110.1, XP_001688111.1, XP_308855.4
OG0004180	XP_035737312.1	XP_311082.5
OG0004181	XP_035730027.1, XP_035730028.1	XP_317116.4, XP_318879.3
OG0004182	XP_035740117.1	XP_001230685.2
OG0004183	XP_035719791.1, XP_035719792.1	XP_001689011.1
OG0004184	XP_035728549.1	XP_320342.4
OG0004186	XP_035718296.1	XP_317615.4
OG0004187	XP_035738826.1	XP_311316.3
OG0004188	XP_035738124.1	XP_319883.4
OG0004189	XP_035734845.1	XP_317522.4
OG0004190	XP_035722618.1	XP_321498.4
OG0004191	XP_035741700.1	XP_308181.4
OG0004192	XP_035732056.1	XP_313788.4
OG0004193	XP_035737284.1	XP_308604.4, XP_001688029.1
OG0004194	XP_035722501.1	XP_307775.3
OG0004195	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1	XP_315995.1
OG0004196	XP_035730379.1, XP_035730377.1	XP_556213.2, XP_555772.2
OG0004197	XP_035742036.1	XP_315391.4, XP_001688652.1, XP_001688653.1
OG0004198	XP_035726708.1	XP_001238086.1, XP_319104.4
OG0004201	XP_035740723.1, XP_035740721.1	XP_310532.5
OG0004202	XP_035725976.1	XP_320050.4
OG0004203	XP_035736300.1	XP_308842.4
OG0004204	XP_035740250.1	XP_001237405.2, XP_311914.3, XP_001237474.3
OG0004206	XP_035730713.1	XP_308698.4
OG0004207	XP_035717802.1	XP_312766.5
OG0004209	XP_035728915.1	XP_003436488.1, XP_311764.4
OG0004210	XP_035730546.1, XP_035730537.1	XP_316202.4
OG0004211	XP_035737251.1, XP_035737252.1	XP_003436790.1
OG0004212	XP_035740886.1	XP_001689214.1
OG0004213	XP_035732614.1	XP_312547.4
OG0004214	XP_035731116.1	XP_003436169.1, XP_563560.4, XP_312069.3
OG0004215	XP_035719584.1	XP_319187.4
OG0004216	XP_035742724.1	XP_307795.3
OG0004217	XP_035720784.1	XP_001689380.1
OG0004218	XP_035720626.1	XP_001687842.2
OG0004219	XP_035728938.1, XP_035728939.1	XP_314287.3
OG0004220	XP_035731785.1	XP_318886.3
OG0004223	XP_035724226.1, XP_035724227.1	XP_318483.1, XP_003436691.1
OG0004224	XP_035743280.1	XP_309683.5, XP_003436491.1
OG0004225	XP_035721143.1	XP_001687807.1, XP_001688425.2
OG0004227	XP_035730606.1, XP_035730605.1	XP_308443.4
OG0004228	XP_035722092.1, XP_035722093.1	XP_003437021.1
OG0004229	XP_035717345.1	XP_315442.4
OG0004230	XP_035727206.1, XP_035727195.1	XP_315606.4
OG0004231	XP_035739737.1	XP_310950.5
OG0004232	XP_035718508.1	XP_316514.4
OG0004233	XP_035717175.1	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1
OG0004234	XP_035720682.1	XP_001688546.1
OG0004235	XP_035743645.1, XP_035743640.1	XP_566098.3
OG0004236	XP_035727943.1	XP_315047.4
OG0004237	XP_035743204.1	XP_318914.4
OG0004238	XP_035736031.1, XP_035736021.1	XP_552873.2, XP_319730.4
OG0004240	XP_035736401.1, XP_035736382.1, XP_035736392.1	XP_317196.4
OG0004241	XP_035729264.1, XP_035729265.1	XP_001688994.1
OG0004242	XP_035742066.1	XP_310918.5
OG0004243	XP_035722921.1, XP_035722922.1	XP_552043.1
OG0004246	XP_035723859.1	XP_309135.1
OG0004247	XP_035729992.1	XP_312497.5
OG0004248	XP_035741996.1	XP_311402.2
OG0004249	XP_035717140.1	XP_313558.5
OG0004250	XP_035721102.1, XP_035721101.1, XP_035721103.1	XP_003436772.1
OG0004251	XP_035726876.1	XP_311062.5
OG0004252	XP_035731440.1	XP_311836.5
OG0004253	XP_035718481.1	XP_317481.4
OG0004275	XP_035727960.1	XP_321541.4, XP_003435881.1
OG0004276	XP_035726615.1	XP_320252.4
OG0004277	XP_035737110.1	XP_316033.4
OG0004278	XP_035717356.1	XP_313760.4
OG0004279	XP_035739348.1	XP_321619.3
OG0004280	XP_035741808.1	XP_321163.4
OG0004281	XP_035729783.1	XP_315590.3
OG0004282	XP_035730957.1	XP_552798.3
OG0004283	XP_035722999.1	XP_321155.3
OG0004284	XP_035738067.1	XP_313275.3
OG0004285	XP_035727761.1	XP_308285.3
OG0004286	XP_035730538.1	XP_320669.4
OG0004287	XP_035741042.1	XP_310452.5
OG0004288	XP_035720808.1, XP_035720826.1	XP_321802.3
OG0004289	XP_035727551.1	XP_312991.3
OG0004290	XP_035720101.1	XP_308524.4
OG0004291	XP_035726119.1	XP_310934.4
OG0004292	XP_035725596.1	XP_309527.3
OG0004293	XP_035736655.1	XP_309304.3
OG0004294	XP_035738185.1	XP_001689266.1, XP_001689265.1, XP_552180.1
OG0004297	XP_035723241.1	XP_319630.2
OG0004298	XP_035718206.1, XP_035718208.1	XP_563593.1
OG0004299	XP_035743342.1	XP_003437123.1, XP_316835.4
OG0004300	XP_035723863.1, XP_035723864.1	XP_309200.2
OG0004301	XP_035732070.1	XP_307798.4
OG0004302	XP_035720276.1	XP_315417.4
OG0004303	XP_035744082.1	XP_319722.3
OG0004304	XP_035725524.1, XP_035734512.1	XP_317299.3
OG0004305	XP_035743709.1	XP_317138.4
OG0004306	XP_035722333.1	XP_311387.3
OG0004307	XP_035734525.1	XP_320804.4
OG0004308	XP_035739345.1	XP_001689366.2
OG0004309	XP_035734934.1	XP_314243.4
OG0004310	XP_035740428.1	XP_314752.3
OG0004311	XP_035738344.1	XP_317337.3
OG0004312	XP_035723092.1	XP_308769.2
OG0004313	XP_035723192.1	XP_311332.4
OG0004314	XP_035740078.1	XP_310190.3
OG0004315	XP_035717558.1	XP_316499.2
OG0004316	XP_035719056.1	XP_312474.4
OG0004317	XP_035730712.1, XP_035730359.1	XP_317881.2
OG0004318	XP_035743742.1	XP_558148.1, XP_314575.2
OG0004320	XP_035719797.1	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1
OG0004321	XP_035717572.1, XP_035717573.1	XP_320235.4
OG0004322	XP_035741521.1	XP_315390.3
OG0004323	XP_035743440.1	XP_310208.3
OG0004324	XP_035737538.1, XP_035737529.1	XP_003435869.1
OG0004325	XP_035728019.1	XP_321348.3
OG0004326	XP_035730703.1, XP_035730701.1, XP_035730702.1	XP_322016.4
OG0004327	XP_035743997.1	XP_313697.4
OG0004328	XP_035730001.1	XP_321089.4, XP_003435981.1
OG0004329	XP_035718212.1	XP_317780.4
OG0004330	XP_035719235.1	XP_312755.2
OG0004331	XP_035738981.1, XP_035738973.1	XP_311286.5
OG0004332	XP_035737341.1	XP_311310.1
OG0004333	XP_035738992.1	XP_311779.4
OG0004334	XP_035720278.1	XP_314997.3
OG0004335	XP_035735736.1	XP_001238387.2
OG0004336	XP_035718626.1, XP_035718627.1	XP_311750.4
OG0004337	XP_035735630.1	XP_315508.4, XP_001688671.1, XP_001688670.1
OG0004338	XP_035729419.1	XP_318578.3
OG0004339	XP_035734501.1	XP_318431.5
OG0004340	XP_035722582.1, XP_035722583.1	XP_319922.4
OG0004341	XP_035734660.1	XP_318896.3
OG0004343	XP_035727573.1	XP_317435.3
OG0004344	XP_035737638.1	XP_311859.5
OG0004345	XP_035742721.1	XP_307896.3
OG0004346	XP_035728115.1	XP_320535.3
OG0004347	XP_035727554.1	XP_317030.3
OG0004348	XP_035741454.1	XP_312296.5
OG0004349	XP_035737735.1	XP_321407.3
OG0004351	XP_035740789.1	XP_313999.2
OG0004352	XP_035734849.1	XP_562238.4
OG0004353	XP_035728821.1, XP_035728822.1	XP_001688044.1
OG0004354	XP_035723908.1	XP_309347.4
OG0004355	XP_035736519.1	XP_312461.3
OG0004356	XP_035733235.1	XP_311025.2
OG0004357	XP_035735529.1	XP_003437031.1, XP_565769.4
OG0004358	XP_035734762.1	XP_314490.4
OG0004359	XP_035736150.1, XP_035736149.1	XP_308962.3
OG0004360	XP_035723047.1	XP_310387.5
OG0004361	XP_035728805.1	XP_321795.2
OG0004362	XP_035729464.1	XP_313003.4
OG0004363	XP_035725378.1	XP_556483.3
OG0004364	XP_035742523.1	XP_315443.3
OG0004365	XP_035735989.1	XP_001688522.1
OG0004366	XP_035730413.1, XP_035730414.1	XP_317046.2
OG0004367	XP_035725831.1	XP_312972.5
OG0004368	XP_035717229.1	XP_311037.3
OG0004369	XP_035730363.1	XP_314876.4
OG0004370	XP_035737342.1	XP_001688524.1, XP_314102.2
OG0004371	XP_035732309.1	XP_316567.4
OG0004372	XP_035722400.1, XP_035742347.1	XP_321106.4, XP_003435977.1
