Orthogroup	Vespa_mandarinia	Polistes_dominula
OG0005198	XP_035721989.1, XP_035721987.1, XP_035721988.1	XP_015177407.1
OG0005199	XP_035734323.1	XP_015188720.1
OG0005200	XP_035724130.1	XP_015178226.1
OG0005201	XP_035720049.1	XP_015187624.1
OG0005202	XP_035736648.1	XP_015182427.1
OG0005203	XP_035735105.1	XP_015187180.1
OG0005204	XP_035737676.1	XP_015181468.1
OG0005205	XP_035734160.1, XP_035734161.1	XP_015172095.1
OG0005206	XP_035740099.1	XP_015174010.1
OG0005207	XP_035738035.1	XP_015177790.1
OG0005208	XP_035721613.1	XP_015176684.1
OG0005209	XP_035721375.1	XP_015182056.1
OG0005210	XP_035724900.1	XP_015182540.1, XP_015185003.1
OG0005211	XP_035735979.1	XP_015179760.1
OG0005212	XP_035743606.1	XP_015177791.1
OG0005213	XP_035717594.1, XP_035717593.1	XP_015176555.1
OG0005214	XP_035721299.1	XP_015177908.1
OG0005215	XP_035722767.1, XP_035722768.1, XP_035722764.1	XP_015177387.1
OG0005216	XP_035729967.1	XP_015182528.1
OG0005217	XP_035724310.1	XP_015182609.1
OG0005218	XP_035730064.1	XP_015183303.1
OG0005219	XP_035726422.1	XP_015189007.1
OG0005220	XP_035740775.1	XP_015177795.1
OG0005221	XP_035731152.1	XP_015180368.1
OG0005222	XP_035731678.1	XP_015180821.1
OG0005223	XP_035720755.1	XP_015187790.1
OG0005224	XP_035726848.1	XP_015182284.1
OG0005225	XP_035721175.1, XP_035721178.1	XP_015176208.1
OG0005226	XP_035729734.1	XP_015183878.1
OG0005227	XP_035728574.1	XP_015173759.1
OG0005228	XP_035743246.1	XP_015185420.1
OG0005229	XP_035726029.1	XP_015190795.1, XP_015190798.1
OG0005230	XP_035726872.1	XP_015185560.1
OG0005231	XP_035719984.1	XP_015171318.1
OG0005232	XP_035739218.1	XP_015184707.1
OG0005233	XP_035726252.1	XP_015188335.1
OG0005234	XP_035735394.1	XP_015177559.1
OG0005235	XP_035721141.1	XP_015184792.1
OG0005236	XP_035721818.1	XP_015176123.1
OG0005237	XP_035724232.1	XP_015178150.1
OG0005238	XP_035743163.1	XP_015187132.1
OG0005239	XP_035721738.1, XP_035721737.1	XP_015176077.1
OG0005240	XP_035723226.1	XP_015172613.1
OG0005241	XP_035720079.1	XP_015171754.1
OG0005242	XP_035730816.1	XP_015180553.1
OG0005243	XP_035742091.1	XP_015184838.1
OG0005244	XP_035738851.1	XP_015171465.1, XP_015171464.1
OG0005245	XP_035741041.1	XP_015178799.1
OG0005246	XP_035733540.1	XP_015187236.1
OG0005247	XP_035717642.1, XP_035717639.1	XP_015180138.1, XP_015180137.1
OG0005248	XP_035739798.1	XP_015182742.1
OG0005249	XP_035721633.1	XP_015173598.1
OG0005250	XP_035732427.1	XP_015186113.1, XP_015186148.1
OG0005251	XP_035725308.1	XP_015186251.1
OG0005252	XP_035744175.1	XP_015176602.1
OG0005253	XP_035717925.1	XP_015180206.1, XP_015180207.1
OG0005254	XP_035741988.1, XP_035741987.1	XP_015186088.1, XP_015186090.1
OG0005255	XP_035725163.1	XP_015172751.1
OG0005256	XP_035724755.1, XP_035724756.1	XP_015189045.1
OG0005257	XP_035738500.1	XP_015174397.1
OG0005258	XP_035730137.1	XP_015186035.1
OG0005259	XP_035733642.1	XP_015184152.1, XP_015184143.1
OG0005260	XP_035722402.1	XP_015172414.1
OG0005261	XP_035742834.1	XP_015187446.1
OG0005262	XP_035743853.1	XP_015189803.1
OG0005263	XP_035742009.1	XP_015187027.1
OG0005264	XP_035738649.1	XP_015191198.1
OG0005265	XP_035717155.1	XP_015190131.1
OG0005266	XP_035726665.1	XP_015186996.1, XP_015186997.1
OG0005267	XP_035743132.1	XP_015171653.1
OG0005268	XP_035734509.1	XP_015178708.1, XP_015178717.1
OG0005269	XP_035728401.1	XP_015173794.1
OG0005270	XP_035729915.1, XP_035729914.1	XP_015179881.1
OG0005271	XP_035718042.1	XP_015175945.1
OG0005272	XP_035742692.1	XP_015179170.1
OG0005273	XP_035735007.1	XP_015179364.1
OG0005274	XP_035743328.1	XP_015177753.1
OG0005275	XP_035719994.1	XP_015174879.1
OG0005276	XP_035741197.1	XP_015171501.1
OG0005277	XP_035718773.1	XP_015176932.1, XP_015176931.1
OG0005278	XP_035718131.1	XP_015175961.1
OG0005279	XP_035726376.1	XP_015188540.1
OG0005280	XP_035743746.1	XP_015173197.1
OG0005281	XP_035728787.1	XP_015191010.1
OG0005282	XP_035728321.1	XP_015188285.1
OG0005283	XP_035723770.1	XP_015185034.1
OG0005284	XP_035740625.1	XP_015187489.1
OG0005285	XP_035742230.1, XP_035742229.1, XP_035742228.1, XP_035742227.1	XP_015181303.1
OG0005286	XP_035725427.1	XP_015172950.1
OG0005287	XP_035743045.1	XP_015188060.1
OG0005288	XP_035744244.1	XP_015180211.1, XP_015180209.1
OG0005289	XP_035733839.1	XP_015184159.1
OG0005290	XP_035725758.1	XP_015183541.1
OG0005291	XP_035742126.1	XP_015172133.1
OG0005292	XP_035719178.1	XP_015188237.1
OG0005293	XP_035726362.1	XP_015176707.1
OG0005294	XP_035724868.1, XP_035724867.1	XP_015188961.1
OG0005295	XP_035721401.1	XP_015176937.1
OG0005296	XP_035725023.1	XP_015178093.1
OG0005297	XP_035740649.1	XP_015171923.1
OG0005298	XP_035724557.1	XP_015178054.1
OG0005299	XP_035728125.1, XP_035728124.1	XP_015184941.1
OG0005300	XP_035724246.1	XP_015175298.1
OG0005301	XP_035730279.1	XP_015187760.1
OG0005302	XP_035717776.1	XP_015180111.1
OG0005303	XP_035727400.1, XP_035727399.1	XP_015182901.1
OG0005304	XP_035743992.1	XP_015174854.1
OG0005305	XP_035728734.1	XP_015172175.1
OG0005306	XP_035734376.1	XP_015172000.1
OG0005307	XP_035718860.1	XP_015186831.1
OG0005308	XP_035740118.1	XP_015173964.1
OG0005309	XP_035722774.1	XP_015185481.1
OG0005310	XP_035729146.1	XP_015187449.1
OG0005311	XP_035722341.1	XP_015186906.1
OG0005312	XP_035738096.1	XP_015181933.1
OG0005313	XP_035736206.1, XP_035736207.1, XP_035736208.1	XP_015180330.1
OG0005314	XP_035734101.1	XP_015185402.1
OG0005317	XP_035743253.1	XP_015185421.1
OG0005318	XP_035743488.1	XP_015171636.1
OG0005319	XP_035720966.1	XP_015174653.1
OG0005320	XP_035729320.1, XP_035729321.1	XP_015185667.1
OG0005321	XP_035743216.1	XP_015191419.1
OG0005322	XP_035741622.1, XP_035741623.1, XP_035741621.1	XP_015183713.1
OG0005323	XP_035719684.1	XP_015189368.1
OG0005324	XP_035719522.1	XP_015171426.1
OG0005325	XP_035738630.1	XP_015182711.1
OG0005326	XP_035727776.1	XP_015184235.1, XP_015184229.1
OG0005327	XP_035718086.1	XP_015186825.1
OG0005328	XP_035727530.1	XP_015182802.1
OG0005329	XP_035723561.1	XP_015172612.1
OG0005330	XP_035738853.1	XP_015171469.1
OG0005331	XP_035743938.1	XP_015189680.1
OG0005332	XP_035737566.1	XP_015181412.1
OG0005333	XP_035723063.1, XP_035723064.1	XP_015189482.1
OG0005334	XP_035736055.1	XP_015191407.1
OG0005335	XP_035734951.1	XP_015179333.1
OG0005336	XP_035744095.1	XP_015176457.1
OG0005337	XP_035734058.1	XP_015171817.1
OG0005338	XP_035726919.1, XP_035726918.1, XP_035726920.1	XP_015175566.1
OG0005339	XP_035739281.1, XP_035739274.1, XP_035739290.1	XP_015191541.1
OG0005340	XP_035734975.1	XP_015179343.1
OG0005341	XP_035738058.1	XP_015185141.1
OG0005342	XP_035718949.1	XP_015171243.1
OG0005343	XP_035721445.1	XP_015173530.1
OG0005344	XP_035726373.1	XP_015188996.1
OG0005345	XP_035721415.1	XP_015184724.1
OG0005346	XP_035725272.1	XP_015180775.1
OG0005347	XP_035729608.1	XP_015173276.1
OG0005348	XP_035719717.1, XP_035719626.1	XP_015185253.1
OG0005349	XP_035718391.1	XP_015178487.1
OG0005350	XP_035727208.1	XP_015183055.1
OG0005351	XP_035726639.1	XP_015189215.1
OG0005352	XP_035734029.1	XP_015174507.1
OG0005353	XP_035723800.1	XP_015182632.1
OG0005354	XP_035727799.1	XP_015184185.1
OG0005355	XP_035722338.1	XP_015189511.1
OG0005356	XP_035743525.1	XP_015180871.1
OG0005357	XP_035719729.1	XP_015188247.1
OG0005358	XP_035734116.1	XP_015185347.1
OG0005359	XP_035728862.1	XP_015176615.1
OG0005360	XP_035735363.1	XP_015183120.1
OG0005361	XP_035743231.1	XP_015191451.1
OG0005362	XP_035718576.1	XP_015178450.1
OG0005363	XP_035733813.1	XP_015184169.1
OG0005364	XP_035734200.1	XP_015171965.1
OG0005365	XP_035729175.1	XP_015187342.1
OG0005366	XP_035729772.1	XP_015174909.1
OG0005367	XP_035720819.1	XP_015188695.1
OG0005368	XP_035742954.1	XP_015176547.1
OG0005369	XP_035717487.1	XP_015180086.1
OG0005370	XP_035733707.1	XP_015173899.1
OG0005371	XP_035737530.1	XP_015181516.1
OG0005372	XP_035729006.1	XP_015174912.1
OG0005373	XP_035742823.1, XP_035742824.1	XP_015186204.1
OG0005374	XP_035743046.1	XP_015188078.1
OG0005375	XP_035723802.1	XP_015178217.1
OG0005376	XP_035725611.1, XP_035725621.1	XP_015188446.1, XP_015189350.1
OG0005377	XP_035732626.1	XP_015187270.1
OG0005378	XP_035721138.1	XP_015184790.1
OG0005379	XP_035731964.1	XP_015179877.1
OG0005380	XP_035723520.1	XP_015180169.1
OG0005381	XP_035740364.1	XP_015186205.1
OG0005382	XP_035723009.1	XP_015177385.1
OG0005383	XP_035738229.1	XP_015181993.1
OG0005384	XP_035735607.1	XP_015191808.1
OG0005385	XP_035734768.1	XP_015176886.1
OG0005386	XP_035725319.1	XP_015184620.1
OG0005387	XP_035741373.1	XP_015173676.1
OG0005388	XP_035741051.1	XP_015173657.1
OG0005389	XP_035732722.1	XP_015179962.1
OG0005390	XP_035731690.1, XP_035731689.1	XP_015179115.1
OG0005392	XP_035737161.1	XP_015191177.1
OG0005393	XP_035730750.1	XP_015186572.1
OG0005394	XP_035725593.1	XP_015186260.1
OG0005395	XP_035732671.1	XP_015179844.1
OG0005396	XP_035734144.1	XP_015172072.1
OG0005397	XP_035742285.1	XP_015178947.1
OG0005398	XP_035744189.1	XP_015190395.1, XP_015190394.1
OG0005399	XP_035738461.1	XP_015183423.1
OG0005400	XP_035729639.1	XP_015191738.1
OG0005401	XP_035719401.1, XP_035719400.1	XP_015171359.1
OG0005402	XP_035737151.1	XP_015191179.1
OG0005403	XP_035726030.1	XP_015190799.1
OG0005404	XP_035720766.1	XP_015187796.1
OG0005405	XP_035726716.1	XP_015187040.1
OG0005406	XP_035730526.1	XP_015186734.1
OG0005407	XP_035739413.1	XP_015174232.1
OG0005408	XP_035726527.1	XP_015188298.1
OG0005409	XP_035738938.1	XP_015180818.1
OG0005410	XP_035728243.1	XP_015185205.1
OG0005411	XP_035743295.1	XP_015190984.1
OG0005412	XP_035733353.1, XP_035733354.1	XP_015183984.1
OG0005413	XP_035723448.1	XP_015187074.1
OG0005414	XP_035738644.1, XP_035738643.1, XP_035738642.1	XP_015174288.1
OG0005415	XP_035731761.1	XP_015179604.1
OG0005416	XP_035739342.1	XP_015174952.1
OG0005417	XP_035726986.1	XP_015182277.1
OG0005418	XP_035738228.1	XP_015181978.1, XP_015181977.1, XP_015181979.1
OG0005419	XP_035718961.1	XP_015186439.1
OG0005420	XP_035728785.1	XP_015171409.1
OG0005421	XP_035737082.1	XP_015177257.1
OG0005422	XP_035735535.1	XP_015177528.1
OG0005423	XP_035722856.1	XP_015177345.1
OG0005424	XP_035720831.1	XP_015188698.1
OG0005425	XP_035724670.1	XP_015182576.1
OG0005426	XP_035731559.1	XP_015179511.1
OG0005427	XP_035719754.1	XP_015184464.1
OG0005428	XP_035731889.1	XP_015175449.1
OG0005429	XP_035743988.1	XP_015190513.1
OG0005430	XP_035741325.1	XP_015173818.1
OG0005431	XP_035743457.1	XP_015191376.1
OG0005432	XP_035739797.1	XP_015182778.1
OG0005433	XP_035718693.1	XP_015190558.1
OG0005434	XP_035721382.1, XP_035721381.1	XP_015173574.1
OG0005435	XP_035717176.1	XP_015190512.1
OG0005436	XP_035743692.1	XP_015188834.1
OG0005437	XP_035735621.1	XP_015172480.1
OG0005438	XP_035719588.1	XP_015171021.1
OG0005439	XP_035723651.1	XP_015189752.1
OG0005440	XP_035728279.1	XP_015180929.1
OG0005441	XP_035740579.1	XP_015186117.1
OG0005442	XP_035740362.1	XP_015186108.1
OG0005443	XP_035736601.1	XP_015181557.1
OG0005444	XP_035721113.1	XP_015184821.1
OG0005445	XP_035723236.1	XP_015172599.1
OG0005446	XP_035735102.1	XP_015175794.1
OG0005447	XP_035725725.1	XP_015173012.1
OG0005448	XP_035724498.1, XP_035724499.1	XP_015184986.1
OG0005449	XP_035730891.1	XP_015183763.1
OG0005450	XP_035727542.1	XP_015182892.1
OG0005451	XP_035724516.1	XP_015178205.1
OG0005452	XP_035729270.1	XP_015185144.1
OG0005453	XP_035726992.1	XP_015182258.1
OG0005454	XP_035732172.1	XP_015191769.1
OG0005455	XP_035743233.1	XP_015185412.1
OG0005456	XP_035725057.1	XP_015183550.1, XP_015183549.1
OG0005458	XP_035722418.1	XP_015189850.1
OG0005459	XP_035734759.1	XP_015176939.1
OG0005460	XP_035724098.1	XP_015175376.1
OG0005461	XP_035734967.1	XP_015187251.1
OG0005462	XP_035730267.1, XP_035730266.1	XP_015186761.1
OG0005464	XP_035738314.1	XP_015181966.1, XP_015181963.1
OG0005466	XP_035740645.1	XP_015177792.1
OG0005467	XP_035726642.1	XP_015184356.1
OG0005468	XP_035734135.1	XP_015188743.1
OG0005469	XP_035731016.1	XP_015182456.1
OG0005470	XP_035737987.1	XP_015177783.1
OG0005471	XP_035724605.1	XP_015175353.1
OG0005472	XP_035718388.1	XP_015178440.1
OG0005473	XP_035724896.1	XP_015173253.1
OG0005474	XP_035735844.1	XP_015179611.1
OG0005475	XP_035725032.1, XP_035725031.1	XP_015178099.1
OG0005477	XP_035726359.1	XP_015185337.1
OG0005478	XP_035733810.1, XP_035733811.1	XP_015186526.1, XP_015186525.1
OG0005479	XP_035738968.1	XP_015180834.1
OG0005480	XP_035722816.1, XP_035722813.1	XP_015174561.1
OG0005481	XP_035727615.1	XP_015177094.1
OG0005482	XP_035724853.1	XP_015175249.1
OG0005483	XP_035738930.1	XP_015180815.1, XP_015180816.1
OG0005484	XP_035739493.1	XP_015174928.1
OG0005485	XP_035743247.1	XP_015191247.1, XP_015191246.1
OG0005486	XP_035723895.1	XP_015185050.1
OG0005487	XP_035732471.1	XP_015183674.1
OG0005489	XP_035721158.1	XP_015184378.1, XP_015184382.1
OG0005490	XP_035728950.1, XP_035728949.1	XP_015191180.1
OG0005491	XP_035740503.1	XP_015187121.1
OG0005492	XP_035735254.1	XP_015177591.1
OG0005493	XP_035723639.1	XP_015190293.1
OG0005494	XP_035730881.1	XP_015186352.1
OG0005495	XP_035739886.1	XP_015174396.1
OG0005497	XP_035727297.1	XP_015183040.1
OG0005498	XP_035723866.1	XP_015182068.1
OG0005499	XP_035723939.1	XP_015185961.1, XP_015185954.1
OG0005500	XP_035718678.1	XP_015180749.1, XP_015180750.1
OG0005501	XP_035721942.1	XP_015184434.1
OG0005502	XP_035740905.1	XP_015188147.1
OG0005503	XP_035742942.1	XP_015187386.1
OG0005504	XP_035724430.1, XP_035724429.1	XP_015188989.1
OG0005505	XP_035725362.1	XP_015185664.1
OG0005506	XP_035729030.1	XP_015191035.1
OG0005507	XP_035736368.1	XP_015189261.1
OG0005508	XP_035744265.1	XP_015187420.1
OG0005509	XP_035731525.1	XP_015171986.1
OG0005510	XP_035738394.1	XP_015174733.1, XP_015174734.1
OG0005511	XP_035719355.1	XP_015176663.1
OG0005512	XP_035738286.1	XP_015181894.1
OG0005513	XP_035722286.1	XP_015178999.1
OG0005514	XP_035718384.1, XP_035718386.1	XP_015178439.1
OG0005515	XP_035730917.1	XP_015186532.1
OG0005516	XP_035736409.1, XP_035736407.1, XP_035736408.1	XP_015181116.1
OG0005517	XP_035724725.1	XP_015188090.1, XP_015188087.1
OG0005519	XP_035726502.1, XP_035726503.1, XP_035726501.1	XP_015185319.1
OG0005520	XP_035741345.1	XP_015173776.1
OG0005521	XP_035740285.1	XP_015175226.1
OG0005522	XP_035742239.1	XP_015172245.1
OG0005523	XP_035727489.1	XP_015182886.1
OG0005524	XP_035724319.1	XP_015182641.1
OG0005525	XP_035723720.1	XP_015180253.1, XP_015180225.1, XP_015180034.1
OG0005526	XP_035731875.1	XP_015178814.1
OG0005527	XP_035731599.1	XP_015178495.1
OG0005528	XP_035725296.1	XP_015172952.1
OG0005529	XP_035740891.1	XP_015184260.1
OG0005530	XP_035728431.1	XP_015175509.1
OG0005531	XP_035735021.1	XP_015179390.1
OG0005532	XP_035717922.1	XP_015179990.1
OG0005533	XP_035722906.1, XP_035722892.1	XP_015187865.1
OG0005534	XP_035739189.1	XP_015176007.1
OG0005535	XP_035729556.1	XP_015191845.1
OG0005536	XP_035743455.1	XP_015191373.1
OG0005537	XP_035717578.1	XP_015176511.1
OG0005538	XP_035734692.1, XP_035734693.1	XP_015172663.1
OG0005539	XP_035732516.1	XP_015188352.1
OG0005540	XP_035741828.1	XP_015186228.1
OG0005541	XP_035743577.1, XP_035740903.1	XP_015191042.1
OG0005543	XP_035719890.1	XP_015187592.1
OG0005544	XP_035736665.1	XP_015181552.1
OG0005545	XP_035741512.1	XP_015183603.1
OG0005546	XP_035735448.1	XP_015188813.1
OG0005547	XP_035721336.1	XP_015177904.1
OG0005548	XP_035735498.1	XP_015177663.1
OG0005549	XP_035725466.1	XP_015184621.1
OG0005550	XP_035735409.1	XP_015191184.1
OG0005551	XP_035733871.1, XP_035733872.1	XP_015187730.1
OG0005552	XP_035736621.1	XP_015179234.1
OG0005553	XP_035737345.1	XP_015175689.1
OG0005554	XP_035721977.1	XP_015177925.1
OG0005555	XP_035724114.1	XP_015185897.1
OG0005556	XP_035718266.1	XP_015178579.1
OG0005557	XP_035728778.1	XP_015173799.1
OG0005558	XP_035729309.1	XP_015174679.1
OG0005559	XP_035741584.1	XP_015183623.1
OG0005560	XP_035732720.1, XP_035732729.1	XP_015191515.1
OG0005561	XP_035725318.1	XP_015185687.1
OG0005562	XP_035731879.1	XP_015175233.1
OG0005563	XP_035724177.1	XP_015178026.1
OG0005564	XP_035728832.1	XP_015173973.1
OG0005565	XP_035718472.1	XP_015183948.1
OG0005566	XP_035738107.1	XP_015181812.1
OG0005567	XP_035725637.1	XP_015180064.1
OG0005568	XP_035732302.1	XP_015176313.1
OG0005569	XP_035722557.1	XP_015186921.1
OG0005571	XP_035738861.1	XP_015171714.1
OG0005572	XP_035718745.1, XP_035718751.1	XP_015180646.1
OG0005573	XP_035741008.1	XP_015184398.1
OG0005574	XP_035717581.1, XP_035717582.1	XP_015176587.1
OG0005575	XP_035728237.1	XP_015178677.1
OG0005576	XP_035725460.1	XP_015184655.1
OG0005577	XP_035744195.1	XP_015173203.1
OG0005578	XP_035722749.1, XP_035722748.1	XP_015188955.1
OG0005579	XP_035739558.1	XP_015188835.1
OG0005580	XP_035722244.1	XP_015177399.1
OG0005581	XP_035726744.1, XP_035726745.1	XP_015184257.1
OG0005582	XP_035718505.1	XP_015178417.1, XP_015178415.1
OG0005583	XP_035726465.1	XP_015189004.1
OG0005584	XP_035727041.1	XP_015183253.1
OG0005585	XP_035720689.1	XP_015176809.1
OG0005586	XP_035728689.1	XP_015175453.1
OG0005587	XP_035734789.1	XP_015177106.1
OG0005588	XP_035740408.1, XP_035740407.1	XP_015188892.1
OG0005589	XP_035741965.1	XP_015186059.1
OG0005590	XP_035733866.1	XP_015181794.1
OG0005591	XP_035731891.1, XP_035731890.1	XP_015175475.1
OG0005593	XP_035740978.1	XP_015172529.1
OG0005594	XP_035729633.1	XP_015191813.1
OG0005595	XP_035731369.1	XP_015172364.1
OG0005597	XP_035742487.1	XP_015175501.1
OG0005598	XP_035723049.1	XP_015190425.1
OG0005599	XP_035732041.1	XP_015191653.1
OG0005600	XP_035728581.1	XP_015173831.1
OG0005601	XP_035732576.1	XP_015188189.1
OG0005602	XP_035717466.1, XP_035717464.1	XP_015189992.1
OG0005603	XP_035741416.1	XP_015179661.1
OG0005604	XP_035725687.1	XP_015179673.1
OG0005606	XP_035736169.1	XP_015186555.1
OG0005607	XP_035720591.1	XP_015187615.1
OG0005608	XP_035725751.1	XP_015172867.1
OG0005609	XP_035739219.1, XP_035739220.1	XP_015184697.1
OG0005610	XP_035739198.1	XP_015184690.1
OG0005611	XP_035727152.1	XP_015172096.1
OG0005612	XP_035721389.1	XP_015182057.1
OG0005613	XP_035729606.1	XP_015191780.1
OG0005614	XP_035728485.1	XP_015173732.1
OG0005615	XP_035735109.1	XP_015179451.1
OG0005616	XP_035737269.1	XP_015177781.1
OG0005617	XP_035721744.1	XP_015185281.1
OG0005618	XP_035720931.1	XP_015172263.1
OG0005619	XP_035721675.1	XP_015184373.1
OG0005620	XP_035735273.1	XP_015177539.1
OG0005621	XP_035732175.1	XP_015191576.1
OG0005622	XP_035741523.1	XP_015183793.1
OG0005623	XP_035741015.1	XP_015178971.1
OG0005624	XP_035717752.1	XP_015176387.1
OG0005625	XP_035738578.1	XP_015174162.1
OG0005626	XP_035721475.1	XP_015176048.1
OG0005627	XP_035717972.1	XP_015186867.1
OG0005628	XP_035717996.1	XP_015178568.1
OG0005629	XP_035717132.1	XP_015176497.1
OG0005630	XP_035735065.1	XP_015175647.1
OG0005631	XP_035737980.1	XP_015183830.1
OG0005632	XP_035717624.1	XP_015180234.1
OG0005633	XP_035723167.1	XP_015172597.1
OG0005634	XP_035737136.1	XP_015191181.1
OG0005635	XP_035727318.1	XP_015182267.1, XP_015182268.1
OG0005636	XP_035730974.1	XP_015180448.1, XP_015180445.1
OG0005637	XP_035738678.1	XP_015171546.1
OG0005638	XP_035729674.1	XP_015191629.1
OG0005639	XP_035717212.1	XP_015180176.1
OG0005640	XP_035720190.1	XP_015182297.1
OG0005641	XP_035735551.1	XP_015191823.1
OG0005642	XP_035743505.1	XP_015191424.1
OG0005643	XP_035734128.1	XP_015185374.1
OG0005644	XP_035724392.1	XP_015175381.1
OG0005645	XP_035729763.1	XP_015185350.1
OG0005646	XP_035743302.1	XP_015191316.1
OG0005647	XP_035719189.1	XP_015189370.1
OG0005648	XP_035731222.1, XP_035731223.1	XP_015184880.1, XP_015184881.1, XP_015184882.1, XP_015184883.1, XP_015171365.1
OG0005649	XP_035732360.1	XP_015172186.1
OG0005650	XP_035732381.1	XP_015184869.1
OG0005651	XP_035724770.1	XP_015189046.1
OG0005652	XP_035741811.1	XP_015171505.1
OG0005653	XP_035724721.1	XP_015189269.1
OG0005654	XP_035732714.1, XP_035732713.1	XP_015179925.1
OG0005655	XP_035744283.1	XP_015188406.1
OG0005656	XP_035735485.1	XP_015177619.1
OG0005657	XP_035723690.1	XP_015188909.1
OG0005658	XP_035733951.1, XP_035733952.1	XP_015174452.1
OG0005659	XP_035742326.1	XP_015190536.1
OG0005660	XP_035741486.1	XP_015191251.1, XP_015191250.1
OG0005661	XP_035737391.1	XP_015175754.1
OG0005662	XP_035736103.1	XP_015177765.1
OG0005663	XP_035721208.1	XP_015175985.1
OG0005664	XP_035729635.1	XP_015173224.1
OG0005665	XP_035742540.1	XP_015185780.1
OG0005666	XP_035734630.1	XP_015172942.1
OG0005667	XP_035736226.1, XP_035736227.1	XP_015177462.1
OG0005668	XP_035732422.1	XP_015188349.1
OG0005669	XP_035740568.1	XP_015186111.1
OG0005670	XP_035732425.1	XP_015183677.1
OG0005671	XP_035722246.1	XP_015188481.1
OG0005672	XP_035739699.1	XP_015181610.1
OG0005673	XP_035734551.1	XP_015178906.1
OG0005674	XP_035734510.1	XP_015172848.1
OG0005675	XP_035717678.1, XP_035717673.1	XP_015180191.1
OG0005676	XP_035718920.1	XP_015171367.1
OG0005677	XP_035722017.1	XP_015189518.1
OG0005678	XP_035730802.1, XP_035730801.1	XP_015180997.1
OG0005679	XP_035720785.1	XP_015182965.1
OG0005681	XP_035737751.1	XP_015188204.1
OG0005682	XP_035744161.1	XP_015180208.1
OG0005683	XP_035739794.1	XP_015182756.1
OG0005684	XP_035737798.1	XP_015187061.1
OG0005685	XP_035738214.1	XP_015181841.1
OG0005686	XP_035739839.1	XP_015182731.1
