Orthogroup	Vespa_mandarinia	Osmia_bicornis
OG0003339	XP_035741663.1	XP_029042220.1
OG0003340	XP_035738602.1	XP_029037316.1
OG0003341	XP_035721880.1	XP_029038966.1
OG0003342	XP_035725102.1	XP_029050676.1
OG0003343	XP_035723889.1	XP_029034663.1
OG0003344	XP_035725686.1	XP_029043012.1
OG0003345	XP_035718124.1	XP_029035391.1
OG0003346	XP_035731959.1	XP_029049067.1
OG0003347	XP_035723668.1	XP_029035569.1
OG0003348	XP_035721843.1	XP_029040050.1
OG0003349	XP_035732552.1, XP_035732553.1, XP_035732554.1	XP_029032389.1
OG0003350	XP_035727967.1	XP_029036585.1
OG0003351	XP_035724391.1	XP_029039916.1
OG0003352	XP_035721624.1, XP_035721623.1, XP_035721625.1	XP_029041802.1
OG0003353	XP_035735740.1	XP_029038858.1
OG0003354	XP_035718365.1	XP_029051451.1, XP_029051452.1
OG0003355	XP_035728055.1	XP_029047904.1
OG0003356	XP_035722726.1	XP_029042332.1
OG0003357	XP_035724204.1	XP_029042160.1, XP_029042159.1, XP_029042161.1
OG0003358	XP_035722483.1, XP_035722484.1	XP_029037192.1
OG0003359	XP_035724812.1	XP_029046813.1
OG0003360	XP_035728885.1	XP_029040736.1
OG0003361	XP_035727479.1	XP_029046037.1
OG0003362	XP_035720015.1	XP_029046598.1
OG0003363	XP_035720403.1	XP_029055965.1
OG0003364	XP_035740889.1	XP_029033667.1, XP_029033653.1
OG0003365	XP_035717297.1	XP_029032875.1
OG0003366	XP_035739617.1	XP_029038911.1
OG0003367	XP_035718967.1	XP_029040856.1
OG0003368	XP_035739305.1	XP_029044894.1, XP_029044895.1
OG0003369	XP_035724767.1	XP_029048230.1
OG0003370	XP_035717656.1	XP_029043219.1
OG0003371	XP_035736333.1	XP_029052395.1
OG0003372	XP_035726938.1	XP_029050084.1
OG0003374	XP_035720667.1	XP_029045729.1
OG0003376	XP_035722990.1	XP_029056600.1
OG0003377	XP_035738674.1	XP_029050104.1, XP_029050105.1, XP_029050103.1
OG0003378	XP_035727593.1	XP_029042285.1
OG0003379	XP_035718219.1, XP_035718220.1, XP_035718218.1	XP_029036150.1
OG0003380	XP_035726937.1	XP_029042313.1
OG0003381	XP_035741813.1, XP_035741814.1	XP_029041619.1
OG0003382	XP_035725909.1	XP_029034722.1
OG0003383	XP_035727252.1	XP_029043499.1
OG0003384	XP_035734296.1, XP_035734295.1	XP_029049954.1
OG0003385	XP_035736855.1	XP_029054431.1, XP_029054430.1
OG0003386	XP_035735922.1	XP_029039139.1, XP_029039138.1
OG0003387	XP_035722998.1	XP_029048290.1, XP_029048291.1
OG0003388	XP_035718223.1, XP_035718221.1	XP_029036165.1
OG0003389	XP_035717111.1	XP_029051039.1
OG0003390	XP_035726519.1	XP_029049410.1
OG0003391	XP_035729229.1	XP_029043496.1
OG0003392	XP_035732084.1, XP_035732086.1	XP_029044440.1
OG0003393	XP_035717916.1	XP_029049037.1
OG0003394	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1	XP_029037115.1
OG0003395	XP_035720392.1	XP_029053530.1
OG0003396	XP_035717748.1, XP_035717750.1, XP_035717749.1	XP_029036114.1
OG0003397	XP_035719266.1	XP_029033195.1, XP_029033196.1, XP_029033198.1
OG0003398	XP_035719951.1	XP_029038578.1
OG0003399	XP_035744144.1	XP_029046707.1, XP_029046708.1
OG0003400	XP_035739357.1	XP_029049576.1, XP_029049578.1
OG0003401	XP_035738196.1	XP_029042661.1, XP_029042975.1
OG0003402	XP_035729389.1, XP_035729390.1	XP_029045389.1
OG0003403	XP_035738309.1	XP_029042641.1
OG0003404	XP_035730589.1	XP_029040631.1
OG0003405	XP_035722368.1	XP_029056612.1
OG0003406	XP_035729691.1, XP_035729689.1	XP_029042933.1
OG0003407	XP_035726440.1, XP_035726441.1	XP_029039187.1
OG0003408	XP_035731927.1	XP_029046668.1
OG0003410	XP_035725212.1	XP_029056641.1
OG0003411	XP_035743732.1	XP_029037879.1
OG0003412	XP_035719157.1	XP_029032286.1
OG0003413	XP_035720341.1, XP_035720342.1	XP_029031964.1
OG0003414	XP_035721820.1	XP_029045129.1
OG0003415	XP_035723163.1	XP_029050165.1, XP_029050164.1
OG0003416	XP_035718744.1	XP_029037591.1
OG0003417	XP_035733678.1	XP_029046999.1
OG0003419	XP_035721055.1	XP_029046573.1
OG0003420	XP_035717779.1	XP_029043138.1
OG0003421	XP_035733630.1	XP_029044588.1
OG0003422	XP_035730649.1	XP_029055854.1
OG0003423	XP_035730539.1, XP_035730540.1	XP_029047612.1
OG0003424	XP_035721506.1	XP_029053563.1
OG0003425	XP_035732435.1	XP_029042007.1, XP_029042151.1
OG0003426	XP_035743362.1	XP_029045305.1
OG0003427	XP_035730274.1	XP_029040077.1
OG0003428	XP_035719989.1	XP_029049838.1
OG0003429	XP_035723467.1	XP_029046753.1
OG0003430	XP_035724172.1, XP_035724163.1	XP_029038129.1
OG0003431	XP_035733301.1	XP_029050497.1
OG0003432	XP_035725437.1	XP_029047036.1, XP_029047037.1
OG0003433	XP_035741120.1, XP_035741121.1	XP_029038360.1
OG0003434	XP_035735513.1	XP_029053207.1
OG0003435	XP_035740650.1, XP_035725169.1	XP_029032618.1
OG0003436	XP_035727257.1	XP_029042305.1, XP_029042306.1, XP_029042307.1
OG0003437	XP_035719949.1, XP_035719945.1, XP_035719957.1	XP_029038276.1
OG0003438	XP_035742845.1	XP_029042089.1
OG0003439	XP_035743413.1	XP_029044304.1
OG0003441	XP_035735648.1	XP_029038842.1
OG0003442	XP_035739149.1, XP_035739233.1	XP_029035401.1
OG0003444	XP_035735680.1	XP_029042597.1
OG0003445	XP_035724660.1	XP_029056667.1, XP_029056668.1, XP_029056665.1
OG0003446	XP_035725082.1	XP_029043021.1
OG0003447	XP_035744102.1	XP_029041836.1
OG0003448	XP_035720707.1, XP_035720709.1, XP_035720708.1	XP_029048490.1
OG0003449	XP_035719816.1	XP_029032207.1
OG0003450	XP_035735266.1	XP_029047164.1
OG0003451	XP_035728590.1	XP_029056659.1, XP_029056658.1
OG0003452	XP_035721502.1	XP_029041410.1
OG0003453	XP_035734224.1	XP_029048340.1
OG0003454	XP_035735593.1, XP_035735594.1	XP_029043389.1
OG0003455	XP_035722544.1	XP_029053172.1
OG0003456	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1	XP_029056647.1
OG0003457	XP_035738969.1	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1
OG0003458	XP_035733700.1	XP_029045887.1
OG0003459	XP_035739605.1	XP_029036685.1
OG0003460	XP_035732966.1	XP_029043069.1
OG0003461	XP_035735651.1, XP_035735652.1, XP_035735655.1	XP_029039230.1
OG0003463	XP_035719502.1	XP_029051132.1
OG0003464	XP_035717463.1	XP_029050921.1
OG0003465	XP_035730976.1, XP_035730988.1	XP_029050962.1
OG0003466	XP_035722097.1	XP_029050760.1
OG0003467	XP_035739108.1	XP_029040971.1
OG0003468	XP_035731548.1	XP_029033250.1
OG0003469	XP_035732757.1	XP_029036400.1, XP_029036399.1
OG0003470	XP_035718829.1	XP_029036740.1
OG0003471	XP_035724488.1	XP_029051817.1
OG0003472	XP_035718671.1	XP_029052695.1, XP_029052694.1
OG0003473	XP_035740031.1	XP_029037455.1
OG0003474	XP_035722625.1	XP_029034533.1, XP_029034532.1
OG0003475	XP_035737256.1	XP_029051935.1, XP_029051934.1
OG0003476	XP_035735088.1	XP_029037011.1
OG0003477	XP_035738717.1, XP_035738718.1	XP_029044568.1
OG0003478	XP_035723090.1	XP_029051529.1, XP_029051528.1
OG0003479	XP_035727087.1	XP_029052454.1
OG0003480	XP_035730689.1, XP_035730708.1	XP_029032427.1
OG0003481	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1	XP_029033541.1, XP_029033587.1
OG0003482	XP_035723792.1, XP_035723791.1	XP_029039590.1
OG0003483	XP_035724112.1	XP_029042094.1, XP_029042095.1
OG0003484	XP_035720488.1	XP_029044592.1, XP_029044434.1
OG0003485	XP_035719203.1	XP_029036663.1
OG0003486	XP_035729809.1, XP_035729810.1, XP_035729808.1	XP_029052035.1
OG0003487	XP_035717432.1	XP_029047146.1, XP_029047145.1, XP_029047144.1
OG0003488	XP_035719078.1	XP_029048676.1
OG0003489	XP_035725986.1	XP_029038073.1
OG0003490	XP_035723257.1	XP_029051539.1
OG0003491	XP_035734012.1	XP_029036010.1
OG0003492	XP_035722321.1, XP_035722319.1	XP_029051632.1
OG0003493	XP_035725217.1	XP_029049059.1
OG0003494	XP_035728926.1, XP_035728925.1	XP_029055627.1
OG0003495	XP_035739750.1	XP_029036729.1
OG0003496	XP_035727473.1	XP_029055472.1
OG0003497	XP_035717989.1	XP_029050947.1
OG0003498	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1	XP_029037893.1
OG0003499	XP_035737779.1, XP_035737771.1	XP_029031928.1, XP_029031924.1
OG0003500	XP_035737356.1, XP_035737354.1, XP_035737355.1	XP_029044902.1
OG0003501	XP_035740613.1	XP_029044584.1
OG0003502	XP_035738145.1	XP_029032336.1, XP_029032335.1
OG0003503	XP_035731958.1	XP_029037270.1
OG0003504	XP_035742148.1	XP_029045154.1, XP_029045152.1, XP_029045153.1
OG0003506	XP_035720775.1	XP_029032145.1, XP_029032144.1
OG0003507	XP_035726875.1	XP_029043320.1
OG0003508	XP_035738765.1, XP_035738767.1, XP_035738766.1	XP_029042677.1
OG0003509	XP_035722353.1	XP_029054957.1
OG0003510	XP_035718282.1	XP_029038078.1
OG0003511	XP_035741063.1	XP_029048378.1
OG0003512	XP_035720217.1	XP_029048458.1
OG0003513	XP_035718942.1	XP_029050542.1
OG0003514	XP_035729687.1, XP_035729686.1	XP_029038280.1
OG0003515	XP_035732586.1, XP_035732590.1	XP_029045469.1
OG0003516	XP_035732681.1, XP_035732683.1, XP_035732682.1	XP_029037425.1
OG0003517	XP_035738336.1	XP_029050194.1, XP_029050195.1
OG0003518	XP_035718417.1	XP_029049745.1
OG0003519	XP_035734592.1	XP_029033420.1, XP_029033422.1, XP_029033421.1
OG0003520	XP_035743414.1	XP_029040591.1, XP_029040592.1
OG0003521	XP_035734073.1	XP_029044152.1
OG0003522	XP_035732365.1	XP_029041082.1
OG0003523	XP_035742503.1	XP_029043140.1
OG0003524	XP_035722043.1	XP_029047088.1
OG0003525	XP_035720476.1, XP_035720475.1	XP_029050675.1
OG0003526	XP_035743557.1	XP_029043342.1
OG0003527	XP_035718095.1	XP_029035651.1
OG0003528	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1	XP_029039168.1, XP_029039165.1, XP_029039167.1
OG0003529	XP_035743257.1	XP_029047615.1
OG0003530	XP_035729917.1, XP_035729918.1, XP_035729916.1	XP_029045974.1
OG0003532	XP_035742315.1	XP_029033200.1
OG0003533	XP_035723847.1	XP_029044696.1
OG0003534	XP_035736183.1	XP_029034796.1
OG0003535	XP_035737568.1	XP_029053576.1
OG0003536	XP_035739524.1	XP_029039227.1
OG0003537	XP_035735664.1	XP_029042582.1
OG0003538	XP_035732596.1, XP_035732595.1	XP_029038714.1
OG0003539	XP_035718047.1	XP_029050922.1
OG0003541	XP_035717964.1	XP_029049663.1
OG0003542	XP_035723678.1, XP_035723677.1, XP_035723676.1	XP_029046860.1
OG0003543	XP_035742292.1	XP_029053894.1
OG0003544	XP_035728278.1	XP_029056166.1
OG0003545	XP_035719835.1	XP_029045000.1
OG0003546	XP_035736975.1	XP_029048475.1
OG0003547	XP_035730562.1	XP_029041583.1
OG0003548	XP_035732987.1	XP_029055350.1
OG0003549	XP_035738447.1	XP_029040522.1
OG0003550	XP_035732609.1	XP_029046808.1
OG0003551	XP_035727353.1	XP_029039107.1
OG0003552	XP_035729972.1	XP_029052043.1
OG0003553	XP_035738616.1	XP_029047687.1
OG0003554	XP_035721413.1, XP_035721411.1, XP_035721412.1	XP_029035150.1
OG0003555	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1	XP_029051744.1
OG0003556	XP_035739412.1	XP_029033379.1, XP_029033381.1, XP_029033380.1
OG0003557	XP_035742101.1	XP_029043815.1
OG0003558	XP_035732785.1	XP_029049115.1
OG0003559	XP_035717241.1	XP_029054242.1
OG0003560	XP_035724341.1	XP_029044371.1, XP_029044373.1, XP_029044372.1
OG0003561	XP_035734788.1	XP_029049845.1
OG0003562	XP_035730958.1	XP_029050981.1
OG0003563	XP_035737868.1, XP_035737862.1	XP_029050862.1
OG0003564	XP_035736469.1	XP_029049257.1
OG0003565	XP_035741019.1	XP_029053084.1
OG0003566	XP_035733197.1, XP_035733198.1	XP_029037639.1
OG0003567	XP_035719678.1, XP_035719677.1	XP_029053030.1
OG0003568	XP_035718635.1, XP_035718632.1	XP_029035465.1
OG0003569	XP_035718458.1	XP_029035484.1
OG0003570	XP_035735335.1	XP_029037502.1
OG0003571	XP_035742635.1	XP_029034698.1
OG0003572	XP_035736274.1	XP_029036929.1
OG0003573	XP_035717792.1	XP_029045591.1
OG0003574	XP_035734451.1	XP_029043232.1
OG0003575	XP_035729876.1	XP_029052249.1
OG0003576	XP_035734505.1	XP_029033531.1
OG0003577	XP_035740899.1	XP_029040474.1, XP_029040475.1
OG0003578	XP_035741956.1	XP_029032092.1, XP_029032091.1
OG0003579	XP_035736814.1	XP_029044922.1
OG0003580	XP_035721139.1	XP_029051265.1
OG0003581	XP_035724089.1	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1
OG0003582	XP_035722593.1, XP_035722590.1	XP_029036310.1
OG0003583	XP_035737943.1, XP_035737942.1	XP_029033066.1
OG0003584	XP_035719058.1	XP_029047047.1
OG0003585	XP_035724190.1	XP_029044158.1
OG0003586	XP_035731957.1, XP_035731956.1	XP_029035524.1, XP_029035523.1, XP_029035525.1
OG0003587	XP_035740442.1	XP_029039212.1
OG0003588	XP_035726162.1	XP_029055824.1
OG0003589	XP_035735323.1, XP_035735322.1	XP_029040951.1
OG0003591	XP_035729344.1	XP_029033068.1
OG0003592	XP_035718908.1	XP_029043985.1
OG0003593	XP_035726199.1	XP_029056066.1
OG0003595	XP_035742839.1	XP_029056349.1, XP_029056350.1, XP_029056351.1
OG0003596	XP_035723065.1	XP_029041095.1
OG0003597	XP_035734533.1	XP_029032907.1
OG0003598	XP_035729133.1	XP_029038696.1
OG0003599	XP_035742048.1	XP_029052931.1
OG0003600	XP_035735316.1	XP_029055607.1
OG0003601	XP_035740299.1	XP_029048739.1, XP_029048740.1, XP_029048741.1
OG0003602	XP_035736266.1	XP_029044539.1
OG0003603	XP_035723696.1, XP_035726673.1	XP_029049784.1, XP_029049783.1, XP_029049785.1
OG0003604	XP_035719057.1	XP_029040234.1
OG0003605	XP_035740947.1	XP_029046902.1
OG0003606	XP_035717568.1	XP_029039741.1
OG0003607	XP_035721862.1, XP_035721863.1	XP_029047478.1
OG0003608	XP_035731593.1	XP_029035906.1
OG0003609	XP_035737104.1	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1
OG0003610	XP_035723787.1	XP_029052676.1
OG0003611	XP_035723396.1	XP_029048850.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_029036874.1
OG0003613	XP_035742709.1	XP_029046130.1, XP_029046129.1
OG0003614	XP_035725582.1	XP_029033772.1
OG0003615	XP_035724749.1	XP_029042200.1
OG0003616	XP_035738090.1, XP_035738091.1	XP_029044884.1
OG0003618	XP_035728156.1	XP_029049323.1
OG0003619	XP_035725507.1	XP_029039834.1
OG0003620	XP_035727757.1	XP_029034042.1
OG0003621	XP_035729589.1	XP_029051490.1
OG0003622	XP_035727791.1	XP_029050716.1
OG0003623	XP_035726128.1	XP_029032666.1
OG0003624	XP_035730249.1	XP_029047684.1
OG0003625	XP_035741765.1	XP_029045419.1
OG0003626	XP_035734107.1	XP_029052789.1
OG0003627	XP_035735634.1, XP_035735635.1	XP_029044216.1
OG0003628	XP_035742363.1	XP_029051667.1
OG0003629	XP_035736010.1	XP_029039549.1
OG0003630	XP_035743900.1	XP_029042207.1, XP_029042213.1
OG0003631	XP_035721186.1, XP_035721194.1	XP_029052685.1
OG0003632	XP_035728479.1	XP_029037867.1
OG0003633	XP_035730943.1, XP_035730944.1	XP_029046939.1, XP_029046942.1, XP_029046931.1, XP_029046952.1
OG0003634	XP_035743875.1	XP_029054210.1
OG0003635	XP_035717783.1	XP_029050430.1, XP_029050427.1
OG0003636	XP_035736309.1	XP_029049263.1
OG0003637	XP_035737409.1	XP_029041602.1
OG0003638	XP_035744072.1	XP_029034461.1
OG0003639	XP_035740130.1	XP_029035387.1
OG0003640	XP_035718345.1	XP_029049160.1
OG0003641	XP_035741082.1	XP_029052298.1
OG0003642	XP_035742421.1	XP_029033432.1, XP_029033438.1
OG0003643	XP_035733118.1	XP_029050373.1
OG0003644	XP_035735602.1	XP_029039222.1
OG0003645	XP_035727181.1, XP_035727184.1	XP_029047174.1
OG0003646	XP_035734040.1	XP_029037749.1
OG0003647	XP_035730333.1	XP_029039438.1
OG0003648	XP_035731944.1, XP_035731946.1	XP_029037405.1
OG0003649	XP_035731682.1	XP_029052228.1
OG0003650	XP_035739885.1	XP_029033875.1
OG0003651	XP_035732853.1, XP_035732850.1	XP_029036425.1
OG0003652	XP_035737188.1, XP_035737185.1, XP_035737184.1	XP_029054464.1
OG0003653	XP_035718461.1	XP_029050212.1
OG0003654	XP_035737719.1	XP_029054720.1
OG0003656	XP_035730032.1	XP_029033884.1, XP_029033883.1
OG0003657	XP_035731843.1	XP_029045275.1
OG0003658	XP_035723194.1	XP_029051922.1
OG0003660	XP_035740601.1	XP_029040542.1, XP_029040544.1
OG0003661	XP_035731876.1	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1
OG0003662	XP_035719007.1, XP_035719001.1	XP_029050445.1, XP_029050446.1, XP_029050444.1
OG0003663	XP_035718473.1	XP_029047237.1
OG0003664	XP_035727421.1, XP_035727434.1	XP_029048070.1
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_029048052.1
OG0003666	XP_035726279.1	XP_029053222.1, XP_029053268.1
OG0003667	XP_035736229.1	XP_029038415.1
OG0003668	XP_035739792.1, XP_035739793.1	XP_029037358.1, XP_029037357.1
OG0003669	XP_035739111.1	XP_029050363.1
OG0003671	XP_035741291.1, XP_035741290.1	XP_029033033.1
OG0003673	XP_035741432.1	XP_029048647.1
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_029048862.1
OG0003675	XP_035725489.1, XP_035722541.1	XP_029054743.1
OG0003676	XP_035719745.1	XP_029053351.1
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_029046464.1
OG0003678	XP_035732466.1	XP_029053070.1
OG0003679	XP_035735540.1	XP_029046896.1
OG0003680	XP_035742894.1	XP_029039740.1
OG0003681	XP_035717332.1	XP_029051791.1
OG0003682	XP_035742902.1	XP_029051407.1
OG0003683	XP_035743102.1	XP_029034363.1
OG0003684	XP_035730815.1	XP_029043337.1, XP_029043336.1
OG0003685	XP_035743277.1	XP_029043400.1
OG0003686	XP_035734872.1	XP_029053875.1
OG0003687	XP_035720043.1	XP_029051985.1
OG0003688	XP_035737162.1, XP_035737166.1	XP_029036700.1
OG0003690	XP_035734199.1, XP_035734198.1	XP_029055855.1
OG0003691	XP_035740341.1	XP_029044581.1, XP_029044578.1
OG0003692	XP_035721136.1	XP_029046010.1
OG0003694	XP_035719391.1, XP_035719386.1	XP_029045006.1
OG0003695	XP_035734552.1, XP_035734553.1, XP_035734583.1	XP_029032901.1, XP_029032900.1, XP_029032902.1
OG0003696	XP_035742008.1	XP_029054614.1, XP_029054589.1, XP_029054613.1, XP_029054600.1
OG0003697	XP_035727727.1	XP_029049584.1
OG0003698	XP_035739429.1	XP_029043272.1, XP_029043274.1
OG0003699	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1	XP_029040902.1
OG0003700	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1	XP_029049819.1
OG0003701	XP_035717823.1, XP_035717830.1	XP_029037965.1
OG0003702	XP_035737535.1	XP_029042015.1
OG0003703	XP_035736823.1	XP_029055773.1
OG0003704	XP_035725262.1	XP_029043102.1, XP_029043104.1, XP_029043103.1
OG0003705	XP_035722262.1, XP_035722261.1, XP_035722260.1	XP_029050851.1, XP_029050850.1
OG0003706	XP_035717918.1	XP_029043559.1
OG0003709	XP_035721107.1	XP_029035954.1
OG0003710	XP_035721209.1	XP_029032888.1, XP_029032887.1
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_029045256.1
OG0003712	XP_035717220.1	XP_029040523.1
OG0003713	XP_035742730.1	XP_029046145.1
OG0003714	XP_035728137.1	XP_029051648.1
OG0003715	XP_035723504.1	XP_029035250.1
OG0003716	XP_035740419.1	XP_029037543.1
OG0003717	XP_035723180.1	XP_029056541.1
OG0003718	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1	XP_029047524.1, XP_029047523.1
OG0003719	XP_035718953.1	XP_029050575.1
OG0003720	XP_035732272.1	XP_029051289.1
OG0003721	XP_035722954.1	XP_029034997.1
OG0003722	XP_035738704.1, XP_035738703.1	XP_029053961.1
OG0003723	XP_035717773.1	XP_029054817.1
OG0003724	XP_035727823.1, XP_035727819.1	XP_029046805.1
OG0003725	XP_035719046.1, XP_035719045.1, XP_035719044.1	XP_029049830.1
OG0003726	XP_035728449.1	XP_029036552.1
OG0003727	XP_035735509.1	XP_029053216.1
OG0003728	XP_035732527.1	XP_029052546.1
OG0003729	XP_035733295.1	XP_029052113.1
OG0003730	XP_035738775.1	XP_029039730.1
OG0003731	XP_035743407.1	XP_029050078.1
OG0003732	XP_035734415.1, XP_035734416.1	XP_029043129.1
OG0003733	XP_035730417.1	XP_029045558.1
OG0003734	XP_035735853.1, XP_035735854.1, XP_035735852.1	XP_029039082.1
OG0003735	XP_035736167.1	XP_029034795.1
OG0003736	XP_035735508.1	XP_029049902.1
OG0003737	XP_035741238.1	XP_029055386.1
OG0003738	XP_035730686.1	XP_029045525.1
OG0003739	XP_035725732.1	XP_029045869.1
OG0003740	XP_035721572.1	XP_029036732.1, XP_029036733.1
OG0003741	XP_035735375.1	XP_029032380.1
OG0003742	XP_035725097.1	XP_029044365.1
OG0003743	XP_035720548.1	XP_029035376.1
OG0003744	XP_035735640.1	XP_029036759.1, XP_029036760.1
OG0003745	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1	XP_029052039.1
OG0003746	XP_035740276.1	XP_029043858.1, XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1
OG0003747	XP_035738972.1	XP_029047301.1
OG0003749	XP_035732500.1	XP_029042601.1
OG0003750	XP_035719685.1	XP_029039926.1, XP_029039925.1
OG0003751	XP_035742636.1	XP_029033476.1, XP_029033501.1, XP_029033502.1
OG0003752	XP_035719151.1	XP_029048462.1
OG0003753	XP_035721023.1	XP_029051271.1
OG0003754	XP_035726957.1	XP_029043483.1
OG0003755	XP_035732404.1	XP_029053940.1, XP_029053941.1, XP_029053939.1
OG0003756	XP_035720659.1	XP_029045758.1
OG0003757	XP_035733637.1	XP_029045774.1
OG0003758	XP_035739827.1	XP_029034588.1
OG0003759	XP_035719760.1	XP_029050480.1
OG0003760	XP_035722648.1	XP_029037098.1
OG0003761	XP_035741208.1	XP_029047267.1
OG0003762	XP_035721898.1	XP_029052660.1
OG0003763	XP_035736789.1	XP_029036802.1
OG0003764	XP_035743928.1	XP_029056051.1
OG0003765	XP_035720698.1	XP_029038929.1
OG0003766	XP_035741958.1	XP_029036295.1
OG0003767	XP_035729971.1, XP_035730134.1	XP_029042781.1
OG0003768	XP_035724873.1, XP_035724874.1	XP_029032924.1
OG0003769	XP_035734481.1	XP_029052457.1
OG0003770	XP_035732680.1	XP_029038857.1
OG0003771	XP_035727612.1, XP_035727611.1, XP_035727610.1	XP_029051563.1
OG0003772	XP_035717352.1	XP_029046720.1
OG0003773	XP_035732447.1	XP_029042098.1
OG0003774	XP_035736354.1	XP_029044954.1, XP_029044953.1
