Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0004573	XP_035725273.1	XP_012547105.2, NP_001037168.1
OG0004574	XP_035723905.1	XP_004933022.1
OG0004575	XP_035736607.1, XP_035736617.1	XP_037866637.1
OG0004576	XP_035741448.1	XP_037877751.1
OG0004577	XP_035736948.1	XP_012551976.2
OG0004578	XP_035720316.1	XP_004921881.1
OG0004579	XP_035730305.1	XP_004925321.1
OG0004580	XP_035726989.1	XP_004932500.1, XP_004932501.1
OG0004581	XP_035718126.1, XP_035718127.1	XP_004929151.1
OG0004582	XP_035741597.1	XP_004929851.1
OG0004583	XP_035724342.1	XP_037872882.1
OG0004584	XP_035729436.1	XP_004925134.1
OG0004585	XP_035729318.1	XP_037866826.1
OG0004586	XP_035738140.1	XP_004924673.1
OG0004587	XP_035726854.1	NP_001040251.1
OG0004588	XP_035728451.1	NP_001166192.1, XP_037876455.1
OG0004589	XP_035719652.1	XP_021202871.1
OG0004590	XP_035742345.1, XP_035722158.1	XP_004922675.1
OG0004591	XP_035735119.1	XP_037875340.1
OG0004592	XP_035736298.1	NP_001040336.1
OG0004593	XP_035742710.1	XP_021207989.1
OG0004594	XP_035719938.1	XP_012550505.1
OG0004595	XP_035721189.1	XP_012546295.1
OG0004597	XP_035717976.1, XP_035717977.1	XP_004930913.2
OG0004598	XP_035735382.1	XP_004930112.1
OG0004599	XP_035727075.1	NP_001296491.1
OG0004600	XP_035740811.1	XP_012551106.1
OG0004601	XP_035740893.1	XP_012546519.1, NP_001182381.1
OG0004602	XP_035736782.1	NP_001037440.1
OG0004603	XP_035717614.1	NP_001104824.1, XP_021203290.2
OG0004604	XP_035720859.1	XP_004924511.1
OG0004605	XP_035739965.1	XP_004931787.1
OG0004606	XP_035732368.1	XP_012545772.2
OG0004607	XP_035728820.1	XP_004931702.1
OG0004608	XP_035734170.1	XP_012550134.2
OG0004609	XP_035725020.1	XP_037868321.1, XP_037868322.1
OG0004610	XP_035717927.1	XP_004928400.1
OG0004611	XP_035741076.1	XP_004933693.1
OG0004612	XP_035719083.1, XP_035719085.1	XP_004921597.1
OG0004613	XP_035724113.1	XP_004931325.1
OG0004614	XP_035719307.1, XP_035719306.1	XP_004929280.1
OG0004615	XP_035737103.1	XP_004933640.1
OG0004616	XP_035728362.1	XP_012547208.1
OG0004617	XP_035743838.1	XP_037872778.1
OG0004618	XP_035718821.1	XP_037875815.1, XP_004926355.1
OG0004619	XP_035742052.1	XP_004932921.2
OG0004620	XP_035738675.1, XP_035738677.1, XP_035738676.1	XP_004930415.2
OG0004621	XP_035731421.1	XP_004929426.1
OG0004622	XP_035728803.1	XP_037868818.1
OG0004623	XP_035726328.1	XP_012544915.1
OG0004624	XP_035727176.1	NP_001040469.1
OG0004625	XP_035739078.1	XP_037875325.1
OG0004626	XP_035729568.1	XP_004927305.2
OG0004627	XP_035717167.1	XP_004932992.1, XP_037869738.1
OG0004628	XP_035738020.1	XP_004927872.1
OG0004629	XP_035733675.1	NP_001037526.1, XP_012551823.1
OG0004630	XP_035727858.1	XP_021204623.2
OG0004631	XP_035739954.1	XP_021205533.2
OG0004632	XP_035743522.1	XP_004923452.1
OG0004633	XP_035741518.1	NP_001037404.1
OG0004634	XP_035730945.1	XP_037873115.1
OG0004635	XP_035719578.1	XP_037866953.1
OG0004636	XP_035744257.1	XP_004931203.1
OG0004637	XP_035732305.1	XP_037868401.1
OG0004638	XP_035722884.1	XP_004928530.2
OG0004639	XP_035738909.1	XP_004929402.1
OG0004640	XP_035724814.1	XP_004926904.1
OG0004641	XP_035721024.1	XP_004932144.1
OG0004642	XP_035737517.1	XP_012548091.1
OG0004643	XP_035743049.1, XP_035742918.1	XP_037870577.1
OG0004644	XP_035726031.1	XP_004925206.2
OG0004645	XP_035726653.1	XP_037870819.1, NP_001037012.1
OG0004646	XP_035726393.1	XP_037874669.1
OG0004647	XP_035729392.1	XP_037876591.1
OG0004648	XP_035734993.1	XP_037870169.1
OG0004649	XP_035732704.1	XP_037866751.1, NP_001040227.1
OG0004650	XP_035726684.1	XP_004930999.2
OG0004651	XP_035723342.1	XP_037876247.1
OG0004653	XP_035740333.1	XP_021205684.1
OG0004654	XP_035740642.1	XP_037875758.1
OG0004655	XP_035719255.1	XP_004924216.1
OG0004656	XP_035743716.1	XP_012549467.2
OG0004657	XP_035732921.1	XP_004924488.1
OG0004658	XP_035728660.1, XP_035728662.1	XP_004932855.1
OG0004659	XP_035740562.1	XP_021202444.2
OG0004660	XP_035740972.1	XP_004929810.1
OG0004661	XP_035743433.1, XP_035743435.1	XP_021207147.1
OG0004662	XP_035719933.1	XP_037876229.1
OG0004663	XP_035737078.1	XP_012547303.1, NP_001037129.1
OG0004665	XP_035735797.1, XP_035735800.1	XP_037874308.1, XP_037874310.1
OG0004666	XP_035723315.1	XP_037869579.1
OG0004667	XP_035725205.1	NP_001243975.1, XP_037868624.1
OG0004668	XP_035731607.1	XP_004930620.1
OG0004669	XP_035729502.1	XP_021207398.1
OG0004670	XP_035740208.1	XP_021203994.1
OG0004671	XP_035736860.1	NP_001040347.1
OG0004672	XP_035740059.1	XP_037871152.1
OG0004673	XP_035719840.1, XP_035719839.1, XP_035719838.1	XP_037877226.1, XP_037876753.1
OG0004674	XP_035725941.1	XP_012549762.2
OG0004675	XP_035720069.1	NP_001040230.1
OG0004676	XP_035731558.1	XP_004931827.1
OG0004677	XP_035733537.1	XP_012549073.1
OG0004678	XP_035726917.1	XP_004923948.1
OG0004679	XP_035719462.1	XP_004925897.2, XP_012548045.2
OG0004681	XP_035740527.1	XP_021207044.1, XP_021207046.1
OG0004682	XP_035719126.1, XP_035719129.1	XP_004926296.1
OG0004683	XP_035718631.1	XP_004924553.1
OG0004684	XP_035717544.1	XP_004924202.2
OG0004685	XP_035740395.1	XP_004931967.1
OG0004686	XP_035741490.1	XP_037877739.1
OG0004687	XP_035732077.1	NP_001296503.1, XP_012544872.2
OG0004688	XP_035717692.1	XP_004930876.1
OG0004689	XP_035725207.1	XP_004930900.1
OG0004690	XP_035732918.1	XP_021207002.1
OG0004691	XP_035720115.1, XP_035742252.1	XP_037873314.1
OG0004692	XP_035742270.1	XP_021204075.1
OG0004693	XP_035732980.1, XP_035732979.1, XP_035732978.1	XP_004933121.2
OG0004695	XP_035741903.1	XP_004925425.1
OG0004696	XP_035738754.1	XP_021203454.2
OG0004697	XP_035730115.1	XP_037872985.1
OG0004699	XP_035733184.1	XP_004928467.1
OG0004700	XP_035736054.1	XP_004921618.1
OG0004701	XP_035734610.1	XP_037867019.1
OG0004702	XP_035724891.1	XP_004927801.1
OG0004703	XP_035739091.1	XP_037871940.1
OG0004704	XP_035741705.1, XP_035741703.1	XP_004928434.1
OG0004705	XP_035723297.1	XP_004929708.2
OG0004707	XP_035734475.1	XP_004930964.2
OG0004708	XP_035730752.1	XP_037866810.1
OG0004710	XP_035738732.1	XP_004932084.1
OG0004711	XP_035743912.1	XP_012551229.1
OG0004712	XP_035730444.1	XP_037868255.1
OG0004713	XP_035744151.1	XP_004926894.3
OG0004714	XP_035737855.1	XP_004926571.1
OG0004715	XP_035718069.1	XP_004922137.1
OG0004716	XP_035736267.1, XP_035736265.1, XP_035736264.1	NP_001093297.1
OG0004717	XP_035726360.1	XP_004928295.1, XP_004927863.1
OG0004718	XP_035718010.1	XP_004925713.1
OG0004719	XP_035739450.1	XP_037869403.1
OG0004720	XP_035728127.1	XP_037867410.1
OG0004721	XP_035725206.1	XP_004924414.3, XP_021202487.1, XP_021202488.1
OG0004722	XP_035734329.1	NP_001040269.1
OG0004723	XP_035723010.1	XP_037871498.1, NP_001243912.1
OG0004724	XP_035718838.1	NP_001040163.1, XP_012548073.1
OG0004725	XP_035738655.1	XP_037869726.1
OG0004726	XP_035731120.1	NP_001037345.1
OG0004728	XP_035721825.1	XP_037867449.1
OG0004729	XP_035729411.1, XP_035729412.1	XP_004924552.1
OG0004730	XP_035729333.1	XP_037872588.1
OG0004731	XP_035724235.1	XP_004924624.1
OG0004732	XP_035737221.1	XP_037869105.1
OG0004733	XP_035732448.1	XP_012553114.1
OG0004734	XP_035741180.1	XP_004931592.1
OG0004735	XP_035732117.1	NP_001108115.1
OG0004736	XP_035727103.1	XP_004923797.2, XP_037871451.1
OG0004738	XP_035735224.1	XP_004930437.2, XP_037869286.1
OG0004739	XP_035717805.1	XP_021202435.2
OG0004740	XP_035718892.1	XP_004932179.1
OG0004741	XP_035741417.1	NP_001166866.1, XP_021204666.2
OG0004742	XP_035743985.1	XP_004924330.3, XP_021202411.1
OG0004743	XP_035741362.1	XP_004924798.1
OG0004744	XP_035724432.1	XP_004926756.2, XP_004926747.1, XP_021204031.1
OG0004745	XP_035739531.1	XP_037866647.1
OG0004746	XP_035725887.1	XP_004921789.1
OG0004747	XP_035735939.1	XP_037875369.1
OG0004750	XP_035730884.1	XP_004930557.1
OG0004751	XP_035734863.1	XP_012544089.1
OG0004752	XP_035736623.1	XP_021203966.1
OG0004753	XP_035719097.1, XP_035719098.1, XP_035719099.1	XP_037867534.1
OG0004754	XP_035743178.1	XP_037868778.1
OG0004755	XP_035729742.1	XP_004932637.2
OG0004756	XP_035743970.1	XP_012549843.2
OG0004757	XP_035730271.1	XP_037868893.1
OG0004758	XP_035731827.1	NP_001037360.1, XP_012550459.1
OG0004760	XP_035724128.1	NP_001093295.1
OG0004761	XP_035726808.1	XP_004931798.1
OG0004762	XP_035729832.1	XP_037873206.1
OG0004763	XP_035722862.1	XP_012550994.3
OG0004764	XP_035735923.1	NP_001036845.1
OG0004765	XP_035742605.1	XP_004927750.2
OG0004766	XP_035741326.1	XP_012553176.2
OG0004767	XP_035733582.1	XP_004927762.1
OG0004768	XP_035727555.1	XP_021203910.2, XP_004926541.2
OG0004769	XP_035744214.1, XP_035744213.1, XP_035744212.1	XP_037866460.1
OG0004770	XP_035730913.1, XP_035730915.1	XP_037875235.1
OG0004771	XP_035720459.1	XP_037875057.1
OG0004772	XP_035737657.1	XP_012547994.1
OG0004773	XP_035724009.1	XP_004929716.1
OG0004774	XP_035721842.1	XP_037870799.1
OG0004775	XP_035739883.1	NP_001040507.1, XP_037869570.1
OG0004778	XP_035741796.1, XP_035741792.1	XP_037870922.1
OG0004779	XP_035743273.1	XP_004924616.1
OG0004780	XP_035738081.1	XP_037875096.1
OG0004781	XP_035723202.1	XP_004927181.1
OG0004782	XP_035720329.1	XP_004931158.1
OG0004783	XP_035728452.1	NP_001266291.1
OG0004784	XP_035721844.1	XP_004924716.1
OG0004785	XP_035740770.1	XP_004933043.1
OG0004786	XP_035724907.1	XP_012547398.1, XP_004927882.1
OG0004787	XP_035726795.1	XP_004930689.1, XP_004930690.1
OG0004788	XP_035735175.1	XP_004933037.1
OG0004789	XP_035734208.1	XP_012548141.3
OG0004790	XP_035718155.1	XP_021202923.1
OG0004791	XP_035735129.1, XP_035735134.1	XP_037874713.1
OG0004792	XP_035733771.1	XP_021207160.2
OG0004793	XP_035727959.1	NP_001266420.1
OG0004794	XP_035721590.1	XP_004923208.2
OG0004795	XP_035732617.1	XP_037867954.1
OG0004796	XP_035719105.1	XP_037869821.1, XP_037869823.1, XP_037869822.1
OG0004797	XP_035728198.1	XP_012548145.1, XP_012548142.1
OG0004799	XP_035738204.1, XP_035738203.1	XP_004925444.1
OG0004800	XP_035721503.1	XP_004924846.1
OG0004801	XP_035723152.1	XP_004929500.1
OG0004802	XP_035740422.1	XP_012549806.2, XP_037875433.1
OG0004803	XP_035726672.1, XP_035726674.1	XP_012548414.1
OG0004804	XP_035719466.1	XP_004929817.1
OG0004805	XP_035732665.1	XP_037869677.1
OG0004806	XP_035739724.1	XP_004928405.1
OG0004807	XP_035741368.1	NP_001040157.1
OG0004809	XP_035733898.1	XP_004929375.2
OG0004810	XP_035735627.1	XP_012550082.2
OG0004811	XP_035725141.1	XP_021203989.2, XP_021203986.2
OG0004812	XP_035737372.1, XP_035737375.1	XP_012551041.1
OG0004813	XP_035727107.1, XP_035726967.1	XP_004929405.1
OG0004814	XP_035725943.1	XP_004923825.1
OG0004815	XP_035741591.1	NP_001127733.1, XP_037866913.1
OG0004816	XP_035738503.1, XP_035738502.1, XP_035738501.1	XP_004922736.2, XP_004922735.2
OG0004817	XP_035726738.1	XP_037876135.1
OG0004818	XP_035727121.1	XP_004921835.2
OG0004819	XP_035736217.1	XP_037875649.1
OG0004820	XP_035729334.1	NP_001040381.1
OG0004821	XP_035742070.1	XP_037870464.1
OG0004822	XP_035743781.1	XP_012544661.1, NP_001245293.1
OG0004823	XP_035722984.1	XP_037871149.1
OG0004824	XP_035739075.1	XP_037866845.1
OG0004826	XP_035719730.1	XP_004926344.1
OG0004827	XP_035734654.1	XP_004933709.1
OG0004828	XP_035723878.1, XP_035723883.1	XP_021202614.1
OG0004829	XP_035736293.1, XP_035736292.1	XP_037868338.1, XP_037868339.1
OG0004831	XP_035728379.1	NP_001188511.1, XP_012548538.1
OG0004833	XP_035738087.1	XP_037872196.1
OG0004834	XP_035743884.1	XP_004926995.1
OG0004835	XP_035719241.1	XP_004929303.2, XP_037866601.1, XP_012548378.2
OG0004836	XP_035721831.1	XP_037872058.1
OG0004837	XP_035744262.1	XP_037877672.1
OG0004838	XP_035742531.1	XP_037866636.1
OG0004839	XP_035723524.1	XP_021203027.2
OG0004840	XP_035740041.1, XP_035740045.1	XP_012551340.1, NP_001036856.2
OG0004841	XP_035725625.1	NP_001139724.1, XP_012551191.1
OG0004842	XP_035734496.1, XP_035734492.1	XP_021206436.2
OG0004843	XP_035743276.1	NP_001108473.1
OG0004844	XP_035743852.1	XP_004921694.1
OG0004845	XP_035728631.1	XP_037872712.1
OG0004846	XP_035720788.1	XP_037868146.1
OG0004847	XP_035741894.1	XP_037876008.1
OG0004848	XP_035728691.1	XP_012545193.1
OG0004849	XP_035723637.1, XP_035723632.1	XP_037867420.1
OG0004851	XP_035743218.1	XP_021206118.2
OG0004852	XP_035743018.1	XP_037869020.1
OG0004853	XP_035738442.1, XP_035738441.1	NP_001037528.2, XP_021205997.1
OG0004855	XP_035731271.1	XP_012548705.1
OG0004856	XP_035740917.1, XP_035740916.1	XP_037868636.1
OG0004857	XP_035729849.1	XP_037873277.1, XP_037873284.1
OG0004858	XP_035720490.1	XP_004921812.1
OG0004859	XP_035728630.1	XP_037876603.1
OG0004860	XP_035729998.1	XP_004928383.3, XP_021205037.1
OG0004861	XP_035718544.1	XP_037874282.1
OG0004862	XP_035740855.1	XP_004932310.1
OG0004863	XP_035730706.1	XP_004928550.1
OG0004864	XP_035729815.1	XP_037869472.1, XP_037877467.1
OG0004865	XP_035730899.1	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1
OG0004866	XP_035743471.1, XP_035743474.1	XP_037866854.1
OG0004867	XP_035730596.1, XP_035730597.1, XP_035730595.1	XP_004931778.2
OG0004868	XP_035737935.1	XP_037867288.1
OG0004869	XP_035725586.1	XP_037876096.1
OG0004870	XP_035727892.1	XP_037867366.1
OG0004871	XP_035728827.1	XP_037875093.1
OG0004872	XP_035737523.1	XP_037869254.1
OG0004873	XP_035723681.1	XP_037872242.1
OG0004874	XP_035727614.1	XP_037870529.1
OG0004875	XP_035738781.1	XP_021208308.2, XP_004922781.3
OG0004876	XP_035720046.1, XP_035720048.1	XP_004926335.2
OG0004877	XP_035733770.1	NP_001243915.1, XP_012547111.1
OG0004878	XP_035724041.1	XP_004925546.1
OG0004879	XP_035739867.1	XP_037871539.1, NP_001037444.1
OG0004883	XP_035737480.1	XP_037876128.1, NP_001040259.1
OG0004884	XP_035735533.1	XP_004930505.2
OG0004885	XP_035719077.1, XP_035719076.1, XP_035719075.1	NP_001296484.1
OG0004886	XP_035720407.1, XP_035720406.1	XP_004923167.1, XP_021209120.1
OG0004887	XP_035730307.1	XP_004928782.1
OG0004888	XP_035732002.1	XP_004928865.1, XP_021205402.1
OG0004889	XP_035736405.1	NP_001040248.1
OG0004890	XP_035734695.1, XP_035734705.1	XP_004925190.1
OG0004891	XP_035717354.1, XP_035717353.1	XP_004921839.1
OG0004892	XP_035718681.1	XP_021203508.1
OG0004893	XP_035729580.1	XP_021202042.1, XP_004925469.1, XP_004925467.2
OG0004894	XP_035738365.1	NP_001093093.1
OG0004895	XP_035741714.1	NP_001185957.1
OG0004896	XP_035724694.1	XP_012547426.2
OG0004897	XP_035731069.1	XP_004931053.1
OG0004898	XP_035726327.1	NP_001037685.1
OG0004899	XP_035739722.1	XP_037866462.1
OG0004900	XP_035742919.1	XP_004928169.1
OG0004901	XP_035723790.1	XP_012544856.2
OG0004902	XP_035726002.1	XP_037875069.1
OG0004903	XP_035720364.1	XP_004931802.2, XP_021207287.1, XP_021207285.1
OG0004905	XP_035726230.1	XP_012548937.2, XP_012543799.1
OG0004908	XP_035730637.1, XP_035730638.1	XP_004923792.2, XP_037871361.1
OG0004909	XP_035728541.1	XP_004931695.1
OG0004910	XP_035734684.1	XP_004930811.3
OG0004911	XP_035736251.1	XP_004926023.1
OG0004912	XP_035717919.1	XP_004932015.1
OG0004913	XP_035729032.1	XP_004924158.1, XP_037875835.1, XP_037875834.1
OG0004914	XP_035727109.1	NP_001037670.1, XP_012546343.1
OG0004915	XP_035726675.1	XP_004929161.1, XP_004929160.1
OG0004916	XP_035718331.1	XP_012549756.1
OG0004918	XP_035720651.1	XP_021202291.1, XP_004924109.2
OG0004919	XP_035719139.1	XP_004924063.3
OG0004920	XP_035743724.1	XP_012544472.1
OG0004921	XP_035717341.1	XP_021207905.1
OG0004922	XP_035729007.1	XP_012543876.1, XP_037867031.1
OG0004923	XP_035743696.1	XP_037868756.1, XP_012545044.2
OG0004924	XP_035740402.1, XP_035740404.1	XP_012550715.1
OG0004925	XP_035737837.1	XP_004931469.1
OG0004926	XP_035743987.1	XP_037872722.1
OG0004927	XP_035730578.1	XP_037871248.1
OG0004928	XP_035717198.1	XP_012551383.1, XP_021205184.1
OG0004929	XP_035726956.1, XP_035726951.1	XP_012551900.1
OG0004930	XP_035735626.1	XP_012543983.3
OG0004931	XP_035721345.1	XP_004923175.2
OG0004932	XP_035738564.1, XP_035738563.1	XP_021207229.1
OG0004933	XP_035742202.1, XP_035742195.1, XP_035718070.1	XP_012552847.2, XP_021202947.1
OG0004934	XP_035732311.1	XP_037871513.1
OG0004935	XP_035730514.1	XP_037873683.1
OG0004936	XP_035726722.1	XP_004924637.2
OG0004937	XP_035726583.1	NP_001037177.1, XP_012551630.1
OG0004938	XP_035727857.1	XP_037866781.1, XP_037866768.1
OG0004939	XP_035738769.1	XP_012549970.1
OG0004941	XP_035722977.1	XP_004923745.2
OG0004942	XP_035719551.1, XP_035719550.1	XP_004928985.2
OG0004943	XP_035738066.1	XP_004928265.1
OG0004944	XP_035722798.1	NP_001036968.1
OG0004945	XP_035736136.1	XP_004923909.1
OG0004946	XP_035721072.1	XP_004930173.1
OG0004947	XP_035723892.1, XP_035723894.1	XP_004924691.2
OG0004949	XP_035720318.1	NP_001040195.1
OG0004951	XP_035735087.1	XP_021205251.2, XP_021205250.2
OG0004954	XP_035736451.1, XP_035736458.1	XP_037866954.1, XP_037867055.1
OG0004961	XP_035720773.1	NP_001040513.1, XP_004931349.1, XP_012550297.1
OG0004964	XP_035726660.1	XP_004928868.1
OG0004968	XP_035736079.1	XP_037869484.1
OG0004976	XP_035738512.1	XP_012547758.1, NP_001037239.1
OG0004977	XP_035738415.1	XP_037875456.1
OG0004978	XP_035740371.1	NP_001037628.1
OG0004979	XP_035737274.1	NP_001037540.1
OG0004980	XP_035730423.1	NP_001040284.1
OG0004981	XP_035723465.1, XP_035723464.1	NP_001164652.1
OG0004982	XP_035740312.1	NP_001040286.1
OG0004983	XP_035735850.1	NP_001037225.1
OG0004984	XP_035737467.1	XP_037876602.1
OG0004985	XP_035726349.1	NP_001166846.1
OG0004986	XP_035725176.1	XP_004925789.1
OG0004987	XP_035731209.1	XP_004925270.1
OG0004988	XP_035734662.1	NP_001038957.1
OG0004989	XP_035722874.1	XP_012551437.1
OG0004990	XP_035741314.1	XP_037868342.1, XP_004932158.1
OG0004991	XP_035734249.1	XP_004932137.1, XP_004932143.1
OG0004992	XP_035730354.1	XP_004927650.2
OG0004993	XP_035726490.1	XP_004925440.1
OG0004994	XP_035734582.1	NP_001040214.1
OG0004995	XP_035736305.1	NP_001040241.1
OG0004996	XP_035724356.1	XP_037873550.1
OG0004997	XP_035734302.1	NP_001040176.1
OG0004998	XP_035741803.1	NP_001091764.1
OG0004999	XP_035735691.1	NP_001040460.1
OG0005000	XP_035727575.1	NP_001040196.1
OG0005001	XP_035741067.1, XP_035741066.1	XP_004923441.1
OG0005002	XP_035742280.1	NP_001040128.1, XP_021202368.1
OG0005003	XP_035734338.1	XP_004933669.1
OG0005004	XP_035744277.1	XP_004923348.2
OG0005005	XP_035728740.1	NP_001093083.1
OG0005006	XP_035734147.1	XP_012548758.1, NP_001040145.1
OG0005007	XP_035739148.1	XP_004925822.1
OG0005008	XP_035740846.1	NP_001165387.1, XP_012551053.1
OG0005009	XP_035730987.1	NP_001040260.1
OG0005010	XP_035730006.1	NP_001040200.1
OG0005011	XP_035724322.1	XP_004932218.1
OG0005012	XP_035722091.1	XP_037868544.1, XP_037868543.1
OG0005013	XP_035717195.1	XP_004922997.1
OG0005014	XP_035719006.1	XP_004928899.1
OG0005015	XP_035718407.1	XP_012547119.1, NP_001040187.1
OG0005016	XP_035728054.1	NP_001037596.1
OG0005017	XP_035732723.1	NP_001040528.1
OG0005018	XP_035743547.1	NP_001037241.1
OG0005019	XP_035734452.1	XP_004928945.1
OG0005020	XP_035730860.1	NP_001040152.1, XP_037877271.1
OG0005021	XP_035731146.1	XP_004928317.1
OG0005022	XP_035721619.1	NP_001040204.1
OG0005023	XP_035718653.1	XP_012547004.1
OG0005024	XP_035731989.1	XP_004932085.1
OG0005025	XP_035725744.1	NP_001136228.1
OG0005027	XP_035729784.1	XP_021208540.1
OG0005028	XP_035723450.1	XP_037873598.1
OG0005030	XP_035731453.1	XP_021207937.2, NP_001164468.1
OG0005031	XP_035730244.1, XP_035730253.1	XP_021206918.1
OG0005032	XP_035743103.1	XP_004923540.1
OG0005033	XP_035738466.1, XP_035738467.1	XP_037869671.1, XP_004924938.1
OG0005034	XP_035740158.1	XP_004930989.1
OG0005036	XP_035729622.1	XP_004926348.1
OG0005037	XP_035733260.1, XP_035733259.1	XP_004927500.2
OG0005038	XP_035740439.1	XP_004931329.1, NP_001106742.1
OG0005039	XP_035724393.1	XP_004930475.1
OG0005040	XP_035738701.1	XP_004926300.1
OG0005041	XP_035733214.1	XP_004933401.1
OG0005042	XP_035723801.1	XP_012545482.1
OG0005044	XP_035718406.1	NP_001040536.1
OG0005045	XP_035727146.1	XP_004922593.1
OG0005046	XP_035722274.1	XP_004926548.2
OG0005047	XP_035728195.1	XP_004923885.1
OG0005048	XP_035744110.1	NP_001128388.1
OG0005049	XP_035736514.1, XP_035736513.1	XP_004931729.1, XP_037875119.1
OG0005050	XP_035727991.1	NP_001040520.1, XP_012551417.1
OG0005051	XP_035744240.1	XP_004928241.1
OG0005052	XP_035734094.1	XP_004931105.1
OG0005053	XP_035744075.1	NP_001040547.1
OG0005054	XP_035743401.1	XP_004928607.1
OG0005055	XP_035724642.1	NP_001166882.1, XP_037867792.1
OG0005057	XP_035728170.1	NP_001037221.1
OG0005058	XP_035732909.1	XP_004926562.2
OG0005059	XP_035735583.1	XP_004933282.1
OG0005060	XP_035737818.1, XP_035737821.1	XP_004931305.2, XP_037867899.1
OG0005061	XP_035732707.1	NP_001106743.1
OG0005062	XP_035742626.1	XP_004932466.2
OG0005063	XP_035741641.1	XP_004933158.1
OG0005064	XP_035744193.1	XP_004922277.1
OG0005065	XP_035730235.1	NP_001091809.1
OG0005066	XP_035724269.1	NP_001124342.1
OG0005067	XP_035719257.1	XP_004923111.2
OG0005068	XP_035719009.1, XP_035719011.1	NP_001040205.1
OG0005069	XP_035743011.1	NP_001157375.1
OG0005070	XP_035725911.1	XP_021203993.1, XP_021205072.2
OG0005071	XP_035731351.1	XP_004930191.1
OG0005072	XP_035742205.1	XP_037867972.1
OG0005073	XP_035736166.1	NP_001040389.1
OG0005074	XP_035735217.1	XP_004928640.1
OG0005076	XP_035727837.1	XP_037867522.1, XP_037867524.1
OG0005077	XP_035738409.1	NP_001040429.1
