Orthogroup	Vespa_mandarinia	Acyrthosiphon_pisum
OG0004367	XP_035725831.1	XP_008184711.2, NP_001233074.1
OG0004368	XP_035717229.1	NP_001233080.1
OG0004369	XP_035730363.1	XP_008180360.1, NP_001233086.1
OG0004370	XP_035737342.1	XP_008186743.1, NP_001233108.1, XP_003244935.1
OG0004371	XP_035732309.1	XP_016656763.1, NP_001233118.1
OG0004372	XP_035722400.1, XP_035742347.1	XP_008189554.1, NP_001233119.1
OG0004373	XP_035726767.1	NP_001280257.1
OG0004374	XP_035721645.1, XP_035721643.1, XP_035721644.1	XP_008189941.1, NP_001280267.1
OG0004375	XP_035729799.1	NP_001280276.1
OG0004376	XP_035739273.1	NP_001280280.2
OG0004377	XP_035730346.1	NP_001280292.1
OG0004378	XP_035721318.1	NP_001280293.1
OG0004379	XP_035744060.1	XP_008184941.1, NP_001280303.1
OG0004380	XP_035727476.1	XP_001951121.2, NP_001280305.1
OG0004381	XP_035730908.1	XP_008186861.1, NP_001280306.1
OG0004382	XP_035743149.1	NP_001280307.1, XP_016658111.1
OG0004383	XP_035737713.1	NP_001280311.1
OG0004384	XP_035737157.1	NP_001280313.1
OG0004385	XP_035719500.1	NP_001280324.1
OG0004386	XP_035728610.1	NP_001280359.1, XP_016659217.1
OG0004387	XP_035728475.1	NP_001280371.1, XP_001945195.1
OG0004388	XP_035718412.1	XP_029341939.1, NP_001280385.1
OG0004389	XP_035724824.1, XP_035724818.1	NP_001280387.1
OG0004390	XP_035743668.1	NP_001280416.1
OG0004391	XP_035733585.1	NP_001280457.1
OG0004393	XP_035732776.1, XP_035732775.1	NP_001313566.1
OG0004394	XP_035728866.1	NP_001313573.1
OG0004395	XP_035740486.1, XP_035740485.1	XP_001942582.1, NP_001313581.1
OG0004396	XP_035729293.1	NP_001313594.1
OG0004397	XP_035735802.1	XP_001942562.1
OG0004398	XP_035723869.1	XP_001942631.1
OG0004399	XP_035738328.1, XP_035738327.1	XP_001942682.1
OG0004400	XP_035733355.1	XP_001942719.1
OG0004401	XP_035718275.1	XP_001942738.2
OG0004402	XP_035736680.1	XP_001942800.2, XP_016662605.1, XP_001946709.1
OG0004403	XP_035732186.1	XP_001942801.2
OG0004404	XP_035723780.1	XP_001942828.2
OG0004405	XP_035741747.1, XP_035741748.1	XP_001942849.3
OG0004406	XP_035738543.1, XP_035738534.1	XP_001942859.2
OG0004407	XP_035739319.1	XP_001942878.2
OG0004408	XP_035730627.1	XP_001942883.2, XP_029342951.1, XP_029341050.1
OG0004409	XP_035728419.1	XP_001942888.2
OG0004410	XP_035720846.1	XP_001942892.2
OG0004411	XP_035722405.1	XP_001942986.1
OG0004412	XP_035719195.1	XP_001942989.1
OG0004414	XP_035738576.1	XP_001943160.2
OG0004416	XP_035738970.1	XP_001943233.4
OG0004417	XP_035729764.1	XP_001943396.2
OG0004418	XP_035730683.1	XP_001943475.2
OG0004419	XP_035732549.1	XP_001943478.2
OG0004420	XP_035731618.1, XP_035731617.1, XP_035731616.1	XP_001943508.1
OG0004421	XP_035720456.1	XP_001943509.2
OG0004422	XP_035740657.1	XP_001943554.1, XP_008186319.1
OG0004423	XP_035720991.1	XP_001943587.5
OG0004424	XP_035743112.1	XP_029340954.1, XP_001943599.2
OG0004425	XP_035723415.1	XP_001945523.1, XP_001944221.1, XP_001943616.1
OG0004426	XP_035724104.1	XP_003245197.1, XP_008184049.1, XP_001943642.1
OG0004427	XP_035739301.1	XP_001943645.1
OG0004428	XP_035736768.1	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1
OG0004429	XP_035732065.1	XP_001943718.2
OG0004430	XP_035739616.1	XP_001943735.2
OG0004431	XP_035722511.1	XP_001943793.2
OG0004432	XP_035741162.1	XP_001943865.1
OG0004433	XP_035731987.1	XP_001943879.1
OG0004434	XP_035734164.1	XP_016663093.1, XP_001943914.1, XP_008186950.1
OG0004435	XP_035735155.1	XP_001943923.2
OG0004436	XP_035730356.1	XP_001943937.1
OG0004437	XP_035724802.1	XP_029348693.1, XP_001943962.1
OG0004438	XP_035727371.1	XP_029343495.1, XP_001943964.1
OG0004439	XP_035718572.1	XP_001944027.1
OG0004440	XP_035727370.1	XP_001944064.2
OG0004441	XP_035738273.1	XP_001944082.2, XP_029345734.1
OG0004442	XP_035740372.1	XP_001944089.1
OG0004443	XP_035731329.1	XP_001944118.2
OG0004444	XP_035740096.1	XP_029341716.1
OG0004445	XP_035723788.1	XP_001944183.2
OG0004446	XP_035719324.1	XP_001944292.2
OG0004447	XP_035735179.1, XP_035735188.1	XP_001944300.1
OG0004448	XP_035728727.1	XP_001944310.1
OG0004449	XP_035743694.1	XP_016659859.2, XP_001944313.3
OG0004450	XP_035727401.1	XP_001944556.1
OG0004451	XP_035725506.1	XP_001944606.2
OG0004452	XP_035731645.1	XP_001944629.2
OG0004453	XP_035720216.1	XP_001944662.2
OG0004454	XP_035736689.1	XP_016661451.1, XP_001944699.1
OG0004455	XP_035727968.1	XP_001948523.1, XP_001944737.2
OG0004456	XP_035719560.1	XP_001944774.2
OG0004457	XP_035736630.1	XP_001944802.2
OG0004458	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1	XP_001944870.2
OG0004459	XP_035731942.1	XP_001944872.2
OG0004460	XP_035721446.1	XP_001944886.1
OG0004461	XP_035718765.1	XP_016656729.1, XP_001944925.1
OG0004462	XP_035722733.1	XP_001944996.2
OG0004463	XP_035721801.1, XP_035721800.1	XP_001945032.2
OG0004465	XP_035726580.1	XP_001945049.1
OG0004466	XP_035732099.1	XP_008189854.1, XP_001945051.1
OG0004467	XP_035737645.1	XP_001945056.2
OG0004468	XP_035734723.1	XP_001945090.2
OG0004469	XP_035725041.1	XP_001945261.1
OG0004470	XP_035744270.1	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2
OG0004471	XP_035730247.1	XP_001945383.1
OG0004472	XP_035727785.1	XP_001945447.1
OG0004473	XP_035733284.1	XP_001945457.2
OG0004474	XP_035725461.1	XP_001945470.2
OG0004475	XP_035743318.1	XP_001945482.1, XP_008189702.1, XP_001947050.2
OG0004476	XP_035718399.1	XP_001945544.2, XP_001950823.1
OG0004477	XP_035718420.1, XP_035718418.1	XP_001945548.1
OG0004478	XP_035730715.1	XP_001945618.1
OG0004479	XP_035722946.1	XP_001945676.2
OG0004480	XP_035736483.1	XP_001945718.1
OG0004481	XP_035733454.1	XP_001945726.2
OG0004483	XP_035730996.1	XP_001945759.1
OG0004484	XP_035732547.1	XP_001945839.1
OG0004485	XP_035740480.1	XP_001945877.2, XP_016657808.1
OG0004486	XP_035717168.1	XP_001948728.2, XP_001945904.1
OG0004487	XP_035730145.1	XP_001945912.1
OG0004488	XP_035743589.1	XP_001945971.2, XP_016661154.1
OG0004489	XP_035739350.1, XP_035739349.1	XP_001945984.1
OG0004490	XP_035725932.1	XP_001945987.1, XP_008178353.1
OG0004491	XP_035744192.1	XP_001946105.2
OG0004492	XP_035744278.1	XP_001946109.2
OG0004493	XP_035743917.1	XP_001946171.1
OG0004494	XP_035742984.1, XP_035742982.1, XP_035742983.1	XP_001946175.2
OG0004495	XP_035740269.1	XP_001946218.2
OG0004496	XP_035728802.1	XP_001946436.2
OG0004497	XP_035742527.1	XP_001946491.1
OG0004498	XP_035738459.1	XP_008187865.1, XP_001946525.1, XP_008187864.1
OG0004499	XP_035726016.1	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1
OG0004500	XP_035717636.1, XP_035717647.1	XP_001946615.2
OG0004501	XP_035736381.1	XP_001946631.2
OG0004502	XP_035719188.1	XP_001946649.1
OG0004503	XP_035739249.1	XP_001946726.2
OG0004504	XP_035723438.1	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1
OG0004505	XP_035717360.1	XP_001946768.2
OG0004506	XP_035736812.1	XP_029341774.1, XP_008185035.1, XP_001946792.1
OG0004507	XP_035718493.1	XP_001946821.2
OG0004508	XP_035742525.1	XP_001946885.2
OG0004509	XP_035720458.1	XP_001946907.2
OG0004510	XP_035740791.1	XP_001946924.1
OG0004511	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1	XP_001946953.1
OG0004512	XP_035738958.1	XP_001946991.1
OG0004513	XP_035743899.1	XP_001946996.1
OG0004514	XP_035718083.1	XP_001952270.1, XP_001947021.1
OG0004515	XP_035723012.1	XP_001947037.1, XP_008183032.2
OG0004516	XP_035719360.1	XP_001947060.1
OG0004517	XP_035733513.1	XP_001947065.1
OG0004518	XP_035739395.1, XP_035739400.1	XP_001947126.2
OG0004519	XP_035732781.1	XP_001947166.2, XP_029344483.1
OG0004520	XP_035731589.1	XP_029341575.1, XP_001947273.1
OG0004521	XP_035724029.1	XP_001947328.1
OG0004522	XP_035736624.1	XP_001947387.1
OG0004524	XP_035726861.1	XP_001947398.3
OG0004525	XP_035727535.1, XP_035727534.1	XP_001947645.2, XP_016660277.1
OG0004526	XP_035725124.1	XP_001947732.1
OG0004527	XP_035741321.1	XP_001947767.2
OG0004528	XP_035732005.1	XP_001947772.2
OG0004529	XP_035725981.1	XP_001947809.2
OG0004530	XP_035732562.1	XP_001947817.2
OG0004531	XP_035743346.1	XP_001947872.2
OG0004532	XP_035722309.1	XP_001947945.1
OG0004533	XP_035724228.1	XP_001948072.2
OG0004534	XP_035744288.1	XP_001948138.2
OG0004535	XP_035720361.1	XP_001948145.1
OG0004536	XP_035728877.1	XP_001948152.1
OG0004537	XP_035727784.1, XP_035727783.1	XP_001948157.1
OG0004538	XP_035742290.1	XP_001948198.2
OG0004539	XP_035739489.1, XP_035739491.1, XP_035739492.1	XP_001948320.2
OG0004540	XP_035741431.1	XP_001948335.1
OG0004541	XP_035733690.1	XP_001948479.1
OG0004542	XP_035721472.1, XP_035721471.1	XP_001948540.2
OG0004543	XP_035725469.1	XP_001948606.2, XP_008181239.1
OG0004544	XP_035728685.1	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1
OG0004545	XP_035720694.1	XP_001948743.1
OG0004546	XP_035717775.1	XP_001948769.2
OG0004547	XP_035734168.1	XP_001948777.2
OG0004548	XP_035718891.1, XP_035718885.1	XP_001948786.2
OG0004549	XP_035734368.1	XP_001948791.1
OG0004550	XP_035723468.1, XP_035723469.1	XP_001948824.1
OG0004551	XP_035741618.1	XP_001948875.2, XP_003240608.1
OG0004552	XP_035744247.1	XP_001948876.1, XP_008185358.1
OG0004553	XP_035736693.1	XP_001948891.2
OG0004554	XP_035732265.1	XP_001949019.4
OG0004555	XP_035719814.1	XP_001949034.1, XP_008184617.1
OG0004556	XP_035729879.1	XP_001949045.2, XP_001951002.2, XP_003244772.1
OG0004557	XP_035718826.1	XP_001949104.1
OG0004558	XP_035739619.1, XP_035739618.1	XP_001949206.2
OG0004559	XP_035727085.1	XP_001949239.1
OG0004560	XP_035741070.1	XP_001949250.2
OG0004561	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1	XP_001949325.2
OG0004562	XP_035734298.1	XP_001949378.1
OG0004563	XP_035738719.1, XP_035738720.1	XP_001949379.1
OG0004564	XP_035719074.1	XP_001949430.1
OG0004565	XP_035732967.1	XP_001949511.1, XP_001949478.2
OG0004566	XP_035738102.1	XP_001949561.1
OG0004567	XP_035727965.1	XP_001949610.2
OG0004568	XP_035717632.1	XP_001949624.2
OG0004569	XP_035736598.1	XP_001949688.1, XP_008185919.1, XP_029342435.1
OG0004570	XP_035737834.1	XP_001949768.1
OG0004571	XP_035730160.1	XP_001949774.2, XP_003245678.1, XP_029342335.1
OG0004572	XP_035739695.1	XP_001949796.2
OG0004573	XP_035725273.1	XP_001949959.4
OG0004574	XP_035723905.1	XP_001949981.1
OG0004575	XP_035736607.1, XP_035736617.1	XP_001950004.1, XP_029343882.1
OG0004576	XP_035741448.1	XP_001950008.1
OG0004577	XP_035736948.1	XP_008179387.1, XP_001950034.2, XP_029342961.1
OG0004578	XP_035720316.1	XP_001950075.1
OG0004579	XP_035730305.1	XP_001950096.1
OG0004580	XP_035726989.1	XP_001950144.2
OG0004581	XP_035718126.1, XP_035718127.1	XP_001950178.1
OG0004582	XP_035741597.1	XP_001950182.1
OG0004583	XP_035724342.1	XP_001950266.1
OG0004584	XP_035729436.1	XP_001950283.2
OG0004585	XP_035729318.1	XP_001950301.1
OG0004586	XP_035738140.1	XP_001950365.1, XP_008181397.1
OG0004587	XP_035726854.1	XP_001950366.1
OG0004588	XP_035728451.1	XP_016659652.1, XP_016659653.1, XP_001950394.1
OG0004589	XP_035719652.1	XP_001950445.2
OG0004590	XP_035742345.1, XP_035722158.1	XP_001950474.2
OG0004591	XP_035735119.1	XP_008185610.1, XP_001950505.2
OG0004592	XP_035736298.1	XP_001950512.1
OG0004593	XP_035742710.1	XP_029341175.1, XP_008179099.1, XP_001950571.2
OG0004594	XP_035719938.1	XP_001950593.1
OG0004595	XP_035721189.1	XP_001950752.1
OG0004596	XP_035742046.1	XP_001950774.1
OG0004597	XP_035717976.1, XP_035717977.1	XP_001950802.1
OG0004598	XP_035735382.1	XP_001950821.2, XP_003247849.1
OG0004599	XP_035727075.1	XP_001950847.1
OG0004600	XP_035740811.1	XP_001950873.2
OG0004601	XP_035740893.1	XP_001950874.1
OG0004602	XP_035736782.1	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1
OG0004603	XP_035717614.1	XP_001951157.2
OG0004604	XP_035720859.1	XP_001951723.1, XP_016662217.1, XP_001951289.2
OG0004605	XP_035739965.1	XP_001951340.1, XP_003242868.1
OG0004606	XP_035732368.1	XP_001951451.1
OG0004607	XP_035728820.1	XP_001951458.1
OG0004608	XP_035734170.1	XP_001951460.2
OG0004609	XP_035725020.1	XP_001951489.1
OG0004610	XP_035717927.1	XP_003246418.1, XP_001951616.2, XP_029344190.1
OG0004611	XP_035741076.1	XP_003244497.1, XP_001951619.1
OG0004612	XP_035719083.1, XP_035719085.1	XP_001951641.1
OG0004613	XP_035724113.1	XP_001951648.1
OG0004614	XP_035719307.1, XP_035719306.1	XP_001951740.2
OG0004615	XP_035737103.1	XP_001951775.1
OG0004616	XP_035728362.1	XP_001951792.1
OG0004617	XP_035743838.1	XP_001951828.1
OG0004618	XP_035718821.1	XP_001951831.1
OG0004619	XP_035742052.1	XP_001951882.1
OG0004620	XP_035738675.1, XP_035738677.1, XP_035738676.1	XP_001951883.1
OG0004621	XP_035731421.1	XP_001951890.1
OG0004622	XP_035728803.1	XP_001951900.2, XP_008178641.1
OG0004623	XP_035726328.1	XP_001952026.2
OG0004624	XP_035727176.1	XP_001952066.1
OG0004625	XP_035739078.1	XP_001952088.2, XP_008185740.1
OG0004626	XP_035729568.1	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1
OG0004627	XP_035717167.1	XP_001952139.1
OG0004628	XP_035738020.1	XP_001952228.2
OG0004629	XP_035733675.1	XP_001952234.2, XP_003247769.2
OG0004630	XP_035727858.1	XP_001952248.2
OG0004631	XP_035739954.1	XP_001952277.2
OG0004632	XP_035743522.1	XP_001952335.1, XP_029342792.1
OG0004633	XP_035741518.1	XP_016659626.1, XP_001952525.1, XP_008187098.1
OG0004634	XP_035730945.1	XP_001952576.1, XP_029343772.1
OG0004635	XP_035719578.1	XP_001952692.2
OG0004636	XP_035744257.1	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1
OG0004637	XP_035732305.1	XP_001952732.2
OG0004638	XP_035722884.1	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1
OG0004639	XP_035738909.1	XP_001952843.1
OG0004640	XP_035724814.1	XP_001952851.1
OG0004641	XP_035721024.1	XP_001952869.2
OG0004642	XP_035737517.1	XP_003240032.1
OG0004643	XP_035743049.1, XP_035742918.1	XP_003240033.1
OG0004644	XP_035726031.1	XP_003240848.1
OG0004645	XP_035726653.1	XP_003240875.1
OG0004646	XP_035726393.1	XP_003240907.1
OG0004647	XP_035729392.1	XP_008181676.1, XP_003240956.1
OG0004648	XP_035734993.1	XP_003241209.1, XP_008187244.1
OG0004649	XP_035732704.1	XP_003241249.1
OG0004650	XP_035726684.1	XP_016656098.1, XP_003241299.1
OG0004651	XP_035723342.1	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1
OG0004652	XP_035735987.1	XP_003241607.1
OG0004653	XP_035740333.1	XP_003241879.1
OG0004654	XP_035740642.1	XP_003242132.1
OG0004655	XP_035719255.1	XP_003242207.1
OG0004656	XP_035743716.1	XP_016657738.1, XP_003242500.1, XP_029345858.1
OG0004657	XP_035732921.1	XP_003242590.1
OG0004658	XP_035728660.1, XP_035728662.1	XP_003242773.1
OG0004659	XP_035740562.1	XP_003242881.1
OG0004660	XP_035740972.1	XP_003243299.1
OG0004661	XP_035743433.1, XP_035743435.1	XP_003243353.1
OG0004662	XP_035719933.1	XP_003243360.1
OG0004663	XP_035737078.1	XP_003243482.1, XP_008189408.2
OG0004665	XP_035735797.1, XP_035735800.1	XP_003243678.1
OG0004666	XP_035723315.1	XP_003243688.1, XP_016658937.1
OG0004667	XP_035725205.1	XP_003243704.1, XP_016658951.2
OG0004668	XP_035731607.1	XP_003243867.1
OG0004669	XP_035729502.1	XP_008190254.2, XP_003243945.1
OG0004670	XP_035740208.1	XP_016659348.1, XP_003244101.1
OG0004671	XP_035736860.1	XP_003244169.1
OG0004672	XP_035740059.1	XP_003244232.2, XP_008185139.2, XP_016659627.1
OG0004673	XP_035719840.1, XP_035719839.1, XP_035719838.1	XP_003244281.1
OG0004674	XP_035725941.1	XP_003244420.1, XP_016659749.1
OG0004675	XP_035720069.1	XP_003244857.1, XP_008183561.1
OG0004676	XP_035731558.1	XP_003245146.1
OG0004677	XP_035733537.1	XP_003245155.1
OG0004678	XP_035726917.1	XP_003245232.1
OG0004679	XP_035719462.1	XP_003245325.1
OG0004681	XP_035740527.1	XP_003245677.1
OG0004682	XP_035719126.1, XP_035719129.1	XP_003245829.1
OG0004683	XP_035718631.1	XP_003246237.1, XP_003245977.1
OG0004684	XP_035717544.1	XP_003246152.1, XP_008186984.1, XP_029345876.1
OG0004685	XP_035740395.1	XP_003246310.1
OG0004686	XP_035741490.1	XP_003246326.1
OG0004687	XP_035732077.1	XP_003246352.1
OG0004688	XP_035717692.1	XP_003246486.1
OG0004689	XP_035725207.1	XP_003246656.1
OG0004690	XP_035732918.1	XP_003246768.1
OG0004691	XP_035720115.1, XP_035742252.1	XP_003246926.1
OG0004692	XP_035742270.1	XP_003246927.1, XP_008186600.1
OG0004693	XP_035732980.1, XP_035732979.1, XP_035732978.1	XP_003247023.1
OG0004695	XP_035741903.1	XP_003247087.1
OG0004696	XP_035738754.1	XP_003247245.1
OG0004697	XP_035730115.1	XP_003247362.1
OG0004698	XP_035736973.1, XP_035736974.1	XP_003247894.1, XP_029347018.1
OG0004699	XP_035733184.1	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1
OG0004700	XP_035736054.1	XP_003248569.1
OG0004701	XP_035734610.1	XP_003248621.2, XP_029343275.1
OG0004702	XP_035724891.1	XP_003248651.1, XP_029342864.1
OG0004703	XP_035739091.1	XP_016660313.2, XP_003248767.1
OG0004704	XP_035741705.1, XP_035741703.1	XP_029347428.1, XP_008178143.1
OG0004705	XP_035723297.1	XP_008178228.1
OG0004707	XP_035734475.1	XP_008178489.1
OG0004708	XP_035730752.1	XP_008179000.3
OG0004709	XP_035723993.1	XP_016659693.1, XP_008182875.2, XP_008182874.1, XP_008179015.1, XP_008182876.1, XP_029346723.1, XP_016664521.1
OG0004710	XP_035738732.1	XP_008179061.1
OG0004711	XP_035743912.1	XP_008179200.1
OG0004712	XP_035730444.1	XP_008179207.1
OG0004713	XP_035744151.1	XP_008179246.1
OG0004714	XP_035737855.1	XP_008179251.1
OG0004715	XP_035718069.1	XP_008179459.1, XP_029341347.1, XP_008180544.1, XP_029348634.1, XP_029341345.1
OG0004716	XP_035736267.1, XP_035736265.1, XP_035736264.1	XP_008179645.1
OG0004717	XP_035726360.1	XP_008179717.1
OG0004718	XP_035718010.1	XP_008179806.1, XP_029344347.1, XP_008179803.1
OG0004719	XP_035739450.1	XP_008179898.1, XP_016657385.1
OG0004720	XP_035728127.1	XP_008179932.1
OG0004721	XP_035725206.1	XP_008179981.2
OG0004722	XP_035734329.1	XP_008180137.1
OG0004723	XP_035723010.1	XP_008180171.1
OG0004724	XP_035718838.1	XP_016657638.1, XP_016657637.1, XP_008180220.1
OG0004725	XP_035738655.1	XP_008180338.1
OG0004726	XP_035731120.1	XP_008180500.1
OG0004728	XP_035721825.1	XP_008180798.1
OG0004729	XP_035729411.1, XP_035729412.1	XP_008181242.1
OG0004730	XP_035729333.1	XP_008181295.1, XP_008181296.1
OG0004731	XP_035724235.1	XP_008181299.1
OG0004732	XP_035737221.1	XP_008181380.2
OG0004733	XP_035732448.1	XP_008181438.1
OG0004734	XP_035741180.1	XP_008181680.1
OG0004735	XP_035732117.1	XP_008181755.1, XP_008181754.1, XP_008181756.1
OG0004736	XP_035727103.1	XP_029343402.1, XP_008181831.1
OG0004737	XP_035720641.1	XP_029344374.1, XP_008182145.1
OG0004738	XP_035735224.1	XP_008182158.1, XP_008182157.1, XP_008182159.1
OG0004739	XP_035717805.1	XP_008182333.1
OG0004740	XP_035718892.1	XP_008182637.1, XP_029347286.1
OG0004741	XP_035741417.1	XP_008182658.1
OG0004742	XP_035743985.1	XP_008182783.1
OG0004743	XP_035741362.1	XP_008183041.1, XP_008183042.1
OG0004744	XP_035724432.1	XP_008183106.1
OG0004745	XP_035739531.1	XP_008183123.1
OG0004746	XP_035725887.1	XP_008183269.1, XP_029344607.1
OG0004747	XP_035735939.1	XP_008183402.1
OG0004748	XP_035726782.1	XP_016660164.1, XP_008183457.1
OG0004750	XP_035730884.1	XP_008183505.1
OG0004751	XP_035734863.1	XP_008183740.1
OG0004752	XP_035736623.1	XP_008183753.1
OG0004753	XP_035719097.1, XP_035719098.1, XP_035719099.1	XP_008183776.1
OG0004754	XP_035743178.1	XP_008183822.1
OG0004755	XP_035729742.1	XP_008183903.1
OG0004756	XP_035743970.1	XP_008184114.1
OG0004757	XP_035730271.1	XP_008184182.1
OG0004758	XP_035731827.1	XP_008184964.1
OG0004759	XP_035743652.1	XP_029341519.1, XP_008185217.2, XP_016662806.1
OG0004760	XP_035724128.1	XP_008185225.1
OG0004761	XP_035726808.1	XP_029341759.1, XP_029346488.1, XP_008185232.2
OG0004762	XP_035729832.1	XP_008185239.2
OG0004763	XP_035722862.1	XP_008185324.2
OG0004764	XP_035735923.1	XP_008185560.1
OG0004765	XP_035742605.1	XP_008185695.1
OG0004766	XP_035741326.1	XP_008185810.1
OG0004767	XP_035733582.1	XP_008185928.1
OG0004768	XP_035727555.1	XP_008186206.3
OG0004769	XP_035744214.1, XP_035744213.1, XP_035744212.1	XP_008186357.1
OG0004770	XP_035730913.1, XP_035730915.1	XP_008186509.2
OG0004771	XP_035720459.1	XP_008186725.1
OG0004772	XP_035737657.1	XP_029345899.1, XP_008186785.1
OG0004773	XP_035724009.1	XP_008186791.1
OG0004774	XP_035721842.1	XP_008186908.1
OG0004775	XP_035739883.1	XP_008186917.1
OG0004776	XP_035741656.1	XP_008187113.1
OG0004777	XP_035741365.1	XP_008187196.1, XP_029344989.1
OG0004778	XP_035741796.1, XP_035741792.1	XP_008187528.1
OG0004779	XP_035743273.1	XP_008187553.3
OG0004780	XP_035738081.1	XP_008187554.2
OG0004781	XP_035723202.1	XP_008187578.1
OG0004782	XP_035720329.1	XP_008187653.1
OG0004783	XP_035728452.1	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1
OG0004784	XP_035721844.1	XP_008187683.1
OG0004785	XP_035740770.1	XP_008187746.1
OG0004786	XP_035724907.1	XP_029346180.1, XP_008187779.1
OG0004787	XP_035726795.1	XP_029343841.1, XP_008187829.1
OG0004788	XP_035735175.1	XP_008187879.1
OG0004789	XP_035734208.1	XP_008187934.2
OG0004790	XP_035718155.1	XP_008187936.1
OG0004791	XP_035735129.1, XP_035735134.1	XP_008189370.2, XP_008187968.1
OG0004792	XP_035733771.1	XP_008188044.1
OG0004793	XP_035727959.1	XP_008188165.1
OG0004794	XP_035721590.1	XP_008188563.1
