Orthogroup	Vespa_mandarinia	Drosophila_melanogaster
OG0004539	XP_035739489.1, XP_035739491.1, XP_035739492.1	NP_001260821.1
OG0004540	XP_035741431.1	NP_476979.1
OG0004541	XP_035733690.1	NP_524344.1
OG0004542	XP_035721472.1, XP_035721471.1	NP_001260580.1
OG0004544	XP_035728685.1	NP_524673.3
OG0004545	XP_035720694.1	NP_001284713.1
OG0004547	XP_035734168.1	NP_001015473.1
OG0004548	XP_035718891.1	NP_001246804.1
OG0004549	XP_035734368.1	NP_651718.1
OG0004550	XP_035723468.1, XP_035723469.1	NP_573230.1
OG0004551	XP_035741618.1	NP_001245759.1
OG0004552	XP_035744247.1	NP_733044.1
OG0004553	XP_035736693.1	NP_001261278.1
OG0004554	XP_035732265.1	NP_573190.1
OG0004555	XP_035719814.1	NP_725632.1
OG0004556	XP_035729879.1	NP_001163123.1
OG0004557	XP_035718826.1	NP_651691.4
OG0004558	XP_035739619.1, XP_035739618.1	NP_649079.2
OG0004559	XP_035727085.1	NP_649911.1
OG0004560	XP_035741070.1	NP_650253.1
OG0004561	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1	NP_609299.1
OG0004563	XP_035738719.1, XP_035738720.1	NP_732527.1
OG0004564	XP_035719074.1	NP_001262636.1
OG0004565	XP_035732967.1	NP_001260630.1
OG0004566	XP_035738102.1	NP_608995.2
OG0004567	XP_035727965.1	NP_609446.1
OG0004568	XP_035717632.1	NP_001286611.1
OG0004569	XP_035736598.1	NP_723811.1
OG0004570	XP_035737834.1	NP_477431.1, NP_001285857.1
OG0004571	XP_035730160.1	NP_001263057.1
OG0004572	XP_035739695.1	NP_001260556.1
OG0004573	XP_035725273.1	NP_523947.2
OG0004574	XP_035723905.1	NP_649784.1
OG0004575	XP_035736607.1, XP_035736617.1	NP_476656.1
OG0004576	XP_035741448.1	NP_572694.1
OG0004577	XP_035736948.1	NP_001286657.1
OG0004578	XP_035720316.1	NP_001036641.1
OG0004579	XP_035730305.1	NP_572353.1
OG0004580	XP_035726989.1	NP_650835.1
OG0004581	XP_035718126.1, XP_035718127.1	NP_001260163.1
OG0004582	XP_035741597.1	NP_650152.1, NP_727091.1
OG0004583	XP_035724342.1	NP_524429.1
OG0004584	XP_035729436.1	NP_001262802.1
OG0004585	XP_035729318.1	NP_573352.2, NP_001261744.1
OG0004586	XP_035738140.1	NP_477329.1
OG0004587	XP_035726854.1	NP_001260046.1
OG0004588	XP_035728451.1	NP_477395.1
OG0004589	XP_035719652.1	NP_524308.2
OG0004590	XP_035742345.1, XP_035722158.1	NP_476927.1
OG0004591	XP_035735119.1	NP_572160.1
OG0004592	XP_035736298.1	NP_524331.2
OG0004593	XP_035742710.1	NP_729802.1
OG0004594	XP_035719938.1	NP_476995.1
OG0004596	XP_035742046.1	NP_001262598.1
OG0004597	XP_035717976.1, XP_035717977.1	NP_001188830.1
OG0004598	XP_035735382.1	NP_611335.1
OG0004599	XP_035727075.1	NP_001246025.1
OG0004600	XP_035740811.1	NP_610172.1
OG0004601	XP_035740893.1	NP_523528.1
OG0004602	XP_035736782.1	NP_996031.1
OG0004603	XP_035717614.1	NP_001162897.1
OG0004604	XP_035720859.1	NP_733256.2
OG0004605	XP_035739965.1	NP_001286057.1
OG0004606	XP_035732368.1	NP_609535.1
OG0004607	XP_035728820.1	NP_001286102.1
OG0004608	XP_035734170.1	NP_648294.1, NP_650191.1
OG0004609	XP_035725020.1	NP_001259382.1
OG0004610	XP_035717927.1	NP_001259243.1
OG0004611	XP_035741076.1	NP_648486.1
OG0004612	XP_035719083.1, XP_035719085.1	NP_572303.4
OG0004613	XP_035724113.1	NP_611943.1
OG0004614	XP_035719307.1, XP_035719306.1	NP_001261836.1
OG0004615	XP_035737103.1	NP_648669.1
OG0004616	XP_035728362.1	NP_001189103.1
OG0004617	XP_035743838.1	NP_651407.3
OG0004618	XP_035718821.1	NP_001097000.1
OG0004619	XP_035742052.1	NP_001261931.1
OG0004620	XP_035738675.1, XP_035738677.1, XP_035738676.1	NP_523782.1
OG0004621	XP_035731421.1	NP_608544.1
OG0004623	XP_035726328.1	NP_730435.2
OG0004624	XP_035727176.1	NP_511165.1
OG0004625	XP_035739078.1	NP_788494.1
OG0004627	XP_035717167.1	NP_648657.1
OG0004628	XP_035738020.1	NP_524190.2
OG0004629	XP_035733675.1	NP_001259964.1
OG0004630	XP_035727858.1	NP_648838.3
OG0004631	XP_035739954.1	NP_001259553.1
OG0004632	XP_035743522.1	NP_610605.1
OG0004633	XP_035741518.1	NP_477385.1
OG0004634	XP_035730945.1	NP_609085.1, NP_001096868.3
OG0004635	XP_035719578.1	NP_001246458.1
OG0004636	XP_035744257.1	NP_610311.1
OG0004637	XP_035732305.1	NP_001246862.1
OG0004638	XP_035722884.1	NP_001285788.1
OG0004639	XP_035738909.1	NP_610589.2
OG0004640	XP_035724814.1	NP_001097639.2
OG0004641	XP_035721024.1	NP_611248.3
OG0004642	XP_035737517.1	NP_001097280.2
OG0004643	XP_035743049.1, XP_035742918.1	NP_001260109.1
OG0004644	XP_035726031.1	NP_001263138.1
OG0004645	XP_035726653.1	NP_001334718.1
OG0004646	XP_035726393.1	NP_001262454.1
OG0004647	XP_035729392.1	NP_001262819.1
OG0004648	XP_035734993.1	NP_001246859.1
OG0004649	XP_035732704.1	NP_001284963.1
OG0004650	XP_035726684.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_035723342.1	NP_611869.1
OG0004652	XP_035735987.1	NP_649555.1
OG0004653	XP_035740333.1	NP_610683.1
OG0004654	XP_035740642.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_035719255.1	NP_788538.2
OG0004656	XP_035743716.1	NP_609111.1
OG0004657	XP_035732921.1	NP_524994.2
OG0004658	XP_035728660.1, XP_035728662.1	NP_001260879.1
OG0004659	XP_035740562.1	NP_001097336.1
OG0004660	XP_035740972.1	NP_001137912.1
OG0004661	XP_035743433.1, XP_035743435.1	NP_648315.1
OG0004662	XP_035719933.1	NP_001163512.1
OG0004663	XP_035737078.1	NP_524538.2
OG0004665	XP_035735797.1, XP_035735800.1	NP_001033805.1
OG0004666	XP_035723315.1	NP_649137.3
OG0004667	XP_035725205.1	NP_612028.4
OG0004668	XP_035731607.1	NP_001287459.1
OG0004669	XP_035729502.1	NP_610850.1
OG0004670	XP_035740208.1	NP_608450.1
OG0004671	XP_035736860.1	NP_001036433.1
OG0004672	XP_035740059.1	NP_001262765.1
OG0004673	XP_035719840.1, XP_035719839.1, XP_035719838.1	NP_001284934.1
OG0004674	XP_035725941.1	NP_001285279.1
OG0004675	XP_035720069.1	NP_001284969.1
OG0004676	XP_035731558.1	NP_001260366.1
OG0004677	XP_035733537.1	NP_001286952.1
OG0004678	XP_035726917.1	NP_650002.1
OG0004679	XP_035719462.1	NP_725520.3
OG0004681	XP_035740527.1	NP_731599.1
OG0004682	XP_035719126.1, XP_035719129.1	NP_608573.1
OG0004683	XP_035718631.1	NP_001262946.1
OG0004684	XP_035717544.1	NP_001027422.1
OG0004685	XP_035740395.1	NP_524302.1
OG0004686	XP_035741490.1	NP_477339.1
OG0004687	XP_035732077.1	NP_611382.1
OG0004688	XP_035717692.1	NP_648505.1, NP_001036344.1
OG0004689	XP_035725207.1	NP_001162848.1
OG0004691	XP_035720115.1, XP_035742252.1	NP_651942.2
OG0004692	XP_035742270.1	NP_726604.1
OG0004693	XP_035732980.1, XP_035732979.1, XP_035732978.1	NP_524435.2, NP_001262805.1
OG0004695	XP_035741903.1	NP_001246231.1
OG0004696	XP_035738754.1	NP_001260810.1
OG0004697	XP_035730115.1	NP_001286201.1
OG0004698	XP_035736973.1, XP_035736974.1	NP_647866.2
OG0004699	XP_035733184.1	NP_650451.1
OG0004700	XP_035736054.1	NP_726032.4
OG0004701	XP_035734610.1	NP_648950.1
OG0004702	XP_035724891.1	NP_610854.1
OG0004704	XP_035741705.1, XP_035741703.1	NP_569971.3
OG0004705	XP_035723297.1	NP_001284818.1
OG0004707	XP_035734475.1	NP_609174.1
OG0004708	XP_035730752.1	NP_001097440.1
OG0004710	XP_035738732.1	NP_725706.1, NP_725705.2
OG0004711	XP_035743912.1	NP_611009.1
OG0004712	XP_035730444.1	NP_001162991.1
OG0004713	XP_035744151.1	NP_609942.1, NP_001188537.1
OG0004714	XP_035737855.1	NP_001262192.1
OG0004715	XP_035718069.1	NP_524221.1
OG0004716	XP_035736267.1, XP_035736265.1, XP_035736264.1	NP_001286488.1
OG0004717	XP_035726360.1	NP_477507.1, NP_001261024.1
OG0004718	XP_035718010.1	NP_001097489.1
OG0004719	XP_035739450.1	NP_001246662.1
OG0004720	XP_035728127.1	NP_729020.2, NP_651191.1
OG0004721	XP_035725206.1	NP_001368942.1
OG0004722	XP_035734329.1	NP_652046.1
OG0004723	XP_035723010.1	NP_001368982.1
OG0004724	XP_035718838.1	NP_001027444.1
OG0004725	XP_035738655.1	NP_001246790.1
OG0004726	XP_035731120.1	NP_523674.1
OG0004728	XP_035721825.1	NP_001286292.1
OG0004729	XP_035729411.1, XP_035729412.1	NP_650353.1
OG0004730	XP_035729333.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_035724235.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_035737221.1	NP_651539.3
OG0004733	XP_035732448.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_035741180.1	NP_001163403.1
OG0004735	XP_035732117.1	NP_001097240.1
OG0004736	XP_035727103.1	NP_647832.1
OG0004737	XP_035720641.1	NP_650534.2
OG0004738	XP_035735224.1	NP_511055.1
OG0004739	XP_035717805.1	NP_609917.2
OG0004740	XP_035718892.1	NP_660192.1
OG0004741	XP_035741417.1	NP_001162673.1
OG0004743	XP_035741362.1	NP_001261451.1
OG0004744	XP_035724432.1	NP_727963.1
OG0004745	XP_035739531.1	NP_609922.2
OG0004746	XP_035725887.1	NP_001260464.1
OG0004747	XP_035735939.1	NP_001260155.1
OG0004748	XP_035726782.1	NP_611410.1
OG0004750	XP_035730884.1	NP_001097093.1
OG0004751	XP_035734863.1	NP_001097342.1
OG0004752	XP_035736623.1	NP_650299.1
OG0004753	XP_035719097.1, XP_035719098.1, XP_035719099.1	NP_523720.2
OG0004754	XP_035743178.1	NP_001287619.1
OG0004755	XP_035729742.1	NP_001014482.2
OG0004756	XP_035743970.1	NP_648352.2
OG0004757	XP_035730271.1	NP_608648.1
OG0004758	XP_035731827.1	NP_728830.1
OG0004760	XP_035724128.1	NP_001189150.1
OG0004761	XP_035726808.1	NP_573316.1
OG0004762	XP_035729832.1	NP_001284762.1
OG0004763	XP_035722862.1	NP_651709.1
OG0004764	XP_035735923.1	NP_523547.1
OG0004765	XP_035742605.1	NP_001286547.1
OG0004766	XP_035741326.1	NP_610283.1
OG0004767	XP_035733582.1	NP_001245953.1
OG0004768	XP_035727555.1	NP_001137784.1
OG0004769	XP_035744214.1, XP_035744213.1, XP_035744212.1	NP_647830.1
OG0004771	XP_035720459.1	NP_001259563.2
OG0004772	XP_035737657.1	NP_001286324.1
OG0004773	XP_035724009.1	NP_611139.1
OG0004774	XP_035721842.1	NP_524841.1
OG0004775	XP_035739883.1	NP_524310.1
OG0004777	XP_035741365.1	NP_477165.1
OG0004778	XP_035741796.1, XP_035741792.1	NP_573305.2
OG0004779	XP_035743273.1	NP_609318.1
OG0004780	XP_035738081.1	NP_001260600.1
OG0004781	XP_035723202.1	NP_648498.1
OG0004782	XP_035720329.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_035721844.1	NP_609957.2, NP_611428.1
OG0004785	XP_035740770.1	NP_651731.1
OG0004786	XP_035724907.1	NP_001287041.1
OG0004788	XP_035735175.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_035734208.1	NP_648346.1
OG0004791	XP_035735129.1, XP_035735134.1	NP_650898.1
OG0004792	XP_035733771.1	NP_729053.2
OG0004793	XP_035727959.1	NP_001163666.1
OG0004794	XP_035721590.1	NP_611091.2
OG0004795	XP_035732617.1	NP_001163629.2
OG0004796	XP_035719105.1	NP_001262885.1
OG0004797	XP_035728198.1	NP_573034.1
OG0004799	XP_035738204.1, XP_035738203.1	NP_651365.1
OG0004800	XP_035721503.1	NP_001163479.1
OG0004801	XP_035723152.1	NP_524622.1
OG0004802	XP_035740422.1	NP_608878.1, NP_001285607.1
OG0004803	XP_035726672.1, XP_035726674.1	NP_723224.2
OG0004805	XP_035732665.1	NP_001369043.1
OG0004806	XP_035739724.1	NP_523488.2
OG0004807	XP_035741368.1	NP_001260753.1, NP_525012.2
OG0004809	XP_035733898.1	NP_001260292.1, NP_609302.1
OG0004810	XP_035735627.1	NP_001137822.1
OG0004813	XP_035727107.1, XP_035726967.1	NP_001259963.1
OG0004814	XP_035725943.1	NP_477481.1
OG0004815	XP_035741591.1	NP_001245501.1
OG0004816	XP_035738503.1, XP_035738502.1, XP_035738501.1	NP_788296.1
OG0004817	XP_035726738.1	NP_650016.1
OG0004818	XP_035727121.1	NP_001262957.1
OG0004819	XP_035736217.1	NP_524870.1
OG0004820	XP_035729334.1	NP_724223.4
OG0004821	XP_035742070.1	NP_001259375.1, NP_651832.3
OG0004822	XP_035743781.1	NP_649251.2
OG0004823	XP_035722984.1	NP_610999.4
OG0004824	XP_035739075.1	NP_573313.2
OG0004826	XP_035719730.1	NP_729680.1
OG0004827	XP_035734654.1	NP_524888.1, NP_611455.1
OG0004828	XP_035723878.1, XP_035723883.1	NP_001261664.1
OG0004829	XP_035736293.1, XP_035736292.1	NP_001286982.1
OG0004830	XP_035741869.1	NP_729045.1, NP_573030.2
OG0004831	XP_035728379.1	NP_477089.3
OG0004832	XP_035731115.1	NP_001286934.1
OG0004833	XP_035738087.1	NP_648573.2
OG0004834	XP_035743884.1	NP_001286810.1
OG0004835	XP_035719241.1	NP_001137761.1
OG0004836	XP_035721831.1	NP_001261140.1
OG0004837	XP_035744262.1	NP_608489.2
OG0004838	XP_035742531.1	NP_609180.3
OG0004839	XP_035723524.1	NP_001356949.1
OG0004841	XP_035725625.1	NP_001261061.1
OG0004842	XP_035734496.1, XP_035734492.1	NP_608562.4
OG0004843	XP_035743276.1	NP_723087.1
OG0004844	XP_035743852.1	NP_650787.1
OG0004845	XP_035728631.1	NP_650203.3
OG0004846	XP_035720788.1	NP_001097259.2
OG0004847	XP_035741894.1	NP_788403.2
OG0004848	XP_035728691.1	NP_572427.1, NP_001356905.1
OG0004851	XP_035743218.1	NP_001261455.1
OG0004852	XP_035743018.1	NP_788073.1
OG0004853	XP_035738442.1, XP_035738441.1	NP_524143.2
OG0004854	XP_035717222.1	NP_996218.1
OG0004857	XP_035729849.1	NP_788423.1
OG0004858	XP_035720490.1	NP_001259102.1
OG0004859	XP_035728630.1	NP_001262715.1
OG0004861	XP_035718544.1	NP_001262624.1
OG0004862	XP_035740855.1	NP_572571.1
OG0004863	XP_035730706.1	NP_572372.1
OG0004864	XP_035729815.1	NP_611336.1
OG0004865	XP_035730899.1	NP_733162.2
OG0004866	XP_035743471.1, XP_035743474.1	NP_722590.2
OG0004867	XP_035730596.1, XP_035730597.1, XP_035730595.1	NP_572445.1
OG0004868	XP_035737935.1	NP_572437.2
OG0004869	XP_035725586.1	NP_647717.1
OG0004870	XP_035727892.1	NP_001189234.1
OG0004871	XP_035728827.1	NP_650924.3
OG0004872	XP_035737523.1	NP_612093.1
OG0004873	XP_035723681.1	NP_609731.1, NP_001096967.1
OG0004874	XP_035727614.1	NP_523483.2
OG0004875	XP_035738781.1	NP_523935.1
OG0004876	XP_035720046.1, XP_035720048.1	NP_732076.1
OG0004877	XP_035733770.1	NP_511080.2
OG0004878	XP_035724041.1	NP_609608.1
OG0004879	XP_035739867.1	NP_001014590.1
OG0004880	XP_035742691.1, XP_035742685.1	NP_001260114.1
OG0004883	XP_035737480.1	NP_610523.2
OG0004884	XP_035735533.1	NP_648282.1, NP_648283.1, NP_648280.1
OG0004885	XP_035719077.1, XP_035719076.1, XP_035719075.1	NP_612015.1
OG0004886	XP_035720407.1, XP_035720406.1	NP_610270.1
OG0004887	XP_035730307.1	NP_572771.1
OG0004888	XP_035732002.1	NP_610872.1, NP_725289.1
OG0004889	XP_035736405.1	NP_001285269.1
OG0004891	XP_035717354.1, XP_035717353.1	NP_649814.1
OG0004893	XP_035729580.1	NP_001097380.1
OG0004894	XP_035738365.1	NP_611833.1
OG0004895	XP_035741714.1	NP_731339.1
OG0004896	XP_035724694.1	NP_611836.2
OG0004897	XP_035731069.1	NP_608633.1
OG0004898	XP_035726327.1	NP_001262184.1
OG0004899	XP_035739722.1	NP_001286031.1
OG0004900	XP_035742919.1	NP_524751.3
OG0004901	XP_035723790.1	NP_731570.2
OG0004902	XP_035726002.1	NP_001286117.1, NP_001036372.2
OG0004903	XP_035720364.1	NP_001261903.1
OG0004904	XP_035726681.1	NP_524601.2
OG0004905	XP_035726230.1	NP_524454.2, NP_477404.1
OG0004908	XP_035730637.1, XP_035730638.1	NP_001137693.2
OG0004909	XP_035728541.1	NP_572382.1
OG0004910	XP_035734684.1	NP_995623.2, NP_726097.1
OG0004912	XP_035717919.1	NP_524031.2
OG0004913	XP_035729032.1	NP_722687.1
OG0004914	XP_035727109.1	NP_001260318.1
OG0004915	XP_035726675.1	NP_608379.1
OG0004916	XP_035718331.1	NP_476650.1
OG0004918	XP_035720651.1	NP_001247334.1
OG0004919	XP_035719139.1	NP_726743.1
OG0004920	XP_035743724.1	NP_001096958.1
OG0004921	XP_035717341.1	NP_648828.3
OG0004922	XP_035729007.1	NP_001286802.1
OG0004923	XP_035743696.1	NP_001262301.1
OG0004924	XP_035740402.1, XP_035740404.1	NP_788664.2, NP_731744.1
OG0004925	XP_035737837.1	NP_611822.1, NP_001261330.1
OG0004926	XP_035743987.1	NP_001260818.1
OG0004927	XP_035730578.1	NP_001356973.1
OG0004928	XP_035717198.1	NP_001286365.1
OG0004930	XP_035735626.1	NP_611973.2
OG0004931	XP_035721345.1	NP_001163196.1
OG0004932	XP_035738564.1, XP_035738563.1	NP_001137851.1
OG0004933	XP_035742202.1, XP_035742195.1, XP_035718070.1	NP_610627.2
OG0004934	XP_035732311.1	NP_001369081.1
OG0004935	XP_035730514.1	NP_611533.2
OG0004937	XP_035726583.1	NP_523450.1
OG0004938	XP_035727857.1	NP_723202.2
OG0004939	XP_035738769.1	NP_609371.2
OG0004940	XP_035743584.1	NP_001245861.1
OG0004941	XP_035722977.1	NP_001259695.1
OG0004943	XP_035738066.1	NP_573360.1
OG0004944	XP_035722798.1	NP_001286319.1
OG0004945	XP_035736136.1	NP_573331.1
OG0004947	XP_035723892.1, XP_035723894.1	NP_649494.1
OG0004948	XP_035720430.1, XP_035720434.1, XP_035720433.1, XP_035720431.1, XP_035720437.1, XP_035720435.1, XP_035720432.1	NP_647808.1
OG0004949	XP_035720318.1	NP_612032.1, NP_609430.1
OG0004950	XP_035744202.1, XP_035744201.1	NP_726563.1
OG0004951	XP_035735087.1	NP_001262918.1
OG0004952	XP_035728309.1	NP_610720.1
OG0004964	XP_035726660.1	NP_572651.1
OG0004976	XP_035738512.1	NP_001260550.2
OG0004977	XP_035738415.1	NP_611074.1
OG0004978	XP_035740371.1	NP_001285674.1
OG0004979	XP_035737274.1	NP_001034075.1, NP_652041.2
OG0004980	XP_035730423.1	NP_650309.1, NP_001036640.1
OG0004981	XP_035723465.1, XP_035723464.1	NP_001259052.1, NP_651212.1
OG0004982	XP_035740312.1	NP_001284828.1, NP_651987.1
OG0004983	XP_035735850.1	NP_477134.1
OG0004984	XP_035737467.1	NP_651040.3
OG0004985	XP_035726349.1	NP_001163061.1
OG0004986	XP_035725176.1	NP_648300.3
OG0004987	XP_035731209.1	NP_650726.1
OG0004988	XP_035734662.1	NP_651614.1, NP_573110.1
OG0004989	XP_035722874.1	NP_609363.1
OG0004990	XP_035741314.1	NP_001014633.2
OG0004991	XP_035734249.1	NP_001260877.1
OG0004992	XP_035730354.1	NP_608387.1
OG0004993	XP_035726490.1	NP_650073.1
OG0004994	XP_035734582.1	NP_001285124.1
OG0004995	XP_035736305.1	NP_001261567.1
OG0004996	XP_035724356.1	NP_651843.1, NP_476691.1
OG0004997	XP_035734302.1	NP_001284943.1
OG0004998	XP_035741803.1	NP_732309.1
OG0004999	XP_035735691.1	NP_649858.1
OG0005000	XP_035727575.1	NP_001287236.1
OG0005001	XP_035741067.1, XP_035741066.1	NP_523737.1
OG0005002	XP_035742280.1	NP_001263081.1
OG0005003	XP_035734338.1	NP_652574.3, NP_001285734.1
OG0005004	XP_035744277.1	NP_731983.1
OG0005005	XP_035728740.1	NP_001287386.1
OG0005006	XP_035734147.1	NP_609992.1
OG0005007	XP_035739148.1	NP_001137607.1
OG0005008	XP_035740846.1	NP_523836.2
OG0005009	XP_035730987.1	NP_001284928.1
OG0005010	XP_035730006.1	NP_001284908.1
OG0005011	XP_035724322.1	NP_001286464.1
OG0005012	XP_035722091.1	NP_723362.1
OG0005013	XP_035717195.1	NP_523466.2
OG0005014	XP_035719006.1	NP_523831.1
OG0005015	XP_035718407.1	NP_001104459.2
OG0005016	XP_035728054.1	NP_651968.1
OG0005017	XP_035732723.1	NP_610210.2, NP_649489.1
OG0005018	XP_035743547.1	NP_001284900.1
OG0005019	XP_035734452.1	NP_610818.1
OG0005020	XP_035730860.1	NP_001188794.1
OG0005021	XP_035731146.1	NP_572974.1
OG0005022	XP_035721619.1	NP_525092.1, NP_650910.1
OG0005023	XP_035718653.1	NP_001246409.1
OG0005024	XP_035731989.1	NP_477240.1
OG0005025	XP_035725744.1	NP_610676.2
OG0005027	XP_035729784.1	NP_609895.2
OG0005028	XP_035723450.1	NP_722835.1
OG0005029	XP_035720044.1	NP_001262519.1
OG0005030	XP_035731453.1	NP_648427.1
OG0005031	XP_035730244.1, XP_035730253.1	NP_651281.1
OG0005032	XP_035743103.1	NP_001285823.1
OG0005033	XP_035738466.1, XP_035738467.1	NP_524197.1
OG0005034	XP_035740158.1	NP_001260103.1
OG0005035	XP_035734077.1	NP_523683.1, NP_724931.1, NP_610584.2
OG0005036	XP_035729622.1	NP_610886.2
OG0005037	XP_035733260.1, XP_035733259.1	NP_001261954.1
OG0005038	XP_035740439.1	NP_001285678.1
OG0005041	XP_035733214.1	NP_001260878.1
OG0005042	XP_035723801.1	NP_651200.1
OG0005043	XP_035729493.1	NP_651397.1
OG0005044	XP_035718406.1	NP_572267.1, NP_524076.2
OG0005045	XP_035727146.1	NP_725975.2
OG0005046	XP_035722274.1	NP_608884.1
OG0005047	XP_035728195.1	NP_001097577.1
OG0005048	XP_035744110.1	NP_651887.1
OG0005050	XP_035727991.1	NP_523874.1
OG0005051	XP_035744240.1	NP_001261196.1
OG0005052	XP_035734094.1	NP_001036756.2
OG0005053	XP_035744075.1	NP_001245533.1
OG0005054	XP_035743401.1	NP_001027048.1
OG0005055	XP_035724642.1	NP_001262911.1
OG0005056	XP_035728218.1	NP_001189136.1
OG0005057	XP_035728170.1	NP_476631.1
OG0005058	XP_035732909.1	NP_001137828.1
OG0005059	XP_035735583.1	NP_649529.1
OG0005060	XP_035737818.1, XP_035737821.1	NP_650072.2
OG0005061	XP_035732707.1	NP_001262488.1
OG0005062	XP_035742626.1	NP_001356967.1
OG0005063	XP_035741641.1	NP_648201.1
OG0005064	XP_035744193.1	NP_001027236.1
OG0005065	XP_035730235.1	NP_524421.1
OG0005066	XP_035724269.1	NP_477302.1
OG0005067	XP_035719257.1	NP_651272.1
OG0005068	XP_035719009.1, XP_035719011.1	NP_001286566.1
OG0005069	XP_035743011.1	NP_650608.1
OG0005070	XP_035725911.1	NP_651657.1
OG0005072	XP_035742205.1	NP_001163560.1, NP_001285929.1
OG0005073	XP_035736166.1	NP_477135.2
OG0005076	XP_035727837.1	NP_001247017.1
OG0005077	XP_035738409.1	NP_570080.1
OG0005078	XP_035741669.1	NP_001286202.1
OG0005079	XP_035728948.1	NP_647860.1
OG0005080	XP_035729452.1	NP_573288.1
OG0005081	XP_035733967.1	NP_649240.1
OG0005082	XP_035738227.1	NP_524774.1
OG0005083	XP_035724253.1	NP_609671.1
OG0005084	XP_035739866.1	NP_001259199.1
OG0005085	XP_035738207.1	NP_001285295.1
OG0005086	XP_035738965.1	NP_572604.2
OG0005087	XP_035733230.1	NP_001246156.2
OG0005088	XP_035743757.1	NP_610363.1, NP_001260868.1
OG0005089	XP_035720388.1	NP_524270.2
OG0005090	XP_035722737.1	NP_610985.1
OG0005091	XP_035727051.1	NP_572777.2
OG0005092	XP_035735189.1, XP_035735187.1	NP_651457.1
OG0005093	XP_035740339.1	NP_001261250.1
OG0005095	XP_035736378.1	NP_649528.2
OG0005097	XP_035736875.1	NP_722922.1
OG0005098	XP_035735942.1	NP_001286189.1
OG0005099	XP_035723841.1	NP_611541.1
OG0005100	XP_035720227.1	NP_001261696.1
OG0005101	XP_035724005.1	NP_001261694.1
OG0005102	XP_035740854.1	NP_725047.2
OG0005103	XP_035719327.1	NP_001261994.1
OG0005104	XP_035729868.1	NP_652031.2
OG0005105	XP_035734243.1	NP_001259846.1
OG0005106	XP_035727981.1	NP_001285259.1
OG0005108	XP_035719031.1	NP_651850.1
OG0005109	XP_035730889.1	NP_524476.1
OG0005110	XP_035730729.1	NP_609623.1, NP_001285798.1
OG0005111	XP_035733228.1	NP_001284785.1
OG0005112	XP_035722609.1	NP_651295.1
