Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0003491	XP_035734012.1	XP_034187532.1
OG0003492	XP_035722321.1, XP_035722319.1	XP_034192482.1
OG0003493	XP_035725217.1	XP_034175733.1
OG0003494	XP_035728926.1, XP_035728925.1	XP_034185111.1
OG0003495	XP_035739750.1	XP_034193679.1
OG0003496	XP_035727473.1	XP_034172840.1
OG0003497	XP_035717989.1	XP_034172945.1, XP_034172947.1
OG0003498	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1	XP_034172587.1
OG0003499	XP_035737779.1, XP_035737771.1	XP_034171272.1
OG0003500	XP_035737356.1, XP_035737354.1, XP_035737355.1	XP_034176097.1
OG0003501	XP_035740613.1	XP_034181431.1
OG0003502	XP_035738145.1	XP_034181245.1, XP_034181228.1, XP_034181235.1
OG0003503	XP_035731958.1	XP_034182719.1
OG0003504	XP_035742148.1	XP_034190948.1, XP_034190949.1
OG0003506	XP_035720775.1	XP_034196624.1, XP_034196623.1
OG0003507	XP_035726875.1	XP_034180646.1
OG0003508	XP_035738765.1, XP_035738767.1, XP_035738766.1	XP_034175663.1
OG0003509	XP_035722353.1	XP_034170812.1
OG0003510	XP_035718282.1	XP_034173014.1
OG0003511	XP_035741063.1	XP_034193237.1
OG0003512	XP_035720217.1	XP_034176311.1
OG0003513	XP_035718942.1	XP_034185903.1
OG0003514	XP_035729687.1, XP_035729686.1	XP_034175263.1, XP_034175264.1
OG0003515	XP_035732586.1, XP_035732590.1	XP_034177092.1
OG0003516	XP_035732681.1, XP_035732683.1, XP_035732682.1	XP_034175969.1
OG0003517	XP_035738336.1	XP_034176159.1
OG0003518	XP_035718417.1	XP_034193283.1
OG0003519	XP_035734592.1	XP_034185646.1
OG0003520	XP_035743414.1	XP_034188272.1
OG0003521	XP_035734073.1	XP_034175083.1
OG0003522	XP_035732365.1	XP_034181845.1
OG0003523	XP_035742503.1	XP_034189028.1
OG0003524	XP_035722043.1	XP_034190538.1
OG0003525	XP_035720476.1, XP_035720475.1	XP_034194034.1
OG0003526	XP_035743557.1	XP_034195262.1
OG0003527	XP_035718095.1	XP_034174755.1
OG0003528	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1	XP_034192095.1
OG0003529	XP_035743257.1	XP_034182547.1, XP_034182549.1, XP_034182546.1
OG0003530	XP_035729917.1, XP_035729918.1, XP_035729916.1	XP_034193883.1
OG0003532	XP_035742315.1	XP_034190841.1, XP_034190838.1
OG0003533	XP_035723847.1	XP_034195639.1
OG0003534	XP_035736183.1	XP_034179025.1
OG0003535	XP_035737568.1	XP_034194912.1, XP_034194913.1
OG0003536	XP_035739524.1	XP_034184510.1
OG0003537	XP_035735664.1	XP_034178187.1
OG0003538	XP_035732596.1, XP_035732595.1	XP_034183919.1
OG0003539	XP_035718047.1	XP_034172648.1
OG0003541	XP_035717964.1	XP_034193314.1
OG0003542	XP_035723678.1, XP_035723677.1, XP_035723676.1	XP_034173716.1
OG0003543	XP_035742292.1	XP_034196504.1
OG0003544	XP_035728278.1	XP_034186552.1
OG0003545	XP_035719835.1	XP_034178665.1
OG0003546	XP_035736975.1	XP_034172460.1
OG0003547	XP_035730562.1	XP_034196673.1, XP_034196671.1
OG0003548	XP_035732987.1	XP_034193497.1
OG0003549	XP_035738447.1	XP_034183825.1
OG0003550	XP_035732609.1	XP_034173689.1, XP_034173690.1
OG0003551	XP_035727353.1	XP_034191930.1
OG0003552	XP_035729972.1	XP_034182566.1
OG0003553	XP_035738616.1	XP_034186261.1
OG0003554	XP_035721413.1, XP_035721411.1, XP_035721412.1	XP_034185502.1
OG0003555	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1	XP_034188662.1
OG0003556	XP_035739412.1	XP_034185596.1, XP_034185595.1
OG0003557	XP_035742101.1	XP_034177913.1
OG0003558	XP_035732785.1	XP_034175577.1
OG0003559	XP_035717241.1	XP_034184042.1
OG0003560	XP_035724341.1	XP_034174840.1
OG0003561	XP_035734788.1	XP_034187041.1, XP_034187042.1
OG0003562	XP_035730958.1	XP_034186793.1, XP_034186791.1
OG0003563	XP_035737868.1, XP_035737862.1	XP_034172272.1
OG0003564	XP_035736469.1	XP_034178044.1
OG0003565	XP_035741019.1	XP_034184037.1
OG0003566	XP_035733197.1, XP_035733198.1	XP_034191535.1, XP_034191536.1
OG0003567	XP_035719678.1, XP_035719677.1	XP_034177259.1, XP_034177260.1
OG0003568	XP_035718635.1, XP_035718632.1	XP_034175768.1
OG0003569	XP_035718458.1	XP_034175816.1
OG0003570	XP_035735335.1	XP_034191584.1
OG0003571	XP_035742635.1	XP_034179451.1
OG0003572	XP_035736274.1	XP_034193797.1
OG0003573	XP_035717792.1	XP_034173845.1
OG0003574	XP_035734451.1	XP_034189044.1
OG0003575	XP_035729876.1	XP_034196517.1, XP_034196518.1, XP_034196516.1
OG0003576	XP_035734505.1	XP_034186003.1, XP_034186004.1, XP_034186005.1, XP_034186006.1
OG0003577	XP_035740899.1	XP_034183535.1, XP_034183536.1
OG0003578	XP_035741956.1	XP_034189332.1
OG0003579	XP_035736814.1	XP_034172427.1
OG0003580	XP_035721139.1	XP_034185486.1
OG0003581	XP_035724089.1	XP_034195598.1
OG0003582	XP_035722593.1, XP_035722590.1	XP_034171512.1
OG0003583	XP_035737943.1, XP_035737942.1	XP_034182657.1
OG0003584	XP_035719058.1	XP_034190230.1
OG0003585	XP_035724190.1	XP_034175091.1, XP_034175092.1
OG0003586	XP_035731957.1, XP_035731956.1	XP_034174536.1
OG0003587	XP_035740442.1	XP_034191945.1, XP_034191946.1, XP_034191947.1, XP_034191944.1
OG0003588	XP_035726162.1	XP_034177589.1
OG0003589	XP_035735323.1, XP_035735322.1	XP_034194091.1
OG0003591	XP_035729344.1	XP_034173844.1
OG0003592	XP_035718908.1	XP_034196082.1
OG0003593	XP_035726199.1	XP_034195612.1
OG0003595	XP_035742839.1	XP_034179267.1, XP_034179268.1, XP_034179266.1
OG0003596	XP_035723065.1	XP_034181066.1
OG0003597	XP_035734533.1	XP_034182551.1
OG0003598	XP_035729133.1	XP_034183990.1
OG0003599	XP_035742048.1	XP_034184116.1
OG0003600	XP_035735316.1	XP_034195831.1, XP_034195833.1
OG0003601	XP_035740299.1	XP_034177486.1, XP_034177488.1, XP_034177487.1
OG0003602	XP_035736266.1	XP_034192265.1, XP_034178148.1, XP_034178803.1
OG0003603	XP_035723696.1, XP_035726673.1	XP_034193274.1
OG0003604	XP_035719057.1	XP_034187231.1, XP_034187230.1, XP_034187233.1, XP_034187232.1
OG0003605	XP_035740947.1	XP_034190228.1
OG0003606	XP_035717568.1	XP_034189588.1
OG0003607	XP_035721862.1, XP_035721863.1	XP_034187144.1
OG0003608	XP_035731593.1	XP_034187624.1
OG0003609	XP_035737104.1	XP_034195781.1
OG0003610	XP_035723787.1	XP_034188474.1
OG0003611	XP_035723396.1	XP_034176261.1, XP_034176260.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_034193546.1
OG0003613	XP_035742709.1	XP_034194276.1, XP_034194275.1
OG0003615	XP_035724749.1	XP_034177079.1
OG0003616	XP_035738090.1, XP_035738091.1	XP_034175207.1
OG0003618	XP_035728156.1	XP_034179132.1
OG0003619	XP_035725507.1	XP_034190018.1
OG0003620	XP_035727757.1	XP_034174360.1
OG0003621	XP_035729589.1	XP_034184684.1
OG0003622	XP_035727791.1	XP_034186714.1
OG0003623	XP_035726128.1	XP_034178110.1
OG0003624	XP_035730249.1	XP_034174244.1
OG0003625	XP_035741765.1	XP_034180417.1
OG0003626	XP_035734107.1	XP_034179895.1
OG0003627	XP_035735634.1, XP_035735635.1	XP_034184680.1
OG0003628	XP_035742363.1	XP_034184153.1
OG0003629	XP_035736010.1	XP_034179764.1
OG0003630	XP_035743900.1	XP_034187861.1
OG0003631	XP_035721186.1, XP_035721194.1	XP_034188479.1, XP_034188480.1
OG0003632	XP_035728479.1	XP_034171727.1
OG0003633	XP_035730943.1, XP_035730944.1	XP_034187247.1, XP_034187248.1
OG0003634	XP_035743875.1	XP_034192431.1
OG0003635	XP_035717783.1	XP_034195470.1, XP_034195468.1
OG0003636	XP_035736309.1	XP_034178480.1, XP_034178478.1
OG0003637	XP_035737409.1	XP_034171208.1
OG0003638	XP_035744072.1	XP_034183572.1
OG0003639	XP_035740130.1	XP_034174971.1
OG0003640	XP_035718345.1	XP_034175707.1
OG0003641	XP_035741082.1	XP_034185448.1
OG0003642	XP_035742421.1	XP_034185200.1, XP_034185201.1
OG0003643	XP_035733118.1	XP_034178259.1, XP_034178260.1
OG0003644	XP_035735602.1	XP_034191601.1
OG0003645	XP_035727181.1, XP_035727184.1	XP_034188161.1
OG0003646	XP_035734040.1	XP_034185965.1, XP_034185964.1
OG0003647	XP_035730333.1	XP_034194267.1, XP_034194098.1
OG0003648	XP_035731944.1, XP_035731946.1	XP_034191723.1, XP_034191722.1, XP_034191724.1
OG0003649	XP_035731682.1	XP_034187217.1
OG0003650	XP_035739885.1	XP_034194718.1
OG0003651	XP_035732853.1, XP_035732850.1	XP_034192794.1
OG0003652	XP_035737188.1, XP_035737185.1, XP_035737184.1	XP_034196571.1, XP_034196572.1, XP_034196570.1
OG0003653	XP_035718461.1	XP_034194504.1, XP_034194503.1
OG0003654	XP_035737719.1	XP_034171360.1
OG0003656	XP_035730032.1	XP_034194759.1, XP_034194760.1
OG0003657	XP_035731843.1	XP_034191250.1
OG0003658	XP_035723194.1	XP_034195113.1
OG0003660	XP_035740601.1	XP_034183529.1, XP_034183525.1
OG0003661	XP_035731876.1	XP_034184446.1
OG0003662	XP_035719007.1, XP_035719001.1	XP_034193922.1, XP_034193929.1, XP_034193939.1, XP_034193920.1
OG0003663	XP_035718473.1	XP_034183050.1
OG0003664	XP_035727421.1, XP_035727434.1	XP_034196009.1, XP_034196011.1
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_034195093.1
OG0003666	XP_035726279.1	XP_034195413.1
OG0003667	XP_035736229.1	XP_034180926.1
OG0003668	XP_035739792.1, XP_035739793.1	XP_034175464.1
OG0003669	XP_035739111.1	XP_034178711.1, XP_034178710.1
OG0003671	XP_035741291.1, XP_035741290.1	XP_034182434.1
OG0003672	XP_035726739.1, XP_035726740.1	XP_034176799.1
OG0003673	XP_035741432.1	XP_034187083.1
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_034174912.1
OG0003675	XP_035725489.1, XP_035722541.1	XP_034171368.1
OG0003676	XP_035719745.1	XP_034183903.1
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_034177289.1
OG0003678	XP_035732466.1	XP_034174647.1
OG0003679	XP_035735540.1	XP_034178465.1
OG0003680	XP_035742894.1	XP_034189539.1
OG0003681	XP_035717332.1	XP_034187998.1
OG0003682	XP_035742902.1	XP_034183746.1
OG0003683	XP_035743102.1	XP_034188911.1
OG0003684	XP_035730815.1	XP_034195253.1, XP_034195252.1
OG0003685	XP_035743277.1	XP_034195286.1, XP_034195258.1
OG0003686	XP_035734872.1	XP_034196353.1
OG0003687	XP_035720043.1	XP_034173410.1
OG0003688	XP_035737162.1, XP_035737166.1	XP_034193646.1
OG0003689	XP_035734650.1	XP_034189589.1
OG0003690	XP_035734199.1, XP_035734198.1	XP_034177074.1
OG0003691	XP_035740341.1	XP_034181426.1, XP_034181423.1
OG0003692	XP_035721136.1	XP_034174025.1, XP_034174026.1
OG0003694	XP_035719391.1, XP_035719386.1	XP_034178335.1
OG0003695	XP_035734552.1, XP_035734553.1, XP_035734583.1	XP_034182558.1
OG0003696	XP_035742008.1	XP_034196670.1, XP_034196667.1, XP_034196662.1, XP_034196661.1
OG0003697	XP_035727727.1	XP_034183081.1
OG0003698	XP_035739429.1	XP_034190791.1, XP_034190790.1
OG0003699	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1	XP_034179184.1
OG0003700	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1	XP_034193374.1, XP_034193373.1
OG0003701	XP_035717823.1, XP_035717830.1	XP_034173344.1, XP_034173350.1, XP_034173349.1
OG0003702	XP_035737535.1	XP_034186978.1
OG0003703	XP_035736823.1	XP_034176779.1
OG0003704	XP_035725262.1	XP_034189011.1, XP_034189008.1
OG0003705	XP_035722262.1, XP_035722261.1, XP_035722260.1	XP_034190596.1
OG0003706	XP_035717918.1	XP_034191866.1
OG0003709	XP_035721107.1	XP_034187483.1
OG0003710	XP_035721209.1	XP_034182824.1, XP_034182825.1
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_034191236.1
OG0003712	XP_035717220.1	XP_034183704.1
OG0003713	XP_035742730.1	XP_034194287.1
OG0003714	XP_035728137.1	XP_034192509.1
OG0003715	XP_035723504.1	XP_034172154.1
OG0003716	XP_035740419.1	XP_034191704.1
OG0003717	XP_035723180.1	XP_034189141.1
OG0003718	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1	XP_034183627.1, XP_034183628.1
OG0003719	XP_035718953.1	XP_034185921.1, XP_034185919.1, XP_034185920.1
OG0003720	XP_035732272.1	XP_034178426.1
OG0003721	XP_035722954.1	XP_034185157.1
OG0003722	XP_035738704.1, XP_035738703.1	XP_034172524.1
OG0003723	XP_035717773.1	XP_034171580.1, XP_034171578.1, XP_034171579.1
OG0003724	XP_035727823.1, XP_035727819.1	XP_034190299.1
OG0003725	XP_035719046.1, XP_035719045.1, XP_035719044.1	XP_034187045.1
OG0003726	XP_035728449.1	XP_034192866.1, XP_034192865.1
OG0003728	XP_035732527.1	XP_034177554.1
OG0003729	XP_035733295.1	XP_034189673.1
OG0003730	XP_035738775.1	XP_034189985.1
OG0003731	XP_035743407.1	XP_034188513.1
OG0003732	XP_035734415.1, XP_035734416.1	XP_034188801.1
OG0003733	XP_035730417.1	XP_034189761.1
OG0003734	XP_035735853.1, XP_035735854.1, XP_035735852.1	XP_034192053.1
OG0003735	XP_035736167.1	XP_034179375.1
OG0003736	XP_035735508.1	XP_034194394.1
OG0003737	XP_035741238.1	XP_034173101.1
OG0003738	XP_035730686.1	XP_034177164.1
OG0003739	XP_035725732.1	XP_034193917.1, XP_034193918.1
OG0003740	XP_035721572.1	XP_034193726.1, XP_034193728.1, XP_034193727.1
OG0003741	XP_035735375.1	XP_034188960.1
OG0003742	XP_035725097.1	XP_034174856.1
OG0003743	XP_035720548.1	XP_034173831.1
OG0003744	XP_035735640.1	XP_034193534.1
OG0003745	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1	XP_034182618.1
OG0003746	XP_035740276.1	XP_034177022.1
OG0003747	XP_035738972.1	XP_034173890.1
OG0003749	XP_035732500.1	XP_034178165.1
OG0003750	XP_035719685.1	XP_034189973.1
OG0003751	XP_035742636.1	XP_034186063.1
OG0003752	XP_035719151.1	XP_034176329.1
OG0003753	XP_035721023.1	XP_034185492.1
OG0003754	XP_035726957.1	XP_034192065.1
OG0003755	XP_035732404.1	XP_034192220.1, XP_034192219.1
OG0003756	XP_035720659.1	XP_034177720.1
OG0003757	XP_035733637.1	XP_034193734.1
OG0003758	XP_035739827.1	XP_034173785.1
OG0003759	XP_035719760.1	XP_034187349.1
OG0003760	XP_035722648.1	XP_034182248.1
OG0003761	XP_035741208.1	XP_034175695.1
OG0003762	XP_035721898.1	XP_034188498.1, XP_034188495.1, XP_034188497.1
OG0003763	XP_035736789.1	XP_034193564.1, XP_034193565.1
OG0003764	XP_035743928.1	XP_034186801.1
OG0003765	XP_035720698.1	XP_034186944.1
OG0003766	XP_035741958.1	XP_034171235.1
OG0003767	XP_035729971.1, XP_035730134.1	XP_034193006.1
OG0003768	XP_035724873.1, XP_035724874.1	XP_034182049.1
OG0003769	XP_035734481.1	XP_034183552.1
OG0003770	XP_035732680.1	XP_034182966.1
OG0003771	XP_035727612.1, XP_035727611.1, XP_035727610.1	XP_034184807.1
OG0003772	XP_035717352.1	XP_034176864.1
OG0003773	XP_035732447.1	XP_034177786.1
OG0003774	XP_035736354.1	XP_034177959.1
OG0003775	XP_035735219.1, XP_035735220.1	XP_034194748.1
OG0003776	XP_035718985.1	XP_034191049.1, XP_034191050.1
OG0003777	XP_035731567.1	XP_034184366.1
OG0003778	XP_035726602.1	XP_034172113.1
OG0003779	XP_035717771.1	XP_034171564.1, XP_034171563.1
OG0003780	XP_035739526.1	XP_034195264.1
OG0003781	XP_035721564.1	XP_034173564.1
OG0003782	XP_035723121.1	XP_034192536.1
OG0003783	XP_035743190.1	XP_034179103.1
OG0003784	XP_035732109.1	XP_034178024.1
OG0003785	XP_035725080.1	XP_034190927.1
OG0003786	XP_035721979.1	XP_034185598.1
OG0003787	XP_035731861.1	XP_034186518.1
OG0003788	XP_035734594.1	XP_034191393.1
OG0003789	XP_035728477.1	XP_034188600.1
OG0003790	XP_035717858.1, XP_035717859.1, XP_035717857.1	XP_034173364.1
OG0003791	XP_035734129.1	XP_034195995.1
OG0003792	XP_035738407.1	XP_034196405.1
OG0003793	XP_035737994.1	XP_034172345.1
OG0003794	XP_035718533.1	XP_034183888.1, XP_034183887.1
OG0003795	XP_035718982.1, XP_035718981.1	XP_034178996.1
OG0003796	XP_035733545.1	XP_034184793.1
OG0003797	XP_035719902.1	XP_034177389.1
OG0003798	XP_035731086.1	XP_034184207.1
OG0003799	XP_035737933.1	XP_034182655.1
OG0003800	XP_035741846.1	XP_034180743.1
OG0003801	XP_035735252.1	XP_034186550.1
OG0003802	XP_035728149.1	XP_034179930.1
OG0003803	XP_035724971.1	XP_034181564.1
OG0003804	XP_035719615.1	XP_034190073.1
OG0003805	XP_035724681.1, XP_035724680.1	XP_034195648.1
OG0003806	XP_035723193.1	XP_034184880.1
OG0003807	XP_035735552.1	XP_034191492.1
OG0003808	XP_035744048.1	XP_034187135.1
OG0003809	XP_035720850.1, XP_035720849.1	XP_034171149.1
OG0003810	XP_035742145.1, XP_035742144.1, XP_035742147.1	XP_034174916.1
OG0003811	XP_035728879.1	XP_034172635.1
OG0003812	XP_035728413.1	XP_034178306.1
OG0003813	XP_035742745.1, XP_035742744.1	XP_034194344.1
OG0003814	XP_035720868.1	XP_034191798.1
OG0003815	XP_035735905.1, XP_035735904.1	XP_034176602.1
OG0003816	XP_035731093.1	XP_034175493.1
OG0003817	XP_035738918.1	XP_034193432.1
OG0003818	XP_035719142.1	XP_034186703.1
OG0003819	XP_035735161.1	XP_034193999.1
OG0003820	XP_035743778.1	XP_034193395.1
OG0003821	XP_035718217.1	XP_034178494.1
OG0003822	XP_035743460.1	XP_034181114.1
OG0003823	XP_035729097.1	XP_034196252.1
OG0003824	XP_035721941.1, XP_035721940.1	XP_034173391.1
OG0003825	XP_035737088.1	XP_034181446.1, XP_034181448.1
OG0003826	XP_035725871.1	XP_034172733.1
OG0003827	XP_035726669.1	XP_034173218.1
OG0003828	XP_035740971.1	XP_034190557.1
OG0003829	XP_035728371.1	XP_034187971.1
OG0003830	XP_035726771.1	XP_034188708.1
OG0003831	XP_035735598.1, XP_035735599.1	XP_034191997.1, XP_034191996.1
OG0003832	XP_035730088.1	XP_034176712.1
OG0003833	XP_035731786.1	XP_034187211.1
OG0003834	XP_035731104.1	XP_034188409.1
OG0003835	XP_035727550.1	XP_034179128.1
OG0003836	XP_035742747.1, XP_035742754.1	XP_034190387.1, XP_034190388.1
OG0003837	XP_035734909.1	XP_034173797.1
OG0003838	XP_035739876.1	XP_034182311.1
OG0003839	XP_035717427.1	XP_034184641.1
OG0003840	XP_035728110.1, XP_035728109.1	XP_034185635.1
OG0003841	XP_035718343.1, XP_035718344.1	XP_034171986.1
OG0003842	XP_035729846.1	XP_034182919.1
OG0003843	XP_035717944.1	XP_034178469.1
OG0003844	XP_035735128.1	XP_034184069.1
OG0003845	XP_035739934.1	XP_034182310.1
OG0003846	XP_035743352.1	XP_034188622.1
OG0003847	XP_035722162.1	XP_034185600.1
OG0003848	XP_035727970.1, XP_035727969.1	XP_034176868.1
OG0003849	XP_035734278.1	XP_034178106.1
OG0003850	XP_035736696.1	XP_034185730.1
OG0003851	XP_035734667.1	XP_034178591.1
OG0003852	XP_035724992.1	XP_034176223.1
OG0003853	XP_035721416.1	XP_034178041.1
OG0003854	XP_035731886.1	XP_034183199.1
OG0003855	XP_035738009.1	XP_034184536.1
OG0003856	XP_035733799.1, XP_035733797.1, XP_035733796.1	XP_034193544.1
OG0003857	XP_035730798.1	XP_034181044.1
OG0003858	XP_035726436.1, XP_035726438.1, XP_035726437.1	XP_034189173.1
OG0003859	XP_035723901.1	XP_034195266.1, XP_034195260.1
OG0003860	XP_035717409.1	XP_034172041.1
OG0003861	XP_035740311.1, XP_035740310.1	XP_034184509.1
OG0003862	XP_035731852.1	XP_034191255.1, XP_034191256.1
OG0003863	XP_035728957.1	XP_034189674.1
OG0003864	XP_035742818.1	XP_034196130.1
OG0003865	XP_035735177.1	XP_034193904.1
OG0003866	XP_035729570.1	XP_034181658.1
OG0003867	XP_035723875.1	XP_034192225.1
OG0003868	XP_035733187.1	XP_034189939.1
OG0003869	XP_035723122.1	XP_034176418.1
OG0003870	XP_035740870.1	XP_034189222.1
OG0003871	XP_035724594.1	XP_034175536.1
OG0003872	XP_035738828.1, XP_035738827.1	XP_034190254.1
OG0003873	XP_035726635.1	XP_034173214.1
OG0003874	XP_035728688.1	XP_034177660.1
OG0003875	XP_035726108.1	XP_034181285.1
OG0003876	XP_035738388.1	XP_034196001.1
OG0003877	XP_035727676.1, XP_035727677.1, XP_035727675.1	XP_034178216.1
OG0003878	XP_035720369.1	XP_034175894.1
OG0003879	XP_035723050.1	XP_034184396.1
OG0003880	XP_035721142.1	XP_034188661.1
OG0003881	XP_035717227.1	XP_034177161.1, XP_034177160.1
OG0003882	XP_035722477.1, XP_035722479.1	XP_034182252.1
OG0003883	XP_035721277.1	XP_034184870.1
OG0003884	XP_035724247.1	XP_034177240.1
OG0003885	XP_035741602.1, XP_035741601.1	XP_034174480.1
OG0003886	XP_035743684.1	XP_034172577.1
OG0003887	XP_035740302.1, XP_035740303.1	XP_034194768.1
OG0003888	XP_035737789.1	XP_034171886.1
OG0003889	XP_035742474.1, XP_035742475.1, XP_035733598.1	XP_034194239.1
OG0003890	XP_035734065.1, XP_035734063.1	XP_034175080.1, XP_034175081.1
OG0003891	XP_035736151.1	XP_034179350.1, XP_034179349.1
OG0003892	XP_035743337.1	XP_034180038.1
OG0003893	XP_035742324.1	XP_034191222.1
OG0003894	XP_035738443.1	XP_034183469.1, XP_034183470.1
OG0003895	XP_035726725.1, XP_035726724.1, XP_035726723.1	XP_034195375.1
OG0003896	XP_035727124.1	XP_034181325.1
OG0003897	XP_035739094.1	XP_034173789.1
OG0003898	XP_035741665.1	XP_034181836.1
OG0003899	XP_035725468.1	XP_034180750.1
OG0003900	XP_035724330.1	XP_034188152.1
OG0003901	XP_035717672.1	XP_034172476.1, XP_034172479.1, XP_034172478.1
OG0003902	XP_035731275.1	XP_034186627.1, XP_034186615.1
OG0003903	XP_035718088.1	XP_034180911.1
OG0003904	XP_035730598.1, XP_035730600.1, XP_035730599.1	XP_034182528.1
OG0003905	XP_035737153.1	XP_034175826.1
OG0003906	XP_035730548.1	XP_034174236.1, XP_034174235.1
OG0003907	XP_035739183.1	XP_034189805.1
OG0003908	XP_035726411.1	XP_034195563.1
OG0003909	XP_035743286.1	XP_034190419.1
OG0003910	XP_035726258.1, XP_035726257.1	XP_034189114.1
OG0003911	XP_035725054.1	XP_034180834.1
OG0003912	XP_035721017.1	XP_034185484.1, XP_034185485.1
OG0003913	XP_035740890.1	XP_034189593.1
OG0003914	XP_035737812.1	XP_034170883.1
OG0003915	XP_035738805.1, XP_035738804.1	XP_034181766.1
OG0003916	XP_035736861.1	XP_034172611.1
OG0003917	XP_035729612.1	XP_034195800.1
OG0003918	XP_035727577.1	XP_034194927.1
OG0003919	XP_035717224.1, XP_035717223.1	XP_034189696.1
OG0003920	XP_035730515.1	XP_034171115.1
OG0003921	XP_035740875.1	XP_034174453.1, XP_034174454.1
OG0003922	XP_035723258.1, XP_035723259.1	XP_034187185.1
OG0003923	XP_035722871.1, XP_035722872.1	XP_034171511.1
