Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0003964	XP_035730442.1, XP_035730431.1	XP_001658987.1
OG0003965	XP_035732470.1	XP_001660646.2
OG0003966	XP_035741154.1	XP_021700237.1
OG0003967	XP_035735200.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_035730862.1	XP_001655741.1
OG0003969	XP_035743294.1	XP_001658728.1
OG0003970	XP_035721059.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_035739064.1	XP_021702399.1, XP_021702398.1
OG0003972	XP_035730853.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_035717559.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_035730852.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_035724857.1	XP_021700863.1
OG0003976	XP_035728148.1	XP_021711605.1
OG0003977	XP_035718687.1	XP_021706480.1
OG0003978	XP_035738462.1	XP_001648293.2
OG0003979	XP_035739671.1	XP_001657457.1
OG0003980	XP_035739757.1	XP_021703960.1, XP_021703966.1
OG0003981	XP_035734974.1, XP_035734968.1	XP_021701733.1
OG0003982	XP_035743591.1	XP_021702400.1
OG0003983	XP_035721291.1	XP_021695542.1
OG0003984	XP_035718571.1	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_035728130.1	XP_021697524.1
OG0003986	XP_035724336.1	XP_001659292.1, XP_021701097.1
OG0003987	XP_035744210.1	XP_021707012.1, XP_021707013.1, XP_021712769.1
OG0003988	XP_035724570.1, XP_035724562.1	XP_021693736.1
OG0003989	XP_035732054.1	XP_021707503.1
OG0003990	XP_035724405.1	XP_001649983.1
OG0003991	XP_035734801.1	XP_021694587.1, XP_021694588.1
OG0003992	XP_035742085.1	XP_021704895.1
OG0003994	XP_035739544.1	XP_001660317.1, XP_021710154.1
OG0003995	XP_035731443.1	XP_021710853.1
OG0003996	XP_035732664.1	XP_001660743.2
OG0003997	XP_035728931.1	XP_001662649.1
OG0003998	XP_035723077.1	XP_021694307.1
OG0003999	XP_035721916.1	XP_021702245.1
OG0004000	XP_035733367.1	XP_001662536.1
OG0004001	XP_035718133.1	XP_001651539.2
OG0004002	XP_035733605.1	XP_021699519.1
OG0004003	XP_035739471.1	XP_021701167.1, XP_021701164.1
OG0004004	XP_035733374.1	XP_001656875.1
OG0004005	XP_035724095.1	XP_021707608.1, XP_021707609.1
OG0004006	XP_035717929.1, XP_035717928.1	XP_021696407.1, XP_021696416.1
OG0004008	XP_035728446.1	XP_001656312.1
OG0004009	XP_035729440.1	XP_001656220.1
OG0004010	XP_035728881.1	XP_021707149.1
OG0004011	XP_035733862.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_035736804.1	XP_021705170.1
OG0004014	XP_035735369.1	XP_021694510.1
OG0004016	XP_035729441.1	XP_021694471.1
OG0004017	XP_035723806.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_035731393.1	XP_021695618.1
OG0004019	XP_035724458.1	XP_021702240.1
OG0004020	XP_035731783.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_035721210.1	XP_001662990.2
OG0004022	XP_035737401.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_035740389.1	XP_001658989.1, XP_021708079.1
OG0004026	XP_035732181.1	XP_001657095.2
OG0004027	XP_035722201.1, XP_035722199.1	XP_021698799.1
OG0004029	XP_035730803.1	XP_021702037.1
OG0004030	XP_035740912.1	XP_021710816.1
OG0004031	XP_035728618.1	XP_021705674.1
OG0004033	XP_035739824.1	XP_001653338.1
OG0004034	XP_035733213.1	XP_001652388.2
OG0004035	XP_035738641.1	XP_021708965.1
OG0004036	XP_035733409.1	XP_021706353.1
OG0004037	XP_035744271.1	XP_021698550.1
OG0004038	XP_035732499.1	XP_021709064.1
OG0004040	XP_035720761.1	XP_001653481.2
OG0004042	XP_035742856.1	XP_001654734.1
OG0004043	XP_035736668.1	XP_001662270.2
OG0004044	XP_035735054.1, XP_035735057.1	XP_001659187.2
OG0004045	XP_035732093.1	XP_021693403.1
OG0004046	XP_035720290.1, XP_035720281.1, XP_035720301.1	XP_021713261.1, XP_001652793.1
OG0004047	XP_035737864.1, XP_035737856.1	XP_021711741.1, XP_001659005.1
OG0004048	XP_035734390.1	XP_001656303.1
OG0004049	XP_035738694.1	XP_001650438.2
OG0004050	XP_035741161.1	XP_001656879.1
OG0004051	XP_035731634.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_035722510.1	XP_001663907.2
OG0004053	XP_035742586.1	XP_001651506.2
OG0004054	XP_035722839.1	XP_021706586.1
OG0004055	XP_035737011.1, XP_035737067.1	XP_001653319.2
OG0004056	XP_035742556.1, XP_035742555.1	XP_021697096.1
OG0004058	XP_035730639.1	XP_001651168.1, XP_001662502.1
OG0004059	XP_035728869.1	XP_001658170.1
OG0004060	XP_035723583.1	XP_001661813.2
OG0004061	XP_035736892.1, XP_035736893.1	XP_021701067.1
OG0004062	XP_035730239.1	XP_021706861.1, XP_021705352.1
OG0004063	XP_035734463.1	XP_021700238.1
OG0004064	XP_035718783.1	XP_001651175.2
OG0004065	XP_035728980.1, XP_035728982.1	XP_021700094.1, XP_021706851.1
OG0004066	XP_035736379.1	XP_021698932.1
OG0004067	XP_035723608.1	XP_021697462.1
OG0004068	XP_035723988.1	XP_021711540.1
OG0004069	XP_035731934.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	XP_035729983.1	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	XP_035724626.1	XP_021699078.1
OG0004072	XP_035741311.1	XP_021693098.1
OG0004073	XP_035732673.1	XP_001650739.2
OG0004074	XP_035740733.1	XP_021697650.1
OG0004075	XP_035735660.1	XP_021693331.1
OG0004076	XP_035731134.1	XP_001659905.2
OG0004077	XP_035728076.1, XP_035728078.1	XP_001663942.2
OG0004078	XP_035718984.1	XP_021712035.1, XP_021712781.1
OG0004079	XP_035740056.1	XP_021709183.1
OG0004080	XP_035733503.1	XP_021695449.1
OG0004082	XP_035734984.1	XP_021700745.1, XP_021700746.1
OG0004083	XP_035734731.1	XP_001653710.2
OG0004085	XP_035730173.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	XP_035739570.1	XP_021695343.1, XP_021695356.1
OG0004087	XP_035732052.1	XP_001649206.2
OG0004088	XP_035734587.1	XP_001660898.2
OG0004089	XP_035743579.1	XP_021703126.1
OG0004090	XP_035734598.1, XP_035734599.1, XP_035734600.1	XP_021700310.1
OG0004091	XP_035732055.1	XP_001650913.1
OG0004092	XP_035735811.1	XP_021703553.1
OG0004093	XP_035722822.1	XP_021697845.1
OG0004094	XP_035720188.1	XP_001655173.1
OG0004095	XP_035738075.1	XP_021698148.1
OG0004096	XP_035720249.1	XP_021710103.1
OG0004097	XP_035731266.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004099	XP_035722522.1	XP_001664263.1
OG0004100	XP_035738349.1	XP_001656361.1
OG0004101	XP_035727444.1	XP_021701507.1
OG0004102	XP_035727231.1	XP_021709149.1
OG0004103	XP_035741524.1	XP_021705130.1
OG0004104	XP_035744037.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	XP_035741443.1	XP_021700485.1
OG0004106	XP_035736722.1	XP_001652371.2
OG0004107	XP_035729761.1, XP_035729760.1	XP_001660065.2
OG0004108	XP_035724162.1	XP_001657218.1, XP_021712293.1
OG0004110	XP_035742862.1	XP_021697032.1
OG0004111	XP_035734205.1, XP_035734206.1	XP_001655070.1
OG0004112	XP_035737666.1	XP_021709661.1
OG0004113	XP_035739124.1, XP_035739123.1	XP_001663319.1
OG0004114	XP_035738465.1, XP_035738464.1	XP_001662644.1
OG0004116	XP_035731895.1	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	XP_035732283.1, XP_035732284.1, XP_035732287.1	XP_021696853.1, XP_021696852.1
OG0004119	XP_035735994.1, XP_035735818.1, XP_035735911.1	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	XP_035742838.1	XP_001657116.1
OG0004121	XP_035717536.1	XP_001656967.1
OG0004122	XP_035734137.1	XP_001654352.2
OG0004123	XP_035726648.1	XP_021702102.1
OG0004124	XP_035743002.1	XP_021696283.1
OG0004125	XP_035742806.1	XP_021713331.1
OG0004126	XP_035721947.1	XP_021700959.1
OG0004127	XP_035738378.1	XP_021704364.1
OG0004128	XP_035744133.1	XP_001653405.2
OG0004129	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1	XP_001657931.2
OG0004130	XP_035733718.1	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	XP_035739715.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	XP_035737227.1	XP_021695153.1
OG0004133	XP_035739242.1	XP_001655872.2
OG0004135	XP_035731909.1, XP_035731907.1, XP_035731908.1	XP_011493091.2
OG0004137	XP_035729638.1, XP_035729636.1, XP_035729637.1	XP_001660546.2
OG0004138	XP_035723449.1	XP_001653368.2
OG0004141	XP_035741127.1	XP_021697604.1, XP_021697605.1
OG0004142	XP_035739033.1	XP_021699866.1
OG0004143	XP_035732269.1	XP_021697922.1
OG0004144	XP_035742935.1	XP_001660636.1
OG0004145	XP_035724100.1	XP_021711474.1, XP_021711462.1
OG0004146	XP_035728347.1	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	XP_035741514.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	XP_035743559.1	XP_021695474.1
OG0004149	XP_035743892.1	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	XP_035734499.1, XP_035734497.1, XP_035734498.1	XP_001657872.2
OG0004151	XP_035736769.1	XP_001660252.2
OG0004152	XP_035735258.1, XP_035735259.1, XP_035735518.1	XP_021700705.1
OG0004153	XP_035723985.1	XP_021710812.1
OG0004154	XP_035730364.1	XP_021708287.1
OG0004155	XP_035741937.1	XP_001659747.2
OG0004157	XP_035727222.1	XP_001648926.2
OG0004158	XP_035743063.1	XP_021697776.1
OG0004159	XP_035729994.1	XP_021696659.1
OG0004160	XP_035744269.1	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	XP_035725411.1	XP_021704052.1
OG0004163	XP_035726235.1	XP_021703330.1
OG0004164	XP_035722211.1, XP_035722212.1, XP_035722213.1	XP_021708436.1
OG0004166	XP_035737609.1, XP_035737610.1	XP_021696643.1
OG0004167	XP_035720534.1	XP_021704404.1
OG0004168	XP_035734484.1	XP_021700136.1, XP_021700137.1
OG0004169	XP_035724798.1	XP_001659294.2
OG0004170	XP_035729232.1	XP_021709018.1
OG0004171	XP_035744276.1	XP_001658828.2
OG0004172	XP_035730777.1, XP_035730775.1	XP_021698368.1
OG0004173	XP_035718583.1	XP_021696307.1
OG0004174	XP_035744171.1, XP_035744117.1	XP_021697258.1, XP_021712125.1
OG0004175	XP_035738839.1	XP_001660585.2
OG0004176	XP_035730765.1, XP_035730771.1	XP_021695406.1
OG0004177	XP_035733606.1, XP_035733617.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004178	XP_035722587.1	XP_021698068.1
OG0004180	XP_035737312.1	XP_021701672.1, XP_021701666.1
OG0004181	XP_035730027.1, XP_035730028.1	XP_001658430.1
OG0004182	XP_035740117.1	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	XP_035719791.1, XP_035719792.1	XP_001658696.2
OG0004184	XP_035728549.1	XP_001651509.2
OG0004186	XP_035718296.1	XP_021703840.1, XP_021703844.1
OG0004187	XP_035738826.1	XP_001648740.2
OG0004188	XP_035738124.1	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	XP_035734845.1	XP_021695382.1
OG0004190	XP_035722618.1	XP_021710607.1, XP_021710601.1
OG0004191	XP_035741700.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	XP_035732056.1	XP_001655788.1
OG0004193	XP_035737284.1	XP_021698177.1, XP_021711832.1
OG0004194	XP_035722501.1	XP_021706246.1
OG0004195	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1	XP_021698011.1, XP_001661088.1
OG0004196	XP_035730379.1, XP_035730377.1	XP_001648560.2
OG0004197	XP_035742036.1	XP_001649548.1
OG0004198	XP_035726708.1	XP_021700917.1, XP_001650144.1
OG0004199	XP_035737594.1, XP_035737601.1	XP_001650421.1
OG0004201	XP_035740723.1, XP_035740721.1	XP_001650884.2, XP_021696253.1
OG0004202	XP_035725976.1	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	XP_035736300.1	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004204	XP_035740250.1	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1
OG0004205	XP_035739604.1	XP_001652290.1, XP_021712674.1
OG0004206	XP_035730713.1	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	XP_035717802.1	XP_001655224.2, XP_021712076.1
OG0004209	XP_035728915.1	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004210	XP_035730546.1, XP_035730537.1	XP_021697871.1, XP_001657018.1
OG0004211	XP_035737251.1, XP_035737252.1	XP_021713256.1, XP_001657357.1
OG0004212	XP_035740886.1	XP_001658305.2
OG0004213	XP_035732614.1	XP_001658321.2
OG0004214	XP_035731116.1	XP_021712601.1, XP_021706408.1, XP_001658473.2
OG0004215	XP_035719584.1	XP_021700475.1, XP_021700473.1, XP_001658583.2
OG0004216	XP_035742724.1	XP_001659576.1
OG0004217	XP_035720784.1	XP_001660455.1
OG0004218	XP_035720626.1	XP_001661444.1
OG0004219	XP_035728938.1, XP_035728939.1	XP_001661470.1
OG0004220	XP_035731785.1	XP_001663145.1
OG0004222	XP_035724454.1, XP_035724456.1, XP_035724455.1	XP_011493613.1
OG0004223	XP_035724226.1, XP_035724227.1	XP_021712724.1, XP_021693015.1, XP_021693016.1
OG0004224	XP_035743280.1	XP_021693593.1
OG0004225	XP_035721143.1	XP_021694422.1
OG0004227	XP_035730606.1, XP_035730605.1	XP_021695638.1
OG0004228	XP_035722092.1, XP_035722093.1	XP_021696503.1
OG0004229	XP_035717345.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004230	XP_035727206.1, XP_035727195.1	XP_021697309.1
OG0004231	XP_035739737.1	XP_021697905.1, XP_021697911.1
OG0004232	XP_035718508.1	XP_021697931.1
OG0004233	XP_035717175.1	XP_021698194.1
OG0004234	XP_035720682.1	XP_021698467.1, XP_021698466.1
OG0004235	XP_035743645.1, XP_035743640.1	XP_021698611.1
OG0004236	XP_035727943.1	XP_021699414.1
OG0004237	XP_035743204.1	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	XP_035736031.1, XP_035736021.1	XP_021701490.1
OG0004240	XP_035736401.1, XP_035736382.1, XP_035736392.1	XP_021703094.1
OG0004241	XP_035729264.1, XP_035729265.1	XP_021703334.1, XP_021703336.1
OG0004242	XP_035742066.1	XP_021703663.1
OG0004243	XP_035722921.1, XP_035722922.1	XP_021704717.1
OG0004244	XP_035728426.1	XP_021705087.1
OG0004246	XP_035723859.1	XP_021706303.1
OG0004247	XP_035729992.1	XP_021706306.1
OG0004248	XP_035741996.1	XP_021706483.1
OG0004249	XP_035717140.1	XP_021713150.1
OG0004250	XP_035721102.1, XP_035721101.1, XP_035721103.1	XP_021713152.1
OG0004251	XP_035726876.1	XP_021713268.1
OG0004275	XP_035727960.1	XP_001655929.1
OG0004276	XP_035726615.1	XP_001652207.1, XP_021712520.1
OG0004277	XP_035737110.1	XP_021696259.1
OG0004278	XP_035717356.1	XP_021705595.1
OG0004279	XP_035739348.1	XP_001657881.1, XP_021707576.1
OG0004280	XP_035741808.1	XP_001659012.2
OG0004281	XP_035729783.1	XP_001664110.1
OG0004282	XP_035730957.1	XP_021694823.1, XP_001656140.1
OG0004283	XP_035722999.1	XP_001659022.1
OG0004284	XP_035738067.1	XP_021710111.1, XP_001663344.1
OG0004285	XP_035727761.1	XP_001653603.2
OG0004286	XP_035730538.1	XP_001651008.2
OG0004287	XP_035741042.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	XP_035720808.1, XP_035720826.1	XP_001658846.2, XP_021708097.1
OG0004289	XP_035727551.1	XP_001651805.1
OG0004290	XP_035720101.1	XP_001659703.1
OG0004291	XP_035726119.1	XP_001664093.2
OG0004292	XP_035725596.1	XP_021706771.1
OG0004293	XP_035736655.1	XP_001650411.1, XP_021711780.1
OG0004294	XP_035738185.1	XP_001656350.2
OG0004296	XP_035733883.1	XP_001654757.1
OG0004297	XP_035723241.1	XP_001653395.1
OG0004298	XP_035718206.1, XP_035718208.1	XP_001651349.2
OG0004299	XP_035743342.1	XP_001656180.2
OG0004300	XP_035723863.1, XP_035723864.1	XP_001660939.2
OG0004301	XP_035732070.1	XP_001658935.1
OG0004302	XP_035720276.1	XP_001652183.1
OG0004303	XP_035744082.1	XP_001652686.1
OG0004304	XP_035725524.1, XP_035734512.1	XP_001656680.1
OG0004305	XP_035743709.1	XP_001660489.1
OG0004306	XP_035722333.1	XP_001653486.1
OG0004307	XP_035734525.1	XP_021705626.1
OG0004308	XP_035739345.1	XP_001664205.1
OG0004309	XP_035734934.1	XP_001658619.1
OG0004310	XP_035740428.1	XP_001658194.1, XP_021712903.1
OG0004311	XP_035738344.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	XP_035723092.1	XP_021712733.1, XP_001657253.1
OG0004313	XP_035723192.1	XP_001655473.2, XP_021697582.1
OG0004314	XP_035740078.1	XP_021704009.1, XP_001652825.1
OG0004315	XP_035717558.1	XP_001661080.1
OG0004316	XP_035719056.1	XP_021693346.1
OG0004317	XP_035730712.1, XP_035730359.1	XP_001656820.1
OG0004318	XP_035743742.1	XP_001657499.1
OG0004320	XP_035719797.1	XP_021709548.1
OG0004321	XP_035717572.1, XP_035717573.1	XP_001652958.1
OG0004322	XP_035741521.1	XP_001649547.1
OG0004323	XP_035743440.1	XP_021711912.1, XP_001652016.1
OG0004324	XP_035737538.1, XP_035737529.1	XP_001656190.1
OG0004325	XP_035728019.1	XP_001649513.2
OG0004326	XP_035730703.1, XP_035730701.1, XP_035730702.1	XP_001648995.1
OG0004327	XP_035743997.1	XP_001662462.1
OG0004328	XP_035730001.1	XP_001664262.1
OG0004329	XP_035718212.1	XP_001656939.1, XP_001650193.1
OG0004330	XP_035719235.1	XP_021693781.1
OG0004331	XP_035738981.1, XP_035738973.1	XP_021698783.1
OG0004332	XP_035737341.1	XP_001655319.2
OG0004333	XP_035738992.1	XP_001658903.1
OG0004334	XP_035720278.1	XP_001653781.1
OG0004335	XP_035735736.1	XP_001651814.1
OG0004336	XP_035718626.1, XP_035718627.1	XP_001656487.1
OG0004337	XP_035735630.1	XP_021697366.1
OG0004338	XP_035729419.1	XP_001655524.2
OG0004339	XP_035734501.1	XP_021710248.1, XP_001657873.2
OG0004340	XP_035722582.1, XP_035722583.1	XP_001656607.2
OG0004341	XP_035734660.1	XP_021701400.1, XP_021701401.1
OG0004342	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1	XP_001648836.1
OG0004343	XP_035727573.1	XP_021703324.1
OG0004344	XP_035737638.1	XP_001648846.1
OG0004345	XP_035742721.1	XP_021712993.1, XP_021711958.1
OG0004346	XP_035728115.1	XP_021707203.1
OG0004347	XP_035727554.1	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	XP_035741454.1	XP_001664201.1
OG0004349	XP_035737735.1	XP_001656966.1
OG0004351	XP_035740789.1	XP_021697651.1
OG0004352	XP_035734849.1	XP_001659518.1
OG0004353	XP_035728821.1, XP_035728822.1	XP_001656164.1
OG0004354	XP_035723908.1	XP_021704179.1
OG0004355	XP_035736519.1	XP_001657692.1
OG0004356	XP_035733235.1	XP_001654808.1
OG0004357	XP_035735529.1	XP_021700479.1
OG0004358	XP_035734762.1	XP_001649850.1, XP_021712765.1
OG0004359	XP_035736150.1, XP_035736149.1	XP_021697723.1
OG0004360	XP_035723047.1	XP_001647945.1
OG0004361	XP_035728805.1	XP_001656971.1
OG0004362	XP_035729464.1	XP_001660960.2
OG0004363	XP_035725378.1	XP_001658335.2
OG0004364	XP_035742523.1	XP_001660303.2
OG0004365	XP_035735989.1	XP_001661687.2
OG0004366	XP_035730413.1, XP_035730414.1	XP_001655972.2
OG0004367	XP_035725831.1	XP_001660555.2, XP_021711993.1
OG0004368	XP_035717229.1	XP_001658631.2, XP_021712702.1
OG0004369	XP_035730363.1	XP_021700391.1
OG0004370	XP_035737342.1	XP_021701744.1
OG0004371	XP_035732309.1	XP_021699003.1
OG0004372	XP_035722400.1, XP_035742347.1	XP_001648499.1
OG0004373	XP_035726767.1	XP_001654807.1
OG0004374	XP_035721645.1, XP_035721643.1, XP_035721644.1	XP_001656613.1
OG0004375	XP_035729799.1	XP_001657795.1
OG0004376	XP_035739273.1	XP_021697979.1
OG0004377	XP_035730346.1	XP_021709505.1
OG0004378	XP_035721318.1	XP_001650427.2
OG0004379	XP_035744060.1	XP_001654135.1
OG0004380	XP_035727476.1	XP_001657742.1
OG0004381	XP_035730908.1	XP_001660886.2
OG0004382	XP_035743149.1	XP_021697182.1
OG0004383	XP_035737713.1	XP_001661326.1
OG0004384	XP_035737157.1	XP_001656500.1
OG0004385	XP_035719500.1	XP_001656404.1
OG0004386	XP_035728610.1	XP_001649689.1
OG0004387	XP_035728475.1	XP_001660686.1
OG0004388	XP_035718412.1	XP_001654994.2
OG0004389	XP_035724824.1, XP_035724818.1	XP_001650043.1
OG0004390	XP_035743668.1	XP_001662410.1
OG0004391	XP_035733585.1	XP_021695450.1, XP_001653418.1
OG0004393	XP_035732776.1, XP_035732775.1	XP_001654364.1
OG0004394	XP_035728866.1	XP_021707550.1, XP_021707549.1, XP_001663474.2
OG0004395	XP_035740486.1, XP_035740485.1	XP_001658961.1
OG0004396	XP_035729293.1	XP_001652303.1
OG0004397	XP_035735802.1	XP_021712268.1, XP_001653776.1
OG0004398	XP_035723869.1	XP_001654210.2
OG0004400	XP_035733355.1	XP_001653670.1
OG0004401	XP_035718275.1	XP_001654439.2
OG0004402	XP_035736680.1	XP_021703758.1
OG0004403	XP_035732186.1	XP_021706607.1
OG0004404	XP_035723780.1	XP_001649769.1
OG0004405	XP_035741747.1, XP_035741748.1	XP_021694431.1, XP_001655865.1
OG0004406	XP_035738543.1, XP_035738534.1	XP_021698112.1
OG0004407	XP_035739319.1	XP_021710053.1
OG0004408	XP_035730627.1	XP_021710559.1, XP_021710881.1, XP_021710552.1
OG0004409	XP_035728419.1	XP_001661876.2, XP_021706471.1, XP_021708764.1
OG0004410	XP_035720846.1	XP_001649268.1
OG0004411	XP_035722405.1	XP_021697512.1
OG0004412	XP_035719195.1	XP_001660080.1
OG0004414	XP_035738576.1	XP_001652058.1
OG0004416	XP_035738970.1	XP_021699260.1
OG0004417	XP_035729764.1	XP_001659745.2, XP_021704223.1
OG0004418	XP_035730683.1	XP_021699810.1
OG0004419	XP_035732549.1	XP_021704204.1
OG0004420	XP_035731618.1, XP_035731617.1, XP_035731616.1	XP_001648213.2
OG0004421	XP_035720456.1	XP_021697307.1, XP_001658227.1
OG0004422	XP_035740657.1	XP_021704944.1
OG0004423	XP_035720991.1	XP_021701836.1
OG0004424	XP_035743112.1	XP_001660148.2, XP_001657176.1
OG0004425	XP_035723415.1	XP_001657813.1
OG0004426	XP_035724104.1	XP_021706589.1, XP_021703869.1
OG0004427	XP_035739301.1	XP_001650903.1
OG0004428	XP_035736768.1	XP_001663227.2
OG0004429	XP_035732065.1	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1
OG0004430	XP_035739616.1	XP_021697469.1, XP_021712396.1, XP_001656158.2
OG0004431	XP_035722511.1	XP_021710093.1
OG0004432	XP_035741162.1	XP_021696819.1, XP_001660306.2
OG0004433	XP_035731987.1	XP_001651605.1
OG0004434	XP_035734164.1	XP_021710916.1
