Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0007195	XP_026297299.1	XP_012166756.1	XP_017875936.1	XP_015435769.1	XP_017760436.1	XP_017796945.1	XP_012139021.1	XP_033330445.1	XP_031828887.1	XP_029056486.1	XP_034188927.1
OG0007196	XP_026297303.1	XP_020719179.1	XP_017878440.1	XP_015437213.1	XP_017766124.1	XP_017789019.1	XP_012140793.1	XP_033323742.1	XP_031838831.1	XP_029052880.1	XP_034195669.1
OG0007197	XP_026297324.1	XP_003396445.1	XP_017893138.1	XP_015436354.1	XP_017761024.1	XP_017792386.1	XP_003703093.1	XP_033340567.1	XP_031826589.1	XP_029032587.1	XP_034191477.1
OG0007198	XP_026297344.1	XP_012174284.1	XP_026671185.1	XP_015437221.1	XP_017763581.1	XP_017795834.1	XP_012140484.1	XP_033329148.1	XP_031840237.1	XP_029041665.1	XP_034195925.1
OG0007199	XP_026297348.1	XP_012167224.1	XP_017888541.1	XP_015430069.1	XP_017762902.1	XP_017788687.1	XP_012147500.1	XP_033329715.1	XP_031828782.1	XP_029054543.1	XP_034171544.1
OG0007200	XP_026297357.1	XP_003395999.1	XP_017889055.1	XP_015438816.1	XP_017756588.1	XP_017789172.1	XP_003703340.2	XP_033322826.1	XP_031848389.1	XP_029055695.1	XP_034196208.1
OG0007201	XP_026297406.1	XP_003397281.1	XP_026675244.1	XP_015429589.1	XP_017755914.1	XP_017789900.1	XP_012141568.1	XP_033329395.1	XP_031834221.1	XP_029047325.1	XP_034181664.1
OG0007202	XP_026297409.1	XP_003397022.1	XP_017893280.2	XP_015435126.1	XP_017752270.1	XP_017793960.1	XP_012141576.1	XP_033332740.1	XP_031832283.1	XP_029038154.1	XP_034181717.1
OG0007203	XP_026297411.1	XP_012165758.1	XP_017892479.1	XP_015433936.1	XP_017765169.1	XP_017795626.1	XP_012137758.1	XP_033333318.1	XP_031836967.1	XP_029032223.1	XP_034184604.1
OG0007204	XP_026297421.1	XP_003396967.1	XP_026673167.1	XP_015436823.1	XP_017758196.1	XP_017795641.1	XP_003702070.1	XP_033338106.1	XP_031826620.1	XP_029048527.1	XP_034181796.1
OG0007205	XP_026297432.1	XP_003396621.1	XP_017885246.1	XP_015436319.1	XP_017762813.1	XP_017792054.1	XP_003702176.1	XP_033340652.1	XP_031840626.1	XP_029055461.1	XP_034172664.1
OG0007206	XP_026297436.1	XP_003396999.1	XP_026675488.1	XP_015433946.1	XP_017765125.1	XP_017795637.1	XP_012137771.1	XP_033333329.1	XP_031836934.1	XP_029032161.1	XP_034184639.1
OG0007207	XP_026297442.1	XP_012166139.1	XP_017892528.1	XP_015433770.1	XP_017765162.1	XP_017795612.1	XP_003702126.1	XP_033321326.1	XP_031846272.1	XP_029032279.1	XP_034174281.1
OG0007208	XP_026297448.1	XP_012174292.1	XP_017879408.1	XP_015433795.1	XP_017760423.1	XP_017797992.1	XP_003702529.1	XP_033339386.1	XP_031834107.1	XP_029051844.1	XP_034190576.1
OG0007209	XP_026297455.1	XP_003396890.1	XP_017887866.1	XP_015434485.1	XP_017755003.1	XP_017795658.1	XP_003702204.1	XP_033328724.1	XP_031846750.1	XP_029032322.1	XP_034181084.1
OG0007210	XP_026297458.1	XP_012174241.1	XP_017882404.1	XP_015439756.1	XP_017767310.1	XP_017792529.1	XP_012145279.1	XP_033322559.1	XP_031831304.1	XP_029035049.1	XP_034185600.1
OG0007211	XP_026297482.1	XP_020719540.1	XP_026666635.1				XP_012144035.1, XP_012144036.1, XP_012144037.1	XP_033328504.1, XP_033328505.1	XP_031826512.1	XP_029047312.1	XP_034175530.1
OG0007212	XP_026297490.1	XP_012166196.2	XP_017881353.2	XP_015436461.1	XP_017759805.1	XP_017791463.1	XP_003705634.1	XP_033340750.1	XP_031827876.1	XP_029052082.1	XP_034196290.1
OG0007213	XP_026297509.1	XP_003396630.1	XP_017887888.1	XP_015429837.1	XP_017759655.1	XP_017791639.1	XP_012143851.1	XP_033331866.1	XP_031826377.1	XP_029055327.1	XP_034177089.1
OG0007214	XP_026297547.1	XP_003396781.1	XP_017893416.1	XP_015438238.1	XP_017762786.1	XP_017792220.1	XP_012138021.1	XP_033340542.1	XP_031840611.1	XP_029055376.1	XP_034172810.1
OG0007215	XP_026297552.1	XP_003403285.1	XP_017883186.1	XP_015429626.1	XP_017752260.1	XP_017793440.1	XP_012141580.1	XP_033329213.1	XP_031848841.1	XP_029041282.1	XP_034181569.1
OG0007216	XP_026297553.1	XP_003396602.1	XP_017881404.1	XP_015438199.1	XP_017762805.1	XP_017792081.1	XP_003702099.1	XP_033340227.1	XP_031846739.1	XP_029055395.1	XP_034176219.1
OG0007217	XP_026297556.1	XP_012166121.1	XP_017887693.1	XP_015433103.1	XP_017758210.1	XP_017795663.1	XP_012138168.1	XP_033340107.1	XP_031826133.1	XP_029047292.1	XP_034175402.1
OG0007218	XP_026297563.1	XP_003393284.1	XP_026670818.1	XP_015429253.1	XP_017762583.1	XP_017788345.1	XP_012141923.1	XP_033341176.1	XP_031837592.1	XP_029047395.1	XP_034172847.1
OG0007219	XP_026297566.1, XP_026297568.1	XP_012166213.1	XP_017887799.2		XP_017758193.1	XP_017795611.1	XP_003702131.2	XP_033340030.1	XP_031826066.1	XP_029052483.1	XP_034184840.1
OG0007220	XP_026297581.1	XP_003393283.1	XP_017875836.1	XP_015430104.1	XP_017762564.1	XP_017788331.1	XP_003703790.1	XP_033341178.1	XP_031837601.1	XP_029047396.1	XP_034172850.1
OG0007221	XP_026297631.1	XP_003397288.1	XP_017881447.1	XP_015435955.1	XP_017754293.1	XP_017789904.1	XP_012141391.1	XP_033329368.1	XP_031832205.1	XP_029041227.1	XP_034181436.1
OG0007222	XP_026297640.1	XP_003397279.1	XP_017891760.1	XP_015435956.1	XP_017754275.1	XP_017790212.1	XP_003703525.1	XP_033329383.1	XP_031832198.1	XP_029041239.1	XP_034181445.1
OG0007223	XP_026297653.1	XP_012166345.1	XP_017883254.1	XP_015434443.1	XP_017753121.1	XP_017790614.1	XP_012141527.1	XP_033333240.1	XP_031834128.1	XP_029047332.1	XP_034181233.1
OG0007224	XP_026297660.1	XP_012165666.1	XP_017887947.1	XP_015430015.1	XP_017759676.1	XP_017791636.1	XP_012138583.1	XP_033331926.1	XP_031826332.1	XP_029055628.1	XP_034176768.1
OG0007225	XP_026297680.1	XP_012166061.2	XP_017887774.1	XP_015438902.1	XP_017755005.1	XP_017787819.1	XP_003704633.1	XP_033340066.1	XP_031826601.1	XP_029044661.1	XP_034181702.1
OG0007226	XP_026297688.1	XP_020719378.1	XP_017887773.2	XP_015438898.1	XP_017754991.1	XP_017787772.1	XP_003704651.1	XP_033340059.1	XP_031826597.1	XP_029044663.1	XP_034181588.1
OG0007227	XP_026297728.1, XP_026297729.1	XP_012166022.1	XP_017887557.1	XP_015434521.1	XP_017757114.1	XP_017791062.1	XP_003702011.1	XP_033328902.1		XP_029044644.1	XP_034170934.1
OG0007228	XP_026297734.1	XP_020719956.1	XP_026675339.1	XP_015429213.1	XP_017762614.1	XP_017793367.1	XP_012141252.1	XP_033329534.1	XP_031845809.1	XP_029041300.1	XP_034181213.1
OG0007229	XP_026297742.1	XP_003396675.1		XP_015434414.1	XP_017765139.1	XP_017795682.1	XP_003702118.1	XP_033323548.1	XP_031826522.1, XP_031848858.1	XP_029032326.1	XP_034181152.1
OG0007230	XP_026297748.1	XP_012165696.1	XP_026670686.1	XP_015429997.1	XP_017759682.1	XP_017791663.1	XP_012138577.1	XP_033328428.1	XP_031826049.1	XP_029039660.1	XP_034190779.1
OG0007231	XP_026297764.1	XP_020719631.1	XP_017892453.1	XP_015433777.1	XP_017765131.1	XP_017795645.1	XP_012137748.1	XP_033333411.1	XP_031836987.1	XP_029032499.1	XP_034175084.1
OG0007232	XP_026297772.1	XP_020723528.1	XP_026674681.1	XP_015432537.1	XP_017766277.1	XP_017793184.1	XP_012146532.1	XP_033322643.1	XP_031838863.1	XP_029052719.1	XP_034183435.1
OG0007233	XP_026297808.1	XP_003393062.1	XP_017889056.1	XP_015432927.1	XP_017753998.1	XP_017798951.1	XP_012151439.1	XP_033322915.1	XP_031848480.1	XP_029050913.1	XP_034172110.1
OG0007234	XP_026297818.1	XP_012173012.1	XP_026669305.1	XP_015430922.1	XP_017764327.1	XP_017794115.1	XP_012135557.1	XP_033327482.1	XP_031830525.1	XP_029047151.1	XP_034190300.1
OG0007235	XP_026297931.1	XP_003401911.1	XP_017877278.1	XP_015430919.1	XP_017764306.1	XP_017794121.1	XP_012135567.1	XP_033337627.1	XP_031829943.1	XP_029047047.1	XP_034190230.1
OG0007236	XP_026297936.1	XP_003397461.1	XP_017891206.1	XP_015430163.1	XP_017761069.1	XP_017790894.1	XP_003699409.1	XP_033340564.1	XP_031835089.1	XP_029043118.1	XP_034189029.1
OG0007237	XP_026297969.1	XP_003394422.1	XP_017885856.1	XP_015436999.1	XP_017757972.1	XP_017788604.1	XP_012143492.1	XP_033330932.1	XP_031848046.1	XP_029038476.1	XP_034180201.1
OG0007238	XP_026297971.1	XP_012166531.1	XP_026674782.1	XP_015436006.1	XP_017763089.1	XP_017790213.1	XP_012141275.1	XP_033329502.1	XP_031832263.1	XP_029040981.1	XP_034188052.1
OG0007239	XP_026297994.1	XP_003397046.1	XP_017877350.1	XP_015429566.1	XP_017761752.1	XP_017790477.1	XP_003707484.1	XP_033332754.1	XP_031841881.1	XP_029046336.1	XP_034181889.1
OG0007240	XP_026298009.1	XP_020722917.1	XP_017888807.1	XP_015437466.1	XP_017755997.1	XP_017787422.1	XP_012135996.1	XP_033337546.1	XP_031830192.1	XP_029052948.1	XP_034184723.1
OG0007241	XP_026298010.1	XP_003401873.1, XP_012173294.1		XP_015437531.1	XP_017755998.1	XP_017787496.1	XP_012135842.1, XP_012135843.1, XP_012135844.1, XP_012135845.1		XP_031830196.1		
OG0007242	XP_026298015.1	XP_003397166.1	XP_026666586.1	XP_015429574.1	XP_017756772.1	XP_017798853.1	XP_012141159.1	XP_033329307.1	XP_031838372.1	XP_029047020.1	XP_034181141.1
OG0007243	XP_026298019.1	XP_003397351.1	XP_017885546.1	XP_015429303.1	XP_017753921.1	XP_017793654.1	XP_003703479.1	XP_033329364.1	XP_031838356.1	XP_029043749.1	XP_034181264.1
OG0007244	XP_026298027.1	XP_003402001.1	XP_017887989.1	XP_015440408.1	XP_017757894.1	XP_017788559.1	XP_003704485.1	XP_033324031.1	XP_031848190.1	XP_029038470.1	XP_034180921.1
OG0007245	XP_026298032.1	XP_012175000.1	XP_017883429.1	XP_015430467.1	XP_017763608.1	XP_017791112.1	XP_012144736.1	XP_033337429.1	XP_031830303.1	XP_029051469.1	XP_034184689.1
OG0007246	XP_026298036.1	XP_012175085.1	XP_017883470.1	XP_015433555.1	XP_017754471.1	XP_017791101.1	XP_012144869.1	XP_033337547.1	XP_031828923.1	XP_029035038.1	XP_034185195.1
OG0007247	XP_026298037.1	XP_012175092.1	XP_017883373.1	XP_015437480.1	XP_017764515.1	XP_017791100.1	XP_012144878.1	XP_033327578.1	XP_031828909.1	XP_029035015.1	XP_034185175.1
OG0007248	XP_026298039.1	XP_020719821.1	XP_026675338.1	XP_015429512.1	XP_017760316.1	XP_017790552.1	XP_012145389.1	XP_033332861.1	XP_031834028.1	XP_029051816.1	XP_034188035.1
OG0007249	XP_026298059.1	XP_012166263.1	XP_017893240.1	XP_015429242.1	XP_017763471.1	XP_017798869.1	XP_012141064.1	XP_033329610.1	XP_031833985.1	XP_029051798.1	XP_034188003.1
OG0007250	XP_026298075.1	XP_020722814.1	XP_017876046.1	XP_015437470.1	XP_017752549.1	XP_017793984.1	XP_012135663.1	XP_033337417.1	XP_031830366.1	XP_029047088.1	XP_034190538.1
OG0007251	XP_026298081.1	XP_020722904.1	XP_017893081.1	XP_015433484.1	XP_017752533.1	XP_017794079.1	XP_003701256.1	XP_033337430.1	XP_031830015.1	XP_029052296.1	XP_034185444.1
OG0007252	XP_026298096.1	XP_012173089.1	XP_017877652.1	XP_015433487.1	XP_017761990.1	XP_017787449.1	XP_012135938.1	XP_033337862.1	XP_031830270.1	XP_029049602.1	XP_034184859.1
OG0007253	XP_026298128.1	XP_003397040.1	XP_026666691.1	XP_015429260.1	XP_017761757.1	XP_017790483.1	XP_003707488.1	XP_033329255.1	XP_031841816.1	XP_029053661.1	XP_034192413.1
OG0007254	XP_026298130.1	XP_020723785.1	XP_026671017.1	XP_015433482.1	XP_017754525.1	XP_017791274.1	XP_012144848.1	XP_033337923.1	XP_031830710.1	XP_029034914.1	XP_034185051.1
OG0007255	XP_026298147.1	XP_003402583.1	XP_017893658.1	XP_015433813.1	XP_017757889.1	XP_017795325.1	XP_003704487.1	XP_033323878.1	XP_031848154.1	XP_029038414.1	XP_034180922.1
OG0007256	XP_026298151.1	XP_003397104.2	XP_017892002.1	XP_015435092.1	XP_017763449.1	XP_017798831.1	XP_003703500.2	XP_033333146.1	XP_031831925.1	XP_029053170.1	XP_034192470.1
OG0007257	XP_026298160.1	XP_012173154.1	XP_017888908.1	XP_015428743.1	XP_017759519.1	XP_017798018.1	XP_003705523.1	XP_033329927.1	XP_031829675.1	XP_029035158.1	XP_034185511.1
OG0007258	XP_026298167.1	XP_012166555.1	XP_017891042.1	XP_015438048.1	XP_017763502.1	XP_017798895.1	XP_012140987.1	XP_033339299.1	XP_031832267.1	XP_029051048.1	XP_034187919.1
OG0007259	XP_026298171.1	XP_003401682.1	XP_017888352.1	XP_015433749.1	XP_017752496.1	XP_017787358.1	XP_003706485.1	XP_033330321.1	XP_031849084.1	XP_029044189.1	XP_034184681.1
OG0007260	XP_026298212.1	XP_003403173.1	XP_017876175.1	XP_015430568.1	XP_017755877.1	XP_017787397.1	XP_003702552.1	XP_033330294.1	XP_031830214.1	XP_029044286.1	XP_034185605.1
OG0007261	XP_026298223.1	XP_012172929.2	XP_026668473.1	XP_015430400.1	XP_017763128.1	XP_017799458.1	XP_012138938.1	XP_033332616.1	XP_031830210.1	XP_029044232.1	XP_034184978.1
OG0007262	XP_026298266.1	XP_003401673.1	XP_017890410.1	XP_015437267.1	XP_017756636.1	XP_017787378.1	XP_012139278.1	XP_033327457.1	XP_031827865.1	XP_029033429.1	XP_034184937.1
OG0007263	XP_026298271.1	XP_012175100.1	XP_017883457.1	XP_015437506.1	XP_017760497.1	XP_017791099.1	XP_012144882.1	XP_033327368.1	XP_031829339.1	XP_029051918.1	XP_034195109.1
OG0007264	XP_026298281.1	XP_012166397.1	XP_017891231.1	XP_015435083.1	XP_017763445.1	XP_017798886.1	XP_003703569.2	XP_033329363.1	XP_031832051.1	XP_029046296.1	XP_034181463.1
OG0007265	XP_026298286.1	XP_012173979.1	XP_026675353.1	XP_015429204.1	XP_017752685.1	XP_017790602.1	XP_012137620.1	XP_033332874.1	XP_031838381.1	XP_029042240.1	XP_034188095.1
OG0007266	XP_026298373.1	XP_003403076.1	XP_017881416.1	XP_015433506.1	XP_017754468.1	XP_017791133.1	XP_012144806.1	XP_033337928.1	XP_031846435.1	XP_029034981.1	XP_034185139.1
OG0007267	XP_026298376.1	XP_020723771.1	XP_017881362.2	XP_015433481.1	XP_017754461.1	XP_017791103.1	XP_012144916.1	XP_033337961.1	XP_031830943.1	XP_029035039.1	XP_034185128.1
OG0007268	XP_026298382.1	XP_003393196.1	XP_017888286.1	XP_015435425.1	XP_017765109.1	XP_017799061.1	XP_012151620.1	XP_033341440.1	XP_031844709.1	XP_029033947.1	XP_034172683.1
OG0007269	XP_026298405.1	XP_003393194.1	XP_017888266.1	XP_015435360.1	XP_017765115.1	XP_017799401.1	XP_012151626.1	XP_033341392.1	XP_031844733.1	XP_029033962.1	XP_034172703.1
OG0007270	XP_026298427.1	XP_020723088.1	XP_017884076.1	XP_015431209.1	XP_017757964.1	XP_017788613.1	XP_012143329.1	XP_033337390.1	XP_031837752.1	XP_029039118.1	XP_034191938.1
OG0007271	XP_026298428.1	XP_020720108.1	XP_017877411.1	XP_015431057.1	XP_017761182.1	XP_017796354.1	XP_012136005.1		XP_031840101.1	XP_029053919.1, XP_029053976.1	XP_034184062.1
OG0007272	XP_026298451.1	XP_012173395.2	XP_017878258.1	XP_015431040.1	XP_017757967.1	XP_017788533.1	XP_012143301.1	XP_033337676.1	XP_031837949.1	XP_029043496.1	XP_034180052.1
OG0007273	XP_026298454.1	XP_012173383.1	XP_017889608.1	XP_015431147.1	XP_017757962.1	XP_017788601.1	XP_012143306.1	XP_033337698.1	XP_031837986.1	XP_029043391.1	XP_034180918.1
OG0007274	XP_026298456.1	XP_020720470.1	XP_017886728.1	XP_015436181.1	XP_017756964.1	XP_017791189.1	XP_003707627.1	XP_033331755.1	XP_031835249.1	XP_029047982.1	XP_034184305.1
OG0007275	XP_026298460.1	XP_012167606.1	XP_026675284.1	XP_015436282.1	XP_017758786.1	XP_017794363.1	XP_003707582.2	XP_033333947.1	XP_031835173.1	XP_029044756.1	XP_034187530.1
OG0007276	XP_026298461.1	XP_012168931.1	XP_017884895.1	XP_015428596.1	XP_017755540.1	XP_017793824.1	XP_012138943.1	XP_033329901.1	XP_031837025.1	XP_029038570.1	XP_034175858.1
OG0007277	XP_026298485.1	XP_012167089.2	XP_017889890.1	XP_015436099.1	XP_017755774.1	XP_017797325.1	XP_012144288.1	XP_033332799.1	XP_031838003.1	XP_029047906.1	XP_034184286.1
OG0007278	XP_026298506.1	XP_003397681.1	XP_017876242.1	XP_015436078.1	XP_017758799.1	XP_017794382.1	XP_003700150.1	XP_033324051.1	XP_031846387.1	XP_029037684.1	XP_034187810.1
OG0007279	XP_026298507.1	XP_003397887.2	XP_017881468.1	XP_015436135.1	XP_017758910.1	XP_017794329.1	XP_003707579.1	XP_033323798.1	XP_031835103.1	XP_029041481.1	XP_034173981.1
OG0007280	XP_026298514.1	XP_012167280.1	XP_026673872.1	XP_015431024.1	XP_017759222.1	XP_017791997.1	XP_012140262.1	XP_033322179.1	XP_031837859.1	XP_029038549.1	XP_034176460.1
OG0007281	XP_026298537.1	XP_020722847.1	XP_017893153.1	XP_015428906.1, XP_015428914.1		XP_017791143.1	XP_003701786.1	XP_033329917.1	XP_031829189.1	XP_029033306.1	XP_034185612.1
OG0007282	XP_026298538.1	XP_003397584.1	XP_026666896.1	XP_015439503.1	XP_017755712.1	XP_017790893.1	XP_012144229.1	XP_033323472.1	XP_031845824.1	XP_029047969.1	XP_034184289.1
OG0007283	XP_026298544.1	XP_012173135.1	XP_017876052.1, XP_026667408.1	XP_015433338.1		XP_017791145.1	XP_012150449.1	XP_033329903.1	XP_031830630.1	XP_029050808.1	XP_034190436.1
OG0007284	XP_026298566.1	XP_003392871.1	XP_017882952.1	XP_015430509.1	XP_017753359.1	XP_017796017.1	XP_003706412.1	XP_033340165.1	XP_031844034.1	XP_029037893.1	XP_034172587.1
OG0007285	XP_026298572.1	XP_020719981.1	XP_026669181.1	XP_015439497.1	XP_017763255.1	XP_017787368.1	XP_003700174.2	XP_033339276.1	XP_031838583.1	XP_029037658.1	XP_034173955.1
OG0007286	XP_026298581.1	XP_003397515.1	XP_017875111.2	XP_015439513.1	XP_017758791.1	XP_017799415.1	XP_003700142.1	XP_033338313.1	XP_031846179.1	XP_029037262.1	XP_034184179.1
OG0007287	XP_026298627.1	XP_003403239.1, XP_012175508.1	XP_017875984.1	XP_015433866.1		XP_017791243.1	XP_003707523.2	XP_033329909.1	XP_031829214.1	XP_029050819.1	XP_034190489.1
OG0007288	XP_026298628.1	XP_020720208.1	XP_026669964.1	XP_015439476.1	XP_017756830.1	XP_017799447.1	XP_012152441.1	XP_033339279.1	XP_031843521.1	XP_029038726.1	XP_034175967.1
OG0007289	XP_026298629.1	XP_003401822.1	XP_017877678.1	XP_015433255.1	XP_017765798.1	XP_017797969.1	XP_012135555.1	XP_033329911.1	XP_031841085.1	XP_029051485.1	XP_034184721.1
OG0007290	XP_026298631.1	XP_020720080.1	XP_026675563.1	XP_015436106.1	XP_017755724.1	XP_017790879.1	XP_012144213.1	XP_033321349.1	XP_031843867.1	XP_029038730.1	XP_034184479.1
OG0007291	XP_026298639.1	XP_012167048.1	XP_026670111.1	XP_015436069.1	XP_017761798.1	XP_017794375.1	XP_012152505.1	XP_033321141.1	XP_031837905.1	XP_029041387.1	XP_034173185.1
OG0007292	XP_026298667.1	XP_020720394.1	XP_026670716.1	XP_015431216.1	XP_017759188.1	XP_017795193.1	XP_012140303.1	XP_033324968.1	XP_031835017.1	XP_029044137.1	XP_034175059.1
OG0007293	XP_026298728.1	XP_020722849.1	XP_017877279.1	XP_015433231.1		XP_017791079.1	XP_003707522.1, XP_012150455.1	XP_033329965.1	XP_031841055.1	XP_029050813.1	XP_034190447.1
OG0007294	XP_026298729.1	XP_003401831.1	XP_026670502.1	XP_015433667.1		XP_017791151.1	XP_003707521.1, XP_012150456.1	XP_033329960.1	XP_031841065.1	XP_029050806.1	XP_034190488.1
OG0007295	XP_026298732.1	XP_012173365.1	XP_026675376.1	XP_015431074.1	XP_017757909.1	XP_017788568.1	XP_012143317.1	XP_033337310.1	XP_031837886.1	XP_029043495.1	XP_034180486.1
OG0007296	XP_026298740.1	XP_012167344.1	XP_026672443.1, XP_026673417.1		XP_017755710.1	XP_017790878.1	XP_012144216.1	XP_033321324.1	XP_031845286.1	XP_029038742.1	XP_034184498.1
OG0007297	XP_026298741.1	XP_012167149.1	XP_017885472.1	XP_015436297.1	XP_017755772.1	XP_017797311.1	XP_003704868.2	XP_033333284.1	XP_031845529.1	XP_029047823.1	XP_034184366.1
OG0007298	XP_026298744.1	XP_020720050.1	XP_017886550.1	XP_015439510.1	XP_017758795.1	XP_017799412.1	XP_003700028.2	XP_033338321.1	XP_031845475.1	XP_029037637.1	XP_034184569.1
OG0007299	XP_026298745.1	XP_012167342.1	XP_026670118.1	XP_015436128.1	XP_017761801.1	XP_017794388.1	XP_012152209.1	XP_033334369.1	XP_031840432.1	XP_029044750.1	XP_034179446.1
OG0007300	XP_026298748.1	XP_020720115.1	XP_026670077.1	XP_015436066.1	XP_017755035.1	XP_017794372.1, XP_017795375.1	XP_012152584.1	XP_033321137.1	XP_031837909.1	XP_029041391.1	
OG0007301	XP_026298777.1	XP_012167449.2	XP_017889275.1	XP_015436399.1	XP_017765466.1	XP_017794505.1	XP_012149570.1	XP_033327908.1	XP_031840765.1	XP_029037913.1	XP_034184214.1
OG0007302	XP_026298789.1	XP_012167441.1	XP_017889276.1	XP_015436442.1	XP_017765660.1	XP_017794522.1	XP_012149482.1	XP_033327918.1	XP_031840052.1	XP_029038082.1	XP_034184239.1
OG0007303	XP_026298824.1	XP_003397958.1	XP_017882936.1	XP_015433892.1	XP_017759245.1	XP_017794142.1	XP_012149238.1	XP_033323332.1	XP_031843569.1	XP_029038628.1	XP_034187913.1
OG0007304	XP_026298826.1	XP_012167095.1	XP_017885474.1	XP_015436292.1	XP_017755783.1	XP_017797355.1	XP_012144257.1	XP_033333285.1	XP_031844187.1	XP_029047830.1	XP_034184423.1
OG0007305	XP_026298827.1	XP_020720308.1	XP_017885459.1	XP_015436436.1	XP_017755785.1	XP_017797330.1	XP_003704841.1	XP_033333295.1	XP_031844302.1	XP_029047828.1	XP_034184403.1
OG0007306	XP_026298832.1	XP_012173403.1	XP_017886513.2	XP_015431043.1	XP_017757939.1	XP_017788530.1	XP_012143264.1	XP_033333006.1	XP_031838025.1	XP_029037546.1	XP_034191707.1
OG0007307	XP_026298851.1	XP_012166786.1	XP_026669951.1	XP_015436112.1	XP_017758801.1	XP_017794336.1	XP_012150673.1	XP_033334353.1	XP_031839075.1	XP_029038709.1	XP_034183913.1
OG0007308	XP_026298881.1	XP_003403327.1	XP_017882145.1	XP_015431258.1	XP_017756461.1	XP_017791551.1	XP_003706889.1	XP_033330543.1	XP_031830748.1	XP_029039788.1	XP_034190180.1
OG0007309	XP_026298908.1	XP_012168199.1	XP_017883800.1	XP_015438545.1	XP_017758448.1	XP_017795440.1	XP_003699733.1	XP_033331593.1	XP_031830401.1	XP_029047508.1	XP_034183367.1
OG0007310	XP_026298922.1	XP_020723925.1	XP_017882174.1	XP_015431250.1	XP_017756425.1, XP_017756482.1	XP_017791566.1	XP_003707032.1	XP_033340876.1		XP_029052418.1	XP_034183878.1
OG0007311	XP_026298925.1	XP_003403370.3	XP_017882173.1	XP_015438533.1	XP_017756476.1	XP_017791567.1	XP_003707031.1	XP_033339571.1	XP_031831142.1	XP_029052424.1	XP_034183884.1
OG0007312	XP_026298929.1	XP_012174391.1	XP_017889997.1	XP_015434260.1	XP_017763976.1	XP_017790237.1	XP_012136010.1	XP_033338315.1	XP_031828335.1	XP_029042022.1	XP_034187090.1
OG0007313	XP_026298931.1	XP_012166926.1	XP_017884774.1	XP_015437693.1	XP_017755558.1	XP_017789721.1	XP_012146108.1	XP_033325690.1	XP_031828446.1	XP_029042019.1	XP_034196374.1
OG0007314	XP_026298944.1	XP_012168247.1	XP_017876723.1	XP_015437650.1	XP_017767311.1	XP_017789783.1	XP_012149122.1	XP_033325381.1	XP_031847906.1	XP_029039769.1	XP_034186033.1
OG0007315	XP_026298955.1	XP_012167892.2	XP_017876467.1	XP_015431283.1	XP_017766238.1	XP_017792202.1	XP_012148828.1	XP_033326034.1	XP_031843779.1	XP_029039931.1	XP_034190008.1
OG0007316	XP_026298959.1	XP_012167887.1	XP_017876685.1	XP_015431281.1	XP_017766218.1	XP_017792411.1	XP_003707011.1	XP_033326039.1	XP_031843782.1	XP_029039998.1	XP_034190017.1
OG0007317	XP_026298966.1	XP_012167985.1	XP_017883814.1	XP_015438432.1	XP_017767486.1	XP_017791467.1	XP_003706837.1	XP_033325508.1	XP_031835915.1	XP_029045547.1	XP_034189747.1
