Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0003677	XP_031833537.1	NP_001262249.1
OG0003678	XP_031833771.1	NP_651899.2
OG0003679	XP_031840560.1	NP_001246615.1
OG0003680	XP_031830970.1	NP_001014504.1
OG0003681	XP_031849018.1	NP_001261697.1
OG0003682	XP_031830801.1	NP_001137924.1
OG0003683	XP_031831385.1	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1
OG0003684	XP_031833105.1, XP_031833101.1	NP_001260326.1
OG0003686	XP_031838865.1	NP_572247.2
OG0003687	XP_031839485.1, XP_031839484.1	NP_001286701.1
OG0003689	XP_031846265.1	NP_723220.2
OG0003689	XP_031846222.1	NP_001285690.1
OG0003690	XP_031831554.1, XP_031831555.1	NP_650943.1
OG0003691	XP_031841868.1	NP_647620.1
OG0003692	XP_031833219.1	NP_001097079.1
OG0003703	XP_031833483.1	NP_001263091.1
OG0003709	XP_031845537.1	NP_001287407.1
OG0003710	XP_031844662.1	NP_476636.1
OG0003711	XP_031826813.1	NP_001260887.1
OG0003712	XP_031830431.1	NP_001262202.1
OG0003713	XP_031849535.1	NP_477407.1, NP_996415.1
OG0003714	XP_031832219.1	NP_476797.1
OG0003715	XP_031828054.1	NP_001261198.1, NP_001261197.1
OG0003716	XP_031838024.1	NP_001262080.1
OG0003717	XP_031834571.1	NP_001247301.1
OG0003719	XP_031825956.1	NP_647949.1
OG0003720	XP_031827675.1	NP_572259.1, NP_572260.2, NP_572262.1
OG0003721	XP_031846546.1	NP_001334713.1, NP_610961.1
OG0003722	XP_031841967.1	NP_649059.1
OG0003723	XP_031831843.1, XP_031831834.1	NP_648783.4
OG0003724	XP_031830003.1	NP_001033967.1
OG0003726	XP_031831484.1	NP_001287108.1
OG0003727	XP_031844557.1	NP_611407.1
OG0003728	XP_031833670.1	NP_001097742.1
OG0003729	XP_031835873.1	NP_001247264.1, NP_647942.1
OG0003730	XP_031830692.1	NP_001189310.1
OG0003731	XP_031844278.1, XP_031844279.1, XP_031844280.1	NP_001259630.1
OG0003732	XP_031835129.1	NP_001188553.1, NP_001262481.1
OG0003733	XP_031835914.1	NP_731777.1, NP_523840.1
OG0003734	XP_031832845.1	NP_001303480.1, NP_727447.1
OG0003735	XP_031844758.1	NP_651684.1
OG0003736	XP_031848409.1	NP_649702.2
OG0003737	XP_031840619.1, XP_031840618.1, XP_031840620.1	NP_001261952.1
OG0003738	XP_031831602.1	NP_610343.1
OG0003739	XP_031825719.1	NP_001247139.1
OG0003740	XP_031842558.1	NP_609492.1
OG0003741	XP_031840542.1, XP_031840541.1	NP_647961.1
OG0003742	XP_031848578.1	NP_610417.1
OG0003743	XP_031848616.1	NP_001188928.1, NP_001287533.1
OG0003744	XP_031842412.1	NP_524719.1
OG0003745	XP_031849470.1	NP_001259103.1
OG0003746	XP_031831539.1	NP_649352.1
OG0003747	XP_031846036.1	NP_001260028.1
OG0003748	XP_031849384.1	NP_611632.3
OG0003749	XP_031836228.1	NP_732419.1, NP_609366.2
OG0003750	XP_031831145.1	NP_726111.1
OG0003751	XP_031835889.1	NP_731267.1
OG0003752	XP_031836605.1	NP_610168.1, NP_001260612.1
OG0003753	XP_031829670.1	NP_572396.1, NP_651724.1, NP_001261261.1
OG0003754	XP_031837421.1	NP_001285266.1, NP_649161.1
OG0003755	XP_031845507.1	NP_001137699.1
OG0003756	XP_031846613.1	NP_650331.1
OG0003757	XP_031842642.1	NP_511045.1
OG0003758	XP_031845300.1, XP_031845302.1	NP_650784.3
OG0003759	XP_031836193.1, XP_031836194.1	NP_001246908.1
OG0003760	XP_031848460.1	NP_609878.1, NP_001259750.1
OG0003761	XP_031826223.1	NP_001188681.1
OG0003762	XP_031848446.1	NP_650214.1
OG0003763	XP_031842780.1, XP_031842779.1	NP_001287349.1
OG0003764	XP_031826974.1	NP_649241.1
OG0003765	XP_031841597.1	NP_001284709.1
OG0003766	XP_031834592.1	NP_523407.1
OG0003767	XP_031831361.1	NP_001033885.1
OG0003768	XP_031834320.1	NP_608575.1
OG0003769	XP_031830656.1	NP_608619.1
OG0003770	XP_031838094.1	NP_001285352.1
OG0003771	XP_031841072.1	NP_651296.1
OG0003772	XP_031845660.1	NP_609822.1, NP_650473.1
OG0003773	XP_031831472.1	NP_001259808.1
OG0003774	XP_031844362.1	NP_569980.1
OG0003775	XP_031850350.1	NP_648527.1
OG0003776	XP_031826709.1	NP_649048.1
OG0003777	XP_031845529.1	NP_001260520.2
OG0003778	XP_031848470.1	NP_788548.1
OG0003779	XP_031833368.1	NP_609918.1
OG0003780	XP_031833113.1	NP_611446.3, NP_647716.1
OG0003781	XP_031837519.1	NP_001261879.1
OG0003782	XP_031841861.1	NP_649399.1, NP_001284805.1
OG0003783	XP_031847496.1, XP_031847495.1	NP_001262846.1
OG0003784	XP_031840056.1	NP_733061.1
OG0003785	XP_031826963.1	NP_610974.1, NP_001285320.1
OG0003786	XP_031830013.1	NP_001097074.1
OG0003787	XP_031839700.1	NP_648037.1
OG0003788	XP_031826983.1, XP_031826984.1	NP_511106.1
OG0003789	XP_031848445.1	NP_732338.1
OG0003790	XP_031839413.1	NP_001262023.1
OG0003791	XP_031838820.1	NP_001246448.1
OG0003792	XP_031838660.1	NP_001188815.1
OG0003793	XP_031846832.1	NP_650317.3
OG0003794	XP_031830507.1	NP_001285058.1
OG0003795	XP_031843055.1	NP_524134.1
OG0003796	XP_031830035.1	NP_001285371.1
OG0003797	XP_031833520.1	NP_651340.1
OG0003798	XP_031828980.1	NP_001188780.1
OG0003799	XP_031840881.1	NP_610451.1
OG0003800	XP_031848540.1	NP_651825.4, NP_610916.1
OG0003801	XP_031827456.1, XP_031827457.1	NP_572526.1
OG0003802	XP_031829492.1	NP_001262901.1, NP_611191.1
OG0003803	XP_031834671.1, XP_031834660.1	NP_648168.1
OG0003804	XP_031835162.1, XP_031835161.1	NP_648144.3
OG0003805	XP_031828622.1	NP_649541.1
OG0003806	XP_031830180.1	NP_524537.1
OG0003807	XP_031829589.1, XP_031829588.1	NP_001286908.1
OG0003808	XP_031848905.1	NP_001259814.1
OG0003809	XP_031834560.1	NP_001286673.1
OG0003810	XP_031847703.1	NP_001260063.1
OG0003811	XP_031840547.1	NP_649212.2
OG0003812	XP_031832394.1, XP_031832393.1	NP_001162723.1
OG0003813	XP_031844249.1, XP_031844248.1, XP_031844250.1	NP_525073.1
OG0003814	XP_031837191.1	NP_001261853.1
OG0003815	XP_031849385.1	NP_649455.1
OG0003817	XP_031849351.1	NP_001350858.1
OG0003818	XP_031825658.1	NP_650328.1
OG0003819	XP_031842620.1	NP_001263095.1
OG0003820	XP_031849252.1	NP_001036422.1
OG0003821	XP_031827657.1	NP_609946.1
OG0003822	XP_031845767.1	NP_001036633.2
OG0003824	XP_031839343.1	NP_652145.1
OG0003825	XP_031832189.1	NP_001262701.1
OG0003826	XP_031844736.1	NP_001247206.1
OG0003827	XP_031844006.1	NP_611986.2
OG0003828	XP_031826176.1	NP_001261195.1
OG0003829	XP_031834069.1	NP_001245409.1
OG0003830	XP_031843529.1	NP_001245983.1, NP_723670.2
OG0003831	XP_031832731.1	NP_001260897.1
OG0003832	XP_031838218.1	NP_001137905.1, NP_001261534.1
OG0003833	XP_031841667.1, XP_031841668.1	NP_511048.2
OG0003834	XP_031850570.1	NP_001260368.1
OG0003835	XP_031838153.1	NP_001262920.1
OG0003836	XP_031846357.1, XP_031846358.1, XP_031846359.1	NP_001260135.1
OG0003837	XP_031845434.1	NP_610913.1
OG0003838	XP_031849495.1	NP_610522.1
OG0003839	XP_031828884.1	NP_001262031.1
OG0003840	XP_031829860.1, XP_031829861.1	NP_650660.2
OG0003841	XP_031839595.1	NP_570012.1
OG0003842	XP_031827602.1, XP_031827603.1	NP_573371.1
OG0003843	XP_031836341.1	NP_001261596.1
OG0003844	XP_031840110.1	NP_476904.1
OG0003845	XP_031849480.1	NP_610201.1
OG0003846	XP_031844269.1	NP_001163433.1
OG0003847	XP_031831304.1	NP_732393.1
OG0003848	XP_031833548.1	NP_001247237.1
OG0003849	XP_031832397.1	NP_610044.2
OG0003850	XP_031847889.1	NP_609358.1
OG0003851	XP_031836203.1	NP_001259490.1
OG0003852	XP_031836623.1, XP_031836622.1, XP_031836624.1, XP_031836621.1	NP_001259707.1
OG0003853	XP_031827749.1	NP_609495.1
OG0003854	XP_031841503.1	NP_608657.1
OG0003855	XP_031846452.1	NP_001260765.1
OG0003856	XP_031842698.1, XP_031842699.1	NP_647660.1
OG0003857	XP_031838428.1	NP_788641.1
OG0003859	XP_031846939.1	NP_611549.2
OG0003860	XP_031834810.1, XP_031836487.1	NP_612094.2
OG0003861	XP_031839884.1	NP_001259663.1
OG0003862	XP_031841551.1	NP_001286393.1
OG0003863	XP_031830421.1	NP_569972.1
OG0003864	XP_031846924.1	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_031837019.1	NP_001261542.1
OG0003867	XP_031848786.1	NP_609864.1, NP_573096.1
OG0003868	XP_031835888.1	NP_610357.1
OG0003869	XP_031837052.1	NP_788357.1
OG0003870	XP_031839667.1	NP_001368936.1
OG0003871	XP_031838171.1	NP_611535.1
OG0003872	XP_031841114.1	NP_610876.1
OG0003873	XP_031847666.1	NP_001334735.1
OG0003874	XP_031825622.1	NP_001163577.1
OG0003875	XP_031832131.1	NP_572532.1
OG0003876	XP_031838774.1	NP_001259823.1
OG0003877	XP_031827724.1	NP_001285642.1
OG0003878	XP_031849258.1	NP_001097890.1
OG0003879	XP_031835205.1	NP_647918.2
OG0003880	XP_031840832.1	NP_572535.1
OG0003881	XP_031825384.1, XP_031825386.1	NP_001260585.1
OG0003882	XP_031840706.1	NP_001162627.1
OG0003883	XP_031836057.1	NP_573251.1
OG0003884	XP_031843346.1, XP_031843345.1, XP_031843344.1	NP_572907.1
OG0003886	XP_031847144.1	NP_724244.1
OG0003887	XP_031844607.1	NP_476982.1
OG0003888	XP_031836223.1	NP_523797.1, NP_476814.1
OG0003889	XP_031840688.1	NP_610732.1
OG0003890	XP_031835302.1	NP_649876.1
OG0003891	XP_031844748.1	NP_001263108.1
OG0003892	XP_031833087.1	NP_001262069.1
OG0003893	XP_031825778.1	NP_647757.2, NP_001259177.1
OG0003894	XP_031825863.1	NP_001246498.1
OG0003895	XP_031838891.1	NP_001259484.1
OG0003896	XP_031846999.1	NP_608837.2
OG0003897	XP_031833798.1	NP_001261947.1
OG0003898	XP_031848198.1, XP_031848197.1	NP_647707.1
OG0003899	XP_031837829.1, XP_031837839.1	NP_001097186.2, NP_650042.2
OG0003900	XP_031832238.1	NP_651578.1
OG0003901	XP_031839241.1	NP_572401.2
OG0003902	XP_031841625.1	NP_001246118.1
OG0003903	XP_031837876.1	NP_001261922.1
OG0003904	XP_031840950.1	NP_001262697.1
OG0003905	XP_031829127.1	NP_729888.1
OG0003906	XP_031829290.1	NP_001259961.1, NP_611200.2
OG0003907	XP_031835836.1	NP_569906.1
OG0003908	XP_031838668.1	NP_001260726.1
OG0003909	XP_031846353.1	NP_001247006.1
OG0003910	XP_031834915.1	NP_001246673.1
OG0003911	XP_031845935.1, XP_031845936.1	NP_001261606.1
OG0003912	XP_031829689.1	NP_001097238.1
OG0003913	XP_031847955.1	NP_648549.1
OG0003914	XP_031840322.1, XP_031840321.1, XP_031840323.1	NP_001356926.1
OG0003915	XP_031826614.1	NP_001286055.1
OG0003916	XP_031837428.1	NP_611032.2
OG0003917	XP_031828774.1	NP_524287.1
OG0003918	XP_031849100.1	NP_524099.2
OG0003919	XP_031835884.1	NP_001188671.1
OG0003920	XP_031829190.1	NP_001287306.1
OG0003921	XP_031845320.1	NP_001356957.1
OG0003922	XP_031826631.1, XP_031826622.1, XP_031826612.1	NP_609238.1
OG0003923	XP_031839810.1	NP_001263054.1
OG0003924	XP_031841751.1	NP_001245549.1
OG0003925	XP_031837874.1	NP_573225.1
OG0003926	XP_031827427.1	NP_723576.1
OG0003927	XP_031836022.1	NP_649067.2
OG0003928	XP_031831557.1, XP_031831556.1	NP_611175.1
OG0003929	XP_031844081.1	NP_001261060.1
OG0003930	XP_031830962.1	NP_726473.2
OG0003931	XP_031838854.1	NP_524417.1, NP_651961.1
OG0003932	XP_031839254.1, XP_031839264.1	NP_001036655.1
OG0003933	XP_031840199.1, XP_031840200.1, XP_031840198.1	NP_477445.1
OG0003934	XP_031847479.1	NP_648581.1
OG0003935	XP_031835899.1	NP_001287055.1
OG0003936	XP_031831693.1	NP_524483.1
OG0003938	XP_031841721.1	NP_001262741.1
OG0003939	XP_031833272.1	NP_001259461.1
OG0003940	XP_031842627.1	NP_650512.1
OG0003941	XP_031842486.1, XP_031842485.1, XP_031842487.1	NP_001259608.1
OG0003943	XP_031825416.1, XP_031825418.1	NP_649905.1
OG0003944	XP_031828255.1	NP_001261149.1
OG0003945	XP_031833294.1	NP_608585.1
OG0003946	XP_031835002.1, XP_031835003.1	NP_647768.3
OG0003947	XP_031846971.1	NP_651180.3
OG0003948	XP_031843948.1	NP_001286414.1
OG0003950	XP_031829425.1	NP_731494.1, NP_731495.1
OG0003951	XP_031829940.1	NP_996299.1
OG0003952	XP_031828861.1	NP_649594.1
OG0003953	XP_031834037.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_031831755.1	NP_611769.2, NP_001245708.1
OG0003955	XP_031843492.1	NP_001247152.1
OG0003956	XP_031845387.1	NP_477397.1
OG0003957	XP_031835970.1	NP_001261167.1
OG0003958	XP_031847532.1	NP_477224.1
OG0003959	XP_031840637.1	NP_001261183.1
OG0003960	XP_031831389.1	NP_001097394.1
OG0003961	XP_031830352.1	NP_610107.1
OG0003962	XP_031839594.1, XP_031839593.1	NP_523811.1
OG0003963	XP_031835865.1	NP_611832.1
OG0003964	XP_031835915.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_031828321.1	NP_648590.1
OG0003966	XP_031826856.1	NP_001286169.1
OG0003967	XP_031828590.1	NP_649099.1
OG0003968	XP_031831420.1, XP_031831419.1	NP_610398.1
OG0003969	XP_031840909.1	NP_569880.1
OG0003970	XP_031831835.1	NP_001262490.1, NP_731657.2
OG0003971	XP_031827693.1	NP_001285692.1
OG0003972	XP_031831359.1	NP_611539.1
OG0003973	XP_031834059.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_031829050.1	NP_651278.2
OG0003975	XP_031828857.1	NP_649552.1
OG0003976	XP_031833374.1	NP_001246589.1
OG0003977	XP_031839879.1	NP_570081.2
OG0003978	XP_031845698.1, XP_031845688.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_031838006.1, XP_031838004.1	NP_611690.2
OG0003980	XP_031835453.1, XP_031835454.1	NP_572722.2
OG0003981	XP_031847431.1	NP_610429.2
OG0003982	XP_031838490.1	NP_609079.2
OG0003983	XP_031825980.1	NP_001137958.1
OG0003984	XP_031847226.1	NP_611900.1
OG0003985	XP_031829414.1	NP_572747.1
OG0003986	XP_031845970.1	NP_511064.2
OG0003987	XP_031837431.1	NP_001286391.1
OG0003988	XP_031825317.1, XP_031825323.1	NP_001163748.1
OG0003989	XP_031836291.1	NP_001163103.1
OG0003990	XP_031834385.1	NP_524448.3
OG0003991	XP_031850030.1	NP_524623.2
OG0003992	XP_031829795.1	NP_573116.2
OG0003994	XP_031828499.1	NP_001286707.1
OG0003995	XP_031844333.1	NP_001284866.1
OG0003996	XP_031833780.1	NP_001259362.1, NP_650489.1
OG0003997	XP_031846794.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_031837050.1	NP_001162829.1
OG0003999	XP_031837728.1	NP_523723.1
OG0004000	XP_031833510.1	NP_001246063.1
OG0004002	XP_031825949.1	NP_001303384.1
OG0004003	XP_031849632.1	NP_001162933.1
OG0004004	XP_031834857.1	NP_609954.1, NP_001286084.1
OG0004005	XP_031841729.1	NP_732452.1
OG0004006	XP_031836005.1	NP_724569.1
OG0004008	XP_031843500.1, XP_031843499.1	NP_001097360.1
OG0004009	XP_031847365.1	NP_731065.1
OG0004010	XP_031847481.1	NP_572391.1
OG0004011	XP_031829008.1, XP_031829007.1	NP_001260641.1
OG0004012	XP_031839094.1	NP_001096948.2
OG0004014	XP_031843512.1	NP_572951.1
OG0004015	XP_031844892.1	NP_001138211.1
OG0004016	XP_031828955.1	NP_001189283.1
OG0004017	XP_031837289.1	NP_001286893.1
OG0004018	XP_031835588.1	NP_728546.1
OG0004020	XP_031839538.1	NP_001287463.1
OG0004021	XP_031837350.1, XP_031837340.1	NP_001259691.1
OG0004022	XP_031840750.1	NP_001285276.1
OG0004023	XP_031848115.1	NP_001285665.1
OG0004024	XP_031825975.1, XP_031825969.1	NP_001263051.1
OG0004026	XP_031831292.1	NP_524473.2
OG0004027	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1	NP_648926.3
OG0004030	XP_031832701.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_031835672.1	NP_524815.1
OG0004033	XP_031849478.1	NP_477436.1
OG0004034	XP_031829649.1	NP_609890.2
OG0004035	XP_031829871.1	NP_001285328.1
OG0004036	XP_031844944.1	NP_649324.1
OG0004037	XP_031849138.1, XP_031849145.1	NP_001262772.1
OG0004038	XP_031846457.1	NP_001245836.1
OG0004040	XP_031836756.1	NP_001285092.1, NP_572658.2
OG0004041	XP_031833112.1, XP_031833111.1, XP_031833110.1	NP_647718.1
OG0004042	XP_031846521.1	NP_523917.2
OG0004043	XP_031834119.1	NP_001259062.1
OG0004044	XP_031845436.1	NP_572373.1
OG0004045	XP_031825763.1	NP_523806.2, NP_524607.1
OG0004046	XP_031838752.1	NP_001189212.1
OG0004048	XP_031846986.1	NP_001097680.1
OG0004049	XP_031840936.1	NP_610466.2
OG0004051	XP_031845253.1	NP_573193.1, NP_650498.3
OG0004052	XP_031847498.1, XP_031847499.1	NP_001262451.1
OG0004053	XP_031834647.1	NP_001260958.1
OG0004054	XP_031826861.1	NP_001260969.1
OG0004055	XP_031825842.1	NP_649411.1
OG0004056	XP_031825600.1	NP_001259979.1
OG0004058	XP_031847304.1	NP_477114.1
OG0004059	XP_031827314.1, XP_031827316.1, XP_031827315.1	NP_001261609.1
OG0004060	XP_031825292.1, XP_031833705.1	NP_476576.1
OG0004061	XP_031847982.1	NP_001285590.1
OG0004062	XP_031840007.1	NP_001245607.1
OG0004063	XP_031840645.1	NP_001162975.1
OG0004064	XP_031841865.1	NP_001259152.1
OG0004065	XP_031831118.1	NP_001286823.1, NP_001259234.1
OG0004066	XP_031835983.1	NP_573146.1
OG0004067	XP_031834342.1	NP_001261227.1
OG0004068	XP_031835544.1	NP_725626.1, NP_476863.1
OG0004069	XP_031846351.1	NP_001368995.1
OG0004070	XP_031844908.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_031837245.1	NP_996010.2
OG0004072	XP_031832907.1	NP_572759.1
OG0004073	XP_031845410.1	NP_648318.2
OG0004074	XP_031837469.1	NP_001286846.1
OG0004075	XP_031832804.1	NP_788639.1
OG0004076	XP_031849280.1	NP_608550.1
OG0004077	XP_031842873.1	NP_650693.1
OG0004078	XP_031825371.1	NP_649890.1
OG0004079	XP_031841803.1	NP_001137777.1
OG0004080	XP_031839613.1, XP_031839614.1	NP_523890.2
OG0004081	XP_031850168.1	NP_001188938.1
OG0004082	XP_031841583.1	NP_001260586.1
OG0004083	XP_031836805.1	NP_569978.1
OG0004084	XP_031843205.1, XP_031843204.1	NP_001163332.2
OG0004085	XP_031843792.1	NP_001246647.1
OG0004086	XP_031842579.1	NP_001138108.1
OG0004087	XP_031825479.1	NP_001259779.1
OG0004088	XP_031850431.1, XP_031850429.1	NP_723510.1
OG0004089	XP_031836037.1	NP_001260005.1
OG0004090	XP_031846989.1	NP_609643.2
OG0004091	XP_031837038.1	NP_609204.2
OG0004092	XP_031829570.1	NP_001285421.1
OG0004093	XP_031835692.1	NP_001259507.1
OG0004094	XP_031828084.1	NP_511152.2
OG0004095	XP_031839210.1	NP_477374.1
OG0004096	XP_031834686.1	NP_725637.1
OG0004097	XP_031826465.1	NP_001286067.1
OG0004098	XP_031842233.1, XP_031842232.1	NP_726437.2
OG0004099	XP_031845477.1, XP_031845476.1	NP_650205.1
OG0004100	XP_031850080.1	NP_609183.1
OG0004101	XP_031843438.1	NP_723188.1
OG0004102	XP_031844595.1	NP_001262443.1
OG0004103	XP_031830127.1	NP_001027038.3
OG0004105	XP_031850462.1	NP_001260476.1
OG0004106	XP_031836716.1	NP_649461.2
OG0004107	XP_031832445.1, XP_031832444.1, XP_031832443.1	NP_647638.1
OG0004109	XP_031837550.1	NP_523920.1
OG0004110	XP_031831226.1	NP_611023.1
OG0004111	XP_031838651.1	NP_523982.2
OG0004112	XP_031829037.1	NP_608410.2
OG0004113	XP_031833524.1	NP_524712.1
OG0004114	XP_031825864.1	NP_476905.1
OG0004116	XP_031837378.1, XP_031837377.1	NP_651973.4
OG0004117	XP_031839020.1	NP_648367.1
OG0004119	XP_031834044.1	NP_651939.4
OG0004120	XP_031833681.1	NP_001263153.1
OG0004122	XP_031836894.1	NP_648520.1
OG0004123	XP_031827341.1	NP_001260855.1
OG0004124	XP_031848972.1, XP_031827871.1, XP_031827870.1, XP_031827869.1, XP_031827868.1	NP_523879.2, NP_728565.1
OG0004125	XP_031831838.1	NP_573215.1
OG0004126	XP_031837070.1	NP_001260594.1
OG0004128	XP_031833993.1	NP_001286068.1
OG0004129	XP_031830559.1	NP_001245829.1
OG0004130	XP_031837406.1	NP_001245938.1
OG0004131	XP_031837947.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_031838430.1	NP_001285233.1
OG0004133	XP_031849903.1	NP_001259348.1
OG0004137	XP_031842540.1	NP_610611.1
OG0004138	XP_031840347.1	NP_001027221.1
OG0004139	XP_031845959.1	NP_001262795.1
OG0004140	XP_031847146.1, XP_031847147.1	NP_476985.1
OG0004141	XP_031826851.1	NP_524372.1, NP_525036.2
OG0004142	XP_031833453.1	NP_723952.2
OG0004143	XP_031845492.1, XP_031845491.1	NP_523942.2
OG0004144	XP_031845326.1	NP_001259820.1
OG0004145	XP_031833754.1	NP_001097306.2
OG0004146	XP_031830763.1	NP_648847.3
OG0004147	XP_031841972.1	NP_001014556.1
OG0004148	XP_031835642.1	NP_001245598.1
OG0004149	XP_031825844.1	NP_572236.3
OG0004150	XP_031843386.1	NP_649909.1
OG0004151	XP_031825951.1	NP_648032.1
OG0004153	XP_031831695.1	NP_001036757.1
OG0004154	XP_031839758.1, XP_031839762.1, XP_031839759.1	NP_611433.3, NP_651549.1
OG0004155	XP_031838404.1	NP_524453.1
OG0004157	XP_031844204.1, XP_031844206.1, XP_031844207.1	NP_610845.1
OG0004158	XP_031845490.1, XP_031845479.1	NP_001261442.1
OG0004159	XP_031839324.1, XP_031839276.1	NP_609541.1
OG0004160	XP_031843796.1	NP_610297.2
OG0004162	XP_031828335.1	NP_001097114.2
OG0004163	XP_031839821.1	NP_001260044.1
OG0004164	XP_031831823.1	NP_001097850.3
OG0004166	XP_031840661.1, XP_031840664.1	NP_610783.1
OG0004167	XP_031833836.1	NP_001245796.1
OG0004168	XP_031840904.1	NP_651717.1
OG0004169	XP_031838644.1	NP_477088.2
OG0004170	XP_031841820.1, XP_031848998.1	NP_001097606.1
OG0004171	XP_031844331.1, XP_031844332.1	NP_611857.3
OG0004172	XP_031831783.1	NP_476845.2
OG0004173	XP_031826653.1	NP_001261621.2, NP_476855.1
OG0004174	XP_031837888.1	NP_001261172.1
OG0004175	XP_031836284.1	NP_001369072.1
OG0004176	XP_031831339.1	NP_001246184.1
OG0004177	XP_031840812.1	NP_001260615.1
OG0004178	XP_031835809.1	NP_001027420.2
OG0004180	XP_031846319.1	NP_001162639.2
OG0004181	XP_031850390.1	NP_477219.1
OG0004182	XP_031849791.1	NP_610116.2
OG0004183	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1	NP_001260578.1
OG0004184	XP_031847500.1	NP_477022.1
OG0004186	XP_031839140.1	NP_001097184.2
OG0004187	XP_031845406.1	NP_651004.1
OG0004188	XP_031848204.1	NP_608524.1
OG0004189	XP_031828918.1, XP_031828916.1, XP_031828920.1	NP_648455.2
OG0004190	XP_031830267.1, XP_031830265.1	NP_001096996.1
OG0004191	XP_031830399.1	NP_001261503.1
OG0004192	XP_031844438.1, XP_031844440.1, XP_031844441.1	NP_651851.1
OG0004193	XP_031848682.1	NP_001163275.2
OG0004194	XP_031839609.1, XP_031839608.1	NP_001261636.1
OG0004195	XP_031840883.1	NP_001303365.1
OG0004196	XP_031843587.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_031835278.1	NP_523924.1
OG0004198	XP_031844019.1, XP_031844018.1	NP_652562.2
OG0004199	XP_031845759.1, XP_031845760.1	NP_001259983.1
OG0004201	XP_031847818.1	NP_651849.1
OG0004202	XP_031828289.1	NP_001260133.1
OG0004203	XP_031831146.1	NP_648267.1
OG0004205	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1	NP_608637.1
OG0004206	XP_031832334.1	NP_610556.1
OG0004207	XP_031845093.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_031847366.1	NP_001287316.1
OG0004211	XP_031843229.1	NP_726630.2
OG0004212	XP_031830793.1	NP_001260087.1
