Orthogroup	Nomia_melanderi	Polistes_dominula
OG0004211	XP_031843229.1	XP_015187178.1, XP_015187177.1
OG0004212	XP_031830793.1	XP_015184253.1
OG0004213	XP_031825489.1	XP_015179817.1
OG0004214	XP_031828613.1	XP_015177415.1
OG0004215	XP_031830494.1	XP_015188562.1
OG0004216	XP_031832164.1	XP_015179144.1
OG0004217	XP_031836555.1	XP_015182917.1
OG0004218	XP_031839217.1	XP_015188615.1
OG0004219	XP_031846765.1	XP_015173044.1
OG0004220	XP_031826535.1	XP_015191390.1, XP_015191391.1
OG0004222	XP_031826050.1	XP_015185904.1
OG0004223	XP_031833560.1	XP_015178157.1
OG0004224	XP_031836810.1, XP_031836814.1	XP_015191264.1
OG0004225	XP_031833096.1	XP_015184795.1
OG0004227	XP_031840990.1, XP_031840989.1	XP_015186487.1
OG0004229	XP_031848982.1	XP_015188447.1
OG0004230	XP_031832892.1, XP_031832875.1	XP_015183072.1
OG0004231	XP_031825776.1	XP_015179089.1
OG0004232	XP_031842951.1	XP_015175867.1
OG0004233	XP_031839418.1	XP_015190506.1
OG0004234	XP_031831277.1	XP_015171658.1
OG0004235	XP_031834528.1	XP_015177714.1, XP_015177717.1
OG0004236	XP_031838110.1	XP_015178698.1
OG0004237	XP_031849218.1, XP_031849666.1	XP_015174804.1
OG0004238	XP_031850109.1	XP_015191487.1
OG0004240	XP_031848772.1, XP_031848904.1	XP_015177896.1
OG0004242	XP_031848567.1	XP_015176234.1, XP_015176232.1
OG0004243	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1	XP_015187907.1
OG0004244	XP_031850382.1	XP_015173804.1, XP_015173805.1, XP_015173806.1
OG0004245	XP_031838403.1	XP_015174920.1
OG0004246	XP_031833176.1	XP_015182554.1
OG0004247	XP_031841793.1	XP_015181293.1
OG0004248	XP_031836299.1, XP_031836302.1	XP_015187024.1
OG0004249	XP_031845681.1	XP_015176571.1, XP_015176570.1, XP_015176573.1
OG0004250	XP_031845680.1	XP_015187844.1, XP_015187845.1
OG0004251	XP_031838450.1	XP_015182207.1
OG0004253	XP_031846907.1	XP_015190556.1
OG0004254	XP_031827355.1	XP_015174868.1
OG0004255	XP_031836592.1	XP_015173643.1
OG0004256	XP_031839525.1, XP_031839524.1	XP_015180885.1
OG0004258	XP_031829838.1	XP_015185642.1
OG0004259	XP_031839471.1	XP_015178561.1
OG0004260	XP_031846342.1	XP_015172651.1
OG0004261	XP_031849664.1	XP_015174911.1
OG0004262	XP_031844686.1	XP_015171874.1
OG0004264	XP_031842280.1	XP_015173005.1
OG0004265	XP_031842722.1	XP_015184203.1, XP_015184210.1, XP_015184217.1
OG0004266	XP_031849134.1	XP_015171963.1
OG0004267	XP_031827643.1	XP_015181089.1
OG0004268	XP_031841031.1	XP_015182717.1
OG0004269	XP_031827348.1	XP_015181893.1, XP_015181892.1
OG0004271	XP_031848860.1, XP_031848977.1	XP_015189378.1, XP_015189256.1, XP_015189815.1
OG0004275	XP_031838235.1	XP_015178640.1
OG0004276	XP_031848477.1	XP_015188500.1
OG0004277	XP_031828483.1	XP_015189111.1
OG0004278	XP_031845668.1	XP_015180165.1
OG0004279	XP_031827056.1	XP_015174956.1
OG0004280	XP_031832134.1	XP_015172726.1
OG0004281	XP_031832515.1	XP_015186404.1
OG0004282	XP_031846138.1	XP_015180529.1
OG0004283	XP_031839999.1	XP_015190724.1
OG0004284	XP_031826036.1	XP_015184075.1
OG0004285	XP_031828209.1	XP_015189334.1, XP_015189335.1, XP_015189336.1
OG0004286	XP_031835228.1	XP_015177162.1
OG0004287	XP_031848909.1	XP_015178914.1
OG0004288	XP_031833906.1	XP_015176821.1
OG0004289	XP_031827279.1, XP_031827280.1	XP_015182833.1
OG0004290	XP_031832922.1	XP_015172148.1
OG0004291	XP_031833835.1	XP_015190916.1, XP_015190917.1
OG0004292	XP_031844191.1	XP_015186257.1
OG0004293	XP_031838363.1	XP_015177884.1
OG0004294	XP_031825800.1	XP_015181814.1
OG0004295	XP_031840132.1, XP_031840133.1, XP_031840136.1, XP_031840131.1, XP_031840135.1	XP_015173308.1
OG0004296	XP_031849068.1	XP_015187729.1
OG0004297	XP_031845913.1, XP_031845902.1	XP_015172606.1
OG0004298	XP_031830627.1	XP_015180601.1, XP_015180602.1
OG0004299	XP_031828035.1	XP_015177839.1
OG0004300	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1	XP_015182548.1
OG0004301	XP_031831664.1, XP_031831663.1	XP_015176359.1
OG0004302	XP_031826350.1	XP_015182963.1
OG0004303	XP_031845237.1	XP_015176498.1
OG0004304	XP_031845632.1	XP_015172976.1
OG0004305	XP_031827300.1, XP_031827297.1, XP_031827298.1	XP_015189622.1
OG0004306	XP_031833157.1	XP_015177363.1, XP_015177362.1
OG0004307	XP_031826914.1	XP_015178868.1
OG0004308	XP_031827055.1	XP_015174953.1
OG0004309	XP_031834645.1	XP_015187330.1
OG0004310	XP_031844021.1	XP_015180868.1
OG0004311	XP_031835531.1	XP_015181930.1
OG0004312	XP_031832087.1	XP_015189490.1
OG0004313	XP_031843851.1	XP_015172593.1
OG0004314	XP_031850012.1	XP_015173967.1
OG0004315	XP_031840298.1	XP_015174661.1
OG0004316	XP_031837137.1	XP_015171146.1
OG0004317	XP_031843324.1	XP_015186800.1, XP_015185843.1
OG0004318	XP_031844185.1	XP_015190326.1
OG0004319	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_015180641.1
OG0004320	XP_031830689.1	XP_015188330.1
OG0004321	XP_031833994.1	XP_015180147.1
OG0004322	XP_031825907.1, XP_031825908.1	XP_015183664.1
OG0004324	XP_031828951.1	XP_015181393.1, XP_015181392.1
OG0004325	XP_031829380.1	XP_015184943.1
OG0004326	XP_031833485.1	XP_015186801.1
OG0004327	XP_031825391.1, XP_031825390.1	XP_015176597.1
OG0004328	XP_031842449.1	XP_015183175.1
OG0004329	XP_031830721.1	XP_015180710.1
OG0004330	XP_031838338.1	XP_015181785.1
OG0004331	XP_031845502.1	XP_015191001.1
OG0004332	XP_031839656.1	XP_015179508.1
OG0004333	XP_031835626.1	XP_015171552.1
OG0004334	XP_031834898.1, XP_031834891.1	XP_015189032.1
OG0004335	XP_031843563.1, XP_031843564.1	XP_015179535.1
OG0004336	XP_031833643.1	XP_015185745.1
OG0004337	XP_031832665.1	XP_015179634.1
OG0004338	XP_031837238.1	XP_015181346.1
OG0004339	XP_031842137.1	XP_015175035.1
OG0004340	XP_031835898.1	XP_015178779.1
OG0004341	XP_031840767.1	XP_015172694.1, XP_015172693.1
OG0004342	XP_031840543.1	XP_015186216.1
OG0004343	XP_031827703.1	XP_015177087.1
OG0004344	XP_031840792.1	XP_015185427.1, XP_015185426.1
OG0004345	XP_031830030.1	XP_015179143.1
OG0004346	XP_031835201.1	XP_015184908.1
OG0004347	XP_031827721.1	XP_015177119.1
OG0004348	XP_031850528.1	XP_015176075.1
OG0004349	XP_031844026.1	XP_015186051.1
OG0004350	XP_031834185.1	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	XP_031837471.1, XP_031837472.1	XP_015188766.1
OG0004352	XP_031847970.1	XP_015191106.1, XP_015191105.1
OG0004353	XP_031830577.1, XP_031830576.1	XP_015172159.1
OG0004354	XP_031838931.1	XP_015184976.1
OG0004355	XP_031837696.1	XP_015181563.1
OG0004356	XP_031833990.1, XP_031833991.1	XP_015190935.1
OG0004357	XP_031843565.1	XP_015177611.1, XP_015177610.1
OG0004358	XP_031849863.1	XP_015176841.1
OG0004359	XP_031829528.1, XP_031829529.1	XP_015180976.1
OG0004360	XP_031825421.1	XP_015173321.1
OG0004361	XP_031839015.1	XP_015171734.1
OG0004362	XP_031847466.1	XP_015173240.1
OG0004363	XP_031835576.1	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004364	XP_031845442.1, XP_031845441.1	XP_015179808.1
OG0004365	XP_031829553.1	XP_015179807.1
OG0004366	XP_031833750.1	XP_015177156.1
OG0004368	XP_031825392.1	XP_015176445.1
OG0004369	XP_031843659.1	XP_015185827.1
OG0004370	XP_031839657.1	XP_015179509.1
OG0004371	XP_031836763.1	XP_015176249.1
OG0004372	XP_031839766.1	XP_015178816.1
OG0004373	XP_031828999.1	XP_015182235.1
OG0004374	XP_031841092.1	XP_015173591.1
OG0004375	XP_031839024.1	XP_015179923.1
OG0004376	XP_031848308.1	XP_015176018.1
OG0004377	XP_031849532.1	XP_015185853.1
OG0004378	XP_031849014.1	XP_015176204.1
OG0004379	XP_031827563.1	XP_015180193.1
OG0004380	XP_031848617.1	XP_015176657.1
OG0004381	XP_031829075.1	XP_015181754.1
OG0004382	XP_031838479.1	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	XP_031829837.1	XP_015191334.1
OG0004384	XP_031843373.1	XP_015175765.1
OG0004385	XP_031847487.1	XP_015187542.1
OG0004386	XP_031841078.1	XP_015181333.1
OG0004387	XP_031838079.1	XP_015173659.1
OG0004388	XP_031846944.1	XP_015175820.1
OG0004389	XP_031833376.1, XP_031833377.1, XP_031833375.1	XP_015188111.1
OG0004390	XP_031834527.1	XP_015183451.1
OG0004391	XP_031826520.1	XP_015184061.1
OG0004392	XP_031828213.1	XP_015181202.1
OG0004394	XP_031840655.1	XP_015172794.1
OG0004395	XP_031838878.1	XP_015186716.1
OG0004396	XP_031847757.1	XP_015186608.1
OG0004397	XP_031832679.1	XP_015179775.1, XP_015179774.1
OG0004398	XP_031834361.1	XP_015184973.1
OG0004399	XP_031826347.1, XP_031826261.1	XP_015181915.1
OG0004400	XP_031834854.1	XP_015183985.1
OG0004401	XP_031846814.1	XP_015178319.1
OG0004402	XP_031837935.1	XP_015181637.1
OG0004403	XP_031831299.1	XP_015191772.1
OG0004404	XP_031848881.1	XP_015178049.1, XP_015178048.1
OG0004405	XP_031840828.1	XP_015186241.1
OG0004407	XP_031838570.1	XP_015175014.1
OG0004408	XP_031840214.1	XP_015186497.1
OG0004409	XP_031836448.1	XP_015174662.1
OG0004410	XP_031835918.1	XP_015171699.1
OG0004411	XP_031846570.1	XP_015172022.1
OG0004412	XP_031849383.1, XP_031849382.1, XP_031849381.1	XP_015189375.1
OG0004413	XP_031836918.1	XP_015191328.1
OG0004414	XP_031830992.1	XP_015175097.1
OG0004416	XP_031840153.1	XP_015180836.1
OG0004417	XP_031832460.1	XP_015189232.1
OG0004418	XP_031828444.1, XP_031828445.1	XP_015186766.1
OG0004419	XP_031842040.1	XP_015180543.1
OG0004420	XP_031845019.1	XP_015180627.1, XP_015180616.1
OG0004421	XP_031848196.1	XP_015172144.1
OG0004422	XP_031837897.1	XP_015181247.1
OG0004423	XP_031834844.1	XP_015182397.1
OG0004424	XP_031829417.1	XP_015183491.1
OG0004425	XP_031838953.1	XP_015172546.1
OG0004426	XP_031843355.1	XP_015175272.1
OG0004427	XP_031849660.1	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	XP_031841244.1	XP_015179007.1
OG0004429	XP_031836522.1	XP_015191849.1
OG0004430	XP_031838323.1	XP_015179057.1
OG0004431	XP_031847531.1	XP_015177325.1
OG0004432	XP_031838039.1	XP_015172374.1
OG0004433	XP_031846611.1	XP_015177506.1
OG0004434	XP_031842753.1	XP_015172026.1
OG0004436	XP_031849554.1	XP_015185865.1
OG0004437	XP_031833339.1	XP_015189049.1
OG0004438	XP_031837296.1	XP_015172112.1
OG0004439	XP_031844953.1	XP_015178463.1
OG0004440	XP_031837295.1	XP_015172077.1
OG0004441	XP_031845087.1	XP_015185151.1
OG0004442	XP_031845121.1	XP_015186190.1, XP_015186188.1
OG0004443	XP_031845085.1	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	XP_031846883.1	XP_015174014.1
OG0004445	XP_031844272.1	XP_015185966.1
OG0004446	XP_031832278.1	XP_015171305.1
OG0004447	XP_031828538.1, XP_031828548.1	XP_015191444.1
OG0004448	XP_031827194.1	XP_015172171.1
OG0004449	XP_031844901.1	XP_015189524.1
OG0004450	XP_031827006.1	XP_015182837.1
OG0004451	XP_031843782.1	XP_015185672.1
OG0004452	XP_031849991.1	XP_015175169.1
OG0004453	XP_031834526.1	XP_015182957.1
OG0004454	XP_031847873.1, XP_031847875.1, XP_031847874.1	XP_015179236.1
OG0004455	XP_031833547.1	XP_015187950.1
OG0004456	XP_031838994.1, XP_031838993.1, XP_031838992.1, XP_031838990.1	XP_015184471.1
OG0004457	XP_031829042.1	XP_015181559.1
OG0004458	XP_031839053.1	XP_015189484.1
OG0004459	XP_031833300.1	XP_015176322.1
OG0004460	XP_031848568.1	XP_015176125.1
OG0004461	XP_031836340.1	XP_015180609.1
OG0004462	XP_031837794.1	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	XP_031839168.1	XP_015184390.1
OG0004466	XP_031837288.1	XP_015176360.1
OG0004467	XP_031848346.1	XP_015181372.1
OG0004468	XP_031848296.1	XP_015178375.1
OG0004469	XP_031835501.1	XP_015178090.1
OG0004470	XP_031831998.1	XP_015173200.1
OG0004471	XP_031831521.1	XP_015186731.1
OG0004472	XP_031845443.1	XP_015184247.1
OG0004473	XP_031835870.1, XP_031835871.1, XP_031835872.1	XP_015190646.1
OG0004474	XP_031837493.1, XP_031837503.1, XP_031837513.1	XP_015184659.1, XP_015184660.1
OG0004475	XP_031833982.1	XP_015174742.1
OG0004476	XP_031835763.1, XP_031835770.1	XP_015178459.1
OG0004477	XP_031842533.1	XP_015175815.1, XP_015175814.1
OG0004478	XP_031841907.1	XP_015176805.1
OG0004479	XP_031844177.1	XP_015179030.1
OG0004480	XP_031829377.1, XP_031829376.1	XP_015181548.1
OG0004481	XP_031840707.1	XP_015185455.1
OG0004482	XP_031843369.1	XP_015175663.1, XP_015175662.1
OG0004483	XP_031835459.1	XP_015183761.1
OG0004484	XP_031831586.1	XP_015185566.1
OG0004485	XP_031838630.1	XP_015189665.1, XP_015186640.1
OG0004486	XP_031839386.1	XP_015190492.1
OG0004487	XP_031838268.1	XP_015186641.1
OG0004488	XP_031849971.1	XP_015191403.1
OG0004489	XP_031831375.1	XP_015175181.1, XP_015175180.1
OG0004490	XP_031836112.1	XP_015190957.1
OG0004491	XP_031844296.1	XP_015180010.1
OG0004492	XP_031849160.1, XP_031849169.1	XP_015176439.1
OG0004493	XP_031846540.1	XP_015190505.1
OG0004494	XP_031830401.1	XP_015178567.1
OG0004495	XP_031846401.1	XP_015182759.1
OG0004496	XP_031831632.1	XP_015174042.1
OG0004497	XP_031843454.1	XP_015185774.1
OG0004498	XP_031825861.1	XP_015174438.1
OG0004499	XP_031842213.1	XP_015190699.1
OG0004500	XP_031843052.1	XP_015181790.1
OG0004501	XP_031848715.1	XP_015181130.1
OG0004502	XP_031838356.1	XP_015181780.1
OG0004503	XP_031825334.1	XP_015184786.1
OG0004504	XP_031835746.1	XP_015172578.1
OG0004505	XP_031844148.1	XP_015176438.1
OG0004506	XP_031837658.1	XP_015178998.1
OG0004507	XP_031846902.1	XP_015178376.1
OG0004508	XP_031849941.1	XP_015185776.1
OG0004509	XP_031840378.1	XP_015171763.1
OG0004510	XP_031847442.1	XP_015181264.1
OG0004511	XP_031845389.1	XP_015183256.1
OG0004512	XP_031826703.1	XP_015180831.1
OG0004513	XP_031825849.1	XP_015190365.1
OG0004514	XP_031827887.1	XP_015180731.1, XP_015180730.1
OG0004515	XP_031849552.1	XP_015177303.1
OG0004516	XP_031826581.1	XP_015171431.1, XP_015171432.1
OG0004517	XP_031846176.1	XP_015186440.1
OG0004518	XP_031830281.1	XP_015174238.1
OG0004519	XP_031849917.1	XP_015180453.1
OG0004520	XP_031847748.1	XP_015177085.1
OG0004521	XP_031838634.1	XP_015185929.1, XP_015185928.1
OG0004522	XP_031843161.1, XP_031843256.1, XP_031842987.1, XP_031843071.1, XP_031842897.1	XP_015181664.1
OG0004524	XP_031832978.1	XP_015183119.1
OG0004525	XP_031841642.1	XP_015182803.1
OG0004526	XP_031841315.1	XP_015172992.1
OG0004527	XP_031840837.1	XP_015173792.1
OG0004528	XP_031842482.1	XP_015191699.1
OG0004529	XP_031825686.1	XP_015190722.1
OG0004530	XP_031845570.1	XP_015181076.1
OG0004531	XP_031828675.1	XP_015191338.1
OG0004532	XP_031839791.1	XP_015172393.1
OG0004533	XP_031830105.1	XP_015178069.1
OG0004534	XP_031840951.1	XP_015176475.1
OG0004535	XP_031834483.1	XP_015183013.1
OG0004536	XP_031825911.1	XP_015190989.1
OG0004537	XP_031845439.1	XP_015184246.1
OG0004538	XP_031839897.1	XP_015178803.1
OG0004539	XP_031844485.1	XP_015175094.1
OG0004540	XP_031826973.1, XP_031826972.1	XP_015179940.1
OG0004542	XP_031850457.1	XP_015176041.1
OG0004543	XP_031826480.1	XP_015184681.1
OG0004544	XP_031848741.1	XP_015173734.1
OG0004545	XP_031841561.1, XP_031841555.1	XP_015183378.1
OG0004546	XP_031826563.1	XP_015179991.1
OG0004547	XP_031843328.1	XP_015171964.1
OG0004548	XP_031844149.1	XP_015185700.1
OG0004549	XP_031833688.1	XP_015171866.1
OG0004550	XP_031841762.1	XP_015188829.1
OG0004551	XP_031829257.1	XP_015183654.1
OG0004552	XP_031834264.1	XP_015174741.1
OG0004553	XP_031837677.1	XP_015181308.1, XP_015181306.1, XP_015181307.1
OG0004554	XP_031827673.1	XP_015176252.1
OG0004555	XP_031825440.1	XP_015184559.1
OG0004556	XP_031835015.1	XP_015183892.1
OG0004557	XP_031831621.1	XP_015190779.1
OG0004558	XP_031838263.1	XP_015179056.1
OG0004559	XP_031828837.1	XP_015183197.1
OG0004560	XP_031830238.1	XP_015190197.1
OG0004561	XP_031850286.1	XP_015173963.1
OG0004562	XP_031828838.1, XP_031828839.1	XP_015188738.1
OG0004563	XP_031848433.1, XP_031848432.1	XP_015174282.1
OG0004564	XP_031832295.1	XP_015171030.1
OG0004565	XP_031836182.1	XP_015190875.1
OG0004566	XP_031849799.1	XP_015181991.1
OG0004567	XP_031827375.1	XP_015183874.1
OG0004568	XP_031842470.1	XP_015180233.1
OG0004569	XP_031847890.1	XP_015180904.1
OG0004570	XP_031834643.1	XP_015183907.1
OG0004571	XP_031831093.1	XP_015182531.1
OG0004572	XP_031829245.1	XP_015181613.1, XP_015181612.1
OG0004573	XP_031838374.1	XP_015184626.1
OG0004574	XP_031846960.1	XP_015185012.1
OG0004575	XP_031827677.1	XP_015177764.1
OG0004576	XP_031832330.1	XP_015176006.1
OG0004577	XP_031841348.1	XP_015178920.1
OG0004578	XP_031833432.1	XP_015181699.1
OG0004579	XP_031843567.1	XP_015185813.1
OG0004580	XP_031829047.1	XP_015182278.1
OG0004581	XP_031834288.1	XP_015189132.1
OG0004582	XP_031827415.1	XP_015183663.1
OG0004583	XP_031842759.1	XP_015182593.1
OG0004584	XP_031842935.1	XP_015191789.1
OG0004585	XP_031846722.1	XP_015183466.1
OG0004586	XP_031830688.1	XP_015182434.1, XP_015182433.1
OG0004587	XP_031846431.1	XP_015182272.1
OG0004588	XP_031834738.1, XP_031834737.1	XP_015173718.1
OG0004589	XP_031833728.1	XP_015171115.1
OG0004590	XP_031839898.1	XP_015178808.1
OG0004591	XP_031849269.1	XP_015171682.1
OG0004592	XP_031843009.1	XP_015186562.1
OG0004593	XP_031826468.1	XP_015179164.1
OG0004594	XP_031831736.1	XP_015171278.1, XP_015171279.1
OG0004595	XP_031831762.1	XP_015184438.1
OG0004596	XP_031825732.1	XP_015188838.1
OG0004597	XP_031838508.1	XP_015178576.1, XP_015178575.1
OG0004598	XP_031827767.1, XP_031827758.1	XP_015183105.1
OG0004599	XP_031829973.1, XP_031829972.1	XP_015183154.1
OG0004600	XP_031842251.1	XP_015181195.1
OG0004601	XP_031847969.1	XP_015184358.1
OG0004602	XP_031841260.1	XP_015178882.1
OG0004603	XP_031827695.1	XP_015176428.1
OG0004604	XP_031833438.1, XP_031833400.1	XP_015187611.1
OG0004605	XP_031849459.1, XP_031849458.1	XP_015174086.1
OG0004606	XP_031841126.1	XP_015184851.1
OG0004607	XP_031831023.1	XP_015172149.1
OG0004608	XP_031842224.1	XP_015188759.1
OG0004609	XP_031835494.1	XP_015178195.1
OG0004611	XP_031836947.1	XP_015190220.1
OG0004612	XP_031831242.1	XP_015184503.1, XP_015184504.1
OG0004613	XP_031827922.1	XP_015174637.1
OG0004614	XP_031836880.1, XP_031836881.1	XP_015171429.1
OG0004615	XP_031826243.1, XP_031826242.1	XP_015191144.1
OG0004616	XP_031834750.1, XP_031834751.1	XP_015178664.1
OG0004617	XP_031846458.1	XP_015190101.1
OG0004618	XP_031848473.1	XP_015190711.1
OG0004619	XP_031835296.1, XP_031835295.1	XP_015189392.1
OG0004620	XP_031841008.1	XP_015182706.1
OG0004621	XP_031845520.1	XP_015172114.1
OG0004622	XP_031833742.1, XP_031833743.1, XP_031833741.1	XP_015172926.1
OG0004623	XP_031848704.1	XP_015182157.1
OG0004624	XP_031835579.1	XP_015185578.1
OG0004625	XP_031839693.1	XP_015183381.1
OG0004626	XP_031847039.1, XP_031847037.1, XP_031847038.1	XP_015191704.1
OG0004627	XP_031825845.1	XP_015190403.1
OG0004628	XP_031839819.1	XP_015188026.1, XP_015188025.1
OG0004629	XP_031832352.1	XP_015182048.1
OG0004630	XP_031831028.1	XP_015187928.1
OG0004631	XP_031838214.1	XP_015180332.1
OG0004632	XP_031828157.1	XP_015180873.1, XP_015180872.1
OG0004633	XP_031841975.1	XP_015184757.1
OG0004634	XP_031850196.1	XP_015180508.1
OG0004635	XP_031830424.1, XP_031830425.1, XP_031830426.1, XP_031830423.1	XP_015188547.1
OG0004636	XP_031845474.1	XP_015176577.1
OG0004637	XP_031836699.1	XP_015176336.1
OG0004638	XP_031849475.1	XP_015177301.1
OG0004639	XP_031833327.1, XP_031833330.1, XP_031833329.1, XP_031833331.1	XP_015180813.1
OG0004640	XP_031834309.1, XP_031834307.1	XP_015189276.1
OG0004641	XP_031830098.1	XP_015183015.1
OG0004642	XP_031838315.1	XP_015181360.1
OG0004643	XP_031846000.1	XP_015188007.1
OG0004644	XP_031829441.1	XP_015190800.1
OG0004645	XP_031827346.1	XP_015188296.1
OG0004646	XP_031841279.1	XP_015186390.1
OG0004647	XP_031825803.1	XP_015186359.1
OG0004648	XP_031844057.1	XP_015179429.1
OG0004649	XP_031848566.1	XP_015188366.1
OG0004650	XP_031842045.1	XP_015186998.1
OG0004651	XP_031833551.1	XP_015185056.1
OG0004652	XP_031829616.1, XP_031829615.1, XP_031829614.1	XP_015179810.1
OG0004653	XP_031850476.1	XP_015186156.1
OG0004654	XP_031847351.1	XP_015181246.1
OG0004655	XP_031835589.1	XP_015171344.1
OG0004656	XP_031841158.1	XP_015187971.1
OG0004657	XP_031831543.1	XP_015186101.1
OG0004658	XP_031827940.1	XP_015182091.1
OG0004659	XP_031835083.1, XP_031835084.1, XP_031835085.1	XP_015187471.1
OG0004660	XP_031826339.1	XP_015185875.1
OG0004661	XP_031826426.1	XP_015191478.1, XP_015191481.1
OG0004662	XP_031831734.1	XP_015171287.1
OG0004663	XP_031842969.1	XP_015177261.1
OG0004664	XP_031825764.1	XP_015174885.1, XP_015174887.1
OG0004665	XP_031832641.1	XP_015179771.1
OG0004666	XP_031826536.1	XP_015187083.1
OG0004667	XP_031841303.1	XP_015180808.1
OG0004668	XP_031833170.1	XP_015177226.1
OG0004669	XP_031831558.1	XP_015191847.1
OG0004670	XP_031828116.1, XP_031828115.1	XP_015174106.1
OG0004671	XP_031840641.1	XP_015179031.1
OG0004672	XP_031840158.1	XP_015174100.1, XP_015174099.1
OG0004673	XP_031836017.1	XP_015184569.1
OG0004674	XP_031844841.1	XP_015176639.1
OG0004675	XP_031828759.1	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1
OG0004676	XP_031841457.1	XP_015179499.1
OG0004677	XP_031828370.1	XP_015184051.1
OG0004678	XP_031843477.1	XP_015175553.1
OG0004679	XP_031828220.1	XP_015171153.1, XP_015171154.1
OG0004680	XP_031850140.1	XP_015186824.1
OG0004681	XP_031845390.1	XP_015186134.1
OG0004682	XP_031850578.1	XP_015171361.1
OG0004683	XP_031833460.1	XP_015185750.1
OG0004684	XP_031830398.1	XP_015173218.1
OG0004686	XP_031837965.1	XP_015191254.1, XP_015191253.1
OG0004687	XP_031838605.1	XP_015191643.1
OG0004688	XP_031828494.1	XP_015179998.1
