Orthogroup	Nomia_melanderi	Acyrthosiphon_pisum
OG0003027	XP_031829888.1	XP_029345154.1, XP_029345155.1, XP_029345156.1, XP_001949142.2, XP_016660537.1
OG0003028	XP_031831353.1	XP_001949163.2, XP_029342794.1, XP_008180956.1, XP_016658214.1, XP_016658215.1, XP_029342795.1
OG0003029	XP_031839395.1	XP_001949177.2
OG0003030	XP_031846830.1	XP_008189817.1, XP_003240901.1, XP_001949211.1
OG0003031	XP_031832901.1	XP_001949338.2
OG0003032	XP_031825809.1	XP_001949600.1
OG0003033	XP_031828011.1	XP_001949614.1, XP_016663938.1, XP_008188094.1, XP_008188093.1, XP_008188092.1
OG0003034	XP_031839372.1, XP_031839370.1, XP_031839371.1	XP_001949663.1
OG0003035	XP_031825886.1	XP_001949683.2
OG0003036	XP_031832700.1	XP_001949859.1
OG0003037	XP_031848299.1	XP_001949860.2
OG0003038	XP_031827755.1	XP_001950002.1
OG0003039	XP_031850368.1	XP_001950413.2
OG0003040	XP_031848614.1, XP_031848612.1	XP_008181300.1, XP_001950421.2
OG0003041	XP_031847150.1	XP_001950480.2, XP_029346781.1
OG0003042	XP_031827070.1	XP_001950668.1
OG0003043	XP_031830039.1	XP_001950673.2, XP_029347150.1
OG0003044	XP_031837588.1	XP_001950728.2
OG0003045	XP_031835961.1	XP_001950833.2
OG0003046	XP_031840351.1	XP_001950933.1
OG0003047	XP_031840537.1	XP_001950967.1
OG0003048	XP_031838818.1	XP_001951005.1
OG0003049	XP_031827906.1	XP_001951006.1
OG0003050	XP_031842615.1	XP_001951181.1
OG0003051	XP_031845508.1, XP_031845367.1	XP_003246742.1, XP_001951292.2
OG0003052	XP_031844842.1	XP_001951361.2
OG0003053	XP_031832230.1	XP_029345288.1, XP_001951445.1
OG0003054	XP_031842147.1	XP_001951479.2
OG0003055	XP_031844304.1	XP_001951558.1, XP_003248266.1, XP_008188593.1, XP_001951524.1, XP_001951544.1, XP_008188594.1
OG0003056	XP_031848463.1	XP_001951570.1
OG0003057	XP_031840846.1, XP_031840845.1, XP_031840847.1	XP_001951572.2, XP_003240332.1
OG0003058	XP_031847440.1, XP_031847441.1	XP_001951578.2
OG0003059	XP_031825478.1	XP_001951660.1
OG0003060	XP_031833077.1	XP_001951708.1
OG0003061	XP_031848422.1	XP_001951777.1
OG0003062	XP_031827905.1	XP_001951897.1, XP_029345270.1
OG0003063	XP_031846097.1	XP_001951968.4
OG0003064	XP_031833215.1, XP_031833214.1	XP_001951992.1, XP_029346914.1
OG0003065	XP_031849661.1	XP_001952106.1, XP_029346949.1
OG0003066	XP_031846764.1	XP_001952123.1, XP_016661733.1
OG0003067	XP_031850179.1	XP_001952166.1
OG0003068	XP_031843079.1	XP_001952231.1
OG0003069	XP_031831493.1	XP_001952395.1, XP_008183534.1
OG0003070	XP_031843340.1	XP_001952397.1
OG0003071	XP_031846334.1	XP_001952497.2
OG0003072	XP_031843089.1, XP_031843090.1	XP_001952686.2
OG0003073	XP_031848285.1	XP_001952689.3
OG0003074	XP_031840418.1	XP_001952697.1
OG0003075	XP_031839435.1	XP_001952704.2
OG0003076	XP_031834459.1	XP_029345297.1, XP_003242420.1, XP_008179944.2, XP_001952748.2, XP_029346711.1
OG0003077	XP_031827037.1	XP_001952811.2
OG0003078	XP_031827115.1	XP_001952820.1
OG0003079	XP_031833019.1, XP_031833020.1	XP_003240054.1, XP_016659307.1
OG0003080	XP_031835094.1, XP_031835096.1, XP_031835095.1	XP_003240135.1
OG0003081	XP_031832500.1, XP_031832499.1, XP_031832498.1	XP_008179260.1, XP_003240231.1, XP_003240232.1
OG0003082	XP_031840867.1	XP_029347444.1, XP_029347442.1, XP_029347443.1, XP_029347441.1, XP_029347445.1, XP_003240293.1
OG0003083	XP_031836431.1, XP_031836426.1	XP_003241547.1, XP_003241546.1
OG0003084	XP_031833333.1	XP_008185652.1, XP_003241597.1
OG0003085	XP_031847549.1	XP_003241675.1
OG0003086	XP_031833169.1	XP_003241690.1
OG0003087	XP_031849131.1	XP_029343738.1, XP_003242553.1
OG0003088	XP_031833709.1	XP_016657943.1, XP_003242882.1, XP_003248812.2
OG0003089	XP_031837232.1	XP_003242898.1
OG0003090	XP_031837093.1	XP_003243130.1
OG0003091	XP_031840250.1	XP_003243358.1
OG0003092	XP_031833736.1	XP_003243363.1, XP_003248901.4
OG0003093	XP_031840844.1, XP_031840843.1, XP_031840840.1, XP_031840842.1	XP_003243515.1
OG0003094	XP_031842025.1	XP_003243558.1
OG0003095	XP_031838654.1	XP_016658790.1, XP_003243604.3
OG0003096	XP_031828717.1	XP_003243790.1, XP_008181941.1
OG0003097	XP_031829873.1	XP_003243793.1
OG0003098	XP_031825487.1	XP_003244289.2
OG0003099	XP_031834278.1	XP_003244459.1
OG0003100	XP_031844899.1	XP_016655704.1, XP_003244630.1
OG0003101	XP_031832049.1, XP_031832050.1	XP_003244759.1
OG0003102	XP_031826721.1	XP_003244764.1, XP_016660151.1
OG0003103	XP_031846712.1	XP_003244827.1
OG0003104	XP_031849984.1	XP_016660632.1, XP_003245153.1
OG0003105	XP_031847416.1	XP_003245463.1
OG0003106	XP_031845682.1	XP_003245575.1
OG0003107	XP_031849450.1	XP_003245725.1
OG0003108	XP_031825834.1	XP_003245949.2
OG0003109	XP_031843971.1	XP_003245969.1, XP_029342741.1
OG0003110	XP_031826185.1	XP_003246092.1
OG0003111	XP_031826323.1	XP_003246125.1
OG0003112	XP_031846551.1, XP_031846548.1, XP_031846549.1	XP_003246325.1
OG0003114	XP_031844242.1, XP_031844232.1	XP_003246914.1
OG0003115	XP_031845305.1	XP_003247024.1
OG0003116	XP_031831130.1	XP_003247108.1, XP_008180838.1, XP_029345362.1
OG0003118	XP_031849256.1, XP_031849257.1	XP_008187076.1, XP_008187075.1, XP_003247266.1
OG0003119	XP_031845948.1, XP_031845938.1, XP_031845928.1	XP_003248018.1, XP_029343749.1
OG0003120	XP_031839992.1	XP_003248604.1
OG0003121	XP_031842740.1	XP_008187071.1
OG0003122	XP_031834289.1	XP_008178433.1
OG0003123	XP_031827026.1, XP_031827025.1	XP_008178869.1
OG0003124	XP_031849736.1, XP_031849737.1	XP_008179548.1
OG0003125	XP_031830471.1, XP_031830470.1	XP_008180034.1
OG0003126	XP_031839387.1	XP_008180279.1, XP_029344272.1, XP_008180280.1
OG0003127	XP_031833452.1	XP_008180306.1
OG0003128	XP_031839419.1	XP_008180347.1
OG0003129	XP_031826159.1	XP_008180495.1, XP_008180496.1
OG0003130	XP_031832273.1	XP_008180620.1, XP_008180619.1, XP_008187642.2
OG0003131	XP_031833775.1	XP_008180781.1
OG0003132	XP_031830710.1	XP_008180785.1
OG0003133	XP_031841761.1	XP_008180863.1
OG0003134	XP_031847058.1	XP_008181382.1, XP_029344505.1
OG0003135	XP_031832220.1, XP_031832221.1	XP_008181632.1
OG0003136	XP_031832637.1	XP_008181791.1
OG0003137	XP_031848207.1	XP_016659037.1, XP_016659036.1, XP_008181946.1, XP_008181947.1
OG0003138	XP_031848892.1, XP_031844135.1	XP_008181958.1
OG0003139	XP_031843321.1	XP_008181964.1
OG0003140	XP_031837462.1	XP_008182077.1
OG0003141	XP_031835407.1	XP_008182567.1, XP_008182568.1
OG0003142	XP_031833366.1	XP_008182741.1
OG0003143	XP_031832015.1	XP_029342065.1, XP_029342064.1, XP_008183226.1
OG0003144	XP_031830579.1	XP_008183451.1
OG0003145	XP_031833194.1, XP_031833195.1, XP_031833197.1, XP_031833196.1	XP_008183540.1, XP_008183541.1
OG0003146	XP_031845108.1	XP_008187333.1, XP_008183751.2
OG0003147	XP_031845794.1, XP_031845795.1	XP_008183755.1
OG0003148	XP_031830079.1	XP_008184036.1, XP_008184035.1
OG0003149	XP_031844692.1	XP_008184506.1
OG0003150	XP_031831280.1	XP_008184799.1, XP_008189348.1
OG0003151	XP_031831528.1, XP_031831529.1	XP_008185860.1
OG0003152	XP_031840358.1	XP_008186705.1
OG0003153	XP_031826896.1	XP_008186710.1, XP_008186711.1, XP_008187680.1
OG0003154	XP_031844911.1	XP_008186815.1, XP_008186819.1
OG0003155	XP_031825594.1, XP_031825593.1, XP_031825591.1, XP_031825592.1	XP_008186965.1
OG0003156	XP_031845329.1	XP_008187199.2
OG0003157	XP_031829855.1, XP_031829845.1	XP_008187206.1
OG0003158	XP_031840115.1	XP_008187263.1
OG0003159	XP_031848480.1	XP_008187469.1
OG0003160	XP_031829648.1	XP_008187545.1, XP_016663550.1
OG0003161	XP_031848373.1	XP_008187658.1, XP_008187656.1
OG0003162	XP_031844145.1	XP_008187942.1
OG0003163	XP_031848914.1	XP_008188171.1
OG0003164	XP_031845115.1	XP_008188281.1
OG0003165	XP_031836906.1	XP_008188555.1, XP_008188560.1, XP_008188557.1, XP_008188556.1, XP_008188559.1, XP_008188558.1
OG0003166	XP_031835184.1	XP_008189816.1
OG0003167	XP_031845185.1	XP_029345674.1, XP_008190043.1
OG0003168	XP_031835875.1	XP_016655932.1
OG0003169	XP_031834461.1	XP_016656529.1, XP_029344324.1, XP_016656531.1, XP_016656530.1, XP_016656533.1, XP_016656532.1
OG0003170	XP_031839307.1, XP_031839306.1	XP_016656759.2
OG0003171	XP_031828175.1	XP_016656928.1
OG0003172	XP_031847687.1, XP_031843623.1	XP_016657813.1
OG0003173	XP_031837991.1	XP_016657843.1
OG0003174	XP_031836281.1, XP_031836283.1	XP_016658636.1
OG0003175	XP_031836619.1	XP_016659143.1, XP_016659144.1
OG0003176	XP_031837451.1	XP_016660302.1
OG0003177	XP_031847052.1, XP_031847053.1	XP_016660598.1, XP_016660599.1, XP_029345197.1
OG0003178	XP_031838481.1	XP_016660780.1
OG0003179	XP_031840496.1, XP_031840497.1	XP_016662476.1
OG0003180	XP_031831565.1	XP_016663129.1
OG0003181	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1	XP_016663210.1
OG0003182	XP_031832539.1	XP_016663470.1
OG0003183	XP_031827462.1, XP_031827460.1	XP_016663637.1
OG0003184	XP_031829592.1	XP_016663835.1
OG0003185	XP_031839090.1	XP_016663914.1
OG0003186	XP_031841739.1	XP_029347619.1
OG0003187	XP_031835315.1	XP_029341626.1
OG0003188	XP_031830697.1	XP_029341673.1, XP_029341672.1
OG0003189	XP_031835966.1	XP_029341798.1
OG0003190	XP_031850372.1	XP_029342603.1, XP_029342602.1
OG0003191	XP_031850539.1	XP_029342618.1
OG0003192	XP_031839545.1, XP_031839546.1	XP_029343088.1
OG0003193	XP_031830872.1	XP_029343501.1
OG0003195	XP_031847324.1, XP_031847326.1	XP_029344542.1
OG0003196	XP_031837393.1	XP_029344559.1
OG0003197	XP_031842115.1	XP_029344863.1
OG0003198	XP_031834609.1, XP_031834607.1	XP_029344867.1
OG0003199	XP_031834366.1	XP_029344896.1
OG0003200	XP_031836063.1	XP_029344949.1, XP_029344904.1
OG0003201	XP_031826619.1	XP_029344999.1
OG0003202	XP_031843298.1	XP_029345095.1, XP_029345096.1
OG0003203	XP_031833380.1, XP_031833379.1	XP_029345224.1
OG0003204	XP_031846817.1	XP_029345226.1
OG0003205	XP_031844375.1	XP_029345237.1
OG0003206	XP_031844767.1	XP_029345312.1, XP_029345314.1, XP_029345311.1, XP_029345313.1
OG0003207	XP_031835017.1	XP_029345608.1
OG0003208	XP_031834503.1	XP_029345978.1
OG0003209	XP_031826975.1, XP_031826980.1	XP_029346256.1
OG0003210	XP_031837468.1	XP_029346272.1
OG0003211	XP_031837913.1	XP_029346377.1, XP_029346378.1, XP_029346376.1
OG0003212	XP_031839584.1	XP_029346962.1
OG0003213	XP_031836012.1	XP_029346987.1, XP_029346988.1
OG0003214	XP_031850150.1	XP_029347199.1
OG0003215	XP_031835625.1	XP_029347548.1
OG0003262	XP_031846188.1, XP_031846187.1	NP_001119632.1
OG0003263	XP_031828480.1	NP_001119644.1, XP_008182973.1
OG0003264	XP_031833035.1	NP_001119645.2
OG0003265	XP_031843450.1, XP_031843449.1	NP_001119665.1
OG0003266	XP_031829297.1	NP_001119680.1, NP_001155410.1
OG0003267	XP_031831606.1, XP_031831608.1	NP_001128191.1, NP_001128192.1, XP_029342004.1
OG0003268	XP_031836644.1, XP_031836641.1	XP_029346907.1, NP_001129372.1
OG0003269	XP_031848475.1	NP_001135925.1, XP_008179390.1
OG0003270	XP_031831148.1	NP_001153315.1, XP_029343900.1
OG0003271	XP_031838301.1	XP_008179119.1, NP_001153316.1
OG0003272	XP_031848293.1	NP_001155405.1
OG0003273	XP_031838492.1	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1
OG0003274	XP_031833813.1	XP_008184524.1, NP_001155459.1
OG0003275	XP_031828981.1	NP_001155469.1, NP_001155582.1, XP_008184835.1
OG0003276	XP_031839568.1	XP_016663063.1, NP_001155470.1, XP_003248822.2
OG0003277	XP_031834095.1	NP_001155472.1
OG0003278	XP_031846105.1	XP_008182152.1, NP_001155473.1
OG0003279	XP_031826639.1	NP_001155474.1, XP_029341888.1
OG0003280	XP_031833543.1	NP_001155506.1
OG0003281	XP_031827723.1	NP_001155551.1
OG0003282	XP_031847718.1	NP_001155567.1
OG0003283	XP_031837875.1	NP_001155600.1, XP_003245083.1
OG0003284	XP_031827913.1, XP_031827915.1, XP_031827914.1	NP_001155658.1
OG0003285	XP_031829148.1	NP_001155681.1
OG0003286	XP_031829825.1	NP_001155743.1
OG0003287	XP_031842411.1	XP_003247472.1, NP_001155789.1
OG0003288	XP_031825624.1	NP_001155793.1, XP_003248623.2
OG0003289	XP_031830121.1	NP_001155798.1
OG0003290	XP_031847142.1	NP_001155809.1
OG0003291	XP_031840057.1	XP_029344575.1, NP_001155928.1
OG0003292	XP_031827912.1	NP_001156064.1, NP_001280295.1
OG0003293	XP_031833626.1	NP_001156068.1
OG0003294	XP_031848338.1	NP_001156087.1
OG0003295	XP_031825967.1	NP_001156097.1, XP_008179602.1
OG0003296	XP_031830729.1	NP_001156099.1
OG0003297	XP_031826264.1	NP_001156183.1
OG0003298	XP_031840236.1	NP_001156222.1
OG0003299	XP_031845365.1, XP_031845366.1	NP_001156233.1, XP_008184366.1
OG0003300	XP_031829292.1	NP_001156292.1
OG0003301	XP_031826436.1, XP_031826438.1	NP_001156297.1
OG0003302	XP_031832683.1	NP_001157402.1
OG0003303	XP_031827622.1	NP_001164576.1, XP_029344821.1
OG0003304	XP_031833314.1	XP_016663680.1, NP_001191852.1
OG0003305	XP_031830239.1	NP_001191906.1
OG0003306	XP_031834579.1	NP_001232939.1
OG0003307	XP_031831025.1	NP_001232956.1, XP_008181268.1
OG0003308	XP_031827370.1	NP_001232959.1
OG0003309	XP_031839441.1	NP_001233006.1, XP_008187646.1
OG0003310	XP_031832481.1, XP_031832472.1	NP_001233022.1
OG0003311	XP_031850580.1	NP_001233054.1
OG0003312	XP_031849255.1	NP_001233061.1
OG0003313	XP_031835971.1	NP_001233079.1
OG0003314	XP_031829035.1	XP_008188881.1, NP_001233100.1
OG0003315	XP_031840058.1	XP_008190004.1, NP_001233121.1
OG0003316	XP_031825879.1	NP_001280375.1, XP_008184944.1
OG0003317	XP_031826131.1, XP_031826127.1, XP_031826126.1, XP_031833342.1	NP_001280390.1, XP_016656478.1
OG0003318	XP_031836713.1, XP_031836715.1, XP_031836714.1	XP_001945578.1, NP_001280440.1
OG0003319	XP_031849136.1	NP_001280461.1
OG0003320	XP_031835900.1	NP_001280478.1, XP_008185427.1
OG0003321	XP_031844125.1	NP_001313568.1
OG0003322	XP_031847713.1	XP_016657749.1, NP_001313575.1
OG0003323	XP_031825901.1, XP_031825900.1, XP_031825899.1	NP_001313577.1
OG0003324	XP_031836313.1	NP_001313582.1
OG0003325	XP_031834328.1, XP_031834318.1	NP_001313603.1
OG0003326	XP_031834904.1, XP_031834573.1, XP_031834574.1	XP_001942619.2
OG0003327	XP_031844277.1	XP_001942770.2, XP_003244217.2
OG0003328	XP_031845515.1	XP_001942781.1
OG0003329	XP_031843645.1	XP_001942784.1
OG0003330	XP_031842541.1, XP_031842542.1	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1
OG0003331	XP_031845168.1	XP_001942791.2
OG0003332	XP_031841821.1	XP_003242762.1, XP_016657834.1, XP_001942824.1
OG0003333	XP_031827894.1	XP_001942923.1
OG0003334	XP_031835904.1	XP_001943118.1
OG0003335	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1	XP_001943119.2
OG0003336	XP_031838401.1, XP_031838400.1, XP_031838402.1	XP_016664033.1, XP_001943186.1
OG0003337	XP_031838940.1	XP_001943273.1
OG0003339	XP_031833966.1	XP_008185744.1, XP_001943568.2
OG0003340	XP_031828855.1, XP_031828854.1	XP_016663659.1, XP_001943637.2
OG0003341	XP_031833293.1	XP_001943662.1
OG0003342	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1	XP_008179196.1, XP_001943673.1
OG0003343	XP_031829455.1	XP_029346930.1, XP_001943707.1
OG0003344	XP_031828775.1	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2
OG0003345	XP_031838586.1, XP_031838585.1	XP_001943740.1
OG0003346	XP_031827027.1	XP_016659707.1, XP_001943771.2
OG0003347	XP_031834506.1	XP_001943800.2
OG0003348	XP_031846732.1, XP_031846731.1, XP_031846734.1, XP_031846733.1	XP_001943847.2
OG0003349	XP_031828110.1, XP_031828111.1	XP_001943944.2
OG0003350	XP_031833462.1	XP_001944020.2
OG0003351	XP_031831008.1	XP_008186526.1, XP_001944030.1
OG0003352	XP_031836484.1	XP_001944054.1
OG0003353	XP_031838092.1	XP_001944154.1
OG0003354	XP_031830482.1	XP_001944166.2
OG0003355	XP_031837732.1	XP_001944232.2
OG0003356	XP_031827057.1	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1
OG0003357	XP_031833552.1, XP_031833553.1	XP_001944513.1
OG0003358	XP_031840866.1	XP_001944605.1
OG0003359	XP_031838647.1	XP_001944635.1, XP_029345548.1, XP_029345549.1, XP_003240926.1
OG0003360	XP_031832576.1	XP_001944636.1
OG0003361	XP_031846180.1	XP_001944713.1
OG0003362	XP_031838581.1	XP_001944740.2
OG0003363	XP_031834545.1	XP_001944833.1
OG0003364	XP_031847954.1	XP_001944849.2
OG0003365	XP_031844652.1	XP_008185024.1, XP_001944857.2
OG0003366	XP_031838345.1	XP_001944878.1
OG0003367	XP_031843024.1	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3
OG0003368	XP_031829074.1, XP_031829073.1	XP_001945022.2
OG0003369	XP_031825468.1	XP_008181399.1
OG0003370	XP_031831102.1	XP_001945119.2
OG0003371	XP_031847618.1	XP_001945137.1
OG0003372	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1	XP_001945221.1
OG0003373	XP_031830196.1	XP_001945270.2, XP_016658990.1
OG0003374	XP_031846629.1	XP_001945319.1, XP_016656412.1
OG0003375	XP_031830386.1	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1
OG0003376	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1	XP_016661812.1, XP_001945425.2
OG0003377	XP_031840766.1	XP_001945461.1
OG0003378	XP_031827098.1	XP_001945487.2, XP_029344171.1
OG0003379	XP_031835956.1	XP_001945513.4, XP_008185599.1, XP_008180419.1
OG0003380	XP_031827285.1	XP_001945568.2
OG0003381	XP_031846333.1	XP_001945577.1
OG0003382	XP_031844839.1	XP_003242238.1, XP_001945605.1, XP_001952412.1
OG0003383	XP_031837328.1	XP_001945721.2, XP_029347247.1
OG0003384	XP_031832375.1	XP_001945770.2
OG0003385	XP_031839259.1, XP_031839257.1	XP_001945853.1
OG0003386	XP_031832821.1	XP_001945864.2
OG0003387	XP_031840000.1	XP_001945876.1
OG0003388	XP_031827658.1, XP_031847686.1	XP_001945889.2, XP_008178614.1
OG0003389	XP_031832237.1	XP_001945896.1
OG0003390	XP_031826455.1	XP_001945905.1
OG0003391	XP_031837949.1	XP_001945906.2, XP_016661859.1
OG0003392	XP_031825771.1	XP_001945926.2
OG0003393	XP_031831768.1	XP_016660179.1, XP_001945950.2
OG0003394	XP_031849679.1	XP_001946048.4
OG0003395	XP_031834584.1	XP_001946117.2
OG0003396	XP_031827756.1	XP_001946123.1
OG0003397	XP_031825707.1	XP_008185937.1, XP_001946216.2
OG0003398	XP_031837772.1	XP_016656728.1, XP_001946219.1
OG0003399	XP_031846645.1	XP_016657973.1, XP_001946261.1
OG0003400	XP_031844482.1, XP_031844483.1	XP_001946339.1
OG0003401	XP_031840262.1	XP_001946495.2, XP_029347566.1
OG0003402	XP_031832903.1	XP_001946561.2
OG0003403	XP_031835440.1	XP_001946655.2, XP_003247032.1
OG0003404	XP_031841004.1, XP_031840907.1	XP_029346329.1, XP_001946747.2
OG0003405	XP_031839890.1	XP_001946794.1
OG0003406	XP_031845238.1	XP_008185012.1, XP_001946819.2
OG0003407	XP_031828689.1	XP_001946852.1
OG0003408	XP_031846129.1	XP_001946858.2
OG0003409	XP_031828927.1	XP_001946987.1
OG0003410	XP_031835101.1, XP_031835102.1	XP_016656491.1, XP_001947020.1
OG0003411	XP_031847116.1	XP_001947052.2
OG0003412	XP_031826000.1	XP_016664104.1, XP_001947061.2
OG0003413	XP_031834729.1	XP_001947112.2
OG0003414	XP_031827287.1	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1
OG0003415	XP_031838277.1	XP_001947232.2
OG0003416	XP_031833040.1	XP_001947340.2
OG0003417	XP_031828656.1, XP_031828662.1	XP_001947348.4, XP_029346570.1
OG0003419	XP_031849176.1	XP_001947457.2, XP_029347785.1
OG0003420	XP_031829285.1, XP_031829283.1, XP_031829284.1	XP_001947467.1
OG0003421	XP_031848491.1	XP_001947620.2
OG0003422	XP_031831553.1	XP_001947696.1
OG0003423	XP_031841028.1	XP_001947741.1
OG0003424	XP_031847862.1	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2
OG0003425	XP_031828612.1	XP_001947752.2
OG0003426	XP_031834226.1	XP_001947902.2
OG0003427	XP_031836534.1	XP_001952385.2, XP_001947924.2, XP_001947908.2
OG0003428	XP_031826927.1	XP_001948130.1
OG0003429	XP_031841197.1	XP_001948239.2
OG0003430	XP_031834178.1	XP_001948242.1
OG0003431	XP_031849936.1	XP_001948295.1
OG0003432	XP_031838377.1	XP_001948312.1
OG0003433	XP_031831561.1	XP_001948385.2
OG0003434	XP_031844580.1	XP_003247440.2, XP_001948425.1
OG0003435	XP_031826077.1	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1
OG0003436	XP_031831619.1	XP_001948504.2
OG0003437	XP_031849073.1	XP_001948597.3
OG0003438	XP_031833676.1	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1
OG0003439	XP_031830476.1, XP_031831341.1	XP_001948678.2
OG0003441	XP_031845254.1	XP_029346557.1, XP_001948873.1, XP_016659482.1
OG0003442	XP_031849988.1	XP_001948878.2
OG0003443	XP_031845587.1	XP_001948942.1
OG0003444	XP_031836226.1	XP_008184847.1, XP_001948995.2, XP_001949035.2
OG0003445	XP_031829238.1	XP_001949068.2
OG0003446	XP_031828637.1	XP_001949172.2
OG0003447	XP_031837945.1	XP_001949175.1, XP_008188157.1, XP_003247963.1
OG0003448	XP_031826367.1	XP_001951973.1, XP_001949244.1
OG0003449	XP_031846720.1	XP_001949300.2
OG0003450	XP_031844676.1	XP_029347434.1, XP_001949386.1
OG0003451	XP_031835745.1	XP_001949443.1, XP_008182268.1
OG0003452	XP_031841143.1, XP_031841152.1	XP_001949579.2
OG0003453	XP_031836524.1	XP_001949581.1
OG0003454	XP_031837970.1	XP_001949590.1
OG0003455	XP_031831926.1	XP_001949601.1
OG0003456	XP_031847055.1	XP_001949728.1
OG0003457	XP_031828628.1, XP_031828629.1, XP_031828627.1	XP_001949847.3
OG0003458	XP_031842884.1	XP_001949938.1
OG0003459	XP_031842105.1	XP_003246026.1, XP_001949988.2
OG0003460	XP_031836181.1	XP_001950150.1, XP_016659321.1, XP_008187444.1
