Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0003048	XP_031838818.1	XP_011166828.2
OG0003049	XP_031827906.1	XP_011160386.1
OG0003050	XP_031842615.1	XP_011166484.1
OG0003051	XP_031845508.1, XP_031845367.1	XP_011163620.1
OG0003052	XP_031844842.1	XP_011166057.2
OG0003053	XP_031832230.1	XP_011171493.2
OG0003054	XP_031842147.1	XP_011160960.2
OG0003055	XP_031844304.1	XP_011159971.1
OG0003056	XP_031848463.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_031840846.1, XP_031840845.1, XP_031840847.1	XP_011165984.1
OG0003058	XP_031847440.1, XP_031847441.1	XP_039304067.1, XP_011172951.1
OG0003059	XP_031825478.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_031833077.1	XP_011160875.2
OG0003061	XP_031848422.1	XP_011169469.2
OG0003062	XP_031827905.1	XP_025990890.1
OG0003063	XP_031846097.1	XP_039312470.1
OG0003064	XP_031833215.1, XP_031833214.1	XP_011167607.1
OG0003065	XP_031849661.1	XP_011168555.1
OG0003066	XP_031846764.1	XP_011168345.1
OG0003067	XP_031850179.1	XP_039307910.1
OG0003068	XP_031843079.1	XP_011176018.1
OG0003069	XP_031831493.1	XP_025992777.1
OG0003070	XP_031843340.1	XP_011171820.1
OG0003071	XP_031846334.1	XP_011166367.1
OG0003072	XP_031843089.1, XP_031843090.1	XP_039314915.1
OG0003073	XP_031848285.1	XP_011167738.1
OG0003074	XP_031840418.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_031839435.1	XP_011169094.1
OG0003076	XP_031834459.1	XP_025987093.1
OG0003077	XP_031827037.1	XP_039314058.1
OG0003078	XP_031827115.1	XP_039313872.1
OG0003079	XP_031833019.1, XP_031833020.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_031835094.1, XP_031835096.1, XP_031835095.1	XP_011156364.1
OG0003081	XP_031832500.1, XP_031832499.1, XP_031832498.1	XP_039303386.1
OG0003082	XP_031840867.1	XP_025991038.1
OG0003083	XP_031836431.1, XP_031836426.1	XP_039312960.1
OG0003084	XP_031833333.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_031847549.1	XP_025992096.2
OG0003086	XP_031833169.1	XP_039312356.1, XP_011161517.1
OG0003087	XP_031849131.1	XP_039313437.1
OG0003088	XP_031833709.1	XP_011167443.1
OG0003089	XP_031837232.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_031837093.1	XP_011172882.2
OG0003091	XP_031840250.1	XP_011164325.1
OG0003092	XP_031833736.1	XP_011164521.2
OG0003093	XP_031840844.1, XP_031840843.1, XP_031840840.1, XP_031840842.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_031842025.1	XP_011161899.1
OG0003095	XP_031838654.1	XP_011156638.2
OG0003096	XP_031828717.1	XP_011174001.2
OG0003097	XP_031829873.1	XP_011155621.1
OG0003098	XP_031825487.1	XP_039306055.1
OG0003099	XP_031834278.1	XP_011159602.1
OG0003100	XP_031844899.1	XP_025985835.1
OG0003101	XP_031832049.1, XP_031832050.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_031826721.1	XP_011165931.2
OG0003103	XP_031846712.1	XP_025987834.2
OG0003104	XP_031849984.1	XP_025994552.2
OG0003105	XP_031847416.1	XP_011174441.1
OG0003106	XP_031845682.1	XP_025990962.1
OG0003107	XP_031849450.1	XP_011162402.1
OG0003108	XP_031825834.1	XP_011173237.2
OG0003109	XP_031843971.1	XP_039314822.1
OG0003110	XP_031826185.1	XP_011163903.1
OG0003111	XP_031826323.1	XP_039310638.1
OG0003112	XP_031846551.1, XP_031846548.1, XP_031846549.1	XP_011172658.1
OG0003114	XP_031844242.1, XP_031844232.1	XP_039306832.1, XP_011166467.1
OG0003115	XP_031845305.1	XP_011173427.1
OG0003116	XP_031831130.1	XP_039311269.1
OG0003118	XP_031849256.1, XP_031849257.1	XP_011172615.1
OG0003119	XP_031845948.1, XP_031845938.1, XP_031845928.1	XP_039313155.1
OG0003120	XP_031839992.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_031842740.1	XP_025990923.1
OG0003122	XP_031834289.1	XP_039305386.1
OG0003123	XP_031827026.1, XP_031827025.1	XP_011166608.1, XP_011166607.1
OG0003124	XP_031849736.1, XP_031849737.1	XP_011167477.1
OG0003125	XP_031830471.1, XP_031830470.1	XP_011163856.1
OG0003126	XP_031839387.1	XP_025986309.2
OG0003127	XP_031833452.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_031839419.1	XP_011171381.1
OG0003129	XP_031826159.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_031832273.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_031833775.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_031830710.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_031841761.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_031847058.1	XP_025987373.1
OG0003135	XP_031832220.1, XP_031832221.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_031832637.1	XP_039306099.1
OG0003137	XP_031848207.1	XP_039302546.1
OG0003138	XP_031848892.1, XP_031844135.1	XP_025990507.1
OG0003139	XP_031843321.1	XP_025990674.1
OG0003140	XP_031837462.1	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_031835407.1	XP_039302630.1
OG0003142	XP_031833366.1	XP_011169763.2
OG0003143	XP_031832015.1	XP_039310052.1, XP_039310051.1
OG0003144	XP_031830579.1	XP_011160189.2
OG0003145	XP_031833194.1, XP_031833195.1, XP_031833197.1, XP_031833196.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_031845108.1	XP_025987200.1
OG0003147	XP_031845794.1, XP_031845795.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_031830079.1	XP_011164370.1
OG0003149	XP_031844692.1	XP_011163201.1
OG0003150	XP_031831280.1	XP_011170885.1
OG0003151	XP_031831528.1, XP_031831529.1	XP_025991582.1
OG0003152	XP_031840358.1	XP_025990112.1, XP_025990120.1
OG0003153	XP_031826896.1	XP_025988729.1
OG0003154	XP_031844911.1	XP_025986269.1
OG0003155	XP_031825594.1, XP_031825593.1, XP_031825591.1, XP_031825592.1	XP_011163493.1
OG0003156	XP_031845329.1	XP_011156868.1
OG0003157	XP_031829855.1, XP_031829845.1	XP_025988931.1
OG0003158	XP_031840115.1	XP_039303594.1
OG0003159	XP_031848480.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_031829648.1	XP_025991339.1
OG0003161	XP_031848373.1	XP_011169462.1
OG0003162	XP_031844145.1	XP_039303750.1
OG0003163	XP_031848914.1	XP_011165318.1
OG0003164	XP_031845115.1	XP_039314407.1
OG0003165	XP_031836906.1	XP_011155987.2
OG0003166	XP_031835184.1	XP_011175449.1
OG0003167	XP_031845185.1	XP_011169110.1
OG0003168	XP_031835875.1	XP_039312028.1
OG0003169	XP_031834461.1	XP_011160662.1
OG0003170	XP_031839307.1, XP_031839306.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	XP_031828175.1	XP_011164528.2
OG0003172	XP_031847687.1, XP_031843623.1	NP_001291525.1
OG0003173	XP_031837991.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_031836281.1, XP_031836283.1	XP_011162525.2
OG0003175	XP_031836619.1	XP_039315715.1
OG0003176	XP_031837451.1	XP_039312299.1
OG0003177	XP_031847052.1, XP_031847053.1	XP_011162481.2
OG0003178	XP_031838481.1	XP_011168188.1
OG0003179	XP_031840496.1, XP_031840497.1	XP_025992516.1
OG0003180	XP_031831565.1	XP_039309736.1
OG0003181	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1	XP_039313158.1
OG0003182	XP_031832539.1	XP_011162549.2
OG0003183	XP_031827462.1, XP_031827460.1	XP_039315523.1
OG0003184	XP_031829592.1	XP_025990824.1
OG0003185	XP_031839090.1	XP_011156771.1
OG0003186	XP_031841739.1	XP_039304399.1
OG0003187	XP_031835315.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_031830697.1	XP_039304405.1
OG0003189	XP_031835966.1	XP_025993506.2
OG0003190	XP_031850372.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_031850539.1	XP_025994562.1
OG0003192	XP_031839545.1, XP_031839546.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_031830872.1	XP_039304720.1
OG0003195	XP_031847324.1, XP_031847326.1	XP_025988560.1
OG0003196	XP_031837393.1	XP_025991436.1
OG0003198	XP_031834609.1, XP_031834607.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	XP_031836063.1	XP_025992865.1
OG0003201	XP_031826619.1	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_031843298.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_031833380.1, XP_031833379.1	XP_011160144.1
OG0003204	XP_031846817.1	XP_011165562.1
OG0003205	XP_031844375.1	XP_025994400.1
OG0003206	XP_031844767.1	XP_025990748.1
OG0003207	XP_031835017.1	XP_039306627.1
OG0003208	XP_031834503.1	XP_011171188.1
OG0003209	XP_031826975.1, XP_031826980.1	XP_025990091.1
OG0003211	XP_031837913.1	XP_025992823.1
OG0003212	XP_031839584.1	XP_011157792.1
OG0003213	XP_031836012.1	XP_039309200.1
OG0003214	XP_031850150.1	XP_025986314.2
OG0003215	XP_031835625.1	XP_011169014.1
OG0003217	XP_031838934.1	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003219	XP_031832350.1	XP_011155319.2
OG0003220	XP_031835667.1, XP_031835668.1	XP_011168984.1
OG0003221	XP_031835225.1, XP_031835227.1, XP_031835226.1	XP_039307175.1
OG0003222	XP_031848238.1	XP_025996380.1, XP_039315210.1
OG0003223	XP_031835960.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003224	XP_031836946.1, XP_031836943.1, XP_031836942.1, XP_031836945.1	XP_011173211.1
OG0003225	XP_031833503.1, XP_031833504.1	XP_011171210.1
OG0003226	XP_031832993.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_031833041.1	XP_039313451.1, XP_039313456.1
OG0003228	XP_031849868.1, XP_031849867.1	XP_011162242.1
OG0003229	XP_031826762.1, XP_031826766.1, XP_031826765.1, XP_031826767.1, XP_031826763.1, XP_031826764.1	XP_011161673.1
OG0003230	XP_031830474.1	XP_011159232.2
OG0003232	XP_031835509.1, XP_031835508.1, XP_031835510.1	XP_011167418.2
OG0003234	XP_031848780.1, XP_031825453.1	XP_039310790.1
OG0003236	XP_031847163.1	XP_025994487.2, XP_011159185.2, XP_011159183.2
OG0003237	XP_031834425.1	XP_039313095.1
OG0003238	XP_031834297.1, XP_031834290.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003240	XP_031838131.1	XP_039305806.1
OG0003241	XP_031839885.1	XP_025995024.2
OG0003242	XP_031837847.1, XP_031837851.1, XP_031837849.1, XP_031837850.1	XP_025986165.1
OG0003243	XP_031843881.1	XP_025990033.2
OG0003244	XP_031839265.1	XP_039302184.1
OG0003245	XP_031838491.1	XP_039312788.1
OG0003246	XP_031827593.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_031827704.1	XP_025986583.1
OG0003248	XP_031843781.1, XP_031843729.1	XP_025991288.1
OG0003249	XP_031825585.1	XP_039314530.1, XP_025996638.1
OG0003251	XP_031839645.1	XP_011158864.1
OG0003252	XP_031850155.1, XP_031850157.1	XP_039312693.1
OG0003253	XP_031826174.1	XP_011160273.1, XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1
OG0003254	XP_031850297.1, XP_031850296.1	XP_011174028.2
OG0003255	XP_031831101.1	XP_039308739.1
OG0003256	XP_031830066.1	XP_011176342.1
OG0003257	XP_031839323.1, XP_031839326.1	XP_011156933.1
OG0003258	XP_031829960.1, XP_031829957.1, XP_031829958.1, XP_031829959.1	XP_039303586.1
OG0003259	XP_031830355.1	XP_025988938.1
OG0003262	XP_031846188.1, XP_031846187.1	XP_011171067.1
OG0003263	XP_031828480.1	XP_011167836.1
OG0003264	XP_031833035.1	XP_025995982.1
OG0003265	XP_031843450.1, XP_031843449.1	XP_039315589.1
OG0003266	XP_031829297.1	XP_011173431.1
OG0003267	XP_031831606.1, XP_031831608.1	XP_025996392.1
OG0003268	XP_031836644.1, XP_031836641.1	XP_011164301.1
OG0003269	XP_031848475.1	XP_011156398.1
OG0003270	XP_031831148.1	XP_011165014.1
OG0003271	XP_031838301.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_031848293.1	XP_011163847.1
OG0003273	XP_031838492.1	XP_011157132.1
OG0003274	XP_031833813.1	XP_011159704.1
OG0003275	XP_031828981.1	XP_011164867.1
OG0003276	XP_031839568.1	XP_011167156.1
OG0003277	XP_031834095.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_031826639.1	XP_039311013.1
OG0003280	XP_031833543.1	XP_011176183.1, XP_011176184.1
OG0003281	XP_031827723.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_031847718.1	XP_011157544.2
OG0003284	XP_031827913.1, XP_031827915.1, XP_031827914.1	XP_011171593.1
OG0003285	XP_031829148.1	XP_011163555.3
OG0003286	XP_031829825.1	XP_011172787.1
OG0003287	XP_031842411.1	XP_011170207.1
OG0003288	XP_031825624.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	XP_031830121.1	XP_011172029.1
OG0003290	XP_031847142.1	XP_025995658.1
OG0003291	XP_031840057.1	XP_039309531.1
OG0003292	XP_031827912.1	XP_011160448.1
OG0003293	XP_031833626.1	XP_011170009.2
OG0003294	XP_031848338.1	XP_011158205.1
OG0003295	XP_031825967.1	XP_025996047.1
OG0003296	XP_031830729.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_031826264.1	XP_011159799.1
OG0003298	XP_031840236.1	XP_011166722.1
OG0003299	XP_031845365.1, XP_031845366.1	XP_011173483.1
OG0003300	XP_031829292.1	XP_025987586.1
OG0003301	XP_031826436.1, XP_031826438.1	XP_011164776.1
OG0003302	XP_031832683.1	XP_011158512.1
OG0003303	XP_031827622.1	XP_011171925.2
OG0003304	XP_031833314.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_031830239.1	XP_011175834.3
OG0003306	XP_031834579.1	XP_011172126.1
OG0003307	XP_031831025.1	XP_011167011.1
OG0003308	XP_031827370.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_031839441.1	XP_011168906.2
OG0003310	XP_031832481.1, XP_031832472.1	XP_011165498.1
OG0003311	XP_031850580.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_031849255.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_031835971.1	XP_011161540.1
OG0003314	XP_031829035.1	XP_011164791.1
OG0003315	XP_031840058.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_031825879.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_031826131.1, XP_031826127.1, XP_031826126.1, XP_031833342.1	XP_011160844.1
OG0003318	XP_031836713.1, XP_031836715.1, XP_031836714.1	XP_011157698.2
OG0003319	XP_031849136.1	XP_011175694.2
OG0003320	XP_031835900.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_031844125.1	XP_011176131.2
OG0003322	XP_031847713.1	XP_011161126.1
OG0003323	XP_031825901.1, XP_031825900.1, XP_031825899.1	XP_011161263.2
OG0003324	XP_031836313.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_031834328.1, XP_031834318.1	XP_011158710.2
OG0003326	XP_031834573.1, XP_031834574.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_031844277.1	XP_011175417.1
OG0003328	XP_031845515.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_031843645.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_031842541.1, XP_031842542.1	XP_011167875.2
OG0003331	XP_031845168.1	XP_011159846.2
OG0003332	XP_031841821.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_031827894.1	XP_011158520.1
OG0003334	XP_031835904.1	XP_011169583.1
OG0003335	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1	XP_011157678.1
OG0003336	XP_031838401.1, XP_031838400.1, XP_031838402.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_031838940.1	XP_011156887.1
OG0003339	XP_031833966.1	XP_025985974.1
OG0003340	XP_031828855.1, XP_031828854.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_031833293.1	XP_011165296.1
OG0003342	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1	XP_011174123.2
OG0003343	XP_031829455.1	XP_011163557.1
OG0003344	XP_031828775.1	XP_011159547.2
OG0003345	XP_031838586.1, XP_031838585.1	XP_011168568.1
OG0003346	XP_031827027.1	XP_011155405.1, XP_011155404.1
OG0003347	XP_031834506.1	XP_011170910.2
OG0003348	XP_031846732.1, XP_031846731.1, XP_031846734.1, XP_031846733.1	XP_011176150.1
OG0003349	XP_031828110.1, XP_031828111.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_031833462.1	XP_011160433.1
OG0003351	XP_031831008.1	XP_011169159.1
OG0003352	XP_031836484.1	XP_011167129.1
OG0003353	XP_031838092.1	XP_011157096.2
OG0003354	XP_031830482.1	XP_011159300.1
OG0003355	XP_031837732.1	XP_011156616.1
OG0003356	XP_031827057.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_031833552.1, XP_031833553.1	XP_011159385.1
OG0003358	XP_031840866.1	XP_011170985.1
OG0003359	XP_031838647.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_031832576.1	XP_011169214.1
OG0003361	XP_031846180.1	XP_011163184.1
OG0003362	XP_031838581.1	XP_011176208.1
OG0003363	XP_031834545.1	XP_011171184.1
OG0003364	XP_031847954.1	XP_011171477.2
OG0003365	XP_031844652.1	XP_011155996.2
OG0003366	XP_031838345.1	XP_011166272.1
OG0003367	XP_031843024.1	XP_011160030.1
OG0003368	XP_031829074.1, XP_031829073.1	XP_025993586.2
OG0003369	XP_031825468.1	XP_025995082.1
OG0003370	XP_031831102.1	XP_039305562.1
OG0003371	XP_031847618.1	XP_011168317.1
OG0003372	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1	XP_011170932.2
OG0003373	XP_031830196.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_031846629.1	XP_011170848.1
OG0003375	XP_031830386.1	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1	XP_011158846.1
OG0003377	XP_031840766.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_031827098.1	XP_011158424.1
OG0003379	XP_031835956.1	XP_011164032.1
OG0003380	XP_031827285.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_031846333.1	XP_011170706.1
OG0003382	XP_031844839.1	XP_011170060.1
OG0003383	XP_031837328.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_031832375.1	XP_025993031.2
OG0003385	XP_031839259.1, XP_031839257.1	XP_011167382.1
OG0003387	XP_031840000.1	XP_011158923.1
OG0003388	XP_031827658.1, XP_031847686.1	XP_011164028.1
OG0003389	XP_031832237.1	XP_039308685.1
OG0003390	XP_031826455.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_031837949.1	XP_025987860.2
OG0003392	XP_031825771.1	XP_025991945.2
OG0003393	XP_031831768.1	XP_011175706.1
OG0003394	XP_031849679.1	XP_011168554.1
OG0003395	XP_031834584.1	XP_011162479.1
OG0003396	XP_031827756.1	XP_011164775.1
OG0003397	XP_031825707.1	XP_039310081.1
OG0003398	XP_031837772.1	XP_039312685.1
OG0003399	XP_031846645.1	XP_011172373.2
OG0003400	XP_031844482.1, XP_031844483.1	XP_011167556.3
OG0003401	XP_031840262.1	XP_011159605.1
OG0003402	XP_031832903.1	XP_011158523.1
OG0003403	XP_031835440.1	XP_011173152.1
OG0003404	XP_031841004.1	XP_039315476.1
OG0003405	XP_031839890.1	XP_025996980.1
OG0003406	XP_031845238.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_031828689.1	XP_011162767.2
OG0003408	XP_031846129.1	XP_025988007.1
OG0003409	XP_031828927.1	XP_011168025.1
OG0003410	XP_031835101.1, XP_031835102.1	XP_011169045.1
OG0003411	XP_031847116.1	XP_011169030.1
OG0003412	XP_031826000.1	XP_011166294.1
OG0003413	XP_031834729.1	XP_039302638.1
OG0003414	XP_031827287.1	XP_011161029.1
OG0003415	XP_031838277.1	XP_011175488.1
OG0003416	XP_031833040.1	XP_011166755.1
OG0003417	XP_031828656.1, XP_031828662.1	XP_039304476.1, XP_039304478.1
OG0003419	XP_031849176.1	XP_025996837.1
OG0003420	XP_031829285.1, XP_031829283.1, XP_031829284.1	XP_011169674.1
OG0003421	XP_031848491.1	XP_011175711.1
OG0003422	XP_031831553.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_031841028.1	XP_011159326.2
OG0003424	XP_031847862.1	XP_011159090.1
OG0003425	XP_031828612.1	XP_011163075.1
OG0003426	XP_031834226.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_031836534.1	XP_011163689.1
OG0003428	XP_031826927.1	XP_011167947.1
OG0003431	XP_031849936.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_031838377.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_031831561.1	XP_011159440.1
OG0003434	XP_031844580.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_031826077.1	XP_011163900.2
OG0003436	XP_031831619.1	XP_011168469.2
OG0003437	XP_031849073.1	XP_011157667.1
OG0003438	XP_031833676.1	XP_011155524.2
OG0003439	XP_031830476.1, XP_031831341.1	XP_025994536.1
OG0003442	XP_031849988.1	XP_039312379.1
OG0003443	XP_031845587.1	XP_011165646.1
OG0003444	XP_031836226.1	XP_025987672.2
OG0003445	XP_031829238.1	XP_039302293.1
OG0003446	XP_031828637.1	XP_011155390.1
OG0003447	XP_031837945.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_031826367.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_031846720.1	XP_011160159.1
OG0003450	XP_031844676.1	XP_011155610.2
OG0003451	XP_031835745.1	XP_011172134.1
OG0003452	XP_031841143.1, XP_031841152.1	XP_011156026.1
OG0003453	XP_031836524.1	XP_039315183.1
OG0003454	XP_031837970.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_031831926.1	XP_011168917.1
OG0003456	XP_031847055.1	XP_011162716.1
OG0003457	XP_031828628.1, XP_031828629.1, XP_031828627.1	XP_011166944.1
OG0003458	XP_031842884.1	XP_025995460.1
OG0003459	XP_031842105.1	XP_011161898.1
OG0003460	XP_031836181.1	XP_011162632.1
OG0003461	XP_031832675.1	XP_025991213.1
OG0003462	XP_031838449.1	XP_025993799.2
OG0003463	XP_031830905.1	XP_011160595.1
OG0003464	XP_031839157.1, XP_031839158.1	XP_011165321.1
OG0003465	XP_031827266.1	XP_011173159.1
OG0003466	XP_031829652.1	XP_011172223.1
OG0003467	XP_031831987.1, XP_031831989.1, XP_031831988.1	XP_025987392.1
OG0003468	XP_031841529.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_031825268.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
