Orthogroup	Nomia_melanderi	Bombyx_mori
OG0003855	XP_031846452.1	XP_037870393.1
OG0003856	XP_031842698.1, XP_031842699.1	XP_004925677.1
OG0003857	XP_031838428.1	XP_004932690.1
OG0003859	XP_031846939.1	XP_004922685.1
OG0003861	XP_031839884.1	NP_001243926.1, XP_012547732.1
OG0003863	XP_031830421.1	XP_037873078.1
OG0003864	XP_031846924.1	XP_037867969.1
OG0003865	XP_031842948.1	XP_004923657.1
OG0003866	XP_031837019.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_031848786.1	XP_012548833.1
OG0003868	XP_031835888.1	XP_037874329.1
OG0003869	XP_031837052.1	XP_021203303.2
OG0003870	XP_031839667.1	XP_004930744.1
OG0003871	XP_031838171.1	XP_037866929.1
OG0003872	XP_031841114.1	XP_004923397.1
OG0003873	XP_031847666.1	XP_012550036.2
OG0003874	XP_031825622.1	XP_004924537.1
OG0003875	XP_031832131.1	XP_004922154.1
OG0003876	XP_031838774.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_031827724.1	XP_037866550.1
OG0003878	XP_031849258.1	XP_037876197.1
OG0003879	XP_031835205.1	XP_004931440.3
OG0003880	XP_031840832.1	XP_012549422.1
OG0003881	XP_031825384.1, XP_031825386.1	XP_004930195.2
OG0003882	XP_031840706.1	XP_012548006.1
OG0003883	XP_031836057.1	XP_004926044.1
OG0003884	XP_031843346.1, XP_031843345.1, XP_031843344.1	XP_021206275.1
OG0003885	XP_031845589.1	XP_004926933.2
OG0003886	XP_031847144.1	NP_001040103.1
OG0003887	XP_031844607.1	NP_001040385.1
OG0003888	XP_031836223.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_031840688.1	XP_037871897.1
OG0003890	XP_031835302.1	XP_021206558.1
OG0003891	XP_031844748.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_031833087.1	XP_012551537.2
OG0003893	XP_031825778.1	XP_012548789.1
OG0003895	XP_031838891.1	XP_021205899.1
OG0003896	XP_031846999.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_031833798.1	XP_037871555.1, NP_001037624.1
OG0003899	XP_031837829.1, XP_031837839.1	XP_004932565.2
OG0003900	XP_031832238.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_031839241.1	XP_004930363.1
OG0003902	XP_031841625.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_031837876.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_031840950.1	XP_037876679.1
OG0003905	XP_031829127.1	XP_004932076.1
OG0003906	XP_031829290.1	XP_037870494.1
OG0003907	XP_031835836.1	XP_004932080.1
OG0003908	XP_031838668.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_031846353.1	NP_001188365.1
OG0003910	XP_031834915.1	XP_012548261.1
OG0003911	XP_031845935.1, XP_031845936.1	XP_037872595.1
OG0003912	XP_031829689.1	XP_004921663.1
OG0003913	XP_031847955.1	XP_004933332.1
OG0003914	XP_031840322.1, XP_031840321.1, XP_031840323.1	XP_004930054.1
OG0003915	XP_031826614.1	XP_004933205.1
OG0003916	XP_031837428.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_031828774.1	NP_001281215.1
OG0003918	XP_031849100.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_031835884.1	XP_037873191.1
OG0003920	XP_031829190.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_031845320.1	XP_004929517.1
OG0003922	XP_031826631.1, XP_031826622.1, XP_031826612.1	XP_037867021.1
OG0003923	XP_031839810.1	XP_037871340.1
OG0003924	XP_031841751.1	XP_004928216.2
OG0003925	XP_031837874.1	XP_037870734.1
OG0003926	XP_031827427.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_031836022.1	XP_012550651.2
OG0003928	XP_031831557.1, XP_031831556.1	XP_004921744.1
OG0003929	XP_031844081.1	XP_004921712.1
OG0003930	XP_031830962.1	XP_012547705.1
OG0003931	XP_031838854.1	XP_004923823.1
OG0003932	XP_031839254.1, XP_031839264.1	XP_004928355.1
OG0003933	XP_031840199.1, XP_031840200.1, XP_031840198.1	XP_004921981.1
OG0003934	XP_031847479.1	XP_004927651.1
OG0003935	XP_031835899.1	NP_001037257.1
OG0003936	XP_031831693.1	XP_037874244.1, NP_001103390.1
OG0003938	XP_031841721.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_031833272.1	XP_021203066.1
OG0003940	XP_031842627.1	XP_037868013.1
OG0003941	XP_031842486.1, XP_031842485.1, XP_031842487.1	XP_004932659.1
OG0003942	XP_031839723.1	XP_004925060.2
OG0003943	XP_031825416.1, XP_031825418.1	XP_004930725.1
OG0003944	XP_031828255.1	XP_037867768.1
OG0003945	XP_031833294.1	XP_004929252.2
OG0003946	XP_031835002.1, XP_031835003.1	XP_037872651.1
OG0003947	XP_031846971.1	XP_004923402.1
OG0003948	XP_031843948.1	NP_001296515.1
OG0003950	XP_031829425.1	XP_004931209.1
OG0003951	XP_031829940.1	XP_004928878.1
OG0003952	XP_031828861.1	XP_021208067.1
OG0003953	XP_031834037.1	XP_004925516.1
OG0003954	XP_031831755.1	NP_001040494.1
OG0003955	XP_031843492.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_031845387.1	XP_037867435.1
OG0003957	XP_031835970.1	NP_001040543.1
OG0003958	XP_031847532.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_031840637.1	XP_004931453.1
OG0003960	XP_031831389.1	XP_021203205.2
OG0003961	XP_031830352.1	XP_037872304.1
OG0003962	XP_031839594.1, XP_031839593.1	XP_004926248.1
OG0003963	XP_031835865.1	XP_004926026.1
OG0003964	XP_031835915.1	XP_037873074.1
OG0003965	XP_031828321.1	XP_004923059.2
OG0003966	XP_031826856.1	XP_004927228.1
OG0003967	XP_031828590.1	XP_004930408.1
OG0003968	XP_031831420.1, XP_031831419.1	XP_004926264.1
OG0003969	XP_031840909.1	XP_004929112.1
OG0003970	XP_031831835.1	XP_004931345.1
OG0003971	XP_031827693.1	XP_004929344.1
OG0003972	XP_031831359.1	XP_004926999.1
OG0003974	XP_031829050.1	XP_037868812.1
OG0003975	XP_031828857.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_031833374.1	XP_004927122.1
OG0003977	XP_031839879.1	XP_037867045.1
OG0003978	XP_031845698.1, XP_031845688.1	NP_001037660.1
OG0003979	XP_031838006.1, XP_031838004.1	XP_004927746.2
OG0003980	XP_031835453.1, XP_031835454.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_031847431.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_031838490.1	XP_037866437.1
OG0003983	XP_031825980.1	XP_021202823.1
OG0003984	XP_031847226.1	XP_037877129.1
OG0003985	XP_031829414.1	XP_004923535.1
OG0003986	XP_031845970.1	XP_037868586.1
OG0003987	XP_031837431.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_031825317.1, XP_031825323.1	XP_021202849.2
OG0003989	XP_031836291.1	XP_012547596.2
OG0003990	XP_031834385.1	NP_001355172.1
OG0003991	XP_031850030.1	XP_004932958.2
OG0003994	XP_031828499.1	XP_004933641.2
OG0003995	XP_031844333.1	XP_004928599.1
OG0003996	XP_031833780.1	XP_004927389.1
OG0003997	XP_031846794.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_031837050.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_031837728.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_031833510.1	NP_001296497.1
OG0004001	XP_031830611.1	XP_004927390.2
OG0004002	XP_031825949.1	NP_001037456.2
OG0004003	XP_031849632.1	XP_037876448.1
OG0004004	XP_031834857.1	XP_004922729.1
OG0004005	XP_031841729.1	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_031836005.1	XP_037871169.1
OG0004008	XP_031843500.1, XP_031843499.1	XP_037871650.1
OG0004009	XP_031847365.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_031847481.1	XP_004921711.1
OG0004011	XP_031829008.1, XP_031829007.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_031839094.1	XP_012548993.2
OG0004013	XP_031826476.1	XP_021206266.2
OG0004014	XP_031843512.1	XP_004924136.1
OG0004015	XP_031844892.1	XP_037874668.1
OG0004016	XP_031828955.1	XP_037869870.1
OG0004017	XP_031837289.1	XP_021207252.1
OG0004018	XP_031835588.1	XP_004933635.2
OG0004019	XP_031831485.1	XP_004926459.1
OG0004020	XP_031839538.1	XP_037866796.1
OG0004021	XP_031837350.1, XP_031837340.1	XP_037869295.1
OG0004022	XP_031840750.1	XP_021207600.1
OG0004023	XP_031848115.1	XP_037873199.1
OG0004026	XP_031831292.1	XP_037876311.1
OG0004027	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1	XP_004923893.1
OG0004028	XP_031841262.1, XP_031841261.1	XP_012544241.1
OG0004029	XP_031826772.1	XP_037870693.1
OG0004030	XP_031832701.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_031835672.1	XP_004923757.1
OG0004032	XP_031839402.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_031849478.1	XP_012547603.2
OG0004034	XP_031829649.1	XP_004923392.2
OG0004035	XP_031829871.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_031844944.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_031849138.1, XP_031849145.1	XP_037875629.1
OG0004038	XP_031846457.1	XP_004929014.1
OG0004040	XP_031836756.1	XP_004928222.1
OG0004041	XP_031833112.1, XP_031833111.1, XP_031833110.1	NP_001136226.1
OG0004042	XP_031846521.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_031834119.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_031845436.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_031825763.1	XP_004933047.1
OG0004046	XP_031838752.1	XP_004925413.1
OG0004048	XP_031846986.1	XP_004925882.2
OG0004049	XP_031840936.1	XP_004921635.1
OG0004051	XP_031845253.1	NP_001041679.1
OG0004052	XP_031847498.1, XP_031847499.1	XP_037876514.1
OG0004053	XP_031834647.1	XP_012550083.2
OG0004054	XP_031826861.1	XP_004929361.2
OG0004055	XP_031825842.1	XP_037869808.1
OG0004056	XP_031825600.1	XP_004923357.2
OG0004058	XP_031847304.1	XP_004930619.1
OG0004059	XP_031827314.1, XP_031827316.1, XP_031827315.1	XP_037868054.1
OG0004060	XP_031825292.1, XP_031833705.1	NP_001296493.1
OG0004061	XP_031847982.1	XP_021207327.1
OG0004062	XP_031840007.1	XP_004928244.1
OG0004063	XP_031840645.1	XP_037869504.1
OG0004064	XP_031841865.1	XP_037870738.1
OG0004065	XP_031831118.1	XP_004928297.1
OG0004066	XP_031835983.1	XP_004924862.1
OG0004067	XP_031834342.1	XP_012544048.3
OG0004068	XP_031835544.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_031846351.1	NP_001037339.1
OG0004070	XP_031844908.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_031832907.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_031845410.1	XP_004921583.1
OG0004074	XP_031837469.1	XP_004922411.1
OG0004075	XP_031832804.1	XP_021204167.1
OG0004076	XP_031849280.1	XP_004923876.1
OG0004077	XP_031842873.1	XP_004928512.1, XP_004928484.2
OG0004078	XP_031825371.1	XP_004927166.1
OG0004079	XP_031841803.1	XP_037868019.1
OG0004080	XP_031839613.1, XP_031839614.1	XP_012549094.1
OG0004081	XP_031850168.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_031841583.1	XP_012549767.2
OG0004083	XP_031836805.1	NP_001040444.1
OG0004084	XP_031843205.1, XP_031843204.1	XP_012546600.1
OG0004085	XP_031843792.1	XP_004931989.1
OG0004086	XP_031842579.1	XP_012545779.1
OG0004087	XP_031825479.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_031850431.1, XP_031850429.1	XP_037868298.1
OG0004089	XP_031836037.1	XP_037874462.1
OG0004090	XP_031846989.1	XP_004933421.1
OG0004091	XP_031837038.1	XP_037870891.1
OG0004092	XP_031829570.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_031835692.1	XP_037868377.1
OG0004094	XP_031828084.1	XP_037870639.1
OG0004095	XP_031839210.1	XP_004930179.1
OG0004096	XP_031834686.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_031826465.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_031842233.1, XP_031842232.1	XP_037874111.1
OG0004099	XP_031845477.1, XP_031845476.1	XP_004930594.1
OG0004100	XP_031850080.1	XP_021205578.2
OG0004101	XP_031843438.1	XP_037873940.1
OG0004102	XP_031844595.1	XP_004924707.1
OG0004103	XP_031830127.1	XP_037874307.1
OG0004104	XP_031840128.1	XP_037877656.1
OG0004105	XP_031850462.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_031836716.1	XP_004931162.2
OG0004107	XP_031832445.1, XP_031832444.1, XP_031832443.1	XP_004926250.2
OG0004109	XP_031837550.1	XP_012553048.1
OG0004110	XP_031831226.1	XP_004933483.1
OG0004111	XP_031838651.1	NP_001124374.1
OG0004112	XP_031829037.1	XP_021205236.2
OG0004113	XP_031833524.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_031825864.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_031837378.1, XP_031837377.1	XP_004925881.2
OG0004117	XP_031839020.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_031833681.1	XP_004924498.1
OG0004122	XP_031836894.1	XP_037871974.1
OG0004123	XP_031827341.1	XP_037871593.1
OG0004124	XP_031848972.1, XP_031827871.1, XP_031827870.1, XP_031827869.1, XP_031827868.1	XP_037868460.1
OG0004125	XP_031831838.1	XP_004922019.1
OG0004126	XP_031837070.1	XP_004932926.1
OG0004128	XP_031833993.1	XP_037877065.1
OG0004129	XP_031830559.1	XP_004931987.1
OG0004130	XP_031837406.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_031837947.1	XP_012547588.1
OG0004132	XP_031838430.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_031828269.1, XP_031828263.1	NP_001272895.1
OG0004137	XP_031842540.1	XP_004929005.1
OG0004138	XP_031840347.1	XP_021204369.1
OG0004140	XP_031847146.1, XP_031847147.1	XP_004928840.1
OG0004141	XP_031826851.1	XP_004933432.2
OG0004142	XP_031833453.1	XP_037876778.1
OG0004143	XP_031845492.1, XP_031845491.1	XP_004925912.2
OG0004144	XP_031845326.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_031833754.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_031830763.1	XP_004931521.1
OG0004147	XP_031841972.1	XP_037867032.1
OG0004148	XP_031835642.1	XP_037868227.1
OG0004149	XP_031825844.1	XP_004931529.2
OG0004150	XP_031843386.1	XP_037872399.1
OG0004151	XP_031825951.1	XP_004924322.2
OG0004152	XP_031835019.1, XP_031835018.1	XP_021207568.2
OG0004153	XP_031831695.1	XP_037876188.1
OG0004154	XP_031839758.1, XP_031839762.1, XP_031839759.1	XP_004929679.1
OG0004155	XP_031838404.1	XP_037869731.1
OG0004158	XP_031845490.1, XP_031845479.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_031843796.1	XP_021202139.2
OG0004162	XP_031828335.1	XP_037875455.1
OG0004163	XP_031839821.1	XP_012549158.1
OG0004164	XP_031831823.1	XP_012545388.1
OG0004165	XP_031849563.1	XP_021203754.2
OG0004166	XP_031840661.1, XP_031840664.1	XP_021205160.1
OG0004167	XP_031833836.1	XP_012552466.1
OG0004168	XP_031840904.1	XP_004924837.1
OG0004169	XP_031838644.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_031841820.1, XP_031848998.1	XP_037870866.1
OG0004171	XP_031844331.1, XP_031844332.1	XP_012547802.3
OG0004172	XP_031831783.1	XP_012549305.2
OG0004174	XP_031837888.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_031836284.1	XP_004924258.1
OG0004176	XP_031831339.1	XP_037866857.1
OG0004177	XP_031840812.1	XP_021205230.1
OG0004178	XP_031835809.1	XP_037874863.1
OG0004180	XP_031846319.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_031850390.1	NP_001036936.1
OG0004182	XP_031849791.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1	XP_004922162.1
OG0004184	XP_031847500.1	XP_037876568.1
OG0004185	XP_031837735.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_031839140.1	XP_037866428.1
OG0004187	XP_031845406.1	XP_012552759.1
OG0004188	XP_031848204.1	XP_021203240.1
OG0004189	XP_031828918.1, XP_031828916.1, XP_031828920.1	XP_037869227.1
OG0004190	XP_031830267.1, XP_031830265.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_031830399.1	XP_037869752.1
OG0004192	XP_031844438.1, XP_031844440.1, XP_031844441.1	XP_004924988.1
OG0004193	XP_031848682.1	XP_037873419.1
OG0004194	XP_031839609.1, XP_031839608.1	XP_037871385.1
OG0004195	XP_031840883.1	XP_012549631.1
OG0004196	XP_031843587.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_031835278.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_031844019.1, XP_031844018.1	XP_004930154.1
OG0004201	XP_031847818.1	XP_004923544.1
OG0004202	XP_031828289.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_031831146.1	XP_012548984.1
OG0004204	XP_031844024.1	XP_012545354.1
OG0004205	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1	NP_001093080.1
OG0004206	XP_031832334.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_031845093.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_031847366.1	XP_004922257.1
OG0004211	XP_031843229.1	XP_004924280.1
OG0004212	XP_031830793.1	XP_004923553.1
OG0004213	XP_031825489.1	XP_004932624.2
OG0004214	XP_031828613.1	XP_004921920.2
OG0004216	XP_031832164.1	XP_004922913.1
OG0004217	XP_031836555.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_031839217.1	XP_021206364.1
OG0004220	XP_031826535.1	XP_004930730.1
OG0004223	XP_031833560.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_031836810.1, XP_031836814.1	XP_004922262.2
OG0004229	XP_031848982.1	XP_004925281.1
OG0004230	XP_031832892.1, XP_031832875.1	XP_012544861.2
OG0004231	XP_031825776.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_031842951.1	XP_037876619.1
OG0004234	XP_031831277.1	XP_012550820.1
OG0004235	XP_031834528.1	XP_037870208.1
OG0004236	XP_031838110.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_031849218.1, XP_031849666.1	XP_004928571.2
OG0004238	XP_031850109.1	XP_037868820.1, NP_001232931.1
OG0004239	XP_031850312.1	XP_012549954.2
OG0004240	XP_031848772.1, XP_031848904.1	XP_004929308.1
OG0004241	XP_031844033.1	XP_021205681.1
OG0004242	XP_031848567.1	NP_001171667.1
OG0004243	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1	XP_012547247.1
OG0004244	XP_031850382.1	XP_012549416.1
OG0004245	XP_031838403.1	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004246	XP_031833176.1	NP_001108462.1, XP_012549556.2
OG0004247	XP_031841793.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_031836299.1, XP_031836302.1	XP_012547300.1
OG0004249	XP_031845681.1	XP_037876178.1
OG0004251	XP_031838450.1	XP_012547340.2
OG0004253	XP_031846907.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004254	XP_031827355.1	XP_037868525.1
OG0004257	XP_031842433.1, XP_031831497.1	XP_004933554.2, XP_037877081.1
OG0004258	XP_031829838.1	XP_021202164.2, XP_037875585.1
OG0004259	XP_031839471.1	XP_004922243.2
OG0004260	XP_031846342.1	XP_012547393.1
OG0004261	XP_031849664.1	NP_001040380.1, XP_012544671.1
OG0004262	XP_031844686.1	XP_004930073.1
OG0004264	XP_031842280.1	XP_004927281.3
OG0004267	XP_031827643.1	NP_001040423.1
OG0004268	XP_031841031.1	XP_012551637.2
OG0004269	XP_031827348.1	XP_037869431.1
OG0004275	XP_031838235.1	XP_037867596.1
OG0004276	XP_031848477.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_031828483.1	NP_001037159.1, XP_021208658.2
OG0004278	XP_031845668.1	NP_001037275.1
OG0004279	XP_031827056.1	XP_004932946.1
OG0004280	XP_031832134.1	XP_004928974.1
OG0004281	XP_031832515.1	NP_001124349.1
OG0004282	XP_031846138.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_031839999.1	NP_001037253.1
OG0004284	XP_031826036.1	NP_001037255.1
OG0004285	XP_031828209.1	XP_004931084.2
OG0004286	XP_031835228.1	XP_004932205.1
OG0004287	XP_031848909.1	XP_004929900.1
OG0004288	XP_031833906.1	XP_012548257.2
OG0004289	XP_031827279.1, XP_031827280.1	XP_004926447.1
OG0004290	XP_031832922.1	NP_001124377.1
OG0004291	XP_031833835.1	XP_004922528.1
OG0004292	XP_031844191.1	XP_004926302.1
OG0004293	XP_031838363.1	XP_004927897.1
OG0004294	XP_031825800.1	XP_004921574.1
OG0004296	XP_031849068.1	NP_001091762.1
OG0004297	XP_031845913.1, XP_031845902.1	XP_004931546.1
OG0004298	XP_031830627.1	NP_001040401.1
OG0004299	XP_031828035.1	XP_004930348.1
OG0004300	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1	XP_004930631.2
OG0004301	XP_031831664.1, XP_031831663.1	XP_004929017.1
OG0004302	XP_031826350.1	XP_004931543.1
OG0004303	XP_031845237.1	XP_004929446.1
OG0004304	XP_031845632.1	NP_001040276.1
OG0004305	XP_031827300.1, XP_031827297.1, XP_031827298.1	XP_004929158.1
OG0004306	XP_031833157.1	XP_004932719.1
OG0004307	XP_031826914.1	NP_001037522.1
OG0004308	XP_031827055.1	NP_001040151.1
OG0004309	XP_031834645.1	XP_004925424.1
OG0004310	XP_031844021.1	XP_004924987.1
OG0004311	XP_031835531.1	XP_012550551.1, NP_001040136.1
OG0004312	XP_031832087.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_031843851.1	XP_037867585.1
OG0004314	XP_031850012.1	XP_004923945.1
OG0004315	XP_031840298.1	NP_001037082.1
OG0004316	XP_031837137.1	NP_001037580.1
OG0004317	XP_031843324.1	NP_001037508.1
OG0004318	XP_031844185.1	NP_001037556.1
OG0004319	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_021207332.1
OG0004320	XP_031830689.1	XP_004924660.1
OG0004321	XP_031833994.1	XP_004927929.1
OG0004322	XP_031825907.1, XP_031825908.1	XP_004924733.1
OG0004323	XP_031849174.1, XP_031849175.1	NP_001040110.1
OG0004324	XP_031828951.1	NP_001037273.1
OG0004325	XP_031829380.1	XP_037867744.1, XP_004926849.1
OG0004326	XP_031833485.1	XP_004933571.2
OG0004327	XP_031825391.1, XP_031825390.1	XP_004924517.1
OG0004328	XP_031842449.1	NP_001040387.1
OG0004329	XP_031830721.1	NP_001091750.1
OG0004330	XP_031838338.1	NP_001040280.1
OG0004331	XP_031845502.1	XP_004925913.1
OG0004332	XP_031839656.1	XP_021203157.1, NP_001040397.1
OG0004333	XP_031835626.1	NP_001037390.1
OG0004334	XP_031834898.1, XP_031834891.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_031843563.1, XP_031843564.1	XP_012549424.1, XP_012549423.1
OG0004336	XP_031833643.1	XP_004924094.1
OG0004337	XP_031832665.1	XP_037868058.1
OG0004338	XP_031837238.1	XP_037869104.1
OG0004339	XP_031842137.1	XP_004933751.1
OG0004340	XP_031835898.1	XP_004926461.1
OG0004341	XP_031840767.1	XP_004924871.1
OG0004343	XP_031827703.1	NP_001037094.1
OG0004344	XP_031840792.1	NP_001040439.1
OG0004345	XP_031830030.1	XP_012551528.2
OG0004346	XP_031835201.1	XP_004933671.1, XP_037869651.1
