Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0003978	NP_001285330.1, NP_001263122.1	XP_015437561.1
OG0003979	NP_611690.2	XP_015434660.1
OG0003980	NP_572722.2	XP_015437304.1
OG0003981	NP_610429.2	XP_015439328.1
OG0003982	NP_609079.2	XP_015435473.1
OG0003983	NP_001137958.1	XP_015429873.1
OG0003984	NP_611900.1	XP_015433090.1
OG0003985	NP_572747.1	XP_015434859.1
OG0003986	NP_511064.2	XP_015434942.1
OG0003987	NP_001286391.1	XP_015432803.1
OG0003988	NP_001163748.1	XP_015439838.1
OG0003989	NP_001163103.1	XP_015437591.1, XP_015432158.1
OG0003990	NP_524448.3	XP_015437870.1
OG0003991	NP_524623.2	XP_015435665.1
OG0003992	NP_573116.2	XP_015428803.1
OG0003993	NP_001287552.1	XP_015436523.1
OG0003994	NP_001286707.1	XP_015429683.1
OG0003995	NP_001284866.1	XP_015435779.1
OG0003996	NP_001259362.1, NP_650489.1	XP_015439663.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_015429827.1
OG0003998	NP_001162829.1	XP_015428584.1
OG0003999	NP_523723.1	XP_015428926.1
OG0004000	NP_001246063.1	XP_015437275.1
OG0004002	NP_001303384.1	XP_015437677.1
OG0004003	NP_001162933.1	XP_015437109.1
OG0004004	NP_609954.1, NP_001286084.1	XP_015434962.1
OG0004005	NP_732452.1	XP_015437081.1
OG0004006	NP_724569.1	XP_015428617.1
OG0004008	NP_001097360.1	XP_015439539.1
OG0004009	NP_731065.1	XP_015433122.1
OG0004010	NP_572391.1	XP_015433183.1
OG0004011	NP_001260641.1	XP_015437074.1
OG0004012	NP_001096948.2	XP_015435280.1
OG0004014	NP_572951.1	XP_015432230.1
OG0004015	NP_001138211.1	XP_015429054.1
OG0004016	NP_001189283.1	XP_015436564.1
OG0004017	NP_001286893.1	XP_015435210.1
OG0004018	NP_728546.1	XP_015437311.1
OG0004020	NP_001287463.1	XP_015436221.1
OG0004021	NP_001259691.1	XP_015438095.1
OG0004022	NP_001285276.1	XP_015432574.1
OG0004023	NP_001285665.1	XP_015438729.1
OG0004024	NP_001263051.1	XP_015429438.1
OG0004026	NP_524473.2	XP_015440257.1
OG0004027	NP_648926.3	XP_015434716.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_015439038.1
OG0004031	NP_524815.1	XP_015432335.1
OG0004033	NP_477436.1	XP_015429332.1, XP_015429330.1, XP_015429333.1
OG0004034	NP_609890.2	XP_015434076.1
OG0004035	NP_001285328.1	XP_015430479.1
OG0004036	NP_649324.1	XP_015435004.1
OG0004037	NP_001262772.1	XP_015434668.1
OG0004038	NP_001245836.1	XP_015433497.1
OG0004040	NP_001285092.1, NP_572658.2	XP_015431108.1
OG0004041	NP_647718.1	XP_015438991.1
OG0004042	NP_523917.2	XP_015428758.1
OG0004043	NP_001259062.1	XP_015434529.1
OG0004044	NP_572373.1	XP_015430769.1
OG0004045	NP_523806.2, NP_524607.1	XP_015438261.1
OG0004046	NP_001189212.1	XP_015440382.1
OG0004047	NP_649701.2	XP_015432000.1
OG0004048	NP_001097680.1	XP_015436580.1
OG0004049	NP_610466.2	XP_015431562.1
OG0004050	NP_573088.1	XP_015432758.1
OG0004051	NP_573193.1, NP_650498.3	XP_015430666.1
OG0004052	NP_001262451.1	XP_015432443.1
OG0004053	NP_001260958.1	XP_015429097.1
OG0004054	NP_001260969.1	XP_015432703.1
OG0004055	NP_649411.1	XP_015428854.1
OG0004056	NP_001259979.1	XP_015440247.1
OG0004058	NP_477114.1	XP_015432469.1
OG0004059	NP_001261609.1	XP_015429668.1, XP_015429661.1
OG0004060	NP_476576.1	XP_015439730.1, XP_015440267.1
OG0004061	NP_001285590.1	XP_015434781.1
OG0004062	NP_001245607.1	XP_015433914.1, XP_015433916.1
OG0004063	NP_001162975.1	XP_015435915.1
OG0004064	NP_001259152.1	XP_015429518.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_015433419.1
OG0004066	NP_573146.1	XP_015432384.1
OG0004067	NP_001261227.1	XP_015431660.1
OG0004068	NP_725626.1, NP_476863.1	XP_015437399.1
OG0004069	NP_001368995.1	XP_015428447.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_015436020.1
OG0004071	NP_996010.2	XP_015439097.1
OG0004072	NP_572759.1	XP_015439101.1
OG0004073	NP_648318.2	XP_015430743.1
OG0004074	NP_001286846.1	XP_015432955.1
OG0004075	NP_788639.1	XP_015439207.1
OG0004076	NP_608550.1	XP_015437345.1
OG0004077	NP_650693.1	XP_015432422.1
OG0004078	NP_649890.1	XP_015432734.1
OG0004079	NP_001137777.1	XP_015429296.1
OG0004080	NP_523890.2	XP_015433966.1
OG0004081	NP_001188938.1	XP_015440501.1
OG0004082	NP_001260586.1	XP_015432145.1
OG0004083	NP_569978.1	XP_015439169.1
OG0004084	NP_001163332.2	XP_015434852.1
OG0004085	NP_001246647.1	XP_015431294.1
OG0004086	NP_001138108.1	XP_015438001.1
OG0004087	NP_001259779.1	XP_015439775.1
OG0004088	NP_723510.1	XP_015432610.1
OG0004089	NP_001260005.1	XP_015434779.1
OG0004090	NP_609643.2	XP_015436530.1
OG0004091	NP_609204.2	XP_015436737.1
OG0004092	NP_001285421.1	XP_015434142.1
OG0004093	NP_001259507.1	XP_015438854.1
OG0004094	NP_511152.2	XP_015437845.1
OG0004095	NP_477374.1	XP_015435384.1
OG0004096	NP_725637.1	XP_015429082.1
OG0004097	NP_001286067.1	XP_015438275.1
OG0004098	NP_726437.2	XP_015431702.1
OG0004099	NP_650205.1	XP_015439609.1
OG0004100	NP_609183.1	XP_015435525.1
OG0004101	NP_723188.1	XP_015435275.1
OG0004102	NP_001262443.1	XP_015434370.1
OG0004103	NP_001027038.3	XP_015437459.1
OG0004105	NP_001260476.1	XP_015428423.1
OG0004106	NP_649461.2	XP_015436805.1
OG0004107	NP_647638.1	XP_015430159.1
OG0004109	NP_523920.1	XP_015430081.1
OG0004110	NP_611023.1	XP_015440042.1
OG0004111	NP_523982.2	XP_015434571.1
OG0004112	NP_608410.2	XP_015430938.1
OG0004113	NP_524712.1	XP_015433992.1
OG0004114	NP_476905.1	XP_015438576.1
OG0004116	NP_651973.4	XP_015438917.1
OG0004117	NP_648367.1	XP_015436718.1, XP_015436721.1
OG0004119	NP_651939.4	XP_015434416.1
OG0004120	NP_001263153.1	XP_015439853.1
OG0004121	NP_523790.1	XP_015431350.1
OG0004122	NP_648520.1	XP_015434232.1
OG0004123	NP_001260855.1	XP_015430117.1
OG0004124	NP_523879.2, NP_728565.1	XP_015436241.1, XP_015438250.1
OG0004125	NP_573215.1	XP_015436681.1
OG0004126	NP_001260594.1	XP_015438945.1
OG0004128	NP_001286068.1	XP_015434512.1
OG0004129	NP_001245829.1	XP_015430926.1
OG0004130	NP_001245938.1	XP_015437906.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_015439542.1
OG0004132	NP_001285233.1	XP_015436813.1
OG0004133	NP_001259348.1	XP_015435484.1
OG0004137	NP_610611.1	XP_015437984.1
OG0004138	NP_001027221.1	XP_015429988.1
OG0004139	NP_001262795.1	XP_015434161.1
OG0004140	NP_476985.1	XP_015435395.1
OG0004141	NP_524372.1, NP_525036.2	XP_015432706.1
OG0004142	NP_723952.2	XP_015434014.1
OG0004144	NP_001259820.1	XP_015430652.1
OG0004145	NP_001097306.2	XP_015439834.1
OG0004146	NP_648847.3	XP_015431363.1
OG0004147	NP_001014556.1	XP_015430098.1
OG0004149	NP_572236.3	XP_015428870.1, XP_015428871.1
OG0004150	NP_649909.1	XP_015438018.1
OG0004151	NP_648032.1	XP_015437634.1
OG0004153	NP_001036757.1	XP_015439647.1
OG0004154	NP_611433.3, NP_651549.1	XP_015433956.1
OG0004155	NP_524453.1	XP_015439626.1
OG0004157	NP_610845.1	XP_015429379.1
OG0004158	NP_001261442.1	XP_015439603.1
OG0004159	NP_609541.1	XP_015436258.1
OG0004160	NP_610297.2	XP_015428857.1
OG0004161	NP_610792.2	XP_015436048.1
OG0004162	NP_001097114.2	XP_015434260.1
OG0004163	NP_001260044.1	XP_015431256.1
OG0004164	NP_001097850.3	XP_015439296.1
OG0004166	NP_610783.1	XP_015429770.1
OG0004167	NP_001245796.1	XP_015428546.1
OG0004168	NP_651717.1	XP_015435903.1
OG0004169	NP_477088.2	XP_015437190.1
OG0004170	NP_001097606.1	XP_015439340.1, XP_015439298.1
OG0004171	NP_611857.3	XP_015431548.1
OG0004172	NP_476845.2	XP_015439929.1
OG0004173	NP_001261621.2, NP_476855.1	XP_015438904.1
OG0004174	NP_001261172.1	XP_015431061.1
OG0004175	NP_001369072.1	XP_015429705.1
OG0004176	NP_001246184.1	XP_015439745.1
OG0004177	NP_001260615.1	XP_015429772.1
OG0004178	NP_001027420.2	XP_015437670.1
OG0004180	NP_001162639.2	XP_015428974.1
OG0004181	NP_477219.1	XP_015432601.1
OG0004182	NP_610116.2	XP_015437031.1
OG0004183	NP_001260578.1	XP_015438237.1
OG0004184	NP_477022.1	XP_015432444.1
OG0004186	NP_001097184.2	XP_015435456.1
OG0004187	NP_651004.1	XP_015430771.1
OG0004188	NP_608524.1	XP_015436793.1
OG0004189	NP_648455.2	XP_015437002.1
OG0004190	NP_001096996.1	XP_015437468.1
OG0004191	NP_001261503.1	XP_015438437.1
OG0004192	NP_651851.1	XP_015438023.1
OG0004193	NP_001163275.2	XP_015432489.1
OG0004195	NP_001303365.1	XP_015434320.1
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_015435580.1
OG0004197	NP_523924.1	XP_015436116.1
OG0004198	NP_652562.2	XP_015429465.1
OG0004199	NP_001259983.1	XP_015429606.1
OG0004201	NP_651849.1	XP_015428889.1
OG0004202	NP_001260133.1	XP_015436645.1
OG0004203	NP_648267.1	XP_015438375.1
OG0004205	NP_608637.1	XP_015436434.1
OG0004206	NP_610556.1	XP_015428667.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_015430795.1
OG0004209	NP_001287316.1	XP_015433119.1
OG0004210	NP_611540.1, NP_723119.1	XP_015438480.1
OG0004211	NP_726630.2	XP_015434900.1
OG0004212	NP_001260087.1	XP_015432629.1
OG0004213	NP_649590.1	XP_015439941.1
OG0004214	NP_524783.1, NP_001262446.1	XP_015435703.1
OG0004215	NP_001260417.1	XP_015438484.1
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_015438049.1
OG0004219	NP_648343.1	XP_015429954.1, XP_015429953.1
OG0004220	NP_477041.1	XP_015438654.1
OG0004222	NP_611021.1	XP_015438682.1
OG0004224	NP_001189250.2	XP_015435808.1
OG0004225	NP_650989.6	XP_015434058.1
OG0004228	NP_001284939.1	XP_015438856.1
OG0004229	NP_001163414.1	XP_015429264.1
OG0004230	NP_001261376.1	XP_015439024.1, XP_015439022.1
OG0004231	NP_001368969.1	XP_015434912.1
OG0004232	NP_001262107.1	XP_015439385.1
OG0004234	NP_610253.1	XP_015440041.1
OG0004236	NP_001369050.1	XP_015440286.1
OG0004237	NP_001285677.1, NP_609042.1	XP_015433727.1
OG0004238	NP_724428.1	XP_015435518.1
OG0004239	NP_001260558.1	XP_015434327.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_015433596.1
OG0004241	NP_001303313.1	XP_015429331.1
OG0004242	NP_001356934.1	XP_015432855.1
OG0004243	NP_648724.1	XP_015429017.1
OG0004244	NP_727768.1	XP_015431454.1
OG0004245	NP_001097964.1	XP_015429207.1
OG0004246	NP_001014610.1	XP_015440319.1
OG0004247	NP_001260710.1	XP_015436063.1
OG0004248	NP_001137610.1	XP_015440388.1
OG0004249	NP_610325.1	XP_015439983.1
OG0004251	NP_001259575.1	XP_015436513.1
OG0004252	NP_001246441.1	XP_015429155.1
OG0004253	NP_722629.1	XP_015433082.1
OG0004257	NP_572166.1, NP_572616.1	XP_015433244.1
OG0004258	NP_001286256.1	XP_015428681.1
OG0004264	NP_001188568.1	XP_015436934.1
OG0004275	NP_001287569.1	XP_015430166.1
OG0004276	NP_523774.1	XP_015432928.1
OG0004277	NP_523975.1	XP_015437141.1
OG0004278	NP_524315.2	XP_015439898.1
OG0004279	NP_650333.1, NP_648622.1	XP_015430341.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_015435151.1
OG0004281	NP_001188972.1	XP_015433079.1, XP_015433080.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_015431697.1
OG0004283	NP_001287481.1	XP_015431518.1
OG0004284	NP_001245404.1	XP_015432126.1
OG0004285	NP_724783.1	XP_015429944.1
OG0004286	NP_001246362.1	XP_015430135.1
OG0004287	NP_001188682.1, NP_570087.1	XP_015434480.1
OG0004288	NP_572478.1	XP_015428594.1
OG0004289	NP_650780.1	XP_015430367.1, XP_015430366.1, XP_015430365.1
OG0004290	NP_001261742.1	XP_015439156.1
OG0004291	NP_650301.1	XP_015440090.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_015429338.1
OG0004293	NP_730662.2	XP_015429278.1
OG0004294	NP_001262039.1	XP_015435635.1
OG0004295	NP_001287206.1	XP_015438998.1
OG0004296	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_015438958.1
OG0004297	NP_524938.1	XP_015436333.1
OG0004298	NP_524779.1	XP_015438536.1
OG0004299	NP_001137795.2	XP_015437123.1
OG0004300	NP_001287572.1	XP_015431664.1
OG0004301	NP_001285193.1	XP_015440047.1
OG0004302	NP_648377.1	XP_015434514.1
OG0004303	NP_001260495.1	XP_015430787.1
OG0004304	NP_001260293.1	XP_015433840.1
OG0004305	NP_001259881.1	XP_015432813.1
OG0004306	NP_001262472.1	XP_015439040.1
OG0004307	NP_001188689.2	XP_015428445.1
OG0004308	NP_524051.1	XP_015430340.1
OG0004309	NP_001245541.1	XP_015429031.1
OG0004310	NP_001137770.1	XP_015430484.1
OG0004311	NP_001246045.1	XP_015437350.1
OG0004312	NP_001261435.1	XP_015435128.1
OG0004313	NP_001285137.1	XP_015431192.1
OG0004314	NP_001285543.1	XP_015438838.1
OG0004315	NP_647792.1	XP_015431132.1
OG0004316	NP_001263104.1	XP_015438989.1
OG0004317	NP_001286731.1	XP_015439934.1
OG0004318	NP_001286506.1	XP_015429339.1
OG0004320	NP_731523.1	XP_015431369.1
OG0004321	NP_611092.2	XP_015429274.1
OG0004322	NP_001163347.1	XP_015428878.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_015437767.1
OG0004324	NP_001286410.1	XP_015429722.1
OG0004325	NP_524275.1	XP_015440281.1
OG0004326	NP_610463.2	XP_015433299.1
OG0004327	NP_524452.4	XP_015439719.1
OG0004328	NP_724834.1	XP_015436257.1
OG0004329	NP_001259822.1	XP_015428840.1
OG0004330	NP_649676.1	XP_015429304.1
OG0004331	NP_647991.1	XP_015428937.1
OG0004332	NP_650987.1	XP_015429051.1
OG0004333	NP_524260.1, NP_477414.1	XP_015437351.1
OG0004334	NP_001163571.1, NP_649912.1	XP_015429055.1
OG0004335	NP_610220.1	XP_015435510.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_015433291.1
OG0004337	NP_001261269.1	XP_015439202.1
OG0004338	NP_609845.1	XP_015436799.1
OG0004339	NP_649908.1	XP_015435762.1
OG0004340	NP_001286348.1	XP_015437638.1
OG0004341	NP_609351.1	XP_015435902.1
OG0004342	NP_001097058.1	XP_015429977.1
OG0004343	NP_001097094.1	XP_015428540.1
OG0004344	NP_001259272.1	XP_015434269.1
OG0004345	NP_649252.1	XP_015430570.1
OG0004346	NP_609805.1	XP_015436132.1
OG0004347	NP_524207.1	XP_015428590.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_015428481.1
OG0004349	NP_611559.1	XP_015429554.1
OG0004350	NP_001285449.1	XP_015429611.1
OG0004351	NP_525119.1	XP_015433008.1
OG0004352	NP_649028.3	XP_015439610.1
OG0004353	NP_001285310.1	XP_015431346.1
OG0004354	NP_001287035.1	XP_015431970.1
OG0004355	NP_536744.2	XP_015431204.1
OG0004356	NP_611425.1	XP_015433862.1
OG0004357	NP_572562.1	XP_015435428.1
OG0004358	NP_001286503.1	XP_015436558.1, XP_015436557.1
OG0004359	NP_001189211.1	XP_015430190.1
OG0004360	NP_650056.1	XP_015439885.1
OG0004361	NP_650673.1	XP_015436330.1
OG0004362	NP_001262304.1	XP_015433133.1
OG0004363	NP_001261322.1	XP_015437314.1
OG0004365	NP_648494.2	XP_015434111.1, XP_015438129.1
OG0004366	NP_523476.1	XP_015433006.1
OG0004367	NP_732020.2	XP_015440291.1
OG0004368	NP_524318.1	XP_015440222.1, XP_015440221.1
OG0004369	NP_523582.4	XP_015435084.1
OG0004370	NP_001138143.2	XP_015429052.1
OG0004371	NP_648188.2	XP_015431001.1
OG0004372	NP_001262726.1	XP_015435018.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_015431930.1
OG0004374	NP_001303568.1	XP_015433798.1
OG0004375	NP_608830.3	XP_015433462.1
OG0004376	NP_647775.1	XP_015434374.1
OG0004377	NP_001138105.1	XP_015433695.1
OG0004378	NP_001137873.1	XP_015429281.1
OG0004379	NP_001285662.1	XP_015434618.1
OG0004381	NP_001260780.1	XP_015436609.1
OG0004382	NP_996490.1	XP_015435521.1
OG0004383	NP_610545.1	XP_015428792.1
OG0004384	NP_609443.1	XP_015440093.1
OG0004385	NP_788616.1, NP_001189205.1	XP_015435631.1
OG0004386	NP_611691.1	XP_015433704.1
OG0004387	NP_001285889.1	XP_015431195.1
OG0004388	NP_723505.2	XP_015432940.1
OG0004389	NP_523561.1	XP_015439858.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_015439358.1
OG0004391	NP_001260317.1	XP_015434487.1
OG0004392	NP_001287439.1	XP_015429911.1
OG0004393	NP_610677.1	XP_015436542.1
OG0004394	NP_650976.1	XP_015436037.1
OG0004395	NP_651456.1	XP_015437228.1
OG0004396	NP_610554.1	XP_015438501.1, XP_015438500.1
OG0004397	NP_726779.1	XP_015439102.1
OG0004398	NP_476730.1, NP_476834.1	XP_015440341.1
OG0004399	NP_001246624.1	XP_015437268.1
OG0004400	NP_729935.1	XP_015434980.1
OG0004401	NP_649256.1	XP_015432995.1
OG0004402	NP_524923.1	XP_015435674.1
OG0004403	NP_651498.1	XP_015440067.1, XP_015440101.1
OG0004404	NP_524030.2	XP_015431996.1
OG0004405	NP_649570.1	XP_015434887.1
OG0004406	NP_733063.1	XP_015438321.1
OG0004407	NP_001162940.3, NP_995925.2	XP_015428831.1
OG0004408	NP_001287062.1	XP_015431993.1
OG0004409	NP_524182.3	XP_015431903.1
OG0004410	NP_651927.1	XP_015428987.1
OG0004411	NP_001163296.1	XP_015433473.1
OG0004412	NP_609399.1	XP_015438843.1
OG0004413	NP_001137696.1	XP_015435818.1
OG0004414	NP_001261930.1	XP_015431366.1
OG0004415	NP_001036718.1, NP_650551.1	XP_015431055.1
OG0004416	NP_001261410.1	XP_015432005.1
OG0004417	NP_001260142.1	XP_015432938.1
OG0004418	NP_610327.1, NP_724615.1	XP_015437139.1
OG0004419	NP_001097352.1	XP_015430125.1
OG0004420	NP_477283.1	XP_015430778.1
OG0004421	NP_650270.1	XP_015430206.1
OG0004422	NP_651243.1	XP_015436184.1, XP_015436185.1
OG0004423	NP_001285908.1	XP_015431839.1
OG0004424	NP_001262473.1	XP_015439461.1
OG0004425	NP_608827.1	XP_015436705.1
OG0004426	NP_609783.1	XP_015440050.1
OG0004427	NP_001285801.1, NP_609721.1	XP_015437098.1
OG0004428	NP_648239.1	XP_015438561.1
OG0004429	NP_001259068.1	XP_015431111.1
OG0004430	NP_001259372.1	XP_015439494.1
OG0004431	NP_996303.1	XP_015437955.1
OG0004432	NP_001261247.1, NP_001261517.1	XP_015431072.1, XP_015431073.1
OG0004433	NP_001287204.1, NP_524846.1	XP_015440103.1
OG0004434	NP_001285891.1	XP_015432480.1
OG0004436	NP_001259475.1	XP_015433661.1
OG0004437	NP_001287385.1	XP_015433723.1
OG0004439	NP_995932.1	XP_015440442.1
OG0004440	NP_611228.1	XP_015439067.1
OG0004441	NP_523951.1	XP_015436143.1
OG0004442	NP_650942.1	XP_015431615.1
OG0004443	NP_611162.2	XP_015430740.1
OG0004444	NP_001260777.1	XP_015432911.1
OG0004445	NP_650123.1	XP_015435772.1
OG0004446	NP_001260104.1, NP_573142.1	XP_015435099.1
OG0004447	NP_001284739.1	XP_015438006.1
OG0004448	NP_608704.2, NP_001259956.1	XP_015430271.1
OG0004449	NP_788342.1	XP_015431832.1
OG0004450	NP_001285397.1	XP_015430308.1
OG0004451	NP_728642.2	XP_015431281.1
OG0004452	NP_732176.1	XP_015428451.1
OG0004453	NP_610921.1	XP_015429105.1, XP_015429016.1
OG0004454	NP_524151.2	XP_015428899.1
OG0004455	NP_001287493.1	XP_015433262.1
OG0004457	NP_573232.1	XP_015435181.1
OG0004458	NP_608825.2	XP_015431152.1
OG0004459	NP_001162710.2	XP_015433876.1, XP_015433797.1
OG0004460	NP_477121.1	XP_015436899.1
OG0004461	NP_608740.2	XP_015428554.1
OG0004462	NP_651528.2	XP_015432105.1
OG0004463	NP_001027435.2	XP_015435461.1
OG0004464	NP_001097493.1	XP_015436043.1
OG0004465	NP_649466.1	XP_015432963.1
OG0004466	NP_608999.2	XP_015438909.1
OG0004467	NP_608883.1	XP_015431539.1
OG0004469	NP_572952.1	XP_015438861.1, XP_015438860.1
OG0004470	NP_001259370.1	XP_015439339.1
OG0004471	NP_477202.2	XP_015440061.1
OG0004472	NP_001137613.1	XP_015436942.1
OG0004473	NP_524462.2	XP_015428860.1
OG0004475	NP_001262708.1	XP_015434515.1
OG0004478	NP_524183.2	XP_015429719.1
OG0004479	NP_610333.1	XP_015429320.1
OG0004480	NP_651582.1	XP_015430733.1
OG0004481	NP_001259161.1	XP_015434294.1
OG0004482	NP_733068.2, NP_001261049.1	XP_015440265.1
OG0004483	NP_651314.1	XP_015437718.1
OG0004484	NP_608777.1	XP_015440000.1
OG0004485	NP_001247347.1	XP_015437217.1
OG0004486	NP_608781.2	XP_015435301.1
OG0004487	NP_726358.2	XP_015438758.1
OG0004489	NP_651251.3	XP_015433282.1
OG0004490	NP_648780.1	XP_015431860.1, XP_015431861.1
OG0004491	NP_650248.1	XP_015434219.1
OG0004492	NP_611300.2	XP_015435064.1
OG0004493	NP_651664.2	XP_015428767.1
OG0004494	NP_476901.1	XP_015438545.1
OG0004495	NP_724769.2	XP_015439524.1
OG0004496	NP_651349.1	XP_015430162.1
OG0004498	NP_001246734.1	XP_015438340.1
OG0004499	NP_733352.3	XP_015435732.1
OG0004500	NP_651635.2	XP_015430172.1
OG0004501	NP_523615.2, NP_001260679.1	XP_015432332.1
OG0004502	NP_001247091.1	XP_015429303.1
OG0004503	NP_001027230.1	XP_015439696.1
OG0004504	NP_001286484.1	XP_015437363.1
OG0004505	NP_608388.2	XP_015429351.1
OG0004506	NP_001286174.1	XP_015431109.1
OG0004507	NP_001263099.1, NP_001303460.1	XP_015432946.1
OG0004508	NP_569873.1	XP_015435479.1
OG0004509	NP_001286999.1	XP_015428551.1, XP_015437614.1
OG0004510	NP_732773.1	XP_015439459.1
OG0004511	NP_650686.1	XP_015430759.1
OG0004512	NP_476975.1	XP_015428473.1
OG0004513	NP_648570.1	XP_015428856.1
OG0004514	NP_001260173.1	XP_015437211.1
OG0004515	NP_001285130.1	XP_015433635.1
OG0004516	NP_650432.1	XP_015440410.1
OG0004517	NP_787963.2	XP_015436268.1
OG0004518	NP_650939.2	XP_015429391.1
OG0004519	NP_001262894.1	XP_015436595.1
OG0004520	NP_001245456.1	XP_015438476.1
OG0004521	NP_511044.1	XP_015436786.1
OG0004523	NP_001259649.1	XP_015440472.1
OG0004524	NP_572945.1	XP_015434185.1
OG0004526	NP_001163323.1	XP_015434680.1
OG0004527	NP_001260639.1	XP_015431456.1
OG0004528	NP_001262168.1	XP_015439375.1
OG0004529	NP_651081.1	XP_015434799.1
OG0004530	NP_001260420.1	XP_015430768.1
OG0004531	NP_001261906.1	XP_015435664.1
OG0004532	NP_523465.2	XP_015431809.1
OG0004533	NP_001262116.1	XP_015430499.1
OG0004534	NP_001286215.1	XP_015429362.1
OG0004535	NP_612103.1	XP_015429024.1, XP_015429025.1
OG0004536	NP_523708.2	XP_015437666.1
OG0004537	NP_610279.3	XP_015436875.1
OG0004538	NP_572638.1	XP_015433961.1
OG0004539	NP_001260821.1	XP_015434322.1
OG0004540	NP_476979.1	XP_015428489.1
OG0004541	NP_524344.1	XP_015429797.1
OG0004542	NP_001260580.1	XP_015435074.1, XP_015435075.1
OG0004544	NP_524673.3	XP_015433384.1
OG0004545	NP_001284713.1	XP_015432735.1
OG0004547	NP_001015473.1	XP_015440108.1
OG0004549	NP_651718.1	XP_015439946.1
OG0004550	NP_573230.1	XP_015437569.1
OG0004551	NP_001245759.1	XP_015430958.1
OG0004552	NP_733044.1	XP_015434495.1
OG0004553	NP_001261278.1	XP_015436213.1
OG0004554	NP_573190.1	XP_015433607.1
OG0004555	NP_725632.1	XP_015439963.1
OG0004556	NP_001163123.1	XP_015436122.1
OG0004557	NP_651691.4	XP_015432884.1
OG0004558	NP_649079.2	XP_015439493.1
OG0004559	NP_649911.1	XP_015438157.1, XP_015436618.1
OG0004560	NP_650253.1	XP_015433485.1
OG0004561	NP_609299.1	XP_015440476.1
OG0004563	NP_732527.1	XP_015429318.1
