Orthogroup	Drosophila_melanogaster	Habropoda_laboriosa
OG0004596	NP_001262598.1	XP_017787540.1
OG0004597	NP_001188830.1	XP_017792854.1
OG0004598	NP_611335.1	XP_017787527.1
OG0004599	NP_001246025.1	XP_017799466.1
OG0004600	NP_610172.1	XP_017794352.1
OG0004601	NP_523528.1	XP_017789436.1
OG0004602	NP_996031.1	XP_017789458.1
OG0004603	NP_001162897.1	XP_017788935.1
OG0004604	NP_733256.2	XP_017788635.1
OG0004605	NP_001286057.1	XP_017789275.1
OG0004606	NP_609535.1	XP_017793043.1
OG0004607	NP_001286102.1	XP_017791554.1
OG0004608	NP_648294.1, NP_650191.1	XP_017795965.1
OG0004609	NP_001259382.1	XP_017789240.1
OG0004610	NP_001259243.1	XP_017795747.1
OG0004611	NP_648486.1	XP_017795670.1
OG0004612	NP_572303.4	XP_017795625.1
OG0004613	NP_611943.1	XP_017794209.1
OG0004614	NP_001261836.1	XP_017796153.1
OG0004615	NP_648669.1	XP_017792404.1
OG0004616	NP_001189103.1	XP_017796869.1, XP_017796871.1
OG0004617	NP_651407.3	XP_017792744.1
OG0004618	NP_001097000.1	XP_017799093.1
OG0004619	NP_001261931.1	XP_017791231.1
OG0004620	NP_523782.1	XP_017788595.1
OG0004621	NP_608544.1	XP_017798213.1
OG0004623	NP_730435.2	XP_017789094.1
OG0004624	NP_511165.1	XP_017793095.1
OG0004625	NP_788494.1	XP_017796477.1
OG0004627	NP_648657.1	XP_017789541.1
OG0004628	NP_524190.2	XP_017795735.1
OG0004629	NP_001259964.1	XP_017788856.1
OG0004630	NP_648838.3	XP_017790174.1
OG0004631	NP_001259553.1	XP_017798499.1
OG0004632	NP_610605.1	XP_017792358.1
OG0004633	NP_477385.1	XP_017797935.1
OG0004634	NP_609085.1, NP_001096868.3	XP_017793077.1
OG0004635	NP_001246458.1	XP_017789812.1
OG0004636	NP_610311.1	XP_017797165.1
OG0004637	NP_001246862.1	XP_017793732.1, XP_017787721.1
OG0004638	NP_001285788.1	XP_017789427.1
OG0004639	NP_610589.2	XP_017796390.1
OG0004640	NP_001097639.2	XP_017795259.1
OG0004641	NP_611248.3	XP_017791212.1
OG0004642	NP_001097280.2	XP_017798902.1, XP_017794419.1
OG0004643	NP_001260109.1	XP_017796267.1
OG0004644	NP_001263138.1	XP_017796291.1
OG0004645	NP_001334718.1	XP_017794540.1
OG0004646	NP_001262454.1	XP_017791374.1
OG0004647	NP_001262819.1	XP_017794770.1
OG0004648	NP_001246859.1	XP_017797326.1
OG0004649	NP_001284963.1	XP_017790737.1
OG0004650	NP_001162873.1, NP_001261505.1	XP_017797305.1
OG0004651	NP_611869.1	XP_017791939.1
OG0004652	NP_649555.1	XP_017788027.1
OG0004653	NP_610683.1	XP_017798024.1
OG0004654	NP_001262170.1, NP_001097499.1	XP_017796639.1
OG0004655	NP_788538.2	XP_017793376.1
OG0004656	NP_609111.1	XP_017791050.1
OG0004657	NP_524994.2	XP_017793605.1, XP_017793606.1
OG0004658	NP_001260879.1	XP_017788256.1
OG0004659	NP_001097336.1	XP_017794538.1
OG0004660	NP_001137912.1	XP_017787801.1
OG0004661	NP_648315.1	XP_017795649.1
OG0004662	NP_001163512.1	XP_017795034.1
OG0004663	NP_524538.2	XP_017791812.1
OG0004664	NP_524129.1, NP_001027281.1	XP_017792797.1
OG0004665	NP_001033805.1	XP_017798709.1
OG0004666	NP_649137.3	XP_017791656.1
OG0004667	NP_612028.4	XP_017791505.1
OG0004668	NP_001287459.1	XP_017796888.1
OG0004669	NP_610850.1	XP_017795415.1
OG0004670	NP_608450.1	XP_017795169.1
OG0004671	NP_001036433.1	XP_017798994.1
OG0004672	NP_001262765.1	XP_017789093.1
OG0004673	NP_001284934.1	XP_017795768.1
OG0004674	NP_001285279.1	XP_017795122.1
OG0004676	NP_001260366.1	XP_017787546.1
OG0004677	NP_001286952.1	XP_017788219.1
OG0004678	NP_650002.1	XP_017795055.1
OG0004679	NP_725520.3	XP_017795144.1
OG0004680	NP_001097824.1	XP_017793319.1
OG0004681	NP_731599.1	XP_017796887.1
OG0004682	NP_608573.1	XP_017796187.1
OG0004683	NP_001262946.1	XP_017796066.1
OG0004684	NP_001027422.1	XP_017789543.1
OG0004685	NP_524302.1	XP_017787483.1
OG0004686	NP_477339.1	XP_017788591.1
OG0004687	NP_611382.1	XP_017797626.1
OG0004688	NP_648505.1, NP_001036344.1	XP_017796743.1
OG0004689	NP_001162848.1	XP_017790931.1
OG0004691	NP_651942.2	XP_017798540.1
OG0004692	NP_726604.1	XP_017798705.1, XP_017798946.1
OG0004693	NP_524435.2, NP_001262805.1	XP_017799265.1
OG0004694	NP_651794.2	XP_017799550.1
OG0004695	NP_001246231.1	XP_017792651.1
OG0004696	NP_001260810.1	XP_017797375.1
OG0004697	NP_001286201.1	XP_017799089.1
OG0004698	NP_647866.2	XP_017794576.1
OG0004699	NP_650451.1	XP_017791826.1
OG0004700	NP_726032.4	XP_017788650.1
OG0004701	NP_648950.1	XP_017789990.1
OG0004702	NP_610854.1	XP_017796576.1
OG0004704	NP_569971.3	XP_017795432.1
OG0004705	NP_001284818.1	XP_017797432.1
OG0004706	NP_572323.1	XP_017792547.1
OG0004707	NP_609174.1	XP_017792163.1
OG0004708	NP_001097440.1	XP_017790828.1
OG0004711	NP_611009.1	XP_017792715.1
OG0004712	NP_001162991.1	XP_017790974.1
OG0004713	NP_609942.1, NP_001188537.1	XP_017793451.1
OG0004714	NP_001262192.1	XP_017791083.1, XP_017791073.1
OG0004715	NP_524221.1	XP_017799247.1
OG0004716	NP_001286488.1	XP_017790771.1
OG0004717	NP_477507.1, NP_001261024.1	XP_017796772.1
OG0004718	NP_001097489.1	XP_017794802.1
OG0004719	NP_001246662.1	XP_017789252.1
OG0004720	NP_729020.2, NP_651191.1	XP_017796268.1
OG0004721	NP_001368942.1	XP_017793418.1, XP_017793417.1
OG0004722	NP_652046.1	XP_017795954.1
OG0004723	NP_001368982.1	XP_017789390.1
OG0004724	NP_001027444.1	XP_017798829.1
OG0004725	NP_001246790.1	XP_017793963.1, XP_017793962.1, XP_017793856.1
OG0004726	NP_523674.1	XP_017797608.1
OG0004728	NP_001286292.1	XP_017794946.1
OG0004729	NP_650353.1	XP_017795513.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_017797718.1
OG0004731	NP_001262744.1, NP_001138182.3	XP_017796051.1
OG0004732	NP_651539.3	XP_017791858.1
OG0004733	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1	XP_017793617.1
OG0004734	NP_001163403.1	XP_017794735.1, XP_017794726.1
OG0004735	NP_001097240.1	XP_017788803.1
OG0004736	NP_647832.1	XP_017796155.1
OG0004737	NP_650534.2	XP_017792349.1
OG0004738	NP_511055.1	XP_017788063.1
OG0004739	NP_609917.2	XP_017790382.1
OG0004740	NP_660192.1	XP_017787916.1
OG0004741	NP_001162673.1	XP_017798365.1
OG0004743	NP_001261451.1	XP_017788132.1
OG0004744	NP_727963.1	XP_017793824.1
OG0004745	NP_609922.2	XP_017796125.1
OG0004746	NP_001260464.1	XP_017793575.1
OG0004747	NP_001260155.1	XP_017798504.1
OG0004748	NP_611410.1	XP_017797751.1
OG0004749	NP_651511.1	XP_017797818.1
OG0004750	NP_001097093.1	XP_017794488.1
OG0004751	NP_001097342.1	XP_017788494.1
OG0004752	NP_650299.1	XP_017798938.1
OG0004753	NP_523720.2	XP_017787473.1
OG0004754	NP_001287619.1	XP_017796308.1
OG0004755	NP_001014482.2	XP_017799020.1
OG0004756	NP_648352.2	XP_017794458.1
OG0004757	NP_608648.1	XP_017788569.1
OG0004758	NP_728830.1	XP_017794940.1
OG0004760	NP_001189150.1	XP_017794347.1
OG0004761	NP_573316.1	XP_017795110.1
OG0004762	NP_001284762.1	XP_017791234.1
OG0004763	NP_651709.1	XP_017789954.1
OG0004764	NP_523547.1	XP_017796134.1
OG0004765	NP_001286547.1	XP_017787487.1
OG0004766	NP_610283.1	XP_017789774.1
OG0004767	NP_001245953.1	XP_017788372.1
OG0004768	NP_001137784.1	XP_017796301.1
OG0004769	NP_647830.1	XP_017789443.1
OG0004771	NP_001259563.2	XP_017796520.1
OG0004772	NP_001286324.1	XP_017790162.1
OG0004773	NP_611139.1	XP_017798427.1
OG0004774	NP_524841.1	XP_017796747.1
OG0004775	NP_524310.1	XP_017797155.1
OG0004777	NP_477165.1	XP_017798055.1
OG0004778	NP_573305.2	XP_017796530.1
OG0004779	NP_609318.1	XP_017794153.1
OG0004780	NP_001260600.1	XP_017792439.1
OG0004781	NP_648498.1	XP_017799576.1
OG0004782	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1	XP_017798734.1
OG0004784	NP_609957.2, NP_611428.1	XP_017796754.1
OG0004785	NP_651731.1	XP_017797350.1
OG0004786	NP_001287041.1	XP_017789137.1
OG0004788	NP_001262468.1, NP_001245504.1	XP_017791800.1
OG0004789	NP_648346.1	XP_017797892.1
OG0004791	NP_650898.1	XP_017795891.1
OG0004792	NP_729053.2	XP_017795475.1
OG0004793	NP_001163666.1	XP_017789664.1
OG0004794	NP_611091.2	XP_017796548.1
OG0004795	NP_001163629.2	XP_017794101.1
OG0004796	NP_001262885.1	XP_017793152.1
OG0004797	NP_573034.1	XP_017790064.1
OG0004799	NP_651365.1	XP_017795801.1
OG0004800	NP_001163479.1	XP_017790918.1
OG0004801	NP_524622.1	XP_017790050.1
OG0004802	NP_608878.1, NP_001285607.1	XP_017796010.1, XP_017792609.1
OG0004803	NP_723224.2	XP_017787638.1
OG0004805	NP_001369043.1	XP_017794218.1
OG0004806	NP_523488.2	XP_017787361.1
OG0004807	NP_001260753.1, NP_525012.2	XP_017791369.1
OG0004808	NP_001247109.1	XP_017792554.1
OG0004809	NP_001260292.1, NP_609302.1	XP_017792887.1
OG0004810	NP_001137822.1	XP_017798743.1
OG0004813	NP_001259963.1	XP_017797182.1
OG0004814	NP_477481.1	XP_017799156.1
OG0004815	NP_001245501.1	XP_017791096.1
OG0004816	NP_788296.1	XP_017793925.1
OG0004817	NP_650016.1	XP_017793711.1
OG0004818	NP_001262957.1	XP_017794903.1
OG0004819	NP_524870.1	XP_017791792.1
OG0004820	NP_724223.4	XP_017788528.1
OG0004821	NP_001259375.1, NP_651832.3	XP_017796761.1
OG0004822	NP_649251.2	XP_017793051.1
OG0004823	NP_610999.4	XP_017788262.1
OG0004824	NP_573313.2	XP_017796429.1
OG0004825	NP_611585.1	XP_017799285.1
OG0004826	NP_729680.1	XP_017793468.1
OG0004827	NP_524888.1, NP_611455.1	XP_017792210.1, XP_017792211.1
OG0004828	NP_001261664.1	XP_017791950.1
OG0004829	NP_001286982.1	XP_017795412.1
OG0004830	NP_729045.1, NP_573030.2	XP_017789966.1
OG0004831	NP_477089.3	XP_017791879.1
OG0004832	NP_001286934.1	XP_017791435.1
OG0004833	NP_648573.2	XP_017792430.1
OG0004834	NP_001286810.1	XP_017792717.1
OG0004835	NP_001137761.1	XP_017787530.1
OG0004836	NP_001261140.1	XP_017790729.1
OG0004837	NP_608489.2	XP_017798851.1
OG0004838	NP_609180.3	XP_017791695.1
OG0004839	NP_001356949.1	XP_017797277.1
OG0004841	NP_001261061.1	XP_017793303.1
OG0004842	NP_608562.4	XP_017796152.1
OG0004843	NP_723087.1	XP_017794226.1
OG0004844	NP_650787.1	XP_017793321.1
OG0004845	NP_650203.3	XP_017792723.1
OG0004846	NP_001097259.2	XP_017793515.1
OG0004847	NP_788403.2	XP_017790221.1, XP_017790217.1
OG0004851	NP_001261455.1	XP_017792052.1
OG0004852	NP_788073.1	XP_017795665.1
OG0004853	NP_524143.2	XP_017792091.1
OG0004854	NP_996218.1	XP_017790877.1
OG0004857	NP_788423.1	XP_017791313.1
OG0004858	NP_001259102.1	XP_017793699.1
OG0004859	NP_001262715.1	XP_017787827.1, XP_017798966.1
OG0004861	NP_001262624.1	XP_017790407.1
OG0004862	NP_572571.1	XP_017792151.1
OG0004863	NP_572372.1	XP_017791712.1
OG0004864	NP_611336.1	XP_017791246.1
OG0004865	NP_733162.2	XP_017797505.1
OG0004866	NP_722590.2	XP_017789654.1
OG0004867	NP_572445.1	XP_017788469.1
OG0004868	NP_572437.2	XP_017794388.1
OG0004869	NP_647717.1	XP_017789407.1
OG0004870	NP_001189234.1	XP_017789618.1
OG0004871	NP_650924.3	XP_017792932.1
OG0004872	NP_612093.1	XP_017788581.1
OG0004873	NP_609731.1, NP_001096967.1	XP_017798935.1
OG0004874	NP_523483.2	XP_017791970.1
OG0004875	NP_523935.1	XP_017793481.1
OG0004876	NP_732076.1	XP_017794483.1
OG0004877	NP_511080.2	XP_017797834.1
OG0004878	NP_609608.1	XP_017789065.1
OG0004879	NP_001014590.1	XP_017789376.1
OG0004880	NP_001260114.1	XP_017798867.1
OG0004881	NP_001285312.1	XP_017787405.1
OG0004883	NP_610523.2	XP_017798325.1
OG0004884	NP_648282.1, NP_648283.1, NP_648280.1	XP_017792571.1
OG0004887	NP_572771.1	XP_017789485.1
OG0004888	NP_610872.1, NP_725289.1	XP_017797562.1
OG0004889	NP_001285269.1	XP_017788761.1
OG0004891	NP_649814.1	XP_017790801.1
OG0004894	NP_611833.1	XP_017788356.1
OG0004896	NP_611836.2	XP_017796108.1
OG0004897	NP_608633.1	XP_017791446.1
OG0004899	NP_001286031.1	XP_017798021.1
OG0004900	NP_524751.3	XP_017792629.1
OG0004901	NP_731570.2	XP_017790731.1
OG0004902	NP_001286117.1, NP_001036372.2	XP_017799129.1
OG0004903	NP_001261903.1	XP_017798716.1
OG0004904	NP_524601.2	XP_017796440.1
OG0004905	NP_524454.2, NP_477404.1	XP_017788265.1
OG0004906	NP_730432.1	XP_017795796.1
OG0004907	NP_001285434.1, NP_573367.1, NP_001285435.1	XP_017792640.1
OG0004908	NP_001137693.2	XP_017793635.1
OG0004909	NP_572382.1	XP_017793151.1
OG0004910	NP_995623.2, NP_726097.1	XP_017794683.1
OG0004912	NP_524031.2	XP_017797767.1
OG0004913	NP_722687.1	XP_017787924.1
OG0004914	NP_001260318.1	XP_017797272.1
OG0004915	NP_608379.1	XP_017787620.1
OG0004916	NP_476650.1	XP_017799113.1
OG0004917	NP_001097023.1, NP_001097021.1	XP_017791530.1
OG0004918	NP_001247334.1	XP_017788652.1
OG0004919	NP_726743.1	XP_017794125.1
OG0004920	NP_001096958.1	XP_017792168.1
OG0004921	NP_648828.3	XP_017787969.1
OG0004922	NP_001286802.1	XP_017790122.1
OG0004923	NP_001262301.1	XP_017788542.1
OG0004924	NP_788664.2, NP_731744.1	XP_017794082.1
OG0004925	NP_611822.1, NP_001261330.1	XP_017791363.1
OG0004926	NP_001260818.1	XP_017799200.1
OG0004927	NP_001356973.1	XP_017788718.1
OG0004928	NP_001286365.1	XP_017792184.1
OG0004930	NP_611973.2	XP_017798511.1
OG0004931	NP_001163196.1	XP_017798586.1
OG0004932	NP_001137851.1	XP_017793857.1
OG0004933	NP_610627.2	XP_017794168.1
OG0004934	NP_001369081.1	XP_017788999.1
OG0004935	NP_611533.2	XP_017789923.1
OG0004937	NP_523450.1	XP_017799257.1
OG0004938	NP_723202.2	XP_017790047.1
OG0004939	NP_609371.2	XP_017789265.1
OG0004940	NP_001245861.1	XP_017795761.1
OG0004941	NP_001259695.1	XP_017796426.1
OG0004943	NP_573360.1	XP_017792470.1
OG0004944	NP_001286319.1	XP_017792494.1
OG0004945	NP_573331.1	XP_017787613.1
OG0004947	NP_649494.1	XP_017796064.1
OG0004948	NP_647808.1	XP_017790193.1
OG0004949	NP_612032.1, NP_609430.1	XP_017798653.1
OG0004950	NP_726563.1	XP_017796491.1
OG0004951	NP_001262918.1	XP_017793552.1
OG0004952	NP_610720.1	XP_017788649.1
OG0004964	NP_572651.1	XP_017797845.1
OG0004976	NP_001260550.2	XP_017793844.1
OG0004977	NP_611074.1	XP_017794958.1
OG0004978	NP_001285674.1	XP_017787447.1
OG0004979	NP_001034075.1, NP_652041.2	XP_017795884.1
OG0004980	NP_650309.1, NP_001036640.1	XP_017795233.1
OG0004981	NP_001259052.1, NP_651212.1	XP_017792057.1
OG0004982	NP_001284828.1, NP_651987.1	XP_017794516.1
OG0004983	NP_477134.1	XP_017798661.1
OG0004984	NP_651040.3	XP_017796228.1
OG0004985	NP_001163061.1	XP_017787381.1
OG0004986	NP_648300.3	XP_017798043.1
OG0004987	NP_650726.1	XP_017794501.1
OG0004988	NP_651614.1, NP_573110.1	XP_017790132.1
OG0004989	NP_609363.1	XP_017797918.1
OG0004990	NP_001014633.2	XP_017791404.1
OG0004991	NP_001260877.1	XP_017788847.1
OG0004992	NP_608387.1	XP_017793250.1
OG0004993	NP_650073.1	XP_017795210.1
OG0004994	NP_001285124.1	XP_017791884.1
OG0004995	NP_001261567.1	XP_017799227.1
OG0004996	NP_651843.1, NP_476691.1	XP_017794990.1
OG0004997	NP_001284943.1	XP_017795414.1
OG0004998	NP_732309.1	XP_017790232.1
OG0004999	NP_649858.1	XP_017798721.1
OG0005000	NP_001287236.1	XP_017791109.1
OG0005001	NP_523737.1	XP_017787982.1
OG0005002	NP_001263081.1	XP_017790750.1
OG0005003	NP_652574.3, NP_001285734.1	XP_017797433.1
OG0005004	NP_731983.1	XP_017789513.1
OG0005005	NP_001287386.1	XP_017793807.1
OG0005006	NP_609992.1	XP_017793715.1
OG0005007	NP_001137607.1	XP_017792729.1
OG0005008	NP_523836.2	XP_017794361.1
OG0005009	NP_001284928.1	XP_017794244.1
OG0005010	NP_001284908.1	XP_017795403.1
OG0005011	NP_001286464.1	XP_017790965.1
OG0005012	NP_723362.1	XP_017793078.1
OG0005013	NP_523466.2	XP_017788056.1
OG0005014	NP_523831.1	XP_017793272.1
OG0005015	NP_001104459.2	XP_017788422.1
OG0005016	NP_651968.1	XP_017787757.1
OG0005017	NP_610210.2, NP_649489.1	XP_017793352.1, XP_017793351.1
OG0005018	NP_001284900.1	XP_017799562.1
OG0005019	NP_610818.1	XP_017790962.1
OG0005020	NP_001188794.1	XP_017797759.1
OG0005021	NP_572974.1	XP_017793341.1
OG0005022	NP_525092.1, NP_650910.1	XP_017792146.1
OG0005023	NP_001246409.1	XP_017788821.1
OG0005024	NP_477240.1	XP_017796272.1
OG0005025	NP_610676.2	XP_017798177.1
OG0005026	NP_648456.2, NP_648470.2	XP_017789421.1
OG0005027	NP_609895.2	XP_017799027.1
OG0005028	NP_722835.1	XP_017794155.1
OG0005029	NP_001262519.1	XP_017799030.1
OG0005030	NP_648427.1	XP_017798208.1
OG0005031	NP_651281.1	XP_017795048.1
OG0005032	NP_001285823.1	XP_017799563.1
OG0005033	NP_524197.1	XP_017792077.1
OG0005034	NP_001260103.1	XP_017792830.1
OG0005035	NP_523683.1, NP_724931.1, NP_610584.2	XP_017795336.1
OG0005036	NP_610886.2	XP_017792933.1
OG0005037	NP_001261954.1	XP_017789167.1
OG0005038	NP_001285678.1	XP_017791536.1
OG0005041	NP_001260878.1	XP_017797775.1
OG0005042	NP_651200.1	XP_017790742.1
OG0005043	NP_651397.1	XP_017787480.1
OG0005044	NP_572267.1, NP_524076.2	XP_017792842.1
OG0005046	NP_608884.1	XP_017787411.1
OG0005047	NP_001097577.1	XP_017793559.1
OG0005048	NP_651887.1	XP_017791047.1
OG0005050	NP_523874.1	XP_017790503.1
OG0005051	NP_001261196.1	XP_017792193.1
OG0005053	NP_001245533.1	XP_017788951.1
OG0005054	NP_001027048.1	XP_017790164.1
OG0005055	NP_001262911.1	XP_017793476.1
OG0005056	NP_001189136.1	XP_017796873.1
OG0005057	NP_476631.1	XP_017793543.1
OG0005058	NP_001137828.1	XP_017798226.1
OG0005059	NP_649529.1	XP_017798559.1
OG0005060	NP_650072.2	XP_017787927.1
OG0005061	NP_001262488.1	XP_017790836.1
OG0005062	NP_001356967.1	XP_017790959.1
OG0005063	NP_648201.1	XP_017791407.1
OG0005064	NP_001027236.1	XP_017797321.1
OG0005065	NP_524421.1	XP_017790485.1
OG0005066	NP_477302.1	XP_017791061.1
OG0005067	NP_651272.1	XP_017787902.1
OG0005068	NP_001286566.1	XP_017792459.1
OG0005069	NP_650608.1	XP_017798737.1
OG0005070	NP_651657.1	XP_017799286.1
OG0005072	NP_001163560.1, NP_001285929.1	XP_017792948.1
OG0005073	NP_477135.2	XP_017796321.1
OG0005075	NP_649611.2	XP_017795335.1
OG0005076	NP_001247017.1	XP_017791591.1
OG0005077	NP_570080.1	XP_017797489.1
OG0005078	NP_001286202.1	XP_017797937.1
OG0005079	NP_647860.1	XP_017788310.1
OG0005080	NP_573288.1	XP_017792541.1
OG0005081	NP_649240.1	XP_017792885.1
OG0005082	NP_524774.1	XP_017789993.1
OG0005083	NP_609671.1	XP_017787578.1
OG0005084	NP_001259199.1	XP_017789481.1
OG0005085	NP_001285295.1	XP_017792223.1
OG0005086	NP_572604.2	XP_017796167.1
OG0005087	NP_001246156.2	XP_017799598.1
OG0005088	NP_610363.1, NP_001260868.1	XP_017797638.1
OG0005089	NP_524270.2	XP_017794493.1
OG0005090	NP_610985.1	XP_017798440.1
OG0005091	NP_572777.2	XP_017798684.1
OG0005092	NP_651457.1	XP_017796705.1
OG0005093	NP_001261250.1	XP_017788694.1
OG0005095	NP_649528.2	XP_017792073.1
OG0005097	NP_722922.1	XP_017795760.1
OG0005098	NP_001286189.1	XP_017797681.1
OG0005099	NP_611541.1	XP_017796007.1
OG0005100	NP_001261696.1	XP_017792581.1
OG0005101	NP_001261694.1	XP_017798558.1
OG0005102	NP_725047.2	XP_017795427.1
OG0005103	NP_001261994.1	XP_017793898.1
OG0005104	NP_652031.2	XP_017791398.1
OG0005105	NP_001259846.1	XP_017798245.1
OG0005106	NP_001285259.1	XP_017798404.1
OG0005108	NP_651850.1	XP_017793646.1, XP_017793723.1
OG0005109	NP_524476.1	XP_017794500.1
OG0005110	NP_609623.1, NP_001285798.1	XP_017795481.1
OG0005111	NP_001284785.1	XP_017797740.1
OG0005112	NP_651295.1	XP_017792485.1
OG0005114	NP_001285198.1	XP_017791409.1
OG0005116	NP_001285613.1	XP_017792111.1
OG0005117	NP_001015174.1	XP_017796140.1
OG0005119	NP_651062.3	XP_017798363.1
OG0005120	NP_001260668.1	XP_017787535.1
OG0005121	NP_572919.1	XP_017797205.1
OG0005122	NP_001163597.1	XP_017799511.1
OG0005123	NP_570020.1	XP_017796282.1
OG0005124	NP_001036387.1	XP_017789389.1
OG0005125	NP_001033989.1	XP_017792454.1
OG0005126	NP_649523.1	XP_017793622.1
OG0005127	NP_001287480.1	XP_017796045.1
OG0005128	NP_570063.1	XP_017792654.1
OG0005130	NP_611844.3	XP_017790120.1
OG0005131	NP_001097865.1	XP_017796690.1
OG0005132	NP_477509.1	XP_017798681.1
OG0005133	NP_001261433.1	XP_017796057.1
OG0005134	NP_609449.1	XP_017791207.1
OG0005135	NP_476740.1	XP_017789447.1
OG0005136	NP_648511.2	XP_017791229.1
OG0005137	NP_731905.1	XP_017788530.1
OG0005138	NP_649222.1	XP_017791774.1
OG0005139	NP_648302.2	XP_017793518.1
OG0005140	NP_477255.1	XP_017793466.1
OG0005141	NP_727290.1	XP_017798690.1
OG0005143	NP_612023.1, NP_001303557.1, NP_610130.1	XP_017799028.1
OG0005145	NP_649440.3	XP_017794952.1
OG0005146	NP_610526.1	XP_017792682.1
OG0005147	NP_610362.1	XP_017797508.1
OG0005148	NP_572384.1	XP_017791417.1
OG0005149	NP_647683.1	XP_017793971.1
OG0005150	NP_523965.2	XP_017793579.1
OG0005151	NP_477350.2	XP_017792431.1
OG0005152	NP_001137762.2	XP_017797655.1
OG0005153	NP_001285427.1	XP_017793988.1
OG0005154	NP_648904.1, NP_996086.1	XP_017793443.1
OG0005155	NP_523938.2	XP_017794667.1
OG0005156	NP_649160.1	XP_017792244.1
OG0005157	NP_477310.2	XP_017789020.1
OG0005158	NP_610296.2	XP_017798885.1
OG0005159	NP_001246113.1	XP_017799102.1
OG0005160	NP_001189236.1	XP_017789114.1
OG0005161	NP_648688.2	XP_017787446.1
OG0005162	NP_001285343.1	XP_017788767.1
OG0005163	NP_001163691.2	XP_017796302.1
OG0005164	NP_001097911.1	XP_017794090.1
OG0005165	NP_650187.2	XP_017793009.1
OG0005166	NP_651208.1	XP_017792428.1
OG0005167	NP_788084.1	XP_017792626.1
OG0005168	NP_001097155.2	XP_017796793.1
OG0005169	NP_569993.1	XP_017797430.1
OG0005170	NP_001263144.1	XP_017793771.1
OG0005171	NP_611933.1	XP_017799577.1
OG0005172	NP_608889.1	XP_017788726.1
OG0005174	NP_001260525.1, NP_001286009.1, NP_001097564.1	XP_017795426.1
OG0005175	NP_572778.1	XP_017788517.1
OG0005176	NP_647790.1	XP_017789162.1
OG0005177	NP_650825.2	XP_017798061.1
OG0005178	NP_001285696.1	XP_017799343.1
OG0005179	NP_649758.1	XP_017791341.1
OG0005180	NP_001285369.1	XP_017797631.1
OG0005181	NP_001096924.2	XP_017787384.1
OG0005182	NP_611096.1	XP_017789268.1
OG0005183	NP_001262976.1	XP_017794786.1
OG0005184	NP_732033.1	XP_017796454.1
OG0005185	NP_477468.1	XP_017796277.1
OG0005186	NP_609391.1	XP_017793886.1
OG0005187	NP_524363.3	XP_017796062.1
OG0005188	NP_995615.2, NP_608558.1	XP_017797156.1
OG0005189	NP_647835.1	XP_017787482.1
OG0005190	NP_001261161.1	XP_017791155.1
OG0005191	NP_001261912.1	XP_017787585.1
OG0005192	NP_725413.1	XP_017795044.1
OG0005193	NP_609617.1	XP_017790759.1
OG0005194	NP_650774.1	XP_017792377.1
