Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0003870	NP_001368936.1	XP_017755482.1
OG0003871	NP_611535.1	XP_017763465.1
OG0003873	NP_001334735.1	XP_017757645.1
OG0003874	NP_001163577.1	XP_017757474.1
OG0003875	NP_572532.1	XP_017755920.1
OG0003876	NP_001259823.1	XP_017761706.1
OG0003877	NP_001285642.1	XP_017766858.1, XP_017766859.1
OG0003878	NP_001097890.1	XP_017760932.1
OG0003879	NP_647918.2	XP_017756893.1
OG0003880	NP_572535.1	XP_017754343.1
OG0003881	NP_001260585.1	XP_017755297.1
OG0003882	NP_001162627.1	XP_017755635.1
OG0003883	NP_573251.1	XP_017762378.1
OG0003884	NP_572907.1	XP_017753659.1
OG0003887	NP_476982.1	XP_017767019.1
OG0003888	NP_523797.1, NP_476814.1	XP_017761280.1
OG0003889	NP_610732.1	XP_017764848.1
OG0003890	NP_649876.1	XP_017759172.1
OG0003891	NP_001263108.1	XP_017765782.1
OG0003892	NP_001262069.1	XP_017767160.1
OG0003893	NP_647757.2, NP_001259177.1	XP_017762118.1
OG0003894	NP_001246498.1	XP_017759492.1
OG0003895	NP_001259484.1	XP_017758278.1, XP_017765625.1
OG0003896	NP_608837.2	XP_017756527.1
OG0003897	NP_001261947.1	XP_017761220.1
OG0003898	NP_647707.1	XP_017759099.1
OG0003899	NP_001097186.2, NP_650042.2	XP_017763211.1
OG0003900	NP_651578.1	XP_017763483.1
OG0003901	NP_572401.2	XP_017765980.1
OG0003902	NP_001246118.1	XP_017762193.1
OG0003903	NP_001261922.1	XP_017757879.1
OG0003904	NP_001262697.1	XP_017764814.1
OG0003905	NP_729888.1	XP_017754791.1
OG0003906	NP_001259961.1, NP_611200.2	XP_017756110.1
OG0003907	NP_569906.1	XP_017767473.1
OG0003908	NP_001260726.1	XP_017759427.1, XP_017759396.1
OG0003909	NP_001247006.1	XP_017759485.1
OG0003910	NP_001246673.1	XP_017754752.1
OG0003911	NP_001261606.1	XP_017767234.1
OG0003912	NP_001097238.1	XP_017762515.1
OG0003913	NP_648549.1	XP_017767392.1
OG0003914	NP_001356926.1	XP_017760988.1
OG0003915	NP_001286055.1	XP_017758200.1
OG0003916	NP_611032.2	XP_017764292.1
OG0003917	NP_524287.1	XP_017765341.1, XP_017765844.1
OG0003918	NP_524099.2	XP_017766139.1
OG0003919	NP_001188671.1	XP_017767383.1
OG0003920	NP_001287306.1	XP_017767587.1
OG0003921	NP_001356957.1	XP_017761687.1, XP_017766317.1
OG0003922	NP_609238.1	XP_017765638.1, XP_017761025.1
OG0003923	NP_001263054.1	XP_017766357.1
OG0003924	NP_001245549.1	XP_017765478.1
OG0003925	NP_573225.1	XP_017757958.1
OG0003926	NP_723576.1	XP_017756214.1
OG0003927	NP_649067.2	XP_017757804.1
OG0003928	NP_611175.1	XP_017755654.1
OG0003929	NP_001261060.1	XP_017759079.1
OG0003930	NP_726473.2	XP_017754246.1
OG0003931	NP_524417.1, NP_651961.1	XP_017766104.1
OG0003932	NP_001036655.1	XP_017764069.1
OG0003933	NP_477445.1	XP_017761726.1
OG0003934	NP_648581.1	XP_017762436.1
OG0003935	NP_001287055.1	XP_017767371.1
OG0003936	NP_524483.1	XP_017760627.1
OG0003937	NP_611251.2	XP_017762855.1
OG0003938	NP_001262741.1	XP_017766904.1
OG0003939	NP_001259461.1	XP_017767622.1
OG0003940	NP_650512.1	XP_017752847.1
OG0003941	NP_001259608.1	XP_017765209.1
OG0003943	NP_649905.1	XP_017755241.1
OG0003944	NP_001261149.1	XP_017754380.1
OG0003945	NP_608585.1	XP_017759987.1
OG0003946	NP_647768.3	XP_017755457.1
OG0003947	NP_651180.3	XP_017756541.1
OG0003948	NP_001286414.1	XP_017754023.1
OG0003950	NP_731494.1, NP_731495.1	XP_017757676.1
OG0003951	NP_996299.1	XP_017756015.1
OG0003952	NP_649594.1	XP_017763931.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_017760429.1
OG0003954	NP_611769.2, NP_001245708.1	XP_017763066.1
OG0003955	NP_001247152.1	XP_017752944.1
OG0003956	NP_477397.1	XP_017758558.1
OG0003957	NP_001261167.1	XP_017766598.1
OG0003958	NP_477224.1	XP_017758104.1
OG0003959	NP_001261183.1	XP_017757010.1
OG0003960	NP_001097394.1	XP_017755682.1
OG0003961	NP_610107.1	XP_017754467.1
OG0003962	NP_523811.1	XP_017765720.1
OG0003963	NP_611832.1	XP_017767506.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_017767486.1
OG0003965	NP_648590.1	XP_017753217.1
OG0003966	NP_001286169.1	XP_017762105.1
OG0003967	NP_649099.1	XP_017762898.1
OG0003968	NP_610398.1	XP_017752811.1, XP_017752803.1
OG0003969	NP_569880.1	XP_017765006.1
OG0003970	NP_001262490.1, NP_731657.2	XP_017755680.1
OG0003971	NP_001285692.1	XP_017766639.1
OG0003972	NP_611539.1	XP_017752659.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_017761766.1
OG0003974	NP_651278.2	XP_017764371.1
OG0003975	NP_649552.1	XP_017764268.1
OG0003976	NP_001246589.1	XP_017761353.1
OG0003977	NP_570081.2	XP_017765711.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_017763932.1
OG0003979	NP_611690.2	XP_017753532.1
OG0003980	NP_572722.2	XP_017762255.1
OG0003981	NP_610429.2	XP_017765230.1
OG0003982	NP_609079.2	XP_017754919.1
OG0003983	NP_001137958.1	XP_017759660.1
OG0003984	NP_611900.1	XP_017758951.1
OG0003985	NP_572747.1	XP_017752711.1
OG0003986	NP_511064.2	XP_017753624.1
OG0003987	NP_001286391.1	XP_017762556.1
OG0003988	NP_001163748.1	XP_017767715.1
OG0003989	NP_001163103.1	XP_017757800.1
OG0003990	NP_524448.3	XP_017762674.1
OG0003991	NP_524623.2	XP_017754888.1
OG0003992	NP_573116.2	XP_017759513.1
OG0003993	NP_001287552.1	XP_017764433.1
OG0003994	NP_001286707.1	XP_017758251.1
OG0003995	NP_001284866.1	XP_017757259.1
OG0003996	NP_001259362.1, NP_650489.1	XP_017758736.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_017763845.1
OG0003998	NP_001162829.1	XP_017755565.1
OG0003999	NP_523723.1	XP_017762828.1
OG0004000	NP_001246063.1	XP_017756306.1
OG0004002	NP_001303384.1	XP_017767544.1
OG0004003	NP_001162933.1	XP_017757339.1
OG0004004	NP_609954.1, NP_001286084.1	XP_017762535.1
OG0004005	NP_732452.1	XP_017766867.1
OG0004006	NP_724569.1	XP_017766823.1
OG0004008	NP_001097360.1	XP_017756868.1
OG0004009	NP_731065.1	XP_017752180.1
OG0004010	NP_572391.1	XP_017764960.1
OG0004011	NP_001260641.1	XP_017759612.1
OG0004012	NP_001096948.2	XP_017764862.1
OG0004014	NP_572951.1	XP_017752872.1
OG0004015	NP_001138211.1	XP_017765313.1
OG0004016	NP_001189283.1	XP_017753986.1, XP_017753987.1
OG0004017	NP_001286893.1	XP_017757832.1
OG0004018	NP_728546.1	XP_017760710.1, XP_017760709.1
OG0004020	NP_001287463.1	XP_017761818.1
OG0004021	NP_001259691.1	XP_017753611.1
OG0004022	NP_001285276.1	XP_017766201.1, XP_017766202.1, XP_017766200.1
OG0004023	NP_001285665.1	XP_017755468.1
OG0004024	NP_001263051.1	XP_017762718.1
OG0004026	NP_524473.2	XP_017760477.1, XP_017760489.1
OG0004027	NP_648926.3	XP_017764802.1
OG0004029	NP_001097121.1	XP_017760155.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_017762893.1
OG0004031	NP_524815.1	XP_017759738.1
OG0004033	NP_477436.1	XP_017764803.1
OG0004034	NP_609890.2	XP_017760611.1
OG0004035	NP_001285328.1	XP_017761634.1
OG0004036	NP_649324.1	XP_017762526.1
OG0004037	NP_001262772.1	XP_017755534.1
OG0004038	NP_001245836.1	XP_017763661.1
OG0004040	NP_001285092.1, NP_572658.2	XP_017758294.1
OG0004041	NP_647718.1	XP_017762884.1
OG0004042	NP_523917.2	XP_017759590.1
OG0004043	NP_001259062.1	XP_017763152.1
OG0004044	NP_572373.1	XP_017765880.1
OG0004045	NP_523806.2, NP_524607.1	XP_017752793.1
OG0004046	NP_001189212.1	XP_017766116.1
OG0004047	NP_649701.2	XP_017756867.1
OG0004048	NP_001097680.1	XP_017760041.1
OG0004049	NP_610466.2	XP_017766996.1
OG0004050	NP_573088.1	XP_017762085.1
OG0004051	NP_573193.1, NP_650498.3	XP_017757223.1
OG0004052	NP_001262451.1	XP_017758076.1
OG0004053	NP_001260958.1	XP_017754705.1, XP_017754707.1
OG0004054	NP_001260969.1	XP_017762102.1, XP_017762103.1
OG0004055	NP_649411.1	XP_017767339.1
OG0004056	NP_001259979.1	XP_017757460.1
OG0004058	NP_477114.1	XP_017758103.1
OG0004059	NP_001261609.1	XP_017753346.1
OG0004060	NP_476576.1	XP_017759451.1
OG0004061	NP_001285590.1	XP_017757769.1
OG0004062	NP_001245607.1	XP_017759257.1
OG0004063	NP_001162975.1	XP_017767092.1, XP_017766992.1
OG0004064	NP_001259152.1	XP_017761744.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_017756603.1
OG0004066	NP_573146.1	XP_017766592.1
OG0004067	NP_001261227.1	XP_017760055.1
OG0004068	NP_725626.1, NP_476863.1	XP_017762303.1
OG0004069	NP_001368995.1	XP_017753575.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_017757989.1
OG0004071	NP_996010.2	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1
OG0004072	NP_572759.1	XP_017762873.1
OG0004073	NP_648318.2	XP_017757163.1
OG0004074	NP_001286846.1	XP_017753059.1
OG0004075	NP_788639.1	XP_017759904.1
OG0004076	NP_608550.1	XP_017760848.1
OG0004077	NP_650693.1	XP_017753740.1
OG0004078	NP_649890.1	XP_017761017.1
OG0004079	NP_001137777.1	XP_017761749.1
OG0004080	NP_523890.2	XP_017756322.1
OG0004081	NP_001188938.1	XP_017760789.1
OG0004082	NP_001260586.1	XP_017761006.1
OG0004083	NP_569978.1	XP_017763175.1
OG0004084	NP_001163332.2	XP_017753901.1, XP_017753902.1
OG0004085	NP_001246647.1	XP_017758591.1
OG0004086	NP_001138108.1	XP_017758119.1, XP_017758120.1
OG0004087	NP_001259779.1	XP_017758714.1
OG0004088	NP_723510.1	XP_017766358.1
OG0004089	NP_001260005.1	XP_017757809.1, XP_017757734.1, XP_017757735.1
OG0004090	NP_609643.2	XP_017756536.1
OG0004091	NP_609204.2	XP_017764501.1
OG0004092	NP_001285421.1	XP_017759295.1
OG0004093	NP_001259507.1	XP_017760365.1, XP_017760367.1
OG0004094	NP_511152.2	XP_017753187.1, XP_017753186.1
OG0004095	NP_477374.1	XP_017754029.1, XP_017754028.1
OG0004096	NP_725637.1	XP_017759741.1
OG0004097	NP_001286067.1	XP_017761300.1
OG0004098	NP_726437.2	XP_017766329.1
OG0004099	NP_650205.1	XP_017765873.1
OG0004100	NP_609183.1	XP_017761925.1, XP_017761924.1
OG0004101	NP_723188.1	XP_017766287.1
OG0004102	NP_001262443.1	XP_017754344.1
OG0004103	NP_001027038.3	XP_017764579.1
OG0004105	NP_001260476.1	XP_017752182.1
OG0004106	NP_649461.2	XP_017762741.1
OG0004107	NP_647638.1	XP_017763572.1
OG0004108	NP_788735.1	XP_017759203.1
OG0004109	NP_523920.1	XP_017755701.1
OG0004110	NP_611023.1	XP_017758221.1
OG0004111	NP_523982.2	XP_017758957.1, XP_017758956.1
OG0004112	NP_608410.2	XP_017759642.1
OG0004113	NP_524712.1	XP_017762723.1
OG0004114	NP_476905.1	XP_017760676.1
OG0004116	NP_651973.4	XP_017767747.1
OG0004117	NP_648367.1	XP_017752476.1
OG0004119	NP_651939.4	XP_017763147.1
OG0004120	NP_001263153.1	XP_017757403.1
OG0004122	NP_648520.1	XP_017763900.1
OG0004123	NP_001260855.1	XP_017762038.1
OG0004124	NP_523879.2, NP_728565.1	XP_017753247.1
OG0004125	NP_573215.1	XP_017763389.1, XP_017763398.1
OG0004126	NP_001260594.1	XP_017767246.1
OG0004128	NP_001286068.1	XP_017765364.1
OG0004129	NP_001245829.1	XP_017764308.1
OG0004130	NP_001245938.1	XP_017761891.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_017762646.1
OG0004132	NP_001285233.1	XP_017754518.1
OG0004133	NP_001259348.1	XP_017754824.1
OG0004137	NP_610611.1	XP_017762989.1
OG0004138	NP_001027221.1	XP_017753190.1
OG0004139	NP_001262795.1	XP_017759398.1
OG0004140	NP_476985.1	XP_017764673.1
OG0004141	NP_524372.1, NP_525036.2	XP_017762110.1
OG0004142	NP_723952.2	XP_017762731.1
OG0004143	NP_523942.2	XP_017767321.1, XP_017767413.1
OG0004144	NP_001259820.1	XP_017766318.1
OG0004145	NP_001097306.2	XP_017757438.1
OG0004146	NP_648847.3	XP_017756488.1
OG0004147	NP_001014556.1	XP_017761861.1
OG0004148	NP_001245598.1	XP_017764773.1
OG0004149	NP_572236.3	XP_017767340.1
OG0004150	NP_649909.1	XP_017756227.1
OG0004151	NP_648032.1	XP_017767452.1
OG0004153	NP_001036757.1	XP_017757421.1
OG0004154	NP_611433.3, NP_651549.1	XP_017756300.1
OG0004155	NP_524453.1	XP_017754466.1
OG0004157	NP_610845.1	XP_017757303.1
OG0004158	NP_001261442.1	XP_017767381.1
OG0004159	NP_609541.1	XP_017765584.1, XP_017765589.1, XP_017765587.1
OG0004160	NP_610297.2	XP_017757847.1
OG0004161	NP_610792.2	XP_017764098.1
OG0004162	NP_001097114.2	XP_017763976.1
OG0004163	NP_001260044.1	XP_017766390.1
OG0004164	NP_001097850.3	XP_017759106.1
OG0004166	NP_610783.1	XP_017760348.1
OG0004167	NP_001245796.1	XP_017764220.1
OG0004168	NP_651717.1	XP_017766714.1
OG0004169	NP_477088.2	XP_017766101.1
OG0004170	NP_001097606.1	XP_017753913.1
OG0004171	NP_611857.3	XP_017757277.1
OG0004172	NP_476845.2	XP_017753705.1
OG0004173	NP_001261621.2, NP_476855.1	XP_017755019.1
OG0004174	NP_001261172.1	XP_017757976.1
OG0004175	NP_001369072.1	XP_017761285.1
OG0004176	NP_001246184.1	XP_017752857.1, XP_017752848.1
OG0004177	NP_001260615.1	XP_017764742.1
OG0004178	NP_001027420.2	XP_017767467.1
OG0004180	NP_001162639.2	XP_017757057.1
OG0004181	NP_477219.1	XP_017762931.1, XP_017762930.1
OG0004182	NP_610116.2	XP_017766990.1
OG0004183	NP_001260578.1	XP_017762799.1
OG0004184	NP_477022.1	XP_017764973.1
OG0004186	NP_001097184.2	XP_017764839.1
OG0004187	NP_651004.1	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1
OG0004188	NP_608524.1	XP_017758919.1
OG0004189	NP_648455.2	XP_017760438.1
OG0004190	NP_001096996.1	XP_017756021.1
OG0004191	NP_001261503.1	XP_017758411.1
OG0004192	NP_651851.1	XP_017766502.1
OG0004193	NP_001163275.2	XP_017759722.1, XP_017759724.1
OG0004194	NP_001261636.1	XP_017766371.1
OG0004195	NP_001303365.1	XP_017755382.1
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_017763824.1
OG0004197	NP_523924.1	XP_017756851.1
OG0004198	NP_652562.2	XP_017757639.1
OG0004199	NP_001259983.1	XP_017763062.1
OG0004201	NP_651849.1	XP_017767380.1
OG0004202	NP_001260133.1	XP_017753343.1
OG0004203	NP_648267.1	XP_017756423.1
OG0004205	NP_608637.1	XP_017763247.1
OG0004206	NP_610556.1	XP_017766753.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_017758597.1
OG0004209	NP_001287316.1	XP_017760433.1
OG0004210	NP_611540.1, NP_723119.1	XP_017767322.1
OG0004211	NP_726630.2	XP_017762051.1
OG0004212	NP_001260087.1	XP_017758447.1
OG0004213	NP_649590.1	XP_017758737.1
OG0004214	NP_524783.1, NP_001262446.1	XP_017767610.1
OG0004215	NP_001260417.1	XP_017758375.1, XP_017758376.1
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_017763499.1
OG0004219	NP_648343.1	XP_017763862.1
OG0004220	NP_477041.1	XP_017753419.1
OG0004222	NP_611021.1	XP_017767425.1
OG0004224	NP_001189250.2	XP_017752321.1
OG0004225	NP_650989.6	XP_017767242.1
OG0004226	NP_001286529.1, NP_650027.1	XP_017754887.1
OG0004228	NP_001284939.1	XP_017760349.1, XP_017760347.1
OG0004229	NP_001163414.1	XP_017763516.1
OG0004230	NP_001261376.1	XP_017761606.1
OG0004231	NP_001368969.1	XP_017761838.1
OG0004232	NP_001262107.1	XP_017754427.1
OG0004234	NP_610253.1	XP_017757506.1
OG0004236	NP_001369050.1	XP_017767120.1
OG0004237	NP_001285677.1, NP_609042.1	XP_017763132.1
OG0004238	NP_724428.1	XP_017754890.1
OG0004239	NP_001260558.1	XP_017755954.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_017766673.1
OG0004241	NP_001303313.1	XP_017759077.1
OG0004242	NP_001356934.1	XP_017753992.1
OG0004243	NP_648724.1	XP_017762521.1
OG0004244	NP_727768.1	XP_017767046.1
OG0004245	NP_001097964.1	XP_017752684.1
OG0004246	NP_001014610.1	XP_017767600.1
OG0004247	NP_001260710.1	XP_017765440.1
OG0004248	NP_001137610.1	XP_017762095.1
OG0004249	NP_610325.1	XP_017757485.1
OG0004251	NP_001259575.1	XP_017759017.1, XP_017759022.1
OG0004253	NP_722629.1	XP_017766051.1
OG0004257	NP_572166.1, NP_572616.1	XP_017762961.1
OG0004258	NP_001286256.1	XP_017759461.1
OG0004264	NP_001188568.1	XP_017766332.1
OG0004275	NP_001287569.1	XP_017753975.1
OG0004276	NP_523774.1	XP_017754056.1
OG0004277	NP_523975.1	XP_017765340.1, XP_017759890.1
OG0004278	NP_524315.2	XP_017757496.1
OG0004279	NP_650333.1, NP_648622.1	XP_017764421.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_017755911.1
OG0004281	NP_001188972.1	XP_017761175.1, XP_017761176.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_017758572.1
OG0004283	NP_001287481.1	XP_017766364.1
OG0004284	NP_001245404.1	XP_017756130.1
OG0004285	NP_724783.1	XP_017759836.1
OG0004286	NP_001246362.1	XP_017756058.1
OG0004287	NP_001188682.1, NP_570087.1	XP_017755002.1
OG0004288	NP_572478.1	XP_017764224.1
OG0004289	NP_650780.1	XP_017752209.1
OG0004290	NP_001261742.1	XP_017761545.1
OG0004291	NP_650301.1	XP_017765829.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_017757357.1
OG0004293	NP_730662.2	XP_017756761.1
OG0004294	NP_001262039.1	XP_017753787.1
OG0004295	NP_001287206.1	XP_017753713.1
OG0004296	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_017766082.1
OG0004297	NP_524938.1	XP_017755740.1
OG0004298	NP_524779.1	XP_017758442.1, XP_017758126.1
OG0004299	NP_001137795.2	XP_017753221.1
OG0004300	NP_001287572.1	XP_017761093.1
OG0004301	NP_001285193.1	XP_017755659.1
OG0004302	NP_648377.1	XP_017757108.1
OG0004303	NP_001260495.1	XP_017757169.1
OG0004304	NP_001260293.1	XP_017760027.1
OG0004305	NP_001259881.1	XP_017761146.1
OG0004306	NP_001262472.1	XP_017759893.1
OG0004307	NP_001188689.2	XP_017763308.1
OG0004308	NP_524051.1	XP_017764426.1
OG0004309	NP_001245541.1	XP_017754704.1
OG0004310	NP_001137770.1	XP_017759068.1
OG0004311	NP_001246045.1	XP_017762272.1
OG0004312	NP_001261435.1	XP_017763482.1
OG0004313	NP_001285137.1	XP_017759435.1
OG0004314	NP_001285543.1	XP_017761467.1
OG0004315	NP_647792.1	XP_017755768.1
OG0004316	NP_001263104.1	XP_017757844.1
OG0004317	NP_001286731.1	XP_017753674.1
OG0004318	NP_001286506.1	XP_017757356.1
OG0004320	NP_731523.1	XP_017756434.1
OG0004321	NP_611092.2	XP_017761761.1
OG0004322	NP_001163347.1	XP_017767422.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_017760849.1
OG0004324	NP_001286410.1	XP_017767588.1
OG0004325	NP_524275.1	XP_017757670.1
OG0004326	NP_610463.2	XP_017757538.1
OG0004327	NP_524452.4	XP_017755341.1
OG0004328	NP_724834.1	XP_017765593.1
OG0004329	NP_001259822.1	XP_017758425.1
OG0004330	NP_649676.1	XP_017753930.1
OG0004331	NP_647991.1	XP_017767446.1
OG0004332	NP_650987.1	XP_017757056.1
OG0004333	NP_524260.1, NP_477414.1	XP_017760814.1
OG0004334	NP_001163571.1, NP_649912.1	XP_017759731.1
OG0004335	NP_610220.1	XP_017757705.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_017767671.1
OG0004337	NP_001261269.1	XP_017759933.1
OG0004338	NP_609845.1	XP_017762754.1
OG0004339	NP_649908.1	XP_017756236.1
OG0004340	NP_001286348.1	XP_017767429.1
OG0004341	NP_609351.1	XP_017766727.1
OG0004342	NP_001097058.1	XP_017756998.1
OG0004343	NP_001097094.1	XP_017766580.1
OG0004344	NP_001259272.1	XP_017753076.1, XP_017753077.1
OG0004345	NP_649252.1	XP_017761659.1
OG0004346	NP_609805.1	XP_017756846.1
OG0004347	NP_524207.1	XP_017766640.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_017752186.1
OG0004349	NP_611559.1	XP_017759081.1
OG0004350	NP_001285449.1	XP_017755923.1
OG0004351	NP_525119.1	XP_017753062.1
OG0004352	NP_649028.3	XP_017767412.1
OG0004353	NP_001285310.1	XP_017756428.1
OG0004354	NP_001287035.1	XP_017764034.1
OG0004355	NP_536744.2	XP_017757978.1
OG0004356	NP_611425.1	XP_017754480.1
OG0004357	NP_572562.1	XP_017757706.1
OG0004358	NP_001286503.1	XP_017754816.1
OG0004359	NP_001189211.1	XP_017762008.1
OG0004360	NP_650056.1	XP_017755294.1
OG0004361	NP_650673.1	XP_017755811.1
OG0004362	NP_001262304.1	XP_017752421.1
OG0004363	NP_001261322.1	XP_017760759.1
OG0004365	NP_648494.2	XP_017759310.1
OG0004366	NP_523476.1	XP_017756348.1, XP_017754702.1
OG0004367	NP_732020.2	XP_017757669.1
OG0004368	NP_524318.1	XP_017755298.1
OG0004369	NP_523582.4	XP_017759646.1
OG0004370	NP_001138143.2	XP_017757055.1
OG0004371	NP_648188.2	XP_017758295.1
OG0004372	NP_001262726.1	XP_017756339.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_017758268.1
OG0004374	NP_001303568.1	XP_017765800.1
OG0004375	NP_608830.3	XP_017760249.1
OG0004376	NP_647775.1	XP_017755027.1, XP_017752348.1
OG0004377	NP_001138105.1	XP_017764897.1, XP_017764905.1
OG0004378	NP_001137873.1	XP_017763503.1
OG0004379	NP_001285662.1	XP_017758697.1
OG0004380	NP_001247273.1	XP_017764682.1
OG0004381	NP_001260780.1	XP_017764420.1
OG0004382	NP_996490.1	XP_017754825.1
OG0004383	NP_610545.1	XP_017759508.1
OG0004384	NP_609443.1	XP_017753675.1
OG0004385	NP_788616.1, NP_001189205.1	XP_017760490.1, XP_017764968.1
OG0004386	NP_611691.1	XP_017765792.1
OG0004387	NP_001285889.1	XP_017757965.1
OG0004388	NP_723505.2	XP_017764672.1
OG0004389	NP_523561.1	XP_017752938.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_017764115.1
OG0004391	NP_001260317.1	XP_017763771.1, XP_017763773.1
OG0004392	NP_001287439.1	XP_017764895.1
OG0004394	NP_650976.1	XP_017755778.1
OG0004395	NP_651456.1	XP_017766109.1
OG0004396	NP_610554.1	XP_017764762.1
OG0004397	NP_726779.1	XP_017759894.1
OG0004398	NP_476730.1, NP_476834.1	XP_017767589.1
OG0004399	NP_001246624.1	XP_017756647.1
OG0004400	NP_729935.1	XP_017762516.1, XP_017762514.1
OG0004401	NP_649256.1	XP_017754130.1
OG0004402	NP_524923.1	XP_017765563.1
OG0004403	NP_651498.1	XP_017760476.1
OG0004404	NP_524030.2	XP_017757033.1
OG0004405	NP_649570.1	XP_017754341.1
OG0004406	NP_733063.1	XP_017765731.1, XP_017765733.1
OG0004407	NP_001162940.3, NP_995925.2	XP_017762478.1
OG0004408	NP_001287062.1	XP_017756823.1
OG0004409	NP_524182.3	XP_017766941.1
OG0004410	NP_651927.1	XP_017754736.1
OG0004411	NP_001163296.1	XP_017763634.1
OG0004412	NP_609399.1	XP_017760675.1
OG0004413	NP_001137696.1	XP_017752400.1
OG0004414	NP_001261930.1	XP_017766178.1
OG0004415	NP_001036718.1, NP_650551.1	XP_017759436.1
OG0004416	NP_001261410.1	XP_017757086.1
OG0004417	NP_001260142.1	XP_017761129.1
OG0004418	NP_610327.1, NP_724615.1	XP_017755567.1
OG0004419	NP_001097352.1	XP_017765424.1
OG0004420	NP_477283.1	XP_017757176.1
OG0004421	NP_650270.1	XP_017761514.1
OG0004422	NP_651243.1	XP_017758805.1
OG0004423	NP_001285908.1	XP_017763550.1
OG0004424	NP_001262473.1	XP_017762066.1
OG0004425	NP_608827.1	XP_017752465.1
OG0004426	NP_609783.1	XP_017757608.1
OG0004427	NP_001285801.1, NP_609721.1	XP_017757285.1
