Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0004879	NP_001014590.1	XP_037871539.1, NP_001037444.1
OG0004881	NP_001285312.1	XP_037873027.1
OG0004883	NP_610523.2	XP_037876128.1, NP_001040259.1
OG0004884	NP_648282.1, NP_648283.1, NP_648280.1	XP_004930505.2
OG0004885	NP_612015.1	NP_001296484.1
OG0004886	NP_610270.1	XP_004923167.1, XP_021209120.1
OG0004887	NP_572771.1	XP_004928782.1
OG0004888	NP_610872.1, NP_725289.1	XP_004928865.1, XP_021205402.1
OG0004889	NP_001285269.1	NP_001040248.1
OG0004891	NP_649814.1	XP_004921839.1
OG0004892	NP_477493.2	XP_021203508.1
OG0004893	NP_001097380.1	XP_021202042.1, XP_004925469.1, XP_004925467.2
OG0004894	NP_611833.1	NP_001093093.1
OG0004895	NP_731339.1	NP_001185957.1
OG0004896	NP_611836.2	XP_012547426.2
OG0004897	NP_608633.1	XP_004931053.1
OG0004898	NP_001262184.1	NP_001037685.1
OG0004899	NP_001286031.1	XP_037866462.1
OG0004900	NP_524751.3	XP_004928169.1
OG0004901	NP_731570.2	XP_012544856.2
OG0004902	NP_001286117.1, NP_001036372.2	XP_037875069.1
OG0004903	NP_001261903.1	XP_004931802.2, XP_021207287.1, XP_021207285.1
OG0004905	NP_524454.2	XP_012548937.2
OG0004905	NP_477404.1	XP_012543799.1
OG0004906	NP_730432.1	XP_004929642.1
OG0004907	NP_001285434.1, NP_573367.1, NP_001285435.1	XP_004927806.2
OG0004908	NP_001137693.2	XP_004923792.2, XP_037871361.1
OG0004909	NP_572382.1	XP_004931695.1
OG0004910	NP_995623.2, NP_726097.1	XP_004930811.3
OG0004911	NP_726092.1	XP_004926023.1
OG0004912	NP_524031.2	XP_004932015.1
OG0004913	NP_722687.1	XP_004924158.1, XP_037875835.1, XP_037875834.1
OG0004914	NP_001260318.1	NP_001037670.1, XP_012546343.1
OG0004915	NP_608379.1	XP_004929161.1, XP_004929160.1
OG0004916	NP_476650.1	XP_012549756.1
OG0004917	NP_001097023.1, NP_001097021.1	NP_001127744.1
OG0004918	NP_001247334.1	XP_021202291.1, XP_004924109.2
OG0004919	NP_726743.1	XP_004924063.3
OG0004920	NP_001096958.1	XP_012544472.1
OG0004921	NP_648828.3	XP_021207905.1
OG0004922	NP_001286802.1	XP_012543876.1, XP_037867031.1
OG0004923	NP_001262301.1	XP_037868756.1, XP_012545044.2
OG0004924	NP_788664.2, NP_731744.1	XP_012550715.1
OG0004926	NP_001260818.1	XP_037872722.1
OG0004927	NP_001356973.1	XP_037871248.1
OG0004928	NP_001286365.1	XP_012551383.1, XP_021205184.1
OG0004930	NP_611973.2	XP_012543983.3
OG0004931	NP_001163196.1	XP_004923175.2
OG0004932	NP_001137851.1	XP_021207229.1
OG0004933	NP_610627.2	XP_012552847.2, XP_021202947.1
OG0004934	NP_001369081.1	XP_037871513.1
OG0004935	NP_611533.2	XP_037873683.1
OG0004936	NP_608605.1	XP_037874789.1, XP_004928354.1
OG0004937	NP_523450.1	NP_001037177.1, XP_012551630.1
OG0004938	NP_723202.2	XP_037866781.1, XP_037866768.1
OG0004939	NP_609371.2	XP_012549970.1
OG0004941	NP_001259695.1	XP_004923745.2
OG0004943	NP_573360.1	XP_004928265.1
OG0004944	NP_001286319.1	NP_001036968.1
OG0004945	NP_573331.1	XP_004923909.1
OG0004947	NP_649494.1	XP_004924691.2
OG0004949	NP_612032.1, NP_609430.1	NP_001040195.1
OG0004951	NP_001262918.1	XP_021205251.2, XP_021205250.2
OG0004964	NP_572651.1	XP_004928868.1
OG0004976	NP_001260550.2	XP_012547758.1, NP_001037239.1
OG0004977	NP_611074.1	XP_037875456.1
OG0004978	NP_001285674.1	NP_001037628.1
OG0004979	NP_001034075.1, NP_652041.2	NP_001037540.1
OG0004980	NP_650309.1, NP_001036640.1	NP_001040284.1
OG0004981	NP_001259052.1, NP_651212.1	NP_001164652.1
OG0004982	NP_651987.1	NP_001040286.1
OG0004983	NP_477134.1	NP_001037225.1
OG0004984	NP_651040.3	XP_037876602.1
OG0004985	NP_001163061.1	NP_001166846.1
OG0004986	NP_648300.3	XP_004925789.1
OG0004987	NP_650726.1	XP_004925270.1
OG0004988	NP_651614.1, NP_573110.1	NP_001038957.1
OG0004989	NP_609363.1	XP_012551437.1
OG0004990	NP_001014633.2	XP_037868342.1, XP_004932158.1
OG0004991	NP_001260877.1	XP_004932137.1, XP_004932143.1
OG0004992	NP_608387.1	XP_004927650.2
OG0004993	NP_650073.1	XP_004925440.1
OG0004994	NP_001285124.1	NP_001040214.1
OG0004995	NP_001261567.1	NP_001040241.1
OG0004996	NP_651843.1, NP_476691.1	XP_037873550.1
OG0004997	NP_001284943.1	NP_001040176.1
OG0004998	NP_732309.1	NP_001091764.1
OG0004999	NP_649858.1	NP_001040460.1
OG0005000	NP_001287236.1	NP_001040196.1
OG0005001	NP_523737.1	XP_004923441.1
OG0005002	NP_001263081.1	NP_001040128.1, XP_021202368.1
OG0005003	NP_652574.3, NP_001285734.1	XP_004933669.1
OG0005004	NP_731983.1	XP_004923348.2
OG0005005	NP_001287386.1	NP_001093083.1
OG0005006	NP_609992.1	XP_012548758.1, NP_001040145.1
OG0005007	NP_001137607.1	XP_004925822.1
OG0005008	NP_523836.2	NP_001165387.1, XP_012551053.1
OG0005009	NP_001284928.1	NP_001040260.1
OG0005010	NP_001284908.1	NP_001040200.1
OG0005011	NP_001286464.1	XP_004932218.1
OG0005012	NP_723362.1	XP_037868544.1, XP_037868543.1
OG0005013	NP_523466.2	XP_004922997.1
OG0005014	NP_523831.1	XP_004928899.1
OG0005015	NP_001104459.2	XP_012547119.1, NP_001040187.1
OG0005016	NP_651968.1	NP_001037596.1
OG0005017	NP_610210.2, NP_649489.1	NP_001040528.1
OG0005018	NP_001284900.1	NP_001037241.1
OG0005019	NP_610818.1	XP_004928945.1
OG0005020	NP_001188794.1	NP_001040152.1, XP_037877271.1
OG0005021	NP_572974.1	XP_004928317.1
OG0005022	NP_525092.1, NP_650910.1	NP_001040204.1
OG0005023	NP_001246409.1	XP_012547004.1
OG0005024	NP_477240.1	XP_004932085.1
OG0005025	NP_610676.2	NP_001136228.1
OG0005026	NP_648456.2, NP_648470.2	XP_004923940.1
OG0005027	NP_609895.2	XP_021208540.1
OG0005028	NP_722835.1	XP_037873598.1
OG0005030	NP_648427.1	XP_021207937.2, NP_001164468.1
OG0005031	NP_651281.1	XP_021206918.1
OG0005032	NP_001285823.1	XP_004923540.1
OG0005033	NP_524197.1	XP_037869671.1, XP_004924938.1
OG0005034	NP_001260103.1	XP_004930989.1
OG0005036	NP_610886.2	XP_004926348.1
OG0005037	NP_001261954.1	XP_004927500.2
OG0005038	NP_001285678.1	XP_004931329.1, NP_001106742.1
OG0005041	NP_001260878.1	XP_004933401.1
OG0005042	NP_651200.1	XP_012545482.1
OG0005044	NP_572267.1, NP_524076.2	NP_001040536.1
OG0005045	NP_725975.2	XP_004922593.1
OG0005046	NP_608884.1	XP_004926548.2
OG0005047	NP_001097577.1	XP_004923885.1
OG0005048	NP_651887.1	NP_001128388.1
OG0005050	NP_523874.1	NP_001040520.1, XP_012551417.1
OG0005051	NP_001261196.1	XP_004928241.1
OG0005052	NP_001036756.2	XP_004931105.1
OG0005053	NP_001245533.1	NP_001040547.1
OG0005054	NP_001027048.1	XP_004928607.1
OG0005055	NP_001262911.1	NP_001166882.1, XP_037867792.1
OG0005057	NP_476631.1	NP_001037221.1
OG0005058	NP_001137828.1	XP_004926562.2
OG0005059	NP_649529.1	XP_004933282.1
OG0005060	NP_650072.2	XP_004931305.2, XP_037867899.1
OG0005061	NP_001262488.1	NP_001106743.1
OG0005062	NP_001356967.1	XP_004932466.2
OG0005063	NP_648201.1	XP_004933158.1
OG0005064	NP_001027236.1	XP_004922277.1
OG0005065	NP_524421.1	NP_001091809.1
OG0005066	NP_477302.1	NP_001124342.1
OG0005067	NP_651272.1	XP_004923111.2
OG0005068	NP_001286566.1	NP_001040205.1
OG0005069	NP_650608.1	NP_001157375.1
OG0005070	NP_651657.1	XP_021203993.1, XP_021205072.2
OG0005072	NP_001163560.1, NP_001285929.1	XP_037867972.1
OG0005073	NP_477135.2	NP_001040389.1
OG0005075	NP_649611.2	NP_001040470.1
OG0005076	NP_001247017.1	XP_037867522.1, XP_037867524.1
OG0005077	NP_570080.1	NP_001040429.1
OG0005078	NP_001286202.1	XP_021207182.1
OG0005079	NP_647860.1	XP_004922895.1, NP_001040372.1
OG0005080	NP_573288.1	XP_004927753.1
OG0005081	NP_649240.1	XP_037866633.1, XP_037866634.1, XP_037866635.1
OG0005082	NP_524774.1	NP_001040404.1
OG0005083	NP_609671.1	XP_004932743.1
OG0005084	NP_001259199.1	XP_037871730.1
OG0005085	NP_001285295.1	NP_001093300.1
OG0005086	NP_572604.2	XP_004924306.1
OG0005087	NP_001246156.2	XP_021208413.1, XP_037873546.1
OG0005088	NP_610363.1, NP_001260868.1	XP_004927912.1
OG0005089	NP_524270.2	XP_004922386.1
OG0005090	NP_610985.1	XP_037875275.1
OG0005091	NP_572777.2	XP_004922171.1
OG0005092	NP_651457.1	XP_004928487.1
OG0005093	NP_001261250.1	NP_001040477.1
OG0005095	NP_649528.2	XP_004932822.1, XP_004932820.1
OG0005097	NP_722922.1	XP_004927300.3, XP_037877356.1
OG0005098	NP_001286189.1	XP_012545896.2
OG0005099	NP_611541.1	NP_001098690.1
OG0005100	NP_001261696.1	XP_004927505.1
OG0005101	NP_001261694.1	XP_012551796.1
OG0005102	NP_725047.2	XP_004928335.1, XP_012547688.1
OG0005103	NP_001261994.1	XP_004931130.1
OG0005104	NP_652031.2	XP_004923023.1
OG0005105	NP_001259846.1	NP_001040408.1, XP_021203233.1
OG0005106	NP_001285259.1	XP_037867322.1, XP_037874822.1
OG0005108	NP_651850.1	NP_001040242.1
OG0005109	NP_524476.1	XP_004923550.1
OG0005110	NP_609623.1, NP_001285798.1	XP_004922650.1
OG0005111	NP_001284785.1	NP_001106143.1, XP_021204551.1
OG0005112	NP_651295.1	XP_037870023.1
OG0005113	NP_001261766.1	XP_004926039.1
OG0005114	NP_001285198.1	XP_021206089.1
OG0005116	NP_001285613.1	XP_037866629.1, XP_004929291.1
OG0005117	NP_001015174.1	XP_004921559.2
OG0005119	NP_651062.3	XP_012544587.1
OG0005120	NP_001260668.1	XP_004930951.1
OG0005121	NP_572919.1	XP_004923660.1
OG0005122	NP_001163597.1	NP_001091828.1
OG0005123	NP_570020.1	NP_001037652.1
OG0005124	NP_001036387.1	NP_001037008.1
OG0005125	NP_001033989.1	XP_004926446.1
OG0005126	NP_649523.1	XP_037876364.1
OG0005127	NP_001287480.1	XP_004923349.1
OG0005128	NP_570063.1	XP_004929618.1
OG0005130	NP_611844.3	NP_001040320.1, XP_021206183.1
OG0005131	NP_001097865.1	XP_021208116.1
OG0005132	NP_477509.1	NP_001188361.1
OG0005133	NP_001261433.1	XP_037873728.1
OG0005134	NP_609449.1	XP_004925285.3
OG0005135	NP_476740.1	XP_004924566.1
OG0005136	NP_648511.2	XP_004929026.1
OG0005137	NP_731905.1	XP_037872970.1, XP_037872856.1
OG0005138	NP_649222.1	XP_004924177.1
OG0005139	NP_648302.2	XP_004928363.2
OG0005140	NP_477255.1	NP_001186538.1
OG0005141	NP_727290.1	XP_004931204.1
OG0005143	NP_612023.1, NP_001303557.1, NP_610130.1	XP_004927544.1
OG0005145	NP_649440.3	XP_012546307.1, XP_004926745.1
OG0005146	NP_610526.1	XP_037872988.1
OG0005147	NP_610362.1	XP_004927861.1
OG0005148	NP_572384.1	XP_004928204.2
OG0005149	NP_647683.1	XP_004931921.1, XP_012550794.1
OG0005150	NP_523965.2	XP_037872091.1
OG0005151	NP_477350.2	XP_012546956.2
OG0005152	NP_001137762.2	XP_037870527.1
OG0005153	NP_001285427.1	XP_004930354.2
OG0005154	NP_648904.1, NP_996086.1	XP_004925604.1
OG0005155	NP_523938.2	NP_001040348.1
OG0005156	NP_649160.1	XP_004924844.1
OG0005157	NP_477310.2	XP_004923672.2
OG0005158	NP_610296.2	XP_004933424.1
OG0005159	NP_001246113.1	XP_021206741.2
OG0005160	NP_001189236.1	XP_004929712.1
OG0005161	NP_648688.2	XP_037866494.1
OG0005162	NP_001285343.1	XP_037869036.1
OG0005163	NP_001163691.2	XP_021206998.1
OG0005164	NP_001097911.1	XP_037876277.1
OG0005165	NP_650187.2	XP_004925682.2
OG0005166	NP_651208.1	XP_004922210.1
OG0005167	NP_788084.1	XP_004930379.2
OG0005168	NP_001097155.2	XP_004921577.2
OG0005169	NP_569993.1	XP_004929632.2
OG0005170	NP_001263144.1	NP_001037650.1
OG0005171	NP_611933.1	XP_004926249.2
OG0005172	NP_608889.1	NP_001040213.1
OG0005174	NP_001260525.1, NP_001286009.1, NP_001097564.1	XP_037877623.1
OG0005175	NP_572778.1	XP_004925475.2
OG0005176	NP_647790.1	XP_012547326.1
OG0005177	NP_650825.2	XP_012545524.2
OG0005178	NP_001285696.1	NP_001040133.1, XP_037866747.1
OG0005179	NP_649758.1	XP_004929615.1
OG0005180	NP_001285369.1	XP_021202918.2, XP_012544932.2
OG0005181	NP_001096924.2	XP_037869963.1
OG0005182	NP_611096.1	XP_004932150.1
OG0005183	NP_001262976.1	XP_012549850.1
OG0005184	NP_732033.1	XP_037872393.1
OG0005185	NP_477468.1	XP_004931137.2
OG0005186	NP_609391.1	XP_004926748.1, XP_004926749.1
OG0005187	NP_524363.3	XP_004924514.1
OG0005188	NP_995615.2, NP_608558.1	XP_004929501.1
OG0005189	NP_647835.1	XP_004932176.1
OG0005190	NP_001261161.1	XP_037873447.1
OG0005191	NP_001261912.1	XP_004929198.1, XP_012548470.1
OG0005192	NP_725413.1	XP_004933760.1
OG0005193	NP_609617.1	NP_001040455.1
OG0005194	NP_650774.1	XP_004924841.1
OG0005195	NP_001036437.1	XP_021205966.2
OG0005196	NP_651453.3	XP_037871334.1
OG0005197	NP_609368.3	XP_004932357.2
OG0005198	NP_611967.1	XP_004927674.1
OG0005199	NP_001162805.1	XP_004927838.1
OG0005200	NP_727386.1	XP_004928891.1
OG0005201	NP_649689.1	XP_037871877.1
OG0005202	NP_523657.1	XP_037867278.1
OG0005203	NP_651319.2	XP_004933019.1, XP_004933020.1
OG0005204	NP_001162684.1	NP_001037203.1
OG0005206	NP_647756.1	XP_037870518.1, XP_012548706.1
OG0005207	NP_572965.1	XP_004923943.1
OG0005209	NP_651655.1	XP_004930703.1
OG0005210	NP_001033941.1	XP_012547668.1
OG0005211	NP_610276.1	XP_004926041.1
OG0005212	NP_523671.1	NP_001104823.1, XP_012549098.1
OG0005213	NP_523386.1, NP_523387.1	XP_004928587.1
OG0005214	NP_001285302.1	XP_037869106.1
OG0005216	NP_001246805.1	NP_001040262.1, XP_012550713.1
OG0005217	NP_650738.1	XP_037873561.1
OG0005219	NP_476738.3	XP_037871242.1, XP_037871243.1
OG0005220	NP_609548.1	XP_004929442.1
OG0005221	NP_001015157.2, NP_651617.1	XP_004924656.1
OG0005222	NP_476669.3	XP_021206544.1
OG0005223	NP_647806.2	XP_012552614.3
OG0005224	NP_001260273.1	XP_012548466.2
OG0005225	NP_001259858.1	XP_004931700.1
OG0005226	NP_610351.1	XP_037867015.1
OG0005227	NP_001259269.1	XP_037873108.1
OG0005228	NP_477413.1	XP_037872027.1
OG0005229	NP_651204.1	XP_037874102.1
OG0005230	NP_001287008.1	NP_001037265.1
OG0005231	NP_001259466.1	XP_012549816.1, XP_021206637.1
OG0005232	NP_001188779.1	XP_004930891.1, XP_037866662.1
OG0005233	NP_651291.1	XP_004931738.1
OG0005234	NP_001262445.1	XP_012545804.2
OG0005235	NP_001285108.1, NP_649938.2	NP_001040338.1
OG0005236	NP_649127.1	XP_004924174.2
OG0005237	NP_650609.1	XP_004921910.1, XP_037876211.1
OG0005238	NP_001285019.1	XP_037872228.1
OG0005239	NP_609444.1	XP_004932573.1
OG0005240	NP_001163455.2	XP_037873624.1
OG0005241	NP_651396.1	XP_004929633.1
OG0005242	NP_477454.1	XP_037870915.1
OG0005243	NP_001285518.1	XP_004931970.2
OG0005244	NP_608375.1	XP_004923742.1
OG0005245	NP_649569.1	XP_004923877.1
OG0005246	NP_001261404.1	XP_004928610.1
OG0005247	NP_001368980.1	XP_004932253.1, XP_037868488.1
OG0005248	NP_609966.1	XP_037871594.1, XP_004928635.1
OG0005249	NP_647701.1	XP_004931581.1
OG0005250	NP_733137.3	XP_021207039.2, XP_012550262.1
OG0005251	NP_609320.2	XP_012553424.1
OG0005252	NP_649589.1	XP_012547401.1
OG0005253	NP_001286079.1	XP_004931797.2
OG0005254	NP_611306.1	XP_021209310.1
OG0005255	NP_477059.2	XP_004926782.1
OG0005256	NP_524905.1	XP_037870221.1
OG0005257	NP_726910.1	XP_004928320.1
OG0005258	NP_525100.2	NP_001177770.1
OG0005259	NP_651329.4	XP_012551346.2
OG0005260	NP_573181.1	XP_037875348.1
OG0005261	NP_524246.1	XP_012552862.1
OG0005262	NP_650398.3	XP_012549317.3
OG0005263	NP_476756.2	XP_037872140.1, XP_037872139.1
OG0005264	NP_648417.1	XP_004929631.1
OG0005265	NP_001027403.2	XP_037876285.1, XP_037876280.1
OG0005266	NP_001334733.1	XP_037866543.1
OG0005267	NP_524504.2, NP_524505.2, NP_524509.2	NP_001164466.1
OG0005268	NP_608705.1	XP_004930955.1
OG0005269	NP_001285340.1	XP_004921552.1
OG0005270	NP_001246073.1	XP_004925833.2
OG0005271	NP_611922.1	XP_004932709.3
OG0005272	NP_001188522.1	XP_012547608.2
OG0005273	NP_649069.2	NP_001037672.1
OG0005274	NP_611121.1	XP_004925204.1
OG0005275	NP_001286642.1	XP_012544259.1
OG0005276	NP_650786.2	XP_004926824.1
OG0005277	NP_651290.1	XP_004931159.1
OG0005278	NP_001287131.2	XP_021202048.1, NP_001040225.1
OG0005279	NP_001284987.1	XP_012553143.2, NP_001093296.1
OG0005280	NP_001246765.1	XP_012553339.2
OG0005281	NP_573195.1	XP_021202045.2
OG0005282	NP_001163674.1	NP_001266380.1
OG0005283	NP_001287577.1	XP_021203383.1
OG0005285	NP_001259302.1	XP_004928542.1
OG0005286	NP_524044.1	XP_004927626.1
OG0005287	NP_611269.1	XP_037869840.1
OG0005288	NP_001262843.1	XP_037876565.1, XP_004922133.2
OG0005289	NP_001033842.2	XP_004930704.1
OG0005290	NP_001162669.1, NP_996413.2	XP_037870925.1
OG0005291	NP_001303389.1	XP_004931617.1, XP_004931615.1, XP_037869839.1
OG0005292	NP_001262698.1	NP_001296465.1
OG0005293	NP_001262285.1	XP_004929649.1
OG0005294	NP_001015167.2	XP_037866657.1
OG0005295	NP_649476.1	XP_004923005.2
OG0005296	NP_523365.2	XP_037869087.1
OG0005297	NP_647765.1	XP_037873492.1
OG0005299	NP_001260333.1	XP_012551133.2
OG0005300	NP_001286874.1	XP_004930796.1
OG0005301	NP_001163454.1	XP_037870039.1
OG0005302	NP_649602.2	XP_004932467.1
OG0005303	NP_650115.1	XP_004927456.1
OG0005304	NP_001285979.1	XP_004932411.1
OG0005305	NP_001034002.1	XP_004928978.1
OG0005306	NP_001245510.1	NP_001157370.1, XP_012547749.1
OG0005307	NP_001260313.1	XP_037867065.1
OG0005308	NP_001163469.1	NP_001103795.1
OG0005309	NP_001163144.1	NP_001040119.1
OG0005310	NP_524825.1, NP_731868.1	XP_004933018.1
OG0005311	NP_611753.4	XP_004931600.2
OG0005312	NP_477066.2, NP_001261271.1	XP_004933708.1
OG0005313	NP_649242.1	XP_004929302.1
OG0005314	NP_995838.1	XP_004930753.1
OG0005315	NP_524827.1, NP_476957.1	XP_004933726.1
OG0005316	NP_001188708.1	XP_021204919.1
OG0005317	NP_477150.1	XP_037871980.1
OG0005318	NP_729844.1	XP_037869835.1
OG0005319	NP_649090.1	XP_004925215.2, XP_004926990.1
OG0005320	NP_001286703.1	XP_004924173.1
OG0005321	NP_609619.1	XP_004926255.1
OG0005323	NP_731932.1	XP_004921854.1
OG0005324	NP_001262040.1	XP_004922252.2
OG0005325	NP_001286056.1	XP_004929852.1
OG0005326	NP_001260013.1, NP_608812.3	XP_021203917.1
OG0005328	NP_608888.2	XP_004928173.1
OG0005330	NP_611552.1, NP_611453.2	XP_012552925.1
OG0005331	NP_001036374.1	XP_021208563.1
OG0005332	NP_723992.1	XP_037874313.1, NP_001040488.1
OG0005333	NP_572475.1	XP_004932327.1
OG0005334	NP_001284924.1	NP_001177772.1, XP_037872553.1
OG0005335	NP_524881.2	XP_012550206.2
OG0005336	NP_477405.1	XP_004923981.1
OG0005337	NP_727023.1	XP_004925075.1
OG0005338	NP_001286396.1	XP_012550647.2
OG0005339	NP_648337.1	XP_004932207.1
OG0005340	NP_609485.4	XP_012550056.1
OG0005341	NP_001261962.1	XP_012551485.1
OG0005342	NP_524900.1	XP_037869929.1
OG0005343	NP_001286300.1	XP_021203637.1
OG0005344	NP_651923.2	XP_037877418.1, XP_004923310.2
OG0005345	NP_610078.2	XP_004932575.1
OG0005346	NP_001262124.1	XP_037868881.1
OG0005347	NP_649640.1	NP_001129362.1, XP_012551627.1
OG0005348	NP_001188969.1	XP_012549776.1
OG0005349	NP_524191.1	NP_001116813.1
OG0005350	NP_001163295.1	XP_037871362.1
OG0005351	NP_524025.2	XP_004930941.1
OG0005352	NP_573247.2	XP_004927319.1
OG0005353	NP_649971.1	XP_037876424.1
OG0005354	NP_001263145.1	NP_001036846.1, XP_004930789.2
OG0005355	NP_609544.2	XP_004925590.1, XP_037870222.1
OG0005357	NP_001262564.1	XP_037876497.1
OG0005358	NP_001163387.2	XP_037866599.1
OG0005359	NP_610973.3	XP_012553420.1
OG0005360	NP_648211.1	XP_012552187.1, XP_037873969.1
OG0005361	NP_001261254.1	XP_037866493.1
OG0005362	NP_649084.1	XP_004931692.2
OG0005362	NP_610202.3	XP_021207349.2
OG0005363	NP_476652.1	XP_037876063.1
OG0005364	NP_001036652.1	NP_001040341.1
OG0005365	NP_523972.2	XP_037869283.1
OG0005366	NP_001287498.1	XP_004929466.1
OG0005367	NP_649033.1	XP_012545382.2
OG0005368	NP_001284810.1	XP_021206869.1, XP_004930921.1
OG0005369	NP_731675.1, NP_524463.2	NP_001037656.1
OG0005370	NP_609185.1	XP_021205372.2
OG0005372	NP_001247189.1	XP_004926589.2
OG0005373	NP_610513.2, NP_001097436.1	XP_037872635.1
OG0005374	NP_611351.1	XP_037870219.1
OG0005375	NP_647837.2	XP_012548425.2
OG0005376	NP_001097134.1	XP_012547826.1
OG0005377	NP_477392.1	NP_001037337.1
OG0005378	NP_523602.2	XP_012551245.2, XP_037872881.1
OG0005379	NP_001261069.1	XP_004924627.1
OG0005380	NP_001137931.1	XP_037870042.1, XP_037870043.1, XP_037870041.1
OG0005381	NP_001286472.1	XP_004933597.1
OG0005382	NP_001259088.1	XP_037872045.1
OG0005383	NP_651177.1	NP_001040331.1
OG0005384	NP_001286672.1	XP_012544186.1
OG0005385	NP_001259945.1	XP_004929306.2
OG0005386	NP_477469.1, NP_649980.1	XP_004932796.1
OG0005388	NP_477296.1	NP_001040188.1
OG0005389	NP_001285452.1	XP_004927461.1
OG0005390	NP_730427.1	XP_037868757.1
OG0005391	NP_724625.1	XP_012549057.1
OG0005392	NP_001014579.1	XP_037873689.1
OG0005393	NP_001261461.1	XP_004932478.1
OG0005394	NP_572273.2	XP_004927379.1
OG0005395	NP_652380.2	XP_021203207.1
OG0005396	NP_001246776.1	NP_001296496.1
OG0005398	NP_648767.1	XP_004929492.1
OG0005399	NP_569919.2	XP_004928480.1
OG0005400	NP_649239.1	XP_037869718.1
OG0005401	NP_649716.1, NP_573111.1	XP_004923220.1
OG0005402	NP_001189221.1	NP_001091812.1
OG0005403	NP_523931.1	NP_001091776.1
OG0005404	NP_523411.1, NP_649376.3	XP_004929237.1
OG0005405	NP_001027248.1	XP_004933183.1
OG0005406	NP_001286172.1	XP_012545209.1
OG0005407	NP_001285655.1	XP_012551520.1
OG0005408	NP_649868.1	XP_004925342.2
OG0005409	NP_001260250.1	XP_004929467.1
OG0005410	NP_001260026.1	XP_004931974.1
OG0005411	NP_001014547.1	XP_004926478.1
OG0005412	NP_001137769.2	XP_004929499.2
OG0005413	NP_573324.1, NP_573325.1	NP_001037640.2
OG0005414	NP_610090.1	XP_004923655.1
OG0005415	NP_729454.1	XP_004924651.1, XP_012544531.1
OG0005416	NP_001247010.1	XP_004928496.1, XP_004928498.1, NP_001036958.1
OG0005417	NP_001262394.1	XP_004925876.2
OG0005419	NP_001188678.1	XP_004928841.1
OG0005420	NP_001014460.1	XP_004930165.1
OG0005421	NP_650917.1	XP_004922212.1
OG0005423	NP_524220.1	XP_004922248.1
OG0005424	NP_001262009.1	XP_004931354.1
OG0005425	NP_001259491.1	XP_037872456.1
OG0005426	NP_001163080.1	XP_037876460.1
OG0005427	NP_649484.3	XP_037872410.1
OG0005428	NP_523984.1	NP_001036918.1
OG0005429	NP_477006.1	NP_001036991.1
OG0005430	NP_610284.1, NP_523847.2	XP_037877134.1
OG0005431	NP_523976.1	XP_004924293.1
OG0005432	NP_001262235.1	XP_004926598.2, XP_037877373.1
OG0005433	NP_001033975.2	XP_021207709.1
OG0005434	NP_648231.1	XP_037874903.1
OG0005435	NP_727796.1	XP_004932424.1
OG0005436	NP_001286089.1	XP_037874687.1, XP_004931999.1
