Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0003886	NP_724244.1	XP_011493478.1, XP_001653732.1
OG0003887	NP_476982.1	XP_021703871.1
OG0003888	NP_523797.1, NP_476814.1	XP_001655730.1
OG0003889	NP_610732.1	XP_021697630.1, XP_021697631.1
OG0003890	NP_649876.1	XP_001655215.2
OG0003891	NP_001263108.1	XP_021699581.1, XP_021699590.1
OG0003892	NP_001262069.1	XP_021695220.1, XP_001663598.1
OG0003893	NP_647757.2, NP_001259177.1	XP_021705123.1
OG0003894	NP_001246498.1	XP_021699376.1
OG0003895	NP_001259484.1	XP_021707813.1
OG0003896	NP_608837.2	XP_001655804.1
OG0003897	NP_001261947.1	XP_001651351.1
OG0003898	NP_647707.1	XP_001659598.2
OG0003899	NP_001097186.2, NP_650042.2	XP_001663037.1
OG0003900	NP_651578.1	XP_001659208.2, XP_001655211.2
OG0003901	NP_572401.2	XP_021703990.1, XP_021711911.1
OG0003902	NP_001246118.1	XP_021700599.1
OG0003903	NP_001261922.1	XP_001653972.2
OG0003904	NP_001262697.1	XP_001656005.2
OG0003905	NP_729888.1	XP_021709806.1
OG0003906	NP_001259961.1, NP_611200.2	XP_021709295.1
OG0003907	NP_569906.1	XP_021711081.1
OG0003908	NP_001260726.1	XP_001654758.1
OG0003909	NP_001247006.1	XP_021710690.1
OG0003910	NP_001246673.1	XP_021710831.1
OG0003912	NP_001097238.1	XP_021699757.1
OG0003913	NP_648549.1	XP_021696947.1, XP_021712521.1
OG0003914	NP_001356926.1	XP_001656235.1, XP_001651277.1
OG0003915	NP_001286055.1	XP_021711028.1
OG0003916	NP_611032.2	XP_021701480.1
OG0003917	NP_524287.1	XP_001657094.2
OG0003918	NP_524099.2	XP_021705412.1
OG0003919	NP_001188671.1	XP_021709379.1
OG0003920	NP_001287306.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	NP_001356957.1	XP_021695344.1
OG0003922	NP_609238.1	XP_001648170.1
OG0003923	NP_001263054.1	XP_001661544.2
OG0003924	NP_001245549.1	XP_001664268.2
OG0003925	NP_573225.1	XP_021694826.1, XP_021694825.1
OG0003926	NP_723576.1	XP_021707443.1, XP_001661261.1
OG0003927	NP_649067.2	XP_021709363.1, XP_021709357.1
OG0003928	NP_611175.1	XP_001659506.1
OG0003929	NP_001261060.1	XP_001656965.1
OG0003930	NP_726473.2	XP_001651241.1
OG0003931	NP_524417.1, NP_651961.1	XP_001649557.2
OG0003932	NP_001036655.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	NP_477445.1	XP_001652674.1
OG0003934	NP_648581.1	XP_001652176.1
OG0003935	NP_001287055.1	XP_021698972.1
OG0003936	NP_524483.1	XP_021708266.1
OG0003937	NP_611251.2	XP_021698472.1
OG0003938	NP_001262741.1	XP_001662656.2, XP_021711097.1
OG0003939	NP_001259461.1	XP_021697499.1
OG0003940	NP_650512.1	XP_021706762.1
OG0003941	NP_001259608.1	XP_001649065.1
OG0003942	NP_650530.2	XP_001648991.2
OG0003943	NP_649905.1	XP_001653215.1
OG0003944	NP_001261149.1	XP_001657769.1
OG0003945	NP_608585.1	XP_001661277.2
OG0003946	NP_647768.3	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	NP_651180.3	XP_021713347.1
OG0003948	NP_001286414.1	XP_021709456.1
OG0003950	NP_731494.1, NP_731495.1	XP_001654759.2
OG0003951	NP_996299.1	XP_001660822.1
OG0003952	NP_649594.1	XP_001655616.2
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_001651486.2
OG0003954	NP_611769.2, NP_001245708.1	XP_001662443.1
OG0003955	NP_001247152.1	XP_001650872.2
OG0003956	NP_477397.1	XP_021694075.1
OG0003957	NP_001261167.1	XP_001654781.1
OG0003958	NP_477224.1	XP_001657386.1
OG0003959	NP_001261183.1	XP_021695380.1, XP_001652653.1
OG0003960	NP_001097394.1	XP_021708194.1, XP_021708192.1
OG0003961	NP_610107.1	XP_021701277.1
OG0003962	NP_523811.1	XP_001658571.2
OG0003963	NP_611832.1	XP_001653821.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_001658987.1
OG0003965	NP_648590.1	XP_001660646.2
OG0003966	NP_001286169.1	XP_021700237.1
OG0003967	NP_649099.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	NP_610398.1	XP_001655741.1
OG0003969	NP_569880.1	XP_001658728.1
OG0003970	NP_001262490.1, NP_731657.2	XP_021699877.1, XP_001661549.2
OG0003971	NP_001285692.1	XP_021702399.1, XP_021702398.1
OG0003972	NP_611539.1	XP_021697872.1, XP_001657019.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	NP_651278.2	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	NP_649552.1	XP_021700863.1
OG0003976	NP_001246589.1	XP_021711605.1
OG0003977	NP_570081.2	XP_021706480.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_001648293.2
OG0003979	NP_611690.2	XP_001657457.1
OG0003980	NP_572722.2	XP_021703960.1, XP_021703966.1
OG0003981	NP_610429.2	XP_021701733.1
OG0003982	NP_609079.2	XP_021702400.1
OG0003983	NP_001137958.1	XP_021695542.1
OG0003984	NP_611900.1	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	NP_572747.1	XP_021697524.1
OG0003986	NP_511064.2	XP_001659292.1, XP_021701097.1
OG0003987	NP_001286391.1	XP_021707012.1, XP_021707013.1
OG0003988	NP_001163748.1	XP_021693736.1
OG0003989	NP_001163103.1	XP_021707503.1
OG0003990	NP_524448.3	XP_001649983.1
OG0003991	NP_524623.2	XP_021694587.1, XP_021694588.1
OG0003992	NP_573116.2	XP_021704895.1
OG0003993	NP_001287552.1	XP_021696098.1, XP_021694766.1
OG0003994	NP_001286707.1	XP_001660317.1, XP_021710154.1
OG0003995	NP_001284866.1	XP_021710853.1
OG0003996	NP_001259362.1, NP_650489.1	XP_001660743.2
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_001662649.1
OG0003998	NP_001162829.1	XP_021694307.1
OG0003999	NP_523723.1	XP_021702245.1
OG0004000	NP_001246063.1	XP_001662536.1
OG0004002	NP_001303384.1	XP_021699519.1
OG0004003	NP_001162933.1	XP_021701167.1, XP_021701164.1
OG0004004	NP_609954.1, NP_001286084.1	XP_001656875.1
OG0004005	NP_732452.1	XP_021707608.1, XP_021707609.1
OG0004006	NP_724569.1	XP_021696407.1, XP_021696416.1
OG0004008	NP_001097360.1	XP_001656312.1
OG0004009	NP_731065.1	XP_001656220.1
OG0004010	NP_572391.1	XP_021707149.1
OG0004011	NP_001260641.1	XP_021701665.1, XP_021712846.1
OG0004012	NP_001096948.2	XP_021705170.1
OG0004014	NP_572951.1	XP_021694510.1
OG0004016	NP_001189283.1	XP_021694471.1
OG0004017	NP_001286893.1	XP_021698858.1, XP_021698857.1
OG0004018	NP_728546.1	XP_021695618.1
OG0004019	NP_001097548.1	XP_001655401.2
OG0004020	NP_001287463.1	XP_001655666.1, XP_021712726.1
OG0004021	NP_001259691.1	XP_001662990.2
OG0004022	NP_001285276.1	XP_001655055.1, XP_001655054.1
OG0004023	NP_001285665.1	XP_001658989.1, XP_021708079.1
OG0004024	NP_001263051.1	XP_021709172.1
OG0004026	NP_524473.2	XP_001657095.2
OG0004027	NP_648926.3	XP_021698799.1
OG0004029	NP_001097121.1	XP_021702037.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_021710816.1
OG0004031	NP_524815.1	XP_021705674.1
OG0004033	NP_477436.1	XP_001653338.1
OG0004034	NP_609890.2	XP_001652388.2
OG0004035	NP_001285328.1	XP_021708965.1
OG0004036	NP_649324.1	XP_021706353.1
OG0004037	NP_001262772.1	XP_021698550.1
OG0004038	NP_001245836.1	XP_021709064.1
OG0004040	NP_001285092.1, NP_572658.2	XP_001653481.2
OG0004041	NP_647718.1	XP_001659977.2, XP_021712807.1
OG0004042	NP_523917.2	XP_001654734.1
OG0004043	NP_001259062.1	XP_001662270.2
OG0004044	NP_572373.1	XP_001659187.2
OG0004045	NP_523806.2, NP_524607.1	XP_021693403.1
OG0004046	NP_001189212.1	XP_021713261.1, XP_001652793.1
OG0004047	NP_649701.2	XP_021711741.1, XP_001659005.1
OG0004048	NP_001097680.1	XP_001656303.1
OG0004049	NP_610466.2	XP_001650438.2
OG0004050	NP_573088.1	XP_001656879.1
OG0004051	NP_573193.1, NP_650498.3	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	NP_001262451.1	XP_001663907.2
OG0004053	NP_001260958.1	XP_001651506.2
OG0004054	NP_001260969.1	XP_021706586.1
OG0004055	NP_649411.1	XP_001653319.2
OG0004056	NP_001259979.1	XP_021697096.1
OG0004058	NP_477114.1	XP_001651168.1, XP_001662502.1
OG0004059	NP_001261609.1	XP_001658170.1
OG0004060	NP_476576.1	XP_021694263.1, XP_001661813.2
OG0004061	NP_001285590.1	XP_021701067.1
OG0004062	NP_001245607.1	XP_021706861.1, XP_021705352.1
OG0004063	NP_001162975.1	XP_021700238.1
OG0004064	NP_001259152.1	XP_001651175.2
OG0004065	NP_001286823.1	XP_021700094.1
OG0004065	NP_001259234.1	XP_021706851.1
OG0004066	NP_573146.1	XP_021698932.1
OG0004067	NP_001261227.1	XP_021697462.1
OG0004068	NP_725626.1, NP_476863.1	XP_021711540.1
OG0004069	NP_001368995.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	NP_996010.2	XP_021699078.1
OG0004072	NP_572759.1	XP_021693098.1
OG0004073	NP_648318.2	XP_001650739.2
OG0004074	NP_001286846.1	XP_021697650.1
OG0004075	NP_788639.1	XP_021693331.1
OG0004076	NP_608550.1	XP_001659905.2
OG0004077	NP_650693.1	XP_001663942.2
OG0004078	NP_649890.1	XP_021712035.1, XP_021712781.1
OG0004079	NP_001137777.1	XP_021709183.1
OG0004080	NP_523890.2	XP_021695449.1
OG0004082	NP_001260586.1	XP_021700745.1, XP_021700746.1
OG0004083	NP_569978.1	XP_001653710.2
OG0004084	NP_001163332.2	XP_021708264.1
OG0004085	NP_001246647.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	NP_001138108.1	XP_021695343.1, XP_021695356.1
OG0004087	NP_001259779.1	XP_001649206.2
OG0004088	NP_723510.1	XP_001660898.2
OG0004089	NP_001260005.1	XP_021703126.1
OG0004090	NP_609643.2	XP_021700310.1
OG0004091	NP_609204.2	XP_001650913.1
OG0004092	NP_001285421.1	XP_021703553.1
OG0004093	NP_001259507.1	XP_021697845.1
OG0004094	NP_511152.2	XP_001655173.1
OG0004095	NP_477374.1	XP_021698148.1
OG0004096	NP_725637.1	XP_021710103.1
OG0004097	NP_001286067.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004098	NP_726437.2	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1
OG0004099	NP_650205.1	XP_001664263.1
OG0004100	NP_609183.1	XP_001656361.1
OG0004101	NP_723188.1	XP_021701507.1
OG0004102	NP_001262443.1	XP_021709149.1
OG0004103	NP_001027038.3	XP_021705130.1
OG0004104	NP_001096852.1, NP_001287489.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	NP_001260476.1	XP_021700485.1
OG0004106	NP_649461.2	XP_001652371.2
OG0004107	NP_647638.1	XP_001660065.2
OG0004108	NP_788735.1	XP_001657218.1, XP_021712293.1
OG0004110	NP_611023.1	XP_021697032.1
OG0004111	NP_523982.2	XP_001655070.1
OG0004112	NP_608410.2	XP_021709661.1
OG0004113	NP_524712.1	XP_001663319.1
OG0004114	NP_476905.1	XP_001662644.1
OG0004116	NP_651973.4	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	NP_648367.1	XP_021696853.1, XP_021696852.1
OG0004119	NP_651939.4	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	NP_001263153.1	XP_001657116.1
OG0004121	NP_523790.1	XP_001656967.1
OG0004122	NP_648520.1	XP_001654352.2
OG0004123	NP_001260855.1	XP_021702102.1
OG0004124	NP_523879.2, NP_728565.1	XP_021696283.1
OG0004125	NP_573215.1	XP_021713331.1
OG0004126	NP_001260594.1	XP_021700959.1
OG0004128	NP_001286068.1	XP_001653405.2
OG0004129	NP_001245829.1	XP_001657931.2
OG0004130	NP_001245938.1	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	NP_001285233.1	XP_021695153.1
OG0004133	NP_001259348.1	XP_001655872.2
OG0004137	NP_610611.1	XP_001660546.2
OG0004138	NP_001027221.1	XP_001653368.2
OG0004140	NP_476985.1	XP_001658910.1
OG0004141	NP_524372.1, NP_525036.2	XP_021697604.1, XP_021697605.1
OG0004143	NP_523942.2	XP_021697922.1
OG0004144	NP_001259820.1	XP_001660636.1
OG0004145	NP_001097306.2	XP_021711474.1, XP_021711462.1
OG0004146	NP_648847.3	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	NP_001014556.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	NP_001245598.1	XP_021695474.1
OG0004149	NP_572236.3	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	NP_649909.1	XP_001657872.2
OG0004151	NP_648032.1	XP_001660252.2
OG0004153	NP_001036757.1	XP_021710812.1
OG0004154	NP_611433.3, NP_651549.1	XP_021708287.1
OG0004155	NP_524453.1	XP_001659747.2
OG0004157	NP_610845.1	XP_001648926.2
OG0004158	NP_001261442.1	XP_021697776.1
OG0004159	NP_609541.1	XP_021696659.1
OG0004160	NP_610297.2	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	NP_001097114.2	XP_021704052.1
OG0004163	NP_001260044.1	XP_021703330.1
OG0004164	NP_001097850.3	XP_021708436.1
OG0004166	NP_610783.1	XP_021696643.1
OG0004167	NP_001245796.1	XP_021704404.1
OG0004168	NP_651717.1	XP_021700136.1, XP_021700137.1
OG0004169	NP_477088.2	XP_001659294.2
OG0004170	NP_001097606.1	XP_021709018.1
OG0004171	NP_611857.3	XP_001658828.2
OG0004172	NP_476845.2	XP_021698368.1
OG0004173	NP_001261621.2, NP_476855.1	XP_021696307.1
OG0004174	NP_001261172.1	XP_021697258.1, XP_021712125.1
OG0004175	NP_001369072.1	XP_001660585.2
OG0004176	NP_001246184.1	XP_021695406.1
OG0004177	NP_001260615.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004178	NP_001027420.2	XP_021698068.1
OG0004180	NP_001162639.2	XP_021701672.1, XP_021701666.1
OG0004181	NP_477219.1	XP_001658430.1
OG0004182	NP_610116.2	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	NP_001260578.1	XP_001658696.2
OG0004184	NP_477022.1	XP_001651509.2
OG0004186	NP_001097184.2	XP_021703840.1, XP_021703844.1
OG0004187	NP_651004.1	XP_001648740.2
OG0004188	NP_608524.1	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	NP_648455.2	XP_021695382.1
OG0004190	NP_001096996.1	XP_021710607.1, XP_021710601.1
OG0004191	NP_001261503.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	NP_651851.1	XP_001655788.1
OG0004193	NP_001163275.2	XP_021698177.1, XP_021711832.1
OG0004194	NP_001261636.1	XP_021706246.1
OG0004195	NP_001303365.1	XP_021698011.1, XP_001661088.1
OG0004196	NP_572860.2	XP_001648560.2
OG0004197	NP_523924.1	XP_001649548.1
OG0004198	NP_652562.2	XP_021700917.1, XP_001650144.1
OG0004199	NP_001259983.1	XP_001650421.1
OG0004200	NP_523711.3, NP_524289.1, NP_996069.1, NP_524348.2, NP_524281.1, NP_524280.2, NP_524279.2, NP_524005.2, NP_524018.2, NP_524414.2	XP_021710207.1, XP_001662355.3
OG0004201	NP_651849.1	XP_001650884.2, XP_021696253.1
OG0004202	NP_001260133.1	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	NP_648267.1	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004205	NP_608637.1	XP_001652290.1, XP_021712674.1
OG0004206	NP_610556.1	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_001655224.2, XP_021712076.1
OG0004208	NP_611913.1, NP_650160.1, NP_610779.1, NP_650832.1, NP_647993.2, NP_647992.1, NP_650828.1, NP_650829.1, NP_650831.1, NP_650830.1, NP_611518.1, NP_611517.1	XP_001662062.1, XP_001662046.1, XP_001662045.1, XP_001661092.2, XP_021698340.1, XP_001662566.2, XP_001656165.1, XP_001661093.2, XP_001662564.2, XP_021711965.1, XP_001656167.2
OG0004209	NP_001287316.1	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004210	NP_611540.1, NP_723119.1	XP_021697871.1, XP_001657018.1
OG0004211	NP_726630.2	XP_021713256.1, XP_001657357.1
OG0004212	NP_001260087.1	XP_001658305.2
OG0004213	NP_649590.1	XP_001658321.2
OG0004214	NP_524783.1	XP_021712601.1, XP_021706408.1
OG0004214	NP_001262446.1	XP_001658473.2
OG0004215	NP_001260417.1	XP_021700475.1, XP_021700473.1, XP_001658583.2
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_001659576.1
OG0004219	NP_648343.1	XP_001661470.1
OG0004220	NP_477041.1	XP_001663145.1
OG0004221	NP_727523.1	XP_021709433.1, XP_021710206.1, XP_001663370.3, XP_001663374.3, XP_021710138.1, XP_021710142.1, XP_021710141.1, XP_021707173.1, XP_021708300.1, XP_011493411.2, XP_011493409.2
OG0004222	NP_611021.1	XP_011493613.1
OG0004224	NP_001189250.2	XP_021693593.1
OG0004225	NP_650989.6	XP_021694422.1
OG0004226	NP_001286529.1, NP_650027.1	XP_021695384.1
OG0004228	NP_001284939.1	XP_021696503.1
OG0004229	NP_001163414.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004230	NP_001261376.1	XP_021697309.1
OG0004231	NP_001368969.1	XP_021697905.1, XP_021697911.1
OG0004232	NP_001262107.1	XP_021697931.1
OG0004234	NP_610253.1	XP_021698467.1, XP_021698466.1
OG0004236	NP_001369050.1	XP_021699414.1
OG0004237	NP_001285677.1, NP_609042.1	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	NP_724428.1	XP_021701490.1
OG0004239	NP_001260558.1	XP_021702967.1, XP_021702966.1, XP_021702965.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_021703094.1
OG0004241	NP_001303313.1	XP_021703334.1, XP_021703336.1
OG0004242	NP_001356934.1	XP_021703663.1
OG0004243	NP_648724.1	XP_021704717.1
OG0004244	NP_727768.1	XP_021705087.1
OG0004245	NP_001097964.1	XP_021706024.1
OG0004246	NP_001014610.1	XP_021706303.1
OG0004247	NP_001260710.1	XP_021706306.1
OG0004248	NP_001137610.1	XP_021706483.1
OG0004249	NP_610325.1	XP_021713150.1
OG0004251	NP_001259575.1	XP_021713268.1
OG0004275	NP_001287569.1	XP_001655929.1
OG0004276	NP_523774.1	XP_001652207.1, XP_021712520.1
OG0004277	NP_523975.1	XP_021696259.1
OG0004278	NP_524315.2	XP_021705595.1
OG0004279	NP_650333.1, NP_648622.1	XP_001657881.1, XP_021707576.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_001659012.2
OG0004281	NP_001188972.1	XP_001664110.1
OG0004282	NP_001097151.1	XP_021694823.1
OG0004282	NP_001285794.1	XP_001656140.1
OG0004283	NP_001287481.1	XP_001659022.1
OG0004284	NP_001245404.1	XP_021710111.1, XP_001663344.1
OG0004285	NP_724783.1	XP_001653603.2
OG0004286	NP_001246362.1	XP_001651008.2
OG0004287	NP_001188682.1, NP_570087.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	NP_572478.1	XP_001658846.2, XP_021708097.1
OG0004289	NP_650780.1	XP_001651805.1
OG0004290	NP_001261742.1	XP_001659703.1
OG0004291	NP_650301.1	XP_001664093.2
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_021706771.1
OG0004293	NP_730662.2	XP_001650411.1, XP_021711780.1
OG0004294	NP_001262039.1	XP_001656350.2
OG0004296	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_001654757.1
OG0004297	NP_524938.1	XP_001653395.1
OG0004298	NP_524779.1	XP_001651349.2
OG0004299	NP_001137795.2	XP_001656180.2
OG0004300	NP_001287572.1	XP_001660939.2
OG0004301	NP_001285193.1	XP_001658935.1
OG0004302	NP_648377.1	XP_001652183.1
OG0004303	NP_001260495.1	XP_001652686.1
OG0004304	NP_001260293.1	XP_001656680.1
OG0004305	NP_001259881.1	XP_001660489.1
OG0004306	NP_001262472.1	XP_001653486.1
OG0004307	NP_001188689.2	XP_021705626.1
OG0004308	NP_524051.1	XP_001664205.1
OG0004309	NP_001245541.1	XP_001658619.1
OG0004310	NP_001137770.1	XP_001658194.1, XP_021712903.1
OG0004311	NP_001246045.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	NP_001261435.1	XP_021712733.1, XP_001657253.1
OG0004313	NP_001285137.1	XP_001655473.2, XP_021697582.1
OG0004314	NP_001285543.1	XP_021704009.1, XP_001652825.1
OG0004315	NP_647792.1	XP_001661080.1
OG0004316	NP_001263104.1	XP_021693346.1
OG0004317	NP_001286731.1	XP_001656820.1
OG0004318	NP_001286506.1	XP_001657499.1
OG0004320	NP_731523.1	XP_021709548.1
OG0004321	NP_611092.2	XP_001652958.1
OG0004322	NP_001163347.1	XP_001649547.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_021711912.1, XP_001652016.1
OG0004324	NP_001286410.1	XP_001656190.1
OG0004325	NP_524275.1	XP_001649513.2
OG0004326	NP_610463.2	XP_001648995.1
OG0004327	NP_524452.4	XP_001662462.1
OG0004328	NP_724834.1	XP_001664262.1
OG0004329	NP_001259822.1	XP_001656939.1, XP_001650193.1
OG0004330	NP_649676.1	XP_021693781.1
OG0004331	NP_647991.1	XP_021698783.1
OG0004332	NP_650987.1	XP_001655319.2
OG0004333	NP_524260.1, NP_477414.1	XP_001658903.1
OG0004334	NP_001163571.1, NP_649912.1	XP_001653781.1
OG0004335	NP_610220.1	XP_001651814.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_001656487.1
OG0004337	NP_001261269.1	XP_021697366.1
OG0004338	NP_609845.1	XP_001655524.2
OG0004339	NP_649908.1	XP_021710248.1, XP_001657873.2
OG0004340	NP_001286348.1	XP_001656607.2
OG0004341	NP_609351.1	XP_021701400.1, XP_021701401.1
OG0004342	NP_001097058.1	XP_001648836.1
OG0004343	NP_001097094.1	XP_021703324.1
OG0004344	NP_001259272.1	XP_001648846.1
OG0004345	NP_649252.1	XP_021712993.1, XP_021711958.1
OG0004346	NP_609805.1	XP_021707203.1
OG0004347	NP_524207.1	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_001664201.1
OG0004349	NP_611559.1	XP_001656966.1
OG0004350	NP_001285449.1	XP_001658904.1
OG0004351	NP_525119.1	XP_021697651.1
OG0004352	NP_649028.3	XP_001659518.1
OG0004353	NP_001285310.1	XP_001656164.1
OG0004354	NP_001287035.1	XP_021704179.1
OG0004355	NP_536744.2	XP_001657692.1
OG0004356	NP_611425.1	XP_001654808.1
OG0004357	NP_572562.1	XP_021700479.1
OG0004358	NP_001286503.1	XP_001649850.1, XP_021712765.1
OG0004359	NP_001189211.1	XP_021697723.1
OG0004360	NP_650056.1	XP_001647945.1
OG0004361	NP_650673.1	XP_001656971.1
OG0004362	NP_001262304.1	XP_001660960.2
OG0004363	NP_001261322.1	XP_001658335.2
OG0004365	NP_648494.2	XP_001661687.2
OG0004366	NP_523476.1	XP_001655972.2
OG0004367	NP_732020.2	XP_001660555.2, XP_021711993.1
OG0004368	NP_524318.1	XP_001658631.2, XP_021712702.1
OG0004369	NP_523582.4	XP_021700391.1
OG0004370	NP_001138143.2	XP_021701744.1
OG0004371	NP_648188.2	XP_021699003.1
OG0004372	NP_001262726.1	XP_001648499.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_001654807.1
OG0004374	NP_001303568.1	XP_001656613.1
OG0004375	NP_608830.3	XP_001657795.1
OG0004376	NP_647775.1	XP_021697979.1
OG0004377	NP_001138105.1	XP_021709505.1
OG0004378	NP_001137873.1	XP_001650427.2
OG0004379	NP_001285662.1	XP_001654135.1
OG0004381	NP_001260780.1	XP_001660886.2
