Orthogroup	Drosophila_melanogaster	Nasonia_vitripennis
OG0003879	NP_647918.2	NP_001161325.1
OG0003880	NP_572535.1	XP_031780717.1
OG0003882	NP_001162627.1	XP_008212464.1
OG0003883	NP_573251.1	XP_001605850.1
OG0003884	NP_572907.1	XP_016845791.1
OG0003886	NP_724244.1	XP_032456603.1, XP_032456602.1, XP_001606725.1
OG0003887	NP_476982.1	XP_001602715.1, XP_016838598.1
OG0003888	NP_523797.1, NP_476814.1	XP_016842445.2
OG0003889	NP_610732.1	XP_001605301.2
OG0003890	NP_649876.1	XP_016844583.1, XP_031777735.1
OG0003891	NP_001263108.1	XP_016843213.1
OG0003892	NP_001262069.1	XP_008217952.1
OG0003893	NP_647757.2, NP_001259177.1	XP_001601138.1
OG0003894	NP_001246498.1	XP_003425380.1
OG0003895	NP_001259484.1	XP_008212061.1, XP_031779657.1
OG0003896	NP_608837.2	XP_001604737.1
OG0003897	NP_001261947.1	XP_008210220.1, XP_001603720.2
OG0003898	NP_647707.1	XP_001599188.1
OG0003899	NP_001097186.2, NP_650042.2	XP_016843711.1
OG0003900	NP_651578.1	XP_001608210.1
OG0003901	NP_572401.2	XP_031785207.1
OG0003902	NP_001246118.1	XP_008215722.2
OG0003903	NP_001261922.1	XP_031784198.1
OG0003904	NP_001262697.1	XP_031779362.1
OG0003905	NP_729888.1	XP_008204558.1
OG0003906	NP_001259961.1, NP_611200.2	XP_001602761.1
OG0003907	NP_569906.1	XP_003425125.1, XP_003425126.1, XP_016842128.1
OG0003908	NP_001260726.1	XP_031780857.1
OG0003909	NP_001247006.1	NP_001135810.2
OG0003910	NP_001246673.1	XP_008203776.1
OG0003911	NP_001261606.1	XP_001604067.1
OG0003912	NP_001097238.1	XP_032457402.1, NP_001136343.1
OG0003913	NP_648549.1	XP_016840536.1
OG0003914	NP_001356926.1	XP_001603457.2
OG0003915	NP_001286055.1	XP_008212677.1, XP_008212678.1, XP_032452641.1
OG0003916	NP_611032.2	XP_016838984.1
OG0003917	NP_524287.1	XP_016840883.2, XP_031784364.1
OG0003918	NP_524099.2	XP_001602680.2, XP_001606357.1
OG0003919	NP_001188671.1	XP_031788772.1, XP_031788774.1
OG0003920	NP_001287306.1	XP_031784392.1
OG0003921	NP_001356957.1	XP_001603787.2
OG0003922	NP_609238.1	XP_031783835.1
OG0003923	NP_001263054.1	XP_001607684.1
OG0003924	NP_001245549.1	XP_001603527.1, XP_032455503.1
OG0003925	NP_573225.1	XP_032453859.1, XP_016839114.1
OG0003926	NP_723576.1	XP_016844808.1
OG0003927	NP_649067.2	XP_001607778.2
OG0003928	NP_611175.1	XP_031788167.1
OG0003929	NP_001261060.1	XP_001599684.2
OG0003930	NP_726473.2	NP_001180379.1, XP_031783895.1
OG0003931	NP_524417.1, NP_651961.1	XP_031781591.2
OG0003932	NP_001036655.1	XP_032456563.1
OG0003933	NP_477445.1	XP_001604026.2
OG0003934	NP_648581.1	XP_001602366.1
OG0003935	NP_001287055.1	XP_001599933.1
OG0003936	NP_524483.1	NP_001166022.1
OG0003937	NP_611251.2	XP_001603810.1
OG0003939	NP_001259461.1	XP_031784091.1
OG0003941	NP_001259608.1	XP_001604659.1
OG0003942	NP_650530.2	XP_031788299.1, XP_008201939.1
OG0003943	NP_649905.1	XP_031778150.1, XP_001607178.1
OG0003944	NP_001261149.1	XP_016842708.1
OG0003945	NP_608585.1	XP_001607235.2
OG0003946	NP_647768.3	XP_001604515.2
OG0003947	NP_651180.3	XP_031784475.1, XP_001606959.2
OG0003948	NP_001286414.1	XP_008205358.1, XP_001599525.2
OG0003951	NP_996299.1	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0003952	NP_649594.1	XP_008213699.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_016842398.1
OG0003954	NP_611769.2, NP_001245708.1	XP_031782232.1
OG0003955	NP_001247152.1	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1
OG0003956	NP_477397.1	XP_001603275.1
OG0003957	NP_001261167.1	XP_032456178.1, XP_008207103.1
OG0003958	NP_477224.1	XP_016841676.1, XP_001605089.1, XP_008203492.1
OG0003959	NP_001261183.1	XP_031789102.1
OG0003960	NP_001097394.1	XP_016840614.1
OG0003961	NP_610107.1	XP_031777021.1, XP_001602871.1
OG0003962	NP_523811.1	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1
OG0003963	NP_611832.1	XP_001599604.1, XP_032455082.1, XP_008204468.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_031789582.1
OG0003965	NP_648590.1	XP_001600405.1
OG0003966	NP_001286169.1	XP_008215949.1, XP_032456976.1
OG0003967	NP_649099.1	NP_001180248.1, XP_031789176.1
OG0003968	NP_610398.1	XP_031780651.1
OG0003969	NP_569880.1	XP_003424109.1
OG0003970	NP_001262490.1, NP_731657.2	XP_008215765.1
OG0003971	NP_001285692.1	XP_016841853.1
OG0003972	NP_611539.1	XP_001607161.1, XP_032455796.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_016839124.1
OG0003974	NP_651278.2	XP_001606425.1
OG0003975	NP_649552.1	XP_016838144.1, XP_008209983.1
OG0003976	NP_001246589.1	XP_008209822.1
OG0003977	NP_570081.2	XP_003424644.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_008217446.1, XP_008217449.1
OG0003979	NP_611690.2	XP_016839158.1
OG0003980	NP_572722.2	XP_016841684.1
OG0003981	NP_610429.2	XP_001605378.1
OG0003982	NP_609079.2	XP_001604665.2
OG0003983	NP_001137958.1	XP_016840341.1
OG0003984	NP_611900.1	XP_016838680.1
OG0003985	NP_572747.1	XP_016843789.1
OG0003986	NP_511064.2	XP_008212807.1
OG0003988	NP_001163748.1	XP_016840638.1
OG0003989	NP_001163103.1	XP_001600219.1
OG0003990	NP_524448.3	XP_001600651.4
OG0003991	NP_524623.2	XP_031781825.1
OG0003992	NP_573116.2	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1
OG0003993	NP_001287552.1	XP_003427563.1
OG0003994	NP_001286707.1	XP_001606587.2
OG0003995	NP_001284866.1	XP_008202579.1, XP_031782684.1
OG0003996	NP_001259362.1, NP_650489.1	XP_001599706.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_031787536.1
OG0003998	NP_001162829.1	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1
OG0003999	NP_523723.1	XP_031784818.1
OG0004000	NP_001246063.1	XP_008208849.1, XP_008208852.1
OG0004002	NP_001303384.1	XP_031780754.1
OG0004003	NP_001162933.1	XP_031778320.1, NP_001128398.1
OG0004004	NP_609954.1, NP_001286084.1	XP_001605965.2
OG0004006	NP_724569.1	XP_016841690.1
OG0004008	NP_001097360.1	XP_001599343.1
OG0004009	NP_731065.1	XP_008214625.2
OG0004010	NP_572391.1	XP_001604761.1, XP_031787377.1
OG0004011	NP_001260641.1	NP_001128397.1
OG0004014	NP_572951.1	XP_001604608.1
OG0004016	NP_001189283.1	XP_016840201.1
OG0004018	NP_728546.1	NP_001153352.1
OG0004020	NP_001287463.1	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1
OG0004021	NP_001259691.1	XP_031788201.1
OG0004022	NP_001285276.1	XP_001602536.2
OG0004023	NP_001285665.1	XP_016840458.1, XP_008211879.1
OG0004024	NP_001263051.1	XP_008215963.3
OG0004026	NP_524473.2	XP_031785462.1
OG0004027	NP_648926.3	XP_031788090.1
OG0004029	NP_001097121.1	XP_008203443.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_001605416.2
OG0004031	NP_524815.1	NP_001127865.1, XP_008215058.1
OG0004033	NP_477436.1	XP_031778770.1
OG0004034	NP_609890.2	XP_008202984.2
OG0004035	NP_001285328.1	XP_031777383.1
OG0004036	NP_649324.1	NP_001154941.1
OG0004037	NP_001262772.1	XP_031782562.1, XP_003425729.1, XP_032453962.1
OG0004038	NP_001245836.1	NP_001177683.1
OG0004040	NP_001285092.1, NP_572658.2	XP_001603862.2
OG0004041	NP_647718.1	XP_016845251.2
OG0004042	NP_523917.2	XP_001604213.2
OG0004043	NP_001259062.1	XP_008206874.1
OG0004044	NP_572373.1	XP_016838165.1
OG0004045	NP_523806.2, NP_524607.1	XP_016836951.1, XP_001606356.3
OG0004046	NP_001189212.1	XP_001603173.2
OG0004047	NP_649701.2	XP_001600592.2
OG0004048	NP_001097680.1	XP_031777304.1, NP_001177864.1
OG0004049	NP_610466.2	XP_032452297.1
OG0004050	NP_573088.1	XP_001603020.2
OG0004051	NP_573193.1, NP_650498.3	XP_001608249.1
OG0004052	NP_001262451.1	XP_016845489.1
OG0004053	NP_001260958.1	XP_031778546.1, XP_031778544.1
OG0004054	NP_001260969.1	XP_031784005.1, XP_031784006.1
OG0004055	NP_649411.1	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1
OG0004056	NP_001259979.1	XP_001603552.2, XP_008204855.1
OG0004058	NP_477114.1	XP_001606271.1
OG0004059	NP_001261609.1	XP_031785059.1
OG0004060	NP_476576.1	XP_031785744.1
OG0004061	NP_001285590.1	XP_031787694.1
OG0004062	NP_001245607.1	XP_016841399.2
OG0004064	NP_001259152.1	XP_008216636.1, XP_031783348.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_001606507.1
OG0004066	NP_573146.1	XP_016844841.1, XP_001606694.2, XP_016843304.1
OG0004067	NP_001261227.1	XP_008211366.1, XP_008211367.1
OG0004068	NP_725626.1, NP_476863.1	XP_008203406.1
OG0004069	NP_001368995.1	NP_001128396.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_001601722.2
OG0004071	NP_996010.2	XP_008217957.1
OG0004072	NP_572759.1	XP_008203027.1
OG0004074	NP_001286846.1	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1
OG0004075	NP_788639.1	XP_001604692.2
OG0004076	NP_608550.1	XP_001604296.2
OG0004077	NP_650693.1	XP_001601474.2
OG0004078	NP_649890.1	XP_032451739.1, XP_031780405.1
OG0004079	NP_001137777.1	XP_008206303.2
OG0004080	NP_523890.2	XP_016838810.1, NP_001135927.1
OG0004082	NP_001260586.1	XP_016842419.1, XP_016842427.1
OG0004083	NP_569978.1	XP_031781602.1
OG0004084	NP_001163332.2	XP_001606474.1
OG0004085	NP_001246647.1	XP_031780572.1
OG0004086	NP_001138108.1	XP_003424817.2
OG0004087	NP_001259779.1	XP_008208483.1
OG0004088	NP_723510.1	XP_003424439.1
OG0004089	NP_001260005.1	XP_031788431.1
OG0004090	NP_609643.2	XP_001600099.2
OG0004091	NP_609204.2	XP_001605789.2
OG0004092	NP_001285421.1	XP_001605784.1
OG0004093	NP_001259507.1	XP_031788454.1
OG0004094	NP_511152.2	XP_016845931.1
OG0004095	NP_477374.1	XP_031788697.1
OG0004096	NP_725637.1	XP_031787923.1
OG0004097	NP_001286067.1	XP_016843925.1
OG0004098	NP_726437.2	XP_008204870.1
OG0004099	NP_650205.1	XP_008205252.1, XP_032453918.1, XP_008205254.1
OG0004101	NP_723188.1	XP_008208094.1
OG0004102	NP_001262443.1	XP_031778512.1
OG0004103	NP_001027038.3	XP_031778279.1
OG0004104	NP_001096852.1, NP_001287489.1	NP_001177975.1
OG0004106	NP_649461.2	XP_031782439.1
OG0004107	NP_647638.1	XP_032457457.1, XP_016837563.1
OG0004108	NP_788735.1	XP_001605857.2
OG0004109	NP_523920.1	XP_003425769.1
OG0004110	NP_611023.1	XP_008211643.1
OG0004111	NP_523982.2	XP_008213931.1
OG0004112	NP_608410.2	XP_031778438.1
OG0004113	NP_524712.1	XP_001607422.1
OG0004114	NP_476905.1	XP_001605199.1
OG0004116	NP_651973.4	XP_003427220.1
OG0004119	NP_651939.4	XP_008206880.1
OG0004120	NP_001263153.1	XP_008206649.1, XP_016840794.1
OG0004121	NP_523790.1	XP_008210584.1
OG0004122	NP_648520.1	XP_032452805.1
OG0004123	NP_001260855.1	XP_016841709.1
OG0004124	NP_523879.2, NP_728565.1	XP_031787946.1
OG0004125	NP_573215.1	XP_008213676.1, XP_032453675.1, XP_008213675.1
OG0004126	NP_001260594.1	XP_016840014.1
OG0004128	NP_001286068.1	XP_032452038.1
OG0004129	NP_001245829.1	XP_008215324.1
OG0004130	NP_001245938.1	XP_008214637.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_016836927.1
OG0004132	NP_001285233.1	XP_008211679.1
OG0004133	NP_001259348.1	XP_008210128.1
OG0004137	NP_610611.1	XP_003426654.1
OG0004138	NP_001027221.1	XP_032452114.1, XP_031776739.2, XP_031776738.1
OG0004139	NP_001262795.1	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1
OG0004140	NP_476985.1	XP_032453602.1, NP_001161451.1
OG0004141	NP_524372.1, NP_525036.2	XP_003426328.1
OG0004142	NP_723952.2	XP_031778046.1
OG0004143	NP_523942.2	XP_031784809.1
OG0004144	NP_001259820.1	XP_001602781.1
OG0004145	NP_001097306.2	XP_016837587.3
OG0004146	NP_648847.3	XP_008206898.1
OG0004147	NP_001014556.1	XP_001605981.2
OG0004148	NP_001245598.1	XP_016840267.1
OG0004149	NP_572236.3	XP_016843556.1
OG0004150	NP_649909.1	NP_001153358.1, XP_031779936.1
OG0004151	NP_648032.1	XP_001604522.2
OG0004153	NP_001036757.1	XP_032455777.1
OG0004155	NP_524453.1	XP_001605287.1
OG0004157	NP_610845.1	XP_008212514.1
OG0004158	NP_001261442.1	XP_016845282.1, XP_008214878.1, XP_031786531.1
OG0004160	NP_610297.2	XP_031784923.1
OG0004161	NP_610792.2	XP_016841504.1, XP_003426623.2
OG0004162	NP_001097114.2	XP_031779238.1
OG0004163	NP_001260044.1	XP_001607004.3
OG0004164	NP_001097850.3	XP_031777702.1
OG0004166	NP_610783.1	XP_003424069.1
OG0004167	NP_001245796.1	XP_031788104.1
OG0004168	NP_651717.1	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2
OG0004169	NP_477088.2	XP_001602491.2
OG0004170	NP_001097606.1	XP_008202160.1
OG0004171	NP_611857.3	XP_001602244.1
OG0004172	NP_476845.2	XP_016840931.1
OG0004173	NP_001261621.2, NP_476855.1	XP_001600998.4
OG0004174	NP_001261172.1	XP_031785454.1
OG0004175	NP_001369072.1	XP_032454099.1, XP_001605514.1
OG0004177	NP_001260615.1	NP_001123296.1, XP_008212386.1
OG0004178	NP_001027420.2	XP_031779309.1
OG0004180	NP_001162639.2	XP_031778197.1
OG0004181	NP_477219.1	XP_001601897.1
OG0004182	NP_610116.2	XP_016843920.1
OG0004183	NP_001260578.1	XP_008210993.1
OG0004184	NP_477022.1	NP_001154957.1, XP_031784199.1, XP_031784200.1
OG0004186	NP_001097184.2	XP_031777165.1
OG0004187	NP_651004.1	XP_031783322.1
OG0004188	NP_608524.1	XP_001608003.2
OG0004189	NP_648455.2	XP_031778818.1
OG0004190	NP_001096996.1	XP_001600658.1
OG0004191	NP_001261503.1	XP_001606740.2
OG0004192	NP_651851.1	XP_003425426.1
OG0004193	NP_001163275.2	XP_031777646.1, XP_031781952.1
OG0004195	NP_001303365.1	XP_001599294.1
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_001602923.1
OG0004197	NP_523924.1	XP_008213962.2
OG0004198	NP_652562.2	XP_008202155.1
OG0004201	NP_651849.1	XP_008214961.1
OG0004202	NP_001260133.1	XP_016839855.1
OG0004203	NP_648267.1	XP_001602445.1
OG0004205	NP_608637.1	XP_016841539.1
OG0004206	NP_610556.1	XP_031785002.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_008205463.2
OG0004209	NP_001287316.1	XP_016845478.1
OG0004210	NP_611540.1, NP_723119.1	XP_016837841.1
OG0004211	NP_726630.2	XP_031787943.1, XP_031787941.1
OG0004212	NP_001260087.1	XP_016836989.1, NP_001162020.1
OG0004213	NP_649590.1	XP_001608222.3
OG0004214	NP_524783.1, NP_001262446.1	XP_001601026.2
OG0004215	NP_001260417.1	XP_001606189.2, XP_008217818.1
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_032451799.1
OG0004219	NP_648343.1	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1
OG0004220	NP_477041.1	XP_016837607.1, XP_008204292.1
OG0004222	NP_611021.1	XP_031778595.1, XP_032453535.1, XP_031778596.1
OG0004224	NP_001189250.2	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1
OG0004225	NP_650989.6	XP_016839287.1, XP_001605576.2
OG0004228	NP_001284939.1	XP_001607781.1
OG0004229	NP_001163414.1	XP_032454486.1, XP_016839267.1, XP_001605909.1
OG0004230	NP_001261376.1	XP_008212759.1
OG0004231	NP_001368969.1	XP_031777323.1
OG0004232	NP_001262107.1	XP_008214659.1
OG0004236	NP_001369050.1	XP_032452052.1
OG0004237	NP_001285677.1, NP_609042.1	XP_031777130.1
OG0004238	NP_724428.1	XP_016842762.1
OG0004239	NP_001260558.1	XP_031778514.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_003424798.1
OG0004241	NP_001303313.1	XP_031786546.1
OG0004242	NP_001356934.1	XP_001602639.2, XP_008210336.1
OG0004243	NP_648724.1	XP_001605015.1
OG0004244	NP_727768.1	XP_016844477.1, XP_016844479.1, XP_016844480.1
OG0004245	NP_001097964.1	XP_001601787.1
OG0004247	NP_001260710.1	XP_031786686.1, XP_031786683.1
OG0004248	NP_001137610.1	XP_031782605.1
OG0004251	NP_001259575.1	XP_001603329.2
OG0004252	NP_001246441.1	XP_008204076.1
OG0004253	NP_722629.1	XP_008207398.1, XP_008207406.1, XP_032456145.1
OG0004258	NP_001286256.1	XP_008209599.2
OG0004264	NP_001188568.1	XP_008204877.1
OG0004275	NP_001287569.1	XP_008212869.1, XP_016836745.1
OG0004276	NP_523774.1	XP_001607320.1
OG0004277	NP_523975.1	XP_016840872.2
OG0004278	NP_524315.2	XP_001599263.1
OG0004279	NP_650333.1, NP_648622.1	XP_001599992.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_031782297.1, XP_032454591.1
OG0004281	NP_001188972.1	XP_031786924.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_032453267.1
OG0004283	NP_001287481.1	XP_001599651.1
OG0004284	NP_001245404.1	XP_001601315.1
OG0004285	NP_724783.1	XP_001599436.1
OG0004286	NP_001246362.1	XP_001604624.2
OG0004287	NP_001188682.1, NP_570087.1	XP_001599521.1
OG0004288	NP_572478.1	XP_001601679.2
OG0004290	NP_001261742.1	NP_001165796.1
OG0004291	NP_650301.1	XP_031785552.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_031786281.1
OG0004293	NP_730662.2	XP_001604605.1
OG0004294	NP_001262039.1	XP_032457630.1
OG0004296	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_001600237.1
OG0004297	NP_524938.1	XP_001604116.2
OG0004298	NP_524779.1	XP_003424726.1
OG0004299	NP_001137795.2	XP_001600672.1
OG0004300	NP_001287572.1	NP_001177991.1
OG0004301	NP_001285193.1	XP_001608106.1
OG0004302	NP_648377.1	XP_003425853.1
OG0004303	NP_001260495.1	XP_031780147.1
OG0004304	NP_001260293.1	XP_008214316.1
OG0004305	NP_001259881.1	XP_001600591.1
OG0004306	NP_001262472.1	NP_001164371.1, XP_031789334.1
OG0004307	NP_001188689.2	XP_001607671.1, XP_003426362.1
OG0004308	NP_524051.1	XP_001599029.1
OG0004309	NP_001245541.1	XP_001607296.1
OG0004310	NP_001137770.1	NP_001165800.1
OG0004311	NP_001246045.1	XP_001608041.1
OG0004312	NP_001261435.1	XP_032458141.1, XP_001606354.1
OG0004313	NP_001285137.1	XP_001602517.1
OG0004314	NP_001285543.1	XP_031788134.1, XP_031788135.1
OG0004315	NP_647792.1	XP_008210868.1, XP_031784270.1, XP_032457040.1
OG0004316	NP_001263104.1	XP_032455884.1, NP_001166224.1
OG0004317	NP_001286731.1	XP_003427491.1
OG0004318	NP_001286506.1	XP_001599931.4
OG0004320	NP_731523.1	XP_016845182.1
OG0004321	NP_611092.2	XP_001605340.1
OG0004322	NP_001163347.1	XP_001601986.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_016839905.1
OG0004324	NP_001286410.1	XP_001600581.1
OG0004325	NP_524275.1	XP_001605669.5
OG0004326	NP_610463.2	XP_001606816.2
OG0004327	NP_524452.4	XP_016840702.1
OG0004328	NP_724834.1	XP_031781845.1
OG0004329	NP_001259822.1	XP_001602423.1
OG0004330	NP_649676.1	XP_032458022.1, NP_001153396.1
OG0004331	NP_647991.1	XP_001599142.1
OG0004332	NP_650987.1	XP_032456228.1, XP_032456229.1
OG0004333	NP_524260.1, NP_477414.1	XP_008217199.1, XP_031787639.1
OG0004334	NP_001163571.1, NP_649912.1	XP_001604232.1
OG0004335	NP_610220.1	XP_001603320.1
OG0004337	NP_001261269.1	XP_008211109.1
OG0004338	NP_609845.1	XP_032458143.1, XP_008202847.1
OG0004339	NP_649908.1	XP_001601774.2
OG0004340	NP_001286348.1	XP_008209366.1
OG0004341	NP_609351.1	XP_031779467.1, XP_016838187.1, XP_001604027.1
OG0004342	NP_001097058.1	XP_001606434.1
OG0004343	NP_001097094.1	XP_016841865.1, XP_032456479.1, XP_032456478.1
OG0004344	NP_001259272.1	XP_031780228.1, XP_008204225.1
OG0004345	NP_649252.1	XP_008213201.1, XP_016844510.1
OG0004346	NP_609805.1	XP_016841493.1
OG0004347	NP_524207.1	XP_008202058.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_016840502.1
OG0004349	NP_611559.1	XP_001600131.1
OG0004350	NP_001285449.1	NP_001135928.1
OG0004351	NP_525119.1	XP_001604248.1
OG0004352	NP_649028.3	XP_031780106.1
OG0004353	NP_001285310.1	XP_001599995.1
OG0004354	NP_001287035.1	XP_001601440.1
OG0004355	NP_536744.2	XP_001607466.1
OG0004356	NP_611425.1	XP_001608286.1
OG0004357	NP_572562.1	XP_032453536.1, XP_008202134.1
OG0004358	NP_001286503.1	XP_001607380.1
OG0004359	NP_001189211.1	XP_016838278.1
OG0004360	NP_650056.1	XP_001599974.1, XP_008212160.1
OG0004361	NP_650673.1	XP_001607765.1
OG0004362	NP_001262304.1	XP_001601931.1
OG0004363	NP_001261322.1	XP_003426032.1
OG0004365	NP_648494.2	XP_031788850.1
OG0004366	NP_523476.1	XP_016838999.1
OG0004367	NP_732020.2	XP_016842356.1, XP_031787826.1
OG0004368	NP_524318.1	XP_001604544.1
OG0004369	NP_523582.4	XP_001602477.1
OG0004370	NP_001138143.2	XP_031778743.1
OG0004371	NP_648188.2	XP_031778755.1
OG0004372	NP_001262726.1	XP_001607806.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_003425407.1
OG0004374	NP_001303568.1	XP_031784742.1
OG0004375	NP_608830.3	XP_001606810.1, XP_001605455.1
OG0004376	NP_647775.1	NP_001165786.1
OG0004377	NP_001138105.1	XP_003427142.1
OG0004378	NP_001137873.1	XP_001605744.1
OG0004379	NP_001285662.1	NP_001129999.1, NP_001123319.1
OG0004381	NP_001260780.1	XP_032456652.1, XP_016844793.1
OG0004382	NP_996490.1	XP_031787843.1
OG0004383	NP_610545.1	XP_001601565.2, XP_032453042.1
OG0004384	NP_609443.1	XP_032455793.1, XP_031784472.1
OG0004385	NP_788616.1, NP_001189205.1	XP_001604751.2, XP_031779295.1
OG0004386	NP_611691.1	XP_001603645.1
OG0004387	NP_001285889.1	NP_001165792.1, XP_032453596.1
OG0004388	NP_723505.2	XP_001607019.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_032453917.1
OG0004391	NP_001260317.1	XP_031789592.1
OG0004392	NP_001287439.1	XP_001606566.1
OG0004393	NP_610677.1	XP_001601927.1
OG0004394	NP_650976.1	XP_008214868.1
OG0004395	NP_651456.1	XP_016839781.1
OG0004396	NP_610554.1	XP_001599473.1, XP_031777062.1
OG0004397	NP_726779.1	XP_008209419.1
OG0004398	NP_476730.1, NP_476834.1	XP_001602513.2
OG0004399	NP_001246624.1	XP_031786364.1
OG0004400	NP_729935.1	XP_008217081.1, XP_008217080.1, XP_001605933.1
OG0004401	NP_649256.1	XP_016840231.1, XP_008213570.1
OG0004402	NP_524923.1	XP_032455284.1
OG0004403	NP_651498.1	XP_001600425.2
OG0004404	NP_524030.2	XP_001600970.1
OG0004405	NP_649570.1	XP_008216953.1
OG0004406	NP_733063.1	XP_008209811.2
OG0004407	NP_001162940.3, NP_995925.2	XP_001603923.2
OG0004408	NP_001287062.1	XP_031783216.1
OG0004409	NP_524182.3	XP_001603463.2
OG0004410	NP_651927.1	XP_001603490.1
OG0004411	NP_001163296.1	NP_001165825.1
OG0004412	NP_609399.1	XP_031784838.1
OG0004413	NP_001137696.1	XP_031779715.1
OG0004414	NP_001261930.1	XP_001603614.1
OG0004415	NP_001036718.1, NP_650551.1	XP_032456579.1
OG0004416	NP_001261410.1	XP_001599252.1
