Orthogroup	Drosophila_melanogaster	Tribolium_castaneum
OG0003788	NP_511106.1	XP_008192173.1, XP_001813051.2
OG0003789	NP_732338.1	XP_972384.1
OG0003790	NP_001262023.1	XP_976168.1
OG0003791	NP_001246448.1	XP_008191487.1
OG0003792	NP_001188815.1	XP_974895.2
OG0003793	NP_650317.3	XP_974264.1
OG0003794	NP_001285058.1	XP_975256.1
OG0003795	NP_524134.1	XP_974439.3
OG0003796	NP_001285371.1	XP_008201695.1
OG0003797	NP_651340.1	XP_015836878.1
OG0003798	NP_001188780.1	XP_974329.2
OG0003799	NP_610451.1	XP_967465.1
OG0003800	NP_651825.4, NP_610916.1	XP_973301.2
OG0003801	NP_572526.1	XP_001812473.1
OG0003802	NP_001262901.1, NP_611191.1	XP_967719.1
OG0003803	NP_648168.1	XP_969337.1
OG0003804	NP_648144.3	XP_008199506.1
OG0003805	NP_649541.1	XP_974201.1
OG0003806	NP_524537.1	XP_975160.1
OG0003807	NP_001286908.1	XP_968297.1
OG0003808	NP_001259814.1	XP_969424.1
OG0003809	NP_001286673.1	XP_975444.1
OG0003810	NP_001260063.1	XP_008192565.1
OG0003811	NP_649212.2	XP_968343.1
OG0003812	NP_001162723.1	XP_973170.1
OG0003813	NP_525073.1	XP_969981.1, XP_967800.1
OG0003814	NP_001261853.1	XP_008197466.1
OG0003815	NP_649455.1	XP_008191566.1
OG0003817	NP_001350858.1	XP_971956.1
OG0003818	NP_650328.1	XP_972419.2
OG0003819	NP_001263095.1	XP_969571.1
OG0003820	NP_001036422.1	NP_001036067.1, XP_008198138.1
OG0003821	NP_609946.1	XP_971279.1
OG0003822	NP_001036633.2	XP_015836273.1
OG0003824	NP_652145.1	XP_008191077.1, XP_015833523.1
OG0003825	NP_001262701.1	XP_008198124.1
OG0003826	NP_001247206.1	XP_015836462.1
OG0003828	NP_001261195.1	XP_974879.1
OG0003829	NP_001245409.1	XP_971218.1
OG0003830	NP_001245983.1, NP_723670.2	XP_008193710.1
OG0003831	NP_001260897.1	XP_008195757.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_008199507.1, XP_008200908.1
OG0003833	NP_511048.2	XP_968641.2
OG0003834	NP_001260368.1	XP_015837872.1, XP_973241.1
OG0003835	NP_001262920.1	XP_008195804.1
OG0003836	NP_001260135.1	XP_001808136.2
OG0003837	NP_610913.1	XP_969666.1
OG0003838	NP_610522.1	XP_008200791.1
OG0003839	NP_001262031.1	XP_008198228.1
OG0003840	NP_650660.2	XP_008194449.1
OG0003841	NP_570012.1	XP_008199155.1
OG0003842	NP_573371.1	XP_969499.1
OG0003843	NP_001261596.1	XP_971825.1
OG0003844	NP_476904.1	XP_975229.1
OG0003845	NP_610201.1	XP_973881.1
OG0003846	NP_001163433.1	XP_970539.1
OG0003847	NP_732393.1	XP_015840700.1, XP_015840701.1
OG0003848	NP_001247237.1	XP_971496.1
OG0003849	NP_610044.2	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	NP_609358.1	XP_971798.1
OG0003851	NP_001259490.1	XP_968440.1
OG0003852	NP_001259707.1	XP_968688.1
OG0003853	NP_609495.1	XP_971342.1
OG0003854	NP_608657.1	XP_973443.1
OG0003855	NP_001260765.1	XP_008191837.1
OG0003856	NP_647660.1	XP_972279.1
OG0003857	NP_788641.1	XP_008198708.1
OG0003859	NP_611549.2	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	NP_612094.2	XP_973280.1, XP_015840621.1
OG0003861	NP_001259663.1	XP_973525.1
OG0003862	NP_001286393.1	XP_008190999.1
OG0003863	NP_569972.1	XP_015834597.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_015833071.1
OG0003866	NP_001261542.1	XP_967025.1
OG0003867	NP_609864.1, NP_573096.1	XP_970705.2
OG0003868	NP_610357.1	XP_973776.1
OG0003869	NP_788357.1	XP_015832930.1
OG0003870	NP_001368936.1	XP_970066.1
OG0003871	NP_611535.1	XP_015838454.1
OG0003872	NP_610876.1	XP_975022.2
OG0003873	NP_001334735.1	XP_015835685.1
OG0003874	NP_001163577.1	XP_015837379.1, XP_975417.1
OG0003875	NP_572532.1	XP_975557.1, XP_015837369.1
OG0003876	NP_001259823.1	XP_008197992.1
OG0003877	NP_001285642.1	XP_974842.2
OG0003878	NP_001097890.1	XP_008195459.1
OG0003879	NP_647918.2	XP_966633.1
OG0003880	NP_572535.1	XP_970460.1
OG0003881	NP_001260585.1	XP_966933.2
OG0003883	NP_573251.1	XP_008199828.1
OG0003884	NP_572907.1	XP_968624.3, XP_968774.1
OG0003886	NP_724244.1	XP_972673.1
OG0003887	NP_476982.1	XP_967126.1
OG0003888	NP_523797.1, NP_476814.1	XP_972409.1
OG0003889	NP_610732.1	XP_976189.2
OG0003890	NP_649876.1	XP_973593.1
OG0003891	NP_001263108.1	XP_969757.1
OG0003892	NP_001262069.1	XP_008199505.1
OG0003893	NP_647757.2, NP_001259177.1	XP_015835782.1
OG0003894	NP_001246498.1	XP_970377.1
OG0003895	NP_001259484.1	XP_015839580.1
OG0003896	NP_608837.2	XP_008195445.1
OG0003897	NP_001261947.1	XP_008193928.1
OG0003898	NP_647707.1	XP_967648.1
OG0003899	NP_001097186.2, NP_650042.2	XP_974860.1
OG0003900	NP_651578.1	XP_971106.1
OG0003901	NP_572401.2	XP_015833779.1
OG0003902	NP_001246118.1	XP_008190947.1
OG0003903	NP_001261922.1	XP_008190604.1
OG0003904	NP_001262697.1	XP_967597.1
OG0003906	NP_001259961.1, NP_611200.2	XP_970238.1
OG0003907	NP_569906.1	XP_975330.1
OG0003908	NP_001260726.1	XP_008198904.2
OG0003909	NP_001247006.1	XP_966529.2
OG0003910	NP_001246673.1	XP_008194700.1
OG0003911	NP_001261606.1	XP_008196593.1
OG0003912	NP_001097238.1	XP_008198089.1
OG0003913	NP_648549.1	XP_015833341.1
OG0003914	NP_001356926.1	XP_973214.1
OG0003915	NP_001286055.1	XP_008190310.1
OG0003916	NP_611032.2	XP_015836759.1
OG0003918	NP_524099.2	XP_008199603.1
OG0003919	NP_001188671.1	XP_008192242.1, XP_015834843.1
OG0003920	NP_001287306.1	XP_008193432.1
OG0003921	NP_001356957.1	XP_008192860.1
OG0003922	NP_609238.1	XP_969270.1
OG0003923	NP_001263054.1	XP_008192619.1
OG0003924	NP_001245549.1	XP_008192100.1
OG0003925	NP_573225.1	XP_975236.2
OG0003926	NP_723576.1	XP_966598.1
OG0003927	NP_649067.2	XP_970461.1
OG0003928	NP_611175.1	XP_968656.1, XP_967956.1
OG0003929	NP_001261060.1	XP_971431.2
OG0003930	NP_726473.2	NP_001157646.1, XP_008193597.1
OG0003931	NP_524417.1, NP_651961.1	XP_975596.1
OG0003932	NP_001036655.1	XP_008192247.1
OG0003933	NP_477445.1	XP_971638.1
OG0003934	NP_648581.1	XP_975180.1
OG0003935	NP_001287055.1	XP_969262.1
OG0003936	NP_524483.1	NP_001107771.1, NP_001155998.1
OG0003937	NP_611251.2	XP_970913.2
OG0003938	NP_001262741.1	XP_008199062.1
OG0003939	NP_001259461.1	XP_008195211.1
OG0003940	NP_650512.1	XP_970021.1
OG0003941	NP_001259608.1	XP_973213.1
OG0003942	NP_650530.2	XP_968071.1
OG0003943	NP_649905.1	XP_971663.1
OG0003944	NP_001261149.1	XP_967107.1
OG0003945	NP_608585.1	XP_971994.1
OG0003946	NP_647768.3	NP_001036035.1
OG0003947	NP_651180.3	XP_971869.2
OG0003948	NP_001286414.1	XP_975386.1
OG0003950	NP_731494.1, NP_731495.1	XP_967363.1
OG0003951	NP_996299.1	XP_001810409.1
OG0003952	NP_649594.1	XP_970265.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_008200828.1
OG0003954	NP_611769.2, NP_001245708.1	XP_008196812.1
OG0003955	NP_001247152.1	XP_972946.1
OG0003956	NP_477397.1	XP_969759.2
OG0003957	NP_001261167.1	XP_969043.1
OG0003958	NP_477224.1	XP_970031.1
OG0003959	NP_001261183.1	XP_973143.1, XP_015833394.1
OG0003960	NP_001097394.1	XP_967119.1
OG0003961	NP_610107.1	XP_969916.1
OG0003962	NP_523811.1	XP_967654.1
OG0003963	NP_611832.1	XP_015840458.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_967085.1
OG0003965	NP_648590.1	XP_966589.1
OG0003966	NP_001286169.1	XP_971870.2, XP_008195547.1
OG0003967	NP_649099.1	XP_969882.2
OG0003968	NP_610398.1	XP_974311.1
OG0003969	NP_569880.1	XP_008195058.1, XP_015836574.1
OG0003970	NP_001262490.1, NP_731657.2	XP_008194286.1
OG0003971	NP_001285692.1	XP_001810967.2, XP_015840150.1
OG0003972	NP_611539.1	XP_974179.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_008192553.1, XP_015834920.1
OG0003974	NP_651278.2	XP_975249.1
OG0003975	NP_649552.1	XP_008191775.1
OG0003976	NP_001246589.1	XP_967156.1
OG0003977	NP_570081.2	XP_970551.1, XP_015836824.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_972024.2
OG0003979	NP_611690.2	XP_974935.1
OG0003980	NP_572722.2	XP_973315.1
OG0003981	NP_610429.2	XP_008200886.1
OG0003982	NP_609079.2	XP_967495.1
OG0003983	NP_001137958.1	XP_008199886.1
OG0003984	NP_611900.1	XP_015838220.1
OG0003985	NP_572747.1	XP_008191229.1
OG0003986	NP_511064.2	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003987	NP_001286391.1	XP_008191281.2
OG0003988	NP_001163748.1	XP_008195928.1
OG0003989	NP_001163103.1	XP_015834581.1
OG0003990	NP_608713.2	XP_008200880.1
OG0003990	NP_524448.3	XP_966698.2
OG0003991	NP_524623.2	XP_008191408.1
OG0003992	NP_573116.2	XP_008199002.1
OG0003993	NP_001287552.1	NP_001280539.1, XP_008201193.2
OG0003994	NP_001286707.1	XP_008197496.1
OG0003995	NP_001284866.1	XP_973777.1
OG0003996	NP_001259362.1, NP_650489.1	XP_967605.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_015833280.1
OG0003998	NP_001162829.1	XP_973175.1
OG0003999	NP_523723.1	XP_008199328.1
OG0004000	NP_001246063.1	XP_974655.2
OG0004002	NP_001303384.1	NP_001139385.1
OG0004003	NP_001162933.1	XP_974994.2
OG0004004	NP_609954.1, NP_001286084.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	NP_732452.1	XP_008199060.1
OG0004006	NP_724569.1	XP_008195822.1
OG0004008	NP_001097360.1	XP_008200823.1, XP_001813540.1
OG0004009	NP_731065.1	XP_972093.1, XP_972042.1
OG0004010	NP_572391.1	XP_971563.1
OG0004011	NP_001260641.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004012	NP_001096948.2	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004014	NP_572951.1	XP_971231.2
OG0004015	NP_001138211.1	XP_015838354.1, XP_001807518.1, XP_001812199.1
OG0004016	NP_001189283.1	XP_970625.1
OG0004017	NP_001286893.1	XP_015833203.1
OG0004018	NP_728546.1	XP_972649.1
OG0004019	NP_001097548.1	XP_008193009.1
OG0004020	NP_001287463.1	XP_008199027.1
OG0004021	NP_001259691.1	XP_015838970.1
OG0004022	NP_001285276.1	XP_973740.1
OG0004023	NP_001285665.1	XP_969218.1
OG0004024	NP_001263051.1	XP_008195015.1
OG0004026	NP_524473.2	XP_008196413.1
OG0004027	NP_648926.3	XP_008191799.1
OG0004028	NP_001097560.1	XP_008193539.1, XP_008193541.1
OG0004029	NP_001097121.1	XP_008191687.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_015838189.1, XP_001810411.2
OG0004031	NP_524815.1	XP_971311.1
OG0004033	NP_477436.1	XP_008199088.1
OG0004034	NP_609890.2	XP_008198714.2
OG0004035	NP_001285328.1	XP_008193230.1
OG0004036	NP_649324.1	XP_008201142.1
OG0004037	NP_001262772.1	XP_015840646.1
OG0004038	NP_001245836.1	XP_015836539.1
OG0004040	NP_001285092.1, NP_572658.2	XP_970388.3, XP_971501.1
OG0004041	NP_647718.1	XP_008191528.1
OG0004042	NP_523917.2	XP_008195985.1
OG0004043	NP_001259062.1	XP_973667.2
OG0004044	NP_572373.1	XP_008198875.1
OG0004045	NP_523806.2, NP_524607.1	XP_015839256.1
OG0004046	NP_001189212.1	XP_008192282.1
OG0004047	NP_649701.2	XP_974227.1
OG0004048	NP_001097680.1	XP_967372.1
OG0004049	NP_610466.2	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	NP_573088.1	XP_008195122.1, XP_970868.2
OG0004051	NP_573193.1, NP_650498.3	XP_974020.1
OG0004052	NP_001262451.1	XP_008199650.1
OG0004053	NP_001260958.1	XP_974680.2
OG0004054	NP_001260969.1	XP_008192914.1
OG0004055	NP_649411.1	XP_015833846.1
OG0004056	NP_001259979.1	XP_008195938.1
OG0004058	NP_477114.1	XP_974520.1
OG0004059	NP_001261609.1	XP_972737.1
OG0004060	NP_476576.1	XP_008196217.1, NP_001034489.1
OG0004061	NP_001285590.1	XP_008196752.1
OG0004062	NP_001245607.1	XP_015834690.1
OG0004063	NP_001162975.1	XP_001812873.1
OG0004064	NP_001259152.1	XP_973062.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_008192200.1
OG0004066	NP_573146.1	XP_972292.1
OG0004067	NP_001261227.1	XP_015840433.1
OG0004068	NP_725626.1, NP_476863.1	XP_008190826.2
OG0004069	NP_001368995.1	XP_008201245.1, NP_001034523.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_008199140.1
OG0004071	NP_996010.2	XP_008197437.1
OG0004072	NP_572759.1	XP_967828.1
OG0004073	NP_648318.2	XP_008195023.1
OG0004074	NP_001286846.1	XP_971974.1
OG0004075	NP_788639.1	XP_974480.1
OG0004076	NP_608550.1	XP_008197602.1
OG0004077	NP_650693.1	XP_008200432.1
OG0004078	NP_649890.1	NP_001171929.1
OG0004079	NP_001137777.1	XP_008193389.1
OG0004080	NP_523890.2	XP_970851.2
OG0004081	NP_001188938.1	XP_015839808.1
OG0004082	NP_001260586.1	XP_008195644.1
OG0004083	NP_569978.1	XP_970814.1
OG0004084	NP_001163332.2	XP_015835436.1
OG0004085	NP_001246647.1	XP_008192975.1
OG0004086	NP_001138108.1	XP_008198047.1
OG0004087	NP_001259779.1	XP_008201212.1
OG0004088	NP_723510.1	XP_972897.1
OG0004089	NP_001260005.1	XP_015838276.1
OG0004090	NP_609643.2	XP_974424.1
OG0004091	NP_609204.2	XP_971395.1
OG0004092	NP_001285421.1	XP_972402.1
OG0004093	NP_001259507.1	XP_967425.2
OG0004094	NP_511152.2	XP_967732.1
OG0004095	NP_477374.1	XP_971366.1
OG0004096	NP_725637.1	XP_015840766.1
OG0004097	NP_001286067.1	XP_015837446.1
OG0004098	NP_726437.2	XP_967675.1
OG0004099	NP_650205.1	XP_008201158.1
OG0004100	NP_609183.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	NP_723188.1	XP_974387.2
OG0004102	NP_001262443.1	XP_008193880.1
OG0004103	NP_001027038.3	XP_015835369.1
OG0004105	NP_001260476.1	XP_973164.1
OG0004106	NP_649461.2	XP_008193513.1
OG0004107	NP_647638.1	XP_008190693.1
OG0004108	NP_788735.1	XP_008197806.1
OG0004109	NP_523920.1	XP_008199057.1
OG0004110	NP_611023.1	XP_015836786.1
OG0004111	NP_523982.2	XP_970719.1
OG0004112	NP_608410.2	XP_008198820.1
OG0004113	NP_524712.1	XP_008199444.1
OG0004114	NP_476905.1	XP_975196.1
OG0004116	NP_651973.4	XP_008194085.1
OG0004117	NP_648367.1	XP_008190520.2
OG0004119	NP_651939.4	XP_015836298.1
OG0004120	NP_001263153.1	XP_971225.1
OG0004121	NP_523790.1	XP_974527.1
OG0004122	NP_648520.1	XP_972254.1
OG0004123	NP_001260855.1	XP_015837500.1
OG0004124	NP_523879.2, NP_728565.1	XP_001813052.2
OG0004125	NP_573215.1	XP_008197369.1, XP_008197368.1
OG0004126	NP_001260594.1	XP_015833114.1
OG0004128	NP_001286068.1	NP_001158279.1, XP_008195076.1
OG0004129	NP_001245829.1	XP_968238.2
OG0004130	NP_001245938.1	XP_015835407.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_015834593.1
OG0004132	NP_001285233.1	XP_008195790.1
OG0004133	NP_001259348.1	XP_008193571.1
OG0004137	NP_610611.1	XP_972661.2
OG0004138	NP_001027221.1	XP_008199722.1
OG0004139	NP_001262795.1	XP_973779.1, XP_967521.1
OG0004140	NP_476985.1	XP_971284.1
OG0004141	NP_524372.1, NP_525036.2	XP_008195546.1, XP_971815.1
OG0004142	NP_723952.2	XP_015833163.1, XP_015833173.1
OG0004143	NP_523942.2	XP_015835654.1
OG0004144	NP_001259820.1	XP_974174.1
OG0004145	NP_001097306.2	XP_966571.1
OG0004146	NP_648847.3	XP_008193932.1
OG0004147	NP_001014556.1	XP_008199251.1
OG0004148	NP_001245598.1	XP_008191391.1
OG0004149	NP_572236.3	XP_015833182.1, XP_969301.4
OG0004150	NP_649909.1	XP_970273.1
OG0004151	NP_001262965.1, NP_648032.1	XP_008193562.1
OG0004153	NP_001036757.1	XP_008199980.1
OG0004154	NP_611433.3, NP_651549.1	XP_975348.1
OG0004155	NP_524453.1	XP_008199045.1
OG0004157	NP_610845.1	XP_008200151.1
OG0004158	NP_001261442.1	XP_008194425.1
OG0004160	NP_610297.2	XP_008199427.1
OG0004161	NP_610792.2	XP_008195570.1
OG0004162	NP_001097114.2	XP_008196673.1
OG0004163	NP_608567.2, NP_001260044.1	XP_015835252.1
OG0004164	NP_001097850.3	XP_008201024.2
OG0004166	NP_610783.1	XP_969892.2
OG0004167	NP_001245796.1	XP_008196156.1
OG0004168	NP_651717.1	XP_001812912.1
OG0004169	NP_477088.2	XP_015835091.1, XP_008192376.1
OG0004170	NP_001097606.1	XP_008193690.1
OG0004171	NP_611857.3	XP_967199.1
OG0004172	NP_476845.2	XP_015834445.1
OG0004173	NP_001261621.2, NP_476855.1	XP_968786.2
OG0004174	NP_001261172.1	XP_015837602.1
OG0004175	NP_001369072.1	XP_008193965.1
OG0004176	NP_001246184.1	XP_970249.2
OG0004177	NP_001260615.1	XP_008191243.1
OG0004178	NP_001027420.2	XP_015835999.1
OG0004180	NP_001162639.2	XP_015834995.1
OG0004181	NP_477219.1	XP_972529.1
OG0004182	NP_610116.2	XP_001810222.1
OG0004183	NP_001260578.1	XP_970649.1
OG0004184	NP_477022.1	XP_972898.1
OG0004186	NP_001097184.2	XP_015835671.1
OG0004187	NP_651004.1	XP_008194310.1
OG0004188	NP_608524.1	XP_015839343.1
OG0004189	NP_648455.2	XP_015839172.1, XP_015839173.1
OG0004190	NP_001096996.1	XP_015836315.1
OG0004191	NP_001261503.1	XP_969809.1
OG0004192	NP_651851.1	XP_972716.1
OG0004193	NP_001163275.2	XP_015837566.1
OG0004194	NP_001261636.1	XP_008192437.1
OG0004195	NP_001303365.1	XP_967373.1
OG0004196	NP_572860.2	XP_008192634.1
OG0004197	NP_523924.1	NP_001092318.1, XP_015837050.1
OG0004199	NP_001259983.1	XP_008192661.1
OG0004201	NP_651849.1	XP_008196254.1, XP_008196255.1
OG0004202	NP_001260133.1	XP_974078.2
OG0004203	NP_648267.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004205	NP_608637.1	XP_008192300.1, XP_975622.1
OG0004206	NP_610556.1	XP_008195830.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_973218.1
OG0004209	NP_001287316.1	XP_015839287.1
OG0004210	NP_611540.1, NP_723119.1	XP_008196333.1, XP_974885.1
OG0004211	NP_726630.2	XP_015833688.1
OG0004212	NP_001260087.1	XP_008193851.1
OG0004213	NP_649590.1	XP_008201519.1
OG0004214	NP_524783.1, NP_001262446.1	XP_008195745.1
OG0004219	NP_648343.1	XP_971270.1
OG0004220	NP_477041.1	XP_015840558.1
OG0004222	NP_611021.1	XP_969545.1
OG0004224	NP_001189250.2	XP_008194757.1
OG0004225	NP_650989.6	XP_001812890.2
OG0004226	NP_001286529.1, NP_650027.1	XP_008195242.1
OG0004229	NP_001163414.1	XP_015833830.1
OG0004230	NP_001261376.1	XP_008195350.1
OG0004231	NP_001368969.1	XP_969823.3
OG0004232	NP_001262107.1	XP_008197867.1, XP_972446.1
OG0004234	NP_610253.1	XP_971060.1
OG0004236	NP_001369050.1	XP_015839515.1, XP_015839514.1
OG0004237	NP_001285677.1, NP_609042.1	XP_972411.1
OG0004238	NP_724428.1	NP_001139341.1
OG0004239	NP_001260558.1	XP_008193832.2
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_966462.1
OG0004241	NP_001303313.1	XP_015835603.1
OG0004242	NP_001356934.1	XP_008190689.1, NP_001034513.1
OG0004243	NP_648724.1	XP_001809395.1
OG0004244	NP_727768.1	XP_008190816.1
OG0004245	NP_001097964.1	XP_015832939.1
OG0004246	NP_001014610.1	XP_975048.1
OG0004247	NP_001260710.1	XP_008192323.1
OG0004248	NP_001137610.1	XP_008191550.1
OG0004249	NP_610325.1	XP_967213.1
OG0004251	NP_001259575.1	XP_008191695.1
OG0004252	NP_001246441.1	XP_015839628.1
OG0004253	NP_722629.1	NP_001107838.1, XP_008193910.1
OG0004257	NP_572166.1, NP_572616.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	NP_001286256.1	XP_974160.2
OG0004264	NP_001188568.1	XP_973435.1
OG0004275	NP_001287569.1	XP_008201172.1
OG0004276	NP_523774.1	XP_972907.1
OG0004277	NP_523975.1	XP_969696.1
OG0004278	NP_524315.2	XP_975170.2
OG0004279	NP_650333.1, NP_648622.1	XP_975179.2
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_973533.1
OG0004281	NP_001188972.1	XP_008195224.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_974347.1
OG0004283	NP_001287481.1	XP_008192466.1, NP_001165863.1
OG0004284	NP_001245404.1	XP_968064.1
OG0004285	NP_724783.1	XP_970899.1
OG0004286	NP_001246362.1	XP_968001.1
OG0004287	NP_001188682.1, NP_570087.1	XP_966498.1
OG0004288	NP_572478.1	XP_969265.1
OG0004289	NP_650780.1	XP_008197558.1, XP_015838760.1
OG0004290	NP_001261742.1	XP_971885.1
OG0004291	NP_650301.1	XP_968374.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_015837941.1
OG0004293	NP_730662.2	XP_972261.1
OG0004294	NP_001262039.1	XP_974435.1
OG0004295	NP_001287206.1	XP_971412.1
OG0004296	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_967959.1
OG0004297	NP_524938.1	XP_966358.1
OG0004298	NP_524779.1	XP_015834541.1
OG0004299	NP_001137795.2	XP_973645.1
OG0004300	NP_001287572.1	XP_008197771.1
OG0004301	NP_001285193.1	XP_972630.1
OG0004302	NP_648377.1	XP_971610.1
OG0004303	NP_001260495.1	XP_974854.1
OG0004304	NP_001260293.1	XP_008190996.1
OG0004305	NP_001259881.1	XP_967790.1
OG0004306	NP_001262472.1	XP_972464.1, XP_972413.1
OG0004307	NP_001188689.2	XP_015834916.1
OG0004308	NP_524051.1	XP_975195.1
OG0004309	NP_001245541.1	XP_969903.1
OG0004310	NP_001137770.1	XP_969714.1
OG0004311	NP_001246045.1	XP_969723.1
OG0004312	NP_001261435.1	XP_969605.1
OG0004313	NP_001285137.1	XP_969250.1
OG0004314	NP_001285543.1	XP_968017.1
OG0004315	NP_647792.1	XP_015833545.1
OG0004316	NP_001263104.1	XP_967058.1
OG0004317	NP_001286731.1	XP_970777.1
OG0004318	NP_001286506.1	XP_973769.1
OG0004320	NP_731523.1	XP_008199303.1
OG0004321	NP_611092.2	XP_971796.1
OG0004322	NP_001163347.1	XP_008195533.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_971760.1
OG0004324	NP_001286410.1	XP_973351.1
OG0004325	NP_524275.1	NP_001128383.1
OG0004326	NP_610463.2	XP_001813029.1
OG0004327	NP_524452.4	XP_015835634.1
OG0004328	NP_724834.1	XP_969972.1
OG0004329	NP_001259822.1	XP_972456.1
OG0004330	NP_649676.1	XP_966880.1
OG0004331	NP_647991.1	XP_967746.1
OG0004332	NP_650987.1	XP_008192042.1, XP_970786.1
OG0004333	NP_524260.1, NP_477414.1	XP_971805.1
OG0004334	NP_001163571.1, NP_649912.1	XP_970161.2
OG0004335	NP_610220.1	XP_008195989.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_971226.2
OG0004337	NP_001261269.1	XP_008194680.2
OG0004338	NP_609845.1	XP_971269.1
OG0004339	NP_649908.1	XP_968192.1
OG0004340	NP_001286348.1	XP_972358.1
OG0004342	NP_001097058.1	XP_971983.1
OG0004343	NP_001097094.1	XP_975131.1
OG0004344	NP_001259272.1	XP_967314.1
OG0004345	NP_649252.1	XP_970655.1
OG0004346	NP_609805.1	XP_974710.1
OG0004347	NP_524207.1	XP_972970.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_970769.1
OG0004349	NP_611559.1	XP_971370.1
OG0004350	NP_001285449.1	XP_970528.1
OG0004351	NP_525119.1	XP_008196327.1, XP_972027.1
OG0004352	NP_649028.3	XP_968697.1
OG0004353	NP_001285310.1	XP_972343.1
OG0004354	NP_001287035.1	XP_008201302.1
OG0004355	NP_536744.2	XP_975028.1
OG0004356	NP_611425.1	XP_968339.1
OG0004357	NP_572562.1	XP_971110.1
OG0004358	NP_001286503.1	XP_972440.1
OG0004359	NP_001189211.1	XP_008199086.1
OG0004360	NP_650056.1	XP_974891.1
OG0004361	NP_650673.1	XP_970915.2
OG0004362	NP_001262304.1	XP_967452.2
OG0004363	NP_001261322.1	XP_001814270.1
OG0004365	NP_648494.2	XP_008195871.1
OG0004366	NP_523476.1	XP_974948.1
OG0004367	NP_732020.2	XP_968873.1
OG0004368	NP_524318.1	XP_971553.2
OG0004369	NP_523582.4	XP_975322.1
OG0004370	NP_001138143.2	XP_967583.3
OG0004371	NP_648188.2	XP_008191479.1
