Orthogroup	Drosophila_melanogaster	Polistes_dominula
OG0004567	NP_609446.1	XP_015183874.1
OG0004568	NP_001286611.1	XP_015180233.1
OG0004569	NP_723811.1	XP_015180904.1
OG0004570	NP_477431.1, NP_001285857.1	XP_015183907.1
OG0004571	NP_001263057.1	XP_015182531.1
OG0004572	NP_001260556.1	XP_015181613.1, XP_015181612.1
OG0004573	NP_523947.2	XP_015184626.1
OG0004574	NP_649784.1	XP_015185012.1
OG0004575	NP_476656.1	XP_015177764.1
OG0004576	NP_572694.1	XP_015176006.1
OG0004577	NP_001286657.1	XP_015178920.1
OG0004578	NP_001036641.1	XP_015181699.1
OG0004579	NP_572353.1	XP_015185813.1
OG0004580	NP_650835.1	XP_015182278.1
OG0004581	NP_001260163.1	XP_015189132.1
OG0004582	NP_650152.1, NP_727091.1	XP_015183663.1
OG0004583	NP_524429.1	XP_015182593.1
OG0004584	NP_001262802.1	XP_015191789.1
OG0004585	NP_573352.2, NP_001261744.1	XP_015183466.1
OG0004586	NP_477329.1	XP_015182434.1, XP_015182433.1
OG0004587	NP_001260046.1	XP_015182272.1
OG0004588	NP_477395.1	XP_015173718.1
OG0004589	NP_524308.2	XP_015171115.1
OG0004590	NP_476927.1	XP_015178808.1
OG0004591	NP_572160.1	XP_015171682.1
OG0004592	NP_524331.2	XP_015186562.1
OG0004593	NP_729802.1	XP_015179164.1
OG0004594	NP_476995.1	XP_015171278.1, XP_015171279.1
OG0004596	NP_001262598.1	XP_015188838.1
OG0004597	NP_001188830.1	XP_015178576.1, XP_015178575.1
OG0004598	NP_611335.1	XP_015183105.1
OG0004599	NP_001246025.1	XP_015183154.1
OG0004600	NP_610172.1	XP_015181195.1
OG0004601	NP_523528.1	XP_015184358.1
OG0004602	NP_996031.1	XP_015178882.1
OG0004603	NP_001162897.1	XP_015176428.1
OG0004604	NP_733256.2	XP_015187611.1
OG0004605	NP_001286057.1	XP_015174086.1
OG0004606	NP_609535.1	XP_015184851.1
OG0004607	NP_001286102.1	XP_015172149.1
OG0004608	NP_648294.1, NP_650191.1	XP_015188759.1
OG0004609	NP_001259382.1	XP_015178195.1
OG0004610	NP_001259243.1	XP_015185179.1
OG0004611	NP_648486.1	XP_015190220.1
OG0004612	NP_572303.4	XP_015184503.1, XP_015184504.1
OG0004613	NP_611943.1	XP_015174637.1
OG0004614	NP_001261836.1	XP_015171429.1
OG0004615	NP_648669.1	XP_015191144.1
OG0004616	NP_001189103.1	XP_015178664.1
OG0004617	NP_651407.3	XP_015190101.1
OG0004618	NP_001097000.1	XP_015190711.1
OG0004619	NP_001261931.1	XP_015189392.1
OG0004620	NP_523782.1	XP_015182706.1
OG0004621	NP_608544.1	XP_015172114.1
OG0004623	NP_730435.2	XP_015182157.1
OG0004624	NP_511165.1	XP_015185578.1
OG0004625	NP_788494.1	XP_015183381.1
OG0004627	NP_648657.1	XP_015190403.1
OG0004628	NP_524190.2	XP_015188026.1, XP_015188025.1
OG0004629	NP_001259964.1	XP_015182048.1
OG0004630	NP_648838.3	XP_015187928.1
OG0004631	NP_001259553.1	XP_015180332.1
OG0004632	NP_610605.1	XP_015180873.1, XP_015180872.1
OG0004633	NP_477385.1	XP_015184757.1
OG0004634	NP_609085.1, NP_001096868.3	XP_015180508.1
OG0004635	NP_001246458.1	XP_015188547.1
OG0004636	NP_610311.1	XP_015176577.1
OG0004637	NP_001246862.1	XP_015176336.1
OG0004638	NP_001285788.1	XP_015177301.1
OG0004639	NP_610589.2	XP_015180813.1
OG0004640	NP_001097639.2	XP_015189276.1
OG0004641	NP_611248.3	XP_015183015.1
OG0004642	NP_001097280.2	XP_015181360.1
OG0004643	NP_001260109.1	XP_015188007.1
OG0004644	NP_001263138.1	XP_015190800.1
OG0004645	NP_001334718.1	XP_015188296.1
OG0004646	NP_001262454.1	XP_015186390.1
OG0004647	NP_001262819.1	XP_015186359.1
OG0004648	NP_001246859.1	XP_015179429.1
OG0004649	NP_001284963.1	XP_015188366.1
OG0004650	NP_001162873.1, NP_001261505.1	XP_015186998.1
OG0004651	NP_611869.1	XP_015185056.1
OG0004652	NP_649555.1	XP_015179810.1
OG0004653	NP_610683.1	XP_015186156.1
OG0004654	NP_001262170.1, NP_001097499.1	XP_015181246.1
OG0004655	NP_788538.2	XP_015171344.1
OG0004656	NP_609111.1	XP_015187971.1
OG0004657	NP_524994.2	XP_015186101.1
OG0004658	NP_001260879.1	XP_015182091.1
OG0004659	NP_001097336.1	XP_015187471.1
OG0004660	NP_001137912.1	XP_015185875.1
OG0004661	NP_648315.1	XP_015191478.1, XP_015191481.1
OG0004662	NP_001163512.1	XP_015171287.1
OG0004663	NP_524538.2	XP_015177261.1
OG0004664	NP_524129.1, NP_001027281.1	XP_015174885.1, XP_015174887.1
OG0004665	NP_001033805.1	XP_015179771.1
OG0004666	NP_649137.3	XP_015187083.1
OG0004667	NP_612028.4	XP_015180808.1
OG0004668	NP_001287459.1	XP_015177226.1
OG0004669	NP_610850.1	XP_015191847.1
OG0004670	NP_608450.1	XP_015174106.1
OG0004671	NP_001036433.1	XP_015179031.1
OG0004672	NP_001262765.1	XP_015174100.1, XP_015174099.1
OG0004673	NP_001284934.1	XP_015184569.1
OG0004674	NP_001285279.1	XP_015176639.1
OG0004675	NP_001284969.1	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1
OG0004676	NP_001260366.1	XP_015179499.1
OG0004677	NP_001286952.1	XP_015184051.1
OG0004678	NP_650002.1	XP_015175553.1
OG0004679	NP_725520.3	XP_015171153.1, XP_015171154.1
OG0004680	NP_001097824.1	XP_015186824.1
OG0004681	NP_731599.1	XP_015186134.1
OG0004682	NP_608573.1	XP_015171361.1
OG0004683	NP_001262946.1	XP_015185750.1
OG0004684	NP_001027422.1	XP_015173218.1
OG0004686	NP_477339.1	XP_015191254.1, XP_015191253.1
OG0004687	NP_611382.1	XP_015191643.1
OG0004688	NP_648505.1, NP_001036344.1	XP_015179998.1
OG0004689	NP_001162848.1	XP_015186284.1
OG0004691	NP_651942.2	XP_015172334.1
OG0004692	NP_726604.1	XP_015172484.1
OG0004693	NP_524435.2, NP_001262805.1	XP_015190568.1
OG0004694	NP_651794.2	XP_015183686.1
OG0004695	NP_001246231.1	XP_015185306.1
OG0004696	NP_001260810.1	XP_015174146.1
OG0004697	NP_001286201.1	XP_015186222.1
OG0004698	NP_647866.2	XP_015189533.1
OG0004699	NP_650451.1	XP_015190839.1
OG0004700	NP_726032.4	XP_015177418.1, XP_015177465.1, XP_015177463.1
OG0004701	NP_648950.1	XP_015177831.1
OG0004702	NP_610854.1	XP_015182596.1
OG0004704	NP_569971.3	XP_015183724.1, XP_015183723.1, XP_015183722.1
OG0004705	NP_001284818.1	XP_015190253.1
OG0004706	NP_572323.1	XP_015176747.1
OG0004707	NP_609174.1	XP_015172861.1
OG0004708	NP_001097440.1	XP_015180264.1
OG0004710	NP_725706.1, NP_725705.2	XP_015174320.1
OG0004711	NP_611009.1	XP_015189404.1
OG0004712	NP_001162991.1	XP_015186738.1
OG0004713	NP_609942.1, NP_001188537.1	XP_015176500.1
OG0004714	NP_001262192.1	XP_015180951.1
OG0004715	NP_524221.1	XP_015175810.1
OG0004716	NP_001286488.1	XP_015181085.1, XP_015181084.1
OG0004717	NP_477507.1, NP_001261024.1	XP_015182177.1
OG0004718	NP_001097489.1	XP_015190870.1
OG0004719	NP_001246662.1	XP_015175001.1
OG0004720	NP_729020.2, NP_651191.1	XP_015184959.1
OG0004721	NP_001368942.1	XP_015185583.1
OG0004722	NP_652046.1	XP_015188725.1
OG0004723	NP_001368982.1	XP_015177388.1
OG0004724	NP_001027444.1	XP_015176933.1
OG0004725	NP_001246790.1	XP_015175128.1
OG0004726	NP_523674.1	XP_015177488.1
OG0004728	NP_001286292.1	XP_015176128.1, XP_015176129.1
OG0004729	NP_650353.1	XP_015185900.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_015186680.1
OG0004731	NP_001262744.1, NP_001138182.3	XP_015178145.1
OG0004732	NP_651539.3	XP_015175702.1
OG0004733	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1	XP_015183784.1
OG0004734	NP_001163403.1	XP_015190823.1
OG0004735	NP_001097240.1	XP_015179785.1
OG0004736	NP_647832.1	XP_015183213.1
OG0004737	NP_650534.2	XP_015188685.1
OG0004738	NP_511055.1	XP_015183024.1
OG0004739	NP_609917.2	XP_015188303.1
OG0004740	NP_660192.1	XP_015171072.1
OG0004741	NP_001162673.1	XP_015180482.1
OG0004743	NP_001261451.1	XP_015173787.1
OG0004744	NP_727963.1	XP_015175290.1
OG0004745	NP_609922.2	XP_015181586.1
OG0004746	NP_001260464.1	XP_015190638.1
OG0004747	NP_001260155.1	XP_015179678.1
OG0004748	NP_611410.1	XP_015183183.1
OG0004750	NP_001097093.1	XP_015182458.1, XP_015182459.1
OG0004751	NP_001097342.1	XP_015187020.1
OG0004752	NP_650299.1	XP_015181675.1
OG0004753	NP_523720.2	XP_015184591.1
OG0004754	NP_001287619.1	XP_015183481.1
OG0004755	NP_001014482.2	XP_015189224.1
OG0004756	NP_648352.2	XP_015190399.1
OG0004757	NP_608648.1	XP_015186501.1
OG0004758	NP_728830.1	XP_015175096.1
OG0004760	NP_001189150.1	XP_015174617.1
OG0004761	NP_573316.1	XP_015174584.1
OG0004762	NP_001284762.1	XP_015182914.1
OG0004763	NP_651709.1	XP_015171778.1
OG0004764	NP_523547.1	XP_015175421.1, XP_015175423.1
OG0004765	NP_001286547.1	XP_015185786.1
OG0004766	NP_610283.1	XP_015173817.1
OG0004767	NP_001245953.1	XP_015184110.1
OG0004768	NP_001137784.1	XP_015177053.1
OG0004769	NP_647830.1	XP_015176479.1
OG0004771	NP_001259563.2	XP_015182375.1
OG0004772	NP_001286324.1	XP_015181382.1, XP_015181381.1
OG0004773	NP_611139.1	XP_015185885.1
OG0004774	NP_524841.1	XP_015184756.1
OG0004775	NP_524310.1	XP_015174398.1
OG0004777	NP_477165.1	XP_015173678.1, XP_015173677.1
OG0004778	NP_573305.2	XP_015172720.1
OG0004779	NP_609318.1	XP_015187162.1
OG0004780	NP_001260600.1	XP_015181844.1
OG0004781	NP_648498.1	XP_015190460.1
OG0004782	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1	XP_015172446.1
OG0004784	NP_609957.2, NP_611428.1	XP_015184758.1
OG0004785	NP_651731.1	XP_015172138.1
OG0004786	NP_001287041.1	XP_015173365.1
OG0004788	NP_001262468.1, NP_001245504.1	XP_015179460.1
OG0004789	NP_648346.1	XP_015191434.1
OG0004791	NP_650898.1	XP_015179525.1
OG0004792	NP_729053.2	XP_015186527.1
OG0004793	NP_001163666.1	XP_015178639.1
OG0004794	NP_611091.2	XP_015184826.1
OG0004795	NP_001163629.2	XP_015183598.1
OG0004796	NP_001262885.1	XP_015171061.1
OG0004797	NP_573034.1	XP_015183816.1
OG0004799	NP_651365.1	XP_015181055.1
OG0004800	NP_001163479.1	XP_015176167.1
OG0004801	NP_524622.1	XP_015190432.1
OG0004802	NP_608878.1, NP_001285607.1	XP_015188878.1
OG0004803	NP_723224.2	XP_015186958.1, XP_015189496.1
OG0004805	NP_001369043.1	XP_015191532.1
OG0004806	NP_523488.2	XP_015182353.1
OG0004807	NP_001260753.1, NP_525012.2	XP_015177793.1
OG0004808	NP_001247109.1	XP_015188952.1
OG0004809	NP_001260292.1, NP_609302.1	XP_015174462.1
OG0004810	NP_001137822.1	XP_015179652.1
OG0004813	NP_001259963.1	XP_015183259.1
OG0004814	NP_477481.1	XP_015177693.1
OG0004815	NP_001245501.1	XP_015183638.1, XP_015183636.1, XP_015183637.1, XP_015183635.1
OG0004816	NP_788296.1	XP_015174075.1
OG0004817	NP_650016.1	XP_015182167.1
OG0004818	NP_001262957.1	XP_015185564.1
OG0004819	NP_524870.1	XP_015188169.1, XP_015188173.1
OG0004820	NP_724223.4	XP_015176919.1, XP_015176921.1, XP_015176920.1
OG0004821	NP_001259375.1, NP_651832.3	XP_015177891.1
OG0004822	NP_649251.2	XP_015190351.1
OG0004823	NP_610999.4	XP_015187884.1
OG0004824	NP_573313.2	XP_015183300.1, XP_015183302.1
OG0004825	NP_611585.1	XP_015190954.1
OG0004826	NP_729680.1	XP_015188278.1
OG0004827	NP_524888.1, NP_611455.1	XP_015172700.1
OG0004828	NP_001261664.1	XP_015175396.1, XP_015175395.1
OG0004829	NP_001286982.1	XP_015186542.1
OG0004830	NP_729045.1, NP_573030.2	XP_015180224.1
OG0004831	NP_477089.3	XP_015174846.1
OG0004832	NP_001286934.1	XP_015177487.1
OG0004833	NP_648573.2	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1
OG0004834	NP_001286810.1	XP_015190001.1
OG0004835	NP_001137761.1	XP_015171112.1
OG0004836	NP_001261140.1	XP_015184749.1
OG0004837	NP_608489.2	XP_015190345.1
OG0004838	NP_609180.3	XP_015185760.1
OG0004839	NP_001356949.1	XP_015190066.1
OG0004841	NP_001261061.1	XP_015179977.1, XP_015179970.1
OG0004842	NP_608562.4	XP_015177194.1
OG0004843	NP_723087.1	XP_015187163.1, XP_015187164.1
OG0004844	NP_650787.1	XP_015190481.1
OG0004845	NP_650203.3	XP_015175578.1
OG0004846	NP_001097259.2	XP_015183326.1
OG0004847	NP_788403.2	XP_015185307.1
OG0004848	NP_572427.1, NP_001356905.1	XP_015175456.1
OG0004851	NP_001261455.1	XP_015191516.1, XP_015191519.1
OG0004852	NP_788073.1	XP_015182440.1
OG0004853	NP_524143.2	XP_015174220.1
OG0004854	NP_996218.1	XP_015176923.1
OG0004857	NP_788423.1	XP_015183925.1
OG0004858	NP_001259102.1	XP_015182298.1
OG0004859	NP_001262715.1	XP_015173277.1
OG0004861	NP_001262624.1	XP_015190746.1
OG0004862	NP_572571.1	XP_015188148.1
OG0004863	NP_572372.1	XP_015186785.1, XP_015186787.1, XP_015186784.1
OG0004864	NP_611336.1	XP_015183825.1
OG0004865	NP_733162.2	XP_015188410.1
OG0004866	NP_722590.2	XP_015191366.1
OG0004867	NP_572445.1	XP_015186488.1
OG0004868	NP_572437.2	XP_015187961.1
OG0004869	NP_647717.1	XP_015186213.1
OG0004870	NP_001189234.1	XP_015188281.1
OG0004871	NP_650924.3	XP_015173343.1
OG0004872	NP_612093.1	XP_015181414.1, XP_015181415.1, XP_015181416.1
OG0004873	NP_609731.1, NP_001096967.1	XP_015188902.1
OG0004874	NP_523483.2	XP_015184204.1
OG0004875	NP_523935.1	XP_015171548.1
OG0004876	NP_732076.1	XP_015187697.1
OG0004877	NP_511080.2	XP_015186529.1
OG0004878	NP_609608.1	XP_015187400.1, XP_015187401.1
OG0004879	NP_001014590.1	XP_015182721.1
OG0004880	NP_001260114.1	XP_015179276.1
OG0004883	NP_610523.2	XP_015188212.1, XP_015188207.1, XP_015185949.1
OG0004885	NP_612015.1	XP_015171171.1, XP_015171172.1, XP_015171173.1, XP_015171170.1
OG0004886	NP_610270.1	XP_015182997.1, XP_015182996.1
OG0004887	NP_572771.1	XP_015185856.1
OG0004888	NP_610872.1, NP_725289.1	XP_015191560.1
OG0004889	NP_001285269.1	XP_015181115.1
OG0004891	NP_649814.1	XP_015180144.1, XP_015180145.1
OG0004893	NP_001097380.1	XP_015191706.1
OG0004894	NP_611833.1	XP_015185093.1
OG0004895	NP_731339.1	XP_015183727.1
OG0004896	NP_611836.2	XP_015185044.1, XP_015185046.1, XP_015185045.1
OG0004897	NP_608633.1	XP_015188414.1
OG0004898	NP_001262184.1	XP_015184291.1
OG0004899	NP_001286031.1	XP_015182351.1
OG0004900	NP_524751.3	XP_015188073.1
OG0004901	NP_731570.2	XP_015185927.1, XP_015176071.1
OG0004902	NP_001286117.1, NP_001036372.2	XP_015190849.1
OG0004903	NP_001261903.1	XP_015172342.1
OG0004904	NP_524601.2	XP_015184319.1
OG0004905	NP_524454.2, NP_477404.1	XP_015184336.1
OG0004906	NP_730432.1	XP_015176715.1
OG0004908	NP_001137693.2	XP_015186462.1
OG0004909	NP_572382.1	XP_015175514.1
OG0004910	NP_995623.2, NP_726097.1	XP_015172657.1
OG0004912	NP_524031.2	XP_015180204.1
OG0004913	NP_722687.1	XP_015191022.1
OG0004914	NP_001260318.1	XP_015183260.1
OG0004915	NP_608379.1	XP_015189187.1, XP_015189188.1
OG0004916	NP_476650.1	XP_015178372.1
OG0004917	NP_001097023.1, NP_001097021.1	XP_015183586.1
OG0004918	NP_001247334.1	XP_015171543.1, XP_015171544.1
OG0004919	NP_726743.1	XP_015181772.1, XP_015181774.1, XP_015181773.1
OG0004920	NP_001096958.1	XP_015188022.1
OG0004921	NP_648828.3	XP_015188479.1
OG0004922	NP_001286802.1	XP_015174122.1
OG0004923	NP_001262301.1	XP_015190350.1
OG0004924	NP_788664.2, NP_731744.1	XP_015186102.1
OG0004925	NP_611822.1, NP_001261330.1	XP_015189717.1
OG0004926	NP_001260818.1	XP_015190449.1
OG0004927	NP_001356973.1	XP_015185255.1
OG0004928	NP_001286365.1	XP_015176586.1
OG0004930	NP_611973.2	XP_015179569.1
OG0004931	NP_001163196.1	XP_015173557.1
OG0004932	NP_001137851.1	XP_015175163.1
OG0004933	NP_610627.2	XP_015180732.1
OG0004934	NP_001369081.1	XP_015179762.1, XP_015179766.1
OG0004935	NP_611533.2	XP_015186493.1
OG0004937	NP_523450.1	XP_015188496.1
OG0004938	NP_723202.2	XP_015187933.1
OG0004939	NP_609371.2	XP_015175056.1
OG0004940	NP_001245861.1	XP_015191286.1, XP_015191285.1
OG0004941	NP_001259695.1	XP_015178935.1, XP_015178936.1
OG0004943	NP_573360.1	XP_015184117.1
OG0004944	NP_001286319.1	XP_015173411.1
OG0004945	NP_573331.1	XP_015177409.1
OG0004947	NP_649494.1	XP_015185039.1, XP_015185038.1
OG0004948	NP_647808.1	XP_015187600.1
OG0004949	NP_612032.1, NP_609430.1	XP_015172444.1
OG0004950	NP_726563.1	XP_015173205.1, XP_015173204.1
OG0004951	NP_001262918.1	XP_015179501.1
OG0004952	NP_610720.1	XP_015178718.1
OG0004964	NP_572651.1	XP_015174553.1
OG0004976	NP_001260550.2	XP_015183433.1
OG0004977	NP_611074.1	XP_015174409.1
OG0004978	NP_001285674.1	XP_015186199.1
OG0004979	NP_001034075.1, NP_652041.2	XP_015175719.1
OG0004980	NP_650309.1, NP_001036640.1	XP_015177177.1
OG0004981	NP_001259052.1, NP_651212.1	XP_015172625.1
OG0004982	NP_001284828.1, NP_651987.1	XP_015182765.1
OG0004983	NP_477134.1	XP_015179645.1
OG0004984	NP_651040.3	XP_015186018.1
OG0004985	NP_001163061.1	XP_015171081.1
OG0004986	NP_648300.3	XP_015185666.1
OG0004987	NP_650726.1	XP_015186357.1
OG0004988	NP_651614.1, NP_573110.1	XP_015172669.1
OG0004989	NP_609363.1	XP_015191848.1
OG0004990	NP_001014633.2	XP_015173770.1
OG0004991	NP_001260877.1	XP_015171830.1
OG0004992	NP_608387.1	XP_015185826.1, XP_015185834.1
OG0004993	NP_650073.1	XP_015186619.1
OG0004994	NP_001285124.1	XP_015191154.1
OG0004995	NP_001261567.1	XP_015186540.1
OG0004996	NP_651843.1, NP_476691.1	XP_015178043.1
OG0004997	NP_001284943.1	XP_015172034.1
OG0004998	NP_732309.1	XP_015172728.1
OG0004999	NP_649858.1	XP_015179631.1
OG0005000	NP_001287236.1	XP_015177089.1, XP_015177088.1
OG0005001	NP_523737.1	XP_015173784.1
OG0005002	NP_001263081.1	XP_015181299.1
OG0005003	NP_652574.3, NP_001285734.1	XP_015188731.1
OG0005004	NP_731983.1	XP_015176388.1
OG0005005	NP_001287386.1	XP_015191634.1
OG0005006	NP_609992.1	XP_015172021.1
OG0005007	NP_001137607.1	XP_015180879.1
OG0005008	NP_523836.2	XP_015181200.1
OG0005009	NP_001284928.1	XP_015186379.1
OG0005010	NP_001284908.1	XP_015186807.1
OG0005011	NP_001286464.1	XP_015182646.1
OG0005012	NP_723362.1	XP_015185510.1
OG0005013	NP_523466.2	XP_015174856.1
OG0005014	NP_523831.1	XP_015184447.1
OG0005015	NP_001104459.2	XP_015178364.1
OG0005016	NP_651968.1	XP_015187953.1
OG0005017	NP_610210.2, NP_649489.1	XP_015179965.1
OG0005018	NP_001284900.1	XP_015171749.1
OG0005019	NP_610818.1	XP_015179533.1
OG0005020	NP_001188794.1	XP_015181001.1
OG0005021	NP_572974.1	XP_015179942.1
OG0005022	NP_525092.1, NP_650910.1	XP_015184688.1
OG0005023	NP_001246409.1	XP_015180744.1
OG0005024	NP_477240.1	XP_015190997.1
OG0005025	NP_610676.2	XP_015172982.1
OG0005027	NP_609895.2	XP_015186588.1
OG0005028	NP_722835.1	XP_015187077.1
OG0005029	NP_001262519.1	XP_015187837.1
OG0005030	NP_648427.1	XP_015171933.1
OG0005031	NP_651281.1	XP_015181736.1
OG0005032	NP_001285823.1	XP_015171462.1
OG0005033	NP_524197.1	XP_015174221.1
OG0005034	NP_001260103.1	XP_015173960.1, XP_015173962.1
OG0005035	NP_523683.1, NP_724931.1, NP_610584.2	XP_015171815.1
OG0005036	NP_610886.2	XP_015174695.1, XP_015174694.1
OG0005037	NP_001261954.1	XP_015191658.1
OG0005038	NP_001285678.1	XP_015188884.1
OG0005041	NP_001260878.1	XP_015175954.1
OG0005042	NP_651200.1	XP_015182631.1
OG0005043	NP_651397.1	XP_015174682.1
OG0005044	NP_572267.1, NP_524076.2	XP_015178544.1
OG0005045	NP_725975.2	XP_015183231.1
OG0005046	NP_608884.1	XP_015188476.1
OG0005047	NP_001097577.1	XP_015184918.1
OG0005048	NP_651887.1	XP_015180200.1
OG0005050	NP_523874.1	XP_015176974.1
OG0005051	NP_001261196.1	XP_015176447.1
OG0005052	NP_001036756.2	XP_015171816.1
OG0005053	NP_001245533.1	XP_015187433.1
OG0005054	NP_001027048.1	XP_015191349.1
OG0005055	NP_001262911.1	XP_015178056.1, XP_015178057.1
OG0005056	NP_001189136.1	XP_015183822.1
OG0005057	NP_476631.1	XP_015184936.1
OG0005058	NP_001137828.1	XP_015181086.1
OG0005059	NP_649529.1	XP_015179803.1
OG0005060	NP_650072.2	XP_015186070.1
OG0005061	NP_001262488.1	XP_015188396.1
OG0005062	NP_001356967.1	XP_015185806.1
OG0005063	NP_648201.1	XP_015183661.1
OG0005064	NP_001027236.1	XP_015180012.1
OG0005065	NP_524421.1	XP_015187788.1
OG0005066	NP_477302.1	XP_015185180.1
OG0005067	NP_651272.1	XP_015171183.1
OG0005068	NP_001286566.1	XP_015184448.1
OG0005069	NP_650608.1	XP_015173016.1, XP_015173017.1
OG0005070	NP_651657.1	XP_015172838.1
OG0005072	NP_001163560.1, NP_001285929.1	XP_015191175.1
OG0005073	NP_477135.2	XP_015180984.1
OG0005075	NP_649611.2	XP_015187314.1
OG0005076	NP_001247017.1	XP_015180949.1, XP_015189859.1
OG0005077	NP_570080.1	XP_015174190.1
OG0005078	NP_001286202.1	XP_015184721.1
OG0005079	NP_647860.1	XP_015173593.1
OG0005080	NP_573288.1	XP_015176741.1
OG0005081	NP_649240.1	XP_015189163.1
OG0005082	NP_524774.1	XP_015177853.1
OG0005083	NP_609671.1	XP_015174600.1
OG0005084	NP_001259199.1	XP_015175125.1
OG0005085	NP_001285295.1	XP_015185081.1
OG0005086	NP_572604.2	XP_015180833.1
OG0005087	NP_001246156.2	XP_015190826.1
OG0005088	NP_610363.1, NP_001260868.1	XP_015189153.1
OG0005089	NP_524270.2	XP_015187646.1
OG0005090	NP_610985.1	XP_015190430.1
OG0005091	NP_572777.2	XP_015185518.1
OG0005092	NP_651457.1	XP_015175607.1
OG0005093	NP_001261250.1	XP_015186173.1
OG0005097	NP_722922.1	XP_015179049.1
OG0005098	NP_001286189.1	XP_015187160.1
OG0005099	NP_611541.1	XP_015178064.1
OG0005100	NP_001261696.1	XP_015182398.1
OG0005101	NP_001261694.1	XP_015185951.1
OG0005102	NP_725047.2	XP_015184341.1
OG0005103	NP_001261994.1	XP_015171306.1
OG0005104	NP_652031.2	XP_015189234.1
OG0005105	NP_001259846.1	XP_015171823.1
OG0005106	NP_001285259.1	XP_015185211.1
OG0005108	NP_651850.1	XP_015171392.1
OG0005109	NP_524476.1	XP_015182457.1
OG0005110	NP_609623.1, NP_001285798.1	XP_015176806.1
OG0005111	NP_001284785.1	XP_015190825.1
OG0005112	NP_651295.1	XP_015171307.1
OG0005113	NP_001261766.1	XP_015171940.1, XP_015171939.1, XP_015171938.1
OG0005114	NP_001285198.1	XP_015178924.1
OG0005116	NP_001285613.1	XP_015180606.1
OG0005117	NP_001015174.1	XP_015191160.1
OG0005119	NP_651062.3	XP_015185233.1
OG0005120	NP_001260668.1	XP_015174401.1
OG0005121	NP_572919.1	XP_015172093.1
OG0005122	NP_001163597.1	XP_015179448.1
OG0005123	NP_570020.1	XP_015184160.1
OG0005124	NP_001036387.1	XP_015175413.1, XP_015175569.1
OG0005125	NP_001033989.1	XP_015171032.1
OG0005126	NP_649523.1	XP_015188395.1
OG0005127	NP_001287480.1	XP_015189369.1
OG0005128	NP_570063.1	XP_015189532.1
OG0005130	NP_611844.3	XP_015174167.1, XP_015174158.1
OG0005131	NP_001097865.1	XP_015179147.1
OG0005132	NP_477509.1	XP_015187231.1
OG0005133	NP_001261433.1	XP_015178060.1
OG0005134	NP_609449.1	XP_015180895.1
OG0005135	NP_476740.1	XP_015185645.1
