Orthogroup	Drosophila_melanogaster	Solenopsis_invicta
OG0003600	NP_652069.2	XP_025993030.2
OG0003601	NP_001247153.1	XP_011172202.1
OG0003602	NP_996141.2	XP_025994604.1
OG0003603	NP_524366.1	XP_011169059.2
OG0003604	NP_647677.2	XP_039315300.1, XP_011161130.2
OG0003605	NP_612073.2	XP_039306480.1
OG0003606	NP_524810.2	XP_011155340.1
OG0003607	NP_649008.2	XP_039314608.1
OG0003608	NP_609634.1	XP_039305257.1
OG0003609	NP_608886.1	XP_039303759.1, XP_011159275.2
OG0003610	NP_651726.1	XP_011175415.1
OG0003611	NP_523583.2	XP_011174238.1
OG0003613	NP_570069.1	XP_011168513.1
OG0003614	NP_523541.2	XP_011165980.2
OG0003615	NP_611687.1	XP_011155661.1
OG0003616	NP_001262982.1	XP_011173105.1, XP_039303022.1
OG0003617	NP_001260440.1	XP_039308360.1
OG0003618	NP_511065.1	XP_011167752.1
OG0003619	NP_523898.1	XP_025996652.1
OG0003620	NP_611053.1	XP_011173558.2
OG0003621	NP_725799.1	XP_011167271.2
OG0003623	NP_001261078.1	XP_011166561.2
OG0003624	NP_001260192.1	XP_011173629.1
OG0003625	NP_732109.2	XP_039310576.1
OG0003626	NP_476722.1	XP_039314948.1
OG0003627	NP_725451.1	XP_011163417.2
OG0003628	NP_001247372.1	XP_011166426.1
OG0003629	NP_649520.1	XP_011166897.1, XP_011166898.1
OG0003630	NP_001259267.1	XP_025986522.1
OG0003631	NP_611946.2	XP_011157082.3
OG0003632	NP_001014758.2	XP_025992165.2
OG0003633	NP_648604.2	XP_025987589.2
OG0003634	NP_608349.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	NP_608498.3	XP_039314897.1
OG0003636	NP_477119.1	XP_025986658.2
OG0003637	NP_477440.1	XP_039305221.1
OG0003638	NP_649194.1	XP_025985884.1
OG0003639	NP_001262035.1	XP_011167928.1
OG0003640	NP_001097136.2	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	NP_001247023.2	XP_025988954.1
OG0003642	NP_001247399.1	XP_039313749.1
OG0003643	NP_611345.1	XP_011157048.2
OG0003644	NP_610446.1, NP_610447.2	XP_011161160.1
OG0003645	NP_001014722.1	XP_039312324.1
OG0003646	NP_001285636.1	XP_039305230.1
OG0003647	NP_572814.1, NP_722953.1	XP_025996645.2
OG0003648	NP_649176.1	XP_011166759.1
OG0003649	NP_001096981.2	XP_011170244.1, XP_011170222.1
OG0003650	NP_001260032.1	XP_039312443.1
OG0003653	NP_572704.1	XP_011167346.2
OG0003654	NP_001096928.1	XP_039302559.1
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_039308408.1, XP_039308409.1
OG0003656	NP_609092.1	XP_011159123.2
OG0003657	NP_724708.1	XP_039308354.1
OG0003658	NP_001262034.1	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003661	NP_001285240.1	XP_011170494.3
OG0003663	NP_001261019.1	XP_039306921.1
OG0003665	NP_001261794.1	XP_011166929.1, XP_011166930.1
OG0003666	NP_611750.1	XP_011166717.1
OG0003667	NP_001285128.1	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	NP_650452.1	XP_039312702.1, XP_011169131.1
OG0003669	NP_569851.2	XP_011168002.1
OG0003670	NP_608859.1	XP_039312486.1
OG0003671	NP_610592.1	XP_025995824.1
OG0003672	NP_001287600.1, NP_001287601.1	XP_039314297.1
OG0003673	NP_608377.1	XP_011159485.1, XP_011159484.1
OG0003674	NP_611267.1	XP_011175340.1
OG0003675	NP_001284923.1	XP_011167135.2
OG0003676	NP_651213.1	XP_011163394.2
OG0003677	NP_001262249.1	XP_011176185.1
OG0003678	NP_651899.2	XP_011163744.2
OG0003679	NP_001246615.1	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	NP_001014504.1	XP_025991771.1
OG0003681	NP_001261697.1	XP_011158579.1
OG0003682	NP_001137924.1	XP_011159235.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_011158808.1
OG0003684	NP_001260326.1	XP_011164943.1
OG0003686	NP_572247.2	XP_025985905.2
OG0003687	NP_001286701.1	XP_011165752.1
OG0003689	NP_001285690.1	XP_011171886.1
OG0003690	NP_650943.1	XP_039303242.1, XP_011170696.1
OG0003691	NP_647620.1	XP_025993189.2
OG0003692	NP_001097079.1	XP_025986560.1
OG0003703	NP_001263091.1	XP_011170385.1
OG0003709	NP_001287407.1	XP_011163619.1
OG0003710	NP_476636.1	XP_011168792.1
OG0003711	NP_001260887.1	XP_011172335.1
OG0003712	NP_001262202.1	XP_011157010.1
OG0003713	NP_477407.1, NP_996415.1	XP_011168517.1
OG0003714	NP_476797.1	XP_011162592.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_039313058.1
OG0003716	NP_001262080.1	XP_025995556.1
OG0003717	NP_001247301.1	XP_011170723.1
OG0003719	NP_647949.1	XP_025993392.1
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_011158067.1
OG0003721	NP_001334713.1, NP_610961.1	XP_025989283.1
OG0003722	NP_649059.1	XP_011175703.1
OG0003723	NP_648783.4	XP_011158661.1
OG0003724	NP_001033967.1	XP_011158968.1
OG0003726	NP_001287108.1	XP_025996015.1
OG0003727	NP_611407.1	XP_011170912.1, XP_011170914.1, XP_011170913.1
OG0003728	NP_001097742.1	XP_011169739.1
OG0003729	NP_001247264.1, NP_647942.1	XP_011165154.1
OG0003730	NP_001189310.1	XP_011165842.1
OG0003731	NP_001259630.1	XP_011164522.1
OG0003732	NP_001188553.1, NP_001262481.1	XP_011156365.1
OG0003733	NP_731777.1, NP_523840.1	XP_011163524.2
OG0003734	NP_001303480.1, NP_727447.1	XP_039307129.1, XP_025994362.1
OG0003735	NP_651684.1	XP_011161972.1
OG0003736	NP_649702.2	XP_011169470.1
OG0003737	NP_001261952.1	XP_011157966.1
OG0003738	NP_610343.1	XP_011169742.1
OG0003739	NP_001247139.1	XP_011164693.1
OG0003740	NP_609492.1	XP_025991922.1
OG0003741	NP_647961.1	XP_011174019.1
OG0003742	NP_610417.1	XP_011161409.1
OG0003743	NP_001188928.1, NP_001287533.1	XP_011172362.1
OG0003744	NP_524719.1	XP_011172220.1
OG0003745	NP_001259103.1	XP_011171823.1
OG0003746	NP_649352.1	XP_039304457.1
OG0003747	NP_001260028.1	XP_011167369.2, XP_025988608.1
OG0003748	NP_611632.3	XP_011166657.1, XP_011166656.1
OG0003749	NP_732419.1, NP_609366.2	XP_025987674.1, XP_039305506.1
OG0003750	NP_726111.1	XP_025990237.1
OG0003751	NP_731267.1	XP_011169970.2
OG0003752	NP_610168.1, NP_001260612.1	XP_011158636.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_011163442.1
OG0003754	NP_001285266.1, NP_649161.1	XP_039301810.1
OG0003755	NP_001137699.1	XP_011156923.1
OG0003756	NP_650331.1	XP_011170763.1
OG0003757	NP_511045.1	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	NP_650784.3	XP_039305719.1
OG0003759	NP_001246908.1	XP_011161012.1
OG0003760	NP_609878.1, NP_001259750.1	XP_011164546.1
OG0003761	NP_001188681.1	XP_011160215.1
OG0003762	NP_650214.1	XP_025995354.1
OG0003763	NP_001287349.1	XP_011165219.2
OG0003764	NP_649241.1	XP_011158594.1, XP_011158597.1
OG0003765	NP_001284709.1	XP_011162102.1
OG0003766	NP_523407.1	XP_011167172.1
OG0003767	NP_001033885.1	XP_011172039.1
OG0003768	NP_608575.1	XP_011175554.1
OG0003769	NP_608619.1	XP_039304039.1, XP_011159751.1
OG0003770	NP_001285352.1	XP_011157095.1
OG0003771	NP_651296.1	XP_011155616.1
OG0003772	NP_609822.1, NP_650473.1	XP_011159503.1
OG0003773	NP_001259808.1	XP_011160541.1, XP_011160542.1
OG0003774	NP_569980.1	XP_011168322.1
OG0003775	NP_648527.1	XP_025995362.1
OG0003776	NP_649048.1	XP_011157495.1
OG0003777	NP_001260520.2	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	NP_788548.1	XP_025991477.2
OG0003779	NP_609918.1	XP_011161043.1
OG0003780	NP_611446.3, NP_647716.1	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	NP_001261879.1	XP_011164009.1
OG0003782	NP_649399.1, NP_001284805.1	XP_011163386.1
OG0003783	NP_001262846.1	XP_011157971.1
OG0003784	NP_733061.1	XP_011160258.1
OG0003785	NP_610974.1, NP_001285320.1	XP_011159536.3
OG0003786	NP_001097074.1	XP_011159396.1, XP_011159398.1
OG0003787	NP_648037.1	XP_039307174.1, XP_011171028.1
OG0003788	NP_511106.1	XP_011155430.1
OG0003789	NP_732338.1	XP_011169655.1
OG0003790	NP_001262023.1	XP_011165359.1
OG0003791	NP_001246448.1	XP_011156116.1
OG0003792	NP_001188815.1	XP_025995656.1
OG0003793	NP_650317.3	XP_011165565.3
OG0003794	NP_001285058.1	XP_039303676.1
OG0003795	NP_524134.1	XP_011160027.1, XP_011160029.1
OG0003796	NP_001285371.1	XP_011155673.1
OG0003797	NP_651340.1	XP_039312805.1
OG0003798	NP_001188780.1	XP_025992665.1
OG0003799	NP_610451.1	XP_011170585.1
OG0003800	NP_651825.4, NP_610916.1	XP_011157261.1
OG0003801	NP_572526.1	XP_039307025.1
OG0003802	NP_001262901.1, NP_611191.1	XP_011156805.1
OG0003803	NP_648168.1	XP_011159601.1
OG0003804	NP_648144.3	XP_011172646.1
OG0003805	NP_649541.1	XP_011167839.2
OG0003806	NP_524537.1	XP_011173111.1
OG0003807	NP_001286908.1	XP_039301827.1, XP_011156481.1
OG0003808	NP_001259814.1	XP_011171944.1, XP_011173566.1
OG0003809	NP_001286673.1	XP_011161045.1
OG0003810	NP_001260063.1	XP_011157488.1
OG0003811	NP_649212.2	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	NP_001162723.1	XP_025992553.1
OG0003813	NP_525073.1	XP_011159958.2
OG0003814	NP_001261853.1	XP_011157373.2, XP_039306706.1
OG0003815	NP_649455.1	XP_039307396.1, XP_025992666.1
OG0003817	NP_001350858.1	XP_011172618.1
OG0003818	NP_650328.1	XP_011175934.1
OG0003819	NP_001263095.1	XP_011170017.1
OG0003820	NP_001036422.1	XP_011156382.3, XP_039307591.1
OG0003821	NP_609946.1	XP_011164448.1
OG0003822	NP_001036633.2	XP_011162673.2
OG0003824	NP_652145.1	XP_011163209.2
OG0003825	NP_001262701.1	XP_039310079.1
OG0003826	NP_001247206.1	XP_039310283.1
OG0003827	NP_611986.2	XP_011160989.2
OG0003828	NP_001261195.1	XP_011171352.1
OG0003829	NP_001245409.1	XP_039310615.1
OG0003830	NP_001245983.1, NP_723670.2	XP_025989979.2, XP_025989980.2
OG0003831	NP_001260897.1	XP_025994355.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_011164209.2
OG0003833	NP_511048.2	XP_011170251.1
OG0003834	NP_001260368.1	XP_011163864.1
OG0003835	NP_001262920.1	XP_011159619.1
OG0003836	NP_001260135.1	XP_039309063.1
OG0003837	NP_610913.1	XP_011173345.1
OG0003838	NP_610522.1	XP_011166072.1
OG0003839	NP_001262031.1	XP_011162047.1
OG0003841	NP_570012.1	XP_011157791.1, XP_011157790.1
OG0003842	NP_573371.1	XP_039303012.1
OG0003843	NP_001261596.1	XP_011166255.1, XP_039311219.1
OG0003844	NP_476904.1	XP_011166427.2
OG0003845	NP_610201.1	XP_039307489.1, XP_011166904.1
OG0003846	NP_001163433.1	XP_011175418.1
OG0003847	NP_732393.1	XP_011160048.1
OG0003848	NP_001247237.1	XP_011163364.1
OG0003849	NP_610044.2	XP_011167690.1
OG0003850	NP_609358.1	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	NP_001259490.1	XP_011155312.1
OG0003852	NP_001259707.1	XP_011164192.1
OG0003853	NP_609495.1	XP_011167699.1
OG0003854	NP_608657.1	XP_011170457.1, XP_011170455.2
OG0003855	NP_001260765.1	XP_025990166.1
OG0003856	NP_647660.1	XP_039315036.1
OG0003857	NP_788641.1	XP_025989275.1
OG0003859	NP_611549.2	XP_011175511.1
OG0003860	NP_612094.2	XP_011158866.1
OG0003861	NP_001259663.1	XP_011161907.1
OG0003862	NP_001286393.1	XP_039308821.1
OG0003863	NP_569972.1	XP_039308430.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_011164251.2
OG0003866	NP_001261542.1	XP_011176060.1
OG0003867	NP_609864.1, NP_573096.1	XP_011164324.1
OG0003868	NP_610357.1	XP_011155641.1
OG0003869	NP_788357.1	XP_025988131.1
OG0003870	NP_001368936.1	XP_025995031.1
OG0003871	NP_611535.1	XP_039311707.1
OG0003872	NP_610876.1	XP_039309105.1, XP_011162350.1
OG0003873	NP_001334735.1	XP_025987503.2
OG0003874	NP_001163577.1	XP_011170285.1
OG0003875	NP_572532.1	XP_025994624.1
OG0003876	NP_001259823.1	XP_011164283.1
OG0003877	NP_001285642.1	XP_011158035.1
OG0003878	NP_001097890.1	XP_011169851.1
OG0003879	NP_647918.2	XP_025988582.1, XP_011158304.1
OG0003880	NP_572535.1	XP_011157017.1
OG0003881	NP_001260585.1	XP_011170189.2
OG0003882	NP_001162627.1	XP_011170992.1
OG0003883	NP_573251.1	XP_011171998.1
OG0003884	NP_572907.1	XP_039307182.1
OG0003886	NP_724244.1	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	NP_476982.1	XP_011158236.2
OG0003888	NP_523797.1, NP_476814.1	XP_011162753.2
OG0003889	NP_610732.1	XP_011168777.1
OG0003890	NP_649876.1	XP_039312581.1, XP_039312579.1
OG0003891	NP_001263108.1	XP_011161971.1
OG0003892	NP_001262069.1	XP_011160869.1
OG0003893	NP_647757.2, NP_001259177.1	XP_025986847.1, NP_001291512.1
OG0003894	NP_001246498.1	XP_011160767.2, XP_011160760.1
OG0003895	NP_001259484.1	XP_025986022.2
OG0003896	NP_608837.2	XP_011162347.1
OG0003897	NP_001261947.1	XP_025992844.1
OG0003898	NP_647707.1	XP_011176008.1, XP_039314612.1
OG0003899	NP_001097186.2, NP_650042.2	XP_011170319.1
OG0003900	NP_651578.1	XP_011172738.1
OG0003901	NP_572401.2	XP_039304811.1, XP_025996432.1
OG0003902	NP_001246118.1	XP_025989407.2
OG0003903	NP_001261922.1	XP_039308253.1, XP_039308250.1
OG0003904	NP_001262697.1	XP_011163090.3
OG0003905	NP_729888.1	XP_011159771.1
OG0003906	NP_001259961.1, NP_611200.2	XP_025987578.1
OG0003907	NP_569906.1	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	NP_001260726.1	XP_039313976.1, XP_011166693.1
OG0003909	NP_001247006.1	XP_011168602.2
OG0003910	NP_001246673.1	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003911	NP_001261606.1	XP_011167267.1
OG0003912	NP_001097238.1	XP_011163003.1
OG0003913	NP_648549.1	XP_011171472.1
OG0003914	NP_001356926.1	XP_011170975.2
OG0003915	NP_001286055.1	XP_025993626.2
OG0003916	NP_611032.2	XP_025996319.1
OG0003917	NP_524287.1	XP_011159616.2
OG0003918	NP_524099.2	XP_011163143.2
OG0003919	NP_001188671.1	XP_011168236.1, XP_011168238.1
OG0003920	NP_001287306.1	XP_011173008.2
OG0003921	NP_001356957.1	XP_011173457.1
OG0003922	NP_609238.1	XP_011163814.1
OG0003923	NP_001263054.1	XP_011158933.2, XP_039305216.1
OG0003924	NP_001245549.1	XP_011155904.1, XP_011155896.1, XP_025991279.1
OG0003925	NP_573225.1	XP_011170768.1
OG0003926	NP_723576.1	XP_039313898.1
OG0003927	NP_649067.2	XP_011173519.1, XP_011173521.1
OG0003928	NP_611175.1	XP_011175799.1
OG0003929	NP_001261060.1	XP_039310561.1, XP_011172972.2
OG0003930	NP_726473.2	XP_011163266.2
OG0003931	NP_524417.1, NP_651961.1	XP_011160703.1
OG0003932	NP_001036655.1	XP_011175956.1
OG0003933	NP_477445.1	XP_011164334.1
OG0003934	NP_648581.1	XP_039315643.1, XP_039315644.1
OG0003935	NP_001287055.1	XP_011169572.1
OG0003936	NP_524483.1	XP_025990001.1
OG0003937	NP_611251.2	XP_039305588.1, XP_039305589.1, XP_039305590.1
OG0003938	NP_001262741.1	XP_011161817.1
OG0003939	NP_001259461.1	XP_011168128.1
OG0003940	NP_650512.1	XP_039314809.1
OG0003941	NP_001259608.1	XP_011166197.1
OG0003943	NP_649905.1	XP_011162640.2
OG0003944	NP_001261149.1	XP_011172391.2
OG0003945	NP_608585.1	XP_025986377.1
OG0003946	NP_647768.3	XP_025986400.1
OG0003947	NP_651180.3	XP_011159662.1, XP_025991662.1
OG0003948	NP_001286414.1	XP_011158015.1
OG0003950	NP_731494.1, NP_731495.1	XP_011170040.1
OG0003951	NP_996299.1	XP_011172015.2
OG0003952	NP_649594.1	XP_025990828.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_011162228.1
OG0003954	NP_611769.2, NP_001245708.1	XP_011162943.1
OG0003955	NP_001247152.1	XP_011159642.2
OG0003956	NP_477397.1	XP_011175137.1
OG0003957	NP_001261167.1	XP_011161541.1
OG0003958	NP_477224.1	XP_011155905.1
OG0003959	NP_001261183.1	XP_011169772.1
OG0003960	NP_001097394.1	XP_025989645.1
OG0003961	NP_610107.1	XP_011173964.2
OG0003962	NP_523811.1	XP_011158728.2
OG0003963	NP_611832.1	XP_011171315.2
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_039311722.1
OG0003965	NP_648590.1	XP_039314142.1
OG0003966	NP_001286169.1	XP_039311890.1, XP_039311891.1
OG0003967	NP_649099.1	XP_025993554.1, XP_039311771.1, XP_039303565.1
OG0003968	NP_610398.1	XP_011172321.1
OG0003969	NP_569880.1	XP_011167354.1
OG0003970	NP_001262490.1, NP_731657.2	XP_011169892.1
OG0003971	NP_001285692.1	XP_011157998.1
OG0003972	NP_611539.1	XP_011159684.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_011160299.1
OG0003974	NP_651278.2	XP_011156214.1
OG0003975	NP_649552.1	XP_025997197.1
OG0003976	NP_001246589.1	XP_011170682.1
OG0003977	NP_570081.2	XP_011158706.1, XP_039305263.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_011162080.1
OG0003979	NP_611690.2	XP_011155702.2, XP_011155701.2
OG0003980	NP_572722.2	XP_011169396.1
OG0003981	NP_610429.2	XP_011173719.1
OG0003982	NP_609079.2	XP_039312784.1
OG0003983	NP_001137958.1	XP_025991685.1, XP_025991684.1
OG0003984	NP_611900.1	XP_011155858.2
OG0003985	NP_572747.1	XP_011173006.1
OG0003986	NP_511064.2	XP_039313515.1
OG0003988	NP_001163748.1	XP_025988648.1, XP_025988653.1
OG0003989	NP_001163103.1	XP_011155316.2
OG0003990	NP_524448.3	XP_039310594.1
OG0003991	NP_524623.2	XP_025990820.2
OG0003992	NP_573116.2	XP_011157073.1
OG0003994	NP_001286707.1	XP_011173065.2
OG0003995	NP_001284866.1	XP_011163297.1
OG0003996	NP_001259362.1, NP_650489.1	XP_011167121.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_039309289.1
OG0003998	NP_001162829.1	XP_011175483.2
OG0003999	NP_523723.1	XP_011161469.1
OG0004000	NP_001246063.1	XP_011158775.2
OG0004002	NP_001303384.1	XP_011169532.1
OG0004003	NP_001162933.1	XP_011159911.1
OG0004004	NP_609954.1, NP_001286084.1	XP_039305247.1
OG0004005	NP_732452.1	XP_025988994.2
OG0004006	NP_724569.1	XP_025992759.2
OG0004008	NP_001097360.1	XP_011158353.1, XP_011158354.1
OG0004009	NP_731065.1	XP_011163925.1
OG0004010	NP_572391.1	XP_011166009.1
OG0004011	NP_001260641.1	XP_011164190.1
OG0004012	NP_001096948.2	XP_025996424.2, XP_039307838.1
OG0004014	NP_572951.1	XP_025995379.2
OG0004015	NP_001138211.1	XP_025989603.1
OG0004016	NP_001189283.1	XP_011160976.2
OG0004017	NP_001286893.1	XP_025986525.1
OG0004018	NP_728546.1	XP_011157242.1, XP_025995061.1
OG0004020	NP_001287463.1	XP_011166363.1
OG0004021	NP_001259691.1	XP_039313089.1, XP_039313090.1, XP_025995783.1
OG0004022	NP_001285276.1	XP_011171815.1
OG0004023	NP_001285665.1	XP_011162975.1, XP_011162974.1
OG0004026	NP_524473.2	XP_025990012.1
OG0004027	NP_648926.3	XP_011164751.3
OG0004028	NP_001097560.1	XP_011159188.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_011170043.1
OG0004031	NP_524815.1	XP_011158780.1
OG0004033	NP_477436.1	XP_039307474.1
OG0004034	NP_609890.2	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1
OG0004035	NP_001285328.1	XP_011155615.1
OG0004036	NP_649324.1	XP_011158733.3
OG0004037	NP_001262772.1	XP_011170260.1, XP_039314275.1
OG0004038	NP_001245836.1	XP_011176152.1
OG0004040	NP_001285092.1, NP_572658.2	XP_011174172.2
OG0004041	NP_647718.1	XP_011176199.1
OG0004042	NP_523917.2	XP_025989619.2
OG0004043	NP_001259062.1	XP_011163010.1
OG0004044	NP_572373.1	XP_039305638.1, XP_039305637.1
OG0004045	NP_523806.2, NP_524607.1	XP_011164711.1
OG0004046	NP_001189212.1	XP_039302056.1
OG0004047	NP_649701.2	XP_039313211.1, XP_025995715.1
OG0004048	NP_001097680.1	XP_011160967.1
OG0004049	NP_610466.2	XP_011164527.2
OG0004050	NP_573088.1	XP_011167831.1
OG0004051	NP_573193.1, NP_650498.3	XP_011165647.1
OG0004052	NP_001262451.1	XP_039315146.1
OG0004053	NP_001260958.1	XP_011159339.2
OG0004054	NP_001260969.1	XP_025988227.1, XP_025988226.1
OG0004055	NP_649411.1	XP_011163549.1
OG0004056	NP_001259979.1	XP_011166280.2
OG0004058	NP_477114.1	XP_011169619.1
OG0004059	NP_001261609.1	XP_011157452.1
OG0004060	NP_476576.1	XP_025991675.1
OG0004061	NP_001285590.1	XP_011168657.1
OG0004062	NP_001245607.1	XP_025990409.1
OG0004063	NP_001162975.1	XP_011159313.1, XP_039304238.1
OG0004064	NP_001259152.1	XP_011164224.2
OG0004065	NP_001286823.1, NP_001259234.1	XP_011165116.3
OG0004066	NP_573146.1	XP_011161434.1, XP_039310940.1
OG0004067	NP_001261227.1	XP_025987207.2
OG0004068	NP_725626.1, NP_476863.1	XP_039308564.1
OG0004069	NP_001368995.1	XP_011155411.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_025993491.2
OG0004071	NP_996010.2	XP_025988101.1
OG0004072	NP_572759.1	XP_011165270.1
OG0004073	NP_648318.2	XP_011168263.1
OG0004074	NP_001286846.1	XP_011169219.1
OG0004075	NP_788639.1	XP_011175194.1
OG0004076	NP_608550.1	XP_011170411.1
OG0004077	NP_650693.1	XP_011159212.1
OG0004078	NP_649890.1	XP_011155720.1
OG0004079	NP_001137777.1	XP_025996144.1, XP_039302042.1
OG0004080	NP_523890.2	XP_011159852.1
OG0004081	NP_001188938.1	XP_011169144.2, XP_011169139.2
OG0004082	NP_001260586.1	XP_011162090.2
OG0004083	NP_569978.1	XP_039309612.1
OG0004084	NP_001163332.2	XP_039314572.1
OG0004085	NP_001246647.1	XP_011161228.1
OG0004086	NP_001138108.1	XP_011174364.1
OG0004087	NP_001259779.1	XP_025995637.1
OG0004088	NP_723510.1	XP_011169452.1
OG0004089	NP_001260005.1	XP_011168660.2
OG0004090	NP_609643.2	XP_011162348.1
OG0004091	NP_609204.2	XP_039309999.1
OG0004093	NP_001259507.1	XP_025995055.1, XP_025995058.1
OG0004094	NP_511152.2	XP_011169405.1
OG0004095	NP_477374.1	XP_011169035.1
OG0004096	NP_725637.1	XP_025993161.1, XP_011155807.2
OG0004097	NP_001286067.1	XP_011166008.1
OG0004098	NP_726437.2	XP_011155347.1
OG0004099	NP_650205.1	XP_011165675.1
OG0004100	NP_609183.1	XP_011156672.1
OG0004101	NP_723188.1	XP_011166845.1
OG0004102	NP_001262443.1	XP_011170924.1
OG0004103	NP_001027038.3	XP_039313925.1
OG0004105	NP_001260476.1	XP_025990046.2
OG0004106	NP_649461.2	XP_011163995.1
OG0004107	NP_647638.1	XP_011165569.2
OG0004108	NP_788735.1	XP_011167636.1
OG0004109	NP_523920.1	XP_011158607.1
OG0004110	NP_611023.1	XP_025996654.1
OG0004111	NP_523982.2	XP_011156109.1
OG0004112	NP_608410.2	XP_039303941.1, XP_011168726.1
OG0004113	NP_524712.1	XP_011158698.1
OG0004114	NP_476905.1	XP_011160769.1
OG0004116	NP_651973.4	XP_025990961.2
OG0004117	NP_648367.1	XP_011175564.1, XP_011175562.1
OG0004119	NP_651939.4	XP_039310397.1
OG0004120	NP_001263153.1	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	NP_523790.1	XP_011167012.1
OG0004122	NP_648520.1	XP_039309149.1
OG0004123	NP_001260855.1	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004124	NP_523879.2, NP_728565.1	XP_025987768.1
