Orthogroup	Drosophila_melanogaster	Anopheles_gambiae
OG0004146	NP_648847.3	XP_315438.3
OG0004147	NP_001014556.1	XP_308817.4
OG0004148	NP_001245598.1	XP_001687765.2
OG0004149	NP_572236.3	XP_001689259.1
OG0004150	NP_649909.1	XP_318430.3
OG0004151	NP_648032.1	XP_316047.4
OG0004153	NP_001036757.1	XP_312247.5
OG0004154	NP_611433.3, NP_651549.1	XP_563530.3
OG0004155	NP_524453.1	XP_003436256.1, XP_312076.2
OG0004158	NP_001261442.1	XP_316619.4
OG0004159	NP_609541.1	XP_316144.4
OG0004160	NP_610297.2	XP_316661.5
OG0004162	NP_001097114.2	XP_310156.4
OG0004163	NP_608567.2, NP_001260044.1	XP_553259.2
OG0004164	NP_001097850.3	XP_003435882.1
OG0004166	NP_610783.1	XP_316078.4
OG0004167	NP_001245796.1	XP_310420.5, XP_003436638.1, XP_003436637.1
OG0004168	NP_651717.1	XP_315532.3
OG0004169	NP_477088.2	XP_003436961.1, XP_310840.5
OG0004170	NP_001097606.1	XP_309924.4
OG0004171	NP_611857.3	XP_310964.5
OG0004172	NP_476845.2	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1
OG0004173	NP_001261621.2, NP_476855.1	XP_316066.4, XP_001237746.2
OG0004174	NP_001261172.1	XP_308670.4
OG0004175	NP_001369072.1	XP_315524.4, XP_001688674.1
OG0004176	NP_001246184.1	XP_001237727.1, XP_315864.4
OG0004177	NP_001260615.1	XP_319569.4
OG0004178	NP_001027420.2	XP_001688110.1, XP_001688111.1, XP_308855.4
OG0004180	NP_001162639.2	XP_311082.5
OG0004181	NP_477219.1	XP_317116.4, XP_318879.3
OG0004182	NP_610116.2	XP_001230685.2
OG0004183	NP_001260578.1	XP_001689011.1
OG0004184	NP_477022.1	XP_320342.4
OG0004186	NP_001097184.2	XP_317615.4
OG0004187	NP_651004.1	XP_311316.3
OG0004188	NP_608524.1	XP_319883.4
OG0004189	NP_648455.2	XP_317522.4
OG0004190	NP_001096996.1	XP_321498.4
OG0004191	NP_001261503.1	XP_308181.4
OG0004192	NP_651851.1	XP_313788.4
OG0004193	NP_001163275.2	XP_308604.4, XP_001688029.1
OG0004194	NP_001261636.1	XP_307775.3
OG0004195	NP_001303365.1	XP_315995.1
OG0004196	NP_572860.2	XP_556213.2
OG0004196	NP_608430.2	XP_555772.2
OG0004197	NP_523924.1	XP_315391.4, XP_001688652.1, XP_001688653.1
OG0004198	NP_652562.2	XP_001238086.1, XP_319104.4
OG0004200	NP_523711.3, NP_524289.1, NP_996069.1, NP_524348.2, NP_524281.1, NP_524280.2, NP_524279.2, NP_524005.2, NP_524018.2, NP_524414.2	XP_321153.1
OG0004201	NP_651849.1	XP_310532.5
OG0004202	NP_001260133.1	XP_320050.4
OG0004203	NP_648267.1	XP_308842.4
OG0004206	NP_610556.1	XP_308698.4
OG0004207	NP_001286287.1, NP_001247263.1	XP_312766.5
OG0004208	NP_611913.1, NP_650160.1, NP_610779.1, NP_650832.1, NP_647993.2, NP_647992.1, NP_650828.1, NP_650829.1, NP_650831.1, NP_650830.1, NP_611518.1, NP_611517.1	XP_315937.4, XP_316885.5
OG0004209	NP_001287316.1	XP_003436488.1, XP_311764.4
OG0004210	NP_611540.1, NP_723119.1	XP_316202.4
OG0004211	NP_726630.2	XP_003436790.1
OG0004212	NP_001260087.1	XP_001689214.1
OG0004213	NP_649590.1	XP_312547.4
OG0004214	NP_524783.1	XP_003436169.1, XP_563560.4
OG0004214	NP_001262446.1	XP_312069.3
OG0004215	NP_001260417.1	XP_319187.4
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_307795.3
OG0004219	NP_648343.1	XP_314287.3
OG0004220	NP_477041.1	XP_318886.3
OG0004221	NP_727523.1	XP_322035.1, XP_315514.2, XP_322038.1, XP_322037.1, XP_322049.3, XP_322045.3, XP_322043.3, XP_322046.3, XP_322044.3, XP_322042.3, XP_322041.3, XP_003435753.1, XP_003435752.1
OG0004224	NP_001189250.2	XP_309683.5, XP_003436491.1
OG0004225	NP_650989.6	XP_001687807.1, XP_001688425.2
OG0004228	NP_001284939.1	XP_003437021.1
OG0004229	NP_001163414.1	XP_315442.4
OG0004230	NP_001261376.1	XP_315606.4
OG0004231	NP_001368969.1	XP_310950.5
OG0004232	NP_001262107.1	XP_316514.4
OG0004234	NP_610253.1	XP_001688546.1
OG0004236	NP_001369050.1	XP_315047.4
OG0004237	NP_001285677.1, NP_609042.1	XP_318914.4
OG0004238	NP_724428.1	XP_552873.2, XP_319730.4
OG0004239	NP_001260558.1	XP_319835.4
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_317196.4
OG0004241	NP_001303313.1	XP_001688994.1
OG0004242	NP_001356934.1	XP_310918.5
OG0004243	NP_648724.1	XP_552043.1
OG0004245	NP_001097964.1	XP_310404.4
OG0004246	NP_001014610.1	XP_309135.1
OG0004247	NP_001260710.1	XP_312497.5
OG0004248	NP_001137610.1	XP_311402.2
OG0004249	NP_610325.1	XP_313558.5
OG0004251	NP_001259575.1	XP_311062.5
OG0004252	NP_001246441.1	XP_311836.5
OG0004253	NP_722629.1	XP_317481.4
OG0004275	NP_001287569.1	XP_321541.4, XP_003435881.1
OG0004276	NP_523774.1	XP_320252.4
OG0004277	NP_523975.1	XP_316033.4
OG0004278	NP_524315.2	XP_313760.4
OG0004279	NP_650333.1, NP_648622.1	XP_321619.3
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_321163.4
OG0004281	NP_001188972.1	XP_315590.3
OG0004282	NP_001285794.1	XP_552798.3
OG0004283	NP_001287481.1	XP_321155.3
OG0004284	NP_001245404.1	XP_313275.3
OG0004285	NP_724783.1	XP_308285.3
OG0004286	NP_001246362.1	XP_320669.4
OG0004287	NP_001188682.1, NP_570087.1	XP_310452.5
OG0004288	NP_572478.1	XP_321802.3
OG0004289	NP_650780.1	XP_312991.3
OG0004290	NP_001261742.1	XP_308524.4
OG0004291	NP_650301.1	XP_310934.4
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_309527.3
OG0004293	NP_730662.2	XP_309304.3
OG0004294	NP_001262039.1	XP_001689266.1, XP_001689265.1, XP_552180.1
OG0004297	NP_524938.1	XP_319630.2
OG0004298	NP_524779.1	XP_563593.1
OG0004299	NP_001137795.2	XP_003437123.1, XP_316835.4
OG0004300	NP_001287572.1	XP_309200.2
OG0004301	NP_001285193.1	XP_307798.4
OG0004302	NP_648377.1	XP_315417.4
OG0004303	NP_001260495.1	XP_319722.3
OG0004304	NP_001260293.1	XP_317299.3
OG0004305	NP_001259881.1	XP_317138.4
OG0004306	NP_001262472.1	XP_311387.3
OG0004307	NP_001188689.2	XP_320804.4
OG0004308	NP_524051.1	XP_001689366.2
OG0004309	NP_001245541.1	XP_314243.4
OG0004310	NP_001137770.1	XP_314752.3
OG0004311	NP_001246045.1	XP_317337.3
OG0004312	NP_001261435.1	XP_308769.2
OG0004313	NP_001285137.1	XP_311332.4
OG0004314	NP_001285543.1	XP_310190.3
OG0004315	NP_647792.1	XP_316499.2
OG0004316	NP_001263104.1	XP_312474.4
OG0004317	NP_001286731.1	XP_317881.2
OG0004318	NP_001286506.1	XP_558148.1, XP_314575.2
OG0004320	NP_731523.1	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1
OG0004321	NP_611092.2	XP_320235.4
OG0004322	NP_001163347.1	XP_315390.3
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	XP_310208.3
OG0004324	NP_001286410.1	XP_003435869.1
OG0004325	NP_524275.1	XP_321348.3
OG0004326	NP_610463.2	XP_322016.4
OG0004327	NP_524452.4	XP_313697.4
OG0004328	NP_724834.1	XP_321089.4, XP_003435981.1
OG0004329	NP_001259822.1	XP_317780.4
OG0004330	NP_649676.1	XP_312755.2
OG0004331	NP_647991.1	XP_311286.5
OG0004332	NP_650987.1	XP_311310.1
OG0004333	NP_524260.1, NP_477414.1	XP_311779.4
OG0004334	NP_001163571.1, NP_649912.1	XP_314997.3
OG0004335	NP_610220.1	XP_001238387.2
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_311750.4
OG0004337	NP_001261269.1	XP_315508.4, XP_001688671.1, XP_001688670.1
OG0004338	NP_609845.1	XP_318578.3
OG0004339	NP_649908.1	XP_318431.5
OG0004340	NP_001286348.1	XP_319922.4
OG0004341	NP_609351.1	XP_318896.3
OG0004343	NP_001097094.1	XP_317435.3
OG0004344	NP_001259272.1	XP_311859.5
OG0004345	NP_649252.1	XP_307896.3
OG0004346	NP_609805.1	XP_320535.3
OG0004347	NP_524207.1	XP_317030.3
OG0004348	NP_001163845.1, NP_001015476.1	XP_312296.5
OG0004349	NP_611559.1	XP_321407.3
OG0004350	NP_001285449.1	XP_307264.3
OG0004351	NP_525119.1	XP_313999.2
OG0004352	NP_649028.3	XP_562238.4
OG0004353	NP_001285310.1	XP_001688044.1
OG0004354	NP_001287035.1	XP_309347.4
OG0004355	NP_536744.2	XP_312461.3
OG0004356	NP_611425.1	XP_311025.2
OG0004357	NP_572562.1	XP_003437031.1, XP_565769.4
OG0004358	NP_001286503.1	XP_314490.4
OG0004359	NP_001189211.1	XP_308962.3
OG0004360	NP_650056.1	XP_310387.5
OG0004361	NP_650673.1	XP_321795.2
OG0004362	NP_001262304.1	XP_313003.4
OG0004363	NP_001261322.1	XP_556483.3
OG0004365	NP_648494.2	XP_001688522.1
OG0004366	NP_523476.1	XP_317046.2
OG0004367	NP_732020.2	XP_312972.5
OG0004368	NP_524318.1	XP_311037.3
OG0004369	NP_523582.4	XP_314876.4
OG0004370	NP_001138143.2	XP_001688524.1, XP_314102.2
OG0004371	NP_648188.2	XP_316567.4
OG0004372	NP_001262726.1	XP_321106.4, XP_003435977.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_310479.5
OG0004374	NP_001303568.1	XP_319927.3
OG0004375	NP_608830.3	XP_317168.1
OG0004376	NP_647775.1	XP_316497.2
OG0004377	NP_001138105.1	XP_310437.4, XP_003436642.1, XP_003436643.1
OG0004378	NP_001137873.1	XP_559130.1
OG0004379	NP_001285662.1	XP_319397.4
OG0004380	NP_001247273.1	XP_313555.2
OG0004381	NP_001260780.1	XP_313959.3
OG0004382	NP_996490.1	XP_310797.5
OG0004383	NP_610545.1	XP_001687889.1, XP_308303.3
OG0004384	NP_609443.1	XP_560526.4, XP_307660.4, XP_319353.4
OG0004385	NP_788616.1, NP_001189205.1	XP_562397.3
OG0004386	NP_611691.1	XP_315624.3
OG0004387	NP_001285889.1	XP_318983.3
OG0004388	NP_723505.2	XP_316948.4
OG0004389	NP_523561.1	XP_319206.4
OG0004390	NP_648983.1	XP_313986.4
OG0004391	NP_001260317.1	XP_315850.3
OG0004392	NP_001287439.1	XP_312031.5, XP_003436278.1
OG0004393	NP_610677.1	XP_321918.4
OG0004394	NP_650976.1	XP_321075.3
OG0004395	NP_651456.1	XP_318420.5
OG0004396	NP_610554.1	XP_308224.3
OG0004397	NP_726779.1	XP_308644.4
OG0004398	NP_476834.1	XP_319908.4
OG0004400	NP_729935.1	XP_321839.4
OG0004401	NP_649256.1	XP_309580.4, XP_001237244.2
OG0004402	NP_524923.1	XP_307863.1
OG0004403	NP_651498.1	XP_308013.5
OG0004404	NP_524030.2	XP_320142.3
OG0004406	NP_733063.1	XP_316876.5
OG0004407	NP_001162940.3, NP_995925.2	XP_321320.5
OG0004408	NP_001287062.1	XP_320152.4
OG0004409	NP_524182.3	XP_311589.4
OG0004410	NP_651927.1	XP_560403.3
OG0004411	NP_001163296.1	XP_308839.2
OG0004412	NP_609399.1	XP_314028.3
OG0004413	NP_001137696.1	XP_001688479.1, XP_313945.3
OG0004414	NP_001261930.1	XP_316150.4
OG0004415	NP_001036718.1, NP_650551.1	XP_313866.5
OG0004416	NP_001261410.1	XP_556948.3
OG0004417	NP_001260142.1	XP_313741.5
OG0004418	NP_610327.1, NP_724615.1	XP_024667075.1
OG0004419	NP_001097352.1	XP_001237538.3, XP_001688459.2
OG0004420	NP_477283.1	XP_320432.3
OG0004421	NP_650270.1	XP_001230832.1, XP_003436476.1
OG0004422	NP_651243.1	XP_313187.5
OG0004423	NP_001285908.1	XP_319791.4
OG0004424	NP_001262473.1	XP_314342.3
OG0004425	NP_608827.1	XP_317243.4
OG0004426	NP_609783.1	XP_317593.4
OG0004427	NP_001285801.1, NP_609721.1	XP_318657.4
OG0004428	NP_648239.1	XP_308965.3
OG0004429	NP_001259068.1	XP_003437020.1
OG0004430	NP_001259372.1	XP_003436927.1, XP_310982.3
OG0004431	NP_996303.1	XP_313450.5
OG0004432	NP_001261247.1, NP_001261517.1	XP_315449.4
OG0004434	NP_001285891.1	XP_001231086.2, XP_554563.3
OG0004436	NP_001259475.1	XP_001237457.2, XP_312362.3
OG0004437	NP_001287385.1	XP_312149.4
OG0004438	NP_650751.3	XP_312262.4
OG0004439	NP_995932.1	XP_308308.4, XP_001687891.1
OG0004440	NP_611228.1	XP_320387.3
OG0004441	NP_523951.1	XP_321146.5
OG0004442	NP_650942.1	XP_316678.1
OG0004443	NP_611162.2	XP_317854.4
OG0004445	NP_650123.1	XP_310837.5
OG0004446	NP_573142.1	XP_001238182.2
OG0004447	NP_001284739.1	XP_566117.4
OG0004448	NP_608704.2, NP_001259956.1	XP_314928.2
OG0004449	NP_788342.1	XP_311519.3
OG0004450	NP_001285397.1	XP_310814.5
OG0004451	NP_728642.2	XP_316391.4, XP_001688854.1, XP_001688853.1
OG0004452	NP_732176.1	XP_003436887.1, XP_311627.4, XP_003436886.1
OG0004453	NP_610921.1	XP_308414.4
OG0004454	NP_524151.2	XP_313307.5
OG0004455	NP_001287493.1	XP_312924.4, XP_312923.4
OG0004457	NP_573232.1	XP_563061.3
OG0004458	NP_608825.2	XP_316653.4
OG0004459	NP_001162710.2	XP_322065.3
OG0004460	NP_477121.1	XP_307583.2, XP_313198.5
OG0004461	NP_608740.2	XP_310157.4
OG0004462	NP_651528.2	XP_003436977.1
OG0004463	NP_001027435.2	XP_313387.4
OG0004464	NP_001097493.1	XP_315099.3, XP_003436770.1, XP_001688614.1
OG0004465	NP_649466.1	XP_003437046.1, XP_310457.5
OG0004466	NP_608999.2	XP_314849.2
OG0004467	NP_608883.1	XP_317019.4
OG0004469	NP_572952.1	XP_314026.4
OG0004470	NP_001259370.1	XP_313821.3
OG0004471	NP_477202.2	XP_314945.1
OG0004472	NP_001137613.1	XP_309363.3
OG0004473	NP_524462.2	XP_315205.4
OG0004475	NP_001262708.1	XP_313608.5
OG0004478	NP_524183.2	XP_314540.4
OG0004479	NP_610333.1	XP_317371.3
OG0004480	NP_651582.1	XP_315531.3
OG0004481	NP_001259161.1	XP_318161.4
OG0004482	NP_733068.2, NP_001261049.1	XP_314011.4
OG0004483	NP_651314.1	XP_310873.5
OG0004484	NP_608777.1	XP_320042.3
OG0004485	NP_001247347.1	XP_309080.4, XP_001237175.2
OG0004486	NP_608781.2	XP_312626.4
OG0004487	NP_726358.2	XP_311891.3, XP_003436345.1, XP_003436344.1
OG0004489	NP_651251.3	XP_320903.3
OG0004490	NP_648780.1	XP_561433.2, XP_309710.1
OG0004491	NP_650248.1	XP_310115.3
OG0004492	NP_611300.2	XP_320194.4
OG0004493	NP_651664.2	XP_321936.5, XP_003435780.1, XP_003435779.1
OG0004494	NP_476901.1	XP_320943.5
OG0004495	NP_724769.2	XP_308217.4
OG0004496	NP_651349.1	XP_320863.4
OG0004498	NP_001246734.1	XP_316179.4
OG0004499	NP_733352.3	XP_321476.5
OG0004500	NP_651635.2	XP_310935.5, XP_319360.4
OG0004501	NP_523615.2, NP_001260679.1	XP_319778.4
OG0004502	NP_001247091.1	XP_318274.4
OG0004503	NP_001027230.1	XP_319693.4
OG0004504	NP_001286484.1	XP_320337.3
OG0004505	NP_608388.2	XP_552411.3
OG0004506	NP_001286174.1	XP_314009.4
OG0004507	NP_001263099.1, NP_001303460.1	XP_317460.3
OG0004508	NP_569873.1	XP_319580.4
OG0004509	NP_001286999.1	XP_308943.4
OG0004510	NP_732773.1	XP_003436116.1, XP_312542.5, XP_003436115.1
OG0004511	NP_650686.1	XP_319901.2
OG0004512	NP_476975.1	XP_318487.4
OG0004513	NP_648570.1	XP_314020.2
OG0004514	NP_001260173.1	XP_565448.3
OG0004515	NP_001285130.1	XP_320293.4
OG0004516	NP_650432.1	XP_320917.3
OG0004517	NP_787963.2	XP_319699.3
OG0004518	NP_650939.2	XP_313825.5
OG0004519	NP_001262894.1	XP_312476.5, XP_003436137.1
OG0004520	NP_001245456.1	XP_311560.3
OG0004521	NP_511044.1	XP_312281.3
OG0004524	NP_572945.1	XP_311196.5
OG0004526	NP_001163323.1	XP_316389.4
OG0004527	NP_001260639.1	XP_317231.4
OG0004528	NP_001262168.1	XP_315562.4
OG0004529	NP_651081.1	XP_307193.3, XP_309656.4, XP_309429.5
OG0004530	NP_001260420.1	XP_001230510.1, XP_001688268.1
OG0004531	NP_001261906.1	XP_311484.3
OG0004532	NP_523465.2	XP_001237573.2, XP_001237572.1, XP_558110.3
OG0004533	NP_001262116.1	XP_318516.3
OG0004534	NP_001286215.1	XP_309957.4
OG0004535	NP_612103.1	XP_564464.3
OG0004536	NP_523708.2	XP_312266.1
OG0004537	NP_610279.3	XP_564217.3
OG0004538	NP_572638.1	XP_001688307.1
OG0004539	NP_001260821.1	XP_314167.4
OG0004540	NP_476979.1	XP_313854.3
OG0004541	NP_524344.1	XP_313014.4
OG0004542	NP_001260580.1	XP_319665.4
OG0004544	NP_524673.3	XP_309636.5
OG0004545	NP_001284713.1	XP_319959.4
OG0004547	NP_001015473.1	XP_003436710.1, XP_003436709.1
OG0004548	NP_001246804.1	XP_316385.4
OG0004549	NP_651718.1	XP_316811.4
OG0004550	NP_573230.1	XP_001230842.3
OG0004551	NP_001245759.1	XP_559429.3, XP_001688873.1, XP_559379.4
OG0004552	NP_733044.1	XP_313610.2
OG0004553	NP_001261278.1	XP_309945.3
OG0004554	NP_573190.1	XP_310544.5
OG0004555	NP_725632.1	XP_313770.4
OG0004556	NP_001163123.1	XP_564818.3
OG0004557	NP_651691.4	XP_003436255.1, XP_312081.5, XP_001688397.2
OG0004558	NP_649079.2	XP_550843.2
OG0004559	NP_649911.1	XP_307963.4
OG0004560	NP_650253.1	XP_562083.2
OG0004561	NP_609299.1	XP_317731.4
OG0004563	NP_732527.1	XP_316944.3
OG0004564	NP_001262636.1	XP_314232.5
OG0004565	NP_001260630.1	XP_309189.4
OG0004566	NP_608995.2	XP_319071.3
OG0004567	NP_609446.1	XP_001238474.3
OG0004568	NP_001286611.1	XP_314893.4
OG0004569	NP_723811.1	XP_001237618.1
OG0004570	NP_477431.1, NP_001285857.1	XP_557691.3
OG0004571	NP_001263057.1	XP_321340.5
OG0004572	NP_001260556.1	XP_320014.4
OG0004573	NP_523947.2	XP_308537.4
OG0004574	NP_649784.1	XP_308118.2
OG0004575	NP_476656.1	XP_319131.4
OG0004576	NP_572694.1	XP_311261.5
OG0004577	NP_001286657.1	XP_314788.4
OG0004578	NP_001036641.1	XP_321742.4, XP_003435817.1
OG0004579	NP_572353.1	XP_310685.5
OG0004580	NP_650835.1	XP_003436733.1, XP_313065.4
OG0004581	NP_001260163.1	XP_001237968.1
OG0004582	NP_727091.1	XP_320478.4
OG0004583	NP_524429.1	XP_321745.4
OG0004584	NP_001262802.1	XP_321118.5
OG0004585	NP_573352.2	XP_001687966.1
OG0004586	NP_477329.1	XP_317781.4
OG0004587	NP_001260046.1	XP_319371.2
OG0004588	NP_477395.1	XP_319442.1
OG0004589	NP_524308.2	XP_313694.2
OG0004590	NP_476927.1	XP_314012.3
OG0004591	NP_572160.1	XP_321123.4
OG0004592	NP_524331.2	XP_320908.2
OG0004593	NP_729802.1	XP_557186.3
OG0004594	NP_476995.1	XP_311940.5, XP_003436325.1
OG0004596	NP_001262598.1	XP_310885.4
OG0004597	NP_001188830.1	XP_553165.2
OG0004598	NP_611335.1	XP_308574.4
OG0004599	NP_001246025.1	XP_319650.4
OG0004600	NP_610172.1	XP_564500.3
OG0004601	NP_523528.1	XP_308924.2
OG0004602	NP_996031.1	XP_315959.4
OG0004603	NP_001162897.1	XP_321133.5, XP_003435970.1
OG0004605	NP_001286057.1	XP_317491.2
OG0004606	NP_609535.1	XP_317789.4
OG0004607	NP_001286102.1	XP_319914.2
OG0004608	NP_648294.1, NP_650191.1	XP_316863.5
OG0004609	NP_001259382.1	XP_310512.4, XP_003437032.1
OG0004610	NP_001259243.1	XP_314998.4
OG0004611	NP_648486.1	XP_316945.3
OG0004612	NP_572303.4	XP_314130.3
OG0004613	NP_611943.1	XP_319727.3
OG0004614	NP_001261836.1	XP_317943.2
OG0004615	NP_648669.1	XP_320644.4
OG0004616	NP_001189103.1	XP_315285.3
OG0004617	NP_651407.3	XP_550827.4
OG0004618	NP_001097000.1	XP_559924.1, XP_321393.5, XP_310699.5
OG0004619	NP_001261931.1	XP_316314.2
OG0004620	NP_523782.1	XP_315108.4
OG0004621	NP_608544.1	XP_306103.4, XP_003436418.1
OG0004623	NP_730435.2	XP_311499.3, XP_311497.4
OG0004624	NP_511165.1	XP_315883.4
OG0004625	NP_788494.1	XP_316123.4
OG0004627	NP_648657.1	XP_001689246.1
OG0004628	NP_524190.2	XP_316484.4
OG0004629	NP_001259964.1	XP_316373.4
OG0004630	NP_648838.3	XP_556128.2
OG0004631	NP_001259553.1	XP_310341.7, XP_307299.3, XP_003436617.1, XP_003436616.1
OG0004632	NP_610605.1	XP_319742.3
OG0004633	NP_477385.1	XP_308812.2
OG0004634	NP_609085.1, NP_001096868.3	XP_003436011.1, XP_321009.5
OG0004635	NP_001246458.1	XP_316671.4
OG0004636	NP_610311.1	XP_316886.4
OG0004637	NP_001246862.1	XP_557244.3
OG0004638	NP_001285788.1	XP_320928.4
OG0004639	NP_610589.2	XP_308335.3
OG0004640	NP_001097639.2	XP_312415.5
OG0004641	NP_611248.3	XP_562226.4
OG0004642	NP_001097280.2	XP_001230745.3
OG0004643	NP_001260109.1	XP_561285.1, XP_318587.4
OG0004644	NP_001263138.1	XP_311294.5
OG0004645	NP_001334718.1	XP_319750.4
OG0004646	NP_001262454.1	XP_319545.5
OG0004647	NP_001262819.1	XP_312591.4, XP_003436101.1
OG0004648	NP_001246859.1	XP_316599.4, XP_001688911.1
OG0004649	NP_001284963.1	XP_311028.4
OG0004650	NP_001162873.1, NP_001261505.1	XP_310169.4
OG0004652	NP_649555.1	XP_321819.4
OG0004653	NP_610683.1	XP_314138.4
OG0004654	NP_001262170.1, NP_001097499.1	XP_313344.3
OG0004655	NP_788538.2	XP_316109.4
OG0004656	NP_609111.1	XP_317249.2
OG0004657	NP_524994.2	XP_001230990.3
OG0004658	NP_001260879.1	XP_308727.4
OG0004659	NP_001097336.1	XP_317385.4
OG0004660	NP_001137912.1	XP_315026.4
OG0004661	NP_648315.1	XP_316155.4, XP_316154.4
OG0004662	NP_001163512.1	XP_312336.5
OG0004663	NP_524538.2	XP_312665.4
OG0004664	NP_524129.1, NP_001027281.1	XP_001230465.1, XP_319506.4
OG0004666	NP_649137.3	XP_316502.4
OG0004667	NP_612028.4	XP_308366.3
OG0004668	NP_001287459.1	XP_314700.4
OG0004669	NP_610850.1	XP_319231.4
OG0004670	NP_608450.1	XP_316831.5
OG0004671	NP_001036433.1	XP_316423.3
OG0004672	NP_001262765.1	XP_321817.5
OG0004673	NP_001284934.1	XP_001688170.2, XP_003437163.1
OG0004674	NP_001285279.1	XP_312818.4
OG0004675	NP_001284969.1	XP_311209.3
OG0004676	NP_001260366.1	XP_317734.4
OG0004676	NP_572675.1	XP_307207.3
OG0004677	NP_001286952.1	XP_316633.4
OG0004678	NP_650002.1	XP_320425.3
OG0004679	NP_725520.3	XP_001237899.1
OG0004680	NP_001097824.1	XP_317754.2
OG0004681	NP_731599.1	XP_003435813.1, XP_321767.5, XP_003435812.1
OG0004682	NP_608573.1	XP_554918.3
OG0004683	NP_001262946.1	XP_321734.4
OG0004684	NP_001027422.1	XP_313777.5
OG0004685	NP_524302.1	XP_318396.5
OG0004686	NP_477339.1	XP_317295.4
OG0004687	NP_611382.1	XP_317601.4
OG0004688	NP_648505.1, NP_001036344.1	XP_307903.2
OG0004689	NP_001162848.1	XP_319366.4
OG0004691	NP_651942.2	XP_566038.3
OG0004692	NP_726604.1	XP_309077.3
OG0004693	NP_524435.2, NP_001262805.1	XP_001230938.3
OG0004694	NP_651794.2	XP_560174.3
OG0004695	NP_001246231.1	XP_315923.3
OG0004696	NP_001260810.1	XP_313383.2, XP_003436541.1, XP_003436540.1
OG0004697	NP_001286201.1	XP_317483.2
OG0004699	NP_650451.1	XP_314265.4
OG0004700	NP_726032.4	XP_310116.4
OG0004701	NP_648950.1	XP_315668.4
OG0004702	NP_610854.1	XP_318858.4
OG0004704	NP_569971.3	XP_321623.2
OG0004705	NP_001284818.1	XP_563412.4
OG0004706	NP_572323.1	XP_308141.2
OG0004707	NP_609174.1	XP_319850.2
OG0004708	NP_001097440.1	XP_315475.4
OG0004710	NP_725706.1, NP_725705.2	XP_318438.3
OG0004711	NP_611009.1	XP_001688167.2
OG0004712	NP_001162991.1	XP_319309.3
OG0004713	NP_609942.1, NP_001188537.1	XP_308137.4, XP_003436656.1
OG0004714	NP_001262192.1	XP_320202.4
OG0004715	NP_524221.1	XP_313817.5
OG0004716	NP_001286488.1	XP_315872.3
OG0004717	NP_477507.1	XP_316666.4
OG0004717	NP_001261024.1	XP_316667.4
OG0004718	NP_001097489.1	XP_308549.3, XP_001687981.1
OG0004719	NP_001246662.1	XP_001688747.1, XP_315931.4, XP_001688748.1
OG0004720	NP_729020.2, NP_651191.1	XP_313856.5
OG0004722	NP_652046.1	XP_557484.2
OG0004723	NP_001368982.1	XP_321199.5
OG0004724	NP_001027444.1	XP_308435.3
OG0004726	NP_523674.1	XP_315879.4
OG0004728	NP_001286292.1	XP_001688634.1, XP_315337.2
OG0004729	NP_650353.1	XP_321700.5, XP_003435827.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_315718.3
OG0004731	NP_001262744.1, NP_001138182.3	XP_001238550.1
OG0004732	NP_651539.3	XP_314335.3
OG0004733	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1	XP_313034.5
OG0004735	NP_001097240.1	XP_319468.3
OG0004736	NP_647832.1	XP_310348.6
OG0004737	NP_650534.2	XP_001237163.2
OG0004738	NP_511055.1	XP_313302.4
OG0004739	NP_609917.2	XP_319389.3, XP_319392.3
OG0004740	NP_660192.1	XP_316141.4
OG0004741	NP_001162673.1	XP_311032.5
OG0004743	NP_001261451.1	XP_308648.3
OG0004744	NP_727963.1	XP_311989.5
OG0004745	NP_609922.2	XP_317571.4
OG0004746	NP_001260464.1	XP_309599.4, XP_024667079.1
