Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0004207	NP_001286287.1, NP_001247263.1	XP_033337080.1
OG0004209	NP_001287316.1	XP_033340320.1
OG0004211	NP_726630.2	XP_033324604.1
OG0004212	NP_001260087.1	XP_033340645.1
OG0004213	NP_649590.1	XP_033324224.1, XP_033324168.1
OG0004214	NP_524783.1, NP_001262446.1	XP_033333502.1
OG0004215	NP_001260417.1	XP_033340986.1, XP_033340984.1
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_033339160.1
OG0004219	NP_648343.1	XP_033340411.1
OG0004220	NP_477041.1	XP_033335352.1
OG0004222	NP_611021.1	XP_033325066.1
OG0004224	NP_001189250.2	XP_033331159.1
OG0004225	NP_650989.6	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1
OG0004229	NP_001163414.1	XP_033329540.1, XP_033329621.1
OG0004230	NP_001261376.1	XP_033336093.1, XP_033336098.1
OG0004231	NP_001368969.1	XP_033341639.1, XP_033341636.1
OG0004232	NP_001262107.1	XP_033341610.1, XP_033341677.1
OG0004234	NP_610253.1	XP_033334032.1, XP_033334033.1, XP_033334031.1
OG0004236	NP_001369050.1	XP_033339410.1
OG0004237	NP_001285677.1, NP_609042.1	XP_033322121.1
OG0004238	NP_724428.1	XP_033334902.1
OG0004239	NP_001260558.1	XP_033323175.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_033333722.1
OG0004241	NP_001303313.1	XP_033340179.1
OG0004242	NP_001356934.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0004244	NP_727768.1	XP_033326904.1
OG0004245	NP_001097964.1	XP_033332887.1
OG0004246	NP_001014610.1	XP_033327068.1, XP_033327067.1, XP_033342591.1
OG0004247	NP_001260710.1	XP_033336106.1, XP_033336101.1, XP_033339827.1
OG0004248	NP_001137610.1	XP_033332297.1
OG0004249	NP_610325.1	XP_033324359.1
OG0004251	NP_001259575.1	XP_033334607.1
OG0004252	NP_001246441.1	XP_033325132.1
OG0004253	NP_722629.1	XP_033341371.1, XP_033341370.1
OG0004257	NP_572166.1, NP_572616.1	XP_033332086.1
OG0004258	NP_001286256.1	XP_033327362.1
OG0004264	NP_001188568.1	XP_033329748.1, XP_033329749.1
OG0004275	NP_001287569.1	XP_033339474.1
OG0004276	NP_523774.1	XP_033333698.1, XP_033333646.1
OG0004277	NP_523975.1	XP_033325536.1
OG0004278	NP_524315.2	XP_033333964.1
OG0004279	NP_650333.1, NP_648622.1	XP_033338941.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_033333228.1
OG0004281	NP_001188972.1	XP_033328869.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_033329712.1
OG0004283	NP_001287481.1	XP_033339802.1
OG0004284	NP_001245404.1	XP_033326365.1, XP_033325326.1
OG0004285	NP_724783.1	XP_033328338.1
OG0004286	NP_001246362.1	XP_033341008.1
OG0004287	NP_001188682.1, NP_570087.1	XP_033332933.1
OG0004288	NP_572478.1	XP_033341849.1
OG0004289	NP_650780.1	XP_033335283.1
OG0004290	NP_001261742.1	XP_033336139.1
OG0004291	NP_650301.1	XP_033322467.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_033331203.1
OG0004293	NP_730662.2	XP_033329412.1
OG0004294	NP_001262039.1	XP_033341494.1
OG0004296	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_033339350.1
OG0004297	NP_524938.1	XP_033321441.1
OG0004298	NP_524779.1	XP_033325440.1
OG0004299	NP_001137795.2	XP_033332259.1
OG0004300	NP_001287572.1	XP_033322577.1
OG0004301	NP_001285193.1	XP_033324328.1
OG0004302	NP_648377.1	XP_033325251.1, XP_033325252.1, XP_033325250.1
OG0004303	NP_001260495.1	XP_033338153.1
OG0004304	NP_001260293.1	XP_033327167.1
OG0004306	NP_001262472.1	XP_033336559.1
OG0004307	NP_001188689.2	XP_033332554.1, XP_033332553.1
OG0004308	NP_524051.1	XP_033338882.1, XP_033338883.1
OG0004309	NP_001245541.1	XP_033321502.1, XP_033321501.1
OG0004310	NP_001137770.1	XP_033340181.1, XP_033340180.1
OG0004311	NP_001246045.1	XP_033342951.1
OG0004312	NP_001261435.1	XP_033333144.1
OG0004313	NP_001285137.1	XP_033334336.1
OG0004314	NP_001285543.1	XP_033334921.1
OG0004315	NP_647792.1	XP_033323797.1
OG0004316	NP_001263104.1	XP_033323977.1
OG0004317	NP_001286731.1	XP_033321198.1, XP_033330901.1
OG0004318	NP_001286506.1	XP_033331201.1, XP_033331202.1
OG0004320	NP_731523.1	XP_033325664.1
OG0004321	NP_611092.2	XP_033334017.1
OG0004322	NP_001163347.1	XP_033331586.1
OG0004324	NP_001286410.1	XP_033331702.1
OG0004325	NP_524275.1	XP_033343107.1, XP_033320760.1
OG0004326	NP_610463.2	XP_033324072.1
OG0004327	NP_524452.4	XP_033328072.1
OG0004328	NP_724834.1	XP_033336349.1
OG0004329	NP_001259822.1	XP_033340657.1
OG0004330	NP_649676.1	XP_033329413.1
OG0004331	NP_647991.1	XP_033325613.1, XP_033325614.1
OG0004332	NP_650987.1	XP_033321551.1
OG0004333	NP_524260.1, NP_477414.1	XP_033342753.1
OG0004334	NP_001163571.1, NP_649912.1	XP_033321536.1
OG0004335	NP_610220.1	XP_033340866.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_033337215.1
OG0004337	NP_001261269.1	XP_033336294.1
OG0004338	NP_609845.1	XP_033332711.1
OG0004339	NP_649908.1	XP_033341728.1
OG0004340	NP_001286348.1	XP_033325903.1
OG0004341	NP_609351.1	XP_033321766.1
OG0004342	NP_001097058.1	XP_033326824.1
OG0004343	NP_001097094.1	XP_033333847.1
OG0004344	NP_001259272.1	XP_033321625.1
OG0004345	NP_649252.1	XP_033337449.1
OG0004346	NP_609805.1	XP_033325794.1
OG0004347	NP_524207.1	XP_033333696.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_033332506.1
OG0004349	NP_611559.1	XP_033340220.1
OG0004350	NP_001285449.1	XP_033329270.1
OG0004351	NP_525119.1	XP_033340144.1
OG0004352	NP_649028.3	XP_033325784.1
OG0004353	NP_001285310.1	XP_033340970.1
OG0004354	NP_001287035.1	XP_033327727.1, XP_033327736.1
OG0004355	NP_536744.2	XP_033338010.1, XP_033338011.1
OG0004356	NP_611425.1	XP_033332919.1
OG0004357	NP_572562.1	XP_033340869.1
OG0004358	NP_001286503.1	XP_033335005.1
OG0004359	NP_001189211.1	XP_033322427.1
OG0004360	NP_650056.1	XP_033327986.1
OG0004361	NP_650673.1	XP_033333459.1
OG0004362	NP_001262304.1	XP_033341633.1
OG0004363	NP_001261322.1	XP_033342782.1
OG0004365	NP_648494.2	XP_033336399.1, XP_033336400.1
OG0004366	NP_523476.1	XP_033334262.1
OG0004367	NP_732020.2	XP_033321366.1
OG0004368	NP_524318.1	XP_033328073.1
OG0004369	NP_523582.4	XP_033323577.1
OG0004370	NP_001138143.2	XP_033321552.1
OG0004371	NP_648188.2	XP_033322761.1, XP_033322758.1, XP_033322759.1
OG0004372	NP_001262726.1	XP_033341848.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_033333658.1
OG0004374	NP_001303568.1	XP_033329922.1
OG0004375	NP_608830.3	XP_033322586.1
OG0004376	NP_647775.1	XP_033331267.1
OG0004377	NP_001138105.1	XP_033340909.1
OG0004378	NP_001137873.1	XP_033329642.1
OG0004379	NP_001285662.1	XP_033322541.1
OG0004380	NP_001247273.1	XP_033325338.1
OG0004381	NP_001260780.1	XP_033334437.1
OG0004382	NP_996490.1	XP_033334606.1
OG0004383	NP_610545.1	XP_033327476.1
OG0004384	NP_609443.1	XP_033321125.1
OG0004385	NP_788616.1, NP_001189205.1	XP_033341596.1
OG0004386	NP_611691.1	XP_033332560.1, XP_033332558.1
OG0004387	NP_001285889.1	XP_033337641.1
OG0004388	NP_723505.2	XP_033328560.1, XP_033328559.1
OG0004389	NP_523561.1	XP_033323330.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_033325323.1
OG0004391	NP_001260317.1	XP_033340296.1
OG0004392	NP_001287439.1	XP_033329118.1
OG0004393	NP_610677.1	XP_033334833.1, XP_033334679.1, XP_033334678.1
OG0004394	NP_650976.1	XP_033333448.1
OG0004395	NP_651456.1	XP_033326847.1
OG0004396	NP_610554.1	XP_033331513.1
OG0004397	NP_726779.1	XP_033336670.1, XP_033336671.1
OG0004398	NP_476730.1, NP_476834.1	XP_033326441.1
OG0004399	NP_001246624.1	XP_033327563.1
OG0004401	NP_649256.1	XP_033328952.1
OG0004402	NP_524923.1	XP_033334541.1
OG0004403	NP_651498.1	XP_033324497.1
OG0004404	NP_524030.2	XP_033320775.1
OG0004405	NP_649570.1	XP_033329846.1
OG0004406	NP_733063.1	XP_033325886.1, XP_033325889.1, XP_033325885.1
OG0004407	NP_001162940.3, NP_995925.2	XP_033321914.1
OG0004408	NP_001287062.1	XP_033321072.1
OG0004409	NP_524182.3	XP_033326786.1
OG0004410	NP_651927.1	XP_033334243.1
OG0004411	NP_001163296.1	XP_033337393.1
OG0004412	NP_609399.1	XP_033342511.1
OG0004413	NP_001137696.1	XP_033331250.1
OG0004414	NP_001261930.1	XP_033325661.1
OG0004415	NP_001036718.1, NP_650551.1	XP_033334082.1
OG0004416	NP_001261410.1	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1
OG0004417	NP_001260142.1	XP_033325241.1
OG0004418	NP_610327.1, NP_724615.1	XP_033325600.1
OG0004419	NP_001097352.1	XP_033340085.1
OG0004420	NP_477283.1	XP_033327110.1
OG0004421	NP_650270.1	XP_033336105.1
OG0004422	NP_651243.1	XP_033339233.1
OG0004423	NP_001285908.1	XP_033341905.1
OG0004424	NP_001262473.1	XP_033322280.1
OG0004425	NP_608827.1	XP_033322790.1
OG0004426	NP_609783.1	XP_033327972.1
OG0004427	NP_001285801.1, NP_609721.1	XP_033321650.1
OG0004428	NP_648239.1	XP_033325737.1
OG0004429	NP_001259068.1	XP_033331101.1
OG0004430	NP_001259372.1	XP_033339275.1
OG0004431	NP_996303.1	XP_033324709.1
OG0004432	NP_001261247.1, NP_001261517.1	XP_033333014.1
OG0004433	NP_001287204.1, NP_524846.1	XP_033324204.1
OG0004434	NP_001285891.1	XP_033324643.1
OG0004436	NP_001259475.1	XP_033326626.1
OG0004437	NP_001287385.1	XP_033336741.1
OG0004438	NP_650751.3	XP_033336225.1
OG0004439	NP_995932.1	XP_033342142.1
OG0004440	NP_611228.1	XP_033336223.1
OG0004441	NP_523951.1	XP_033333292.1
OG0004442	NP_650942.1	XP_033336786.1, XP_033336785.1
OG0004443	NP_611162.2	XP_033336924.1
OG0004444	NP_001260777.1	XP_033323018.1
OG0004445	NP_650123.1	XP_033322148.1
OG0004446	NP_001260104.1, NP_573142.1	XP_033333193.1
OG0004447	NP_001284739.1	XP_033332273.1
OG0004448	NP_608704.2, NP_001259956.1	XP_033338635.1
OG0004449	NP_788342.1	XP_033341987.1
OG0004450	NP_001285397.1	XP_033335516.1
OG0004451	NP_728642.2	XP_033326039.1
OG0004452	NP_732176.1	XP_033332415.1
OG0004453	NP_610921.1	XP_033334142.1
OG0004454	NP_524151.2	XP_033331396.1
OG0004455	NP_001287493.1	XP_033328184.1
OG0004457	NP_573232.1	XP_033330646.1
OG0004458	NP_608825.2	XP_033329068.1
OG0004459	NP_001162710.2	XP_033327036.1
OG0004460	NP_477121.1	XP_033335181.1
OG0004461	NP_608740.2	XP_033323374.1
OG0004462	NP_651528.2	XP_033330081.1
OG0004463	NP_001027435.2	XP_033328990.1, XP_033328988.1
OG0004464	NP_001097493.1	XP_033330332.1
OG0004465	NP_649466.1	XP_033328514.1
OG0004466	NP_608999.2	XP_033323921.1
OG0004467	NP_608883.1	XP_033331223.1
OG0004469	NP_572952.1	XP_033342601.1
OG0004470	NP_001259370.1	XP_033333260.1
OG0004471	NP_477202.2	XP_033324187.1
OG0004472	NP_001137613.1	XP_033326965.1
OG0004473	NP_524462.2	XP_033325674.1
OG0004475	NP_001262708.1	XP_033333069.1
OG0004478	NP_524183.2	XP_033340090.1
OG0004479	NP_610333.1	XP_033331199.1, XP_033331200.1, XP_033331197.1
OG0004480	NP_651582.1	XP_033337052.1
OG0004481	NP_001259161.1	XP_033321624.1
OG0004482	NP_733068.2, NP_001261049.1	XP_033321129.1
OG0004483	NP_651314.1	XP_033342606.1, XP_033342607.1, XP_033342608.1
OG0004484	NP_608777.1	XP_033324084.1, XP_033324076.1
OG0004485	NP_001247347.1	XP_033326938.1
OG0004486	NP_608781.2	XP_033341555.1
OG0004487	NP_726358.2	XP_033342098.1
OG0004489	NP_651251.3	XP_033332893.1
OG0004490	NP_648780.1	XP_033330574.1
OG0004491	NP_650248.1	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1
OG0004492	NP_611300.2	XP_033337836.1
OG0004493	NP_651664.2	XP_033336764.1
OG0004494	NP_476901.1	XP_033331593.1
OG0004495	NP_724769.2	XP_033338410.1
OG0004496	NP_651349.1	XP_033322515.1
OG0004498	NP_001246734.1	XP_033331696.1
OG0004499	NP_733352.3	XP_033326514.1
OG0004501	NP_523615.2, NP_001260679.1	XP_033330150.1
OG0004502	NP_001247091.1	XP_033329364.1
OG0004503	NP_001027230.1	XP_033324256.1
OG0004505	NP_608388.2	XP_033339026.1, XP_033339027.1
OG0004506	NP_001286174.1	XP_033333002.1
OG0004507	NP_001263099.1, NP_001303460.1	XP_033341488.1
OG0004508	NP_569873.1	XP_033334596.1
OG0004509	NP_001286999.1	XP_033331063.1
OG0004510	NP_732773.1	XP_033322329.1
OG0004511	NP_650686.1	XP_033337077.1
OG0004512	NP_476975.1	XP_033338698.1
OG0004513	NP_648570.1	XP_033341076.1
OG0004514	NP_001260173.1	XP_033329899.1
OG0004515	NP_001285130.1	XP_033326967.1
OG0004516	NP_650432.1	XP_033337129.1, XP_033337128.1
OG0004517	NP_787963.2	XP_033341850.1, XP_033342108.1
OG0004518	NP_650939.2	XP_033327435.1
OG0004519	NP_001262894.1	XP_033334834.1
OG0004520	NP_001245456.1	XP_033331409.1
OG0004521	NP_511044.1	XP_033322669.1
OG0004523	NP_001259649.1	XP_033334826.1
OG0004524	NP_572945.1	XP_033340222.1, XP_033333527.1
OG0004526	NP_001163323.1	XP_033335449.1
OG0004527	NP_001260639.1	XP_033322028.1
OG0004528	NP_001262168.1	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1
OG0004529	NP_651081.1	XP_033328395.1
OG0004530	NP_001260420.1	XP_033337030.1
OG0004531	NP_001261906.1	XP_033339700.1
OG0004532	NP_523465.2	XP_033337495.1
OG0004533	NP_001262116.1	XP_033337914.1, XP_033337913.1
OG0004534	NP_001286215.1	XP_033322132.1, XP_033322133.1, XP_033322134.1
OG0004535	NP_612103.1	XP_033334112.1
OG0004536	NP_523708.2	XP_033320977.1
OG0004537	NP_610279.3	XP_033326963.1
OG0004538	NP_572638.1	XP_033341948.1
OG0004540	NP_476979.1	XP_033338742.1
OG0004541	NP_524344.1	XP_033340389.1
OG0004542	NP_001260580.1	XP_033326918.1
OG0004544	NP_524673.3	XP_033324305.1
OG0004545	NP_001284713.1	XP_033332425.1
OG0004547	NP_001015473.1	XP_033339224.1
OG0004549	NP_651718.1	XP_033334060.1
OG0004550	NP_573230.1	XP_033331358.1
OG0004551	NP_001245759.1	XP_033337297.1
OG0004552	NP_733044.1	XP_033333070.1
OG0004553	NP_001261278.1	XP_033323800.1
OG0004554	NP_573190.1	XP_033334246.1
OG0004555	NP_725632.1	XP_033328254.1, XP_033328255.1, XP_033328256.1
OG0004556	NP_001163123.1	XP_033331769.1
OG0004558	NP_649079.2	XP_033339217.1
OG0004559	NP_649911.1	XP_033334486.1
OG0004560	NP_650253.1	XP_033337800.1
OG0004561	NP_609299.1	XP_033342468.1
OG0004563	NP_732527.1	XP_033327981.1
OG0004564	NP_001262636.1	XP_033332746.1
OG0004565	NP_001260630.1	XP_033334208.1
OG0004566	NP_608995.2	XP_033334554.1
OG0004567	NP_609446.1	XP_033322912.1
OG0004568	NP_001286611.1	XP_033334311.1
OG0004569	NP_723811.1	XP_033331404.1
OG0004570	NP_477431.1, NP_001285857.1	XP_033321499.1
OG0004571	NP_001263057.1	XP_033340629.1
OG0004572	NP_001260556.1	XP_033339780.1
OG0004573	NP_523947.2	XP_033322344.1
OG0004574	NP_649784.1	XP_033320814.1
OG0004575	NP_476656.1	XP_033334801.1, XP_033334810.1
OG0004576	NP_572694.1	XP_033321924.1, XP_033321950.1
OG0004577	NP_001286657.1	XP_033335376.1
OG0004578	NP_001036641.1	XP_033328265.1
OG0004579	NP_572353.1	XP_033323669.1
OG0004580	NP_650835.1	XP_033334473.1
OG0004581	NP_001260163.1	XP_033341699.1
OG0004582	NP_650152.1, NP_727091.1	XP_033325120.1
OG0004583	NP_524429.1	XP_033324787.1, XP_033324786.1
OG0004584	NP_001262802.1	XP_033327675.1
OG0004585	NP_573352.2, NP_001261744.1	XP_033322911.1
OG0004586	NP_477329.1	XP_033325663.1
OG0004587	NP_001260046.1	XP_033327290.1
OG0004589	NP_524308.2	XP_033328176.1, XP_033328177.1
OG0004590	NP_476927.1	XP_033334255.1
OG0004591	NP_572160.1	XP_033337727.1
OG0004592	NP_524331.2	XP_033324579.1
OG0004593	NP_729802.1	XP_033340274.1
OG0004594	NP_476995.1	XP_033321420.1
OG0004596	NP_001262598.1	XP_033324975.1
OG0004597	NP_001188830.1	XP_033342433.1
OG0004598	NP_611335.1	XP_033325164.1
OG0004599	NP_001246025.1	XP_033330347.1
OG0004600	NP_610172.1	XP_033334376.1
OG0004601	NP_523528.1	XP_033325711.1
OG0004602	NP_996031.1	XP_033325746.1
OG0004603	NP_001162897.1	XP_033332005.1
OG0004604	NP_733256.2	XP_033328273.1
OG0004605	NP_001286057.1	XP_033342301.1
OG0004606	NP_609535.1	XP_033329625.1
OG0004607	NP_001286102.1	XP_033340633.1
OG0004608	NP_648294.1, NP_650191.1	XP_033326428.1
OG0004609	NP_001259382.1	XP_033342568.1
OG0004610	NP_001259243.1	XP_033332378.1
OG0004611	NP_648486.1	XP_033333333.1
OG0004612	NP_572303.4	XP_033335594.1
OG0004613	NP_611943.1	XP_033330033.1
OG0004614	NP_001261836.1	XP_033339055.1
OG0004615	NP_648669.1	XP_033331842.1
OG0004617	NP_651407.3	XP_033327494.1
OG0004618	NP_001097000.1	XP_033323065.1
OG0004619	NP_001261931.1	XP_033339624.1
OG0004620	NP_523782.1	XP_033326055.1
OG0004621	NP_608544.1	XP_033338082.1
OG0004623	NP_730435.2	XP_033320792.1
OG0004624	NP_511165.1	XP_033342935.1
OG0004625	NP_788494.1	XP_033323628.1
OG0004627	NP_648657.1	XP_033341073.1
OG0004628	NP_524190.2	XP_033333769.1
OG0004629	NP_001259964.1	XP_033332066.1
OG0004630	NP_648838.3	XP_033339606.1
OG0004631	NP_001259553.1	XP_033321029.1
OG0004632	NP_610605.1	XP_033340617.1
OG0004633	NP_477385.1	XP_033328601.1
OG0004634	NP_609085.1, NP_001096868.3	XP_033334894.1
OG0004635	NP_001246458.1	XP_033340609.1
OG0004636	NP_610311.1	XP_033324268.1
OG0004637	NP_001246862.1	XP_033322663.1
OG0004638	NP_001285788.1	XP_033327619.1
OG0004639	NP_610589.2	XP_033327048.1
OG0004640	NP_001097639.2	XP_033333882.1
OG0004641	NP_611248.3	XP_033321693.1
OG0004642	NP_001097280.2	XP_033329263.1, XP_033329553.1
OG0004643	NP_001260109.1	XP_033332340.1
OG0004644	NP_001263138.1	XP_033322320.1
OG0004645	NP_001334718.1	XP_033341510.1
OG0004646	NP_001262454.1	XP_033335300.1
OG0004647	NP_001262819.1	XP_033322346.1
OG0004648	NP_001246859.1	XP_033340788.1
OG0004649	NP_001284963.1	XP_033327957.1
OG0004650	NP_001162873.1, NP_001261505.1	XP_033325269.1
OG0004651	NP_611869.1	XP_033339714.1
OG0004652	NP_649555.1	XP_033330855.1, XP_033330854.1
OG0004653	NP_610683.1	XP_033329117.1
OG0004654	NP_001262170.1, NP_001097499.1	XP_033342994.1, XP_033343006.1, XP_033342967.1
OG0004655	NP_788538.2	XP_033342256.1
OG0004656	NP_609111.1	XP_033325285.1
OG0004657	NP_524994.2	XP_033324014.1
OG0004658	NP_001260879.1	XP_033340536.1
OG0004659	NP_001097336.1	XP_033330474.1
OG0004660	NP_001137912.1	XP_033340905.1, XP_033340898.1
OG0004661	NP_648315.1	XP_033328630.1
OG0004662	NP_001163512.1	XP_033321417.1
OG0004663	NP_524538.2	XP_033339876.1, XP_033331018.1
OG0004664	NP_524129.1, NP_001027281.1	XP_033332500.1
OG0004665	NP_001033805.1	XP_033336675.1
OG0004666	NP_649137.3	XP_033331874.1, XP_033331873.1
OG0004667	NP_612028.4	XP_033335243.1
OG0004668	NP_001287459.1	XP_033341788.1, XP_033327052.1, XP_033327051.1
OG0004669	NP_610850.1	XP_033325623.1, XP_033325622.1
OG0004670	NP_608450.1	XP_033340696.1
OG0004671	NP_001036433.1	XP_033328790.1
OG0004672	NP_001262765.1	XP_033321043.1
OG0004673	NP_001284934.1	XP_033328407.1
OG0004674	NP_001285279.1	XP_033322398.1
OG0004675	NP_001284969.1	XP_033323947.1
OG0004676	NP_001260366.1	XP_033338620.1
OG0004678	NP_650002.1	XP_033330011.1, XP_033330012.1, XP_033330013.1
OG0004679	NP_725520.3	XP_033340341.1
OG0004680	NP_001097824.1	XP_033342463.1
OG0004681	NP_731599.1	XP_033324150.1
OG0004682	NP_608573.1	XP_033339014.1
OG0004683	NP_001262946.1	XP_033337125.1
OG0004684	NP_001027422.1	XP_033326032.1
OG0004685	NP_524302.1	XP_033327275.1
OG0004686	NP_477339.1	XP_033337686.1
OG0004687	NP_611382.1	XP_033343117.1
OG0004688	NP_648505.1, NP_001036344.1	XP_033322469.1
OG0004689	NP_001162848.1	XP_033341011.1
OG0004691	NP_651942.2	XP_033335929.1, XP_033335928.1
OG0004692	NP_726604.1	XP_033335930.1
OG0004693	NP_524435.2, NP_001262805.1	XP_033328776.1
OG0004694	NP_651794.2	XP_033332659.1
OG0004695	NP_001246231.1	XP_033337903.1
OG0004696	NP_001260810.1	XP_033321296.1
OG0004697	NP_001286201.1	XP_033328953.1
OG0004698	NP_647866.2	XP_033328739.1
OG0004699	NP_650451.1	XP_033325456.1
OG0004700	NP_726032.4	XP_033321260.1
OG0004701	NP_648950.1	XP_033324408.1
OG0004702	NP_610854.1	XP_033324844.1, XP_033324845.1
OG0004704	NP_569971.3	XP_033331745.1
OG0004705	NP_001284818.1	XP_033342017.1
OG0004706	NP_572323.1	XP_033332082.1, XP_033332083.1
OG0004707	NP_609174.1	XP_033324173.1
OG0004708	NP_001097440.1	XP_033338377.1
OG0004711	NP_611009.1	XP_033336731.1
OG0004712	NP_001162991.1	XP_033340813.1
OG0004713	NP_609942.1, NP_001188537.1	XP_033333252.1
OG0004714	NP_001262192.1	XP_033331631.1
OG0004716	NP_001286488.1	XP_033324096.1
OG0004717	NP_477507.1, NP_001261024.1	XP_033322639.1
OG0004718	NP_001097489.1	XP_033324962.1
OG0004719	NP_001246662.1	XP_033321694.1
OG0004720	NP_729020.2, NP_651191.1	XP_033332371.1
OG0004721	NP_001368942.1	XP_033342787.1
OG0004722	NP_652046.1	XP_033326812.1
OG0004723	NP_001368982.1	XP_033326288.1
OG0004724	NP_001027444.1	XP_033332960.1
OG0004725	NP_001246790.1	XP_033320916.1
OG0004726	NP_523674.1	XP_033340087.1
OG0004728	NP_001286292.1	XP_033338683.1
OG0004729	NP_650353.1	XP_033333077.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_033336501.1, XP_033336495.1
OG0004731	NP_001262744.1, NP_001138182.3	XP_033337264.1, XP_033337134.1
OG0004732	NP_651539.3	XP_033331035.1
OG0004734	NP_001163403.1	XP_033324796.1
OG0004735	NP_001097240.1	XP_033323431.1
OG0004736	NP_647832.1	XP_033327163.1
OG0004737	NP_650534.2	XP_033331817.1, XP_033331818.1
OG0004738	NP_511055.1	XP_033329855.1, XP_033329856.1, XP_033329854.1
OG0004739	NP_609917.2	XP_033332694.1
OG0004740	NP_660192.1	XP_033330709.1
OG0004741	NP_001162673.1	XP_033338730.1
OG0004743	NP_001261451.1	XP_033323104.1
OG0004744	NP_727963.1	XP_033329901.1
OG0004745	NP_609922.2	XP_033333562.1
OG0004746	NP_001260464.1	XP_033322475.1
OG0004747	NP_001260155.1	XP_033336350.1
OG0004748	NP_611410.1	XP_033335949.1
OG0004749	NP_651511.1	XP_033335926.1
OG0004750	NP_001097093.1	XP_033324502.1, XP_033324507.1
OG0004751	NP_001097342.1	XP_033323460.1, XP_033339917.1
OG0004752	NP_650299.1	XP_033342541.1
OG0004753	NP_523720.2	XP_033337409.1
OG0004754	NP_001287619.1	XP_033322313.1
OG0004755	NP_001014482.2	XP_033325237.1
OG0004756	NP_648352.2	XP_033341833.1
OG0004757	NP_608648.1	XP_033322290.1
OG0004758	NP_728830.1	XP_033326303.1
OG0004760	NP_001189150.1	XP_033334300.1
