Orthogroup	Drosophila_melanogaster	Apis_mellifera
OG0003641	NP_001247023.2	XP_006564650.1, XP_006564642.1
OG0003642	NP_001247399.1	XP_026297980.1, XP_026297977.1
OG0003643	NP_611345.1	XP_006558600.1
OG0003644	NP_610446.1, NP_610447.2	XP_006564948.2
OG0003645	NP_001014722.1	XP_006560534.1
OG0003646	NP_001285636.1	NP_001073674.1, XP_016766315.1
OG0003647	NP_572814.1, NP_722953.1	XP_006558467.1
OG0003648	NP_649176.1	XP_026300952.1
OG0003649	NP_001096981.2	XP_026299954.1
OG0003650	NP_001260032.1	XP_026295443.1
OG0003653	NP_572704.1	XP_006571882.3
OG0003654	NP_001096928.1	XP_006568995.1, XP_006568993.1, XP_006568992.1
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_001121032.2
OG0003656	NP_609092.1	XP_026295176.1
OG0003657	NP_724708.1	XP_624703.1
OG0003658	NP_001262034.1	XP_624141.3
OG0003661	NP_001285240.1	XP_006561677.1
OG0003663	NP_001261019.1	XP_026297485.1
OG0003665	NP_001261794.1	XP_026297140.1
OG0003666	NP_611750.1	XP_006564152.1
OG0003667	NP_001285128.1	NP_001157187.1
OG0003668	NP_650452.1	XP_016770465.2, XP_006566579.1
OG0003669	NP_569851.2	XP_393590.2
OG0003670	NP_608859.1	XP_006566552.1
OG0003671	NP_610592.1	XP_006563978.2
OG0003672	NP_001287600.1, NP_001287601.1	XP_006564853.1, XP_026296716.1
OG0003673	NP_608377.1	XP_006559462.1
OG0003674	NP_611267.1	XP_016770777.2
OG0003675	NP_001284923.1	XP_624591.1
OG0003676	NP_651213.1	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1
OG0003677	NP_001262249.1	XP_006564807.1
OG0003678	NP_651899.2	XP_006567812.1, XP_006567813.1, XP_016767872.1
OG0003679	NP_001246615.1	XP_006565370.2
OG0003680	NP_001014504.1	XP_006562950.1
OG0003681	NP_001261697.1	XP_006559723.1
OG0003682	NP_001137924.1	XP_006562949.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_001121251.1
OG0003684	NP_001260326.1	XP_001120276.2
OG0003686	NP_572247.2	XP_006570591.2
OG0003687	NP_001286701.1	XP_006570860.1
OG0003689	NP_723220.2	XP_026299158.1
OG0003690	NP_650943.1	XP_026296602.1
OG0003691	NP_647620.1	XP_016769234.2
OG0003692	NP_001097079.1	XP_623409.3
OG0003703	NP_001263091.1	XP_026296711.1, XP_026296710.1
OG0003709	NP_001287407.1	XP_624346.1
OG0003710	NP_476636.1	XP_026295463.1
OG0003711	NP_001260887.1	XP_624913.1
OG0003712	NP_001262202.1	XP_623106.1
OG0003713	NP_477407.1, NP_996415.1	XP_006558475.1
OG0003714	NP_476797.1	XP_003249456.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_016768510.1, XP_006570153.1
OG0003716	NP_001262080.1	XP_016769562.1
OG0003717	NP_001247301.1	XP_016766508.2, XP_026294884.1
OG0003719	NP_647949.1	XP_006564545.3
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_006560438.1
OG0003721	NP_001334713.1, NP_610961.1	XP_392857.2
OG0003722	NP_649059.1	XP_624693.1
OG0003723	NP_648783.4	XP_394314.2
OG0003724	NP_001033967.1	NP_001011637.1, XP_006559489.1
OG0003726	NP_001287108.1	NP_001229396.1
OG0003727	NP_611407.1	XP_026295409.1, XP_026295410.1
OG0003728	NP_001097742.1	XP_006567959.1
OG0003729	NP_001247264.1, NP_647942.1	XP_001121882.2
OG0003730	NP_001189310.1	XP_624367.3
OG0003731	NP_001259630.1	XP_624918.2
OG0003732	NP_001188553.1, NP_001262481.1	XP_397474.4
OG0003733	NP_731777.1, NP_523840.1	XP_026299155.1
OG0003734	NP_001303480.1, NP_727447.1	XP_001120069.1
OG0003735	NP_651684.1	XP_006557994.1
OG0003736	NP_649702.2	XP_623376.5
OG0003737	NP_001261952.1	XP_623269.1
OG0003738	NP_610343.1	XP_396810.3
OG0003739	NP_001247139.1	XP_006559268.1, XP_026301224.1, XP_026301223.1
OG0003740	NP_609492.1	XP_624453.1
OG0003741	NP_647961.1	XP_006559044.1
OG0003742	NP_610417.1	XP_623206.1
OG0003743	NP_001188928.1, NP_001287533.1	XP_624070.1
OG0003744	NP_524719.1	XP_623480.1
OG0003745	NP_001259103.1	XP_396838.2
OG0003746	NP_649352.1	XP_006564233.1
OG0003747	NP_001260028.1	XP_006562040.1
OG0003748	NP_611632.3	XP_026299728.1
OG0003749	NP_732419.1, NP_609366.2	XP_006565109.1
OG0003750	NP_726111.1	XP_624253.2
OG0003751	NP_731267.1	NP_001239355.1
OG0003752	NP_610168.1, NP_001260612.1	XP_006572317.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_624085.1
OG0003754	NP_001285266.1, NP_649161.1	XP_003250813.1
OG0003755	NP_001137699.1	XP_026299502.1
OG0003756	NP_650331.1	XP_001120140.3
OG0003757	NP_511045.1	NP_001161808.1
OG0003758	NP_650784.3	XP_395052.1
OG0003759	NP_001246908.1	XP_006565346.1, XP_393244.1
OG0003760	NP_609878.1, NP_001259750.1	XP_003251153.1
OG0003761	NP_001188681.1	XP_392902.1
OG0003762	NP_650214.1	XP_392658.2
OG0003763	NP_001287349.1	XP_006563595.1
OG0003764	NP_649241.1	XP_006562281.1
OG0003765	NP_001284709.1	XP_395092.2
OG0003766	NP_523407.1	XP_016766389.1
OG0003767	NP_001033885.1	XP_624256.1
OG0003768	NP_608575.1	XP_006569916.1
OG0003769	NP_608619.1	XP_026299073.1, XP_026299075.1
OG0003770	NP_001285352.1	XP_006569545.1
OG0003771	NP_651296.1	XP_026298499.1
OG0003772	NP_609822.1, NP_650473.1	XP_003250682.1
OG0003773	NP_001259808.1	XP_026296549.1
OG0003774	NP_569980.1	XP_026300576.1
OG0003775	NP_648527.1	XP_001120217.1
OG0003776	NP_649048.1	XP_006570251.1
OG0003777	NP_001260520.2	XP_026298741.1
OG0003778	NP_788548.1	XP_003251640.1
OG0003779	NP_609918.1	NP_001193395.1
OG0003780	NP_611446.3, NP_647716.1	XP_393603.1
OG0003781	NP_001261879.1	XP_026295502.1, NP_001171518.1
OG0003782	NP_649399.1, NP_001284805.1	XP_001120056.1
OG0003783	NP_001262846.1	XP_001119829.1
OG0003784	NP_733061.1	XP_003249472.1
OG0003785	NP_610974.1, NP_001285320.1	NP_001129207.1
OG0003786	NP_001097074.1	XP_395779.3, XP_026298542.1
OG0003787	NP_648037.1	XP_026298623.1
OG0003788	NP_511106.1	XP_026301507.1
OG0003789	NP_732338.1	XP_003249557.1
OG0003790	NP_001262023.1	XP_624364.1
OG0003791	NP_001246448.1	XP_026297172.1
OG0003792	NP_001188815.1	XP_006570971.2
OG0003793	NP_650317.3	XP_003251623.1
OG0003794	NP_001285058.1	XP_623753.4
OG0003795	NP_524134.1	XP_001122452.2
OG0003796	NP_001285371.1	XP_016769254.1
OG0003797	NP_651340.1	XP_026296665.1
OG0003798	NP_001188780.1	NP_001155181.1
OG0003799	NP_610451.1	XP_006564028.1
OG0003800	NP_651825.4, NP_610916.1	XP_006563123.1
OG0003801	NP_572526.1	XP_016771069.1
OG0003802	NP_001262901.1, NP_611191.1	XP_393179.1
OG0003803	NP_648168.1	XP_001123127.4
OG0003804	NP_648144.3	XP_006563301.1
OG0003805	NP_649541.1	XP_623721.3
OG0003806	NP_524537.1	XP_001121781.3
OG0003807	NP_001286908.1	XP_397043.2
OG0003808	NP_001259814.1	XP_397281.4
OG0003809	NP_001286673.1	XP_392238.1
OG0003810	NP_001260063.1	XP_395930.3
OG0003811	NP_649212.2	XP_394964.5
OG0003812	NP_001162723.1	XP_006557910.2, XP_026300470.1
OG0003813	NP_525073.1	XP_001119919.1
OG0003814	NP_001261853.1	XP_006565648.2, NP_001242961.1
OG0003815	NP_649455.1	XP_006570358.1
OG0003817	NP_001350858.1	XP_026299800.1
OG0003818	NP_650328.1	XP_006561461.1
OG0003819	NP_001263095.1	XP_016772254.2
OG0003820	NP_001036422.1	XP_026299805.1
OG0003821	NP_609946.1	XP_026300350.1
OG0003822	NP_001036633.2	XP_016768644.1
OG0003824	NP_652145.1	XP_016772970.1
OG0003825	NP_001262701.1	XP_006559218.1
OG0003826	NP_001247206.1	XP_624040.4
OG0003827	NP_611986.2	XP_006571572.1, XP_016769063.1
OG0003828	NP_001261195.1	XP_624638.4
OG0003829	NP_001245409.1	XP_395153.3
OG0003830	NP_001245983.1, NP_723670.2	XP_026296931.1
OG0003831	NP_001260897.1	XP_397232.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_006561360.2
OG0003833	NP_511048.2	XP_625020.3
OG0003834	NP_001260368.1	XP_006568516.1
OG0003835	NP_001262920.1	XP_001120329.1
OG0003836	NP_001260135.1	XP_026297908.1, XP_026297907.1
OG0003837	NP_610913.1	XP_006560660.1, XP_026296193.1
OG0003838	NP_610522.1	XP_026295517.1, XP_001120196.2, XP_016766654.1
OG0003839	NP_001262031.1	XP_006564577.2
OG0003840	NP_650660.2	XP_003251246.1
OG0003841	NP_570012.1	XP_394330.4
OG0003842	NP_573371.1	XP_026299981.1, XP_026299982.1
OG0003843	NP_001261596.1	XP_393949.2
OG0003844	NP_476904.1	XP_003249738.1
OG0003845	NP_610201.1	XP_623484.1
OG0003846	NP_001163433.1	XP_624950.1
OG0003847	NP_732393.1	XP_026297458.1
OG0003848	NP_001247237.1	XP_624984.1
OG0003849	NP_610044.2	XP_391949.4
OG0003850	NP_609358.1	XP_006566172.1
OG0003851	NP_001259490.1	XP_016771349.1, XP_001121248.1
OG0003852	NP_001259707.1	XP_395353.1
OG0003853	NP_609495.1	XP_393926.4
OG0003854	NP_608657.1	XP_016770906.1
OG0003855	NP_001260765.1	XP_003249923.1
OG0003856	NP_647660.1	XP_624537.1
OG0003857	NP_788641.1	XP_001121946.2
OG0003859	NP_611549.2	XP_395938.2
OG0003860	NP_612094.2	XP_006568215.3
OG0003861	NP_001259663.1	XP_394767.3
OG0003862	NP_001286393.1	XP_395132.2, XP_006570001.1
OG0003863	NP_569972.1	XP_006572417.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_394619.1
OG0003866	NP_001261542.1	XP_623300.2
OG0003867	NP_609864.1, NP_573096.1	XP_394616.1
OG0003868	NP_610357.1	XP_026299091.1
OG0003869	NP_788357.1	XP_006559928.1
OG0003870	NP_001368936.1	XP_392194.2
OG0003871	NP_611535.1	XP_016772927.1
OG0003872	NP_610876.1	XP_623706.1
OG0003873	NP_001334735.1	XP_016771656.2, XP_006571593.2
OG0003874	NP_001163577.1	XP_624826.3
OG0003875	NP_572532.1	XP_006559886.1
OG0003876	NP_001259823.1	XP_026297224.1
OG0003877	NP_001285642.1	XP_393936.4
OG0003878	NP_001097890.1	XP_006566652.1
OG0003879	NP_647918.2	XP_394976.4
OG0003880	NP_572535.1	XP_006566840.1
OG0003881	NP_001260585.1	XP_016767737.2
OG0003882	NP_001162627.1	XP_026295283.1
OG0003883	NP_573251.1	XP_394752.3
OG0003884	NP_572907.1	XP_026296821.1
OG0003886	NP_724244.1	XP_006571389.1
OG0003887	NP_476982.1	XP_026295657.1
OG0003888	NP_523797.1, NP_476814.1	NP_001013379.1
OG0003889	NP_610732.1	XP_392296.4
OG0003890	NP_649876.1	XP_624608.3
OG0003891	NP_001263108.1	XP_001120689.2
OG0003892	NP_001262069.1	XP_395757.3
OG0003893	NP_647757.2, NP_001259177.1	XP_393850.2
OG0003894	NP_001246498.1	XP_016772854.2
OG0003895	NP_001259484.1	XP_006561304.2
OG0003896	NP_608837.2	XP_623816.1
OG0003897	NP_001261947.1	XP_624279.3
OG0003898	NP_647707.1	NP_001229364.1, XP_006571766.1
OG0003899	NP_001097186.2, NP_650042.2	XP_391994.1
OG0003900	NP_651578.1	XP_625095.1
OG0003901	NP_572401.2	XP_001122939.2
OG0003902	NP_001246118.1	XP_026300039.1
OG0003903	NP_001261922.1	XP_016772804.1, XP_006572010.1
OG0003904	NP_001262697.1	XP_623919.1
OG0003905	NP_729888.1	XP_623724.3
OG0003906	NP_001259961.1, NP_611200.2	XP_026295801.1
OG0003907	NP_569906.1	XP_026299247.1
OG0003908	NP_001260726.1	XP_623366.2
OG0003909	NP_001247006.1	XP_001121788.2
OG0003910	NP_001246673.1	XP_397392.5
OG0003911	NP_001261606.1	XP_006565670.1
OG0003912	NP_001097238.1	XP_016769191.1, XP_006564718.1
OG0003913	NP_648549.1	XP_006566101.1
OG0003914	NP_001356926.1	XP_396724.2
OG0003915	NP_001286055.1	XP_006568346.2
OG0003916	NP_611032.2	XP_396999.5, XP_006571077.2
OG0003917	NP_524287.1	XP_006561985.2
OG0003918	NP_524099.2	XP_623795.2
OG0003919	NP_001188671.1	XP_392644.3
OG0003920	NP_001287306.1	XP_026297002.1
OG0003921	NP_001356957.1	XP_006567209.1
OG0003922	NP_609238.1	XP_001120842.5
OG0003923	NP_001263054.1	XP_006569041.1
OG0003924	NP_001245549.1	XP_003251071.2
OG0003925	NP_573225.1	XP_006557271.1, XP_392926.1
OG0003926	NP_723576.1	XP_001120669.2
OG0003927	NP_649067.2	XP_026300356.1, XP_395996.1
OG0003928	NP_611175.1	XP_623864.3
OG0003929	NP_001261060.1	XP_006571697.2
OG0003931	NP_524417.1, NP_651961.1	XP_006565397.1
OG0003932	NP_001036655.1	XP_003251065.2
OG0003933	NP_477445.1	XP_625023.1
OG0003934	NP_648581.1	XP_395260.2
OG0003935	NP_001287055.1	XP_623050.1
OG0003936	NP_524483.1	NP_001011575.1, XP_026296304.1
OG0003937	NP_611251.2	XP_026302113.1
OG0003938	NP_001262741.1	XP_016772502.2
OG0003939	NP_001259461.1	XP_026296207.1, XP_624867.2
OG0003940	NP_650512.1	XP_016772141.2, XP_003249733.2
OG0003941	NP_001259608.1	XP_001122466.1
OG0003943	NP_649905.1	XP_396003.4
OG0003944	NP_001261149.1	XP_001122977.1
OG0003945	NP_608585.1	XP_026299501.1
OG0003946	NP_647768.3	XP_396925.4
OG0003947	NP_651180.3	XP_006569738.2
OG0003948	NP_001286414.1	NP_001153520.1
OG0003950	NP_731494.1, NP_731495.1	XP_006563707.1
OG0003951	NP_996299.1	XP_026298008.1
OG0003952	NP_649594.1	XP_006564407.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_395069.2
OG0003954	NP_611769.2, NP_001245708.1	XP_623055.1
OG0003955	NP_001247152.1	XP_026300272.1
OG0003956	NP_477397.1	XP_623316.3
OG0003957	NP_001261167.1	XP_391960.2
OG0003958	NP_477224.1	XP_003250270.2
OG0003959	NP_001261183.1	XP_026299487.1
OG0003960	NP_001097394.1	XP_026296448.1
OG0003961	NP_610107.1	XP_026298140.1
OG0003962	NP_523811.1	XP_006568235.1
OG0003963	NP_611832.1	XP_393688.2
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_026298966.1
OG0003965	NP_648590.1	XP_016773035.2
OG0003966	NP_001286169.1	XP_624988.3
OG0003967	NP_649099.1	XP_394614.1
OG0003968	NP_610398.1	XP_395839.1
OG0003969	NP_569880.1	XP_393560.4
OG0003970	NP_001262490.1, NP_731657.2	XP_026296881.1
OG0003971	NP_001285692.1	XP_003249677.2
OG0003972	NP_611539.1	XP_006562207.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_006559685.1
OG0003974	NP_651278.2	XP_003250386.3
OG0003975	NP_649552.1	XP_392161.2
OG0003976	NP_001246589.1	XP_624702.2
OG0003977	NP_570081.2	XP_001121344.2
OG0003978	NP_001285330.1, NP_001263122.1	XP_392894.1
OG0003979	NP_611690.2	XP_395117.4
OG0003980	NP_572722.2	XP_006570470.2
OG0003981	NP_610429.2	XP_016772168.2
OG0003982	NP_609079.2	XP_393800.5
OG0003983	NP_001137958.1	XP_016768590.1
OG0003984	NP_611900.1	XP_003249151.1
OG0003985	NP_572747.1	XP_392051.1
OG0003986	NP_511064.2	XP_016769188.1
OG0003987	NP_001286391.1	XP_016771049.1
OG0003988	NP_001163748.1	XP_026296755.1
OG0003989	NP_001163103.1	XP_006568106.1
OG0003990	NP_524448.3	XP_006565999.1
OG0003991	NP_524623.2	XP_016770501.2
OG0003992	NP_573116.2	XP_624277.2
OG0003993	NP_001287552.1	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2
OG0003994	NP_001286707.1	XP_026296912.1
OG0003995	NP_001284866.1	XP_001120885.2
OG0003996	NP_001259362.1, NP_650489.1	XP_392378.2
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_026302088.1
OG0003998	NP_001162829.1	XP_026299563.1
OG0003999	NP_523723.1	XP_001122002.2
OG0004000	NP_001246063.1	XP_625125.2
OG0004002	NP_001303384.1	XP_026299236.1
OG0004003	NP_001162933.1	NP_001155985.1, XP_026295122.1
OG0004004	NP_609954.1, NP_001286084.1	XP_016773628.1
OG0004006	NP_724569.1	XP_026300561.1
OG0004008	NP_001097360.1	XP_006561936.1
OG0004009	NP_731065.1	XP_006561064.1
OG0004010	NP_572391.1	XP_394099.4
OG0004011	NP_001260641.1	NP_001239359.1
OG0004012	NP_001096948.2	XP_026301955.1, XP_026301956.1, XP_026301957.1
OG0004014	NP_572951.1	XP_026300083.1
OG0004015	NP_001138211.1	XP_026294852.1
OG0004016	NP_001189283.1	XP_026299442.1
OG0004017	NP_001286893.1	XP_006560052.1, XP_006560054.1, XP_006560053.1
OG0004018	NP_728546.1	XP_026299400.1
OG0004020	NP_001287463.1	XP_006561836.1
OG0004021	NP_001259691.1	XP_026298233.1, XP_026298224.1
OG0004022	NP_001285276.1	XP_001121865.1
OG0004023	NP_001285665.1	XP_016771930.2
OG0004024	NP_001263051.1	XP_006568419.2, XP_026297399.1
OG0004026	NP_524473.2	XP_001120982.2
OG0004027	NP_648926.3	XP_396627.4
OG0004030	NP_001262385.1, NP_001189194.1	XP_625113.1
OG0004031	NP_524815.1	XP_003250780.1
OG0004033	NP_477436.1	XP_016766928.1
OG0004034	NP_609890.2	XP_006565024.2
OG0004035	NP_001285328.1	XP_006564745.1
OG0004036	NP_649324.1	XP_623133.4
OG0004037	NP_001262772.1	XP_026301836.1
OG0004038	NP_001245836.1	XP_003250346.1
OG0004041	NP_647718.1	XP_006565007.3
OG0004042	NP_523917.2	XP_393035.1
OG0004043	NP_001259062.1	XP_006557366.1
OG0004044	NP_572373.1	XP_006560665.1
OG0004045	NP_523806.2, NP_524607.1	XP_006560704.2, XP_016772223.2
OG0004046	NP_001189212.1	XP_006565404.1
OG0004047	NP_649701.2	XP_006565410.2
OG0004048	NP_001097680.1	XP_006562470.1, XP_026299647.1
OG0004049	NP_610466.2	XP_026295466.1
OG0004050	NP_573088.1	XP_026296786.1
OG0004051	NP_573193.1, NP_650498.3	XP_001120355.1
OG0004052	NP_001262451.1	XP_006563534.2
OG0004053	NP_001260958.1	XP_016766437.1, XP_006561244.1
OG0004054	NP_001260969.1	XP_003251511.1
OG0004055	NP_649411.1	XP_006564535.2
OG0004056	NP_001259979.1	XP_001122081.1
OG0004058	NP_477114.1	XP_397399.2
OG0004059	NP_001261609.1	XP_623299.3
OG0004060	NP_476576.1	XP_006564797.1
OG0004061	NP_001285590.1	XP_016771427.1
OG0004063	NP_001162975.1	XP_026295125.1, NP_001229503.1
OG0004064	NP_001259152.1	XP_001122669.2
OG0004065	NP_001286823.1, NP_001259234.1	XP_396552.3
OG0004066	NP_573146.1	XP_001122399.1, XP_026300527.1
OG0004067	NP_001261227.1	XP_026295898.1
OG0004068	NP_725626.1, NP_476863.1	NP_001128420.1
OG0004069	NP_001368995.1	XP_623903.2, XP_026301502.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_026294980.1
OG0004071	NP_996010.2	XP_001121913.2
OG0004072	NP_572759.1	XP_393997.1
OG0004073	NP_648318.2	XP_026295930.1
OG0004074	NP_001286846.1	XP_623605.2
OG0004075	NP_788639.1	XP_016771510.2
OG0004076	NP_608550.1	XP_395025.2
OG0004077	NP_650693.1	XP_026301405.1
OG0004078	NP_649890.1	NP_001172008.1
OG0004079	NP_001137777.1	XP_006559680.1
OG0004080	NP_523890.2	XP_026294784.1
OG0004081	NP_001188938.1	XP_006566575.1
OG0004082	NP_001260586.1	XP_393406.4, XP_006560861.1
OG0004083	NP_569978.1	XP_016769908.2
OG0004084	NP_001163332.2	XP_006558355.1
OG0004085	NP_001246647.1	XP_026299277.1
OG0004086	NP_001138108.1	NP_001011585.1, XP_026301045.1
OG0004087	NP_001259779.1	XP_026296624.1, XP_026296623.1
OG0004088	NP_723510.1	XP_006569286.1
OG0004089	NP_001260005.1	XP_016771325.1
OG0004090	NP_609643.2	XP_026299087.1, XP_026299085.1
OG0004091	NP_609204.2	XP_395605.3
OG0004092	NP_001285421.1	XP_006563064.1, XP_624869.1
OG0004093	NP_001259507.1	XP_006570508.1, XP_006570507.1
OG0004094	NP_511152.2	XP_394204.2, XP_006568702.1
OG0004095	NP_477374.1	XP_624643.2
OG0004096	NP_725637.1	XP_006565907.2
OG0004097	NP_001286067.1	XP_026299393.1, XP_001122415.1
OG0004098	NP_726437.2	XP_006567329.1
OG0004099	NP_650205.1	XP_392635.4
OG0004100	NP_609183.1	XP_391907.1
OG0004101	NP_723188.1	XP_016769558.1
OG0004102	NP_001262443.1	XP_001120785.2
OG0004103	NP_001027038.3	XP_026298204.1
OG0004105	NP_001260476.1	XP_392103.2
OG0004106	NP_649461.2	XP_026296135.1
OG0004107	NP_647638.1	XP_006571445.1
OG0004109	NP_523920.1	NP_001314885.1, XP_006570920.1
OG0004110	NP_611023.1	XP_026296625.1, XP_016767744.1
OG0004111	NP_523982.2	XP_026297201.1
OG0004112	NP_608410.2	XP_006570948.1
OG0004113	NP_524712.1	XP_006568820.1, XP_396656.1
OG0004114	NP_476905.1	XP_001122985.1
OG0004116	NP_651973.4	XP_026301749.1
OG0004117	NP_648367.1	XP_026297297.1
OG0004119	NP_651939.4	XP_016768569.2
OG0004120	NP_001263153.1	XP_393310.1
OG0004121	NP_523790.1	XP_016769825.1
OG0004122	NP_648520.1	XP_026295564.1, XP_026295562.1
OG0004123	NP_001260855.1	XP_006570903.2
OG0004124	NP_523879.2, NP_728565.1	XP_026302069.1
OG0004125	NP_573215.1	XP_006558111.1
OG0004126	NP_001260594.1	XP_026300830.1
OG0004128	NP_001286068.1	XP_006572054.1
OG0004129	NP_001245829.1	XP_006564578.2
OG0004130	NP_001245938.1	XP_006571760.3
OG0004131	NP_001284898.1, NP_001284897.1	XP_006561919.1
OG0004132	NP_001285233.1	XP_006567775.1
OG0004133	NP_001259348.1	XP_397109.3, XP_006566358.1
OG0004137	NP_610611.1	XP_625230.3
OG0004138	NP_001027221.1	XP_006568623.1
OG0004139	NP_001262795.1	XP_006563114.2
OG0004140	NP_476985.1	XP_006570675.1, XP_003251593.1
OG0004141	NP_524372.1, NP_525036.2	XP_395096.4
OG0004142	NP_723952.2	NP_001314880.1, XP_026302136.1
OG0004143	NP_523942.2	XP_026299156.1
OG0004144	NP_001259820.1	XP_625031.3
OG0004145	NP_001097306.2	XP_006567879.1
OG0004146	NP_648847.3	NP_001314892.1, XP_026298872.1
OG0004147	NP_001014556.1	XP_006571749.1
OG0004148	NP_001245598.1	XP_026299383.1
OG0004149	NP_572236.3	XP_003250476.1
OG0004150	NP_649909.1	XP_003250308.1
OG0004151	NP_648032.1	XP_016769727.2
OG0004153	NP_001036757.1	XP_016767832.1
OG0004155	NP_524453.1	XP_016767546.1, NP_001116485.2
OG0004157	NP_610845.1	XP_026295560.1, XP_026295561.1
OG0004159	NP_609541.1	XP_006567446.1
OG0004160	NP_610297.2	XP_016770007.2
OG0004161	NP_610792.2	XP_003251033.1
OG0004162	NP_001097114.2	XP_026298929.1
OG0004163	NP_001260044.1	XP_001121567.1
OG0004164	NP_001097850.3	XP_391890.3
OG0004166	NP_610783.1	XP_006558505.1
OG0004167	NP_001245796.1	XP_006558679.2
OG0004168	NP_651717.1	XP_026295327.1
OG0004169	NP_477088.2	NP_001011650.1
OG0004170	NP_001097606.1	XP_006559888.1
OG0004171	NP_611857.3	XP_001121552.2
OG0004172	NP_476845.2	XP_006562175.1
OG0004173	NP_001261621.2, NP_476855.1	XP_006565171.1
OG0004174	NP_001261172.1	XP_006572013.2
OG0004175	NP_001369072.1	XP_006559175.1
OG0004176	NP_001246184.1	XP_026296733.1
OG0004177	NP_001260615.1	XP_026295613.1
OG0004180	NP_001162639.2	XP_006565974.1
OG0004181	NP_477219.1	XP_624334.2
OG0004182	NP_610116.2	XP_006566310.1, NP_001071276.1
OG0004183	NP_001260578.1	XP_395378.4
OG0004184	NP_477022.1	XP_001120100.2
OG0004186	NP_001097184.2	NP_001265258.1, XP_016772979.2
OG0004187	NP_651004.1	XP_624574.2
OG0004188	NP_608524.1	XP_397338.3
OG0004189	NP_648455.2	XP_016768334.1, XP_016768333.1
OG0004190	NP_001096996.1	XP_006559637.1
OG0004191	NP_001261503.1	XP_026298906.1, XP_026298907.1
OG0004192	NP_651851.1	XP_006558585.2
OG0004193	NP_001163275.2	XP_016773545.1
OG0004194	NP_001261636.1	XP_003251298.1
OG0004195	NP_001303365.1	XP_392813.2
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_026302050.1
OG0004197	NP_523924.1	XP_003249914.1
OG0004198	NP_652562.2	XP_006571571.1, XP_026300047.1, XP_026300038.1
OG0004199	NP_001259983.1	XP_006559866.1, XP_016768667.1
OG0004201	NP_651849.1	XP_396024.6
OG0004202	NP_001260133.1	XP_392132.1
OG0004203	NP_648267.1	XP_623770.2
OG0004205	NP_608637.1	XP_624310.2
OG0004206	NP_610556.1	XP_006558549.2
OG0004207	NP_001286287.1, NP_001247263.1	XP_006558776.1
