Orthogroup	Drosophila_melanogaster	Acyrthosiphon_pisum
OG0003449	NP_610548.2	XP_001949300.2
OG0003450	NP_611341.1, NP_523784.2	XP_029347434.1, XP_001949386.1
OG0003451	NP_728074.1	XP_001949443.1, XP_008182268.1
OG0003452	NP_001245766.1	XP_001949579.2
OG0003453	NP_650076.1	XP_001949581.1
OG0003454	NP_523805.1	XP_001949590.1
OG0003455	NP_524075.2	XP_001949601.1
OG0003456	NP_609365.3	XP_001949728.1
OG0003457	NP_001246926.1	XP_001949847.3
OG0003458	NP_649782.1	XP_001949938.1
OG0003459	NP_001285450.1, NP_610738.1	XP_003246026.1, XP_001949988.2
OG0003460	NP_523934.1	XP_001950150.1, XP_016659321.1, XP_008187444.1
OG0003461	NP_001259747.1	XP_001950219.2
OG0003462	NP_727769.3	XP_001950312.3, XP_001952645.2, XP_016662209.1
OG0003463	NP_001262379.1	XP_001950362.2
OG0003464	NP_725084.2, NP_650032.1	XP_001950406.1
OG0003465	NP_730815.2	XP_003242582.1, XP_001950487.1
OG0003466	NP_001262696.1	XP_001950497.2
OG0003467	NP_001033895.1	XP_001950565.1
OG0003468	NP_608936.1, NP_001163143.1	XP_001950656.2
OG0003470	NP_001261364.1	XP_029341385.1
OG0003471	NP_609186.1	XP_001951022.1
OG0003472	NP_610891.1	XP_001951071.2
OG0003473	NP_001245516.1	XP_001951088.1
OG0003474	NP_001163313.1	XP_001951216.1
OG0003475	NP_477453.1	XP_008185936.1, XP_016662274.1, XP_001951232.1
OG0003476	NP_611547.2	XP_001951345.2
OG0003477	NP_523419.1	XP_001951463.1
OG0003478	NP_001262821.1	XP_001951473.1
OG0003479	NP_476701.1, NP_524411.1	XP_001951613.2, XP_001951588.1
OG0003480	NP_001260252.1	XP_001951654.1, XP_003243111.1
OG0003481	NP_001036603.1	XP_001951672.1
OG0003482	NP_611955.2	XP_001951686.1
OG0003483	NP_732610.1	XP_008182013.1, XP_001951763.1
OG0003484	NP_729420.1, NP_001259705.1	XP_001951769.1
OG0003485	NP_572915.1	XP_008187413.1, XP_003248591.3, XP_001951824.1
OG0003486	NP_001260713.1	XP_001951912.1
OG0003487	NP_001285522.1	XP_001952144.2
OG0003488	NP_001286851.1	XP_001952182.2
OG0003489	NP_001260143.1	XP_001952220.2
OG0003491	NP_001163420.1	XP_016661005.1, XP_001952370.2
OG0003493	NP_995847.1	XP_001952446.1
OG0003494	NP_001097740.1	XP_001952473.1
OG0003495	NP_651224.1	XP_001952501.1
OG0003497	NP_001262426.1	XP_001952647.1, XP_008185303.1
OG0003498	NP_725517.2	XP_001952675.1
OG0003499	NP_001262755.1	XP_001952681.2
OG0003500	NP_610612.1	XP_001952759.1
OG0003501	NP_648929.1	XP_003240049.1, XP_016658932.1
OG0003502	NP_001259726.1	XP_003240230.1
OG0003503	NP_648536.1	XP_003240263.1, XP_029342193.1
OG0003504	NP_476768.1	XP_003240303.1
OG0003506	NP_001261171.1	XP_003241120.1
OG0003507	NP_523670.2	XP_003241192.1, XP_016655970.1
OG0003508	NP_650404.1, NP_572929.1	XP_003241234.1, XP_003241233.1
OG0003509	NP_608811.2	XP_003241236.1
OG0003510	NP_001097013.2	XP_003241246.1
OG0003511	NP_610452.2	XP_003241376.1
OG0003512	NP_001285437.1	XP_008179169.1, XP_003241811.2
OG0003513	NP_001246578.1	XP_003241912.1
OG0003514	NP_001262535.1	XP_003242055.1
OG0003515	NP_001286894.1	XP_003242169.1
OG0003516	NP_001015402.3, NP_652484.1	XP_003242256.1
OG0003517	NP_572927.1	XP_003242428.1
OG0003518	NP_001014592.1	XP_029343551.1, XP_003242563.1, XP_008182183.1
OG0003519	NP_523834.1	XP_003242937.1
OG0003520	NP_001284712.1	XP_003243058.1
OG0003521	NP_651327.1	XP_003243849.1
OG0003522	NP_650487.1	XP_003243938.1
OG0003523	NP_572207.1, NP_649390.1	XP_003243991.1, XP_008182922.2
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_003244035.1
OG0003525	NP_001246660.1	XP_016659508.2, XP_003244215.1
OG0003526	NP_001285323.1	XP_003244247.1
OG0003527	NP_524617.3	XP_003244330.1, XP_003244329.1, XP_008182798.1
OG0003528	NP_001162835.1	XP_003244950.3
OG0003529	NP_609803.1	XP_003245180.1, XP_029344844.1
OG0003530	NP_001189224.1	XP_029343408.1, XP_003245260.3
OG0003531	NP_001246496.1	XP_003245357.1
OG0003532	NP_524775.1	XP_003245398.1
OG0003533	NP_572804.1	XP_003245424.1, XP_008184388.1
OG0003534	NP_611847.2	XP_029342043.1
OG0003534	NP_726773.2	XP_003245446.2
OG0003535	NP_648818.3	XP_003245515.1
OG0003536	NP_001334682.1	XP_003245836.1
OG0003537	NP_725599.2	XP_008181783.1
OG0003538	NP_001286840.1	XP_003246197.1
OG0003539	NP_001259679.1	XP_003246293.1
OG0003540	NP_001262668.1	XP_003246439.1, XP_003246438.1, XP_016662241.1
OG0003541	NP_001285144.1, NP_001262829.1	XP_003246627.1
OG0003542	NP_608745.1	XP_003247061.1
OG0003543	NP_572639.2	XP_003247092.1, XP_008184075.1, XP_029340952.1
OG0003544	NP_001260220.1	XP_003247589.1, XP_008187546.1
OG0003545	NP_611861.1, NP_511100.1, NP_001262902.1	XP_003247865.1
OG0003546	NP_652335.1	XP_003247891.1
OG0003547	NP_788434.1	XP_003247900.3, XP_029342452.1, XP_029342451.1
OG0003548	NP_001285168.1	XP_003248023.1
OG0003549	NP_610842.1	XP_029346010.1, XP_003248864.4
OG0003550	NP_608792.1	XP_008187570.1, XP_003249066.3
OG0003551	NP_001287595.1	XP_008178332.1
OG0003552	NP_001245771.1	XP_008178771.1
OG0003553	NP_001286937.1	XP_008179250.1
OG0003554	NP_610421.1	XP_008179589.1
OG0003555	NP_569948.3	XP_008180060.1
OG0003556	NP_572286.1	XP_008180277.1
OG0003557	NP_652054.1	XP_008180489.1
OG0003558	NP_001286837.1	XP_008180549.2
OG0003559	NP_001262811.1	XP_008180807.1
OG0003560	NP_649937.1	XP_008181116.1, XP_029345017.1
OG0003561	NP_648551.3	XP_008181363.1
OG0003562	NP_726776.1	XP_008181496.1, XP_008181497.1
OG0003563	NP_524340.2	XP_008181684.1
OG0003564	NP_001260401.1, NP_609533.1	XP_008182177.1
OG0003565	NP_611962.2	XP_008182222.1
OG0003566	NP_610798.1	XP_029344327.1, XP_016659230.1, XP_008182236.1
OG0003567	NP_524351.1	XP_008182468.1
OG0003568	NP_001036444.1	XP_008182565.1
OG0003569	NP_001259065.1	XP_008182773.1, XP_008182772.1
OG0003570	NP_650256.2	XP_008183142.1
OG0003571	NP_609641.1	XP_008183420.1
OG0003572	NP_725534.1	XP_008183814.1, XP_016660476.1
OG0003573	NP_001163746.1	XP_008184346.1, XP_008184343.1
OG0003574	NP_649699.1	XP_016660999.1, XP_029346935.1, XP_008184404.1
OG0003575	NP_001261871.1	XP_008184513.1
OG0003576	NP_001162879.1	XP_008184569.1
OG0003577	NP_001245936.1	XP_008184684.1
OG0003578	NP_650054.2	XP_008185383.2
OG0003579	NP_733115.1, NP_001285192.1	XP_008185408.2
OG0003580	NP_511143.2	XP_008185743.1
OG0003581	NP_001286265.1	XP_008186177.1, XP_016662504.1
OG0003582	NP_569947.2	XP_008186400.2
OG0003583	NP_652189.1	XP_008186708.1
OG0003584	NP_001246145.1	XP_008186709.1
OG0003585	NP_733027.2	XP_008186918.1
OG0003586	NP_649134.3	XP_008186925.1
OG0003587	NP_724916.1	XP_008186963.1
OG0003588	NP_001014614.1	XP_029347312.1, XP_008186998.1
OG0003589	NP_996132.1	XP_008187340.1
OG0003591	NP_524597.1	XP_029341206.1, XP_008187613.1
OG0003592	NP_524652.1	XP_008187788.1
OG0003593	NP_001286401.1	XP_029348567.1, XP_008187811.1
OG0003594	NP_610243.4, NP_650495.1	XP_008187815.1, XP_029343243.1, XP_029343242.1
OG0003596	NP_648348.1	XP_008188502.1, XP_008188501.1
OG0003597	NP_001261943.1	XP_008188583.1
OG0003598	NP_001247400.1	XP_008188697.1
OG0003599	NP_610813.3	XP_008189074.1, XP_029347043.1
OG0003600	NP_652069.2	XP_008190191.2
OG0003601	NP_001247153.1	XP_016656463.1, XP_016656462.1
OG0003602	NP_996141.2	XP_029341756.1, XP_016657266.1
OG0003603	NP_524366.1	XP_016657618.1
OG0003604	NP_647677.2	XP_016657691.1
OG0003605	NP_612073.2	XP_016657955.1
OG0003606	NP_524810.2	XP_016664837.1, XP_029342548.1, XP_016658422.1
OG0003607	NP_649008.2	XP_016661016.1
OG0003608	NP_609634.1	XP_016661412.1
OG0003609	NP_608886.1	XP_016661625.1
OG0003610	NP_651726.1	XP_016662052.1, XP_029347557.1
OG0003611	NP_523583.2	XP_016663109.1
OG0003612	NP_477303.1	XP_016663793.1, XP_029345112.1, XP_029345113.1
OG0003613	NP_570069.1	XP_016663845.1, XP_016663844.1
OG0003614	NP_523541.2	XP_016663972.1
OG0003615	NP_611687.1	XP_029340916.1, XP_029341110.1, XP_029345850.1
OG0003616	NP_001262982.1	XP_029341087.1
OG0003617	NP_001260440.1	XP_029341973.1, XP_029344157.1
OG0003618	NP_511065.1	XP_029342058.1, XP_029342718.1
OG0003619	NP_523898.1	XP_029342566.1
OG0003620	NP_611053.1	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1
OG0003621	NP_725799.1	XP_029342785.1, XP_029342786.1
OG0003623	NP_001261078.1	XP_029343014.1
OG0003624	NP_001260192.1	XP_029343039.1, XP_029343038.1
OG0003625	NP_732109.2	XP_029343152.1
OG0003626	NP_476722.1	XP_029343232.1
OG0003627	NP_725451.1	XP_029343423.1
OG0003628	NP_001247372.1	XP_029343562.1
OG0003629	NP_649520.1	XP_029343862.1
OG0003630	NP_001259267.1	XP_029344127.1, XP_029344126.1
OG0003631	NP_611946.2	XP_029344332.1
OG0003632	NP_001014758.2	XP_029344447.1
OG0003633	NP_648604.2	XP_029344530.1, XP_029344527.1
OG0003634	NP_608349.1	XP_029345023.1
OG0003635	NP_608498.3	XP_029345202.1
OG0003636	NP_477119.1	XP_029345431.1
OG0003637	NP_477440.1	XP_029345551.1
OG0003638	NP_649194.1	XP_029345612.1, XP_029345613.1
OG0003639	NP_001262035.1	XP_029345632.1
OG0003640	NP_001097136.2	XP_029345922.1
OG0003641	NP_001247023.2	XP_029345975.1
OG0003642	NP_001247399.1	XP_029346189.1
OG0003643	NP_611345.1	XP_029346289.1, XP_029346288.1
OG0003644	NP_610446.1, NP_610447.2	XP_029346338.1
OG0003645	NP_001014722.1	XP_029346575.1
OG0003646	NP_001285636.1	XP_029347070.1
OG0003647	NP_572814.1, NP_722953.1	XP_029347187.1, XP_029347181.1
OG0003648	NP_649176.1	XP_029347313.1
OG0003649	NP_001096981.2	XP_029347352.1
OG0003650	NP_001260032.1	XP_029347460.1
OG0003653	NP_572704.1	XP_029347634.1
OG0003709	NP_001287407.1	NP_001119628.1, XP_029341421.1, XP_003245642.1
OG0003710	NP_476636.1	NP_001119647.1
OG0003711	NP_001260887.1	NP_001119655.1, XP_029345874.1
OG0003712	NP_001262202.1	NP_001119687.1
OG0003713	NP_477407.1, NP_996415.1	XP_016656538.1, NP_001119697.1
OG0003714	NP_476797.1	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1
OG0003715	NP_001261198.1, NP_001261197.1	NP_001128376.1
OG0003716	NP_001262080.1	NP_001129195.1, NP_001232975.1
OG0003717	NP_001247301.1	XP_008180321.1, NP_001129418.1
OG0003719	NP_647949.1	XP_003247607.2, NP_001153853.1
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	NP_001153859.1
OG0003721	NP_001334713.1, NP_610961.1	NP_001153867.2
OG0003722	NP_649059.1	NP_001153868.1, XP_029346874.1, XP_001949218.2
OG0003723	NP_648783.4	NP_001155411.1
OG0003724	NP_001033967.1	NP_001155424.1
OG0003726	NP_001287108.1	NP_001155437.1
OG0003727	NP_611407.1	NP_001155456.1
OG0003728	NP_001097742.1	NP_001155486.1
OG0003729	NP_001247264.1, NP_647942.1	NP_001155503.1
OG0003730	NP_001189310.1	NP_001155512.1
OG0003731	NP_001259630.1	NP_001155541.1, XP_008180569.1
OG0003732	NP_001188553.1, NP_001262481.1	NP_001155563.1
OG0003733	NP_731777.1, NP_523840.1	NP_001155569.1, XP_029341920.1
OG0003734	NP_001303480.1, NP_727447.1	NP_001155581.1
OG0003735	NP_651684.1	NP_001155583.1, XP_008187337.1
OG0003736	NP_649702.2	NP_001155624.1
OG0003737	NP_001261952.1	NP_001155637.1, XP_008182979.1
OG0003738	NP_610343.1	XP_029341947.1, NP_001155661.1
OG0003739	NP_001247139.1	NP_001155687.1
OG0003740	NP_609492.1	NP_001155702.1
OG0003741	NP_647961.1	NP_001155714.1
OG0003742	NP_610417.1	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1
OG0003743	NP_001188928.1, NP_001287533.1	NP_001155782.1, XP_008187973.1
OG0003744	NP_524719.1	NP_001155795.1
OG0003745	NP_001259103.1	NP_001155802.1
OG0003746	NP_649352.1	NP_001155816.1
OG0003747	NP_001260028.1	NP_001155822.1
OG0003748	NP_611632.3	NP_001155946.1, NP_001232995.1
OG0003749	NP_732419.1, NP_609366.2	NP_001155952.1
OG0003750	NP_726111.1	NP_001155953.1
OG0003751	NP_731267.1	XP_008182763.1, NP_001155982.1
OG0003752	NP_610168.1, NP_001260612.1	NP_001156047.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	NP_001156048.1
OG0003754	NP_001285266.1, NP_649161.1	XP_029341866.1, NP_001156056.1
OG0003755	NP_001137699.1	NP_001156120.1
OG0003756	NP_650331.1	NP_001156126.1
OG0003757	NP_511045.1	NP_001156146.1
OG0003758	NP_650784.3	XP_008179871.1, NP_001156157.1
OG0003759	NP_001246908.1	NP_001156175.1, XP_008187121.1
OG0003760	NP_609878.1, NP_001259750.1	NP_001156202.1
OG0003761	NP_001188681.1	NP_001156212.1
OG0003762	NP_650214.1	NP_001156216.1, XP_008185420.1
OG0003763	NP_001287349.1	NP_001156220.1
OG0003764	NP_649241.1	NP_001156253.1, XP_029344793.1
OG0003765	NP_001284709.1	NP_001156258.1
OG0003766	NP_523407.1	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1
OG0003767	NP_001033885.1	NP_001156277.1
OG0003768	NP_608575.1	XP_003248729.1, NP_001156296.1
OG0003769	NP_608619.1	NP_001156303.1
OG0003770	NP_001285352.1	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1
OG0003771	NP_651296.1	NP_001156512.1
OG0003772	NP_609822.1, NP_650473.1	NP_001156572.1
OG0003773	NP_001259808.1	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1
OG0003774	NP_569980.1	NP_001156691.1, XP_008185739.1, XP_001946255.2
OG0003775	NP_001245778.1, NP_648527.1	NP_001156724.1
OG0003776	NP_649048.1	NP_001192084.1, XP_008182094.1
OG0003777	NP_001260520.2	NP_001192099.1
OG0003778	NP_788548.1	XP_016660588.1, NP_001192103.1
OG0003779	NP_609918.1	NP_001193397.1
OG0003780	NP_611446.3, NP_647716.1	NP_001232945.1
OG0003781	NP_001261879.1	XP_008186668.1, NP_001232951.1
OG0003782	NP_649399.1, NP_001284805.1	NP_001233014.1
OG0003783	NP_001262846.1	NP_001233028.1, XP_008187725.1
OG0003784	NP_733061.1	NP_001233036.1, XP_029344824.1
OG0003785	NP_610974.1, NP_001285320.1	XP_029341884.1, NP_001233062.1
OG0003786	NP_001097074.1	XP_008179925.1, NP_001233077.1
OG0003787	NP_648037.1	NP_001233084.1
OG0003788	NP_511106.1	XP_016662916.1, NP_001233105.1
OG0003789	NP_732338.1	NP_001280252.1, XP_008187610.1
OG0003790	NP_001262023.1	NP_001280263.1, XP_029341965.1
OG0003791	NP_001246448.1	NP_001280273.1
OG0003792	NP_001188815.1	XP_001951780.2, NP_001280289.1
OG0003793	NP_650317.3	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1
OG0003794	NP_001285058.1	NP_001280344.1
OG0003795	NP_524134.1	NP_001280367.1
OG0003796	NP_001285371.1	NP_001280377.1, XP_001946840.1
OG0003797	NP_651340.1	NP_001280389.1, XP_008186072.1
OG0003798	NP_001188780.1	NP_001280391.1, XP_029341184.1
OG0003799	NP_610451.1	NP_001280402.1
OG0003800	NP_651825.4, NP_610916.1	XP_016658816.1, NP_001280405.1
OG0003801	NP_572526.1	NP_001280408.1
OG0003802	NP_001262901.1, NP_611191.1	XP_008185982.1, NP_001280410.1
OG0003803	NP_648168.1	XP_008187539.1, NP_001280415.1
OG0003804	NP_648144.3	XP_029341998.1, NP_001280423.1
OG0003805	NP_649541.1	NP_001280424.1
OG0003806	NP_524537.1	NP_001280451.1
OG0003807	NP_001286908.1	NP_001280460.1
OG0003808	NP_001259814.1	XP_001950331.3, NP_001313552.1
OG0003809	NP_001286673.1	NP_001313558.1
OG0003810	NP_001260063.1	XP_016663668.1, XP_003247689.1, NP_001313559.1
OG0003811	NP_649212.2	NP_001313587.1
OG0003812	NP_001162723.1	XP_001942516.1
OG0003813	NP_525073.1	XP_001942529.1
OG0003814	NP_001261853.1	XP_001942581.2
OG0003815	NP_649455.1	XP_001942587.2
OG0003817	NP_001350858.1	XP_001942949.2
OG0003818	NP_650328.1	XP_001943236.2
OG0003818	NP_001260752.1	XP_001943005.2
OG0003819	NP_001263095.1	XP_001943025.1
OG0003820	NP_001036422.1	XP_001943038.2
OG0003821	NP_609946.1	XP_001943062.1
OG0003822	NP_001036633.2	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2
OG0003824	NP_652145.1	XP_001943284.1
OG0003825	NP_001262701.1	XP_001943304.2
OG0003826	NP_001247206.1	XP_001943326.3
OG0003827	NP_611986.2	XP_001943330.2
OG0003828	NP_001261195.1	XP_001943357.1
OG0003829	NP_001245409.1	XP_001943381.2
OG0003830	NP_001245983.1, NP_723670.2	XP_001943388.2
OG0003831	NP_001260897.1	XP_001943455.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_001943486.1
OG0003833	NP_511048.2	XP_001943692.1, XP_016663218.1
OG0003834	NP_001260368.1	XP_001943697.1, XP_016658916.1
OG0003835	NP_001262920.1	XP_001943742.1
OG0003836	NP_001260135.1	XP_001943750.1
OG0003837	NP_610913.1	XP_001943759.2
OG0003838	NP_610522.1	XP_001943900.1, XP_016665102.1
OG0003839	NP_001262031.1	XP_001943978.1
OG0003840	NP_650660.2	XP_001944018.1
OG0003841	NP_570012.1	XP_001946480.1, XP_001944026.1
OG0003842	NP_573371.1	XP_001944141.1
OG0003843	NP_001261596.1	XP_001944151.1
OG0003844	NP_476904.1	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1
OG0003845	NP_610201.1	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1
OG0003846	NP_001163433.1	XP_001944514.2, XP_029342616.1
OG0003847	NP_732393.1	XP_001944548.2
OG0003848	NP_001247237.1	XP_001944559.1
OG0003849	NP_610044.2	XP_001944574.2
OG0003850	NP_609358.1	XP_001944577.1
OG0003851	NP_001259490.1	XP_001944657.2
OG0003852	NP_001259707.1	XP_001944765.1
OG0003853	NP_609495.1	XP_001944785.3
OG0003854	NP_608657.1	XP_001944817.2
OG0003855	NP_001260765.1	XP_001944835.2, XP_029348623.1, XP_029348618.1
OG0003856	NP_647660.1	XP_001944890.1
OG0003857	NP_788641.1	XP_001944974.2, XP_008185306.2
OG0003859	NP_611549.2	XP_001945207.2
OG0003860	NP_612094.2	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1
OG0003861	NP_001259663.1	XP_001945258.1
OG0003862	NP_001286393.1	XP_001945273.1
OG0003863	NP_569972.1	XP_001945307.2, XP_016663223.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_001945341.1
OG0003866	NP_001261542.1	XP_001945589.1
OG0003867	NP_609864.1, NP_573096.1	XP_001945644.2
OG0003868	NP_610357.1	XP_029347890.1, XP_001945758.1, XP_003244583.1
OG0003869	NP_788357.1	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1
OG0003870	NP_001368936.1	XP_001946018.2, XP_029344724.1, XP_029344725.1
OG0003871	NP_611535.1	XP_001946053.3, XP_008178793.1
OG0003872	NP_610876.1	XP_003240388.2, XP_029341196.1, XP_001946108.2
OG0003873	NP_001334735.1	XP_001946132.1
OG0003874	NP_001163577.1	XP_001946140.1
OG0003875	NP_572532.1	XP_001946199.1
OG0003876	NP_001259823.1	XP_001946205.5
OG0003877	NP_001285642.1	XP_001946225.1, XP_008179331.1
OG0003878	NP_001097890.1	XP_001946282.3
OG0003879	NP_647918.2	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1
OG0003880	NP_572535.1	XP_001946327.2
OG0003881	NP_001260585.1	XP_001946547.1, XP_008189573.1
OG0003882	NP_001162627.1	XP_001946627.2
OG0003883	NP_573251.1	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1
OG0003884	NP_572907.1	XP_001946729.2
OG0003886	NP_724244.1	XP_001946793.1
OG0003887	NP_476982.1	XP_001946898.1
OG0003888	NP_523797.1, NP_476814.1	XP_001946943.2
OG0003889	NP_610732.1	XP_001947064.1, XP_001950350.1
OG0003890	NP_649876.1	XP_001947073.1
OG0003891	NP_001263108.1	XP_001947218.2
OG0003892	NP_001262069.1	XP_003246046.1, XP_003240667.1, XP_001947246.1
OG0003893	NP_647757.2, NP_001259177.1	XP_001947253.1
OG0003894	NP_001246498.1	XP_003242316.1, XP_029348614.1, XP_001947347.2
OG0003895	NP_001259484.1	XP_001947487.1
OG0003896	NP_608837.2	XP_003244016.1, XP_001950659.1, XP_001947545.2
OG0003897	NP_001261947.1	XP_001947564.2
OG0003898	NP_647707.1	XP_001947588.2
OG0003899	NP_001097186.2, NP_650042.2	XP_001947595.2
OG0003900	NP_651578.1	XP_016657440.1, XP_001947713.3
OG0003901	NP_572401.2	XP_001947756.1
OG0003902	NP_001246118.1	XP_001947769.2
OG0003903	NP_001261922.1	XP_001947783.3
OG0003904	NP_001262697.1	XP_001947910.1
OG0003905	NP_729888.1	XP_001947991.1
OG0003906	NP_001259961.1, NP_611200.2	XP_001948005.1
OG0003907	NP_569906.1	XP_001948184.2
OG0003908	NP_001260726.1	XP_001948190.2
OG0003909	NP_001247006.1	XP_008188131.1, XP_001948205.2, XP_029346791.1
OG0003910	NP_001246673.1	XP_001948398.2
OG0003911	NP_001261606.1	XP_001948475.2
OG0003912	NP_001097238.1	XP_001948509.2
OG0003913	NP_648549.1	XP_008189865.1, XP_001948669.2
OG0003914	NP_001356926.1	XP_001948813.1
OG0003915	NP_001286055.1	XP_016664457.1
OG0003916	NP_611032.2	XP_001948870.2
OG0003917	NP_524287.1	XP_001948879.2
OG0003918	NP_524099.2	XP_001948892.2, XP_029342874.1, XP_029342875.1
OG0003919	NP_001188671.1	XP_001948898.1
OG0003920	NP_001287306.1	XP_001948976.1
OG0003921	NP_001356957.1	XP_001948985.1
OG0003922	NP_609238.1	XP_001949071.2
OG0003923	NP_001263054.1	XP_001949183.2
OG0003924	NP_001245549.1	XP_001949258.2
OG0003925	NP_573225.1	XP_001949278.1
OG0003926	NP_723576.1	XP_008178997.1, XP_001949288.2
OG0003927	NP_649067.2	XP_001949298.1
OG0003928	NP_611175.1	XP_003246652.1, XP_001949388.2, XP_008186215.1
OG0003929	NP_001261060.1	XP_001949455.1
OG0003930	NP_726473.2	XP_003248224.1, XP_001949484.2
OG0003931	NP_524417.1, NP_651961.1	XP_001949495.1
OG0003932	NP_001036655.1	XP_001949508.2
OG0003933	NP_477445.1	XP_001949541.1
OG0003934	NP_648581.1	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1
OG0003935	NP_001287055.1	XP_001949785.1
OG0003936	NP_524483.1	XP_001950018.1
OG0003937	NP_611251.2	XP_001950019.2
OG0003938	NP_001262741.1	XP_001950061.2
OG0003939	NP_001259461.1	XP_001950067.2
OG0003940	NP_650512.1	XP_001950086.2
OG0003941	NP_001259608.1	XP_001950247.1
OG0003942	NP_650530.2	XP_001950298.2
OG0003943	NP_649905.1	XP_001950368.3
OG0003944	NP_001261149.1	XP_029342219.1, XP_001950375.1, XP_029344247.1
OG0003945	NP_608585.1	XP_016656392.1, XP_001950376.1, XP_016656393.1
OG0003946	NP_647768.3	XP_001950380.1
OG0003947	NP_651180.3	XP_001950488.2
OG0003948	NP_001286414.1	XP_001950499.3
OG0003950	NP_731494.1, NP_731495.1	XP_001950597.1
OG0003951	NP_996299.1	XP_001950703.1
OG0003952	NP_649594.1	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_001950785.1
OG0003954	NP_611769.2, NP_001245708.1	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1
