Orthogroup	Drosophila_melanogaster	Ceratina_calcarata
OG0004659	NP_001097336.1	XP_017893165.1
OG0004660	NP_001137912.1	XP_017892359.1
OG0004661	NP_648315.1	XP_017892440.1
OG0004662	NP_001163512.1	XP_017883606.1
OG0004663	NP_524538.2	XP_017889387.1
OG0004664	NP_524129.1, NP_001027281.1	XP_017892680.1
OG0004665	NP_001033805.1	XP_017884612.1
OG0004666	NP_649137.3	XP_017881521.1
OG0004667	NP_612028.4	XP_017888460.1
OG0004668	NP_001287459.1	XP_017881944.1
OG0004669	NP_610850.1	XP_017890245.1
OG0004670	NP_608450.1	XP_017887955.1
OG0004671	NP_001036433.1	XP_017891430.1
OG0004672	NP_001262765.1	XP_026673288.1
OG0004673	NP_001284934.1	XP_017887145.2
OG0004674	NP_001285279.1	XP_017878126.1, XP_017878127.1
OG0004675	NP_001284969.1	XP_017892666.1
OG0004676	NP_001260366.1	XP_017880188.1, XP_017880187.1
OG0004677	NP_001286952.1	XP_017887651.1
OG0004678	NP_650002.1	XP_017877601.1
OG0004679	NP_725520.3	XP_017887527.1
OG0004680	NP_001097824.1	XP_026668611.1, XP_026668612.1, XP_026668613.1, XP_017878420.1, XP_017878419.1, XP_026668610.1
OG0004681	NP_731599.1	XP_017881729.1
OG0004682	NP_608573.1	XP_017886976.1
OG0004683	NP_001262946.1	XP_017883107.1
OG0004684	NP_001027422.1	XP_017876652.1
OG0004686	NP_477339.1	XP_017890414.2, XP_017878263.1
OG0004687	NP_611382.1	XP_017889841.1
OG0004688	NP_648505.1, NP_001036344.1	XP_017888416.1
OG0004689	NP_001162848.1	XP_017891145.1
OG0004691	NP_651942.2	XP_017885000.1
OG0004692	NP_726604.1	XP_026671545.1
OG0004693	NP_524435.2, NP_001262805.1	XP_017888180.1
OG0004694	NP_651794.2	XP_017890817.1
OG0004695	NP_001246231.1	XP_026673267.1
OG0004696	NP_001260810.1	XP_017875966.2
OG0004697	NP_001286201.1	XP_017891029.1
OG0004698	NP_647866.2	XP_026673292.1, XP_017888015.1
OG0004699	NP_650451.1	XP_017892077.1
OG0004700	NP_726032.4	XP_017879626.2
OG0004701	NP_648950.1	XP_017884124.1
OG0004702	NP_610854.1	XP_017889575.1
OG0004704	NP_569971.3	XP_017881188.2
OG0004705	NP_001284818.1	XP_017877091.1
OG0004706	NP_572323.1	XP_017889711.1
OG0004707	NP_609174.1	XP_017876395.1
OG0004708	NP_001097440.1	XP_017890125.1
OG0004710	NP_725706.1, NP_725705.2	XP_017891363.1
OG0004711	NP_611009.1	XP_026673001.1
OG0004712	NP_001162991.1	XP_026667543.1
OG0004713	NP_609942.1, NP_001188537.1	XP_017891059.1
OG0004714	NP_001262192.1	XP_017883911.1
OG0004715	NP_524221.1	XP_017886284.2
OG0004716	NP_001286488.1	XP_017883083.1
OG0004717	NP_477507.1, NP_001261024.1	XP_026674729.1
OG0004718	NP_001097489.1	XP_017891539.1
OG0004719	NP_001246662.1	XP_026668137.1
OG0004721	NP_001368942.1	XP_026668544.1
OG0004722	NP_652046.1	XP_017878711.1
OG0004723	NP_001368982.1	XP_017877543.1
OG0004724	NP_001027444.1	XP_017891020.1
OG0004725	NP_001246790.1	XP_017882402.2
OG0004726	NP_523674.1	XP_017886025.1, XP_017879435.1
OG0004728	NP_001286292.1	XP_017880164.1
OG0004729	NP_650353.1	XP_026671078.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_017888114.1
OG0004731	NP_001262744.1, NP_001138182.3	XP_026675151.1
OG0004732	NP_651539.3	XP_017889821.1, XP_026674224.1
OG0004733	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1	XP_017891984.1
OG0004734	NP_001163403.1	XP_017883624.2, XP_017884352.1, XP_026667064.1
OG0004735	NP_001097240.1	XP_026666812.1
OG0004737	NP_650534.2	XP_017885948.1
OG0004738	NP_511055.1	XP_017882469.2
OG0004739	NP_609917.2	XP_017883269.1
OG0004740	NP_660192.1	XP_017876910.1
OG0004741	NP_001162673.1	XP_017888692.1
OG0004743	NP_001261451.1	XP_017885756.1
OG0004744	NP_727963.1	XP_017884895.1
OG0004745	NP_609922.2	XP_017884518.1, XP_017884516.1, XP_017884517.1
OG0004746	NP_001260464.1	XP_017879883.1
OG0004747	NP_001260155.1	XP_026671847.1
OG0004748	NP_611410.1	XP_017884951.1
OG0004749	NP_651511.1	XP_017888067.1, XP_017888066.1
OG0004750	NP_001097093.1	XP_017889569.1, XP_026674058.1
OG0004751	NP_001097342.1	XP_017880935.1
OG0004752	NP_650299.1	XP_026669887.1
OG0004753	NP_523720.2	XP_017890710.1
OG0004754	NP_001287619.1	XP_017886480.1
OG0004755	NP_001014482.2	XP_017889034.1
OG0004756	NP_648352.2	XP_017880493.1
OG0004757	NP_608648.1	XP_026675398.1
OG0004758	NP_728830.1	XP_017886649.1
OG0004760	NP_001189150.1	XP_017892066.1
OG0004761	NP_573316.1	XP_017886337.1
OG0004762	NP_001284762.1	XP_026671234.1, XP_017883808.1
OG0004763	NP_651709.1	XP_017876679.1
OG0004764	NP_523547.1	XP_017881711.1, XP_026670155.1
OG0004765	NP_001286547.1	XP_017885307.1
OG0004766	NP_610283.1	XP_017875395.1, XP_017875396.1
OG0004767	NP_001245953.1	XP_017879353.1
OG0004768	NP_001137784.1	XP_017877784.1, XP_026668270.1
OG0004769	NP_647830.1	XP_017886161.1
OG0004771	NP_001259563.2	XP_026667821.1, XP_026667822.1, XP_026667820.1
OG0004772	NP_001286324.1	XP_017890853.1
OG0004773	NP_611139.1	XP_017875191.1, XP_017875190.1
OG0004774	NP_524841.1	XP_026669376.1
OG0004775	NP_524310.1	XP_017877799.1
OG0004777	NP_477165.1	XP_017877812.1
OG0004778	NP_573305.2	XP_026668452.1
OG0004779	NP_609318.1	XP_026670715.1
OG0004780	NP_001260600.1	XP_017888768.1
OG0004781	NP_648498.1	XP_017886865.1
OG0004782	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1	XP_026671681.1
OG0004784	NP_609957.2, NP_611428.1	XP_017880126.1
OG0004785	NP_651731.1	XP_017875923.1
OG0004786	NP_001287041.1	XP_017878701.1
OG0004788	NP_001262468.1, NP_001245504.1	XP_017889545.1
OG0004789	NP_648346.1	XP_026671764.1, XP_026671766.1
OG0004791	NP_650898.1	XP_017892588.1
OG0004792	NP_729053.2	XP_017882132.1
OG0004793	NP_001163666.1	XP_017891612.1
OG0004794	NP_611091.2	XP_017883839.1
OG0004795	NP_001163629.2	XP_026672121.1, XP_026672122.1
OG0004796	NP_001262885.1	XP_017878457.1
OG0004797	NP_573034.1	XP_017886224.1
OG0004799	NP_651365.1	XP_017891280.1
OG0004800	NP_001163479.1	XP_017893216.1
OG0004801	NP_524622.1	XP_017884963.1
OG0004802	NP_608878.1, NP_001285607.1	XP_017886654.1
OG0004803	NP_723224.2	XP_026674270.1
OG0004804	NP_611850.1	XP_017888679.1
OG0004805	NP_001369043.1	XP_017884459.1
OG0004806	NP_523488.2	XP_017890646.1
OG0004807	NP_001260753.1, NP_525012.2	XP_017882575.1
OG0004808	NP_001247109.1	XP_017889647.1
OG0004809	NP_001260292.1, NP_609302.1	XP_017878422.1
OG0004810	NP_001137822.1	XP_017888133.1
OG0004813	NP_001259963.1	XP_017875419.1, XP_017877800.1
OG0004814	NP_477481.1	XP_017876999.1
OG0004815	NP_001245501.1	XP_017881894.1
OG0004816	NP_788296.1	XP_017879136.1
OG0004817	NP_650016.1	XP_026668296.1
OG0004818	NP_001262957.1	XP_017886674.1
OG0004819	NP_524870.1	XP_017889522.1
OG0004820	NP_724223.4	XP_017885649.1
OG0004821	NP_001259375.1, NP_651832.3	XP_017881327.1
OG0004822	NP_649251.2	XP_017879007.1
OG0004823	NP_610999.4	XP_017892801.1
OG0004824	NP_573313.2	XP_017879183.1
OG0004825	NP_611585.1	XP_017877114.1
OG0004826	NP_729680.1	XP_017878650.1
OG0004827	NP_524888.1, NP_611455.1	XP_017875803.1
OG0004828	NP_001261664.1	XP_017875516.1
OG0004829	NP_001286982.1	XP_017882172.1
OG0004830	NP_729045.1, NP_573030.2	XP_017882061.1
OG0004831	NP_477089.3	XP_026674125.1
OG0004833	NP_648573.2	XP_017882607.1
OG0004834	NP_001286810.1	XP_017887441.1
OG0004835	NP_001137761.1	XP_017886753.1
OG0004836	NP_001261140.1	XP_017882157.1
OG0004837	NP_608489.2	XP_026666659.1
OG0004838	NP_609180.3	XP_017875255.1
OG0004839	NP_001356949.1	XP_026670185.1
OG0004841	NP_001261061.1	XP_017890604.1
OG0004842	NP_608562.4	XP_017886080.1
OG0004843	NP_723087.1	XP_017875073.1, XP_017882755.1
OG0004844	NP_650787.1	XP_026669434.1
OG0004845	NP_650203.3	XP_026668797.1
OG0004846	NP_001097259.2	XP_026667390.1
OG0004847	NP_788403.2	XP_017883541.1
OG0004848	NP_572427.1, NP_001356905.1	XP_026669638.1
OG0004851	NP_001261455.1	XP_017885964.1
OG0004852	NP_788073.1	XP_017892523.1
OG0004853	NP_524143.2	XP_017880427.2
OG0004854	NP_996218.1	XP_026672200.1
OG0004857	NP_788423.1	XP_026671269.1
OG0004858	NP_001259102.1	XP_017877856.1
OG0004859	NP_001262715.1	XP_017891621.1
OG0004861	NP_001262624.1	XP_026667774.1
OG0004862	NP_572571.1	XP_017879553.1
OG0004863	NP_572372.1	XP_017875269.1
OG0004864	NP_611336.1	XP_017886670.1
OG0004865	NP_733162.2	XP_017892759.1
OG0004866	NP_722590.2	XP_017883795.1
OG0004867	NP_572445.1	XP_026666774.1
OG0004868	NP_572437.2	XP_026670118.1
OG0004869	NP_647717.1	XP_017887279.1
OG0004870	NP_001189234.1	XP_026675019.1
OG0004871	NP_650924.3	XP_026674967.1, XP_026671275.1
OG0004872	NP_612093.1	XP_017886002.1
OG0004873	NP_609731.1, NP_001096967.1	XP_026674775.1
OG0004874	NP_523483.2	XP_026668228.1
OG0004875	NP_523935.1	XP_026674527.1
OG0004876	NP_732076.1	XP_017876855.1
OG0004877	NP_511080.2	XP_017875459.1
OG0004878	NP_609608.1	XP_017875671.1
OG0004879	NP_001014590.1	XP_026671945.1
OG0004880	NP_001260114.1	XP_026674794.1
OG0004881	NP_001285312.1	XP_017887827.1, XP_017887825.1
OG0004883	NP_610523.2	XP_017884267.1
OG0004884	NP_648282.1, NP_648283.1, NP_648280.1	XP_017892767.2
OG0004885	NP_612015.1	XP_026667558.1
OG0004886	NP_610270.1	XP_017879172.1
OG0004887	NP_572771.1	XP_017880722.1
OG0004888	NP_610872.1, NP_725289.1	XP_017889397.1
OG0004889	NP_001285269.1	XP_026674422.1, XP_017890324.1, XP_026674423.1
OG0004891	NP_649814.1	XP_017882379.1
OG0004893	NP_001097380.1	XP_026666961.1, XP_017890619.1
OG0004894	NP_611833.1	XP_017877988.1
OG0004895	NP_731339.1	XP_017883802.1, XP_017877310.2
OG0004896	NP_611836.2	XP_017891173.1
OG0004897	NP_608633.1	XP_026672761.1
OG0004898	NP_001262184.1	XP_017879272.1
OG0004899	NP_001286031.1	XP_017889963.1, XP_026674242.1, XP_026674241.1
OG0004900	NP_524751.3	XP_017892541.1, XP_017892542.1
OG0004901	NP_731570.2	XP_017883023.1
OG0004902	NP_001286117.1, NP_001036372.2	XP_017877883.1
OG0004903	NP_001261903.1	XP_017884584.1
OG0004904	NP_524601.2	XP_017879385.1, XP_026668979.1, XP_017879386.1
OG0004905	NP_524454.2, NP_477404.1	XP_017880494.1
OG0004906	NP_730432.1	XP_017891744.1, XP_017882747.1
OG0004908	NP_001137693.2	XP_017883496.1
OG0004909	NP_572382.1	XP_017889068.1
OG0004910	NP_995623.2, NP_726097.1	XP_026670989.1
OG0004911	NP_726092.1	XP_026668293.1
OG0004912	NP_524031.2	XP_017884526.1
OG0004913	NP_722687.1	XP_017893567.1
OG0004915	NP_608379.1	XP_017891398.1, XP_017891397.1
OG0004916	NP_476650.1	XP_017883969.1, XP_026671295.1
OG0004917	NP_001097023.1, NP_001097021.1	XP_026673496.1
OG0004919	NP_726743.1	XP_017885617.1
OG0004920	NP_001096958.1	XP_017883588.1
OG0004921	NP_648828.3	XP_017883199.1
OG0004922	NP_001286802.1	XP_017891641.1
OG0004923	NP_001262301.1	XP_017892505.1
OG0004924	NP_788664.2, NP_731744.1	XP_017877234.1
OG0004925	NP_611822.1, NP_001261330.1	XP_017883921.1
OG0004926	NP_001260818.1	XP_017890727.1
OG0004927	NP_001356973.1	XP_026666700.1, XP_026666699.1, XP_017893511.1, XP_017893512.1
OG0004928	NP_001286365.1	XP_017879605.1
OG0004930	NP_611973.2	XP_017888130.1
OG0004931	NP_001163196.1	XP_017884811.1, XP_017884812.1
OG0004932	NP_001137851.1	XP_026670306.1
OG0004933	NP_610627.2	XP_017891650.1, XP_026669996.1, XP_017881359.2
OG0004934	NP_001369081.1	XP_017893487.1
OG0004935	NP_611533.2	XP_017876970.1, XP_017876971.1
OG0004936	NP_608605.1	XP_026674722.1
OG0004937	NP_523450.1	XP_017875385.1
OG0004938	NP_723202.2	XP_017882007.1, XP_017882005.1
OG0004939	NP_609371.2	XP_017879008.1
OG0004940	NP_001245861.1	XP_017890462.1
OG0004941	NP_001259695.1	XP_017879268.1
OG0004943	NP_573360.1	XP_017888926.1
OG0004944	NP_001286319.1	XP_026668525.1, XP_026668524.1
OG0004945	NP_573331.1	XP_026673954.1, XP_017889775.1, XP_017889774.1
OG0004947	NP_649494.1	XP_017891761.1, XP_026675150.1
OG0004948	NP_647808.1	XP_017891052.1, XP_017891053.1
OG0004949	NP_612032.1, NP_609430.1	XP_017884478.1
OG0004950	NP_726563.1	XP_017883918.1
OG0004951	NP_001262918.1	XP_026673989.1, XP_026673990.1
OG0004952	NP_610720.1	XP_017890103.1
OG0004964	NP_572651.1	XP_017890884.1
OG0004976	NP_001260550.2	XP_017885694.1
OG0004977	NP_611074.1	XP_017892655.1
OG0004978	NP_001285674.1	XP_017876026.1
OG0004979	NP_001034075.1, NP_652041.2	XP_026668470.1
OG0004980	NP_650309.1, NP_001036640.1	XP_017886037.1
OG0004981	NP_001259052.1, NP_651212.1	XP_017885268.1
OG0004982	NP_001284828.1, NP_651987.1	XP_017889248.1
OG0004983	NP_477134.1	XP_017884284.1, XP_017875441.1
OG0004984	NP_651040.3	XP_017875987.1, XP_017875790.1
OG0004985	NP_001163061.1	XP_017878271.1, XP_017884283.1
OG0004986	NP_648300.3	XP_017888848.1
OG0004987	NP_650726.1	XP_017887139.1
OG0004988	NP_651614.1, NP_573110.1	XP_017882239.1
OG0004989	NP_609363.1	XP_017883990.1
OG0004990	NP_001014633.2	XP_017882552.1
OG0004991	NP_001260877.1	XP_017892336.1
OG0004992	NP_608387.1	XP_017875974.1, XP_017891003.1
OG0004993	NP_650073.1	XP_017880015.1
OG0004994	NP_001285124.1	XP_017876732.1, XP_017879334.2, XP_017883900.1
OG0004995	NP_001261567.1	XP_017881619.1
OG0004996	NP_651843.1, NP_476691.1	XP_017891373.1
OG0004997	NP_001284943.1	XP_017885651.1
OG0004998	NP_732309.1	XP_017885570.1
OG0004999	NP_649858.1	XP_017875472.1
OG0005000	NP_001287236.1	XP_026673727.1
OG0005001	NP_523737.1	XP_017884992.1
OG0005002	NP_001263081.1	XP_017890703.1
OG0005003	NP_652574.3, NP_001285734.1	XP_026673795.1
OG0005004	NP_731983.1	XP_017887305.1
OG0005005	NP_001287386.1	XP_017883982.1
OG0005006	NP_609992.1	XP_017891038.1
OG0005007	NP_001137607.1	XP_026666461.1
OG0005008	NP_523836.2	XP_017881181.1
OG0005009	NP_001284928.1	XP_017887875.1
OG0005010	NP_001284908.1	XP_017881669.1
OG0005011	NP_001286464.1	XP_017885420.1
OG0005012	NP_723362.1	XP_026669278.1
OG0005013	NP_523466.2	XP_017886095.1
OG0005014	NP_523831.1	XP_026674184.1
OG0005015	NP_001104459.2	XP_017878206.1
OG0005016	NP_651968.1	XP_017891330.2
OG0005017	NP_610210.2, NP_649489.1	XP_017879931.1
OG0005018	NP_001284900.1	XP_017877125.1
OG0005019	NP_610818.1	XP_017891249.1
OG0005020	NP_001188794.1	XP_017881609.1
OG0005021	NP_572974.1	XP_017878418.1
OG0005022	NP_525092.1, NP_650910.1	XP_017879598.1
OG0005023	NP_001246409.1	XP_017875248.1
OG0005024	NP_477240.1	XP_017875601.1
OG0005025	NP_610676.2	XP_017878844.1
OG0005026	NP_648456.2, NP_648470.2	XP_017880701.1
OG0005027	NP_609895.2	XP_026670051.1
OG0005028	NP_722835.1	XP_017882754.1
OG0005029	NP_001262519.1	XP_017888229.1
OG0005030	NP_648427.1	XP_017877970.1
OG0005031	NP_651281.1	XP_017880255.1
OG0005032	NP_001285823.1	XP_017890821.1
OG0005033	NP_524197.1	XP_017880425.1
OG0005034	NP_001260103.1	XP_026670521.1
OG0005035	NP_523683.1, NP_724931.1, NP_610584.2	XP_026673880.1
OG0005036	NP_610886.2	XP_017889678.1
OG0005037	NP_001261954.1	XP_017888982.2
OG0005038	NP_001285678.1	XP_017888443.1
OG0005041	NP_001260878.1	XP_017884583.1
OG0005042	NP_651200.1	XP_017890157.1
OG0005043	NP_651397.1	XP_017886446.1
OG0005044	NP_572267.1, NP_524076.2	XP_017887519.1
OG0005045	NP_725975.2	XP_017880243.1
OG0005046	NP_608884.1	XP_017888746.1
OG0005047	NP_001097577.1	XP_017889509.1
OG0005048	NP_651887.1	XP_017892059.1
OG0005050	NP_523874.1	XP_026675079.1
OG0005051	NP_001261196.1	XP_017879573.1
OG0005052	NP_001036756.2	XP_017889272.1
OG0005053	NP_001245533.1	XP_026666799.1
OG0005054	NP_001027048.1	XP_017888653.1, XP_017884286.2
OG0005055	NP_001262911.1	XP_017892876.1
OG0005056	NP_001189136.1	XP_017890839.1
OG0005057	NP_476631.1	XP_017889646.1
OG0005058	NP_001137828.1	XP_017877956.1
OG0005059	NP_649529.1	XP_017888144.1
OG0005061	NP_001262488.1	XP_017890124.1
OG0005062	NP_001356967.1	XP_017887887.1, XP_017886212.1
OG0005063	NP_648201.1	XP_017875362.1
OG0005064	NP_001027236.1	XP_017889587.1
OG0005065	NP_524421.1	XP_017877346.1
OG0005066	NP_477302.1	XP_017879486.1
OG0005067	NP_651272.1	XP_017893564.1
OG0005068	NP_001286566.1	XP_017888300.1
OG0005069	NP_650608.1	XP_026671605.1
OG0005072	NP_001163560.1, NP_001285929.1	XP_017889887.1
OG0005073	NP_477135.2	XP_017883301.1
OG0005075	NP_649611.2	XP_017893364.1
OG0005076	NP_001247017.1	XP_026668429.1
OG0005077	NP_570080.1	XP_026667845.1
OG0005078	NP_001286202.1	XP_026673197.1
OG0005079	NP_647860.1	XP_017888951.1
OG0005080	NP_573288.1	XP_017889710.1
OG0005081	NP_649240.1	XP_017878677.1
OG0005082	NP_524774.1	XP_017884123.1
OG0005083	NP_609671.1	XP_017891553.1
OG0005084	NP_001259199.1	XP_017880767.1
OG0005085	NP_001285295.1	XP_017885204.2
OG0005087	NP_001246156.2	XP_017885139.1
OG0005088	NP_610363.1, NP_001260868.1	XP_017875052.1
OG0005089	NP_524270.2	XP_017876838.1
OG0005090	NP_610985.1	XP_026672262.1
OG0005091	NP_572777.2	XP_017892152.1
OG0005092	NP_651457.1	XP_017889380.1
OG0005093	NP_001261250.1	XP_017882347.1
OG0005095	NP_649528.2	XP_017892388.1
OG0005097	NP_722922.1	XP_017877170.1
OG0005098	NP_001286189.1	XP_017881606.1
OG0005099	NP_611541.1	XP_017883057.1, XP_017892068.2
OG0005100	NP_001261696.1	XP_026675118.1
OG0005101	NP_001261694.1	XP_026672201.1, XP_017876312.1
OG0005102	NP_725047.2	XP_017876486.1
OG0005103	NP_001261994.1	XP_017892180.1
OG0005104	NP_652031.2	XP_017879894.1, XP_017879903.1
OG0005105	NP_001259846.1	XP_026666841.1
OG0005106	NP_001285259.1	XP_017883652.1
OG0005108	NP_651850.1	XP_017876259.2, XP_017876271.1
OG0005109	NP_524476.1	XP_017889803.1
OG0005110	NP_609623.1, NP_001285798.1	XP_017889239.1
OG0005111	NP_001284785.1	XP_017885039.1
OG0005112	NP_651295.1	XP_026668761.1
OG0005114	NP_001285198.1	XP_017892293.2
OG0005116	NP_001285613.1	XP_017875746.1
OG0005117	NP_001015174.1	XP_017880844.1
OG0005119	NP_651062.3	XP_017883721.1
OG0005120	NP_001260668.1	XP_017886708.1, XP_017886707.1
OG0005121	NP_572919.1	XP_026668750.1, XP_017878830.1
OG0005122	NP_001163597.1	XP_017886472.1
OG0005123	NP_570020.1	XP_026670795.1, XP_017882843.1
OG0005124	NP_001036387.1	XP_017887326.1
OG0005125	NP_001033989.1	XP_017882545.1
OG0005126	NP_649523.1	XP_026669081.1
OG0005127	NP_001287480.1	XP_017891372.1
OG0005128	NP_570063.1	XP_017884302.1
OG0005130	NP_611844.3	XP_017876680.1
OG0005131	NP_001097865.1	XP_026673922.1
OG0005132	NP_477509.1	XP_026675308.1
OG0005133	NP_001261433.1	XP_017891797.2
OG0005134	NP_609449.1	XP_026670217.1
OG0005135	NP_476740.1	XP_017875707.1
OG0005136	NP_648511.2	XP_026670024.1
OG0005137	NP_731905.1	XP_017886513.2, XP_017876318.1
OG0005138	NP_649222.1	XP_017876196.1
OG0005139	NP_648302.2	XP_026675567.1, XP_017892735.1
OG0005140	NP_477255.1	XP_017878618.1
OG0005141	NP_727290.1	XP_017881261.1
OG0005143	NP_612023.1, NP_001303557.1, NP_610130.1	XP_017877117.1
OG0005145	NP_649440.3	XP_017886651.1
OG0005146	NP_610526.1	XP_017881942.1, XP_026670434.1, XP_026670433.1
OG0005147	NP_610362.1	XP_017890971.1
OG0005148	NP_572384.1	XP_017881848.2
OG0005149	NP_647683.1	XP_017880043.1
OG0005150	NP_523965.2	XP_017879866.1
OG0005151	NP_477350.2	XP_017888400.1
OG0005152	NP_001137762.2	XP_017889437.1
OG0005153	NP_001285427.1	XP_017880061.1, XP_017880062.1
OG0005154	NP_648904.1, NP_996086.1	XP_017878416.1
OG0005155	NP_523938.2	XP_017881940.1
OG0005156	NP_649160.1	XP_017892314.1
OG0005157	NP_477310.2	XP_017887348.1
OG0005158	NP_610296.2	XP_017892280.1
OG0005159	NP_001246113.1	XP_017883362.1
OG0005160	NP_001189236.1	XP_017879695.1
OG0005161	NP_648688.2	XP_026672589.1
OG0005162	NP_001285343.1	XP_017891832.1
OG0005163	NP_001163691.2	XP_017882850.1
OG0005164	NP_001097911.1	XP_017880044.1
OG0005165	NP_650187.2	XP_017880010.1
OG0005166	NP_651208.1	XP_017882578.1
OG0005167	NP_788084.1	XP_017886626.1, XP_026672620.1
OG0005168	NP_001097155.2	XP_017879855.1
OG0005169	NP_569993.1	XP_017877028.1
OG0005170	NP_001263144.1	XP_017877381.1
OG0005171	NP_611933.1	XP_017885277.2
OG0005172	NP_608889.1	XP_026666683.1, XP_026666684.1, XP_017893470.1
OG0005174	NP_001260525.1, NP_001286009.1, NP_001097564.1	XP_017883484.1
OG0005175	NP_572778.1	XP_017885663.1
OG0005176	NP_647790.1	XP_017891097.1
OG0005177	NP_650825.2	XP_026668339.1, XP_026668336.1
OG0005178	NP_001285696.1	XP_017889868.1
OG0005179	NP_649758.1	XP_017881843.1
OG0005180	NP_001285369.1	XP_017889911.1
OG0005181	NP_001096924.2	XP_017875985.1
OG0005182	NP_611096.1	XP_017878674.1
OG0005183	NP_001262976.1	XP_026673961.1
OG0005184	NP_732033.1	XP_017879207.1
OG0005185	NP_477468.1	XP_017882907.1
OG0005186	NP_609391.1	XP_017882447.1
OG0005187	NP_524363.3	XP_017891800.1
OG0005189	NP_647835.1	XP_017888899.1, XP_026673690.1
OG0005190	NP_001261161.1	XP_017888904.1
OG0005191	NP_001261912.1	XP_017880180.1
OG0005193	NP_609617.1	XP_017890145.1
OG0005194	NP_650774.1	XP_017892321.1
OG0005195	NP_001036437.1	XP_017875168.1
OG0005196	NP_651453.3	XP_017886835.1
OG0005197	NP_609368.3	XP_017881976.1
OG0005198	NP_611967.1	XP_017888615.1, XP_017892985.1
OG0005199	NP_001162805.1	XP_017885278.2, XP_017875919.1
OG0005200	NP_727386.1	XP_026669989.1
OG0005201	NP_649689.1	XP_026667814.1, XP_026667815.1
OG0005202	NP_523657.1	XP_017891868.1
OG0005203	NP_651319.2	XP_017892288.1
OG0005204	NP_001162684.1	XP_017892746.1
OG0005206	NP_647756.1	XP_026667436.1, XP_017882802.1
OG0005207	NP_572965.1	XP_017878876.1
OG0005209	NP_651655.1	XP_017892500.1
OG0005210	NP_001033941.1	XP_017889578.1
OG0005211	NP_610276.1	XP_017893619.1
OG0005212	NP_523671.1	XP_017885779.1
OG0005213	NP_523386.1, NP_523387.1	XP_017886056.1
OG0005214	NP_001285302.1	XP_017880063.1
OG0005215	NP_523599.1	XP_017888839.1
OG0005216	NP_001246805.1	XP_017876465.1
OG0005217	NP_650738.1	XP_026672639.1
OG0005219	NP_476738.3	XP_017877293.1
OG0005220	NP_609548.1	XP_017878816.1
OG0005221	NP_001015157.2, NP_651617.1	XP_017877711.1
OG0005222	NP_476669.3	XP_017890688.1
OG0005223	NP_647806.2	XP_026666495.1
OG0005224	NP_001260273.1	XP_017881074.1
OG0005226	NP_610351.1	XP_017884753.1
OG0005227	NP_001259269.1	XP_017893515.1
OG0005228	NP_477413.1	XP_017893348.1
OG0005230	NP_001287008.1	XP_017884878.1, XP_017884881.1
