Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0004060	XP_021694263.1, XP_001661813.2	XP_031785744.1
OG0004061	XP_021701067.1	XP_031787694.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_016841399.2
OG0004064	XP_001651175.2	XP_008216636.1, XP_031783348.1
OG0004065	XP_021700094.1, XP_021706851.1	XP_001606507.1
OG0004066	XP_021698932.1	XP_016844841.1, XP_001606694.2, XP_016843304.1
OG0004067	XP_021697462.1	XP_008211366.1, XP_008211367.1
OG0004068	XP_021711540.1	XP_008203406.1
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	NP_001128396.1
OG0004070	XP_021703451.1, XP_021703429.1, XP_021703422.1	XP_001601722.2
OG0004071	XP_021699078.1	XP_008217957.1
OG0004072	XP_021693098.1	XP_008203027.1
OG0004074	XP_021697650.1	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1
OG0004075	XP_021693331.1	XP_001604692.2
OG0004076	XP_001659905.2	XP_001604296.2
OG0004077	XP_001663942.2	XP_001601474.2
OG0004078	XP_021712035.1, XP_021712781.1	XP_032451739.1, XP_031780405.1
OG0004079	XP_021709183.1	XP_008206303.2
OG0004080	XP_021695449.1	XP_016838810.1, NP_001135927.1
OG0004082	XP_021700745.1, XP_021700746.1	XP_016842419.1, XP_016842427.1
OG0004083	XP_001653710.2	XP_031781602.1
OG0004084	XP_021708264.1	XP_001606474.1
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_031780572.1
OG0004086	XP_021695343.1, XP_021695356.1	XP_003424817.2
OG0004087	XP_001649206.2	XP_008208483.1
OG0004088	XP_001660898.2	XP_003424439.1
OG0004089	XP_021703126.1	XP_031788431.1
OG0004090	XP_021700310.1	XP_001600099.2
OG0004091	XP_001650913.1	XP_001605789.2
OG0004092	XP_021703553.1	XP_001605784.1
OG0004093	XP_021697845.1	XP_031788454.1
OG0004094	XP_001655173.1	XP_016845931.1
OG0004095	XP_021698148.1	XP_031788697.1
OG0004096	XP_021710103.1	XP_031787923.1
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_016843925.1
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_008204870.1
OG0004099	XP_001664263.1	XP_008205252.1, XP_032453918.1, XP_008205254.1
OG0004101	XP_021701507.1	XP_008208094.1
OG0004102	XP_021709149.1	XP_031778512.1
OG0004103	XP_021705130.1	XP_031778279.1
OG0004104	XP_021702797.1, XP_001656561.1, XP_021709472.1	NP_001177975.1, NP_001161331.1
OG0004106	XP_001652371.2	XP_031782439.1
OG0004107	XP_001660065.2	XP_032457457.1, XP_016837563.1
OG0004108	XP_001657218.1, XP_021712293.1	XP_001605857.2
OG0004110	XP_021697032.1	XP_008211643.1
OG0004111	XP_001655070.1	XP_008213931.1
OG0004112	XP_021709661.1	XP_031778438.1
OG0004113	XP_001663319.1	XP_001607422.1
OG0004114	XP_001662644.1	XP_001605199.1
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_003427220.1
OG0004119	XP_021693306.1, XP_021693305.1, XP_021693307.1	XP_008206880.1
OG0004120	XP_001657116.1	XP_008206649.1, XP_016840794.1
OG0004121	XP_001656967.1	XP_008210584.1
OG0004122	XP_001654352.2	XP_032452805.1
OG0004123	XP_021702102.1	XP_016841709.1
OG0004124	XP_021696283.1	XP_031787946.1
OG0004125	XP_021713331.1	XP_008213676.1, XP_032453675.1, XP_008213675.1
OG0004126	XP_021700959.1	XP_016840014.1
OG0004127	XP_021704364.1	XP_016844205.1
OG0004128	XP_001653405.2	XP_032452038.1
OG0004129	XP_001657931.2	XP_008215324.1
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_008214637.1
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_016836927.1
OG0004132	XP_021695153.1	XP_008211679.1
OG0004133	XP_001655872.2	XP_008210128.1
OG0004135	XP_011493091.2	XP_001600181.2
OG0004137	XP_001660546.2	XP_003426654.1
OG0004138	XP_001653368.2	XP_032452114.1, XP_031776739.2, XP_031776738.1
OG0004140	XP_001658910.1	XP_032453602.1, NP_001161451.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_003426328.1
OG0004142	XP_021699866.1	XP_031778046.1
OG0004143	XP_021697922.1	XP_031784809.1
OG0004144	XP_001660636.1	XP_001602781.1
OG0004145	XP_021711474.1, XP_021711462.1	XP_016837587.3
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_008206898.1
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_001605981.2
OG0004148	XP_021695474.1	XP_016840267.1
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_016843556.1
OG0004150	XP_001657872.2	NP_001153358.1, XP_031779936.1
OG0004151	XP_001660252.2	XP_001604522.2
OG0004152	XP_021700705.1	XP_008202124.1
OG0004153	XP_021710812.1	XP_032455777.1
OG0004155	XP_001659747.2	XP_001605287.1
OG0004157	XP_001648926.2	XP_008212514.1
OG0004158	XP_021697776.1	XP_016845282.1, XP_008214878.1, XP_031786531.1
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_031784923.1
OG0004162	XP_021704052.1	XP_031779238.1
OG0004163	XP_021703330.1	XP_001607004.3
OG0004164	XP_021708436.1	XP_031777702.1
OG0004166	XP_021696643.1	XP_003424069.1
OG0004167	XP_021704404.1	XP_031788104.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2
OG0004169	XP_001659294.2	XP_001602491.2
OG0004170	XP_021709018.1	XP_008202160.1
OG0004171	XP_001658828.2	XP_001602244.1
OG0004172	XP_021698368.1	XP_016840931.1
OG0004173	XP_021696307.1	XP_001600998.4
OG0004174	XP_021697258.1, XP_021712125.1	XP_031785454.1
OG0004175	XP_001660585.2	XP_032454099.1, XP_001605514.1
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	NP_001123296.1, XP_008212386.1
OG0004178	XP_021698068.1	XP_031779309.1
OG0004180	XP_021701672.1, XP_021701666.1	XP_031778197.1
OG0004181	XP_001658430.1	XP_001601897.1
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_016843920.1
OG0004183	XP_001658696.2	XP_008210993.1
OG0004184	XP_001651509.2	NP_001154957.1, XP_031784199.1, XP_031784200.1
OG0004186	XP_021703840.1, XP_021703844.1	XP_031777165.1
OG0004187	XP_001648740.2	XP_031783322.1
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_001608003.2
OG0004189	XP_021695382.1	XP_031778818.1
OG0004190	XP_021710607.1, XP_021710601.1	XP_001600658.1
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_001606740.2
OG0004192	XP_001655788.1	XP_003425426.1
OG0004193	XP_021698177.1, XP_021711832.1	XP_031777646.1, XP_031781952.1
OG0004195	XP_021698011.1, XP_001661088.1	XP_001599294.1
OG0004196	XP_001648560.2	XP_001602923.1
OG0004197	XP_001649548.1	XP_008213962.2
OG0004198	XP_021700917.1, XP_001650144.1	XP_008202155.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_008214961.1
OG0004202	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1	XP_016839855.1
OG0004203	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2	XP_001602445.1
OG0004204	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1	XP_001607098.1
OG0004205	XP_001652290.1, XP_021712674.1	XP_016841539.1
OG0004206	XP_001653981.2, XP_021698721.1, XP_021698725.1	XP_031785002.1
OG0004207	XP_001655224.2, XP_021712076.1	XP_008205463.2
OG0004209	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2	XP_016845478.1
OG0004210	XP_021697871.1, XP_001657018.1	XP_016837841.1
OG0004211	XP_021713256.1, XP_001657357.1	XP_031787943.1, XP_031787941.1
OG0004212	XP_001658305.2	XP_016836989.1, NP_001162020.1
OG0004213	XP_001658321.2	XP_001608222.3
OG0004214	XP_021712601.1, XP_021706408.1, XP_001658473.2	XP_001601026.2
OG0004215	XP_021700475.1, XP_021700473.1, XP_001658583.2	XP_001606189.2, XP_008217818.1
OG0004216	XP_001659576.1	XP_032451799.1
OG0004217	XP_001660455.1	XP_031781741.1
OG0004218	XP_001661444.1	XP_016841537.1
OG0004219	XP_001661470.1	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1
OG0004220	XP_001663145.1	XP_016837607.1, XP_008204292.1
OG0004222	XP_011493613.1	XP_031778595.1, XP_032453535.1, XP_031778596.1
OG0004224	XP_021693593.1	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1
OG0004225	XP_021694422.1	XP_016839287.1, XP_001605576.2
OG0004227	XP_021695638.1	XP_003424088.1, XP_008212644.1
OG0004228	XP_021696503.1	XP_001607781.1
OG0004229	XP_021696831.1, XP_021696830.1, XP_021696829.1	XP_032454486.1, XP_016839267.1, XP_001605909.1
OG0004230	XP_021697309.1	XP_008212759.1
OG0004231	XP_021697905.1, XP_021697911.1	XP_031777323.1
OG0004232	XP_021697931.1	XP_008214659.1
OG0004233	XP_021698194.1	XP_001600020.1, XP_032453791.1
OG0004235	XP_021698611.1	XP_001606745.4
OG0004236	XP_021699414.1	XP_032452052.1
OG0004237	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1	XP_031777130.1
OG0004238	XP_021701490.1	XP_016842762.1
OG0004239	XP_021702967.1, XP_021702966.1, XP_021702965.1	XP_031778514.1
OG0004240	XP_021703094.1	XP_003424798.1
OG0004241	XP_021703334.1, XP_021703336.1	XP_031786546.1
OG0004242	XP_021703663.1	XP_001602639.2, XP_008210336.1
OG0004243	XP_021704717.1	XP_001605015.1
OG0004244	XP_021705087.1	XP_016844477.1, XP_016844479.1, XP_016844480.1
OG0004245	XP_021706024.1	XP_001601787.1
OG0004247	XP_021706306.1	XP_031786686.1, XP_031786683.1
OG0004248	XP_021706483.1	XP_031782605.1
OG0004250	XP_021713152.1	XP_008216140.1
OG0004251	XP_021713268.1	XP_001603329.2
OG0004275	XP_001655929.1	XP_008212869.1, XP_016836745.1
OG0004276	XP_001652207.1, XP_021712520.1	XP_001607320.1
OG0004277	XP_021696259.1	XP_016840872.2
OG0004278	XP_021705595.1	XP_001599263.1
OG0004279	XP_001657881.1, XP_021707576.1	XP_001599992.1
OG0004280	XP_001659012.2	XP_031782297.1, XP_032454591.1
OG0004281	XP_001664110.1	XP_031786924.1
OG0004282	XP_021694823.1, XP_001656140.1	XP_032453267.1
OG0004283	XP_001659022.1	XP_001599651.1
OG0004284	XP_021710111.1, XP_001663344.1	XP_001601315.1
OG0004285	XP_001653603.2	XP_001599436.1
OG0004286	XP_001651008.2	XP_001604624.2
OG0004287	XP_021712869.1, XP_021697398.1, XP_021697403.1	XP_001599521.1
OG0004288	XP_001658846.2, XP_021708097.1	XP_001601679.2
OG0004290	XP_001659703.1	NP_001165796.1
OG0004291	XP_001664093.2	XP_031785552.1
OG0004292	XP_021706771.1	XP_031786281.1
OG0004293	XP_001650411.1, XP_021711780.1	XP_001604605.1
OG0004294	XP_001656350.2	XP_032457630.1
OG0004296	XP_001654757.1	XP_001600237.1
OG0004297	XP_001653395.1	XP_001604116.2
OG0004298	XP_001651349.2	XP_003424726.1
OG0004299	XP_001656180.2	XP_001600672.1
OG0004300	XP_001660939.2	NP_001177991.1
OG0004301	XP_001658935.1	XP_001608106.1
OG0004302	XP_001652183.1	XP_003425853.1
OG0004303	XP_001652686.1	XP_031780147.1
OG0004304	XP_001656680.1	XP_008214316.1
OG0004305	XP_001660489.1	XP_001600591.1
OG0004306	XP_001653486.1	NP_001164371.1, XP_031789334.1
OG0004307	XP_021705626.1	XP_001607671.1, XP_003426362.1
OG0004308	XP_001664205.1	XP_001599029.1
OG0004309	XP_001658619.1	XP_001607296.1
OG0004310	XP_001658194.1, XP_021712903.1	NP_001165800.1
OG0004311	XP_021701716.1, XP_021701717.1, XP_001663270.2	XP_001608041.1
OG0004312	XP_021712733.1, XP_001657253.1	XP_032458141.1, XP_001606354.1
OG0004313	XP_001655473.2, XP_021697582.1	XP_001602517.1
OG0004314	XP_021704009.1, XP_001652825.1	XP_031788134.1, XP_031788135.1
OG0004315	XP_001661080.1	XP_008210868.1, XP_031784270.1, XP_032457040.1
OG0004316	XP_021693346.1	XP_032455884.1, NP_001166224.1
OG0004317	XP_001656820.1	XP_003427491.1
OG0004318	XP_001657499.1	XP_001599931.4
OG0004320	XP_021709548.1	XP_016845182.1
OG0004321	XP_001652958.1	XP_001605340.1
OG0004322	XP_001649547.1	XP_001601986.1
OG0004323	XP_021711912.1, XP_001652016.1	XP_016839905.1
OG0004324	XP_001656190.1	XP_001600581.1
OG0004325	XP_001649513.2	XP_001605669.5
OG0004326	XP_001648995.1	XP_001606816.2
OG0004327	XP_001662462.1	XP_016840702.1
OG0004328	XP_001664262.1	XP_031781845.1
OG0004329	XP_001656939.1, XP_001650193.1	XP_001602423.1
OG0004330	XP_021693781.1	XP_032458022.1, NP_001153396.1
OG0004331	XP_021698783.1	XP_001599142.1
OG0004332	XP_001655319.2	XP_032456228.1, XP_032456229.1
OG0004333	XP_001658903.1	XP_008217199.1, XP_031787639.1
OG0004334	XP_001653781.1	XP_001604232.1
OG0004335	XP_001651814.1	XP_001603320.1
OG0004337	XP_021697366.1	XP_008211109.1
OG0004338	XP_001655524.2	XP_032458143.1, XP_008202847.1
OG0004339	XP_021710248.1, XP_001657873.2	XP_001601774.2
OG0004340	XP_001656607.2	XP_008209366.1
OG0004341	XP_021701400.1, XP_021701401.1	XP_031779467.1, XP_016838187.1, XP_001604027.1
OG0004342	XP_001648836.1	XP_001606434.1
OG0004343	XP_021703324.1	XP_016841865.1, XP_032456479.1, XP_032456478.1
OG0004344	XP_001648846.1	XP_031780228.1, XP_008204225.1
OG0004345	XP_021712993.1, XP_021711958.1	XP_008213201.1, XP_016844510.1
OG0004346	XP_021707203.1	XP_016841493.1
OG0004347	XP_001656552.1, XP_021702804.1, XP_001656555.1	XP_008202058.1
OG0004348	XP_001664201.1	XP_016840502.1
OG0004349	XP_001656966.1	XP_001600131.1
OG0004350	XP_001658904.1	NP_001135928.1
OG0004351	XP_021697651.1	XP_001604248.1
OG0004352	XP_001659518.1	XP_031780106.1
OG0004353	XP_001656164.1	XP_001599995.1
OG0004354	XP_021704179.1	XP_001601440.1
OG0004355	XP_001657692.1	XP_001607466.1
OG0004356	XP_001654808.1	XP_001608286.1
OG0004357	XP_021700479.1	XP_032453536.1, XP_008202134.1
OG0004358	XP_001649850.1, XP_021712765.1	XP_001607380.1
OG0004359	XP_021697723.1	XP_016838278.1
OG0004360	XP_001647945.1	XP_001599974.1, XP_008212160.1
OG0004361	XP_001656971.1	XP_001607765.1
OG0004362	XP_001660960.2	XP_001601931.1
OG0004363	XP_001658335.2	XP_003426032.1
OG0004364	XP_001660303.2	XP_001606194.1
OG0004365	XP_001661687.2	XP_031788850.1
OG0004366	XP_001655972.2	XP_016838999.1
OG0004367	XP_001660555.2, XP_021711993.1	XP_016842356.1, XP_031787826.1
OG0004368	XP_001658631.2, XP_021712702.1	XP_001604544.1
OG0004369	XP_021700391.1	XP_001602477.1
OG0004370	XP_021701744.1	XP_031778743.1
OG0004371	XP_021699003.1	XP_031778755.1
OG0004372	XP_001648499.1	XP_001607806.1
OG0004373	XP_001654807.1	XP_003425407.1
OG0004374	XP_001656613.1	XP_031784742.1
OG0004375	XP_001657795.1	XP_001606810.1, XP_001605455.1
OG0004376	XP_021697979.1	NP_001165786.1
OG0004377	XP_021709505.1	XP_003427142.1
OG0004378	XP_001650427.2	XP_001605744.1
OG0004379	XP_001654135.1	NP_001129999.1, NP_001123319.1
OG0004380	XP_001657742.1	XP_001607148.2
OG0004381	XP_001660886.2	XP_032456652.1, XP_016844793.1
OG0004382	XP_021697182.1	XP_031787843.1
OG0004383	XP_001661326.1	XP_001601565.2, XP_032453042.1
OG0004384	XP_001656500.1	XP_032455793.1, XP_031784472.1
OG0004385	XP_001656404.1	XP_001604751.2, XP_031779295.1
OG0004386	XP_001649689.1	XP_001603645.1
OG0004387	XP_001660686.1	NP_001165792.1, XP_032453596.1
OG0004388	XP_001654994.2	XP_001607019.1
OG0004390	XP_001662410.1	XP_032453917.1
OG0004391	XP_021695450.1, XP_001653418.1	XP_031789592.1
OG0004392	XP_021712826.1, XP_021712831.1	XP_001606566.1
OG0004393	XP_001654364.1	XP_001601927.1
OG0004394	XP_021707550.1, XP_021707549.1, XP_001663474.2	XP_008214868.1
OG0004395	XP_001658961.1	XP_016839781.1
OG0004396	XP_001652303.1	XP_001599473.1, XP_031777062.1
OG0004397	XP_021712268.1, XP_001653776.1	XP_008209419.1
OG0004398	XP_001654210.2	XP_001602513.2
OG0004400	XP_001653670.1	XP_008217081.1, XP_008217080.1, XP_001605933.1
OG0004401	XP_001654439.2	XP_016840231.1, XP_008213570.1
OG0004402	XP_021703758.1	XP_032455284.1
OG0004403	XP_021706607.1	XP_001600425.2
OG0004404	XP_001649769.1	XP_001600970.1
OG0004405	XP_021694431.1, XP_001655865.1	XP_008216953.1
OG0004406	XP_021698112.1	XP_008209811.2
OG0004407	XP_021710053.1	XP_001603923.2
OG0004408	XP_021710559.1, XP_021710881.1, XP_021710552.1	XP_031783216.1
OG0004409	XP_001661876.2, XP_021706471.1, XP_021708764.1	XP_001603463.2
OG0004410	XP_001649268.1	XP_001603490.1
OG0004411	XP_021697512.1	NP_001165825.1
OG0004412	XP_001660080.1	XP_031784838.1
OG0004413	XP_021697177.1	XP_031779715.1
OG0004414	XP_001652058.1	XP_001603614.1
OG0004415	XP_021712615.1, XP_021712611.1	XP_032456579.1
OG0004416	XP_021699260.1	XP_001599252.1
OG0004417	XP_001659745.2, XP_021704223.1	XP_031782817.1
OG0004418	XP_021699810.1	XP_008213189.1
OG0004419	XP_021704204.1	XP_008208460.1
OG0004420	XP_001648213.2	XP_001605577.1
OG0004421	XP_021697307.1, XP_001658227.1	XP_008211139.1
OG0004422	XP_021704944.1	XP_016840410.1
OG0004423	XP_021701836.1	XP_001600174.3
OG0004424	XP_001660148.2, XP_001657176.1	XP_001601586.1
OG0004425	XP_001657813.1	XP_016837588.1
OG0004426	XP_021706589.1, XP_021703869.1	XP_016838465.1
OG0004427	XP_001650903.1	NP_001239116.1
OG0004428	XP_001663227.2	XP_001607123.1
OG0004429	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1	XP_008210683.1
OG0004430	XP_021697469.1, XP_021712396.1, XP_001656158.2	XP_003426842.1
OG0004431	XP_021710093.1	XP_003426485.1
OG0004432	XP_021696819.1, XP_001660306.2	XP_031787922.1
OG0004433	XP_001651605.1	XP_031778784.1
OG0004434	XP_021710916.1	XP_008209044.1
OG0004435	XP_001655966.1	XP_031785553.1, XP_001604044.1, NP_001165991.1
OG0004436	XP_001648693.1	XP_031778643.1
OG0004437	XP_021705901.1	XP_031777399.1
OG0004438	XP_021713195.1	XP_001605516.1
OG0004439	XP_021695025.1, XP_021696719.1	XP_001605490.2
OG0004440	XP_001652847.2	XP_003423811.1
OG0004441	XP_021704347.1	XP_001601672.2
OG0004442	XP_001664059.2	XP_016838806.1
OG0004443	XP_001651505.2	XP_031784985.1
OG0004444	XP_021701422.1	XP_016844704.1
OG0004445	XP_001661987.3	XP_001607634.2, XP_008212805.1
OG0004446	XP_001647772.2	XP_001604041.1
OG0004448	XP_001650133.1	XP_001606843.2
OG0004449	XP_001660945.1	XP_008202566.1
OG0004450	XP_021704097.1, XP_021704096.1	XP_001599427.2
OG0004451	XP_001652165.1	XP_001605664.2
OG0004452	XP_021694188.1	XP_031784554.1
OG0004453	XP_021696464.1	XP_008217215.1
OG0004454	XP_001656400.1	XP_016841360.1
OG0004455	XP_001655853.1	XP_001604655.2, XP_032455617.1
OG0004457	XP_021711347.1	XP_003424936.1
OG0004458	XP_001663661.1	XP_001600124.2
OG0004459	XP_021707476.1	XP_032452494.1
OG0004460	XP_001652504.2	XP_008204892.1
OG0004461	XP_001651773.1	XP_031787778.1
OG0004462	XP_021703586.1	XP_003427474.2
OG0004463	XP_001661274.3	XP_031788923.1
OG0004465	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1	XP_001607418.1
OG0004466	XP_021699403.1	XP_001603166.1
OG0004467	XP_001652438.1	XP_031779097.1, XP_031779096.1
OG0004468	XP_001660800.1	XP_003427163.1
OG0004469	XP_021706199.1	XP_001602117.1, XP_008209466.1, XP_008209537.1
OG0004470	XP_001648953.1	NP_001135956.1
OG0004471	XP_001648894.1	XP_016845356.1, XP_031786585.1
OG0004472	XP_021711273.1	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1
OG0004473	XP_001662453.2	XP_031784892.1
OG0004475	XP_021693123.1	XP_008206889.1
OG0004476	XP_021695983.1	XP_001606653.1, XP_031787771.1
OG0004478	XP_001659989.1	XP_001605463.2
OG0004479	XP_001654562.1	NP_001164373.1
OG0004480	XP_001661554.1	XP_031784019.1
OG0004481	XP_001651524.3	XP_031780219.1, XP_031780218.1
OG0004482	XP_001655913.1, XP_021699452.1	XP_016840476.1
OG0004483	XP_001660130.1	XP_001602222.2
OG0004484	XP_001651217.2	XP_031780551.1
OG0004485	XP_021693885.1	XP_016839810.1
OG0004486	XP_001653919.1, XP_021694172.1	XP_016839152.1
OG0004487	XP_021710539.1	XP_016842854.1
OG0004489	XP_001648272.2, XP_021707487.1	XP_016842569.1
OG0004490	XP_001651923.1	XP_008208557.1
OG0004491	XP_001651093.2	XP_001601275.1
OG0004492	XP_021706108.1	XP_001603995.1
OG0004493	XP_021711241.1	XP_031788045.1
OG0004494	XP_021705783.1	XP_031785430.1
OG0004495	XP_021695981.1	XP_031788552.1, XP_008202006.1, XP_031788553.1
OG0004496	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1	XP_008210042.1
OG0004497	XP_001650117.2, XP_001663385.2	XP_001607196.1
OG0004498	XP_001659942.1	XP_001605274.1
OG0004499	XP_001655579.2	XP_008207466.1
OG0004500	XP_021695312.1	XP_001606470.2
OG0004501	XP_021702620.1	XP_008205409.1
OG0004502	XP_001648084.1, XP_021694458.1, XP_021694457.1	XP_031788726.1, XP_032458025.1
OG0004503	XP_021703062.1	NP_001153363.1, XP_032452173.1
OG0004504	XP_021707973.1	XP_001605206.3
OG0004505	XP_021707347.1	XP_008209733.1
OG0004506	XP_021699449.1	XP_008207561.1
OG0004507	XP_001663721.2	XP_032457614.1
OG0004508	XP_021701218.1, XP_001655813.2, XP_001655814.2	XP_016843042.1
OG0004509	XP_001659844.2	XP_003427446.1, XP_008210885.1, XP_016844859.1
OG0004510	XP_021704485.1, XP_021704479.1	XP_008209535.1
OG0004511	XP_001654224.2	XP_001605806.1
OG0004512	XP_001663924.1	XP_016842114.1, XP_031784773.1, XP_032451986.1
OG0004513	XP_001653182.1	XP_001605095.2
OG0004514	XP_021697229.1	XP_016842217.1
OG0004515	XP_001652415.2	XP_031778917.1
OG0004516	XP_001656725.1	XP_001608289.1
OG0004517	XP_021701513.1	XP_032452524.1, XP_001603817.1
OG0004518	XP_021713389.1, XP_021713385.1	XP_031777199.1
OG0004519	XP_021693348.1	XP_001607227.3
OG0004520	XP_001663552.1	XP_001606721.1
OG0004521	XP_001657865.1	XP_001606664.1
OG0004523	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1	XP_031786243.1
OG0004524	XP_021694361.1, XP_001662826.2	XP_001607859.2
OG0004525	XP_001661950.2	XP_008213871.1
OG0004526	XP_021697114.1, XP_001655674.2	XP_001607411.1
OG0004527	XP_001653827.1	XP_008210569.1, XP_001604337.2
OG0004528	XP_001648653.1	XP_001604762.1
OG0004529	XP_001662097.2	XP_001607463.4
OG0004530	XP_001652994.2	XP_031780547.1
OG0004531	XP_001650089.2	XP_008212661.1
