Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0004480	XP_001661554.1	XP_003699475.1
OG0004481	XP_001651524.3	XP_012145027.1
OG0004482	XP_001655913.1, XP_021699452.1	XP_003701892.1
OG0004483	XP_001660130.1	XP_003699258.2
OG0004484	XP_001651217.2	XP_003705160.1, XP_012144937.1
OG0004485	XP_021693885.1	XP_003703258.1
OG0004486	XP_001653919.1, XP_021694172.1	XP_003708008.1
OG0004487	XP_021710539.1	XP_012149812.1
OG0004489	XP_001648272.2, XP_021707487.1	XP_003705233.1
OG0004490	XP_001651923.1	XP_003701820.1
OG0004491	XP_001651093.2	XP_003706083.1
OG0004492	XP_021706108.1	XP_003707189.1
OG0004493	XP_021711241.1	XP_003704443.1
OG0004494	XP_021705783.1	XP_003699733.1
OG0004495	XP_021695981.1	XP_003700146.1
OG0004496	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1	XP_003703226.1
OG0004497	XP_001650117.2, XP_001663385.2	XP_003708675.1
OG0004498	XP_001659942.1	XP_003706945.1
OG0004499	XP_001655579.2	XP_012136168.1
OG0004500	XP_021695312.1	XP_012143916.1
OG0004501	XP_021702620.1	XP_012143109.1
OG0004502	XP_001648084.1, XP_021694458.1, XP_021694457.1	XP_003703479.1
OG0004503	XP_021703062.1	XP_012150000.1
OG0004504	XP_021707973.1	XP_003699235.1
OG0004505	XP_021707347.1	XP_012152188.1
OG0004506	XP_021699449.1	XP_003704493.1
OG0004507	XP_001663721.2	XP_012151666.1
OG0004508	XP_021701218.1, XP_001655813.2, XP_001655814.2	XP_012143722.1
OG0004509	XP_001659844.2	XP_003703114.1
OG0004510	XP_021704485.1, XP_021704479.1	XP_003705980.1
OG0004511	XP_001654224.2	XP_003699442.1
OG0004512	XP_001663924.1	XP_003700429.1
OG0004513	XP_001653182.1	XP_012149103.1
OG0004514	XP_021697229.1	XP_003708517.1
OG0004515	XP_001652415.2	XP_003699860.1
OG0004516	XP_001656725.1	XP_012137778.1
OG0004517	XP_021701513.1	XP_003705768.1
OG0004518	XP_021713389.1, XP_021713385.1	XP_012137145.1
OG0004519	XP_021693348.1	XP_003699375.1
OG0004520	XP_001663552.1	XP_003706923.1
OG0004521	XP_001657865.1	XP_003705876.1
OG0004523	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1	XP_003707737.1
OG0004524	XP_021694361.1, XP_001662826.2	XP_003699813.2
OG0004525	XP_001661950.2	XP_003704967.1
OG0004526	XP_021697114.1, XP_001655674.2	XP_012134614.1
OG0004527	XP_001653827.1	XP_003708080.1
OG0004528	XP_001648653.1	XP_012153246.1
OG0004529	XP_001662097.2	XP_012153484.1
OG0004530	XP_001652994.2	XP_012152788.1
OG0004531	XP_001650089.2	XP_003702624.1
OG0004532	XP_021706145.1	XP_012138389.1
OG0004533	XP_001660001.1	XP_003705114.1
OG0004534	XP_021709267.1	XP_012145877.1, XP_012145867.1
OG0004535	XP_001654431.1	XP_003706769.1
OG0004536	XP_021713184.1	XP_012148778.1, XP_012148776.1
OG0004537	XP_021711272.1, XP_001657313.2	XP_012134991.1
OG0004538	XP_001656894.2	XP_003701570.1
OG0004539	XP_001658635.1	XP_003705811.1
OG0004540	XP_001659919.1, XP_021711839.1	XP_003705406.1
OG0004541	XP_021694130.1	XP_003708509.1
OG0004542	XP_001656142.2	XP_012143407.1
OG0004543	XP_001653956.2	XP_012143727.1
OG0004544	XP_001650063.2	XP_012139193.1
OG0004545	XP_001658744.1	XP_003708051.1
OG0004546	XP_001653259.2	XP_003701009.1
OG0004547	XP_001664172.2	XP_003702683.2
OG0004549	XP_001648190.1	XP_003707412.1
OG0004550	XP_001663578.2	XP_012144472.1
OG0004551	XP_021712942.1	XP_003702477.1
OG0004552	XP_001650864.1, XP_021712082.1	XP_003706570.2
OG0004553	XP_001659551.2	XP_003707631.1
OG0004554	XP_011492966.2	XP_012140432.1, XP_012140433.1
OG0004555	XP_021711674.1	XP_012150024.1
OG0004556	XP_001659983.2	XP_012150866.1
OG0004557	XP_021710377.1, XP_021710369.1	XP_012136789.1
OG0004558	XP_021710148.1, XP_021710149.1	XP_003700075.1
OG0004559	XP_001659707.2	XP_003702474.1
OG0004560	XP_001653346.2, XP_021693036.1	XP_012135956.1
OG0004561	XP_001654258.2	XP_012151205.1
OG0004562	XP_001657567.1	XP_003702450.1, XP_012138642.1, XP_012138641.1, XP_012138640.1
OG0004563	XP_021701535.1	XP_012152233.1
OG0004564	XP_021705539.1	XP_003703495.1
OG0004565	XP_001651053.1	XP_003706326.1
OG0004566	XP_001662958.1	XP_003707796.1
OG0004567	XP_001648004.2, XP_021712553.1	XP_003703721.1
OG0004568	XP_021701024.1, XP_021701025.1, XP_001649745.1	XP_003707587.1
OG0004569	XP_001648171.2	XP_012149458.1
OG0004570	XP_001648965.1	XP_003700973.1
OG0004571	XP_001662672.2	XP_012137027.1, XP_003706695.2
OG0004572	XP_021702950.1	XP_003700784.1
OG0004573	XP_011493608.2	XP_012141152.1
OG0004574	XP_001657416.1, XP_021711979.1	XP_003703263.1
OG0004575	XP_001660049.1	XP_003703212.2
OG0004576	XP_001661298.1	XP_012151343.1
OG0004577	XP_021695308.1, XP_021701641.1	XP_012134626.1
OG0004578	XP_001649383.1	XP_003707277.1
OG0004579	XP_021695000.1	XP_003704666.1
OG0004580	XP_001655238.1	XP_012138626.1
OG0004581	XP_001654265.1, XP_001654264.1	XP_012144339.1
OG0004582	XP_001655738.1, XP_001655739.1	XP_003700777.1
OG0004583	XP_021705581.1, XP_021705590.1, XP_021705596.1	XP_003705957.1
OG0004584	XP_021709483.1, XP_021709484.1, XP_021709485.1	XP_012153358.1
OG0004585	XP_001648523.2, XP_021695479.1	XP_003704641.1
OG0004586	XP_001656940.1	XP_003704599.1, XP_012143567.1
OG0004587	XP_001655089.1	XP_012153758.1
OG0004588	XP_001663309.2	XP_003700869.1
OG0004589	XP_001662466.1	XP_003707458.1, XP_012150296.1
OG0004590	XP_001649978.2	XP_003701463.1
OG0004591	XP_001653808.2	XP_012135362.1
OG0004592	XP_001656729.1	XP_012141212.1, XP_003699624.1
OG0004593	XP_021696175.1	XP_003702035.1
OG0004594	XP_021708806.1	XP_003700364.1
OG0004595	XP_021705151.1	XP_012145972.1
OG0004596	XP_021699603.1, XP_021699618.1, XP_021699609.1, XP_021699613.1, XP_001651965.2	XP_003701409.1
OG0004597	XP_021702298.1	XP_012148566.1
OG0004598	XP_001661731.2	XP_003700735.1
OG0004599	XP_001658435.2	XP_012138826.1, XP_003702496.2
OG0004600	XP_021695671.1, XP_021695668.1	XP_012150656.1
OG0004601	XP_011493552.2, XP_001654751.2	XP_012149244.1
OG0004602	XP_001653877.1	XP_003706937.2
OG0004603	XP_001653144.1	XP_012142865.1, XP_012142862.1
OG0004604	XP_021712700.1, XP_021695292.1	XP_003707274.1
OG0004605	XP_001648835.1	XP_003700554.1
OG0004606	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1	XP_012148255.1
OG0004607	XP_001654200.1	XP_012149200.1, XP_003706888.1
OG0004608	XP_021698376.1, XP_021698366.1	XP_003703026.1
OG0004609	XP_021694862.1	XP_012147945.1
OG0004611	XP_001660135.1	XP_003702115.1
OG0004612	XP_021699911.1, XP_021699912.1	XP_003700379.1
OG0004613	XP_021701485.1	XP_003708487.1
OG0004614	XP_021705283.1, XP_021711284.1	XP_003704082.1
OG0004615	XP_021709306.1	XP_012140179.1, XP_012140180.1
OG0004616	XP_021708352.1	XP_003702344.1
OG0004617	XP_021704785.1	XP_012147507.1
OG0004618	XP_021694540.1	XP_012151422.1
OG0004619	XP_001648875.1	XP_003707557.1
OG0004620	XP_001662113.2	XP_003699876.2
OG0004621	XP_001649227.1	XP_012147431.1
OG0004622	XP_021697492.1	XP_012145289.1
OG0004623	XP_021704685.1	XP_012140642.1, XP_012140643.1
OG0004624	XP_021697733.1, XP_001649905.1	XP_003699229.1
OG0004625	XP_021697606.1, XP_001657654.1	XP_003701581.1
OG0004626	XP_021700481.1	XP_012148238.1
OG0004627	XP_021711620.1	XP_003706856.1
OG0004628	XP_001661171.1	XP_012150603.1, XP_012150601.1
OG0004629	XP_001661688.1	XP_012142789.1
OG0004630	XP_001660997.1	XP_012148909.1, XP_012148908.1, XP_012148910.1
OG0004631	XP_021710660.1	XP_012146266.1
OG0004632	XP_001653470.1	XP_003706586.1
OG0004633	XP_001661371.1	XP_012147150.1
OG0004634	XP_021707738.1	XP_003700605.1
OG0004635	XP_021698241.1	XP_003707694.1
OG0004636	XP_001650614.1	XP_003699436.1
OG0004637	XP_021697912.1	XP_012140854.1
OG0004638	XP_001649219.1, XP_021707392.1	XP_003699862.1
OG0004639	XP_001664137.1	XP_003699444.1
OG0004640	XP_001654863.1	XP_003706330.1
OG0004641	XP_001661424.1, XP_021712682.1	XP_003701119.1
OG0004643	XP_021700544.1, XP_021711988.1	XP_003705008.1
OG0004644	XP_001649427.2, XP_021694844.1	XP_012142575.1, XP_003704166.1
OG0004645	XP_021702095.1, XP_021702090.1	XP_012147986.1
OG0004646	XP_021705216.1, XP_001663713.2, XP_021705211.1	XP_003701317.1
OG0004647	XP_021711963.1	XP_012136301.1
OG0004648	XP_001655513.1, XP_021697908.1	XP_012147035.1
OG0004649	XP_001655311.1	XP_012150209.1
OG0004650	XP_001651759.1	XP_012141801.1, XP_003703766.1
OG0004651	XP_001651171.1	XP_012137341.1
OG0004652	XP_001663462.2	XP_003702877.2
OG0004653	XP_001651860.2	XP_012143522.1
OG0004654	XP_011493566.1	XP_003705910.1
OG0004655	XP_021696516.1	XP_012135444.1
OG0004656	XP_001661025.1	XP_012145676.1
OG0004657	XP_021712150.1, XP_021712145.1, XP_021712157.1	XP_012144944.1
OG0004658	XP_021698679.1	XP_003705670.1, XP_012146207.1
OG0004659	XP_001660738.2	XP_012143255.1
OG0004660	XP_001660573.2	XP_003702031.1
OG0004661	XP_021696840.1	XP_003702032.1
OG0004662	XP_021707045.1	XP_003700398.2
OG0004663	XP_001660544.1	XP_003704774.1
OG0004664	XP_001660618.2	XP_003700443.2
OG0004667	XP_001659898.2	XP_003700188.1
OG0004668	XP_001651396.1	XP_012143102.1
OG0004669	XP_001649113.1	XP_003700400.1
OG0004670	XP_021704459.1	XP_003703090.1
OG0004671	XP_001663793.1	XP_003703752.1
OG0004672	XP_021707892.1, XP_021707896.1	XP_012146671.1
OG0004673	XP_021701592.1	XP_012143055.1
OG0004674	XP_001651586.1	XP_012146989.1
OG0004675	XP_001655180.1	XP_012148618.1
OG0004677	XP_021697759.1	XP_012150907.1, XP_012150903.1
OG0004678	XP_021706267.1	XP_012136134.1
OG0004679	XP_001653826.2	XP_012153148.1
OG0004681	XP_021705619.1	XP_012137987.1
OG0004682	XP_001662635.1	XP_003704061.2
OG0004683	XP_001649393.1	XP_012145212.1
OG0004684	XP_001659515.1, XP_021704199.1	XP_003706974.1
OG0004685	XP_021713041.1	XP_003701245.1, XP_012135914.1
OG0004686	XP_001656685.2	XP_003704562.2
OG0004687	XP_001649418.2	XP_012138592.1, XP_003702412.1
OG0004688	XP_001658948.1	XP_003706093.1
OG0004689	XP_021700514.1, XP_021700513.1	XP_012136351.1
OG0004691	XP_021694260.1	XP_012139871.1
OG0004692	XP_021693883.1	XP_012139416.1
OG0004694	XP_021694368.1	XP_003702492.1
OG0004695	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1	XP_003707243.1
OG0004696	XP_021705038.1	XP_003704886.1, XP_012144198.1
OG0004697	XP_001648847.1, XP_021701083.1, XP_021701082.1	XP_012144656.1, XP_012144657.1
OG0004699	XP_021704553.1	XP_003707000.2
OG0004700	XP_001651094.2	XP_012150068.1
OG0004701	XP_001654591.1	XP_012147761.1
OG0004702	XP_001660592.2	XP_012146908.1
OG0004705	XP_001656447.1	XP_003707213.1
OG0004706	XP_011493475.2	XP_003705571.1, XP_012145988.1
OG0004707	XP_021702768.1, XP_021712510.1, XP_001652440.1	XP_012149987.1
OG0004708	XP_021696069.1, XP_001662006.2	XP_012153983.1
OG0004710	XP_001660329.1	XP_012145148.1
OG0004711	XP_001658568.1	XP_003704462.1
OG0004712	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1	XP_003706242.1
OG0004713	XP_001661452.2	XP_012141312.1
OG0004714	XP_021706591.1	XP_012134489.1, XP_012138256.1
OG0004715	XP_001664227.2	XP_003708570.2
OG0004716	XP_001650491.1	XP_012139203.1
OG0004717	XP_021698227.1	XP_003705863.1
OG0004718	XP_021695499.1	XP_012136319.1
OG0004719	XP_021698310.1	XP_012136922.1
OG0004720	XP_021712149.1, XP_001649944.1	XP_012144572.1
OG0004721	XP_001657236.2	XP_003699989.1
OG0004722	XP_001662710.2	XP_003706278.1
OG0004723	XP_021707647.1	XP_012147216.1, XP_003699858.1
OG0004724	XP_021696425.1	XP_012141564.1
OG0004725	XP_021698872.1	XP_012144079.1
OG0004726	XP_001650496.2	XP_003705048.1
OG0004728	XP_001662804.1	XP_003705361.1
OG0004729	XP_021693082.1	XP_012145171.1
OG0004730	XP_021695514.1	XP_012152650.1
OG0004731	XP_001653054.1	XP_003705249.1
OG0004732	XP_001656662.2	XP_003704769.1
OG0004733	XP_001650298.2	XP_003699533.1
OG0004735	XP_001652717.1	XP_012142776.1
OG0004736	XP_001647883.2	XP_012142029.1
OG0004737	XP_021697557.1, XP_021697558.1, XP_021697560.1	XP_012140100.1
OG0004739	XP_021700595.1	XP_012144083.1
OG0004740	XP_021696029.1, XP_021696028.1, XP_001663566.1	XP_003706314.2
OG0004741	XP_021694763.1	XP_012145466.1
OG0004743	XP_001656317.1	XP_003708075.1
OG0004744	XP_021704200.1, XP_021704201.1	XP_012138943.1
OG0004745	XP_001650247.2	XP_012134725.1
OG0004746	XP_001659764.2	XP_003700235.1
OG0004747	XP_021700016.1	XP_012152545.1
OG0004748	XP_021705285.1	XP_012139855.1
OG0004749	XP_001657184.1, XP_001657185.1	XP_012152624.1, XP_012152626.1, XP_012152625.1
OG0004751	XP_021711516.1, XP_021711532.1, XP_001653147.2	XP_012143240.1
OG0004752	XP_001659225.2	XP_003701096.1, XP_012135530.1, XP_012135529.1
OG0004753	XP_001653114.1	XP_003701154.1
OG0004754	XP_021694886.1, XP_021694884.1, XP_021694885.1	XP_003704149.2
OG0004755	XP_021700166.1	XP_012147848.1, XP_012147847.1
OG0004756	XP_021707598.1	XP_003700854.1, XP_012135154.1
OG0004757	XP_001650699.1	XP_003704504.1, XP_012143292.1
OG0004758	XP_001656189.1	XP_012142506.1
OG0004760	XP_021696099.1	XP_003707654.1
OG0004761	XP_021694869.1	XP_003705929.1
OG0004762	XP_021704737.1	XP_012149033.1
OG0004763	XP_001649509.2	XP_012148497.1
OG0004764	XP_021704981.1	XP_003699486.1
OG0004765	XP_001650931.2	XP_003701153.1
OG0004766	XP_021698551.1	XP_003701874.1
OG0004767	XP_001663045.1	XP_012136578.1, XP_003701461.1
OG0004768	XP_021700508.1	XP_012135021.1
OG0004769	XP_001647882.2	XP_003699884.1
OG0004770	XP_001649592.2	XP_012140339.1
OG0004771	XP_001660842.2	XP_012136659.1
OG0004772	XP_001663953.1	XP_003705616.2
OG0004773	XP_001652565.2	XP_003701034.1
OG0004774	XP_021709392.1, XP_021709394.1, XP_021709393.1, XP_001661633.1	XP_003706095.1
OG0004775	XP_021705167.1, XP_021706998.1, XP_021706447.1	XP_003703039.1
OG0004776	XP_021706160.1	XP_003707594.1
OG0004777	XP_021712616.1, XP_021712752.1	XP_012135002.1
OG0004778	XP_021712952.1	XP_003701525.1
OG0004779	XP_021712409.1, XP_001663405.1	XP_012148278.1
OG0004780	XP_021703195.1	XP_003704974.1
OG0004781	XP_001660205.1, XP_021710768.1, XP_021710769.1	XP_003707549.1
OG0004782	XP_001660513.1	XP_012139532.1
OG0004783	XP_001652517.1	XP_012154012.1
OG0004784	XP_021693783.1, XP_001650935.1	XP_003706096.1
OG0004785	XP_021706183.1, XP_021706182.1, XP_021712614.1	XP_012144305.1
OG0004786	XP_001660002.1	XP_012140823.1
OG0004788	XP_021705035.1	XP_012153355.1
OG0004789	XP_001648568.2	XP_012153801.1
OG0004790	XP_021706452.1	XP_012144103.1
OG0004791	XP_021704856.1, XP_021704857.1	XP_003708551.1
OG0004792	XP_021698800.1, XP_001657345.1	XP_012143270.1
OG0004793	XP_001663476.1, XP_001662490.1	XP_012136197.1
OG0004794	XP_021702391.1, XP_021702392.1	XP_012136439.1
OG0004795	XP_021710004.1, XP_021710003.1	XP_012141224.1
OG0004796	XP_001658483.2	XP_012134782.1
OG0004797	XP_021711354.1	XP_003703509.1
OG0004799	XP_001655107.1	XP_012140576.1
OG0004800	XP_021697848.1	XP_003704536.1
OG0004801	XP_021699840.1, XP_021699841.1, XP_001661659.2	XP_012141377.1
OG0004802	XP_021703428.1, XP_021703426.1	XP_012134755.1
OG0004803	XP_021700079.1	XP_012141815.1, XP_012141816.1
OG0004804	XP_021698564.1	XP_003704703.1
OG0004805	XP_021698622.1	XP_003703124.1
OG0004806	XP_001662276.2	XP_012150130.1
OG0004807	XP_001657181.2	XP_003700194.1
OG0004808	XP_021693875.1	XP_012145282.1
OG0004809	XP_021695270.1, XP_001649171.2	XP_003707809.1
OG0004811	XP_021705120.1, XP_021705118.1, XP_021705119.1, XP_021705116.1, XP_021705117.1	XP_003699879.2
OG0004813	XP_001655139.1, XP_021701244.1	XP_003699443.1
OG0004814	XP_001660028.1	XP_012151590.1
OG0004815	XP_021711367.1	XP_012135753.1
OG0004816	XP_001661244.1	XP_012143576.1
OG0004817	XP_001662475.2, XP_021694109.1	XP_012145077.1
OG0004818	XP_001656249.1, XP_021704624.1	XP_012151388.1
OG0004819	XP_021705525.1	XP_012153529.1
OG0004822	XP_001648451.1	XP_003700580.1
OG0004823	XP_021705926.1	XP_003702321.1
OG0004824	XP_021694475.1	XP_003701619.1
OG0004825	XP_001648495.1	XP_012147864.1, XP_003706440.1, XP_012147865.1
OG0004826	XP_001652924.1	XP_012147646.1
OG0004827	XP_001654780.2	XP_003707391.1
OG0004828	XP_021709402.1	XP_012153858.1
OG0004829	XP_001663970.2	XP_012149170.1, XP_003707028.1
OG0004830	XP_021708416.1	XP_003706813.1
OG0004831	XP_021698706.1	XP_012153336.1
OG0004832	XP_001657688.2, XP_021712376.1, XP_021712377.1	XP_012147719.1
OG0004833	XP_001651828.2	XP_003704937.2
OG0004834	XP_021695906.1, XP_021695907.1	XP_003705312.1
OG0004835	XP_021703389.1	XP_012134783.1
OG0004836	XP_021698057.1	XP_003706926.2
OG0004837	XP_001655092.2	XP_012141500.1
OG0004838	XP_021700230.1, XP_001648539.2	XP_012151084.1, XP_012151085.1, XP_012151086.1
OG0004839	XP_021702660.1, XP_021702673.1, XP_021702667.1	XP_012138378.1
OG0004841	XP_021709006.1	XP_003701780.1
OG0004842	XP_001651331.2	XP_012142192.1
OG0004843	XP_001656834.1	XP_003706615.1
OG0004844	XP_001662658.2, XP_021700376.1	XP_003705731.1
OG0004845	XP_001663450.2	XP_003704460.1
OG0004846	XP_021695800.1	XP_012138603.1
OG0004847	XP_021696661.1	XP_003703680.1
OG0004848	XP_021694803.1	XP_003704039.1
OG0004849	XP_021698335.1	XP_012149453.1, XP_012149091.1
OG0004851	XP_021698832.1	XP_012146159.1
OG0004852	XP_021700505.1, XP_021700504.1, XP_021711906.1	XP_012137806.1
OG0004853	XP_021697813.1	XP_012138173.1
OG0004854	XP_021708406.1	XP_012144162.1
OG0004855	XP_021703407.1	XP_003706186.2
OG0004856	XP_021694443.1	XP_012141011.1
OG0004857	XP_021699878.1	XP_012149014.1
OG0004858	XP_021710785.1, XP_001663919.2	XP_003705238.1
OG0004859	XP_021694244.1	XP_003705501.1
OG0004860	XP_001650802.3	XP_003700126.1, XP_012150869.1
OG0004861	XP_021709010.1	XP_012136691.1
OG0004862	XP_021711460.1	XP_012139106.1
OG0004863	XP_021710666.1	XP_012151074.1
OG0004864	XP_001660911.1	XP_012150864.1, XP_012150865.1
OG0004865	XP_021694488.1	XP_003701768.1
OG0004866	XP_021701527.1	XP_012136606.1
OG0004867	XP_021711258.1	XP_012142390.1
OG0004868	XP_001658821.2	XP_012152209.1
OG0004869	XP_001657307.2	XP_012152210.1
OG0004870	XP_021693943.1	XP_003701358.2
OG0004871	XP_021705215.1	XP_012146787.1, XP_012146786.1, XP_012146780.1
OG0004872	XP_021698848.1	XP_003704547.1
OG0004873	XP_021708008.1	XP_012140894.1
OG0004874	XP_021701893.1, XP_021701897.1	XP_012134976.1
OG0004875	XP_021706330.1	XP_012154518.1, XP_012154519.1, XP_012154520.1
OG0004876	XP_021704494.1	XP_012135051.1
OG0004878	XP_021701732.1	XP_003703283.1
OG0004879	XP_021696579.1	XP_012146058.1
OG0004880	XP_021700216.1	XP_012140983.1
OG0004881	XP_021708050.1, XP_021708049.1	XP_012150119.1
OG0004883	XP_021697098.1, XP_001648334.2	XP_003702244.1
OG0004884	XP_001663692.2, XP_001648597.1	XP_003708256.1
OG0004885	XP_021694708.1, XP_001648607.1	XP_012149968.1
OG0004886	XP_001648645.2	XP_012148714.1, XP_003706777.1, XP_012148712.1
OG0004887	XP_001648694.1, XP_021710692.1, XP_021710691.1	XP_012146208.1
OG0004888	XP_001649229.1	XP_012138591.1
OG0004889	XP_001649389.2	XP_003704299.2, XP_012142663.1
OG0004890	XP_001650925.1	XP_012140109.1
OG0004891	XP_001651016.2	XP_012139204.1
OG0004893	XP_001653439.1	XP_012148239.1
OG0004894	XP_001653822.1, XP_021699495.1, XP_021707652.1	XP_003703838.1, XP_012141834.1, XP_012141833.1
OG0004895	XP_021704288.1, XP_001654444.1	XP_003699732.1
OG0004896	XP_001654776.2	XP_012137067.1, XP_012137063.1
OG0004897	XP_001655158.2	XP_012137017.1, XP_012137014.1
OG0004898	XP_001656348.2, XP_021712632.1	XP_003701485.1, XP_012136652.1
OG0004899	XP_001656562.1	XP_003706487.1, XP_012148000.1, XP_012148001.1
OG0004900	XP_001656614.2	XP_003702368.1
OG0004901	XP_021693882.1, XP_001656629.2	XP_012139167.1, XP_012139169.1
OG0004902	XP_001657144.2	XP_012151519.1
OG0004903	XP_001657243.1, XP_001657241.1	XP_003699810.1
OG0004904	XP_001657478.1	XP_012136377.1
OG0004905	XP_021709374.1, XP_001657664.2, XP_021707640.1, XP_021707641.1	XP_012136686.1
OG0004906	XP_001657829.2	XP_012140485.1
OG0004907	XP_021696873.1, XP_021696869.1, XP_001659154.1, XP_021696861.1	XP_003702375.1
OG0004908	XP_001660867.2	XP_012144981.1
OG0004909	XP_001660993.1	XP_012147738.1, XP_003706341.1
OG0004910	XP_001661305.2	XP_012149575.1
OG0004912	XP_001662072.2	XP_012139822.1, XP_012139819.1
OG0004913	XP_001663304.1	XP_003706316.1
OG0004914	XP_011493524.1	XP_012142030.1
OG0004916	XP_021694072.1	XP_012151541.1
OG0004917	XP_021694216.1, XP_021694112.1	XP_003700734.2
OG0004918	XP_021694322.1	XP_012149945.1, XP_012149948.1
OG0004919	XP_021694987.1, XP_021694989.1, XP_021694986.1, XP_021694988.1	XP_003703472.1
OG0004920	XP_021695015.1, XP_021695014.1, XP_021695013.1	XP_012149959.1, XP_012149960.1
OG0004921	XP_021695485.1	XP_012147952.1
OG0004922	XP_021695713.1	XP_003706693.1
OG0004923	XP_021695749.1, XP_021695755.1, XP_021695746.1, XP_021695758.1	XP_012143283.1, XP_012143282.1
OG0004924	XP_021695778.1	XP_003701265.1
OG0004925	XP_021696111.1	XP_003699185.2
OG0004926	XP_021697545.1, XP_021697548.1, XP_021697549.1, XP_021697546.1, XP_021697547.1	XP_012144689.1
OG0004927	XP_021697669.1	XP_012142817.1
OG0004928	XP_021698881.1	XP_012139113.1, XP_003702665.1
OG0004929	XP_021699391.1	XP_012139826.1, XP_012139825.1
OG0004930	XP_021699561.1	XP_003708316.2
OG0004931	XP_021700107.1	XP_012139478.1
OG0004932	XP_021700604.1	XP_012143574.1, XP_012143569.1
OG0004934	XP_021701446.1	XP_003704187.2
OG0004935	XP_021701633.1	XP_003701721.2
OG0004937	XP_021701727.1	XP_003703872.1
OG0004938	XP_021702068.1	XP_012148914.1
OG0004939	XP_021702790.1, XP_021702793.1, XP_021702795.1, XP_021702791.1, XP_021702792.1	XP_012151128.1
