Orthogroup	Aedes_aegypti	Bombyx_mori
OG0004402	XP_021703758.1	NP_001040509.1, XP_012543996.1
OG0004403	XP_021706607.1	XP_012545483.1
OG0004404	XP_001649769.1	NP_001153659.1
OG0004405	XP_021694431.1, XP_001655865.1	XP_037869481.1
OG0004406	XP_021698112.1	XP_037869513.1
OG0004407	XP_021710053.1	NP_001127727.1, XP_037877636.1, XP_004929240.1
OG0004408	XP_021710559.1, XP_021710881.1, XP_021710552.1	XP_021204847.1, XP_012547412.1
OG0004409	XP_001661876.2, XP_021706471.1, XP_021708764.1	XP_004926345.2
OG0004410	XP_001649268.1	XP_004933293.1
OG0004411	XP_021697512.1	XP_004933256.1, XP_037876327.1
OG0004412	XP_001660080.1	NP_001040148.1
OG0004413	XP_021697177.1	NP_001128236.1
OG0004414	XP_001652058.1	XP_037869727.1
OG0004415	XP_021712615.1, XP_021712611.1	XP_004923584.2, XP_037867690.1
OG0004416	XP_021699260.1	XP_004931870.1
OG0004417	XP_001659745.2, XP_021704223.1	XP_004922278.1
OG0004418	XP_021699810.1	XP_004933565.1
OG0004419	XP_021704204.1	XP_012550117.2, XP_021206649.1
OG0004420	XP_001648213.2	XP_004925324.1
OG0004421	XP_021697307.1, XP_001658227.1	XP_004925566.1
OG0004422	XP_021704944.1	XP_004928435.1
OG0004423	XP_021701836.1	XP_012549290.1
OG0004424	XP_001660148.2, XP_001657176.1	NP_001157386.1, XP_012545026.1
OG0004425	XP_001657813.1	XP_004926812.1
OG0004426	XP_021706589.1, XP_021703869.1	XP_004930472.2
OG0004427	XP_001650903.1	XP_004924406.1
OG0004428	XP_001663227.2	NP_001129356.1
OG0004429	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1	XP_004925622.1
OG0004430	XP_021697469.1, XP_021712396.1, XP_001656158.2	XP_004928252.2
OG0004431	XP_021710093.1	XP_004922106.1
OG0004432	XP_021696819.1, XP_001660306.2	XP_004932553.1
OG0004433	XP_001651605.1	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1
OG0004434	XP_021710916.1	XP_021204518.1
OG0004436	XP_001648693.1	NP_001138799.1, XP_012547715.1
OG0004437	XP_021705901.1	XP_037875079.1
OG0004438	XP_021713195.1	XP_021207788.2
OG0004439	XP_021695025.1, XP_021696719.1	NP_001266353.1, XP_021207445.2
OG0004440	XP_001652847.2	NP_001037602.1
OG0004441	XP_021704347.1	NP_001093308.1, XP_012550230.1
OG0004442	XP_001664059.2	XP_004932564.1
OG0004443	XP_001651505.2	XP_037871924.1, XP_037871925.1
OG0004444	XP_021701422.1	XP_004929444.1
OG0004445	XP_001661987.3	NP_001106224.1, XP_021207530.1
OG0004446	XP_001647772.2	XP_004922901.1
OG0004447	XP_021696361.1	XP_037868292.1
OG0004448	XP_001650133.1	XP_004928620.1
OG0004449	XP_001660945.1	XP_012545915.2
OG0004450	XP_021704097.1, XP_021704096.1	XP_012546120.1, XP_012546119.1, XP_021203885.1
OG0004451	XP_001652165.1	XP_004925914.2
OG0004452	XP_021694188.1	NP_001166808.1
OG0004453	XP_021696464.1	NP_001136085.1
OG0004454	XP_001656400.1	XP_037871803.1
OG0004455	XP_001655853.1	XP_021202583.2
OG0004457	XP_021711347.1	XP_004929281.1
OG0004458	XP_001663661.1	XP_004926768.1
OG0004459	XP_021707476.1	XP_004929750.1
OG0004460	XP_001652504.2	XP_037868050.1
OG0004461	XP_001651773.1	XP_004932074.2
OG0004462	XP_021703586.1	XP_037868896.1
OG0004463	XP_001661274.3	XP_037867166.1
OG0004465	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1	XP_004922073.1
OG0004466	XP_021699403.1	XP_021206330.1, XP_004922393.1
OG0004467	XP_001652438.1	XP_004924429.2
OG0004468	XP_001660800.1	XP_004930943.1
OG0004469	XP_021706199.1	XP_021205574.2
OG0004470	XP_001648953.1	XP_004923758.2
OG0004471	XP_001648894.1	XP_021208505.1, NP_001040146.1
OG0004472	XP_021711273.1	XP_004927286.1
OG0004473	XP_001662453.2	XP_004923352.2
OG0004475	XP_021693123.1	XP_021204191.1
OG0004476	XP_021695983.1	XP_012552109.1
OG0004478	XP_001659989.1	XP_004927741.2
OG0004479	XP_001654562.1	XP_004928540.2
OG0004480	XP_001661554.1	XP_004926613.2, XP_037877374.1
OG0004481	XP_001651524.3	XP_037871521.1, NP_001037015.1
OG0004482	XP_001655913.1, XP_021699452.1	NP_001040514.1
OG0004483	XP_001660130.1	XP_004931686.2
OG0004484	XP_001651217.2	XP_012550143.1
OG0004485	XP_021693885.1	XP_037869915.1
OG0004486	XP_001653919.1, XP_021694172.1	NP_001296544.1
OG0004487	XP_021710539.1	XP_021205891.1
OG0004490	XP_001651923.1	XP_021203669.1
OG0004491	XP_001651093.2	XP_004931937.1
OG0004492	XP_021706108.1	XP_004927204.2
OG0004493	XP_021711241.1	XP_004922061.3
OG0004494	XP_021705783.1	NP_001040545.1, XP_037872570.1
OG0004495	XP_021695981.1	XP_004932393.1
OG0004496	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1	XP_037868699.1
OG0004497	XP_001650117.2, XP_001663385.2	XP_037870498.1
OG0004498	XP_001659942.1	XP_004931902.2
OG0004499	XP_001655579.2	XP_012547044.2
OG0004500	XP_021695312.1	XP_004923356.1, XP_037876238.1
OG0004501	XP_021702620.1	XP_012549502.2
OG0004502	XP_001648084.1, XP_021694458.1, XP_021694457.1	XP_004924030.1
OG0004503	XP_021703062.1	XP_004930888.2
OG0004504	XP_021707973.1	XP_037869269.1, XP_012549535.1
OG0004505	XP_021707347.1	XP_037871579.1
OG0004506	XP_021699449.1	XP_021206434.2
OG0004507	XP_001663721.2	XP_012551824.2, NP_001040548.1
OG0004508	XP_021701218.1, XP_001655813.2, XP_001655814.2	XP_004921717.1
OG0004509	XP_001659844.2	XP_012544620.2
OG0004510	XP_021704485.1, XP_021704479.1	XP_037868142.1
OG0004511	XP_001654224.2	XP_004926798.1
OG0004512	XP_001663924.1	XP_037867183.1
OG0004513	XP_001653182.1	XP_004925974.1
OG0004514	XP_021697229.1	XP_004924190.1
OG0004515	XP_001652415.2	XP_004928585.1
OG0004516	XP_001656725.1	XP_037877318.1, XP_037871723.1
OG0004517	XP_021701513.1	XP_021204138.1
OG0004518	XP_021713389.1, XP_021713385.1	XP_037874751.1
OG0004519	XP_021693348.1	XP_037876118.1, NP_001036900.1
OG0004520	XP_001663552.1	XP_004930185.1, XP_004930184.1, XP_004930183.1
OG0004521	XP_001657865.1	NP_001166283.1, XP_037874249.1
OG0004523	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1
OG0004524	XP_021694361.1, XP_001662826.2	XP_037868919.1
OG0004525	XP_001661950.2	XP_012549849.2
OG0004527	XP_001653827.1	XP_037877355.1
OG0004528	XP_001648653.1	NP_001091810.1
OG0004530	XP_001652994.2	XP_004929406.1
OG0004531	XP_001650089.2	XP_037871728.1
OG0004532	XP_021706145.1	XP_004925125.1
OG0004533	XP_001660001.1	XP_004927924.1
OG0004534	XP_021709267.1	XP_037877609.1
OG0004535	XP_001654431.1	XP_004923114.2
OG0004536	XP_021713184.1	NP_001093276.1
OG0004537	XP_021711272.1, XP_001657313.2	XP_037867597.1
OG0004538	XP_001656894.2	XP_004927885.1, XP_037870948.1
OG0004539	XP_001658635.1	XP_004921572.1
OG0004540	XP_001659919.1, XP_021711839.1	XP_004925261.1
OG0004541	XP_021694130.1	NP_001159615.1, XP_037872549.1
OG0004542	XP_001656142.2	XP_037869561.1, NP_001037009.1
OG0004543	XP_001653956.2	XP_012548030.1
OG0004544	XP_001650063.2	XP_004924603.1
OG0004545	XP_001658744.1	XP_004925979.1
OG0004546	XP_001653259.2	XP_037872933.1
OG0004547	XP_001664172.2	XP_012545466.1, XP_021203391.1, XP_021203392.1
OG0004548	XP_021697112.1, XP_021697111.1	NP_001041678.1, XP_037874643.1
OG0004549	XP_001648190.1	XP_004921859.1
OG0004550	XP_001663578.2	XP_037875309.1
OG0004551	XP_021712942.1	XP_004930352.1
OG0004552	XP_001650864.1, XP_021712082.1	XP_004922110.2
OG0004553	XP_001659551.2	XP_037877807.1
OG0004554	XP_011492966.2	XP_021202751.1
OG0004555	XP_021711674.1	XP_004926997.1
OG0004556	XP_001659983.2	XP_004925803.1
OG0004557	XP_021710377.1, XP_021710369.1	XP_037876725.1
OG0004558	XP_021710148.1, XP_021710149.1	XP_004928427.1
OG0004559	XP_001659707.2	XP_004931495.1
OG0004560	XP_001653346.2, XP_021693036.1	XP_021207502.1, XP_012550797.1, XP_012550795.1
OG0004561	XP_001654258.2	NP_001040132.1
OG0004563	XP_021701535.1	XP_004926318.1
OG0004564	XP_021705539.1	XP_004927446.1
OG0004565	XP_001651053.1	XP_004926267.1
OG0004566	XP_001662958.1	NP_001040367.1
OG0004567	XP_001648004.2, XP_021712553.1	XP_004925491.1
OG0004568	XP_021701024.1, XP_021701025.1, XP_001649745.1	XP_037867040.1
OG0004569	XP_001648171.2	XP_004926257.1
OG0004570	XP_001648965.1	NP_001188366.1
OG0004571	XP_001662672.2	XP_004928163.3
OG0004572	XP_021702950.1	NP_001138798.1, XP_037877641.1
OG0004573	XP_011493608.2	XP_012547105.2, NP_001037168.1
OG0004574	XP_001657416.1, XP_021711979.1	XP_004933022.1
OG0004575	XP_001660049.1	XP_037866637.1
OG0004576	XP_001661298.1	XP_037877751.1
OG0004577	XP_021695308.1, XP_021701641.1	XP_012551976.2
OG0004578	XP_001649383.1	XP_004921881.1
OG0004579	XP_021695000.1	XP_004925321.1
OG0004580	XP_001655238.1	XP_004932500.1, XP_004932501.1
OG0004581	XP_001654265.1, XP_001654264.1	XP_004929151.1
OG0004582	XP_001655738.1, XP_001655739.1	XP_004929851.1
OG0004583	XP_021705581.1, XP_021705590.1, XP_021705596.1	XP_037872882.1
OG0004584	XP_021709483.1, XP_021709484.1, XP_021709485.1	XP_004925134.1
OG0004585	XP_001648523.2, XP_021695479.1	XP_037866826.1
OG0004586	XP_001656940.1	XP_004924673.1
OG0004587	XP_001655089.1	NP_001040251.1
OG0004588	XP_001663309.2	NP_001166192.1, XP_037876455.1
OG0004589	XP_001662466.1	XP_021202871.1
OG0004590	XP_001649978.2	XP_004922675.1
OG0004591	XP_001653808.2	XP_037875340.1
OG0004592	XP_001656729.1	NP_001040336.1
OG0004593	XP_021696175.1	XP_021207989.1
OG0004594	XP_021708806.1	XP_012550505.1
OG0004595	XP_021705151.1	XP_012546295.1
OG0004597	XP_021702298.1	XP_004930913.2
OG0004598	XP_001661731.2	XP_004930112.1
OG0004599	XP_001658435.2	NP_001296491.1
OG0004600	XP_021695671.1, XP_021695668.1	XP_012551106.1
OG0004601	XP_011493552.2, XP_001654751.2	XP_012546519.1, NP_001182381.1
OG0004602	XP_001653877.1	NP_001037440.1
OG0004603	XP_001653144.1	NP_001104824.1, XP_021203290.2
OG0004604	XP_021712700.1, XP_021695292.1	XP_004924511.1
OG0004605	XP_001648835.1	XP_004931787.1
OG0004606	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1	XP_012545772.2
OG0004607	XP_001654200.1	XP_004931702.1
OG0004608	XP_021698376.1, XP_021698366.1	XP_012550134.2
OG0004609	XP_021694862.1	XP_037868321.1, XP_037868322.1
OG0004611	XP_001660135.1	XP_004933693.1
OG0004612	XP_021699911.1, XP_021699912.1	XP_004921597.1
OG0004613	XP_021701485.1	XP_004931325.1
OG0004614	XP_021705283.1, XP_021711284.1	XP_004929280.1
OG0004615	XP_021709306.1	XP_004933640.1
OG0004616	XP_021708352.1	XP_012547208.1
OG0004617	XP_021704785.1	XP_037872778.1
OG0004618	XP_021694540.1	XP_037875815.1, XP_004926355.1
OG0004619	XP_001648875.1	XP_004932921.2
OG0004620	XP_001662113.2	XP_004930415.2
OG0004621	XP_001649227.1	XP_004929426.1
OG0004622	XP_021697492.1	XP_037868818.1
OG0004623	XP_021704685.1	XP_012544915.1
OG0004624	XP_021697733.1, XP_001649905.1	NP_001040469.1
OG0004625	XP_021697606.1, XP_001657654.1	XP_037875325.1
OG0004626	XP_021700481.1	XP_004927305.2
OG0004627	XP_021711620.1	XP_004932992.1, XP_037869738.1
OG0004628	XP_001661171.1	XP_004927872.1
OG0004629	XP_001661688.1	NP_001037526.1, XP_012551823.1
OG0004630	XP_001660997.1	XP_021204623.2
OG0004631	XP_021710660.1	XP_021205533.2
OG0004632	XP_001653470.1	XP_004923452.1
OG0004633	XP_001661371.1	NP_001037404.1
OG0004634	XP_021707738.1	XP_037873115.1
OG0004635	XP_021698241.1	XP_037866953.1
OG0004636	XP_001650614.1	XP_004931203.1
OG0004637	XP_021697912.1	XP_037868401.1
OG0004638	XP_001649219.1, XP_021707392.1	XP_004928530.2
OG0004639	XP_001664137.1	XP_004929402.1
OG0004640	XP_001654863.1	XP_004926904.1
OG0004641	XP_001661424.1, XP_021712682.1	XP_004932144.1
OG0004643	XP_021700544.1, XP_021711988.1	XP_037870577.1
OG0004644	XP_001649427.2, XP_021694844.1	XP_004925206.2
OG0004645	XP_021702095.1, XP_021702090.1	XP_037870819.1, NP_001037012.1
OG0004646	XP_021705216.1, XP_001663713.2, XP_021705211.1	XP_037874669.1
OG0004647	XP_021711963.1	XP_037876591.1
OG0004648	XP_001655513.1, XP_021697908.1	XP_037870169.1
OG0004649	XP_001655311.1	XP_037866751.1, NP_001040227.1
OG0004650	XP_001651759.1	XP_004930999.2
OG0004651	XP_001651171.1	XP_037876247.1
OG0004653	XP_001651860.2	XP_021205684.1
OG0004654	XP_011493566.1	XP_037875758.1
OG0004655	XP_021696516.1	XP_004924216.1
OG0004656	XP_001661025.1	XP_012549467.2
OG0004657	XP_021712150.1, XP_021712145.1, XP_021712157.1	XP_004924488.1
OG0004658	XP_021698679.1	XP_004932855.1
OG0004659	XP_001660738.2	XP_021202444.2
OG0004660	XP_001660573.2	XP_004929810.1
OG0004661	XP_021696840.1	XP_021207147.1
OG0004662	XP_021707045.1	XP_037876229.1
OG0004663	XP_001660544.1	XP_012547303.1, NP_001037129.1
OG0004664	XP_001660618.2	XP_004926209.1
OG0004667	XP_001659898.2	NP_001243975.1, XP_037868624.1
OG0004668	XP_001651396.1	XP_004930620.1
OG0004669	XP_001649113.1	XP_021207398.1
OG0004670	XP_021704459.1	XP_021203994.1
OG0004671	XP_001663793.1	NP_001040347.1
OG0004672	XP_021707892.1, XP_021707896.1	XP_037871152.1
OG0004673	XP_021701592.1	XP_037877226.1, XP_037876753.1
OG0004674	XP_001651586.1	XP_012549762.2
OG0004675	XP_001655180.1	NP_001040230.1
OG0004676	XP_001654144.2	XP_004931827.1
OG0004676	XP_021706626.1	XP_037877620.1
OG0004677	XP_021697759.1	XP_012549073.1
OG0004678	XP_021706267.1	XP_004923948.1
OG0004679	XP_001653826.2	XP_004925897.2, XP_012548045.2
OG0004680	XP_001659869.2	XP_037868635.1
OG0004681	XP_021705619.1	XP_021207044.1, XP_021207046.1
OG0004682	XP_001662635.1	XP_004926296.1
OG0004683	XP_001649393.1	XP_004924553.1
OG0004684	XP_001659515.1, XP_021704199.1	XP_004924202.2
OG0004685	XP_021713041.1	XP_004931967.1
OG0004686	XP_001656685.2	XP_037877739.1
OG0004687	XP_001649418.2	NP_001296503.1, XP_012544872.2
OG0004688	XP_001658948.1	XP_004930876.1
OG0004689	XP_021700514.1, XP_021700513.1	XP_004930900.1
OG0004691	XP_021694260.1	XP_037873314.1
OG0004692	XP_021693883.1	XP_021204075.1
OG0004694	XP_021694368.1	XP_037868643.1
OG0004695	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1	XP_004925425.1
OG0004696	XP_021705038.1	XP_021203454.2
OG0004697	XP_001648847.1, XP_021701083.1, XP_021701082.1	XP_037872985.1
OG0004699	XP_021704553.1	XP_004928467.1
OG0004700	XP_001651094.2	XP_004921618.1
OG0004701	XP_001654591.1	XP_037867019.1
OG0004702	XP_001660592.2	XP_004927801.1
OG0004705	XP_001656447.1	XP_004929708.2
OG0004706	XP_011493475.2	XP_004925316.1
OG0004707	XP_021702768.1, XP_021712510.1, XP_001652440.1	XP_004930964.2
OG0004708	XP_021696069.1, XP_001662006.2	XP_037866810.1
OG0004710	XP_001660329.1	XP_004932084.1
OG0004711	XP_001658568.1	XP_012551229.1
OG0004712	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1	XP_037868255.1
OG0004713	XP_001661452.2	XP_004926894.3
OG0004714	XP_021706591.1	XP_004926571.1
OG0004715	XP_001664227.2	XP_004922137.1
OG0004716	XP_001650491.1	NP_001093297.1
OG0004717	XP_021698227.1	XP_004928295.1, XP_004927863.1
OG0004718	XP_021695499.1	XP_004925713.1
OG0004719	XP_021698310.1	XP_037869403.1
OG0004720	XP_021712149.1, XP_001649944.1	XP_037867410.1
OG0004721	XP_001657236.2	XP_004924414.3, XP_021202487.1, XP_021202488.1
OG0004722	XP_001662710.2	NP_001040269.1
OG0004723	XP_021707647.1	XP_037871498.1, NP_001243912.1
OG0004724	XP_021696425.1	NP_001040163.1, XP_012548073.1
OG0004725	XP_021698872.1	XP_037869726.1
OG0004726	XP_001650496.2	NP_001037345.1
OG0004728	XP_001662804.1	XP_037867449.1
OG0004729	XP_021693082.1	XP_004924552.1
OG0004730	XP_021695514.1	XP_037872588.1
OG0004731	XP_001653054.1	XP_004924624.1
OG0004732	XP_001656662.2	XP_037869105.1
OG0004733	XP_001650298.2	XP_012553114.1
OG0004735	XP_001652717.1	NP_001108115.1
OG0004736	XP_001647883.2	XP_004923797.2, XP_037871451.1
OG0004738	XP_001655344.2	XP_004930437.2, XP_037869286.1
OG0004739	XP_021700595.1	XP_021202435.2
OG0004740	XP_021696029.1, XP_021696028.1, XP_001663566.1	XP_004932179.1
OG0004741	XP_021694763.1	NP_001166866.1, XP_021204666.2
OG0004743	XP_001656317.1	XP_004924798.1
OG0004744	XP_021704200.1, XP_021704201.1	XP_004926756.2, XP_004926747.1, XP_021204031.1
OG0004745	XP_001650247.2	XP_037866647.1
OG0004746	XP_001659764.2	XP_004921789.1
OG0004747	XP_021700016.1	XP_037875369.1
OG0004751	XP_021711516.1, XP_021711532.1, XP_001653147.2	XP_012544089.1
OG0004752	XP_001659225.2	XP_021203966.1
OG0004753	XP_001653114.1	XP_037867534.1
OG0004754	XP_021694886.1, XP_021694884.1, XP_021694885.1	XP_037868778.1
OG0004755	XP_021700166.1	XP_004932637.2
OG0004756	XP_021707598.1	XP_012549843.2
OG0004757	XP_001650699.1	XP_037868893.1
OG0004758	XP_001656189.1	NP_001037360.1, XP_012550459.1
OG0004760	XP_021696099.1	NP_001093295.1
OG0004761	XP_021694869.1	XP_004931798.1
OG0004762	XP_021704737.1	XP_037873206.1
OG0004763	XP_001649509.2	XP_012550994.3
OG0004764	XP_021704981.1	NP_001036845.1
OG0004765	XP_001650931.2	XP_004927750.2
OG0004766	XP_021698551.1	XP_012553176.2
OG0004767	XP_001663045.1	XP_004927762.1
OG0004768	XP_021700508.1	XP_021203910.2, XP_004926541.2
OG0004769	XP_001647882.2	XP_037866460.1
OG0004770	XP_001649592.2	XP_037875235.1
OG0004771	XP_001660842.2	XP_037875057.1
OG0004772	XP_001663953.1	XP_012547994.1
OG0004773	XP_001652565.2	XP_004929716.1
OG0004774	XP_021709392.1, XP_021709394.1, XP_021709393.1, XP_001661633.1	XP_037870799.1
OG0004775	XP_021705167.1, XP_021706998.1, XP_021706447.1	NP_001040507.1, XP_037869570.1
OG0004778	XP_021712952.1	XP_037870922.1
OG0004779	XP_021712409.1, XP_001663405.1	XP_004924616.1
OG0004780	XP_021703195.1	XP_037875096.1
OG0004781	XP_001660205.1, XP_021710768.1, XP_021710769.1	XP_004927181.1
OG0004782	XP_001660513.1	XP_004931158.1
OG0004783	XP_001652517.1	NP_001266291.1
OG0004784	XP_021693783.1, XP_001650935.1	XP_004924716.1
OG0004785	XP_021706183.1, XP_021706182.1, XP_021712614.1	XP_004933043.1
OG0004786	XP_001660002.1	XP_012547398.1, XP_004927882.1
OG0004788	XP_021705035.1	XP_004933037.1
OG0004789	XP_001648568.2	XP_012548141.3
OG0004790	XP_021706452.1	XP_021202923.1
OG0004791	XP_021704856.1, XP_021704857.1	XP_037874713.1
OG0004792	XP_021698800.1, XP_001657345.1	XP_021207160.2
OG0004793	XP_001663476.1, XP_001662490.1	NP_001266420.1
OG0004794	XP_021702391.1, XP_021702392.1	XP_004923208.2
OG0004795	XP_021710004.1, XP_021710003.1	XP_037867954.1
OG0004796	XP_001658483.2	XP_037869821.1, XP_037869823.1, XP_037869822.1
OG0004797	XP_021711354.1	XP_012548145.1, XP_012548142.1
OG0004799	XP_001655107.1	XP_004925444.1
OG0004800	XP_021697848.1	XP_004924846.1
OG0004801	XP_021699840.1, XP_021699841.1, XP_001661659.2	XP_004929500.1
OG0004802	XP_021703428.1, XP_021703426.1	XP_012549806.2, XP_037875433.1
OG0004803	XP_021700079.1	XP_012548414.1
OG0004804	XP_021698564.1	XP_004929817.1
OG0004805	XP_021698622.1	XP_037869677.1
OG0004806	XP_001662276.2	XP_004928405.1
OG0004807	XP_001657181.2	NP_001040157.1
OG0004808	XP_021693875.1	XP_012544032.1, XP_037868885.1
OG0004809	XP_021695270.1, XP_001649171.2	XP_004929375.2
OG0004810	XP_001662161.1	XP_012550082.2
OG0004811	XP_021705120.1, XP_021705118.1, XP_021705119.1, XP_021705116.1, XP_021705117.1	XP_021203989.2, XP_021203986.2
OG0004813	XP_001655139.1, XP_021701244.1	XP_004929405.1
OG0004814	XP_001660028.1	XP_004923825.1
OG0004815	XP_021711367.1	NP_001127733.1, XP_037866913.1
OG0004816	XP_001661244.1	XP_004922736.2, XP_004922735.2
OG0004817	XP_001662475.2, XP_021694109.1	XP_037876135.1
OG0004818	XP_001656249.1, XP_021704624.1	XP_004921835.2
OG0004819	XP_021705525.1	XP_037875649.1
OG0004822	XP_001648451.1	XP_012544661.1, NP_001245293.1
OG0004823	XP_021705926.1	XP_037871149.1
OG0004824	XP_021694475.1	XP_037866845.1
OG0004825	XP_001648495.1	XP_004927545.1
OG0004826	XP_001652924.1	XP_004926344.1
OG0004827	XP_001654780.2	XP_004933709.1
OG0004828	XP_021709402.1	XP_021202614.1
OG0004829	XP_001663970.2	XP_037868338.1, XP_037868339.1
OG0004831	XP_021698706.1	NP_001188511.1, XP_012548538.1
OG0004833	XP_001651828.2	XP_037872196.1
OG0004834	XP_021695906.1, XP_021695907.1	XP_004926995.1
OG0004835	XP_021703389.1	XP_004929303.2, XP_037866601.1, XP_012548378.2
OG0004836	XP_021698057.1	XP_037872058.1
OG0004837	XP_001655092.2	XP_037877672.1
OG0004838	XP_021700230.1, XP_001648539.2	XP_037866636.1
OG0004839	XP_021702660.1, XP_021702673.1, XP_021702667.1	XP_021203027.2
OG0004841	XP_021709006.1	NP_001139724.1, XP_012551191.1
OG0004842	XP_001651331.2	XP_021206436.2
OG0004843	XP_001656834.1	NP_001108473.1
OG0004844	XP_001662658.2, XP_021700376.1	XP_004921694.1
OG0004845	XP_001663450.2	XP_037872712.1
OG0004846	XP_021695800.1	XP_037868146.1
OG0004847	XP_021696661.1	XP_037876008.1
OG0004848	XP_021694803.1	XP_012545193.1
OG0004849	XP_021698335.1	XP_037867420.1
OG0004851	XP_021698832.1	XP_021206118.2
OG0004852	XP_021700505.1, XP_021700504.1, XP_021711906.1	XP_037869020.1
OG0004853	XP_021697813.1	NP_001037528.2, XP_021205997.1
OG0004855	XP_021703407.1	XP_012548705.1
OG0004856	XP_021694443.1	XP_037868636.1
OG0004857	XP_021699878.1	XP_037873277.1, XP_037873284.1
OG0004858	XP_021710785.1, XP_001663919.2	XP_004921812.1
OG0004859	XP_021694244.1	XP_037876603.1
OG0004860	XP_001650802.3	XP_004928383.3, XP_021205037.1
OG0004861	XP_021709010.1	XP_037874282.1
OG0004862	XP_021711460.1	XP_004932310.1
OG0004863	XP_021710666.1	XP_004928550.1
OG0004864	XP_001660911.1	XP_037869472.1, XP_037877467.1
OG0004865	XP_021694488.1	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1
OG0004866	XP_021701527.1	XP_037866854.1
