Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0004241	XP_021703334.1, XP_021703336.1	XP_033340179.1
OG0004242	XP_021703663.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0004244	XP_021705087.1	XP_033326904.1
OG0004245	XP_021706024.1	XP_033332887.1
OG0004246	XP_021706303.1	XP_033327068.1, XP_033327067.1, XP_033342591.1
OG0004247	XP_021706306.1	XP_033336106.1, XP_033336101.1, XP_033339827.1
OG0004248	XP_021706483.1	XP_033332297.1
OG0004249	XP_021713150.1	XP_033324359.1
OG0004250	XP_021713152.1	XP_033333922.1
OG0004251	XP_021713268.1	XP_033334607.1
OG0004275	XP_001655929.1	XP_033339474.1
OG0004276	XP_001652207.1, XP_021712520.1	XP_033333698.1, XP_033333646.1
OG0004277	XP_021696259.1	XP_033325536.1
OG0004278	XP_021705595.1	XP_033333964.1
OG0004279	XP_001657881.1, XP_021707576.1	XP_033338941.1
OG0004280	XP_001659012.2	XP_033333228.1
OG0004281	XP_001664110.1	XP_033328869.1
OG0004282	XP_021694823.1, XP_001656140.1	XP_033329712.1
OG0004283	XP_001659022.1	XP_033339802.1
OG0004284	XP_021710111.1, XP_001663344.1	XP_033326365.1, XP_033325326.1
OG0004285	XP_001653603.2	XP_033328338.1
OG0004286	XP_001651008.2	XP_033341008.1
OG0004287	XP_021712869.1, XP_021697398.1, XP_021697403.1	XP_033332933.1
OG0004288	XP_001658846.2, XP_021708097.1	XP_033341849.1
OG0004289	XP_001651805.1	XP_033335283.1
OG0004290	XP_001659703.1	XP_033336139.1
OG0004291	XP_001664093.2	XP_033322467.1
OG0004292	XP_021706771.1	XP_033331203.1
OG0004293	XP_001650411.1, XP_021711780.1	XP_033329412.1
OG0004294	XP_001656350.2	XP_033341494.1
OG0004296	XP_001654757.1	XP_033339350.1
OG0004297	XP_001653395.1	XP_033321441.1
OG0004298	XP_001651349.2	XP_033325440.1
OG0004299	XP_001656180.2	XP_033332259.1
OG0004300	XP_001660939.2	XP_033322577.1
OG0004301	XP_001658935.1	XP_033324328.1
OG0004302	XP_001652183.1	XP_033325251.1, XP_033325252.1, XP_033325250.1
OG0004303	XP_001652686.1	XP_033338153.1
OG0004304	XP_001656680.1	XP_033327167.1
OG0004306	XP_001653486.1	XP_033336559.1
OG0004307	XP_021705626.1	XP_033332554.1, XP_033332553.1
OG0004308	XP_001664205.1	XP_033338882.1, XP_033338883.1
OG0004309	XP_001658619.1	XP_033321502.1, XP_033321501.1
OG0004310	XP_001658194.1, XP_021712903.1	XP_033340181.1, XP_033340180.1
OG0004311	XP_021701716.1, XP_021701717.1, XP_001663270.2	XP_033342951.1
OG0004312	XP_021712733.1, XP_001657253.1	XP_033333144.1
OG0004313	XP_001655473.2, XP_021697582.1	XP_033334336.1
OG0004314	XP_021704009.1, XP_001652825.1	XP_033334921.1
OG0004315	XP_001661080.1	XP_033323797.1
OG0004316	XP_021693346.1	XP_033323977.1
OG0004317	XP_001656820.1	XP_033321198.1, XP_033330901.1
OG0004318	XP_001657499.1	XP_033331201.1, XP_033331202.1
OG0004320	XP_021709548.1	XP_033325664.1
OG0004321	XP_001652958.1	XP_033334017.1
OG0004322	XP_001649547.1	XP_033331586.1
OG0004324	XP_001656190.1	XP_033331702.1
OG0004325	XP_001649513.2	XP_033343107.1, XP_033320760.1
OG0004326	XP_001648995.1	XP_033324072.1
OG0004327	XP_001662462.1	XP_033328072.1
OG0004328	XP_001664262.1	XP_033336349.1
OG0004329	XP_001656939.1, XP_001650193.1	XP_033340657.1
OG0004330	XP_021693781.1	XP_033329413.1
OG0004331	XP_021698783.1	XP_033325613.1, XP_033325614.1
OG0004332	XP_001655319.2	XP_033321551.1
OG0004333	XP_001658903.1	XP_033342753.1
OG0004334	XP_001653781.1	XP_033321536.1
OG0004335	XP_001651814.1	XP_033340866.1
OG0004336	XP_001656487.1	XP_033337215.1
OG0004337	XP_021697366.1	XP_033336294.1
OG0004338	XP_001655524.2	XP_033332711.1
OG0004339	XP_021710248.1, XP_001657873.2	XP_033341728.1
OG0004340	XP_001656607.2	XP_033325903.1
OG0004341	XP_021701400.1, XP_021701401.1	XP_033321766.1
OG0004342	XP_001648836.1	XP_033326824.1
OG0004343	XP_021703324.1	XP_033333847.1
OG0004344	XP_001648846.1	XP_033321625.1
OG0004345	XP_021712993.1, XP_021711958.1	XP_033337449.1
OG0004346	XP_021707203.1	XP_033325794.1
OG0004347	XP_001656552.1, XP_021702804.1, XP_001656555.1	XP_033333696.1
OG0004348	XP_001664201.1	XP_033332506.1
OG0004349	XP_001656966.1	XP_033340220.1
OG0004350	XP_001658904.1	XP_033329270.1
OG0004351	XP_021697651.1	XP_033340144.1
OG0004352	XP_001659518.1	XP_033325784.1
OG0004353	XP_001656164.1	XP_033340970.1
OG0004354	XP_021704179.1	XP_033327727.1, XP_033327736.1
OG0004355	XP_001657692.1	XP_033338010.1, XP_033338011.1
OG0004356	XP_001654808.1	XP_033332919.1
OG0004357	XP_021700479.1	XP_033340869.1
OG0004358	XP_001649850.1, XP_021712765.1	XP_033335005.1
OG0004359	XP_021697723.1	XP_033322427.1
OG0004360	XP_001647945.1	XP_033327986.1
OG0004361	XP_001656971.1	XP_033333459.1
OG0004362	XP_001660960.2	XP_033341633.1
OG0004363	XP_001658335.2	XP_033342782.1
OG0004364	XP_001660303.2	XP_033326968.1, XP_033326966.1
OG0004365	XP_001661687.2	XP_033336399.1, XP_033336400.1
OG0004366	XP_001655972.2	XP_033334262.1
OG0004367	XP_001660555.2, XP_021711993.1	XP_033321366.1
OG0004368	XP_001658631.2, XP_021712702.1	XP_033328073.1
OG0004369	XP_021700391.1	XP_033323577.1
OG0004370	XP_021701744.1	XP_033321552.1
OG0004371	XP_021699003.1	XP_033322761.1, XP_033322758.1, XP_033322759.1
OG0004372	XP_001648499.1	XP_033341848.1
OG0004373	XP_001654807.1	XP_033333658.1
OG0004374	XP_001656613.1	XP_033329922.1
OG0004375	XP_001657795.1	XP_033322586.1
OG0004376	XP_021697979.1	XP_033331267.1
OG0004377	XP_021709505.1	XP_033340909.1
OG0004378	XP_001650427.2	XP_033329642.1
OG0004379	XP_001654135.1	XP_033322541.1
OG0004380	XP_001657742.1	XP_033325338.1
OG0004381	XP_001660886.2	XP_033334437.1
OG0004382	XP_021697182.1	XP_033334606.1
OG0004383	XP_001661326.1	XP_033327476.1
OG0004384	XP_001656500.1	XP_033321125.1
OG0004385	XP_001656404.1	XP_033341596.1
OG0004386	XP_001649689.1	XP_033332560.1, XP_033332558.1
OG0004387	XP_001660686.1	XP_033337641.1
OG0004388	XP_001654994.2	XP_033328560.1, XP_033328559.1
OG0004389	XP_001650043.1	XP_033323330.1
OG0004390	XP_001662410.1	XP_033325323.1
OG0004391	XP_021695450.1, XP_001653418.1	XP_033340296.1
OG0004392	XP_021712826.1, XP_021712831.1	XP_033329118.1
OG0004393	XP_001654364.1	XP_033334833.1, XP_033334679.1, XP_033334678.1
OG0004394	XP_021707550.1, XP_021707549.1, XP_001663474.2	XP_033333448.1
OG0004395	XP_001658961.1	XP_033326847.1
OG0004396	XP_001652303.1	XP_033331513.1
OG0004397	XP_021712268.1, XP_001653776.1	XP_033336670.1, XP_033336671.1
OG0004398	XP_001654210.2	XP_033326441.1
OG0004401	XP_001654439.2	XP_033328952.1
OG0004402	XP_021703758.1	XP_033334541.1
OG0004403	XP_021706607.1	XP_033324497.1
OG0004404	XP_001649769.1	XP_033320775.1
OG0004405	XP_021694431.1, XP_001655865.1	XP_033329846.1
OG0004406	XP_021698112.1	XP_033325886.1, XP_033325889.1, XP_033325885.1
OG0004407	XP_021710053.1	XP_033321914.1
OG0004408	XP_021710559.1, XP_021710881.1, XP_021710552.1	XP_033321072.1
OG0004409	XP_001661876.2, XP_021706471.1, XP_021708764.1	XP_033326786.1
OG0004410	XP_001649268.1	XP_033334243.1
OG0004411	XP_021697512.1	XP_033337393.1
OG0004412	XP_001660080.1	XP_033342511.1
OG0004413	XP_021697177.1	XP_033331250.1
OG0004414	XP_001652058.1	XP_033325661.1
OG0004415	XP_021712615.1, XP_021712611.1	XP_033334082.1
OG0004416	XP_021699260.1	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1
OG0004417	XP_001659745.2, XP_021704223.1	XP_033325241.1
OG0004418	XP_021699810.1	XP_033325600.1
OG0004419	XP_021704204.1	XP_033340085.1
OG0004420	XP_001648213.2	XP_033327110.1
OG0004421	XP_021697307.1, XP_001658227.1	XP_033336105.1
OG0004422	XP_021704944.1	XP_033339233.1
OG0004423	XP_021701836.1	XP_033341905.1
OG0004424	XP_001660148.2, XP_001657176.1	XP_033322280.1
OG0004425	XP_001657813.1	XP_033322790.1
OG0004426	XP_021706589.1, XP_021703869.1	XP_033327972.1
OG0004427	XP_001650903.1	XP_033321650.1
OG0004428	XP_001663227.2	XP_033325737.1
OG0004429	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1	XP_033331101.1
OG0004430	XP_021697469.1, XP_021712396.1, XP_001656158.2	XP_033339275.1
OG0004431	XP_021710093.1	XP_033324709.1
OG0004432	XP_021696819.1, XP_001660306.2	XP_033333014.1
OG0004433	XP_001651605.1	XP_033324204.1
OG0004434	XP_021710916.1	XP_033324643.1
OG0004436	XP_001648693.1	XP_033326626.1
OG0004437	XP_021705901.1	XP_033336741.1
OG0004438	XP_021713195.1	XP_033336225.1
OG0004439	XP_021695025.1, XP_021696719.1	XP_033342142.1
OG0004440	XP_001652847.2	XP_033336223.1
OG0004441	XP_021704347.1	XP_033333292.1
OG0004442	XP_001664059.2	XP_033336786.1, XP_033336785.1
OG0004443	XP_001651505.2	XP_033336924.1
OG0004444	XP_021701422.1	XP_033323018.1
OG0004445	XP_001661987.3	XP_033322148.1
OG0004446	XP_001647772.2	XP_033333193.1
OG0004447	XP_021696361.1	XP_033332273.1
OG0004448	XP_001650133.1	XP_033338635.1
OG0004449	XP_001660945.1	XP_033341987.1
OG0004450	XP_021704097.1, XP_021704096.1	XP_033335516.1
OG0004451	XP_001652165.1	XP_033326039.1
OG0004452	XP_021694188.1	XP_033332415.1
OG0004453	XP_021696464.1	XP_033334142.1
OG0004454	XP_001656400.1	XP_033331396.1
OG0004455	XP_001655853.1	XP_033328184.1
OG0004457	XP_021711347.1	XP_033330646.1
OG0004458	XP_001663661.1	XP_033329068.1
OG0004459	XP_021707476.1	XP_033327036.1
OG0004460	XP_001652504.2	XP_033335181.1
OG0004461	XP_001651773.1	XP_033323374.1
OG0004462	XP_021703586.1	XP_033330081.1
OG0004463	XP_001661274.3	XP_033328990.1, XP_033328988.1
OG0004465	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1	XP_033328514.1
OG0004466	XP_021699403.1	XP_033323921.1
OG0004467	XP_001652438.1	XP_033331223.1
OG0004468	XP_001660800.1	XP_033331176.1, XP_033339890.1
OG0004469	XP_021706199.1	XP_033342601.1
OG0004470	XP_001648953.1	XP_033333260.1
OG0004471	XP_001648894.1	XP_033324187.1
OG0004472	XP_021711273.1	XP_033326965.1
OG0004473	XP_001662453.2	XP_033325674.1
OG0004475	XP_021693123.1	XP_033333069.1
OG0004476	XP_021695983.1	XP_033342786.1, XP_033342785.1, XP_033342784.1
OG0004478	XP_001659989.1	XP_033340090.1
OG0004479	XP_001654562.1	XP_033331199.1, XP_033331200.1, XP_033331197.1
OG0004480	XP_001661554.1	XP_033337052.1
OG0004481	XP_001651524.3	XP_033321624.1
OG0004482	XP_001655913.1, XP_021699452.1	XP_033321129.1
OG0004483	XP_001660130.1	XP_033342606.1, XP_033342607.1, XP_033342608.1
OG0004484	XP_001651217.2	XP_033324084.1, XP_033324076.1
OG0004485	XP_021693885.1	XP_033326938.1
OG0004486	XP_001653919.1, XP_021694172.1	XP_033341555.1
OG0004487	XP_021710539.1	XP_033342098.1
OG0004489	XP_001648272.2, XP_021707487.1	XP_033332893.1
OG0004490	XP_001651923.1	XP_033330574.1
OG0004491	XP_001651093.2	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1
OG0004492	XP_021706108.1	XP_033337836.1
OG0004493	XP_021711241.1	XP_033336764.1
OG0004494	XP_021705783.1	XP_033331593.1
OG0004495	XP_021695981.1	XP_033338410.1
OG0004496	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1	XP_033322515.1
OG0004497	XP_001650117.2, XP_001663385.2	XP_033339605.1
OG0004498	XP_001659942.1	XP_033331696.1
OG0004499	XP_001655579.2	XP_033326514.1
OG0004501	XP_021702620.1	XP_033330150.1
OG0004502	XP_001648084.1, XP_021694458.1, XP_021694457.1	XP_033329364.1
OG0004503	XP_021703062.1	XP_033324256.1
OG0004505	XP_021707347.1	XP_033339026.1, XP_033339027.1
OG0004506	XP_021699449.1	XP_033333002.1
OG0004507	XP_001663721.2	XP_033341488.1
OG0004508	XP_021701218.1, XP_001655813.2, XP_001655814.2	XP_033334596.1
OG0004509	XP_001659844.2	XP_033331063.1
OG0004510	XP_021704485.1, XP_021704479.1	XP_033322329.1
OG0004511	XP_001654224.2	XP_033337077.1
OG0004512	XP_001663924.1	XP_033338698.1
OG0004513	XP_001653182.1	XP_033341076.1
OG0004514	XP_021697229.1	XP_033329899.1
OG0004515	XP_001652415.2	XP_033326967.1
OG0004516	XP_001656725.1	XP_033337129.1, XP_033337128.1
OG0004517	XP_021701513.1	XP_033341850.1, XP_033342108.1
OG0004518	XP_021713389.1, XP_021713385.1	XP_033327435.1
OG0004519	XP_021693348.1	XP_033334834.1
OG0004520	XP_001663552.1	XP_033331409.1
OG0004521	XP_001657865.1	XP_033322669.1
OG0004523	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1	XP_033334826.1
OG0004524	XP_021694361.1, XP_001662826.2	XP_033340222.1, XP_033333527.1
OG0004525	XP_001661950.2	XP_033332457.1
OG0004526	XP_021697114.1, XP_001655674.2	XP_033335449.1
OG0004527	XP_001653827.1	XP_033322028.1
OG0004528	XP_001648653.1	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1
OG0004529	XP_001662097.2	XP_033328395.1
OG0004530	XP_001652994.2	XP_033337030.1
OG0004531	XP_001650089.2	XP_033339700.1
OG0004532	XP_021706145.1	XP_033337495.1
OG0004533	XP_001660001.1	XP_033337914.1, XP_033337913.1
OG0004534	XP_021709267.1	XP_033322132.1, XP_033322133.1, XP_033322134.1
OG0004535	XP_001654431.1	XP_033334112.1
OG0004536	XP_021713184.1	XP_033320977.1
OG0004537	XP_021711272.1, XP_001657313.2	XP_033326963.1
OG0004538	XP_001656894.2	XP_033341948.1
OG0004540	XP_001659919.1, XP_021711839.1	XP_033338742.1
OG0004541	XP_021694130.1	XP_033340389.1
OG0004542	XP_001656142.2	XP_033326918.1
OG0004543	XP_001653956.2	XP_033340245.1
OG0004544	XP_001650063.2	XP_033324305.1
OG0004545	XP_001658744.1	XP_033332425.1
OG0004546	XP_001653259.2	XP_033337832.1
OG0004547	XP_001664172.2	XP_033339224.1
OG0004549	XP_001648190.1	XP_033334060.1
OG0004550	XP_001663578.2	XP_033331358.1
OG0004551	XP_021712942.1	XP_033337297.1
OG0004552	XP_001650864.1, XP_021712082.1	XP_033333070.1
OG0004553	XP_001659551.2	XP_033323800.1
OG0004554	XP_011492966.2	XP_033334246.1
OG0004555	XP_021711674.1	XP_033328254.1, XP_033328255.1, XP_033328256.1
OG0004556	XP_001659983.2	XP_033331769.1
OG0004558	XP_021710148.1, XP_021710149.1	XP_033339217.1
OG0004559	XP_001659707.2	XP_033334486.1
OG0004560	XP_001653346.2, XP_021693036.1	XP_033337800.1
OG0004561	XP_001654258.2	XP_033342468.1
OG0004562	XP_001657567.1	XP_033334478.1
OG0004563	XP_021701535.1	XP_033327981.1
OG0004564	XP_021705539.1	XP_033332746.1
OG0004565	XP_001651053.1	XP_033334208.1
OG0004566	XP_001662958.1	XP_033334554.1
OG0004567	XP_001648004.2, XP_021712553.1	XP_033322912.1
OG0004568	XP_021701024.1, XP_021701025.1, XP_001649745.1	XP_033334311.1
OG0004569	XP_001648171.2	XP_033331404.1
OG0004570	XP_001648965.1	XP_033321499.1
OG0004571	XP_001662672.2	XP_033340629.1
OG0004572	XP_021702950.1	XP_033339780.1
OG0004573	XP_011493608.2	XP_033322344.1
OG0004574	XP_001657416.1, XP_021711979.1	XP_033320814.1
OG0004575	XP_001660049.1	XP_033334801.1, XP_033334810.1
OG0004576	XP_001661298.1	XP_033321924.1, XP_033321950.1
OG0004577	XP_021695308.1, XP_021701641.1	XP_033335376.1
OG0004578	XP_001649383.1	XP_033328265.1
OG0004579	XP_021695000.1	XP_033323669.1
OG0004580	XP_001655238.1	XP_033334473.1
OG0004581	XP_001654265.1, XP_001654264.1	XP_033341699.1
OG0004582	XP_001655738.1, XP_001655739.1	XP_033325120.1
OG0004583	XP_021705581.1, XP_021705590.1, XP_021705596.1	XP_033324787.1, XP_033324786.1
OG0004584	XP_021709483.1, XP_021709484.1, XP_021709485.1	XP_033327675.1
OG0004585	XP_001648523.2, XP_021695479.1	XP_033322911.1
OG0004586	XP_001656940.1	XP_033325663.1
OG0004587	XP_001655089.1	XP_033327290.1
OG0004589	XP_001662466.1	XP_033328176.1, XP_033328177.1
OG0004590	XP_001649978.2	XP_033334255.1
OG0004591	XP_001653808.2	XP_033337727.1
OG0004592	XP_001656729.1	XP_033324579.1
OG0004593	XP_021696175.1	XP_033340274.1
OG0004594	XP_021708806.1	XP_033321420.1
OG0004596	XP_021699603.1, XP_021699618.1, XP_021699609.1, XP_021699613.1, XP_001651965.2	XP_033324975.1
OG0004597	XP_021702298.1	XP_033342433.1
OG0004598	XP_001661731.2	XP_033325164.1
OG0004599	XP_001658435.2	XP_033330347.1
OG0004600	XP_021695671.1, XP_021695668.1	XP_033334376.1
OG0004601	XP_011493552.2, XP_001654751.2	XP_033325711.1
OG0004602	XP_001653877.1	XP_033325746.1
OG0004603	XP_001653144.1	XP_033332005.1
OG0004604	XP_021712700.1, XP_021695292.1	XP_033328273.1
OG0004605	XP_001648835.1	XP_033342301.1
OG0004606	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1	XP_033329625.1
OG0004607	XP_001654200.1	XP_033340633.1
OG0004608	XP_021698376.1, XP_021698366.1	XP_033326428.1
OG0004609	XP_021694862.1	XP_033342568.1
OG0004611	XP_001660135.1	XP_033333333.1
OG0004612	XP_021699911.1, XP_021699912.1	XP_033335594.1
OG0004613	XP_021701485.1	XP_033330033.1
OG0004614	XP_021705283.1, XP_021711284.1	XP_033339055.1
OG0004615	XP_021709306.1	XP_033331842.1
OG0004617	XP_021704785.1	XP_033327494.1
OG0004618	XP_021694540.1	XP_033323065.1
OG0004619	XP_001648875.1	XP_033339624.1
OG0004620	XP_001662113.2	XP_033326055.1
OG0004621	XP_001649227.1	XP_033338082.1
OG0004622	XP_021697492.1	XP_033338296.1
OG0004623	XP_021704685.1	XP_033320792.1
OG0004624	XP_021697733.1, XP_001649905.1	XP_033342935.1
OG0004625	XP_021697606.1, XP_001657654.1	XP_033323628.1
OG0004626	XP_021700481.1	XP_033338204.1
OG0004627	XP_021711620.1	XP_033341073.1
OG0004628	XP_001661171.1	XP_033333769.1
OG0004629	XP_001661688.1	XP_033332066.1
OG0004630	XP_001660997.1	XP_033339606.1
OG0004631	XP_021710660.1	XP_033321029.1
OG0004632	XP_001653470.1	XP_033340617.1
OG0004633	XP_001661371.1	XP_033328601.1
OG0004634	XP_021707738.1	XP_033334894.1
OG0004635	XP_021698241.1	XP_033340609.1
OG0004636	XP_001650614.1	XP_033324268.1
OG0004637	XP_021697912.1	XP_033322663.1
OG0004638	XP_001649219.1, XP_021707392.1	XP_033327619.1
OG0004639	XP_001664137.1	XP_033327048.1
OG0004640	XP_001654863.1	XP_033333882.1
OG0004641	XP_001661424.1, XP_021712682.1	XP_033321693.1
OG0004643	XP_021700544.1, XP_021711988.1	XP_033332340.1
OG0004644	XP_001649427.2, XP_021694844.1	XP_033322320.1
OG0004645	XP_021702095.1, XP_021702090.1	XP_033341510.1
OG0004646	XP_021705216.1, XP_001663713.2, XP_021705211.1	XP_033335300.1
OG0004647	XP_021711963.1	XP_033322346.1
OG0004648	XP_001655513.1, XP_021697908.1	XP_033340788.1
OG0004649	XP_001655311.1	XP_033327957.1
OG0004650	XP_001651759.1	XP_033325269.1
OG0004651	XP_001651171.1	XP_033339714.1
OG0004652	XP_001663462.2	XP_033330855.1, XP_033330854.1
OG0004653	XP_001651860.2	XP_033329117.1
OG0004654	XP_011493566.1	XP_033342994.1, XP_033343006.1, XP_033342967.1
OG0004655	XP_021696516.1	XP_033342256.1
OG0004656	XP_001661025.1	XP_033325285.1
OG0004657	XP_021712150.1, XP_021712145.1, XP_021712157.1	XP_033324014.1
OG0004658	XP_021698679.1	XP_033340536.1
OG0004659	XP_001660738.2	XP_033330474.1
OG0004660	XP_001660573.2	XP_033340905.1, XP_033340898.1
OG0004661	XP_021696840.1	XP_033328630.1
OG0004662	XP_021707045.1	XP_033321417.1
OG0004663	XP_001660544.1	XP_033339876.1, XP_033331018.1
OG0004664	XP_001660618.2	XP_033332500.1
OG0004667	XP_001659898.2	XP_033335243.1
OG0004668	XP_001651396.1	XP_033341788.1, XP_033327052.1, XP_033327051.1
OG0004669	XP_001649113.1	XP_033325623.1, XP_033325622.1
OG0004670	XP_021704459.1	XP_033340696.1
OG0004671	XP_001663793.1	XP_033328790.1
OG0004672	XP_021707892.1, XP_021707896.1	XP_033321043.1
OG0004673	XP_021701592.1	XP_033328407.1
OG0004674	XP_001651586.1	XP_033322398.1
OG0004675	XP_001655180.1	XP_033323947.1
OG0004676	XP_001654144.2	XP_033338620.1
OG0004678	XP_021706267.1	XP_033330011.1, XP_033330012.1, XP_033330013.1
OG0004679	XP_001653826.2	XP_033340341.1
OG0004680	XP_001659869.2	XP_033342463.1
OG0004681	XP_021705619.1	XP_033324150.1
OG0004682	XP_001662635.1	XP_033339014.1
OG0004683	XP_001649393.1	XP_033337125.1
OG0004684	XP_001659515.1, XP_021704199.1	XP_033326032.1
OG0004685	XP_021713041.1	XP_033327275.1
OG0004686	XP_001656685.2	XP_033337686.1
OG0004687	XP_001649418.2	XP_033343117.1
OG0004688	XP_001658948.1	XP_033322469.1
OG0004689	XP_021700514.1, XP_021700513.1	XP_033341011.1
OG0004691	XP_021694260.1	XP_033335929.1, XP_033335928.1
OG0004692	XP_021693883.1	XP_033335930.1
OG0004694	XP_021694368.1	XP_033332659.1
OG0004695	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1	XP_033337903.1
OG0004696	XP_021705038.1	XP_033321296.1
OG0004697	XP_001648847.1, XP_021701083.1, XP_021701082.1	XP_033328953.1
OG0004699	XP_021704553.1	XP_033325456.1
OG0004700	XP_001651094.2	XP_033321260.1
OG0004701	XP_001654591.1	XP_033324408.1
OG0004702	XP_001660592.2	XP_033324844.1, XP_033324845.1
OG0004705	XP_001656447.1	XP_033342017.1
OG0004706	XP_011493475.2	XP_033332082.1, XP_033332083.1
OG0004707	XP_021702768.1, XP_021712510.1, XP_001652440.1	XP_033324173.1
OG0004708	XP_021696069.1, XP_001662006.2	XP_033338377.1
OG0004711	XP_001658568.1	XP_033336731.1
OG0004712	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1	XP_033340813.1
OG0004713	XP_001661452.2	XP_033333252.1
OG0004714	XP_021706591.1	XP_033331631.1
OG0004716	XP_001650491.1	XP_033324096.1
OG0004717	XP_021698227.1	XP_033322639.1
OG0004718	XP_021695499.1	XP_033324962.1
OG0004719	XP_021698310.1	XP_033321694.1
OG0004720	XP_021712149.1, XP_001649944.1	XP_033332371.1
OG0004721	XP_001657236.2	XP_033342787.1
OG0004722	XP_001662710.2	XP_033326812.1
OG0004723	XP_021707647.1	XP_033326288.1
OG0004724	XP_021696425.1	XP_033332960.1
OG0004725	XP_021698872.1	XP_033320916.1
OG0004726	XP_001650496.2	XP_033340087.1
OG0004728	XP_001662804.1	XP_033338683.1
OG0004729	XP_021693082.1	XP_033333077.1
OG0004730	XP_021695514.1	XP_033336501.1, XP_033336495.1
OG0004731	XP_001653054.1	XP_033337264.1, XP_033337134.1
OG0004732	XP_001656662.2	XP_033331035.1
