Orthogroup	Nasonia_vitripennis	Tribolium_castaneum
OG0003796	XP_031783809.1	XP_008201695.1
OG0003797	XP_001602197.2	XP_015836878.1
OG0003798	XP_031783017.1	XP_974329.2
OG0003799	XP_032457711.1, XP_003424698.1	XP_967465.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_973301.2
OG0003801	XP_001599319.1	XP_001812473.1
OG0003802	XP_001604230.2	XP_967719.1
OG0003803	XP_031788140.1	XP_969337.1
OG0003804	XP_003426743.1	XP_008199506.1
OG0003805	XP_001607288.1	XP_974201.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_975160.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_968297.1
OG0003808	XP_001606160.1	XP_969424.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_975444.1
OG0003810	XP_001604861.1	XP_008192565.1
OG0003811	XP_008207078.1	XP_968343.1
OG0003812	XP_031783154.1	XP_973170.1
OG0003813	XP_001606928.1	XP_969981.1, XP_967800.1
OG0003814	XP_016841804.1	XP_008197466.1
OG0003815	XP_001602322.2	XP_008191566.1
OG0003816	XP_003428128.1	XP_971339.2
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_971956.1
OG0003818	XP_008206442.3	XP_972419.2
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_969571.1
OG0003820	XP_031787655.1	NP_001036067.1, XP_008198138.1
OG0003821	XP_001601553.2	XP_971279.1
OG0003823	XP_031778983.1	XP_015840852.1, XP_015840850.1, XP_015840851.1
OG0003824	NP_001153434.1	XP_008191077.1, XP_015833523.1
OG0003825	XP_003424194.1	XP_008198124.1
OG0003826	XP_032451675.1	XP_015836462.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_974879.1
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_971218.1
OG0003830	XP_016837820.1	XP_008193710.1
OG0003831	XP_031779324.1	XP_008195757.1
OG0003832	XP_031778420.1	XP_008199507.1, XP_008200908.1
OG0003833	XP_001600494.1	XP_968641.2
OG0003834	XP_008212721.1	XP_015837872.1, XP_973241.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_008195804.1
OG0003836	XP_032456101.1, XP_032457055.1	XP_001808136.2
OG0003837	XP_008214220.1	XP_969666.1
OG0003838	XP_001606444.1	XP_008200791.1
OG0003839	XP_003423935.1	XP_008198228.1
OG0003840	XP_003427139.1	XP_008194449.1
OG0003841	XP_003425269.1	XP_008199155.1
OG0003842	XP_016844354.1	XP_969499.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_971825.1
OG0003844	XP_008202890.1	XP_975229.1
OG0003845	XP_001601725.1	XP_973881.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_970539.1
OG0003847	XP_008212895.1	XP_015840700.1, XP_015840701.1
OG0003848	XP_001604309.1	XP_971496.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	XP_031777197.1	XP_971798.1
OG0003851	XP_001599033.2	XP_968440.1
OG0003852	XP_031781569.1	XP_968688.1
OG0003853	XP_016845278.2	XP_971342.1
OG0003854	XP_031778526.1	XP_973443.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_008191837.1
OG0003856	XP_001604291.1	XP_972279.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_008198708.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	XP_001607032.1	XP_973280.1, XP_015840621.1
OG0003861	XP_031785665.1, XP_016840333.2	XP_973525.1
OG0003862	XP_031783263.1	XP_008190999.1
OG0003863	XP_008207066.1	XP_015834597.1
OG0003864	XP_001605947.2	XP_015833071.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_001812177.1
OG0003866	XP_001600555.1	XP_967025.1
OG0003867	XP_001605238.1	XP_970705.2
OG0003868	XP_003425216.1, XP_003425540.1	XP_973776.1
OG0003869	XP_031781068.1	XP_015832930.1
OG0003870	NP_001153419.1	XP_970066.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_015838454.1
OG0003872	XP_016837907.1	XP_975022.2
OG0003873	XP_016841745.1	XP_015835685.1
OG0003874	XP_016840546.1	XP_015837379.1, XP_975417.1
OG0003875	XP_008211218.1	XP_975557.1, XP_015837369.1
OG0003876	XP_001604896.4	XP_008197992.1
OG0003877	XP_001601710.2	XP_974842.2
OG0003878	XP_008208477.1	XP_008195459.1
OG0003879	NP_001161325.1	XP_966633.1
OG0003880	XP_031780717.1	XP_970460.1
OG0003883	XP_001605850.1	XP_008199828.1
OG0003884	XP_016845791.1	XP_968624.3, XP_968774.1
OG0003885	XP_001605890.1	XP_008197340.1
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	XP_972673.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_967126.1
OG0003888	XP_016842445.2	XP_972409.1
OG0003889	XP_001605301.2	XP_976189.2
OG0003890	XP_016844583.1, XP_031777735.1	XP_973593.1
OG0003891	XP_016843213.1	XP_969757.1
OG0003892	XP_008217952.1	XP_008199505.1
OG0003893	XP_001601138.1	XP_015835782.1
OG0003894	XP_003425380.1	XP_970377.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_015839580.1
OG0003896	XP_001604737.1	XP_008195445.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_008193928.1
OG0003898	XP_001599188.1	XP_967648.1
OG0003899	XP_016843711.1	XP_974860.1
OG0003900	XP_001608210.1	XP_971106.1
OG0003901	XP_031785207.1	XP_015833779.1
OG0003902	XP_008215722.2	XP_008190947.1
OG0003903	XP_031784198.1	XP_008190604.1
OG0003904	XP_031779362.1	XP_967597.1
OG0003906	XP_001602761.1	XP_970238.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_975330.1
OG0003908	XP_031780857.1	XP_008198904.2
OG0003909	NP_001135810.2	XP_966529.2
OG0003910	XP_008203776.1	XP_008194700.1
OG0003911	XP_001604067.1	XP_008196593.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_008198089.1
OG0003913	XP_016840536.1	XP_015833341.1
OG0003914	XP_001603457.2	XP_973214.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_008190310.1
OG0003916	XP_016838984.1	XP_015836759.1
OG0003918	XP_001602680.2, XP_001606357.1	XP_008199603.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_031784392.1	XP_008193432.1
OG0003921	XP_001603787.2	XP_008192860.1
OG0003922	XP_031783835.1	XP_969270.1
OG0003923	XP_001607684.1	XP_008192619.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_008192100.1
OG0003925	XP_032453859.1, XP_016839114.1	XP_975236.2
OG0003926	XP_016844808.1	XP_966598.1
OG0003927	XP_001607778.2	XP_970461.1
OG0003928	XP_031788167.1	XP_968656.1, XP_967956.1
OG0003929	XP_001599684.2	XP_971431.2
OG0003930	NP_001180379.1, XP_031783895.1	NP_001157646.1, XP_008193597.1
OG0003931	XP_031781591.2	XP_975596.1
OG0003932	XP_032456563.1	XP_008192247.1
OG0003933	XP_001604026.2	XP_971638.1
OG0003934	XP_001602366.1	XP_975180.1
OG0003935	XP_001599933.1	XP_969262.1
OG0003936	NP_001166022.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_001603810.1	XP_970913.2
OG0003939	XP_031784091.1	XP_008195211.1
OG0003941	XP_001604659.1	XP_973213.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_968071.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_971663.1
OG0003944	XP_016842708.1	XP_967107.1
OG0003945	XP_001607235.2	XP_971994.1
OG0003946	XP_001604515.2	NP_001036035.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_971869.2
OG0003948	XP_008205358.1, XP_001599525.2	XP_975386.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_001810409.1
OG0003952	XP_008213699.1	XP_970265.1
OG0003953	XP_016842398.1	XP_008200828.1
OG0003954	XP_031782232.1	XP_008196812.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_972946.1
OG0003956	XP_001603275.1	XP_969759.2
OG0003957	XP_032456178.1, XP_008207103.1	XP_969043.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_970031.1
OG0003959	XP_031789102.1	XP_973143.1, XP_015833394.1
OG0003960	XP_016840614.1	XP_967119.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_969916.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_967654.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_015840458.1
OG0003964	XP_031789582.1	XP_967085.1
OG0003965	XP_001600405.1	XP_966589.1
OG0003966	XP_008215949.1, XP_032456976.1	XP_971870.2, XP_008195547.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_969882.2
OG0003968	XP_031780651.1	XP_974311.1
OG0003969	XP_003424109.1	XP_008195058.1, XP_015836574.1
OG0003970	XP_008215765.1	XP_008194286.1
OG0003971	XP_016841853.1	XP_001810967.2, XP_015840150.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_974179.1
OG0003973	XP_016839124.1	XP_008192553.1, XP_015834920.1
OG0003974	XP_001606425.1	XP_975249.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_008191775.1
OG0003976	XP_008209822.1	XP_967156.1
OG0003977	XP_003424644.1	XP_970551.1, XP_015836824.1
OG0003978	XP_008217446.1, XP_008217449.1	XP_972024.2
OG0003979	XP_016839158.1	XP_974935.1
OG0003980	XP_016841684.1	XP_973315.1
OG0003981	XP_001605378.1	XP_008200886.1
OG0003982	XP_001604665.2	XP_967495.1
OG0003983	XP_016840341.1	XP_008199886.1
OG0003984	XP_016838680.1	XP_015838220.1
OG0003985	XP_016843789.1	XP_008191229.1
OG0003986	XP_008212807.1	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003988	XP_016840638.1	XP_008195928.1
OG0003989	XP_001600219.1	XP_015834581.1
OG0003990	XP_001600651.4	XP_966698.2
OG0003991	XP_031781825.1	XP_008191408.1
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_008199002.1
OG0003993	XP_003427563.1	NP_001280539.1, XP_008201193.2
OG0003994	XP_001606587.2	XP_008197496.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_973777.1
OG0003996	XP_001599706.1	XP_967605.1
OG0003997	XP_031787536.1	XP_015833280.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_973175.1
OG0003999	XP_031784818.1	XP_008199328.1
OG0004000	XP_008208849.1, XP_008208852.1	XP_974655.2
OG0004002	XP_031780754.1	NP_001139385.1
OG0004003	XP_031778320.1, NP_001128398.1	XP_974994.2
OG0004004	XP_001605965.2	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004006	XP_016841690.1	XP_008195822.1
OG0004008	XP_001599343.1	XP_008200823.1, XP_001813540.1
OG0004009	XP_008214625.2	XP_972093.1, XP_972042.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_971563.1
OG0004011	NP_001128397.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004013	NP_001123322.2	XP_008195231.1
OG0004014	XP_001604608.1	XP_971231.2
OG0004016	XP_016840201.1	XP_970625.1
OG0004018	NP_001153352.1	XP_972649.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_008199027.1
OG0004021	XP_031788201.1	XP_015838970.1
OG0004022	XP_001602536.2	XP_973740.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_969218.1
OG0004024	XP_008215963.3	XP_008195015.1
OG0004025	XP_031780797.1	XP_973368.1
OG0004026	XP_031785462.1	XP_008196413.1
OG0004027	XP_031788090.1	XP_008191799.1
OG0004028	XP_008208581.2	XP_008193539.1, XP_008193541.1
OG0004029	XP_008203443.1	XP_008191687.1
OG0004030	XP_001605416.2	XP_015838189.1, XP_001810411.2
OG0004031	NP_001127865.1, XP_008215058.1	XP_971311.1
OG0004032	XP_031789438.1	XP_015833719.1, XP_015833722.1
OG0004033	XP_031778770.1	XP_008199088.1
OG0004034	XP_008202984.2	XP_008198714.2
OG0004035	XP_031777383.1	XP_008193230.1
OG0004036	NP_001154941.1	XP_008201142.1
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_015840646.1
OG0004038	NP_001177683.1	XP_015836539.1
OG0004040	XP_001603862.2	XP_970388.3, XP_971501.1
OG0004041	XP_016845251.2	XP_008191528.1
OG0004042	XP_001604213.2	XP_008195985.1
OG0004043	XP_008206874.1	XP_973667.2
OG0004044	XP_016838165.1	XP_008198875.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_015839256.1
OG0004046	XP_001603173.2	XP_008192282.1
OG0004047	XP_001600592.2	XP_974227.1
OG0004048	XP_031777304.1, NP_001177864.1	XP_967372.1
OG0004049	XP_032452297.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_001603020.2	XP_008195122.1, XP_970868.2
OG0004051	XP_001608249.1	XP_974020.1
OG0004052	XP_016845489.1	XP_008199650.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_974680.2
OG0004054	XP_031784005.1, XP_031784006.1	XP_008192914.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_015833846.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_008195938.1
OG0004058	XP_001606271.1	XP_974520.1
OG0004059	XP_031785059.1	XP_972737.1
OG0004060	XP_031785744.1	XP_008196217.1, NP_001034489.1
OG0004061	XP_031787694.1	XP_008196752.1
OG0004062	XP_016841399.2	XP_015834690.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_973062.1
OG0004065	XP_001606507.1	XP_008192200.1
OG0004066	XP_016844841.1, XP_001606694.2, XP_016843304.1	XP_972292.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_015840433.1
OG0004068	XP_008203406.1	XP_008190826.2
OG0004069	NP_001128396.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_001601722.2	XP_008199140.1
OG0004071	XP_008217957.1	XP_008197437.1
OG0004072	XP_008203027.1	XP_967828.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_971974.1
OG0004075	XP_001604692.2	XP_974480.1
OG0004076	XP_001604296.2	XP_008197602.1
OG0004077	XP_001601474.2	XP_008200432.1
OG0004078	XP_032451739.1, XP_031780405.1	NP_001171929.1
OG0004079	XP_008206303.2	XP_008193389.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_970851.2
OG0004082	XP_016842419.1, XP_016842427.1	XP_008195644.1
OG0004083	XP_031781602.1	XP_970814.1
OG0004084	XP_001606474.1	XP_015835436.1
OG0004085	XP_031780572.1	XP_008192975.1
OG0004086	XP_003424817.2	XP_008198047.1
OG0004087	XP_008208483.1	XP_008201212.1
OG0004088	XP_003424439.1	XP_972897.1
OG0004089	XP_031788431.1	XP_015838276.1
OG0004090	XP_001600099.2	XP_974424.1
OG0004091	XP_001605789.2	XP_971395.1
OG0004092	XP_001605784.1	XP_972402.1
OG0004093	XP_031788454.1	XP_967425.2
OG0004094	XP_016845931.1	XP_967732.1
OG0004095	XP_031788697.1	XP_971366.1
OG0004096	XP_031787923.1	XP_015840766.1
OG0004097	XP_016843925.1	XP_015837446.1
OG0004098	XP_008204870.1	XP_967675.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_008201158.1
OG0004101	XP_008208094.1	XP_974387.2
OG0004102	XP_031778512.1	XP_008193880.1
OG0004103	XP_031778279.1	XP_015835369.1
OG0004104	NP_001161331.1	XP_008192945.1
OG0004106	XP_031782439.1	XP_008193513.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_008190693.1
OG0004108	XP_001605857.2	XP_008197806.1
OG0004109	XP_003425769.1	XP_008199057.1
OG0004110	XP_008211643.1	XP_015836786.1
OG0004111	XP_008213931.1	XP_970719.1
OG0004112	XP_031778438.1	XP_008198820.1
OG0004113	XP_001607422.1	XP_008199444.1
OG0004114	XP_001605199.1	XP_975196.1
OG0004116	XP_003427220.1	XP_008194085.1
OG0004119	XP_008206880.1	XP_015836298.1
OG0004120	XP_008206649.1, XP_016840794.1	XP_971225.1
OG0004121	XP_008210584.1	XP_974527.1
OG0004122	XP_032452805.1	XP_972254.1
OG0004123	XP_016841709.1	XP_015837500.1
OG0004124	XP_031787946.1	XP_001813052.2
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_016840014.1	XP_015833114.1
OG0004127	XP_016844205.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_032452038.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_008215324.1	XP_968238.2
OG0004130	XP_008214637.1	XP_015835407.1
OG0004131	XP_016836927.1	XP_015834593.1
OG0004132	XP_008211679.1	XP_008195790.1
OG0004133	XP_008210128.1	XP_008193571.1
OG0004135	XP_001600181.2	XP_969395.1
OG0004137	XP_003426654.1	XP_972661.2
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_008199722.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_973779.1, XP_967521.1
OG0004140	XP_032453602.1, NP_001161451.1	XP_971284.1
OG0004141	XP_003426328.1	XP_008195546.1, XP_971815.1
OG0004142	XP_031778046.1	XP_015833163.1, XP_015833173.1
OG0004144	XP_001602781.1	XP_974174.1
OG0004145	XP_016837587.3	XP_966571.1
OG0004146	XP_008206898.1	XP_008193932.1
OG0004147	XP_001605981.2	XP_008199251.1
OG0004148	XP_016840267.1	XP_008191391.1
OG0004149	XP_016843556.1	XP_015833182.1, XP_969301.4
OG0004150	NP_001153358.1, XP_031779936.1	XP_970273.1
OG0004151	XP_001604522.2	XP_008193562.1
OG0004152	XP_008202124.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_032455777.1	XP_008199980.1
OG0004155	XP_001605287.1	XP_008199045.1
OG0004157	XP_008212514.1	XP_008200151.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_008194425.1
OG0004160	XP_031784923.1	XP_008199427.1
OG0004161	XP_016841504.1, XP_003426623.2	XP_008195570.1
OG0004162	XP_031779238.1	XP_008196673.1
OG0004163	XP_001607004.3	XP_015835252.1
OG0004164	XP_031777702.1	XP_008201024.2
OG0004166	XP_003424069.1	XP_969892.2
OG0004167	XP_031788104.1	XP_008196156.1
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_001812912.1
OG0004169	XP_001602491.2	XP_015835091.1, XP_008192376.1
OG0004170	XP_008202160.1	XP_008193690.1
OG0004171	XP_001602244.1	XP_967199.1
OG0004172	XP_016840931.1	XP_015834445.1
OG0004173	XP_001600998.4	XP_968786.2
OG0004174	XP_031785454.1	XP_015837602.1
OG0004175	XP_032454099.1, XP_001605514.1	XP_008193965.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_008191243.1
OG0004178	XP_031779309.1	XP_015835999.1
OG0004179	XP_016845572.1	XP_001816025.1
OG0004180	XP_031778197.1	XP_015834995.1
OG0004181	XP_001601897.1	XP_972529.1
OG0004182	XP_016843920.1	XP_001810222.1
OG0004183	XP_008210993.1	XP_970649.1
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_972898.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_015833808.1
OG0004186	XP_031777165.1	XP_015835671.1
OG0004187	XP_031783322.1	XP_008194310.1
OG0004188	XP_001608003.2	XP_015839343.1
OG0004189	XP_031778818.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_001600658.1	XP_015836315.1
OG0004191	XP_001606740.2	XP_969809.1
OG0004192	XP_003425426.1	XP_972716.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_015837566.1
OG0004195	XP_001599294.1	XP_967373.1
OG0004196	XP_001602923.1	XP_008192634.1
OG0004197	XP_008213962.2	NP_001092318.1, XP_015837050.1
OG0004201	XP_008214961.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_016839855.1	XP_974078.2
OG0004203	XP_001602445.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_001607098.1	XP_973451.2
OG0004205	XP_016841539.1	XP_008192300.1, XP_975622.1
OG0004206	XP_031785002.1	XP_008195830.1
OG0004207	XP_008205463.2	XP_973218.1
OG0004209	XP_016845478.1	XP_015839287.1
OG0004210	XP_016837841.1	XP_008196333.1, XP_974885.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_015833688.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_008193851.1
OG0004213	XP_001608222.3	XP_008201519.1
OG0004214	XP_001601026.2	XP_008195745.1
OG0004218	XP_016841537.1	XP_008198657.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_971270.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_015840558.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_969545.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_008194757.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_001812890.2
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_015833830.1
OG0004230	XP_008212759.1	XP_008195350.1
OG0004231	XP_031777323.1	XP_969823.3
OG0004232	XP_008214659.1	XP_008197867.1, XP_972446.1
OG0004235	XP_001606745.4	XP_015840768.1
OG0004236	XP_032452052.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_031777130.1	XP_972411.1
OG0004238	XP_016842762.1	NP_001139341.1
OG0004239	XP_031778514.1	XP_008193832.2
OG0004240	XP_003424798.1	XP_966462.1
OG0004241	XP_031786546.1	XP_015835603.1
OG0004242	XP_001602639.2, XP_008210336.1	XP_008190689.1, NP_001034513.1
OG0004243	XP_001605015.1	XP_001809395.1
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_008190816.1
OG0004245	XP_001601787.1	XP_015832939.1
OG0004247	XP_031786686.1, XP_031786683.1	XP_008192323.1
OG0004248	XP_031782605.1	XP_008191550.1
OG0004251	XP_001603329.2	XP_008191695.1
OG0004252	XP_008204076.1	XP_008200798.2, XP_015839628.1
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	NP_001107838.1, XP_008193910.1
OG0004256	NP_001166258.1, XP_008208811.1	XP_973942.1, NP_001161275.1
OG0004258	XP_008209599.2	XP_974160.2
OG0004261	XP_001601019.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_003426821.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_008204877.1	XP_973435.1
OG0004266	XP_032454171.1, XP_008206308.1, XP_032454173.1, XP_032454172.1	XP_008192549.1
OG0004267	XP_016844442.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_008216319.1	XP_008191491.1, XP_001807780.1
OG0004272	XP_031777951.1, XP_032456026.1, XP_031780054.1, XP_031784187.1	XP_015840403.1, XP_008198948.1, XP_015837374.1
OG0004272	XP_031783513.1, XP_008204717.1	XP_008198234.1
OG0004275	XP_008212869.1, XP_016836745.1	XP_008201172.1
OG0004276	XP_001607320.1	XP_972907.1
OG0004277	XP_016840872.2	XP_969696.1
OG0004278	XP_001599263.1	XP_975170.2
OG0004279	XP_001599992.1	XP_975179.2
OG0004280	XP_031782297.1, XP_032454591.1	XP_973533.1
OG0004281	XP_031786924.1	XP_008195224.1
OG0004282	XP_032453267.1	XP_974347.1
OG0004283	XP_001599651.1	XP_008192466.1, NP_001165863.1
OG0004284	XP_001601315.1	XP_968064.1
OG0004285	XP_001599436.1	XP_970899.1
OG0004286	XP_001604624.2	XP_968001.1
OG0004287	XP_001599521.1	XP_966498.1
OG0004288	XP_001601679.2	XP_969265.1
OG0004290	NP_001165796.1	XP_971885.1
OG0004291	XP_031785552.1	XP_968374.1
OG0004292	XP_031786281.1	XP_015837941.1
OG0004293	XP_001604605.1	XP_972261.1
OG0004294	XP_032457630.1	XP_974435.1
OG0004296	XP_001600237.1	XP_967959.1
OG0004297	XP_001604116.2	XP_966358.1
OG0004298	XP_003424726.1	XP_015834541.1
OG0004299	XP_001600672.1	XP_973645.1
OG0004300	NP_001177991.1	XP_008197771.1
OG0004301	XP_001608106.1	XP_972630.1
OG0004302	XP_003425853.1	XP_971610.1
OG0004303	XP_031780147.1	XP_974854.1
OG0004304	XP_008214316.1	XP_008190996.1
OG0004305	XP_001600591.1	XP_967790.1
