Orthogroup	Nasonia_vitripennis	Solenopsis_invicta
OG0002994	XP_008204989.1	XP_011173507.1
OG0002995	XP_001599688.1	XP_011167801.1, XP_025991086.1
OG0002996	XP_031776589.1, NP_001164375.1	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	XP_032455023.1, XP_032455020.1, XP_032455021.1, XP_032455022.1, XP_031785081.1, XP_031785084.1, XP_031785083.1	XP_011175341.2
OG0002998	XP_001601765.2	XP_039308952.1
OG0002999	XP_031784846.1, XP_016840526.1, XP_008211453.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_031783405.1, XP_031783406.1	XP_011166915.1, XP_039315584.1
OG0003001	XP_031783827.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_003427246.1	XP_011165845.1
OG0003003	XP_001602038.1	XP_011158899.1
OG0003004	XP_001607067.1	XP_011162419.1
OG0003006	XP_001604374.2	XP_039306148.1
OG0003008	XP_001605615.1, XP_032455615.1	XP_039303895.1
OG0003009	XP_001603000.2	XP_011175844.1
OG0003010	XP_031787974.1	XP_025989572.1
OG0003011	XP_008205434.1, XP_008205430.1, XP_008205435.1	XP_011159476.1
OG0003012	XP_001607108.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_001608305.1	XP_011166392.1
OG0003014	XP_032457106.1, NP_001177866.1	XP_039307139.1
OG0003015	XP_031780626.1	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_001605971.1	XP_011165680.1, XP_039304833.1
OG0003017	XP_016837662.1	XP_011168180.2
OG0003018	XP_016837467.1	XP_011159923.1
OG0003019	NP_001127864.1	XP_039313693.1
OG0003020	XP_031778528.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_008214921.1	XP_011170692.1
OG0003022	XP_008208031.1	XP_011160322.1
OG0003023	XP_031776829.1, XP_008208278.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_001607842.2	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_016844551.1, XP_008213799.1, XP_008213797.1, XP_008213796.1, XP_001599193.1, XP_032457503.1	XP_011159327.1
OG0003026	XP_003426097.1, XP_031788898.1	XP_011166978.1
OG0003027	XP_031778265.1, XP_031778264.1	XP_025989001.1
OG0003028	XP_031785425.1	XP_011170110.1
OG0003029	XP_031777208.1	XP_025994649.1
OG0003030	XP_008211551.1	XP_011165553.1
OG0003031	XP_001602026.3	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_001608058.2	XP_011170131.1
OG0003033	XP_001607223.1	XP_011164729.1
OG0003034	XP_001605877.1	XP_011168785.1
OG0003035	XP_001601970.1, XP_031789407.1	XP_039314065.1
OG0003037	XP_031789256.1	XP_011167265.1
OG0003038	XP_001605512.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_016842100.1, XP_001599242.1, XP_008217423.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_008204920.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_031779688.1	XP_011168079.1
OG0003042	XP_001601244.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_001608293.2, XP_008215959.1, XP_008215960.1, XP_032456975.1	XP_011164368.1
OG0003044	XP_031783126.1, XP_031783128.1, XP_031783129.1, XP_031783130.1	XP_011168247.1
OG0003045	XP_031788614.1	XP_011175132.1
OG0003046	XP_001607535.2	XP_011172371.3
OG0003047	XP_001604164.2	XP_039309751.1
OG0003048	XP_016837802.1, XP_032453398.1, XP_032453397.1, XP_031780591.1, XP_031780590.1	XP_011166828.2
OG0003049	XP_008213861.1	XP_011160386.1
OG0003050	XP_016840791.1, XP_016840790.1, XP_016840793.1, XP_016840792.1	XP_011166484.1
OG0003052	XP_001607251.2	XP_011166057.2
OG0003053	XP_001608262.1	XP_011171493.2
OG0003054	XP_032457291.1	XP_011160960.2
OG0003055	XP_008212487.1, XP_032453592.1	XP_011159971.1
OG0003056	XP_001599881.2	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_031779316.1	XP_011165984.1
OG0003058	XP_001607670.2	XP_039304067.1, XP_011172951.1
OG0003059	XP_031785384.1, XP_031785383.1, XP_031785382.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_001607265.1	XP_011160875.2
OG0003061	XP_001602921.1	XP_011169469.2
OG0003062	XP_031778161.1	XP_025990890.1
OG0003063	XP_031783436.1	XP_039315178.1, XP_039302451.1, XP_039302460.1, XP_039312470.1
OG0003064	XP_001603353.1	XP_011167607.1
OG0003065	XP_031779068.1	XP_011168555.1
OG0003066	XP_032455855.1, XP_001599017.1	XP_011168345.1
OG0003067	XP_031784499.1	XP_039307910.1
OG0003068	XP_032456653.1, XP_031787979.1, XP_001605426.1	XP_011176018.1
OG0003069	XP_001603819.1	XP_025992777.1
OG0003070	XP_031784434.1	XP_011171820.1
OG0003071	XP_008204438.1	XP_011166367.1
OG0003072	XP_031787102.1	XP_039314915.1
OG0003073	XP_031784869.1, XP_016844211.1	XP_011167738.1
OG0003074	XP_031780672.1, XP_031780673.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_031782515.1	XP_011169094.1
OG0003076	XP_016840949.1	XP_025987093.1
OG0003077	XP_001602676.1	XP_039314058.1
OG0003078	XP_001599126.2	XP_039313872.1
OG0003079	XP_016837124.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_016837495.1, XP_032453587.1	XP_011156364.1
OG0003081	XP_001606104.1	XP_039303386.1
OG0003082	XP_031779742.1	XP_025991038.1
OG0003083	XP_016842572.1, XP_031779212.1	XP_039312960.1
OG0003084	XP_001607172.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_008217905.1	XP_025992096.2
OG0003086	XP_008216860.1	XP_039312356.1, XP_011161517.1
OG0003087	XP_008218002.1	XP_039313437.1
OG0003088	XP_001600208.1, XP_016840947.1	XP_011167443.1
OG0003089	XP_016840693.1, XP_031778214.1, XP_016840687.1	XP_039313674.1, XP_011158417.2
OG0003091	XP_001605256.2	XP_011164325.1
OG0003092	XP_003424024.1	XP_011164521.2
OG0003093	XP_016838635.1, XP_008210592.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_008210563.1	XP_011161899.1
OG0003095	XP_016838192.1	XP_011156638.2
OG0003096	XP_008215157.1, XP_003423889.1, XP_001602594.1, XP_003423888.1, XP_016845625.1	XP_011174001.2
OG0003097	XP_031777728.1	XP_011155621.1
OG0003098	XP_001607256.2, XP_008203829.2	XP_039306055.1
OG0003099	XP_001607995.1	XP_011159602.1
OG0003100	XP_031781966.1, XP_008211725.2	XP_025985835.1
OG0003101	XP_032454487.1, XP_016839870.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_031785264.1, XP_008203337.1	XP_011165931.2
OG0003103	XP_016837993.1	XP_025987834.2
OG0003104	XP_008204952.1	XP_025994552.2
OG0003105	XP_031787100.1, XP_003426495.1	XP_011174441.1
OG0003106	XP_031787592.1, XP_031787585.1, XP_008217484.1	XP_025990962.1
OG0003107	XP_008204448.1	XP_011162402.1
OG0003108	NP_001166860.1	XP_011173237.2
OG0003109	XP_031777103.1	XP_039314822.1
OG0003111	XP_031787413.1	XP_039310638.1
OG0003112	NP_001161261.1, XP_031787499.1	XP_011172658.1
OG0003113	XP_001608296.1	XP_011160893.2
OG0003114	XP_031776772.1	XP_039306832.1, XP_011166467.1
OG0003115	XP_003426127.1	XP_011173427.1
OG0003116	XP_001607629.1	XP_039311269.1
OG0003117	XP_016845058.1, XP_016845059.1, XP_032451726.1, XP_031787371.1, XP_031782859.1, XP_031781568.1, XP_031781393.1, XP_031781878.1, XP_008206583.1, XP_031788953.1, XP_031784033.1	XP_039312237.1, XP_039312248.1, XP_039312214.1, XP_039312223.1, XP_039312212.1, XP_039312255.1, XP_039312260.1, XP_039312245.1, XP_039312230.1
OG0003119	XP_031778487.1	XP_039313155.1
OG0003120	XP_008210443.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_008201767.1	XP_025990923.1
OG0003122	XP_008210374.1, XP_008210386.1, XP_003424890.1	XP_039305386.1
OG0003123	XP_003427933.1, XP_001600045.1	XP_011166608.1, XP_011166607.1
OG0003125	XP_001605480.1	XP_011163856.1
OG0003126	XP_008209555.1, XP_008209554.1, XP_008209557.1	XP_025986309.2
OG0003127	XP_001600334.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_031784105.1	XP_011171381.1
OG0003129	XP_003427782.1, XP_008212922.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_001604677.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_031785754.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_003423890.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_001603251.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_008208757.1, XP_016837414.1, XP_032452281.1	XP_025987373.1
OG0003135	XP_001600276.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_001600966.1	XP_039306099.1
OG0003137	XP_001607168.1	XP_039302546.1
OG0003138	XP_016837396.1, XP_016837380.1	XP_025990507.1
OG0003139	XP_001602213.1, XP_016839928.1, XP_016839927.1, XP_008203795.1	XP_025990674.1
OG0003140	XP_003424173.1, XP_001604860.1	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_031782721.1	XP_039302630.1
OG0003142	XP_008211248.1	XP_011169763.2
OG0003143	XP_031782382.1	XP_039310052.1, XP_039310051.1
OG0003144	XP_003425320.1, XP_016842337.1	XP_011160189.2
OG0003145	XP_001601670.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_031780906.1	XP_025987200.1
OG0003147	XP_016839309.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_031788353.1	XP_011164370.1
OG0003149	XP_003425537.1	XP_011163201.1
OG0003150	XP_032455476.1, XP_032455474.1, XP_032455475.1	XP_011170885.1
OG0003151	XP_031785749.1	XP_025991582.1
OG0003152	XP_032455913.1	XP_025990121.1, XP_025990112.1, XP_025990120.1
OG0003153	XP_003425653.2	XP_025988729.1
OG0003155	XP_008216155.1, XP_001601023.1	XP_011163493.1
OG0003156	XP_016843232.1	XP_011156868.1
OG0003157	XP_016836707.1, XP_008205688.1	XP_025988931.1
OG0003159	XP_001605782.2	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_031778014.1, XP_031778015.1, XP_031778013.1	XP_025991339.1
OG0003161	XP_008209753.1, XP_008209752.1, XP_001605792.1	XP_011169462.1
OG0003162	XP_016837531.1	XP_039303750.1
OG0003163	XP_008202747.1	XP_011165318.1
OG0003164	XP_001603863.1, XP_016839185.1	XP_039314407.1
OG0003165	XP_001606329.1	XP_011155987.2
OG0003166	XP_001608184.1	XP_011175449.1
OG0003167	XP_003425959.1	XP_011169110.1
OG0003168	XP_001604203.2	XP_039312028.1
OG0003169	XP_001607101.1	XP_011160662.1
OG0003170	XP_008215589.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	NP_001153394.1, XP_031781918.1	XP_011164528.2
OG0003172	XP_031780788.1	NP_001291525.1
OG0003173	XP_032456543.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_031787625.1	XP_011162525.2
OG0003175	XP_016839778.1	XP_039315715.1
OG0003176	XP_016845569.1	XP_039312298.1, XP_039312299.1
OG0003177	XP_001606077.2	XP_011162481.2
OG0003178	XP_001604867.2, XP_008211420.1	XP_011168188.1
OG0003179	XP_016839841.1	XP_025992516.1
OG0003180	XP_032453784.1	XP_039309736.1
OG0003181	XP_008216589.1	XP_039313158.1
OG0003182	XP_031782387.1, XP_031782388.1, XP_031782386.1, XP_016840274.1	XP_011162549.2
OG0003183	XP_031786593.1, XP_003428230.1, XP_008214938.1	XP_039315523.1
OG0003185	XP_031788099.1	XP_011156771.1
OG0003186	XP_031785681.1	XP_039304224.1
OG0003187	XP_016840364.1, XP_032454845.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_001608079.1	XP_039304405.1
OG0003189	XP_016841203.1	XP_025993506.2
OG0003190	XP_008207958.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_032457505.1	XP_025994562.1
OG0003193	XP_016840618.2, XP_031784428.1	XP_039304720.1
OG0003194	XP_008214955.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_008217101.1	XP_025988560.1
OG0003196	XP_016837744.1	XP_025991436.1
OG0003200	XP_031788020.1	XP_025992862.1
OG0003201	XP_001605057.2	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_031779726.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_031778707.1	XP_011160144.1
OG0003204	XP_008202404.1	XP_011165562.1
OG0003205	XP_031783749.1, XP_031783748.1, XP_031783747.1, XP_031783746.1	XP_025994400.1
OG0003206	XP_031784357.1	XP_025990748.1
OG0003207	NP_001135433.1, XP_031787467.1	XP_039306627.1
OG0003208	XP_001607070.2	XP_011171188.1
OG0003209	XP_031783587.1	XP_025990091.1
OG0003212	XP_008201780.1	XP_011157792.1
OG0003213	XP_031788502.1, XP_031788501.1	XP_039309200.1
OG0003214	XP_031784782.1, XP_032455237.1, XP_032454948.1	XP_025986314.2
OG0003215	XP_001606196.1	XP_011169014.1
OG0003217	XP_008206213.1	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003218	XP_008210816.1, NP_001136161.1	XP_011175832.1, XP_039302418.1
OG0003219	XP_001600345.1, XP_032455445.1, XP_016840466.1, XP_016840465.1, XP_032455446.1	XP_011155319.2
OG0003220	XP_016840002.1	XP_011168984.1
OG0003221	XP_008203194.1	XP_039307175.1
OG0003222	XP_016842424.2	XP_025996380.1, XP_039315210.1
OG0003223	XP_008207107.1, XP_032456177.1, XP_008207108.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003224	XP_001604908.2, XP_016840113.1	XP_011173211.1
OG0003225	XP_032454858.1, XP_032454857.1	XP_011171210.1
OG0003226	XP_031788232.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_001604753.1	XP_039313451.1, XP_039313456.1
OG0003228	XP_008205273.1	XP_011162242.1
OG0003230	XP_003427342.1	XP_011159232.2
OG0003232	XP_008217136.1	XP_011167418.2
OG0003234	XP_031784936.1, XP_032455071.1	XP_039310790.1
OG0003237	XP_008211362.1	XP_039313095.1
OG0003238	XP_008217930.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_001604475.1	XP_025992141.2
OG0003239	XP_016837070.1	XP_025992125.1
OG0003241	XP_016843267.1, XP_001604444.2	XP_025995024.2
OG0003242	XP_031784816.1	XP_025986165.1
OG0003243	XP_031779341.1	XP_025990033.2
OG0003244	XP_016840367.1, XP_031785784.1, XP_031785783.1	XP_039302184.1
OG0003245	XP_008211415.1	XP_039312788.1
OG0003246	XP_032453139.1, XP_032453138.1, XP_032453137.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_001600993.2	XP_025986583.1
OG0003248	XP_008217363.1	XP_025991288.1
OG0003249	XP_032452856.1, XP_008209740.1, XP_016837530.1, XP_016843204.1, XP_008205994.1	XP_039314530.1, XP_025996638.1
OG0003250	XP_008214595.1, XP_032454745.1, XP_008214596.1	XP_011161724.2
OG0003251	XP_016836671.1, XP_032451771.1	XP_011158864.1
OG0003253	XP_016843424.1, XP_001601446.1	XP_011160273.1, XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1
OG0003254	XP_001606540.1	XP_011174028.2
OG0003255	XP_008203686.1	XP_039308739.1
OG0003256	XP_001606744.2	XP_011176342.1
OG0003257	XP_001607519.2, XP_016836682.1	XP_011156933.1
OG0003258	XP_003424476.1	XP_039303586.1
OG0003259	XP_016843127.1, XP_016843126.1, XP_008205641.1, XP_008205640.1	XP_025988938.1
OG0003261	XP_032453932.1	XP_011157006.1
OG0003262	XP_001599647.1	XP_011171067.1
OG0003263	XP_001602506.2	XP_011167836.1
OG0003264	NP_001153366.1	XP_025995982.1
OG0003265	XP_032455873.1, XP_008208629.1, XP_032455874.1	XP_039315589.1
OG0003266	XP_016840487.1, XP_003427501.1, XP_008211322.1	XP_011173431.1
OG0003267	NP_001128196.1	XP_025996392.1
OG0003268	XP_016839919.1	XP_011164301.1
OG0003269	XP_008213300.1, NP_001154940.1	XP_011156398.1
OG0003270	NP_001161183.1	XP_011165014.1
OG0003271	XP_031780417.1, XP_031780418.1, XP_031780419.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_001607263.1	XP_011163847.1
OG0003273	XP_008209399.1	XP_011157132.1
OG0003274	XP_001601408.1	XP_011159704.1
OG0003275	XP_001600470.2, XP_001608109.1	XP_011164867.1
OG0003276	XP_031782013.1, XP_032453804.1	XP_011167156.1
OG0003277	XP_008210681.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_008213455.1, XP_008213456.1	XP_039311013.1
OG0003280	XP_032455797.1, XP_016840634.1	XP_011176183.1, XP_011176184.1
OG0003281	XP_001601076.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_031786890.1	XP_011157544.2
OG0003284	XP_031777212.1	XP_011171593.1
OG0003285	XP_008201914.1	XP_011163555.3
OG0003286	XP_008209152.1, XP_001605063.1	XP_011172787.1
OG0003287	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1	XP_011170207.1
OG0003288	XP_001599389.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	NP_001162016.1, XP_008209312.1	XP_011172029.1
OG0003290	XP_001602650.3	XP_025995658.1
OG0003291	XP_001605693.1	XP_039309531.1
OG0003292	XP_031783034.1	XP_011160448.1
OG0003293	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1	XP_011170009.2
OG0003294	XP_001608255.1	XP_011158205.1
OG0003295	XP_001601545.1	XP_025996047.1
OG0003296	NP_001135841.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_016837342.1, XP_001606741.1	XP_011159799.1
OG0003298	XP_001605181.1	XP_011166722.1
OG0003299	XP_001605558.1	XP_011173483.1
OG0003300	XP_001605980.1	XP_025987586.1
OG0003301	XP_001599584.1	XP_011164776.1
OG0003302	XP_016837680.1	XP_011158512.1
OG0003303	XP_008209243.1	XP_011171925.2
OG0003304	XP_008210018.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_008205307.1, XP_001604167.1	XP_011175834.3
OG0003306	XP_016841637.1	XP_011172126.1
OG0003307	XP_001601855.2	XP_011167011.1
OG0003308	XP_016845748.1, XP_032457019.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_001600525.1	XP_011168906.2
OG0003311	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_003425757.1, XP_008203965.1, XP_001606448.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_003426633.1	XP_011161540.1
OG0003314	XP_003426081.1	XP_011164791.1
OG0003315	XP_001605663.3	XP_011160270.1, XP_011160269.1
OG0003316	XP_032452312.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_016842468.1, XP_001600535.1	XP_011160844.1
OG0003318	XP_031779959.1	XP_011157698.2
OG0003319	NP_001165797.1	XP_011175694.2
OG0003320	XP_001599074.2	XP_011163537.1, XP_039311668.1
OG0003321	XP_008216489.1, XP_003424030.1	XP_011176131.2
OG0003322	XP_001604921.2	XP_011161126.1
OG0003323	XP_001604434.2, XP_008211404.1	XP_011161263.2
OG0003324	XP_001599547.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_032452651.1, XP_003425169.1	XP_011158710.2
OG0003326	XP_032455973.1, NP_001127800.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_001607631.1	XP_011175417.1
OG0003328	XP_001600626.2	XP_011163393.1, XP_039313875.1
OG0003329	XP_003428199.1, XP_031786691.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_016845882.1, XP_008203053.1	XP_011167875.2
OG0003331	XP_031782365.1, XP_031782347.1	XP_011159846.2
OG0003332	XP_001603724.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_008212766.1, XP_008212765.1, XP_016837504.1	XP_011158520.1
OG0003334	XP_008215008.1	XP_011169583.1
OG0003335	XP_001607194.2	XP_011157678.1
OG0003336	XP_016843002.1	XP_039303355.1, XP_039303356.1
OG0003337	NP_001166078.1	XP_011156887.1
OG0003339	XP_001606646.2	XP_025985974.1
OG0003340	XP_001607630.2	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_031785381.1	XP_011165296.1
OG0003342	XP_001607831.2	XP_011174123.2
OG0003343	XP_001605475.3	XP_011163557.1
OG0003344	NP_001123317.1, XP_032452220.1	XP_011159547.2
OG0003345	XP_001608055.1	XP_011168568.1
OG0003346	XP_031784752.1	XP_011155405.1, XP_011155404.1
OG0003348	XP_016840535.1	XP_011176150.1
OG0003349	XP_008211064.3	XP_011172402.1, XP_011172401.1
OG0003350	XP_001605023.1	XP_011160433.1
OG0003351	XP_008217410.1	XP_011169159.1
OG0003352	XP_031782364.1, XP_001604975.1	XP_011167129.1
OG0003353	XP_031783402.1	XP_011157096.2
OG0003355	XP_031786464.1	XP_011156616.1
OG0003356	XP_031777254.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_016840528.1	XP_011159385.1
OG0003358	XP_001604974.2	XP_011170985.1
OG0003359	XP_031781617.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1	XP_011169214.1
OG0003361	NP_001165865.1, XP_008207920.1	XP_011163184.1
OG0003362	XP_031787772.1	XP_011176208.1
OG0003363	XP_016844987.1, XP_016844988.1	XP_011171184.1
OG0003364	XP_001604620.1	XP_011171477.2
OG0003365	XP_008212795.1, XP_001607615.2	XP_011155996.2
OG0003366	XP_008208142.1	XP_011166272.1
OG0003367	XP_016841681.1	XP_011160030.1
OG0003368	XP_001608198.2	XP_025993586.2
OG0003369	XP_016840979.1	XP_025995082.1
OG0003370	NP_001153334.1, XP_031777498.1	XP_039305562.1
OG0003371	NP_001153446.1, NP_001153445.1, XP_008216731.1	XP_011168317.1
OG0003372	XP_031780932.1	XP_011170932.2
OG0003373	XP_031786772.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_032455255.1	XP_011170848.1
OG0003376	XP_001605382.1	XP_011158846.1
OG0003377	XP_031780716.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_032458173.1, XP_031785909.1	XP_011158424.1
OG0003379	XP_031786925.1	XP_011164032.1
OG0003380	XP_031781487.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_001605201.1, XP_008203868.1	XP_011170706.1
OG0003382	XP_016841191.1	XP_011170060.1
OG0003383	XP_001600399.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003385	XP_032454531.1, XP_001605068.2	XP_011167382.1
OG0003387	XP_001599757.1, XP_032458190.1, XP_003424837.1	XP_011158923.1
OG0003388	XP_003426564.1	XP_011164028.1
OG0003389	XP_008213769.1	XP_039308685.1
OG0003390	XP_003426918.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_008202154.1, XP_008202153.1	XP_025987860.2
