Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0003767	XP_031778143.1	XP_003395306.1
OG0003768	XP_001604061.2	XP_003402853.1
OG0003769	XP_001607961.1	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_031783415.1	XP_003402581.1
OG0003771	XP_031780016.1, XP_008209166.1	XP_003401828.1
OG0003772	XP_031780634.1	XP_003395590.1
OG0003773	NP_001123227.2, XP_032452231.1	XP_003395332.2
OG0003774	XP_008206451.1	XP_012170978.1
OG0003775	NP_001165855.1	XP_003394171.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_003399757.1
OG0003777	XP_001604266.2	XP_012167149.1
OG0003778	XP_008213457.1	XP_020718480.1
OG0003779	NP_001193394.1	XP_003402657.1
OG0003780	XP_001601189.1	XP_012171654.1
OG0003781	XP_031777711.1	XP_012166948.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_003397313.1
OG0003783	XP_003424590.1	XP_003401568.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_003400255.1
OG0003785	XP_001601340.1	XP_003399519.1
OG0003786	XP_016840948.1	XP_003401629.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	XP_003397613.1
OG0003788	XP_001607821.1	XP_003402136.1
OG0003789	XP_001601517.1	XP_003394456.1
OG0003790	XP_001603914.1	XP_003393097.1
OG0003791	XP_008213933.1	XP_012164696.1
OG0003792	XP_001605413.2	XP_003395898.2
OG0003793	XP_001602925.1	XP_003392951.1
OG0003794	NP_001153353.1	XP_020720539.1
OG0003795	XP_032456539.1	XP_012172248.1, XP_003401119.1
OG0003796	XP_031783809.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_001602197.2	XP_020718925.1, XP_003395568.1
OG0003798	XP_031783017.1	XP_003394776.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_012176545.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_003400744.3
OG0003801	XP_001599319.1	XP_003399830.1
OG0003802	XP_001604230.2	XP_012172080.1
OG0003803	XP_031788140.1	XP_012174194.2
OG0003804	XP_003426743.1	XP_003396198.1
OG0003805	XP_001607288.1	XP_003397540.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_003401853.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_003400763.1
OG0003808	XP_001606160.1	XP_012170572.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_003394060.1
OG0003810	XP_001604861.1	XP_003394847.1
OG0003811	XP_008207078.1	XP_003397856.1
OG0003812	XP_031783154.1	XP_003400199.1, XP_012170948.1
OG0003813	XP_001606928.1	XP_003402879.1
OG0003814	XP_016841804.1	XP_003400441.2
OG0003815	XP_001602322.2	XP_012169397.1
OG0003816	XP_003428128.1	XP_003399393.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_012169368.1
OG0003818	XP_008206442.3	XP_003402156.1, XP_012173716.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_003401328.1
OG0003820	XP_031787655.1	XP_020721052.1
OG0003821	XP_001601553.2	XP_012171068.1
OG0003823	XP_031778983.1	XP_003402949.1
OG0003824	NP_001153434.1	XP_012164345.1
OG0003825	XP_003424194.1	XP_012166466.1, XP_012166465.1
OG0003827	XP_016841753.1	XP_012174352.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_003396889.2
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_012166227.1
OG0003830	XP_016837820.1	XP_012175454.2, XP_012167728.1
OG0003831	XP_031779324.1	XP_003400677.1
OG0003832	XP_031778420.1	XP_012173887.1
OG0003833	XP_001600494.1	XP_003399790.1
OG0003834	XP_008212721.1	XP_012174670.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_012168709.1
OG0003836	XP_032456101.1, XP_032457055.1	XP_012173196.2
OG0003837	XP_008214220.1	XP_003394757.1
OG0003838	XP_001606444.1	XP_003394285.1
OG0003839	XP_003423935.1	XP_012173008.1
OG0003840	XP_003427139.1	XP_003401798.1
OG0003841	XP_003425269.1	XP_003393847.1
OG0003842	XP_016844354.1	XP_012170605.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_003403087.1, XP_012174907.1
OG0003844	XP_008202890.1	XP_003397607.1
OG0003845	XP_001601725.1	XP_012176114.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_003394615.1
OG0003847	XP_008212895.1	XP_012174241.1
OG0003848	XP_001604309.1	XP_003395820.1, XP_012164354.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_003400188.1
OG0003850	XP_031777197.1	XP_003398559.1
OG0003852	XP_031781569.1	XP_003402305.2
OG0003853	XP_016845278.2	XP_003400083.2
OG0003854	XP_031778526.1	XP_012170484.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_003397557.1
OG0003856	XP_001604291.1	XP_003401541.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_003397343.1
OG0003858	XP_031788464.1	XP_003393762.1, XP_012171087.1, XP_012171074.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_003396156.1
OG0003860	XP_001607032.1	NP_001267862.1
OG0003861	XP_031785665.1, XP_016840333.2	XP_003397931.1
OG0003862	XP_031783263.1	XP_003399549.1
OG0003863	XP_008207066.1	XP_012168019.1
OG0003864	XP_001605947.2	XP_003402983.1, XP_012174747.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_003401265.1, XP_003401264.1
OG0003866	XP_001600555.1	XP_003397986.1
OG0003867	XP_001605238.1	XP_020723653.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_012167944.1, XP_003398260.1
OG0003869	XP_031781068.1	XP_003399054.1
OG0003870	NP_001153419.1	XP_003393674.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_016837907.1	XP_012173307.1
OG0003873	XP_016841745.1	XP_012165920.1
OG0003874	XP_016840546.1	XP_012164064.1
OG0003875	XP_008211218.1	XP_003397230.1
OG0003876	XP_001604896.4	XP_012164640.1
OG0003877	XP_001601710.2	XP_003400115.1
OG0003878	XP_008208477.1	XP_012168580.1
OG0003879	NP_001161325.1	XP_012166836.1
OG0003880	XP_031780717.1	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003882	XP_008212464.1	XP_020724190.1
OG0003883	XP_001605850.1	XP_003401855.1
OG0003884	XP_016845791.1	XP_012163849.1
OG0003885	XP_001605890.1	XP_003402476.1
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	XP_012176406.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_020724324.1, XP_012176067.1, XP_020724323.1
OG0003888	XP_016842445.2	XP_003393605.1
OG0003889	XP_001605301.2	XP_012176166.2
OG0003890	XP_016844583.1, XP_031777735.1	XP_020720074.1
OG0003891	XP_016843213.1	XP_020722769.1
OG0003892	XP_008217952.1	XP_003400402.1
OG0003893	XP_001601138.1	XP_003399859.1
OG0003894	XP_003425380.1	XP_003398517.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_003396092.1
OG0003896	XP_001604737.1	XP_012173932.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_012173494.1, XP_012173493.1
OG0003898	XP_001599188.1	XP_003393443.1
OG0003899	XP_016843711.1	XP_003400851.1
OG0003900	XP_001608210.1	XP_003397205.1
OG0003901	XP_031785207.1	XP_003393189.1
OG0003902	XP_008215722.2	XP_012170394.1, XP_020721669.1
OG0003903	XP_031784198.1	XP_012173368.1
OG0003904	XP_031779362.1	XP_012175893.1
OG0003905	XP_008204558.1	XP_012169149.1
OG0003906	XP_001602761.1	XP_003402506.1, XP_012174117.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_003398274.1
OG0003908	XP_031780857.1	XP_003396034.1
OG0003909	NP_001135810.2	XP_003401804.1
OG0003910	XP_008203776.1	XP_003393750.2
OG0003911	XP_001604067.1	XP_012171942.1, XP_012171941.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_012172905.1
OG0003913	XP_016840536.1	XP_003398502.1
OG0003914	XP_001603457.2	XP_003393610.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_012166130.1
OG0003916	XP_016838984.1	XP_003393408.1
OG0003917	XP_016840883.2, XP_031784364.1	XP_020720461.1, XP_003397446.1
OG0003918	XP_001602680.2, XP_001606357.1	XP_012164806.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_003398268.1
OG0003920	XP_031784392.1	XP_003397663.1
OG0003921	XP_001603787.2	XP_020723363.1
OG0003922	XP_031783835.1	XP_003399540.1
OG0003923	XP_001607684.1	XP_012174543.2
OG0003924	XP_001603527.1, XP_032455503.1	XP_003397839.1
OG0003925	XP_032453859.1, XP_016839114.1	XP_003401946.1
OG0003926	XP_016844808.1	XP_003399888.1
OG0003927	XP_001607778.2	XP_012170826.1
OG0003928	XP_031788167.1	XP_012164426.1
OG0003929	XP_001599684.2	XP_012165285.1
OG0003930	NP_001180379.1, XP_031783895.1	XP_003398362.1
OG0003931	XP_031781591.2	XP_003396019.2
OG0003932	XP_032456563.1	XP_003397951.1
OG0003933	XP_001604026.2	XP_012164908.1
OG0003934	XP_001602366.1	XP_012174485.1
OG0003935	XP_001599933.1	XP_003398498.1
OG0003936	NP_001166022.1	XP_012163744.1
OG0003937	XP_001603810.1	XP_020721302.1, XP_012169626.1, XP_012169625.1
OG0003939	XP_031784091.1	XP_003394834.1
OG0003941	XP_001604659.1	XP_020722719.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_003393805.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_003395400.3
OG0003944	XP_016842708.1	XP_003396729.1, XP_012165834.1
OG0003945	XP_001607235.2	XP_012168882.1, XP_003398816.1
OG0003946	XP_001604515.2	XP_003400489.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_020723296.1
OG0003948	XP_008205358.1, XP_001599525.2	XP_003393349.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_020723016.1, XP_020723015.1
OG0003952	XP_008213699.1	XP_020721095.1
OG0003953	XP_016842398.1	XP_003402612.1
OG0003954	XP_031782232.1	XP_003396412.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_003399704.1
OG0003956	XP_001603275.1	XP_003395102.1
OG0003957	XP_032456178.1, XP_008207103.1	XP_003400268.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_003401106.1
OG0003959	XP_031789102.1	XP_003396727.2
OG0003960	XP_016840614.1	XP_012164425.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_003393846.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_003400656.1
OG0003964	XP_031789582.1	XP_012167985.1
OG0003965	XP_001600405.1	XP_003396468.1
OG0003966	XP_008215949.1, XP_032456976.1	XP_012170337.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_012167226.1
OG0003968	XP_031780651.1	XP_003395516.1
OG0003969	XP_003424109.1	XP_003394133.1
OG0003970	XP_008215765.1	XP_003395316.1
OG0003971	XP_016841853.1	XP_020721947.1, XP_012170719.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_003395507.1
OG0003973	XP_016839124.1	XP_012166308.1
OG0003974	XP_001606425.1	XP_003398826.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_003397479.1
OG0003976	XP_008209822.1	XP_003395686.1
OG0003977	XP_003424644.1	XP_012175257.1
OG0003978	XP_008217446.1, XP_008217449.1	XP_012170299.1
OG0003979	XP_016839158.1	XP_012176448.1
OG0003980	XP_016841684.1	XP_012168607.1, XP_003398795.1
OG0003981	XP_001605378.1	XP_012172090.1
OG0003982	XP_001604665.2	XP_003398920.1
OG0003983	XP_016840341.1	XP_003396643.1
OG0003984	XP_016838680.1	XP_003393647.1
OG0003985	XP_016843789.1	XP_020722528.1, XP_020722527.1, XP_003401037.1
OG0003986	XP_008212807.1	XP_003397473.1
OG0003988	XP_016840638.1	XP_020718818.1
OG0003989	XP_001600219.1	XP_003400137.1
OG0003990	XP_001600651.4	XP_012176719.1
OG0003991	XP_031781825.1	XP_003398876.1
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_003401777.1
OG0003994	XP_001606587.2	XP_003394789.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_012176250.1
OG0003996	XP_001599706.1	XP_003395712.1
OG0003997	XP_031787536.1	XP_012165049.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_020721051.1
OG0003999	XP_031784818.1	XP_003399684.1
OG0004000	XP_008208849.1, XP_008208852.1	XP_003402661.1
OG0004002	XP_031780754.1	XP_012168251.1, XP_003398516.2
OG0004003	XP_031778320.1, NP_001128398.1	XP_012174654.1
OG0004004	XP_001605965.2	XP_020724001.1
OG0004006	XP_016841690.1	XP_012171056.1
OG0004007	XP_031778245.1, XP_008210238.1, XP_008210237.1, XP_008210236.1, XP_016843974.1, XP_016843973.1	XP_003393086.1
OG0004008	XP_001599343.1	XP_012167408.1
OG0004009	XP_008214625.2	XP_020722462.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_012172555.1
OG0004011	NP_001128397.1	XP_003399212.1
OG0004013	NP_001123322.2	XP_012166115.1, XP_020719374.1, XP_020719373.1
OG0004014	XP_001604608.1	XP_003399713.1
OG0004016	XP_016840201.1	XP_003398873.1
OG0004018	NP_001153352.1	XP_012169300.1
OG0004019	XP_003428211.1	XP_020718661.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_012167054.1
OG0004021	XP_031788201.1	XP_012167005.1
OG0004022	XP_001602536.2	XP_012176512.1, XP_003394684.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_003400506.1
OG0004024	XP_008215963.3	XP_003396654.1
OG0004025	XP_031780797.1	XP_003396230.1
OG0004026	XP_031785462.1	XP_020723057.1
OG0004027	XP_031788090.1	XP_020720688.1
OG0004028	XP_008208581.2	XP_012168252.2
OG0004029	XP_008203443.1	XP_012173730.1, XP_020723197.1
OG0004030	XP_001605416.2	XP_012171639.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_003393928.1
OG0004032	XP_031789438.1	XP_012164042.1
OG0004033	XP_031778770.1	XP_003394274.1, XP_020724065.1
OG0004034	XP_008202984.2	XP_003400742.1, XP_020722281.1
OG0004035	XP_031777383.1	XP_003403208.1
OG0004036	NP_001154941.1	XP_003393876.2
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_003396838.1
OG0004038	NP_001177683.1	XP_003403073.1
OG0004040	XP_001603862.2	XP_012170900.1
OG0004041	XP_016845251.2	XP_012171653.1
OG0004042	XP_001604213.2	XP_003401807.1
OG0004043	XP_008206874.1	XP_012166231.2
OG0004044	XP_016838165.1	XP_020718486.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_003401353.1
OG0004046	XP_001603173.2	XP_003396012.1
OG0004047	XP_001600592.2	XP_012164903.1
OG0004048	XP_031777304.1, NP_001177864.1	XP_003398806.1
OG0004049	XP_032452297.1	XP_012176084.1
OG0004050	XP_001603020.2	XP_020721615.1, XP_020721614.1
OG0004051	XP_001608249.1	XP_003394896.1
OG0004052	XP_016845489.1	XP_003401084.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_003393744.1
OG0004054	XP_031784005.1, XP_031784006.1	XP_012170345.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_003398182.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_020718827.1
OG0004058	XP_001606271.1	XP_003401058.1
OG0004059	XP_031785059.1	XP_020718261.1, XP_003393428.1
OG0004060	XP_031785744.1	XP_020718960.1
OG0004061	XP_031787694.1	XP_020721814.1
OG0004062	XP_016841399.2	XP_012167630.1, XP_003398023.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_012166325.1
OG0004065	XP_001606507.1	XP_020720826.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_003395266.2
OG0004068	XP_008203406.1	XP_012168628.1
OG0004069	NP_001128396.1	XP_003402198.1
OG0004070	XP_001601722.2	XP_012173752.1
OG0004071	XP_008217957.1	XP_012171968.1, XP_003400961.1
OG0004072	XP_008203027.1	XP_003400785.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_003393173.1
OG0004075	XP_001604692.2	XP_003400562.1
OG0004076	XP_001604296.2	XP_003399094.1
OG0004077	XP_001601474.2	XP_012172747.1
OG0004078	XP_032451739.1, XP_031780405.1	XP_003399539.1
OG0004079	XP_008206303.2	XP_012166312.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_003402662.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_003399802.1
OG0004083	XP_031781602.1	XP_003400805.1
OG0004084	XP_001606474.1	XP_003401482.1
OG0004085	XP_031780572.1	XP_012167921.1
OG0004086	XP_003424817.2	XP_020722495.1, XP_020722491.1
OG0004087	XP_008208483.1	XP_012164199.1, XP_012164198.1
OG0004088	XP_003424439.1	XP_012175923.2
OG0004089	XP_031788431.1	XP_012170846.1
OG0004090	XP_001600099.2	XP_020723299.1
OG0004091	XP_001605789.2	XP_003394884.1
OG0004092	XP_001605784.1	XP_003400758.1
OG0004093	XP_031788454.1	XP_020720880.1, XP_020720873.1
OG0004094	XP_016845931.1	XP_020719489.1
OG0004095	XP_031788697.1	XP_003393076.1
OG0004096	XP_031787923.1	XP_012175672.1, XP_012175673.1
OG0004097	XP_016843925.1	XP_003396351.1
OG0004098	XP_008204870.1	XP_012163287.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_003395065.1
OG0004101	XP_008208094.1	XP_012174460.1, XP_012174458.1
OG0004102	XP_031778512.1	XP_003394728.1
OG0004103	XP_031778279.1	XP_012174910.1
OG0004104	NP_001161331.1	XP_020723275.1
OG0004106	XP_031782439.1	XP_012171343.1, XP_012171346.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_012176353.2
OG0004109	XP_003425769.1	XP_003393417.1
OG0004110	XP_008211643.1	XP_012164278.1, XP_012164279.1, XP_003395753.1
OG0004111	XP_008213931.1	XP_012164684.1
OG0004112	XP_031778438.1	XP_020718499.1
OG0004113	XP_001607422.1	XP_003393702.1
OG0004114	XP_001605199.1	XP_003398524.1
OG0004116	XP_003427220.1	XP_012166590.1
OG0004119	XP_008206880.1	XP_012166433.2
OG0004120	XP_008206649.1, XP_016840794.1	XP_003395561.1
OG0004121	XP_008210584.1	XP_012167853.1
OG0004122	XP_032452805.1	XP_012174223.1
OG0004123	XP_016841709.1	XP_003393425.1, XP_012168306.1
OG0004124	XP_031787946.1	XP_012165163.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_012174848.1, XP_003402996.2
OG0004126	XP_016840014.1	XP_020722289.1
OG0004127	XP_016844205.1	XP_003398102.1, XP_012167798.1
OG0004128	XP_032452038.1	XP_003397134.1
OG0004129	XP_008215324.1	XP_012173007.1
OG0004130	XP_008214637.1	XP_012166413.1
OG0004131	XP_016836927.1	XP_020720084.1
OG0004132	XP_008211679.1	XP_003401966.1
OG0004133	XP_008210128.1	XP_012169042.1
OG0004135	XP_001600181.2	XP_003396731.1
OG0004137	XP_003426654.1	XP_012172424.1
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_012165176.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_012171711.1
OG0004140	XP_032453602.1, NP_001161451.1	XP_003393034.1
OG0004141	XP_003426328.1	XP_003399771.1
OG0004142	XP_031778046.1	XP_020721603.1
OG0004143	XP_031784809.1	XP_012167999.1, XP_003398299.2
OG0004144	XP_001602781.1	XP_012174031.1
OG0004145	XP_016837587.3	XP_020718811.1
OG0004146	XP_008206898.1	XP_003403348.1
OG0004147	XP_001605981.2	XP_012166280.1
OG0004148	XP_016840267.1	XP_020720981.1, XP_020720982.1
OG0004149	XP_016843556.1	XP_003398179.1
OG0004150	NP_001153358.1, XP_031779936.1	XP_012172461.1, XP_012172462.1
OG0004151	XP_001604522.2	XP_003398139.2
OG0004152	XP_008202124.1	XP_020720137.1
OG0004153	XP_032455777.1	XP_020723337.1, XP_012164514.2
OG0004155	XP_001605287.1	XP_020723074.1
OG0004156	XP_008207216.1, XP_008207215.1, XP_003426679.1	XP_003401457.1
OG0004157	XP_008212514.1	XP_020724322.1, XP_020724320.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_012168013.1
OG0004160	XP_031784923.1	XP_020720715.1
OG0004161	XP_016841504.1, XP_003426623.2	XP_012167536.1
OG0004162	XP_031779238.1	XP_020724210.1, XP_012176616.1, XP_012174391.1
OG0004163	XP_001607004.3	XP_003393802.1
OG0004164	XP_031777702.1	XP_003400670.1
OG0004166	XP_003424069.1	XP_003394331.1
OG0004167	XP_031788104.1	XP_012176756.1, XP_003394835.1
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_012176035.1
OG0004169	XP_001602491.2	XP_003396026.1
OG0004170	XP_008202160.1	XP_012166586.1
OG0004171	XP_001602244.1	XP_003394367.1
OG0004172	XP_016840931.1	XP_012163841.1
OG0004173	XP_001600998.4	XP_012166058.1
OG0004174	XP_031785454.1	XP_012173372.1
OG0004175	XP_032454099.1, XP_001605514.1	XP_012172346.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_003394323.1
OG0004178	XP_031779309.1	XP_012168226.1
OG0004179	XP_016845572.1	XP_003400844.1
OG0004180	XP_031778197.1	XP_020723822.1
OG0004181	XP_001601897.1	XP_003394184.1
OG0004182	XP_016843920.1	XP_003398726.1
OG0004183	XP_008210993.1	XP_012165528.2
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_020722790.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_012167202.1
OG0004186	XP_031777165.1	XP_020720479.1
OG0004187	XP_031783322.1	XP_003394769.1
OG0004188	XP_001608003.2	XP_020723709.1
OG0004189	XP_031778818.1	XP_012167045.2
OG0004190	XP_001600658.1	XP_020722912.1
OG0004191	XP_001606740.2	XP_003398465.1
OG0004192	XP_003425426.1	XP_003400220.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_012175598.1
OG0004195	XP_001599294.1	XP_003394594.1
OG0004196	XP_001602923.1	XP_020723514.1
OG0004197	XP_008213962.2	XP_003397401.1
OG0004198	XP_008202155.1	XP_020721038.1
OG0004201	XP_008214961.1	XP_003398075.1
OG0004202	XP_016839855.1	XP_012165266.1
OG0004203	XP_001602445.1	XP_003403369.1
OG0004204	XP_001607098.1	XP_003397565.2
OG0004205	XP_016841539.1	XP_003397822.1
OG0004206	XP_031785002.1	XP_012170998.1
OG0004207	XP_008205463.2	XP_003395104.1
OG0004209	XP_016845478.1	XP_012172545.1
OG0004210	XP_016837841.1	XP_003398285.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_003402694.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_003403337.1
OG0004213	XP_001608222.3	XP_020718841.1
OG0004214	XP_001601026.2	XP_003397651.1
OG0004215	XP_001606189.2, XP_008217818.1	XP_003398239.1, XP_012167744.1
OG0004216	XP_032451799.1	XP_003397214.1
OG0004217	XP_031781741.1	XP_020719140.1, XP_020719141.1
OG0004218	XP_016841537.1	XP_020719122.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_012165630.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_003399525.1, XP_012169968.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_003399673.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_020724296.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_003400393.1
OG0004227	XP_003424088.1, XP_008212644.1	XP_020724078.1, XP_012175886.1
