Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0004885	XP_001600001.1	XP_015171171.1, XP_015171172.1, XP_015171173.1, XP_015171170.1
OG0004887	XP_031778630.1	XP_015185856.1
OG0004888	NP_001153351.1	XP_015191560.1
OG0004889	XP_008206585.1, XP_008206586.1	XP_015181115.1
OG0004890	XP_031787998.1	XP_015177734.1
OG0004891	XP_031780646.1	XP_015180144.1, XP_015180145.1
OG0004892	XP_031783744.1	XP_015190557.1
OG0004893	XP_003426764.1	XP_015191706.1
OG0004894	XP_032451976.1	XP_015185093.1
OG0004895	XP_008215389.1	XP_015183727.1
OG0004896	XP_008203538.1	XP_015185044.1, XP_015185046.1, XP_015185045.1
OG0004897	XP_001606628.2	XP_015188414.1
OG0004898	XP_008210350.1, XP_001602301.1, XP_008210349.1, XP_032454026.1, XP_032454027.1	XP_015184291.1
OG0004899	XP_008207179.1	XP_015182351.1
OG0004900	XP_008207965.1	XP_015188073.1
OG0004901	XP_008212072.2	XP_015185927.1, XP_015176071.1
OG0004903	XP_031779168.1	XP_015172342.1
OG0004904	XP_001603241.1	XP_015184319.1
OG0004905	XP_001606997.2	XP_015184336.1
OG0004906	XP_032452827.1, XP_008217763.1	XP_015176715.1
OG0004908	XP_031786582.1	XP_015186462.1
OG0004909	XP_031787964.1, XP_001608073.2, XP_031787963.1	XP_015175514.1
OG0004910	XP_031780189.1	XP_015172657.1
OG0004911	XP_016844422.1, XP_032454603.1	XP_015181090.1
OG0004912	XP_008204809.1	XP_015180204.1
OG0004913	XP_001604986.1	XP_015191022.1
OG0004914	XP_031780432.1, XP_031780433.1	XP_015183260.1
OG0004915	XP_008207310.1, NP_001153390.1, XP_032455891.1	XP_015189187.1, XP_015189188.1
OG0004916	XP_001607515.2	XP_015178372.1
OG0004918	XP_031784750.1, XP_031784749.1, XP_031784751.1	XP_015171543.1, XP_015171544.1
OG0004919	XP_031788275.1	XP_015181772.1, XP_015181774.1, XP_015181773.1
OG0004920	XP_008204117.1	XP_015188022.1
OG0004922	XP_031786799.1	XP_015174122.1
OG0004924	XP_031780195.1	XP_015186102.1
OG0004925	XP_031789552.2	XP_015189717.1
OG0004926	XP_008206935.1	XP_015190449.1
OG0004927	XP_031786255.1	XP_015185255.1
OG0004928	NP_001136341.1	XP_015176586.1
OG0004929	XP_008216434.1	XP_015183106.1
OG0004930	XP_001603176.1	XP_015179569.1
OG0004931	XP_001606922.2	XP_015173557.1
OG0004932	XP_031777342.1	XP_015175163.1
OG0004934	XP_031784905.1	XP_015179762.1, XP_015179766.1
OG0004935	XP_003426910.1	XP_015186493.1
OG0004936	XP_008212063.1	XP_015182153.1
OG0004937	NP_001234901.1, XP_008206779.1	XP_015188496.1
OG0004938	XP_016845288.1, XP_031786157.1	XP_015187933.1
OG0004939	XP_031777073.1	XP_015175056.1
OG0004940	XP_031788434.1	XP_015191286.1, XP_015191285.1
OG0004941	XP_003427381.1	XP_015178935.1, XP_015178936.1
OG0004942	XP_001606500.1	XP_015188343.1
OG0004943	XP_001602060.1	XP_015184117.1
OG0004944	XP_003423990.1	XP_015173411.1
OG0004945	XP_008213038.1	XP_015177409.1
OG0004946	XP_031781801.1, XP_031781800.1	XP_015184742.1, XP_015184743.1
OG0004947	XP_001603990.3	XP_015185039.1, XP_015185038.1
OG0004949	XP_016837941.1, XP_003427169.1	XP_015172444.1
OG0004950	XP_001599953.1	XP_015173205.1, XP_015173204.1
OG0004951	XP_031786631.1, XP_031786632.1	XP_015179501.1
OG0004952	XP_003425408.2	XP_015178718.1
OG0004954	XP_016840939.2	XP_015189280.1
OG0004957	XP_031783231.1, XP_031783232.1	XP_015180496.1
OG0004959	XP_016845759.1, XP_031787529.1, XP_016845758.1, XP_008210824.1	XP_015191155.1
OG0004961	XP_031782411.1, XP_032453926.1, XP_031782413.1	XP_015187804.1
OG0004963	XP_001600367.1	XP_015174388.1, XP_015174127.1
OG0004965	XP_031786475.1	XP_015175715.1, XP_015175714.1, XP_015175716.1, XP_015175717.1, XP_015175718.1
OG0004966	XP_031787913.1, XP_031786888.1, XP_031787255.1	XP_015171770.1
OG0004967	XP_001603348.1, XP_008213520.1, XP_008203014.1	XP_015187739.1
OG0004968	XP_031778835.1, XP_031778834.1	XP_015177450.1, XP_015177448.1
OG0004969	XP_008204907.1, XP_016837411.1, XP_008208586.1	XP_015184011.1
OG0004976	XP_001599538.1	XP_015183433.1
OG0004977	NP_001153342.1, XP_032453927.1	XP_015174409.1
OG0004978	XP_001599253.1, XP_031778271.1	XP_015186199.1
OG0004979	XP_001602648.2	XP_015175719.1
OG0004980	XP_001607385.1	XP_015177177.1
OG0004981	XP_003424606.1	XP_015172625.1
OG0004982	XP_001600508.1	XP_015182765.1
OG0004983	XP_001600269.1	XP_015179645.1
OG0004984	XP_016844200.1	XP_015186018.1
OG0004985	XP_031778330.1	XP_015171081.1
OG0004986	XP_003427555.1	XP_015185666.1
OG0004988	NP_001165807.1, XP_032454657.1	XP_015172669.1
OG0004989	XP_032457395.1	XP_015191848.1
OG0004990	XP_008214078.1	XP_015173770.1
OG0004991	NP_001164372.1, XP_008207906.1	XP_015171830.1
OG0004992	XP_001600258.1	XP_015185826.1, XP_015185834.1
OG0004993	XP_001603892.1	XP_015186619.1
OG0004994	XP_031784820.1	XP_015191154.1
OG0004995	XP_031784168.1	XP_015186540.1
OG0004996	XP_032454906.1	XP_015178043.1
OG0004997	NP_001165799.1	XP_015172034.1
OG0004998	XP_008214297.1	XP_015172728.1
OG0004999	XP_001599218.1	XP_015179631.1
OG0005000	XP_001607014.1	XP_015177089.1, XP_015177088.1
OG0005001	XP_031782860.1	XP_015173784.1
OG0005003	XP_008204832.1	XP_015188731.1
OG0005004	NP_001137380.1	XP_015176388.1
OG0005005	XP_001606993.1	XP_015191634.1
OG0005006	XP_001604440.1	XP_015172021.1
OG0005007	XP_032456998.1	XP_015180879.1
OG0005008	XP_001607764.1	XP_015181200.1
OG0005009	XP_001608274.2	XP_015186379.1
OG0005010	XP_032455064.1, XP_003427333.1, XP_031786578.1	XP_015186807.1
OG0005011	XP_001607664.1	XP_015182646.1
OG0005012	XP_016844884.1, XP_031788469.1	XP_015185510.1
OG0005013	XP_008212564.1	XP_015174856.1
OG0005014	XP_001606393.1	XP_015184447.1
OG0005015	XP_008203781.1, XP_031782603.1	XP_015178364.1
OG0005016	NP_001123294.1, XP_008213375.1, XP_032452123.1	XP_015187953.1
OG0005017	NP_001177676.1	XP_015179965.1
OG0005018	XP_001603001.1	XP_015171749.1
OG0005019	XP_031778414.1	XP_015179533.1
OG0005020	XP_031778054.1	XP_015181001.1
OG0005021	XP_001605234.1	XP_015179942.1
OG0005022	XP_001601425.1	XP_015184688.1
OG0005023	XP_001604510.2	XP_015180744.1
OG0005024	XP_031780288.1, XP_001604019.1	XP_015190997.1
OG0005025	XP_001606045.1	XP_015172982.1
OG0005027	XP_032453256.1	XP_015186588.1
OG0005028	XP_032457930.1	XP_015187077.1
OG0005029	XP_003427377.2	XP_015187837.1
OG0005030	XP_003427502.1	XP_015171933.1
OG0005031	XP_008211532.1	XP_015181736.1
OG0005032	XP_031783410.1	XP_015171462.1
OG0005033	XP_001599216.1	XP_015174221.1
OG0005034	XP_001605139.1	XP_015173960.1, XP_015173962.1
OG0005035	XP_001607910.1	XP_015171815.1
OG0005036	XP_001608280.1	XP_015174695.1, XP_015174694.1
OG0005037	XP_001599489.1, XP_032455881.1	XP_015191658.1
OG0005038	NP_001165813.1	XP_015188884.1
OG0005039	XP_016838466.1	XP_015175281.1
OG0005041	XP_001604962.1	XP_015175954.1
OG0005042	XP_001605914.1	XP_015182631.1
OG0005043	XP_003425770.1	XP_015174682.1
OG0005044	XP_001607442.1	XP_015178544.1
OG0005045	XP_031776713.1	XP_015183231.1
OG0005046	XP_001605752.1	XP_015188476.1
OG0005047	XP_001606050.2	XP_015184918.1
OG0005048	XP_008215844.1, XP_001608071.1, XP_032456945.1	XP_015180200.1
OG0005049	XP_008212584.1	XP_015181601.1
OG0005050	NP_001162018.1	XP_015176974.1
OG0005051	NP_001177940.1, XP_031784329.1	XP_015176447.1
OG0005052	XP_016840273.1	XP_015171816.1
OG0005053	XP_016842967.1	XP_015187433.1
OG0005054	NP_001161450.1	XP_015191349.1
OG0005055	XP_001601243.2	XP_015178056.1, XP_015178057.1
OG0005056	XP_016839549.1	XP_015183822.1
OG0005057	XP_001602817.1, XP_032454814.1	XP_015184936.1
OG0005058	XP_003425433.1	XP_015181086.1
OG0005059	XP_001601321.1	XP_015179803.1
OG0005061	NP_001165812.1, XP_031786087.1	XP_015188396.1
OG0005062	XP_001599414.1	XP_015185806.1
OG0005063	XP_031785077.1	XP_015183661.1
OG0005064	XP_003425963.1	XP_015180012.1
OG0005065	XP_003426797.1, XP_001605674.1	XP_015187788.1
OG0005067	XP_031779649.1	XP_015171183.1
OG0005068	XP_001600921.1	XP_015184448.1
OG0005069	XP_001607840.1	XP_015173016.1, XP_015173017.1
OG0005070	XP_001603169.1	XP_015172838.1
OG0005071	XP_031785992.1	XP_015171507.1
OG0005072	XP_001606088.1	XP_015191175.1
OG0005073	XP_001607942.3	XP_015180984.1
OG0005074	XP_031787486.1, NP_001165853.1	XP_015187318.1
OG0005075	XP_031787966.1	XP_015187314.1
OG0005076	XP_008209109.1	XP_015180949.1, XP_015189859.1
OG0005077	XP_001605391.1	XP_015174190.1
OG0005078	XP_001607756.1	XP_015184721.1
OG0005079	XP_001607864.1	XP_015173593.1
OG0005080	XP_016843984.1, XP_031781945.1	XP_015176741.1
OG0005081	XP_008204449.1	XP_015189163.1
OG0005082	XP_008207353.1	XP_015177853.1
OG0005083	XP_008202848.1, XP_031777726.1	XP_015174600.1
OG0005084	XP_032455308.1	XP_015175125.1
OG0005085	XP_031776682.1	XP_015185081.1
OG0005086	XP_001603812.2	XP_015180833.1
OG0005087	XP_031777163.1	XP_015190826.1
OG0005088	XP_001603484.1, XP_016840407.1	XP_015189153.1
OG0005089	XP_001604005.2	XP_015187646.1
OG0005090	XP_032451649.1, NP_001165826.1	XP_015190430.1
OG0005091	XP_001607591.1	XP_015185518.1
OG0005092	XP_001606084.1	XP_015175607.1
OG0005093	NP_001161321.1	XP_015186173.1
OG0005094	XP_001606809.2	XP_015186152.1, XP_015186237.1, XP_015186065.1
OG0005096	XP_001606178.1	XP_015190120.1
OG0005097	XP_001603660.1	XP_015179049.1
OG0005098	XP_008202586.1	XP_015187160.1
OG0005099	XP_032455799.1, XP_031784478.1	XP_015178064.1
OG0005100	XP_001600260.1	XP_015182398.1
OG0005101	XP_001603760.3	XP_015185951.1
OG0005102	XP_001604129.1	XP_015184341.1
OG0005103	XP_032458171.1, XP_008202899.1	XP_015171306.1
OG0005104	XP_001601920.1	XP_015189234.1
OG0005105	XP_001602872.2	XP_015171823.1
OG0005106	NP_001165791.1	XP_015185211.1
OG0005107	XP_001600402.1	XP_015176816.1, XP_015176817.1, XP_015176818.1, XP_015176819.1
OG0005108	XP_001600835.1	XP_015171392.1
OG0005109	XP_001600438.1	XP_015182457.1
OG0005110	XP_001607375.1	XP_015176806.1
OG0005111	XP_008203004.1	XP_015190825.1
OG0005112	XP_003427651.1	XP_015171307.1
OG0005113	XP_001603547.2	XP_015171940.1, XP_015171939.1, XP_015171938.1
OG0005114	XP_001599849.2	XP_015178924.1
OG0005116	NP_001165781.1	XP_015180606.1
OG0005117	XP_008217663.1	XP_015191160.1
OG0005118	XP_031778903.1	XP_015185620.1
OG0005119	XP_003428006.1	XP_015185233.1
OG0005120	XP_003424082.1, XP_016837459.1	XP_015174401.1
OG0005121	XP_001604756.1	XP_015172093.1
OG0005122	XP_031786273.1	XP_015179448.1
OG0005123	XP_001600995.1	XP_015184160.1
OG0005124	XP_003424029.1	XP_015175413.1, XP_015175569.1
OG0005125	XP_001604206.2	XP_015171032.1
OG0005126	XP_031780197.1	XP_015188395.1
OG0005127	XP_001599879.1	XP_015189369.1
OG0005128	NP_001123254.1	XP_015189532.1
OG0005129	XP_016838159.1	XP_015179415.1
OG0005130	XP_016845037.2	XP_015174167.1, XP_015174158.1
OG0005131	XP_016841208.1	XP_015179147.1
OG0005132	XP_003425595.1	XP_015187231.1
OG0005133	XP_008205582.2	XP_015178060.1
OG0005134	XP_001605859.2	XP_015180895.1
OG0005135	XP_003426545.1	XP_015185645.1
OG0005136	NP_001161250.1, XP_032455984.1	XP_015180476.1
OG0005137	XP_008215817.1	XP_015188867.1
OG0005138	XP_008215388.1, XP_032451929.1, XP_032451928.1	XP_015181112.1
OG0005139	XP_001602891.2	XP_015185385.1
OG0005140	XP_001601716.1	XP_015176945.1
OG0005141	XP_032457855.1	XP_015181624.1
OG0005142	XP_032454740.1, XP_008214609.1	XP_015179516.1
OG0005143	NP_001127797.1	XP_015190956.1
OG0005145	XP_001603806.1	XP_015177975.1
OG0005146	XP_001601796.1	XP_015175992.1
OG0005147	XP_016840590.1	XP_015183087.1
OG0005149	XP_001606142.2	XP_015180240.1
OG0005150	XP_016837793.1	XP_015188028.1
OG0005151	XP_016845004.1, XP_016845003.1, XP_031776688.1	XP_015181996.1
OG0005152	XP_031780350.1	XP_015191631.1
OG0005153	XP_016844885.1	XP_015187470.1
OG0005154	XP_008214205.1, XP_001606389.2	XP_015179815.1
OG0005155	XP_001608075.1, XP_032452918.1	XP_015189440.1
OG0005156	XP_008212660.1	XP_015183758.1, XP_015183837.1
OG0005157	XP_031781458.1, XP_031781457.1, XP_031781456.1	XP_015175452.1
OG0005158	XP_031789588.1	XP_015180230.1
OG0005159	XP_032451700.1	XP_015190877.1
OG0005160	NP_001177859.1	XP_015171342.1
OG0005161	XP_031785640.1	XP_015184563.1
OG0005162	XP_031787656.1	XP_015181127.1
OG0005163	XP_008206043.1	XP_015177422.1
OG0005164	XP_008216745.1, XP_032451844.1	XP_015180055.1
OG0005165	XP_008205165.1	XP_015188334.1, XP_015188333.1
OG0005166	XP_001607478.1	XP_015181918.1, XP_015181917.1
OG0005167	XP_001602153.1	XP_015190630.1
OG0005168	XP_031785549.1	XP_015190910.1
OG0005169	XP_001606988.3	XP_015190250.1
OG0005170	XP_001604505.1	XP_015175746.1
OG0005171	XP_003426138.1, XP_032455614.1	XP_015183287.1
OG0005172	XP_001603644.1	XP_015176278.1
OG0005173	XP_008208756.1	XP_015172659.1
OG0005174	XP_031778965.1	XP_015183483.1
OG0005175	XP_001600176.1	XP_015190933.1
OG0005176	XP_001602349.1	XP_015185869.1
OG0005177	XP_008204355.1	XP_015174914.1
OG0005178	XP_001606475.1	XP_015178124.1
OG0005179	XP_008215428.1, XP_001606904.1	XP_015178940.1
OG0005180	XP_031779462.1	XP_015182193.1
OG0005181	XP_031777886.1	XP_015183155.1
OG0005182	XP_001606781.2	XP_015189134.1
OG0005183	XP_031788932.1	XP_015181807.1
OG0005185	XP_001603974.1	XP_015187186.1
OG0005186	XP_031788522.1	XP_015174109.1
OG0005187	XP_001603568.1	XP_015185013.1
OG0005188	XP_001599238.2	XP_015172428.1
OG0005189	XP_003424456.1	XP_015173320.1
OG0005190	XP_008201940.1	XP_015177004.1
OG0005191	XP_031779638.1	XP_015175404.1
OG0005192	XP_031779357.1	XP_015177636.1, XP_015177634.1, XP_015177635.1
OG0005193	XP_008214833.1	XP_015188351.1
OG0005194	XP_008212659.1	XP_015183969.1, XP_015184059.1, XP_015184147.1
OG0005195	XP_031782855.1	XP_015182925.1
OG0005197	XP_008214700.1	XP_015187923.1
OG0005198	XP_001607236.2	XP_015177407.1
OG0005199	XP_031781619.1	XP_015188720.1
OG0005200	XP_001606961.1	XP_015178226.1
OG0005201	XP_001599485.2	XP_015187624.1
OG0005202	XP_016843074.2	XP_015182427.1
OG0005203	XP_032456541.1	XP_015187180.1
OG0005204	XP_016844249.1	XP_015181468.1
OG0005205	XP_008205329.1	XP_015172095.1
OG0005206	XP_008217123.1	XP_015174010.1
OG0005207	XP_031778931.1	XP_015177790.1
OG0005208	XP_001602371.1	XP_015176684.1
OG0005209	XP_008206177.1, XP_001603554.1	XP_015182056.1
OG0005210	XP_001603543.1, XP_032456458.1	XP_015182540.1, XP_015185003.1
OG0005211	XP_001603653.2	XP_015179760.1
OG0005212	XP_032455858.1	XP_015177791.1
OG0005213	XP_003424841.1	XP_015176555.1
OG0005214	XP_001608049.2	XP_015177908.1
OG0005215	XP_031779123.1	XP_015177387.1
OG0005216	XP_016837580.1	XP_015182528.1
OG0005217	XP_001605081.1	XP_015182609.1
OG0005218	XP_031780134.1	XP_015183303.1
OG0005219	XP_031781978.1	XP_015189007.1
OG0005220	XP_031780284.1	XP_015177795.1
OG0005221	XP_016838293.1	XP_015180368.1
OG0005222	XP_001603788.1	XP_015180821.1
OG0005223	XP_016839671.1, XP_016839668.1	XP_015187790.1
OG0005224	XP_001603345.2	XP_015182284.1
OG0005225	XP_008211767.1	XP_015176208.1
OG0005226	XP_008209380.1	XP_015183878.1
OG0005227	NP_001127916.1	XP_015173759.1
OG0005229	XP_001606001.2	XP_015190795.1, XP_015190798.1
OG0005230	XP_001608270.1	XP_015185560.1
OG0005231	NP_001135860.1, XP_031778347.1	XP_015171318.1
OG0005232	XP_032452727.1	XP_015184707.1
OG0005233	XP_001606947.1	XP_015188335.1
OG0005234	XP_031780997.1	XP_015177559.1
OG0005235	XP_001599924.1	XP_015184792.1
OG0005236	XP_001608202.1	XP_015176123.1
OG0005237	XP_016837104.2, XP_031784288.1	XP_015178150.1
OG0005238	NP_001123265.1	XP_015187132.1
OG0005239	XP_008216991.1	XP_015176077.1
OG0005240	XP_016843601.1	XP_015172613.1
OG0005242	XP_031783734.1	XP_015180553.1
OG0005243	XP_001606064.1	XP_015184838.1
OG0005244	XP_031787633.1	XP_015171465.1, XP_015171464.1
OG0005245	XP_031784691.1, XP_016841944.1, XP_032455988.1	XP_015178799.1
OG0005246	XP_001603291.1	XP_015187236.1
OG0005247	XP_031780491.1, XP_031780492.1	XP_015180138.1, XP_015180137.1
OG0005248	XP_031779089.1	XP_015182742.1
OG0005249	XP_001599449.2, XP_031781850.1	XP_015173598.1
OG0005250	XP_031786347.1, XP_008214997.1	XP_015186113.1, XP_015186148.1
OG0005251	XP_016837942.1	XP_015186251.1
OG0005252	XP_001606296.2	XP_015176602.1
OG0005253	NP_001153448.1	XP_015180206.1, XP_015180207.1
OG0005254	XP_001603399.1	XP_015186088.1, XP_015186090.1
OG0005255	XP_032453210.1	XP_015172751.1
OG0005256	XP_016838193.1	XP_015189045.1
OG0005257	XP_031789355.2, NP_001153472.1	XP_015174397.1
OG0005258	XP_032452739.1, XP_031779229.1, XP_031779230.1	XP_015186035.1
OG0005259	XP_016841256.1	XP_015184152.1, XP_015184143.1
OG0005260	XP_001607797.1	XP_015172414.1
OG0005261	XP_001607159.1, XP_016845194.2	XP_015187446.1
OG0005262	XP_031789323.1	XP_015189803.1
OG0005263	XP_016839598.1	XP_015187027.1
OG0005264	XP_008208736.1	XP_015191198.1
OG0005265	XP_031782513.1, XP_031782514.1	XP_015190131.1
OG0005266	XP_016841401.1	XP_015186996.1, XP_015186997.1
OG0005268	XP_001601556.1	XP_015178708.1, XP_015178717.1
OG0005269	XP_008209906.1	XP_015173794.1
OG0005270	XP_032455694.1	XP_015179881.1
OG0005271	XP_031777310.1	XP_015175945.1
OG0005272	XP_016840178.1, NP_001122407.2	XP_015179170.1
OG0005273	XP_001604014.2	XP_015179364.1
OG0005274	XP_001604219.1	XP_015177753.1
OG0005275	XP_031778748.1	XP_015174879.1
OG0005276	XP_003425231.2	XP_015171501.1
OG0005277	XP_008202732.1	XP_015176932.1, XP_015176931.1
OG0005278	XP_001605839.1	XP_015175961.1
OG0005279	XP_031782517.1	XP_015188540.1
OG0005280	XP_016841506.3	XP_015173197.1
OG0005281	XP_003425376.1	XP_015191010.1
OG0005282	XP_001600098.3	XP_015188285.1
OG0005283	XP_016843462.1	XP_015185034.1
OG0005284	XP_031781291.1	XP_015187489.1
OG0005285	XP_031789428.1	XP_015181303.1
OG0005286	XP_001601375.2	XP_015172950.1
OG0005287	XP_008207077.1	XP_015188060.1
OG0005289	XP_001599624.1, XP_008212845.1, XP_032453151.1, XP_032453145.1, XP_032453158.1, XP_003424962.1	XP_015184159.1
OG0005290	XP_016838826.1	XP_015183541.1
OG0005291	XP_001607441.1	XP_015172133.1
OG0005292	XP_031777546.1	XP_015188237.1
OG0005294	XP_031777081.1	XP_015188961.1
OG0005295	XP_001607096.1	XP_015176937.1
OG0005296	XP_001606397.2	XP_015178093.1
OG0005297	XP_001606747.1, XP_032456492.1	XP_015171923.1
OG0005298	XP_008206396.1	XP_015178054.1
OG0005299	XP_001606869.2	XP_015184941.1
OG0005300	XP_001599553.2	XP_015175298.1
OG0005301	XP_001600214.3	XP_015187760.1
OG0005302	XP_001607437.2, XP_031778176.1, XP_032452343.1	XP_015180111.1
OG0005303	XP_031776918.1, XP_003427730.1	XP_015182901.1
OG0005304	XP_001602967.1	XP_015174854.1
OG0005305	XP_016845187.1	XP_015172175.1
OG0005306	XP_031780356.1	XP_015172000.1
OG0005307	XP_031786859.1	XP_015186831.1
OG0005308	XP_008210102.1	XP_015173964.1
OG0005309	XP_008203573.1	XP_015185481.1
OG0005310	XP_031787353.1	XP_015187449.1
OG0005311	XP_001604530.2	XP_015186906.1
OG0005312	NP_001135856.1	XP_015181933.1
OG0005313	XP_031785238.1	XP_015180330.1
OG0005314	XP_003423895.1	XP_015185402.1
OG0005315	XP_008204333.1	XP_015175912.1
OG0005317	XP_032453519.1, XP_031778916.1	XP_015185421.1
OG0005318	XP_001605865.2	XP_015171636.1
OG0005319	XP_031777010.1	XP_015174653.1
OG0005320	XP_001606002.2	XP_015185667.1
OG0005321	XP_016836675.2	XP_015191419.1
OG0005322	XP_001605904.1	XP_015183713.1
OG0005323	XP_001600696.3	XP_015189368.1
OG0005324	XP_008203975.1	XP_015171426.1
OG0005325	XP_032452452.1	XP_015182711.1
OG0005328	XP_001605406.1	XP_015182802.1
OG0005329	XP_001606258.1	XP_015172612.1
OG0005330	XP_008217209.1	XP_015171469.1
OG0005331	XP_016842452.1	XP_015189680.1
OG0005332	XP_008217755.1	XP_015181412.1
OG0005333	XP_008215919.1	XP_015189482.1
OG0005334	XP_016843775.1	XP_015191407.1
OG0005335	XP_008215763.1	XP_015179333.1
OG0005336	XP_001604130.1	XP_015176457.1
OG0005337	XP_016845616.1	XP_015171817.1
OG0005338	XP_001603553.1	XP_015175566.1
OG0005339	XP_001605134.2	XP_015191541.1
OG0005340	XP_008215215.1	XP_015179343.1
OG0005341	XP_008212952.1	XP_015185141.1
OG0005342	XP_008215390.1	XP_015171243.1
OG0005343	XP_001603687.1	XP_015173530.1
OG0005344	XP_003427022.2	XP_015188996.1
OG0005345	XP_031788139.1	XP_015184724.1
OG0005346	XP_001599139.2	XP_015180775.1
OG0005347	NP_001130004.1	XP_015173276.1
OG0005348	XP_003423901.1	XP_015185253.1
OG0005349	XP_003425285.1	XP_015178487.1
OG0005350	XP_001607522.2	XP_015183055.1
OG0005351	XP_001603023.1	XP_015189215.1
OG0005352	XP_008209281.1	XP_015174507.1
OG0005353	XP_008205553.1	XP_015182632.1
OG0005354	XP_031777176.1	XP_015184185.1
OG0005355	XP_031785766.1	XP_015189511.1
OG0005356	XP_001601505.1	XP_015180871.1
OG0005357	XP_031787007.1	XP_015188247.1
OG0005358	XP_031779579.1	XP_015185347.1
OG0005359	XP_031785147.1, XP_008211559.1, XP_001606538.2	XP_015176615.1
OG0005360	XP_031789409.1	XP_015183120.1
OG0005361	XP_032454905.1	XP_015191451.1
OG0005362	XP_001601934.2	XP_015178450.1
OG0005363	XP_031777748.1	XP_015184169.1
OG0005364	XP_016842830.1, XP_031779774.1	XP_015171965.1
OG0005365	XP_001601538.2, XP_016844660.1	XP_015187342.1
OG0005366	XP_001608077.2	XP_015174909.1
OG0005367	XP_016844711.2	XP_015188695.1
OG0005368	XP_001606934.1	XP_015176547.1
OG0005369	XP_001605972.1	XP_015180086.1
OG0005370	XP_003428106.1	XP_015173899.1
OG0005371	XP_031785341.1, XP_031785340.1	XP_015181516.1
OG0005372	XP_001601359.1	XP_015174912.1
OG0005373	XP_001600320.1	XP_015186204.1
OG0005374	XP_001602671.1	XP_015188078.1
OG0005375	XP_031787621.1, XP_031787623.1	XP_015178217.1
OG0005376	XP_031779617.1	XP_015188446.1, XP_015189350.1
