Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0003718	XP_001603068.1	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1
OG0003719	XP_001606749.1	XP_035718953.1
OG0003720	XP_016841764.1, XP_008202288.1	XP_035732272.1
OG0003721	XP_001600543.1	XP_035722954.1
OG0003722	XP_032453526.1, XP_001601099.1	XP_035738704.1, XP_035738703.1
OG0003723	XP_008212951.1	XP_035717773.1
OG0003724	XP_001605817.1	XP_035727824.1, XP_035727823.1, XP_035727819.1
OG0003725	XP_031778163.1	XP_035719046.1, XP_035719045.1, XP_035719044.1
OG0003726	XP_001607950.1	XP_035728449.1
OG0003727	XP_001604648.1	XP_035735509.1
OG0003728	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1	XP_035732527.1
OG0003729	NP_001165817.1	XP_035733295.1
OG0003730	XP_031779611.1	XP_035738775.1
OG0003731	NP_001136338.1, XP_032452207.1	XP_035743407.1
OG0003732	XP_001605620.1	XP_035734415.1, XP_035734416.1
OG0003734	XP_003426810.1	XP_035735853.1, XP_035735854.1, XP_035735852.1
OG0003735	XP_001603196.1	XP_035736167.1
OG0003736	XP_016837945.1, XP_008207768.1	XP_035735508.1
OG0003737	XP_001605527.1	XP_035741238.1
OG0003738	XP_031785779.1	XP_035730686.1
OG0003739	XP_001605411.1	XP_035725732.1
OG0003740	XP_001605472.1	XP_035721572.1
OG0003741	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1	XP_035735375.1
OG0003742	XP_016840917.1	XP_035725097.1
OG0003743	XP_001606968.1	XP_035720548.1
OG0003744	XP_032455966.1, NP_001165784.1	XP_035735640.1
OG0003745	NP_001153403.1	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1
OG0003746	XP_001599582.1	XP_035740276.1
OG0003747	XP_032455406.1, XP_001606518.1, XP_032455407.1	XP_035738972.1
OG0003748	XP_003425664.1	XP_035719469.1
OG0003749	XP_003425452.1	XP_035732500.1
OG0003750	XP_031785797.1	XP_035719685.1
OG0003751	NP_001128392.1	XP_035742636.1
OG0003752	NP_001165811.1	XP_035719151.1
OG0003754	XP_031779547.1	XP_035726957.1
OG0003755	XP_001605487.1	XP_035732404.1
OG0003756	XP_001601418.1	XP_035720659.1
OG0003757	XP_032456308.1	XP_035733637.1
OG0003758	XP_031783741.1	XP_035739827.1
OG0003759	XP_001600819.1	XP_035719760.1
OG0003760	XP_001601236.1	XP_035722648.1
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_035741208.1
OG0003762	XP_031788281.1	XP_035721898.1
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	XP_035736789.1
OG0003764	XP_016837609.1, XP_001604540.1	XP_035743928.1
OG0003765	XP_001604071.1	XP_035720698.1
OG0003766	XP_016839508.1, XP_032454577.1	XP_035741958.1
OG0003767	XP_031778143.1	XP_035729971.1, XP_035730134.1
OG0003768	XP_001604061.2	XP_035724873.1, XP_035724874.1
OG0003769	XP_001607961.1	XP_035734481.1
OG0003770	XP_031783415.1	XP_035732680.1
OG0003771	XP_031780016.1, XP_008209166.1	XP_035727612.1, XP_035727611.1, XP_035727610.1
OG0003772	XP_031780634.1	XP_035717352.1
OG0003773	NP_001123227.2, XP_032452231.1	XP_035732447.1
OG0003774	XP_008206451.1	XP_035736354.1
OG0003775	NP_001165855.1	XP_035735219.1, XP_035735220.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_035718985.1
OG0003777	XP_001604266.2	XP_035731567.1
OG0003778	XP_008213457.1	XP_035726602.1
OG0003779	NP_001193394.1	XP_035717771.1
OG0003780	XP_001601189.1	XP_035739526.1
OG0003781	XP_031777711.1	XP_035721564.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_035723121.1
OG0003783	XP_003424590.1	XP_035743190.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_035732109.1
OG0003785	XP_001601340.1	XP_035725080.1
OG0003786	XP_016840948.1	XP_035721979.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	XP_035731861.1
OG0003788	XP_001607821.1	XP_035734594.1
OG0003789	XP_001601517.1	XP_035728477.1
OG0003790	XP_001603914.1	XP_035717858.1, XP_035717859.1, XP_035717857.1
OG0003791	XP_008213933.1	XP_035734129.1
OG0003792	XP_001605413.2	XP_035738407.1
OG0003793	XP_001602925.1	XP_035737994.1
OG0003794	NP_001153353.1	XP_035718533.1
OG0003795	XP_032456539.1	XP_035718982.1, XP_035718981.1
OG0003796	XP_031783809.1	XP_035733545.1
OG0003797	XP_001602197.2	XP_035719902.1
OG0003798	XP_031783017.1	XP_035731086.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_035737933.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_035741846.1
OG0003801	XP_001599319.1	XP_035735252.1
OG0003802	XP_001604230.2	XP_035728149.1
OG0003803	XP_031788140.1	XP_035724971.1
OG0003804	XP_003426743.1	XP_035719615.1
OG0003805	XP_001607288.1	XP_035724681.1, XP_035724680.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_035723193.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_035735552.1
OG0003808	XP_001606160.1	XP_035727605.1, XP_035744048.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_035720850.1, XP_035720849.1
OG0003810	XP_001604861.1	XP_035742145.1, XP_035742144.1, XP_035742147.1
OG0003811	XP_008207078.1	XP_035728879.1
OG0003812	XP_031783154.1	XP_035728413.1
OG0003813	XP_001606928.1	XP_035742745.1, XP_035742744.1
OG0003814	XP_016841804.1	XP_035720868.1
OG0003815	XP_001602322.2	XP_035735905.1, XP_035735904.1
OG0003816	XP_003428128.1	XP_035731093.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_035738918.1
OG0003818	XP_008206442.3	XP_035719142.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_035735161.1
OG0003820	XP_031787655.1	XP_035743778.1
OG0003821	XP_001601553.2	XP_035718217.1
OG0003823	XP_031778983.1	XP_035729097.1
OG0003824	NP_001153434.1	XP_035721941.1, XP_035721940.1
OG0003825	XP_003424194.1	XP_035737088.1
OG0003826	XP_032451675.1	XP_035725871.1
OG0003827	XP_016841753.1	XP_035726669.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_035740971.1
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_035728371.1
OG0003830	XP_016837820.1	XP_035726771.1
OG0003831	XP_031779324.1	XP_035735598.1, XP_035735599.1
OG0003832	XP_031778420.1	XP_035730088.1
OG0003833	XP_001600494.1	XP_035731786.1
OG0003834	XP_008212721.1	XP_035731104.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_035727550.1
OG0003836	XP_032456101.1, XP_032457055.1	XP_035742747.1, XP_035742754.1
OG0003837	XP_008214220.1	XP_035734909.1
OG0003838	XP_001606444.1	XP_035739876.1
OG0003839	XP_003423935.1	XP_035717427.1
OG0003840	XP_003427139.1	XP_035728110.1, XP_035728109.1
OG0003841	XP_003425269.1	XP_035718343.1, XP_035718344.1
OG0003842	XP_016844354.1	XP_035729846.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_035717944.1
OG0003844	XP_008202890.1	XP_035735128.1
OG0003845	XP_001601725.1	XP_035739934.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_035743352.1
OG0003847	XP_008212895.1	XP_035722162.1
OG0003848	XP_001604309.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_035734278.1
OG0003850	XP_031777197.1	XP_035736696.1
OG0003851	XP_001599033.2	XP_035734667.1
OG0003852	XP_031781569.1	XP_035724992.1
OG0003853	XP_016845278.2	XP_035721416.1
OG0003854	XP_031778526.1	XP_035731886.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_035738009.1
OG0003856	XP_001604291.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_035730798.1
OG0003858	XP_031788464.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_035723901.1
OG0003860	XP_001607032.1	XP_035717409.1
OG0003861	XP_031785665.1, XP_016840333.2	XP_035740311.1, XP_035740310.1
OG0003862	XP_031783263.1	XP_035731852.1
OG0003863	XP_008207066.1	XP_035728957.1
OG0003864	XP_001605947.2	XP_035742818.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_035735177.1
OG0003866	XP_001600555.1	XP_035729570.1
OG0003867	XP_001605238.1	XP_035723875.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_035733187.1
OG0003869	XP_031781068.1	XP_035723122.1
OG0003870	NP_001153419.1	XP_035740870.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_035724594.1
OG0003872	XP_016837907.1	XP_035738828.1, XP_035738827.1
OG0003873	XP_016841745.1	XP_035726635.1
OG0003874	XP_016840546.1	XP_035728688.1
OG0003875	XP_008211218.1	XP_035726108.1
OG0003876	XP_001604896.4	XP_035738388.1
OG0003877	XP_001601710.2	XP_035727676.1, XP_035727677.1, XP_035727675.1
OG0003878	XP_008208477.1	XP_035720369.1
OG0003879	NP_001161325.1	XP_035723050.1
OG0003880	XP_031780717.1	XP_035721142.1
OG0003882	XP_008212464.1	XP_035722477.1, XP_035722479.1
OG0003883	XP_001605850.1	XP_035721277.1
OG0003884	XP_016845791.1	XP_035724247.1
OG0003885	XP_001605890.1	XP_035741602.1, XP_035741601.1
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	XP_035743684.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_035740302.1, XP_035740303.1
OG0003888	XP_016842445.2	XP_035737789.1
OG0003889	XP_001605301.2	XP_035742474.1, XP_035742475.1, XP_035733598.1
OG0003890	XP_016844583.1, XP_031777735.1	XP_035734065.1, XP_035734063.1
OG0003891	XP_016843213.1	XP_035736151.1
OG0003892	XP_008217952.1	XP_035743337.1
OG0003893	XP_001601138.1	XP_035742324.1
OG0003894	XP_003425380.1	XP_035738443.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_035726725.1, XP_035726724.1, XP_035726723.1
OG0003896	XP_001604737.1	XP_035727124.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_035739094.1
OG0003898	XP_001599188.1	XP_035741665.1
OG0003899	XP_016843711.1	XP_035725468.1
OG0003900	XP_001608210.1	XP_035724330.1
OG0003901	XP_031785207.1	XP_035717672.1
OG0003902	XP_008215722.2	XP_035731275.1
OG0003903	XP_031784198.1	XP_035718088.1
OG0003904	XP_031779362.1	XP_035730598.1, XP_035730600.1, XP_035730599.1
OG0003905	XP_008204558.1	XP_035737153.1
OG0003906	XP_001602761.1	XP_035730548.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_035739183.1
OG0003908	XP_031780857.1	XP_035726411.1
OG0003909	NP_001135810.2	XP_035743286.1
OG0003910	XP_008203776.1	XP_035726258.1, XP_035726257.1
OG0003911	XP_001604067.1	XP_035725054.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_035721017.1
OG0003913	XP_016840536.1	XP_035740890.1
OG0003914	XP_001603457.2	XP_035737812.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_035738805.1, XP_035738804.1
OG0003916	XP_016838984.1	XP_035736861.1
OG0003917	XP_016840883.2, XP_031784364.1	XP_035729612.1
OG0003918	XP_001602680.2, XP_001606357.1	XP_035727577.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_035717224.1, XP_035717223.1
OG0003920	XP_031784392.1	XP_035730515.1
OG0003921	XP_001603787.2	XP_035740875.1
OG0003922	XP_031783835.1	XP_035723258.1, XP_035723259.1
OG0003923	XP_001607684.1	XP_035722871.1, XP_035722872.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_035740268.1
OG0003925	XP_032453859.1, XP_016839114.1	XP_035720346.1
OG0003926	XP_016844808.1	XP_035738103.1
OG0003927	XP_001607778.2	XP_035720710.1
OG0003928	XP_031788167.1	XP_035729501.1
OG0003929	XP_001599684.2	XP_035737732.1
OG0003930	NP_001180379.1, XP_031783895.1	XP_035724600.1
OG0003931	XP_031781591.2	XP_035735006.1
OG0003932	XP_032456563.1	XP_035741680.1
OG0003933	XP_001604026.2	XP_035738414.1
OG0003934	XP_001602366.1	XP_035730344.1
OG0003935	XP_001599933.1	XP_035722585.1
OG0003936	NP_001166022.1	XP_035737650.1
OG0003937	XP_001603810.1	XP_035719140.1, XP_035719138.1
OG0003939	XP_031784091.1	XP_035723858.1
OG0003941	XP_001604659.1	XP_035732011.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_035718538.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_035744238.1
OG0003944	XP_016842708.1	XP_035731900.1
OG0003945	XP_001607235.2	XP_035726780.1
OG0003946	XP_001604515.2	XP_035740564.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_035725105.1
OG0003948	XP_008205358.1, XP_001599525.2	XP_035728655.1, XP_035728647.1, XP_035728640.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_035741587.1
OG0003952	XP_008213699.1	XP_035729498.1
OG0003953	XP_016842398.1	XP_035740232.1
OG0003954	XP_031782232.1	XP_035735045.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_035731385.1
OG0003956	XP_001603275.1	XP_035729488.1
OG0003957	XP_032456178.1, XP_008207103.1	XP_035720866.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_035722542.1
OG0003959	XP_031789102.1	XP_035735302.1
OG0003960	XP_016840614.1	XP_035725349.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_035729470.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_035732961.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_035731686.1
OG0003964	XP_031789582.1	XP_035730442.1, XP_035730431.1
OG0003965	XP_001600405.1	XP_035732470.1
OG0003966	XP_008215949.1, XP_032456976.1	XP_035741154.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_035735200.1
OG0003968	XP_031780651.1	XP_035730862.1
OG0003969	XP_003424109.1	XP_035743294.1
OG0003970	XP_008215765.1	XP_035721059.1
OG0003971	XP_016841853.1	XP_035739064.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_035730853.1
OG0003973	XP_016839124.1	XP_035717559.1
OG0003974	XP_001606425.1	XP_035730852.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_035724857.1
OG0003976	XP_008209822.1	XP_035728148.1
OG0003977	XP_003424644.1	XP_035718687.1
OG0003978	XP_008217446.1, XP_008217449.1	XP_035738462.1
OG0003979	XP_016839158.1	XP_035739671.1
OG0003980	XP_016841684.1	XP_035739757.1
OG0003981	XP_001605378.1	XP_035734974.1, XP_035734968.1
OG0003982	XP_001604665.2	XP_035743591.1
OG0003983	XP_016840341.1	XP_035721291.1
OG0003984	XP_016838680.1	XP_035718571.1
OG0003985	XP_016843789.1	XP_035728130.1
OG0003986	XP_008212807.1	XP_035724336.1
OG0003988	XP_016840638.1	XP_035724570.1, XP_035724562.1
OG0003989	XP_001600219.1	XP_035732054.1
OG0003990	XP_001600651.4	XP_035724405.1
OG0003991	XP_031781825.1	XP_035734801.1
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_035742085.1
OG0003994	XP_001606587.2	XP_035739544.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_035731443.1
OG0003996	XP_001599706.1	XP_035732664.1
OG0003997	XP_031787536.1	XP_035728931.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_035723077.1
OG0003999	XP_031784818.1	XP_035721916.1
OG0004000	XP_008208849.1, XP_008208852.1	XP_035733367.1
OG0004002	XP_031780754.1	XP_035733605.1
OG0004003	XP_031778320.1, NP_001128398.1	XP_035739471.1
OG0004004	XP_001605965.2	XP_035733374.1
OG0004006	XP_016841690.1	XP_035717929.1, XP_035717928.1
OG0004007	XP_031778245.1, XP_008210238.1, XP_008210237.1, XP_008210236.1, XP_016843974.1, XP_016843973.1	XP_035720625.1
OG0004008	XP_001599343.1	XP_035728446.1
OG0004009	XP_008214625.2	XP_035729440.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_035728881.1
OG0004011	NP_001128397.1	XP_035733862.1
OG0004013	NP_001123322.2	XP_035725465.1, XP_035725462.1
OG0004014	XP_001604608.1	XP_035735369.1
OG0004016	XP_016840201.1	XP_035729441.1
OG0004018	NP_001153352.1	XP_035731393.1
OG0004019	XP_003428211.1	XP_035724458.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_035731783.1
OG0004021	XP_031788201.1	XP_035721210.1
OG0004022	XP_001602536.2	XP_035737401.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_035740389.1
OG0004025	XP_031780797.1	XP_035719371.1, XP_035719373.1, XP_035719370.1
OG0004026	XP_031785462.1	XP_035732181.1
OG0004027	XP_031788090.1	XP_035722201.1, XP_035722199.1
OG0004028	XP_008208581.2	XP_035736761.1, XP_035736764.1
OG0004029	XP_008203443.1	XP_035730803.1
OG0004030	XP_001605416.2	XP_035740912.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_035728618.1
OG0004033	XP_031778770.1	XP_035739824.1
OG0004034	XP_008202984.2	XP_035733213.1
OG0004035	XP_031777383.1	XP_035738641.1
OG0004036	NP_001154941.1	XP_035733409.1
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_035744271.1
OG0004038	NP_001177683.1	XP_035732499.1
OG0004040	XP_001603862.2	XP_035720761.1
OG0004042	XP_001604213.2	XP_035742856.1
OG0004043	XP_008206874.1	XP_035736668.1
OG0004044	XP_016838165.1	XP_035735054.1, XP_035735057.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_035732093.1
OG0004046	XP_001603173.2	XP_035720290.1, XP_035720281.1, XP_035720301.1
OG0004047	XP_001600592.2	XP_035737864.1, XP_035737856.1
OG0004048	XP_031777304.1, NP_001177864.1	XP_035734390.1
OG0004049	XP_032452297.1	XP_035738694.1
OG0004050	XP_001603020.2	XP_035741161.1
OG0004051	XP_001608249.1	XP_035731634.1
OG0004052	XP_016845489.1	XP_035722510.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_035742586.1
OG0004054	XP_031784005.1, XP_031784006.1	XP_035722839.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_035737011.1, XP_035737067.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_035742556.1, XP_035742555.1
OG0004058	XP_001606271.1	XP_035730639.1
OG0004059	XP_031785059.1	XP_035728869.1
OG0004060	XP_031785744.1	XP_035723583.1
OG0004061	XP_031787694.1	XP_035736892.1, XP_035736893.1
OG0004062	XP_016841399.2	XP_035730239.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_035718783.1
OG0004065	XP_001606507.1	XP_035728980.1, XP_035728982.1
OG0004066	XP_016844841.1, XP_001606694.2, XP_016843304.1	XP_035736379.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_035723608.1
OG0004068	XP_008203406.1	XP_035723988.1
OG0004069	NP_001128396.1	XP_035731934.1
OG0004070	XP_001601722.2	XP_035729983.1
OG0004071	XP_008217957.1	XP_035724626.1
OG0004072	XP_008203027.1	XP_035741311.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_035740733.1
OG0004075	XP_001604692.2	XP_035735660.1
OG0004076	XP_001604296.2	XP_035731134.1
OG0004077	XP_001601474.2	XP_035728076.1, XP_035728078.1
OG0004078	XP_032451739.1, XP_031780405.1	XP_035718984.1
OG0004079	XP_008206303.2	XP_035740056.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_035733503.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_035734984.1
OG0004083	XP_031781602.1	XP_035734731.1
OG0004085	XP_031780572.1	XP_035730173.1
OG0004086	XP_003424817.2	XP_035739570.1
OG0004087	XP_008208483.1	XP_035732052.1
OG0004088	XP_003424439.1	XP_035734587.1
OG0004089	XP_031788431.1	XP_035743579.1
OG0004090	XP_001600099.2	XP_035734598.1, XP_035734599.1, XP_035734600.1
OG0004091	XP_001605789.2	XP_035732055.1
OG0004092	XP_001605784.1	XP_035735811.1
OG0004093	XP_031788454.1	XP_035722822.1
OG0004094	XP_016845931.1	XP_035720188.1
OG0004095	XP_031788697.1	XP_035738075.1
OG0004096	XP_031787923.1	XP_035720249.1
OG0004097	XP_016843925.1	XP_035731266.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_035722522.1
OG0004101	XP_008208094.1	XP_035727444.1
OG0004102	XP_031778512.1	XP_035727231.1
OG0004103	XP_031778279.1	XP_035741524.1
OG0004104	NP_001161331.1	XP_035744037.1
OG0004106	XP_031782439.1	XP_035736722.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_035729761.1, XP_035729760.1
OG0004108	XP_001605857.2	XP_035724162.1
OG0004109	XP_003425769.1	XP_035736981.1
OG0004110	XP_008211643.1	XP_035742862.1
OG0004111	XP_008213931.1	XP_035734205.1, XP_035734206.1
OG0004112	XP_031778438.1	XP_035737666.1
OG0004113	XP_001607422.1	XP_035739124.1, XP_035739123.1
OG0004114	XP_001605199.1	XP_035738465.1, XP_035738464.1
OG0004116	XP_003427220.1	XP_035731895.1
OG0004119	XP_008206880.1	XP_035735994.1, XP_035735818.1, XP_035735911.1
OG0004120	XP_008206649.1, XP_016840794.1	XP_035742838.1
OG0004121	XP_008210584.1	XP_035717536.1
OG0004122	XP_032452805.1	XP_035734137.1
OG0004123	XP_016841709.1	XP_035726648.1
OG0004124	XP_031787946.1	XP_035743002.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_035742806.1
OG0004126	XP_016840014.1	XP_035721947.1
OG0004127	XP_016844205.1	XP_035738378.1
OG0004128	XP_032452038.1	XP_035744133.1
OG0004129	XP_008215324.1	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1
OG0004130	XP_008214637.1	XP_035733718.1
OG0004131	XP_016836927.1	XP_035739715.1
OG0004132	XP_008211679.1	XP_035737227.1
OG0004133	XP_008210128.1	XP_035739242.1
OG0004135	XP_001600181.2	XP_035731909.1, XP_035731907.1, XP_035731908.1
OG0004137	XP_003426654.1	XP_035729638.1, XP_035729636.1, XP_035729637.1
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_035723449.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_035741841.1
OG0004141	XP_003426328.1	XP_035741127.1
OG0004142	XP_031778046.1	XP_035739033.1
OG0004143	XP_031784809.1	XP_035732269.1
OG0004144	XP_001602781.1	XP_035742935.1
OG0004145	XP_016837587.3	XP_035724100.1
OG0004146	XP_008206898.1	XP_035728347.1
OG0004147	XP_001605981.2	XP_035741514.1
OG0004148	XP_016840267.1	XP_035743559.1
OG0004149	XP_016843556.1	XP_035743892.1
OG0004150	NP_001153358.1, XP_031779936.1	XP_035734499.1, XP_035734497.1, XP_035734498.1
OG0004151	XP_001604522.2	XP_035736769.1
OG0004152	XP_008202124.1	XP_035735258.1, XP_035735259.1, XP_035735518.1
OG0004153	XP_032455777.1	XP_035723985.1
OG0004155	XP_001605287.1	XP_035741937.1
OG0004157	XP_008212514.1	XP_035727222.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_035743063.1
OG0004160	XP_031784923.1	XP_035744269.1
OG0004161	XP_016841504.1, XP_003426623.2	XP_035717907.1, XP_035717915.1
OG0004162	XP_031779238.1	XP_035725411.1
OG0004163	XP_001607004.3	XP_035726235.1
OG0004164	XP_031777702.1	XP_035722211.1, XP_035722212.1, XP_035722213.1
OG0004166	XP_003424069.1	XP_035737609.1, XP_035737610.1
