Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0004314	XP_031788134.1, XP_031788135.1	XP_017789277.1
OG0004315	XP_008210868.1, XP_031784270.1, XP_032457040.1	XP_017795094.1
OG0004316	XP_032455884.1, NP_001166224.1	XP_017794634.1, XP_017794635.1, XP_017794637.1
OG0004317	XP_003427491.1	XP_017796035.1
OG0004318	XP_001599931.4	XP_017789416.1, XP_017789415.1
OG0004319	XP_001607405.1	XP_017787542.1
OG0004320	XP_016845182.1	XP_017791544.1
OG0004321	XP_001605340.1	XP_017790499.1
OG0004322	XP_001601986.1	XP_017791783.1
OG0004323	XP_016839905.1	XP_017793330.1
OG0004324	XP_001600581.1	XP_017790074.1
OG0004325	XP_001605669.5	XP_017789752.1
OG0004326	XP_001606816.2	XP_017790791.1
OG0004327	XP_016840702.1	XP_017792144.1
OG0004328	XP_031781845.1	XP_017795130.1
OG0004329	XP_001602423.1	XP_017792112.1
OG0004330	XP_032458022.1, NP_001153396.1	XP_017794044.1
OG0004331	XP_001599142.1	XP_017790125.1
OG0004332	XP_032456228.1, XP_032456229.1	XP_017790451.1
OG0004333	XP_008217199.1, XP_031787639.1	XP_017793426.1
OG0004334	XP_001604232.1	XP_017794450.1
OG0004335	XP_001603320.1	XP_017790967.1
OG0004337	XP_008211109.1	XP_017798562.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_017790368.1
OG0004339	XP_001601774.2	XP_017789633.1
OG0004340	XP_008209366.1	XP_017789388.1
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_017788904.1
OG0004342	XP_001606434.1	XP_017795180.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	XP_017789858.1
OG0004344	XP_031780228.1, XP_008204225.1	XP_017795309.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_017791125.1
OG0004346	XP_016841493.1	XP_017791092.1
OG0004347	XP_008202058.1	XP_017789870.1
OG0004348	XP_016840502.1	XP_017792784.1
OG0004349	XP_001600131.1	XP_017797523.1
OG0004350	NP_001135928.1	XP_017790181.1
OG0004351	XP_001604248.1	XP_017788289.1
OG0004352	XP_031780106.1	XP_017790045.1
OG0004353	XP_001599995.1	XP_017791559.1
OG0004354	XP_001601440.1	XP_017793722.1
OG0004355	XP_001607466.1	XP_017788526.1
OG0004356	XP_001608286.1	XP_017788519.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_017790963.1
OG0004358	XP_001607380.1	XP_017795566.1
OG0004359	XP_016838278.1	XP_017796316.1
OG0004360	XP_001599974.1, XP_008212160.1	XP_017792156.1
OG0004361	XP_001607765.1	XP_017797323.1
OG0004362	XP_001601931.1	XP_017787760.1, XP_017799083.1
OG0004363	XP_003426032.1	XP_017793462.1
OG0004364	XP_001606194.1	XP_017797213.1
OG0004365	XP_031788850.1	XP_017798609.1
OG0004366	XP_016838999.1	XP_017788429.1, XP_017788430.1
OG0004367	XP_016842356.1, XP_031787826.1	XP_017789751.1
OG0004368	XP_001604544.1	XP_017792217.1
OG0004369	XP_001602477.1	XP_017798291.1
OG0004370	XP_031778743.1	XP_017790452.1
OG0004371	XP_031778755.1	XP_017787725.1
OG0004372	XP_001607806.1	XP_017796505.1
OG0004373	XP_003425407.1	XP_017789925.1
OG0004374	XP_031784742.1	XP_017798035.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_017798103.1
OG0004376	NP_001165786.1	XP_017788126.1
OG0004377	XP_003427142.1	XP_017789406.1
OG0004378	XP_001605744.1	XP_017798897.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_017796739.1
OG0004380	XP_001607148.2	XP_017796253.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_017797543.1
OG0004382	XP_031787843.1	XP_017795584.1
OG0004383	XP_001601565.2, XP_032453042.1	XP_017797959.1
OG0004384	XP_032455793.1, XP_031784472.1	XP_017796043.1
OG0004385	XP_001604751.2, XP_031779295.1	XP_017792914.1
OG0004386	XP_001603645.1	XP_017797966.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_017788512.1
OG0004388	XP_001607019.1	XP_017799240.1
OG0004390	XP_032453917.1	XP_017796233.1
OG0004391	XP_031789592.1	XP_017787832.1
OG0004392	XP_001606566.1	XP_017788226.1
OG0004393	XP_001601927.1	XP_017790264.1
OG0004394	XP_008214868.1	XP_017797319.1
OG0004395	XP_016839781.1	XP_017789084.1
OG0004396	XP_001599473.1, XP_031777062.1	XP_017790032.1
OG0004397	XP_008209419.1	XP_017798638.1
OG0004398	XP_001602513.2	XP_017796927.1
OG0004399	XP_031786364.1	XP_017799513.1
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_017790461.1
OG0004401	XP_016840231.1, XP_008213570.1	XP_017799263.1
OG0004402	XP_032455284.1	XP_017798870.1
OG0004403	XP_001600425.2	XP_017796792.1
OG0004404	XP_001600970.1	XP_017789007.1
OG0004405	XP_008216953.1	XP_017791678.1
OG0004406	XP_008209811.2	XP_017790903.1
OG0004407	XP_001603923.2	XP_017791332.1
OG0004408	XP_031783216.1	XP_017789011.1
OG0004409	XP_001603463.2	XP_017789568.1, XP_017789567.1
OG0004410	XP_001603490.1	XP_017787756.1
OG0004411	NP_001165825.1	XP_017791204.1
OG0004412	XP_031784838.1	XP_017793327.1
OG0004413	XP_031779715.1	XP_017788113.1
OG0004414	XP_001603614.1	XP_017793914.1
OG0004415	XP_032456579.1	XP_017791618.1
OG0004416	XP_001599252.1	XP_017789168.1
OG0004417	XP_031782817.1	XP_017799171.1, XP_017799172.1
OG0004418	XP_008213189.1	XP_017791953.1
OG0004419	XP_008208460.1	XP_017797574.1
OG0004420	XP_001605577.1	XP_017798193.1
OG0004421	XP_008211139.1	XP_017798514.1
OG0004422	XP_016840410.1	XP_017794133.1
OG0004423	XP_001600174.3	XP_017795985.1
OG0004424	XP_001601586.1	XP_017796346.1
OG0004425	XP_016837588.1	XP_017797659.1
OG0004426	XP_016838465.1	XP_017790651.1
OG0004427	NP_001239116.1	XP_017789401.1
OG0004428	XP_001607123.1	XP_017789916.1
OG0004429	XP_008210683.1	XP_017797646.1
OG0004430	XP_003426842.1	XP_017799424.1
OG0004431	XP_003426485.1	XP_017796708.1
OG0004432	XP_031787922.1	XP_017788556.1
OG0004433	XP_031778784.1	XP_017792165.1
OG0004434	XP_008209044.1	XP_017796649.1
OG0004436	XP_031778643.1	XP_017789487.1
OG0004437	XP_031777399.1	XP_017798008.1
OG0004438	XP_001605516.1	XP_017797774.1
OG0004439	XP_001605490.2	XP_017789651.1
OG0004440	XP_003423811.1	XP_017797743.1
OG0004441	XP_001601672.2	XP_017797339.1
OG0004442	XP_016838806.1	XP_017797269.1
OG0004443	XP_031784985.1	XP_017796370.1
OG0004444	XP_016844704.1	XP_017798947.1
OG0004445	XP_001607634.2, XP_008212805.1	XP_017788078.1
OG0004446	XP_001604041.1	XP_017793463.1, XP_017796221.1, XP_017791628.1
OG0004448	XP_001606843.2	XP_017798462.1
OG0004449	XP_008202566.1	XP_017792703.1
OG0004450	XP_001599427.2	XP_017792811.1
OG0004451	XP_001605664.2	XP_017792411.1
OG0004452	XP_031784554.1	XP_017792795.1
OG0004453	XP_008217215.1	XP_017794451.1
OG0004454	XP_016841360.1	XP_017790611.1
OG0004455	XP_001604655.2, XP_032455617.1	XP_017790682.1
OG0004456	XP_003424387.1, XP_008216646.1, XP_001606454.1	XP_017793200.1
OG0004457	XP_003424936.1	XP_017795468.1
OG0004458	XP_001600124.2	XP_017797495.1
OG0004459	XP_032452494.1	XP_017796903.1
OG0004460	XP_008204892.1	XP_017791981.1
OG0004461	XP_031787778.1	XP_017789840.1
OG0004462	XP_003427474.2	XP_017795037.1
OG0004463	XP_031788923.1	XP_017799357.1
OG0004464	XP_031779051.1	XP_017794238.1
OG0004465	XP_001607418.1	XP_017799224.1
OG0004466	XP_001603166.1	XP_017794611.1
OG0004467	XP_031779097.1, XP_031779096.1	XP_017788133.1
OG0004468	XP_003427163.1	XP_017788156.1
OG0004469	XP_001602117.1, XP_008209466.1, XP_008209537.1	XP_017789289.1
OG0004470	NP_001135956.1	XP_017790112.1
OG0004471	XP_016845356.1, XP_031786585.1	XP_017793629.1
OG0004472	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1	XP_017796952.1
OG0004473	XP_031784892.1	XP_017790966.1
OG0004474	XP_032457070.1, XP_031788147.1	XP_017794725.1
OG0004475	XP_008206889.1	XP_017790521.1
OG0004477	XP_008214656.1, XP_001604771.1	XP_017787782.1
OG0004478	XP_001605463.2	XP_017797337.1
OG0004479	NP_001164373.1	XP_017789442.1
OG0004480	XP_031784019.1	XP_017796977.1
OG0004481	XP_031780219.1, XP_031780218.1	XP_017795310.1
OG0004482	XP_016840476.1	XP_017796038.1
OG0004483	XP_001602222.2	XP_017793085.1
OG0004484	XP_031780551.1	XP_017788562.1
OG0004485	XP_016839810.1	XP_017789206.1
OG0004486	XP_016839152.1	XP_017799185.1
OG0004487	XP_016842854.1	XP_017797415.1
OG0004489	XP_016842569.1	XP_017794956.1
OG0004490	XP_008208557.1	XP_017787918.1
OG0004491	XP_001601275.1	XP_017796168.1
OG0004492	XP_001603995.1	XP_017791009.1
OG0004493	XP_031788045.1	XP_017792730.1
OG0004494	XP_031785430.1	XP_017795440.1
OG0004495	XP_031788552.1, XP_008202006.1, XP_031788553.1	XP_017794404.1
OG0004496	XP_008210042.1	XP_017792520.1
OG0004497	XP_001607196.1	XP_017796214.1, XP_017795843.1
OG0004498	XP_001605274.1	XP_017793868.1, XP_017793917.1
OG0004499	XP_008207466.1	XP_017789570.1
OG0004500	XP_001606470.2	XP_017796654.1
OG0004501	XP_008205409.1	XP_017788758.1
OG0004502	XP_031788726.1, XP_032458025.1	XP_017793654.1
OG0004503	NP_001153363.1, XP_032452173.1	XP_017792129.1
OG0004504	XP_001605206.3	XP_017792982.1
OG0004505	XP_008209733.1	XP_017789305.1
OG0004506	XP_008207561.1	XP_017788573.1
OG0004507	XP_032457614.1	XP_017799115.1
OG0004508	XP_016843042.1	XP_017795588.1
OG0004509	XP_003427446.1, XP_008210885.1, XP_016844859.1	XP_017794265.1
OG0004510	XP_008209535.1	XP_017796711.1
OG0004511	XP_001605806.1	XP_017797159.1
OG0004512	XP_016842114.1, XP_031784773.1, XP_032451986.1	XP_017792770.1
OG0004513	XP_001605095.2	XP_017789540.1
OG0004514	XP_016842217.1	XP_017794189.1
OG0004515	XP_031778917.1	XP_017789426.1
OG0004516	XP_001608289.1	XP_017795684.1
OG0004517	XP_032452524.1, XP_001603817.1	XP_017793206.1
OG0004518	XP_031777199.1	XP_017791075.1
OG0004519	XP_001607227.3	XP_017790296.1
OG0004520	XP_001606721.1	XP_017795417.1
OG0004521	XP_001606664.1	XP_017797644.1
OG0004522	XP_008210041.1	XP_017798678.1
OG0004523	XP_031786243.1	XP_017793040.1
OG0004524	XP_001607859.2	XP_017788024.1
OG0004525	XP_008213871.1	XP_017794819.1
OG0004526	XP_001607411.1	XP_017791406.1
OG0004527	XP_008210569.1, XP_001604337.2	XP_017788044.1
OG0004528	XP_001604762.1	XP_017796558.1
OG0004529	XP_001607463.4	XP_017799166.1
OG0004530	XP_031780547.1	XP_017798156.1
OG0004531	XP_008212661.1	XP_017790214.1
OG0004532	XP_001604678.1, XP_001604652.2	XP_017788235.1
OG0004533	NP_001165787.1	XP_017791144.1
OG0004534	XP_031779575.1	XP_017789347.1
OG0004535	XP_031779947.1, NP_001135813.1	XP_017794461.1
OG0004536	NP_001177858.1	XP_017793930.1
OG0004538	NP_001135930.1, XP_031784823.1, NP_001135929.1	XP_017796411.1
OG0004539	XP_008206894.1	XP_017789085.1
OG0004540	XP_001603968.2	XP_017798392.1
OG0004541	XP_016838706.1, NP_001154985.1	XP_017795141.1
OG0004542	XP_032456777.1	XP_017797949.1
OG0004543	XP_008211029.1	XP_017787856.1
OG0004544	XP_001600218.2	XP_017790845.1
OG0004545	XP_001603533.1	XP_017794965.1
OG0004546	XP_001607594.1	XP_017793165.1
OG0004547	XP_031786385.1	XP_017790808.1
OG0004548	XP_008212508.1	XP_017789497.1
OG0004549	XP_032455794.1, XP_008211638.1, XP_031784474.1, XP_001607064.1	XP_017793684.1
OG0004550	XP_016845611.1	XP_017791401.1
OG0004551	XP_031788899.1	XP_017794061.1
OG0004552	XP_032456773.1, XP_001604075.1	XP_017790505.1
OG0004553	XP_031786883.1	XP_017794368.1
OG0004554	XP_001602586.2	XP_017788792.1
OG0004555	XP_001600008.1	XP_017792162.1, XP_017792161.1
OG0004556	XP_003427188.3	XP_017791090.1
OG0004558	XP_001599386.1	XP_017799425.1
OG0004559	XP_001603072.2	XP_017793292.1
OG0004560	XP_001604739.2	XP_017794035.1
OG0004561	XP_001605350.2	XP_017792818.1
OG0004562	XP_001607424.1	XP_017793312.1
OG0004563	XP_001603051.1	XP_017789456.1
OG0004564	XP_032455063.1, XP_031785023.1, XP_031785025.1	XP_017794006.1
OG0004566	XP_032455040.1	XP_017792896.1
OG0004567	XP_001602744.1, XP_008202398.1, XP_008202397.1	XP_017799251.1
OG0004568	XP_001601226.2	XP_017794357.1
OG0004569	XP_001607663.1	XP_017789875.1
OG0004570	XP_003424096.3	XP_017792585.1
OG0004571	XP_008207422.1	XP_017790223.1
OG0004572	XP_032452916.1, XP_031778495.1	XP_017788689.1, XP_017788690.1
OG0004573	XP_031786376.1	XP_017798842.1
OG0004574	XP_031781620.1	XP_017789169.1
OG0004575	XP_031788603.2	XP_017788934.1
OG0004576	XP_001606117.1	XP_017791602.1
OG0004577	XP_016841168.1	XP_017791394.1
OG0004578	XP_001606157.2	XP_017788673.1
OG0004579	XP_031780916.1	XP_017798463.1
OG0004580	XP_008204012.1	XP_017793313.1
OG0004581	XP_001604224.1	XP_017795244.1
OG0004582	XP_031785043.1	XP_017791333.1
OG0004583	XP_001605510.1	XP_017796659.1
OG0004584	XP_016841310.1	XP_017791841.1
OG0004585	XP_001604462.2	XP_017787808.1
OG0004586	XP_003427086.1	XP_017791601.1
OG0004587	XP_001604870.1	XP_017789628.1, XP_017789630.1
OG0004588	XP_008204705.1	XP_017794452.1
OG0004589	XP_016843432.1, XP_001600627.1	XP_017790782.1
OG0004590	XP_001606554.1, XP_032454044.1	XP_017796473.1
OG0004591	XP_031783915.1	XP_017795353.1
OG0004592	XP_031784052.1	XP_017799405.1
OG0004593	XP_003425019.1	XP_017792337.1
OG0004594	XP_031785490.1	XP_017795293.1
OG0004595	XP_032454901.1, XP_001600084.1, XP_008205617.1	XP_017790335.1
OG0004596	XP_001606449.1	XP_017787540.1
OG0004597	XP_016840891.1	XP_017792854.1
OG0004598	XP_001604635.1	XP_017787527.1
OG0004599	XP_001606153.1	XP_017799466.1
OG0004600	XP_001606300.1	XP_017794352.1
OG0004601	XP_001606212.1	XP_017789436.1
OG0004602	XP_008214875.1	XP_017789458.1
OG0004603	XP_031784671.1	XP_017788935.1
OG0004604	XP_016845222.1	XP_017788635.1
OG0004605	XP_001606512.1	XP_017789275.1
OG0004606	XP_016837669.1	XP_017793043.1
OG0004607	XP_031778318.1, NP_001161279.1	XP_017791554.1
OG0004608	XP_001600495.1	XP_017795965.1
OG0004609	XP_001604831.2	XP_017789240.1
OG0004610	XP_008207083.2	XP_017795747.1
OG0004611	XP_001602732.1	XP_017795670.1
OG0004612	XP_001604036.1	XP_017795625.1
OG0004613	XP_032453086.1, XP_031779618.1	XP_017794209.1
OG0004614	XP_001605802.1	XP_017796153.1
OG0004615	XP_001604956.1	XP_017792404.1
OG0004616	XP_008202915.1	XP_017796869.1, XP_017796871.1
OG0004617	XP_008201854.1	XP_017792744.1
OG0004618	XP_031788928.1, XP_032458069.1	XP_017799093.1
OG0004619	XP_001600793.1, XP_031786715.1	XP_017791231.1
OG0004620	XP_001600640.1	XP_017788595.1
OG0004621	XP_001603850.1	XP_017798213.1
OG0004622	XP_008210037.1	XP_017792519.1
OG0004623	XP_008217670.1	XP_017789094.1
OG0004624	XP_001607054.2	XP_017793095.1
OG0004625	XP_032454022.1	XP_017796477.1
OG0004626	XP_031781518.1	XP_017797912.1
OG0004627	XP_001604707.1	XP_017789541.1
OG0004628	XP_001605022.1	XP_017795735.1
OG0004629	XP_008211498.1	XP_017788856.1
OG0004630	XP_003428131.1	XP_017790174.1
OG0004631	XP_008205991.1	XP_017798499.1
OG0004632	XP_031789021.1, XP_001602235.1	XP_017792358.1
OG0004633	XP_001600308.4	XP_017797935.1
OG0004634	XP_016840959.1	XP_017793077.1
OG0004635	XP_008217825.1	XP_017789812.1
OG0004636	NP_001177674.1	XP_017797165.1
OG0004637	XP_031778753.1	XP_017787721.1
OG0004638	XP_031778918.1	XP_017789427.1
OG0004639	XP_001604267.2	XP_017796390.1
OG0004640	XP_031778714.1	XP_017795259.1
OG0004643	XP_031784655.1, XP_031784650.1	XP_017796267.1
OG0004644	XP_008210207.1	XP_017796291.1
OG0004645	XP_016841714.2	XP_017794540.1
OG0004646	NP_001153349.1, XP_008215027.1	XP_017791374.1
OG0004647	XP_008207245.1	XP_017794770.1
OG0004648	XP_001605957.1	XP_017797326.1
OG0004649	XP_008214839.1	XP_017790737.1
OG0004650	XP_001600471.1	XP_017797305.1
OG0004651	XP_008205900.1	XP_017791939.1
OG0004653	XP_016845506.1	XP_017798024.1
OG0004654	XP_001608291.1	XP_017796639.1
OG0004655	XP_016845921.1	XP_017793376.1
OG0004656	XP_031788283.1	XP_017791050.1
OG0004657	XP_008216177.1	XP_017793605.1, XP_017793606.1
OG0004659	XP_003425313.2	XP_017794538.1
OG0004660	XP_032451923.1, XP_001606818.1	XP_017787801.1
OG0004661	XP_001606637.2	XP_017795649.1
OG0004662	XP_003426460.1	XP_017795034.1
OG0004663	XP_001608023.1	XP_017791812.1
OG0004664	XP_008206323.1	XP_017792797.1
OG0004665	XP_031788691.1	XP_017798709.1
OG0004666	XP_032455007.1	XP_017791656.1
OG0004667	XP_001600622.1	XP_017791505.1
OG0004668	NP_001123270.1, XP_001604385.2	XP_017796888.1
OG0004669	XP_001600502.1, XP_008208273.1	XP_017795415.1
OG0004670	XP_003425730.1	XP_017795169.1
OG0004671	XP_001604912.1	XP_017798994.1
OG0004672	XP_001605295.1	XP_017789093.1
OG0004674	XP_001605330.1	XP_017795122.1
OG0004676	XP_031779679.1	XP_017787546.1
OG0004677	XP_031782929.1, XP_031782896.1	XP_017788219.1
OG0004678	XP_001607691.1	XP_017795055.1
OG0004679	XP_008214331.2	XP_017795144.1
OG0004680	XP_008207611.1	XP_017793319.1
OG0004681	XP_016838815.1	XP_017796887.1
OG0004682	XP_001607372.1, XP_031778529.1	XP_017796187.1
OG0004683	XP_001599156.1	XP_017796066.1
OG0004684	XP_001604038.1	XP_017789543.1
OG0004686	XP_031778972.1, XP_008216549.1	XP_017788591.1
OG0004687	XP_003425875.1	XP_017797626.1
OG0004688	XP_003425983.1, XP_032453270.1, XP_001605905.1	XP_017796743.1
OG0004689	XP_008202145.1	XP_017790931.1
OG0004690	XP_008202499.1, XP_031784718.1	XP_017798282.1
OG0004691	XP_031780733.1	XP_017798540.1
OG0004692	XP_031780736.1	XP_017798705.1, XP_017798946.1
OG0004693	XP_008213222.1	XP_017799265.1
OG0004694	XP_016838800.1	XP_017799550.1
OG0004695	XP_001603617.1	XP_017792651.1
OG0004696	XP_003426154.1	XP_017797375.1
OG0004697	XP_008207386.1	XP_017799089.1
OG0004698	XP_031782378.1, XP_031782379.1, XP_032453903.1	XP_017794576.1
OG0004699	NP_001127782.1	XP_017791826.1
OG0004700	XP_031788086.2	XP_017788650.1
OG0004701	XP_008203224.1	XP_017789990.1
OG0004702	XP_001605541.1	XP_017796576.1
OG0004703	NP_001164385.1, XP_016837021.1	XP_017793582.1
OG0004704	XP_001606666.2	XP_017795432.1
OG0004705	XP_031781073.1, XP_032457451.1	XP_017797432.1
OG0004706	XP_001602537.1	XP_017792547.1
OG0004707	XP_031778772.1	XP_017792163.1
OG0004708	XP_031784408.1	XP_017790828.1
OG0004709	XP_032455867.1	XP_017798359.1
OG0004711	XP_031788036.1, XP_031788035.1	XP_017792715.1
OG0004712	XP_031778794.1	XP_017790974.1
OG0004713	XP_008207189.1, XP_001606413.1	XP_017793451.1
OG0004714	XP_016836630.1	XP_017791073.1
OG0004715	XP_001603467.1	XP_017799247.1
OG0004716	XP_008208687.1	XP_017790771.1
OG0004717	XP_001599891.3	XP_017796772.1
OG0004718	XP_016839627.1	XP_017794802.1
OG0004719	XP_031779912.1	XP_017789252.1
OG0004720	NP_001123269.1, XP_008205118.1	XP_017796268.1
OG0004721	XP_008205348.3	XP_017793418.1, XP_017793417.1
OG0004722	XP_001600620.1	XP_017795954.1
OG0004723	XP_001604642.2	XP_017789390.1
OG0004724	XP_032451802.1	XP_017798829.1
OG0004726	NP_001154938.1	XP_017797608.1
OG0004727	XP_001600758.3	XP_017791137.1
OG0004728	XP_031781507.1	XP_017794946.1
OG0004729	XP_031780983.1, XP_031780982.1	XP_017795513.1
OG0004730	XP_003425573.1	XP_017797718.1
OG0004731	XP_016838413.1	XP_017796051.1
OG0004732	XP_016841678.1, XP_031788672.1	XP_017791858.1
OG0004733	XP_016842872.1	XP_017793617.1
OG0004734	XP_008201909.1	XP_017794735.1, XP_017794726.1
OG0004735	XP_003427543.1	XP_017788803.1
OG0004736	XP_001600895.2	XP_017796155.1
OG0004737	XP_008215970.1	XP_017792349.1
OG0004738	XP_031781273.1	XP_017788063.1
OG0004739	XP_008213444.1, XP_003424996.1	XP_017790382.1
OG0004740	XP_001603303.2	XP_017787916.1
OG0004741	XP_031783462.1, XP_032453892.1, XP_031783460.1	XP_017798365.1
OG0004742	XP_031782268.1, XP_031782267.1, XP_031782269.1	XP_017794430.1
OG0004743	XP_001605649.1	XP_017788132.1
OG0004744	XP_031779681.1	XP_017793824.1
OG0004745	XP_016837366.2	XP_017796125.1
OG0004746	XP_003425555.1	XP_017793575.1
OG0004747	XP_008207328.1	XP_017798504.1
OG0004748	XP_031786599.1, XP_031786600.1	XP_017797751.1
OG0004749	XP_031778017.1, XP_003425609.1	XP_017797818.1
OG0004751	XP_016837569.1	XP_017788494.1
OG0004752	NP_001123289.2, XP_031786123.1	XP_017798938.1
OG0004753	XP_001601751.1	XP_017787473.1
OG0004754	XP_032457868.1	XP_017796308.1
OG0004755	NP_001154964.1	XP_017799020.1
OG0004756	XP_001602468.2	XP_017794458.1
OG0004757	XP_031779872.1	XP_017788569.1
OG0004758	XP_001606906.1	XP_017794940.1
OG0004759	XP_016839895.1	XP_017796263.1
OG0004760	XP_031788131.1	XP_017794347.1
OG0004761	XP_031787303.1	XP_017795110.1
OG0004762	XP_031776945.1	XP_017791234.1
OG0004763	XP_031786960.1, XP_031782071.1	XP_017789954.1
OG0004764	XP_001603902.2	XP_017796134.1
OG0004765	XP_016842153.1	XP_017787487.1
OG0004766	NP_001122410.2	XP_017789774.1
OG0004767	XP_031780714.1	XP_017788372.1
OG0004768	XP_031781731.1	XP_017796301.1
OG0004769	XP_001601457.2	XP_017789443.1
OG0004770	XP_008215761.1	XP_017792523.1
OG0004771	XP_032453855.1	XP_017796520.1
OG0004772	XP_001605844.1	XP_017790162.1
OG0004773	XP_001599962.1	XP_017798427.1
OG0004774	XP_001607476.1	XP_017796747.1
OG0004775	XP_008208992.1	XP_017797155.1
OG0004776	XP_016840985.1, NP_001123523.1	XP_017795751.1
OG0004777	XP_031780098.1	XP_017798055.1
OG0004778	XP_031782335.1	XP_017796530.1
OG0004779	XP_001604051.2	XP_017794153.1
OG0004780	XP_031789564.1	XP_017792439.1
OG0004781	XP_001600578.1	XP_017799576.1
OG0004782	XP_001600918.1	XP_017798734.1
OG0004783	XP_003426939.1	XP_017795185.1
OG0004784	XP_008203091.1	XP_017796754.1
OG0004785	XP_031787249.1	XP_017797350.1
OG0004786	XP_003424663.1	XP_017789137.1
OG0004787	XP_003426597.1	XP_017795107.1
OG0004788	XP_008218034.1	XP_017791800.1
OG0004789	XP_008216899.1, XP_031787676.1	XP_017797892.1
OG0004790	XP_031780545.1, XP_008204830.2	XP_017790475.1
OG0004791	XP_001606461.2	XP_017795891.1
OG0004792	XP_001604325.1	XP_017795475.1
OG0004793	NP_001154934.1	XP_017789664.1
OG0004794	XP_001602155.3	XP_017796548.1
OG0004795	XP_031777849.1	XP_017794101.1
OG0004796	XP_031783925.1	XP_017793152.1
