Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0004299	XP_001600672.1	XP_017753221.1
OG0004300	NP_001177991.1	XP_017761093.1
OG0004301	XP_001608106.1	XP_017755659.1
OG0004302	XP_003425853.1	XP_017757108.1
OG0004303	XP_031780147.1	XP_017757169.1
OG0004304	XP_008214316.1	XP_017760027.1
OG0004305	XP_001600591.1	XP_017761146.1
OG0004306	NP_001164371.1, XP_031789334.1	XP_017759893.1
OG0004307	XP_001607671.1, XP_003426362.1	XP_017763308.1
OG0004308	XP_001599029.1	XP_017764426.1
OG0004309	XP_001607296.1	XP_017754704.1
OG0004310	NP_001165800.1	XP_017759068.1
OG0004311	XP_001608041.1	XP_017762272.1
OG0004312	XP_032458141.1, XP_001606354.1	XP_017763482.1
OG0004313	XP_001602517.1	XP_017759435.1
OG0004314	XP_031788134.1, XP_031788135.1	XP_017761467.1
OG0004315	XP_008210868.1, XP_031784270.1, XP_032457040.1	XP_017755768.1
OG0004316	XP_032455884.1, NP_001166224.1	XP_017757844.1
OG0004317	XP_003427491.1	XP_017753674.1
OG0004318	XP_001599931.4	XP_017757356.1
OG0004319	XP_001607405.1	XP_017761414.1
OG0004320	XP_016845182.1	XP_017756434.1
OG0004321	XP_001605340.1	XP_017761761.1
OG0004322	XP_001601986.1	XP_017767422.1
OG0004323	XP_016839905.1	XP_017760849.1
OG0004324	XP_001600581.1	XP_017767588.1
OG0004325	XP_001605669.5	XP_017757670.1
OG0004326	XP_001606816.2	XP_017757538.1
OG0004327	XP_016840702.1	XP_017755341.1
OG0004328	XP_031781845.1	XP_017765593.1
OG0004329	XP_001602423.1	XP_017758425.1
OG0004330	XP_032458022.1, NP_001153396.1	XP_017753930.1
OG0004331	XP_001599142.1	XP_017767446.1
OG0004332	XP_032456228.1, XP_032456229.1	XP_017757056.1
OG0004333	XP_008217199.1, XP_031787639.1	XP_017760814.1
OG0004334	XP_001604232.1	XP_017759731.1
OG0004335	XP_001603320.1	XP_017757705.1
OG0004337	XP_008211109.1	XP_017759933.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_017762754.1
OG0004339	XP_001601774.2	XP_017756236.1
OG0004340	XP_008209366.1	XP_017767429.1
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_017766727.1
OG0004342	XP_001606434.1	XP_017756998.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	XP_017766580.1
OG0004344	XP_031780228.1, XP_008204225.1	XP_017753076.1, XP_017753077.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_017761659.1
OG0004346	XP_016841493.1	XP_017756846.1
OG0004347	XP_008202058.1	XP_017766640.1
OG0004348	XP_016840502.1	XP_017752186.1
OG0004349	XP_001600131.1	XP_017759081.1
OG0004350	NP_001135928.1	XP_017755923.1
OG0004351	XP_001604248.1	XP_017753062.1
OG0004352	XP_031780106.1	XP_017767412.1
OG0004353	XP_001599995.1	XP_017756428.1
OG0004354	XP_001601440.1	XP_017764034.1
OG0004355	XP_001607466.1	XP_017757978.1
OG0004356	XP_001608286.1	XP_017754480.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_017757706.1
OG0004358	XP_001607380.1	XP_017754816.1
OG0004359	XP_016838278.1	XP_017762008.1
OG0004360	XP_001599974.1, XP_008212160.1	XP_017755294.1
OG0004361	XP_001607765.1	XP_017755811.1
OG0004362	XP_001601931.1	XP_017752421.1
OG0004363	XP_003426032.1	XP_017760759.1
OG0004364	XP_001606194.1	XP_017756390.1
OG0004365	XP_031788850.1	XP_017759310.1
OG0004366	XP_016838999.1	XP_017756348.1, XP_017754702.1
OG0004367	XP_016842356.1, XP_031787826.1	XP_017757669.1
OG0004368	XP_001604544.1	XP_017755298.1
OG0004369	XP_001602477.1	XP_017759646.1
OG0004370	XP_031778743.1	XP_017757055.1
OG0004371	XP_031778755.1	XP_017758295.1
OG0004372	XP_001607806.1	XP_017756339.1
OG0004373	XP_003425407.1	XP_017758268.1
OG0004374	XP_031784742.1	XP_017765800.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_017760249.1
OG0004376	NP_001165786.1	XP_017755027.1, XP_017752348.1
OG0004377	XP_003427142.1	XP_017764897.1, XP_017764905.1
OG0004378	XP_001605744.1	XP_017763503.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_017758697.1
OG0004380	XP_001607148.2	XP_017764682.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_017764420.1
OG0004382	XP_031787843.1	XP_017754825.1
OG0004383	XP_001601565.2, XP_032453042.1	XP_017759508.1
OG0004384	XP_032455793.1, XP_031784472.1	XP_017753675.1
OG0004385	XP_001604751.2, XP_031779295.1	XP_017760490.1, XP_017764968.1
OG0004386	XP_001603645.1	XP_017765792.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_017757965.1
OG0004388	XP_001607019.1	XP_017764672.1
OG0004390	XP_032453917.1	XP_017764115.1
OG0004391	XP_031789592.1	XP_017763771.1, XP_017763773.1
OG0004392	XP_001606566.1	XP_017764895.1
OG0004394	XP_008214868.1	XP_017755778.1
OG0004395	XP_016839781.1	XP_017766109.1
OG0004396	XP_001599473.1, XP_031777062.1	XP_017764762.1
OG0004397	XP_008209419.1	XP_017759894.1
OG0004398	XP_001602513.2	XP_017767589.1
OG0004399	XP_031786364.1	XP_017756647.1
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_017762516.1, XP_017762514.1
OG0004401	XP_016840231.1, XP_008213570.1	XP_017754130.1
OG0004402	XP_032455284.1	XP_017765563.1
OG0004403	XP_001600425.2	XP_017760476.1
OG0004404	XP_001600970.1	XP_017757033.1
OG0004405	XP_008216953.1	XP_017754341.1
OG0004406	XP_008209811.2	XP_017765731.1, XP_017765733.1
OG0004407	XP_001603923.2	XP_017762478.1
OG0004408	XP_031783216.1	XP_017756823.1
OG0004409	XP_001603463.2	XP_017766941.1
OG0004410	XP_001603490.1	XP_017754736.1
OG0004411	NP_001165825.1	XP_017763634.1
OG0004412	XP_031784838.1	XP_017760675.1
OG0004413	XP_031779715.1	XP_017752400.1
OG0004414	XP_001603614.1	XP_017766178.1
OG0004415	XP_032456579.1	XP_017759436.1
OG0004416	XP_001599252.1	XP_017757086.1
OG0004417	XP_031782817.1	XP_017761129.1
OG0004418	XP_008213189.1	XP_017755567.1
OG0004419	XP_008208460.1	XP_017765424.1
OG0004420	XP_001605577.1	XP_017757176.1
OG0004421	XP_008211139.1	XP_017761514.1
OG0004422	XP_016840410.1	XP_017758805.1
OG0004423	XP_001600174.3	XP_017763550.1
OG0004424	XP_001601586.1	XP_017762066.1
OG0004425	XP_016837588.1	XP_017752465.1
OG0004426	XP_016838465.1	XP_017757608.1
OG0004427	NP_001239116.1	XP_017757285.1
OG0004428	XP_001607123.1	XP_017765383.1
OG0004429	XP_008210683.1	XP_017759125.1
OG0004430	XP_003426842.1	XP_017763244.1
OG0004431	XP_003426485.1	XP_017758130.1
OG0004432	XP_031787922.1	XP_017757892.1
OG0004433	XP_031778784.1	XP_017755329.1
OG0004434	XP_008209044.1	XP_017765030.1
OG0004436	XP_031778643.1	XP_017765324.1
OG0004437	XP_031777399.1	XP_017759482.1, XP_017759483.1
OG0004438	XP_001605516.1	XP_017763181.1
OG0004439	XP_001605490.2	XP_017753384.1
OG0004440	XP_003423811.1	XP_017763180.1
OG0004441	XP_001601672.2	XP_017755797.1
OG0004442	XP_016838806.1	XP_017765851.1
OG0004443	XP_031784985.1	XP_017767316.1
OG0004444	XP_016844704.1	XP_017754223.1
OG0004445	XP_001607634.2, XP_008212805.1	XP_017755420.1
OG0004446	XP_001604041.1	XP_017752278.1
OG0004448	XP_001606843.2	XP_017764399.1
OG0004449	XP_008202566.1	XP_017753399.1
OG0004450	XP_001599427.2	XP_017752187.1
OG0004451	XP_001605664.2	XP_017766218.1
OG0004452	XP_031784554.1	XP_017753584.1
OG0004453	XP_008217215.1	XP_017758656.1
OG0004454	XP_016841360.1	XP_017764740.1
OG0004455	XP_001604655.2, XP_032455617.1	XP_017757445.1
OG0004456	XP_003424387.1, XP_008216646.1, XP_001606454.1	XP_017766299.1
OG0004457	XP_003424936.1	XP_017756670.1
OG0004458	XP_001600124.2	XP_017764143.1
OG0004459	XP_032452494.1	XP_017767641.1, XP_017767637.1
OG0004460	XP_008204892.1	XP_017767292.1
OG0004461	XP_031787778.1	XP_017752231.1
OG0004462	XP_003427474.2	XP_017756492.1
OG0004463	XP_031788923.1	XP_017764552.1
OG0004464	XP_031779051.1	XP_017753370.1
OG0004465	XP_001607418.1	XP_017754066.1
OG0004466	XP_001603166.1	XP_017761239.1
OG0004467	XP_031779097.1, XP_031779096.1	XP_017752379.1, XP_017752311.1
OG0004468	XP_003427163.1	XP_017752407.1
OG0004469	XP_001602117.1, XP_008209466.1, XP_008209537.1	XP_017761486.1
OG0004470	NP_001135956.1	XP_017754278.1
OG0004471	XP_016845356.1, XP_031786585.1	XP_017755645.1
OG0004472	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1	XP_017756381.1
OG0004473	XP_031784892.1	XP_017767372.1
OG0004474	XP_032457070.1, XP_031788147.1	XP_017763207.1
OG0004475	XP_008206889.1	XP_017763151.1
OG0004476	XP_001606653.1, XP_031787771.1	XP_017760880.1
OG0004477	XP_008214656.1, XP_001604771.1	XP_017752824.1
OG0004478	XP_001605463.2	XP_017765458.1
OG0004479	NP_001164373.1	XP_017757275.1
OG0004480	XP_031784019.1	XP_017758578.1
OG0004481	XP_031780219.1, XP_031780218.1	XP_017753097.1, XP_017765636.1
OG0004482	XP_016840476.1	XP_017753658.1
OG0004483	XP_001602222.2	XP_017764783.1
OG0004484	XP_031780551.1	XP_017761113.1
OG0004485	XP_016839810.1	XP_017766144.1
OG0004486	XP_016839152.1	XP_017754174.1
OG0004487	XP_016842854.1	XP_017761328.1, XP_017761329.1
OG0004489	XP_016842569.1	XP_017755598.1
OG0004490	XP_008208557.1	XP_017755990.1
OG0004491	XP_001601275.1	XP_017755354.1
OG0004492	XP_001603995.1	XP_017755519.1
OG0004493	XP_031788045.1	XP_017765756.1
OG0004494	XP_031785430.1	XP_017758448.1
OG0004495	XP_031788552.1, XP_008202006.1, XP_031788553.1	XP_017758907.1
OG0004496	XP_008210042.1	XP_017759114.1
OG0004497	XP_001607196.1	XP_017764871.1, XP_017756016.1
OG0004498	XP_001605274.1	XP_017760442.1
OG0004499	XP_008207466.1	XP_017766911.1
OG0004500	XP_001606470.2	XP_017758085.1
OG0004501	XP_008205409.1	XP_017764488.1
OG0004502	XP_031788726.1, XP_032458025.1	XP_017753921.1
OG0004503	NP_001153363.1, XP_032452173.1	XP_017755258.1, XP_017755257.1
OG0004504	XP_001605206.3	XP_017762253.1
OG0004505	XP_008209733.1	XP_017757338.1
OG0004506	XP_008207561.1	XP_017757917.1
OG0004507	XP_032457614.1	XP_017766041.1
OG0004508	XP_016843042.1	XP_017754779.1
OG0004509	XP_003427446.1, XP_008210885.1, XP_016844859.1	XP_017753126.1
OG0004510	XP_008209535.1	XP_017765258.1
OG0004511	XP_001605806.1	XP_017765853.1
OG0004512	XP_016842114.1, XP_031784773.1, XP_032451986.1	XP_017753578.1
OG0004513	XP_001605095.2	XP_017767435.1
OG0004514	XP_016842217.1	XP_017752638.1
OG0004515	XP_031778917.1	XP_017755516.1, XP_017755539.1, XP_017755744.1
OG0004516	XP_001608289.1	XP_017758199.1
OG0004517	XP_032452524.1, XP_001603817.1	XP_017763709.1
OG0004519	XP_001607227.3	XP_017759027.1
OG0004520	XP_001606721.1	XP_017764712.1
OG0004521	XP_001606664.1	XP_017761681.1
OG0004522	XP_008210041.1	XP_017765181.1
OG0004523	XP_031786243.1	XP_017763414.1
OG0004524	XP_001607859.2	XP_017760607.1
OG0004525	XP_008213871.1	XP_017762090.1, XP_017762091.1
OG0004526	XP_001607411.1	XP_017756142.1
OG0004527	XP_008210569.1, XP_001604337.2	XP_017752422.1, XP_017752423.1
OG0004528	XP_001604762.1	XP_017765265.1
OG0004529	XP_001607463.4	XP_017752469.1
OG0004530	XP_031780547.1	XP_017756557.1
OG0004531	XP_008212661.1	XP_017760464.1
OG0004532	XP_001604678.1, XP_001604652.2	XP_017766407.1
OG0004533	NP_001165787.1	XP_017763618.1
OG0004534	XP_031779575.1	XP_017767013.1
OG0004535	XP_031779947.1, NP_001135813.1	XP_017758665.1, XP_017758666.1
OG0004536	NP_001177858.1	XP_017761720.1
OG0004538	NP_001135930.1, XP_031784823.1, NP_001135929.1	XP_017756285.1
OG0004539	XP_008206894.1	XP_017762377.1, XP_017765492.1
OG0004540	XP_001603968.2	XP_017754634.1
OG0004541	XP_016838706.1, NP_001154985.1	XP_017755161.1, XP_017755149.1
OG0004542	XP_032456777.1	XP_017754472.1
OG0004543	XP_008211029.1	XP_017763782.1
OG0004544	XP_001600218.2	XP_017757617.1
OG0004545	XP_001603533.1	XP_017761005.1
OG0004546	XP_001607594.1	XP_017760658.1
OG0004547	XP_031786385.1	XP_017757466.1
OG0004548	XP_008212508.1	XP_017757343.1
OG0004549	XP_032455794.1, XP_008211638.1, XP_031784474.1, XP_001607064.1	XP_017757400.1
OG0004550	XP_016845611.1	XP_017764339.1
OG0004551	XP_031788899.1	XP_017764568.1
OG0004552	XP_032456773.1, XP_001604075.1	XP_017763144.1
OG0004553	XP_031786883.1	XP_017758844.1
OG0004554	XP_001602586.2	XP_017766579.1
OG0004555	XP_001600008.1	XP_017763888.1
OG0004556	XP_003427188.3	XP_017756804.1
OG0004558	XP_001599386.1	XP_017763249.1
OG0004559	XP_001603072.2	XP_017763939.1
OG0004560	XP_001604739.2	XP_017752527.1
OG0004561	XP_001605350.2	XP_017761913.1
OG0004562	XP_001607424.1	XP_017763937.1
OG0004563	XP_001603051.1	XP_017757324.1
OG0004564	XP_032455063.1, XP_031785023.1, XP_031785025.1	XP_017752276.1
OG0004566	XP_032455040.1	XP_017766984.1
OG0004567	XP_001602744.1, XP_008202398.1, XP_008202397.1	XP_017759122.1
OG0004568	XP_001601226.2	XP_017758888.1
OG0004569	XP_001607663.1	XP_017764716.1
OG0004570	XP_003424096.3	XP_017754722.1, XP_017754729.1
OG0004571	XP_008207422.1	XP_017762939.1
OG0004572	XP_032452916.1, XP_031778495.1	XP_017758247.1
OG0004573	XP_031786376.1	XP_017756746.1
OG0004574	XP_031781620.1	XP_017766115.1
OG0004575	XP_031788603.2	XP_017766542.1
OG0004576	XP_001606117.1	XP_017753534.1
OG0004577	XP_016841168.1	XP_017756098.1
OG0004578	XP_001606157.2	XP_017761377.1
OG0004579	XP_031780916.1	XP_017759650.1
OG0004580	XP_008204012.1	XP_017763930.1
OG0004581	XP_001604224.1	XP_017762356.1
OG0004582	XP_031785043.1	XP_017764350.1
OG0004583	XP_001605510.1	XP_017765099.1
OG0004584	XP_016841310.1	XP_017763004.1
OG0004585	XP_001604462.2	XP_017763757.1
OG0004586	XP_003427086.1	XP_017756433.1
OG0004587	XP_001604870.1	XP_017759997.1, XP_017759998.1
OG0004588	XP_008204705.1	XP_017759732.1
OG0004589	XP_016843432.1, XP_001600627.1	XP_017757417.1
OG0004590	XP_001606554.1, XP_032454044.1	XP_017756287.1
OG0004591	XP_031783915.1	XP_017756510.1
OG0004592	XP_031784052.1	XP_017752786.1, XP_017752787.1
OG0004593	XP_003425019.1	XP_017761070.1
OG0004594	XP_031785490.1	XP_017755639.1
OG0004595	XP_032454901.1, XP_001600084.1, XP_008205617.1	XP_017763145.1
OG0004596	XP_001606449.1	XP_017752812.1
OG0004597	XP_016840891.1	XP_017761933.1
OG0004598	XP_001604635.1	XP_017752871.1
OG0004599	XP_001606153.1	XP_017764181.1
OG0004600	XP_001606300.1	XP_017758812.1
OG0004601	XP_001606212.1	XP_017767364.1
OG0004602	XP_008214875.1	XP_017765409.1
OG0004603	XP_031784671.1	XP_017766750.1
OG0004604	XP_016845222.1	XP_017761346.1
OG0004605	XP_001606512.1	XP_017761460.1
OG0004606	XP_016837669.1	XP_017759484.1
OG0004607	XP_031778318.1, NP_001161279.1	XP_017756474.1
OG0004608	XP_001600495.1	XP_017763675.1
OG0004609	XP_001604831.2	XP_017761433.1
OG0004610	XP_008207083.2	XP_017764089.1
OG0004611	XP_001602732.1	XP_017765177.1
OG0004612	XP_001604036.1	XP_017755611.1
OG0004613	XP_032453086.1, XP_031779618.1	XP_017755157.1
OG0004614	XP_001605802.1	XP_017764829.1
OG0004615	XP_001604956.1	XP_017764360.1
OG0004616	XP_008202915.1	XP_017754761.1
OG0004617	XP_008201854.1	XP_017755113.1
OG0004618	XP_031788928.1, XP_032458069.1	XP_017766045.1
OG0004619	XP_001600793.1, XP_031786715.1	XP_017756911.1
OG0004620	XP_001600640.1	XP_017767020.1
OG0004621	XP_001603850.1	XP_017757184.1
OG0004622	XP_008210037.1	XP_017759108.1
OG0004623	XP_008217670.1	XP_017760170.1
OG0004624	XP_001607054.2	XP_017762278.1
OG0004625	XP_032454022.1	XP_017756293.1
OG0004626	XP_031781518.1	XP_017764938.1
OG0004627	XP_001604707.1	XP_017767382.1
OG0004628	XP_001605022.1	XP_017764076.1
OG0004629	XP_008211498.1	XP_017766572.1
OG0004630	XP_003428131.1	XP_017757398.1
OG0004631	XP_008205991.1	XP_017762452.1
OG0004632	XP_031789021.1, XP_001602235.1	XP_017753311.1
OG0004633	XP_001600308.4	XP_017761895.1
OG0004634	XP_016840959.1	XP_017760763.1
OG0004635	XP_008217825.1	XP_017758402.1
OG0004636	NP_001177674.1	XP_017765822.1
OG0004637	XP_031778753.1	XP_017758283.1
OG0004638	XP_031778918.1	XP_017755554.1
OG0004639	XP_001604267.2	XP_017765875.1
OG0004640	XP_031778714.1	XP_017762352.1
OG0004643	XP_031784655.1, XP_031784650.1	XP_017765760.1
OG0004644	XP_008210207.1	XP_017762047.1
OG0004645	XP_016841714.2	XP_017762010.1, XP_017762017.1
OG0004646	NP_001153349.1, XP_008215027.1	XP_017756112.1
OG0004647	XP_008207245.1	XP_017761954.1, XP_017761909.1
OG0004648	XP_001605957.1	XP_017759061.1
OG0004649	XP_008214839.1	XP_017757587.1
OG0004650	XP_001600471.1	XP_017765448.1
OG0004651	XP_008205900.1	XP_017766964.1
OG0004653	XP_016845506.1	XP_017757068.1
OG0004654	XP_001608291.1	XP_017765257.1
OG0004655	XP_016845921.1	XP_017760684.1
OG0004656	XP_031788283.1	XP_017764632.1
OG0004657	XP_008216177.1	XP_017762040.1
OG0004659	XP_003425313.2	XP_017753106.1
OG0004660	XP_032451923.1, XP_001606818.1	XP_017762695.1
OG0004661	XP_001606637.2	XP_017765133.1
OG0004662	XP_003426460.1	XP_017755593.1
OG0004663	XP_001608023.1	XP_017758063.1
OG0004664	XP_008206323.1	XP_017753610.1
OG0004665	XP_031788691.1	XP_017759876.1, XP_017759877.1
OG0004666	XP_032455007.1	XP_017759666.1
OG0004667	XP_001600622.1	XP_017753416.1
OG0004668	NP_001123270.1, XP_001604385.2	XP_017767598.1
OG0004669	XP_001600502.1, XP_008208273.1	XP_017755594.1
OG0004670	XP_003425730.1	XP_017755166.1
OG0004671	XP_001604912.1	XP_017766025.1, XP_017766024.1, XP_017766023.1
OG0004672	XP_001605295.1	XP_017756793.1
OG0004674	XP_001605330.1	XP_017762050.1
OG0004675	XP_001599972.1	XP_017761052.1
OG0004676	XP_031779679.1	XP_017761424.1
OG0004677	XP_031782929.1, XP_031782896.1	XP_017764901.1
OG0004678	XP_001607691.1	XP_017752919.1
OG0004679	XP_008214331.2	XP_017756969.1
OG0004680	XP_008207611.1	XP_017760860.1
OG0004681	XP_016838815.1	XP_017765941.1
OG0004682	XP_001607372.1, XP_031778529.1	XP_017764818.1
OG0004683	XP_001599156.1	XP_017767706.1
OG0004684	XP_001604038.1	XP_017757851.1
OG0004686	XP_031778972.1, XP_008216549.1	XP_017757935.1
OG0004687	XP_003425875.1	XP_017752456.1
OG0004688	XP_003425983.1, XP_032453270.1, XP_001605905.1	XP_017758698.1
OG0004689	XP_008202145.1	XP_017753308.1
OG0004690	XP_008202499.1, XP_031784718.1	XP_017757188.1
OG0004691	XP_031780733.1	XP_017767174.1
OG0004692	XP_031780736.1	XP_017767175.1
OG0004693	XP_008213222.1	XP_017754075.1
OG0004694	XP_016838800.1	XP_017764203.1
OG0004695	XP_001603617.1	XP_017753032.1
OG0004696	XP_003426154.1	XP_017755848.1
OG0004697	XP_008207386.1	XP_017760982.1
OG0004698	XP_031782378.1, XP_031782379.1, XP_032453903.1	XP_017755692.1
OG0004699	NP_001127782.1	XP_017767366.1
OG0004700	XP_031788086.2	XP_017761363.1
OG0004701	XP_008203224.1	XP_017752756.1
OG0004702	XP_001605541.1	XP_017765025.1
OG0004703	NP_001164385.1, XP_016837021.1	XP_017755948.1
OG0004704	XP_001606666.2	XP_017757576.1, XP_017758362.1
OG0004705	XP_031781073.1, XP_032457451.1	XP_017761961.1
OG0004706	XP_001602537.1	XP_017762399.1, XP_017762398.1
OG0004707	XP_031778772.1	XP_017755331.1
OG0004708	XP_031784408.1	XP_017752823.1
OG0004709	XP_032455867.1	XP_017754437.1
OG0004710	XP_003426814.1	XP_017755586.1
OG0004711	XP_031788036.1, XP_031788035.1	XP_017765754.1
OG0004712	XP_031778794.1	XP_017753630.1
OG0004713	XP_008207189.1, XP_001606413.1	XP_017752261.1
OG0004714	XP_016836630.1	XP_017767333.1
OG0004715	XP_001603467.1	XP_017752777.1
OG0004716	XP_008208687.1	XP_017757487.1
OG0004717	XP_001599891.3	XP_017755905.1
OG0004718	XP_016839627.1	XP_017753751.1
OG0004719	XP_031779912.1	XP_017762388.1
OG0004720	NP_001123269.1, XP_008205118.1	XP_017765767.1
OG0004721	XP_008205348.3	XP_017760677.1
OG0004722	XP_001600620.1	XP_017763672.1
OG0004723	XP_001604642.2	XP_017755733.1
OG0004724	XP_032451802.1	XP_017763487.1
OG0004726	NP_001154938.1	XP_017765444.1, XP_017765445.1
OG0004727	XP_001600758.3	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1
OG0004728	XP_031781507.1	XP_017762094.1
OG0004729	XP_031780983.1, XP_031780982.1	XP_017755580.1
OG0004730	XP_003425573.1	XP_017759374.1
OG0004731	XP_016838413.1	XP_017767700.1
OG0004732	XP_016841678.1, XP_031788672.1	XP_017758048.1
OG0004733	XP_016842872.1	XP_017761232.1, XP_017761233.1
OG0004734	XP_008201909.1	XP_017761058.1
OG0004735	XP_003427543.1	XP_017766766.1, XP_017766767.1
OG0004736	XP_001600895.2	XP_017765926.1
OG0004737	XP_008215970.1	XP_017753210.1
OG0004738	XP_031781273.1	XP_017752355.1
OG0004739	XP_008213444.1, XP_003424996.1	XP_017765346.1
OG0004740	XP_001603303.2	XP_017755976.1
OG0004741	XP_031783462.1, XP_032453892.1, XP_031783460.1	XP_017763332.1
OG0004742	XP_031782268.1, XP_031782267.1, XP_031782269.1	XP_017758677.1
OG0004743	XP_001605649.1	XP_017752424.1
OG0004744	XP_031779681.1	XP_017755540.1
OG0004745	XP_016837366.2	XP_017758255.1
OG0004746	XP_003425555.1	XP_017755507.1
OG0004747	XP_008207328.1	XP_017759365.1
OG0004748	XP_031786599.1, XP_031786600.1	XP_017763194.1
OG0004749	XP_031778017.1, XP_003425609.1	XP_017762883.1, XP_017762882.1
OG0004751	XP_016837569.1	XP_017752237.1
OG0004752	NP_001123289.2, XP_031786123.1	XP_017760140.1
OG0004753	XP_001601751.1	XP_017754940.1
OG0004754	XP_032457868.1	XP_017762067.1
OG0004755	NP_001154964.1	XP_017761174.1
OG0004756	XP_001602468.2	XP_017758662.1
OG0004757	XP_031779872.1	XP_017757915.1
OG0004758	XP_001606906.1	XP_017762143.1
OG0004759	XP_016839895.1	XP_017764109.1
OG0004760	XP_031788131.1	XP_017758877.1
OG0004761	XP_031787303.1	XP_017762069.1
OG0004762	XP_031776945.1	XP_017767492.1
OG0004763	XP_031786960.1, XP_031782071.1	XP_017757299.1
OG0004764	XP_001603902.2	XP_017765821.1
OG0004765	XP_016842153.1	XP_017754947.1
OG0004766	NP_001122410.2	XP_017762960.1
OG0004767	XP_031780714.1	XP_017756420.1
OG0004768	XP_031781731.1	XP_017756012.1
OG0004769	XP_001601457.2	XP_017767099.1
OG0004770	XP_008215761.1	XP_017762393.1
OG0004771	XP_032453855.1	XP_017756292.1
