Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0004707	XP_031778772.1	XP_031846607.1
OG0004708	XP_031784408.1	XP_031831777.1
OG0004709	XP_032455867.1	XP_031843422.1
OG0004710	XP_003426814.1	XP_031831386.1
OG0004711	XP_031788036.1, XP_031788035.1	XP_031846444.1
OG0004712	XP_031778794.1	XP_031843685.1
OG0004713	XP_008207189.1, XP_001606413.1	XP_031832151.1
OG0004714	XP_016836630.1	XP_031825914.1
OG0004715	XP_001603467.1	XP_031842877.1
OG0004716	XP_008208687.1	XP_031833610.1
OG0004717	XP_001599891.3	XP_031838713.1
OG0004718	XP_016839627.1	XP_031842550.1
OG0004719	XP_031779912.1	XP_031844478.1
OG0004720	NP_001123269.1, XP_008205118.1	XP_031846095.1
OG0004721	XP_008205348.3	XP_031835629.1
OG0004722	XP_001600620.1	XP_031842254.1
OG0004723	XP_001604642.2	XP_031849551.1
OG0004724	XP_032451802.1	XP_031832013.1
OG0004726	NP_001154938.1	XP_031842100.1
OG0004727	XP_001600758.3	XP_031830344.1
OG0004728	XP_031781507.1	XP_031827342.1, XP_031827333.1
OG0004729	XP_031780983.1, XP_031780982.1	XP_031831609.1
OG0004730	XP_003425573.1	XP_031832725.1
OG0004731	XP_016838413.1	XP_031833579.1, XP_031833580.1
OG0004732	XP_016841678.1, XP_031788672.1	XP_031842861.1, XP_031842862.1
OG0004733	XP_016842872.1	XP_031833939.1
OG0004734	XP_008201909.1	XP_031829209.1, XP_031829208.1
OG0004735	XP_003427543.1	XP_031832319.1
OG0004736	XP_001600895.2	XP_031833263.1
OG0004737	XP_008215970.1	XP_031826452.1
OG0004738	XP_031781273.1	XP_031844555.1
OG0004739	XP_008213444.1, XP_003424996.1	XP_031834011.1
OG0004740	XP_001603303.2	XP_031836155.1
OG0004741	XP_031783462.1, XP_032453892.1, XP_031783460.1	XP_031826955.1
OG0004742	XP_031782268.1, XP_031782267.1, XP_031782269.1	XP_031834632.1
OG0004743	XP_001605649.1	XP_031840946.1
OG0004744	XP_031779681.1	XP_031837025.1
OG0004745	XP_016837366.2	XP_031828491.1
OG0004746	XP_003425555.1	XP_031847988.1
OG0004747	XP_008207328.1	XP_031829626.1
OG0004748	XP_031786599.1, XP_031786600.1	XP_031837200.1
OG0004751	XP_016837569.1	XP_031836312.1
OG0004752	NP_001123289.2, XP_031786123.1	XP_031846381.1
OG0004753	XP_001601751.1	XP_031830126.1
OG0004754	XP_032457868.1	XP_031829439.1
OG0004755	NP_001154964.1	XP_031832452.1
OG0004756	XP_001602468.2	XP_031835854.1, XP_031835842.1, XP_031835864.1
OG0004757	XP_031779872.1	XP_031838124.1, XP_031838123.1
OG0004758	XP_001606906.1	XP_031826890.1
OG0004759	XP_016839895.1	XP_031834524.1
OG0004760	XP_031788131.1	XP_031842585.1
OG0004761	XP_031787303.1	XP_031843144.1
OG0004762	XP_031776945.1	XP_031835846.1
OG0004763	XP_031786960.1, XP_031782071.1	XP_031830934.1
OG0004764	XP_001603902.2	XP_031845471.1
OG0004765	XP_016842153.1	XP_031830093.1
OG0004766	NP_001122410.2	XP_031831696.1
OG0004767	XP_031780714.1	XP_031839864.1
OG0004768	XP_031781731.1	XP_031845029.1
OG0004769	XP_001601457.2	XP_031840955.1
OG0004770	XP_008215761.1	XP_031831801.1
OG0004771	XP_032453855.1	XP_031839692.1
OG0004772	XP_001605844.1	XP_031828934.1
OG0004773	XP_001599962.1	XP_031839018.1
OG0004774	XP_001607476.1	XP_031827512.1
OG0004775	XP_008208992.1	XP_031845106.1
OG0004776	XP_016840985.1, NP_001123523.1	XP_031838985.1, XP_031838991.1
OG0004777	XP_031780098.1	XP_031845126.1
OG0004778	XP_031782335.1	XP_031839850.1
OG0004779	XP_001604051.2	XP_031840462.1
OG0004780	XP_031789564.1	XP_031827498.1
OG0004781	XP_001600578.1	XP_031835200.1
OG0004782	XP_001600918.1	XP_031848246.1
OG0004783	XP_003426939.1	XP_031831640.1, XP_031831641.1
OG0004784	XP_008203091.1	XP_031827549.1
OG0004785	XP_031787249.1	XP_031838212.1
OG0004786	XP_003424663.1	XP_031838901.1
OG0004787	XP_003426597.1	XP_031843142.1
OG0004788	XP_008218034.1	XP_031842942.1
OG0004789	XP_008216899.1, XP_031787676.1	XP_031847080.1, XP_031847073.1
OG0004790	XP_031780545.1, XP_008204830.2	XP_031834076.1, XP_031834081.1
OG0004791	XP_001606461.2	XP_031843203.1
OG0004792	XP_001604325.1	XP_031830699.1
OG0004793	NP_001154934.1	XP_031838223.1, XP_031838222.1, XP_031838224.1
OG0004794	XP_001602155.3	XP_031831785.1, XP_031831758.1
OG0004795	XP_031777849.1	XP_031838342.1
OG0004796	XP_031783925.1	XP_031849157.1
OG0004797	XP_001602498.2	XP_031832217.1
OG0004799	XP_001599979.2	XP_031840117.1
OG0004800	XP_001607115.2	XP_031837163.1
OG0004801	XP_008213066.1	XP_031832191.1, XP_031832192.1
OG0004803	XP_003426703.2	XP_031842059.1
OG0004804	XP_031786897.1	XP_031840544.1
OG0004805	XP_016841900.1	XP_031848788.1, XP_031828367.1
OG0004806	XP_016839092.1	XP_031838397.1, XP_031838388.1
OG0004808	XP_031777999.1	XP_031833753.1
OG0004809	XP_008214127.1	XP_031850149.1
OG0004810	XP_016839519.1	XP_031829590.1
OG0004811	XP_001602686.2	XP_031840961.1
OG0004812	XP_008209732.1	XP_031840759.1
OG0004813	XP_016837236.1	XP_031845391.1
OG0004814	XP_008209558.1, XP_016837298.1, XP_032453123.1	XP_031839297.1
OG0004816	XP_031789628.1, XP_032451912.1	XP_031830499.1
OG0004817	XP_008211697.3	XP_031831282.1
OG0004818	XP_001599857.1	XP_031826965.1, XP_031826964.1
OG0004819	XP_001604541.2	XP_031843182.1
OG0004820	XP_032455327.1, XP_016840418.1	XP_031838078.1
OG0004821	XP_016840154.1, XP_008216695.1	XP_031834402.1
OG0004822	XP_003424512.1	XP_031849237.1
OG0004823	XP_016845566.1, XP_031785933.1	XP_031839620.1
OG0004824	XP_001607416.1	XP_031833498.1
OG0004826	XP_008208747.1, XP_008208749.1, XP_008208748.1	XP_031849311.1
OG0004827	XP_001602099.1	XP_031825340.1
OG0004829	XP_001602472.1	XP_031831136.1
OG0004830	XP_016843596.1	XP_031830564.1
OG0004831	XP_016842430.1	XP_031844798.1
OG0004832	XP_008208513.1	XP_031828614.1
OG0004833	XP_008215551.1	XP_031841517.1
OG0004834	XP_001601160.1, XP_032456080.1, XP_032456079.1, XP_032456081.1	XP_031829783.1
OG0004835	XP_008202098.2	XP_031850540.1
OG0004836	XP_031785788.1	XP_031847789.1
OG0004837	XP_031783229.1	XP_031845805.1, XP_031845807.1
OG0004838	XP_016838290.1	XP_031850529.1
OG0004839	XP_032453263.1	XP_031845469.1
OG0004841	XP_001606601.2	XP_031829011.1, XP_031829010.1
OG0004842	XP_016837186.1	XP_031840720.1
OG0004843	XP_001608141.2	XP_031840464.1
OG0004844	XP_016844881.1, XP_001605827.2, XP_008217064.1	XP_031849774.1
OG0004845	XP_001607883.2, XP_008215732.1	XP_031846539.1
OG0004846	XP_016844673.1	XP_031838778.1, XP_031838782.1
OG0004847	XP_008209698.1	XP_031845725.1
OG0004848	XP_032456670.1	XP_031848288.1
OG0004849	XP_031787729.1	XP_031835815.1
OG0004850	XP_032452266.1	XP_031840593.1, XP_031840591.1
OG0004851	XP_003425085.1	XP_031827888.1
OG0004852	XP_001606787.1	XP_031846282.1
OG0004853	XP_016844112.2	XP_031846761.1
OG0004854	XP_008209069.1, XP_008209068.1	XP_031846568.1, XP_031846550.1
OG0004855	XP_031785375.1, XP_008211379.1	XP_031845510.1
OG0004856	XP_031778588.1	XP_031832068.1
OG0004857	XP_031776955.1	XP_031847739.1
OG0004858	XP_001600041.2	XP_031831254.1
OG0004859	XP_001602556.1	XP_031847530.1
OG0004861	XP_016842305.1	XP_031839581.1
OG0004862	XP_031781167.1, XP_031781171.1	XP_031825412.1
OG0004866	XP_008216281.1	XP_031845489.1
OG0004867	XP_008212645.1, XP_031779361.1	XP_031840986.1
OG0004868	XP_003424819.2, XP_032456882.1	XP_031840432.1
OG0004869	XP_032455421.1	XP_031844165.1
OG0004870	XP_031786496.1	XP_031836471.1
OG0004871	XP_031786807.1	XP_031847480.1
OG0004872	XP_031779675.1	XP_031848042.1
OG0004873	XP_031776598.1	XP_031832039.1
OG0004874	XP_031780323.1, XP_031780324.1	XP_031845585.1
OG0004875	XP_016845341.1	XP_031835602.1
OG0004876	XP_001599507.2	XP_031847046.1
OG0004878	XP_001604731.1	XP_031848180.1, XP_031848191.1
OG0004880	XP_001600307.1	XP_031832140.1
OG0004881	XP_016836736.1	XP_031838125.1
OG0004883	XP_001605008.2	XP_031839562.1
OG0004884	XP_001607228.2	XP_031834908.1
OG0004885	XP_001600001.1	XP_031825641.1
OG0004887	XP_031778630.1	XP_031849555.1
OG0004888	NP_001153351.1	XP_031838740.1
OG0004889	XP_008206585.1, XP_008206586.1	XP_031847632.1
OG0004890	XP_031787998.1	XP_031826247.1
OG0004891	XP_031780646.1	XP_031845661.1
OG0004892	XP_031783744.1	XP_031834305.1
OG0004893	XP_003426764.1	XP_031847036.1
OG0004894	XP_032451976.1	XP_031837564.1
OG0004895	XP_008215389.1	XP_031830402.1
OG0004896	XP_008203538.1	XP_031836693.1, XP_031836689.1
OG0004897	XP_001606628.2	XP_031828976.1
OG0004899	XP_008207179.1	XP_031846356.1
OG0004900	XP_008207965.1	XP_031848651.1
OG0004901	XP_008212072.2	XP_031833615.1
OG0004903	XP_031779168.1	XP_031833142.1, XP_031833143.1
OG0004904	XP_001603241.1	XP_031839610.1
OG0004905	XP_001606997.2	XP_031839817.1
OG0004908	XP_031786582.1	XP_031831597.1
OG0004909	XP_031787964.1, XP_001608073.2, XP_031787963.1	XP_031846400.1
OG0004910	XP_031780189.1	XP_031846242.1
OG0004911	XP_016844422.1, XP_032454603.1	XP_031827387.1
OG0004912	XP_008204809.1	XP_031836759.1, XP_031836750.1
OG0004913	XP_001604986.1	XP_031847085.1
OG0004914	XP_031780432.1, XP_031780433.1	XP_031845124.1, XP_031845125.1
OG0004915	XP_008207310.1, NP_001153390.1, XP_032455891.1	XP_031843981.1
OG0004916	XP_001607515.2	XP_031839328.1
OG0004918	XP_031784750.1, XP_031784749.1, XP_031784751.1	XP_031845663.1
OG0004919	XP_031788275.1	XP_031838348.1
OG0004920	XP_008204117.1	XP_031825656.1
OG0004922	XP_031786799.1	XP_031830626.1
OG0004924	XP_031780195.1	XP_031829964.1
OG0004925	XP_031789552.2	XP_031825946.1
OG0004926	XP_008206935.1	XP_031827337.1
OG0004927	XP_031786255.1	XP_031832361.1
OG0004928	NP_001136341.1	XP_031825306.1
OG0004929	XP_008216434.1	XP_031837407.1, XP_031837380.1
OG0004930	XP_001603176.1	XP_031829585.1, XP_031829587.1, XP_031829586.1
OG0004931	XP_001606922.2	XP_031833124.1
OG0004932	XP_031777342.1	XP_031830511.1, XP_031830513.1
OG0004934	XP_031784905.1	XP_031832332.1, XP_031832333.1
OG0004935	XP_003426910.1	XP_031843452.1
OG0004936	XP_008212063.1	XP_031838892.1
OG0004937	NP_001234901.1, XP_008206779.1	XP_031839300.1
OG0004938	XP_016845288.1, XP_031786157.1	XP_031831120.1
OG0004939	XP_031777073.1	XP_031849764.1
OG0004940	XP_031788434.1	XP_031836180.1
OG0004941	XP_003427381.1	XP_031839578.1, XP_031839579.1
OG0004942	XP_001606500.1	XP_031838607.1, XP_031838608.1
OG0004943	XP_001602060.1	XP_031825966.1, XP_031825958.1
OG0004944	XP_003423990.1	XP_031841173.1
OG0004945	XP_008213038.1	XP_031843225.1
OG0004946	XP_031781801.1, XP_031781800.1	XP_031847541.1, XP_031847542.1
OG0004947	XP_001603990.3	XP_031833594.1
OG0004949	XP_016837941.1, XP_003427169.1	XP_031848243.1
OG0004950	XP_001599953.1	XP_031834713.1, XP_031834712.1
OG0004951	XP_031786631.1, XP_031786632.1	XP_031825718.1
OG0004952	XP_003425408.2	XP_031833430.1
OG0004954	XP_016840939.2	XP_031846767.1
OG0004957	XP_031783231.1, XP_031783232.1	XP_031833048.1, XP_031833049.1, XP_031833050.1
OG0004959	XP_016845759.1, XP_031787529.1, XP_016845758.1, XP_008210824.1	XP_031846782.1
OG0004961	XP_031782411.1, XP_032453926.1, XP_031782413.1	XP_031834041.1
OG0004963	XP_001600367.1	XP_031830394.1, XP_031830390.1
OG0004965	XP_031786475.1	XP_031843251.1
OG0004966	XP_031787913.1, XP_031786888.1, XP_031787255.1	XP_031847329.1, XP_031847328.1
OG0004967	XP_001603348.1, XP_008213520.1, XP_008203014.1	XP_031842159.1
OG0004968	XP_031778835.1, XP_031778834.1	XP_031848231.1, XP_031848235.1, XP_031848232.1
OG0004969	XP_008204907.1, XP_016837411.1, XP_008208586.1	XP_031847575.1
OG0004976	XP_001599538.1	XP_031830969.1
OG0004977	NP_001153342.1, XP_032453927.1	XP_031827075.1
OG0004978	XP_001599253.1, XP_031778271.1	XP_031830204.1
OG0004979	XP_001602648.2	XP_031843249.1
OG0004980	XP_001607385.1	XP_031850393.1
OG0004981	XP_003424606.1	XP_031828258.1
OG0004982	XP_001600508.1	XP_031842095.1
OG0004983	XP_001600269.1	XP_031832672.1
OG0004984	XP_016844200.1	XP_031843976.1
OG0004985	XP_031778330.1	XP_031831301.1
OG0004986	XP_003427555.1	XP_031829847.1
OG0004988	NP_001165807.1, XP_032454657.1	XP_031830535.1
OG0004989	XP_032457395.1	XP_031839914.1
OG0004990	XP_008214078.1	XP_031841456.1
OG0004991	NP_001164372.1, XP_008207906.1	XP_031850310.1
OG0004993	XP_001603892.1	XP_031839016.1
OG0004994	XP_031784820.1	XP_031845500.1
OG0004995	XP_031784168.1	XP_031839427.1
OG0004996	XP_032454906.1	XP_031831507.1
OG0004997	NP_001165799.1	XP_031843684.1
OG0004998	XP_008214297.1	XP_031832011.1
OG0004999	XP_001599218.1	XP_031832872.1
OG0005000	XP_001607014.1	XP_031846605.1
OG0005001	XP_031782860.1	XP_031836270.1
OG0005003	XP_008204832.1	XP_031836607.1
OG0005004	NP_001137380.1	XP_031844336.1
OG0005005	XP_001606993.1	XP_031834490.1
OG0005006	XP_001604440.1	XP_031832314.1
OG0005007	XP_032456998.1	XP_031839536.1
OG0005008	XP_001607764.1	XP_031840394.1
OG0005009	XP_001608274.2	XP_031828005.1
OG0005010	XP_032455064.1, XP_003427333.1, XP_031786578.1	XP_031839345.1
OG0005011	XP_001607664.1	XP_031835058.1
OG0005012	XP_016844884.1, XP_031788469.1	XP_031835724.1
OG0005013	XP_008212564.1	XP_031848444.1
OG0005014	XP_001606393.1	XP_031835248.1
OG0005015	XP_008203781.1, XP_031782603.1	XP_031831812.1
OG0005016	NP_001123294.1, XP_008213375.1, XP_032452123.1	XP_031834611.1
OG0005017	NP_001177676.1	XP_031849350.1
OG0005018	XP_001603001.1	XP_031830122.1
OG0005019	XP_031778414.1	XP_031835033.1
OG0005020	XP_031778054.1	XP_031833001.1
OG0005021	XP_001605234.1	XP_031849395.1
OG0005022	XP_001601425.1	XP_031825348.1
OG0005023	XP_001604510.2	XP_031835963.1
OG0005024	XP_031780288.1, XP_001604019.1	XP_031845084.1
OG0005025	XP_001606045.1	XP_031842279.1
OG0005027	XP_032453256.1	XP_031832496.1
OG0005028	XP_032457930.1	XP_031840348.1
OG0005029	XP_003427377.2	XP_031839459.1
OG0005030	XP_003427502.1	XP_031829310.1
OG0005031	XP_008211532.1	XP_031837655.1
OG0005032	XP_031783410.1	XP_031829722.1
OG0005033	XP_001599216.1	XP_031846766.1
OG0005034	XP_001605139.1	XP_031838548.1, XP_031838545.1
OG0005035	XP_001607910.1	XP_031840653.1
OG0005036	XP_001608280.1	XP_031847497.1
OG0005037	XP_001599489.1, XP_032455881.1	XP_031847368.1
OG0005038	NP_001165813.1	XP_031842158.1
OG0005039	XP_016838466.1	XP_031843368.1
OG0005041	XP_001604962.1	XP_031837178.1
OG0005042	XP_001605914.1	XP_031843337.1
OG0005043	XP_003425770.1	XP_031842638.1
OG0005044	XP_001607442.1	XP_031838561.1
OG0005045	XP_031776713.1	XP_031836537.1, XP_031836449.1
OG0005046	XP_001605752.1	XP_031830141.1
OG0005047	XP_001606050.2	XP_031842796.1
OG0005048	XP_008215844.1, XP_001608071.1, XP_032456945.1	XP_031849182.1
OG0005049	XP_008212584.1	XP_031841026.1
OG0005050	NP_001162018.1	XP_031843464.1
OG0005051	NP_001177940.1, XP_031784329.1	XP_031825422.1
OG0005052	XP_016840273.1	XP_031848182.1, XP_031848181.1
OG0005053	XP_016842967.1	XP_031847614.1
OG0005054	NP_001161450.1	XP_031828539.1, XP_031828540.1
OG0005055	XP_001601243.2	XP_031850175.1, XP_031850174.1
OG0005056	XP_016839549.1	XP_031834764.1
OG0005057	XP_001602817.1, XP_032454814.1	XP_031842874.1
OG0005059	XP_001601321.1	XP_031832692.1
OG0005061	NP_001165812.1, XP_031786087.1	XP_031833862.1
OG0005062	XP_001599414.1	XP_031845315.1
OG0005063	XP_031785077.1	XP_031827576.1
OG0005064	XP_003425963.1	XP_031845779.1
OG0005065	XP_003426797.1, XP_001605674.1	XP_031841888.1
OG0005067	XP_031779649.1	XP_031847693.1
OG0005068	XP_001600921.1	XP_031841786.1
OG0005069	XP_001607840.1	XP_031834714.1, XP_031834715.1
OG0005070	XP_001603169.1	XP_031839159.1
OG0005071	XP_031785992.1	XP_031843510.1
OG0005072	XP_001606088.1	XP_031847286.1
OG0005073	XP_001607942.3	XP_031829405.1
OG0005074	XP_031787486.1, NP_001165853.1	XP_031840999.1
OG0005075	XP_031787966.1	XP_031840923.1
OG0005076	XP_008209109.1	XP_031829408.1
OG0005077	XP_001605391.1	XP_031838758.1
OG0005078	XP_001607756.1	XP_031841966.1
OG0005079	XP_001607864.1	XP_031832568.1
OG0005080	XP_016843984.1, XP_031781945.1	XP_031833878.1, XP_031833877.1
OG0005081	XP_008204449.1	XP_031849432.1
OG0005082	XP_008207353.1	XP_031838597.1
OG0005083	XP_008202848.1, XP_031777726.1	XP_031842848.1
OG0005084	XP_032455308.1	XP_031849473.1
OG0005085	XP_031776682.1	XP_031826548.1
OG0005086	XP_001603812.2	XP_031833266.1
OG0005087	XP_031777163.1	XP_031839479.1
OG0005088	XP_001603484.1, XP_016840407.1	XP_031836457.1
OG0005089	XP_001604005.2	XP_031834880.1
OG0005090	XP_032451649.1, NP_001165826.1	XP_031827243.1
OG0005091	XP_001607591.1	XP_031837229.1
OG0005092	XP_001606084.1	XP_031847309.1
OG0005093	NP_001161321.1	XP_031841036.1
OG0005094	XP_001606809.2	XP_031826445.1, XP_031826442.1
OG0005095	XP_008211040.1	XP_031846781.1
OG0005096	XP_001606178.1	XP_031846479.1
OG0005097	XP_001603660.1	XP_031836405.1
OG0005098	XP_008202586.1	XP_031833114.1
OG0005099	XP_032455799.1, XP_031784478.1	XP_031843378.1
OG0005100	XP_001600260.1	XP_031834630.1
OG0005101	XP_001603760.3	XP_031837687.1
OG0005102	XP_001604129.1	XP_031830978.1
OG0005103	XP_032458171.1, XP_008202899.1	XP_031832301.1
OG0005104	XP_001601920.1	XP_031827483.1
OG0005105	XP_001602872.2	XP_031845376.1
OG0005106	NP_001165791.1	XP_031826850.1
OG0005107	XP_001600402.1	XP_031839263.1
OG0005108	XP_001600835.1	XP_031830388.1
OG0005109	XP_001600438.1	XP_031847009.1
OG0005110	XP_001607375.1	XP_031841911.1
OG0005111	XP_008203004.1	XP_031848544.1
OG0005112	XP_003427651.1	XP_031841214.1
OG0005113	XP_001603547.2	XP_031845348.1
OG0005114	XP_001599849.2	XP_031841358.1
OG0005115	XP_001599867.1	XP_031826919.1
OG0005116	NP_001165781.1	XP_031830796.1
OG0005117	XP_008217663.1	XP_031849620.1, XP_031849619.1
OG0005118	XP_031778903.1	XP_031840965.1
OG0005119	XP_003428006.1	XP_031826847.1
OG0005120	XP_003424082.1, XP_016837459.1	XP_031825850.1
OG0005121	XP_001604756.1	XP_031842240.1, XP_031842239.1
OG0005122	XP_031786273.1	XP_031842619.1
OG0005123	XP_001600995.1	XP_031829431.1
OG0005124	XP_003424029.1	XP_031844184.1
OG0005125	XP_001604206.2	XP_031841740.1
OG0005126	XP_031780197.1	XP_031831434.1
OG0005127	XP_001599879.1	XP_031831547.1
OG0005128	NP_001123254.1	XP_031844902.1, XP_031844904.1, XP_031844903.1
OG0005129	XP_016838159.1	XP_031845422.1
OG0005130	XP_016845037.2	XP_031830941.1
OG0005131	XP_016841208.1	XP_031848907.1, XP_031848760.1, XP_031848761.1
OG0005132	XP_003425595.1	XP_031837158.1
OG0005133	XP_008205582.2	XP_031843341.1
OG0005134	XP_001605859.2	XP_031830084.1
OG0005135	XP_003426545.1	XP_031847923.1
OG0005137	XP_008215817.1	XP_031838025.1
OG0005138	XP_008215388.1, XP_032451929.1, XP_032451928.1	XP_031843465.1
OG0005139	XP_001602891.2	XP_031838661.1
OG0005140	XP_001601716.1	XP_031850212.1
OG0005141	XP_032457855.1	XP_031849905.1
OG0005142	XP_032454740.1, XP_008214609.1	XP_031842621.1
OG0005143	NP_001127797.1	XP_031832487.1
OG0005145	XP_001603806.1	XP_031826897.1
OG0005146	XP_001601796.1	XP_031841199.1
OG0005147	XP_016840590.1	XP_031840119.1
OG0005149	XP_001606142.2	XP_031830838.1
OG0005150	XP_016837793.1	XP_031831156.1
OG0005151	XP_016845004.1, XP_016845003.1, XP_031776688.1	XP_031827534.1
OG0005152	XP_031780350.1	XP_031838810.1
OG0005153	XP_016844885.1	XP_031828966.1
OG0005154	XP_008214205.1, XP_001606389.2	XP_031849353.1
OG0005155	XP_001608075.1, XP_032452918.1	XP_031837379.1
OG0005156	XP_008212660.1	XP_031827898.1
OG0005157	XP_031781458.1, XP_031781457.1, XP_031781456.1	XP_031849685.1
OG0005158	XP_031789588.1	XP_031849038.1
OG0005159	XP_032451700.1	XP_031839512.1
OG0005160	NP_001177859.1	XP_031836561.1
OG0005161	XP_031785640.1	XP_031830053.1, XP_031830044.1
OG0005162	XP_031787656.1	XP_031835973.1
OG0005163	XP_008206043.1	XP_031844833.1, XP_031844825.1
OG0005164	XP_008216745.1, XP_032451844.1	XP_031846497.1
OG0005165	XP_008205165.1	XP_031835659.1
OG0005166	XP_001607478.1	XP_031841483.1
OG0005167	XP_001602153.1	XP_031839526.1
OG0005168	XP_031785549.1	XP_031833820.1
OG0005169	XP_001606988.3	XP_031838251.1
OG0005170	XP_001604505.1	XP_031840098.1
OG0005171	XP_003426138.1, XP_032455614.1	XP_031830379.1
OG0005172	XP_001603644.1	XP_031840028.1
OG0005173	XP_008208756.1	XP_031830528.1
OG0005174	XP_031778965.1	XP_031831480.1
OG0005175	XP_001600176.1	XP_031833989.1
OG0005176	XP_001602349.1	XP_031840232.1, XP_031840231.1
OG0005177	XP_008204355.1	XP_031845356.1, XP_031845357.1
OG0005178	XP_001606475.1	XP_031843228.1
OG0005179	XP_008215428.1, XP_001606904.1	XP_031841328.1
OG0005180	XP_031779462.1	XP_031838803.1
OG0005181	XP_031777886.1	XP_031829804.1
OG0005182	XP_001606781.2	XP_031847731.1, XP_031847732.1, XP_031847730.1
OG0005183	XP_031788932.1	XP_031842895.1
OG0005185	XP_001603974.1	XP_031844756.1, XP_031844757.1
OG0005186	XP_031788522.1	XP_031830726.1
OG0005187	XP_001603568.1	XP_031833606.1
OG0005188	XP_001599238.2	XP_031842321.1
OG0005189	XP_003424456.1	XP_031846371.1, XP_031846372.1
OG0005190	XP_008201940.1	XP_031846602.1
OG0005191	XP_031779638.1	XP_031841543.1
OG0005192	XP_031779357.1	XP_031841520.1
OG0005193	XP_008214833.1	XP_031833963.1, XP_031833962.1
OG0005194	XP_008212659.1	XP_031828138.1
OG0005195	XP_031782855.1	XP_031836640.1
OG0005196	XP_031783381.1, XP_031783380.1, XP_032454266.1	XP_031826833.1, XP_031826834.1
OG0005197	XP_008214700.1	XP_031831027.1
OG0005198	XP_001607236.2	XP_031841066.1
OG0005199	XP_031781619.1	XP_031848829.1
OG0005200	XP_001606961.1	XP_031846543.1
OG0005201	XP_001599485.2	XP_031847049.1
OG0005202	XP_016843074.2	XP_031847786.1
OG0005203	XP_032456541.1	XP_031845700.1
OG0005204	XP_016844249.1	XP_031828841.1
