Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0003948	XP_008205358.1, XP_001599525.2	NP_001296515.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_004928878.1
OG0003952	XP_008213699.1	XP_021208067.1
OG0003953	XP_016842398.1	XP_004925516.1
OG0003954	XP_031782232.1	NP_001040494.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_001603275.1	XP_037867435.1
OG0003957	XP_032456178.1, XP_008207103.1	NP_001040543.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_031789102.1	XP_004931453.1
OG0003960	XP_016840614.1	XP_021203205.2
OG0003961	XP_031777021.1, XP_001602871.1	XP_037872304.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_004926248.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_004926026.1
OG0003964	XP_031789582.1	XP_037873074.1
OG0003965	XP_001600405.1	XP_004923059.2
OG0003966	XP_008215949.1, XP_032456976.1	XP_004927228.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_004930408.1
OG0003968	XP_031780651.1	XP_004926264.1
OG0003969	XP_003424109.1	XP_004929112.1
OG0003970	XP_008215765.1	XP_004931345.1
OG0003971	XP_016841853.1	XP_004929344.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_004926999.1
OG0003974	XP_001606425.1	XP_037868812.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_008209822.1	XP_004927122.1
OG0003977	XP_003424644.1	XP_037867045.1
OG0003978	XP_008217446.1, XP_008217449.1	NP_001037660.1
OG0003979	XP_016839158.1	XP_004927746.2
OG0003980	XP_016841684.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_001605378.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_001604665.2	XP_037866437.1
OG0003983	XP_016840341.1	XP_021202823.1
OG0003984	XP_016838680.1	XP_037877129.1
OG0003985	XP_016843789.1	XP_004923535.1
OG0003986	XP_008212807.1	XP_037868586.1
OG0003988	XP_016840638.1	XP_021202849.2
OG0003989	XP_001600219.1	XP_012547596.2
OG0003990	XP_001600651.4	NP_001355172.1
OG0003991	XP_031781825.1	XP_004932958.2
OG0003993	XP_003427563.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_001606587.2	XP_004933641.2
OG0003995	XP_008202579.1, XP_031782684.1	XP_004928599.1
OG0003996	XP_001599706.1	XP_004927389.1
OG0003997	XP_031787536.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_031784818.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_008208849.1, XP_008208852.1	NP_001296497.1
OG0004002	XP_031780754.1	NP_001037456.2
OG0004003	XP_031778320.1, NP_001128398.1	XP_037876448.1
OG0004004	XP_001605965.2	XP_004922729.1
OG0004006	XP_016841690.1	XP_037871169.1
OG0004008	XP_001599343.1	XP_037871650.1
OG0004009	XP_008214625.2	XP_004926137.1, XP_004926138.2
OG0004010	XP_001604761.1, XP_031787377.1	XP_004921711.1
OG0004011	NP_001128397.1	NP_001037514.1, XP_012547123.1
OG0004013	NP_001123322.2	XP_021206266.2
OG0004014	XP_001604608.1	XP_004924136.1
OG0004016	XP_016840201.1	XP_037869870.1
OG0004018	NP_001153352.1	XP_004933635.2
OG0004019	XP_003428211.1	XP_004926459.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_037866796.1
OG0004021	XP_031788201.1	XP_037869295.1
OG0004022	XP_001602536.2	XP_021207600.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_037873199.1
OG0004026	XP_031785462.1	XP_037876311.1
OG0004027	XP_031788090.1	XP_004923893.1
OG0004028	XP_008208581.2	XP_012544241.1
OG0004029	XP_008203443.1	XP_037870693.1
OG0004030	XP_001605416.2	XP_037872866.1, XP_037872867.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_004923757.1
OG0004032	XP_031789438.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_031778770.1	XP_012547603.2
OG0004034	XP_008202984.2	XP_004923392.2
OG0004035	XP_031777383.1	NP_001040314.1, XP_012551725.1
OG0004036	NP_001154941.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_037875629.1
OG0004038	NP_001177683.1	XP_004929014.1
OG0004040	XP_001603862.2	XP_004928222.1
OG0004041	XP_016845251.2	NP_001136226.1
OG0004042	XP_001604213.2	XP_037867811.1, NP_001036993.1
OG0004043	XP_008206874.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_016838165.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_004933047.1
OG0004046	XP_001603173.2	XP_004925413.1
OG0004047	XP_001600592.2	XP_004933797.2
OG0004048	XP_031777304.1, NP_001177864.1	XP_004925882.2
OG0004049	XP_032452297.1	XP_004921635.1
OG0004050	XP_001603020.2	XP_004933431.1
OG0004051	XP_001608249.1	NP_001041679.1
OG0004052	XP_016845489.1	XP_037876514.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_012550083.2
OG0004054	XP_031784005.1, XP_031784006.1	XP_004929361.2
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_037869808.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_004923357.2
OG0004058	XP_001606271.1	XP_004930619.1
OG0004059	XP_031785059.1	XP_037868054.1
OG0004060	XP_031785744.1	NP_001296493.1
OG0004061	XP_031787694.1	XP_021207327.1
OG0004062	XP_016841399.2	XP_004928244.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_037870738.1
OG0004065	XP_001606507.1	XP_004928297.1
OG0004066	XP_016844841.1, XP_001606694.2, XP_016843304.1	XP_004924862.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_012544048.3
OG0004068	XP_008203406.1	XP_012545011.2, NP_001036978.1
OG0004069	NP_001128396.1	NP_001037339.1
OG0004070	XP_001601722.2	XP_012544142.1, XP_012544143.1
OG0004072	XP_008203027.1	XP_012545691.1, XP_004925991.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_004922411.1
OG0004075	XP_001604692.2	XP_021204167.1
OG0004076	XP_001604296.2	XP_004923876.1
OG0004077	XP_001601474.2	XP_004928512.1, XP_004928484.2
OG0004078	XP_032451739.1, XP_031780405.1	XP_004927166.1
OG0004079	XP_008206303.2	XP_037868019.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_012549094.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_012549767.2
OG0004083	XP_031781602.1	NP_001040444.1
OG0004084	XP_001606474.1	XP_012546600.1
OG0004085	XP_031780572.1	XP_004931989.1
OG0004086	XP_003424817.2	XP_012545779.1
OG0004087	XP_008208483.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_003424439.1	XP_037868298.1
OG0004089	XP_031788431.1	XP_037874462.1
OG0004090	XP_001600099.2	XP_004933421.1
OG0004091	XP_001605789.2	XP_037870891.1
OG0004092	XP_001605784.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_031788454.1	XP_037868377.1
OG0004094	XP_016845931.1	XP_037870639.1
OG0004095	XP_031788697.1	XP_004930179.1
OG0004096	XP_031787923.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_016843925.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_008204870.1	XP_037874111.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_004930594.1
OG0004101	XP_008208094.1	XP_037873940.1
OG0004102	XP_031778512.1	XP_004924707.1
OG0004103	XP_031778279.1	XP_037874307.1
OG0004104	NP_001177975.1, NP_001161331.1	XP_037877656.1
OG0004106	XP_031782439.1	XP_004931162.2
OG0004107	XP_032457457.1, XP_016837563.1	XP_004926250.2
OG0004108	XP_001605857.2	XP_037868744.1
OG0004109	XP_003425769.1	XP_012553048.1
OG0004110	XP_008211643.1	XP_004933483.1
OG0004111	XP_008213931.1	NP_001124374.1
OG0004112	XP_031778438.1	XP_021205236.2
OG0004113	XP_001607422.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_001605199.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_003427220.1	XP_004925881.2
OG0004120	XP_008206649.1, XP_016840794.1	XP_004924498.1
OG0004121	XP_008210584.1	XP_012547852.1, XP_012547851.1
OG0004122	XP_032452805.1	XP_037871974.1
OG0004123	XP_016841709.1	XP_037871593.1
OG0004124	XP_031787946.1	XP_037868460.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_004922019.1
OG0004126	XP_016840014.1	XP_004932926.1
OG0004127	XP_016844205.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_032452038.1	XP_037877065.1
OG0004129	XP_008215324.1	XP_004931987.1
OG0004130	XP_008214637.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_016836927.1	XP_012547588.1
OG0004132	XP_008211679.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_001600181.2	NP_001272895.1
OG0004137	XP_003426654.1	XP_004929005.1
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_021204369.1
OG0004140	XP_032453602.1, NP_001161451.1	XP_004928840.1
OG0004141	XP_003426328.1	XP_004933432.2
OG0004142	XP_031778046.1	XP_037876778.1
OG0004143	XP_031784809.1	XP_004925912.2
OG0004144	XP_001602781.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_016837587.3	XP_037868374.1, XP_037868371.1
OG0004146	XP_008206898.1	XP_004931521.1
OG0004147	XP_001605981.2	XP_037867032.1
OG0004148	XP_016840267.1	XP_037868227.1
OG0004149	XP_016843556.1	XP_004931529.2
OG0004150	NP_001153358.1, XP_031779936.1	XP_037872399.1
OG0004151	XP_001604522.2	XP_004924322.2
OG0004152	XP_008202124.1	XP_021207568.2
OG0004153	XP_032455777.1	XP_037876188.1
OG0004155	XP_001605287.1	XP_037869731.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_031784923.1	XP_021202139.2
OG0004162	XP_031779238.1	XP_037875455.1
OG0004163	XP_001607004.3	XP_012549158.1
OG0004164	XP_031777702.1	XP_012545388.1
OG0004166	XP_003424069.1	XP_021205160.1
OG0004167	XP_031788104.1	XP_012552466.1
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_004924837.1
OG0004169	XP_001602491.2	NP_001233204.1, XP_012551167.2
OG0004170	XP_008202160.1	XP_037870866.1
OG0004171	XP_001602244.1	XP_012547802.3
OG0004172	XP_016840931.1	XP_012549305.2
OG0004174	XP_031785454.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_032454099.1, XP_001605514.1	XP_004924258.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_021205230.1
OG0004178	XP_031779309.1	XP_037874863.1
OG0004180	XP_031778197.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_001601897.1	NP_001036936.1
OG0004182	XP_016843920.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_008210993.1	XP_004922162.1
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_037876568.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_031777165.1	XP_037866428.1
OG0004187	XP_031783322.1	XP_012552759.1
OG0004188	XP_001608003.2	XP_021203240.1
OG0004189	XP_031778818.1	XP_037869227.1
OG0004190	XP_001600658.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_001606740.2	XP_037869752.1
OG0004192	XP_003425426.1	XP_004924988.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_037873419.1
OG0004195	XP_001599294.1	XP_012549631.1
OG0004196	XP_001602923.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_008213962.2	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_008202155.1	XP_004930154.1
OG0004201	XP_008214961.1	XP_004923544.1
OG0004202	XP_016839855.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_001602445.1	XP_012548984.1
OG0004204	XP_001607098.1	XP_012545354.1
OG0004205	XP_016841539.1	NP_001093080.1
OG0004206	XP_031785002.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_008205463.2	XP_004925253.1, XP_012545111.1
OG0004209	XP_016845478.1	XP_004922257.1
OG0004210	XP_016837841.1	XP_012548015.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_004924280.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_004923553.1
OG0004213	XP_001608222.3	XP_004932624.2
OG0004214	XP_001601026.2	XP_004921920.2
OG0004216	XP_032451799.1	XP_004922913.1
OG0004217	XP_031781741.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_016841537.1	XP_021206364.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_004930730.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_004922262.2
OG0004228	XP_001607781.1	XP_004923683.1
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_004925281.1
OG0004230	XP_008212759.1	XP_012544861.2
OG0004231	XP_031777323.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_008214659.1	XP_037876619.1
OG0004235	XP_001606745.4	XP_037870208.1
OG0004236	XP_032452052.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_031777130.1	XP_004928571.2
OG0004238	XP_016842762.1	XP_037868820.1, NP_001232931.1
OG0004239	XP_031778514.1	XP_012549954.2
OG0004240	XP_003424798.1	XP_004929308.1
OG0004241	XP_031786546.1	XP_021205681.1
OG0004242	XP_001602639.2, XP_008210336.1	NP_001171667.1
OG0004243	XP_001605015.1	XP_012547247.1
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_012549416.1
OG0004245	XP_001601787.1	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004247	XP_031786686.1, XP_031786683.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_031782605.1	XP_012547300.1
OG0004251	XP_001603329.2	XP_012547340.2
OG0004252	XP_008204076.1	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004258	XP_008209599.2	XP_021202164.2, XP_037875585.1
OG0004259	XP_016836718.1	XP_004922243.2
OG0004260	XP_031782321.1	XP_012547393.1
OG0004261	XP_001601019.1	NP_001040380.1, XP_012544671.1
OG0004262	XP_003426821.1	XP_004930073.1
OG0004264	XP_008204877.1	XP_004927281.3
OG0004267	XP_016844442.1	NP_001040423.1
OG0004268	XP_016842797.1, XP_008203249.2, XP_003425338.1, NP_001275991.1, XP_016842480.1, XP_003425339.1, XP_001600198.2, XP_008214600.1, XP_001603319.1	XP_012551637.2
OG0004269	XP_008216319.1	XP_037869431.1
OG0004275	XP_008212869.1, XP_016836745.1	XP_037867596.1
OG0004276	XP_001607320.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_016840872.2	NP_001037159.1, XP_021208658.2
OG0004278	XP_001599263.1	NP_001037275.1
OG0004279	XP_001599992.1	XP_004932946.1
OG0004280	XP_031782297.1, XP_032454591.1	XP_004928974.1
OG0004281	XP_031786924.1	NP_001124349.1
OG0004282	XP_032453267.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_001599651.1	NP_001037253.1
OG0004284	XP_001601315.1	NP_001037255.1
OG0004285	XP_001599436.1	XP_004931084.2
OG0004286	XP_001604624.2	XP_004932205.1
OG0004287	XP_001599521.1	XP_004929900.1
OG0004288	XP_001601679.2	XP_012548257.2
OG0004290	NP_001165796.1	NP_001124377.1
OG0004291	XP_031785552.1	XP_004922528.1
OG0004292	XP_031786281.1	XP_004926302.1
OG0004293	XP_001604605.1	XP_004927897.1
OG0004294	XP_032457630.1	XP_004921574.1
OG0004296	XP_001600237.1	NP_001091762.1
OG0004297	XP_001604116.2	XP_004931546.1
OG0004298	XP_003424726.1	NP_001040401.1
OG0004299	XP_001600672.1	XP_004930348.1
OG0004300	NP_001177991.1	XP_004930631.2
OG0004301	XP_001608106.1	XP_004929017.1
OG0004302	XP_003425853.1	XP_004931543.1
OG0004303	XP_031780147.1	XP_004929446.1
OG0004304	XP_008214316.1	NP_001040276.1
OG0004305	XP_001600591.1	XP_004929158.1
OG0004306	NP_001164371.1, XP_031789334.1	XP_004932719.1
OG0004307	XP_001607671.1, XP_003426362.1	NP_001037522.1
OG0004308	XP_001599029.1	NP_001040151.1
OG0004309	XP_001607296.1	XP_004925424.1
OG0004310	NP_001165800.1	XP_004924987.1
OG0004311	XP_001608041.1	XP_012550551.1, NP_001040136.1
OG0004312	XP_032458141.1, XP_001606354.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_001602517.1	XP_037867585.1
OG0004314	XP_031788134.1, XP_031788135.1	XP_004923945.1
OG0004315	XP_008210868.1, XP_031784270.1, XP_032457040.1	NP_001037082.1
OG0004316	XP_032455884.1, NP_001166224.1	NP_001037580.1
OG0004317	XP_003427491.1	NP_001037508.1
OG0004318	XP_001599931.4	NP_001037556.1
OG0004319	XP_001607405.1	XP_021207332.1
OG0004320	XP_016845182.1	XP_004924660.1
OG0004321	XP_001605340.1	XP_004927929.1
OG0004322	XP_001601986.1	XP_004924733.1
OG0004323	XP_016839905.1	NP_001040110.1
OG0004324	XP_001600581.1	NP_001037273.1
OG0004325	XP_001605669.5	XP_037867744.1, XP_004926849.1
OG0004326	XP_001606816.2	XP_004933571.2
OG0004327	XP_016840702.1	XP_004924517.1
OG0004328	XP_031781845.1	NP_001040387.1
OG0004329	XP_001602423.1	NP_001091750.1
OG0004330	XP_032458022.1, NP_001153396.1	NP_001040280.1
OG0004331	XP_001599142.1	XP_004925913.1
OG0004332	XP_032456228.1, XP_032456229.1	XP_021203157.1, NP_001040397.1
OG0004333	XP_008217199.1, XP_031787639.1	NP_001037390.1
OG0004334	XP_001604232.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_001603320.1	XP_012549424.1, XP_012549423.1
OG0004337	XP_008211109.1	XP_037868058.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_037869104.1
OG0004339	XP_001601774.2	XP_004933751.1
OG0004340	XP_008209366.1	XP_004926461.1
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_004924871.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	NP_001037094.1
OG0004344	XP_031780228.1, XP_008204225.1	NP_001040439.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_012551528.2
OG0004346	XP_016841493.1	XP_004933671.1, XP_037869651.1
OG0004347	XP_008202058.1	XP_004925786.1
OG0004348	XP_016840502.1	XP_004931111.2
OG0004349	XP_001600131.1	NP_001091827.1
OG0004350	NP_001135928.1	XP_004926892.1
OG0004351	XP_001604248.1	XP_004922412.2
OG0004352	XP_031780106.1	XP_004925782.1
OG0004353	XP_001599995.1	XP_004928164.1
OG0004354	XP_001601440.1	XP_012547325.1
OG0004355	XP_001607466.1	NP_001040384.1
OG0004356	XP_001608286.1	XP_004925473.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_004921584.1
OG0004358	XP_001607380.1	NP_001037299.1, XP_037874153.1
OG0004359	XP_016838278.1	XP_004925255.1
OG0004360	XP_001599974.1, XP_008212160.1	NP_001269152.1
OG0004361	XP_001607765.1	XP_004924614.1
OG0004362	XP_001601931.1	XP_012545769.1
OG0004363	XP_003426032.1	XP_004928927.1
OG0004364	XP_001606194.1	NP_001037102.1
OG0004365	XP_031788850.1	XP_004922522.1
OG0004366	XP_016838999.1	XP_004933534.1
OG0004367	XP_016842356.1, XP_031787826.1	XP_037868832.1, XP_012550222.1
OG0004368	XP_001604544.1	XP_012553136.1
OG0004369	XP_001602477.1	XP_021203230.1, NP_001040390.1
OG0004370	XP_031778743.1	NP_001040275.1
OG0004371	XP_031778755.1	NP_001129357.1
OG0004372	XP_001607806.1	XP_004928871.1
OG0004373	XP_003425407.1	XP_004931816.1
OG0004374	XP_031784742.1	XP_004931896.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_004923828.1, XP_021202090.1
OG0004376	NP_001165786.1	XP_004933701.1, XP_004930241.3
OG0004377	XP_003427142.1	XP_012547760.1
OG0004378	XP_001605744.1	NP_001296469.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_004925730.1
OG0004380	XP_001607148.2	NP_001040229.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_004931120.1
OG0004382	XP_031787843.1	XP_037869285.1
OG0004383	XP_001601565.2, XP_032453042.1	XP_037877691.1
OG0004384	XP_032455793.1, XP_031784472.1	XP_004926239.1
OG0004385	XP_001604751.2, XP_031779295.1	NP_001040538.1
OG0004386	XP_001603645.1	XP_004928867.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_004922580.1, XP_004922589.1
OG0004388	XP_001607019.1	XP_012549974.1
OG0004390	XP_032453917.1	XP_037868814.1
OG0004391	XP_031789592.1	XP_037871984.1
OG0004392	XP_001606566.1	NP_001127741.1
OG0004393	XP_001601927.1	NP_001037105.1
OG0004394	XP_008214868.1	XP_012552792.1
OG0004395	XP_016839781.1	NP_001040356.1
OG0004396	XP_001599473.1, XP_031777062.1	XP_037867106.1
OG0004397	XP_008209419.1	XP_012551911.1
OG0004398	XP_001602513.2	XP_004929393.1, NP_001170880.1
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_037872499.1
OG0004401	XP_016840231.1, XP_008213570.1	XP_012552909.2
OG0004402	XP_032455284.1	NP_001040509.1, XP_012543996.1
OG0004403	XP_001600425.2	XP_012545483.1
OG0004404	XP_001600970.1	NP_001153659.1
OG0004405	XP_008216953.1	XP_037869481.1
OG0004406	XP_008209811.2	XP_037869513.1
OG0004407	XP_001603923.2	NP_001127727.1, XP_037877636.1, XP_004929240.1
OG0004408	XP_031783216.1	XP_021204847.1, XP_012547412.1
OG0004409	XP_001603463.2	XP_004926345.2
OG0004410	XP_001603490.1	XP_004933293.1
OG0004411	NP_001165825.1	XP_004933256.1, XP_037876327.1
OG0004412	XP_031784838.1	NP_001040148.1
OG0004413	XP_031779715.1	NP_001128236.1
OG0004414	XP_001603614.1	XP_037869727.1
OG0004415	XP_032456579.1	XP_004923584.2, XP_037867690.1
OG0004416	XP_001599252.1	XP_004931870.1
OG0004417	XP_031782817.1	XP_004922278.1
OG0004418	XP_008213189.1	XP_004933565.1
OG0004419	XP_008208460.1	XP_012550117.2, XP_021206649.1
OG0004420	XP_001605577.1	XP_004925324.1
OG0004421	XP_008211139.1	XP_004925566.1
OG0004422	XP_016840410.1	XP_004928435.1
OG0004423	XP_001600174.3	XP_012549290.1
OG0004424	XP_001601586.1	NP_001157386.1, XP_012545026.1
OG0004425	XP_016837588.1	XP_004926812.1
OG0004426	XP_016838465.1	XP_004930472.2
OG0004427	NP_001239116.1	XP_004924406.1
OG0004428	XP_001607123.1	NP_001129356.1
OG0004429	XP_008210683.1	XP_004925622.1
OG0004430	XP_003426842.1	XP_004928252.2
OG0004431	XP_003426485.1	XP_004922106.1
OG0004432	XP_031787922.1	XP_004932553.1
OG0004433	XP_031778784.1	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1
OG0004434	XP_008209044.1	XP_021204518.1
OG0004436	XP_031778643.1	NP_001138799.1, XP_012547715.1
OG0004437	XP_031777399.1	XP_037875079.1
