Orthogroup	Nasonia_vitripennis	Apis_mellifera
OG0003901	XP_031785207.1	XP_001122939.2
OG0003902	XP_008215722.2	XP_026300039.1
OG0003903	XP_031784198.1	XP_016772804.1, XP_006572010.1
OG0003904	XP_031779362.1	XP_623919.1
OG0003905	XP_008204558.1	XP_623724.3
OG0003906	XP_001602761.1	XP_026295801.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_026299247.1
OG0003908	XP_031780857.1	XP_623366.2
OG0003909	NP_001135810.2	XP_001121788.2
OG0003910	XP_008203776.1	XP_397392.5
OG0003911	XP_001604067.1	XP_006565670.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_016769191.1, XP_006564718.1
OG0003913	XP_016840536.1	XP_006566101.1
OG0003914	XP_001603457.2	XP_396724.2
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_006568346.2
OG0003916	XP_016838984.1	XP_396999.5, XP_006571077.2
OG0003917	XP_016840883.2, XP_031784364.1	XP_006561985.2
OG0003918	XP_001602680.2, XP_001606357.1	XP_623795.2
OG0003919	XP_031788772.1, XP_031788774.1	XP_392644.3
OG0003920	XP_031784392.1	XP_026297002.1
OG0003921	XP_001603787.2	XP_006567209.1
OG0003922	XP_031783835.1	XP_001120842.5
OG0003923	XP_001607684.1	XP_006569041.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_003251071.2
OG0003925	XP_032453859.1, XP_016839114.1	XP_006557271.1, XP_392926.1
OG0003926	XP_016844808.1	XP_001120669.2
OG0003927	XP_001607778.2	XP_026300356.1, XP_395996.1
OG0003928	XP_031788167.1	XP_623864.3
OG0003929	XP_001599684.2	XP_006571697.2
OG0003931	XP_031781591.2	XP_006565397.1
OG0003932	XP_032456563.1	XP_003251065.2
OG0003933	XP_001604026.2	XP_625023.1
OG0003934	XP_001602366.1	XP_395260.2
OG0003935	XP_001599933.1	XP_623050.1
OG0003936	NP_001166022.1	NP_001011575.1, XP_026296304.1
OG0003937	XP_001603810.1	XP_026302113.1
OG0003939	XP_031784091.1	XP_026296207.1, XP_624867.2
OG0003941	XP_001604659.1	XP_001122466.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_016773505.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_396003.4
OG0003944	XP_016842708.1	XP_001122977.1
OG0003945	XP_001607235.2	XP_026299501.1
OG0003946	XP_001604515.2	XP_396925.4
OG0003947	XP_031784475.1, XP_001606959.2	XP_006569738.2
OG0003948	XP_008205358.1, XP_001599525.2	NP_001153520.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_026298008.1
OG0003952	XP_008213699.1	XP_006564407.1
OG0003953	XP_016842398.1	XP_395069.2
OG0003954	XP_031782232.1	XP_623055.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_026300272.1
OG0003956	XP_001603275.1	XP_623316.3
OG0003957	XP_032456178.1, XP_008207103.1	XP_391960.2
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_003250270.2
OG0003959	XP_031789102.1	XP_026299487.1
OG0003960	XP_016840614.1	XP_026296448.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_026298140.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_006568235.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_393688.2
OG0003964	XP_031789582.1	XP_026298966.1
OG0003965	XP_001600405.1	XP_016773035.2
OG0003966	XP_008215949.1, XP_032456976.1	XP_624988.3
OG0003967	NP_001180248.1, XP_031789176.1	XP_394614.1
OG0003968	XP_031780651.1	XP_395839.1
OG0003969	XP_003424109.1	XP_393560.4
OG0003970	XP_008215765.1	XP_026296881.1
OG0003971	XP_016841853.1	XP_003249677.2
OG0003972	XP_001607161.1, XP_032455796.1	XP_006562207.1
OG0003973	XP_016839124.1	XP_006559685.1
OG0003974	XP_001606425.1	XP_003250386.3
OG0003975	XP_016838144.1, XP_008209983.1	XP_392161.2
OG0003976	XP_008209822.1	XP_624702.2
OG0003977	XP_003424644.1	XP_001121344.2
OG0003978	XP_008217446.1, XP_008217449.1	XP_392894.1
OG0003979	XP_016839158.1	XP_395117.4
OG0003980	XP_016841684.1	XP_006570470.2
OG0003981	XP_001605378.1	XP_016772168.2
OG0003982	XP_001604665.2	XP_393800.5
OG0003983	XP_016840341.1	XP_016768590.1
OG0003984	XP_016838680.1	XP_003249151.1
OG0003985	XP_016843789.1	XP_392051.1
OG0003986	XP_008212807.1	XP_016769188.1
OG0003988	XP_016840638.1	XP_026296755.1
OG0003989	XP_001600219.1	XP_006568106.1
OG0003990	XP_001600651.4	XP_006565999.1
OG0003991	XP_031781825.1	XP_016770501.2
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_624277.2
OG0003993	XP_003427563.1	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2
OG0003994	XP_001606587.2	XP_026296912.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_001120885.2
OG0003996	XP_001599706.1	XP_392378.2
OG0003997	XP_031787536.1	XP_026302088.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_026299563.1
OG0003999	XP_031784818.1	XP_001122002.2
OG0004000	XP_008208849.1, XP_008208852.1	XP_625125.2
OG0004002	XP_031780754.1	XP_026299236.1
OG0004003	XP_031778320.1, NP_001128398.1	NP_001155985.1, XP_026295122.1
OG0004004	XP_001605965.2	XP_016773628.1
OG0004006	XP_016841690.1	XP_026300561.1
OG0004008	XP_001599343.1	XP_006561936.1
OG0004009	XP_008214625.2	XP_006561064.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_394099.4
OG0004011	NP_001128397.1	NP_001239359.1
OG0004013	NP_001123322.2	XP_001122611.3
OG0004014	XP_001604608.1	XP_026300083.1
OG0004016	XP_016840201.1	XP_026299442.1
OG0004018	NP_001153352.1	XP_026299400.1
OG0004019	XP_003428211.1	XP_006572354.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_006561836.1
OG0004021	XP_031788201.1	XP_026298233.1, XP_026298224.1
OG0004022	XP_001602536.2	XP_001121865.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_016771930.2
OG0004024	XP_008215963.3	XP_006568419.2, XP_026297399.1
OG0004025	XP_031780797.1	XP_006563272.1, XP_001123247.2
OG0004026	XP_031785462.1	XP_001120982.2
OG0004027	XP_031788090.1	XP_396627.4
OG0004028	XP_008208581.2	XP_016770063.1
OG0004029	XP_008203443.1	XP_026301578.1
OG0004030	XP_001605416.2	XP_625113.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_003250780.1
OG0004032	XP_031789438.1	XP_016767147.2
OG0004033	XP_031778770.1	XP_016766928.1
OG0004034	XP_008202984.2	XP_006565024.2
OG0004035	XP_031777383.1	XP_006564745.1
OG0004036	NP_001154941.1	XP_623133.4
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_026301836.1
OG0004038	NP_001177683.1	XP_003250346.1
OG0004041	XP_016845251.2	XP_006565007.3
OG0004042	XP_001604213.2	XP_393035.1
OG0004043	XP_008206874.1	XP_006557366.1
OG0004044	XP_016838165.1	XP_006560665.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_006560704.2, XP_016772223.2
OG0004046	XP_001603173.2	XP_006565404.1
OG0004047	XP_001600592.2	XP_006565410.2
OG0004048	XP_031777304.1, NP_001177864.1	XP_006562470.1, XP_026299647.1
OG0004049	XP_032452297.1	XP_026295466.1
OG0004050	XP_001603020.2	XP_026296786.1
OG0004051	XP_001608249.1	XP_001120355.1
OG0004052	XP_016845489.1	XP_006563534.2
OG0004053	XP_031778546.1, XP_031778544.1	XP_016766437.1, XP_006561244.1
OG0004054	XP_031784005.1, XP_031784006.1	XP_003251511.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_006564535.2
OG0004056	XP_001603552.2, XP_008204855.1	XP_001122081.1
OG0004058	XP_001606271.1	XP_397399.2
OG0004059	XP_031785059.1	XP_623299.3
OG0004060	XP_031785744.1	XP_006564797.1
OG0004061	XP_031787694.1	XP_016771427.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_001122669.2
OG0004065	XP_001606507.1	XP_396552.3
OG0004066	XP_016843304.1	XP_026300527.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_026295898.1
OG0004068	XP_008203406.1	NP_001128420.1
OG0004069	NP_001128396.1	XP_623903.2, XP_026301502.1
OG0004070	XP_001601722.2	XP_026294980.1
OG0004071	XP_008217957.1	XP_001121913.2
OG0004072	XP_008203027.1	XP_393997.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_623605.2
OG0004075	XP_001604692.2	XP_016771510.2
OG0004076	XP_001604296.2	XP_395025.2
OG0004077	XP_001601474.2	XP_026301405.1
OG0004078	XP_032451739.1, XP_031780405.1	NP_001172008.1
OG0004079	XP_008206303.2	XP_006559680.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_026294784.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_393406.4, XP_006560861.1
OG0004083	XP_031781602.1	XP_016769908.2
OG0004084	XP_001606474.1	XP_006558355.1
OG0004085	XP_031780572.1	XP_026299277.1
OG0004086	XP_003424817.2	NP_001011585.1, XP_026301045.1
OG0004087	XP_008208483.1	XP_026296624.1, XP_026296623.1
OG0004088	XP_003424439.1	XP_006569286.1
OG0004089	XP_031788431.1	XP_016771325.1
OG0004090	XP_001600099.2	XP_026299087.1, XP_026299085.1
OG0004091	XP_001605789.2	XP_395605.3
OG0004092	XP_001605784.1	XP_006563064.1, XP_624869.1
OG0004093	XP_031788454.1	XP_006570508.1, XP_006570507.1
OG0004094	XP_016845931.1	XP_394204.2, XP_006568702.1
OG0004095	XP_031788697.1	XP_624643.2
OG0004096	XP_031787923.1	XP_006565907.2
OG0004097	XP_016843925.1	XP_026299393.1, XP_001122415.1
OG0004098	XP_008204870.1	XP_006567329.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_392635.4
OG0004101	XP_008208094.1	XP_016769558.1
OG0004102	XP_031778512.1	XP_001120785.2
OG0004103	XP_031778279.1	XP_026298204.1
OG0004104	NP_001161331.1	NP_001177977.2, XP_026296891.1
OG0004106	XP_031782439.1	XP_026296135.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_006571445.1
OG0004109	XP_003425769.1	NP_001314885.1, XP_006570920.1
OG0004110	XP_008211643.1	XP_026296625.1, XP_016767744.1
OG0004111	XP_008213931.1	XP_026297201.1
OG0004112	XP_031778438.1	XP_006570948.1
OG0004113	XP_001607422.1	XP_006568820.1, XP_396656.1
OG0004114	XP_001605199.1	XP_001122985.1
OG0004116	XP_003427220.1	XP_026301749.1
OG0004119	XP_008206880.1	XP_016768569.2
OG0004120	XP_008206649.1, XP_016840794.1	XP_393310.1
OG0004121	XP_008210584.1	XP_016769825.1
OG0004122	XP_032452805.1	XP_026295564.1, XP_026295562.1
OG0004123	XP_016841709.1	XP_006570903.2
OG0004124	XP_031787946.1	XP_026302069.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_006558111.1
OG0004126	XP_016840014.1	XP_026300830.1
OG0004127	XP_016844205.1	XP_003250469.1, XP_006564511.1, XP_006564512.1
OG0004128	XP_032452038.1	XP_006572054.1
OG0004129	XP_008215324.1	XP_006564578.2
OG0004130	XP_008214637.1	XP_006571760.3
OG0004131	XP_016836927.1	XP_006561919.1
OG0004132	XP_008211679.1	XP_006567775.1
OG0004133	XP_008210128.1	XP_397109.3, XP_006566358.1
OG0004135	XP_001600181.2	XP_001122973.2
OG0004137	XP_003426654.1	XP_625230.3
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_006568623.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_006563114.2
OG0004140	XP_032453602.1, NP_001161451.1	XP_006570675.1, XP_003251593.1
OG0004141	XP_003426328.1	XP_395096.4
OG0004142	XP_031778046.1	NP_001314880.1, XP_026302136.1
OG0004143	XP_031784809.1	XP_026299156.1
OG0004144	XP_001602781.1	XP_625031.3
OG0004145	XP_016837587.3	XP_006567879.1
OG0004146	XP_008206898.1	NP_001314892.1, XP_026298872.1
OG0004147	XP_001605981.2	XP_006571749.1
OG0004148	XP_016840267.1	XP_026299383.1
OG0004149	XP_016843556.1	XP_003250476.1
OG0004150	NP_001153358.1, XP_031779936.1	XP_003250308.1
OG0004151	XP_001604522.2	XP_016769727.2
OG0004152	XP_008202124.1	XP_026302049.1
OG0004153	XP_032455777.1	XP_016767832.1
OG0004155	XP_001605287.1	XP_016767546.1, NP_001116485.2
OG0004156	XP_008207216.1, XP_008207215.1, XP_003426679.1	XP_026301150.1
OG0004157	XP_008212514.1	XP_026295560.1, XP_026295561.1
OG0004160	XP_031784923.1	XP_016770007.2
OG0004161	XP_016841504.1, XP_003426623.2	XP_003251033.1
OG0004162	XP_031779238.1	XP_026298929.1
OG0004163	XP_001607004.3	XP_001121567.1
OG0004164	XP_031777702.1	XP_391890.3
OG0004166	XP_003424069.1	XP_006558505.1
OG0004167	XP_031788104.1	XP_006558679.2
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_026295327.1
OG0004169	XP_001602491.2	NP_001011650.1
OG0004170	XP_008202160.1	XP_006559888.1
OG0004171	XP_001602244.1	XP_001121552.2
OG0004172	XP_016840931.1	XP_006562175.1
OG0004173	XP_001600998.4	XP_006565171.1
OG0004174	XP_031785454.1	XP_006572013.2
OG0004175	XP_032454099.1, XP_001605514.1	XP_006559175.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_026295613.1
OG0004179	XP_016845572.1	XP_001119882.2, XP_006560243.1, XP_006560242.1, XP_006560241.1
OG0004180	XP_031778197.1	XP_006565974.1
OG0004181	XP_001601897.1	XP_624334.2
OG0004182	XP_016843920.1	XP_006566310.1, NP_001071276.1
OG0004183	XP_008210993.1	XP_395378.4
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_001120100.2
OG0004185	XP_016843196.1, NP_001123261.1	XP_026298737.1
OG0004186	XP_031777165.1	XP_016772979.2
OG0004187	XP_031783322.1	XP_624574.2
OG0004188	XP_001608003.2	XP_397338.3
OG0004189	XP_031778818.1	XP_016768334.1, XP_016768333.1
OG0004190	XP_001600658.1	XP_006559637.1
OG0004191	XP_001606740.2	XP_026298906.1, XP_026298907.1
OG0004192	XP_003425426.1	XP_006558585.2
OG0004193	XP_031777646.1, XP_031781952.1	XP_016773545.1
OG0004195	XP_001599294.1	XP_392813.2
OG0004196	XP_001602923.1	XP_026302050.1
OG0004197	XP_008213962.2	XP_003249914.1
OG0004198	XP_008202155.1	XP_006571571.1, XP_026300047.1, XP_026300038.1
OG0004201	XP_008214961.1	XP_396024.6
OG0004202	XP_016839855.1	XP_392132.1
OG0004203	XP_001602445.1	XP_623770.2
OG0004204	XP_001607098.1	XP_006561817.2
OG0004205	XP_016841539.1	XP_624310.2
OG0004206	XP_031785002.1	XP_006558549.2
OG0004207	XP_008205463.2	XP_006558776.1
OG0004209	XP_016845478.1	XP_006561071.2
OG0004210	XP_016837841.1	XP_003250831.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_001121683.2
OG0004212	XP_016836989.1, NP_001162020.1	XP_006566196.1, XP_026299084.1
OG0004213	XP_001608222.3	XP_624484.1
OG0004214	XP_001601026.2	XP_001121751.2
OG0004216	XP_032451799.1	XP_026298030.1
OG0004217	XP_031781741.1	XP_395437.4
OG0004218	XP_016841537.1	XP_026299413.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_394142.4
OG0004220	XP_016837607.1, XP_008204292.1	XP_026299971.1, XP_026299970.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_006563169.1, XP_006563172.1, XP_016772480.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_006559746.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_001123003.1
OG0004227	XP_003424088.1, XP_008212644.1	XP_393566.3
OG0004228	XP_001607781.1	XP_001120846.1
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_006559721.1
OG0004231	XP_031777323.1	NP_001091684.1, XP_006563390.1
OG0004232	XP_008214659.1	XP_006560763.1
OG0004233	XP_001600020.1, XP_032453791.1	XP_395659.1
OG0004235	XP_001606745.4	XP_026295973.1
OG0004236	XP_032452052.1	XP_006557659.1
OG0004237	XP_031777130.1	XP_006568082.2
OG0004238	XP_016842762.1	XP_026299525.1, XP_026299523.1
OG0004239	XP_031778514.1	XP_026295255.1
OG0004240	XP_003424798.1	XP_393944.1
OG0004241	XP_031786546.1	XP_016772013.2
OG0004242	XP_001602639.2, XP_008210336.1	XP_026301947.1, XP_026301946.1
OG0004243	XP_001605015.1	XP_001120674.3
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_003249778.1
OG0004245	XP_001601787.1	XP_006559708.2
OG0004247	XP_031786686.1, XP_031786683.1	XP_394772.3
OG0004248	XP_031782605.1	XP_006561196.1
OG0004250	XP_008216140.1	XP_006565642.2
OG0004251	XP_001603329.2	XP_026299700.1, XP_026299701.1
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	XP_006571219.1
OG0004256	NP_001166258.1, XP_008208811.1	XP_006558404.1, XP_006558402.1, XP_006558403.1, XP_006558401.1
OG0004258	XP_008209599.2	XP_006569889.2
OG0004259	XP_016836718.1	XP_006570705.1
OG0004260	XP_031782321.1	XP_016766286.1
OG0004261	XP_001601019.1	XP_396942.4, XP_016766685.1
OG0004262	XP_003426821.1	XP_016766731.1
OG0004264	XP_008204877.1	XP_016767483.1, XP_392445.3
OG0004265	XP_016836734.1, XP_001603494.1	XP_016772196.2
OG0004266	XP_032454171.1, XP_008206308.1, XP_032454173.1, XP_032454172.1	XP_026296941.1, XP_026296943.1
OG0004267	XP_016844442.1	XP_393651.3
OG0004275	XP_008212869.1, XP_016836745.1	XP_006558909.1
OG0004276	XP_001607320.1	XP_393322.1
OG0004277	XP_016840872.2	XP_006561989.1
OG0004278	XP_001599263.1	XP_006565645.2
OG0004279	XP_001599992.1	XP_624910.1
OG0004280	XP_031782297.1, XP_032454591.1	XP_392478.2
OG0004281	XP_031786924.1	XP_006571600.1
OG0004282	XP_032453267.1	XP_016767446.1
OG0004283	XP_001599651.1	XP_623731.1
OG0004284	XP_001601315.1	XP_006565264.1
OG0004285	XP_001599436.1	XP_393779.1
OG0004286	XP_001604624.2	XP_026301403.1
OG0004287	XP_001599521.1	XP_393426.1
OG0004288	XP_001601679.2	XP_001121467.2
OG0004290	NP_001165796.1	XP_392023.1
OG0004291	XP_031785552.1	XP_003249561.2
OG0004292	XP_031786281.1	XP_393161.3
OG0004293	XP_001604605.1	XP_026298362.1
OG0004294	XP_032457630.1	XP_001121076.4
OG0004296	XP_001600237.1	NP_001011570.1
OG0004297	XP_001604116.2	XP_016769531.2, XP_624763.2
OG0004298	XP_003424726.1	XP_001119998.2
OG0004299	XP_001600672.1	XP_395804.2, XP_026299006.1, XP_016768715.1
OG0004300	NP_001177991.1	XP_006562042.1
OG0004301	XP_001608106.1	XP_396701.3
OG0004302	XP_003425853.1	XP_001122509.1
OG0004303	XP_031780147.1	XP_006569404.2
OG0004304	XP_008214316.1	XP_006562448.1
OG0004305	XP_001600591.1	XP_006571179.1
OG0004306	NP_001164371.1, XP_031789334.1	XP_006564913.1
OG0004307	XP_001607671.1, XP_003426362.1	XP_624696.1, XP_006559465.1
OG0004308	XP_001599029.1	XP_393443.1
OG0004309	XP_001607296.1	XP_001120413.1
OG0004310	NP_001165800.1	XP_026298579.1
OG0004311	XP_001608041.1	XP_003251537.1
OG0004312	XP_032458141.1, XP_001606354.1	XP_624642.1
OG0004313	XP_001602517.1	XP_392555.1
OG0004314	XP_031788134.1, XP_031788135.1	XP_625093.1
OG0004315	XP_008210868.1, XP_031784270.1, XP_032457040.1	XP_006561629.1
OG0004316	XP_032455884.1, NP_001166224.1	XP_026300991.1
OG0004317	XP_003427491.1	XP_001122174.1
OG0004318	XP_001599931.4	XP_625027.1
OG0004319	XP_001607405.1	XP_016770927.1, XP_006565292.1
OG0004320	XP_016845182.1	XP_003251332.1
OG0004321	XP_001605340.1	XP_396635.2
OG0004322	XP_001601986.1	XP_624182.1
OG0004323	XP_016839905.1	XP_001122944.1
OG0004324	XP_001600581.1	XP_624651.2
OG0004325	XP_001605669.5	XP_001120018.1
OG0004326	XP_001606816.2	XP_003251125.1
OG0004327	XP_016840702.1	XP_396012.1
OG0004328	XP_031781845.1	XP_392518.1
OG0004329	XP_001602423.1	NP_001172073.1
OG0004330	XP_032458022.1, NP_001153396.1	XP_392912.1
OG0004331	XP_001599142.1	XP_006566060.1
OG0004332	XP_032456228.1, XP_032456229.1	XP_006568282.1
OG0004333	XP_008217199.1, XP_031787639.1	XP_397261.2
OG0004334	XP_001604232.1	XP_396637.3
OG0004335	XP_001603320.1	XP_001120086.2
OG0004337	XP_008211109.1	XP_026300895.1, XP_026300896.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_026301743.1
OG0004339	XP_001601774.2	XP_026301245.1, XP_026301244.1
OG0004340	XP_008209366.1	XP_624372.2
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_001121809.2
OG0004342	XP_001606434.1	XP_001120666.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	XP_624733.1
OG0004344	XP_031780228.1, XP_008204225.1	XP_394400.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_001121573.2
OG0004346	XP_016841493.1	XP_006567399.1
OG0004347	XP_008202058.1	XP_393939.3
OG0004348	XP_016840502.1	NP_001156935.1
OG0004349	XP_001600131.1	XP_006571696.1
OG0004350	NP_001135928.1	XP_623797.2
OG0004351	XP_001604248.1	XP_623556.1
OG0004352	XP_031780106.1	XP_006566065.1
OG0004353	XP_001599995.1	XP_003251342.1
OG0004354	XP_001601440.1	XP_396639.1
OG0004355	XP_001607466.1	XP_026298491.1
OG0004356	XP_001608286.1	XP_006567761.1, XP_006567762.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_026296490.1
OG0004358	XP_001607380.1	NP_001171519.1
OG0004359	XP_016838278.1	XP_006559323.1
OG0004360	XP_001599974.1, XP_008212160.1	XP_625225.1
OG0004361	XP_001607765.1	XP_393103.2
OG0004362	XP_001601931.1	XP_001121482.1, XP_026301196.1
OG0004363	XP_003426032.1	XP_001120746.2
OG0004364	XP_001606194.1	XP_001122278.1
OG0004365	XP_031788850.1	XP_001120579.2
OG0004366	XP_016838999.1	XP_392212.2
OG0004367	XP_016842356.1, XP_031787826.1	XP_006563705.1
OG0004368	XP_001604544.1	XP_001122727.1, XP_026296406.1
OG0004369	XP_001602477.1	XP_624500.2
OG0004370	XP_031778743.1	XP_016766228.1
OG0004371	XP_031778755.1	XP_006565450.2
OG0004372	XP_001607806.1	XP_624564.1
OG0004373	XP_003425407.1	XP_395826.2
OG0004374	XP_031784742.1	XP_624616.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_006563277.1, XP_624360.1
OG0004376	NP_001165786.1	XP_394885.1
OG0004377	XP_003427142.1	XP_393563.1
OG0004378	XP_001605744.1	XP_001120599.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_003251471.2
OG0004380	XP_001607148.2	XP_026295983.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_026299779.1
OG0004382	XP_031787843.1	XP_393037.2
OG0004383	XP_001601565.2, XP_032453042.1	XP_623774.2
OG0004384	XP_032455793.1, XP_031784472.1	XP_006562157.1
OG0004385	XP_001604751.2, XP_031779295.1	XP_396009.2
OG0004386	XP_001603645.1	XP_026298265.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_393089.1
OG0004388	XP_001607019.1	XP_001120572.3
OG0004390	XP_032453917.1	XP_003250159.1
OG0004391	XP_031789592.1	XP_016772828.1
OG0004392	XP_001606566.1	XP_026301799.1, XP_006570143.1
OG0004394	XP_008214868.1	XP_026298463.1
OG0004395	XP_016839781.1	XP_006562497.2
OG0004396	XP_001599473.1, XP_031777062.1	XP_393683.4
OG0004397	XP_008209419.1	XP_006564997.2
OG0004398	XP_001602513.2	XP_003251005.1
OG0004399	XP_031786364.1	XP_006568121.2
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_016773624.1
