Orthogroup	Osmia_bicornis	Tribolium_castaneum
OG0004275	XP_029056413.1	XP_008201172.1
OG0004276	XP_029050945.1	XP_972907.1
OG0004277	XP_029041914.1, XP_029041644.1	XP_969696.1
OG0004278	XP_029045536.1	XP_975170.2
OG0004279	XP_029051038.1	XP_975179.2
OG0004280	XP_029046372.1	XP_973533.1
OG0004281	XP_029052592.1	XP_008195224.1
OG0004282	XP_029035549.1	XP_974347.1
OG0004283	XP_029048292.1	XP_008192466.1, NP_001165863.1
OG0004284	XP_029040324.1	XP_968064.1
OG0004285	XP_029048526.1	XP_970899.1
OG0004286	XP_029053520.1	XP_968001.1
OG0004287	XP_029044626.1	XP_966498.1
OG0004288	XP_029037334.1	XP_969265.1
OG0004289	XP_029045237.1	XP_008197558.1, XP_015838760.1
OG0004290	XP_029050624.1	XP_971885.1
OG0004291	XP_029036679.1	XP_968374.1
OG0004292	XP_029049920.1	XP_015837941.1
OG0004293	XP_029051062.1	XP_972261.1
OG0004294	XP_029037022.1	XP_974435.1
OG0004295	XP_029048132.1	XP_971412.1
OG0004296	XP_029050425.1	XP_967959.1
OG0004297	XP_029038806.1	XP_966358.1
OG0004298	XP_029039591.1	XP_015834541.1
OG0004299	XP_029055450.1	XP_973645.1
OG0004300	XP_029047334.1	XP_008197771.1
OG0004301	XP_029042808.1	XP_972630.1
OG0004302	XP_029046933.1	XP_971610.1
OG0004303	XP_029042976.1	XP_974854.1
OG0004304	XP_029054411.1	XP_008190996.1
OG0004305	XP_029034101.1	XP_967790.1
OG0004306	XP_029045459.1	XP_972464.1, XP_972413.1
OG0004307	XP_029048638.1	XP_015834916.1
OG0004308	XP_029050979.1	XP_975195.1
OG0004309	XP_029043663.1	XP_969903.1
OG0004310	XP_029037907.1	XP_969714.1
OG0004311	XP_029046567.1	XP_969723.1
OG0004312	XP_029053182.1	XP_969605.1
OG0004313	XP_029053904.1, XP_029054228.1	XP_969250.1
OG0004314	XP_029035416.1	XP_968017.1
OG0004315	XP_029047952.1	XP_015833545.1
OG0004316	XP_029032792.1	XP_967058.1
OG0004317	XP_029053067.1	XP_970777.1
OG0004318	XP_029049919.1	XP_973769.1
OG0004319	XP_029033260.1	XP_008201675.1
OG0004320	XP_029039731.1	XP_008199303.1
OG0004321	XP_029047324.1	XP_971796.1
OG0004322	XP_029040555.1, XP_029040554.1	XP_008195533.1
OG0004323	XP_029037469.1	XP_971760.1
OG0004324	XP_029040125.1	XP_973351.1
OG0004325	XP_029056395.1	NP_001128383.1
OG0004326	XP_029054381.1	XP_001813029.1
OG0004327	XP_029052568.1, XP_029052569.1	XP_015835634.1
OG0004328	XP_029036447.1	XP_969972.1
OG0004329	XP_029051149.1	XP_972456.1
OG0004330	XP_029043757.1	XP_966880.1
OG0004331	XP_029033542.1, XP_029033588.1	XP_967746.1
OG0004332	XP_029034395.1	XP_008192042.1, XP_970786.1
OG0004333	XP_029049716.1	XP_971805.1
OG0004334	XP_029055980.1	XP_970161.2
OG0004335	XP_029053502.1	XP_008195989.1
OG0004336	XP_029042132.1, XP_029042128.1	XP_971226.2
OG0004337	XP_029039072.1	XP_008194680.2
OG0004338	XP_029037798.1, XP_029037799.1	XP_971269.1
OG0004339	XP_029036746.1	XP_968192.1
OG0004340	XP_029033536.1, XP_029033582.1	XP_972358.1
OG0004342	XP_029032381.1	XP_971983.1
OG0004343	XP_029043799.1, XP_029043807.1	XP_975131.1
OG0004344	XP_029033873.1	XP_967314.1
OG0004345	XP_029051535.1	XP_970655.1
OG0004346	XP_029047806.1	XP_974710.1
OG0004347	XP_029043808.1, XP_029043810.1	XP_972970.1
OG0004348	XP_029048966.1	XP_970769.1
OG0004349	XP_029040438.1, XP_029040447.1	XP_971370.1
OG0004350	XP_029047329.1	XP_970528.1
OG0004351	XP_029047374.1	XP_008196327.1, XP_972027.1
OG0004352	XP_029033658.1, XP_029033672.1	XP_968697.1
OG0004353	XP_029039929.1	XP_972343.1
OG0004354	XP_029049751.1	XP_008201302.1
OG0004355	XP_029037550.1	XP_975028.1
OG0004356	XP_029053376.1	XP_968339.1
OG0004357	XP_029053503.1	XP_971110.1
OG0004358	XP_029049157.1	XP_972440.1
OG0004359	XP_029034747.1	XP_008199086.1
OG0004360	XP_029052545.1	XP_974891.1
OG0004361	XP_029044822.1	XP_970915.2
OG0004362	XP_029050008.1	XP_967452.2
OG0004363	XP_029049172.1	XP_001814270.1
OG0004364	XP_029033524.1	XP_968539.1
OG0004365	XP_029043442.1	XP_008195871.1
OG0004366	XP_029036194.1	XP_974948.1
OG0004367	XP_029056393.1	XP_968873.1
OG0004368	XP_029052573.1	XP_971553.2
OG0004369	XP_029036992.1	XP_975322.1
OG0004370	XP_029034397.1	XP_967583.3
OG0004371	XP_029049015.1	XP_008191479.1
OG0004372	XP_029032077.1	XP_008196107.1
OG0004373	XP_029040850.1	XP_008197488.1
OG0004374	XP_029051480.1	XP_966555.1
OG0004375	XP_029032454.1	XP_975428.1
OG0004377	XP_029046141.1	XP_008190408.2
OG0004378	XP_029051160.1	XP_001815752.1
OG0004379	XP_029038985.1	XP_008197126.1
OG0004381	XP_029044900.1	XP_008198837.1
OG0004382	XP_029037589.1	XP_008198502.1
OG0004383	XP_029035088.1	XP_001811897.1, XP_008193872.1
OG0004384	XP_029053060.1	XP_967198.1
OG0004385	XP_029056458.1	XP_001814757.1
OG0004386	XP_029051503.1	XP_968136.1
OG0004387	XP_029037506.1	XP_973540.1
OG0004388	XP_029049490.1	XP_970062.1
OG0004389	XP_029043831.1	XP_008190586.1, XP_974322.1
OG0004390	XP_029039330.1	XP_008198783.1
OG0004391	XP_029051602.1	XP_972110.1
OG0004392	XP_029055577.1	NP_001076793.1
OG0004393	XP_029049123.1, XP_029049124.1	XP_008198968.1
OG0004394	XP_029044780.1	XP_008193615.1
OG0004395	XP_029041328.1	XP_015836706.1, XP_008200618.1
OG0004396	XP_029039715.1	XP_967054.1
OG0004397	XP_029039147.1	XP_973270.1
OG0004398	XP_029040134.1	XP_973691.3, NP_001071091.1
OG0004399	XP_029033425.1, XP_029033427.1, XP_029033428.1, XP_029033426.1	XP_966636.1
OG0004400	XP_029043703.1	XP_008194873.1
OG0004401	XP_029049491.1	XP_015833917.1, XP_015833918.1
OG0004402	XP_029049409.1	XP_015839832.1
OG0004403	XP_029042876.1	XP_974795.3
OG0004404	XP_029048097.1	XP_973343.1, XP_972623.1
OG0004405	XP_029051733.1	XP_973483.1
OG0004406	XP_029056492.1	XP_015838960.1
OG0004407	XP_029046652.1	XP_008193688.1
OG0004408	XP_029048086.1	XP_008192574.1, XP_972707.2
OG0004409	XP_029050032.1	XP_971897.2
OG0004410	XP_029037797.1	XP_008195992.1
OG0004411	XP_029034895.1	XP_974546.1
OG0004412	XP_029048899.1	XP_008197181.1
OG0004413	XP_029053232.1	XP_972151.1
OG0004414	XP_029047685.1	XP_974522.1
OG0004415	XP_029050582.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_029048105.1	XP_967938.1
OG0004417	XP_029037934.1	XP_008191367.2
OG0004418	XP_029041824.1, XP_029041543.1	XP_967755.1
OG0004419	XP_029038118.1	XP_015837300.1, XP_008195801.1
OG0004420	XP_029035881.1	XP_974700.2
OG0004421	XP_029052146.1	XP_008201446.1
OG0004422	XP_029041496.1	XP_008192303.1
OG0004423	XP_029042443.1	XP_015835652.1, XP_008199577.1
OG0004424	XP_029034664.1	XP_966793.1
OG0004425	XP_029055554.1	XP_975776.2
OG0004426	XP_029036441.1	XP_971988.1
OG0004427	XP_029046289.1	XP_975024.1
OG0004428	XP_029045677.1	XP_008193101.1
OG0004429	XP_029038647.1	NP_001137201.1, XP_015839494.1
OG0004430	XP_029037412.1	XP_001812942.1
OG0004431	XP_029040910.1	XP_008198316.1
OG0004432	XP_029037547.1	XP_968397.1
OG0004433	XP_029048752.1	XP_969112.1
OG0004434	XP_029052761.1	XP_967394.1
OG0004436	XP_029050232.1	XP_967237.1, XP_008198811.1
OG0004437	XP_029035151.1	XP_971007.1
OG0004438	XP_029043319.1	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	XP_029048321.1	XP_008192095.1
OG0004440	XP_029043375.1	XP_972849.1
OG0004441	XP_029047824.1	XP_015839666.1, XP_970319.1
OG0004442	XP_029035533.1, XP_029035532.1	XP_968337.1
OG0004443	XP_029033449.1	XP_971224.1
OG0004444	XP_029049516.1	XP_008193636.1
OG0004445	XP_029052690.1	XP_008193656.1
OG0004446	XP_029038146.1	XP_968186.1
OG0004447	XP_029043256.1	XP_008196875.1
OG0004448	XP_029051021.1	XP_968140.1
OG0004449	XP_029038363.1	XP_968648.1, XP_015834343.1
OG0004450	XP_029045226.1	XP_008197685.1
OG0004451	XP_029039998.1	XP_001813375.1, XP_015835910.1
OG0004452	XP_029049990.1	NP_001034518.1, XP_008201243.1
OG0004453	XP_029056611.1	XP_008197856.1
OG0004454	XP_029039597.1	XP_015835986.1
OG0004455	XP_029036586.1	XP_974859.1
OG0004456	XP_029053277.1	XP_008194455.1
OG0004457	XP_029038409.1, XP_029038410.1, XP_029038407.1	XP_008194516.1
OG0004458	XP_029053016.1	XP_973234.1
OG0004459	XP_029040177.1	XP_008201155.1, XP_015840642.1
OG0004460	XP_029044360.1	XP_015839542.1
OG0004461	XP_029035701.1, XP_029035703.1	XP_008198493.1
OG0004462	XP_029040222.1	XP_008201181.1
OG0004463	XP_029051714.1	XP_008193392.1
OG0004465	XP_029042498.1	XP_966481.1
OG0004466	XP_029032695.1	XP_015837577.1
OG0004467	XP_029052712.1	XP_967843.1
OG0004468	XP_029052704.1	XP_969039.1
OG0004469	XP_029048946.1	XP_972171.1
OG0004470	XP_029046428.1	XP_971504.1
OG0004471	XP_029055831.1	XP_973117.1, XP_008196349.1
OG0004472	XP_029036093.1	XP_974024.1
OG0004473	XP_029052112.1	XP_015836862.1, XP_015836861.1
OG0004474	XP_029046856.1, XP_029046857.1	XP_008197064.1
OG0004475	XP_029045038.1	XP_015838870.1, NP_001034508.1
OG0004478	XP_029037903.1	XP_975527.1
OG0004479	XP_029049917.1, XP_029049916.1	XP_971071.1
OG0004480	XP_029047406.1	XP_008201326.1
OG0004481	XP_029033749.1	XP_974320.3
OG0004482	XP_029053061.1, XP_029053062.1	XP_008199962.1
OG0004483	XP_029042450.1	XP_971989.2, XP_008198950.1
OG0004484	XP_029036629.1	XP_966953.1
OG0004485	XP_029041348.1	XP_008193405.1
OG0004486	XP_029037975.1	XP_972731.1
OG0004487	XP_029050183.1	XP_015838841.1
OG0004488	XP_029035377.1	XP_008201364.1
OG0004489	XP_029043817.1, XP_029043816.1	XP_969524.1
OG0004490	XP_029036242.1	XP_008200172.1, XP_971121.1
OG0004491	XP_029033005.1	XP_966917.2
OG0004492	XP_029035201.1	XP_972141.2
OG0004493	XP_029035864.1, XP_029035865.1	XP_970342.1
OG0004494	XP_029047508.1	XP_972668.2
OG0004495	XP_029039335.1	XP_974708.1
OG0004496	XP_029048381.1	XP_008200974.1
OG0004497	XP_029049356.1	XP_970200.1
OG0004498	XP_029040467.1	XP_968062.1
OG0004499	XP_029049991.1	XP_008198302.1
OG0004500	XP_029040836.1	XP_966935.2
OG0004501	XP_029049932.1	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_029043749.1	XP_008201594.1
OG0004503	XP_029048721.1	XP_008193900.1
OG0004504	XP_029048876.1	XP_971712.2
OG0004505	XP_029049866.1	XP_015839540.1
OG0004506	XP_029037509.1	XP_974651.2
OG0004507	XP_029033918.1	XP_008195560.1
OG0004508	XP_029052861.1	XP_967772.1
OG0004509	XP_029055463.1	XP_967885.1
OG0004510	XP_029053236.1	XP_008195623.1
OG0004511	XP_029035597.1	XP_015834663.1
OG0004512	XP_029042266.1, XP_029042265.1	XP_969306.1
OG0004513	XP_029039995.1	XP_015840997.1
OG0004514	XP_029044024.1, XP_029044032.1	XP_967303.1
OG0004515	XP_029037124.1	XP_971562.1
OG0004516	XP_029035256.1	XP_008199814.1
OG0004517	XP_029046044.1	XP_008192854.1
OG0004518	XP_029033375.1, XP_029033372.1	XP_008200602.2
OG0004519	XP_029049111.1	XP_970192.2
OG0004520	XP_029039695.1	XP_967626.1
OG0004521	XP_029053835.1, XP_029053346.1	XP_966717.1
OG0004522	XP_029033286.1	XP_968657.2
OG0004523	XP_029048356.1	XP_966596.1
OG0004524	XP_029037568.1	XP_975254.2
OG0004525	XP_029033192.1	XP_001814158.1
OG0004526	XP_029041766.1	XP_015835575.1
OG0004527	XP_029047215.1	XP_008196861.1
OG0004528	XP_029045844.1	XP_008198942.1
OG0004529	XP_029039457.1	XP_015840796.1, XP_969523.1
OG0004530	XP_029046163.1	XP_008192807.1
OG0004531	XP_029043678.1	XP_008198806.1
OG0004532	XP_029054702.1	XP_008191977.1
OG0004533	XP_029034876.1, XP_029034877.1	XP_975235.1
OG0004534	XP_029047181.1	XP_015837847.1
OG0004535	XP_029056608.1	XP_967479.1
OG0004536	XP_029051431.1	XP_969779.1
OG0004537	XP_029036079.1	XP_008199753.1
OG0004538	XP_029053893.1	XP_008194447.1
OG0004539	XP_029037141.1	XP_008190563.1, XP_015833001.1
OG0004540	XP_029050746.1	XP_974431.1
OG0004541	XP_029032240.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_029032000.1	XP_015833850.1
OG0004543	XP_029048567.1	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1
OG0004544	XP_029046094.1	XP_967831.2
OG0004545	XP_029040255.1, XP_029040252.1	XP_972841.1
OG0004546	XP_029044738.1, XP_029044739.1, XP_029044737.1	XP_008191529.1
OG0004547	XP_029036553.1	XP_973795.3
OG0004548	XP_029050243.1	XP_008194167.1
OG0004549	XP_029046472.1	XP_975544.1
OG0004550	XP_029041723.1, XP_029041722.1, XP_029041721.1	XP_968425.2
OG0004551	XP_029050794.1	XP_008196143.1
OG0004552	XP_029045121.1	XP_966605.1
OG0004553	XP_029041483.1	XP_015835217.1
OG0004556	XP_029047992.1	XP_015834234.1
OG0004557	XP_029054407.1	XP_015835653.1
OG0004558	XP_029037132.1	XP_970509.1
OG0004559	XP_029044046.1	XP_008191113.1
OG0004560	XP_029052317.1	XP_969585.1
OG0004561	XP_029042608.1	XP_973530.1
OG0004562	XP_029044157.1	XP_969491.1
OG0004563	XP_029049903.1	XP_974107.1
OG0004564	XP_029038164.1	XP_967545.1
OG0004565	XP_029043068.1	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	XP_029054009.1	XP_975011.1
OG0004567	XP_029042532.1	XP_969501.1
OG0004568	XP_029038769.1	XP_966406.1
OG0004569	XP_029039579.1	XP_971024.1
OG0004570	XP_029056537.1	XP_008190477.2
OG0004571	XP_029050532.1	XP_966419.1
OG0004572	XP_029053332.1	XP_008193653.1
OG0004573	XP_029047023.1	XP_015840900.1
OG0004574	XP_029039601.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_029051288.1	XP_015836016.1
OG0004576	XP_029033180.1	XP_968528.1
OG0004577	XP_029041672.1	XP_008196227.1
OG0004578	XP_029036364.1	XP_015837256.1
OG0004579	XP_029036907.1, XP_029036905.1	XP_015838708.1
OG0004580	XP_029044062.1	XP_968154.2
OG0004581	XP_029033080.1	XP_967342.1, XP_973682.1
OG0004582	XP_029034599.1	XP_008194035.1, XP_970124.1
OG0004583	XP_029036786.1	XP_971242.2
OG0004584	XP_029045811.1	NP_001164208.1, XP_008201001.1
OG0004585	XP_029048502.1	XP_008191121.1
OG0004586	XP_029039729.1	XP_008191139.1
OG0004587	XP_029050153.1	XP_967043.1, XP_976065.1
OG0004588	XP_029031920.1	XP_967472.1
OG0004589	XP_029036602.1	XP_015836849.1
OG0004590	XP_029056618.1	XP_015834749.1
OG0004591	XP_029039642.1, XP_029039643.1	XP_974397.2
OG0004592	XP_029044446.1, XP_029044444.1	XP_015839668.1
OG0004593	XP_029032236.1, XP_029032234.1	XP_001811057.1
OG0004594	XP_029036545.1	XP_969067.1
OG0004595	XP_029032151.1	XP_008196620.1
OG0004596	XP_029034696.1	XP_972191.1
OG0004597	XP_029042720.1	XP_974793.1
OG0004598	XP_029056271.1, XP_029056302.1	XP_972549.2
OG0004599	XP_029044271.1	NP_001096055.1
OG0004600	XP_029038763.1	XP_015837407.1
OG0004601	XP_029033659.1, XP_029033673.1	XP_968373.1
OG0004602	XP_029045685.1	XP_972953.1
OG0004603	XP_029036126.1	XP_008199077.1
OG0004604	XP_029036341.1	XP_970329.1
OG0004605	XP_029048970.1	XP_967701.1
OG0004606	XP_029040997.1	XP_015838055.1
OG0004607	XP_029039860.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_029046512.1	XP_967795.1
OG0004609	XP_029048958.1	XP_008200198.1
OG0004610	XP_029041443.1	XP_008191579.1
OG0004611	XP_029032231.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_029042792.1	XP_970932.1
OG0004613	XP_029032189.1	XP_972782.1
OG0004614	XP_029040641.1	NP_001164247.1
OG0004615	XP_029055702.1, XP_029055701.1	XP_970821.2
OG0004616	XP_029055859.1	XP_008191928.1
OG0004617	XP_029041107.1	XP_970927.1, XP_008196487.1
OG0004619	XP_029052945.1	XP_969834.1
OG0004620	XP_029032857.1	XP_968306.2
OG0004621	XP_029035867.1	XP_969038.3
OG0004622	XP_029035132.1	XP_976419.1
OG0004623	XP_029055597.1, XP_029055598.1	XP_008201104.1
OG0004624	XP_029044165.1	XP_975041.1
OG0004625	XP_029034116.1	XP_008201004.2
OG0004626	XP_029046984.1	XP_008192253.1
OG0004627	XP_029039981.1, XP_029039982.1	XP_966974.1
OG0004628	XP_029041493.1	XP_970761.1
OG0004629	XP_029052827.1	XP_973669.1
OG0004630	XP_029040498.1	XP_008197176.1
OG0004631	XP_029037759.1	XP_008191971.1
OG0004632	XP_029035298.1	XP_015837611.1
OG0004633	XP_029039382.1, XP_029039759.1	XP_969967.1
OG0004634	XP_029037369.1	XP_008192347.1
OG0004635	XP_029048985.1	XP_968007.2
OG0004636	XP_029048200.1	XP_970426.1
OG0004637	XP_029045649.1	XP_015834061.1
OG0004639	XP_029034948.1	XP_975277.1
OG0004640	XP_029032920.1, XP_029032919.1	XP_008194883.1
OG0004641	XP_029046804.1	XP_970985.1
OG0004642	XP_029038192.1	XP_008199537.1
OG0004643	XP_029035253.1	XP_008201026.1
OG0004644	XP_029053737.1	XP_973387.1
OG0004645	XP_029053301.1	XP_015837105.1
OG0004646	XP_029041752.1	XP_971306.1
OG0004647	XP_029034667.1	XP_974800.1
OG0004648	XP_029040088.1	XP_015834078.1
OG0004649	XP_029036468.1	XP_008190892.1
OG0004650	XP_029044939.1	XP_972526.2
OG0004651	XP_029041324.1	XP_015837293.1
OG0004652	XP_029051224.1, XP_029051225.1	XP_008194274.1
OG0004653	XP_029031865.1	XP_008198265.1
OG0004654	XP_029053274.1	XP_971898.1
OG0004655	XP_029049743.1, XP_029049742.1, XP_029049741.1, XP_029049744.1	XP_015838399.1
OG0004656	XP_029038268.1	XP_015840067.1
OG0004657	XP_029042881.1	XP_008196324.1
OG0004658	XP_029051566.1, XP_029051574.1	XP_015833404.1
OG0004659	XP_029041817.1	XP_008193793.1, XP_008193792.1
OG0004660	XP_029053101.1	XP_967163.1, XP_008196887.1
OG0004661	XP_029032341.1	XP_008190992.1
OG0004662	XP_029036544.1, XP_029036543.1	XP_008195589.2
OG0004663	XP_029039524.1	XP_008194306.1
OG0004664	XP_029049634.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_029039144.1	XP_008194796.1, XP_971403.3
OG0004666	XP_029055320.1	XP_015833520.1
OG0004667	XP_029055985.1, XP_029055987.1	XP_008198552.1
OG0004668	XP_029034748.1	XP_008201354.1
OG0004669	XP_029036491.1	XP_975792.1
OG0004670	XP_029032176.1	XP_974004.1
OG0004671	XP_029054433.1	XP_008197386.1, XP_975591.1
OG0004673	XP_029035693.1	XP_008194645.1
OG0004674	XP_029034725.1, XP_029034726.1	XP_008201295.1
OG0004675	XP_029036304.1	XP_971518.1, XP_015834496.1
OG0004677	XP_029035323.1	XP_967250.1
OG0004678	XP_029056138.1, XP_029056131.1	XP_973511.1
OG0004679	XP_029032238.1	XP_008196689.2, XP_008196688.2
OG0004680	XP_029035492.1	XP_970818.1
OG0004681	XP_029035599.1	XP_975668.1
OG0004682	XP_029040594.1	XP_974000.1
OG0004683	XP_029042135.1	XP_966926.1
OG0004684	XP_029034464.1	XP_015836848.1
OG0004685	XP_029044263.1, XP_029044264.1, XP_029044265.1	XP_969282.1
OG0004686	XP_029043502.1	XP_973628.2
OG0004687	XP_029053804.1, XP_029053111.1	XP_969201.1
OG0004688	XP_029038986.1	XP_008199565.1
OG0004689	XP_029056638.1, XP_029056636.1	NP_001164134.1
OG0004690	XP_029042916.1	XP_008200625.1
OG0004691	XP_029041857.1	XP_008194984.1
OG0004692	XP_029041858.1	XP_966819.1
OG0004693	XP_029042518.1	XP_975006.1
OG0004694	XP_029046835.1, XP_029046833.1, XP_029046834.1	XP_015840940.1
OG0004695	XP_029038383.1	XP_969902.1
OG0004696	XP_029054057.1	XP_008193858.1
OG0004698	XP_029048474.1	XP_008199055.1
OG0004699	XP_029045664.1	XP_015835523.1
OG0004700	XP_029036485.1	XP_973680.3
OG0004701	XP_029041170.1, XP_029041169.1, XP_029041168.1	XP_971673.1
OG0004702	XP_029040908.1	XP_974709.1
OG0004705	XP_029050179.1	XP_968950.1
OG0004706	XP_029038548.1	XP_972871.1
OG0004707	XP_029048718.1	XP_972710.1
OG0004708	XP_029048160.1	XP_015833601.1, XP_008195994.2
OG0004710	XP_029043825.1	XP_967370.2
OG0004711	XP_029035902.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_029044709.1	XP_008196506.1
OG0004713	XP_029041249.1	XP_968908.2
OG0004715	XP_029044470.1	XP_008199648.1
OG0004716	XP_029052539.1	XP_973437.1
OG0004717	XP_029050623.1	XP_968340.1
OG0004718	XP_029036705.1	XP_008194638.1
OG0004719	XP_029049556.1	XP_008198211.1
OG0004720	XP_029032503.1	XP_008201220.1
OG0004721	XP_029049128.1	XP_008199813.2
OG0004722	XP_029034560.1, XP_029034559.1, XP_029034551.1, XP_029034550.1	XP_974471.1
OG0004723	XP_029037140.1	XP_008201625.1
OG0004724	XP_029053177.1	XP_001811736.2
OG0004725	XP_029047720.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_029038119.1, XP_029038120.1	XP_974492.1
OG0004727	XP_029050844.1	XP_008199606.1
OG0004728	XP_029045131.1	XP_969105.1
OG0004729	XP_029055746.1	XP_971165.2
OG0004730	XP_029045336.1	XP_015838367.1
OG0004731	XP_029042183.1	XP_972904.1
OG0004732	XP_029036720.1	XP_015834292.1
OG0004733	XP_029054040.1	XP_971407.1
OG0004735	XP_029052836.1	XP_973304.1
OG0004736	XP_029033627.1	NP_001161228.1
OG0004737	XP_029035223.1	XP_008194491.1
OG0004739	XP_029047331.1	XP_008195182.1
OG0004740	XP_029052243.1	XP_970262.1
OG0004741	XP_029050731.1	XP_008192139.1
OG0004742	XP_029055938.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_029047222.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_029038570.1	XP_969307.1
OG0004745	XP_029052818.1	XP_001814851.2
OG0004746	XP_029055802.1, XP_029055803.1	XP_008197055.2
OG0004747	XP_029043412.1	XP_015837260.1
OG0004748	XP_029043322.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_029045333.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_029035047.1, XP_029035045.1	XP_972823.3
OG0004751	XP_029042559.1	XP_970398.1
OG0004752	XP_029049362.1	XP_975461.1
OG0004753	XP_029052339.1	XP_973851.1, XP_015835834.1
OG0004754	XP_029053739.1	XP_973319.1
OG0004755	XP_029037944.1, XP_029037945.1	XP_967374.1
OG0004756	XP_029055926.1	XP_969608.1
OG0004757	XP_029039211.1	XP_969240.1
OG0004758	XP_029045191.1	XP_970109.1
OG0004760	XP_029038815.1	XP_972604.2, XP_008199576.1
OG0004761	XP_029034769.1	XP_008194983.1
OG0004762	XP_029045577.1	XP_015834498.1
OG0004763	XP_029054329.1, XP_029054482.1, XP_029054483.1	XP_975243.2
OG0004764	XP_029048177.1, XP_029048184.1	XP_969639.1
OG0004765	XP_029052337.1	XP_008194223.1
OG0004766	XP_029048157.1, XP_029048156.1	XP_008195783.1
OG0004767	XP_029053534.1, XP_029053533.1	XP_968281.1
OG0004768	XP_029034131.1	XP_015838647.1
OG0004769	XP_029047189.1	XP_008201319.1
OG0004770	XP_029038563.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_029034111.1	XP_969760.1
OG0004772	XP_029042390.1	XP_008193694.1
OG0004773	XP_029052292.1	XP_008201029.1
OG0004774	XP_029038972.1	XP_972452.1
OG0004775	XP_029035643.1	NP_001153710.1
OG0004776	XP_029036298.1	XP_008191758.1
OG0004777	XP_029042939.1, XP_029042942.1	XP_008199560.1
OG0004778	XP_029034173.1	XP_015834771.1
OG0004779	XP_029047410.1	XP_970366.3
