Orthogroup	Osmia_bicornis	Polistes_dominula
OG0003300	XP_029047910.1	XP_015172834.1
OG0003301	XP_029037785.1	XP_015174163.1
OG0003302	XP_029039151.1	XP_015179769.1
OG0003303	XP_029034634.1	XP_015189235.1
OG0003304	XP_029036018.1	XP_015180127.1
OG0003305	XP_029052320.1	XP_015190255.1
OG0003306	XP_029032028.1, XP_029032030.1, XP_029032029.1	XP_015173675.1
OG0003307	XP_029034485.1, XP_029034484.1	XP_015173144.1
OG0003308	XP_029045175.1	XP_015177208.1
OG0003309	XP_029044808.1	XP_015180107.1
OG0003310	XP_029048797.1	XP_015182521.1
OG0003311	XP_029040595.1	XP_015178143.1
OG0003312	XP_029035200.1, XP_029035199.1	XP_015180203.1
OG0003313	XP_029044498.1	XP_015176312.1
OG0003314	XP_029048944.1, XP_029048945.1	XP_015175786.1
OG0003315	XP_029044488.1	XP_015179654.1
OG0003316	XP_029053558.1	XP_015171729.1
OG0003317	XP_029035363.1	XP_015183265.1
OG0003318	XP_029038653.1	XP_015191776.1
OG0003319	XP_029050448.1	XP_015181953.1, XP_015181952.1
OG0003320	XP_029033496.1, XP_029033717.1	XP_015191527.1
OG0003321	XP_029050230.1	XP_015173693.1
OG0003322	XP_029052261.1	XP_015171323.1, XP_015171332.1
OG0003323	XP_029051429.1	XP_015190930.1
OG0003324	XP_029038826.1	XP_015171336.1, XP_015171337.1
OG0003325	XP_029041517.1, XP_029041516.1	XP_015190563.1
OG0003326	XP_029056574.1, XP_029056577.1	XP_015173640.1, XP_015173638.1
OG0003327	XP_029050085.1	XP_015185982.1
OG0003328	XP_029041663.1	XP_015177229.1
OG0003329	XP_029044788.1	XP_015186292.1
OG0003330	XP_029036803.1	XP_015190577.1
OG0003331	XP_029033364.1	XP_015172251.1, XP_015172246.1
OG0003332	XP_029046348.1	XP_015185305.1
OG0003333	XP_029055496.1, XP_029055495.1	XP_015171492.1
OG0003334	XP_029033543.1, XP_029033589.1	XP_015191505.1
OG0003335	XP_029056186.1, XP_029056228.1	XP_015182204.1
OG0003336	XP_029042215.1	XP_015191570.1
OG0003337	XP_029050587.1	XP_015172521.1
OG0003339	XP_029042220.1	XP_015184708.1
OG0003340	XP_029037316.1	XP_015174248.1
OG0003341	XP_029038966.1	XP_015185260.1
OG0003342	XP_029050676.1	XP_015185634.1
OG0003343	XP_029034663.1	XP_015176685.1
OG0003345	XP_029035391.1	XP_015189133.1
OG0003346	XP_029049067.1	XP_015174791.1
OG0003347	XP_029035569.1	XP_015188927.1
OG0003348	XP_029040050.1	XP_015188423.1
OG0003349	XP_029032389.1	XP_015180546.1
OG0003350	XP_029036585.1	XP_015187959.1
OG0003351	XP_029039916.1	XP_015185215.1
OG0003352	XP_029041802.1	XP_015173570.1
OG0003353	XP_029038858.1	XP_015175425.1
OG0003354	XP_029051451.1, XP_029051452.1	XP_015176997.1
OG0003355	XP_029047904.1	XP_015176857.1
OG0003356	XP_029042332.1	XP_015190488.1
OG0003357	XP_029042160.1, XP_029042159.1, XP_029042161.1	XP_015178153.1
OG0003358	XP_029037192.1	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1
OG0003359	XP_029046813.1	XP_015173362.1
OG0003360	XP_029040736.1	XP_015173198.1
OG0003361	XP_029046037.1	XP_015182881.1
OG0003362	XP_029046598.1	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1
OG0003363	XP_029055965.1	XP_015182988.1
OG0003364	XP_029033667.1, XP_029033653.1	XP_015184267.1
OG0003365	XP_029032875.1	XP_015188555.1
OG0003366	XP_029038911.1	XP_015179176.1
OG0003367	XP_029040856.1	XP_015187582.1
OG0003368	XP_029044894.1, XP_029044895.1	XP_015175064.1
OG0003369	XP_029048230.1	XP_015188097.1
OG0003370	XP_029043219.1	XP_015173212.1
OG0003371	XP_029052395.1	XP_015181102.1
OG0003372	XP_029050084.1	XP_015172014.1
OG0003374	XP_029045729.1	XP_015171689.1
OG0003376	XP_029056600.1	XP_015187912.1
OG0003377	XP_029050104.1, XP_029050105.1, XP_029050103.1	XP_015175119.1
OG0003378	XP_029042285.1	XP_015184218.1
OG0003379	XP_029036150.1	XP_015180558.1
OG0003380	XP_029042313.1	XP_015172013.1
OG0003381	XP_029041619.1	XP_015172653.1
OG0003382	XP_029034722.1	XP_015176634.1
OG0003383	XP_029043499.1	XP_015172040.1
OG0003384	XP_029049954.1	XP_015188758.1
OG0003385	XP_029054431.1, XP_029054430.1	XP_015179032.1
OG0003386	XP_029039139.1, XP_029039138.1	XP_015179539.1
OG0003387	XP_029048290.1, XP_029048291.1	XP_015190698.1
OG0003388	XP_029036165.1	XP_015180752.1
OG0003389	XP_029051039.1	XP_015187416.1
OG0003390	XP_029049410.1	XP_015184298.1
OG0003391	XP_029043496.1	XP_015181603.1
OG0003392	XP_029044440.1	XP_015176349.1
OG0003393	XP_029049037.1	XP_015190186.1, XP_015190187.1
OG0003394	XP_029037115.1	XP_015174395.1
OG0003395	XP_029053530.1	XP_015187652.1
OG0003396	XP_029036114.1	XP_015176610.1
OG0003397	XP_029033195.1, XP_029033196.1, XP_029033198.1	XP_015171189.1
OG0003398	XP_029038578.1	XP_015187552.1
OG0003399	XP_029046707.1, XP_029046708.1	XP_015179993.1
OG0003400	XP_029049578.1	XP_015175012.1
OG0003401	XP_029042661.1, XP_029042975.1	XP_015180348.1
OG0003402	XP_029045389.1	XP_015187324.1, XP_015187331.1
OG0003403	XP_029042641.1	XP_015181948.1
OG0003404	XP_029040631.1	XP_015186459.1
OG0003405	XP_029056612.1	XP_015178809.1, XP_015178810.1
OG0003406	XP_029042933.1	XP_015191703.1
OG0003407	XP_029039187.1	XP_015189000.1
OG0003408	XP_029046668.1	XP_015175908.1
OG0003409	XP_029043123.1, XP_029043124.1, XP_029043121.1	XP_015179204.1
OG0003410	XP_029056641.1	XP_015186287.1
OG0003411	XP_029037879.1	XP_015190416.1, XP_015190419.1, XP_015190418.1
OG0003412	XP_029032286.1	XP_015171375.1
OG0003413	XP_029031964.1	XP_015182958.1, XP_015182959.1
OG0003414	XP_029045129.1	XP_015176127.1
OG0003415	XP_029050165.1, XP_029050164.1	XP_015190410.1
OG0003416	XP_029037591.1	XP_015180668.1, XP_015180667.1
OG0003417	XP_029046999.1	XP_015177477.1
OG0003418	XP_029049565.1, XP_029033852.1	XP_015184817.1
OG0003419	XP_029046573.1	XP_015177958.1
OG0003420	XP_029043138.1	XP_015180202.1
OG0003421	XP_029044588.1	XP_015187248.1, XP_015187247.1
OG0003422	XP_029055854.1	XP_015186465.1
OG0003423	XP_029047612.1	XP_015177165.1, XP_015177166.1
OG0003424	XP_029053563.1	XP_015184782.1
OG0003425	XP_029042007.1, XP_029042151.1	XP_015179943.1
OG0003426	XP_029045305.1	XP_015174788.1, XP_015174786.1
OG0003427	XP_029040077.1	XP_015186898.1
OG0003428	XP_029049838.1	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1
OG0003429	XP_029046753.1	XP_015172555.1, XP_015172539.1
OG0003430	XP_029038129.1	XP_015182570.1
OG0003431	XP_029050497.1	XP_015175843.1
OG0003432	XP_029047036.1, XP_029047037.1	XP_015184654.1
OG0003433	XP_029038360.1	XP_015171455.1
OG0003434	XP_029053207.1	XP_015177650.1, XP_015177649.1
OG0003435	XP_029032618.1	XP_015186325.1
OG0003436	XP_029042305.1, XP_029042306.1, XP_029042307.1	XP_015174551.1
OG0003437	XP_029038276.1	XP_015174878.1
OG0003438	XP_029042089.1	XP_015172083.1, XP_015172082.1
OG0003439	XP_029044304.1	XP_015174539.1
OG0003441	XP_029038842.1	XP_015175554.1, XP_015175555.1
OG0003442	XP_029035401.1	XP_015191398.1
OG0003444	XP_029042597.1	XP_015183391.1
OG0003445	XP_029056667.1, XP_029056668.1, XP_029056665.1	XP_015178172.1
OG0003446	XP_029043021.1	XP_015183595.1
OG0003447	XP_029041836.1	XP_015176458.1
OG0003448	XP_029048490.1	XP_015188682.1
OG0003449	XP_029032207.1	XP_015184578.1
OG0003450	XP_029047164.1	XP_015183101.1
OG0003451	XP_029056659.1, XP_029056658.1	XP_015173807.1
OG0003452	XP_029041410.1	XP_015185229.1
OG0003453	XP_029048340.1	XP_015191305.1
OG0003454	XP_029043389.1	XP_015185401.1
OG0003455	XP_029053172.1	XP_015173242.1, XP_015173243.1
OG0003456	XP_029056647.1	XP_015187627.1
OG0003457	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1	XP_015180857.1
OG0003458	XP_029045887.1	XP_015173983.1, XP_015173982.1, XP_015173984.1
OG0003459	XP_029036685.1	XP_015179116.1
OG0003460	XP_029043069.1	XP_015190874.1
OG0003461	XP_029039230.1	XP_015191859.1, XP_015191861.1
OG0003462	XP_029037318.1	XP_015189922.1, XP_015171443.1
OG0003463	XP_029051132.1	XP_015186383.1, XP_015171012.1
OG0003464	XP_029050921.1	XP_015189991.1
OG0003465	XP_029050962.1	XP_015186514.1, XP_015186563.1
OG0003466	XP_029050760.1	XP_015189016.1, XP_015189015.1
OG0003467	XP_029040971.1	XP_015180807.1
OG0003468	XP_029033250.1	XP_015180528.1
OG0003469	XP_029036400.1, XP_029036399.1	XP_015188387.1
OG0003470	XP_029036740.1	XP_015176941.1, XP_015176942.1
OG0003471	XP_029051817.1	XP_015178289.1
OG0003472	XP_029052695.1, XP_029052694.1	XP_015180759.1
OG0003473	XP_029037455.1	XP_015174007.1
OG0003474	XP_029034533.1, XP_029034532.1	XP_015185878.1, XP_015185867.1, XP_015189344.1
OG0003475	XP_029051935.1, XP_029051934.1	XP_015187335.1, XP_015187334.1
OG0003476	XP_029037011.1	XP_015179493.1
OG0003477	XP_029044568.1	XP_015175105.1
OG0003478	XP_029051529.1, XP_029051528.1	XP_015189473.1
OG0003479	XP_029052454.1	XP_015176771.1
OG0003480	XP_029032427.1	XP_015176804.1
OG0003481	XP_029033541.1, XP_029033587.1	XP_015191112.1
OG0003482	XP_029039590.1	XP_015185984.1, XP_015175980.1
OG0003483	XP_029042094.1, XP_029042095.1	XP_015178273.1
OG0003484	XP_029044592.1, XP_029044434.1	XP_015182992.1
OG0003485	XP_029036663.1	XP_015184543.1
OG0003486	XP_029052035.1	XP_015183580.1
OG0003487	XP_029047146.1, XP_029047145.1, XP_029047144.1	XP_015180045.1
OG0003488	XP_029048676.1	XP_015171174.1, XP_015171175.1
OG0003489	XP_029038073.1	XP_015190926.1
OG0003490	XP_029051539.1	XP_015172585.1
OG0003491	XP_029036010.1	XP_015174483.1
OG0003492	XP_029051632.1	XP_015178946.1
OG0003493	XP_029049059.1	XP_015185682.1
OG0003494	XP_029055627.1	XP_015191496.1
OG0003495	XP_029036729.1	XP_015179271.1
OG0003496	XP_029055472.1	XP_015182877.1
OG0003497	XP_029050947.1	XP_015178395.1
OG0003498	XP_029037893.1	XP_015180366.1
OG0003499	XP_029031928.1, XP_029031924.1	XP_015187045.1
OG0003500	XP_029044902.1	XP_015175688.1
OG0003501	XP_029044584.1	XP_015187507.1
OG0003502	XP_029032336.1, XP_029032335.1	XP_015182437.1
OG0003503	XP_029037270.1	XP_015178224.1
OG0003504	XP_029045154.1, XP_029045152.1, XP_029045153.1	XP_015181287.1
OG0003506	XP_029032145.1, XP_029032144.1	XP_015187805.1
OG0003507	XP_029043320.1	XP_015183125.1
OG0003508	XP_029042677.1	XP_015182730.1
OG0003509	XP_029054957.1	XP_015188894.1, XP_015188815.1
OG0003510	XP_029038078.1	XP_015178538.1
OG0003511	XP_029048378.1	XP_015173707.1
OG0003512	XP_029048458.1	XP_015182308.1
OG0003513	XP_029050542.1	XP_015171042.1, XP_015171033.1
OG0003514	XP_029038280.1	XP_015187464.1
OG0003515	XP_029045469.1	XP_015179821.1
OG0003516	XP_029037425.1	XP_015179947.1
OG0003517	XP_029050194.1, XP_029050195.1	XP_015181891.1
OG0003518	XP_029049745.1	XP_015186872.1
OG0003519	XP_029033420.1, XP_029033422.1, XP_029033421.1	XP_015180953.1
OG0003520	XP_029040591.1, XP_029040592.1	XP_015191223.1
OG0003521	XP_029044152.1	XP_015171947.1, XP_015171951.1
OG0003522	XP_029041082.1	XP_015172152.1
OG0003523	XP_029043140.1	XP_015179610.1
OG0003524	XP_029047088.1	XP_015177277.1
OG0003525	XP_029050675.1	XP_015183377.1
OG0003526	XP_029043342.1	XP_015187151.1
OG0003527	XP_029035651.1	XP_015185808.1, XP_015185807.1
OG0003528	XP_029039168.1, XP_029039165.1, XP_029039167.1	XP_015188628.1
OG0003529	XP_029047615.1	XP_015191239.1
OG0003530	XP_029045974.1	XP_015179818.1, XP_015179820.1
OG0003532	XP_029033200.1	XP_015172052.1
OG0003533	XP_029044696.1	XP_015182620.1
OG0003534	XP_029034796.1	XP_015177420.1
OG0003535	XP_029053576.1	XP_015186009.1, XP_015186007.1, XP_015186008.1
OG0003536	XP_029039227.1	XP_015179061.1
OG0003537	XP_029042582.1	XP_015187014.1
OG0003538	XP_029038714.1	XP_015188192.1
OG0003539	XP_029050922.1	XP_015175944.1, XP_015175943.1
OG0003541	XP_029049663.1	XP_015186859.1
OG0003542	XP_029046860.1	XP_015173150.1
OG0003543	XP_029053894.1	XP_015178806.1, XP_015178805.1, XP_015178807.1
OG0003544	XP_029056166.1	XP_015178624.1
OG0003546	XP_029048475.1	XP_015189535.1
OG0003547	XP_029041583.1	XP_015177190.1, XP_015177195.1
OG0003548	XP_029055350.1	XP_015171009.1, XP_015171015.1, XP_015191858.1
OG0003549	XP_029040522.1	XP_015183420.1
OG0003550	XP_029046808.1	XP_015188185.1
OG0003551	XP_029039107.1	XP_015183277.1
OG0003552	XP_029052043.1	XP_015182252.1
OG0003553	XP_029047687.1	XP_015174078.1
OG0003554	XP_029035150.1	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1
OG0003555	XP_029051744.1	XP_015187325.1, XP_015187326.1
OG0003557	XP_029043815.1	XP_015181228.1
OG0003558	XP_029049115.1	XP_015180452.1
OG0003559	XP_029054242.1	XP_015184593.1
OG0003560	XP_029044371.1, XP_029044373.1, XP_029044372.1	XP_015182654.1, XP_015182653.1
OG0003561	XP_029049845.1	XP_015172783.1
OG0003562	XP_029050981.1	XP_015180449.1
OG0003563	XP_029050862.1	XP_015183895.1
OG0003564	XP_029049257.1	XP_015177807.1
OG0003565	XP_029053084.1	XP_015173219.1
OG0003566	XP_029037639.1	XP_015175894.1
OG0003567	XP_029053030.1	XP_015171222.1
OG0003568	XP_029035465.1	XP_015186846.1
OG0003569	XP_029035484.1	XP_015188810.1
OG0003570	XP_029037502.1	XP_015184850.1
OG0003571	XP_029034698.1	XP_015188842.1
OG0003572	XP_029036929.1	XP_015180359.1
OG0003573	XP_029045591.1	XP_015176395.1
OG0003574	XP_029043232.1	XP_015180199.1
OG0003575	XP_029052249.1	XP_015189242.1, XP_015189244.1
OG0003576	XP_029033531.1	XP_015191153.1
OG0003577	XP_029040474.1, XP_029040475.1	XP_015188140.1, XP_015188138.1
OG0003578	XP_029032092.1, XP_029032091.1	XP_015185296.1
OG0003579	XP_029044922.1	XP_015189667.1, XP_015189666.1
OG0003580	XP_029051265.1	XP_015176659.1
OG0003581	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1	XP_015178236.1
OG0003582	XP_029036310.1	XP_015171166.1
OG0003583	XP_029033066.1	XP_015187963.1
OG0003584	XP_029047047.1	XP_015171417.1, XP_015171418.1
OG0003585	XP_029044158.1	XP_015182635.1
OG0003586	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_015179128.1
OG0003587	XP_029039212.1	XP_015188861.1
OG0003588	XP_029055824.1	XP_015190836.1
OG0003589	XP_029040951.1	XP_015183139.1
OG0003591	XP_029033068.1	XP_015186079.1
OG0003592	XP_029043985.1	XP_015184566.1, XP_015184564.1
OG0003593	XP_029056066.1	XP_015173292.1
OG0003595	XP_029056349.1, XP_029056350.1, XP_029056351.1	XP_015172110.1
OG0003596	XP_029041095.1	XP_015190501.1, XP_015190500.1
OG0003597	XP_029032907.1	XP_015178764.1, XP_015178759.1
OG0003598	XP_029038696.1	XP_015185114.1, XP_015185115.1
OG0003599	XP_029052931.1	XP_015189391.1
OG0003600	XP_029055607.1	XP_015183212.1, XP_015183210.1
OG0003601	XP_029048739.1, XP_029048740.1, XP_029048741.1	XP_015174424.1
OG0003602	XP_029044539.1	XP_015177763.1
OG0003603	XP_029049784.1, XP_029049783.1, XP_029049785.1	XP_015174559.1
OG0003604	XP_029040234.1	XP_015171376.1
OG0003605	XP_029046902.1	XP_015189917.1
OG0003606	XP_029039741.1	XP_015180047.1
OG0003607	XP_029047478.1	XP_015173581.1
OG0003608	XP_029035906.1	XP_015178046.1
OG0003609	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1	XP_015189110.1
OG0003610	XP_029052676.1	XP_015185969.1
OG0003611	XP_029048850.1	XP_015172531.1
OG0003612	XP_029036874.1	XP_015187487.1
OG0003613	XP_029046130.1, XP_029046129.1	XP_015179196.1
OG0003614	XP_029033772.1	XP_015186250.1
OG0003615	XP_029042200.1	XP_015188101.1
OG0003616	XP_029044884.1	XP_015181795.1
OG0003618	XP_029049323.1	XP_015184949.1
OG0003619	XP_029039834.1	XP_015185689.1, XP_015185691.1
OG0003620	XP_029034042.1	XP_015184239.1
OG0003621	XP_029051490.1	XP_015191757.1
OG0003622	XP_029050716.1	XP_015182792.1
OG0003623	XP_029032666.1	XP_015190811.1
OG0003624	XP_029047684.1	XP_015186504.1
OG0003625	XP_029045419.1	XP_015172702.1
OG0003626	XP_029052789.1	XP_015171997.1
OG0003627	XP_029044216.1	XP_015175417.1
OG0003628	XP_029051667.1	XP_015175737.1, XP_015175739.1
OG0003629	XP_029039549.1	XP_015188174.1
OG0003630	XP_029042207.1, XP_029042213.1	XP_015190004.1
OG0003631	XP_029052685.1	XP_015174755.1
OG0003632	XP_029037867.1	XP_015173819.1
OG0003633	XP_029046939.1, XP_029046942.1, XP_029046931.1, XP_029046952.1	XP_015180525.1
OG0003634	XP_029054210.1	XP_015187862.1
OG0003635	XP_029050430.1, XP_029050427.1	XP_015187377.1
OG0003636	XP_029049263.1	XP_015177875.1
OG0003637	XP_029041602.1	XP_015179482.1
OG0003638	XP_029034461.1	XP_015173026.1
OG0003639	XP_029035387.1	XP_015174107.1
OG0003640	XP_029049160.1	XP_015178454.1
OG0003641	XP_029052298.1	XP_015190285.1
OG0003642	XP_029033432.1, XP_029033438.1	XP_015174291.1
OG0003643	XP_029050373.1	XP_015185184.1
OG0003644	XP_029039222.1	XP_015191807.1
OG0003645	XP_029047174.1	XP_015183115.1, XP_015183114.1
OG0003646	XP_029037749.1	XP_015187736.1
OG0003647	XP_029039438.1	XP_015185852.1, XP_015185851.1
OG0003648	XP_029037405.1	XP_015176369.1
OG0003649	XP_029052228.1	XP_015186217.1
OG0003650	XP_029033875.1	XP_015182693.1
OG0003651	XP_029036425.1	XP_015188397.1
OG0003652	XP_029054464.1	XP_015179532.1, XP_015179531.1
OG0003653	XP_029050212.1	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1
OG0003654	XP_029054720.1	XP_015181506.1
OG0003656	XP_029033884.1, XP_029033883.1	XP_015179863.1
OG0003657	XP_029045275.1	XP_015186329.1
OG0003658	XP_029051922.1	XP_015189260.1
OG0003661	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1	XP_015177326.1
OG0003662	XP_029050445.1, XP_029050446.1, XP_029050444.1	XP_015184494.1, XP_015184520.1
OG0003663	XP_029047237.1	XP_015178350.1
OG0003664	XP_029048070.1	XP_015182868.1
OG0003665	XP_029048052.1	XP_015184180.1
OG0003666	XP_029053222.1, XP_029053268.1	XP_015186617.1
OG0003667	XP_029038415.1	XP_015177417.1
OG0003668	XP_029037358.1, XP_029037357.1	XP_015191282.1
OG0003669	XP_029050363.1	XP_015187439.1
OG0003670	XP_029035491.1	XP_015191499.1
OG0003671	XP_029033033.1	XP_015173632.1, XP_015173630.1
OG0003673	XP_029048647.1	XP_015172847.1
OG0003674	XP_029048862.1	XP_015191449.1
OG0003675	XP_029054743.1	XP_015173065.1, XP_015184637.1
OG0003676	XP_029053351.1	XP_015184460.1
OG0003677	XP_029046464.1	XP_015171868.1
OG0003678	XP_029053070.1	XP_015183770.1, XP_015183769.1
OG0003679	XP_029046896.1	XP_015177682.1
OG0003680	XP_029039740.1	XP_015184326.1, XP_015184324.1
OG0003681	XP_029051791.1	XP_015188376.1
OG0003682	XP_029051407.1	XP_015184329.1
OG0003683	XP_029034363.1	XP_015171642.1, XP_015171643.1, XP_015189958.1
OG0003684	XP_029043337.1, XP_029043336.1	XP_015180499.1
OG0003685	XP_029043400.1	XP_015187113.1
OG0003686	XP_029053875.1	XP_015187265.1, XP_015187266.1
OG0003687	XP_029051985.1	XP_015187834.1
OG0003688	XP_029036700.1	XP_015175694.1
OG0003690	XP_029055855.1	XP_015185367.1
OG0003691	XP_029044581.1, XP_029044578.1	XP_015187503.1
OG0003692	XP_029046010.1	XP_015184777.1, XP_015184775.1
OG0003694	XP_029045006.1	XP_015171267.1
OG0003695	XP_029032901.1, XP_029032900.1, XP_029032902.1	XP_015179486.1, XP_015179479.1, XP_015180835.1
OG0003696	XP_029054614.1, XP_029054589.1, XP_029054613.1, XP_029054600.1	XP_015186073.1
OG0003697	XP_029049584.1	XP_015174536.1
OG0003698	XP_029043272.1, XP_029043274.1	XP_015175020.1
OG0003699	XP_029040902.1	XP_015179294.1
OG0003700	XP_029049819.1	XP_015189156.1
OG0003701	XP_029037965.1	XP_015190154.1
OG0003702	XP_029042015.1	XP_015181318.1, XP_015181319.1
OG0003703	XP_029055773.1	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1
OG0003704	XP_029043102.1, XP_029043104.1, XP_029043103.1	XP_015185650.1, XP_015185585.1, XP_015185584.1
OG0003705	XP_029050851.1, XP_029050850.1	XP_015188935.1, XP_015188937.1, XP_015188936.1
OG0003706	XP_029043559.1	XP_015180053.1
OG0003709	XP_029035954.1	XP_015173532.1
OG0003710	XP_029032888.1, XP_029032887.1	XP_015176218.1
OG0003711	XP_029045256.1	XP_015186331.1
OG0003712	XP_029040523.1	XP_015180180.1, XP_015180181.1
OG0003713	XP_029046145.1	XP_015179134.1
OG0003714	XP_029051648.1	XP_015183809.1
OG0003715	XP_029035250.1	XP_015190210.1
OG0003716	XP_029037543.1	XP_015188866.1
OG0003717	XP_029056541.1	XP_015190092.1, XP_015190091.1
OG0003718	XP_029047524.1, XP_029047523.1	XP_015181987.1
OG0003719	XP_029050575.1	XP_015171019.1
OG0003720	XP_029051289.1	XP_015176245.1
OG0003721	XP_029034997.1	XP_015178907.1
OG0003722	XP_029053961.1	XP_015174348.1
OG0003723	XP_029054817.1	XP_015180112.1
OG0003724	XP_029046805.1	XP_015177003.1
OG0003725	XP_029049830.1	XP_015171328.1
OG0003726	XP_029036552.1	XP_015181489.1, XP_015181490.1
OG0003727	XP_029053216.1	XP_015177612.1
OG0003728	XP_029052546.1	XP_015179876.1
OG0003729	XP_029052113.1	XP_015190645.1
OG0003730	XP_029039730.1	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1
OG0003731	XP_029050078.1	XP_015191213.1
OG0003732	XP_029043129.1	XP_015179754.1
OG0003733	XP_029045558.1	XP_015176936.1
OG0003734	XP_029039082.1	XP_015179650.1
OG0003735	XP_029034795.1	XP_015177433.1
OG0003736	XP_029049902.1	XP_015177526.1
OG0003737	XP_029055386.1	XP_015173696.1
OG0003738	XP_029045525.1	XP_015186822.1
OG0003739	XP_029045869.1	XP_015172957.1
OG0003740	XP_029036732.1, XP_029036733.1	XP_015184823.1, XP_015184822.1
OG0003741	XP_029032380.1	XP_015177543.1
OG0003742	XP_029044365.1	XP_015172764.1, XP_015172765.1
OG0003743	XP_029035376.1	XP_015171467.1
OG0003744	XP_029036759.1, XP_029036760.1	XP_015179632.1
OG0003745	XP_029052039.1	XP_015177298.1
OG0003746	XP_029043858.1, XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1	XP_015174963.1
OG0003747	XP_029047301.1	XP_015180916.1
OG0003748	XP_029048905.1	XP_015189373.1
