Orthogroup	Osmia_bicornis	Bombyx_mori
OG0003900	XP_029051056.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_029040758.1	XP_004930363.1
OG0003902	XP_029038932.1, XP_029038942.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_029043387.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_029047616.1, XP_029047617.1	XP_037876679.1
OG0003905	XP_029035384.1	XP_004932076.1
OG0003906	XP_029047656.1, XP_029047648.1	XP_037870494.1
OG0003907	XP_029045606.1	XP_004932080.1
OG0003908	XP_029031944.1, XP_029031877.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_029050304.1	NP_001188365.1
OG0003910	XP_029032100.1	XP_012548261.1
OG0003911	XP_029041919.1	XP_037872595.1
OG0003912	XP_029051233.1	XP_004921663.1
OG0003913	XP_029033654.1, XP_029033668.1	XP_004933332.1
OG0003914	XP_029036230.1	XP_004930054.1
OG0003915	XP_029048524.1	XP_004933205.1
OG0003916	XP_029040369.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_029041629.1, XP_029041900.1	NP_001281215.1
OG0003918	XP_029048041.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_029045665.1	XP_037873191.1
OG0003920	XP_029043596.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_029033486.1, XP_029033477.1	XP_004929517.1
OG0003922	XP_029040226.1	XP_037867021.1
OG0003923	XP_029036309.1, XP_029036307.1	XP_037871340.1
OG0003924	XP_029036535.1	XP_004928216.2
OG0003925	XP_029037541.1	XP_037870734.1
OG0003926	XP_029040261.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_029049965.1, XP_029049964.1	XP_012550651.2
OG0003928	XP_029036433.1	XP_004921744.1
OG0003929	XP_029040382.1, XP_029040366.1	XP_004921712.1
OG0003930	XP_029052273.1	XP_012547705.1
OG0003931	XP_029054154.1, XP_029055507.1, XP_029054104.1, XP_029055516.1	XP_004923823.1
OG0003932	XP_029036376.1	XP_004928355.1
OG0003933	XP_029051129.1, XP_029051138.1	XP_004921981.1
OG0003934	XP_029037010.1	XP_004927651.1
OG0003935	XP_029033538.1	NP_001037257.1
OG0003936	XP_029046102.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_029042713.1	NP_001119719.1
OG0003938	XP_029043278.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_029035106.1, XP_029035114.1	XP_021203066.1
OG0003940	XP_029045787.1, XP_029045786.1	XP_037868013.1
OG0003941	XP_029045859.1, XP_029045860.1	XP_004932659.1
OG0003942	XP_029056560.1	XP_004925060.2
OG0003943	XP_029045735.1	XP_004930725.1
OG0003944	XP_029053106.1	XP_037867768.1
OG0003945	XP_029054168.1	XP_004929252.2
OG0003946	XP_029041819.1	XP_037872651.1
OG0003947	XP_029041221.1, XP_029041222.1	XP_004923402.1
OG0003948	XP_029050646.1	NP_001296515.1
OG0003950	XP_029056398.1	XP_004931209.1
OG0003951	XP_029051234.1	XP_004928878.1
OG0003952	XP_029044859.1	XP_021208067.1
OG0003953	XP_029054435.1	XP_004925516.1
OG0003954	XP_029048420.1	NP_001040494.1
OG0003955	XP_029041948.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_029047464.1, XP_029047473.1, XP_029047455.1	XP_037867435.1
OG0003957	XP_029044497.1	NP_001040543.1
OG0003958	XP_029040931.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_029041419.1	XP_004931453.1
OG0003960	XP_029036645.1	XP_021203205.2
OG0003961	XP_029034967.1	XP_037872304.1
OG0003962	XP_029041589.1	XP_004926248.1
OG0003963	XP_029033559.1, XP_029033515.1	XP_004926026.1
OG0003964	XP_029045547.1	XP_037873074.1
OG0003965	XP_029054031.1	XP_004923059.2
OG0003966	XP_029045283.1	XP_004927228.1
OG0003967	XP_029043257.1	XP_004930408.1
OG0003968	XP_029048173.1	XP_004926264.1
OG0003969	XP_029033054.1	XP_004929112.1
OG0003970	XP_029042109.1, XP_029042107.1	XP_004931345.1
OG0003971	XP_029052173.1	XP_004929344.1
OG0003972	XP_029048203.1	XP_004926999.1
OG0003974	XP_029044853.1	XP_037868812.1
OG0003975	XP_029050116.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_029048240.1, XP_029048241.1, XP_029048239.1	XP_004927122.1
OG0003977	XP_029041596.1	XP_037867045.1
OG0003978	XP_029041727.1	NP_001037660.1
OG0003979	XP_029038843.1	XP_004927746.2
OG0003980	XP_029044166.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_029045832.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_029038288.1	XP_037866437.1
OG0003983	XP_029039682.1	XP_021202823.1
OG0003984	XP_029034286.1	XP_037877129.1
OG0003985	XP_029036828.1	XP_004923535.1
OG0003986	XP_029044694.1	XP_037868586.1
OG0003987	XP_029047360.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_029043865.1	XP_021202849.2
OG0003989	XP_029052348.1	XP_012547596.2
OG0003990	XP_029044339.1	NP_001355172.1
OG0003991	XP_029040950.1	XP_004932958.2
OG0003993	XP_029038587.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_029053341.1	XP_004933641.2
OG0003995	XP_029052847.1	XP_004928599.1
OG0003996	XP_029045510.1	XP_004927389.1
OG0003997	XP_029055677.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_029038562.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_029033223.1, XP_029033226.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_029043255.1	NP_001296497.1
OG0004001	XP_029050780.1	XP_004927390.2
OG0004002	XP_029039581.1, XP_029039583.1, XP_029039582.1	NP_001037456.2
OG0004003	XP_029046271.1	XP_037876448.1
OG0004004	XP_029043704.1	XP_004922729.1
OG0004005	XP_029043276.1	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_029051290.1	XP_037871169.1
OG0004008	XP_029036713.1	XP_037871650.1
OG0004009	XP_029050005.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_029056452.1, XP_029056451.1	XP_004921711.1
OG0004011	XP_029036045.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_029050248.1	XP_012548993.2
OG0004013	XP_029048562.1, XP_029048563.1, XP_029048565.1	XP_021206266.2
OG0004014	XP_029056267.1	XP_004924136.1
OG0004015	XP_029052245.1, XP_029052246.1	XP_037874668.1
OG0004016	XP_029049422.1	XP_037869870.1
OG0004017	XP_029038467.1	XP_021207252.1
OG0004018	XP_029049756.1, XP_029049757.1	XP_004933635.2
OG0004019	XP_029042144.1	XP_004926459.1
OG0004020	XP_029039129.1	XP_037866796.1
OG0004021	XP_029051369.1	XP_037869295.1
OG0004022	XP_029049640.1	XP_021207600.1
OG0004023	XP_029051887.1	XP_037873199.1
OG0004026	XP_029042865.1	XP_037876311.1
OG0004027	XP_029035058.1	XP_004923893.1
OG0004028	XP_029045672.1	XP_012544241.1
OG0004029	XP_029042462.1	XP_037870693.1
OG0004030	XP_029045399.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_029031958.1, XP_029031957.1	XP_004923757.1
OG0004032	XP_029037972.1, XP_029037971.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_029037028.1	XP_012547603.2
OG0004034	XP_029037441.1	XP_004923392.2
OG0004035	XP_029050839.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_029043572.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_029035196.1	XP_037875629.1
OG0004038	XP_029035037.1	XP_004929014.1
OG0004040	XP_029043576.1, XP_029043435.1	XP_004928222.1
OG0004041	XP_029043338.1	NP_001136226.1
OG0004042	XP_029050302.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_029045079.1	XP_012553204.1, XP_021201806.1
OG0004045	XP_029044384.1	XP_004933047.1
OG0004046	XP_029037278.1, XP_029037279.1	XP_004925413.1
OG0004047	XP_029048635.1	XP_004933797.2
OG0004048	XP_029053762.1	XP_004925882.2
OG0004049	XP_029032862.1	XP_004921635.1
OG0004050	XP_029045288.1	XP_004933431.1
OG0004051	XP_029035830.1	NP_001041679.1
OG0004052	XP_029040833.1	XP_037876514.1
OG0004053	XP_029034398.1	XP_012550083.2
OG0004054	XP_029045279.1, XP_029045280.1	XP_004929361.2
OG0004055	XP_029039987.1	XP_037869808.1
OG0004056	XP_029036405.1	XP_004923357.2
OG0004058	XP_029036860.1	XP_004930619.1
OG0004059	XP_029035787.1	XP_037868054.1
OG0004060	XP_029041336.1	NP_001296493.1
OG0004061	XP_029048584.1	XP_021207327.1
OG0004062	XP_029038961.1	XP_004928244.1
OG0004063	XP_029033894.1	XP_037869504.1
OG0004064	XP_029046291.1	XP_037870738.1
OG0004065	XP_029048267.1	XP_004928297.1
OG0004067	XP_029039317.1	XP_012544048.3
OG0004068	XP_029042732.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_029048947.1	NP_001037339.1
OG0004070	XP_029052049.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_029045418.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_029042907.1	XP_004921583.1
OG0004074	XP_029047359.1	XP_004922411.1
OG0004075	XP_029039006.1	XP_021204167.1
OG0004076	XP_029049695.1	XP_004923876.1
OG0004077	XP_029045784.1, XP_029045783.1	XP_004928512.1, XP_004928484.2
OG0004078	XP_029040258.1	XP_004927166.1
OG0004079	XP_029053668.1	XP_037868019.1
OG0004080	XP_029043242.1, XP_029043240.1	XP_012549094.1
OG0004081	XP_029037352.1, XP_029037348.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_029052201.1, XP_029052202.1	XP_012549767.2
OG0004083	XP_029043350.1	NP_001040444.1
OG0004084	XP_029047631.1	XP_012546600.1
OG0004085	XP_029040477.1	XP_004931989.1
OG0004086	XP_029040901.1	XP_012545779.1
OG0004087	XP_029036515.1, XP_029036514.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_029032904.1	XP_037868298.1
OG0004089	XP_029048577.1	XP_037874462.1
OG0004090	XP_029041189.1	XP_004933421.1
OG0004091	XP_029033395.1, XP_029045291.1	XP_037870891.1
OG0004092	XP_029054687.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_029042649.1	XP_037868377.1
OG0004094	XP_029055561.1	XP_037870639.1
OG0004095	XP_029050885.1	XP_004930179.1
OG0004096	XP_029055973.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_029032591.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_029033779.1	XP_037874111.1
OG0004099	XP_029035537.1	XP_004930594.1
OG0004100	XP_029038318.1	XP_021205578.2
OG0004101	XP_029052623.1	XP_037873940.1
OG0004102	XP_029052057.1, XP_029052055.1	XP_004924707.1
OG0004103	XP_029051237.1	XP_037874307.1
OG0004104	XP_029048106.1	XP_037877656.1
OG0004105	XP_029049193.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_029037770.1	XP_004931162.2
OG0004107	XP_029038023.1	XP_004926250.2
OG0004108	XP_029044148.1	XP_037868744.1
OG0004109	XP_029048476.1	XP_012553048.1
OG0004110	XP_029055713.1, XP_029055714.1	XP_004933483.1
OG0004111	XP_029053008.1	NP_001124374.1
OG0004112	XP_029040140.1	XP_021205236.2
OG0004113	XP_029034366.1, XP_029034367.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_029040461.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_029032720.1	XP_004925881.2
OG0004120	XP_029042121.1	XP_004924498.1
OG0004121	XP_029034479.1	XP_012547852.1, XP_012547851.1
OG0004122	XP_029033726.1, XP_029033813.1	XP_037871974.1
OG0004123	XP_029035760.1	XP_037871593.1
OG0004125	XP_029032641.1	XP_004922019.1
OG0004126	XP_029041862.1	XP_004932926.1
OG0004127	XP_029053556.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_029047342.1	XP_037877065.1
OG0004129	XP_029044185.1	XP_004931987.1
OG0004130	XP_029051049.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_029038312.1	XP_012547588.1
OG0004132	XP_029053076.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_029053108.1, XP_029053109.1	NP_001272895.1
OG0004137	XP_029045820.1	XP_004929005.1
OG0004138	XP_029047407.1	XP_021204369.1
OG0004140	XP_029038116.1	XP_004928840.1
OG0004141	XP_029045281.1	XP_004933432.2
OG0004142	XP_029034340.1	XP_037876778.1
OG0004143	XP_029033521.1	XP_004925912.2
OG0004144	XP_029032918.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_029036594.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_029039879.1	XP_004931521.1
OG0004147	XP_029039267.1, XP_029039634.1	XP_037867032.1
OG0004148	XP_029042386.1	XP_037868227.1
OG0004149	XP_029039976.1	XP_004931529.2
OG0004150	XP_029036738.1	XP_037872399.1
OG0004151	XP_029039580.1	XP_004924322.2
OG0004152	XP_029053490.1	XP_021207568.2
OG0004153	XP_029036560.1	XP_037876188.1
OG0004154	XP_029034260.1, XP_029034240.1	XP_004929679.1
OG0004155	XP_029033305.1	XP_037869731.1
OG0004158	XP_029033676.1, XP_029033465.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_029034458.1	XP_021202139.2
OG0004162	XP_029042022.1	XP_037875455.1
OG0004163	XP_029031959.1, XP_029031962.1, XP_029031960.1, XP_029031961.1	XP_012549158.1
OG0004164	XP_029035140.1, XP_029035139.1	XP_012545388.1
OG0004165	XP_029046169.1, XP_029046170.1	XP_021203754.2
OG0004166	XP_029037099.1	XP_021205160.1
OG0004167	XP_029037305.1, XP_029037306.1	XP_012552466.1
OG0004168	XP_029033899.1	XP_004924837.1
OG0004169	XP_029034624.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_029046344.1	XP_037870866.1
OG0004171	XP_029050224.1, XP_029050225.1	XP_012547802.3
OG0004172	XP_029046479.1	XP_012549305.2
OG0004174	XP_029043381.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_029034322.1, XP_029034324.1	XP_004924258.1
OG0004176	XP_029048185.1	XP_037866857.1
OG0004177	XP_029037201.1	XP_021205230.1
OG0004178	XP_029033550.1, XP_029033504.1, XP_029033549.1	XP_037874863.1
OG0004180	XP_029034404.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_029033881.1	NP_001036936.1
OG0004182	XP_029035441.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_029055368.1	XP_004922162.1
OG0004184	XP_029049331.1, XP_029049329.1	XP_037876568.1
OG0004185	XP_029054192.1, XP_029054107.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_029038070.1, XP_029038071.1	XP_037866428.1
OG0004187	XP_029042905.1	XP_012552759.1
OG0004188	XP_029050440.1	XP_021203240.1
OG0004189	XP_029043112.1	XP_037869227.1
OG0004190	XP_029052956.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_029047514.1	XP_037869752.1
OG0004192	XP_029044956.1	XP_004924988.1
OG0004193	XP_029034386.1, XP_029034385.1	XP_037873419.1
OG0004194	XP_029054962.1	XP_037871385.1
OG0004195	XP_029033060.1	XP_012549631.1
OG0004196	XP_029037027.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_029052916.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_029037834.1	XP_004930154.1
OG0004201	XP_029052122.1	XP_004923544.1
OG0004202	XP_029035300.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_029052425.1	XP_012548984.1
OG0004204	XP_029038532.1	XP_012545354.1
OG0004205	XP_029037118.1	NP_001093080.1
OG0004206	XP_029050369.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_029047393.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_029049299.1	XP_004922257.1
OG0004210	XP_029045559.1	XP_012548015.1
OG0004211	XP_029034782.1	XP_004924280.1
OG0004212	XP_029051144.1, XP_029051145.1, XP_029051143.1	XP_004923553.1
OG0004213	XP_029045515.1, XP_029045516.1	XP_004932624.2
OG0004214	XP_029043601.1	XP_004921920.2
OG0004216	XP_029051047.1	XP_004922913.1
OG0004217	XP_029041734.1, XP_029041519.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_029037926.1, XP_029037925.1	XP_021206364.1
OG0004220	XP_029056117.1, XP_029056120.1	XP_004930730.1
OG0004223	XP_029042174.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_029037126.1	XP_004922262.2
OG0004226	XP_029055150.1	XP_037875932.1, XP_021202772.1
OG0004228	XP_029042709.1, XP_029042710.1	XP_004923683.1
OG0004229	XP_029051805.1	XP_004925281.1
OG0004230	XP_029037668.1	XP_012544861.2
OG0004231	XP_029039478.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_029044449.1	XP_037876619.1
OG0004234	XP_029055775.1	XP_012550820.1
OG0004235	XP_029039327.1	XP_037870208.1
OG0004236	XP_029056415.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_029044309.1	XP_004928571.2
OG0004238	XP_029049185.1	XP_037868820.1, NP_001232931.1
OG0004239	XP_029040626.1, XP_029040627.1	XP_012549954.2
OG0004240	XP_029049254.1	XP_004929308.1
OG0004241	XP_029037820.1	XP_021205681.1
OG0004242	XP_029033932.1	NP_001171667.1
OG0004243	XP_029043674.1	XP_012547247.1
OG0004244	XP_029038610.1	XP_012549416.1
OG0004245	XP_029045052.1	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004247	XP_029036411.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_029054796.1	XP_012547300.1
OG0004249	XP_029046721.1	XP_037876178.1
OG0004251	XP_029052475.1	XP_012547340.2
OG0004252	XP_029048138.1	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2
OG0004253	XP_029033926.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004254	XP_029035785.1, XP_029035786.1	XP_037868525.1
OG0004257	XP_029053382.1, XP_029046076.1	XP_004933554.2, XP_037877081.1
OG0004258	XP_029035109.1	XP_021202164.2, XP_037875585.1
OG0004259	XP_029038074.1, XP_029038077.1	XP_004922243.2
OG0004260	XP_029041609.1, XP_029041610.1	XP_012547393.1
OG0004261	XP_029037172.1	NP_001040380.1, XP_012544671.1
OG0004262	XP_029052059.1, XP_029052058.1	XP_004930073.1
OG0004263	XP_029044333.1	XP_037877347.1, XP_037876846.1
OG0004264	XP_029048503.1	XP_004927281.3
OG0004267	XP_029056140.1, XP_029056142.1	NP_001040423.1
OG0004268	XP_029038184.1	XP_012551637.2
OG0004269	XP_029033284.1	XP_037869431.1
OG0004270	XP_029054801.1	XP_037873962.1, XP_037873963.1
OG0004275	XP_029056413.1	XP_037867596.1
OG0004276	XP_029050945.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_029041914.1, XP_029041644.1	NP_001037159.1, XP_021208658.2
OG0004278	XP_029045536.1	NP_001037275.1
OG0004279	XP_029051038.1	XP_004932946.1
OG0004280	XP_029046372.1	XP_004928974.1
OG0004281	XP_029052592.1	NP_001124349.1
OG0004282	XP_029035549.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_029048292.1	NP_001037253.1
OG0004284	XP_029040324.1	NP_001037255.1
OG0004285	XP_029048526.1	XP_004931084.2
OG0004286	XP_029053520.1	XP_004932205.1
OG0004287	XP_029044626.1	XP_004929900.1
OG0004288	XP_029037334.1	XP_012548257.2
OG0004289	XP_029045237.1	XP_004926447.1
OG0004290	XP_029050624.1	NP_001124377.1
OG0004291	XP_029036679.1	XP_004922528.1
OG0004292	XP_029049920.1	XP_004926302.1
OG0004293	XP_029051062.1	XP_004927897.1
OG0004294	XP_029037022.1	XP_004921574.1
OG0004296	XP_029050425.1	NP_001091762.1
OG0004297	XP_029038806.1	XP_004931546.1
OG0004298	XP_029039591.1	NP_001040401.1
OG0004299	XP_029055450.1	XP_004930348.1
OG0004300	XP_029047334.1	XP_004930631.2
OG0004301	XP_029042808.1	XP_004929017.1
OG0004302	XP_029046933.1	XP_004931543.1
OG0004303	XP_029042976.1	XP_004929446.1
OG0004304	XP_029054411.1	NP_001040276.1
OG0004305	XP_029034101.1	XP_004929158.1
OG0004306	XP_029045459.1	XP_004932719.1
OG0004307	XP_029048638.1	NP_001037522.1
OG0004308	XP_029050979.1	NP_001040151.1
OG0004309	XP_029043663.1	XP_004925424.1
OG0004310	XP_029037907.1	XP_004924987.1
OG0004311	XP_029046567.1	XP_012550551.1, NP_001040136.1
OG0004312	XP_029053182.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_029053904.1, XP_029054228.1	XP_037867585.1
OG0004314	XP_029035416.1	XP_004923945.1
OG0004315	XP_029047952.1	NP_001037082.1
OG0004316	XP_029032792.1	NP_001037580.1
OG0004317	XP_029053067.1	NP_001037508.1
OG0004318	XP_029049919.1	NP_001037556.1
OG0004319	XP_029033260.1	XP_021207332.1
OG0004320	XP_029039731.1	XP_004924660.1
OG0004321	XP_029047324.1	XP_004927929.1
OG0004322	XP_029040555.1, XP_029040554.1	XP_004924733.1
OG0004323	XP_029037469.1	NP_001040110.1
OG0004324	XP_029040125.1	NP_001037273.1
OG0004325	XP_029056395.1	XP_037867744.1, XP_004926849.1
OG0004326	XP_029054381.1	XP_004933571.2
OG0004327	XP_029052568.1, XP_029052569.1	XP_004924517.1
OG0004328	XP_029036447.1	NP_001040387.1
OG0004329	XP_029051149.1	NP_001091750.1
OG0004330	XP_029043757.1	NP_001040280.1
OG0004331	XP_029033542.1, XP_029033588.1	XP_004925913.1
OG0004332	XP_029034395.1	XP_021203157.1, NP_001040397.1
OG0004333	XP_029049716.1	NP_001037390.1
OG0004334	XP_029055980.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_029053502.1	XP_012549424.1, XP_012549423.1
OG0004336	XP_029042132.1, XP_029042128.1	XP_004924094.1
OG0004337	XP_029039072.1	XP_037868058.1
OG0004338	XP_029037798.1, XP_029037799.1	XP_037869104.1
OG0004339	XP_029036746.1	XP_004933751.1
OG0004340	XP_029033536.1, XP_029033582.1	XP_004926461.1
OG0004341	XP_029037084.1	XP_004924871.1
OG0004343	XP_029043799.1, XP_029043807.1	NP_001037094.1
OG0004344	XP_029033873.1	NP_001040439.1
OG0004345	XP_029051535.1	XP_012551528.2
OG0004346	XP_029047806.1	XP_004933671.1, XP_037869651.1
OG0004347	XP_029043808.1, XP_029043810.1	XP_004925786.1
OG0004348	XP_029048966.1	XP_004931111.2
OG0004349	XP_029040438.1, XP_029040447.1	NP_001091827.1
OG0004350	XP_029047329.1	XP_004926892.1
OG0004351	XP_029047374.1	XP_004922412.2
OG0004352	XP_029033658.1, XP_029033672.1	XP_004925782.1
OG0004353	XP_029039929.1	XP_004928164.1
OG0004354	XP_029049751.1	XP_012547325.1
OG0004355	XP_029037550.1	NP_001040384.1
OG0004356	XP_029053376.1	XP_004925473.1
OG0004357	XP_029053503.1	XP_004921584.1
OG0004358	XP_029049157.1	NP_001037299.1, XP_037874153.1
OG0004359	XP_029034747.1	XP_004925255.1
OG0004360	XP_029052545.1	NP_001269152.1
OG0004361	XP_029044822.1	XP_004924614.1
OG0004362	XP_029050008.1	XP_012545769.1
OG0004363	XP_029049172.1	XP_004928927.1
OG0004364	XP_029033524.1	NP_001037102.1
OG0004365	XP_029043442.1	XP_004922522.1
OG0004366	XP_029036194.1	XP_004933534.1
OG0004367	XP_029056393.1	XP_037868832.1, XP_012550222.1
OG0004368	XP_029052573.1	XP_012553136.1
OG0004369	XP_029036992.1	XP_021203230.1, NP_001040390.1
OG0004370	XP_029034397.1	NP_001040275.1
OG0004371	XP_029049015.1	NP_001129357.1
OG0004372	XP_029032077.1	XP_004928871.1
OG0004373	XP_029040850.1	XP_004931816.1
OG0004374	XP_029051480.1	XP_004931896.1
OG0004375	XP_029032454.1	XP_004923828.1, XP_021202090.1
OG0004376	XP_029053220.1	XP_004930241.3
OG0004377	XP_029046141.1	XP_012547760.1
OG0004378	XP_029051160.1	NP_001296469.1
