Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0003455	XP_029053172.1	XP_001657756.2
OG0003456	XP_029056647.1	XP_001648651.1
OG0003457	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1	XP_001661208.1
OG0003458	XP_029045887.1	XP_001652791.2
OG0003459	XP_029036685.1	XP_001650928.1
OG0003460	XP_029043069.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_029039230.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_029037318.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_029051132.1	XP_001649212.2
OG0003464	XP_029050921.1	XP_001659196.2
OG0003465	XP_029050962.1	XP_001650323.1
OG0003466	XP_029050760.1	XP_001650815.2
OG0003467	XP_029040971.1	XP_001656428.1
OG0003468	XP_029033250.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_029036740.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_029051817.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_029052695.1, XP_029052694.1	XP_021709179.1
OG0003473	XP_029037455.1	XP_001663844.1
OG0003474	XP_029034533.1, XP_029034532.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_029051935.1, XP_029051934.1	XP_001664044.1
OG0003476	XP_029037011.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_029044568.1	XP_011493555.1
OG0003478	XP_029051529.1, XP_029051528.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_029052454.1	XP_021698798.1
OG0003480	XP_029032427.1	XP_001653389.1
OG0003481	XP_029033541.1, XP_029033587.1	XP_021698973.1
OG0003482	XP_029039590.1	XP_021707584.1
OG0003483	XP_029042094.1, XP_029042095.1	XP_001650303.1
OG0003484	XP_029044592.1, XP_029044434.1	XP_001656451.2
OG0003485	XP_029036663.1	XP_021693874.1
OG0003486	XP_029052035.1	XP_001660583.2
OG0003487	XP_029047146.1, XP_029047145.1, XP_029047144.1	XP_021694695.1
OG0003488	XP_029048676.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_029038073.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_029036010.1	XP_001656061.1
OG0003493	XP_029049059.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_029055627.1	XP_001657669.2
OG0003495	XP_029036729.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_029055472.1	XP_021697821.1
OG0003497	XP_029050947.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_029037893.1	XP_001651510.2
OG0003499	XP_029031928.1, XP_029031924.1	XP_021711565.1
OG0003500	XP_029044902.1	XP_021698173.1
OG0003501	XP_029044584.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_029032336.1, XP_029032335.1	XP_001661830.1
OG0003503	XP_029037270.1	XP_021704432.1
OG0003504	XP_029045154.1, XP_029045152.1, XP_029045153.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_029032145.1, XP_029032144.1	XP_001660737.2
OG0003507	XP_029043320.1	XP_001652711.2
OG0003508	XP_029042677.1	XP_021694125.1
OG0003509	XP_029054957.1	XP_021700503.1
OG0003510	XP_029038078.1	XP_021705802.1
OG0003511	XP_029048378.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_029048458.1	XP_021710188.1
OG0003513	XP_029050542.1	XP_021696112.1
OG0003514	XP_029038280.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_029045469.1	XP_021705993.1
OG0003516	XP_029037425.1	XP_001655445.1
OG0003517	XP_029050194.1, XP_029050195.1	XP_001658626.2
OG0003518	XP_029049745.1	XP_001663586.1
OG0003519	XP_029033420.1, XP_029033422.1, XP_029033421.1	XP_021706584.1
OG0003520	XP_029040591.1, XP_029040592.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_029044152.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_029043140.1	XP_001661656.2
OG0003524	XP_029047088.1	XP_001664284.1
OG0003525	XP_029050675.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_029035651.1	XP_021713117.1
OG0003529	XP_029047615.1	XP_001652025.1
OG0003530	XP_029045974.1	XP_001664302.1
OG0003531	XP_029049212.1, XP_029049213.1, XP_029049214.1	XP_001654051.1
OG0003532	XP_029033200.1	XP_021693046.1
OG0003533	XP_029044696.1	XP_001653936.2
OG0003534	XP_029034796.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_029053576.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_029039227.1	XP_021697461.1
OG0003537	XP_029042582.1	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	XP_029038714.1	XP_001651650.2
OG0003539	XP_029050922.1	XP_021699864.1
OG0003540	XP_029039326.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	XP_029049663.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_029046860.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_029053894.1	XP_001653099.1
OG0003544	XP_029056166.1	XP_001659424.1
OG0003546	XP_029048475.1	XP_001654726.1
OG0003547	XP_029041583.1	XP_021697339.1
OG0003548	XP_029055350.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_029040522.1	XP_001660943.1
OG0003550	XP_029046808.1	XP_001659134.1
OG0003551	XP_029039107.1	XP_021697730.1
OG0003552	XP_029052043.1	XP_021710310.1
OG0003553	XP_029047687.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_029035150.1	XP_001648132.1
OG0003555	XP_029051744.1	XP_001661240.1
OG0003556	XP_029033379.1, XP_029033381.1, XP_029033380.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_029043815.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003560	XP_029044371.1, XP_029044373.1, XP_029044372.1	XP_001650296.2
OG0003561	XP_029049845.1	XP_001659704.1
OG0003562	XP_029050981.1	XP_021695151.1
OG0003563	XP_029050862.1	XP_021695568.1
OG0003564	XP_029049257.1	XP_021702976.1
OG0003565	XP_029053084.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_029037639.1	XP_021695732.1
OG0003567	XP_029053030.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_029035465.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_029035484.1	XP_021694582.1
OG0003570	XP_029037502.1	XP_001654322.2
OG0003571	XP_029034698.1	XP_001656530.1
OG0003572	XP_029036929.1	XP_001662725.1
OG0003573	XP_029045591.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_029043232.1	XP_001655116.1
OG0003575	XP_029052249.1	XP_001661904.1
OG0003576	XP_029033531.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_029040474.1, XP_029040475.1	XP_021700382.1
OG0003578	XP_029032092.1, XP_029032091.1	XP_001653802.1
OG0003579	XP_029044922.1	XP_021706674.1
OG0003580	XP_029051265.1	XP_001653905.2
OG0003581	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1	XP_021696709.1
OG0003582	XP_029036310.1	XP_021705002.1
OG0003583	XP_029033066.1	XP_001657963.1
OG0003584	XP_029047047.1	XP_021704287.1
OG0003585	XP_029044158.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_021697526.1
OG0003587	XP_029039212.1	XP_001654456.2
OG0003588	XP_029055824.1	XP_021710488.1
OG0003589	XP_029040951.1	XP_001647586.2
OG0003591	XP_029033068.1	XP_021703285.1
OG0003592	XP_029043985.1	XP_021699727.1
OG0003593	XP_029056066.1	XP_021704858.1
OG0003596	XP_029041095.1	XP_001656772.1
OG0003597	XP_029032907.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_029038696.1	XP_021707950.1
OG0003599	XP_029052931.1	XP_021703495.1
OG0003600	XP_029055607.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_029048739.1, XP_029048740.1, XP_029048741.1	XP_001651353.1
OG0003602	XP_029044539.1	XP_001661151.2
OG0003603	XP_029049784.1, XP_029049783.1, XP_029049785.1	XP_001647944.1
OG0003604	XP_029040234.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_029046902.1	XP_021699308.1
OG0003606	XP_029039741.1	XP_001661673.2
OG0003607	XP_029047478.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_029035906.1	XP_021700872.1
OG0003609	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1	XP_021704042.1
OG0003610	XP_029052676.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_029048850.1	XP_021706718.1
OG0003612	XP_029036874.1	XP_021699398.1
OG0003613	XP_029046130.1, XP_029046129.1	XP_001656754.1
OG0003614	XP_029033772.1	XP_021703595.1
OG0003615	XP_029042200.1	XP_001651747.1
OG0003616	XP_029044884.1	XP_001661828.1
OG0003617	XP_029049956.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_029049323.1	XP_001662645.1
OG0003619	XP_029039834.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_029034042.1	XP_001656012.2
OG0003621	XP_029051490.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_029032666.1	XP_001652305.2
OG0003624	XP_029047684.1	XP_021701314.1
OG0003625	XP_029045419.1	XP_021708630.1
OG0003626	XP_029052789.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_029044216.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_029051667.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_029039549.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_029042207.1, XP_029042213.1	XP_021706155.1
OG0003631	XP_029052685.1	XP_001653593.1
OG0003632	XP_029037867.1	XP_021705228.1
OG0003634	XP_029054210.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_029050430.1, XP_029050427.1	XP_021703979.1
OG0003636	XP_029049263.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_029041602.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_029034461.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_029035387.1	XP_021708574.1
OG0003640	XP_029049160.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_029052304.1, XP_029052298.1	XP_021694113.1
OG0003642	XP_029033432.1, XP_029033438.1	XP_021713299.1
OG0003644	XP_029039222.1	XP_021696985.1
OG0003645	XP_029047174.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_029037749.1	XP_001659237.1
OG0003647	XP_029039438.1	XP_021704955.1
OG0003648	XP_029037405.1	XP_001651932.2
OG0003649	XP_029052228.1	XP_001652236.1
OG0003650	XP_029033875.1	XP_021700494.1
OG0003653	XP_029050212.1	XP_021704545.1
OG0003654	XP_029054720.1	XP_001649177.2
OG0003656	XP_029033884.1, XP_029033883.1	XP_001649466.1
OG0003657	XP_029045275.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_029051922.1	XP_001652190.1
OG0003660	XP_029040542.1, XP_029040544.1	XP_001654283.2
OG0003661	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1	XP_001654782.2
OG0003662	XP_029050445.1, XP_029050446.1, XP_029050444.1	XP_001657522.1
OG0003663	XP_029047237.1	XP_001658864.2
OG0003664	XP_029048070.1	XP_001659278.2
OG0003665	XP_029048052.1	XP_001659999.1
OG0003666	XP_029053222.1, XP_029053268.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_029038415.1	XP_001660103.3
OG0003668	XP_029037358.1, XP_029037357.1	XP_001660889.2
OG0003669	XP_029050363.1	XP_001661303.2
OG0003670	XP_029035491.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_029033033.1	XP_001662377.1
OG0003673	XP_029048647.1	XP_001662575.2
OG0003674	XP_029048862.1	XP_021693472.1
OG0003675	XP_029054743.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_029053351.1	XP_021693797.1
OG0003677	XP_029046464.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_029053070.1	XP_021695396.1
OG0003679	XP_029046896.1	XP_021695616.1
OG0003680	XP_029039740.1	XP_021695658.1
OG0003681	XP_029051791.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_029051407.1	XP_021699193.1
OG0003683	XP_029034363.1	XP_021699577.1
OG0003684	XP_029043337.1, XP_029043336.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_029043400.1	XP_021704367.1
OG0003686	XP_029053875.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_029051985.1	XP_021704767.1
OG0003688	XP_029036700.1	XP_021704949.1
OG0003690	XP_029055855.1	XP_021705279.1
OG0003691	XP_029044581.1, XP_029044578.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_029046010.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_029035954.1	XP_001662942.1
OG0003710	XP_029032888.1, XP_029032887.1	XP_001655409.1
OG0003711	XP_029045256.1	XP_001662142.2
OG0003712	XP_029040523.1	XP_001655016.1
OG0003713	XP_029046145.1	XP_021711618.1
OG0003714	XP_029051648.1	XP_001653367.1
OG0003715	XP_029035250.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_029037543.1	XP_021709703.1
OG0003717	XP_029056541.1	XP_021698198.1
OG0003719	XP_029050575.1	XP_001657591.2
OG0003720	XP_029051289.1	XP_021694868.1
OG0003721	XP_029034997.1	XP_001657556.2
OG0003722	XP_029053961.1	XP_001657463.1
OG0003723	XP_029054817.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_029046805.1	XP_001662683.1
OG0003726	XP_029036552.1	XP_011493702.1
OG0003727	XP_029053216.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_029052113.1	XP_001662452.2
OG0003730	XP_029039730.1	XP_001649526.2
OG0003731	XP_029050078.1	XP_021695482.1
OG0003732	XP_029043129.1	XP_001658246.1
OG0003733	XP_029045558.1	XP_001661398.1
OG0003734	XP_029039082.1	XP_001652571.1
OG0003735	XP_029034795.1	XP_001648745.1
OG0003736	XP_029049902.1	XP_001655313.1
OG0003737	XP_029055386.1	XP_001659486.1
OG0003738	XP_029045525.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_029045869.1	XP_001657837.1
OG0003740	XP_029036732.1, XP_029036733.1	XP_001659760.2
OG0003741	XP_029032380.1	XP_001661366.1
OG0003742	XP_029044365.1	XP_001663179.2
OG0003743	XP_029035376.1	XP_011493496.1
OG0003744	XP_029036759.1, XP_029036760.1	XP_021707104.1
OG0003745	XP_029052039.1	XP_001656296.1
OG0003746	XP_029043858.1, XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1	XP_001649793.1
OG0003747	XP_029047301.1	XP_001655229.2
OG0003748	XP_029048905.1	XP_001652909.2
OG0003749	XP_029042601.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_029039926.1, XP_029039925.1	XP_001662199.1
OG0003751	XP_029033476.1, XP_029033501.1, XP_029033502.1	XP_021709914.1
OG0003752	XP_029048462.1	XP_021701509.1
OG0003753	XP_029051271.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_029043483.1	XP_001656704.1
OG0003755	XP_029053940.1, XP_029053941.1, XP_029053939.1	XP_001660910.1
OG0003756	XP_029045758.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_029045774.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_029034588.1	XP_021693543.1
OG0003759	XP_029050480.1	XP_001648518.2
OG0003760	XP_029037098.1	XP_001654039.1
OG0003761	XP_029047267.1	XP_001663268.1
OG0003762	XP_029052660.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_029036802.1	XP_001662322.1
OG0003765	XP_029038929.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_029036295.1	XP_021694739.1
OG0003767	XP_029042781.1	XP_001657049.1
OG0003768	XP_029032924.1	XP_001661488.1
OG0003769	XP_029052457.1	XP_001651748.1
OG0003770	XP_029038857.1	XP_001657686.1
OG0003771	XP_029051563.1	XP_001650454.1
OG0003772	XP_029046720.1	XP_001662743.2
OG0003773	XP_029042098.1	XP_001654977.1
OG0003774	XP_029044954.1, XP_029044953.1	XP_001656083.2
OG0003775	XP_029033736.1	XP_001661593.2
OG0003776	XP_029045264.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_029047823.1	XP_001658298.2
OG0003778	XP_029050915.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_029054812.1, XP_029054806.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_029043405.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_029040819.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_029053660.1	XP_001661446.1
OG0003783	XP_029050055.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_029044538.1, XP_029044536.1, XP_029044537.1	XP_001652781.2
OG0003785	XP_029056092.1, XP_029056124.1	XP_001658792.2
OG0003786	XP_029033384.1	XP_001648956.2
OG0003787	XP_029044826.1	XP_001651583.1
OG0003788	XP_029042384.1	XP_001654840.2
OG0003789	XP_029052708.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_029038681.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_029048011.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_029051701.1	XP_021693375.1
OG0003794	XP_029052467.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_029040862.1	XP_001659519.2
OG0003796	XP_029051551.1	XP_021706928.1
OG0003798	XP_029054518.1	XP_001655156.1
OG0003799	XP_029033058.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_029043553.1	XP_001648396.2
OG0003801	XP_029056188.1, XP_029056232.1	XP_001654530.1
OG0003802	XP_029046003.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_029041013.1	XP_001658911.2
OG0003804	XP_029036983.1	XP_001663601.1
OG0003805	XP_029044771.1, XP_029045157.1	XP_001659004.1, XP_021711740.1
OG0003806	XP_029049623.1	XP_001662176.1
OG0003807	XP_029043401.1	XP_001664324.1
OG0003808	XP_029040315.1	XP_001657976.1
OG0003809	XP_029037768.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_029048871.1	XP_001653335.1
OG0003811	XP_029041350.1	XP_001654770.1
OG0003812	XP_029052088.1	XP_021695117.1
OG0003813	XP_029046194.1	XP_001649114.1
OG0003814	XP_029050642.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_029046579.1	XP_021708060.1
OG0003816	XP_029051328.1, XP_029051330.1, XP_029051329.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_029037485.1, XP_029037486.1, XP_029037487.1	XP_001655646.2
OG0003818	XP_029052994.1	XP_001663382.1
OG0003819	XP_029045910.1	XP_001657212.1
OG0003820	XP_029037459.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_029036160.1	XP_001661061.2
OG0003822	XP_029038199.1	XP_021708747.1
OG0003823	XP_029040157.1	XP_021707432.1
OG0003824	XP_029050263.1, XP_029050262.1	XP_021703756.1
OG0003825	XP_029041059.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_029033943.1	XP_021712347.1, XP_021712762.1
OG0003827	XP_029037831.1, XP_029037832.1	XP_001657822.1
OG0003828	XP_029044619.1	XP_001654799.1
OG0003829	XP_029045058.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_029043159.1	XP_021704066.1
OG0003831	XP_029039085.1, XP_029039083.1, XP_029039084.1	XP_021703199.1
OG0003832	XP_029052482.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_029052220.1	XP_001661938.2
OG0003834	XP_029040598.1	XP_001662630.2
OG0003835	XP_029056434.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_029050303.1	XP_021693058.1
OG0003837	XP_029035629.1	XP_001662412.1
OG0003838	XP_029037261.1	XP_001653078.1
OG0003839	XP_029044186.1	XP_021711629.1
OG0003840	XP_029035108.1	XP_001661343.2
OG0003841	XP_029048296.1	XP_001654714.2
OG0003842	XP_029034632.1	XP_021694382.1
OG0003843	XP_029035704.1	XP_001660441.2
OG0003844	XP_029053910.1, XP_029053968.1	XP_021707551.1
OG0003845	XP_029037029.1	XP_001649000.2
OG0003846	XP_029050089.1, XP_029050090.1	XP_021706125.1
OG0003847	XP_029035049.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_029036587.1	XP_021696983.1
OG0003849	XP_029052097.1	XP_001652019.2
OG0003850	XP_029039694.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_029048979.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_029042737.1	XP_001658892.1
OG0003853	XP_029049255.1, XP_029049256.1	XP_021700780.1
OG0003854	XP_029049478.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_029038420.1	XP_001660954.2
OG0003856	XP_029045891.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_029043710.1	XP_021702630.1
OG0003859	XP_029039637.1	XP_021707309.1
OG0003860	XP_029043659.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_029039208.1	XP_001656735.1
OG0003864	XP_029044248.1, XP_029044156.1	XP_001656018.1
OG0003866	XP_029053409.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_029042702.1, XP_029043014.1	XP_001659451.2
OG0003868	XP_029045667.1	XP_001654697.2
OG0003869	XP_029049103.1	XP_001648285.1
OG0003870	XP_029034201.1	XP_001661749.2
OG0003871	XP_029038289.1	XP_021695709.1
OG0003872	XP_029046826.1	XP_001659890.2
OG0003874	XP_029046055.1, XP_029046056.1, XP_029046054.1	XP_021706516.1
OG0003875	XP_029046371.1	XP_001662456.2
OG0003876	XP_029048063.1	XP_021702721.1
OG0003877	XP_029049231.1	XP_001660412.2
OG0003878	XP_029046611.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_029047776.1	XP_021696170.1
OG0003880	XP_029051735.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_029045713.1	XP_001654590.2, XP_021697830.1
OG0003882	XP_029037183.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_029049610.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_029053050.1	XP_021699626.1
OG0003885	XP_029034493.1, XP_029034483.1	XP_001661054.1
OG0003886	XP_029037861.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_029033893.1	XP_021703871.1
OG0003888	XP_029031917.1	XP_001655730.1
OG0003889	XP_029046245.1	XP_021697630.1, XP_021697631.1
OG0003890	XP_029044073.1	XP_001655215.2
OG0003891	XP_029034767.1	XP_021699581.1, XP_021699590.1
OG0003892	XP_029041793.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_029056255.1, XP_029056249.1	XP_021705123.1
OG0003894	XP_029040454.1, XP_029040455.1	XP_021699376.1
OG0003895	XP_029050282.1	XP_021707813.1
OG0003896	XP_029041216.1	XP_001655804.1
OG0003897	XP_029035620.1	XP_001651351.1
OG0003898	XP_029053977.1	XP_001659598.2
OG0003899	XP_029039391.1	XP_001663037.1
OG0003900	XP_029051056.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_029040758.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_029038932.1, XP_029038942.1	XP_021700599.1
OG0003903	XP_029043387.1	XP_001653972.2
OG0003904	XP_029047616.1, XP_029047617.1	XP_001656005.2
OG0003905	XP_029035384.1	XP_021709806.1
OG0003906	XP_029047656.1, XP_029047648.1	XP_021709295.1
OG0003907	XP_029045606.1	XP_021711081.1
