Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0003459	XP_029036685.1	XP_003397938.1
OG0003460	XP_029043069.1	XP_003393593.2
OG0003461	XP_029039230.1	XP_020722167.1, XP_020722164.1
OG0003462	XP_029037318.1	XP_012169183.1
OG0003463	XP_029051132.1	XP_003398065.1
OG0003464	XP_029050921.1	XP_003393068.1, XP_012163643.1
OG0003465	XP_029050962.1	XP_012170130.1
OG0003466	XP_029050760.1	XP_003403100.1
OG0003467	XP_029040971.1	XP_003397188.1
OG0003468	XP_029033250.1	XP_012170491.1
OG0003469	XP_029036400.1, XP_029036399.1	XP_003395721.1, XP_020718604.1
OG0003470	XP_029036740.1	XP_003401292.1
OG0003471	XP_029051817.1	XP_012166543.1, XP_003397209.1
OG0003472	XP_029052695.1, XP_029052694.1	XP_020724289.1
OG0003473	XP_029037455.1	XP_003399117.1
OG0003474	XP_029034533.1, XP_029034532.1	XP_003395173.1
OG0003475	XP_029051935.1, XP_029051934.1	XP_012167161.1
OG0003476	XP_029037011.1	XP_012172672.1
OG0003477	XP_029044568.1	XP_012168386.1, XP_012168385.1
OG0003478	XP_029051529.1, XP_029051528.1	XP_012175129.1
OG0003479	XP_029052454.1	XP_003402562.1
OG0003480	XP_029032427.1	XP_020719042.1, XP_020719041.1
OG0003481	XP_029033541.1, XP_029033587.1	XP_020720651.1
OG0003482	XP_029039590.1	XP_012164772.1
OG0003483	XP_029042094.1, XP_029042095.1	XP_003395520.1
OG0003484	XP_029044592.1, XP_029044434.1	XP_012164591.1
OG0003485	XP_029036663.1	XP_012164420.1, XP_020718869.1
OG0003486	XP_029052035.1	XP_003393625.1
OG0003487	XP_029047146.1, XP_029047145.1, XP_029047144.1	XP_003401921.1
OG0003488	XP_029048676.1	XP_003395652.1
OG0003489	XP_029038073.1	XP_003393033.1
OG0003490	XP_029051539.1	XP_003403029.1
OG0003491	XP_029036010.1	XP_020721001.1
OG0003492	XP_029051632.1	XP_003397234.1, XP_012166574.1
OG0003493	XP_029049059.1	XP_003399033.1
OG0003494	XP_029055627.1	XP_003396915.1
OG0003495	XP_029036729.1	XP_003401073.1
OG0003496	XP_029055472.1	XP_003396707.1
OG0003497	XP_029050947.1	XP_012163541.1
OG0003498	XP_029037893.1	XP_003392871.1
OG0003499	XP_029031928.1, XP_029031924.1	XP_012171291.1
OG0003500	XP_029044902.1	XP_012168790.1, XP_012168789.1
OG0003501	XP_029044584.1	XP_003402365.1
OG0003502	XP_029032336.1, XP_029032335.1	XP_003396994.1
OG0003503	XP_029037270.1	XP_003394479.1
OG0003504	XP_029045154.1, XP_029045152.1, XP_029045153.1	XP_003402180.1
OG0003506	XP_029032145.1, XP_029032144.1	XP_012175765.1
OG0003507	XP_029043320.1	XP_020722171.1
OG0003508	XP_029042677.1	XP_003398733.1
OG0003509	XP_029054957.1	XP_012174478.1
OG0003510	XP_029038078.1	XP_003393502.1
OG0003511	XP_029048378.1	XP_003398635.2, XP_020723871.1, XP_003403409.2
OG0003512	XP_029048458.1	XP_012164666.1
OG0003513	XP_029050542.1	XP_012167836.1
OG0003515	XP_029045469.1	XP_020718715.1, XP_012164209.1
OG0003516	XP_029037425.1	XP_012169809.1
OG0003517	XP_029050194.1, XP_029050195.1	XP_003399368.1
OG0003518	XP_029049745.1	XP_003399079.1
OG0003519	XP_029033420.1, XP_029033422.1, XP_029033421.1	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1
OG0003520	XP_029040591.1, XP_029040592.1	XP_003402231.1
OG0003521	XP_029044152.1	XP_012167293.1
OG0003522	XP_029041082.1	XP_012169456.1, XP_003399179.1
OG0003523	XP_029043140.1	XP_012166747.1
OG0003524	XP_029047088.1	XP_020722814.1
OG0003525	XP_029050675.1	XP_003395919.1
OG0003526	XP_029043342.1	XP_012171650.1
OG0003527	XP_029035651.1	XP_020718438.1
OG0003528	XP_029039168.1, XP_029039165.1, XP_029039167.1	XP_003400760.2
OG0003529	XP_029047615.1	XP_020718265.1, XP_012175898.1
OG0003530	XP_029045974.1	XP_020722430.1
OG0003531	XP_029049212.1, XP_029049213.1, XP_029049214.1	XP_012170751.1
OG0003532	XP_029033200.1	XP_003399690.1
OG0003533	XP_029044696.1	XP_003397508.1
OG0003534	XP_029034796.1	XP_012172617.1
OG0003535	XP_029053576.1	XP_003393281.1
OG0003536	XP_029039227.1	XP_003397936.1
OG0003537	XP_029042582.1	XP_020721781.1
OG0003538	XP_029038714.1	XP_003397552.1
OG0003539	XP_029050922.1	XP_003393064.1
OG0003540	XP_029039326.1	XP_012163734.1
OG0003541	XP_029049663.1	XP_003399070.1
OG0003542	XP_029046860.1	XP_003402488.1
OG0003543	XP_029053894.1	XP_020723476.1
OG0003544	XP_029056166.1	XP_003399716.1
OG0003545	XP_029045000.1	XP_020721827.1
OG0003546	XP_029048475.1	XP_003393420.1
OG0003547	XP_029041583.1	XP_012173687.1
OG0003549	XP_029040522.1	XP_003398377.1
OG0003550	XP_029046808.1	XP_020723417.1, XP_012174091.1
OG0003551	XP_029039107.1	XP_003400833.1, XP_012171880.1
OG0003552	XP_029052043.1	XP_012173753.1
OG0003553	XP_029047687.1	XP_003398337.1
OG0003554	XP_029035150.1	XP_003401774.2
OG0003555	XP_029051744.1	XP_003394162.1
OG0003556	XP_029033379.1, XP_029033381.1, XP_029033380.1	XP_003401624.1
OG0003557	XP_029043815.1	XP_003395315.1
OG0003558	XP_029049115.1	XP_003398951.1
OG0003559	XP_029054242.1	XP_020720445.1
OG0003560	XP_029044371.1, XP_029044373.1, XP_029044372.1	XP_020718562.1
OG0003561	XP_029049845.1	XP_020722374.1, XP_003400946.1
OG0003562	XP_029050981.1	XP_012170143.1
OG0003563	XP_029050862.1	XP_012176123.1
OG0003564	XP_029049257.1	XP_012170707.1
OG0003565	XP_029053084.1	XP_003396666.1
OG0003566	XP_029037639.1	XP_012171759.1, XP_003400894.1
OG0003567	XP_029053030.1	XP_020718824.1
OG0003568	XP_029035465.1	XP_012169593.1
OG0003569	XP_029035484.1	XP_012169599.2
OG0003570	XP_029037502.1	XP_020722373.1, XP_012171932.1
OG0003571	XP_029034698.1	XP_003401325.1
OG0003572	XP_029036929.1	XP_012172795.1
OG0003573	XP_029045591.1	XP_012163535.1
OG0003574	XP_029043232.1	XP_003397736.1
OG0003575	XP_029052249.1	XP_012173751.1
OG0003576	XP_029033531.1	XP_012167998.2
OG0003577	XP_029040474.1, XP_029040475.1	XP_012167897.1
OG0003578	XP_029032092.1, XP_029032091.1	XP_003402630.1
OG0003579	XP_029044922.1	XP_012168001.1
OG0003580	XP_029051265.1	XP_003401655.1
OG0003581	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1	XP_003395903.1
OG0003582	XP_029036310.1	XP_003393784.1, XP_020721323.1
OG0003583	XP_029033066.1	XP_012176544.1
OG0003584	XP_029047047.1	XP_003401911.1
OG0003585	XP_029044158.1	XP_003397704.1
OG0003586	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_003395092.1
OG0003587	XP_029039212.1	XP_012173353.1
OG0003588	XP_029055824.1	XP_020718806.1
OG0003589	XP_029040951.1	XP_003402285.1
OG0003591	XP_029033068.1	XP_012176698.1
OG0003592	XP_029043985.1	XP_012164576.1
OG0003593	XP_029056066.1	XP_012164855.1
OG0003595	XP_029056349.1, XP_029056350.1, XP_029056351.1	XP_020720894.1, XP_003398697.1, XP_012168705.1
OG0003596	XP_029041095.1	XP_003397233.1
OG0003597	XP_029032907.1	XP_012175919.2, XP_012175918.1
OG0003598	XP_029038696.1	XP_012167375.1
OG0003599	XP_029052931.1	XP_012166821.1
OG0003600	XP_029055607.1	XP_020723269.1, XP_020723268.1, XP_012173861.1
OG0003601	XP_029048739.1, XP_029048740.1, XP_029048741.1	XP_003395629.1
OG0003602	XP_029044539.1	XP_012170769.1, XP_003403387.2
OG0003603	XP_029049784.1, XP_029049783.1, XP_029049785.1	XP_003399042.1, XP_012169235.1
OG0003604	XP_029040234.1	XP_012169956.1
OG0003605	XP_029046902.1	XP_012166042.1
OG0003606	XP_029039741.1	XP_020718317.1
OG0003607	XP_029047478.1	XP_012165162.1
OG0003608	XP_029035906.1	XP_012163239.1
OG0003609	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1	XP_012166936.2
OG0003610	XP_029052676.1	XP_003394611.2
OG0003611	XP_029048850.1	XP_003398763.1
OG0003612	XP_029036874.1	XP_012172194.1
OG0003613	XP_029046130.1, XP_029046129.1	XP_003394301.1
OG0003614	XP_029033772.1	XP_003394584.1
OG0003615	XP_029042200.1	XP_003395483.1
OG0003616	XP_029044884.1	XP_012169719.1
OG0003617	XP_029049956.1	XP_020723165.1
OG0003618	XP_029049323.1	XP_003400995.1
OG0003619	XP_029039834.1	XP_003398224.1
OG0003620	XP_029034042.1	XP_020723368.1
OG0003621	XP_029051490.1	XP_012173204.1
OG0003622	XP_029050716.1	XP_020721534.1
OG0003623	XP_029032666.1	XP_020719351.1
OG0003624	XP_029047684.1	XP_012174115.1
OG0003625	XP_029045419.1	XP_012171227.1
OG0003626	XP_029052789.1	XP_012172164.1
OG0003627	XP_029044216.1	XP_012172938.2
OG0003628	XP_029051667.1	XP_003397605.1
OG0003629	XP_029039549.1	XP_003401146.1
OG0003630	XP_029042207.1, XP_029042213.1	XP_012168911.2
OG0003631	XP_029052685.1	XP_012176565.1, XP_012176564.1
OG0003632	XP_029037867.1	XP_020720474.1
OG0003633	XP_029046939.1, XP_029046942.1, XP_029046931.1, XP_029046952.1	XP_003395122.1
OG0003634	XP_029054210.1	XP_003399197.1
OG0003635	XP_029050430.1, XP_029050427.1	XP_012164787.1
OG0003636	XP_029049263.1	XP_020721799.1, XP_003400090.1
OG0003637	XP_029041602.1	XP_012174947.1
OG0003638	XP_029034461.1	XP_012167857.1
OG0003639	XP_029035387.1	XP_003398728.1
OG0003640	XP_029049160.1	XP_020721121.1
OG0003641	XP_029052298.1	XP_020722906.1
OG0003642	XP_029033432.1	XP_012172877.1
OG0003643	XP_029050373.1	XP_020721960.1
OG0003644	XP_029039222.1	XP_012171534.1
OG0003645	XP_029047174.1	XP_012176334.1
OG0003646	XP_029037749.1	XP_003398690.1
OG0003647	XP_029039438.1	XP_012176133.2
OG0003648	XP_029037405.1	XP_020722335.1
OG0003649	XP_029052228.1	XP_012170367.1
OG0003650	XP_029033875.1	XP_020724206.1
OG0003651	XP_029036425.1	XP_003395731.1
OG0003652	XP_029054464.1	XP_003393892.1
OG0003653	XP_029050212.1	XP_003394393.1
OG0003656	XP_029033884.1, XP_029033883.1	XP_012175963.1
OG0003657	XP_029045275.1	XP_012170011.1
OG0003658	XP_029051922.1	XP_012175099.1
OG0003660	XP_029040542.1, XP_029040544.1	XP_020720578.1
OG0003661	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1	XP_012167107.1
OG0003662	XP_029050445.1, XP_029050446.1, XP_029050444.1	XP_020723661.1
OG0003663	XP_029047237.1	XP_012166209.1
OG0003664	XP_029048070.1	XP_012164618.1
OG0003665	XP_029048052.1	XP_012164802.1
OG0003666	XP_029053222.1, XP_029053268.1	XP_003396069.1
OG0003667	XP_029038415.1	XP_012173324.1
OG0003668	XP_029037358.1, XP_029037357.1	XP_012169584.1
OG0003669	XP_029050363.1	XP_003400215.1
OG0003670	XP_029035491.1	XP_003399292.1, XP_020721304.1, XP_020721303.1
OG0003671	XP_029033033.1	XP_003394632.1
OG0003673	XP_029048647.1	XP_020721729.1, XP_012169850.1, XP_012169851.1
OG0003674	XP_029048862.1	XP_012169014.1, XP_012169013.1
OG0003675	XP_029054743.1	XP_003393766.1
OG0003676	XP_029053351.1	XP_012174448.1
OG0003677	XP_029046464.1	XP_012163989.1
OG0003678	XP_029053070.1	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1
OG0003679	XP_029046896.1	XP_012165818.1
OG0003680	XP_029039740.1	XP_020720724.1, XP_020720727.1
OG0003681	XP_029051791.1	XP_003397161.1
OG0003682	XP_029051407.1	XP_012168180.1
OG0003683	XP_029034363.1	XP_020723372.1, XP_003393709.1
OG0003684	XP_029043337.1, XP_029043336.1	XP_003400693.1
OG0003685	XP_029043400.1	XP_012171647.1
OG0003686	XP_029053875.1	XP_020723680.1
OG0003687	XP_029051985.1	XP_012164237.1
OG0003688	XP_029036700.1	XP_020722732.1
OG0003690	XP_029055855.1	XP_003395748.1
OG0003691	XP_029044581.1, XP_029044578.1	XP_012173978.1
OG0003692	XP_029046010.1	XP_020723394.1
OG0003694	XP_029045006.1	XP_003400326.1
OG0003695	XP_029032901.1, XP_029032900.1, XP_029032902.1	XP_012175920.1, XP_003394378.2
OG0003696	XP_029054614.1, XP_029054589.1, XP_029054613.1, XP_029054600.1	XP_020722944.1, XP_012170072.1
OG0003697	XP_029049584.1	XP_012173636.1
OG0003698	XP_029043272.1, XP_029043274.1	XP_012170177.1, XP_003399652.1
OG0003699	XP_029040902.1	XP_012172220.1
OG0003700	XP_029049819.1	XP_012169250.1
OG0003701	XP_029037965.1	XP_020719851.1
OG0003702	XP_029042015.1	XP_012176465.2
OG0003703	XP_029055773.1	XP_003395573.1
OG0003704	XP_029043102.1, XP_029043104.1, XP_029043103.1	XP_020720103.1
OG0003705	XP_029050851.1, XP_029050850.1	XP_012175203.2
OG0003706	XP_029043559.1	XP_003400797.1
OG0003709	XP_029035954.1	XP_003394858.1
OG0003710	XP_029032888.1, XP_029032887.1	XP_012176347.1
OG0003711	XP_029045256.1	XP_003399787.1
OG0003712	XP_029040523.1	XP_003398378.1
OG0003713	XP_029046145.1	XP_012176145.1
OG0003714	XP_029051648.1	XP_003397274.1
OG0003715	XP_029035250.1	XP_012165426.1
OG0003716	XP_029037543.1	XP_012173401.1, XP_012173402.1
OG0003718	XP_029047524.1, XP_029047523.1	XP_012174429.1
OG0003719	XP_029050575.1	XP_003398188.1
OG0003720	XP_029051289.1	XP_012170722.1
OG0003721	XP_029034997.1	XP_012175060.1
OG0003722	XP_029053961.1	XP_003392860.1
OG0003723	XP_029054817.1	XP_003402655.1
OG0003724	XP_029046805.1	XP_003403107.1
OG0003725	XP_029049830.1	XP_012170273.1
OG0003726	XP_029036552.1	XP_012164471.1, XP_012164472.1, XP_003395340.1
OG0003727	XP_029053216.1	XP_003394476.1, XP_012176414.1
OG0003728	XP_029052546.1	XP_012164327.1
OG0003729	XP_029052113.1	XP_003398256.1
OG0003730	XP_029039730.1	XP_003403345.1
OG0003731	XP_029050078.1	XP_003394616.1
OG0003732	XP_029043129.1	XP_003402554.1
OG0003733	XP_029045558.1	XP_003398287.1
OG0003734	XP_029039082.1	XP_003400687.1
OG0003735	XP_029034795.1	XP_003401424.1
OG0003736	XP_029049902.1	XP_012175878.1
OG0003737	XP_029055386.1	XP_003396800.1
OG0003738	XP_029045525.1	XP_003395291.1
OG0003739	XP_029045869.1	XP_003401518.1
OG0003740	XP_029036732.1, XP_029036733.1	XP_003401553.1
OG0003741	XP_029032380.1	XP_003396719.1
OG0003742	XP_029044365.1	XP_012163334.1
OG0003743	XP_029035376.1	XP_012165953.1
OG0003744	XP_029036759.1, XP_029036760.1	XP_003400991.1
OG0003745	XP_029052039.1	XP_003394350.1
OG0003746	XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1	XP_012163881.1
OG0003747	XP_029047301.1	XP_020718372.1
OG0003748	XP_029048905.1	XP_012168566.1
OG0003749	XP_029042601.1	XP_003400317.1
OG0003750	XP_029039926.1, XP_029039925.1	XP_012168130.1
OG0003751	XP_029033476.1, XP_029033501.1, XP_029033502.1	XP_012175469.1
OG0003752	XP_029048462.1	XP_012164661.1
OG0003753	XP_029051271.1	XP_012172907.1
OG0003754	XP_029043483.1	XP_012171814.1
OG0003755	XP_029053940.1, XP_029053941.1, XP_029053939.1	XP_003398815.1
OG0003756	XP_029045758.1	XP_003395667.1
OG0003757	XP_029045774.1	XP_003401545.1
OG0003758	XP_029034588.1	XP_003394907.1
OG0003759	XP_029050480.1	XP_003398720.2
OG0003760	XP_029037098.1	XP_003394717.1
OG0003761	XP_029047267.1	XP_012166085.1
OG0003762	XP_029052660.1	XP_003394458.1
OG0003763	XP_029036802.1	XP_003401036.1
OG0003764	XP_029056051.1	XP_020721411.1
OG0003765	XP_029038929.1	XP_003399812.1
OG0003766	XP_029036295.1	XP_003394009.1, XP_012174123.1
OG0003767	XP_029042781.1	XP_003395306.1
OG0003768	XP_029032924.1	XP_003402853.1
OG0003769	XP_029052457.1	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_029038857.1	XP_003402581.1
OG0003771	XP_029051563.1	XP_003401828.1
OG0003772	XP_029046720.1	XP_003395590.1
OG0003773	XP_029042098.1	XP_003395332.2
OG0003774	XP_029044954.1, XP_029044953.1	XP_012170978.1
OG0003775	XP_029033736.1	XP_003394171.1
OG0003776	XP_029045264.1	XP_003399757.1
OG0003777	XP_029047823.1	XP_012167149.1
OG0003778	XP_029050915.1	XP_020718480.1
OG0003779	XP_029054812.1, XP_029054806.1	XP_003402657.1
OG0003780	XP_029043405.1	XP_012171654.1
OG0003781	XP_029040819.1	XP_012166948.1
OG0003782	XP_029053660.1	XP_003397313.1
OG0003783	XP_029050055.1	XP_003401568.1
OG0003784	XP_029044538.1, XP_029044536.1, XP_029044537.1	XP_003400255.1
OG0003785	XP_029056092.1, XP_029056124.1	XP_003399519.1
OG0003786	XP_029033384.1	XP_003401629.1
OG0003787	XP_029044826.1	XP_003397613.1
OG0003788	XP_029042384.1	XP_003402136.1
OG0003789	XP_029052708.1	XP_003394456.1
OG0003790	XP_029037976.1	XP_003393097.1
OG0003791	XP_029038681.1	XP_012164696.1
OG0003792	XP_029048011.1	XP_003395898.2
OG0003793	XP_029051701.1	XP_003392951.1
OG0003794	XP_029052467.1	XP_020720539.1
OG0003795	XP_029040862.1	XP_012172248.1, XP_003401119.1
OG0003796	XP_029051551.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_029042076.1	XP_020718925.1, XP_003395568.1
OG0003798	XP_029054518.1	XP_003394776.1
OG0003799	XP_029033058.1	XP_012176545.1
OG0003800	XP_029043553.1	XP_003400744.3
OG0003801	XP_029056188.1, XP_029056232.1	XP_003399830.1
OG0003802	XP_029046003.1	XP_012172080.1
OG0003803	XP_029041013.1	XP_012174194.2
OG0003804	XP_029036983.1	XP_003396198.1
OG0003805	XP_029044771.1, XP_029045157.1	XP_003397540.1
OG0003806	XP_029049623.1	XP_003401853.1
OG0003807	XP_029043401.1	XP_003400763.1
OG0003808	XP_029040315.1	XP_012170572.1
OG0003809	XP_029037768.1	XP_003394060.1
OG0003810	XP_029048871.1	XP_003394847.1
OG0003811	XP_029041350.1	XP_003397856.1
OG0003812	XP_029052088.1	XP_003400199.1, XP_012170948.1
OG0003813	XP_029046194.1	XP_003402879.1
OG0003814	XP_029050642.1	XP_003400441.2
OG0003815	XP_029046579.1	XP_012169397.1
OG0003816	XP_029051328.1, XP_029051330.1, XP_029051329.1	XP_003399393.1
OG0003817	XP_029037485.1, XP_029037486.1, XP_029037487.1	XP_012169368.1
OG0003818	XP_029052994.1	XP_003402156.1, XP_012173716.1
OG0003819	XP_029045910.1	XP_003401328.1
OG0003820	XP_029037459.1	XP_020721052.1
OG0003821	XP_029036160.1	XP_012171068.1
OG0003822	XP_029038199.1	XP_020719833.1
OG0003823	XP_029040157.1	XP_003402949.1
OG0003824	XP_029050263.1, XP_029050262.1	XP_012164345.1
OG0003825	XP_029041059.1	XP_012166466.1, XP_012166465.1
OG0003826	XP_029033943.1	XP_020720011.1
OG0003827	XP_029037831.1, XP_029037832.1	XP_012174352.1
OG0003828	XP_029044619.1	XP_003396889.2
OG0003829	XP_029045058.1	XP_012166227.1
OG0003830	XP_029043159.1	XP_012167728.1
OG0003831	XP_029039085.1, XP_029039083.1, XP_029039084.1	XP_003400677.1
OG0003832	XP_029052482.1	XP_012173887.1
OG0003833	XP_029052220.1	XP_003399790.1
OG0003834	XP_029040598.1	XP_012174670.1
OG0003835	XP_029056434.1	XP_012168709.1
OG0003836	XP_029050303.1	XP_012173196.2
OG0003837	XP_029035629.1	XP_003394757.1
OG0003838	XP_029037261.1	XP_003394285.1
OG0003839	XP_029044186.1	XP_012173008.1
OG0003840	XP_029035108.1	XP_003401798.1
OG0003841	XP_029048296.1	XP_003393847.1
OG0003842	XP_029034632.1	XP_012170605.1
OG0003843	XP_029035704.1	XP_003403087.1, XP_012174907.1
OG0003844	XP_029053910.1, XP_029053968.1	XP_003397607.1
OG0003845	XP_029037029.1	XP_012176114.1
OG0003846	XP_029050089.1, XP_029050090.1	XP_003394615.1
OG0003847	XP_029035049.1	XP_012174241.1
OG0003848	XP_029036587.1	XP_003395820.1, XP_012164354.1
OG0003849	XP_029052097.1	XP_003400188.1
OG0003850	XP_029039694.1	XP_003398559.1
OG0003852	XP_029042737.1	XP_003402305.2
OG0003853	XP_029049255.1, XP_029049256.1	XP_003400083.2
OG0003854	XP_029049478.1	XP_012170484.1
OG0003855	XP_029038420.1	XP_003397557.1
OG0003856	XP_029045891.1	XP_003401541.1
OG0003857	XP_029043710.1	XP_003397343.1
OG0003858	XP_029034160.1	XP_003393762.1, XP_012171087.1, XP_012171074.1
OG0003859	XP_029039637.1	XP_003396156.1
OG0003860	XP_029043659.1	NP_001267862.1
OG0003861	XP_029039208.1	XP_003397931.1
OG0003862	XP_029045277.1, XP_029045278.1, XP_029045276.1	XP_003399549.1
OG0003863	XP_029052281.1, XP_029052280.1	XP_012168019.1
OG0003864	XP_029044248.1, XP_029044156.1	XP_003402983.1, XP_012174747.1
OG0003865	XP_029045972.1	XP_003401265.1, XP_003401264.1
OG0003866	XP_029053409.1	XP_003397986.1
OG0003867	XP_029042702.1, XP_029043014.1	XP_020723653.1
OG0003868	XP_029045667.1	XP_012167944.1, XP_003398260.1
OG0003869	XP_029049103.1	XP_003399054.1
OG0003870	XP_029034201.1	XP_003393674.1
OG0003871	XP_029038289.1	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_029046826.1	XP_012173307.1
OG0003873	XP_029038046.1	XP_012165920.1
OG0003874	XP_029046055.1, XP_029046056.1, XP_029046054.1	XP_012164064.1
OG0003875	XP_029046371.1	XP_003397230.1
OG0003876	XP_029048063.1	XP_012164640.1
OG0003877	XP_029049231.1	XP_003400115.1
OG0003878	XP_029046611.1	XP_012168580.1
OG0003879	XP_029047776.1	XP_012166836.1
OG0003880	XP_029051735.1	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003881	XP_029045713.1	XP_020718897.1, XP_003395781.1
OG0003882	XP_029037183.1	XP_020724190.1
OG0003883	XP_029049610.1	XP_003401855.1
OG0003884	XP_029053050.1	XP_012163849.1
OG0003885	XP_029034493.1, XP_029034483.1	XP_003402476.1
OG0003886	XP_029037861.1	XP_012176406.1
OG0003887	XP_029033893.1	XP_020724324.1, XP_012176067.1, XP_020724323.1
OG0003888	XP_029031917.1	XP_003393605.1
OG0003889	XP_029046245.1	XP_012176166.2
OG0003890	XP_029044073.1	XP_020720074.1
OG0003891	XP_029034767.1	XP_020722769.1
OG0003892	XP_029041793.1	XP_003400402.1
OG0003893	XP_029056255.1, XP_029056249.1	XP_003399859.1
OG0003894	XP_029040454.1, XP_029040455.1	XP_003398517.1
OG0003895	XP_029050282.1	XP_003396092.1
OG0003896	XP_029041216.1	XP_012173932.1
OG0003897	XP_029035620.1	XP_012173494.1, XP_012173493.1
OG0003898	XP_029053977.1	XP_003393443.1
OG0003899	XP_029039391.1	XP_003400851.1
OG0003900	XP_029051056.1	XP_003397205.1
OG0003901	XP_029040758.1	XP_003393189.1
OG0003902	XP_029038932.1, XP_029038942.1	XP_012170394.1, XP_020721669.1
OG0003903	XP_029043387.1	XP_012173368.1
OG0003904	XP_029047616.1, XP_029047617.1	XP_012175893.1
OG0003905	XP_029035384.1	XP_012169149.1
OG0003906	XP_029047656.1, XP_029047648.1	XP_003402506.1, XP_012174117.1
OG0003907	XP_029045606.1	XP_003398274.1
OG0003908	XP_029031944.1, XP_029031877.1	XP_003396034.1
OG0003909	XP_029050304.1	XP_003401804.1
OG0003910	XP_029032100.1	XP_003393750.2
OG0003911	XP_029041919.1	XP_012171942.1, XP_012171941.1
