Orthogroup	Megachile_rotundata	Dufourea_novaeangliae
OG0005347	XP_012147150.1	XP_015430100.1
OG0005348	XP_012137275.1, XP_003701843.1	XP_015429463.1
OG0005349	XP_003708106.1	XP_015431540.1
OG0005350	XP_003702850.1	XP_015439065.1
OG0005351	XP_003707797.1	XP_015438144.1
OG0005352	XP_003701515.1	XP_015431518.1
OG0005353	XP_003704056.1	XP_015434843.1
OG0005354	XP_003700202.1	XP_015432227.1
OG0005355	XP_012150851.1	XP_015437770.1
OG0005356	XP_003707025.1	XP_015438530.1
OG0005357	XP_003706583.1	XP_015438204.1
OG0005358	XP_012150793.1, XP_012150794.1, XP_003707547.1	XP_015436280.1
OG0005359	XP_003699926.1	XP_015433669.1
OG0005360	XP_003703457.1	XP_015429611.1
OG0005361	XP_003700973.1	XP_015429038.1
OG0005362	XP_003699637.1	XP_015433191.1
OG0005363	XP_003701991.1	XP_015436604.1, XP_015436603.1
OG0005364	XP_003699624.1	XP_015439329.1
OG0005365	XP_003704584.1	XP_015434633.1
OG0005366	XP_003700368.1	XP_015439655.1
OG0005367	XP_012142168.1, XP_003704017.1	XP_015434317.1
OG0005368	XP_003704527.1	XP_015429659.1
OG0005369	XP_003705621.1	XP_015429957.1
OG0005370	XP_003704525.1	XP_015431073.1, XP_015431072.1
OG0005371	XP_012148461.1	XP_015432997.1
OG0005372	XP_003703744.1	XP_015435284.1
OG0005373	XP_012152857.1, XP_003708428.1	XP_015438079.1
OG0005374	XP_012138466.1	XP_015429007.1
OG0005375	XP_003707649.1	XP_015436113.1
OG0005376	XP_012151627.1	XP_015435268.1
OG0005377	XP_003701145.1	XP_015430904.1, XP_015430903.1
OG0005378	XP_003704943.1	XP_015432246.1
OG0005379	XP_003700429.1	XP_015428473.1
OG0005380	XP_012147153.1	XP_015430608.1
OG0005381	XP_003704426.1	XP_015428568.1
OG0005382	XP_003704001.1	XP_015434350.1
OG0005383	XP_003708152.1	XP_015429377.1
OG0005384	XP_003701149.1	XP_015430889.1
OG0005385	XP_003706888.1, XP_012149200.1	XP_015431371.1
OG0005386	XP_003702034.1	XP_015436928.1
OG0005387	XP_012143389.1, XP_012143432.1	XP_015433427.1
OG0005388	XP_003705603.1	XP_015429728.1
OG0005389	XP_003701220.1	XP_015437489.1
OG0005390	XP_003705948.1	XP_015432488.1
OG0005391	XP_003706836.1	XP_015428936.1
OG0005392	XP_003708618.1	XP_015432494.1
OG0005393	XP_003706413.2	XP_015429652.1
OG0005394	XP_003708076.1	XP_015434306.1
OG0005395	XP_003701685.1	XP_015432601.1
OG0005396	XP_003708584.1	XP_015433161.1
OG0005397	XP_003704568.1	XP_015435748.1
OG0005398	XP_003707925.1	XP_015435466.1
OG0005399	XP_012143570.1	XP_015431404.1
OG0005400	XP_012149267.1	XP_015437638.1
OG0005401	XP_003700340.2	XP_015436697.1
OG0005402	XP_003704484.1	XP_015431148.1
OG0005403	XP_012148459.1	XP_015429926.1
OG0005404	XP_003699187.1	XP_015437663.1
OG0005405	XP_003706490.1	XP_015438730.1
OG0005406	XP_003700248.1	XP_015429684.1
OG0005407	XP_003707250.1, XP_012149902.1	XP_015435084.1
OG0005408	XP_003708221.1	XP_015435897.1
OG0005409	XP_003707792.1	XP_015440506.1, XP_015440505.1
OG0005410	XP_003702060.1	XP_015438010.1
OG0005411	XP_003702559.1	XP_015430931.1
OG0005412	XP_003699633.1	XP_015434886.1
OG0005413	XP_012139150.1, XP_012139148.1	XP_015433342.1
OG0005414	XP_003702247.1, XP_012138390.1	XP_015432031.1
OG0005415	XP_003700374.1	XP_015440034.1
OG0005416	XP_012140295.1	XP_015431172.1
OG0005417	XP_012152212.1, XP_003708145.1	XP_015429322.1
OG0005418	XP_003704637.1	XP_015434528.1
OG0005419	XP_003702845.1	XP_015439274.1, XP_015439273.1
OG0005420	XP_003703056.1	XP_015429722.1
OG0005421	XP_012134931.1, XP_003700765.1	XP_015432046.1
OG0005422	XP_003705748.1	XP_015437040.1
OG0005423	XP_003703186.1	XP_015431089.1
OG0005424	XP_003700774.1	XP_015432215.1
OG0005425	XP_012151666.1	XP_015432946.1
OG0005426	XP_003704258.1	XP_015428540.1
OG0005427	XP_003707557.1	XP_015436336.1
OG0005428	XP_003700896.1	XP_015431833.1
OG0005429	XP_003703049.2	XP_015440340.1
OG0005430	XP_003701954.1	XP_015436735.1
OG0005431	XP_003707801.1	XP_015437039.1
OG0005432	XP_003700641.2	XP_015440293.1
OG0005433	XP_003701027.1	XP_015432631.1
OG0005434	XP_003704860.1, XP_012144133.1	XP_015431153.1
OG0005435	XP_003700151.1	XP_015436291.1
OG0005436	XP_003707528.1	XP_015430939.1
OG0005437	XP_003700413.2	XP_015430351.1
OG0005438	XP_003706994.1	XP_015438342.1
OG0005439	XP_012142325.1	XP_015435847.1
OG0005440	XP_003704104.1	XP_015432748.1
OG0005441	XP_012148627.1	XP_015436312.1
OG0005442	XP_003699225.1	XP_015438008.1
OG0005443	XP_012141795.1, XP_003703761.1	XP_015429796.1
OG0005444	XP_003705361.1	XP_015432751.1
OG0005445	XP_003700108.1	XP_015436311.1
OG0005446	XP_003705360.1	XP_015432724.1
OG0005447	XP_003699448.1	XP_015430761.1
OG0005448	XP_012149090.1	XP_015428865.1
OG0005449	XP_003701892.1	XP_015440265.1
OG0005450	XP_003707734.1	XP_015440436.1
OG0005451	XP_003701457.1	XP_015437275.1
OG0005452	XP_012140454.1	XP_015436380.1
OG0005453	XP_003707391.1	XP_015440164.1
OG0005454	XP_012139125.1, XP_003702667.2	XP_015439885.1
OG0005455	XP_003708614.2, XP_012153371.1	XP_015437984.1
OG0005456	XP_003704021.1, XP_012142146.1	XP_015434335.1
OG0005457	XP_003706309.1	XP_015429737.1
OG0005458	XP_003707431.2	XP_015439723.1
OG0005459	XP_012141793.1, XP_003703827.1	XP_015429774.1
OG0005460	XP_012151780.1	XP_015435252.1
OG0005461	XP_003702276.1, XP_003702279.1	XP_015429179.1
OG0005462	XP_003702566.1	XP_015436682.1
OG0005463	XP_003705669.2	XP_015435626.1, XP_015437775.1
OG0005464	XP_012142975.1	XP_015438446.1, XP_015438445.1
OG0005465	XP_012153887.1, XP_003700280.2	XP_015429740.1
OG0005466	XP_012154501.1, XP_012154492.1	XP_015438792.1
OG0005467	XP_012143798.1	XP_015437081.1
OG0005468	XP_003708242.1	XP_015432121.1
OG0005469	XP_003700407.1	XP_015430322.1, XP_015430323.1
OG0005470	XP_003701582.1	XP_015434954.1
OG0005471	XP_003705701.2	XP_015434566.1
OG0005472	XP_003703425.1	XP_015439769.1
OG0005474	XP_003703393.1	XP_015431966.1
OG0005475	XP_012141488.1	XP_015429501.1
OG0005476	XP_003699709.2	XP_015431272.1
OG0005477	XP_012143384.1, XP_012139076.1, XP_012151023.1	XP_015437236.1
OG0005478	XP_003706915.1	XP_015428933.1
OG0005480	XP_003702698.1	XP_015431108.1
OG0005481	XP_012137531.1, XP_012137532.1, XP_012137533.1	XP_015430132.1
OG0005484	XP_012146656.1	XP_015433658.1
OG0005485	XP_012153627.1	XP_015440105.1
OG0005486	XP_012141657.1	XP_015432947.1
OG0005489	XP_012148476.1, XP_003706698.1	XP_015438552.1
OG0005490	XP_012142560.1	XP_015438686.1
OG0005492	XP_003705952.2	XP_015432424.1
OG0005495	XP_012151552.1	XP_015435423.1
OG0005496	XP_012147449.1	XP_015430738.1
OG0005497	XP_012149740.1, XP_012145426.1, XP_012145425.1, XP_012149739.1, XP_012153561.1, XP_012148640.1	XP_015429448.1
OG0005498	XP_012153222.1, XP_012146258.1, XP_012152153.1	XP_015440313.1, XP_015435191.1
OG0005499	XP_012153159.1, XP_012153161.1	XP_015430007.1
OG0005500	XP_012151870.1	XP_015435694.1
OG0005503	XP_012138543.1	XP_015429852.1
OG0005504	XP_012136296.1	XP_015433182.1
OG0005505	XP_003703287.1	XP_015438958.1
OG0005506	XP_003705973.1	XP_015433221.1
OG0005508	XP_003700073.1	XP_015436406.1
OG0005510	XP_012143904.1	XP_015437991.1
OG0005511	XP_003701307.1	XP_015431134.1
OG0005512	XP_003702513.1	XP_015435644.1
OG0005513	XP_003703683.1	XP_015429556.1
OG0005514	XP_003703646.1	XP_015435115.1
OG0005515	XP_012134609.1	XP_015434683.1
OG0005516	XP_012154394.1	XP_015438823.1
OG0005517	XP_003702543.1	XP_015430407.1
OG0005518	XP_003706036.1, XP_012147046.1	XP_015430730.1
OG0005519	XP_012154441.1	XP_015428388.1
OG0005520	XP_012149307.1	XP_015428903.1
OG0005521	XP_012135597.1	XP_015430892.1
OG0005522	XP_012135111.1	XP_015432545.1
OG0005523	XP_003701496.1	XP_015433984.1
OG0005525	XP_012152905.1	XP_015436911.1
OG0005526	XP_003700534.1	XP_015430345.1
OG0005527	XP_012134946.1	XP_015434700.1
OG0005528	XP_012148403.1	XP_015438190.1
OG0005529	XP_003703358.1	XP_015437209.1
OG0005530	XP_012136431.1	XP_015435055.1
OG0005531	XP_003704146.2	XP_015439360.1
OG0005532	XP_012151512.1	XP_015435420.1
OG0005533	XP_003707892.1	XP_015432993.1
OG0005534	XP_012137715.1	XP_015434479.1
OG0005535	XP_003704398.1	XP_015433603.1
OG0005536	XP_012150517.1	XP_015433738.1
OG0005537	XP_003702371.1	XP_015429744.1
OG0005538	XP_003702705.1	XP_015435173.1
OG0005539	XP_012146503.1	XP_015433680.1
OG0005541	XP_003700433.1	XP_015428481.1
OG0005542	XP_003700129.1	XP_015436289.1
OG0005543	XP_012142009.1	XP_015437582.1
OG0005544	XP_003699629.2	XP_015439399.1
OG0005545	XP_012154350.1	XP_015440449.1
OG0005546	XP_003703155.1	XP_015435914.1
OG0005547	XP_003705809.1	XP_015430874.1
OG0005548	XP_003700000.1	XP_015439547.1
OG0005549	XP_012150015.1	XP_015439495.1
OG0005550	XP_003701088.1	XP_015428840.1
OG0005551	XP_012148384.1	XP_015438858.1
OG0005552	XP_003701561.1	XP_015432983.1
OG0005553	XP_012134980.1	XP_015431601.1
OG0005554	XP_012139225.1	XP_015435172.1
OG0005555	XP_003699433.1	XP_015430740.1
OG0005556	XP_012150134.1	XP_015439910.1
OG0005557	XP_003701695.1	XP_015432585.1
OG0005558	XP_003703521.1	XP_015435986.1
OG0005559	XP_003700023.1	XP_015436250.1
OG0005560	XP_003701261.1	XP_015437497.1
OG0005561	XP_003700329.1	XP_015438323.1
OG0005562	XP_012138157.1	XP_015430030.1
OG0005563	XP_012135240.1	XP_015431105.1, XP_015431162.1
OG0005564	XP_003700949.1	XP_015431245.1
OG0005565	XP_012150025.1	XP_015439541.1
OG0005566	XP_012150034.1	XP_015439494.1
OG0005567	XP_012154475.1	XP_015437402.1
OG0005568	XP_003700397.2	XP_015440226.1
OG0005569	XP_003701826.2	XP_015429460.1
OG0005570	XP_003701847.1	XP_015429440.1
OG0005571	XP_012149797.1	XP_015438771.1
OG0005572	XP_012136291.1	XP_015433145.1
OG0005574	XP_003707234.1	XP_015438760.1
OG0005575	XP_012144023.1	XP_015434524.1
OG0005576	XP_012138912.1	XP_015436628.1
OG0005577	XP_003699238.1	XP_015440428.1
OG0005578	XP_012149539.1	XP_015433452.1
OG0005579	XP_012134607.1	XP_015434682.1
OG0005581	XP_012147913.1	XP_015430081.1
OG0005582	XP_003708425.1	XP_015431600.1
OG0005583	XP_003699970.1	XP_015437365.1
OG0005584	XP_003701036.1	XP_015435166.1
OG0005585	XP_003705014.1	XP_015435891.1
OG0005586	XP_003706029.1	XP_015430614.1
OG0005587	XP_012147047.1	XP_015429367.1
OG0005588	XP_003699179.1	XP_015428888.1
OG0005589	XP_003704225.1	XP_015432397.1
OG0005590	XP_003701633.1	XP_015428603.1
OG0005591	XP_012150308.1	XP_015436176.1
OG0005593	XP_003700239.1	XP_015428564.1
OG0005594	XP_003699303.2	XP_015437381.1
OG0005595	XP_003699979.1	XP_015438848.1
OG0005596	XP_003706725.1	XP_015437940.1
OG0005597	XP_003707127.1	XP_015439107.1
OG0005598	XP_003700437.1	XP_015428471.1
OG0005599	XP_012148134.1	XP_015429227.1
OG0005600	XP_003702799.1	XP_015439035.1
OG0005601	XP_012150193.1	XP_015440269.1
OG0005602	XP_003708530.1	XP_015438162.1
OG0005603	XP_003702515.1	XP_015434532.1
OG0005604	XP_003701045.1	XP_015431174.1
OG0005605	XP_003706599.1	XP_015438186.1
OG0005606	XP_003703339.1	XP_015438508.1
OG0005607	XP_012149290.1	XP_015438510.1
OG0005608	XP_003705692.2	XP_015434563.1
OG0005609	XP_003704240.1	XP_015432361.1
OG0005610	XP_003705423.1	XP_015440089.1
OG0005611	XP_012146639.1	XP_015438840.1
OG0005612	XP_012135320.1	XP_015433747.1
OG0005613	XP_003705821.1	XP_015432033.1
OG0005614	XP_003699382.1	XP_015434736.1
OG0005615	XP_003705276.1	XP_015433387.1
OG0005616	XP_012141689.1	XP_015433013.1
OG0005617	XP_003699996.1	XP_015433890.1
OG0005618	XP_003707062.1	XP_015439566.1
OG0005619	XP_003701966.1	XP_015437452.1
OG0005620	XP_003708554.1	XP_015434830.1
OG0005621	XP_003706173.1	XP_015430666.1
OG0005622	XP_003701270.1	XP_015433836.1
OG0005623	XP_003703670.1	XP_015435995.1
OG0005624	XP_003701065.1	XP_015438418.1
OG0005625	XP_012143229.1	XP_015436965.1
OG0005626	XP_003702615.2	XP_015435788.1
OG0005627	XP_003703258.1	XP_015437217.1
OG0005628	XP_012138842.1	XP_015430409.1
OG0005629	XP_003705767.1	XP_015430610.1
OG0005630	XP_003707165.1	XP_015438678.1
OG0005631	XP_003701720.1	XP_015432503.1
OG0005632	XP_003704431.2	XP_015435219.1
OG0005633	XP_012149600.1	XP_015434051.1
OG0005634	XP_003701679.1	XP_015433407.1
OG0005635	XP_003703278.2	XP_015436764.1
OG0005636	XP_003702227.1	XP_015435030.1
OG0005637	XP_012135502.1	XP_015433792.1
OG0005638	XP_003701642.1	XP_015431835.1
OG0005639	XP_003707482.1	XP_015429545.1
OG0005640	XP_003706668.1	XP_015432889.1
OG0005641	XP_003704250.1	XP_015436866.1
OG0005643	XP_003699715.1	XP_015431333.1
OG0005644	XP_012146925.1	XP_015433196.1
OG0005645	XP_003706160.1	XP_015430624.1
OG0005646	XP_012141706.1	XP_015433011.1
OG0005647	XP_003706674.1	XP_015430089.1
OG0005648	XP_003708462.1	XP_015429977.1
OG0005649	XP_012138689.1	XP_015435539.1
OG0005650	XP_012144395.1	XP_015432101.1
OG0005651	XP_012143055.1	XP_015435234.1
OG0005652	XP_012151474.1	XP_015432995.1
OG0005653	XP_003704975.1	XP_015432102.1
OG0005654	XP_003703551.1	XP_015429579.1
OG0005655	XP_003700453.1	XP_015430359.1
OG0005656	XP_012139754.1	XP_015439161.1
OG0005657	XP_003706770.1	XP_015429131.1
OG0005658	XP_012147294.1	XP_015435831.1
OG0005659	XP_003702949.1	XP_015439151.1
OG0005660	XP_012144563.1	XP_015439301.1
OG0005661	XP_003705447.1	XP_015431013.1
OG0005662	XP_012144640.1	XP_015433004.1
OG0005663	XP_003706016.2	XP_015433755.1
OG0005664	XP_003699920.1	XP_015429348.1
OG0005665	XP_003708453.1	XP_015430839.1
OG0005666	XP_003703512.1	XP_015435093.1
OG0005667	XP_012148020.1	XP_015428779.1
OG0005668	XP_012146236.1	XP_015433574.1
OG0005669	XP_003702438.1	XP_015436517.1
OG0005670	XP_003704267.1	XP_015435163.1
OG0005671	XP_003701929.1	XP_015435232.1
OG0005672	XP_003701510.1	XP_015432313.1
OG0005673	XP_003701495.1	XP_015434004.1
OG0005674	XP_003708446.1	XP_015430749.1
OG0005675	XP_012153638.1	XP_015440257.1
OG0005676	XP_012149220.1	XP_015438368.1
OG0005677	XP_003700908.2	XP_015431045.1
OG0005678	XP_003703541.1	XP_015429553.1
OG0005679	XP_012142268.1	XP_015435635.1
OG0005680	XP_012143527.1	XP_015432110.1
OG0005681	XP_012145299.1	XP_015434713.1
OG0005682	XP_003707636.1	XP_015436394.1
OG0005683	XP_003703122.1	XP_015438234.1
OG0005684	XP_003703904.1	XP_015437584.1
OG0005685	XP_003707262.1	XP_015439907.1
OG0005687	XP_003703903.1	XP_015438927.1
OG0005688	XP_003700083.1	XP_015439537.1
OG0005689	XP_012143144.1	XP_015436674.1
OG0005690	XP_003700978.1	XP_015429086.1
OG0005691	XP_003704080.1	XP_015434321.1
OG0005692	XP_003705338.1	XP_015437895.1
OG0005693	XP_012135084.1	XP_015429080.1
OG0005694	XP_003708077.1	XP_015434315.1
OG0005695	XP_012152032.1	XP_015431496.1
OG0005696	XP_003705202.1	XP_015433339.1
OG0005697	XP_003706366.1	XP_015430101.1
OG0005698	XP_003702282.1	XP_015429108.1
OG0005699	XP_003707070.2	XP_015438349.1
OG0005700	XP_003699912.1	XP_015433668.1
OG0005701	XP_003707655.1	XP_015436452.1
OG0005702	XP_003705066.1	XP_015430432.1
OG0005703	XP_003700240.1	XP_015428594.1
OG0005704	XP_003708513.2	XP_015437835.1
OG0005705	XP_003701416.1	XP_015437133.1
OG0005706	XP_003700744.1	XP_015432249.1
OG0005707	XP_003706093.1	XP_015434658.1
OG0005709	XP_003704567.1	XP_015435741.1
OG0005710	XP_003703603.2	XP_015435087.1
OG0005711	XP_003701182.1	XP_015430570.1
OG0005712	XP_003701441.1	XP_015433140.1
OG0005713	XP_012146283.1	XP_015435176.1
OG0005714	XP_003702160.1	XP_015429800.1
OG0005715	XP_012136463.1	XP_015433958.1
OG0005716	XP_012141734.1	XP_015437890.1
OG0005717	XP_003702687.1	XP_015433296.1
OG0005718	XP_003705990.1	XP_015434900.1
OG0005719	XP_003699998.2	XP_015439471.1
OG0005720	XP_003705332.1	XP_015433086.1
OG0005721	XP_003700422.1	XP_015430380.1
OG0005722	XP_003706701.1	XP_015438381.1
OG0005723	XP_012136229.1	XP_015439408.1
OG0005724	XP_003706637.1	XP_015436668.1
OG0005725	XP_003708057.1	XP_015435703.1
OG0005726	XP_003707146.1	XP_015428515.1
OG0005727	XP_003706470.1	XP_015436806.1
OG0005728	XP_012152468.1	XP_015439198.1
OG0005729	XP_003703626.2	XP_015429616.1
OG0005730	XP_003708081.1	XP_015435902.1
OG0005731	XP_003704473.1	XP_015431879.1
OG0005732	XP_012135852.1	XP_015430898.1
OG0005733	XP_012145801.1	XP_015433123.1
OG0005734	XP_003701673.1	XP_015428528.1
OG0005735	XP_003704853.1	XP_015436143.1
OG0005736	XP_003700570.1	XP_015437288.1
OG0005737	XP_003705507.1	XP_015433207.1
OG0005738	XP_003702804.1	XP_015430228.1
OG0005739	XP_003705509.1	XP_015433192.1
OG0005740	XP_012144117.1	XP_015436299.1
OG0005741	XP_003707954.1	XP_015435399.1
OG0005742	XP_003705510.1	XP_015433203.1
OG0005743	XP_003703929.1	XP_015431652.1
OG0005744	XP_003700334.1	XP_015437096.1
OG0005745	XP_003701562.1	XP_015434005.1
OG0005746	XP_012147428.1, XP_003706221.1	XP_015430847.1
OG0005747	XP_012151403.1	XP_015428474.1
OG0005748	XP_003700255.1	XP_015429464.1
OG0005749	XP_003707955.1	XP_015435272.1
OG0005750	XP_003701396.1	XP_015437533.1
OG0005751	XP_003705501.1	XP_015433117.1
OG0005752	XP_003703767.1	XP_015429742.1
OG0005753	XP_012146927.1	XP_015433172.1
OG0005754	XP_003703484.1	XP_015429297.1
OG0005755	XP_003702997.1	XP_015431049.1
OG0005756	XP_012143108.1	XP_015432315.1
OG0005757	XP_003702673.1	XP_015440128.1
OG0005758	XP_003701158.1	XP_015430970.1
OG0005759	XP_003706974.1	XP_015431298.1
OG0005760	XP_003704382.1	XP_015428582.1
OG0005761	XP_003705914.1	XP_015432448.1
OG0005762	XP_012145658.1	XP_015429806.1
OG0005763	XP_012142654.1	XP_015432308.1
OG0005764	XP_003702836.1	XP_015439054.1
OG0005765	XP_012143863.1	XP_015429832.1
OG0005766	XP_012148566.1	XP_015440523.1
OG0005767	XP_012140378.1	XP_015433600.1
OG0005768	XP_012140379.1	XP_015433601.1
OG0005769	XP_003701210.1	XP_015430533.1
OG0005770	XP_003707339.1	XP_015440050.1
OG0005771	XP_012141126.1	XP_015429598.1
OG0005772	XP_012139641.1	XP_015439025.1
OG0005773	XP_003705143.1	XP_015429537.1
OG0005774	XP_003704911.1	XP_015432148.1
OG0005775	XP_003700644.1	XP_015432251.1
OG0005776	XP_012145854.1	XP_015428671.1
OG0005777	XP_003702032.1	XP_015433804.1
OG0005778	XP_003706909.1	XP_015438458.1
OG0005779	XP_012147321.1	XP_015435866.1
OG0005780	XP_012151878.1	XP_015436123.1
OG0005781	XP_003700867.2, XP_012135187.1	XP_015439616.1
OG0005782	XP_012149501.1	XP_015431046.1
OG0005783	XP_003702777.1	XP_015439265.1
OG0005784	XP_003699583.1	XP_015436039.1
OG0005785	XP_003699489.1	XP_015430748.1
OG0005786	XP_012144376.1	XP_015432228.1
OG0005787	XP_003706458.1	XP_015438770.1
OG0005788	XP_003706731.2	XP_015440397.1
OG0005789	XP_003702769.1	XP_015430227.1
OG0005790	XP_012139532.1	XP_015430208.1
OG0005791	XP_003699246.1	XP_015437767.1
OG0005792	XP_003706878.1	XP_015438529.1
OG0005793	XP_012137550.1	XP_015432623.1
OG0005794	XP_012137221.1	XP_015431803.1
OG0005795	XP_003701044.1	XP_015433719.1
OG0005796	XP_012137196.1	XP_015436509.1
OG0005797	XP_003707382.1	XP_015439964.1
OG0005798	XP_003705568.1	XP_015435071.1
OG0005799	XP_003708372.1	XP_015440334.1
OG0005800	XP_003708298.1	XP_015434177.1
OG0005801	XP_012143154.1	XP_015433843.1
OG0005802	XP_012135495.1	XP_015433713.1
OG0005803	XP_003707137.2	XP_015431203.1
OG0005804	XP_003702844.1	XP_015439011.1
OG0005805	XP_003704634.1	XP_015434516.1
OG0005806	XP_003706568.1	XP_015434515.1
OG0005807	XP_012138440.1	XP_015433090.1
OG0005808	XP_003704222.1	XP_015432320.1
OG0005809	XP_003699854.1	XP_015429778.1
OG0005810	XP_003708226.1	XP_015435783.1
OG0005811	XP_012149855.1	XP_015437847.1
OG0005812	XP_003702712.1	XP_015431122.1
OG0005813	XP_003699605.1	XP_015434862.1
OG0005814	XP_003699547.2	XP_015435351.1
OG0005815	XP_012144017.1	XP_015435441.1
OG0005816	XP_003703689.2	XP_015438062.1
OG0005817	XP_003701962.1	XP_015430584.1
OG0005818	XP_012140941.1	XP_015435096.1
OG0005819	XP_003705660.1	XP_015429991.1
OG0005820	XP_003707247.1	XP_015431846.1
OG0005821	XP_003703509.1	XP_015435989.1
OG0005822	XP_003703667.1	XP_015435978.1
OG0005823	XP_012142758.1	XP_015428553.1
OG0005824	XP_003700440.1	XP_015428427.1
OG0005826	XP_003703561.1	XP_015429284.1
OG0005827	XP_003702484.1	XP_015430433.1
OG0005828	XP_003702487.1	XP_015430497.1
OG0005829	XP_012144608.1	XP_015431459.1
OG0005830	XP_003706077.1	XP_015434266.1
OG0005831	XP_012147319.1	XP_015435818.1
OG0005832	XP_003703684.1	XP_015429555.1
OG0005833	XP_003703448.1	XP_015439416.1
OG0005834	XP_003701389.1	XP_015437134.1
OG0005835	XP_003699628.1	XP_015439403.1
OG0005836	XP_003701930.1	XP_015437854.1
OG0005837	XP_003702433.1	XP_015432606.1
OG0005838	XP_003699762.1	XP_015431415.1
OG0005839	XP_012139399.1, XP_003702957.1	XP_015439196.1
OG0005840	XP_003705473.1	XP_015439248.1
OG0005841	XP_003704351.1	XP_015432289.1
OG0005842	XP_012142898.1	XP_015432290.1
OG0005843	XP_003701664.1	XP_015431871.1
OG0005844	XP_003706148.1	XP_015434292.1
OG0005845	XP_003699439.1	XP_015439462.1
OG0005846	XP_012137987.1	XP_015439888.1
OG0005848	XP_003706521.1	XP_015431454.1
OG0005849	XP_003708229.2	XP_015435787.1
OG0005850	XP_003699645.1	XP_015433227.1
OG0005851	XP_012137406.1	XP_015433247.1
OG0005853	XP_003705376.1	XP_015432128.1
OG0005854	XP_003703628.2	XP_015429524.1
OG0005855	XP_003703712.1	XP_015429535.1
OG0005856	XP_012144305.1	XP_015436034.1
OG0005857	XP_003707555.1	XP_015436116.1
OG0005858	XP_003700024.1	XP_015439507.1
OG0005859	XP_012151379.1	XP_015439514.1
OG0005860	XP_012152197.1	XP_015436074.1
OG0005861	XP_003699995.1	XP_015439485.1
OG0005862	XP_012150187.1	XP_015439477.1
OG0005863	XP_003700139.1	XP_015439515.1
OG0005864	XP_012149994.1	XP_015439496.1
OG0005865	XP_003705551.2	XP_015430152.1
OG0005866	XP_003699400.1	XP_015430134.1
