Orthogroup	Megachile_rotundata	Ceratina_calcarata
OG0004914	XP_012143827.1	XP_026673176.1
OG0004915	XP_003702429.1	XP_017875145.1
OG0004916	XP_003705895.2	XP_017880564.1
OG0004917	XP_012137207.1	XP_026669953.1
OG0004918	XP_012138974.1	XP_017889426.1
OG0004919	XP_012144083.1	XP_017883269.1
OG0004920	XP_003705309.1	XP_017886996.1, XP_017887509.1
OG0004921	XP_012141575.1	XP_017893196.1
OG0004922	XP_003702135.1	XP_017887974.1
OG0004923	XP_012143868.1	XP_017881458.1
OG0004924	XP_012145283.1	XP_017886968.1, XP_017879722.1
OG0004925	XP_012144103.1	XP_026670901.1
OG0004926	XP_012145676.1	XP_017879578.1
OG0004928	XP_012140178.1, XP_012140171.1	XP_026672350.1, XP_017885931.1
OG0004929	XP_012143669.1	XP_017879523.1
OG0004930	XP_012144046.1	XP_017875144.1
OG0004931	XP_003701191.1	XP_017877247.1
OG0004932	XP_012145894.1	XP_017888802.1, XP_017888799.1
OG0004933	XP_003706407.1	XP_017875288.1
OG0004934	XP_012141261.1	XP_026675322.1
OG0004935	XP_012139277.1	XP_026674498.1
OG0004936	XP_012147802.1	XP_026667099.1
OG0004937	XP_003705127.2	XP_017883450.1
OG0004938	XP_003705083.1	XP_017881451.1
OG0004939	XP_012141553.1	XP_017877753.1
OG0004940	XP_012147573.1	XP_026667542.1
OG0004941	XP_012141213.1	XP_026672120.1
OG0004942	XP_012135846.1	XP_026673736.1
OG0004943	XP_003701134.1	XP_017888869.1
OG0004944	XP_012141152.1	XP_017888674.1, XP_026666587.1
OG0004945	XP_003703583.1, XP_012140982.1	XP_026674809.1
OG0004946	XP_003704552.1	XP_017893667.1
OG0004947	XP_012143496.1	XP_017888010.1
OG0004948	XP_012147127.1, XP_012147128.1	XP_017876172.1
OG0004949	XP_012140879.1	XP_017891251.1
OG0004950	XP_012147126.1	XP_017876132.2
OG0004951	XP_012143283.1, XP_012143282.1	XP_017892505.1
OG0004952	XP_012141224.1	XP_026672122.1, XP_026672121.1
OG0004953	XP_012148150.1, XP_012148149.1	XP_017879391.1
OG0004954	XP_012138860.1	XP_017888307.2
OG0004955	XP_012143489.1	XP_017885918.1
OG0004956	XP_012135812.1	XP_026673665.1
OG0004957	XP_003703566.1	XP_017891132.1
OG0004958	XP_012148156.1	XP_017879492.1, XP_017888623.2
OG0004959	XP_012135538.1	XP_017886215.1
OG0004960	XP_012135915.1	XP_017876000.1, XP_026667397.1
OG0004961	XP_012140996.1	XP_017891072.1
OG0004962	XP_003702501.1	XP_017885277.2
OG0004963	XP_003701118.1	XP_017881899.1
OG0004964	XP_012135754.1	XP_017887056.2, XP_017881882.2
OG0004965	XP_003703708.1	XP_017893178.1, XP_017893157.1
OG0004966	XP_012152248.1	XP_026667997.1
OG0004967	XP_012140394.1	XP_017887811.1, XP_017892811.1
OG0004968	XP_003699596.1	XP_017883743.2, XP_017892810.1
OG0004969	XP_012137145.1	XP_017892960.1
OG0004970	XP_012137141.1	XP_017892974.2
OG0004971	XP_012144240.1, XP_012144244.1	XP_017876700.1
OG0004973	XP_012150478.1	XP_026667959.1
OG0004974	XP_003707507.1	XP_017888616.1
OG0004975	XP_012150237.1	XP_026669762.1
OG0004976	XP_003707630.1, XP_012150620.1	XP_017881248.1
OG0004978	XP_012152226.1	XP_026667996.1, XP_017890070.1
OG0004979	XP_003700169.1, XP_012149769.1	XP_017881322.1
OG0004980	XP_012146077.1	XP_026672150.1
OG0004981	XP_012151441.1	XP_017886218.2
OG0004982	XP_003704883.1	XP_017882224.1
OG0004983	XP_012154012.1	XP_017891313.1
OG0004984	XP_012150601.1, XP_012150603.1	XP_017875016.1
OG0004985	XP_003706054.1	XP_017889225.1, XP_026672617.1
OG0004986	XP_003707549.1	XP_017886865.1
OG0004987	XP_012135999.1	XP_017881182.1
OG0004988	XP_003704499.1	XP_017892001.1
OG0004989	XP_003699704.1	XP_017881941.1
OG0004990	XP_003706694.1	XP_017891501.1
OG0004991	XP_012135420.1	XP_017876610.1, XP_017876613.1
OG0004992	XP_012149172.1	XP_026669448.1
OG0004993	XP_012149427.1	XP_017876508.1
OG0004994	XP_012142792.1	XP_017883858.1
OG0004995	XP_012149348.1	XP_017891872.1
OG0004996	XP_012149185.1	XP_017880998.1
OG0004997	XP_012149170.1, XP_003707028.1	XP_017882172.1
OG0004998	XP_003704605.1	XP_017877394.1
OG0004999	XP_003707019.2	XP_017875747.1
OG0005000	XP_012149214.1	XP_017877428.1
OG0005001	XP_012152179.1	XP_017880973.1
OG0005002	XP_003706781.1	XP_026667648.1
OG0005003	XP_003699724.2	XP_017883868.1
OG0005004	XP_003704616.2	XP_017883879.1
OG0005005	XP_012138544.1	XP_026671233.1
OG0005006	XP_003701078.2	XP_017876711.1
OG0005007	XP_012137029.1	XP_026672598.1
OG0005008	XP_012149033.1	XP_017883808.1, XP_026671234.1
OG0005009	XP_012140035.1	XP_017879423.1
OG0005010	XP_012134782.1	XP_017878457.1
OG0005011	XP_003705295.1, XP_012145307.1	XP_017887439.1, XP_017888639.1
OG0005012	XP_012153184.1	XP_026675475.1
OG0005013	XP_012146478.1	XP_026668617.1, XP_026668619.1
OG0005014	XP_012140339.1	XP_017889554.1
OG0005015	XP_003705296.2	XP_017887432.1
OG0005016	XP_012153869.1	XP_017879929.1
OG0005017	XP_003700328.1	XP_017893134.1
OG0005018	XP_012153067.1, XP_003708489.1	XP_017881375.1
OG0005019	XP_003708534.1	XP_017881376.1
OG0005020	XP_003699310.1	XP_017887466.1
OG0005021	XP_003700585.1	XP_026668996.1, XP_017877630.1, XP_017879668.1, XP_017881679.1, XP_017888731.1
OG0005022	XP_012143722.1	XP_017890439.1, XP_026674529.1
OG0005023	XP_003705294.1	XP_017879052.2
OG0005024	XP_012142553.1	XP_017879025.1
OG0005025	XP_012145326.1	XP_017887489.1
OG0005026	XP_012145362.1	XP_026669077.1
OG0005027	XP_012154542.1	XP_026668802.1
OG0005028	XP_003699234.1	XP_017892846.1
OG0005029	XP_003699316.2	XP_026673458.1
OG0005030	XP_012148191.1	XP_017880304.1
OG0005031	XP_012144354.1	XP_026669377.1, XP_017880141.1
OG0005032	XP_012136204.1	XP_026675046.1, XP_026669010.1
OG0005033	XP_003701355.1	XP_017891517.1
OG0005034	XP_012144425.1	XP_017877569.1
OG0005035	XP_012152425.1	XP_026669392.1
OG0005036	XP_003708246.1	XP_026666536.1
OG0005037	XP_012142528.1	XP_017888382.1
OG0005038	XP_012153103.1	XP_026669317.1
OG0005039	XP_012142621.1	XP_017886297.1
OG0005040	XP_012136055.1	XP_017889319.1
OG0005041	XP_003704910.1	XP_017886734.1, XP_026672666.1
OG0005042	XP_003704195.1	XP_026674420.1, XP_026674421.1
OG0005043	XP_012145252.1	XP_017878784.1
OG0005044	XP_003704199.1	XP_017893372.1
OG0005045	XP_003703237.1	XP_017888574.1
OG0005046	XP_003703207.1, XP_012140381.1	XP_017888560.1
OG0005047	XP_012152650.1	XP_017888114.1
OG0005048	XP_003705031.1, XP_012144662.1	XP_017890738.1
OG0005049	XP_012139375.1	XP_026674619.1
OG0005050	XP_012145153.1	XP_026671486.1
OG0005051	XP_012139416.1	XP_026671545.1
OG0005052	XP_012139481.1	XP_026671839.1
OG0005053	XP_012147708.1	XP_026671822.1
OG0005054	XP_012139692.1	XP_017875434.1
OG0005055	XP_003702849.1	XP_017884959.1
OG0005056	XP_012137465.1	XP_026668767.1
OG0005057	XP_012152634.1, XP_003708278.1	XP_017888092.1
OG0005058	XP_012142103.1, XP_003699641.1	XP_017889793.1
OG0005059	XP_012147986.1	XP_017881271.1
OG0005060	XP_003701393.2	XP_026672534.1, XP_017886484.1
OG0005061	XP_012136269.1	XP_026668491.1
OG0005062	XP_012147777.1, XP_012147749.1	XP_017878877.2
OG0005063	XP_012143945.1	XP_017889846.1
OG0005064	XP_003704774.1	XP_017889387.1
OG0005065	XP_012141507.1	XP_017889660.1
OG0005066	XP_003699684.2	XP_026673989.1, XP_026673990.1
OG0005067	XP_003708598.1	XP_017889600.1
OG0005068	XP_012153355.1	XP_017889545.1
OG0005069	XP_003701385.1	XP_017889572.1
OG0005070	XP_003699631.1	XP_017889484.1
OG0005071	XP_012140762.1	XP_026670767.1, XP_026670759.1
OG0005072	XP_012140784.1	XP_017882850.1
OG0005073	XP_012146873.1	XP_017889687.1
OG0005075	XP_012146768.1	XP_017891601.2
OG0005076	XP_003701398.1	XP_017889336.1
OG0005077	XP_012148569.1	XP_026670750.1
OG0005078	XP_003708545.1	XP_017886316.1
OG0005079	XP_012146970.1	XP_017878130.1, XP_026668408.1
OG0005080	XP_012145483.1	XP_017886762.1
OG0005081	XP_003700436.1	XP_017890683.1
OG0005082	XP_003705400.1	XP_017877273.1
OG0005083	XP_012145487.1	XP_017886769.1, XP_017886772.1
OG0005084	XP_012144544.1	XP_026673492.1
OG0005085	XP_003700331.2, XP_012153931.1	XP_017878364.2
OG0005086	XP_012143774.1	XP_017882782.1
OG0005087	XP_012145477.1	XP_026667079.1
OG0005088	XP_012154123.1	XP_017882563.1
OG0005089	XP_003700542.1	XP_017893656.1
OG0005090	XP_012144529.1	XP_017882303.1
OG0005091	XP_012142571.1	XP_017892830.1
OG0005092	XP_003703930.1	XP_017878772.1
OG0005093	XP_012153189.1	XP_026673233.1, XP_026673234.1
OG0005094	XP_003707182.1	XP_017885665.1
OG0005095	XP_003707191.1	XP_017885653.1
OG0005096	XP_003706554.2	XP_017876949.1
OG0005098	XP_012144641.1	XP_017879709.1, XP_017879704.1
OG0005099	XP_012141724.1	XP_026669798.1
OG0005100	XP_012147140.1	XP_026673867.1, XP_017889218.1
OG0005101	XP_012147152.1	XP_026667460.1
OG0005102	XP_003700317.1	XP_017875751.1
OG0005103	XP_012151446.1	XP_017876121.1
OG0005104	XP_012151901.1, XP_012151899.1	XP_017887930.1
OG0005105	XP_012147038.1	XP_026667409.1
OG0005106	XP_012141885.1	XP_017892372.1
OG0005107	XP_012153798.1	XP_017889117.1
OG0005108	XP_012146602.1	XP_017878850.2, XP_017877692.2
OG0005110	XP_003701577.2	XP_017879209.1
OG0005111	XP_003702321.1	XP_017892801.1
OG0005112	XP_012140005.1	XP_026675603.1
OG0005113	XP_012136746.1	XP_026675624.1
OG0005114	XP_003700897.1	XP_026671480.1
OG0005115	XP_012136439.1	XP_017883839.1
OG0005116	XP_012138468.1, XP_003699498.1	XP_017893478.1
OG0005117	XP_012149244.1	XP_017875703.1
OG0005118	XP_003700553.1	XP_017876934.1
OG0005119	XP_012146371.1	XP_017878646.2
OG0005120	XP_012138144.1	XP_017880434.1
OG0005121	XP_012145280.1	XP_017889618.1
OG0005122	XP_012145974.1, XP_003705575.1	XP_017887690.1
OG0005123	XP_003703212.2	XP_017891840.1
OG0005124	XP_003708084.1	XP_017884469.1
OG0005125	XP_003701427.1	XP_017889682.1
OG0005126	XP_003702202.1, XP_012138163.1	XP_017880431.1
OG0005127	XP_012148457.1	XP_017888951.1
OG0005128	XP_003706365.1	XP_017879702.1
OG0005129	XP_012146078.1	XP_017885228.1
OG0005130	XP_003705596.1	XP_017884696.1
OG0005131	XP_012141801.1, XP_003703766.1	XP_026674298.1
OG0005132	XP_012136418.1	XP_017883772.1
OG0005134	XP_003701712.1	XP_017893564.1
OG0005135	XP_012136936.1	XP_017880587.1
OG0005137	XP_003708410.1	XP_017877954.1
OG0005138	XP_012152878.1	XP_017878788.1
OG0005139	XP_012153971.1	XP_017891795.1
OG0005140	XP_003701905.1	XP_017879821.1
OG0005141	XP_003705197.1	XP_017883540.1
OG0005142	XP_012139391.1, XP_012139406.1, XP_012139398.1	XP_017885782.1
OG0005143	XP_003704105.1	XP_017880172.1
OG0005144	XP_003707466.1	XP_017876402.1
OG0005145	XP_012140167.1	XP_017885982.1
OG0005146	XP_003706596.1	XP_017885987.1
OG0005147	XP_003703499.1, XP_012141307.1	XP_017892180.1
OG0005148	XP_012135922.1	XP_017876003.1
OG0005149	XP_003700165.1	XP_017887842.1
OG0005151	XP_003699437.1	XP_017881782.1
OG0005152	XP_003703769.1	XP_017877982.1
OG0005153	XP_003706089.1	XP_017884060.1
OG0005154	XP_003708627.2	XP_017879436.1, XP_017889385.1
OG0005155	XP_003704970.1	XP_017888631.1
OG0005156	XP_003707577.1	XP_026670838.1
OG0005157	XP_003701193.1	XP_017877258.1
OG0005158	XP_003702489.1	XP_017890828.1
OG0005159	XP_003704054.1	XP_017887307.1
OG0005160	XP_003702713.1	XP_017879695.1
OG0005161	XP_003706268.1	XP_017893116.1
OG0005162	XP_003704042.1	XP_017880979.1
OG0005163	XP_003704766.1	XP_026674216.1
OG0005164	XP_003702495.1	XP_017875594.1
OG0005165	XP_012144420.1	XP_017879900.1
OG0005166	XP_003704784.1	XP_017893671.1, XP_017882693.1
OG0005167	XP_003708532.1	XP_017881395.1
OG0005168	XP_003703762.1	XP_017889584.1
OG0005169	XP_003706454.1	XP_017891809.1
OG0005170	XP_012135941.1, XP_012135940.1	XP_017877654.1
OG0005171	XP_003699588.1	XP_017884079.1, XP_017892816.1
OG0005172	XP_003703894.2	XP_026669885.1
OG0005173	XP_003701967.1	XP_017885119.1
OG0005174	XP_003707868.1	XP_017888969.1
OG0005175	XP_003703106.1	XP_017893135.1
OG0005176	XP_003704624.1, XP_012143709.1	XP_017885152.1
OG0005177	XP_012139133.1	XP_017890204.1
OG0005178	XP_003706875.1	XP_017881285.1
OG0005180	XP_003704793.1	XP_017879506.1, XP_017879514.1
OG0005181	XP_003704792.1	XP_026672232.1
OG0005182	XP_003700687.1	XP_017882557.1
OG0005184	XP_003702478.1	XP_017881442.1, XP_017881443.1
OG0005185	XP_003704073.1	XP_017887359.1
OG0005186	XP_012145699.1	XP_017885880.1
OG0005187	XP_003699931.1	XP_017880760.1
OG0005188	XP_003707470.1	XP_017883503.1
OG0005189	XP_003704231.1	XP_026666947.1, XP_026666948.1
OG0005190	XP_012143567.1, XP_003704599.1	XP_017877386.1
OG0005191	XP_012135419.1	XP_017876474.1
OG0005192	XP_003706939.1	XP_017876491.1, XP_017876490.1
OG0005193	XP_003699722.1	XP_026675501.1, XP_017887134.1
OG0005194	XP_003706795.1	XP_017876552.1, XP_017876551.1
OG0005195	XP_003707755.2	XP_017878998.1
OG0005196	XP_003699960.1	XP_017878587.1
OG0005197	XP_003706722.1	XP_017882843.1, XP_026670795.1
OG0005198	XP_003700190.1	XP_017888501.1
OG0005199	XP_003707161.1	XP_017884120.1
OG0005200	XP_003701280.1	XP_017889318.1
OG0005201	XP_003704192.1	XP_017893401.1
OG0005202	XP_003703154.1	XP_017891918.1
OG0005203	XP_012143022.1	XP_017888559.1
OG0005204	XP_003703174.1	XP_017883011.1
OG0005205	XP_003703176.1	XP_017886201.2
OG0005206	XP_012151969.1	XP_017884916.1
OG0005207	XP_003702792.1, XP_012139662.1	XP_026667127.1
OG0005208	XP_003702821.1	XP_017875552.1, XP_026667115.1
OG0005209	XP_003702825.1	XP_017884499.1
OG0005210	XP_003702781.1	XP_026671882.1, XP_017884824.1
OG0005211	XP_012139434.1	XP_017884787.1
OG0005212	XP_003703792.2	XP_017892367.1
OG0005213	XP_003701539.1	XP_017878203.1
OG0005214	XP_003702222.1	XP_026671452.1
OG0005215	XP_012135207.1	XP_017878221.1, XP_026668443.1, XP_017878199.1
OG0005216	XP_012145028.1	XP_017887130.1
OG0005217	XP_003706522.2	XP_017882321.1, XP_026670739.1
OG0005218	XP_012142486.1	XP_017880245.1
OG0005219	XP_003703292.1	XP_026675530.1, XP_017892602.1
OG0005220	XP_003705835.1	XP_017875209.1
OG0005221	XP_012137896.1	XP_017879543.1
OG0005222	XP_003704480.1	XP_017893214.1
OG0005223	XP_012141214.1	XP_017885619.1
OG0005224	XP_012151835.1	XP_017884349.1
OG0005225	XP_003705093.1	XP_017883452.1
OG0005226	XP_003699933.1	XP_017880755.1
OG0005227	XP_012146509.1, XP_003705789.1	XP_026674679.1
OG0005228	XP_003706071.1	XP_017884035.2, XP_026671335.1
OG0005229	XP_012138786.1	XP_017881462.1
OG0005230	XP_003707949.1	XP_026667436.1, XP_017882802.1
OG0005231	XP_003699899.1	XP_017885473.1
OG0005232	XP_012134819.1	XP_017886830.1
OG0005233	XP_003702677.1	XP_017890157.1
OG0005234	XP_012137778.1	XP_017887563.1
OG0005235	XP_012135362.1	XP_017878753.1
OG0005236	XP_003705647.1	XP_017885851.1
OG0005237	XP_012154087.1, XP_003700438.1	XP_017883685.1
OG0005238	XP_012141432.1	XP_017893289.1
OG0005239	XP_012134724.1, XP_003700653.1	XP_017884520.1
OG0005240	XP_012152929.1, XP_012152928.1	XP_017881783.1
OG0005241	XP_003704573.1	XP_017880229.1
OG0005242	XP_012150510.1	XP_017880092.1
OG0005243	XP_003701112.1	XP_017881884.1
OG0005244	XP_003707356.1, XP_012150321.1	XP_017890703.1
OG0005245	XP_003699200.1	XP_017875730.1
OG0005246	XP_003700664.1, XP_012134781.1	XP_017886760.1
OG0005247	XP_003703373.1	XP_017875580.1
OG0005248	XP_012140998.1	XP_017892278.1
OG0005249	XP_003702115.1	XP_017892493.1, XP_017892492.1
OG0005250	XP_003702260.1	XP_017876780.1
OG0005251	XP_003701820.1	XP_017884077.1
OG0005252	XP_003705592.1	XP_017885075.1
OG0005253	XP_003701518.1, XP_012136762.1	XP_017892783.1
OG0005254	XP_003700455.1	XP_017883648.1, XP_017883647.1
OG0005255	XP_003700527.1	XP_017883723.1
OG0005256	XP_003704842.1	XP_017885455.1
OG0005257	XP_003708008.1	XP_017888169.2, XP_026673399.1
OG0005258	XP_012147738.1, XP_003706341.1	XP_017889068.1
OG0005259	XP_003707368.1	XP_017883596.1
OG0005260	XP_003703034.1	XP_017881748.1
OG0005261	XP_003701470.1	XP_026668951.1, XP_017879360.1
OG0005262	XP_012144912.1	XP_017888904.1
OG0005263	XP_003705329.1	XP_017880298.1
OG0005264	XP_012137002.1, XP_003701722.1	XP_017876974.1
OG0005265	XP_003705099.1, XP_012144873.1	XP_017883449.1
OG0005266	XP_012143210.1, XP_003704458.1	XP_017885681.1
OG0005267	XP_003705146.1	XP_017878028.1
OG0005268	XP_003702631.1	XP_017890098.1
OG0005269	XP_003704464.2	XP_017892500.1
OG0005270	XP_012137964.1	XP_017892296.1
OG0005271	XP_003703262.1	XP_017891227.1
OG0005272	XP_003705905.1	XP_017887412.1
OG0005273	XP_003706992.1	XP_017891896.2
OG0005274	XP_012152287.1	XP_017887331.1
OG0005275	XP_003703026.1	XP_017878724.1, XP_017878725.1
OG0005276	XP_003707029.1	XP_017882548.1
OG0005277	XP_003704547.1	XP_017886002.1
OG0005278	XP_003702083.1	XP_017892458.1
OG0005279	XP_003699595.1	XP_017887821.1, XP_017892817.1
OG0005280	XP_012141494.1	XP_017893284.1
OG0005281	XP_012138627.1	XP_017880392.1
OG0005282	XP_003706131.1	XP_026669619.1, XP_017880603.1
OG0005283	XP_012148919.1	XP_017881976.1
OG0005284	XP_003701780.1	XP_017890604.1
OG0005285	XP_003703249.1	XP_017891041.1
OG0005286	XP_012147443.1, XP_003706192.1	XP_017882525.1
OG0005287	XP_003702463.1	XP_017880385.1
OG0005288	XP_003702697.1	XP_017888276.1
OG0005289	XP_003701897.2	XP_017875393.1, XP_017875392.1
OG0005290	XP_003700572.1	XP_017879931.1
OG0005291	XP_003703507.1	XP_017883178.1
OG0005292	XP_003703263.1	XP_017893016.1, XP_026666509.1
OG0005293	XP_003699592.1	XP_017876210.1
OG0005294	XP_003700864.1	XP_017884241.1
OG0005295	XP_003701759.1	XP_017883286.1
OG0005296	XP_003702617.1	XP_017892188.1
OG0005297	XP_003703058.1	XP_017889150.1
OG0005298	XP_012143767.1	XP_017879148.1
OG0005299	XP_012151303.1	XP_017877579.1
OG0005300	XP_003701876.1	XP_026670885.1
OG0005302	XP_003699863.1	XP_017887303.1
OG0005303	XP_003704148.1	XP_017886298.1
OG0005304	XP_003707457.1	XP_017882718.2, XP_017891571.1
OG0005305	XP_012137534.1	XP_017893236.1
OG0005306	XP_003708174.1	XP_017880591.1
OG0005307	XP_003707888.1	XP_026667379.1, XP_017875479.1
OG0005308	XP_003700533.1	XP_017876914.1
OG0005309	XP_003701040.1	XP_017891488.1
OG0005310	XP_003701153.1	XP_017885307.1
OG0005311	XP_003700188.1	XP_017888460.1
OG0005312	XP_003702985.2	XP_017884887.1, XP_017884888.1
OG0005313	XP_003704031.2	XP_017884052.1
OG0005314	XP_003706543.1	XP_017885981.1
OG0005315	XP_012134814.1	XP_017886708.1, XP_017886707.1
OG0005316	XP_003704443.1	XP_017887506.1
OG0005317	XP_003705785.1	XP_017886537.1
OG0005318	XP_003705183.1	XP_017881056.1, XP_026669635.1
OG0005319	XP_003705680.1, XP_012146276.1	XP_026667365.1
OG0005320	XP_012154539.1	XP_017890492.1, XP_017890490.1
OG0005321	XP_012140679.1	XP_017893034.1
OG0005322	XP_012153632.1	XP_017879855.1
OG0005323	XP_003705991.1	XP_017889712.1
OG0005324	XP_012150929.1	XP_017876546.1
OG0005325	XP_012150120.1	XP_017883118.1
OG0005326	XP_003699392.1, XP_012136223.1	XP_017891207.1
OG0005327	XP_003699770.2	XP_017886602.1
OG0005328	XP_003702962.1	XP_017884513.1
OG0005330	XP_012147998.1	XP_026673734.1
OG0005331	XP_003700689.1, XP_012134918.1	XP_017876959.1
OG0005332	XP_012149223.1	XP_017882021.1
OG0005334	XP_012136611.1	XP_026668949.1, XP_017879246.1
OG0005335	XP_003705587.1, XP_012146043.1	XP_026668046.1
OG0005336	XP_003706882.1	XP_017885676.1
OG0005337	XP_003703380.1	XP_017879747.1
OG0005338	XP_003701994.1	XP_017886598.1, XP_026669407.1
OG0005339	XP_003701768.1	XP_017892759.1
OG0005340	XP_003703131.2	XP_017885844.1
OG0005341	XP_012152446.1	XP_017881096.1
OG0005342	XP_003705056.1	XP_017883354.1
OG0005343	XP_003704154.1, XP_012142598.1	XP_017886495.1
OG0005344	XP_003704926.1	XP_017882591.1
OG0005345	XP_012143998.1, XP_012143999.1	XP_017879405.1
OG0005346	XP_012144539.1	XP_017886644.1
OG0005347	XP_012147150.1	XP_017889222.1
OG0005348	XP_012137275.1, XP_003701843.1	XP_026666461.1
OG0005349	XP_003708106.1	XP_017880844.1
OG0005350	XP_003702850.1	XP_017884960.1
OG0005351	XP_003707797.1	XP_017878922.1, XP_017892644.1
OG0005352	XP_003701515.1	XP_017892782.1
OG0005353	XP_003704056.1	XP_026666717.1, XP_026666718.1
OG0005354	XP_003700202.1	XP_017890671.1
OG0005355	XP_012150851.1	XP_017890465.1
OG0005356	XP_003707025.1	XP_017882292.1
OG0005357	XP_003706583.1	XP_026672300.1
OG0005359	XP_003699926.1	XP_026669653.1, XP_026669654.1
OG0005360	XP_003703457.1	XP_017880181.1, XP_017880095.1
OG0005361	XP_003700973.1	XP_017891134.1
OG0005362	XP_003699637.1	XP_026673970.1
OG0005363	XP_003701991.1	XP_017876770.1
OG0005364	XP_003699624.1	XP_017886383.1
OG0005365	XP_003704584.1	XP_017881832.1
OG0005366	XP_003700368.1	XP_017890247.1
OG0005367	XP_012142168.1, XP_003704017.1	XP_017875263.1
OG0005368	XP_003704527.1	XP_026667336.1, XP_017875908.1
OG0005369	XP_003705621.1	XP_017885972.1
OG0005370	XP_003704525.1	XP_017892111.1
OG0005371	XP_012148461.1	XP_017888960.1, XP_017879839.1
OG0005372	XP_003703744.1	XP_017888176.1
OG0005373	XP_012152857.1, XP_003708428.1	XP_017877899.1
OG0005374	XP_012138466.1	XP_017882731.1, XP_017876332.2, XP_026667521.1
OG0005375	XP_003707649.1	XP_017881246.1, XP_017881247.1
OG0005376	XP_012151627.1	XP_026673435.1
OG0005377	XP_003701145.1	XP_017888900.1
OG0005378	XP_003704943.1	XP_017888300.1
OG0005379	XP_003700429.1	XP_017886641.1
OG0005380	XP_012147153.1	XP_017891997.1
OG0005381	XP_003704426.1	XP_017875247.1
OG0005382	XP_003704001.1	XP_017880862.1
OG0005383	XP_003708152.1	XP_017887041.1
OG0005384	XP_003701149.1	XP_017880075.1
OG0005385	XP_003706888.1, XP_012149200.1	XP_017875733.1
OG0005386	XP_003702034.1	XP_017892421.1
OG0005387	XP_012143389.1, XP_012143432.1	XP_017893472.1
OG0005388	XP_003705603.1	XP_017890859.1
OG0005389	XP_003701220.1	XP_017888811.1
OG0005390	XP_003705948.1	XP_017889509.1
