Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0003432	XP_001948312.1	XP_012141166.1, XP_003703464.1
OG0003433	XP_001948385.2	XP_003700325.1
OG0003434	XP_003247440.2, XP_001948425.1	XP_003706067.2
OG0003435	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1	XP_003702092.1
OG0003436	XP_001948504.2	XP_012146023.1
OG0003437	XP_001948597.3	XP_003707201.1
OG0003438	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1	XP_003707289.1
OG0003439	XP_001948678.2	XP_012138882.1
OG0003441	XP_029346557.1, XP_001948873.1, XP_016659482.1	XP_012143532.1
OG0003442	XP_001948878.2	XP_012151141.1, XP_003707760.1, XP_012151142.1
OG0003443	XP_001948942.1	XP_003700791.1
OG0003444	XP_008184847.1, XP_001948995.2, XP_001949035.2	XP_003704274.1
OG0003445	XP_001949068.2	XP_003707501.1
OG0003446	XP_001949172.2	XP_003700756.1, XP_003700685.1, XP_012134902.1
OG0003447	XP_001949175.1, XP_008188157.1, XP_003247963.1	XP_003701957.1
OG0003448	XP_001951973.1, XP_001949244.1	XP_012138572.1
OG0003449	XP_001949300.2	XP_003702023.2
OG0003450	XP_029347434.1, XP_001949386.1	XP_012147354.1
OG0003451	XP_001949443.1, XP_008182268.1	XP_012138431.1
OG0003452	XP_001949579.2	XP_003700048.1
OG0003453	XP_001949581.1	XP_012137259.1, XP_003701841.1
OG0003454	XP_001949590.1	XP_003704563.1
OG0003455	XP_001949601.1	XP_012140929.1
OG0003456	XP_001949728.1	XP_003700896.1
OG0003457	XP_001949847.3	XP_003705597.1
OG0003458	XP_001949938.1	XP_003699631.1
OG0003459	XP_003246026.1, XP_001949988.2	XP_003707633.1
OG0003460	XP_001950150.1, XP_016659321.1, XP_008187444.1	XP_003706303.1
OG0003461	XP_001950219.2	XP_012139744.1
OG0003462	XP_001950312.3, XP_001952645.2, XP_016662209.1	XP_012134528.1
OG0003463	XP_001950362.2	XP_003699498.1, XP_012138468.1
OG0003464	XP_001950406.1	XP_003707864.1
OG0003465	XP_003242582.1, XP_001950487.1	XP_003700476.1
OG0003466	XP_001950497.2	XP_003702479.1, XP_012138788.1
OG0003467	XP_001950565.1	XP_012141260.1
OG0003468	XP_001950656.2	XP_003704981.1
OG0003469	XP_001950926.2	XP_003707325.1
OG0003470	XP_029341385.1, XP_001950966.1, XP_008181619.1	XP_012136156.1
OG0003471	XP_001951022.1	XP_003703620.1
OG0003472	XP_001951071.2	XP_003703988.2
OG0003473	XP_001951088.1	XP_003700559.1, XP_012154422.1, XP_012154423.1
OG0003474	XP_001951216.1	XP_003706269.1
OG0003475	XP_008185936.1, XP_016662274.1, XP_001951232.1	XP_003705587.1, XP_012146043.1
OG0003476	XP_001951345.2	XP_012153380.1
OG0003477	XP_001951463.1	XP_003699791.1
OG0003478	XP_001951473.1	XP_012135804.1, XP_012135805.1
OG0003479	XP_001951613.2, XP_001951588.1	XP_012143158.1, XP_003699784.1
OG0003480	XP_001951654.1, XP_003243111.1	XP_003705314.1, XP_012145346.1
OG0003481	XP_001951672.1	XP_003704603.1, XP_012143617.1
OG0003482	XP_001951686.1	XP_003703364.1
OG0003483	XP_008182013.1, XP_001951763.1	XP_012145208.1
OG0003484	XP_001951769.1	XP_003703299.1
OG0003485	XP_008187413.1, XP_003248591.3, XP_001951824.1	XP_003700401.1
OG0003486	XP_001951912.1	XP_003702357.1
OG0003487	XP_001952144.2	XP_003701260.1
OG0003488	XP_001952182.2	XP_003707466.1
OG0003489	XP_001952220.2	XP_003707955.1
OG0003490	XP_001952358.1	XP_003701180.1, XP_012135974.1, XP_012135975.1
OG0003491	XP_016661005.1, XP_001952370.2	XP_012140355.1
OG0003492	XP_029347505.1, XP_029347504.1, XP_029347503.1, XP_029347502.1, XP_029347501.1, XP_001952386.2, XP_008184407.1	XP_003703605.1
OG0003493	XP_001952446.1	XP_012149054.1, XP_003699988.1
OG0003494	XP_001952473.1	XP_012138170.1
OG0003495	XP_001952501.1	XP_003708575.1
OG0003496	XP_029341064.1, XP_001952620.1, XP_016665155.1	XP_012138027.1, XP_003702174.1
OG0003497	XP_001952647.1, XP_008185303.1	XP_012151441.1
OG0003498	XP_001952675.1	XP_003706412.1
OG0003499	XP_001952681.2	XP_003706301.1
OG0003500	XP_001952759.1	XP_012135307.1
OG0003501	XP_003240049.1, XP_016658932.1	XP_003704820.1
OG0003502	XP_003240230.1	XP_003702206.1
OG0003503	XP_003240263.1, XP_029342193.1	XP_012142172.1
OG0003504	XP_003240303.1	XP_003705368.1
OG0003506	XP_003241120.1	XP_012148684.1
OG0003507	XP_003241192.1, XP_016655970.1	XP_003702860.1
OG0003508	XP_003241234.1, XP_003241233.1	XP_003707755.2
OG0003509	XP_003241236.1	XP_012138410.1
OG0003510	XP_003241246.1	XP_012151537.1
OG0003511	XP_003241376.1	XP_003703191.2
OG0003512	XP_008179169.1, XP_003241811.2	XP_012137254.1
OG0003513	XP_003241912.1	XP_012149427.1
OG0003514	XP_003242055.1	XP_003707822.1, XP_012151321.1, XP_012151320.1
OG0003515	XP_003242169.1	XP_003707313.1
OG0003516	XP_003242256.1	XP_003700249.1, XP_012153778.1
OG0003517	XP_003242428.1	XP_012153862.1
OG0003518	XP_029343551.1, XP_003242563.1, XP_008182183.1	XP_003699289.1
OG0003519	XP_003242937.1	XP_012139324.1
OG0003520	XP_003243058.1	XP_012149838.1
OG0003521	XP_003243849.1	XP_003703188.1
OG0003522	XP_003243938.1	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1
OG0003523	XP_003243991.1, XP_008182922.2	XP_003702609.2, XP_012139010.1
OG0003524	XP_003244035.1	XP_012135663.1
OG0003525	XP_016659508.2, XP_003244215.1	XP_012139214.1
OG0003526	XP_003244247.1	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1
OG0003527	XP_003244330.1, XP_003244329.1, XP_008182798.1	XP_003703048.1
OG0003528	XP_003244950.3	XP_003707158.2
OG0003529	XP_003245180.1, XP_029344844.1	XP_003705804.1
OG0003530	XP_029343408.1, XP_003245260.3	XP_012136229.1
OG0003531	XP_003245357.1	XP_012143028.1, XP_003704264.1
OG0003532	XP_003245398.1	XP_003700199.1
OG0003533	XP_003245424.1, XP_008184388.1	XP_012146091.1
OG0003534	XP_003245446.2	XP_012140762.1
OG0003535	XP_003245515.1	XP_003702521.1
OG0003536	XP_003245836.1	XP_012150589.1, XP_003707571.2
OG0003537	XP_003246162.1, XP_003246884.1, XP_029344117.1, XP_008181783.1	XP_003704447.1
OG0003538	XP_003246197.1	XP_003707649.1
OG0003539	XP_003246293.1	XP_012151440.1, XP_003707913.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	XP_012147594.1
OG0003541	XP_003246627.1	XP_012135112.1
OG0003542	XP_003247061.1	XP_003708457.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	XP_012136593.1
OG0003544	XP_003247589.1, XP_008187546.1	XP_003700665.1
OG0003545	XP_003247865.1	XP_003704225.1
OG0003546	XP_003247891.1	XP_003706362.1
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	XP_012136509.1
OG0003548	XP_003248023.1	XP_003703343.1
OG0003549	XP_029346010.1, XP_003248864.4	XP_012149222.1
OG0003550	XP_008187570.1, XP_003249066.3	XP_003708423.1
OG0003551	XP_008178332.1	XP_012139845.1
OG0003552	XP_008178771.1	XP_012149865.1
OG0003553	XP_008179250.1	XP_012144056.1
OG0003554	XP_008179589.1	XP_012145841.1
OG0003555	XP_008180060.1	XP_012136892.1, XP_003701641.1
OG0003557	XP_008180489.1	XP_003705278.1, XP_012145152.1, XP_012145154.1
OG0003558	XP_008180549.2	XP_012135924.1
OG0003559	XP_008180807.1	XP_012144188.1
OG0003560	XP_008181116.1, XP_029345017.1	XP_012144590.1
OG0003561	XP_008181363.1	XP_003708399.1, XP_012152937.1
OG0003562	XP_008181496.1, XP_008181497.1	XP_012154156.1
OG0003563	XP_008181684.1	XP_003703852.1
OG0003564	XP_008182177.1	XP_003704357.1
OG0003565	XP_008182222.1	XP_012137895.1
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	XP_003708089.1
OG0003567	XP_008182468.1	XP_003707280.1, XP_012150075.1
OG0003568	XP_008182565.1	XP_012146373.1
OG0003569	XP_008182773.1, XP_008182772.1	XP_012146478.1
OG0003570	XP_008183142.1	XP_003699830.1
OG0003571	XP_008183420.1	XP_003701439.1
OG0003572	XP_008183814.1, XP_016660476.1	XP_003699638.1
OG0003573	XP_008184346.1, XP_008184343.1	XP_012142075.1
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	XP_012136116.1, XP_012136122.1, XP_003699390.1
OG0003575	XP_008184513.1	XP_003706313.1
OG0003576	XP_008184569.1	XP_003699738.1
OG0003577	XP_008184684.1	XP_012148834.1
OG0003578	XP_008185383.2	XP_012136628.1, XP_012136627.1
OG0003579	XP_008185408.2	XP_003706684.1
OG0003580	XP_008185743.1	XP_012147987.1
OG0003581	XP_008186177.1, XP_016662504.1	XP_003701761.1
OG0003582	XP_008186400.2	XP_012136732.1, XP_012136731.1, XP_012136730.1
OG0003583	XP_008186708.1	XP_003704024.1
OG0003584	XP_008186709.1	XP_012135567.1
OG0003585	XP_008186918.1	XP_003703206.1
OG0003586	XP_008186925.1	XP_003703040.2, XP_012139945.1
OG0003587	XP_008186963.1	XP_012143293.1, XP_012143294.1
OG0003588	XP_029347312.1, XP_008186998.1	XP_003700207.2
OG0003589	XP_008187340.1	XP_003706652.1
OG0003591	XP_029341206.1, XP_008187613.1	XP_003705001.1, XP_012144582.1, XP_012144583.1
OG0003592	XP_008187788.1	XP_012139232.1
OG0003593	XP_029348567.1, XP_008187811.1	XP_003703318.2, XP_012140841.1
OG0003595	XP_029347712.1	XP_003705590.1
OG0003596	XP_008188502.1, XP_008188501.1	XP_003703672.1
OG0003597	XP_008188583.1	XP_012136965.1, XP_012136884.1
OG0003598	XP_008188697.1	XP_012150441.1
OG0003599	XP_008189074.1, XP_029347043.1	XP_003707617.1
OG0003600	XP_008190191.2	XP_012148376.1
OG0003601	XP_016656463.1, XP_016656462.1	XP_012150003.1
OG0003602	XP_029341756.1, XP_016657266.1	XP_003704386.1
OG0003603	XP_016657618.1	XP_012154561.1
OG0003604	XP_016657691.1	XP_012136024.1
OG0003605	XP_016657955.1	XP_012143669.1
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	XP_003701074.1, XP_012135500.1, XP_012135499.1
OG0003607	XP_016661016.1	XP_012151921.1
OG0003608	XP_016661412.1	XP_012147386.1
OG0003609	XP_016661625.1	XP_012146117.1
OG0003610	XP_016662052.1, XP_029347557.1	XP_003704054.1
OG0003611	XP_016663109.1	XP_003699234.1
OG0003612	XP_016663793.1, XP_029345112.1, XP_029345113.1	XP_003705940.1
OG0003613	XP_016663845.1, XP_016663844.1	XP_012146359.1, XP_003699933.1
OG0003614	XP_016663972.1	XP_003708103.1
OG0003615	XP_029340916.1, XP_029341110.1, XP_029345850.1	XP_012150129.1
OG0003616	XP_029341087.1	XP_012148495.1
OG0003617	XP_029341973.1	XP_012154301.1
OG0003618	XP_029342058.1, XP_029342718.1	XP_003701379.1
OG0003619	XP_029342566.1	XP_012148819.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	XP_003700799.1
OG0003621	XP_029342785.1, XP_029342786.1	XP_012135540.1
OG0003622	XP_029342813.1	XP_012154366.1, XP_012154258.1
OG0003623	XP_029343014.1	XP_012140131.1, XP_012140134.1
OG0003624	XP_029343039.1, XP_029343038.1	XP_012152797.1
OG0003625	XP_029343152.1	XP_012149542.1
OG0003626	XP_029343232.1	XP_012146912.1
OG0003627	XP_029343423.1	XP_003706486.1
OG0003628	XP_029343562.1	XP_012134557.1
OG0003629	XP_029343862.1	XP_003708580.1
OG0003630	XP_029344127.1, XP_029344126.1	XP_012145350.1, XP_012145318.1
OG0003631	XP_029344332.1	XP_012147201.1
OG0003632	XP_029344447.1	XP_003700100.1
OG0003633	XP_029344530.1, XP_029344527.1	XP_012134948.1
OG0003634	XP_029345023.1	XP_003705294.1
OG0003635	XP_029345202.1	XP_012140693.1
OG0003636	XP_029345431.1	XP_012142716.1
OG0003637	XP_029345551.1	XP_012138204.1
OG0003638	XP_029345612.1, XP_029345613.1	XP_012148893.1
OG0003639	XP_029345632.1	XP_012151144.1
OG0003640	XP_029345922.1	XP_012148851.1
OG0003641	XP_029345975.1	XP_012135966.1
OG0003642	XP_029346189.1	XP_012139253.1, XP_012139256.1
OG0003644	XP_029346338.1	XP_012139728.1
OG0003645	XP_029346575.1	XP_012144625.1
OG0003646	XP_029347070.1	XP_003705694.1
OG0003647	XP_029347187.1, XP_029347181.1	XP_012146395.1
OG0003648	XP_029347313.1	XP_012149609.1
OG0003649	XP_029347352.1	XP_012144509.1, XP_012144497.1
OG0003650	XP_029347460.1	XP_012148113.1, XP_012152387.1
OG0003651	XP_029347573.1	XP_012150224.1
OG0003652	XP_029347608.1, XP_029347609.1	XP_012136723.1
OG0003653	XP_029347634.1	XP_012152240.1
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	XP_003706227.1
OG0003710	NP_001119647.1	XP_003706130.1
OG0003711	NP_001119655.1, XP_029345874.1	XP_003704139.1
OG0003712	NP_001119687.1	XP_012149223.1
OG0003713	XP_016656538.1, NP_001119697.1	XP_012146319.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	XP_003703667.1
OG0003715	NP_001128376.1	XP_003707667.1
OG0003716	NP_001129195.1, NP_001232975.1	XP_012143267.1, XP_012143268.1, XP_012143266.1
OG0003717	NP_001129417.1, XP_008180321.1, NP_001129418.1	XP_003700971.1
OG0003718	NP_001153820.1	XP_003704658.1
OG0003719	XP_003247607.2, NP_001153853.1	XP_003707096.2
OG0003720	NP_001153859.1	XP_012140434.1
OG0003721	NP_001153867.2	XP_003705085.1
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	XP_003706424.1
OG0003723	NP_001155411.1	XP_003701455.1
OG0003724	NP_001155424.1	XP_003701121.1
OG0003725	NP_001155425.1	XP_003700414.1
OG0003726	NP_001155437.1	XP_003705270.1
OG0003727	NP_001155456.1	XP_012147189.1
OG0003728	NP_001155486.1	XP_003702688.1
OG0003729	NP_001155503.1	XP_012149096.1
OG0003730	NP_001155512.1	XP_012143570.1
OG0003731	NP_001155541.1, XP_008180569.1	XP_012142318.1
OG0003732	NP_001155563.1	XP_012136223.1, XP_003699392.1
OG0003733	NP_001155569.1, XP_029341920.1	XP_003699724.2
OG0003734	NP_001155581.1	XP_003702799.1
OG0003735	NP_001155583.1, XP_008187337.1	XP_003699603.1
OG0003736	NP_001155624.1	XP_003708202.1
OG0003737	NP_001155637.1, XP_008182979.1	XP_003702055.1
OG0003738	XP_029341947.1, NP_001155661.1	XP_003701876.1
OG0003739	NP_001155687.1	XP_003699643.1, XP_012142280.1
OG0003740	NP_001155702.1	XP_012136307.1
OG0003741	NP_001155714.1	XP_003708466.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	XP_003700829.1
OG0003743	NP_001155782.1, XP_008187973.1	XP_003699213.1
OG0003744	NP_001155795.1	XP_012136165.1, XP_003701368.1
OG0003745	NP_001155802.1	XP_003699863.1
OG0003746	NP_001155816.1	XP_012145652.1
OG0003747	NP_001155822.1	XP_003703028.1
OG0003748	NP_001155946.1, NP_001232995.1	XP_012154389.1, XP_012154378.1
OG0003749	NP_001155952.1	XP_003704411.1
OG0003750	NP_001155953.1	XP_003706811.1
OG0003751	XP_008182763.1, NP_001155982.1	XP_003699204.1
OG0003752	NP_001156047.1	XP_003701837.1
OG0003753	NP_001156048.1	XP_003701145.1
OG0003754	XP_029341866.1, NP_001156056.1	XP_012139827.1
OG0003755	NP_001156120.1	XP_003699690.1
OG0003756	NP_001156126.1	XP_003707326.1
OG0003757	NP_001156146.1	XP_003699629.2
OG0003758	XP_008179871.1, NP_001156157.1	XP_003706167.1
OG0003759	NP_001156175.1, XP_008187121.1	XP_012153882.1
OG0003760	NP_001156202.1	XP_003704010.1
OG0003761	NP_001156212.1	XP_003704784.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_003706075.1
OG0003763	NP_001156220.1	XP_003705954.1
OG0003764	NP_001156253.1, XP_029344793.1	XP_012144451.1
OG0003765	NP_001156258.1	XP_003700203.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_003702304.1
OG0003767	NP_001156277.1	XP_003700363.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_012147691.1
OG0003769	NP_001156303.1	XP_003699783.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_003704575.1
OG0003771	NP_001156512.1	XP_003707507.1
OG0003772	NP_001156572.1	XP_012139184.1, XP_012139182.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_012145129.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_003704199.1
OG0003775	NP_001156724.1	XP_012136831.1
OG0003776	NP_001192084.1, XP_008182094.1	XP_003704094.1
OG0003777	NP_001192099.1	XP_003704868.2
OG0003778	XP_016660588.1, NP_001192103.1	XP_003707944.1
OG0003779	NP_001193397.1	XP_003701560.1
OG0003780	NP_001232945.1	XP_003708266.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_012141904.1
OG0003782	NP_001233014.1	XP_012148134.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_003708592.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_012142800.1
OG0003785	XP_029341884.1, NP_001233062.1	XP_012152759.1
OG0003786	XP_008179925.1, NP_001233077.1	XP_003701787.2
OG0003787	NP_001233084.1	XP_003700169.1, XP_012149769.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_003705400.1
OG0003789	NP_001280252.1, XP_008187610.1	XP_003706077.1
OG0003790	NP_001280263.1, XP_029341965.1	XP_003707925.1
OG0003791	NP_001280273.1	XP_012151839.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_012146741.1
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_003703720.2
OG0003794	NP_001280344.1	XP_003707025.1
OG0003795	NP_001280367.1	XP_003704767.1
OG0003796	NP_001280377.1, XP_001946840.1	XP_003705062.1
OG0003797	NP_001280389.1, XP_008186072.1	XP_012150116.1
OG0003798	NP_001280391.1, XP_029341184.1	XP_012137005.1
OG0003799	NP_001280402.1	XP_012142196.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_003708302.1
OG0003801	NP_001280408.1	XP_003700643.1, XP_012134578.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_003705993.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_012147729.1, XP_003706349.2
OG0003804	XP_029341998.1, NP_001280423.1	XP_003707253.2
OG0003805	NP_001280424.1	XP_012146096.1, XP_012146097.1
OG0003806	NP_001280451.1	XP_003701235.1
OG0003807	NP_001280460.1	XP_003708263.2
OG0003808	XP_001950331.3, NP_001313552.1	XP_003704917.1
OG0003809	NP_001313558.1	XP_003701521.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_003700310.1
OG0003811	NP_001313587.1	XP_003700042.1
OG0003812	XP_001942516.1	XP_003704355.1
OG0003813	XP_001942529.1	XP_003708167.1
OG0003814	XP_001942581.2	XP_012139571.1
OG0003815	XP_001942587.2	XP_003707784.1, XP_012151301.1
OG0003816	XP_001942659.2	XP_003699342.1
OG0003817	XP_001942949.2	XP_003700583.1
OG0003818	XP_001943236.2	XP_003700528.1
OG0003819	XP_001943025.1	XP_003699615.1
OG0003820	XP_001943038.2	XP_012154542.1
OG0003821	XP_001943062.1	XP_012142987.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_003703687.1
OG0003823	XP_001943258.2	XP_012145734.1, XP_012145716.1
OG0003824	XP_001943284.1	XP_012151707.1
OG0003825	XP_001943304.2	XP_012141379.1
OG0003826	XP_001943326.3	XP_012151627.1
OG0003827	XP_001943330.2	XP_012147966.1, XP_012147965.1
OG0003828	XP_001943357.1	XP_003704637.1
OG0003829	XP_001943381.2	XP_003706566.1
OG0003830	XP_001943388.2	XP_012139051.1
OG0003831	XP_001943455.1	XP_003702803.1
OG0003832	XP_001943486.1	XP_012149798.1
OG0003833	XP_001943692.1, XP_016663218.1	XP_012144508.1, XP_003704921.1
OG0003834	XP_001943697.1, XP_016658916.1	XP_012142369.1, XP_012142368.1
OG0003835	XP_001943742.1	XP_003705556.1
OG0003836	XP_001943750.1	XP_012148006.1
OG0003837	XP_001943759.2	XP_012142060.1, XP_012142059.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_003699921.1
OG0003839	XP_001943978.1	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1
OG0003840	XP_001949223.2, XP_001944018.1	XP_012145860.1, XP_003705525.1
OG0003841	XP_001946480.1, XP_001944026.1	XP_003702285.1
OG0003842	XP_001944141.1	XP_012134654.1, XP_012134653.1, XP_003700779.1
OG0003843	XP_001944151.1	XP_003703176.1
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_003701279.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_003699887.1
OG0003846	XP_001944514.2, XP_029342616.1	XP_012142325.1
OG0003847	XP_001944548.2	XP_012145279.1
OG0003848	XP_001944559.1	XP_003707354.1
OG0003849	XP_001944574.2	XP_003704315.1
OG0003850	XP_001944577.1	XP_003706914.1
OG0003851	XP_001944657.2	XP_012143144.1
OG0003852	XP_001944765.1	XP_003701819.1
OG0003853	XP_001944785.3	XP_003704348.1
OG0003854	XP_001944817.2	XP_003700678.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_003700024.1
OG0003856	XP_001944890.1	XP_003699633.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_012141225.1
OG0003858	XP_001945183.2	XP_012136385.1, XP_012136386.1
OG0003859	XP_001945207.2	XP_003703262.1
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_012138263.1
OG0003861	XP_001945258.1	XP_003700140.1
OG0003862	XP_001945273.1	XP_003707837.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_012143578.1, XP_003704593.1
OG0003864	XP_001945341.1	XP_003703254.1
OG0003865	XP_001945587.2	XP_003708661.1
OG0003866	XP_001945589.1	XP_003705333.1
OG0003867	XP_001945644.2	XP_003703273.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_003706851.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_003700262.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_003701492.1, XP_012136406.1, XP_012136405.1
OG0003871	XP_001946053.3, XP_008178793.1	XP_012153854.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_003707534.1
OG0003873	XP_001946132.1	XP_012147981.1, XP_012147979.1
OG0003874	XP_001946140.1	XP_012139180.1, XP_003702633.1
OG0003875	XP_001946199.1	XP_003703451.1
OG0003876	XP_001946205.5	XP_012146738.1, XP_012146737.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_003703154.1
OG0003878	XP_001946282.3	XP_012147897.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_003707550.1
OG0003880	XP_001946327.2	XP_003704002.2
OG0003881	XP_001946547.1, XP_008189573.1	XP_003702646.1
OG0003882	XP_001946627.2	XP_012147066.1, XP_003699901.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_012135856.1
OG0003884	XP_001946729.2	XP_003701870.1
OG0003885	XP_001946730.1	XP_003700813.2
OG0003886	XP_001946793.1	XP_003703823.1
