Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0003529	XP_003245180.1, XP_029344844.1	XP_001652025.1
OG0003530	XP_029343408.1, XP_003245260.3	XP_001664302.1
OG0003531	XP_003245357.1	XP_001654051.1
OG0003532	XP_003245398.1	XP_021693046.1
OG0003533	XP_003245424.1, XP_008184388.1	XP_001653936.2
OG0003534	XP_003245446.2	XP_021708256.1, XP_021708252.1
OG0003535	XP_003245515.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_003245836.1	XP_021697461.1
OG0003537	XP_008181783.1	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	XP_003246197.1	XP_001651650.2
OG0003539	XP_003246293.1	XP_021699864.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	XP_003246627.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_003247061.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	XP_001653099.1
OG0003544	XP_003247589.1, XP_008187546.1	XP_001659424.1
OG0003546	XP_003247891.1	XP_001654726.1
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	XP_021697339.1
OG0003548	XP_003248023.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_029346010.1, XP_003248864.4	XP_001660943.1
OG0003550	XP_008187570.1, XP_003249066.3	XP_001659134.1
OG0003551	XP_008178332.1	XP_021697730.1
OG0003552	XP_008178771.1	XP_021710310.1
OG0003553	XP_008179250.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_008179589.1	XP_001648132.1
OG0003555	XP_008180060.1	XP_001661240.1
OG0003556	XP_008180277.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_008180489.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003558	XP_008180549.2	XP_021706602.1
OG0003559	XP_008180807.1	XP_021693231.1
OG0003560	XP_008181116.1, XP_029345017.1	XP_001650296.2
OG0003561	XP_008181363.1	XP_001659704.1
OG0003562	XP_008181496.1, XP_008181497.1	XP_021695151.1
OG0003563	XP_008181684.1	XP_021695568.1
OG0003564	XP_008182177.1	XP_021702976.1
OG0003565	XP_008182222.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	XP_021695732.1
OG0003567	XP_008182468.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_008182565.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_008182773.1, XP_008182772.1	XP_021694582.1
OG0003570	XP_008183142.1	XP_001654322.2
OG0003571	XP_008183420.1	XP_001656530.1
OG0003572	XP_008183814.1, XP_016660476.1	XP_001662725.1
OG0003573	XP_008184346.1, XP_008184343.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	XP_001655116.1
OG0003575	XP_008184513.1	XP_001661904.1
OG0003576	XP_008184569.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_008184684.1	XP_021700382.1
OG0003578	XP_008185383.2	XP_001653802.1
OG0003579	XP_008185408.2	XP_021706674.1
OG0003580	XP_008185743.1	XP_001653905.2
OG0003581	XP_008186177.1, XP_016662504.1	XP_021696709.1
OG0003582	XP_008186400.2	XP_021705002.1
OG0003583	XP_008186708.1	XP_001657963.1
OG0003584	XP_008186709.1	XP_021704287.1
OG0003585	XP_008186918.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_008186925.1	XP_021697526.1
OG0003587	XP_008186963.1	XP_001654456.2
OG0003588	XP_029347312.1, XP_008186998.1	XP_021710488.1
OG0003589	XP_008187340.1	XP_001647586.2
OG0003591	XP_029341206.1, XP_008187613.1	XP_021703285.1
OG0003592	XP_008187788.1	XP_021699727.1
OG0003593	XP_029348567.1, XP_008187811.1	XP_021704858.1
OG0003594	XP_008187815.1, XP_029343243.1, XP_029343242.1	XP_021697288.1, XP_021697470.1, XP_021697468.1, XP_021697471.1, XP_021697467.1, XP_001651905.2, XP_021695191.1, XP_001660984.1, XP_001661710.2
OG0003596	XP_008188502.1, XP_008188501.1	XP_001656772.1
OG0003597	XP_008188583.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_008188697.1	XP_021707950.1
OG0003599	XP_008189074.1, XP_029347043.1	XP_021703495.1
OG0003600	XP_008190191.2	XP_021705975.1, XP_001658839.2
OG0003601	XP_016656463.1, XP_016656462.1	XP_001651353.1
OG0003602	XP_029341756.1, XP_016657266.1	XP_001661151.2
OG0003603	XP_016657618.1	XP_001647944.1
OG0003604	XP_016657691.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_016657955.1	XP_021699308.1
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	XP_001661673.2
OG0003607	XP_016661016.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_016661412.1	XP_021700872.1
OG0003609	XP_016661625.1	XP_021704042.1
OG0003610	XP_016662052.1, XP_029347557.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_016663109.1	XP_021706718.1
OG0003612	XP_016663793.1, XP_029345112.1, XP_029345113.1	XP_021699398.1
OG0003613	XP_016663845.1, XP_016663844.1	XP_001656754.1
OG0003614	XP_016663972.1	XP_021703595.1
OG0003615	XP_029340916.1, XP_029341110.1, XP_029345850.1	XP_001651747.1
OG0003616	XP_029341087.1	XP_001661828.1
OG0003617	XP_029341973.1, XP_029344157.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_029342058.1, XP_029342718.1	XP_001662645.1
OG0003619	XP_029342566.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	XP_001656012.2
OG0003621	XP_029342785.1, XP_029342786.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_029343014.1	XP_001652305.2
OG0003624	XP_029343039.1, XP_029343038.1	XP_021701314.1
OG0003625	XP_029343152.1	XP_021708634.1, XP_021708630.1
OG0003626	XP_029343232.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_029343423.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_029343562.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_029343862.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_029344127.1, XP_029344126.1	XP_021706155.1
OG0003631	XP_029344332.1	XP_001653593.1
OG0003632	XP_029344447.1	XP_021705228.1
OG0003634	XP_029345023.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_029345202.1	XP_021703979.1
OG0003636	XP_029345431.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_029345551.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_029345612.1, XP_029345613.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_029345632.1	XP_021708574.1
OG0003640	XP_029345922.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_029345975.1	XP_021694113.1
OG0003642	XP_029346189.1	XP_021713299.1
OG0003644	XP_029346338.1	XP_021696985.1
OG0003645	XP_029346575.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_029347070.1	XP_001659237.1
OG0003647	XP_029347187.1, XP_029347181.1	XP_021704955.1
OG0003648	XP_029347313.1	XP_001651932.2
OG0003649	XP_029347352.1	XP_001652236.1
OG0003650	XP_029347460.1	XP_021700494.1
OG0003653	XP_029347634.1	XP_021704545.1
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	XP_001652605.1, XP_001662942.1
OG0003710	NP_001119647.1	XP_001655409.1
OG0003711	NP_001119655.1, XP_029345874.1	XP_001662142.2
OG0003712	NP_001119687.1	XP_001655016.1
OG0003713	XP_016656538.1, NP_001119697.1	XP_021711618.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	XP_001653367.1
OG0003715	NP_001128376.1	XP_021696923.1, XP_021696928.1
OG0003716	NP_001129195.1, NP_001232975.1	XP_021709703.1
OG0003717	XP_008180321.1, NP_001129418.1	XP_021698198.1
OG0003719	XP_003247607.2, NP_001153853.1	XP_001657591.2
OG0003720	NP_001153859.1	XP_021694868.1
OG0003721	NP_001153867.2	XP_001657556.2
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	XP_001657463.1
OG0003723	NP_001155411.1	XP_001653472.1, XP_021700287.1
OG0003724	NP_001155424.1	XP_001662683.1
OG0003726	NP_001155437.1	XP_011493702.1
OG0003727	NP_001155456.1	XP_001648337.2, XP_001652295.2
OG0003729	NP_001155503.1	XP_001662452.2
OG0003730	NP_001155512.1	XP_001649526.2
OG0003731	NP_001155541.1, XP_008180569.1	XP_021695482.1
OG0003732	NP_001155563.1	XP_001658246.1
OG0003733	NP_001155569.1, XP_029341920.1	XP_001661398.1
OG0003734	NP_001155581.1	XP_001652571.1
OG0003735	NP_001155583.1, XP_008187337.1	XP_001648745.1
OG0003736	NP_001155624.1	XP_001655313.1
OG0003737	NP_001155637.1, XP_008182979.1	XP_001659486.1
OG0003738	XP_029341947.1, NP_001155661.1	XP_001651881.1, XP_011493333.1
OG0003739	NP_001155687.1	XP_001657837.1
OG0003740	NP_001155702.1	XP_001659760.2
OG0003741	NP_001155714.1	XP_001661366.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	XP_001663179.2
OG0003743	NP_001155782.1, XP_008187973.1	XP_011493496.1
OG0003744	NP_001155795.1	XP_021707104.1
OG0003745	NP_001155802.1	XP_001656296.1
OG0003746	NP_001155816.1	XP_001649793.1
OG0003747	NP_001155822.1	XP_001655229.2
OG0003748	NP_001155946.1, NP_001232995.1	XP_001652909.2
OG0003749	NP_001155952.1	XP_021692929.1, XP_001655587.1
OG0003750	NP_001155953.1	XP_001662199.1
OG0003751	XP_008182763.1, NP_001155982.1	XP_021709914.1
OG0003752	NP_001156047.1	XP_021701509.1
OG0003753	NP_001156048.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_029341866.1, NP_001156056.1	XP_001656704.1
OG0003755	NP_001156120.1	XP_001660910.1
OG0003756	NP_001156126.1	XP_001662215.1, XP_021693478.1
OG0003757	NP_001156146.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_008179871.1, NP_001156157.1	XP_021693543.1
OG0003759	NP_001156175.1, XP_008187121.1	XP_001648518.2
OG0003760	NP_001156202.1	XP_001654039.1
OG0003761	NP_001156212.1	XP_001663268.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_021694009.1, XP_021694010.1
OG0003763	NP_001156220.1	XP_001662322.1
OG0003765	NP_001156258.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_021694739.1
OG0003767	NP_001156277.1	XP_001657049.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_001661488.1
OG0003769	NP_001156303.1	XP_001651748.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_001657686.1
OG0003771	NP_001156512.1	XP_001650454.1
OG0003772	NP_001156572.1	XP_001662743.2
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_001654977.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_001656083.2
OG0003775	NP_001156724.1	XP_001662353.1, XP_001661593.2
OG0003776	NP_001192084.1, XP_008182094.1	XP_021694395.1, XP_001652535.1
OG0003777	NP_001192099.1	XP_001658298.2
OG0003778	XP_016660588.1, NP_001192103.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	NP_001193397.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	NP_001232945.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_001649798.1, XP_001649797.1
OG0003782	NP_001233014.1	XP_001661446.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_001649193.1, XP_021703005.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_001652781.2
OG0003785	XP_029341884.1, NP_001233062.1	XP_001658792.2
OG0003786	XP_008179925.1, NP_001233077.1	XP_001648956.2
OG0003787	NP_001233084.1	XP_001651583.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_001654840.2
OG0003789	NP_001280252.1, XP_008187610.1	XP_001653962.1, XP_021698748.1
OG0003791	NP_001280273.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_021693375.1
OG0003794	NP_001280344.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	NP_001280367.1	XP_001659519.2
OG0003796	NP_001280377.1, XP_001946840.1	XP_021706928.1
OG0003798	NP_001280391.1, XP_029341184.1	XP_001655156.1
OG0003799	NP_001280402.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_001648396.2
OG0003801	NP_001280408.1	XP_001654530.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_001658911.2
OG0003804	XP_029341998.1, NP_001280423.1	XP_001663601.1
OG0003805	NP_001280424.1	XP_001659004.1, XP_021711740.1
OG0003806	NP_001280451.1	XP_001662176.1
OG0003807	NP_001280460.1	XP_001664324.1
OG0003808	XP_001950331.3, NP_001313552.1	XP_001657976.1
OG0003809	NP_001313558.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_001653335.1
OG0003811	NP_001313587.1	XP_001654770.1
OG0003812	XP_001942516.1	XP_021695117.1
OG0003813	XP_001942529.1	XP_001649114.1
OG0003814	XP_001942581.2	XP_001657759.2, XP_021712282.1
OG0003815	XP_001942587.2	XP_021708060.1
OG0003816	XP_001942659.2	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_001942949.2	XP_001655646.2
OG0003818	XP_001943236.2	XP_001663382.1
OG0003819	XP_001943025.1	XP_001657212.1
OG0003820	XP_001943038.2	XP_021702616.1, XP_021702615.1
OG0003821	XP_001943062.1	XP_001661061.2
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_021708747.1
OG0003823	XP_001943258.2	XP_021707432.1
OG0003824	XP_001943284.1	XP_021703756.1
OG0003825	XP_001943304.2	XP_021706789.1, XP_021712613.1
OG0003826	XP_001943326.3	XP_021712347.1, XP_021712762.1
OG0003827	XP_001943330.2	XP_001657822.1
OG0003828	XP_001943357.1	XP_001654799.1
OG0003829	XP_001943381.2	XP_001654181.2, XP_021708179.1
OG0003830	XP_001943388.2	XP_021704066.1
OG0003831	XP_001943455.1	XP_021703199.1
OG0003832	XP_001943486.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_001943692.1, XP_016663218.1	XP_001661938.2
OG0003834	XP_001943697.1, XP_016658916.1	XP_001662630.2
OG0003835	XP_001943742.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_001943750.1	XP_021693058.1
OG0003837	XP_001943759.2	XP_001662412.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_001653078.1
OG0003839	XP_001943978.1	XP_021711629.1
OG0003840	XP_001944018.1	XP_001661343.2
OG0003841	XP_001946480.1, XP_001944026.1	XP_001654714.2
OG0003842	XP_001944141.1	XP_021694382.1
OG0003843	XP_001944151.1	XP_001660441.2
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_021707551.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_001649000.2
OG0003846	XP_001944514.2, XP_029342616.1	XP_021706125.1
OG0003847	XP_001944548.2	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_001944559.1	XP_021696983.1
OG0003849	XP_001944574.2	XP_001652019.2
OG0003850	XP_001944577.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_001944657.2	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_001944765.1	XP_001658892.1
OG0003853	XP_001944785.3	XP_021700780.1
OG0003854	XP_001944817.2	XP_021700498.1, XP_001663280.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_001660954.2
OG0003856	XP_001944890.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_021702630.1
OG0003859	XP_001945207.2	XP_021707309.1
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_001945258.1	XP_001656735.1
OG0003864	XP_001945341.1	XP_001656018.1
OG0003866	XP_001945589.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_001945644.2	XP_001659451.2
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_001654697.2
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_001648285.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_001661749.2
OG0003871	XP_001946053.3, XP_008178793.1	XP_021695709.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_001659890.2
OG0003874	XP_001946140.1	XP_021706516.1
OG0003875	XP_001946199.1	XP_001662456.2
OG0003876	XP_001946205.5	XP_021702721.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_001660412.2
OG0003878	XP_001946282.3	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_021696170.1
OG0003880	XP_001946327.2	XP_001656304.2, XP_001656305.2
OG0003881	XP_001946547.1, XP_008189573.1	XP_001654590.2, XP_021697830.1
OG0003882	XP_001946627.2	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_001946729.2	XP_021699626.1
OG0003885	XP_001946730.1	XP_001661054.1
OG0003886	XP_001946793.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_001946898.1	XP_021703871.1
OG0003888	XP_001946943.2	XP_001655730.1
OG0003889	XP_001947064.1, XP_001950350.1	XP_021697630.1, XP_021697631.1
OG0003890	XP_001947073.1	XP_001655215.2
OG0003891	XP_001947218.2	XP_021699581.1, XP_021699590.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_001947253.1	XP_021705123.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_021699376.1
OG0003895	XP_001947487.1	XP_021707813.1
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_001655804.1
OG0003897	XP_001947564.2	XP_001651351.1
OG0003898	XP_001947588.2	XP_001659598.2
OG0003899	XP_001947595.2	XP_001663037.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_001659208.2, XP_001655211.2
OG0003901	XP_001947756.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_001947769.2	XP_021700599.1
OG0003903	XP_001947783.3	XP_001653972.2
OG0003904	XP_001947910.1	XP_001656005.2
OG0003905	XP_001947991.1	XP_021709806.1
OG0003906	XP_001948005.1	XP_021709295.1
OG0003907	XP_001948184.2	XP_021711081.1
OG0003908	XP_001948190.2	XP_001654758.1
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_021710690.1
OG0003910	XP_001948398.2	XP_021710831.1
OG0003912	XP_001948509.2	XP_021699757.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_021696947.1, XP_021712521.1
OG0003914	XP_001948813.1	XP_001656235.1, XP_001651277.1
OG0003915	XP_016664457.1	XP_021711028.1
OG0003916	XP_001948870.2	XP_021701480.1
OG0003917	XP_001948879.2	XP_001657094.2
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_021705412.1
OG0003919	XP_001948898.1	XP_021709379.1
OG0003920	XP_001948976.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_001948985.1	XP_021695344.1
OG0003922	XP_001949071.2	XP_001648170.1
OG0003923	XP_001949183.2	XP_001661544.2
OG0003924	XP_001949258.2	XP_001664268.2
OG0003925	XP_001949278.1	XP_021694826.1, XP_021694825.1
OG0003926	XP_008178997.1, XP_001949288.2	XP_021707443.1, XP_001661261.1
OG0003927	XP_001949298.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_001659506.1
OG0003929	XP_001949455.1	XP_001656965.1
OG0003930	XP_003248224.1, XP_001949484.2	XP_001651241.1
OG0003931	XP_001949495.1	XP_001649557.2
OG0003932	XP_001949508.2	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_001949541.1	XP_001652674.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_001652176.1
OG0003935	XP_001949785.1	XP_021698972.1
OG0003936	XP_001950018.1	XP_021708266.1
OG0003937	XP_001950019.2	XP_021698472.1
OG0003938	XP_001950061.2	XP_001662656.2, XP_021711097.1
OG0003939	XP_001950067.2	XP_021697499.1
OG0003940	XP_001950086.2	XP_021706762.1
OG0003941	XP_001950247.1	XP_001649065.1
OG0003942	XP_001950298.2	XP_001648991.2
OG0003943	XP_001950368.3	XP_001653215.1
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_001657769.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_001661277.2
OG0003946	XP_001950380.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_001950488.2	XP_021713347.1
OG0003948	XP_001950499.3	XP_021709456.1
OG0003950	XP_001950597.1	XP_001654759.2
OG0003951	XP_001950703.1	XP_001660822.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_001655616.2
OG0003953	XP_001950785.1	XP_001651486.2
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_001662443.1
OG0003955	XP_001950884.1	XP_001650872.2
OG0003956	XP_001950982.1	XP_021694075.1
OG0003957	XP_001950987.1	XP_001654781.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_001657386.1
OG0003959	XP_001951019.2	XP_021695380.1, XP_001652653.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_001951227.2	XP_021701277.1
OG0003962	XP_001951372.2	XP_001658571.2
OG0003963	XP_001951429.1	XP_001653821.1
OG0003964	XP_001951601.1	XP_001658987.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_001660646.2
OG0003966	XP_001951807.1	XP_021700237.1
OG0003967	XP_001951859.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_001952043.1	XP_001655741.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_001658728.1
OG0003970	XP_001952292.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_001952327.2	XP_021702399.1, XP_021702398.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_001952355.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_001952405.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_021700863.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_021711605.1
OG0003977	XP_001952504.1	XP_021706480.1
OG0003978	XP_001952564.1	XP_001648293.2
