Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0004428	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1	XP_008193101.1
OG0004429	XP_001943718.2	NP_001137201.1, XP_015839494.1
OG0004430	XP_001943735.2	XP_001812942.1
OG0004431	XP_001943793.2	XP_008198316.1
OG0004432	XP_001943865.1	XP_968397.1
OG0004433	XP_001943879.1	XP_969112.1
OG0004434	XP_016663093.1, XP_001943914.1, XP_008186950.1	XP_967394.1
OG0004435	XP_001943923.2	XP_966563.2
OG0004436	XP_001943937.1	XP_967237.1, XP_008198811.1
OG0004437	XP_029348693.1, XP_001943962.1	XP_971007.1
OG0004438	XP_029343495.1, XP_001943964.1	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	XP_001944027.1	XP_008192095.1
OG0004440	XP_001944064.2	XP_972849.1
OG0004441	XP_001944082.2, XP_029345734.1	XP_015839666.1, XP_970319.1
OG0004442	XP_001944089.1	XP_968337.1
OG0004443	XP_001944118.2	XP_971224.1
OG0004444	XP_008184500.1, XP_001944153.1, XP_016659082.1	XP_974853.1
OG0004444	XP_029341716.1	XP_008193636.1
OG0004445	XP_001944183.2	XP_008193656.1
OG0004446	XP_001944292.2	XP_968186.1
OG0004447	XP_001944300.1	XP_008196875.1
OG0004448	XP_001944310.1	XP_968140.1
OG0004449	XP_016659859.2, XP_001944313.3	XP_968648.1, XP_015834343.1
OG0004450	XP_001944556.1	XP_008197685.1
OG0004451	XP_001944606.2	XP_001813375.1, XP_015835910.1
OG0004452	XP_001944629.2	NP_001034518.1, XP_008201243.1
OG0004453	XP_001944662.2	XP_008197856.1
OG0004454	XP_016661451.1, XP_001944699.1	XP_015835986.1
OG0004455	XP_001948523.1, XP_001944737.2	XP_974859.1
OG0004456	XP_001944774.2	XP_008194455.1
OG0004457	XP_001944802.2	XP_008194516.1
OG0004458	XP_001944870.2	XP_973234.1
OG0004459	XP_001944872.2	XP_008201155.1, XP_015840642.1
OG0004460	XP_001944886.1	XP_015839542.1
OG0004461	XP_016656729.1, XP_001944925.1	XP_008198493.1
OG0004462	XP_001944996.2	XP_008201181.1
OG0004463	XP_001945032.2	XP_008193392.1
OG0004464	XP_001945033.2	XP_015833887.1, XP_008194021.1
OG0004465	XP_001945049.1	XP_966481.1
OG0004466	XP_008189854.1, XP_001945051.1	XP_015837577.1
OG0004467	XP_001945056.2	XP_967843.1
OG0004468	XP_001945090.2	XP_969039.1
OG0004469	XP_001945261.1	XP_972171.1
OG0004470	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2	XP_971504.1
OG0004471	XP_001945383.1	XP_973117.1, XP_008196349.1
OG0004472	XP_001945447.1	XP_974024.1
OG0004473	XP_001945457.2	XP_015836862.1, XP_015836861.1
OG0004474	XP_001945470.2	XP_008197064.1
OG0004475	XP_001945482.1, XP_008189702.1, XP_001947050.2	XP_015838870.1, NP_001034508.1
OG0004478	XP_001945618.1	XP_975527.1
OG0004479	XP_001945676.2	XP_971071.1
OG0004480	XP_001945718.1	XP_008201326.1
OG0004481	XP_001945726.2	XP_974320.3
OG0004482	XP_001945751.3	XP_008199962.1
OG0004483	XP_001945759.1	XP_971989.2, XP_008198950.1
OG0004484	XP_001945839.1	XP_966953.1
OG0004485	XP_001945877.2, XP_016657808.1	XP_008193405.1
OG0004486	XP_001948728.2, XP_001945904.1	XP_972731.1
OG0004487	XP_001945912.1	XP_015838841.1
OG0004488	XP_001945971.2, XP_016661154.1	XP_008201364.1
OG0004489	XP_001945984.1	XP_969524.1
OG0004490	XP_001945987.1, XP_008178353.1	XP_008200172.1, XP_971121.1
OG0004491	XP_001946105.2	XP_966917.2
OG0004492	XP_001946109.2	XP_972141.2
OG0004493	XP_001946171.1	XP_970342.1
OG0004494	XP_001946175.2	XP_972668.2
OG0004495	XP_001946218.2	XP_008200596.1, XP_974708.1
OG0004496	XP_001946436.2	XP_008200974.1
OG0004497	XP_001946491.1	XP_970200.1
OG0004498	XP_008187865.1, XP_001946525.1, XP_008187864.1	XP_968062.1
OG0004499	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1	XP_008198302.1
OG0004500	XP_001946615.2	XP_966935.2
OG0004501	XP_001946631.2	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_001946649.1	XP_008201594.1
OG0004503	XP_001946726.2	XP_008193900.1
OG0004504	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1	XP_971712.2
OG0004505	XP_001946768.2	XP_015839555.1, XP_015839540.1
OG0004506	XP_029341774.1, XP_008185035.1, XP_001946792.1	XP_974651.2
OG0004507	XP_001946821.2	XP_008195560.1
OG0004508	XP_001946885.2	XP_967772.1
OG0004509	XP_001946907.2	XP_967885.1
OG0004510	XP_001946924.1	XP_008195623.1
OG0004511	XP_001946953.1	XP_015834663.1
OG0004512	XP_001946991.1	XP_969306.1
OG0004513	XP_001946996.1	XP_015840997.1
OG0004514	XP_001952270.1, XP_001947021.1	XP_967303.1
OG0004515	XP_001947037.1, XP_008183032.2	XP_971562.1
OG0004516	XP_001947060.1	XP_008199814.1
OG0004517	XP_001947065.1	XP_008192854.1
OG0004518	XP_001947126.2	XP_008200602.2
OG0004519	XP_001947166.2, XP_029344483.1	XP_970192.2
OG0004520	XP_029341575.1, XP_001947273.1	XP_967626.1
OG0004521	XP_001947328.1	XP_966717.1
OG0004522	XP_001947387.1	XP_968657.2
OG0004523	XP_001947388.1	XP_966596.1
OG0004524	XP_001947398.3	XP_975254.2
OG0004525	XP_001947645.2, XP_016660277.1	XP_001814158.1
OG0004526	XP_001947732.1	XP_015835575.1
OG0004527	XP_001947767.2	XP_008196861.1
OG0004528	XP_001947772.2	XP_008198942.1
OG0004529	XP_001947809.2	XP_015840796.1, XP_969523.1
OG0004530	XP_001947817.2	XP_008192807.1
OG0004531	XP_001947872.2	XP_008198806.1
OG0004532	XP_001947945.1	XP_008191977.1
OG0004533	XP_001948072.2	XP_975235.1
OG0004534	XP_001948138.2	XP_015837847.1
OG0004535	XP_001948145.1	XP_967479.1
OG0004536	XP_001948152.1	XP_969779.1
OG0004537	XP_001948157.1	XP_008199753.1
OG0004538	XP_001948198.2	XP_008194447.1
OG0004539	XP_001948320.2	XP_008190563.1, XP_015833001.1
OG0004540	XP_001948335.1	XP_974431.1
OG0004541	XP_001948479.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_001948540.2	XP_015833850.1
OG0004543	XP_001948606.2, XP_008181239.1	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1
OG0004544	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1	XP_967831.2
OG0004545	XP_001948743.1	XP_972841.1
OG0004546	XP_001948769.2	XP_008191529.1
OG0004547	XP_001948777.2	XP_973795.3
OG0004548	XP_001948786.2	XP_008194167.1
OG0004549	XP_001948791.1	XP_975544.1
OG0004550	XP_001948824.1	XP_968425.2
OG0004551	XP_001948875.2, XP_003240608.1	XP_008196143.1
OG0004552	XP_001948876.1, XP_008185358.1	XP_966605.1
OG0004553	XP_001948891.2	XP_015835217.1
OG0004556	XP_001949045.2, XP_001951002.2, XP_003244772.1	XP_015834234.1
OG0004557	XP_001949104.1	XP_015835653.1
OG0004558	XP_001949206.2	XP_970509.1
OG0004559	XP_001949239.1	XP_008191113.1
OG0004560	XP_001949250.2	XP_969585.1
OG0004561	XP_001949325.2	XP_973530.1
OG0004562	XP_001949378.1	XP_969491.1
OG0004563	XP_001949379.1	XP_974107.1
OG0004564	XP_001949430.1	XP_967545.1
OG0004565	XP_001949511.1, XP_001949478.2	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	XP_001949561.1	XP_975011.1
OG0004567	XP_001949610.2	XP_969501.1
OG0004568	XP_001949624.2	XP_966406.1
OG0004569	XP_001949688.1, XP_008185919.1, XP_029342435.1	XP_971024.1
OG0004570	XP_001949768.1	XP_008190477.2
OG0004571	XP_001949774.2, XP_003245678.1, XP_029342335.1	XP_966419.1
OG0004572	XP_001949796.2	XP_008193653.1
OG0004573	XP_001949959.4	XP_015840900.1
OG0004574	XP_001949981.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_001950004.1, XP_029343882.1	XP_015836016.1
OG0004576	XP_001950008.1	XP_968528.1
OG0004577	XP_008179387.1, XP_001950034.2, XP_029342961.1	XP_008196227.1
OG0004578	XP_001950075.1	XP_015837256.1
OG0004579	XP_001950096.1	XP_015838708.1
OG0004580	XP_001950144.2	XP_968154.2
OG0004581	XP_001950178.1	XP_967342.1, XP_973682.1
OG0004582	XP_001950182.1	XP_008194035.1, XP_970124.1
OG0004583	XP_001950266.1	XP_971242.2
OG0004584	XP_001950283.2	NP_001164208.1, XP_008201001.1
OG0004585	XP_001950301.1	XP_008191121.1
OG0004586	XP_001950365.1, XP_008181397.1	XP_008191139.1
OG0004587	XP_001950366.1	XP_967043.1, XP_976065.1
OG0004588	XP_016659652.1, XP_016659653.1, XP_001950394.1	XP_967472.1
OG0004589	XP_001950445.2	XP_015836849.1
OG0004590	XP_001950474.2	XP_015834749.1
OG0004591	XP_008185610.1, XP_001950505.2	XP_974397.2
OG0004592	XP_001950512.1	XP_015839668.1
OG0004593	XP_029341175.1, XP_008179099.1, XP_001950571.2	XP_001811057.1
OG0004594	XP_001950593.1	XP_969067.1
OG0004595	XP_001950752.1	XP_008196620.1
OG0004596	XP_001950774.1	XP_972191.1
OG0004597	XP_001950802.1	XP_974793.1
OG0004598	XP_001950821.2, XP_003247849.1	XP_972549.2
OG0004599	XP_001950847.1	NP_001096055.1
OG0004600	XP_001950873.2	XP_015837407.1
OG0004601	XP_001950874.1	XP_968373.1
OG0004602	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1	XP_972953.1
OG0004603	XP_001951157.2	XP_008199077.1
OG0004604	XP_001951723.1, XP_016662217.1, XP_001951289.2	XP_970329.1
OG0004605	XP_001951340.1, XP_003242868.1	XP_967701.1
OG0004606	XP_001951451.1	XP_015838055.1
OG0004607	XP_001951458.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_001951460.2	XP_967795.1
OG0004609	XP_001951489.1	XP_008200198.1
OG0004610	XP_003246418.1, XP_001951616.2, XP_029344190.1	XP_008191579.1
OG0004611	XP_003244497.1, XP_001951619.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_001951641.1	XP_970932.1
OG0004613	XP_001951648.1	XP_972782.1
OG0004614	XP_001951740.2	NP_001164247.1
OG0004615	XP_001951775.1	XP_970821.2
OG0004616	XP_001951792.1	XP_008191928.1
OG0004617	XP_001951828.1	XP_970927.1, XP_008196487.1
OG0004618	XP_001951831.1	XP_969029.3
OG0004619	XP_001951882.1	XP_969834.1
OG0004620	XP_001951883.1	XP_968306.2
OG0004621	XP_001951890.1	XP_969038.3
OG0004622	XP_001951900.2, XP_008178641.1	XP_976419.1
OG0004623	XP_001952026.2	XP_008201104.1
OG0004624	XP_001952066.1	XP_975041.1
OG0004625	XP_001952088.2, XP_008185740.1	XP_008201004.2
OG0004626	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1	XP_008192253.1
OG0004627	XP_001952139.1	XP_966974.1
OG0004628	XP_001952228.2	XP_970761.1
OG0004629	XP_001952234.2, XP_003247769.2	XP_973669.1
OG0004630	XP_001952248.2	XP_008197176.1
OG0004631	XP_001952277.2	XP_008191971.1
OG0004632	XP_001952335.1, XP_029342792.1	XP_015837611.1
OG0004633	XP_016659626.1, XP_001952525.1, XP_008187098.1	XP_969967.1
OG0004634	XP_001952576.1, XP_029343772.1	XP_008192347.1
OG0004635	XP_001952692.2	XP_968007.2
OG0004636	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1	XP_970426.1
OG0004637	XP_001952732.2	XP_015834061.1
OG0004639	XP_001952843.1	XP_975277.1
OG0004640	XP_001952851.1	XP_008194883.1
OG0004641	XP_001952869.2	XP_970985.1
OG0004642	XP_003240032.1	XP_008199537.1
OG0004643	XP_003240033.1	XP_008201026.1
OG0004644	XP_003240848.1	XP_973387.1
OG0004645	XP_003240875.1	XP_015837105.1
OG0004646	XP_003240907.1	XP_971306.1
OG0004647	XP_008181676.1, XP_003240956.1	XP_974800.1
OG0004648	XP_003241209.1, XP_008187244.1	XP_015834078.1
OG0004649	XP_003241249.1	XP_008190892.1
OG0004650	XP_016656098.1, XP_003241299.1	XP_972526.2
OG0004651	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1	XP_015837293.1
OG0004652	XP_003241607.1	XP_008194274.1
OG0004653	XP_003241879.1	XP_008198265.1
OG0004654	XP_003242132.1	XP_971898.1
OG0004655	XP_003242207.1	XP_015838399.1
OG0004656	XP_016657738.1, XP_003242500.1, XP_029345858.1	XP_015840067.1
OG0004657	XP_003242590.1	XP_008196324.1
OG0004658	XP_003242773.1	XP_015833404.1
OG0004659	XP_003242881.1	XP_008193793.1, XP_008193792.1
OG0004660	XP_003243299.1	XP_967163.1, XP_008196887.1
OG0004661	XP_003243353.1	XP_008190992.1
OG0004662	XP_003243360.1	XP_008195589.2
OG0004663	XP_003243482.1, XP_008189408.2	XP_008194306.1
OG0004664	XP_003243540.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_003243678.1	XP_008194796.1, XP_971403.3
OG0004666	XP_003243688.1, XP_016658937.1	XP_015833520.1
OG0004667	XP_003243704.1, XP_016658951.2	XP_008198552.1
OG0004668	XP_003243867.1	XP_008201354.1
OG0004669	XP_008190254.2, XP_003243945.1	XP_975792.1
OG0004670	XP_016659348.1, XP_003244101.1	XP_974004.1
OG0004671	XP_003244169.1	XP_008197386.1, XP_975591.1
OG0004673	XP_003244281.1	XP_008194645.1
OG0004674	XP_003244420.1, XP_016659749.1	XP_008201295.1
OG0004675	XP_003244857.1, XP_008183561.1	XP_971518.1, XP_015834496.1
OG0004676	XP_003245146.1	XP_966825.1, XP_008201674.1
OG0004677	XP_003245155.1	XP_967250.1
OG0004678	XP_003245232.1	XP_973511.1
OG0004679	XP_003245325.1	XP_008196689.2, XP_008196688.2
OG0004680	XP_003245368.1	XP_970818.1
OG0004681	XP_003245677.1	XP_975668.1
OG0004682	XP_003245829.1	XP_974000.1
OG0004683	XP_003246237.1, XP_003245977.1	XP_966926.1
OG0004684	XP_003246152.1, XP_008186984.1, XP_029345876.1	XP_015836848.1
OG0004685	XP_003246310.1	XP_969282.1
OG0004686	XP_003246326.1	XP_973628.2
OG0004687	XP_003246352.1	XP_969201.1
OG0004688	XP_003246486.1	XP_008199565.1
OG0004689	XP_003246656.1	NP_001164134.1
OG0004690	XP_003246768.1	XP_008200625.1
OG0004691	XP_003246926.1	XP_008194984.1
OG0004692	XP_003246927.1, XP_008186600.1	XP_966819.1
OG0004693	XP_003247023.1	XP_975006.1
OG0004694	XP_003247044.2	XP_015840940.1
OG0004695	XP_003247087.1	XP_969902.1
OG0004696	XP_003247245.1	XP_008193858.1
OG0004698	XP_003247894.1, XP_029347018.1	XP_008199055.1
OG0004699	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1	XP_015835523.1
OG0004700	XP_003248569.1	XP_973680.3
OG0004701	XP_003248621.2, XP_029343275.1	XP_971673.1
OG0004702	XP_003248651.1, XP_029342864.1	XP_974709.1
OG0004705	XP_008178228.1	XP_968950.1
OG0004706	XP_008178266.1	XP_972871.1
OG0004707	XP_008178489.1	XP_972710.1
OG0004708	XP_008179000.3	XP_015833601.1, XP_008195994.2
OG0004710	XP_008179061.1	XP_967370.2
OG0004711	XP_008179200.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_008179207.1	XP_008196506.1
OG0004713	XP_008179246.1	XP_968908.2
OG0004715	XP_008179459.1, XP_029341347.1, XP_008180544.1, XP_029348634.1, XP_029341345.1	XP_008199648.1
OG0004716	XP_008179645.1	XP_973437.1
OG0004717	XP_008179717.1	XP_968340.1
OG0004718	XP_008179806.1, XP_029344347.1, XP_008179803.1	XP_008194638.1
OG0004719	XP_008179898.1, XP_016657385.1	XP_008198211.1
OG0004720	XP_008179932.1	XP_008201220.1
OG0004721	XP_008179981.2	XP_008199813.2
OG0004722	XP_008180137.1	XP_974471.1
OG0004723	XP_008180171.1	XP_008201625.1
OG0004724	XP_016657638.1, XP_016657637.1, XP_008180220.1	XP_001811736.2
OG0004725	XP_008180338.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_008180500.1	XP_974492.1
OG0004727	XP_008180723.1	XP_008199606.1
OG0004728	XP_008180798.1	XP_969105.1
OG0004729	XP_008181242.1	XP_971165.2
OG0004730	XP_008181295.1, XP_008181296.1	XP_015838367.1
OG0004731	XP_008181299.1	XP_972904.1
OG0004732	XP_008181380.2	XP_015834292.1
OG0004733	XP_008181438.1	XP_971407.1
OG0004735	XP_008181755.1, XP_008181754.1, XP_008181756.1	XP_973304.1
OG0004736	XP_029343402.1, XP_008181831.1	NP_001161228.1
OG0004737	XP_029344374.1, XP_008182145.1	XP_008194491.1
OG0004738	XP_008182158.1, XP_008182157.1, XP_008182159.1	XP_015838212.1
OG0004739	XP_008182333.1	XP_008195182.1
OG0004740	XP_008182637.1, XP_029347286.1	XP_970262.1
OG0004741	XP_008182658.1	XP_008192139.1
OG0004742	XP_008182783.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_008183041.1, XP_008183042.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_008183106.1	XP_969307.1
OG0004745	XP_008183123.1	XP_001814851.2
OG0004746	XP_008183269.1, XP_029344607.1	XP_008197055.2
OG0004747	XP_008183402.1	XP_015837260.1
OG0004748	XP_016660164.1, XP_008183457.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_029344425.1, XP_008183487.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_008183505.1	XP_972823.3
OG0004751	XP_008183740.1	XP_970398.1
OG0004752	XP_008183753.1	XP_975461.1
OG0004753	XP_008183776.1	XP_973851.1, XP_015835834.1
OG0004754	XP_008183822.1	XP_973319.1
OG0004755	XP_008183903.1	XP_967374.1
OG0004756	XP_008184114.1	XP_969608.1
OG0004757	XP_008184182.1	XP_969240.1
OG0004758	XP_008184964.1	XP_970109.1
OG0004760	XP_008185225.1	XP_972604.2, XP_008199576.1
OG0004761	XP_029341759.1, XP_029346488.1, XP_008185232.2	XP_008194983.1
OG0004762	XP_008185239.2	XP_015834498.1
OG0004763	XP_008185324.2	XP_975243.2
OG0004764	XP_008185560.1	XP_969639.1
OG0004765	XP_008185695.1	XP_008194223.1
OG0004766	XP_008185810.1	XP_008195783.1
OG0004767	XP_008185928.1	XP_968281.1
OG0004768	XP_008186206.3	XP_015838647.1
OG0004769	XP_008186357.1	XP_008201319.1
OG0004770	XP_008186509.2	XP_008190552.1, XP_008190553.1
OG0004771	XP_008186725.1	XP_969760.1
OG0004772	XP_029345899.1, XP_008186785.1	XP_008193694.1
OG0004773	XP_008186791.1	XP_008201029.1
OG0004774	XP_008186908.1	XP_972452.1
OG0004775	XP_008186917.1	NP_001153710.1
OG0004776	XP_008187113.1	XP_008191758.1
OG0004777	XP_008187196.1, XP_029344989.1	XP_008199560.1
OG0004778	XP_008187528.1	XP_015834771.1
OG0004779	XP_008187553.3	XP_970366.3
OG0004780	XP_008187554.2	XP_015837773.1
OG0004781	XP_008187578.1	XP_008191257.1
OG0004782	XP_008187653.1	XP_008194744.1
OG0004783	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1	XP_008190419.1
OG0004784	XP_008187683.1	XP_008199534.1
OG0004785	XP_008187746.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_029346180.1, XP_008187779.1	XP_975202.1, XP_008191921.1
OG0004787	XP_029343841.1, XP_008187829.1	XP_008196774.1
OG0004788	XP_008187879.1	XP_966752.2
OG0004789	XP_008187934.2	XP_015836501.1
OG0004790	XP_008187936.1	XP_008193417.2
OG0004791	XP_008189370.2, XP_008187968.1	XP_973245.1
OG0004792	XP_008188044.1	XP_970648.1
OG0004794	XP_008188563.1	XP_008200245.1
OG0004795	XP_008188610.2	XP_015839842.1
OG0004796	XP_008188663.1	XP_008193397.1
OG0004797	XP_008189232.1	XP_966386.1
OG0004799	XP_008189923.1	XP_966978.1
OG0004800	XP_008190023.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_016656501.2	XP_967941.2
OG0004802	XP_016656526.1	XP_008194982.2
OG0004803	XP_016657289.1	XP_015835931.1
OG0004804	XP_016657501.1	XP_008200086.1
OG0004805	XP_016657558.2, XP_029344281.1, XP_029344280.1	XP_015833562.1
OG0004806	XP_016657646.1, XP_016657645.1	XP_008197849.1, XP_008192696.1
OG0004807	XP_016657700.1	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1
OG0004808	XP_016657993.1	XP_975183.2
OG0004809	XP_016658333.1	XP_008194409.1
OG0004810	XP_016658481.1, XP_029346341.1, XP_016664235.1	XP_015837392.1
OG0004811	XP_016658915.1	XP_015838240.1
OG0004812	XP_016659066.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_016659281.1	XP_966461.1
OG0004814	XP_016659442.1, XP_016659443.1	XP_015840526.1
OG0004815	XP_016659786.1	XP_008193265.1
OG0004817	XP_016659805.1	XP_015836999.1
OG0004818	XP_016660009.1	XP_015837346.1
OG0004819	XP_016660016.1	NP_001164147.1, XP_008200861.1
OG0004820	XP_016660030.1, XP_016664277.1	XP_967802.1
OG0004822	XP_016661331.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_016661810.1	XP_008192546.1
OG0004824	XP_016661985.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_016662148.1	XP_008191884.2
OG0004826	XP_016662233.1	XP_973107.1
OG0004827	XP_016662307.2	XP_008194074.1
OG0004828	XP_016662371.1	XP_015836056.1
OG0004829	XP_016662435.1	XP_972704.1
OG0004830	XP_016662502.1	XP_015836529.1, XP_008199260.1
OG0004831	XP_016662593.1	XP_008201566.1
OG0004832	XP_016662844.1	XP_008195746.1
OG0004833	XP_016662918.1	XP_008198150.1
OG0004835	XP_016664211.1	XP_008193665.1
OG0004836	XP_016664949.1	XP_008191141.1
OG0004837	XP_029341118.1	XP_008192953.1
OG0004838	XP_029341800.1	XP_001814936.2
OG0004839	XP_029342155.1	XP_008198778.1
OG0004840	XP_029343855.1	XP_973094.1, XP_015839245.1
OG0004841	XP_029342244.1	XP_008197286.1
OG0004842	XP_029342536.1	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	XP_029342704.1	XP_970300.1
OG0004844	XP_029342799.1	XP_008197881.1
OG0004845	XP_029342976.1	XP_969831.1
OG0004846	XP_029343026.1	XP_015840976.1
OG0004847	XP_029343089.1	XP_015833064.1, XP_972006.3
OG0004848	XP_029343200.1	XP_969643.2
OG0004849	XP_029343425.1	XP_015836705.1, XP_015836704.1
OG0004850	XP_029343463.1	XP_015839202.1
OG0004850	XP_029343467.1	XP_008198144.1
OG0004851	XP_029343558.1, XP_029343556.1, XP_029343555.1	XP_015833504.1
OG0004852	XP_029343565.1	XP_969996.1
OG0004853	XP_029344120.1	XP_008191373.1
OG0004854	XP_029344132.1, XP_029344131.1	XP_008190620.1
OG0004855	XP_029344205.1, XP_029344204.1	XP_971794.2
OG0004856	XP_029344260.1, XP_029344261.1	XP_974217.2, XP_015840637.1
OG0004857	XP_029344451.1	XP_008192769.1
OG0004858	XP_029344524.1	XP_973439.1
OG0004859	XP_029344661.1	XP_015839170.1
OG0004860	XP_029345430.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_029345450.1	XP_008199023.1
OG0004862	XP_029345517.1	XP_008197573.1
OG0004863	XP_029345591.1	XP_973486.1
OG0004864	XP_029345868.1	XP_974391.1
OG0004865	XP_029345900.1	XP_008196783.1
OG0004866	XP_029346020.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_029346049.1	XP_008196751.1
OG0004868	XP_029346590.1	XP_015835518.1
OG0004869	XP_029346687.1	XP_971260.2
OG0004870	XP_029346693.1	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_029346904.1	XP_015840718.1
OG0004872	XP_029347011.1	XP_966431.1
OG0004873	XP_029347047.1	XP_015836321.1
OG0004874	XP_029347073.1	XP_015838654.1
OG0004875	XP_029347076.1	XP_008195803.1
OG0004877	XP_029347356.1	XP_972955.1
OG0004878	XP_029347376.1	XP_968050.1
OG0004879	XP_029347438.1	XP_008200799.1
OG0004880	XP_029347587.1	XP_971198.2
OG0004881	XP_029347593.1	XP_008191700.1, XP_008191699.1
OG0004976	NP_001119630.1	XP_970626.1
OG0004977	NP_001119638.1	XP_015836320.1
OG0004978	NP_001119639.1	XP_970150.1
OG0004979	NP_001119676.1	XP_971117.1, XP_966314.3
OG0004980	NP_001119677.1, XP_008185920.1	XP_971032.1
OG0004981	NP_001119685.1	XP_974357.1
OG0004982	NP_001129660.1, NP_001119691.1	XP_975872.1
