Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0004013	XP_003245365.1	XP_001122611.3
OG0004014	XP_029344034.1, XP_003245369.1	XP_026300083.1
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	XP_026294852.1
OG0004016	XP_029342325.1	XP_026299442.1
OG0004017	XP_003246135.1	XP_006560052.1, XP_006560054.1, XP_006560053.1
OG0004018	XP_003246201.1	XP_026299400.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_006572354.1
OG0004020	XP_003246485.2	XP_006561836.1
OG0004021	XP_003246496.1	XP_026298233.1, XP_026298224.1
OG0004022	XP_003246762.1	XP_001121865.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_016771930.2
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	XP_006568419.2, XP_026297399.1
OG0004025	XP_003246983.1	XP_006563272.1, XP_001123247.2
OG0004026	XP_003247003.1	XP_001120982.2
OG0004027	XP_003247146.1	XP_396627.4
OG0004028	XP_003247231.1	XP_016770063.1
OG0004029	XP_003247295.1	XP_026301578.1
OG0004030	XP_003247407.1	XP_625113.1
OG0004031	XP_003247630.1	XP_003250780.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_016767147.2
OG0004033	XP_003247913.1	XP_016766928.1
OG0004034	XP_003248165.1	XP_006565024.2
OG0004035	XP_003248194.1	XP_006564745.1
OG0004036	XP_003248254.1	XP_623133.4
OG0004037	XP_003248335.1	XP_026301836.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_003250346.1
OG0004041	XP_008178679.1	XP_006565007.3
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_393035.1
OG0004043	XP_008178865.1, XP_029346647.1	XP_006557366.1
OG0004044	XP_029341758.1, XP_008178965.1	XP_006560665.1
OG0004045	XP_008178980.2	XP_006560704.2, XP_016772223.2
OG0004046	XP_008179028.1	XP_006565404.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_006565410.2
OG0004048	XP_008188917.1, XP_008179528.1	XP_006562470.1, XP_026299647.1
OG0004049	XP_008179642.1	XP_026295466.1
OG0004050	XP_008179692.1	XP_026296786.1
OG0004051	XP_008180014.1	XP_001120355.1
OG0004052	XP_008180268.1	XP_006563534.2
OG0004053	XP_008180418.1	XP_016766437.1, XP_006561244.1
OG0004054	XP_008180420.1	XP_003251511.1
OG0004055	XP_008180435.1	XP_006564535.2
OG0004056	XP_008180588.1	XP_001122081.1
OG0004058	XP_008180684.1	XP_397399.2
OG0004059	XP_008181328.1	XP_623299.3
OG0004060	XP_008181545.1	XP_006564797.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_016771427.1
OG0004063	XP_008181930.1	XP_026295125.1, NP_001229503.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_001122669.2
OG0004065	XP_008181995.1	XP_396552.3
OG0004066	XP_008182047.1	XP_001122399.1, XP_026300527.1
OG0004067	XP_008182186.2	XP_026295898.1
OG0004068	XP_008182193.1, XP_008182195.1	NP_001128420.1
OG0004069	XP_008182528.1	XP_623903.2, XP_026301502.1
OG0004070	XP_008183001.1	XP_026294980.1
OG0004071	XP_008183264.1	XP_001121913.2
OG0004072	XP_029345811.1, XP_008183519.1	XP_393997.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_026295930.1
OG0004074	XP_008183932.1	XP_623605.2
OG0004075	XP_008184012.1	XP_016771510.2
OG0004076	XP_008184022.1, XP_016660688.1	XP_395025.2
OG0004077	XP_008184230.1	XP_026301405.1
OG0004078	XP_029341311.1, XP_008184314.1	NP_001172008.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_006559680.1
OG0004080	XP_008184464.1	XP_026294784.1
OG0004081	XP_008184572.1	XP_006566575.1
OG0004082	XP_008184682.1	XP_393406.4, XP_006560861.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_016769908.2
OG0004084	XP_008184763.1, XP_008184762.1	XP_006558355.1
OG0004085	XP_008185211.1	XP_026299277.1
OG0004086	XP_008185337.1	NP_001011585.1, XP_026301045.1
OG0004087	XP_008185477.1	XP_026296624.1, XP_026296623.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_006569286.1
OG0004089	XP_008185580.2	XP_016771325.1
OG0004090	XP_008185774.1	XP_026299087.1, XP_026299085.1
OG0004091	XP_008185869.1	XP_395605.3
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	XP_006563064.1, XP_624869.1
OG0004093	XP_008185942.1	XP_006570508.1, XP_006570507.1
OG0004094	XP_008186104.1	XP_394204.2, XP_006568702.1
OG0004095	XP_008186144.1	XP_624643.2
OG0004096	XP_008186216.1, XP_016662530.1	XP_006565907.2
OG0004097	XP_008186301.1	XP_026299393.1, XP_001122415.1
OG0004098	XP_008186356.1	XP_006567329.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_392635.4
OG0004100	XP_008186784.1	XP_391907.1
OG0004101	XP_008186841.3	XP_016769558.1
OG0004102	XP_008186987.1	XP_001120785.2
OG0004103	XP_008187264.1	XP_026298204.1
OG0004104	XP_008187276.1	NP_001177977.2, XP_026296891.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_392103.2
OG0004106	XP_008187471.2	XP_026296135.1
OG0004107	XP_008187818.1	XP_006571445.1
OG0004108	XP_029348485.1	XP_016769416.1
OG0004109	XP_008188046.1	NP_001314885.1, XP_006570920.1
OG0004110	XP_008188174.1	XP_026296625.1, XP_016767744.1
OG0004111	XP_008188458.1	XP_026297201.1
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	XP_006570948.1
OG0004113	XP_008189347.1	XP_006568820.1, XP_396656.1
OG0004114	XP_008189922.1	XP_001122985.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_026301749.1
OG0004117	XP_008190109.1	XP_026297297.1
OG0004119	XP_016656390.1	XP_016768569.2
OG0004120	XP_016656621.1	XP_393310.1
OG0004121	XP_016657144.1	XP_016769825.1
OG0004122	XP_016657495.1	XP_026295564.1, XP_026295562.1
OG0004123	XP_016657568.1	XP_006570903.2
OG0004124	XP_016657918.1	XP_026302069.1
OG0004125	XP_016658011.1	XP_006558111.1
OG0004126	XP_016658066.2, XP_029346841.1	XP_026300830.1
OG0004127	XP_016658291.2	XP_003250469.1, XP_006564511.1, XP_006564512.1
OG0004128	XP_016658616.1	XP_006572054.1
OG0004129	XP_016658659.1	XP_006564578.2
OG0004130	XP_016658715.1, XP_016664816.2	XP_006571760.3
OG0004131	XP_016658986.1	XP_006561919.1
OG0004132	XP_016659474.1	XP_006567775.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_397109.3, XP_006566358.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_006570978.1
OG0004135	XP_016660899.1	XP_001122973.2
OG0004136	XP_016660932.1	XP_391929.5
OG0004137	XP_016661121.1	XP_625230.3
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_006568623.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_006563114.2
OG0004140	XP_016662222.1	XP_006570675.1, XP_003251593.1
OG0004141	XP_016662254.1	XP_395096.4
OG0004142	XP_016662508.1	NP_001314880.1, XP_026302136.1
OG0004143	XP_016662795.1	XP_026299156.1
OG0004144	XP_016662974.1, XP_029347110.1	XP_625031.3
OG0004145	XP_016662981.1	XP_006567879.1
OG0004146	XP_016663028.1	NP_001314892.1, XP_026298872.1
OG0004147	XP_016663111.1	XP_006571749.1
OG0004148	XP_016663378.1, XP_029343202.1	XP_026299383.1
OG0004149	XP_016663551.1	XP_003250476.1
OG0004150	XP_016663581.1	XP_003250308.1
OG0004151	XP_016664428.2	XP_016769727.2
OG0004152	XP_029341078.1	XP_026302049.1
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	XP_016767832.1
OG0004155	XP_029341322.1, XP_029346747.1	XP_016767546.1, NP_001116485.2
OG0004156	XP_029342052.1, XP_029344956.1, XP_029342053.1	XP_026301150.1
OG0004157	XP_029343043.1, XP_029342091.1	XP_026295560.1, XP_026295561.1
OG0004159	XP_029342205.1	XP_006567446.1
OG0004160	XP_029342691.1, XP_029342301.1	XP_016770007.2
OG0004161	XP_029342448.1	XP_003251033.1
OG0004162	XP_029342837.1	XP_026298929.1
OG0004163	XP_029342878.1	XP_001121567.1
OG0004164	XP_029343021.1	XP_391890.3
OG0004165	XP_029343076.1	XP_026295302.1, XP_026295465.1
OG0004166	XP_029343121.1	XP_006558505.1
OG0004167	XP_029343235.1	XP_006558679.2
OG0004168	XP_029343310.1	XP_026295327.1
OG0004169	XP_029343407.1	NP_001011650.1
OG0004170	XP_029343522.1	XP_006559888.1
OG0004171	XP_029343676.1	XP_001121552.2
OG0004172	XP_029343776.1	XP_006562175.1
OG0004173	XP_029343802.1	XP_006565171.1
OG0004174	XP_029343807.1	XP_006572013.2
OG0004175	XP_029348508.1, XP_029343944.1	XP_006559175.1
OG0004176	XP_029344143.1	XP_026296733.1
OG0004177	XP_029344209.1	XP_026295613.1
OG0004179	XP_029344504.1	XP_001119882.2, XP_006560243.1, XP_006560242.1, XP_006560241.1
OG0004180	XP_029344585.1	XP_006565974.1
OG0004181	XP_029345230.1	XP_624334.2
OG0004182	XP_029345607.1	XP_006566310.1, NP_001071276.1
OG0004183	XP_029345661.1	XP_395378.4
OG0004184	XP_029345863.1	XP_001120100.2
OG0004185	XP_029346652.1, XP_029346840.1	XP_026298737.1
OG0004186	XP_029346787.1	NP_001265258.1, XP_016772979.2
OG0004187	XP_029346864.1	XP_624574.2
OG0004188	XP_029346923.1	XP_397338.3
OG0004189	XP_029347172.1	XP_016768334.1, XP_016768333.1
OG0004190	XP_029347231.1	XP_006559637.1
OG0004191	XP_029347281.1	XP_026298906.1, XP_026298907.1
OG0004192	XP_029347357.1	XP_006558585.2
OG0004193	XP_029347372.1	XP_016773545.1
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	XP_003251298.1
OG0004195	XP_029348100.1	XP_392813.2
OG0004275	NP_001119626.1, NP_001129462.1	XP_006558909.1
OG0004276	NP_001119646.1	XP_393322.1
OG0004277	NP_001119657.1	XP_006561989.1
OG0004278	NP_001119663.1, NP_001119662.1	XP_006565645.2
OG0004279	NP_001119666.1, XP_003245465.1	XP_624910.1
OG0004280	NP_001119675.1	XP_392478.2
OG0004281	NP_001123921.1, XP_008188986.1	XP_006571600.1
OG0004282	NP_001129370.1	XP_016767446.1
OG0004283	NP_001129413.1	XP_623731.1
OG0004284	NP_001129593.1	XP_006565264.1
OG0004285	NP_001153870.1, XP_008186968.1	XP_393779.1
OG0004286	NP_001155369.1	XP_026301403.1
OG0004287	NP_001155370.1	XP_393426.1
OG0004288	XP_008185319.1, NP_001155384.1	XP_001121467.2
OG0004289	NP_001155415.1	XP_016772473.2
OG0004290	NP_001155423.1, XP_016660884.1	XP_392023.1
OG0004291	NP_001155441.1, XP_008179388.1	XP_003249561.2
OG0004292	NP_001155465.1	XP_393161.3
OG0004293	NP_001155480.1, XP_029341890.1	XP_026298362.1
OG0004294	XP_003241876.1, NP_001155483.1	XP_001121076.4
OG0004295	NP_001155521.1, XP_008185893.1	XP_001121051.2
OG0004296	NP_001155531.1	NP_001011570.1
OG0004297	NP_001155558.1	XP_016769531.2, XP_624763.2
OG0004298	NP_001155571.1	XP_001119998.2
OG0004299	NP_001155591.1	XP_395804.2, XP_026299006.1, XP_016768715.1
OG0004300	NP_001155595.1	XP_006562042.1
OG0004301	NP_001155605.1	XP_396701.3
OG0004302	NP_001155613.1	XP_001122509.1
OG0004303	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1	XP_006569404.2
OG0004304	XP_008181535.1, NP_001155617.1	XP_006562448.1
OG0004305	NP_001155670.1, XP_008183760.1	XP_006571179.1
OG0004306	NP_001155673.1	XP_006564913.1
OG0004307	NP_001155698.1	XP_624696.1, XP_006559465.1
OG0004308	NP_001155704.1	XP_393443.1
OG0004309	NP_001155716.1	XP_001120413.1
OG0004310	NP_001155728.1	XP_026298579.1
OG0004311	NP_001155739.1	XP_003251537.1
OG0004312	NP_001155750.1	XP_624642.1
OG0004313	NP_001155761.1	XP_392555.1
OG0004314	XP_016664301.1, NP_001155778.1	XP_625093.1
OG0004315	XP_001948896.1, NP_001155788.1	XP_006561629.1
OG0004316	NP_001155797.1	XP_026300991.1
OG0004317	NP_001155817.1	XP_001122174.1
OG0004318	NP_001155818.1	XP_625027.1
OG0004319	NP_001155824.1	XP_016770927.1, XP_006565292.1
OG0004320	NP_001155919.1	XP_003251332.1
OG0004321	NP_001155926.1, NP_001155925.1, XP_016662234.1	XP_396635.2
OG0004322	XP_008178254.1, NP_001156062.1	XP_624182.1
OG0004323	NP_001156066.1, XP_008185270.1	XP_001122944.1
OG0004324	NP_001156067.1	XP_624651.2
OG0004325	NP_001156081.1	XP_001120018.1
OG0004326	NP_001156083.1, XP_008179689.1	XP_003251125.1
OG0004327	NP_001156085.1	XP_396012.1
OG0004328	XP_001950162.1, XP_001945150.1, NP_001156106.1	XP_392518.1
OG0004329	XP_001949539.1, NP_001156127.1, XP_001948464.1	NP_001172073.1
OG0004330	XP_001943288.1, NP_001156150.1, XP_016664124.1	XP_392912.1
OG0004331	NP_001156159.1	XP_006566060.1
OG0004332	NP_001156166.1	XP_006568282.1
OG0004333	NP_001156179.1	XP_397261.2
OG0004334	NP_001156180.1	XP_396637.3
OG0004335	NP_001156214.1	XP_001120086.2
OG0004336	NP_001156225.1	XP_026296449.1
OG0004337	NP_001156248.1	XP_026300895.1, XP_026300896.1
OG0004338	NP_001156273.1, XP_008182807.1	XP_026301743.1
OG0004339	XP_016660093.1, NP_001156282.1	XP_026301245.1, XP_026301244.1
OG0004340	NP_001156293.1, XP_008182896.1	XP_624372.2
OG0004341	NP_001156295.1	XP_001121809.2
OG0004342	NP_001156298.1, XP_008188552.1	XP_001120666.1
OG0004343	NP_001156302.1	XP_624733.1
OG0004344	NP_001156317.1	XP_394400.1
OG0004345	XP_029346854.1, NP_001156581.1	XP_001121573.2
OG0004346	NP_001156584.1	XP_006567399.1
OG0004347	NP_001156680.1	XP_393939.3
OG0004348	NP_001156824.1, XP_029344173.1	NP_001156935.1
OG0004349	NP_001156840.1	XP_006571696.1
OG0004350	XP_001952462.1, NP_001162110.1	XP_623797.2
OG0004351	XP_016659609.1, NP_001162111.1	XP_623556.1
OG0004352	NP_001162146.1	XP_006566065.1
OG0004353	XP_001946329.1, NP_001165433.1	XP_003251342.1
OG0004354	NP_001191881.1, NP_001191880.1, XP_008181799.1	XP_396639.1
OG0004355	NP_001232933.1	XP_026298491.1
OG0004356	NP_001232946.1, XP_008181957.1	XP_006567761.1, XP_006567762.1
OG0004357	NP_001232948.1	XP_026296490.1
OG0004358	NP_001232977.1	NP_001171519.1
OG0004359	XP_008179668.1, NP_001232981.1	XP_006559323.1
OG0004360	NP_001233002.1	XP_625225.1
OG0004361	NP_001233005.1, XP_008182399.1	XP_393103.2
OG0004362	XP_008182477.1, NP_001233009.1	XP_001121482.1, XP_026301196.1
OG0004363	NP_001233011.1	XP_001120746.2
OG0004364	XP_008186748.1, NP_001233039.1, XP_003245528.1	XP_001122278.1
OG0004365	NP_001233068.1	XP_001120579.2
OG0004366	NP_001233069.1	XP_392212.2
OG0004367	XP_008184711.2, NP_001233074.1	XP_006563705.1
OG0004368	NP_001233080.1	XP_001122727.1, XP_026296406.1
OG0004369	XP_008180360.1, NP_001233086.1	XP_624500.2
OG0004370	XP_008186743.1, NP_001233108.1, XP_003244935.1	XP_016766228.1
OG0004371	XP_016656763.1, NP_001233118.1	XP_006565450.2
OG0004372	XP_008189554.1, NP_001233119.1	XP_624564.1
OG0004373	NP_001280257.1	XP_395826.2
OG0004374	XP_008189941.1, NP_001280267.1	XP_624616.1
OG0004375	NP_001280276.1	XP_006563277.1, XP_624360.1
OG0004376	NP_001280280.2	XP_394885.1
OG0004377	NP_001280292.1	XP_393563.1
OG0004378	NP_001280293.1	XP_001120599.1
OG0004379	XP_008184941.1, NP_001280303.1	XP_003251471.2
OG0004380	XP_001951121.2, NP_001280305.1	XP_026295983.1
OG0004381	XP_008186861.1, NP_001280306.1	XP_026299779.1
OG0004382	NP_001280307.1, XP_016658111.1	XP_393037.2
OG0004383	NP_001280311.1	XP_623774.2
OG0004384	NP_001280313.1	XP_006562157.1
OG0004385	NP_001280324.1	XP_396009.2
OG0004386	NP_001280359.1, XP_016659217.1	XP_026298265.1
OG0004387	NP_001280371.1, XP_001945195.1	XP_393089.1
OG0004388	XP_029341939.1, NP_001280385.1	XP_001120572.3
OG0004389	NP_001280387.1	XP_392359.2
OG0004390	NP_001280416.1	XP_003250159.1
OG0004391	NP_001280457.1	XP_016772828.1
OG0004392	XP_016661080.1, NP_001306891.1	XP_026301799.1, XP_006570143.1
OG0004394	NP_001313573.1	XP_026298463.1
OG0004395	XP_001942582.1, NP_001313581.1	XP_006562497.2
OG0004396	NP_001313594.1	XP_393683.4
OG0004397	XP_001942562.1	XP_006564997.2
OG0004398	XP_001942631.1	XP_003251005.1
OG0004399	XP_001942682.1	XP_006568121.2
OG0004400	XP_001942719.1	XP_016773624.1
OG0004401	XP_001942738.2	XP_001120698.3
OG0004402	XP_001942800.2, XP_016662605.1, XP_001946709.1	XP_006564331.1
OG0004403	XP_001942801.2	XP_006559849.1
OG0004404	XP_001942828.2	XP_006565424.1
OG0004405	XP_001942849.3	XP_006566841.1, XP_006566842.1, XP_006566843.1
OG0004406	XP_001942859.2	XP_026297848.1
OG0004407	XP_001942878.2	XP_026301553.1
OG0004408	XP_001942883.2, XP_029342951.1, XP_029341050.1	XP_006565417.2
OG0004409	XP_001942888.2	XP_026300082.1
OG0004410	XP_001942892.2	XP_026294851.1
OG0004411	XP_001942986.1	XP_392983.1
OG0004412	XP_001942989.1	XP_006566679.1
OG0004413	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1	XP_003249558.1
OG0004414	XP_001943160.2	XP_003249595.1
OG0004415	XP_001943213.1	XP_026298714.1, XP_026298715.1
OG0004416	XP_001943233.4	XP_624220.2
OG0004417	XP_001943396.2	XP_026296323.1
OG0004418	XP_001943475.2	XP_395573.3
OG0004419	XP_001943478.2	XP_006571527.1
OG0004420	XP_001943508.1	XP_006567240.1
OG0004421	XP_001943509.2	XP_003250695.1
OG0004422	XP_001943554.1, XP_008186319.1	XP_001120836.2
OG0004423	XP_001943587.5	XP_003251860.1
OG0004424	XP_029340954.1, XP_001943599.2	XP_393383.3
OG0004425	XP_001945523.1, XP_001944221.1, XP_001943616.1	XP_026297278.1
OG0004426	XP_003245197.1, XP_008184049.1, XP_001943642.1	XP_001122405.2
OG0004427	XP_001943645.1	XP_395325.3
OG0004428	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1	XP_006566117.2
OG0004430	XP_001943735.2	NP_001229928.1
OG0004431	XP_001943793.2	XP_026301356.1, XP_392068.2
OG0004432	XP_001943865.1	XP_623951.1
OG0004433	XP_001943879.1	XP_006570273.1
OG0004434	XP_016663093.1, XP_001943914.1, XP_008186950.1	XP_006563616.1
OG0004436	XP_001943937.1	XP_623853.1
OG0004437	XP_029348693.1, XP_001943962.1	XP_026298520.1
OG0004438	XP_029343495.1, XP_001943964.1	XP_397318.4
OG0004439	XP_001944027.1	XP_026294788.1
OG0004440	XP_001944064.2	XP_393588.2
OG0004441	XP_001944082.2, XP_029345734.1	XP_001121900.1
OG0004442	XP_001944089.1	XP_003249710.1
OG0004443	XP_001944118.2	NP_001229315.1
OG0004444	XP_029341716.1	XP_006570761.2
OG0004445	XP_001944183.2	XP_395360.3
OG0004446	XP_001944292.2	XP_001120765.2
OG0004447	XP_001944300.1	XP_001121896.2
OG0004448	XP_001944310.1	XP_395047.5
OG0004449	XP_016659859.2, XP_001944313.3	XP_026302274.1
OG0004450	XP_001944556.1	XP_006557827.2
OG0004451	XP_001944606.2	XP_026298959.1
OG0004452	XP_001944629.2	XP_016772643.1
OG0004453	XP_001944662.2	XP_006565976.1
OG0004454	XP_016661451.1, XP_001944699.1	XP_016769783.2
OG0004455	XP_001948523.1, XP_001944737.2	XP_623527.1
OG0004456	XP_001944774.2	XP_396791.3
OG0004457	XP_001944802.2	XP_623755.3
OG0004458	XP_001944870.2	XP_623283.1
OG0004459	XP_001944872.2	XP_016767413.2
OG0004460	XP_001944886.1	XP_395109.3
OG0004461	XP_016656729.1, XP_001944925.1	XP_006564114.1
OG0004462	XP_001944996.2	XP_026299959.1
OG0004463	XP_001945032.2	XP_001120347.3
OG0004464	XP_001945033.2	XP_006568624.2
OG0004465	XP_001945049.1	XP_395864.3
OG0004466	XP_008189854.1, XP_001945051.1	XP_026300803.1
OG0004467	XP_001945056.2	XP_006559772.2
OG0004468	XP_001945090.2	XP_006559768.1
OG0004469	XP_001945261.1	XP_397436.4
OG0004470	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2	XP_623623.2
OG0004471	XP_001945383.1	XP_016767900.1
OG0004472	XP_001945447.1	XP_016767114.1
OG0004473	XP_001945457.2	XP_026299077.1
OG0004474	XP_001945470.2	XP_006560258.1, XP_006560257.1, XP_016771574.1
OG0004475	XP_001945482.1, XP_008189702.1, XP_001947050.2	XP_003249146.1
OG0004477	XP_001945548.1	XP_393237.4
OG0004478	XP_001945618.1	XP_016771939.1
OG0004479	XP_001945676.2	XP_026295413.1
OG0004480	XP_001945718.1	XP_396117.2
OG0004481	XP_001945726.2	XP_026295269.1
OG0004482	XP_001945751.3	XP_625118.2
OG0004483	XP_001945759.1	XP_395618.4
OG0004484	XP_001945839.1	XP_026296856.1, XP_026296857.1
OG0004485	XP_001945877.2, XP_016657808.1	XP_001120391.3
OG0004486	XP_001948728.2, XP_001945904.1	XP_395658.5
OG0004487	XP_001945912.1	XP_006561346.1
OG0004488	XP_001945971.2, XP_016661154.1	XP_003250904.3, XP_026299688.1
OG0004489	XP_001945984.1	XP_006572385.1
OG0004490	XP_001945987.1, XP_008178353.1	XP_395476.1
OG0004491	XP_001946105.2	XP_026295182.1
OG0004492	XP_001946109.2	XP_026301837.1
OG0004493	XP_001946171.1	XP_397168.3
OG0004494	XP_001946175.2	XP_026298908.1
OG0004495	XP_001946218.2	XP_393549.3
OG0004496	XP_001946436.2	XP_392586.4
OG0004497	XP_001946491.1	XP_397138.5
OG0004498	XP_008187865.1, XP_001946525.1, XP_008187864.1	XP_001122971.2
OG0004499	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1	XP_006558396.1
OG0004500	XP_001946615.2	XP_396448.1
OG0004501	XP_001946631.2	XP_026300382.1
OG0004502	XP_001946649.1	XP_026298019.1
OG0004503	XP_001946726.2	XP_026296542.1
OG0004504	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1	XP_003251540.1
OG0004505	XP_001946768.2	XP_026295520.1
OG0004506	XP_029341774.1, XP_008185035.1, XP_001946792.1	XP_006557279.1
OG0004507	XP_001946821.2	XP_624711.1
OG0004508	XP_001946885.2	XP_026299653.1
OG0004509	XP_001946907.2	XP_001119963.2
OG0004510	XP_001946924.1	XP_006563652.1
OG0004511	XP_001946953.1	XP_394516.2
OG0004512	XP_001946991.1	XP_624102.1
OG0004513	XP_001946996.1	XP_001120188.1
OG0004514	XP_001952270.1, XP_001947021.1	XP_006559075.1
OG0004515	XP_001947037.1, XP_008183032.2	XP_623255.1
OG0004516	XP_001947060.1	XP_395011.2
OG0004517	XP_001947065.1	XP_016773380.1
OG0004518	XP_001947126.2	XP_026298465.1
OG0004519	XP_001947166.2, XP_029344483.1	XP_394838.3
OG0004520	XP_029341575.1, XP_001947273.1	XP_016769851.1
OG0004521	XP_001947328.1	XP_026297233.1
OG0004522	XP_001947387.1	XP_006565519.1
OG0004523	XP_001947388.1	XP_003251558.1
OG0004524	XP_001947398.3	XP_026300671.1, NP_001229386.1
OG0004525	XP_001947645.2, XP_016660277.1	XP_003251908.1
OG0004526	XP_001947732.1	XP_016771036.1
OG0004527	XP_001947767.2	XP_006559828.2, XP_006559827.2
OG0004528	XP_001947772.2	XP_393112.2
OG0004529	XP_001947809.2	XP_396227.5
OG0004530	XP_001947817.2	XP_625214.3
OG0004531	XP_001947872.2	XP_026300359.1, XP_026300358.1, XP_026300357.1
OG0004532	XP_001947945.1	XP_392205.1
