Orthogroup	Acyrthosiphon_pisum	Drosophila_melanogaster
OG0004086	XP_008185337.1	NP_001138108.1
OG0004087	XP_008185477.1	NP_001259779.1
OG0004088	XP_008185509.1, XP_008185510.1	NP_723510.1
OG0004089	XP_008185580.2	NP_001260005.1
OG0004090	XP_008185774.1	NP_609643.2
OG0004091	XP_008185869.1	NP_609204.2
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	NP_001285421.1
OG0004093	XP_008185942.1	NP_001259507.1
OG0004094	XP_008186104.1	NP_511152.2
OG0004095	XP_008186144.1	NP_477374.1
OG0004096	XP_008186216.1, XP_016662530.1	NP_725637.1
OG0004097	XP_008186301.1	NP_001286067.1
OG0004098	XP_008186356.1	NP_726437.2
OG0004099	XP_008186674.2, XP_029342134.1	NP_650205.1
OG0004100	XP_008186784.1	NP_609183.1
OG0004101	XP_008186841.3	NP_723188.1
OG0004102	XP_008186987.1	NP_001262443.1
OG0004103	XP_008187264.1	NP_001027038.3
OG0004104	XP_008187276.1	NP_001096852.1, NP_001287489.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	NP_001260476.1
OG0004106	XP_008187471.2	NP_649461.2
OG0004107	XP_008187818.1	NP_647638.1
OG0004108	XP_008188019.1	NP_788735.1
OG0004109	XP_008188046.1	NP_523920.1
OG0004110	XP_008188174.1	NP_611023.1
OG0004111	XP_008188458.1	NP_523982.2
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	NP_608410.2
OG0004113	XP_008189347.1	NP_524712.1
OG0004114	XP_008189922.1	NP_476905.1
OG0004116	XP_008190066.1, XP_008190060.1	NP_651973.4
OG0004117	XP_008190109.1	NP_648367.1
OG0004119	XP_016656390.1	NP_651939.4
OG0004120	XP_016656621.1	NP_001263153.1
OG0004121	XP_016657144.1	NP_523790.1
OG0004122	XP_016657495.1	NP_648520.1
OG0004123	XP_016657568.1	NP_001260855.1
OG0004124	XP_016657918.1	NP_523879.2, NP_728565.1
OG0004125	XP_016658011.1	NP_573215.1
OG0004126	XP_029346841.1	NP_001260594.1
OG0004128	XP_016658616.1	NP_001286068.1
OG0004129	XP_016658659.1	NP_001245829.1
OG0004130	XP_016658715.1, XP_016664816.2	NP_001245938.1
OG0004131	XP_016658986.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_016659474.1	NP_001285233.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	NP_001259348.1
OG0004137	XP_016661121.1	NP_610611.1
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	NP_001027221.1
OG0004139	XP_029341281.1, XP_016662172.1	NP_001262795.1
OG0004140	XP_016662222.1	NP_476985.1
OG0004141	XP_016662254.1	NP_524372.1, NP_525036.2
OG0004142	XP_016662508.1	NP_723952.2
OG0004143	XP_016662795.1	NP_523942.2
OG0004144	XP_016662974.1, XP_029347110.1	NP_001259820.1
OG0004145	XP_016662981.1	NP_001097306.2
OG0004146	XP_016663028.1	NP_648847.3
OG0004147	XP_016663111.1	NP_001014556.1
OG0004148	XP_016663378.1, XP_029343202.1	NP_001245598.1
OG0004149	XP_016663551.1	NP_572236.3
OG0004150	XP_016663581.1	NP_649909.1
OG0004151	XP_016664428.2	NP_001262965.1, NP_648032.1
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	NP_001036757.1
OG0004154	XP_029342092.1, XP_029341636.1, XP_029341319.1	NP_611433.3, NP_651549.1
OG0004155	XP_029341322.1, XP_029346747.1	NP_524453.1
OG0004157	XP_029343043.1, XP_029342091.1	NP_610845.1
OG0004158	XP_029342204.1	NP_001261442.1
OG0004159	XP_029342205.1	NP_609541.1
OG0004160	XP_029342691.1, XP_029342301.1	NP_610297.2
OG0004161	XP_029342448.1	NP_610792.2
OG0004162	XP_029342837.1	NP_001097114.2
OG0004163	XP_029342878.1	NP_608567.2, NP_001260044.1
OG0004164	XP_029343021.1	NP_001097850.3
OG0004166	XP_029343121.1	NP_610783.1
OG0004167	XP_029343235.1	NP_001245796.1
OG0004168	XP_029343310.1	NP_651717.1
OG0004169	XP_029343407.1	NP_477088.2
OG0004170	XP_029343522.1	NP_001097606.1
OG0004171	XP_029343676.1	NP_611857.3
OG0004172	XP_029343776.1	NP_476845.2
OG0004173	XP_029343802.1	NP_001261621.2, NP_476855.1
OG0004174	XP_029343807.1	NP_001261172.1
OG0004175	XP_029348508.1, XP_029343944.1	NP_001369072.1
OG0004176	XP_029344143.1	NP_001246184.1
OG0004177	XP_029344209.1	NP_001260615.1
OG0004178	XP_029344308.1	NP_001027420.2
OG0004180	XP_029344585.1	NP_001162639.2
OG0004181	XP_029345230.1	NP_477219.1
OG0004182	XP_029345607.1	NP_610116.2
OG0004183	XP_029345661.1	NP_001260578.1
OG0004184	XP_029345863.1	NP_477022.1
OG0004186	XP_029346787.1	NP_001097184.2
OG0004187	XP_029346864.1	NP_651004.1
OG0004188	XP_029346923.1	NP_608524.1
OG0004189	XP_029347172.1	NP_648455.2
OG0004190	XP_029347231.1	NP_001096996.1
OG0004191	XP_029347281.1	NP_001261503.1
OG0004192	XP_029347357.1	NP_651851.1
OG0004193	XP_029347372.1	NP_001163275.2
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	NP_001261636.1
OG0004195	XP_029348100.1	NP_001303365.1
OG0004275	NP_001119626.1, NP_001129462.1	NP_001287569.1
OG0004276	NP_001119646.1	NP_523774.1
OG0004277	NP_001119657.1	NP_523975.1
OG0004278	NP_001119663.1, NP_001119662.1	NP_524315.2
OG0004279	NP_001119666.1, XP_003245465.1	NP_650333.1, NP_648622.1
OG0004280	NP_001119675.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	NP_001123921.1, XP_008188986.1	NP_001188972.1
OG0004282	NP_001129370.1	NP_001097151.1, NP_001285794.1
OG0004283	NP_001129413.1	NP_001287481.1
OG0004284	NP_001129593.1	NP_001245404.1
OG0004285	NP_001153870.1, XP_008186968.1	NP_724783.1
OG0004286	NP_001155369.1	NP_001246362.1
OG0004287	NP_001155370.1	NP_001188682.1, NP_570087.1
OG0004288	XP_008185319.1, NP_001155384.1	NP_572478.1
OG0004289	NP_001155415.1	NP_650780.1
OG0004290	NP_001155423.1, XP_016660884.1	NP_001261742.1
OG0004291	NP_001155441.1, XP_008179388.1	NP_650301.1
OG0004292	NP_001155465.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	NP_001155480.1, XP_029341890.1	NP_730662.2
OG0004294	XP_003241876.1, NP_001155483.1	NP_001262039.1
OG0004295	NP_001155521.1, XP_008185893.1	NP_001287206.1
OG0004296	NP_001155531.1	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	NP_001155558.1	NP_524938.1
OG0004298	NP_001155571.1	NP_524779.1
OG0004299	NP_001155591.1	NP_001137795.2
OG0004300	NP_001155595.1	NP_001287572.1
OG0004301	NP_001155605.1	NP_001285193.1
OG0004302	NP_001155613.1	NP_648377.1
OG0004303	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1	NP_001260495.1
OG0004304	XP_008181535.1, NP_001155617.1	NP_001260293.1
OG0004305	NP_001155670.1, XP_008183760.1	NP_001259881.1
OG0004306	NP_001155673.1	NP_001262472.1
OG0004307	NP_001155698.1	NP_001188689.2
OG0004308	NP_001155704.1	NP_524051.1
OG0004309	NP_001155716.1	NP_001245541.1
OG0004310	NP_001155728.1	NP_001137770.1
OG0004311	NP_001155739.1	NP_001246045.1
OG0004312	NP_001155750.1	NP_001261435.1
OG0004313	NP_001155761.1	NP_001285137.1
OG0004314	XP_016664301.1, NP_001155778.1	NP_001285543.1
OG0004315	XP_001948896.1, NP_001155788.1	NP_647792.1
OG0004316	NP_001155797.1	NP_001263104.1
OG0004317	NP_001155817.1	NP_001286731.1
OG0004318	NP_001155818.1	NP_001286506.1
OG0004320	NP_001155919.1	NP_731523.1
OG0004321	NP_001155926.1, NP_001155925.1, XP_016662234.1	NP_611092.2
OG0004322	XP_008178254.1, NP_001156062.1	NP_001163347.1
OG0004323	NP_001156066.1, XP_008185270.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	NP_001156067.1	NP_001286410.1
OG0004325	NP_001156081.1	NP_524275.1
OG0004326	NP_001156083.1, XP_008179689.1	NP_610463.2
OG0004327	NP_001156085.1	NP_524452.4
OG0004328	XP_001950162.1, XP_001945150.1, NP_001156106.1	NP_724834.1
OG0004329	XP_001949539.1, NP_001156127.1, XP_001948464.1	NP_001259822.1
OG0004330	XP_001943288.1, NP_001156150.1, XP_016664124.1	NP_649676.1
OG0004331	NP_001156159.1	NP_647991.1
OG0004332	NP_001156166.1	NP_650987.1
OG0004333	NP_001156179.1	NP_524260.1, NP_477414.1
OG0004334	NP_001156180.1	NP_001163571.1, NP_649912.1
OG0004335	NP_001156214.1	NP_610220.1
OG0004336	NP_001156225.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	NP_001156248.1	NP_001261269.1
OG0004338	NP_001156273.1, XP_008182807.1	NP_609845.1
OG0004339	XP_016660093.1, NP_001156282.1	NP_649908.1
OG0004340	NP_001156293.1, XP_008182896.1	NP_001286348.1
OG0004341	NP_001156295.1	NP_609351.1
OG0004342	NP_001156298.1, XP_008188552.1	NP_001097058.1
OG0004343	NP_001156302.1	NP_001097094.1
OG0004344	NP_001156317.1	NP_001259272.1
OG0004345	XP_029346854.1, NP_001156581.1	NP_649252.1
OG0004346	NP_001156584.1	NP_609805.1
OG0004347	NP_001156680.1	NP_524207.1
OG0004348	NP_001156824.1, XP_029344173.1	NP_001163845.1, NP_001015476.1
OG0004349	NP_001156840.1	NP_611559.1
OG0004350	XP_001952462.1, NP_001162110.1	NP_001285449.1
OG0004351	XP_016659609.1, NP_001162111.1	NP_525119.1
OG0004352	NP_001162146.1	NP_649028.3
OG0004353	XP_001946329.1, NP_001165433.1	NP_001285310.1
OG0004354	NP_001191881.1, NP_001191880.1, XP_008181799.1	NP_001287035.1
OG0004355	NP_001232933.1	NP_536744.2
OG0004356	NP_001232946.1, XP_008181957.1	NP_611425.1
OG0004357	NP_001232948.1	NP_572562.1
OG0004358	NP_001232977.1	NP_001286503.1
OG0004359	XP_008179668.1, NP_001232981.1	NP_001189211.1
OG0004360	NP_001233002.1	NP_650056.1
OG0004361	NP_001233005.1, XP_008182399.1	NP_650673.1
OG0004362	XP_008182477.1, NP_001233009.1	NP_001262304.1
OG0004363	NP_001233011.1	NP_001261322.1
OG0004365	NP_001233068.1	NP_648494.2
OG0004366	NP_001233069.1	NP_523476.1
OG0004367	XP_008184711.2, NP_001233074.1	NP_732020.2
OG0004368	NP_001233080.1	NP_524318.1
OG0004369	XP_008180360.1, NP_001233086.1	NP_523582.4
OG0004370	XP_008186743.1, NP_001233108.1, XP_003244935.1	NP_001138143.2
OG0004371	XP_016656763.1, NP_001233118.1	NP_648188.2
OG0004372	XP_008189554.1, NP_001233119.1	NP_001262726.1
OG0004373	NP_001280257.1	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_008189941.1, NP_001280267.1	NP_001303568.1
OG0004375	NP_001280276.1	NP_608830.3
OG0004376	NP_001280280.2	NP_647775.1
OG0004377	NP_001280292.1	NP_001138105.1
OG0004378	NP_001280293.1	NP_001137873.1
OG0004379	XP_008184941.1, NP_001280303.1	NP_001285662.1
OG0004380	XP_001951121.2, NP_001280305.1	NP_001247273.1
OG0004381	XP_008186861.1, NP_001280306.1	NP_001260780.1
OG0004382	NP_001280307.1, XP_016658111.1	NP_996490.1
OG0004383	NP_001280311.1	NP_610545.1
OG0004384	NP_001280313.1	NP_609443.1
OG0004385	NP_001280324.1	NP_788616.1, NP_001189205.1
OG0004386	NP_001280359.1, XP_016659217.1	NP_611691.1
OG0004387	NP_001280371.1, XP_001945195.1	NP_001285889.1
OG0004388	XP_029341939.1, NP_001280385.1	NP_723505.2
OG0004389	NP_001280387.1	NP_523561.1
OG0004390	NP_001280416.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	NP_001280457.1	NP_001260317.1
OG0004392	XP_016661080.1, NP_001306891.1	NP_001287439.1
OG0004393	NP_001313566.1	NP_610677.1
OG0004394	NP_001313573.1	NP_650976.1
OG0004395	XP_001942582.1, NP_001313581.1	NP_651456.1
OG0004396	NP_001313594.1	NP_610554.1
OG0004397	XP_001942562.1	NP_726779.1
OG0004398	XP_001942631.1	NP_476730.1, NP_476834.1
OG0004399	XP_001942682.1	NP_001246624.1
OG0004400	XP_001942719.1	NP_729935.1
OG0004401	XP_001942738.2	NP_649256.1
OG0004402	XP_001942800.2, XP_016662605.1, XP_001946709.1	NP_524923.1
OG0004403	XP_001942801.2	NP_651498.1
OG0004404	XP_001942828.2	NP_524030.2
OG0004405	XP_001942849.3	NP_649570.1
OG0004406	XP_001942859.2	NP_733063.1
OG0004407	XP_001942878.2	NP_001162940.3, NP_995925.2
OG0004408	XP_001942883.2, XP_029342951.1, XP_029341050.1	NP_001287062.1
OG0004409	XP_001942888.2	NP_524182.3
OG0004410	XP_001942892.2	NP_651927.1
OG0004411	XP_001942986.1	NP_001163296.1
OG0004412	XP_001942989.1	NP_609399.1
OG0004413	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1	NP_001137696.1
OG0004414	XP_001943160.2	NP_001261930.1
OG0004415	XP_001943213.1	NP_001036718.1, NP_650551.1
OG0004416	XP_001943233.4	NP_001261410.1
OG0004417	XP_001943396.2	NP_001260142.1
OG0004418	XP_001943475.2	NP_610327.1, NP_724615.1
OG0004419	XP_001943478.2	NP_001097352.1
OG0004420	XP_001943508.1	NP_477283.1
OG0004421	XP_001943509.2	NP_650270.1
OG0004422	XP_001943554.1, XP_008186319.1	NP_651243.1
OG0004423	XP_001943587.5	NP_001285908.1
OG0004424	XP_029340954.1, XP_001943599.2	NP_001262473.1
OG0004425	XP_001945523.1, XP_001944221.1, XP_001943616.1	NP_608827.1
OG0004426	XP_003245197.1, XP_008184049.1, XP_001943642.1	NP_609783.1
OG0004427	XP_001943645.1	NP_001285801.1, NP_609721.1
OG0004428	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1	NP_648239.1
OG0004429	XP_001943718.2	NP_001259068.1
OG0004430	XP_001943735.2	NP_001259372.1
OG0004431	XP_001943793.2	NP_996303.1
OG0004432	XP_001943865.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_001943879.1	NP_001287204.1, NP_524846.1
OG0004434	XP_016663093.1, XP_001943914.1, XP_008186950.1	NP_001285891.1
OG0004436	XP_001943937.1	NP_001259475.1
OG0004437	XP_029348693.1, XP_001943962.1	NP_001287385.1
OG0004438	XP_029343495.1, XP_001943964.1	NP_650751.3
OG0004439	XP_001944027.1	NP_995932.1
OG0004440	XP_001944064.2	NP_611228.1
OG0004441	XP_001944082.2, XP_029345734.1	NP_523951.1
OG0004442	XP_001944089.1	NP_650942.1
OG0004443	XP_001944118.2	NP_611162.2
OG0004444	XP_008184500.1, XP_001944153.1, XP_016659082.1, XP_029341716.1	NP_001260777.1
OG0004445	XP_001944183.2	NP_650123.1
OG0004446	XP_001944292.2	NP_001260104.1, NP_573142.1
OG0004447	XP_001944300.1	NP_001284739.1
OG0004448	XP_001944310.1	NP_608704.2, NP_001259956.1
OG0004449	XP_016659859.2, XP_001944313.3	NP_788342.1
OG0004450	XP_001944556.1	NP_001285397.1
OG0004451	XP_001944606.2	NP_728642.2
OG0004452	XP_001944629.2	NP_732176.1
OG0004453	XP_001944662.2	NP_610921.1
OG0004454	XP_016661451.1, XP_001944699.1	NP_524151.2
OG0004455	XP_001948523.1, XP_001944737.2	NP_001287493.1
OG0004457	XP_001944802.2	NP_573232.1
OG0004458	XP_001944870.2	NP_608825.2
OG0004459	XP_001944872.2	NP_001162710.2
OG0004460	XP_001944886.1	NP_477121.1
OG0004461	XP_016656729.1, XP_001944925.1	NP_608740.2
OG0004462	XP_001944996.2	NP_651528.2
OG0004463	XP_001945032.2	NP_001027435.2
OG0004464	XP_001945033.2	NP_001097493.1
OG0004465	XP_001945049.1	NP_649466.1
OG0004466	XP_008189854.1, XP_001945051.1	NP_608999.2
OG0004467	XP_001945056.2	NP_608883.1
OG0004469	XP_001945261.1	NP_572952.1
OG0004470	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2	NP_001259370.1
OG0004471	XP_001945383.1	NP_477202.2
OG0004472	XP_001945447.1	NP_001137613.1
OG0004473	XP_001945457.2	NP_524462.2
OG0004475	XP_001945482.1, XP_008189702.1, XP_001947050.2	NP_001262708.1
OG0004478	XP_001945618.1	NP_524183.2
OG0004479	XP_001945676.2	NP_610333.1
OG0004480	XP_001945718.1	NP_651582.1
OG0004481	XP_001945726.2	NP_001259161.1
OG0004482	XP_001945751.3	NP_733068.2, NP_001261049.1
OG0004483	XP_001945759.1	NP_651314.1
OG0004484	XP_001945839.1	NP_608777.1
OG0004485	XP_001945877.2, XP_016657808.1	NP_001247347.1
OG0004486	XP_001948728.2, XP_001945904.1	NP_608781.2
OG0004487	XP_001945912.1	NP_726358.2
OG0004489	XP_001945984.1	NP_651251.3
OG0004490	XP_001945987.1, XP_008178353.1	NP_648780.1
OG0004491	XP_001946105.2	NP_650248.1
OG0004492	XP_001946109.2	NP_611300.2
OG0004493	XP_001946171.1	NP_651664.2
OG0004494	XP_001946175.2	NP_476901.1
OG0004495	XP_001946218.2	NP_724769.2
OG0004496	XP_001946436.2	NP_651349.1
OG0004498	XP_008187865.1, XP_001946525.1, XP_008187864.1	NP_001246734.1
OG0004499	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1	NP_733352.3
OG0004500	XP_001946615.2	NP_651635.2
OG0004501	XP_001946631.2	NP_523615.2, NP_001260679.1
OG0004502	XP_001946649.1	NP_001247091.1
OG0004503	XP_001946726.2	NP_001027230.1
OG0004504	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1	NP_001286484.1
OG0004505	XP_001946768.2	NP_608388.2
OG0004506	XP_029341774.1, XP_008185035.1, XP_001946792.1	NP_001286174.1
OG0004507	XP_001946821.2	NP_001263099.1, NP_001303460.1
OG0004508	XP_001946885.2	NP_569873.1
OG0004509	XP_001946907.2	NP_001286999.1
OG0004510	XP_001946924.1	NP_732773.1
OG0004511	XP_001946953.1	NP_650686.1
OG0004512	XP_001946991.1	NP_476975.1
OG0004513	XP_001946996.1	NP_648570.1
OG0004514	XP_001952270.1, XP_001947021.1	NP_001260173.1
OG0004515	XP_001947037.1, XP_008183032.2	NP_001285130.1
OG0004516	XP_001947060.1	NP_650432.1
OG0004517	XP_001947065.1	NP_787963.2
OG0004518	XP_001947126.2	NP_650939.2
OG0004519	XP_001947166.2, XP_029344483.1	NP_001262894.1
OG0004520	XP_029341575.1, XP_001947273.1	NP_001245456.1
OG0004521	XP_001947328.1	NP_511044.1
OG0004523	XP_001947388.1	NP_001259649.1
OG0004524	XP_001947398.3	NP_572945.1
OG0004526	XP_001947732.1	NP_001163323.1
OG0004527	XP_001947767.2	NP_001260639.1
OG0004528	XP_001947772.2	NP_001262168.1
OG0004529	XP_001947809.2	NP_651081.1
OG0004530	XP_001947817.2	NP_001260420.1
OG0004531	XP_001947872.2	NP_001261906.1
OG0004532	XP_001947945.1	NP_523465.2
OG0004533	XP_001948072.2	NP_001262116.1
OG0004534	XP_001948138.2	NP_001286215.1
OG0004535	XP_001948145.1	NP_612103.1
OG0004536	XP_001948152.1	NP_523708.2
OG0004537	XP_001948157.1	NP_610279.3
OG0004538	XP_001948198.2	NP_572638.1
OG0004539	XP_001948320.2	NP_001260821.1
OG0004540	XP_001948335.1	NP_476979.1
OG0004541	XP_001948479.1	NP_524344.1
OG0004542	XP_001948540.2	NP_001260580.1
OG0004544	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1	NP_524673.3
OG0004545	XP_001948743.1	NP_001284713.1
OG0004547	XP_001948777.2	NP_001015473.1
OG0004548	XP_001948786.2	NP_001246804.1
OG0004549	XP_001948791.1	NP_651718.1
OG0004550	XP_001948824.1	NP_573230.1
OG0004551	XP_001948875.2, XP_003240608.1	NP_001245759.1
OG0004552	XP_001948876.1, XP_008185358.1	NP_733044.1
OG0004553	XP_001948891.2	NP_001261278.1
OG0004554	XP_001949019.4	NP_573190.1
OG0004555	XP_001949034.1, XP_008184617.1	NP_725632.1
OG0004556	XP_001949045.2, XP_001951002.2, XP_003244772.1	NP_001163123.1
OG0004557	XP_001949104.1	NP_651691.4
OG0004558	XP_001949206.2	NP_649079.2
OG0004559	XP_001949239.1	NP_649911.1
OG0004560	XP_001949250.2	NP_650253.1
OG0004561	XP_001949325.2	NP_609299.1
OG0004563	XP_001949379.1	NP_732527.1
OG0004564	XP_001949430.1	NP_001262636.1
OG0004565	XP_001949511.1, XP_001949478.2	NP_001260630.1
OG0004566	XP_001949561.1	NP_608995.2
OG0004567	XP_001949610.2	NP_609446.1
OG0004568	XP_001949624.2	NP_001286611.1
OG0004569	XP_001949688.1, XP_008185919.1, XP_029342435.1	NP_723811.1
OG0004570	XP_001949768.1	NP_477431.1, NP_001285857.1
OG0004571	XP_001949774.2, XP_003245678.1, XP_029342335.1	NP_001263057.1
OG0004572	XP_001949796.2	NP_001260556.1
OG0004573	XP_001949959.4	NP_523947.2
OG0004574	XP_001949981.1	NP_649784.1
OG0004575	XP_001950004.1, XP_029343882.1	NP_476656.1
OG0004576	XP_001950008.1	NP_572694.1
OG0004577	XP_008179387.1, XP_001950034.2, XP_029342961.1	NP_001286657.1
OG0004578	XP_008187017.1	NP_524298.1
OG0004578	XP_001950075.1	NP_001036641.1
OG0004579	XP_001950096.1	NP_572353.1
OG0004580	XP_001950144.2	NP_650835.1
OG0004581	XP_001950178.1	NP_001260163.1
OG0004582	XP_001950182.1	NP_650152.1, NP_727091.1
OG0004583	XP_001950266.1	NP_524429.1
OG0004584	XP_001950283.2	NP_001262802.1
OG0004585	XP_001950301.1	NP_573352.2, NP_001261744.1
OG0004586	XP_001950365.1, XP_008181397.1	NP_477329.1
OG0004587	XP_001950366.1	NP_001260046.1
OG0004588	XP_016659652.1, XP_016659653.1, XP_001950394.1	NP_477395.1
OG0004589	XP_001950445.2	NP_524308.2
OG0004590	XP_001950474.2	NP_476927.1
OG0004591	XP_008185610.1, XP_001950505.2	NP_572160.1
OG0004592	XP_001950512.1	NP_524331.2
OG0004593	XP_029341175.1, XP_008179099.1, XP_001950571.2	NP_729802.1
OG0004594	XP_001950593.1	NP_476995.1
OG0004596	XP_001950774.1	NP_001262598.1
OG0004597	XP_001950802.1	NP_001188830.1
OG0004598	XP_001950821.2, XP_003247849.1	NP_611335.1
OG0004599	XP_001950847.1	NP_001246025.1
OG0004600	XP_001950873.2	NP_610172.1
OG0004601	XP_001950874.1	NP_523528.1
OG0004602	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1	NP_996031.1
OG0004603	XP_001951157.2	NP_001162897.1
OG0004604	XP_001951723.1, XP_016662217.1, XP_001951289.2	NP_733256.2
OG0004605	XP_001951340.1, XP_003242868.1	NP_001286057.1
OG0004606	XP_001951451.1	NP_609535.1
OG0004607	XP_001951458.1	NP_001286102.1
OG0004608	XP_001951460.2	NP_648294.1, NP_650191.1
OG0004609	XP_001951489.1	NP_001259382.1
OG0004610	XP_003246418.1, XP_001951616.2, XP_029344190.1	NP_001259243.1
OG0004611	XP_003244497.1, XP_001951619.1	NP_648486.1
OG0004612	XP_001951641.1	NP_572303.4
OG0004613	XP_001951648.1	NP_611943.1
OG0004614	XP_001951740.2	NP_001261836.1
OG0004615	XP_001951775.1	NP_648669.1
OG0004616	XP_001951792.1	NP_001189103.1
OG0004617	XP_001951828.1	NP_651407.3
OG0004618	XP_001951831.1	NP_001097000.1
OG0004619	XP_001951882.1	NP_001261931.1
OG0004620	XP_001951883.1	NP_523782.1
OG0004621	XP_001951890.1	NP_608544.1
OG0004623	XP_001952026.2	NP_730435.2
OG0004624	XP_001952066.1	NP_511165.1
OG0004625	XP_001952088.2, XP_008185740.1	NP_788494.1
OG0004627	XP_001952139.1	NP_648657.1
OG0004628	XP_001952228.2	NP_524190.2
OG0004629	XP_001952234.2, XP_003247769.2	NP_001259964.1
OG0004630	XP_001952248.2	NP_648838.3
OG0004631	XP_001952277.2	NP_001259553.1
OG0004632	XP_001952335.1, XP_029342792.1	NP_610605.1
OG0004633	XP_016659626.1, XP_001952525.1, XP_008187098.1	NP_477385.1
OG0004634	XP_001952576.1, XP_029343772.1	NP_609085.1, NP_001096868.3
OG0004635	XP_001952692.2	NP_001246458.1
OG0004636	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1	NP_610311.1
OG0004637	XP_001952732.2	NP_001246862.1
OG0004638	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1	NP_001285788.1
OG0004639	XP_001952843.1	NP_610589.2
OG0004640	XP_001952851.1	NP_001097639.2
OG0004641	XP_001952869.2	NP_611248.3
OG0004642	XP_003240032.1	NP_001097280.2
