Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_025990828.1
OG0003953	XP_001950785.1	XP_011162228.1
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_011162943.1
OG0003955	XP_001950884.1	XP_011159642.2
OG0003956	XP_001950982.1	XP_011175137.1
OG0003957	XP_001950987.1	XP_011161541.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_011155905.1
OG0003959	XP_001951019.2	XP_011169772.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_025989645.1
OG0003961	XP_001951227.2	XP_011173964.2
OG0003962	XP_001951372.2	XP_011158728.2
OG0003963	XP_001951429.1	XP_011171315.2
OG0003964	XP_001951601.1	XP_039311722.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_039314142.1
OG0003966	XP_001951807.1	XP_039311890.1, XP_039311891.1
OG0003967	XP_001951859.1	XP_025993554.1, XP_039311771.1, XP_039303565.1
OG0003968	XP_001952043.1	XP_011172321.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_011167354.1
OG0003970	XP_001952292.1	XP_011169892.1
OG0003971	XP_001952327.2	XP_011157998.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_011159684.1
OG0003973	XP_001952355.1	XP_011160299.1
OG0003974	XP_001952405.1	XP_011156214.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_025997197.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_011170682.1
OG0003977	XP_001952504.1	XP_011158706.1, XP_039305263.1
OG0003978	XP_001952564.1	XP_011162080.1
OG0003979	XP_001952579.3	XP_011155702.2, XP_011155701.2
OG0003980	XP_001952581.1	XP_011169396.1
OG0003981	XP_001952625.2	XP_011173719.1
OG0003982	XP_003245839.1, XP_001952627.2	XP_039312784.1
OG0003983	XP_001952666.2	XP_025991685.1, XP_025991684.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_011155858.2
OG0003985	XP_001952858.2	XP_011173006.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	XP_039313515.1
OG0003988	XP_003240647.1	XP_025988648.1, XP_025988653.1
OG0003989	XP_003240969.1	XP_011155316.2
OG0003990	XP_003242527.1	XP_039310594.1
OG0003991	XP_003241415.1	XP_025990820.2
OG0003992	XP_003241580.1	XP_011157073.1
OG0003994	XP_003241685.1, XP_008178832.1	XP_011173065.2
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_011163297.1
OG0003996	XP_003242191.1	XP_011167121.1
OG0003997	XP_003242276.1, XP_003247927.1	XP_039309289.1
OG0003998	XP_003242376.1	XP_011175483.2
OG0003999	XP_003242605.1	XP_011161469.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_011158775.2
OG0004001	XP_003242784.1	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1
OG0004002	XP_003242837.1	XP_011169532.1
OG0004003	XP_003242877.1	XP_011159911.1
OG0004004	XP_003242949.1	XP_039305247.1
OG0004005	XP_003243356.1	XP_025988994.2
OG0004006	XP_003243499.1	XP_025992759.2
OG0004007	XP_003243833.1, XP_029341369.1, XP_003243722.1, XP_029341122.1	XP_025995163.1
OG0004008	XP_003243801.2	XP_011158353.1, XP_011158354.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_011163925.1
OG0004010	XP_003244233.1	XP_011166009.1
OG0004011	XP_003244402.1	XP_011164190.1
OG0004012	XP_003245275.1	XP_025996424.2, XP_039307838.1
OG0004013	XP_003245365.1	XP_025997264.2
OG0004014	XP_029344034.1, XP_003245369.1	XP_025995379.2
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	XP_025989603.1
OG0004016	XP_029342325.1	XP_011160976.2
OG0004017	XP_003246135.1	XP_025986525.1
OG0004018	XP_003246201.1	XP_011157242.1, XP_025995061.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_011161528.1
OG0004020	XP_003246485.2	XP_011166363.1
OG0004021	XP_003246496.1	XP_039313089.1, XP_039313090.1, XP_025995783.1
OG0004022	XP_003246762.1	XP_011171815.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_011162975.1, XP_011162974.1
OG0004025	XP_003246983.1	XP_011164271.1
OG0004026	XP_003247003.1	XP_025990012.1
OG0004027	XP_003247146.1	XP_011164751.3
OG0004028	XP_003247231.1	XP_025991781.2, XP_011159188.1
OG0004029	XP_003247295.1	XP_011160784.1
OG0004030	XP_003247407.1	XP_011170043.1
OG0004031	XP_003247630.1	XP_011158780.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_011165363.2
OG0004033	XP_003247913.1	XP_039307474.1
OG0004034	XP_003248165.1	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1
OG0004035	XP_003248194.1	XP_011155615.1
OG0004036	XP_003248254.1	XP_011158733.3
OG0004037	XP_003248335.1	XP_011170260.1, XP_039314275.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_011176152.1
OG0004040	XP_008178620.1	XP_011174172.2
OG0004041	XP_008178679.1	XP_011176199.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_025989619.2
OG0004043	XP_008178865.1, XP_029346647.1	XP_011163010.1
OG0004044	XP_029341758.1, XP_008178965.1	XP_039305638.1, XP_039305637.1
OG0004045	XP_008178980.2	XP_011164711.1
OG0004046	XP_008179028.1	XP_039302056.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_039313211.1, XP_025995715.1
OG0004048	XP_008188917.1, XP_008179528.1	XP_011160967.1
OG0004049	XP_008179642.1	XP_011164527.2
OG0004050	XP_008179692.1	XP_011167831.1
OG0004051	XP_008180014.1	XP_011165647.1
OG0004052	XP_008180268.1	XP_039315146.1
OG0004053	XP_008180418.1	XP_011159339.2
OG0004054	XP_008180420.1	XP_025988227.1, XP_025988226.1
OG0004055	XP_008180435.1	XP_011163549.1
OG0004056	XP_008180588.1	XP_011166280.2
OG0004058	XP_008180684.1	XP_011169619.1
OG0004059	XP_008181328.1	XP_011157452.1
OG0004060	XP_008181545.1	XP_025991675.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_011168657.1
OG0004062	XP_008181730.1	XP_025990409.1
OG0004063	XP_008181930.1	XP_011159313.1, XP_039304238.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_011164224.2
OG0004065	XP_008181995.1	XP_011165116.3
OG0004066	XP_008182047.1	XP_011161434.1, XP_039310940.1
OG0004067	XP_008182186.2	XP_025987207.2
OG0004068	XP_008182193.1, XP_008182195.1	XP_039308564.1
OG0004069	XP_008182528.1	XP_011155411.1
OG0004070	XP_008183001.1	XP_025993491.2
OG0004071	XP_008183264.1	XP_025988101.1
OG0004072	XP_029345811.1, XP_008183519.1	XP_011165270.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_011168263.1
OG0004074	XP_008183932.1	XP_011169219.1
OG0004075	XP_008184012.1	XP_011175194.1
OG0004076	XP_008184022.1, XP_016660688.1	XP_011170411.1
OG0004077	XP_008184230.1	XP_011159212.1
OG0004078	XP_029341311.1, XP_008184314.1	XP_011155720.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_025996144.1, XP_039302042.1
OG0004080	XP_008184464.1	XP_011159852.1
OG0004081	XP_008184572.1	XP_011169144.2, XP_011169139.2
OG0004082	XP_008184682.1	XP_011162090.2
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_039309612.1
OG0004084	XP_008184763.1, XP_008184762.1	XP_039314572.1
OG0004085	XP_008185211.1	XP_011161228.1
OG0004086	XP_008185337.1	XP_011174364.1
OG0004087	XP_008185477.1	XP_025995637.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_011169452.1
OG0004089	XP_008185580.2	XP_011168660.2
OG0004090	XP_008185774.1	XP_011162348.1
OG0004091	XP_008185869.1	XP_039309999.1
OG0004093	XP_008185942.1	XP_025995055.1, XP_025995058.1
OG0004094	XP_008186104.1	XP_011169405.1
OG0004095	XP_008186144.1	XP_011169035.1
OG0004096	XP_008186216.1, XP_016662530.1	XP_025993161.1, XP_011155807.2
OG0004097	XP_008186301.1	XP_011166008.1
OG0004098	XP_008186356.1	XP_011155347.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_011165675.1
OG0004100	XP_008186784.1	XP_011156672.1
OG0004101	XP_008186841.3	XP_011166845.1
OG0004102	XP_008186987.1	XP_011170924.1
OG0004103	XP_008187264.1	XP_039313925.1
OG0004104	XP_008187276.1	XP_039302709.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_025990046.2
OG0004106	XP_008187471.2	XP_011163995.1
OG0004107	XP_008187818.1	XP_011165569.2
OG0004108	XP_008188019.1	XP_011167636.1
OG0004109	XP_008188046.1	XP_011158607.1
OG0004110	XP_008188174.1	XP_025996654.1
OG0004111	XP_008188458.1	XP_011156109.1
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	XP_039303941.1, XP_011168726.1
OG0004113	XP_008189347.1	XP_011158698.1
OG0004114	XP_008189922.1	XP_011160769.1
OG0004115	XP_029345810.1, XP_029347960.1, XP_016657194.1, XP_029348209.1, XP_029348468.1, XP_008189983.1, XP_029348313.1, XP_029342465.1, XP_016660162.1, XP_029348208.1, XP_029348385.1	XP_011172858.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_025990961.2
OG0004117	XP_008190109.1	XP_011175564.1, XP_011175562.1
OG0004118	XP_016665180.1, XP_029346464.1, XP_016662627.1, XP_016663589.1, XP_029347904.1, XP_016659725.1, XP_016655904.1	XP_039306740.1, XP_039307652.1, XP_039313415.1, XP_039301945.1, XP_039309532.1, XP_039309547.1, XP_039315242.1
OG0004119	XP_016656390.1	XP_039310397.1
OG0004120	XP_016656621.1	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	XP_016657144.1	XP_011167012.1
OG0004122	XP_016657495.1	XP_039309149.1
OG0004123	XP_016657568.1	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004124	XP_016657918.1	XP_025987768.1
OG0004125	XP_016658011.1	XP_011156216.1
OG0004126	XP_016658066.2, XP_029346841.1	XP_025991158.1
OG0004127	XP_016658291.2	XP_011159087.1
OG0004128	XP_016658616.1	XP_039307630.1
OG0004129	XP_016658659.1	XP_039313342.1
OG0004130	XP_016658715.1, XP_016664816.2	XP_039314762.1
OG0004131	XP_016658986.1	XP_039304436.1
OG0004132	XP_016659474.1	XP_039309364.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_039302704.1
OG0004135	XP_016660899.1	XP_025993061.1, XP_025993060.1
OG0004136	XP_016660932.1	XP_011156695.1, XP_025991198.1
OG0004137	XP_016661121.1	XP_025990944.2
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_011160097.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_011157272.1
OG0004140	XP_016662222.1	XP_011171059.1
OG0004141	XP_016662254.1	XP_011164745.1
OG0004142	XP_016662508.1	XP_039305779.1
OG0004143	XP_016662795.1	XP_011168220.1
OG0004144	XP_016662974.1, XP_029347110.1	XP_011163595.1
OG0004145	XP_016662981.1	XP_011155467.2
OG0004146	XP_016663028.1	XP_011166259.1
OG0004147	XP_016663111.1	XP_025985975.1
OG0004148	XP_016663378.1, XP_029343202.1	XP_039305262.1
OG0004149	XP_016663551.1	XP_039308369.1
OG0004150	XP_016663581.1	XP_011162070.1
OG0004151	XP_016664428.2	XP_039311368.1
OG0004152	XP_029341078.1	XP_039308924.1, XP_039308921.1, XP_039308869.1, XP_025988257.2
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	XP_025988502.2, XP_039304668.1
OG0004154	XP_029342092.1, XP_029341636.1, XP_029341319.1	XP_039303630.1
OG0004155	XP_029341322.1, XP_029346747.1	XP_025991666.2
OG0004156	XP_029342052.1, XP_029344956.1, XP_029342053.1	XP_039315116.1, XP_011164617.2
OG0004158	XP_029342204.1	XP_025993420.1
OG0004159	XP_029342205.1	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_029342691.1, XP_029342301.1	XP_025985805.1, XP_039308353.1
OG0004161	XP_029342448.1	XP_011171747.1
OG0004162	XP_029342837.1	XP_025993897.1
OG0004163	XP_029342878.1	XP_025993169.1
OG0004164	XP_029343021.1	XP_039312197.1, XP_025989186.1
OG0004165	XP_029343076.1	XP_039311362.1
OG0004166	XP_029343121.1	XP_011168788.1, XP_039310560.1
OG0004167	XP_029343235.1	XP_011176278.2
OG0004168	XP_029343310.1	XP_011159318.1
OG0004169	XP_029343407.1	XP_011160718.1
OG0004170	XP_029343522.1	XP_039303138.1, XP_039315205.1, XP_039303123.1
OG0004171	XP_029343676.1	XP_039311461.1
OG0004172	XP_029343776.1	XP_039303357.1
OG0004173	XP_029343802.1	XP_039309853.1
OG0004174	XP_029343807.1	XP_039302753.1
OG0004175	XP_029348508.1, XP_029343944.1	XP_011169285.2
OG0004176	XP_029344143.1	XP_011170037.2
OG0004177	XP_029344209.1	XP_011168778.1
OG0004178	XP_029344308.1	XP_025992042.2
OG0004179	XP_029344504.1	XP_011170336.1, XP_025992578.1, XP_025992577.1
OG0004180	XP_029344585.1	XP_011158747.1
OG0004181	XP_029345230.1	XP_039312215.1, XP_039312049.1
OG0004182	XP_029345607.1	XP_039313964.1
OG0004183	XP_029345661.1	XP_011157967.1
OG0004184	XP_029345863.1	XP_039310820.1
OG0004185	XP_029346652.1, XP_029346840.1	XP_011156842.1
OG0004186	XP_029346787.1	XP_039308206.1
OG0004187	XP_029346864.1	XP_011164732.1
OG0004188	XP_029346923.1	XP_011175685.1
OG0004189	XP_029347172.1	XP_039308036.1, XP_039308034.1
OG0004190	XP_029347231.1	XP_011164892.1, XP_039303349.1
OG0004191	XP_029347281.1	XP_011159286.1
OG0004192	XP_029347357.1	XP_011168000.1
OG0004193	XP_029347372.1	XP_025989345.1
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	XP_011158897.1
OG0004195	XP_029348100.1	XP_011170586.1
OG0004275	NP_001119626.1, NP_001129462.1	XP_011167760.1
OG0004276	NP_001119646.1	XP_011156394.1
OG0004277	NP_001119657.1	XP_011167596.1
OG0004278	NP_001119663.1, NP_001119662.1	XP_011159414.1
OG0004279	NP_001119666.1, XP_003245465.1	XP_025992877.1
OG0004280	NP_001119675.1	XP_011162790.1
OG0004281	NP_001123921.1, XP_008188986.1	XP_011165507.3
OG0004282	NP_001129370.1	NP_001291536.1
OG0004283	NP_001129413.1	XP_011158925.1, XP_011170687.2
OG0004284	NP_001129593.1	XP_011159168.2
OG0004285	NP_001153870.1, XP_008186968.1	XP_011170431.1
OG0004286	NP_001155369.1	XP_025991997.1
OG0004287	NP_001155370.1	XP_011171348.1
OG0004288	XP_008185319.1, NP_001155384.1	XP_011160311.1
OG0004289	NP_001155415.1	XP_011174990.1
OG0004290	NP_001155423.1, XP_016660884.1	XP_011160834.1
OG0004291	NP_001155441.1, XP_008179388.1	XP_011159623.1
OG0004292	NP_001155465.1	XP_025988686.1
OG0004293	NP_001155480.1, XP_029341890.1	XP_011161761.1
OG0004294	XP_003241876.1, NP_001155483.1	XP_011164701.1
OG0004295	NP_001155521.1, XP_008185893.1	XP_011155556.1, XP_039302705.1
OG0004296	NP_001155531.1	NP_001291535.1
OG0004297	NP_001155558.1	XP_011159308.2
OG0004298	NP_001155571.1	XP_025991766.1
OG0004299	NP_001155591.1	XP_011162811.1
OG0004300	NP_001155595.1	XP_011173646.1
OG0004301	NP_001155605.1	XP_011175923.1
OG0004302	NP_001155613.1	XP_011164490.1
OG0004303	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1	XP_011173353.1
OG0004304	XP_008181535.1, NP_001155617.1	XP_011172794.1
OG0004305	NP_001155670.1, XP_008183760.1	XP_011165525.1, XP_011165526.1
OG0004306	NP_001155673.1	XP_011161319.1
OG0004307	NP_001155698.1	XP_025990223.1
OG0004308	NP_001155704.1	XP_011155369.1
OG0004309	NP_001155716.1	XP_011172070.1, XP_039302724.1
OG0004310	NP_001155728.1	XP_011169536.1
OG0004311	NP_001155739.1	XP_011167419.1
OG0004312	NP_001155750.1	XP_011176213.1
OG0004313	NP_001155761.1	XP_011156843.1
OG0004314	XP_016664301.1, NP_001155778.1	XP_011175481.1
OG0004315	XP_001948896.1, NP_001155788.1	XP_039313436.1
OG0004316	NP_001155797.1	XP_011160667.1
OG0004317	NP_001155817.1	XP_011169758.1
OG0004318	NP_001155818.1	XP_011167420.1
OG0004319	NP_001155824.1	XP_025992547.1
OG0004320	NP_001155919.1	XP_011158298.1
OG0004321	NP_001155926.1, NP_001155925.1, XP_016662234.1	XP_011160296.1
OG0004322	XP_008178254.1, NP_001156062.1	XP_025996169.1
OG0004323	NP_001156066.1, XP_008185270.1	XP_011156367.1
OG0004324	NP_001156067.1	XP_011168737.1
OG0004325	NP_001156081.1	XP_011167787.2
OG0004326	NP_001156083.1, XP_008179689.1	XP_011155658.1
OG0004327	NP_001156085.1	XP_011162645.1
OG0004328	XP_001950162.1, XP_001945150.1, NP_001156106.1	XP_011175958.1
OG0004329	XP_001949539.1, NP_001156127.1, XP_001948464.1	XP_011164160.1
OG0004330	XP_001943288.1, NP_001156150.1, XP_016664124.1	XP_011166161.1
OG0004331	NP_001156159.1	XP_039312186.1
OG0004332	NP_001156166.1	XP_011158918.1
OG0004333	NP_001156179.1	XP_011164566.1
OG0004334	NP_001156180.1	XP_011155808.1
OG0004335	NP_001156214.1	XP_011168535.1
OG0004337	NP_001156248.1	XP_011175185.2
OG0004338	NP_001156273.1, XP_008182807.1	XP_011175918.1
OG0004339	XP_016660093.1, NP_001156282.1	XP_025986876.1
OG0004340	NP_001156293.1, XP_008182896.1	XP_011169576.1
OG0004341	NP_001156295.1	XP_011159269.1
OG0004342	NP_001156298.1, XP_008188552.1	XP_025989004.2
OG0004343	NP_001156302.1	XP_011158059.1
OG0004344	NP_001156317.1	XP_011157561.1
OG0004345	XP_029346854.1, NP_001156581.1	XP_011165075.2
OG0004346	NP_001156584.1	XP_011160509.1
OG0004347	NP_001156680.1	XP_011158052.1
OG0004348	NP_001156824.1, XP_029344173.1	XP_011155402.1, XP_011155403.1
OG0004349	NP_001156840.1	XP_011172971.1
OG0004350	XP_001952462.1, NP_001162110.1	XP_011162606.2
OG0004351	XP_016659609.1, NP_001162111.1	XP_011169220.1
OG0004352	NP_001162146.1	XP_025993434.1
OG0004354	NP_001191881.1, NP_001191880.1, XP_008181799.1	XP_011166851.1
OG0004355	NP_001232933.1	XP_011159672.1
OG0004356	NP_001232946.1, XP_008181957.1	XP_011163720.1
OG0004357	NP_001232948.1	XP_011168541.1
OG0004358	NP_001232977.1	XP_011155962.1
OG0004359	XP_008179668.1, NP_001232981.1	XP_011159163.1
OG0004360	NP_001233002.1	XP_039310609.1, XP_011162634.1
OG0004361	NP_001233005.1, XP_008182399.1	XP_039306298.1, XP_039306297.1
OG0004362	XP_008182477.1, NP_001233009.1	XP_011163937.1
OG0004363	NP_001233011.1	XP_011168050.1
OG0004364	XP_008186748.1, NP_001233039.1, XP_003245528.1	XP_011173448.1
OG0004365	NP_001233068.1	XP_011160867.3
OG0004366	NP_001233069.1	XP_011158666.2
OG0004367	XP_008184711.2, NP_001233074.1	XP_011166171.1
OG0004368	NP_001233080.1	XP_011162649.1
OG0004369	XP_008180360.1, NP_001233086.1	XP_011166769.1
OG0004370	XP_008186743.1, NP_001233108.1, XP_003244935.1	XP_011158745.1
OG0004371	XP_016656763.1, NP_001233118.1	XP_011168028.1
OG0004372	XP_008189554.1, NP_001233119.1	XP_011157803.1
OG0004373	NP_001280257.1	XP_025987089.2
OG0004374	XP_008189941.1, NP_001280267.1	XP_011167279.1
OG0004375	NP_001280276.1	XP_011175577.1
OG0004376	NP_001280280.2	XP_011158201.1, XP_039307158.1
OG0004377	NP_001280292.1	XP_011168524.1
OG0004378	NP_001280293.1	XP_039312560.1, XP_025994146.1, XP_025994144.1
OG0004379	XP_008184941.1, NP_001280303.1	XP_011173472.1
OG0004380	XP_001951121.2, NP_001280305.1	XP_011170800.1
OG0004381	XP_008186861.1, NP_001280306.1	XP_011170090.1, XP_011170088.1
OG0004382	NP_001280307.1, XP_016658111.1	XP_011165974.1
OG0004383	NP_001280311.1	XP_039308163.1
OG0004384	NP_001280313.1	XP_011171821.1
OG0004385	NP_001280324.1	XP_011175281.1
OG0004386	NP_001280359.1, XP_016659217.1	XP_039302032.1
OG0004387	NP_001280371.1, XP_001945195.1	XP_011159528.1
OG0004388	XP_029341939.1, NP_001280385.1	XP_039307715.1, XP_039310233.1
OG0004389	NP_001280387.1	XP_025991586.1
OG0004390	NP_001280416.1	XP_011163163.1
OG0004391	NP_001280457.1	XP_011162978.1, XP_039309542.1
OG0004392	XP_016661080.1, NP_001306891.1	XP_011165811.1
OG0004393	NP_001313566.1	XP_025994963.1, XP_025994964.1
OG0004394	NP_001313573.1	XP_039306930.1
OG0004395	XP_001942582.1, NP_001313581.1	XP_011155442.1
OG0004396	NP_001313594.1	XP_011171282.1
OG0004397	XP_001942562.1	XP_039315694.1
OG0004398	XP_001942631.1	XP_011163824.1
OG0004399	XP_001942682.1	XP_025996001.1
OG0004400	XP_001942719.1	XP_025986767.1
OG0004401	XP_001942738.2	XP_011164976.1
OG0004402	XP_001942800.2, XP_016662605.1, XP_001946709.1	XP_025986957.2
OG0004403	XP_001942801.2	XP_011155452.1, XP_039308802.1
OG0004404	XP_001942828.2	XP_011175503.1
OG0004405	XP_001942849.3	XP_011156989.1
OG0004406	XP_001942859.2	XP_025988639.1
OG0004407	XP_001942878.2	XP_025989611.2
OG0004408	XP_001942883.2, XP_029342951.1, XP_029341050.1	XP_025988093.1
OG0004409	XP_001942888.2	XP_039310539.1
OG0004410	XP_001942892.2	XP_025990670.1, XP_011161046.1
OG0004411	XP_001942986.1	XP_011161010.1
OG0004412	XP_001942989.1	XP_025986105.1
OG0004413	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1	XP_039308509.1
OG0004414	XP_001943160.2	XP_011161695.2
OG0004415	XP_001943213.1	XP_039307262.1
OG0004416	XP_001943233.4	XP_011163051.1
OG0004417	XP_001943396.2	XP_025988619.2
OG0004418	XP_001943475.2	XP_011172442.1
OG0004419	XP_001943478.2	XP_039304889.1
OG0004420	XP_001943508.1	XP_011165627.2
OG0004421	XP_001943509.2	XP_011157351.1
OG0004422	XP_001943554.1, XP_008186319.1	XP_011166474.2
OG0004423	XP_001943587.5	XP_039310197.1
OG0004424	XP_029340954.1, XP_001943599.2	XP_025992955.1
OG0004425	XP_001945523.1, XP_001944221.1, XP_001943616.1	XP_039302251.1
OG0004426	XP_003245197.1, XP_008184049.1, XP_001943642.1	XP_011159423.1
OG0004427	XP_001943645.1	XP_011159910.1
OG0004428	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1	XP_039311638.1
OG0004429	XP_001943718.2	XP_011157697.1
OG0004430	XP_001943735.2	XP_039310268.1
OG0004431	XP_001943793.2	XP_025997187.1, XP_011160792.1
OG0004432	XP_001943865.1	XP_025993998.1
OG0004433	XP_001943879.1	XP_011169606.1
OG0004434	XP_016663093.1, XP_001943914.1, XP_008186950.1	XP_011156787.1
OG0004435	XP_001943923.2	XP_025989496.1, XP_025990783.2, XP_039314988.1, XP_011165193.2, XP_039307664.1, XP_039307658.1, XP_039314245.1, XP_039314244.1, XP_039314243.1, XP_039314247.1, XP_025990771.2, XP_025990768.2, XP_025990773.2, XP_011169811.1, XP_011169812.1
OG0004436	XP_001943937.1	XP_011168013.1
OG0004437	XP_029348693.1, XP_001943962.1	XP_011168642.1
