Orthogroup	Acyrthosiphon_pisum	Dufourea_novaeangliae
OG0004529	XP_001947809.2	XP_015434799.1
OG0004530	XP_001947817.2	XP_015430768.1
OG0004531	XP_001947872.2	XP_015435664.1
OG0004532	XP_001947945.1	XP_015431809.1
OG0004533	XP_001948072.2	XP_015430499.1
OG0004534	XP_001948138.2	XP_015429362.1
OG0004535	XP_001948145.1	XP_015429024.1, XP_015429025.1
OG0004536	XP_001948152.1	XP_015437666.1
OG0004537	XP_001948157.1	XP_015436875.1
OG0004538	XP_001948198.2	XP_015433961.1
OG0004539	XP_001948320.2	XP_015434322.1
OG0004540	XP_001948335.1	XP_015428489.1
OG0004541	XP_001948479.1	XP_015429797.1
OG0004542	XP_001948540.2	XP_015435074.1, XP_015435075.1
OG0004543	XP_001948606.2, XP_008181239.1	XP_015435186.1
OG0004544	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1	XP_015433384.1
OG0004545	XP_001948743.1	XP_015432735.1
OG0004546	XP_001948769.2	XP_015433832.1, XP_015433830.1, XP_015433831.1
OG0004547	XP_001948777.2	XP_015440108.1
OG0004548	XP_001948786.2	XP_015429363.1
OG0004549	XP_001948791.1	XP_015439946.1
OG0004550	XP_001948824.1	XP_015437569.1
OG0004551	XP_001948875.2, XP_003240608.1	XP_015430958.1
OG0004552	XP_001948876.1, XP_008185358.1	XP_015434495.1
OG0004553	XP_001948891.2	XP_015436213.1
OG0004554	XP_001949019.4	XP_015433607.1
OG0004555	XP_001949034.1, XP_008184617.1	XP_015439963.1
OG0004556	XP_001949045.2, XP_001951002.2, XP_003244772.1	XP_015436122.1
OG0004557	XP_001949104.1	XP_015432884.1
OG0004558	XP_001949206.2	XP_015439493.1
OG0004559	XP_001949239.1	XP_015438157.1, XP_015436618.1
OG0004560	XP_001949250.2	XP_015433485.1
OG0004561	XP_001949325.2	XP_015440476.1
OG0004562	XP_001949378.1	XP_015436598.1, XP_015438156.1
OG0004563	XP_001949379.1	XP_015429318.1
OG0004564	XP_001949430.1	XP_015435129.1, XP_015435131.1
OG0004565	XP_001949511.1, XP_001949478.2	XP_015429483.1
OG0004566	XP_001949561.1	XP_015438145.1
OG0004567	XP_001949610.2	XP_015432951.1
OG0004568	XP_001949624.2	XP_015436243.1
OG0004569	XP_001949688.1, XP_008185919.1, XP_029342435.1	XP_015428897.1
OG0004570	XP_001949768.1	XP_015429038.1
OG0004571	XP_001949774.2, XP_003245678.1, XP_029342335.1	XP_015438579.1
OG0004572	XP_001949796.2	XP_015428832.1
OG0004573	XP_001949959.4	XP_015429505.1
OG0004574	XP_001949981.1	XP_015437204.1
OG0004575	XP_001950004.1, XP_029343882.1	XP_015433617.1
OG0004576	XP_001950008.1	XP_015436688.1
OG0004577	XP_008179387.1, XP_001950034.2, XP_029342961.1	XP_015434602.1
OG0004578	XP_001950075.1	XP_015440173.1
OG0004579	XP_001950096.1	XP_015434191.1
OG0004580	XP_001950144.2	XP_015436605.1
OG0004581	XP_001950178.1	XP_015434998.1
OG0004582	XP_001950182.1	XP_015432286.1
OG0004583	XP_001950266.1	XP_015432487.1
OG0004584	XP_001950283.2	XP_015437953.1
OG0004585	XP_001950301.1	XP_015434489.1
OG0004586	XP_001950365.1, XP_008181397.1	XP_015431264.1
OG0004587	XP_001950366.1	XP_015428742.1
OG0004588	XP_016659652.1, XP_016659653.1, XP_001950394.1	XP_015439612.1
OG0004589	XP_001950445.2	XP_015433294.1
OG0004590	XP_001950474.2	XP_015434966.1
OG0004591	XP_008185610.1, XP_001950505.2	XP_015433865.1
OG0004592	XP_001950512.1	XP_015439329.1
OG0004593	XP_029341175.1, XP_008179099.1, XP_001950571.2	XP_015437172.1
OG0004594	XP_001950593.1	XP_015439972.1
OG0004595	XP_001950752.1	XP_015430137.1
OG0004596	XP_001950774.1	XP_015439367.1
OG0004597	XP_001950802.1	XP_015440523.1
OG0004598	XP_001950821.2, XP_003247849.1	XP_015438626.1
OG0004599	XP_001950847.1	XP_015430403.1
OG0004600	XP_001950873.2	XP_015436215.1, XP_015436110.1, XP_015436111.1
OG0004601	XP_001950874.1	XP_015437642.1
OG0004602	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1	XP_015438564.1
OG0004603	XP_001951157.2	XP_015432389.1
OG0004604	XP_001951723.1, XP_016662217.1, XP_001951289.2	XP_015440277.1
OG0004605	XP_001951340.1, XP_003242868.1	XP_015440504.1, XP_015440503.1
OG0004606	XP_001951451.1	XP_015428738.1
OG0004607	XP_001951458.1	XP_015431371.1
OG0004608	XP_001951460.2	XP_015431655.1
OG0004609	XP_001951489.1	XP_015438824.1
OG0004610	XP_003246418.1, XP_001951616.2, XP_029344190.1	XP_015436323.1
OG0004611	XP_003244497.1, XP_001951619.1	XP_015433849.1
OG0004612	XP_001951641.1	XP_015440106.1
OG0004613	XP_001951648.1	XP_015437263.1
OG0004614	XP_001951740.2	XP_015432592.1
OG0004615	XP_001951775.1	XP_015438247.1
OG0004616	XP_001951792.1	XP_015429033.1, XP_015429034.1
OG0004617	XP_001951828.1	XP_015428816.1
OG0004618	XP_001951831.1	XP_015432849.1
OG0004619	XP_001951882.1	XP_015436336.1
OG0004620	XP_001951883.1	XP_015431512.1
OG0004621	XP_001951890.1	XP_015430789.1
OG0004622	XP_001951900.2, XP_008178641.1	XP_015434026.1
OG0004623	XP_001952026.2	XP_015437173.1
OG0004624	XP_001952066.1	XP_015437707.1
OG0004625	XP_001952088.2, XP_008185740.1	XP_015434974.1
OG0004626	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1	XP_015435238.1
OG0004627	XP_001952139.1	XP_015428867.1
OG0004628	XP_001952228.2	XP_015436233.1
OG0004629	XP_001952234.2, XP_003247769.2	XP_015428651.1
OG0004630	XP_001952248.2	XP_015438495.1
OG0004631	XP_001952277.2	XP_015431026.1
OG0004632	XP_001952335.1, XP_029342792.1	XP_015437893.1
OG0004633	XP_016659626.1, XP_001952525.1, XP_008187098.1	XP_015430100.1
OG0004634	XP_001952576.1, XP_029343772.1	XP_015440495.1
OG0004635	XP_001952692.2	XP_015438400.1
OG0004636	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1	XP_015439241.1
OG0004637	XP_001952732.2	XP_015431159.1
OG0004638	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1	XP_015433672.1
OG0004639	XP_001952843.1	XP_015430800.1
OG0004640	XP_001952851.1	XP_015431560.1
OG0004641	XP_001952869.2	XP_015433531.1, XP_015433540.1
OG0004642	XP_003240032.1	XP_015429194.1
OG0004643	XP_003240033.1	XP_015438080.1
OG0004644	XP_003240848.1	XP_015439310.1
OG0004645	XP_003240875.1	XP_015430091.1
OG0004646	XP_003240907.1	XP_015434608.1
OG0004647	XP_008181676.1, XP_003240956.1	XP_015437130.1
OG0004648	XP_003241209.1, XP_008187244.1	XP_015430353.1
OG0004649	XP_003241249.1	XP_015439776.1
OG0004650	XP_016656098.1, XP_003241299.1	XP_015430203.1
OG0004651	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1	XP_015440144.1
OG0004652	XP_003241607.1	XP_015430213.1
OG0004653	XP_003241879.1	XP_015429670.1
OG0004654	XP_003242132.1	XP_015433186.1
OG0004655	XP_003242207.1	XP_015437393.1
OG0004656	XP_016657738.1, XP_003242500.1, XP_029345858.1	XP_015434387.1
OG0004657	XP_003242590.1	XP_015439819.1
OG0004658	XP_003242773.1	XP_015437713.1
OG0004659	XP_003242881.1	XP_015430140.1
OG0004660	XP_003243299.1	XP_015429424.1
OG0004661	XP_003243353.1	XP_015433804.1
OG0004662	XP_003243360.1	XP_015440015.1
OG0004663	XP_003243482.1, XP_008189408.2	XP_015439337.1
OG0004664	XP_003243540.1	XP_015428444.1
OG0004665	XP_003243678.1	XP_015439116.1
OG0004666	XP_003243688.1, XP_016658937.1	XP_015429916.1
OG0004667	XP_003243704.1, XP_016658951.2	XP_015438615.1
OG0004668	XP_003243867.1	XP_015440337.1
OG0004669	XP_008190254.2, XP_003243945.1	XP_015439653.1
OG0004670	XP_016659348.1, XP_003244101.1	XP_015429931.1
OG0004671	XP_003244169.1	XP_015433002.1
OG0004672	XP_003244232.2, XP_008185139.2, XP_016659627.1	XP_015431991.1
OG0004673	XP_003244281.1	XP_015435234.1
OG0004674	XP_003244420.1, XP_016659749.1	XP_015434907.1
OG0004675	XP_003244857.1, XP_008183561.1	XP_015428572.1
OG0004676	XP_003245146.1	XP_015438660.1
OG0004677	XP_003245155.1	XP_015429972.1
OG0004678	XP_003245232.1	XP_015432096.1
OG0004679	XP_003245325.1	XP_015429794.1
OG0004680	XP_003245368.1	XP_015437044.1
OG0004681	XP_003245677.1	XP_015439888.1
OG0004682	XP_003245829.1	XP_015434305.1
OG0004683	XP_003246237.1, XP_003245977.1	XP_015433373.1
OG0004684	XP_003246152.1, XP_008186984.1, XP_029345876.1	XP_015431298.1
OG0004685	XP_003246310.1	XP_015430483.1
OG0004686	XP_003246326.1	XP_015431160.1
OG0004687	XP_003246352.1	XP_015438440.1
OG0004688	XP_003246486.1	XP_015434658.1
OG0004689	XP_003246656.1	XP_015430153.1
OG0004690	XP_003246768.1	XP_015430757.1
OG0004691	XP_003246926.1	XP_015434052.1
OG0004692	XP_003246927.1, XP_008186600.1	XP_015434117.1
OG0004693	XP_003247023.1	XP_015433010.1
OG0004694	XP_003247044.2	XP_015430408.1
OG0004695	XP_003247087.1	XP_015428404.1
OG0004696	XP_003247245.1	XP_015436419.1
OG0004697	XP_003247362.1	XP_015432814.1
OG0004698	XP_003247894.1, XP_029347018.1	XP_015430115.1
OG0004699	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1	XP_015428862.1
OG0004700	XP_003248569.1	XP_015440214.1
OG0004701	XP_003248621.2, XP_029343275.1	XP_015434714.1
OG0004702	XP_003248651.1, XP_029342864.1	XP_015432428.1
OG0004704	XP_029347428.1, XP_008178143.1	XP_015438363.1
OG0004705	XP_008178228.1	XP_015438749.1
OG0004706	XP_008178266.1	XP_015438067.1
OG0004707	XP_008178489.1	XP_015440169.1
OG0004708	XP_008179000.3	XP_015440191.1
OG0004709	XP_016659693.1, XP_008182875.2, XP_008182874.1, XP_008179015.1, XP_008182876.1, XP_029346723.1, XP_016664521.1	XP_015435166.1
OG0004710	XP_016662327.1	XP_015433283.1
OG0004711	XP_008179200.1	XP_015428755.1
OG0004712	XP_008179207.1	XP_015437913.1
OG0004713	XP_008179246.1	XP_015435979.1
OG0004714	XP_008179251.1	XP_015439561.1, XP_015439560.1
OG0004715	XP_008179459.1, XP_029341347.1, XP_008180544.1, XP_029348634.1, XP_029341345.1	XP_015439363.1
OG0004716	XP_008179645.1	XP_015433345.1
OG0004717	XP_008179717.1	XP_015438245.1
OG0004718	XP_008179806.1, XP_029344347.1, XP_008179803.1	XP_015439458.1
OG0004719	XP_008179898.1, XP_016657385.1	XP_015434270.1
OG0004720	XP_008179932.1	XP_015439632.1
OG0004721	XP_008179981.2	XP_015437292.1
OG0004722	XP_008180137.1	XP_015431681.1
OG0004723	XP_008180171.1	XP_015433651.1
OG0004724	XP_016657638.1, XP_016657637.1, XP_008180220.1	XP_015435094.1
OG0004725	XP_008180338.1	XP_015431410.1, XP_015438138.1
OG0004726	XP_008180500.1	XP_015429509.1
OG0004727	XP_008180723.1	XP_015433489.1
OG0004728	XP_008180798.1	XP_015432751.1
OG0004729	XP_008181242.1	XP_015439720.1
OG0004730	XP_008181295.1, XP_008181296.1	XP_015436474.1
OG0004731	XP_008181299.1	XP_015433305.1
OG0004732	XP_008181380.2	XP_015439381.1
OG0004733	XP_008181438.1	XP_015431914.1
OG0004734	XP_008181680.1	XP_015428684.1
OG0004735	XP_008181755.1, XP_008181754.1, XP_008181756.1	XP_015428624.1
OG0004736	XP_029343402.1, XP_008181831.1	XP_015430079.1, XP_015436872.1
OG0004737	XP_029344374.1, XP_008182145.1	XP_015437735.1
OG0004738	XP_008182158.1, XP_008182157.1, XP_008182159.1	XP_015431555.1
OG0004739	XP_008182333.1	XP_015434469.1
OG0004740	XP_008182637.1, XP_029347286.1	XP_015431858.1
OG0004741	XP_008182658.1	XP_015428435.1
OG0004742	XP_008182783.1	XP_015429009.1
OG0004743	XP_008183041.1, XP_008183042.1	XP_015434303.1
OG0004744	XP_008183106.1	XP_015428596.1
OG0004745	XP_008183123.1	XP_015430063.1
OG0004746	XP_008183269.1, XP_029344607.1	XP_015440138.1
OG0004747	XP_008183402.1	XP_015434198.1
OG0004748	XP_016660164.1, XP_008183457.1	XP_015439083.1
OG0004749	XP_029344425.1, XP_008183487.1	XP_015439193.1
OG0004750	XP_008183505.1	XP_015434727.1, XP_015434729.1
OG0004751	XP_008183740.1	XP_015432877.1
OG0004752	XP_008183753.1	XP_015440298.1
OG0004753	XP_008183776.1	XP_015430947.1
OG0004754	XP_008183822.1	XP_015439338.1
OG0004755	XP_008183903.1	XP_015433078.1
OG0004756	XP_008184114.1	XP_015429035.1
OG0004757	XP_008184182.1	XP_015431021.1
OG0004758	XP_008184964.1	XP_015432238.1
OG0004759	XP_029341519.1, XP_008185217.2, XP_016662806.1	XP_015439370.1
OG0004760	XP_008185225.1	XP_015436201.1
OG0004761	XP_029341759.1, XP_029346488.1, XP_008185232.2	XP_015434931.1
OG0004762	XP_008185239.2	XP_015438582.1
OG0004763	XP_008185324.2	XP_015438455.1
OG0004764	XP_008185560.1	XP_015439228.1
OG0004765	XP_008185695.1	XP_015430934.1
OG0004766	XP_008185810.1	XP_015433236.1
OG0004767	XP_008185928.1	XP_015433974.1
OG0004768	XP_008186206.3	XP_015436893.1
OG0004769	XP_008186357.1	XP_015429360.1
OG0004770	XP_008186509.2	XP_015436829.1
OG0004771	XP_008186725.1	XP_015434972.1
OG0004772	XP_029345899.1, XP_008186785.1	XP_015429709.1
OG0004773	XP_008186791.1	XP_015435169.1
OG0004774	XP_008186908.1	XP_015434585.1
OG0004775	XP_008186917.1	XP_015430677.1
OG0004776	XP_008187113.1	XP_015436411.1
OG0004777	XP_008187196.1, XP_029344989.1	XP_015430627.1
OG0004778	XP_008187528.1	XP_015435041.1
OG0004779	XP_008187553.3	XP_015436054.1
OG0004780	XP_008187554.2	XP_015432103.1
OG0004781	XP_008187578.1	XP_015436414.1
OG0004782	XP_008187653.1	XP_015430208.1
OG0004783	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1	XP_015440111.1
OG0004784	XP_008187683.1	XP_015434655.1
OG0004785	XP_008187746.1	XP_015436034.1
OG0004786	XP_029346180.1, XP_008187779.1	XP_015437180.1
OG0004787	XP_029343841.1, XP_008187829.1	XP_015434847.1
OG0004788	XP_008187879.1	XP_015439345.1
OG0004789	XP_008187934.2	XP_015433089.1
OG0004790	XP_008187936.1	XP_015434425.1
OG0004791	XP_008189370.2, XP_008187968.1	XP_015434856.1
OG0004792	XP_008188044.1	XP_015433440.1
OG0004793	XP_008188165.1	XP_015430146.1
OG0004794	XP_008188563.1	XP_015435065.1
OG0004795	XP_008188610.2	XP_015429588.1
OG0004796	XP_008188663.1	XP_015438884.1
OG0004797	XP_008189232.1	XP_015435989.1
OG0004799	XP_008189923.1	XP_015440361.1
OG0004800	XP_008190023.1	XP_015437880.1
OG0004801	XP_016656501.2	XP_015435981.1
OG0004802	XP_016656526.1	XP_015430492.1
OG0004803	XP_016657289.1	XP_015430473.1
OG0004804	XP_016657501.1	XP_015430021.1
OG0004805	XP_016657558.2, XP_029344281.1, XP_029344280.1	XP_015438171.1
OG0004806	XP_016657646.1, XP_016657645.1	XP_015439545.1
OG0004807	XP_016657700.1	XP_015432180.1
OG0004808	XP_016657993.1	XP_015434021.1
OG0004809	XP_016658333.1	XP_015435548.1
OG0004810	XP_016658481.1, XP_029346341.1, XP_016664235.1	XP_015434131.1
OG0004811	XP_016658915.1	XP_015431507.1
OG0004812	XP_016659066.1	XP_015432572.1
OG0004813	XP_016659281.1	XP_015430784.1
OG0004814	XP_016659442.1, XP_016659443.1	XP_015435390.1
OG0004815	XP_016659786.1	XP_015433691.1
OG0004816	XP_016659797.1	XP_015433413.1
OG0004817	XP_016659805.1	XP_015440148.1
OG0004818	XP_016660009.1	XP_015432741.1
OG0004819	XP_016660016.1	XP_015437960.1
OG0004820	XP_016660030.1, XP_016664277.1	XP_015431185.1
OG0004821	XP_016660128.1	XP_015437584.1
OG0004822	XP_016661331.1	XP_015437800.1
OG0004823	XP_016661810.1	XP_015431542.1
OG0004824	XP_016661985.1	XP_015433978.1
OG0004825	XP_016662148.1	XP_015432988.1
OG0004826	XP_016662233.1	XP_015437777.1
OG0004827	XP_016662307.2	XP_015440164.1
OG0004828	XP_016662371.1	XP_015437259.1
OG0004829	XP_016662435.1	XP_015438376.1
OG0004830	XP_016662502.1	XP_015438503.1
OG0004831	XP_016662593.1	XP_015435616.1
OG0004832	XP_016662844.1	XP_015435695.1
OG0004833	XP_016662918.1	XP_015432100.1
OG0004834	XP_016663525.1	XP_015428789.1
OG0004835	XP_016664211.1	XP_015438629.1
OG0004836	XP_016664949.1	XP_015438599.1
OG0004837	XP_029341118.1	XP_015429549.1
OG0004838	XP_029341800.1	XP_015434272.1
OG0004839	XP_029342155.1	XP_015439816.1
OG0004840	XP_029343855.1, XP_029342173.1	XP_015440285.1
OG0004841	XP_029342244.1	XP_015436555.1
OG0004842	XP_029342536.1	XP_015434273.1
OG0004843	XP_029342704.1	XP_015437902.1
OG0004844	XP_029342799.1	XP_015437029.1
OG0004845	XP_029342976.1	XP_015428675.1
OG0004846	XP_029343026.1	XP_015432547.1
OG0004847	XP_029343089.1	XP_015429593.1
OG0004848	XP_029343200.1	XP_015431568.1
OG0004849	XP_029343425.1	XP_015428859.1
OG0004851	XP_029343558.1, XP_029343556.1, XP_029343555.1	XP_015429984.1
OG0004852	XP_029343565.1	XP_015433730.1
OG0004853	XP_029344120.1	XP_015430010.1
OG0004854	XP_029344132.1, XP_029344131.1	XP_015439525.1
OG0004855	XP_029344205.1, XP_029344204.1	XP_015430634.1
OG0004856	XP_029344260.1, XP_029344261.1	XP_015435136.1
OG0004857	XP_029344451.1	XP_015438482.1
OG0004858	XP_029344524.1	XP_015440014.1
OG0004859	XP_029344661.1	XP_015433117.1, XP_015433118.1
OG0004860	XP_029345430.1	XP_015436062.1
OG0004861	XP_029345450.1	XP_015432700.1
OG0004862	XP_029345517.1	XP_015439841.1
OG0004863	XP_029345591.1	XP_015434329.1
OG0004864	XP_029345868.1	XP_015436119.1
OG0004865	XP_029345900.1	XP_015432009.1
OG0004866	XP_029346020.1	XP_015439568.1
OG0004867	XP_029346049.1	XP_015430872.1
OG0004868	XP_029346590.1	XP_015436128.1
OG0004869	XP_029346687.1	XP_015429329.1
OG0004870	XP_029346693.1	XP_015430126.1
OG0004871	XP_029346904.1	XP_015433115.1
OG0004872	XP_029347011.1	XP_015436382.1
OG0004873	XP_029347047.1	XP_015435082.1
OG0004874	XP_029347073.1	XP_015431608.1
OG0004875	XP_029347076.1	XP_015437312.1
OG0004876	XP_029347239.1	XP_015428472.1
OG0004877	XP_029347356.1	XP_015436756.1
OG0004878	XP_029347376.1	XP_015436776.1
OG0004879	XP_029347438.1	XP_015429323.1
OG0004880	XP_029347587.1	XP_015438057.1
OG0004881	XP_029347593.1	XP_015439557.1
OG0004976	NP_001119630.1	XP_015431349.1
OG0004977	NP_001119638.1	XP_015434598.1
OG0004978	NP_001119639.1	XP_015430471.1
OG0004979	NP_001119676.1	XP_015434846.1
OG0004980	NP_001119677.1, XP_008185920.1	XP_015432585.1
OG0004981	NP_001119685.1	XP_015429921.1
OG0004982	NP_001129660.1, NP_001119691.1	XP_015436214.1
OG0004983	NP_001129374.1	XP_015439094.1
OG0004984	NP_001135966.1	XP_015429354.1
OG0004985	NP_001152831.1	XP_015428978.1
OG0004986	XP_003247126.1, NP_001153815.1	XP_015428827.1
OG0004987	NP_001153819.1	XP_015434713.1
OG0004988	NP_001155372.1	XP_015438605.1
OG0004989	XP_029341652.1, NP_001155395.1	XP_015431863.1
OG0004990	NP_001155406.1, XP_003241435.1	XP_015428845.1
OG0004991	NP_001155434.1	XP_015431551.1
OG0004992	NP_001155442.1	XP_015436996.1
OG0004993	XP_001950456.1, NP_001155455.1	XP_015432016.1
OG0004994	NP_001155458.1	XP_015428892.1
OG0004995	NP_001155460.1	XP_015432943.1
OG0004996	NP_001155462.1, NP_001280418.1	XP_015439940.1
OG0004997	XP_008185146.1, NP_001155466.1	XP_015431181.1
OG0004998	NP_001155476.1	XP_015435144.1
OG0004999	NP_001280264.1, NP_001155482.1	XP_015439096.1
OG0005000	NP_001155495.1, XP_003240997.1	XP_015433475.1
OG0005001	NP_001155501.1	XP_015439171.1
OG0005002	NP_001155520.1	XP_015439638.1
OG0005003	NP_001155523.1	XP_015439636.1
OG0005004	NP_001155524.1	XP_015435890.1
OG0005005	NP_001155534.1, NP_001155546.1	XP_015440421.1
OG0005006	XP_003241875.1, NP_001155574.1	XP_015435093.1
OG0005007	XP_008178539.1, NP_001155580.1	XP_015429463.1
OG0005008	NP_001155593.1	XP_015436252.1
OG0005009	NP_001155596.1	XP_015437932.1
OG0005010	NP_001155599.1	XP_015436289.1
OG0005011	NP_001155601.1	XP_015437256.1
OG0005012	NP_001155612.1	XP_015438855.1
OG0005013	NP_001155625.1	XP_015434275.1
OG0005014	NP_001155628.1	XP_015438776.1
OG0005015	NP_001280285.1, NP_001155630.1	XP_015432131.1
OG0005016	NP_001155655.1	XP_015429086.1
OG0005017	NP_001155656.1	XP_015437738.1
OG0005018	NP_001155663.1	XP_015430491.1
OG0005019	XP_029341954.1, XP_003248776.1, NP_001155682.1	XP_015435393.1
OG0005020	NP_001155685.1	XP_015439081.1
OG0005021	NP_001155691.1	XP_015437378.1
OG0005022	XP_029345114.1, NP_001155695.1	XP_015439906.1
OG0005023	XP_029344790.1, NP_001155705.1	XP_015428569.1
OG0005024	NP_001155707.1, XP_008184881.1	XP_015436957.1
OG0005025	XP_008190190.1, NP_001155717.1	XP_015436924.1
OG0005026	NP_001155726.1	XP_015429336.1
OG0005027	NP_001155740.1	XP_015430884.1
OG0005028	XP_008185511.1, NP_001155745.1	XP_015429821.1
OG0005029	NP_001155748.1	XP_015435381.1
OG0005030	NP_001155758.1	XP_015430788.1
OG0005031	XP_003247014.2, NP_001155775.1	XP_015432174.1
OG0005032	NP_001155806.1	XP_015430409.1
OG0005033	XP_016663027.1, NP_001155811.1	XP_015429987.1
OG0005034	NP_001155815.1	XP_015440499.1
OG0005035	XP_008189263.1, NP_001155826.1	XP_015435914.1
OG0005036	NP_001155829.1	XP_015432484.1
OG0005037	NP_001155832.1	XP_015438735.1
OG0005038	XP_001950954.1, NP_001155834.1	XP_015433850.1
OG0005039	NP_001155911.1	XP_015439982.1
OG0005040	NP_001155918.1	XP_015431501.1
OG0005041	NP_001156054.1	XP_015434124.1
OG0005042	NP_001156058.1, XP_029348254.1	XP_015440113.1
OG0005043	NP_001156065.1	XP_015439448.1
OG0005044	NP_001191916.1, NP_001156078.1	XP_015440490.1
OG0005045	XP_008188126.1, NP_001156091.1	XP_015435754.1
OG0005046	NP_001156100.1, XP_008183272.1	XP_015430944.1
OG0005047	XP_016661935.1, NP_001156109.1	XP_015432488.1
OG0005048	NP_001156117.1	XP_015434073.1
OG0005049	NP_001156123.1	XP_015431557.1
OG0005050	NP_001156139.1, XP_008182379.1	XP_015432616.1
OG0005051	NP_001156156.1	XP_015439883.1
OG0005052	NP_001192041.1, NP_001156158.1, XP_008179327.1	XP_015440065.1
OG0005053	NP_001156161.1, XP_029341918.1, NP_001233037.1	XP_015428559.1
OG0005054	NP_001156170.1	XP_015436750.1
OG0005055	NP_001156174.1	XP_015437043.1
OG0005056	NP_001156191.1	XP_015429089.1
OG0005057	NP_001156205.1	XP_015432511.1
OG0005058	XP_003246645.1, NP_001156213.1	XP_015430641.1
OG0005059	NP_001156219.1, XP_029343274.1	XP_015439148.1
OG0005060	NP_001156226.1, XP_016655739.1	XP_015429486.1
OG0005061	NP_001156232.1	XP_015439976.1
OG0005062	NP_001156239.1, XP_008185147.1	XP_015436294.1
OG0005063	XP_016660061.1, NP_001156246.1	XP_015432229.1
OG0005064	NP_001156694.1, NP_001156271.1	XP_015436149.1
OG0005065	NP_001156291.1	XP_015429545.1
