Orthogroup	Acyrthosiphon_pisum	Bombus_terrestris
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_003396412.1
OG0003955	XP_001950884.1	XP_003399704.1
OG0003956	XP_001950982.1	XP_003395102.1
OG0003957	XP_001950987.1	XP_003400268.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_003401106.1
OG0003959	XP_001951019.2	XP_003396727.2
OG0003960	XP_001951100.1, XP_008182492.1	XP_012164425.1
OG0003961	XP_001951227.2	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1
OG0003962	XP_001951372.2	XP_003393846.1
OG0003963	XP_001951429.1	XP_003400656.1
OG0003964	XP_001951601.1	XP_012167985.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_003396468.1
OG0003966	XP_001951807.1	XP_012170337.1
OG0003967	XP_001951859.1	XP_012167226.1
OG0003968	XP_001952043.1	XP_003395516.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_003394133.1
OG0003970	XP_001952292.1	XP_003395316.1
OG0003971	XP_001952327.2	XP_020721947.1, XP_012170719.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_003395507.1
OG0003973	XP_001952355.1	XP_012166308.1
OG0003974	XP_001952405.1	XP_003398826.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_003397479.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_003395686.1
OG0003977	XP_001952504.1	XP_012175257.1
OG0003978	XP_001952564.1	XP_012170299.1
OG0003979	XP_001952579.3	XP_012176448.1
OG0003980	XP_001952581.1	XP_012168607.1, XP_003398795.1
OG0003981	XP_001952625.2	XP_012172090.1
OG0003982	XP_003245839.1, XP_001952627.2	XP_003398920.1
OG0003983	XP_001952666.2	XP_003396643.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_003393647.1
OG0003985	XP_001952858.2	XP_020722528.1, XP_020722527.1, XP_003401037.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	XP_003397473.1
OG0003987	XP_003240357.1	XP_003393172.1
OG0003988	XP_003240647.1	XP_020718818.1
OG0003989	XP_003240969.1	XP_003400137.1
OG0003990	XP_003242527.1	XP_012176719.1
OG0003991	XP_003241415.1	XP_003398876.1
OG0003992	XP_003241580.1	XP_003401777.1
OG0003994	XP_003241685.1, XP_008178832.1	XP_003394789.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_012176250.1
OG0003996	XP_003242191.1	XP_003395712.1
OG0003997	XP_003242276.1, XP_003247927.1	XP_012165049.1
OG0003998	XP_003242376.1	XP_020721051.1
OG0003999	XP_003242605.1	XP_003399684.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_003402661.1
OG0004001	XP_003242784.1	XP_003401758.2, XP_012173142.1
OG0004002	XP_003242837.1	XP_012168251.1, XP_003398516.2
OG0004003	XP_003242877.1	XP_012174654.1
OG0004004	XP_003242949.1	XP_020724001.1
OG0004005	XP_003243356.1	XP_003399646.1
OG0004006	XP_003243499.1	XP_012171056.1
OG0004007	XP_003243833.1, XP_029341369.1, XP_003243722.1, XP_029341122.1	XP_003393086.1
OG0004008	XP_003243801.2	XP_012167408.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_020722462.1
OG0004010	XP_003244233.1	XP_012172555.1
OG0004011	XP_003244402.1	XP_003399212.1
OG0004012	XP_003245275.1	XP_003393499.2
OG0004013	XP_003245365.1	XP_012166115.1, XP_020719374.1, XP_020719373.1
OG0004014	XP_029344034.1, XP_003245369.1	XP_003399713.1
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	XP_003393633.1
OG0004016	XP_029342325.1	XP_003398873.1
OG0004017	XP_003246135.1	XP_003400935.2
OG0004018	XP_003246201.1	XP_012169300.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_020718661.1
OG0004020	XP_003246485.2	XP_012167054.1
OG0004021	XP_003246496.1	XP_012167005.1
OG0004022	XP_003246762.1	XP_012176512.1, XP_003394684.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_003400506.1
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	XP_003396654.1
OG0004025	XP_003246983.1	XP_003396230.1
OG0004026	XP_003247003.1	XP_020723057.1
OG0004027	XP_003247146.1	XP_020720688.1
OG0004028	XP_003247231.1	XP_012168252.2
OG0004029	XP_003247295.1	XP_012173730.1, XP_020723197.1
OG0004030	XP_003247407.1	XP_012171639.1
OG0004031	XP_003247630.1	XP_003393928.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_012164042.1
OG0004033	XP_003247913.1	XP_003394274.1, XP_020724065.1
OG0004034	XP_003248165.1	XP_003400742.1, XP_020722281.1
OG0004035	XP_003248194.1	XP_003403208.1
OG0004036	XP_003248254.1	XP_003393876.2
OG0004037	XP_003248335.1	XP_003396838.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_003403073.1
OG0004040	XP_008178620.1	XP_012170900.1
OG0004041	XP_008178679.1	XP_012171653.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_003401807.1
OG0004043	XP_008178865.1, XP_029346647.1	XP_012166231.2
OG0004044	XP_029341758.1, XP_008178965.1	XP_020718486.1
OG0004045	XP_008178980.2	XP_003401353.1
OG0004046	XP_008179028.1	XP_003396012.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_012164903.1
OG0004048	XP_008188917.1, XP_008179528.1	XP_003398806.1
OG0004049	XP_008179642.1	XP_012176084.1
OG0004050	XP_008179692.1	XP_020721615.1, XP_020721614.1
OG0004051	XP_008180014.1	XP_003394896.1
OG0004052	XP_008180268.1	XP_003401084.1
OG0004053	XP_008180418.1	XP_003393744.1
OG0004054	XP_008180420.1	XP_012170345.1
OG0004055	XP_008180435.1	XP_003398182.1
OG0004056	XP_008180588.1	XP_020718827.1
OG0004058	XP_008180684.1	XP_003401058.1
OG0004059	XP_008181328.1	XP_020718261.1, XP_003393428.1
OG0004060	XP_008181545.1	XP_020718960.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_020721814.1
OG0004062	XP_008181730.1	XP_012167630.1, XP_003398023.1
OG0004063	XP_008181930.1	XP_012176036.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_012166325.1
OG0004065	XP_008181995.1	XP_020720826.1
OG0004066	XP_008182047.1	XP_020721985.1
OG0004067	XP_008182186.2	XP_003395266.2
OG0004068	XP_008182193.1, XP_008182195.1	XP_012168628.1
OG0004069	XP_008182528.1	XP_003402198.1
OG0004070	XP_008183001.1	XP_012173752.1
OG0004071	XP_008183264.1	XP_012171968.1, XP_003400961.1
OG0004072	XP_029345811.1, XP_008183519.1	XP_003400785.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_003394773.2
OG0004074	XP_008183932.1	XP_003393173.1
OG0004075	XP_008184012.1	XP_003400562.1
OG0004076	XP_008184022.1, XP_016660688.1	XP_003399094.1
OG0004077	XP_008184230.1	XP_012172747.1
OG0004078	XP_029341311.1, XP_008184314.1	XP_003399539.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_012166312.1
OG0004080	XP_008184464.1	XP_003402662.1
OG0004081	XP_008184572.1	XP_012169588.1
OG0004082	XP_008184682.1	XP_003399802.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_003400805.1
OG0004084	XP_008184763.1, XP_008184762.1	XP_003401482.1
OG0004085	XP_008185211.1	XP_012167921.1
OG0004086	XP_008185337.1	XP_020722495.1, XP_020722491.1
OG0004087	XP_008185477.1	XP_012164199.1, XP_012164198.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_012175923.2
OG0004089	XP_008185580.2	XP_012170846.1
OG0004090	XP_008185774.1	XP_020723299.1
OG0004091	XP_008185869.1	XP_003394884.1
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	XP_003400758.1
OG0004093	XP_008185942.1	XP_020720880.1, XP_020720873.1
OG0004094	XP_008186104.1	XP_020719489.1
OG0004095	XP_008186144.1	XP_003393076.1
OG0004096	XP_008186216.1, XP_016662530.1	XP_012175672.1, XP_012175673.1
OG0004097	XP_008186301.1	XP_003396351.1
OG0004098	XP_008186356.1	XP_012163287.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_003395065.1
OG0004100	XP_008186784.1	XP_003399219.1
OG0004101	XP_008186841.3	XP_012174460.1, XP_012174458.1
OG0004102	XP_008186987.1	XP_003394728.1
OG0004103	XP_008187264.1	XP_012174910.1
OG0004104	XP_008187276.1	XP_020723275.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_003402172.1
OG0004106	XP_008187471.2	XP_012171343.1, XP_012171346.1
OG0004107	XP_008187818.1	XP_012176353.2
OG0004108	XP_029348485.1	XP_003397703.1
OG0004109	XP_008188046.1	XP_003393417.1
OG0004110	XP_008188174.1	XP_012164278.1, XP_012164279.1, XP_003395753.1
OG0004111	XP_008188458.1	XP_012164684.1
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	XP_020718499.1
OG0004113	XP_008189347.1	XP_003393702.1
OG0004114	XP_008189922.1	XP_003398524.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_012166590.1
OG0004117	XP_008190109.1	XP_020719123.1
OG0004119	XP_016656390.1	XP_012166433.2
OG0004120	XP_016656621.1	XP_003395561.1
OG0004121	XP_016657144.1	XP_012167853.1
OG0004122	XP_016657495.1	XP_012174223.1
OG0004123	XP_016657568.1	XP_003393425.1, XP_012168306.1
OG0004124	XP_016657918.1	XP_012165163.1
OG0004125	XP_016658011.1	XP_012174848.1, XP_003402996.2
OG0004126	XP_016658066.2, XP_029346841.1	XP_020722289.1
OG0004127	XP_016658291.2	XP_003398102.1, XP_012167798.1
OG0004128	XP_016658616.1	XP_003397134.1
OG0004129	XP_016658659.1	XP_012173007.1
OG0004130	XP_016658715.1, XP_016664816.2	XP_012166413.1
OG0004131	XP_016658986.1	XP_020720084.1
OG0004132	XP_016659474.1	XP_003401966.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_012169042.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_020723279.1, XP_020723278.1
OG0004135	XP_016660899.1	XP_003396731.1
OG0004136	XP_016660932.1	XP_020721679.1, XP_020721678.1
OG0004137	XP_016661121.1	XP_012172424.1
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_012165176.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_012171711.1
OG0004140	XP_016662222.1	XP_003393034.1
OG0004141	XP_016662254.1	XP_003399771.1
OG0004142	XP_016662508.1	XP_020721603.1
OG0004143	XP_016662795.1	XP_012167999.1, XP_003398299.2
OG0004144	XP_016662974.1, XP_029347110.1	XP_012174031.1
OG0004145	XP_016662981.1	XP_020718811.1
OG0004146	XP_016663028.1	XP_003403348.1
OG0004147	XP_016663111.1	XP_012166280.1
OG0004148	XP_016663378.1, XP_029343202.1	XP_020720981.1, XP_020720982.1
OG0004149	XP_016663551.1	XP_003398179.1
OG0004150	XP_016663581.1	XP_012172461.1, XP_012172462.1
OG0004151	XP_016664428.2	XP_003399874.1, XP_003398139.2
OG0004152	XP_029341078.1	XP_020720137.1
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	XP_020723337.1, XP_012164514.2
OG0004154	XP_029342092.1, XP_029341636.1, XP_029341319.1	XP_020723408.1
OG0004155	XP_029341322.1, XP_029346747.1	XP_020723074.1
OG0004156	XP_029342052.1, XP_029344956.1, XP_029342053.1	XP_003401457.1
OG0004157	XP_029343043.1, XP_029342091.1	XP_020724322.1, XP_020724320.1
OG0004158	XP_029342204.1	XP_012168013.1
OG0004159	XP_029342205.1	XP_003397943.1
OG0004160	XP_029342691.1, XP_029342301.1	XP_020720715.1
OG0004161	XP_029342448.1	XP_012167536.1
OG0004162	XP_029342836.1	XP_020724210.1, XP_012176616.1
OG0004162	XP_029342837.1	XP_012174391.1
OG0004163	XP_029342878.1	XP_003393802.1
OG0004164	XP_029343021.1	XP_003400670.1
OG0004165	XP_029343076.1	XP_020723624.1
OG0004166	XP_029343121.1	XP_003394331.1
OG0004167	XP_029343235.1	XP_012176756.1, XP_003394835.1
OG0004168	XP_029343310.1	XP_012176035.1
OG0004169	XP_029343407.1	XP_003396026.1
OG0004170	XP_029343522.1	XP_012166586.1
OG0004171	XP_029343676.1	XP_003394367.1
OG0004172	XP_029343776.1	XP_012163841.1
OG0004173	XP_029343802.1	XP_012166058.1
OG0004174	XP_029343807.1	XP_012173372.1
OG0004175	XP_029348508.1, XP_029343944.1	XP_012172346.1
OG0004176	XP_029344143.1	XP_012163938.1, XP_012163936.1
OG0004177	XP_029344209.1	XP_003394323.1
OG0004178	XP_029344308.1	XP_012168226.1
OG0004179	XP_029344504.1	XP_003400844.1
OG0004180	XP_029344585.1	XP_020723822.1
OG0004181	XP_029345230.1	XP_003394184.1
OG0004182	XP_029345607.1	XP_003398726.1
OG0004183	XP_029345661.1	XP_012165528.2
OG0004184	XP_029345863.1	XP_020722790.1
OG0004185	XP_029346652.1, XP_029346840.1	XP_012167202.1
OG0004186	XP_029346787.1	XP_020720479.1
OG0004187	XP_029346864.1	XP_003394769.1
OG0004188	XP_029346923.1	XP_020723709.1
OG0004189	XP_029347172.1	XP_012167045.2
OG0004190	XP_029347231.1	XP_020722912.1
OG0004191	XP_029347281.1	XP_003398465.1
OG0004192	XP_029347357.1	XP_003400220.1
OG0004193	XP_029347372.1	XP_012175598.1
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	XP_003393779.1
OG0004195	XP_029348100.1	XP_003394594.1
OG0004275	NP_001119626.1, NP_001129462.1	XP_012172045.1
OG0004276	NP_001119646.1	XP_003393070.1
OG0004277	NP_001119657.1	XP_003397448.1
OG0004278	NP_001119663.1, NP_001119662.1	XP_012164051.1
OG0004279	NP_001119666.1, XP_003245465.1	XP_012170152.1
OG0004280	NP_001119675.1	XP_003397228.1
OG0004281	NP_001123921.1, XP_008188986.1	XP_003393484.1
OG0004282	NP_001129370.1	XP_003395129.1
OG0004283	NP_001129413.1	XP_003393793.1, XP_003393797.1
OG0004284	NP_001129593.1	XP_003399883.1
OG0004285	NP_001153870.1, XP_008186968.1	XP_003396764.1
OG0004286	NP_001155369.1	XP_003397453.3
OG0004287	NP_001155370.1	XP_003396892.1
OG0004288	XP_008185319.1, NP_001155384.1	XP_003394841.1
OG0004289	NP_001155415.1	XP_020723186.1
OG0004290	NP_001155423.1, XP_016660884.1	XP_012171286.1, XP_003400472.1, XP_003400473.1
OG0004291	NP_001155441.1, XP_008179388.1	XP_003395873.1, XP_003395875.1
OG0004292	NP_001155465.1	XP_003394100.1
OG0004293	NP_001155480.1, XP_029341890.1	XP_003397010.1
OG0004294	XP_003241876.1, NP_001155483.1	XP_003401525.1
OG0004295	NP_001155521.1, XP_008185893.1	XP_012173875.1
OG0004296	NP_001155531.1	XP_003396177.1
OG0004297	NP_001155558.1	XP_003397583.2
OG0004298	NP_001155571.1	XP_003398444.1
OG0004299	NP_001155591.1	XP_003396600.1
OG0004300	NP_001155595.1	XP_012163642.1
OG0004301	NP_001155605.1	XP_012164439.1
OG0004302	NP_001155613.1	XP_012166007.2
OG0004303	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1	XP_020718336.1
OG0004304	XP_008181535.1, NP_001155617.1	XP_012168872.1
OG0004305	NP_001155670.1, XP_008183760.1	XP_003393495.1
OG0004306	NP_001155673.1	XP_003400622.1
OG0004307	NP_001155698.1	XP_012169846.1
OG0004308	NP_001155704.1	XP_003399637.1
OG0004309	NP_001155716.1	XP_003393639.1
OG0004310	NP_001155728.1	XP_003392875.1
OG0004311	NP_001155739.1	XP_003399367.1
OG0004312	NP_001155750.1	XP_003397109.1
OG0004313	NP_001155761.1	XP_003397622.1, XP_012167190.1
OG0004314	XP_016664301.1, NP_001155778.1	XP_003399310.1
OG0004315	XP_001948896.1, NP_001155788.1	XP_012167152.1
OG0004316	NP_001155797.1	XP_012167824.1
OG0004317	NP_001155817.1	XP_003395379.1
OG0004318	NP_001155818.1	XP_003394099.1
OG0004319	NP_001155824.1	XP_003399853.1
OG0004320	NP_001155919.1	XP_003398073.1
OG0004321	NP_001155926.1, NP_001155925.1, XP_016662234.1	XP_003397035.1
OG0004322	XP_008178254.1, NP_001156062.1	XP_012167807.1
OG0004323	NP_001156066.1, XP_008185270.1	XP_003399037.1
OG0004324	NP_001156067.1	XP_003397675.1, XP_003401361.1
OG0004325	NP_001156081.1	XP_003400985.1
OG0004326	NP_001156083.1, XP_008179689.1	XP_003395808.1
OG0004327	NP_001156085.1	XP_003395779.1
OG0004328	XP_001950162.1, XP_001945150.1, NP_001156106.1	XP_003397948.1
OG0004329	XP_001949539.1, NP_001156127.1, XP_001948464.1	XP_003403334.1
OG0004330	XP_001943288.1, NP_001156150.1, XP_016664124.1	XP_003397350.1
OG0004331	NP_001156159.1	XP_003398300.1
OG0004332	NP_001156166.1	XP_012174909.1
OG0004333	NP_001156179.1	XP_003399049.1
OG0004334	NP_001156180.1	XP_012175671.1
OG0004335	NP_001156214.1	XP_003397966.1, XP_012167687.1
OG0004336	NP_001156225.1	XP_003395508.1
OG0004337	NP_001156248.1	XP_012171508.1
OG0004338	NP_001156273.1, XP_008182807.1	XP_020719205.1
OG0004339	XP_016660093.1, NP_001156282.1	XP_012172453.1
OG0004340	NP_001156293.1, XP_008182896.1	XP_003398495.1
OG0004341	NP_001156295.1	XP_003394223.1
OG0004342	NP_001156298.1, XP_008188552.1	XP_020719434.1
OG0004343	NP_001156302.1	XP_003400038.1
OG0004344	NP_001156317.1	XP_003402357.1
OG0004345	XP_029346854.1, NP_001156581.1	XP_003403032.1
OG0004346	NP_001156584.1	XP_012167042.1
OG0004347	NP_001156680.1	XP_003400032.1
OG0004348	NP_001156824.1, XP_029344173.1	XP_003402181.1
OG0004349	NP_001156840.1	XP_003393252.1, XP_012165195.1
OG0004350	XP_001952462.1, NP_001162110.1	XP_003397283.1
OG0004351	XP_016659609.1, NP_001162111.1	XP_003393177.1
OG0004352	NP_001162146.1	XP_003398305.1
OG0004353	XP_001946329.1, NP_001165433.1	XP_020723904.1, XP_020723903.1
OG0004354	NP_001191881.1, NP_001191880.1, XP_008181799.1	XP_012164554.1
OG0004355	NP_001232933.1	XP_020723122.1, XP_003401943.1, XP_012173425.1
OG0004356	NP_001232946.1, XP_008181957.1	XP_003401833.1
OG0004357	NP_001232948.1	XP_003397970.1
OG0004358	NP_001232977.1	XP_012169070.1
OG0004359	XP_008179668.1, NP_001232981.1	XP_012172659.1
OG0004360	NP_001233002.1	XP_003395794.1
OG0004361	NP_001233005.1, XP_008182399.1	XP_003398026.1
OG0004362	XP_008182477.1, NP_001233009.1	XP_012172542.2
OG0004363	NP_001233011.1	XP_003399029.1
OG0004364	XP_008186748.1, NP_001233039.1, XP_003245528.1	XP_003402409.1
OG0004365	NP_001233068.1	XP_003400751.1
OG0004366	NP_001233069.1	XP_003393775.1
OG0004367	XP_008184711.2, NP_001233074.1	XP_003400984.1
OG0004368	NP_001233080.1	XP_012164304.1
OG0004369	XP_008180360.1, NP_001233086.1	XP_012164979.1
OG0004370	XP_008186743.1, NP_001233108.1, XP_003244935.1	XP_003393810.1
OG0004371	XP_016656763.1, NP_001233118.1	XP_020723536.1
OG0004372	XP_008189554.1, NP_001233119.1	XP_012174341.1
OG0004373	NP_001280257.1	XP_003394800.1
OG0004374	XP_008189941.1, NP_001280267.1	XP_003401823.1
OG0004375	NP_001280276.1	XP_003396220.1
OG0004376	NP_001280280.2	XP_003394466.1
OG0004377	NP_001280292.1	XP_003394298.1
OG0004378	NP_001280293.1	XP_003397144.1
OG0004379	XP_008184941.1, NP_001280303.1	XP_003394482.1
OG0004380	XP_001951121.2, NP_001280305.1	XP_012163389.1
OG0004381	XP_008186861.1, NP_001280306.1	XP_012168785.2
OG0004382	NP_001280307.1, XP_016658111.1	XP_003399016.1
OG0004383	NP_001280311.1	XP_012173168.1
OG0004384	NP_001280313.1	XP_003395426.1
OG0004385	NP_001280324.1	XP_003401219.1
OG0004386	NP_001280359.1, XP_016659217.1	XP_003401816.1
OG0004387	NP_001280371.1, XP_001945195.1	XP_003401947.1
OG0004388	XP_029341939.1, NP_001280385.1	XP_003393040.1
OG0004389	NP_001280387.1	XP_003395501.1
OG0004390	NP_001280416.1	XP_003395007.1
OG0004391	NP_001280457.1	XP_003396925.1
OG0004392	XP_016661080.1, NP_001306891.1	XP_003396396.1
OG0004393	NP_001313566.1	XP_012169089.1
OG0004394	NP_001313573.1	XP_012167729.1
OG0004395	XP_001942582.1, NP_001313581.1	XP_020719090.1
OG0004396	NP_001313594.1	XP_003398547.1
OG0004397	XP_001942562.1	XP_012171662.1
OG0004398	XP_001942631.1	XP_003394823.1
OG0004399	XP_001942682.1	XP_003401674.1
OG0004400	XP_001942719.1	XP_003393868.1
OG0004401	XP_001942738.2	XP_003393047.1
OG0004402	XP_001942800.2, XP_016662605.1, XP_001946709.1	XP_003403267.1
OG0004403	XP_001942801.2	XP_012173570.1
OG0004404	XP_001942828.2	XP_012164882.1
OG0004405	XP_001942849.3	XP_003394664.1
OG0004406	XP_001942859.2	XP_012167726.1
OG0004407	XP_001942878.2	XP_012173784.1
OG0004409	XP_001942888.2	XP_012172345.2
OG0004410	XP_001942892.2	XP_003394061.1, XP_020723983.1
OG0004411	XP_001942986.1	XP_012175016.1, XP_012175017.1
OG0004412	XP_001942989.1	XP_012168564.1, XP_003398662.1
OG0004413	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1	XP_020724174.1
OG0004414	XP_001943160.2	XP_003398344.1
OG0004415	XP_001943213.1	XP_003397617.1
OG0004416	XP_001943233.4	XP_012164875.2
OG0004417	XP_001943396.2	XP_003393491.1
OG0004418	XP_001943475.2	XP_003397443.3
OG0004419	XP_001943478.2	XP_012166496.1
OG0004420	XP_001943508.1	XP_012163228.1
OG0004421	XP_001943509.2	XP_020722093.1
OG0004422	XP_001943554.1, XP_008186319.1	XP_012167586.1
OG0004423	XP_001943587.5	XP_003398652.1
OG0004424	XP_029340954.1, XP_001943599.2	XP_003401450.1
OG0004425	XP_001945523.1, XP_001944221.1, XP_001943616.1	XP_020719094.1
OG0004426	XP_003245197.1, XP_008184049.1, XP_001943642.1	XP_020718942.1
OG0004427	XP_001943645.1	XP_012174662.1
OG0004428	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1	XP_003398526.1
OG0004429	XP_001943718.2	XP_003396185.1
OG0004430	XP_001943735.2	XP_012167421.1
OG0004431	XP_001943793.2	XP_012172226.1, XP_012172227.1
OG0004432	XP_001943865.1	XP_003401931.1
OG0004433	XP_001943879.1	XP_012164130.1
OG0004434	XP_016663093.1, XP_001943914.1, XP_008186950.1	XP_012172151.1
OG0004436	XP_001943937.1	XP_003394291.1
OG0004437	XP_029348693.1, XP_001943962.1	XP_003401779.1
OG0004438	XP_029343495.1, XP_001943964.1	XP_003400824.1
OG0004439	XP_001944027.1	XP_003398644.2
OG0004440	XP_001944064.2	XP_003400822.1
OG0004441	XP_001944082.2, XP_029345734.1	XP_012167114.2
OG0004442	XP_001944089.1	XP_003394751.1, XP_003394752.1
OG0004443	XP_001944118.2	XP_003394970.1
OG0004444	XP_029341716.1	XP_012163354.1
OG0004445	XP_001944183.2	XP_003394612.1
OG0004446	XP_001944292.2	XP_012166289.1
OG0004447	XP_001944300.1	XP_003397643.1
OG0004448	XP_001944310.1	XP_012170065.2
OG0004449	XP_016659859.2, XP_001944313.3	XP_012168492.1
OG0004450	XP_001944556.1	XP_003402205.1
OG0004451	XP_001944606.2	XP_012167887.1
OG0004452	XP_001944629.2	XP_020723173.1
OG0004453	XP_001944662.2	XP_012175727.1, XP_012175728.1
OG0004454	XP_016661451.1, XP_001944699.1	XP_012168319.1
OG0004455	XP_001948523.1, XP_001944737.2	XP_003395819.1
