Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0003187	XP_029341626.1	XP_016840364.1, XP_032454845.1
OG0003188	XP_029341673.1, XP_029341672.1	XP_001608079.1
OG0003189	XP_029341798.1	XP_016841203.1
OG0003190	XP_029342603.1, XP_029342602.1	XP_008207958.1
OG0003191	XP_029342618.1	XP_032457505.1
OG0003193	XP_029343501.1	XP_016840618.2, XP_031784428.1
OG0003194	XP_029344191.1	XP_008214955.1
OG0003195	XP_029344542.1	XP_008217101.1
OG0003196	XP_029344559.1	XP_016837744.1
OG0003197	XP_029344863.1	XP_032457708.1, XP_031781831.1, XP_031781832.1, XP_032457709.1, XP_032457707.1, XP_031781830.1
OG0003199	XP_029344896.1	XP_031783531.1, XP_031783530.1, XP_016839896.1
OG0003200	XP_029344949.1, XP_029344904.1	XP_031788020.1
OG0003201	XP_029344999.1	XP_001605057.2
OG0003202	XP_029345095.1, XP_029345096.1	XP_031779726.1
OG0003203	XP_029345224.1	XP_031778707.1
OG0003204	XP_029345226.1	XP_008202404.1
OG0003205	XP_029345237.1	XP_031783749.1, XP_031783748.1, XP_031783747.1, XP_031783746.1
OG0003206	XP_029345312.1, XP_029345314.1, XP_029345311.1, XP_029345313.1	XP_031784357.1
OG0003207	XP_029345608.1	NP_001135433.1, XP_031787467.1
OG0003208	XP_029345978.1	XP_001607070.2
OG0003209	XP_029346256.1	XP_031783587.1
OG0003210	XP_029346272.1	XP_003427286.1, XP_016839882.1, XP_008210357.1
OG0003212	XP_029346962.1	XP_008201780.1
OG0003213	XP_029346987.1, XP_029346988.1	XP_031788502.1, XP_031788501.1
OG0003214	XP_029347199.1	XP_031784782.1, XP_032455237.1, XP_032454948.1
OG0003215	XP_029347548.1	XP_001606196.1
OG0003262	NP_001119632.1	XP_001599647.1
OG0003263	NP_001119644.1, XP_008182973.1	XP_001602506.2
OG0003264	NP_001119645.2	NP_001153366.1
OG0003265	NP_001119665.1	XP_032455873.1, XP_008208629.1, XP_032455874.1
OG0003266	NP_001119680.1, NP_001155410.1	XP_016840487.1, XP_003427501.1, XP_008211322.1
OG0003267	NP_001128191.1, NP_001128192.1, XP_029342004.1	NP_001128196.1
OG0003268	XP_029346907.1, NP_001129372.1	XP_016839919.1
OG0003269	NP_001135925.1, XP_008179390.1	XP_008213300.1, NP_001154940.1
OG0003270	NP_001153315.1, XP_029343900.1	NP_001161183.1
OG0003271	XP_008179119.1, NP_001153316.1	XP_031780417.1, XP_031780418.1, XP_031780419.1
OG0003272	NP_001155405.1	XP_001607263.1
OG0003273	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1	XP_008209399.1
OG0003274	XP_008184524.1, NP_001155459.1	XP_001601408.1
OG0003275	NP_001155469.1, NP_001155582.1, XP_008184835.1	XP_001600470.2, XP_001608109.1
OG0003276	XP_016663063.1, NP_001155470.1, XP_003248822.2	XP_031782013.1, XP_032453804.1
OG0003277	NP_001155472.1	XP_008210681.1
OG0003278	XP_008182152.1, NP_001155473.1	XP_001600005.1, XP_032452707.1, XP_031778489.1
OG0003279	NP_001155474.1, XP_029341888.1	XP_008213455.1, XP_008213456.1
OG0003280	NP_001155506.1	XP_032455797.1, XP_016840634.1
OG0003281	NP_001155551.1	XP_001601076.1
OG0003282	NP_001155567.1	XP_031786890.1
OG0003283	NP_001155600.1, XP_003245083.1	XP_003427328.1
OG0003284	NP_001155658.1	XP_031777212.1
OG0003285	NP_001155681.1	XP_008201914.1
OG0003286	NP_001155743.1	XP_008209152.1, XP_001605063.1
OG0003287	XP_003247472.1, NP_001155789.1	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1
OG0003288	NP_001155793.1, XP_003248623.2	XP_001599389.1
OG0003289	NP_001155798.1	NP_001162016.1, XP_008209312.1
OG0003290	NP_001155809.1	XP_001602650.3
OG0003291	XP_029344575.1, NP_001155928.1	XP_001605693.1
OG0003292	NP_001156064.1, NP_001280295.1	XP_031783034.1
OG0003293	NP_001156068.1	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1
OG0003294	NP_001156087.1	XP_001608255.1
OG0003295	NP_001156097.1, XP_008179602.1	XP_001601545.1
OG0003296	NP_001156099.1	NP_001135841.1
OG0003297	NP_001156183.1	XP_016837342.1, XP_001606741.1
OG0003298	NP_001156222.1	XP_001605181.1
OG0003299	NP_001156233.1, XP_008184366.1	XP_001605558.1
OG0003300	NP_001156292.1	XP_001605980.1
OG0003301	NP_001156297.1	XP_001599584.1
OG0003302	NP_001157402.1	XP_016837680.1
OG0003303	NP_001164576.1, XP_029344821.1	XP_008209243.1
OG0003304	XP_016663680.1, NP_001191852.1	XP_008210018.1
OG0003305	NP_001191906.1	XP_008205307.1, XP_001604167.1
OG0003306	NP_001232939.1	XP_016841637.1
OG0003307	NP_001232956.1, XP_008181268.1	XP_001601855.2
OG0003308	NP_001232959.1	XP_016845748.1, XP_032457019.1
OG0003309	NP_001233006.1, XP_008187646.1	XP_001600525.1
OG0003311	NP_001233054.1	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1
OG0003312	NP_001233061.1	XP_003425757.1, XP_008203965.1, XP_001606448.1
OG0003313	NP_001233079.1	XP_003426633.1
OG0003314	XP_008188881.1, NP_001233100.1	XP_003426081.1
OG0003315	XP_008190004.1, NP_001233121.1	XP_001605663.3
OG0003316	NP_001280375.1, XP_008184944.1	XP_031780051.1, XP_032452312.1
OG0003317	NP_001280390.1, XP_016656478.1	XP_016842468.1, XP_001600535.1
OG0003318	XP_001945578.1, NP_001280440.1	XP_031779959.1
OG0003319	NP_001280461.1	NP_001165797.1
OG0003320	NP_001280478.1, XP_008185427.1	XP_001599074.2
OG0003321	NP_001313568.1	XP_008216489.1, XP_003424030.1
OG0003322	XP_016657749.1, NP_001313575.1	XP_001604921.2
OG0003323	NP_001313577.1	XP_001604434.2, XP_008211404.1
OG0003324	NP_001313582.1	XP_001599547.1
OG0003325	NP_001313603.1	XP_032452651.1, XP_003425169.1
OG0003326	XP_001942619.2	XP_032455973.1, NP_001127800.1
OG0003327	XP_001942770.2, XP_003244217.2	XP_001607631.1
OG0003328	XP_001942781.1	XP_001600626.2
OG0003329	XP_001942784.1	XP_003428199.1, XP_031786691.1
OG0003330	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1	XP_016845882.1, XP_008203053.1
OG0003331	XP_001942791.2	XP_031782365.1, XP_031782347.1
OG0003332	XP_003242762.1, XP_016657834.1, XP_001942824.1	XP_001603724.1
OG0003333	XP_001942923.1	XP_008212766.1, XP_008212765.1, XP_016837504.1
OG0003334	XP_001943118.1	XP_008215008.1
OG0003335	XP_001943119.2	XP_001607194.2
OG0003336	XP_016664033.1, XP_001943186.1	XP_016843002.1
OG0003337	XP_001943273.1	NP_001166078.1
OG0003339	XP_008185744.1, XP_001943568.2	XP_001606646.2
OG0003340	XP_016663659.1, XP_001943637.2	XP_001607630.2
OG0003341	XP_001943662.1	XP_031785381.1
OG0003342	XP_008179196.1, XP_001943673.1	XP_001607831.2
OG0003343	XP_029346930.1, XP_001943707.1	XP_001605475.3
OG0003344	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2	NP_001123317.1, XP_032452220.1
OG0003345	XP_001943740.1	XP_001608055.1
OG0003346	XP_016659707.1, XP_001943771.2	XP_031784752.1
OG0003348	XP_001943847.2	XP_016840535.1
OG0003349	XP_001943944.2	XP_008211064.3
OG0003350	XP_001944020.2	XP_001605023.1
OG0003351	XP_008186526.1, XP_001944030.1	XP_008217410.1
OG0003352	XP_001944054.1	XP_031782364.1, XP_001604975.1
OG0003353	XP_001944154.1	XP_031783402.1
OG0003355	XP_001944232.2	XP_031786464.1
OG0003356	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1	XP_031777254.1
OG0003357	XP_001944513.1	XP_016840528.1
OG0003358	XP_001944605.1	XP_001604974.2
OG0003359	XP_001944635.1, XP_029345548.1, XP_029345549.1, XP_003240926.1	XP_031781617.1
OG0003360	XP_001944636.1	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1
OG0003361	XP_001944713.1	NP_001165865.1, XP_008207920.1
OG0003362	XP_001944740.2	XP_031787772.1
OG0003363	XP_001944833.1	XP_016844987.1, XP_016844988.1
OG0003364	XP_001944849.2	XP_001604620.1
OG0003365	XP_008185024.1, XP_001944857.2	XP_008212795.1, XP_001607615.2
OG0003366	XP_001944878.1	XP_008208142.1
OG0003367	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3	XP_016841681.1
OG0003368	XP_001945022.2	XP_001608198.2
OG0003369	XP_008181399.1	XP_016840979.1
OG0003370	XP_001945119.2	NP_001153334.1, XP_031777498.1
OG0003371	XP_001945137.1	NP_001153446.1, NP_001153445.1, XP_008216731.1
OG0003372	XP_001945221.1	XP_031780932.1
OG0003373	XP_001945270.2, XP_016658990.1	XP_031786772.1
OG0003374	XP_001945319.1, XP_016656412.1	XP_032455255.1
OG0003376	XP_016661812.1, XP_001945425.2	XP_001605382.1
OG0003377	XP_001945461.1	XP_031780716.1
OG0003378	XP_001945487.2, XP_029344171.1	XP_032458173.1, XP_031785909.1
OG0003379	XP_001945513.4, XP_008185599.1, XP_008180419.1	XP_031786925.1
OG0003380	XP_001945568.2	XP_031781487.1
OG0003381	XP_001945577.1	XP_001605201.1, XP_008203868.1
OG0003382	XP_003242238.1, XP_001945605.1, XP_001952412.1	XP_016841191.1
OG0003383	XP_001945721.2, XP_029347247.1	XP_001600399.1
OG0003385	XP_001945853.1	XP_032454531.1, XP_001605068.2
OG0003387	XP_001945876.1	XP_001599757.1, XP_032458190.1, XP_003424837.1
OG0003388	XP_001945889.2, XP_008178614.1	XP_003426564.1
OG0003389	XP_001945896.1	XP_008213769.1
OG0003390	XP_001945905.1	XP_003426918.1
OG0003391	XP_001945906.2, XP_016661859.1	XP_008202154.1, XP_008202153.1
OG0003392	XP_001945926.2	XP_016845870.1
OG0003393	XP_016660179.1, XP_001945950.2	XP_001605405.1
OG0003394	XP_001946048.4	XP_001606771.1, XP_031778844.1
OG0003395	XP_001946117.2	XP_001604101.2
OG0003396	XP_001946123.1	XP_001607425.1
OG0003398	XP_016656728.1, XP_001946219.1	XP_001607355.1
OG0003399	XP_016657973.1, XP_001946261.1	XP_001601933.1
OG0003400	XP_001946339.1	XP_003424747.1, XP_032456842.1
OG0003401	XP_001946495.2, XP_029347566.1	XP_001606651.2, XP_016845402.1
OG0003402	XP_001946561.2	XP_001599713.1
OG0003403	XP_001946655.2, XP_003247032.1	XP_001600431.1
OG0003404	XP_029346329.1, XP_001946747.2	XP_031779080.1
OG0003405	XP_001946794.1	XP_008204009.1, XP_008204002.1
OG0003406	XP_008185012.1, XP_001946819.2	XP_031786071.1, XP_031786069.1
OG0003407	XP_001946852.1	XP_003425749.1
OG0003408	XP_001946858.2	XP_003424314.1, XP_003424316.1
OG0003409	XP_001946987.1	XP_016838223.1, XP_031778820.1
OG0003410	XP_016656491.1, XP_001947020.1	XP_031778589.1
OG0003411	XP_001947052.2	XP_031780505.1
OG0003412	XP_016664104.1, XP_001947061.2	XP_001604278.2
OG0003413	XP_001947112.2	XP_001602662.1
OG0003414	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1	XP_031781506.1
OG0003416	XP_001947340.2	XP_001601753.2
OG0003417	XP_001947348.4, XP_029346570.1	XP_016839394.1, XP_016839393.2
OG0003418	XP_016663240.1, XP_016663241.1, XP_001947412.2	XP_016842407.1
OG0003419	XP_001947457.2, XP_029347785.1	XP_008208739.1
OG0003420	XP_001947467.1	XP_001606185.1
OG0003421	XP_001947620.2	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1
OG0003422	XP_001947696.1	XP_001606351.1
OG0003424	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2	XP_001603235.1
OG0003425	XP_001947752.2	XP_016840848.1, XP_031784522.1, XP_031784523.1
OG0003426	XP_001947902.2	XP_008214857.1
OG0003427	XP_001952385.2, XP_001947924.2, XP_001947908.2	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1
OG0003428	XP_001948130.1	XP_032453976.1
OG0003429	XP_001948239.2	XP_016843938.1
OG0003430	XP_001948242.1	XP_032454860.1
OG0003431	XP_001948295.1	XP_016837400.1, XP_031780764.1
OG0003432	XP_001948312.1	XP_003425676.1
OG0003433	XP_001948385.2	XP_003428173.1, XP_031786429.1, XP_031786428.1
OG0003434	XP_003247440.2, XP_001948425.1	XP_008202235.1
OG0003435	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1	XP_001603997.1
OG0003436	XP_001948504.2	XP_008217342.2
OG0003437	XP_001948597.3	XP_032456914.1, XP_031787382.1
OG0003438	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1	XP_003426457.1
OG0003439	XP_001948678.2	XP_008215167.1
OG0003441	XP_029346557.1, XP_001948873.1, XP_016659482.1	XP_031783384.1, XP_031783382.1, XP_031783385.1
OG0003442	XP_001948878.2	XP_031786717.1, XP_008210116.1
OG0003444	XP_008184847.1, XP_001948995.2, XP_001949035.2	XP_031778018.1
OG0003445	XP_001949068.2	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1
OG0003446	XP_001949172.2	XP_016837091.1
OG0003447	XP_001949175.1, XP_008188157.1, XP_003247963.1	XP_003424583.1
OG0003448	XP_001951973.1, XP_001949244.1	XP_008210748.1
OG0003449	XP_001949300.2	XP_031776669.1, XP_008216799.1
OG0003450	XP_029347434.1, XP_001949386.1	XP_001600227.1
OG0003451	XP_001949443.1, XP_008182268.1	XP_008210372.1
OG0003452	XP_001949579.2	XP_001604611.1
OG0003453	XP_001949581.1	XP_001600949.1
OG0003454	XP_001949590.1	NP_001153317.1
OG0003455	XP_001949601.1	XP_001603352.1
OG0003456	XP_001949728.1	XP_001599918.1
OG0003457	XP_001949847.3	XP_031783417.1
OG0003458	XP_001949938.1	XP_001605099.3, XP_016843767.1
OG0003459	XP_003246026.1, XP_001949988.2	XP_001606506.1
OG0003460	XP_001950150.1, XP_016659321.1, XP_008187444.1	NP_001177680.1, NP_001177681.1, NP_001177679.1
OG0003461	XP_001950219.2	XP_016841560.1
OG0003462	XP_001950312.3, XP_001952645.2, XP_016662209.1	XP_031786713.1, XP_031786712.1
OG0003463	XP_001950362.2	XP_008217787.1
OG0003464	XP_001950406.1	XP_001599732.2
OG0003465	XP_003242582.1, XP_001950487.1	XP_016842301.1, XP_008218131.1
OG0003466	XP_001950497.2	XP_003423892.1
OG0003467	XP_001950565.1	XP_032454489.1, XP_008213509.1, XP_008213508.1
OG0003468	XP_001950656.2	XP_003424108.1
OG0003469	XP_001950926.2	XP_001606491.1, XP_008214817.1
OG0003470	XP_029341385.1, XP_001950966.1, XP_008181619.1	XP_031785314.1
OG0003471	XP_001951022.1	XP_001606370.1
OG0003472	XP_001951071.2	XP_008208020.1
OG0003473	XP_001951088.1	XP_001603735.1, XP_032456774.1
OG0003474	XP_001951216.1	XP_001604289.1
OG0003475	XP_008185936.1, XP_016662274.1, XP_001951232.1	XP_016836743.1
OG0003476	XP_001951345.2	XP_031787014.1
OG0003477	XP_001951463.1	XP_001606644.2
OG0003478	XP_001951473.1	NP_001161245.1
OG0003479	XP_001951613.2, XP_001951588.1	XP_016838281.1, XP_001608074.2
OG0003480	XP_001951654.1, XP_003243111.1	XP_008213190.1
OG0003481	XP_001951672.1	XP_001602033.3
OG0003482	XP_001951686.1	XP_008206391.1
OG0003483	XP_008182013.1, XP_001951763.1	XP_001607208.1
OG0003484	XP_001951769.1	XP_031781718.1
OG0003485	XP_008187413.1, XP_003248591.3, XP_001951824.1	XP_001606752.1
OG0003486	XP_001951912.1	XP_031785060.1, XP_001601526.1
OG0003487	XP_001952144.2	XP_001601422.2, XP_008216833.1
OG0003488	XP_001952182.2	XP_032455534.1, XP_031785678.1
OG0003489	XP_001952220.2	XP_008207605.3
OG0003490	XP_001952358.1	XP_008213196.1, XP_008213197.1, XP_016844513.1
OG0003491	XP_016661005.1, XP_001952370.2	XP_016845917.1
OG0003492	XP_029347505.1, XP_029347504.1, XP_029347503.1, XP_029347502.1, XP_029347501.1, XP_001952386.2, XP_008184407.1	XP_001603619.1
OG0003493	XP_001952446.1	XP_008205208.1, XP_001602461.2
OG0003494	XP_001952473.1	XP_016845528.1
OG0003495	XP_001952501.1	XP_008206040.1
OG0003496	XP_029341064.1, XP_001952620.1, XP_016665155.1	XP_001605585.1
OG0003497	XP_001952647.1, XP_008185303.1	XP_016839365.1, XP_016839364.1
OG0003498	XP_001952675.1	XP_031784333.1, XP_032455716.1, XP_001601196.1
OG0003499	XP_001952681.2	XP_008207430.1
OG0003500	XP_001952759.1	XP_016845591.1
OG0003501	XP_003240049.1, XP_016658932.1	XP_001601626.1
OG0003502	XP_003240230.1	XP_031782821.1
OG0003503	XP_003240263.1, XP_029342193.1	XP_031778425.1
OG0003504	XP_003240303.1	XP_016840248.1
OG0003506	XP_003241120.1	XP_008203801.2
OG0003507	XP_003241192.1, XP_016655970.1	NP_001128395.1
OG0003508	XP_003241234.1, XP_003241233.1	XP_001607183.1
OG0003510	XP_003241246.1	XP_003423865.1
OG0003511	XP_003241376.1	NP_001153421.1, XP_031787438.1
OG0003512	XP_008179169.1, XP_003241811.2	XP_001604407.2
OG0003513	XP_003241912.1	XP_031788089.1, XP_031788057.1
OG0003514	XP_003242055.1	XP_016845576.1
OG0003515	XP_003242169.1	XP_031784403.1, XP_031784402.1
OG0003516	XP_003242256.1	XP_001606215.1
OG0003517	XP_003242428.1	XP_031783413.1
OG0003518	XP_029343551.1, XP_003242563.1, XP_008182183.1	XP_031787356.1
OG0003519	XP_003242937.1	XP_031783548.1
OG0003520	XP_003243058.1	XP_016843257.1
OG0003521	XP_003243849.1	XP_008201792.1
OG0003522	XP_003243938.1	XP_001603530.1
OG0003523	XP_003243991.1, XP_008182922.2	XP_008216446.1, XP_008216445.1, XP_032453319.1
OG0003524	XP_003244035.1	XP_031784246.1
OG0003525	XP_016659508.2, XP_003244215.1	XP_031778520.1
OG0003526	XP_003244247.1	XP_008202585.1
OG0003527	XP_003244330.1, XP_003244329.1, XP_008182798.1	XP_031783323.1
OG0003528	XP_003244950.3	XP_001604169.2
OG0003529	XP_003245180.1, XP_029344844.1	XP_001606994.1
OG0003530	XP_029343408.1, XP_003245260.3	XP_016840860.1, XP_032454871.1
OG0003531	XP_003245357.1	NP_001161182.1
OG0003532	XP_003245398.1	XP_008208296.1
OG0003533	XP_003245424.1, XP_008184388.1	XP_008206432.1
OG0003534	XP_003245446.2	XP_032456323.1
OG0003535	XP_003245515.1	XP_001599298.1
OG0003536	XP_003245836.1	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1
OG0003537	XP_003246162.1, XP_003246884.1, XP_029344117.1, XP_008181783.1	XP_031780057.1
OG0003538	XP_003246197.1	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1
OG0003539	XP_003246293.1	XP_032456302.1, XP_008201811.1, XP_008201810.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	XP_031785670.1, XP_016840768.1
OG0003541	XP_003246627.1	XP_001605928.2
OG0003542	XP_003247061.1	XP_001604514.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	XP_001606527.1
OG0003544	XP_003247589.1, XP_008187546.1	XP_001601780.1, XP_003425099.1
OG0003545	XP_003247865.1	XP_016839924.1
OG0003546	XP_003247891.1	XP_016839621.2
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	XP_016845143.1
OG0003548	XP_003248023.1	XP_016843603.1
OG0003549	XP_029346010.1, XP_003248864.4	XP_032455347.1, XP_032455348.1, XP_001605383.2
OG0003550	XP_008187570.1, XP_003249066.3	XP_008217705.1
OG0003551	XP_008178332.1	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2
OG0003552	XP_008178771.1	XP_008213958.1
OG0003553	XP_008179250.1	XP_031788513.1
OG0003554	XP_008179589.1	XP_001604509.1
OG0003555	XP_008180060.1	XP_031780576.1, XP_031780577.1
OG0003556	XP_008180277.1	XP_031789464.1
OG0003557	XP_008180489.1	XP_001606774.1
OG0003558	XP_008180549.2	NP_001139382.1
OG0003559	XP_008180807.1	XP_031787804.1
OG0003560	XP_008181116.1, XP_029345017.1	XP_031780747.1
OG0003561	XP_008181363.1	XP_001608240.1
OG0003562	XP_008181496.1, XP_008181497.1	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1
OG0003563	XP_008181684.1	XP_001601655.2, XP_016840163.2
OG0003564	XP_008182177.1	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1
OG0003565	XP_008182222.1	XP_016837936.1
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	XP_003425578.1
OG0003567	XP_008182468.1	XP_016841642.1
OG0003568	XP_008182565.1	XP_032456719.1
OG0003569	XP_008182773.1, XP_008182772.1	XP_031786908.1, XP_031786914.1
OG0003570	XP_008183142.1	XP_016842394.1
OG0003571	XP_008183420.1	XP_001606689.1
OG0003572	XP_008183814.1, XP_016660476.1	XP_008209070.1, XP_008209071.1
OG0003573	XP_008184346.1, XP_008184343.1	XP_016840689.1, XP_032455636.1
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	XP_031779724.1
OG0003575	XP_008184513.1	XP_031778981.1, XP_003424038.1
OG0003576	XP_008184569.1	XP_001603566.1
OG0003577	XP_008184684.1	XP_008209435.1
OG0003578	XP_008185383.2	XP_001600721.1
OG0003579	XP_008185408.2	XP_032457733.1, XP_031782634.1
OG0003580	XP_008185743.1	XP_001601313.1
OG0003581	XP_008186177.1, XP_016662504.1	XP_031783353.1
OG0003582	XP_008186400.2	XP_008204887.1
OG0003583	XP_008186708.1	XP_001607092.1
OG0003584	XP_008186709.1	XP_032453115.1
OG0003585	XP_008186918.1	XP_001605871.2
OG0003587	XP_008186963.1	XP_008206062.1
OG0003588	XP_029347312.1, XP_008186998.1	XP_031785536.1
OG0003589	XP_008187340.1	XP_016845558.1
OG0003590	XP_008187431.1	XP_008214159.1, XP_031780638.1, XP_031789023.1, XP_031789027.1, NP_001164407.1, XP_016841608.1
OG0003591	XP_029341206.1, XP_008187613.1	XP_001603446.1
OG0003592	XP_008187788.1	XP_016843466.1, XP_016843464.1
OG0003593	XP_029348567.1, XP_008187811.1	XP_031786731.1
OG0003595	XP_029347177.1, XP_008188342.1	XP_003426440.1
OG0003595	XP_029347712.1	XP_031784277.1
OG0003596	XP_008188502.1, XP_008188501.1	XP_001601721.1, XP_032453867.1, XP_032453863.1
OG0003597	XP_008188583.1	XP_031781204.1, XP_031781209.1
OG0003598	XP_008188697.1	XP_031787334.1
OG0003599	XP_008189074.1, XP_029347043.1	XP_031786415.1
OG0003600	XP_008190191.2	XP_008213320.2
OG0003601	XP_016656463.1, XP_016656462.1	XP_001599843.1
OG0003602	XP_029341756.1, XP_016657266.1	XP_001604641.1, XP_008211414.1
OG0003603	XP_016657618.1	XP_001604062.2
OG0003604	XP_016657691.1	XP_016842123.1
OG0003605	XP_016657955.1	XP_016841953.1
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	XP_001601675.1
OG0003607	XP_016661016.1	XP_008210721.1
OG0003608	XP_016661412.1	XP_016838050.1, XP_008204324.1
OG0003609	XP_016661625.1	XP_032456540.1
OG0003610	XP_016662052.1, XP_029347557.1	XP_032454947.1, XP_003424119.1
OG0003611	XP_016663109.1	XP_031783754.1
OG0003612	XP_016663793.1, XP_029345112.1, XP_029345113.1	XP_016845369.1
OG0003613	XP_016663845.1, XP_016663844.1	XP_031778710.1
OG0003614	XP_016663972.1	NP_001161704.1, XP_032457098.1
