Orthogroup	Nomia_melanderi	Megachile_rotundata
OG0004149	XP_031831029.1	XP_003706977.1
OG0004150	XP_031843324.1	XP_003701887.1
OG0004151	XP_031827116.1, XP_031827118.1	XP_012154363.1
OG0004152	XP_031843378.1	XP_003701868.1
OG0004153	XP_031828680.1	XP_003702627.1
OG0004154	XP_031842848.1	XP_003699625.1
OG0004155	XP_031846414.1	XP_012151414.1
OG0004156	XP_031849449.1	XP_012154399.1
OG0004157	XP_031830669.1	XP_012144161.1
OG0004158	XP_031839515.1, XP_031839507.1	XP_003700167.1
OG0004159	XP_031846487.1, XP_031846496.1	XP_012150502.1
OG0004160	XP_031841258.1, XP_031841245.1	XP_012149399.1
OG0004161	XP_031835990.1	XP_012142700.1
OG0004162	XP_031826465.1	XP_003703085.1
OG0004163	XP_031828849.1	XP_003703229.1
OG0004164	XP_031834358.1, XP_031834357.1	XP_003700800.1
OG0004165	XP_031837660.1	XP_003704908.1
OG0004166	XP_031832697.1	XP_012143328.1, XP_003708275.2
OG0004167	XP_031839526.1	XP_012137298.1
OG0004168	XP_031831065.1	XP_012142919.1
OG0004169	XP_031841865.1	XP_003708673.1, XP_003707486.1
OG0004170	XP_031840567.1	XP_003701029.1, XP_003701028.1
OG0004171	XP_031830304.1	XP_012144733.1
OG0004172	XP_031825861.1	XP_003706945.1
OG0004173	XP_031847862.1	XP_003706830.1
OG0004174	XP_031825864.1	XP_003706829.1
OG0004175	XP_031836178.1	XP_003702900.1
OG0004176	XP_031833266.1	XP_012138080.1
OG0004177	XP_031828129.1	XP_003705561.1
OG0004178	XP_031843380.1	XP_003701063.1
OG0004179	XP_031837985.1	XP_003704564.1
OG0004180	XP_031830203.1	XP_012135705.1
OG0004181	XP_031833983.1	XP_003705335.1
OG0004182	XP_031840552.1	XP_003704708.2
OG0004183	XP_031839016.1	XP_003705858.1
OG0004184	XP_031844317.1	XP_003708175.1
OG0004185	XP_031843083.1	XP_003708622.2
OG0004186	XP_031837869.1	XP_003703183.1, XP_012140265.1
OG0004187	XP_031844364.1	XP_003704338.1
OG0004188	XP_031833348.1	XP_003699480.1
OG0004189	XP_031833352.1	XP_003699460.1
OG0004190	XP_031845108.1	XP_012139941.1
OG0004191	XP_031837945.1	XP_003701957.1
OG0004192	XP_031832028.1, XP_031832031.1	XP_003703520.1
OG0004193	XP_031829423.1	XP_012142590.1
OG0004194	XP_031838314.1	XP_003703443.1
OG0004195	XP_031830123.1	XP_012138937.1
OG0004196	XP_031833835.1	XP_003700210.1
OG0004197	XP_031845750.1, XP_031845749.1	XP_003703686.1
OG0004198	XP_031847082.1, XP_031847083.1	XP_012153812.1
OG0004199	XP_031847702.1	XP_012153822.1
OG0004200	XP_031837883.1	XP_012145792.1
OG0004201	XP_031845897.1	XP_003707156.1
OG0004202	XP_031827693.1	XP_012142732.1, XP_003704425.1
OG0004203	XP_031840110.1	XP_003701279.1
OG0004204	XP_031832269.1	XP_003703653.1
OG0004205	XP_031827070.1	XP_003705397.1, XP_012145553.1
OG0004206	XP_031845814.1	XP_012141498.1
OG0004207	XP_031843645.1	XP_003700057.1
OG0004208	XP_031838334.1	XP_003700076.1
OG0004209	XP_031831030.1	XP_003706802.1
OG0004210	XP_031825601.1	XP_012150147.1
OG0004211	XP_031833507.1	XP_003707423.1
OG0004212	XP_031825680.1	XP_003707322.1, XP_012150186.1
OG0004213	XP_031847368.1	XP_012140551.1
OG0004214	XP_031846770.1	XP_003703268.1
OG0004215	XP_031838867.1	XP_003703362.1
OG0004216	XP_031846991.1	XP_003703265.2
OG0004217	XP_031834393.1	XP_012141977.1
OG0004218	XP_031834420.1	XP_012142008.1
OG0004219	XP_031841797.1	XP_003704570.1, XP_012143535.1
OG0004220	XP_031843429.1	XP_003701039.1
OG0004221	XP_031842173.1	XP_003701348.1
OG0004222	XP_031843386.1	XP_003701382.1
OG0004223	XP_031846457.1	XP_012144781.1
OG0004224	XP_031829050.1	XP_003700992.1
OG0004225	XP_031847142.1	XP_003705823.1
OG0004226	XP_031833649.1	XP_012145204.1
OG0004228	XP_031825844.1	XP_003707008.1
OG0004229	XP_031836059.1	XP_003701236.1
OG0004230	XP_031833505.1	XP_012145094.1, XP_003705262.1
OG0004231	XP_031834457.1	XP_003699228.1
OG0004232	XP_031827555.1	XP_012134594.1
OG0004233	XP_031826051.1	XP_012138579.1, XP_012138580.1
OG0004234	XP_031845660.1	XP_012139184.1, XP_012139182.1
OG0004235	XP_031833093.1	XP_012139419.1
OG0004236	XP_031834909.1	XP_003700863.1
OG0004237	XP_031849428.1, XP_031849427.1	XP_003699976.1
OG0004238	XP_031849173.1	XP_003699311.1, XP_012150019.1
OG0004239	XP_031849971.1	XP_003707730.2
OG0004240	XP_031840834.1	XP_003703970.1
OG0004242	XP_031841761.1	XP_012144475.1
OG0004243	XP_031829378.1	XP_003699430.1
OG0004245	XP_031840324.1	XP_012150820.1, XP_012150777.1
OG0004246	XP_031833892.1	XP_003707335.1, XP_012150227.1
OG0004247	XP_031846639.1	XP_003707370.1
OG0004248	XP_031848293.1	XP_003704037.1
OG0004249	XP_031848460.1	XP_003704010.1
OG0004250	XP_031826565.1	XP_003702727.1
OG0004251	XP_031839658.1	XP_003702271.1
OG0004252	XP_031839720.1	XP_003702272.1
OG0004253	XP_031838664.1	XP_003703312.1
OG0004254	XP_031826445.1, XP_031826442.1	XP_003702145.1
OG0004255	XP_031846282.1	XP_012137806.1
OG0004256	XP_031836787.1, XP_031834902.1, XP_031834772.1	XP_012138439.1
OG0004257	XP_031839608.1, XP_031839609.1	XP_003702315.1
OG0004258	XP_031828637.1	XP_003700685.1, XP_012134902.1
OG0004259	XP_031848371.1	XP_003701636.2
OG0004260	XP_031840996.1, XP_031840994.1	XP_003705813.1
OG0004261	XP_031836187.1, XP_031836095.1	XP_012153940.1
OG0004262	XP_031827563.1	XP_003706094.1
OG0004263	XP_031828498.1	XP_012134722.1
OG0004264	XP_031847578.1, XP_031847573.1	XP_003707991.1
OG0004265	XP_031837588.1	XP_003703788.1
OG0004266	XP_031837446.1, XP_031837447.1	XP_003703774.1
OG0004267	XP_031843976.1	XP_012147053.1
OG0004268	XP_031843983.1	XP_012147060.1
OG0004269	XP_031846480.1	XP_012147524.1
OG0004270	XP_031831290.1, XP_031831289.1	XP_003700372.1
OG0004271	XP_031834844.1	XP_012153838.1
OG0004272	XP_031837874.1	XP_003707136.1
OG0004273	XP_031837658.1	XP_003704493.1
OG0004274	XP_031844305.1	XP_003708166.1
OG0004275	XP_031838358.1	XP_003703478.1
OG0004276	XP_031834119.1	XP_012150384.1, XP_012150375.1
OG0004277	XP_031842302.1	XP_012139921.1
OG0004278	XP_031826519.1	XP_012143881.1, XP_012143880.1
OG0004279	XP_031826496.1	XP_003704618.1
OG0004280	XP_031831580.1	XP_012153703.1, XP_012153699.1
OG0004281	XP_031838648.1	XP_012146757.1
OG0004282	XP_031836689.1	XP_012137063.1, XP_012137067.1
OG0004283	XP_031836789.1	XP_012137095.1
OG0004284	XP_031837200.1, XP_031837205.1	XP_012139855.1
OG0004285	XP_031836978.1	XP_012139845.1
OG0004286	XP_031838110.1	XP_012136207.1
OG0004287	XP_031847272.1	XP_012149865.1
OG0004288	XP_031848656.1, XP_031848657.1	XP_003702352.1
OG0004289	XP_031827262.1	XP_003700523.1
OG0004290	XP_031827266.1	XP_003700476.1
OG0004291	XP_031847618.1	XP_003704201.1
OG0004292	XP_031847634.1	XP_012142665.1, XP_012142664.1
OG0004293	XP_031849551.1	XP_003699858.1, XP_012147216.1
OG0004294	XP_031831838.1	XP_012145983.1
OG0004295	XP_031835304.1	XP_003703188.1
OG0004296	XP_031847995.1	XP_003703469.1
OG0004297	XP_031849560.1	XP_003699888.1
OG0004298	XP_031849522.1	XP_012146395.1
OG0004299	XP_031832319.1	XP_012142776.1
OG0004301	XP_031846164.1	XP_012146328.1
OG0004302	XP_031828524.1	XP_003700300.2
OG0004303	XP_031832241.1	XP_012140974.1
OG0004304	XP_031833200.1	XP_012136757.1
OG0004305	XP_031840437.1	XP_003707139.1, XP_012149511.1
OG0004306	XP_031830116.1	XP_003705074.1
OG0004307	XP_031832049.1, XP_031832050.1	XP_012140907.1
OG0004308	XP_031832014.1	XP_012140937.1
OG0004309	XP_031840542.1, XP_031840541.1	XP_003708466.1
OG0004310	XP_031827887.1	XP_003708517.1
OG0004311	XP_031843193.1, XP_031843197.1	XP_012153441.1
OG0004313	XP_031836047.1	XP_003706323.1
OG0004314	XP_031836151.1	XP_012147639.1
OG0004315	XP_031836170.1	XP_012147642.1, XP_012147641.1
OG0004317	XP_031836284.1	XP_012147661.1
OG0004318	XP_031836379.1	XP_003706311.1
OG0004319	XP_031832192.1, XP_031832191.1	XP_012141377.1
OG0004320	XP_031831894.1	XP_012141350.1
OG0004321	XP_031829519.1	XP_012148517.1
OG0004322	XP_031829529.1, XP_031829528.1	XP_012148529.1
OG0004324	XP_031840042.1	XP_003704324.1
OG0004325	XP_031835961.1	XP_012142752.1
OG0004326	XP_031835956.1	XP_012142990.1
OG0004327	XP_031826899.1, XP_031826898.1	XP_012154280.1
OG0004328	XP_031827080.1	XP_012154249.1
OG0004329	XP_031827076.1	XP_012145475.1
OG0004330	XP_031841197.1	XP_012135768.1
OG0004331	XP_031829992.1	XP_003705107.1
OG0004332	XP_031829816.1, XP_031829817.1	XP_003705138.1
OG0004334	XP_031830267.1, XP_031830265.1	XP_012135813.1
OG0004335	XP_031834244.1	XP_003703700.1
OG0004336	XP_031834226.1	XP_012141482.1, XP_012141481.1
OG0004337	XP_031841803.1	XP_012150402.1, XP_012150408.1
OG0004338	XP_031838392.1	XP_003704820.1
OG0004339	XP_031848982.1	XP_012141077.1
OG0004340	XP_031849013.1	XP_003703599.1
OG0004341	XP_031838398.1	XP_012144096.1
OG0004342	XP_031836814.1, XP_031836810.1	XP_012147300.1
OG0004343	XP_031844553.1	XP_012147193.1
OG0004344	XP_031840983.1	XP_012145809.1
OG0004345	XP_031832180.1	XP_003703605.1
OG0004346	XP_031832011.1	XP_003703452.1
OG0004347	XP_031833891.1	XP_003700238.1
OG0004348	XP_031837052.1	XP_003700262.1
OG0004349	XP_031842555.1	XP_003701420.1
OG0004350	XP_031847987.1	XP_012153446.1
OG0004351	XP_031849073.1	XP_003707201.1
OG0004352	XP_031836784.1	XP_012145729.1
OG0004353	XP_031827744.1, XP_031827742.1	XP_012142969.1
OG0004354	XP_031827746.1	XP_012142978.1
OG0004355	XP_031845790.1	XP_003703483.1
OG0004356	XP_031832209.1	XP_003703506.1
OG0004357	XP_031845971.1	XP_012149633.1
OG0004358	XP_031827701.1	XP_012143014.1
OG0004359	XP_031827835.1	XP_003704259.1
OG0004360	XP_031827722.1	XP_012143023.1
OG0004361	XP_031827665.1	XP_012142743.1, XP_012142734.1
OG0004362	XP_031848985.1	XP_003704345.1
OG0004363	XP_031827695.1	XP_012142862.1, XP_012142865.1
OG0004364	XP_031844635.1	XP_003706129.1, XP_012147324.1
OG0004365	XP_031845100.1	XP_003703035.1
OG0004366	XP_031845391.1	XP_003699443.1
OG0004367	XP_031845125.1, XP_031845124.1	XP_012142030.1
OG0004368	XP_031842799.1, XP_031842800.1	XP_003699621.1
OG0004369	XP_031832302.1	XP_003701700.1
OG0004370	XP_031832295.1	XP_003703495.1
OG0004371	XP_031840905.1	XP_012147455.1
OG0004372	XP_031848776.1	XP_012145816.1
OG0004373	XP_031847362.1	XP_003705497.1
OG0004374	XP_031847318.1	XP_003705495.1
OG0004375	XP_031843066.1, XP_031843067.1	XP_012153283.1
OG0004376	XP_031847492.1, XP_031847490.1	XP_012153303.1
OG0004378	XP_031829207.1	XP_012150428.1
OG0004379	XP_031838807.1	XP_012146606.1
OG0004380	XP_031838268.1	XP_012149812.1
OG0004381	XP_031842160.1	XP_012149475.1
OG0004382	XP_031827072.1	XP_003705374.1
OG0004383	XP_031826985.1	XP_003705378.1
OG0004384	XP_031825658.1	XP_003700528.1
OG0004385	XP_031834214.1	XP_012137697.1
OG0004386	XP_031838172.1	XP_003704875.1, XP_012144132.1
OG0004387	XP_031844219.1	XP_003704862.2, XP_012144318.1
OG0004388	XP_031845301.1	XP_003704861.1
OG0004389	XP_031845315.1	XP_012144214.1
OG0004390	XP_031845494.1	XP_012144210.1
OG0004391	XP_031846206.1	XP_003704886.1, XP_012144198.1
OG0004392	XP_031840311.1	XP_003699581.1
OG0004393	XP_031835108.1	XP_012150645.1
OG0004394	XP_031842470.1	XP_003707587.1
OG0004395	XP_031848934.1, XP_031838097.1, XP_031838096.1	XP_012151986.1
OG0004396	XP_031838388.1, XP_031838397.1	XP_012150130.1
OG0004397	XP_031843522.1	XP_012152450.1
OG0004398	XP_031843523.1	XP_012152461.1
OG0004399	XP_031837047.1	XP_012138946.1, XP_003702579.1
OG0004400	XP_031828891.1	XP_012146091.1
OG0004401	XP_031835131.1	XP_012136174.1
OG0004402	XP_031846242.1	XP_012149575.1
OG0004403	XP_031825630.1	XP_012150153.1
OG0004404	XP_031833506.1	XP_003700346.1
OG0004405	XP_031825483.1	XP_012150155.1
OG0004406	XP_031833551.1	XP_012137341.1
OG0004407	XP_031833724.1	XP_012137421.1
OG0004408	XP_031833725.1	XP_003701864.1
OG0004409	XP_031825342.1	XP_003704955.1
OG0004410	XP_031841326.1	XP_012134937.1
OG0004411	XP_031830945.1, XP_031830942.1	XP_012148487.1
OG0004412	XP_031845632.1	XP_012143153.1
OG0004413	XP_031846986.1	XP_003708126.1
OG0004414	XP_031828785.1	XP_012148201.1, XP_012148200.1
OG0004415	XP_031843430.1	XP_003705787.1, XP_012146502.1
OG0004416	XP_031843441.1	XP_003705774.1
OG0004417	XP_031841273.1	XP_012149450.1
OG0004418	XP_031841268.1	XP_012148888.1
OG0004419	XP_031843892.1	XP_003707053.1
OG0004420	XP_031843894.1	XP_003706959.2, XP_012148822.1
OG0004421	XP_031825903.1	XP_003706955.1
OG0004422	XP_031830466.1	XP_012149147.1
OG0004423	XP_031837290.1	XP_012152674.1
OG0004424	XP_031829570.1	XP_003708359.2
OG0004425	XP_031825669.1	XP_012149715.1
OG0004426	XP_031841745.1	XP_012143771.1
OG0004427	XP_031843443.1	XP_003706459.1
OG0004428	XP_031839024.1	XP_003706461.1
OG0004429	XP_031839019.1	XP_003706493.1
OG0004430	XP_031843661.1, XP_031843662.1	XP_003704655.1
OG0004431	XP_031835244.1	XP_012147475.1
OG0004432	XP_031829147.1	XP_012138742.1
OG0004434	XP_031842930.1, XP_031842929.1	XP_012153365.1
OG0004435	XP_031843053.1	XP_012143969.1, XP_012143967.1
OG0004436	XP_031842852.1	XP_003704771.1
OG0004437	XP_031842861.1, XP_031842862.1	XP_003704769.1
OG0004438	XP_031843059.1	XP_003704764.1, XP_012143934.1
OG0004439	XP_031842759.1	XP_003705957.1
OG0004440	XP_031847335.1	XP_003705971.1
OG0004441	XP_031847465.1	XP_003705919.1
OG0004442	XP_031837844.1	XP_003706715.2
OG0004443	XP_031829496.1	XP_003706727.1
OG0004444	XP_031828983.1	XP_012138748.1
OG0004445	XP_031829700.1	XP_003705135.1, XP_012144880.1
OG0004446	XP_031830463.1	XP_012144874.1
OG0004448	XP_031841050.1	XP_012145802.1
OG0004449	XP_031840955.1	XP_003699884.1
OG0004450	XP_031844256.1	XP_012142349.1, XP_012142348.1
OG0004451	XP_031838768.1, XP_031838770.1	XP_012146641.1
OG0004452	XP_031848706.1	XP_003705420.1
OG0004453	XP_031833594.1	XP_012145178.1
OG0004454	XP_031843283.1, XP_031843284.1	XP_003699562.1
OG0004455	XP_031828484.1	XP_012138681.1, XP_003699377.1
OG0004456	XP_031846481.1	XP_012150505.1
OG0004457	XP_031830559.1	XP_012150481.1, XP_003707510.1
OG0004458	XP_031830586.1	XP_003701141.1
OG0004459	XP_031830023.1	XP_012135595.1, XP_003701159.1
OG0004460	XP_031829868.1	XP_012135635.1
OG0004461	XP_031830237.1	XP_003701174.1
OG0004462	XP_031830017.1, XP_031830018.1	XP_012135946.1
OG0004463	XP_031843318.1	XP_003706762.1
OG0004464	XP_031833544.1	XP_012137322.1, XP_003701893.1
OG0004465	XP_031831280.1	XP_003705213.1
OG0004466	XP_031832675.1	XP_012139744.1
OG0004467	XP_031832715.1	XP_012139728.1
OG0004468	XP_031832716.1	XP_003702820.1
OG0004469	XP_031832679.1	XP_003702807.1
OG0004470	XP_031833114.1	XP_003708317.1
OG0004471	XP_031832944.1	XP_012152591.1
OG0004472	XP_031829649.1	XP_012152011.1
OG0004473	XP_031829648.1	XP_012152025.1
OG0004474	XP_031837868.1, XP_031837867.1	XP_003705695.2
OG0004475	XP_031836234.1	XP_003703235.1
OG0004476	XP_031836027.1, XP_031836028.1	XP_003704271.1
OG0004477	XP_031836228.1	XP_003704411.1
OG0004478	XP_031836068.1	XP_003704433.1, XP_012143235.1
OG0004479	XP_031836312.1	XP_012143240.1
OG0004480	XP_031826653.1	XP_012143663.1
OG0004481	XP_031827509.1	XP_003704971.2
OG0004482	XP_031827544.1	XP_003700695.2
OG0004483	XP_031827535.1	XP_012134575.1
OG0004484	XP_031841458.1, XP_031841459.1	XP_003704939.2
OG0004485	XP_031827460.1	XP_012152439.1, XP_003708245.1
OG0004486	XP_031827458.1	XP_003708244.1
OG0004487	XP_031825874.1	XP_012134944.1
OG0004488	XP_031850018.1	XP_012134801.1
OG0004489	XP_031836192.1	XP_012153880.1, XP_012153881.1
OG0004490	XP_031838752.1	XP_003703384.2
OG0004491	XP_031839011.1	XP_012146645.1
OG0004492	XP_031846680.1	XP_012138167.1
OG0004493	XP_031826323.1	XP_012138537.1
OG0004494	XP_031835878.1	XP_003706853.1
OG0004495	XP_031845661.1	XP_012139204.1
OG0004496	XP_031845668.1	XP_012145243.1
OG0004497	XP_031833012.1	XP_012139871.1
OG0004498	XP_031845883.1	XP_012139507.1
OG0004499	XP_031834686.1	XP_003700960.1
OG0004500	XP_031834526.1	XP_012148705.1
OG0004501	XP_031834575.1	XP_012135217.1
OG0004502	XP_031836750.1	XP_012139819.1
OG0004503	XP_031837380.1	XP_012139825.1
OG0004504	XP_031845489.1	XP_012136606.1
OG0004505	XP_031848273.1	XP_003706932.1
OG0004506	XP_031847799.1	XP_012149363.1
OG0004507	XP_031847754.1	XP_012149354.1
OG0004508	XP_031830829.1	XP_012135434.1, XP_003701087.1
OG0004509	XP_031830696.1	XP_012135390.1
OG0004510	XP_031836853.1	XP_012139804.1
OG0004511	XP_031849903.1	XP_003707785.1
OG0004512	XP_031850228.1	XP_012151204.1
OG0004513	XP_031850105.1	XP_003707815.1
OG0004514	XP_031835327.1	XP_012148373.1
OG0004515	XP_031849198.1	XP_012146471.1
OG0004516	XP_031849311.1	XP_012147646.1
OG0004517	XP_031849429.1	XP_012147991.1, XP_003699973.2
OG0004518	XP_031835599.1	XP_003699313.1
OG0004519	XP_031835397.1	XP_012154430.1, XP_012154434.1
OG0004520	XP_031835629.1	XP_003699989.1
OG0004521	XP_031827409.1	XP_012134641.1
OG0004522	XP_031845531.1	XP_003706194.1
OG0004523	XP_031845332.1	XP_003706223.1
OG0004524	XP_031845022.1	XP_003706208.1
OG0004525	XP_031843096.1	XP_012150591.1
OG0004526	XP_031843072.1	XP_012151020.1
OG0004527	XP_031841519.1, XP_031841510.1	XP_012151456.1
OG0004528	XP_031840338.1	XP_012151650.1
OG0004529	XP_031841836.1	XP_003700049.2
OG0004530	XP_031833430.1	XP_012139082.1
OG0004531	XP_031833852.1	XP_012139209.1
OG0004532	XP_031825310.1	XP_012150347.1
OG0004533	XP_031833962.1, XP_031833963.1	XP_003707442.2
OG0004534	XP_031833754.1	XP_012150348.1
OG0004535	XP_031833910.1	XP_012150272.1
OG0004536	XP_031843361.1, XP_031843360.1	XP_012139143.1
OG0004537	XP_031833448.1	XP_012150306.1, XP_003707460.2
OG0004538	XP_031836108.1	XP_003704420.2
OG0004539	XP_031836291.1	XP_003704283.1
OG0004540	XP_031828699.1	XP_012153897.1
OG0004541	XP_031849933.1, XP_031849932.1	XP_003700277.1
OG0004542	XP_031839594.1, XP_031839593.1	XP_003702346.1
OG0004543	XP_031834427.1	XP_012135161.1
OG0004544	XP_031838729.1	XP_012140829.1
OG0004545	XP_031826691.1	XP_003707699.1
OG0004546	XP_031830380.1	XP_012139329.1
OG0004547	XP_031826269.1	XP_012138165.1, XP_003702013.1
OG0004548	XP_031826226.1	XP_012141592.1
OG0004549	XP_031836880.1, XP_031836881.1	XP_003704082.1
OG0004550	XP_031844229.1	XP_012152305.1
OG0004551	XP_031840464.1	XP_003706615.1
OG0004552	XP_031840479.1, XP_031840480.1	XP_012140187.1
OG0004553	XP_031840379.1	XP_012140203.1, XP_012140202.1
OG0004554	XP_031826516.1	XP_003702159.2
OG0004555	XP_031832580.1	XP_003701535.1
OG0004556	XP_031833498.1	XP_003701619.1
OG0004557	XP_031844898.1	XP_003701493.1
OG0004558	XP_031839876.1	XP_012136562.1
OG0004560	XP_031834741.1	XP_012135100.1
OG0004561	XP_031839679.1	XP_003702316.1
OG0004562	XP_031834631.1, XP_031834637.1	XP_003700947.2
OG0004563	XP_031830819.1	XP_012138574.1
OG0004564	XP_031830445.1	XP_003699721.1
OG0004565	XP_031840910.1	XP_003701715.1
OG0004566	XP_031827846.1	XP_003705633.1
OG0004567	XP_031825991.1, XP_031825990.1	XP_012140170.1
OG0004568	XP_031826065.1	XP_012148300.1, XP_003706595.1
OG0004569	XP_031840612.1	XP_003702057.1
OG0004570	XP_031845254.1	XP_012143532.1
OG0004571	XP_031835975.1	XP_012153293.1, XP_003700195.1
OG0004572	XP_031827290.1	XP_012142423.1
OG0004573	XP_031826081.1	XP_012140097.1
OG0004574	XP_031826452.1	XP_012140100.1
OG0004575	XP_031828171.1	XP_003706592.2
OG0004576	XP_031847024.1	XP_012137665.1
OG0004577	XP_031846971.1	XP_012137635.1
OG0004578	XP_031829768.1	XP_012145899.1, XP_012145898.1
OG0004579	XP_031834320.1	XP_012147691.1
OG0004580	XP_031834314.1	XP_003706317.1
OG0004581	XP_031834332.1	XP_003704898.1
OG0004582	XP_031827536.1	XP_012147250.1, XP_012147249.1
OG0004583	XP_031825439.1	XP_003705369.1
OG0004584	XP_031827370.1	XP_003705367.1
OG0004585	XP_031827357.1	XP_003705362.1
OG0004586	XP_031828213.1	XP_003706597.1
OG0004587	XP_031828054.1	XP_003707667.1
OG0004588	XP_031828181.1	XP_003707668.1, XP_012150874.1
OG0004590	XP_031826709.1	XP_003704094.1
OG0004591	XP_031826833.1, XP_031826834.1	XP_012142443.1
OG0004592	XP_031849385.1	XP_012151301.1, XP_003707784.1
OG0004593	XP_031850079.1	XP_003707783.1
OG0004594	XP_031850151.1	XP_012151307.1
OG0004595	XP_031850275.1	XP_012151240.1
OG0004596	XP_031835659.1	XP_012153886.1
OG0004597	XP_031835443.1, XP_031835444.1	XP_003699325.1
OG0004598	XP_031848478.1	XP_012140524.1
OG0004599	XP_031846873.1	XP_012151459.1, XP_012151453.1
OG0004600	XP_031846823.1	XP_012141707.1, XP_012141708.1
OG0004601	XP_031827371.1	XP_003706411.1
OG0004602	XP_031827341.1	XP_012147916.1
OG0004603	XP_031829204.1	XP_003700646.1
OG0004604	XP_031829245.1	XP_003700784.1
OG0004605	XP_031838660.1	XP_012146741.1
OG0004606	XP_031838723.1	XP_003701754.2
OG0004607	XP_031837428.1	XP_003706442.1
OG0004608	XP_031839270.1	XP_012144659.1
OG0004609	XP_031827297.1, XP_031827300.1, XP_031827298.1	XP_003705042.1
OG0004610	XP_031846907.1	XP_012151820.1
OG0004611	XP_031847562.1	XP_012151673.1
OG0004612	XP_031847149.1	XP_003707902.1
OG0004613	XP_031832440.1, XP_031832433.1	XP_012147883.1, XP_012147879.1
OG0004614	XP_031832567.1	XP_012141878.1
OG0004615	XP_031827304.1	XP_003706685.1
OG0004616	XP_031827327.1, XP_031827326.1	XP_003706370.1
OG0004617	XP_031841943.1	XP_012141809.1
OG0004618	XP_031837617.1	XP_003703836.1
OG0004619	XP_031841972.1	XP_012147148.1
OG0004620	XP_031841165.1, XP_031841164.1	XP_003706387.1
OG0004621	XP_031841100.1	XP_012146243.1
OG0004622	XP_031847684.1	XP_012139250.1
OG0004623	XP_031847153.1	XP_012151872.1
OG0004624	XP_031847218.1	XP_012152395.1
OG0004625	XP_031828758.1	XP_012148613.1
OG0004626	XP_031843740.1	XP_003706906.1
