Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0005068	XP_031842942.1	XP_017763032.1
OG0005069	XP_031842137.1	XP_017756236.1
OG0005070	XP_031842884.1	XP_017753806.1
OG0005071	XP_031844819.1	XP_017765784.1
OG0005072	XP_031844825.1, XP_031844833.1	XP_017765785.1
OG0005073	XP_031843008.1	XP_017753848.1
OG0005074	XP_031841207.1	XP_017759512.1
OG0005075	XP_031847476.1	XP_017764983.1
OG0005076	XP_031843192.1	XP_017758051.1
OG0005077	XP_031837917.1	XP_017760502.1
OG0005078	XP_031842502.1	XP_017753821.1
OG0005079	XP_031844786.1	XP_017762061.1
OG0005080	XP_031826768.1	XP_017760115.1, XP_017760105.1
OG0005081	XP_031846351.1	XP_017753575.1
OG0005082	XP_031826983.1, XP_031826984.1	XP_017760024.1
OG0005083	XP_031826740.1	XP_017760127.1
OG0005084	XP_031850064.1	XP_017762475.1
OG0005085	XP_031839939.1	XP_017753528.1
OG0005086	XP_031841735.1	XP_017766887.1
OG0005087	XP_031827015.1	XP_017754644.1
OG0005088	XP_031826695.1	XP_017764443.1
OG0005089	XP_031827037.1	XP_017754597.1, XP_017754596.1
OG0005090	XP_031837377.1, XP_031837378.1	XP_017767747.1
OG0005091	XP_031834027.1	XP_017762745.1
OG0005092	XP_031842357.1	XP_017763687.1
OG0005094	XP_031842308.1, XP_031842311.1	XP_017755511.1
OG0005095	XP_031849138.1, XP_031849145.1	XP_017755534.1
OG0005096	XP_031829145.1	XP_017763353.1
OG0005098	XP_031839229.1	XP_017765992.1
OG0005099	XP_031839335.1	XP_017759093.1
OG0005100	XP_031841971.1	XP_017761897.1
OG0005102	XP_031828777.1	XP_017755274.1
OG0005103	XP_031846898.1, XP_031846901.1	XP_017754214.1
OG0005105	XP_031844045.1	XP_017759052.1
OG0005106	XP_031837495.1	XP_017762561.1
OG0005107	XP_031828605.1	XP_017762839.1
OG0005108	XP_031841157.1	XP_017761120.1
OG0005109	XP_031832481.1, XP_031832472.1	XP_017761149.1, XP_017761155.1
OG0005110	XP_031839928.1	XP_017756330.1
OG0005111	XP_031839620.1	XP_017766467.1
OG0005112	XP_031843298.1	XP_017756558.1, XP_017760681.1
OG0005113	XP_031839596.1	XP_017766405.1
OG0005114	XP_031847058.1	XP_017765474.1
OG0005115	XP_031831785.1, XP_031831758.1	XP_017755424.1
OG0005116	XP_031830905.1	XP_017759044.1
OG0005117	XP_031847969.1	XP_017767364.1
OG0005118	XP_031835499.1	XP_017761461.1, XP_017761462.1
OG0005119	XP_031847719.1	XP_017762346.1
OG0005120	XP_031846659.1	XP_017762784.1
OG0005121	XP_031831823.1	XP_017759106.1
OG0005122	XP_031831565.1	XP_017763202.1
OG0005123	XP_031827677.1	XP_017766542.1
OG0005124	XP_031848542.1, XP_031848543.1	XP_017760619.1
OG0005125	XP_031843035.1	XP_017758052.1
OG0005126	XP_031846764.1	XP_017763855.1
OG0005127	XP_031832568.1	XP_017753052.1
OG0005128	XP_031827351.1	XP_017762029.1
OG0005129	XP_031828857.1	XP_017764268.1
OG0005130	XP_031828905.1	XP_017764271.1
OG0005131	XP_031842045.1	XP_017765448.1
OG0005132	XP_031834141.1, XP_031834160.1	XP_017755378.1
OG0005133	XP_031834560.1	XP_017754726.1
OG0005134	XP_031847693.1	XP_017763960.1
OG0005135	XP_031844566.1	XP_017766649.1
OG0005136	XP_031842253.1, XP_031842459.1	XP_017767482.1
OG0005137	XP_031845611.1	XP_017756308.1
OG0005138	XP_031842293.1	XP_017767101.1
OG0005139	XP_031833376.1, XP_031833375.1	XP_017752938.1
OG0005140	XP_031833813.1	XP_017759459.1
OG0005141	XP_031845674.1, XP_031845673.1	XP_017757624.1
OG0005142	XP_031833773.1	XP_017761234.1
OG0005143	XP_031827293.1	XP_017759870.1, XP_017761786.1
OG0005144	XP_031825651.1, XP_031825652.1	XP_017755235.1
OG0005145	XP_031826031.1	XP_017764357.1
OG0005146	XP_031826681.1	XP_017753166.1
OG0005147	XP_031832301.1	XP_017752286.1
OG0005148	XP_031829899.1, XP_031829900.1	XP_017754928.1
OG0005149	XP_031844775.1	XP_017761816.1
OG0005150	XP_031846893.1, XP_031846894.1	XP_017754031.1
OG0005151	XP_031845476.1, XP_031845477.1	XP_017765873.1
OG0005152	XP_031837559.1	XP_017753523.1, XP_017753497.1
OG0005153	XP_031848305.1, XP_031848306.1	XP_017752388.1
OG0005154	XP_031847294.1	XP_017764979.1
OG0005155	XP_031827513.1	XP_017756104.1, XP_017756103.1
OG0005156	XP_031839789.1	XP_017764075.1
OG0005157	XP_031829975.1	XP_017764312.1
OG0005158	XP_031829717.1	XP_017764185.1
OG0005159	XP_031844268.1, XP_031844267.1	XP_017755375.1
OG0005160	XP_031836561.1	XP_017758296.1
OG0005161	XP_031834446.1	XP_017760060.1, XP_017760059.1
OG0005162	XP_031848436.1	XP_017759547.1
OG0005163	XP_031843024.1	XP_017758064.1
OG0005164	XP_031829999.1	XP_017764197.1
OG0005165	XP_031845688.1, XP_031845698.1	XP_017763932.1
OG0005166	XP_031826223.1	XP_017763766.1
OG0005167	XP_031827949.1	XP_017755183.1
OG0005168	XP_031841951.1	XP_017765423.1, XP_017765437.1
OG0005169	XP_031846521.1	XP_017759590.1
OG0005170	XP_031830272.1	XP_017761995.1
OG0005171	XP_031839015.1	XP_017755811.1
OG0005172	XP_031834421.1	XP_017753103.1
OG0005173	XP_031837153.1	XP_017752655.1
OG0005174	XP_031848477.1	XP_017754056.1
OG0005175	XP_031826580.1, XP_031826579.1	XP_017761013.1
OG0005176	XP_031846724.1	XP_017763765.1
OG0005177	XP_031831338.1	XP_017757490.1
OG0005178	XP_031830480.1	XP_017758241.1, XP_017758231.1
OG0005180	XP_031846217.1	XP_017761812.1
OG0005181	XP_031846216.1	XP_017761763.1
OG0005182	XP_031825471.1	XP_017759268.1
OG0005183	XP_031829590.1	XP_017759350.1
OG0005184	XP_031829630.1	XP_017764557.1
OG0005185	XP_031844294.1	XP_017755365.1
OG0005186	XP_031840991.1	XP_017767084.1, XP_017767086.1
OG0005187	XP_031849532.1	XP_017764905.1, XP_017764897.1
OG0005188	XP_031825341.1	XP_017755260.1
OG0005190	XP_031830688.1	XP_017756433.1
OG0005191	XP_031830573.1, XP_031830574.1	XP_017758353.1
OG0005192	XP_031825948.1	XP_017767450.1
OG0005193	XP_031845497.1	XP_017767350.1
OG0005194	XP_031841215.1	XP_017757852.1
OG0005195	XP_031849753.1, XP_031849752.1	XP_017761504.1
OG0005196	XP_031849390.1, XP_031849389.1	XP_017761470.1
OG0005197	XP_031829431.1	XP_017752948.1
OG0005198	XP_031841305.1	XP_017753425.1
OG0005199	XP_031825778.1	XP_017762118.1
OG0005200	XP_031841467.1, XP_031841468.1	XP_017761413.1
OG0005201	XP_031832350.1	XP_017766797.1
OG0005202	XP_031827724.1	XP_017766858.1, XP_017766859.1
OG0005203	XP_031827721.1	XP_017766640.1
OG0005204	XP_031836014.1	XP_017752991.1
OG0005205	XP_031836341.1	XP_017752227.1
OG0005206	XP_031848946.1	XP_017760649.1
OG0005207	XP_031832873.1	XP_017759889.1
OG0005208	XP_031832676.1	XP_017759884.1
OG0005209	XP_031832588.1	XP_017759926.1
OG0005210	XP_031832634.1	XP_017761568.1
OG0005211	XP_031833067.1	XP_017767235.1
OG0005212	XP_031837448.1	XP_017762582.1, XP_017762580.1
OG0005213	XP_031831744.1	XP_017755151.1
OG0005214	XP_031834856.1	XP_017762536.1
OG0005215	XP_031834576.1	XP_017759751.1
OG0005216	XP_031840792.1	XP_017753077.1, XP_017753076.1
OG0005217	XP_031850306.1	XP_017766997.1
OG0005218	XP_031827081.1	XP_017759711.1, XP_017761782.1
OG0005219	XP_031838903.1	XP_017766155.1
OG0005220	XP_031838800.1, XP_031838801.1	XP_017756972.1
OG0005221	XP_031825988.1	XP_017762694.1
OG0005222	XP_031837161.1	XP_017753623.1
OG0005223	XP_031839074.1	XP_017753928.1, XP_017753927.1
OG0005224	XP_031829205.1	XP_017761074.1, XP_017761073.1
OG0005225	XP_031830364.1	XP_017754507.1
OG0005226	XP_031849519.1	XP_017764872.1
OG0005227	XP_031838862.1	XP_017766294.1
OG0005228	XP_031848308.1	XP_017752348.1, XP_017755027.1
OG0005229	XP_031829229.1	XP_017764571.1, XP_017764572.1
OG0005230	XP_031846888.1	XP_017754222.1
OG0005231	XP_031841034.1	XP_017767042.1
OG0005232	XP_031826130.1	XP_017752926.1
OG0005233	XP_031843337.1	XP_017757536.1
OG0005234	XP_031826581.1	XP_017758199.1
OG0005235	XP_031849269.1	XP_017756510.1
OG0005236	XP_031828252.1	XP_017754386.1
OG0005237	XP_031827194.1	XP_017764399.1
OG0005238	XP_031845796.1	XP_017763091.1
OG0005239	XP_031828495.1	XP_017758238.1
OG0005240	XP_031848568.1	XP_017767292.1
OG0005241	XP_031838006.1, XP_031838004.1	XP_017753532.1
OG0005242	XP_031846443.1	XP_017764330.1
OG0005243	XP_031830347.1	XP_017758979.1
OG0005244	XP_031833623.1	XP_017757419.1
OG0005245	XP_031835904.1	XP_017767360.1
OG0005246	XP_031825682.1	XP_017752912.1
OG0005247	XP_031848051.1	XP_017766112.1, XP_017766090.1
OG0005248	XP_031849031.1	XP_017763464.1, XP_017763444.1
OG0005249	XP_031836947.1	XP_017765177.1
OG0005250	XP_031835632.1	XP_017759743.1
OG0005251	XP_031836112.1	XP_017755990.1
OG0005252	XP_031828995.1	XP_017763369.1
OG0005253	XP_031839706.1	XP_017766384.1
OG0005254	XP_031826848.1	XP_017763295.1
OG0005255	XP_031826970.1, XP_031826969.1	XP_017752190.1
OG0005256	XP_031845035.1	XP_017755786.1
OG0005257	XP_031839386.1	XP_017754174.1
OG0005258	XP_031846400.1	XP_017759535.1
OG0005259	XP_031846622.1	XP_017761362.1
OG0005260	XP_031834431.1	XP_017761111.1
OG0005261	XP_031839835.1	XP_017756303.1
OG0005262	XP_031846602.1	XP_017763633.1
OG0005263	XP_031846420.1	XP_017755070.1, XP_017755104.1
OG0005264	XP_031828999.1	XP_017758268.1
OG0005265	XP_031830435.1	XP_017764532.1
OG0005266	XP_031833314.1	XP_017767558.1
OG0005267	XP_031831551.1	XP_017762025.1
OG0005268	XP_031825624.1	XP_017757516.1
OG0005269	XP_031837819.1, XP_031837820.1	XP_017757929.1
OG0005270	XP_031846776.1	XP_017762765.1
OG0005271	XP_031846939.1	XP_017766113.1
OG0005272	XP_031847487.1	XP_017764968.1, XP_017760490.1
OG0005273	XP_031847818.1	XP_017767380.1
OG0005274	XP_031844138.1	XP_017757287.1
OG0005275	XP_031842224.1	XP_017763675.1
OG0005276	XP_031843785.1	XP_017766232.1
OG0005277	XP_031848042.1	XP_017757948.1
OG0005278	XP_031836994.1	XP_017765143.1
OG0005279	XP_031842169.1	XP_017755813.1
OG0005280	XP_031838360.1	XP_017756760.1
OG0005281	XP_031828833.1	XP_017763928.1
OG0005282	XP_031844634.1	XP_017752347.1
OG0005283	XP_031831027.1	XP_017758280.1
OG0005284	XP_031829011.1, XP_031829010.1	XP_017763926.1
OG0005285	XP_031838872.1	XP_017767776.1
OG0005286	XP_031845532.1	XP_017760083.1
OG0005287	XP_031829046.1, XP_031829044.1	XP_017763924.1
OG0005288	XP_031836743.1	XP_017758342.1
OG0005289	XP_031831548.1	XP_017762947.1
OG0005290	XP_031849350.1	XP_017760828.1
OG0005291	XP_031831922.1	XP_017752263.1
OG0005292	XP_031846960.1	XP_017766115.1
OG0005293	XP_031840157.1	XP_017755806.1
OG0005294	XP_031834898.1, XP_031834891.1	XP_017759731.1
OG0005295	XP_031838931.1	XP_017764034.1
OG0005296	XP_031843490.1	XP_017765743.1
OG0005297	XP_031829006.1	XP_017755538.1
OG0005298	XP_031830870.1	XP_017763552.1
OG0005299	XP_031849430.1	XP_017754276.1
OG0005300	XP_031831602.1	XP_017752723.1
OG0005301	XP_031834516.1	XP_017764110.1
OG0005301	XP_031848619.1	XP_017764111.1
OG0005302	XP_031849470.1	XP_017755566.1
OG0005303	XP_031829442.1	XP_017762068.1
OG0005304	XP_031833727.1	XP_017757541.1
OG0005305	XP_031835003.1, XP_031835002.1	XP_017755457.1
OG0005306	XP_031844247.1	XP_017757378.1, XP_017757379.1
OG0005307	XP_031847560.1	XP_017754087.1
OG0005308	XP_031827034.1	XP_017764423.1
OG0005309	XP_031830442.1	XP_017757837.1, XP_017758403.1
OG0005310	XP_031830093.1	XP_017754947.1
OG0005311	XP_031841303.1	XP_017753416.1
OG0005312	XP_031837328.1	XP_017752586.1
OG0005313	XP_031844507.1, XP_031844508.1	XP_017755438.1
OG0005314	XP_031834213.1, XP_031834211.1	XP_017761335.1
OG0005315	XP_031825850.1	XP_017752942.1
OG0005316	XP_031846540.1	XP_017765756.1
OG0005317	XP_031846189.1	XP_017762408.1
OG0005318	XP_031831452.1	XP_017755624.1
OG0005319	XP_031848207.1	XP_017762451.1
OG0005320	XP_031835626.1	XP_017760814.1
OG0005321	XP_031848204.1	XP_017758919.1
OG0005322	XP_031833820.1	XP_017765939.1
OG0005323	XP_031847304.1	XP_017758103.1
OG0005324	XP_031835501.1	XP_017761486.1
OG0005325	XP_031833528.1	XP_017757570.1
OG0005326	XP_031835129.1	XP_017765537.1
OG0005327	XP_031830438.1	XP_017758479.1
OG0005328	XP_031832615.1	XP_017759868.1
OG0005329	XP_031845847.1	XP_017765762.1
OG0005330	XP_031829663.1, XP_031829664.1	XP_017759529.1
OG0005331	XP_031828480.1	XP_017758232.1
OG0005332	XP_031830431.1	XP_017757638.1, XP_017757646.1
OG0005333	XP_031834609.1, XP_031834607.1	XP_017754742.1, XP_017754688.1
OG0005334	XP_031839822.1	XP_017756341.1
OG0005335	XP_031840064.1	XP_017755729.1
OG0005336	XP_031830804.1, XP_031830805.1	XP_017756426.1
OG0005337	XP_031849039.1, XP_031849043.1	XP_017766085.1
OG0005338	XP_031834228.1	XP_017753119.1
OG0005339	XP_031839065.1	XP_017764154.1
OG0005340	XP_031826053.1	XP_017753197.1, XP_017753196.1
OG0005341	XP_031846985.1	XP_017760036.1
OG0005342	XP_031837471.1, XP_031837472.1	XP_017753062.1
OG0005343	XP_031829424.1	XP_017762001.1
OG0005344	XP_031841643.1	XP_017762197.1
OG0005345	XP_031846226.1	XP_017761826.1
OG0005346	XP_031841640.1	XP_017762089.1
OG0005347	XP_031841975.1	XP_017761895.1
OG0005348	XP_031839536.1	XP_017759814.1
OG0005349	XP_031849620.1, XP_031849619.1	XP_017756051.1
OG0005350	XP_031836309.1, XP_031836317.1	XP_017763184.1
OG0005351	XP_031849847.1	XP_017766982.1
OG0005352	XP_031839999.1	XP_017766364.1
OG0005353	XP_031850299.1	XP_017756777.1
OG0005354	XP_031841434.1	XP_017761021.1
OG0005355	XP_031835628.1	XP_017760696.1
OG0005356	XP_031830507.1	XP_017758387.1
OG0005357	XP_031828167.1	XP_017753202.1
OG0005358	XP_031835180.1	XP_017756897.1
OG0005359	XP_031849479.1	XP_017765266.1
OG0005360	XP_031834185.1	XP_017755923.1
OG0005361	XP_031834643.1	XP_017754729.1, XP_017754722.1
OG0005362	XP_031842696.1, XP_031842697.1	XP_017753733.1
OG0005363	XP_031846999.1	XP_017756527.1
OG0005364	XP_031843009.1	XP_017752786.1, XP_017752787.1
OG0005365	XP_031826241.1	XP_017753542.1
OG0005366	XP_031831556.1, XP_031831557.1	XP_017755654.1
OG0005367	XP_031850563.1	XP_017759528.1
OG0005368	XP_031850483.1	XP_017757064.1
OG0005369	XP_031828285.1	XP_017754398.1, XP_017754399.1
OG0005370	XP_031838039.1	XP_017757892.1
OG0005371	XP_031832576.1	XP_017753065.1
OG0005372	XP_031847143.1	XP_017763275.1
OG0005373	XP_031846141.1	XP_017758586.1
OG0005374	XP_031844865.1	XP_017765318.1
OG0005375	XP_031839240.1	XP_017758788.1
OG0005376	XP_031844736.1	XP_017763256.1
OG0005377	XP_031829670.1	XP_017754939.1
OG0005378	XP_031841786.1	XP_017756179.1
OG0005379	XP_031826703.1	XP_017753578.1
OG0005380	XP_031843949.1	XP_017753991.1
OG0005381	XP_031835959.1	XP_017766515.1
OG0005382	XP_031844690.1	XP_017754337.1
OG0005383	XP_031848849.1	XP_017757300.1, XP_017757298.1
OG0005384	XP_031846369.1	XP_017754938.1
OG0005385	XP_031831023.1	XP_017756474.1
OG0005386	XP_031826474.1	XP_017761173.1
OG0005387	XP_031830474.1	XP_017757932.1
OG0005388	XP_031828950.1	XP_017767582.1
OG0005389	XP_031830124.1	XP_017756032.1
OG0005390	XP_031842796.1	XP_017753820.1
OG0005391	XP_031847817.1	XP_017767387.1
OG0005392	XP_031847295.1	XP_017764964.1
OG0005393	XP_031827312.1, XP_031827313.1	XP_017753204.1
OG0005394	XP_031840947.1	XP_017752345.1
OG0005395	XP_031850390.1	XP_017762930.1, XP_017762931.1
OG0005396	XP_031843076.1	XP_017764961.1
OG0005397	XP_031836755.1	XP_017753541.1
OG0005398	XP_031839413.1	XP_017754080.1
OG0005399	XP_031830692.1	XP_017756479.1
OG0005400	XP_031835898.1	XP_017767429.1
OG0005401	XP_031834466.1	XP_017753553.1, XP_017753551.1
OG0005402	XP_031837642.1	XP_017757952.1
OG0005403	XP_031832561.1	XP_017753720.1
OG0005404	XP_031835903.1	XP_017767442.1
OG0005405	XP_031843447.1	XP_017754447.1
OG0005406	XP_031828501.1	XP_017762847.1
OG0005407	XP_031843659.1	XP_017759646.1
OG0005408	XP_031844322.1	XP_017767110.1
OG0005409	XP_031849778.1	XP_017761502.1
OG0005410	XP_031827879.1	XP_017764365.1
OG0005411	XP_031828966.1	XP_017764567.1
OG0005412	XP_031842699.1, XP_031842698.1	XP_017753843.1
OG0005413	XP_031833508.1	XP_017757525.1
OG0005414	XP_031839806.1	XP_017766418.1
OG0005415	XP_031831403.1	XP_017755651.1
OG0005416	XP_031835302.1	XP_017759172.1
OG0005417	XP_031844184.1	XP_017757276.1
OG0005418	XP_031826176.1	XP_017755012.1, XP_017755011.1
OG0005419	XP_031836837.1	XP_017763237.1
OG0005420	XP_031828951.1	XP_017767588.1
OG0005421	XP_031841548.1	XP_017762482.1
OG0005422	XP_031850267.1	XP_017760845.1
OG0005423	XP_031834976.1	XP_017759224.1
OG0005424	XP_031841707.1	XP_017756154.1
OG0005425	XP_031846902.1	XP_017766041.1
OG0005426	XP_031827703.1	XP_017766580.1
OG0005427	XP_031835296.1, XP_031835295.1	XP_017756911.1
OG0005428	XP_031847055.1	XP_017765473.1
OG0005429	XP_031833213.1	XP_017767603.1
OG0005430	XP_031837669.1	XP_017755469.1
OG0005431	XP_031849841.1	XP_017766985.1
OG0005432	XP_031829249.1	XP_017758230.1
OG0005433	XP_031846271.1	XP_017758450.1
OG0005434	XP_031838911.1	XP_017755708.1
OG0005435	XP_031841441.1	XP_017764051.1
OG0005436	XP_031846497.1	XP_017764319.1
OG0005437	XP_031826927.1	XP_017754616.1
OG0005438	XP_031835936.1	XP_017767488.1
OG0005439	XP_031844269.1	XP_017755364.1
OG0005440	XP_031826856.1	XP_017762105.1
OG0005441	XP_031826337.1	XP_017759520.1
OG0005442	XP_031834468.1, XP_031834467.1	XP_017762658.1
OG0005443	XP_031842032.1	XP_017765419.1
OG0005444	XP_031827342.1, XP_031827333.1	XP_017762094.1
OG0005445	XP_031838178.1, XP_031838179.1	XP_017753619.1
OG0005446	XP_031827287.1	XP_017762096.1
OG0005447	XP_031845234.1, XP_031845235.1	XP_017757186.1
OG0005449	XP_031843369.1	XP_017753658.1
OG0005450	XP_031850278.1	XP_017763394.1, XP_017763395.1
OG0005451	XP_031833510.1	XP_017756306.1
OG0005452	XP_031842125.1	XP_017755827.1
OG0005453	XP_031825340.1	XP_017755243.1
OG0005454	XP_031825421.1	XP_017755294.1
OG0005455	XP_031842540.1	XP_017762989.1
OG0005456	XP_031848297.1	XP_017752309.1
OG0005457	XP_031836356.1	XP_017761282.1
OG0005458	XP_031825528.1	XP_017758733.1, XP_017758732.1
OG0005459	XP_031842037.1	XP_017765456.1
OG0005461	XP_031839877.1	XP_017765609.1
OG0005464	XP_031830933.1, XP_031830932.1	XP_017758393.1
OG0005465	XP_031828506.1	XP_017765539.1
OG0005466	XP_031835570.1	XP_017760354.1, XP_017760355.1
OG0005467	XP_031841729.1	XP_017766867.1
OG0005468	XP_031827641.1	XP_017756135.1
OG0005469	XP_031827058.1	XP_017754654.1
OG0005470	XP_031839788.1	XP_017756347.1
OG0005471	XP_031847575.1	XP_017762407.1, XP_017762406.1
OG0005472	XP_031831154.1, XP_031831152.1	XP_017763241.1
OG0005474	XP_031836725.1	XP_017758304.1
OG0005475	XP_031838368.1	XP_017756750.1
OG0005478	XP_031847878.1, XP_031847880.1, XP_031847881.1	XP_017764710.1
OG0005480	XP_031836756.1	XP_017758294.1
OG0005481	XP_031835001.1	XP_017755458.1
OG0005482	XP_031840235.1	XP_017763582.1
OG0005483	XP_031844555.1	XP_017752355.1
OG0005484	XP_031849499.1	XP_017765010.1
OG0005485	XP_031831370.1	XP_017765805.1
OG0005486	XP_031839381.1	XP_017754083.1
OG0005487	XP_031830708.1	XP_017763038.1
OG0005489	XP_031830569.1, XP_031830570.1	XP_017758209.1
OG0005490	XP_031841588.1	XP_017761022.1
OG0005492	XP_031842979.1	XP_017753841.1
OG0005495	XP_031839118.1	XP_017764840.1
OG0005499	XP_031840596.1, XP_031840598.1, XP_031840599.1	XP_017756999.1
OG0005503	XP_031826330.1	XP_017759685.1
OG0005504	XP_031844767.1	XP_017752849.1
OG0005505	XP_031849068.1	XP_017766082.1
OG0005506	XP_031847327.1	XP_017765243.1
OG0005507	XP_031836325.1	XP_017757787.1
OG0005508	XP_031841006.1	XP_017765624.1
OG0005509	XP_031836516.1, XP_031836515.1, XP_031836517.1	XP_017763731.1
OG0005510	XP_031848760.1	XP_017758118.1
OG0005512	XP_031843600.1	XP_017757722.1
OG0005513	XP_031845801.1	XP_017763070.1
OG0005514	XP_031832313.1	XP_017752259.1
OG0005515	XP_031841289.1	XP_017756106.1
OG0005516	XP_031835643.1	XP_017761492.1
OG0005517	XP_031829810.1	XP_017764196.1
OG0005519	XP_031850206.1	XP_017754047.1
OG0005520	XP_031847891.1	XP_017764767.1
OG0005521	XP_031829622.1	XP_017756261.1
OG0005522	XP_031834825.1	XP_017755485.1
OG0005523	XP_031839559.1	XP_017756310.1
OG0005525	XP_031842420.1	XP_017765883.1
OG0005526	XP_031827054.1	XP_017764425.1
OG0005527	XP_031828663.1	XP_017758963.1
OG0005528	XP_031840129.1	XP_017753525.1
OG0005529	XP_031838828.1	XP_017766149.1
OG0005530	XP_031833920.1	XP_017755326.1
OG0005531	XP_031848799.1	XP_017766934.1
OG0005532	XP_031847112.1	XP_017764661.1
OG0005533	XP_031847603.1	XP_017754099.1
OG0005534	XP_031826674.1	XP_017757103.1
OG0005535	XP_031827718.1	XP_017766678.1
OG0005537	XP_031848649.1	XP_017763117.1
OG0005538	XP_031843948.1	XP_017754023.1
OG0005539	XP_031849512.1	XP_017765106.1
OG0005541	XP_031850528.1	XP_017752186.1
OG0005542	XP_031839345.1	XP_017765571.1
OG0005543	XP_031834403.1	XP_017753100.1
OG0005544	XP_031842642.1	XP_017753833.1
OG0005545	XP_031835792.1	XP_017762292.1
OG0005546	XP_031840653.1	XP_017759187.1
OG0005547	XP_031841000.1	XP_017764347.1
OG0005548	XP_031843514.1	XP_017756914.1
OG0005549	XP_031838571.1	XP_017763254.1
OG0005550	XP_031830721.1	XP_017758425.1
OG0005551	XP_031840128.1	XP_017753667.1
OG0005552	XP_031833402.1	XP_017756316.1
OG0005553	XP_031845599.1	XP_017756628.1
OG0005554	XP_031847682.1	XP_017753981.1
OG0005555	XP_031845085.1	XP_017767316.1
OG0005556	XP_031825378.1	XP_017757452.1
OG0005557	XP_031850393.1	XP_017762919.1
OG0005558	XP_031831927.1	XP_017754285.1
OG0005559	XP_031839429.1	XP_017758832.1
OG0005560	XP_031830040.1	XP_017756260.1
OG0005561	XP_031831774.1	XP_017763047.1
OG0005562	XP_031846786.1	XP_017763859.1
OG0005563	XP_031834874.1	XP_017759713.1
OG0005564	XP_031835004.1	XP_017759699.1
OG0005565	XP_031838295.1	XP_017763253.1
OG0005566	XP_031838323.1	XP_017763244.1
OG0005567	XP_031849354.1	XP_017760898.1
OG0005568	XP_031831727.1	XP_017755592.1
OG0005569	XP_031839516.1	XP_017759821.1
OG0005570	XP_031839513.1	XP_017759810.1
OG0005571	XP_031843397.1	XP_017761973.1
