Orthogroup	Nomia_melanderi	Bombus_terrestris
OG0004447	XP_031838326.1	XP_003397145.1
OG0004448	XP_031841050.1	XP_012176106.1
OG0004449	XP_031840955.1	XP_003394271.1
OG0004450	XP_031844256.1	XP_012176572.1
OG0004451	XP_031838768.1, XP_031838770.1	XP_012164927.2
OG0004452	XP_031848706.1	XP_003395450.1
OG0004453	XP_031833594.1	XP_020718617.1
OG0004454	XP_031843283.1, XP_031843284.1	XP_003393540.1
OG0004455	XP_031828484.1	XP_003398970.1
OG0004456	XP_031846481.1	XP_003401715.1
OG0004457	XP_031830559.1	XP_012173007.1
OG0004458	XP_031830586.1	XP_012173015.1
OG0004459	XP_031830023.1	XP_012173018.1
OG0004460	XP_031829868.1	XP_012173051.1
OG0004461	XP_031830237.1	XP_003401711.1
OG0004462	XP_031830017.1, XP_031830018.1	XP_003401708.1
OG0004463	XP_031843318.1	XP_003394050.1
OG0004464	XP_031833544.1	XP_003395595.1
OG0004465	XP_031831280.1	XP_003395583.1
OG0004466	XP_031832675.1	XP_020722164.1
OG0004467	XP_031832715.1	XP_012171534.1
OG0004468	XP_031832716.1	XP_003400592.1, XP_012171533.1
OG0004469	XP_031832679.1	XP_012171662.1
OG0004470	XP_031833114.1	XP_003400782.1
OG0004471	XP_031832944.1	XP_012171647.1
OG0004472	XP_031829649.1	XP_020722281.1, XP_003400742.1
OG0004473	XP_031829648.1	XP_012171757.1, XP_020722280.1
OG0004474	XP_031837868.1, XP_031837867.1	XP_012168688.1
OG0004475	XP_031836234.1	XP_003400362.1
OG0004476	XP_031836027.1, XP_031836028.1	XP_020721970.1
OG0004477	XP_031836228.1	XP_003400317.1
OG0004478	XP_031836068.1	XP_003400145.1
OG0004479	XP_031836312.1	XP_003400148.1
OG0004480	XP_031826653.1	XP_012166058.1
OG0004481	XP_031827509.1	XP_012170554.1
OG0004482	XP_031827544.1	XP_003399869.1
OG0004483	XP_031827535.1	XP_003399870.1
OG0004485	XP_031827460.1	XP_012170448.1
OG0004486	XP_031827458.1	XP_003399823.1
OG0004487	XP_031825874.1	XP_020721568.1
OG0004488	XP_031850018.1	XP_012170259.1
OG0004489	XP_031836192.1	XP_003398719.1
OG0004490	XP_031838752.1	XP_003396012.1
OG0004491	XP_031839011.1	XP_012164963.1
OG0004492	XP_031846680.1	XP_003396888.1
OG0004493	XP_031826323.1	XP_012165660.1, XP_012165661.1
OG0004494	XP_031835878.1	XP_003398254.1
OG0004495	XP_031845661.1	XP_003395593.1
OG0004496	XP_031845668.1	XP_012164051.1
OG0004497	XP_031833012.1	XP_003403273.2
OG0004498	XP_031845883.1	XP_012170794.1, XP_020722021.1
OG0004499	XP_031834686.1	XP_012175673.1, XP_012175672.1
OG0004500	XP_031834526.1	XP_012175728.1, XP_012175727.1
OG0004501	XP_031834575.1	XP_012175640.1
OG0004502	XP_031836750.1	XP_012171822.1
OG0004503	XP_031837380.1	XP_012171813.2
OG0004504	XP_031845489.1	XP_012168015.1
OG0004505	XP_031848273.1	XP_020720815.1
OG0004506	XP_031847799.1	XP_012168286.1
OG0004507	XP_031847754.1	XP_012168294.1
OG0004508	XP_031830829.1	XP_012175359.1
OG0004509	XP_031830696.1	XP_012167732.1
OG0004510	XP_031836853.1	XP_020722109.1
OG0004511	XP_031849903.1	XP_012169042.1
OG0004512	XP_031850228.1	XP_012168998.1
OG0004513	XP_031850105.1	XP_003398890.1
OG0004514	XP_031835327.1	XP_012169679.1
OG0004515	XP_031849198.1	XP_003399354.1
OG0004516	XP_031849311.1	XP_003398781.1
OG0004517	XP_031849429.1	XP_012168573.1
OG0004518	XP_031835599.1	XP_012169228.1
OG0004519	XP_031835397.1	XP_012169351.2
OG0004520	XP_031835629.1	XP_012169221.2
OG0004521	XP_031827409.1	XP_003399965.1
OG0004522	XP_031845531.1	XP_003394996.1
OG0004523	XP_031845332.1	XP_003395112.1
OG0004524	XP_031845022.1	XP_012163232.1, XP_012163231.1, XP_003395274.1
OG0004525	XP_031843096.1	XP_012167473.1, XP_003397941.1
OG0004526	XP_031843072.1	XP_003397942.1
OG0004527	XP_031841519.1, XP_031841510.1	XP_012167520.1
OG0004528	XP_031840338.1	XP_003397854.1
OG0004529	XP_031841836.1	XP_003397862.1
OG0004530	XP_031833430.1	XP_003395689.1
OG0004531	XP_031833852.1	XP_003401985.1, XP_012173489.1
OG0004532	XP_031825310.1	XP_020718840.1
OG0004533	XP_031833962.1, XP_031833963.1	XP_003395732.1
OG0004534	XP_031833754.1	XP_020718811.1
OG0004535	XP_031833910.1	XP_012174007.1
OG0004536	XP_031843361.1, XP_031843360.1	XP_003395850.1
OG0004537	XP_031833448.1	XP_003395815.1
OG0004538	XP_031836108.1	XP_012170866.1
OG0004539	XP_031836291.1	XP_003400137.1
OG0004540	XP_031828699.1	XP_012168714.1
OG0004541	XP_031849933.1, XP_031849932.1	XP_003398715.1, XP_012168725.1
OG0004542	XP_031839594.1, XP_031839593.1	XP_003393846.1
OG0004543	XP_031834427.1	XP_012175721.1
OG0004544	XP_031838729.1	XP_012164850.1
OG0004545	XP_031826691.1	XP_003399793.1
OG0004546	XP_031830380.1	XP_020722858.1
OG0004547	XP_031826269.1	XP_003396864.1
OG0004548	XP_031826226.1	XP_003396651.1, XP_020719394.1
OG0004549	XP_031836880.1, XP_031836881.1	XP_003402821.2
OG0004550	XP_031844229.1	XP_020724280.1
OG0004551	XP_031840464.1	XP_003396262.1
OG0004552	XP_031840479.1, XP_031840480.1	XP_020719651.1
OG0004553	XP_031840379.1	XP_012165215.1
OG0004554	XP_031826516.1	XP_020719666.1
OG0004555	XP_031832580.1	XP_003393676.1
OG0004556	XP_031833498.1	XP_003393700.1
OG0004557	XP_031844898.1	XP_003402644.1
OG0004558	XP_031839876.1	XP_020723486.1
OG0004560	XP_031834741.1	XP_012173777.1
OG0004561	XP_031839679.1	XP_003393781.1
OG0004562	XP_031834631.1, XP_031834637.1	XP_003393888.1
OG0004563	XP_031830819.1	XP_020720576.1, XP_003402550.2
OG0004564	XP_031830445.1	XP_012168455.1
OG0004565	XP_031840910.1	XP_003394132.1
OG0004566	XP_031827846.1	XP_020719689.1, XP_020719690.1
OG0004567	XP_031825991.1, XP_031825990.1	XP_003396579.1
OG0004568	XP_031826065.1	XP_003396588.1
OG0004569	XP_031840612.1	XP_012165522.1
OG0004570	XP_031845254.1	XP_003394510.1
OG0004571	XP_031835975.1	XP_012176458.1
OG0004572	XP_031827290.1	XP_003399563.1
OG0004573	XP_031826081.1	XP_012165296.2
OG0004574	XP_031826452.1	XP_012165293.1
OG0004575	XP_031828171.1	XP_020719514.1, XP_020719515.1
OG0004576	XP_031847024.1	XP_003402338.1
OG0004577	XP_031846971.1	XP_020723296.1
OG0004578	XP_031829768.1	XP_012173160.1
OG0004579	XP_031834320.1	XP_003402853.1
OG0004580	XP_031834314.1	XP_012174570.1
OG0004581	XP_031834332.1	XP_003402862.1
OG0004582	XP_031827536.1	XP_012176425.2
OG0004583	XP_031825439.1	XP_003402123.1
OG0004584	XP_031827370.1	XP_003402121.1
OG0004585	XP_031827357.1	XP_003402117.1
OG0004586	XP_031828213.1	XP_003396396.1
OG0004587	XP_031828054.1	XP_012165426.1
OG0004588	XP_031828181.1	XP_012165925.1
OG0004590	XP_031826709.1	XP_003399757.1
OG0004591	XP_031826833.1, XP_031826834.1	XP_003399750.1
OG0004592	XP_031849385.1	XP_012169397.1
OG0004593	XP_031850079.1	XP_020720965.1
OG0004594	XP_031850151.1	XP_020721242.1
OG0004595	XP_031850275.1	XP_003399399.1
OG0004596	XP_031835659.1	XP_020720984.1
OG0004597	XP_031835443.1, XP_031835444.1	XP_003399376.1
OG0004598	XP_031848478.1	XP_003395991.1
OG0004599	XP_031846873.1	XP_012163454.1
OG0004600	XP_031846823.1	XP_012173170.1
OG0004601	XP_031827371.1	XP_003393403.1
OG0004602	XP_031827341.1	XP_012168306.1, XP_003393425.1
OG0004603	XP_031829204.1	XP_003402511.2
OG0004604	XP_031829245.1	XP_012163109.1
OG0004605	XP_031838660.1	XP_003395898.2
OG0004606	XP_031838723.1	XP_003395900.1, XP_020719089.1
OG0004607	XP_031837428.1	XP_003393408.1
OG0004608	XP_031839270.1	XP_003393471.1
OG0004609	XP_031827297.1, XP_031827300.1, XP_031827298.1	XP_003393495.1
OG0004610	XP_031846907.1	XP_003393215.2
OG0004611	XP_031847562.1	XP_012164593.1
OG0004612	XP_031847149.1	XP_012164515.1
OG0004613	XP_031832440.1, XP_031832433.1	XP_020721134.1
OG0004614	XP_031832567.1	XP_003392977.1
OG0004615	XP_031827304.1	XP_003393179.1, XP_020720577.1
OG0004616	XP_031827327.1, XP_031827326.1	XP_003402539.1
OG0004617	XP_031841943.1	XP_003392938.1
OG0004618	XP_031837617.1	XP_020724235.1
OG0004619	XP_031841972.1	XP_012166280.1
OG0004620	XP_031841165.1, XP_031841164.1	XP_012166773.1
OG0004621	XP_031841100.1	XP_003393363.1
OG0004622	XP_031847684.1	XP_020718935.1, XP_012167550.1
OG0004623	XP_031847153.1	XP_003402733.1
OG0004624	XP_031847218.1	XP_012174506.2
OG0004625	XP_031828758.1	XP_012170179.1
OG0004626	XP_031843740.1	XP_012168382.1
OG0004627	XP_031844110.1	XP_003394393.1
OG0004628	XP_031849371.1	XP_012176667.1
OG0004629	XP_031829668.1	XP_012169454.1
OG0004630	XP_031848418.1	XP_012175869.2
OG0004631	XP_031831201.1	XP_003395280.1
OG0004632	XP_031837876.1	XP_012173368.1
OG0004633	XP_031837888.1	XP_012173372.1
OG0004634	XP_031838163.1	XP_012168523.1
OG0004635	XP_031831642.1	XP_012164443.1
OG0004636	XP_031831665.1	XP_012164450.1, XP_012164446.1
OG0004637	XP_031841521.1	XP_012170436.1, XP_003401908.1
OG0004638	XP_031825865.1	XP_012167773.1
OG0004639	XP_031849339.1	XP_012176693.1
OG0004640	XP_031846725.1	XP_003396939.1
OG0004641	XP_031844940.1	XP_012168505.2
OG0004642	XP_031846735.1	XP_003396934.1, XP_003396932.1
OG0004643	XP_031846690.1	XP_003396558.2
OG0004644	XP_031846499.1	XP_003398825.3, XP_003402526.2
OG0004645	XP_031830510.1	XP_003403428.1
OG0004646	XP_031833840.1	XP_020722350.1
OG0004647	XP_031846532.1	XP_012169423.1
OG0004648	XP_031846542.1	XP_012169427.1
OG0004649	XP_031836607.1	XP_003395908.1, XP_012164665.1
OG0004650	XP_031844106.1, XP_031844102.1	XP_012175826.1
OG0004651	XP_031839145.1	XP_012168745.1
OG0004652	XP_031846421.1	XP_020720963.1, XP_020720962.1, XP_003398829.1
OG0004653	XP_031831375.1	XP_003395313.1
OG0004654	XP_031831386.1	XP_012164453.1
OG0004655	XP_031831502.1	XP_003395864.1
OG0004657	XP_031833416.1	XP_012173687.1
OG0004658	XP_031844878.1	XP_020724025.1
OG0004659	XP_031835745.1	XP_012175637.1
OG0004660	XP_031834592.1	XP_012174123.1, XP_003394009.1
OG0004661	XP_031836998.1	XP_012169868.2
OG0004662	XP_031836229.1	XP_020721988.1
OG0004664	XP_031850378.1, XP_031850379.1	XP_020723312.1
OG0004665	XP_031848870.1, XP_031848871.1	XP_020723576.1
OG0004666	XP_031840884.1	XP_012176543.1
OG0004667	XP_031850461.1	XP_020723572.1, XP_003402836.1
OG0004668	XP_031850495.1	XP_020723598.1
OG0004669	XP_031848294.1	XP_003394449.1
OG0004670	XP_031850562.1, XP_031850558.1	XP_012174605.2
OG0004671	XP_031849679.1	XP_003394195.1
OG0004672	XP_031840984.1	XP_020724348.1
OG0004673	XP_031842271.1	XP_020718378.1
OG0004674	XP_031842294.1	XP_003395228.3
OG0004675	XP_031839426.1, XP_031839425.1	XP_003392888.1
OG0004676	XP_031834379.1	XP_003395039.1
OG0004677	XP_031845565.1	XP_020723413.1
OG0004678	XP_031833282.1	XP_012176741.1, XP_012176742.1
OG0004679	XP_031845088.1	XP_003395239.1
OG0004680	XP_031837547.1	XP_020721094.1
OG0004681	XP_031845089.1	XP_003395103.1
OG0004682	XP_031834471.1	XP_012163093.1
OG0004683	XP_031845520.1	XP_003395073.1
OG0004684	XP_031844698.1, XP_031844699.1, XP_031844697.1	XP_012165914.2
OG0004685	XP_031833543.1	XP_003395540.2
OG0004686	XP_031826943.1	XP_003399574.1
OG0004687	XP_031831605.1	XP_012163834.1, XP_012163835.1
OG0004688	XP_031831695.1	XP_020723337.1, XP_012164514.2
OG0004689	XP_031836449.1, XP_031836537.1	XP_003394518.1
OG0004690	XP_031833615.1	XP_012164074.1
OG0004691	XP_031825496.1	XP_012164189.1
OG0004692	XP_031841657.1, XP_031841658.1	XP_003399550.1
OG0004693	XP_031831494.1	XP_012173572.1
OG0004694	XP_031840185.1	XP_003402931.1
OG0004695	XP_031840176.1	XP_012164910.1
OG0004696	XP_031838892.1	XP_020719068.1
OG0004697	XP_031840145.1	XP_003396050.1
OG0004698	XP_031828607.1	XP_020720042.1, XP_012167217.1
OG0004699	XP_031828830.1	XP_003397538.1
OG0004700	XP_031847909.1	XP_012164742.2
OG0004701	XP_031848357.1	XP_012174217.1
OG0004702	XP_031838694.1	XP_020719080.1
OG0004703	XP_031826388.1	XP_012165677.1
OG0004704	XP_031834170.1	XP_020719927.1
OG0004705	XP_031826339.1	XP_003396664.2
OG0004706	XP_031826509.1	XP_012165669.2
OG0004707	XP_031845767.1	XP_020719833.1
OG0004708	XP_031844090.1, XP_031844182.1	XP_003403264.1
OG0004710	XP_031848048.1	XP_012173333.1
OG0004711	XP_031829863.1	XP_012173048.1, XP_003402033.1
OG0004712	XP_031829710.1	XP_012175159.2
OG0004713	XP_031838422.1	XP_020719875.1, XP_003397365.1
OG0004714	XP_031829923.1	XP_020722854.1
OG0004715	XP_031832080.1	XP_012166567.1
OG0004716	XP_031829351.1	XP_012173115.1
OG0004717	XP_031832002.1, XP_031832003.1	XP_003397089.1
OG0004718	XP_031848127.1	XP_020723124.1
OG0004719	XP_031830185.1	XP_003403038.1
OG0004720	XP_031842672.1	XP_012173034.1
OG0004721	XP_031837644.1	XP_012167375.1
OG0004722	XP_031844675.1	XP_003397574.1
OG0004723	XP_031843300.1	XP_012167638.1
OG0004724	XP_031838263.1	XP_003397783.1
OG0004725	XP_031837674.1	XP_012167288.1
OG0004726	XP_031843438.1	XP_012174458.1, XP_012174460.1
OG0004727	XP_031835015.1	XP_020720467.1
OG0004728	XP_031839161.1	XP_020720491.1
OG0004729	XP_031843517.1	XP_020720139.1
OG0004730	XP_031841550.1	XP_020720289.1
OG0004731	XP_031830714.1	XP_012167860.1
OG0004732	XP_031848277.1	XP_020720793.1
OG0004733	XP_031847923.1	XP_003398136.2
OG0004734	XP_031847787.1	XP_020720611.1, XP_003398552.1, XP_020720612.1
OG0004735	XP_031830850.1	XP_003398327.1
OG0004736	XP_031846803.1	XP_020724169.1
OG0004737	XP_031844450.1	XP_020720518.1, XP_020720516.1
OG0004738	XP_031835927.1	XP_003398284.1
OG0004739	XP_031830874.1	XP_020720542.1
OG0004740	XP_031846967.1	XP_012173912.1
OG0004741	XP_031830743.1	XP_012175404.2
OG0004742	XP_031830916.1	XP_012168193.1
OG0004743	XP_031835512.1	XP_020721266.1
OG0004744	XP_031849977.1, XP_031849980.1	XP_012169039.1
OG0004745	XP_031838519.1	XP_003398915.1
OG0004746	XP_031835401.1	XP_003399070.1
OG0004747	XP_031835532.1	XP_012169272.1
OG0004748	XP_031829093.1, XP_031829089.1	XP_003399002.1
OG0004749	XP_031850180.1	XP_012168966.1
OG0004750	XP_031829048.1	XP_003398817.1
OG0004751	XP_031829074.1, XP_031829073.1	XP_020721065.1
OG0004752	XP_031850014.1, XP_031850013.1	XP_020721308.1
OG0004753	XP_031841543.1	XP_012170460.1
OG0004754	XP_031845712.1	XP_003399905.1
OG0004755	XP_031827532.1	XP_020721698.1
OG0004756	XP_031850540.1	XP_012170253.2
OG0004757	XP_031829403.1	XP_012172652.1
OG0004758	XP_031850368.1	XP_003399535.1
OG0004759	XP_031836799.1, XP_031836798.1	XP_003400995.1
OG0004760	XP_031826468.1	XP_003396342.3
OG0004761	XP_031844443.1	XP_020721859.1
OG0004762	XP_031827819.1	XP_020721872.1
OG0004763	XP_031835966.1	XP_020721987.1, XP_020721986.1
OG0004764	XP_031825450.1	XP_020721965.1, XP_003400060.1
OG0004765	XP_031847643.1	XP_003400163.1, XP_012170912.1
OG0004766	XP_031847627.1	XP_003400173.1
OG0004767	XP_031844039.1	XP_020719942.1
OG0004768	XP_031837528.1	XP_020722145.1
OG0004769	XP_031832632.1	XP_003400459.1
OG0004770	XP_031845861.1	XP_003400364.1
OG0004771	XP_031833131.1	XP_012171164.1
OG0004772	XP_031833088.1	XP_012171197.1
OG0004773	XP_031832977.1	XP_012171809.1
OG0004774	XP_031829558.1	XP_003400899.1
OG0004775	XP_031832684.1	XP_003400674.2
OG0004776	XP_031841911.1	XP_003392942.1
OG0004777	XP_031825821.1	XP_003401244.1
OG0004778	XP_031843090.1, XP_031843089.1	XP_003401079.1
OG0004779	XP_031847380.1	XP_003401067.1
OG0004780	XP_031847354.1	XP_020722675.1, XP_012172141.1, XP_012172142.1
OG0004781	XP_031842854.1	XP_012172254.1
OG0004782	XP_031842859.1	XP_012172259.1
OG0004783	XP_031842542.1, XP_031842541.1	XP_020722379.1
OG0004784	XP_031825724.1	XP_012172326.1
OG0004785	XP_031837920.1	XP_012172009.1
OG0004786	XP_031827261.1	XP_012170139.1
OG0004787	XP_031826775.1	XP_020723228.1
OG0004788	XP_031849964.1	XP_020721447.1
OG0004789	XP_031841721.1	XP_003399647.1
OG0004790	XP_031828153.1	XP_012165271.1
OG0004791	XP_031826203.1	XP_012166088.1
OG0004792	XP_031826520.1	XP_003396925.1
OG0004793	XP_031839343.1	XP_012164345.1
OG0004794	XP_031845892.1, XP_031845891.1	XP_003400922.1
OG0004795	XP_031828321.1	XP_003396468.1
OG0004796	XP_031828033.1	XP_020719513.1
OG0004797	XP_031840436.1, XP_031840439.1	XP_003396250.1
OG0004798	XP_031846176.1	XP_003402705.1
OG0004799	XP_031828221.1	XP_012165420.1
OG0004801	XP_031839189.1	XP_003392902.2
OG0004802	XP_031833038.1	XP_003394836.1
OG0004803	XP_031844233.1	XP_003394366.1
OG0004804	XP_031839723.1	XP_003393805.1
OG0004805	XP_031839875.1	XP_012175679.1
OG0004806	XP_031848682.1	XP_012175598.1
OG0004807	XP_031839872.1	XP_012174376.1
OG0004808	XP_031834901.1	XP_012173941.1
OG0004809	XP_031834713.1, XP_031834712.1	XP_012172783.1, XP_003393686.1
OG0004810	XP_031839553.1	XP_003393719.1
OG0004811	XP_031839535.1	XP_003393659.1
OG0004812	XP_031836230.1	XP_020723791.1
OG0004813	XP_031834079.1	XP_020723484.1
OG0004814	XP_031839898.1	XP_003402675.1
OG0004816	XP_031831531.1	XP_003394062.1
OG0004817	XP_031835918.1	XP_020723983.1
OG0004818	XP_031848651.1	XP_003393730.1
OG0004820	XP_031834851.1, XP_031834849.1	XP_003393873.1
OG0004821	XP_031834594.1, XP_031834595.1	XP_020723605.1
OG0004822	XP_031848160.1	XP_003393438.1
OG0004824	XP_031840908.1	XP_012176050.1
OG0004825	XP_031840707.1	XP_020723308.1
OG0004826	XP_031841947.1	XP_020724028.1
OG0004827	XP_031840852.1	XP_003394703.1
OG0004828	XP_031843768.1	XP_003398146.1
OG0004829	XP_031844557.1	XP_003394476.1, XP_012176414.1
OG0004830	XP_031844310.1	XP_012176234.1
OG0004831	XP_031850456.1	XP_020723593.1
OG0004832	XP_031849675.1, XP_031849676.1	XP_020724274.1
OG0004833	XP_031850457.1	XP_012174613.1
OG0004834	XP_031848384.1	XP_012175867.1
OG0004835	XP_031848397.1, XP_031848398.1	XP_003394116.1
OG0004836	XP_031844148.1	XP_020724224.1
OG0004837	XP_031850567.1, XP_031850569.1	XP_003394158.1
OG0004838	XP_031840725.1	XP_003402350.1
OG0004839	XP_031844478.1	XP_012175985.1
OG0004841	XP_031849555.1	XP_012176128.1
OG0004842	XP_031843623.1	XP_003402703.1
OG0004843	XP_031848444.1	XP_012176396.1
OG0004844	XP_031845588.1	XP_003402471.1
OG0004845	XP_031845027.1	XP_012163535.1
OG0004846	XP_031845305.1	XP_012163341.1
OG0004847	XP_031834419.1	XP_020718450.1
OG0004848	XP_031833285.1	XP_020718281.1, XP_020718274.1
OG0004849	XP_031845189.1	XP_020718292.1
OG0004850	XP_031846144.1	XP_003395115.1
OG0004852	XP_031845410.1	XP_003394773.2
OG0004853	XP_031829346.1	XP_012174149.2
OG0004854	XP_031834097.1	XP_003400418.1
OG0004855	XP_031845021.1, XP_031845020.1	XP_003395273.1
OG0004856	XP_031842329.1	XP_003394924.1
OG0004857	XP_031842322.1	XP_012163280.1
OG0004858	XP_031845126.1	XP_012176710.1
OG0004859	XP_031844993.1	XP_012163437.1
OG0004861	XP_031846073.1	XP_012163650.1
OG0004862	XP_031832410.1	XP_012169669.1, XP_012174270.1
OG0004863	XP_031845654.1	XP_012163975.1
OG0004864	XP_031831535.1	XP_020718826.1, XP_003395835.1
OG0004865	XP_031825283.1, XP_031825280.1	XP_020718889.1
OG0004866	XP_031827289.1	XP_020721596.1
OG0004867	XP_031831389.1	XP_012164425.1
OG0004868	XP_031833643.1	XP_003395508.1
OG0004869	XP_031833642.1	XP_012163927.1
OG0004870	XP_031831383.1	XP_003395320.1
OG0004871	XP_031826886.1	XP_020721684.1
OG0004873	XP_031831865.1	XP_003395318.1
OG0004874	XP_031839494.1	XP_012163753.2
OG0004875	XP_031827782.1	XP_003394667.1
OG0004876	XP_031825516.1	XP_012164209.1
OG0004877	XP_031833844.1	XP_003395734.1
OG0004878	XP_031845663.1	XP_020718653.1, XP_012164163.1
OG0004879	XP_031833784.1	XP_020718745.1
OG0004880	XP_031831707.1	XP_012164512.1
OG0004881	XP_031825479.1	XP_012164198.1
OG0004882	XP_031831558.1	XP_012164427.1
OG0004883	XP_031825513.1	XP_012164159.1, XP_003395664.1
OG0004884	XP_031846614.1	XP_020718795.1
OG0004886	XP_031831198.1	XP_020718856.1
OG0004887	XP_031833704.1	XP_012164353.1
OG0004888	XP_031843334.1	XP_012164379.2
OG0004889	XP_031850583.1	XP_003395457.1
OG0004890	XP_031825312.1, XP_031825313.1	XP_020718692.1
OG0004891	XP_031828499.1	XP_003394789.1
OG0004892	XP_031836647.1	XP_003395965.1
OG0004893	XP_031843529.1	XP_012167728.1
OG0004894	XP_031849135.1	XP_020723700.1
OG0004895	XP_031849141.1	XP_020719018.1
OG0004896	XP_031829151.1	XP_012166747.1
OG0004897	XP_031836562.1	XP_003395981.1
OG0004898	XP_031840209.1	XP_003402298.1
OG0004899	XP_031838943.1	XP_012164559.1
OG0004901	XP_031838817.1	XP_003402940.2
OG0004902	XP_031836778.1	XP_020723675.1
OG0004903	XP_031836640.1	XP_020719176.1
OG0004904	XP_031832447.1	XP_003393011.1
OG0004905	XP_031828934.1	XP_020720443.1
OG0004906	XP_031826079.1	XP_012165297.1
OG0004907	XP_031838661.1	XP_003395930.2
OG0004908	XP_031838900.1	XP_012174828.1
OG0004909	XP_031843415.1	XP_020723282.1, XP_020723263.1
OG0004910	XP_031838634.1	XP_003396102.1
OG0004911	XP_031828990.1	XP_012163131.1
OG0004912	XP_031838953.1	XP_020719094.1
OG0004913	XP_031838964.1	XP_003396109.1
OG0004914	XP_031826159.1	XP_020719319.1, XP_020719320.1
OG0004915	XP_031838771.1	XP_003396116.1
OG0004916	XP_031840175.1	XP_012164913.1
OG0004917	XP_031849109.1	XP_012175254.1
OG0004918	XP_031844209.1	XP_020723465.1
OG0004919	XP_031834011.1	XP_012166354.1, XP_012166355.1
OG0004920	XP_031838603.1	XP_012168478.1
OG0004921	XP_031848775.1, XP_031832304.1	XP_020719903.1
OG0004922	XP_031846676.1	XP_003396883.1
OG0004923	XP_031826376.1	XP_003396627.1
OG0004924	XP_031844223.1	XP_012168479.1
OG0004925	XP_031834076.1, XP_031834081.1	XP_012166363.1
OG0004926	XP_031841158.1	XP_020719250.1
OG0004927	XP_031832006.1, XP_031832005.1, XP_031832004.1	XP_012166475.1
OG0004928	XP_031826237.1	XP_020719350.1
OG0004929	XP_031826271.1	XP_012166042.1
OG0004930	XP_031826023.1	XP_020719681.1, XP_003402549.2
OG0004931	XP_031830014.1	XP_003401903.1
OG0004932	XP_031829756.1	XP_012173162.2
OG0004933	XP_031837452.1	XP_020719482.1
OG0004934	XP_031831952.1	XP_020719904.1
