Orthogroup	Nomia_melanderi	Apis_mellifera
OG0003367	XP_031849268.1	XP_006566781.2
OG0003368	XP_031849395.1	XP_006566795.1, XP_625213.1
OG0003369	XP_031840828.1	XP_006566841.1, XP_006566843.1, XP_006566842.1
OG0003370	XP_031829935.1	XP_026298086.1, XP_006566898.1
OG0003371	XP_031841762.1	XP_006566937.1
OG0003372	XP_031827416.1	XP_006566979.1
OG0003373	XP_031827620.1, XP_031827619.1, XP_031827618.1	XP_006566993.1
OG0003374	XP_031843497.1	XP_006567037.1, XP_006567038.1
OG0003375	XP_031827758.1, XP_031827767.1	XP_006567053.2
OG0003376	XP_031845328.1, XP_031845327.1, XP_031845330.1	XP_006567210.2
OG0003377	XP_031845366.1, XP_031845365.1	XP_006567249.1
OG0003378	XP_031845642.1	XP_006567287.1
OG0003379	XP_031845168.1	XP_006567306.1
OG0003380	XP_031829292.1	XP_016767424.1, XP_006567311.1, XP_006567310.1
OG0003381	XP_031842232.1, XP_031842233.1	XP_006567329.1
OG0003382	XP_031842230.1	XP_006567330.1
OG0003383	XP_031835201.1	XP_006567399.1
OG0003384	XP_031835048.1, XP_031835049.1	XP_006567414.2
OG0003386	XP_031838182.1	XP_006567509.1
OG0003387	XP_031838157.1, XP_031838156.1	XP_006567514.2
OG0003388	XP_031838564.1	XP_006567671.1
OG0003389	XP_031833420.1, XP_031833419.1	XP_006567709.1
OG0003390	XP_031833990.1, XP_031833991.1	XP_006567761.1, XP_006567762.1
OG0003391	XP_031847007.1	XP_006567771.1
OG0003392	XP_031825656.1	XP_006567782.2
OG0003393	XP_031833867.1	XP_006567837.2, XP_016767611.2
OG0003394	XP_031848739.1, XP_031848740.1	XP_006567974.1
OG0003395	XP_031825324.1	XP_006567976.2
OG0003396	XP_031841049.1, XP_031841046.1, XP_031841048.1	XP_006568009.1
OG0003398	XP_031838647.1	XP_006568303.1
OG0003399	XP_031830223.1	XP_006568325.2
OG0003400	XP_031844342.1	XP_006568548.2
OG0003401	XP_031840453.1, XP_031840455.1	XP_006568624.2
OG0003402	XP_031840462.1	XP_006568628.1
OG0003403	XP_031828088.1	XP_006568688.1
OG0003404	XP_031832976.1	XP_006568815.1
OG0003405	XP_031833524.1	XP_006568820.1, XP_396656.1
OG0003406	XP_031833624.1	XP_006568921.1
OG0003407	XP_031839810.1	XP_006569041.1
OG0003408	XP_031828760.1	XP_006569221.1, XP_006569223.1
OG0003409	XP_031830960.1	XP_393666.5, XP_006569230.2
OG0003410	XP_031850429.1, XP_031850431.1	XP_006569286.1
OG0003411	XP_031841011.1	XP_006569298.1
OG0003412	XP_031826264.1	XP_006569635.1, XP_006569636.1, XP_026297150.1
OG0003413	XP_031827925.1	XP_006569684.1
OG0003414	XP_031830773.1	XP_006569709.2
OG0003415	XP_031830746.1	XP_006569712.2
OG0003417	XP_031834277.1	XP_006569904.1, XP_026295287.1
OG0003418	XP_031827182.1	XP_006569994.1
OG0003419	XP_031840418.1	XP_006570106.1
OG0003420	XP_031828370.1	XP_016768475.1, XP_006570156.1
OG0003421	XP_031850497.1	XP_006570211.1
OG0003422	XP_031825412.1	XP_006570305.1, XP_393222.4
OG0003423	XP_031835462.1, XP_031835460.1, XP_031835461.1	XP_006570412.2
OG0003425	XP_031835453.1, XP_031835454.1	XP_006570470.2
OG0003426	XP_031835669.1	XP_006570521.1
OG0003427	XP_031840117.1	XP_006570752.1
OG0003428	XP_031839483.1	XP_026300893.1, XP_006570858.1
OG0003429	XP_031839342.1	XP_006570866.1
OG0003430	XP_031828485.1	XP_006571053.2, XP_016768321.2
OG0003431	XP_031828614.1	XP_006571056.3
OG0003432	XP_031839364.1	XP_006571348.2, XP_396231.4
OG0003433	XP_031839330.1	XP_006571359.2
OG0003434	XP_031832482.1	XP_006571404.1, XP_006571405.1
OG0003435	XP_031832539.1	XP_006571440.2
OG0003436	XP_031832445.1, XP_031832444.1, XP_031832443.1	XP_006571445.1
OG0003437	XP_031827321.1	XP_006571453.2
OG0003438	XP_031832515.1	XP_006571600.1
OG0003439	XP_031837476.1	XP_006571647.1
OG0003440	XP_031837564.1	XP_006571657.1
OG0003441	XP_031837459.1	XP_006571675.2
OG0003442	XP_031844081.1	XP_006571697.2
OG0003443	XP_031846458.1	XP_006571914.1, XP_006571915.1, XP_393332.1
OG0003444	XP_031831248.1	XP_006571967.1
OG0003445	XP_031834822.1	XP_006572092.1
OG0003446	XP_031825870.1	XP_006572135.2
OG0003447	XP_031826794.1	XP_006572153.1
OG0003448	XP_031831437.1	XP_006572176.2
OG0003449	XP_031826729.1, XP_031826728.1	XP_006572211.1
OG0003450	XP_031826734.1	XP_006572212.1, XP_623701.2
OG0003451	XP_031836590.1, XP_031836589.1, XP_031836588.1	XP_006572303.1
OG0003452	XP_031835407.1	XP_016766177.1, XP_016766173.1
OG0003453	XP_031847085.1	XP_016766221.2, XP_392247.2
OG0003454	XP_031826367.1	XP_016766321.2
OG0003456	XP_031837000.1	XP_016766410.2
OG0003457	XP_031839619.1	XP_016766473.2
OG0003458	XP_031849558.1	XP_016766650.1
OG0003459	XP_031849664.1	XP_016766685.1, XP_396942.4
OG0003460	XP_031850311.1	XP_016766757.2
OG0003461	XP_031849738.1	XP_016766826.1, XP_016766827.1
OG0003462	XP_031837896.1	XP_016766892.1
OG0003463	XP_031845535.1, XP_031845534.1, XP_031845533.1	XP_016767094.2
OG0003464	XP_031833270.1	XP_016767143.1
OG0003465	XP_031845422.1	XP_016767145.2
OG0003466	XP_031845008.1	XP_016767194.1
OG0003468	XP_031845510.1	XP_016767321.1
OG0003469	XP_031833300.1	XP_016767413.2
OG0003470	XP_031845471.1	XP_016767519.2
OG0003471	XP_031848614.1, XP_031848612.1	XP_016767522.2
OG0003472	XP_031833974.1	XP_016767691.1
OG0003473	XP_031826551.1, XP_031826550.1	XP_016767894.2
OG0003474	XP_031833523.1, XP_031833525.1	XP_016767933.1
OG0003475	XP_031847069.1	XP_016768039.1
OG0003476	XP_031848704.1	XP_016768218.1
OG0003477	XP_031828916.1, XP_031828920.1, XP_031828918.1	XP_016768333.1, XP_016768334.1
OG0003478	XP_031828697.1	XP_016768411.1
OG0003480	XP_031836980.1	XP_016768447.1
OG0003481	XP_031844224.1	XP_016768511.2, XP_026297457.1
OG0003482	XP_031831912.1	XP_016768690.1
OG0003483	XP_031846658.1	XP_395948.5, XP_016768705.2
OG0003484	XP_031828035.1	XP_016768715.1, XP_395804.2, XP_026299006.1
OG0003485	XP_031849867.1, XP_031849868.1	XP_016768764.1
OG0003486	XP_031830300.1	XP_016768858.2
OG0003487	XP_031846380.1, XP_031846382.1, XP_031846383.1	XP_016768973.2
OG0003488	XP_031831895.1, XP_031831896.1	XP_016769134.1
OG0003489	XP_031830200.1	XP_016769155.2
OG0003490	XP_031848131.1, XP_031848667.1	XP_016769224.1, XP_625099.2
OG0003491	XP_031830035.1	XP_016769254.1
OG0003492	XP_031829805.1	XP_016769301.1
OG0003493	XP_031844172.1, XP_031844158.1	XP_016769366.2
OG0003494	XP_031844790.1, XP_031844800.1	XP_016769452.2
OG0003495	XP_031846568.1, XP_031846550.1	XP_016769485.2
OG0003496	XP_031838024.1	XP_016769562.1
OG0003497	XP_031825951.1	XP_016769727.2
OG0003499	XP_031847873.1, XP_031847874.1, XP_031847875.1	XP_016769783.2
OG0003500	XP_031843890.1	XP_016769807.1
OG0003502	XP_031831109.1, XP_031831111.1	XP_016769858.1
OG0003503	XP_031830695.1	XP_016769919.1, XP_026299199.1
OG0003504	XP_031835954.1, XP_031835953.1	XP_016769970.1
OG0003505	XP_031847913.1	XP_393006.1, XP_016769990.1
OG0003506	XP_031841261.1, XP_031841262.1	XP_016770063.1
OG0003507	XP_031847789.1	XP_016770065.2, XP_026299241.1
OG0003508	XP_031828831.1	XP_016770178.2
OG0003509	XP_031847199.1, XP_031847200.1	XP_016770351.2, XP_394160.3
OG0003510	XP_031850215.1	XP_016770365.1
OG0003511	XP_031850195.1, XP_031850192.1	XP_016770369.1
OG0003512	XP_031835403.1	XP_016770378.1
OG0003513	XP_031849965.1	XP_016770574.1
OG0003514	XP_031835797.1	XP_016770620.1
OG0003515	XP_031835604.1, XP_031835605.1	XP_016770683.1
OG0003516	XP_031833864.1	XP_016770746.1
OG0003517	XP_031827317.1	XP_026301896.1, XP_016770824.1
OG0003518	XP_031841503.1	XP_016770906.1
OG0003519	XP_031827387.1	XP_016770995.1
OG0003520	XP_031829422.1, XP_031829421.1	XP_016771065.2
OG0003521	XP_031836747.1	XP_393033.4, XP_016771091.1, XP_016771093.1
OG0003522	XP_031838233.1	XP_016771113.1
OG0003523	XP_031841309.1	XP_016771115.2
OG0003524	XP_031847629.1	XP_016771176.2
OG0003526	XP_031836097.1	XP_016771457.1
OG0003527	XP_031835085.1, XP_031835083.1, XP_031835084.1	XP_016771539.2
OG0003529	XP_031847125.1	XP_016771708.1
OG0003530	XP_031837315.1	XP_016771785.2
OG0003531	XP_031837314.1	XP_016771850.1
OG0003532	XP_031839473.1, XP_031839478.1	XP_026300254.1, XP_016771951.1
OG0003533	XP_031842781.1	XP_016772008.1
OG0003534	XP_031842736.1, XP_031842739.1, XP_031842737.1	XP_016772021.1
OG0003535	XP_031825720.1	XP_016772065.1
OG0003536	XP_031847431.1	XP_016772168.2
OG0003537	XP_031847361.1	XP_026301478.1, XP_016772175.1
OG0003538	XP_031842896.1	XP_016772239.1
OG0003539	XP_031842705.1	XP_026301255.1, XP_016772289.2
OG0003540	XP_031825832.1, XP_031825829.1	XP_016772307.1
OG0003541	XP_031843139.1	XP_016772339.1
OG0003542	XP_031848898.1, XP_031825405.1, XP_031825394.1	XP_016772434.2
OG0003543	XP_031828775.1	XP_016772466.2
OG0003544	XP_031827059.1, XP_031827060.1	XP_016772611.1
OG0003546	XP_031825863.1	XP_016772854.2
OG0003547	XP_031843510.1	XP_016772904.2, XP_026300492.1
OG0003548	XP_031838171.1	XP_016772927.1
OG0003549	XP_031838175.1	XP_016772928.1
OG0003550	XP_031849594.1	XP_026295295.1, XP_026295296.1, XP_016773012.1
OG0003551	XP_031833574.1	XP_016773618.1
OG0003552	XP_031833802.1	XP_016773621.2, XP_026295080.1
OG0003553	XP_031839611.1, XP_031839612.1	XP_026294728.1
OG0003554	XP_031839587.1	XP_026294745.1
OG0003555	XP_031834732.1	XP_026294761.1
OG0003556	XP_031839613.1, XP_031839614.1	XP_026294784.1
OG0003557	XP_031837799.1	XP_026294787.1
OG0003558	XP_031844988.1	XP_026294822.1, XP_026294823.1
OG0003559	XP_031844892.1	XP_026294852.1
OG0003560	XP_031844864.1	XP_026294891.1
OG0003561	XP_031839856.1	XP_026295012.1
OG0003562	XP_031849621.1	XP_026295164.1
OG0003563	XP_031849698.1	XP_026295228.1
OG0003565	XP_031844652.1	XP_026295251.1
OG0003566	XP_031840706.1	XP_026295283.1
OG0003568	XP_031849603.1	XP_026295392.1
OG0003569	XP_031848945.1	XP_026295441.1
OG0003570	XP_031844662.1	XP_026295463.1
OG0003571	XP_031844190.1, XP_031844189.1, XP_031844188.1	XP_026295476.1
OG0003572	XP_031848432.1, XP_031848433.1	XP_026295501.1
OG0003573	XP_031850529.1	XP_026295505.1
OG0003574	XP_031850351.1	XP_026295523.1
OG0003575	XP_031846258.1, XP_031846093.1, XP_031846171.1	XP_026295639.1
OG0003576	XP_031844607.1	XP_026295657.1
OG0003577	XP_031845357.1, XP_031845356.1	XP_026295820.1
OG0003579	XP_031835086.1, XP_031835087.1, XP_031835088.1	XP_026295888.1
OG0003580	XP_031828117.1	XP_026295932.1
OG0003581	XP_031829343.1	XP_026295980.1
OG0003582	XP_031846027.1	XP_026295990.1, XP_026295988.1
OG0003583	XP_031842234.1	XP_026296009.1
OG0003584	XP_031845566.1	XP_026296023.1, XP_026296022.1, XP_026296021.1, XP_026296020.1
OG0003585	XP_031845439.1	XP_026296057.1
OG0003586	XP_031833184.1	XP_026296070.1
OG0003587	XP_031845029.1	XP_026296111.1
OG0003588	XP_031833170.1	XP_026296288.1
OG0003589	XP_031832460.1	XP_026296323.1
OG0003590	XP_031833366.1	XP_026296332.1
OG0003591	XP_031825345.1	XP_026296394.1
OG0003592	XP_031825430.1	XP_026296401.1
OG0003593	XP_031833333.1	XP_026296407.1
OG0003594	XP_031828203.1, XP_031827798.1	XP_026296442.1
OG0003595	XP_031833833.1, XP_031833832.1	XP_026296474.1
OG0003596	XP_031826785.1	XP_026296476.1
OG0003597	XP_031825523.1, XP_031825522.1	XP_026296517.1, XP_026296516.1
OG0003598	XP_031825334.1	XP_026296542.1
OG0003599	XP_031831520.1	XP_026296621.1
OG0003600	XP_031825305.1	XP_026296675.1
OG0003601	XP_031831650.1, XP_031831649.1	XP_026296678.1
OG0003602	XP_031843368.1	XP_026296687.1
OG0003603	XP_031833734.1	XP_026296719.1
OG0003604	XP_031825323.1, XP_031825317.1	XP_026296755.1
OG0003605	XP_031833580.1, XP_031833579.1	XP_026296774.1
OG0003606	XP_031843346.1, XP_031843345.1, XP_031843344.1	XP_026296821.1
OG0003607	XP_031831587.1	XP_026296858.1
OG0003608	XP_031831835.1	XP_026296881.1
OG0003609	XP_031827904.1	XP_026296883.1
OG0003610	XP_031828561.1, XP_031828562.1	XP_026296911.1
OG0003611	XP_031828617.1	XP_026297027.1
OG0003612	XP_031838654.1	XP_026297047.1
OG0003613	XP_031836576.1, XP_031836577.1	XP_026297086.1
OG0003614	XP_031846081.1, XP_031846094.1	XP_026297114.1
OG0003615	XP_031838782.1, XP_031838778.1	XP_026297120.1, XP_026297125.1
OG0003616	XP_031848547.1	XP_026297132.1
OG0003617	XP_031847876.1	XP_026297140.1
OG0003619	XP_031838820.1	XP_026297172.1
OG0003620	XP_031838899.1	XP_026297191.1
OG0003621	XP_031836625.1	XP_026297204.1
OG0003622	XP_031838816.1	XP_026297223.1
OG0003623	XP_031838774.1	XP_026297224.1
OG0003624	XP_031840207.1	XP_026297326.1
OG0003625	XP_031836466.1	XP_026297343.1
OG0003626	XP_031846720.1	XP_026297388.1
OG0003627	XP_031834179.1	XP_026297465.1, XP_026297464.1
OG0003628	XP_031826536.1	XP_026297471.1
OG0003629	XP_031832262.1	XP_026297479.1
OG0003630	XP_031845725.1	XP_026297502.1
OG0003631	XP_031825978.1	XP_026297533.1
OG0003632	XP_031832182.1, XP_031832181.1	XP_026297628.1
OG0003633	XP_031846152.1	XP_026297746.1
OG0003634	XP_031844314.1	XP_026297766.1
OG0003635	XP_031849957.1	XP_026297790.1
OG0003636	XP_031838129.1	XP_026297817.1
OG0003637	XP_031843891.1	XP_026297912.1
OG0003638	XP_031838330.1	XP_026297929.1, XP_026297928.1
OG0003639	XP_031833839.1	XP_026297954.1
OG0003640	XP_031838379.1, XP_031838380.1	XP_026298034.1
OG0003641	XP_031827216.1	XP_026298043.1
OG0003642	XP_031843527.1	XP_026298046.1
OG0003643	XP_031830324.1	XP_026298063.1
OG0003644	XP_031833984.1	XP_026298145.1
OG0003645	XP_031848228.1	XP_026298168.1
OG0003646	XP_031830127.1	XP_026298204.1
OG0003647	XP_031829804.1	XP_026298221.1
OG0003648	XP_031837340.1, XP_031837350.1	XP_026298224.1, XP_026298233.1
OG0003649	XP_031832259.1	XP_026298254.1
OG0003650	XP_031832256.1	XP_026298263.1, XP_026298264.1
OG0003651	XP_031841078.1	XP_026298265.1
OG0003652	XP_031832039.1	XP_026298280.1
OG0003653	XP_031846838.1, XP_031846834.1	XP_026298294.1
OG0003654	XP_031830044.1, XP_031830053.1	XP_026298305.1
OG0003655	XP_031837948.1	XP_026298452.1
OG0003656	XP_031833339.1	XP_026298520.1
OG0003657	XP_031844118.1	XP_026298525.1, XP_026298527.1, XP_026298526.1, XP_026298524.1
OG0003658	XP_031830013.1	XP_026298542.1, XP_395779.3
OG0003659	XP_031844021.1	XP_026298579.1
OG0003660	XP_031838158.1, XP_031838161.1	XP_026298643.1
OG0003661	XP_031841739.1	XP_026298753.1
OG0003662	XP_031839385.1	XP_026298841.1
OG0003663	XP_031844091.1, XP_031839959.1	XP_026298857.1
OG0003665	XP_031843878.1	XP_026298960.1
OG0003666	XP_031828031.1	XP_026298977.1
OG0003667	XP_031841953.1	XP_026299010.1
OG0003668	XP_031830934.1	XP_026299056.1
OG0003669	XP_031830656.1	XP_026299073.1
OG0003670	XP_031835815.1	XP_026299076.1
OG0003671	XP_031835871.1, XP_031835872.1, XP_031835870.1	XP_026299077.1
OG0003672	XP_031846989.1	XP_026299087.1, XP_026299085.1
OG0003673	XP_031835888.1	XP_026299091.1
OG0003674	XP_031844113.1	XP_026299122.1
OG0003675	XP_031847786.1	XP_026299131.1
OG0003676	XP_031831028.1	XP_026299144.1
OG0003677	XP_031835866.1	XP_026299147.1
OG0003678	XP_031831053.1	XP_026299161.1
OG0003679	XP_031830664.1	XP_026299176.1
OG0003680	XP_031828230.1, XP_031828231.1	XP_026299183.1
OG0003681	XP_031830472.1	XP_026299201.1
OG0003682	XP_031831062.1	XP_026299202.1
OG0003683	XP_031831008.1	XP_026299250.1
OG0003684	XP_031835416.1	XP_026299432.1
OG0003685	XP_031828955.1	XP_026299442.1
OG0003686	XP_031840637.1	XP_026299487.1
OG0003687	XP_031835366.1, XP_031835365.1, XP_031835364.1	XP_026299500.1
OG0003688	XP_031833294.1	XP_026299501.1
OG0003689	XP_031850109.1	XP_026299523.1, XP_026299525.1
OG0003690	XP_031846539.1	XP_026299535.1
OG0003691	XP_031835602.1	XP_026299546.1
OG0003692	XP_031847730.1, XP_031847731.1, XP_031847732.1	XP_026299644.1
OG0003693	XP_031849883.1	XP_026299646.1
OG0003694	XP_031826247.1	XP_026299697.1
OG0003695	XP_031846743.1	XP_026299738.1
OG0003696	XP_031849391.1	XP_026299744.1, XP_026299743.1
OG0003697	XP_031850033.1, XP_031850034.1	XP_026299776.1
OG0003698	XP_031835583.1	XP_026299794.1
OG0003699	XP_031849351.1	XP_026299800.1
OG0003700	XP_031849290.1	XP_026299810.1
OG0003701	XP_031847081.1	XP_026300063.1
OG0003702	XP_031839018.1	XP_026300068.1
OG0003703	XP_031841411.1	XP_026300118.1
OG0003704	XP_031829455.1	XP_026300189.1
OG0003705	XP_031826473.1	XP_026300198.1
OG0003706	XP_031839481.1	XP_026300352.1
OG0003707	XP_031836022.1	XP_395996.1, XP_026300356.1
OG0003709	XP_031847161.1	XP_026300435.1
OG0003710	XP_031835973.1	XP_026300484.1
OG0003712	XP_031836005.1	XP_026300561.1
OG0003713	XP_031836012.1	XP_026300577.1
OG0003714	XP_031827726.1	XP_026300619.1
OG0003716	XP_031833084.1	XP_026300713.1
OG0003717	XP_031832734.1	XP_026300903.1, XP_026300904.1
OG0003718	XP_031837714.1	XP_026300911.1
OG0003719	XP_031833039.1	XP_026300954.1
OG0003720	XP_031837137.1	XP_026300991.1
OG0003721	XP_031829626.1	XP_026301008.1, XP_026300997.1
OG0003722	XP_031848243.1	XP_026301031.1
OG0003723	XP_031842745.1, XP_031842746.1	XP_026301084.1
OG0003724	XP_031843225.1	XP_026301095.1
OG0003725	XP_031847288.1	XP_026301246.1
OG0003726	XP_031844842.1	XP_026301286.1
OG0003727	XP_031842692.1	XP_026301294.1
OG0003728	XP_031844781.1, XP_031844777.1	XP_026301351.1
OG0003729	XP_031847531.1	XP_026301356.1, XP_392068.2
OG0003730	XP_031842873.1	XP_026301405.1
OG0003731	XP_031827131.1	XP_026301527.1
OG0003732	XP_031841795.1	XP_026301546.1, XP_026301547.1
OG0003733	XP_031827940.1	XP_026301577.1
OG0003735	XP_031826950.1, XP_031826953.1	XP_026301695.1
OG0003736	XP_031826725.1	XP_026301698.1, XP_026301699.1
OG0003737	XP_031826454.1	XP_026301850.1
OG0003738	XP_031826529.1	XP_026301943.1
OG0003739	XP_031843980.1	XP_026301944.1, XP_393536.2
OG0003740	XP_031848567.1	XP_026301947.1, XP_026301946.1
OG0003741	XP_031839094.1	XP_026301957.1, XP_026301956.1, XP_026301955.1
OG0003743	XP_031841122.1	XP_026302091.1
OG0003744	XP_031848149.1	XP_026302130.1
OG0003745	XP_031836171.1	XP_026302270.1
OG0003746	XP_031834173.1	XP_026302302.1
OG0003747	XP_031835470.1, XP_031835471.1	XP_391880.2
OG0003748	XP_031849804.1	XP_391912.1
OG0003749	XP_031827727.1	XP_391963.3
OG0003750	XP_031836226.1	XP_391986.4
OG0003751	XP_031832922.1	XP_392023.1
OG0003752	XP_031842577.1	XP_392056.5
OG0003753	XP_031846225.1	XP_392155.2
OG0003754	XP_031839667.1	XP_392194.2
OG0003755	XP_031833750.1	XP_392212.2
OG0003756	XP_031834328.1, XP_031834318.1	XP_392223.2
OG0003757	XP_031847251.1	XP_392246.3
OG0003758	XP_031825268.1	XP_392374.4
OG0003759	XP_031833780.1	XP_392378.2
OG0003760	XP_031842011.1, XP_031842001.1	XP_392512.3
OG0003761	XP_031843851.1	XP_392555.1
OG0003762	XP_031829238.1	XP_392567.4
OG0003763	XP_031847989.1	XP_392588.2
OG0003764	XP_031836342.1	XP_392591.2
OG0003765	XP_031839936.1, XP_031839934.1, XP_031839935.1	XP_392611.4
OG0003766	XP_031839969.1, XP_031839971.1, XP_031839968.1	XP_392612.3
OG0003767	XP_031834470.1	XP_392654.2
OG0003768	XP_031848446.1	XP_392658.2
OG0003769	XP_031833462.1	XP_392679.5
OG0003770	XP_031830930.1, XP_031830929.1, XP_031830928.1, XP_031830926.1, XP_031830925.1, XP_031830927.1	XP_392683.1
OG0003771	XP_031840489.1	XP_392686.2
OG0003772	XP_031836056.1	XP_392711.4
OG0003773	XP_031835900.1	XP_392725.1
OG0003774	XP_031826451.1	XP_392742.4
OG0003775	XP_031847116.1	XP_392830.2
OG0003776	XP_031827025.1, XP_031827026.1	XP_392899.2
OG0003777	XP_031837265.1	XP_392923.5
OG0003778	XP_031846570.1	XP_392983.1
OG0003779	XP_031827199.1	XP_393027.2
OG0003780	XP_031849661.1	XP_393029.2
OG0003781	XP_031825845.1	XP_393055.5
OG0003782	XP_031825692.1	XP_393106.4
OG0003783	XP_031830815.1	XP_393166.2
OG0003784	XP_031835579.1	XP_393258.3
OG0003785	XP_031828422.1	XP_393351.4
OG0003786	XP_031842123.1	XP_393381.2
OG0003787	XP_031828115.1, XP_031828116.1	XP_393418.3
OG0003788	XP_031836456.1	XP_393446.1
OG0003789	XP_031838224.1, XP_031838223.1, XP_031838222.1	XP_393450.3
OG0003790	XP_031836062.1, XP_031836061.1	XP_393627.4
OG0003791	XP_031827643.1	XP_393651.3
OG0003792	XP_031847757.1	XP_393683.4
OG0003793	XP_031835865.1	XP_393688.2
OG0003794	XP_031847718.1	XP_393736.3
OG0003795	XP_031846664.1, XP_031846666.1	XP_393769.3
OG0003796	XP_031828166.1	XP_393776.5
OG0003797	XP_031838549.1	XP_393805.3
OG0003798	XP_031847626.1	XP_393886.3
OG0003799	XP_031840028.1	XP_393909.2
OG0003800	XP_031827749.1	XP_393926.4
OG0003801	XP_031832907.1	XP_393997.1
OG0003802	XP_031846765.1	XP_394142.4
OG0003803	XP_031826231.1, XP_031839275.1	XP_394179.4
OG0003804	XP_031831857.1	XP_394313.1
OG0003805	XP_031841023.1	XP_394426.4
OG0003806	XP_031829368.1	XP_394460.1
OG0003807	XP_031845459.1	XP_394469.1
OG0003808	XP_031845574.1, XP_031845573.1, XP_031845575.1	XP_394485.2
OG0003809	XP_031833358.1	XP_394547.4
OG0003810	XP_031846924.1	XP_394619.1
OG0003811	XP_031826639.1	XP_394665.1
OG0003812	XP_031833966.1	XP_394722.5
OG0003813	XP_031849727.1	XP_394893.3
OG0003814	XP_031846860.1	XP_394949.4
OG0003815	XP_031845302.1, XP_031845300.1	XP_395052.1
OG0003816	XP_031825955.1	XP_395082.4
OG0003817	XP_031849009.1	XP_395200.2
OG0003818	XP_031829973.1, XP_031829972.1	XP_395238.2
OG0003819	XP_031838296.1	XP_395374.2
OG0003820	XP_031826973.1, XP_031826972.1	XP_395421.4
OG0003821	XP_031836189.1, XP_031836190.1	XP_395475.2
OG0003822	XP_031834910.1	XP_395543.4
OG0003823	XP_031828445.1, XP_031828444.1	XP_395573.3
OG0003824	XP_031844992.1	XP_395613.3
OG0003825	XP_031835459.1	XP_395618.4
OG0003826	XP_031834551.1, XP_031834550.1	XP_395844.3
OG0003827	XP_031826220.1	XP_395851.2
OG0003828	XP_031829376.1, XP_031829377.1	XP_396117.2
OG0003829	XP_031844324.1	XP_396161.2
OG0003830	XP_031841984.1	XP_396165.2
OG0003831	XP_031838652.1	XP_396215.1
OG0003832	XP_031828481.1	XP_396371.5
OG0003833	XP_031838818.1	XP_396435.3
OG0003834	XP_031829641.1	XP_396520.4
