Orthogroup	Eufriesea_mexicana	Aedes_aegypti
OG0003580	XP_017752487.1	XP_001653905.2
OG0003581	XP_017764024.1, XP_017764025.1	XP_021696709.1
OG0003582	XP_017766356.1	XP_021705002.1
OG0003583	XP_017755380.1, XP_017755377.1	XP_001657963.1
OG0003584	XP_017764306.1	XP_021704287.1
OG0003585	XP_017759213.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_017758600.1	XP_021697526.1
OG0003587	XP_017757931.1	XP_001654456.2
OG0003588	XP_017765913.1, XP_017765902.1, XP_017765884.1, XP_017765893.1	XP_021710488.1
OG0003589	XP_017753620.1	XP_001647586.2
OG0003591	XP_017763343.1	XP_021703285.1
OG0003592	XP_017758332.1	XP_021699727.1
OG0003593	XP_017759505.1	XP_021704858.1
OG0003596	XP_017754252.1	XP_001656772.1
OG0003597	XP_017766450.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_017755058.1	XP_021707950.1
OG0003599	XP_017756907.1	XP_021703495.1
OG0003600	XP_017753632.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_017755238.1	XP_001651353.1
OG0003602	XP_017753000.1	XP_001661151.2
OG0003603	XP_017760846.1	XP_001647944.1
OG0003604	XP_017756149.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_017755014.1	XP_021699308.1
OG0003606	XP_017757682.1	XP_001661673.2
OG0003607	XP_017753162.1, XP_017753163.1, XP_017753164.1, XP_017753165.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_017757138.1	XP_021700872.1
OG0003609	XP_017765338.1, XP_017758776.1	XP_021704042.1
OG0003610	XP_017755375.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_017762327.1	XP_021706718.1
OG0003612	XP_017765037.1	XP_021699398.1
OG0003613	XP_017764872.1	XP_001656754.1
OG0003614	XP_017756078.1	XP_021703595.1
OG0003615	XP_017758738.1	XP_001651747.1
OG0003616	XP_017761474.1	XP_001661828.1
OG0003617	XP_017753599.1, XP_017753597.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_017753965.1	XP_001662645.1
OG0003619	XP_017766241.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_017756204.1	XP_001656012.2
OG0003621	XP_017765803.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_017764370.1, XP_017764369.1, XP_017764368.1	XP_001652305.2
OG0003624	XP_017756532.1	XP_021701314.1
OG0003625	XP_017756683.1	XP_021708630.1
OG0003626	XP_017765076.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_017752495.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_017755747.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_017761847.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_017755080.1	XP_021706155.1
OG0003631	XP_017755387.1	XP_001653593.1
OG0003632	XP_017756894.1	XP_021705228.1
OG0003634	XP_017755109.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_017766094.1	XP_021703979.1
OG0003636	XP_017766600.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_017757059.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_017757850.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_017766969.1	XP_021708574.1
OG0003640	XP_017760885.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_017752517.1	XP_021694113.1
OG0003642	XP_017756629.1	XP_021713299.1
OG0003644	XP_017759865.1	XP_021696985.1
OG0003645	XP_017752409.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_017764953.1	XP_001659237.1
OG0003647	XP_017764966.1	XP_021704955.1
OG0003648	XP_017760596.1	XP_001651932.2
OG0003649	XP_017762198.1	XP_001652236.1
OG0003650	XP_017767003.1, XP_017767002.1, XP_017767054.1	XP_021700494.1
OG0003653	XP_017757380.1	XP_021704545.1
OG0003654	XP_017766351.1	XP_001649177.2
OG0003655	XP_017762562.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	XP_017762928.1	XP_001649466.1
OG0003657	XP_017762134.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_017760495.1	XP_001652190.1
OG0003661	XP_017755810.1	XP_001654782.2
OG0003662	XP_017758929.1	XP_001657522.1
OG0003663	XP_017755001.1	XP_001658864.2
OG0003664	XP_017761740.1, XP_017761742.1	XP_001659278.2
OG0003665	XP_017766111.1	XP_001659999.1
OG0003666	XP_017761701.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_017757928.1	XP_001660103.3
OG0003668	XP_017760799.1	XP_001660889.2
OG0003669	XP_017766654.1	XP_001661303.2
OG0003670	XP_017761440.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_017755434.1	XP_001662377.1
OG0003672	XP_017757544.1	XP_001662476.2
OG0003673	XP_017763290.1	XP_001662575.2
OG0003674	XP_017761911.1	XP_021693472.1
OG0003675	XP_017766418.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_017766293.1	XP_021693797.1
OG0003677	XP_017757467.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_017761237.1	XP_021695396.1
OG0003679	XP_017754402.1	XP_021695616.1
OG0003680	XP_017758404.1, XP_017758429.1	XP_021695658.1
OG0003681	XP_017763510.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_017758544.1, XP_017758562.1	XP_021699193.1
OG0003683	XP_017756332.1	XP_021699577.1
OG0003684	XP_017762866.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_017762888.1	XP_021704367.1
OG0003686	XP_017752181.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_017754079.1	XP_021704767.1
OG0003688	XP_017758044.1	XP_021704949.1
OG0003690	XP_017762030.1	XP_021705279.1
OG0003691	XP_017752671.1, XP_017752673.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_017760069.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_017760082.1	XP_001662942.1
OG0003710	XP_017752431.1	XP_001655409.1
OG0003711	XP_017762145.1	XP_001662142.2
OG0003712	XP_017757638.1, XP_017757646.1	XP_001655016.1
OG0003713	XP_017764813.1	XP_021711618.1
OG0003714	XP_017754283.1	XP_001653367.1
OG0003715	XP_017764914.1	XP_021696923.1, XP_021696928.1
OG0003717	XP_017754733.1	XP_021698198.1
OG0003719	XP_017767338.1	XP_001657591.2
OG0003720	XP_017766540.1	XP_021694868.1
OG0003721	XP_017763660.1	XP_001657556.2
OG0003722	XP_017765432.1	XP_001657463.1
OG0003723	XP_017756365.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_017758966.1	XP_001662683.1
OG0003726	XP_017755653.1	XP_011493702.1
OG0003727	XP_017752317.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_017767373.1	XP_001662452.2
OG0003730	XP_017756479.1	XP_001649526.2
OG0003731	XP_017755386.1	XP_021695482.1
OG0003732	XP_017765537.1	XP_001658246.1
OG0003733	XP_017767434.1	XP_001661398.1
OG0003734	XP_017759873.1	XP_001652571.1
OG0003735	XP_017765777.1, XP_017765778.1	XP_001648745.1
OG0003736	XP_017757321.1	XP_001655313.1
OG0003737	XP_017762801.1	XP_001659486.1
OG0003738	XP_017752723.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_017753815.1	XP_001657837.1
OG0003740	XP_017753825.1	XP_001659760.2
OG0003741	XP_017756997.1	XP_001661366.1
OG0003742	XP_017767369.1	XP_001663179.2
OG0003743	XP_017764573.1	XP_011493496.1
OG0003744	XP_017756233.1	XP_021707104.1
OG0003745	XP_017755566.1	XP_001656296.1
OG0003746	XP_017767711.1	XP_001649793.1
OG0003747	XP_017761100.1	XP_001655229.2
OG0003748	XP_017760847.1	XP_001652909.2
OG0003749	XP_017757777.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_017758067.1	XP_001662199.1
OG0003751	XP_017767319.1	XP_021709914.1
OG0003752	XP_017763722.1	XP_021701509.1
OG0003753	XP_017754939.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_017763200.1	XP_001656704.1
OG0003755	XP_017760018.1	XP_001660910.1
OG0003756	XP_017761364.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_017753833.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_017757182.1	XP_021693543.1
OG0003759	XP_017764609.1	XP_001648518.2
OG0003760	XP_017759502.1	XP_001654039.1
OG0003761	XP_017763766.1	XP_001663268.1
OG0003762	XP_017752363.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_017765090.1	XP_001662322.1
OG0003765	XP_017761010.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_017766488.1	XP_021694739.1
OG0003767	XP_017755636.1	XP_001657049.1
OG0003768	XP_017762353.1	XP_001661488.1
OG0003769	XP_017758452.1	XP_001651748.1
OG0003770	XP_017753558.1	XP_001657686.1
OG0003772	XP_017757491.1	XP_001662743.2
OG0003773	XP_017755664.1	XP_001654977.1
OG0003774	XP_017766819.1	XP_001656083.2
OG0003775	XP_017766095.1	XP_001661593.2
OG0003776	XP_017762083.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_017755772.1	XP_001658298.2
OG0003778	XP_017754193.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_017756315.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_017762880.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_017762603.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_017760287.1	XP_001661446.1
OG0003783	XP_017764951.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_017766793.1	XP_001652781.2
OG0003785	XP_017753442.1	XP_001658792.2
OG0003787	XP_017761823.1	XP_001651583.1
OG0003788	XP_017760024.1	XP_001654840.2
OG0003789	XP_017752353.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_017760664.1, XP_017760330.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_017761725.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_017759140.1	XP_021693375.1
OG0003794	XP_017758387.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_017758041.1	XP_001659519.2
OG0003796	XP_017761653.1, XP_017761652.1	XP_021706928.1
OG0003798	XP_017758257.1	XP_001655156.1
OG0003799	XP_017755356.1, XP_017755379.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_017759364.1	XP_001648396.2
OG0003801	XP_017752922.1	XP_001654530.1
OG0003803	XP_017764936.1	XP_001658911.2
OG0003804	XP_017760230.1, XP_017760229.1	XP_001663601.1
OG0003805	XP_017764272.1	XP_001659004.1, XP_021711740.1
OG0003806	XP_017762467.1	XP_001662176.1
OG0003807	XP_017759407.1	XP_001664324.1
OG0003808	XP_017756115.1	XP_001657976.1
OG0003809	XP_017754726.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_017764929.1	XP_001653335.1
OG0003811	XP_017764084.1	XP_001654770.1
OG0003812	XP_017766850.1	XP_021695117.1
OG0003813	XP_017757325.1	XP_001649114.1
OG0003814	XP_017761551.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_017754434.1	XP_021708060.1
OG0003816	XP_017763405.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_017754345.1	XP_001655646.2
OG0003818	XP_017753586.1	XP_001663382.1
OG0003819	XP_017752853.1	XP_001657212.1
OG0003820	XP_017754371.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_017766721.1	XP_001661061.2
OG0003822	XP_017763049.1, XP_017763050.1	XP_021708747.1
OG0003823	XP_017755072.1	XP_021707432.1
OG0003824	XP_017754030.1	XP_021703756.1
OG0003825	XP_017754255.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_017763256.1, XP_017765107.1	XP_021712347.1, XP_021712762.1
OG0003827	XP_017757637.1	XP_001657822.1
OG0003828	XP_017755011.1, XP_017755012.1	XP_001654799.1
OG0003829	XP_017763149.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_017762234.1	XP_021704066.1
OG0003831	XP_017759874.1	XP_021703199.1
OG0003832	XP_017760225.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_017762088.1	XP_001661938.2
OG0003834	XP_017764833.1	XP_001662630.2
OG0003835	XP_017759552.1, XP_017759478.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003837	XP_017765870.1	XP_001662412.1
OG0003838	XP_017765305.1	XP_001653078.1
OG0003839	XP_017764315.1	XP_021711629.1
OG0003840	XP_017759554.1	XP_001661343.2
OG0003841	XP_017765682.1	XP_001654714.2
OG0003842	XP_017763735.1	XP_021694382.1
OG0003843	XP_017752227.1	XP_001660441.2
OG0003844	XP_017761181.1	XP_021707551.1
OG0003845	XP_017764779.1	XP_001649000.2
OG0003846	XP_017755364.1	XP_021706125.1
OG0003847	XP_017767310.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_017757513.1	XP_021696983.1
OG0003849	XP_017766559.1	XP_001652019.2
OG0003850	XP_017764739.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_017757751.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_017763712.1	XP_001658892.1
OG0003853	XP_017766652.1	XP_021700780.1
OG0003854	XP_017762631.1, XP_017762630.1, XP_017752907.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_017758828.1	XP_001660954.2
OG0003856	XP_017753843.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_017753951.1	XP_021702630.1
OG0003859	XP_017766113.1	XP_021707309.1
OG0003860	XP_017765726.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_017765644.1	XP_001656735.1
OG0003864	XP_017758926.1	XP_001656018.1
OG0003866	XP_017760297.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_017752169.1, XP_017752168.1	XP_001659451.2
OG0003868	XP_017767368.1, XP_017767367.1	XP_001654697.2
OG0003869	XP_017755561.1, XP_017755562.1	XP_001648285.1
OG0003870	XP_017755482.1	XP_001661749.2
OG0003871	XP_017763465.1	XP_021695709.1
OG0003874	XP_017757474.1	XP_021706516.1
OG0003875	XP_017755920.1	XP_001662456.2
OG0003876	XP_017761706.1	XP_021702721.1
OG0003877	XP_017766858.1, XP_017766859.1	XP_001660412.2
OG0003878	XP_017760932.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_017756893.1	XP_021696170.1
OG0003880	XP_017754343.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_017755297.1	XP_001654590.2, XP_021697830.1
OG0003882	XP_017755635.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_017762378.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_017753659.1	XP_021699626.1
OG0003885	XP_017756616.1	XP_001661054.1
OG0003887	XP_017767019.1	XP_021703871.1
OG0003888	XP_017761280.1	XP_001655730.1
OG0003889	XP_017764848.1	XP_021697630.1, XP_021697631.1
OG0003890	XP_017759172.1	XP_001655215.2
OG0003891	XP_017765782.1	XP_021699581.1, XP_021699590.1
OG0003892	XP_017767160.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_017762118.1	XP_021705123.1
OG0003894	XP_017759492.1	XP_021699376.1
OG0003895	XP_017758278.1, XP_017765625.1	XP_021707813.1
OG0003896	XP_017756527.1	XP_001655804.1
OG0003897	XP_017761220.1	XP_001651351.1
OG0003898	XP_017759099.1	XP_001659598.2
OG0003899	XP_017763211.1	XP_001663037.1
OG0003900	XP_017763483.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_017765980.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_017762193.1	XP_021700599.1
OG0003903	XP_017757879.1	XP_001653972.2
OG0003904	XP_017764814.1	XP_001656005.2
OG0003905	XP_017754791.1	XP_021709806.1
OG0003906	XP_017756110.1	XP_021709295.1
OG0003907	XP_017767473.1	XP_021711081.1
OG0003908	XP_017759427.1, XP_017759396.1	XP_001654758.1
OG0003909	XP_017759485.1	XP_021710690.1
OG0003910	XP_017754752.1	XP_021710831.1
OG0003912	XP_017762515.1	XP_021699757.1
OG0003913	XP_017767392.1	XP_021696947.1, XP_021712521.1
OG0003914	XP_017760988.1	XP_001656235.1, XP_001651277.1
OG0003915	XP_017758200.1	XP_021711028.1
OG0003916	XP_017764292.1	XP_021701480.1
OG0003917	XP_017765341.1, XP_017765844.1	XP_001657094.2
OG0003918	XP_017766139.1	XP_021705412.1
OG0003919	XP_017767383.1	XP_021709379.1
OG0003920	XP_017767587.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_017761687.1, XP_017766317.1	XP_021695344.1
OG0003922	XP_017765638.1, XP_017761025.1	XP_001648170.1
OG0003923	XP_017766357.1	XP_001661544.2
OG0003924	XP_017765478.1	XP_001664268.2
OG0003925	XP_017757958.1	XP_021694826.1, XP_021694825.1
OG0003926	XP_017756214.1	XP_021707443.1, XP_001661261.1
OG0003927	XP_017757804.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_017755654.1	XP_001659506.1
OG0003929	XP_017759079.1	XP_001656965.1
OG0003930	XP_017754246.1	XP_001651241.1
OG0003931	XP_017766104.1	XP_001649557.2
OG0003932	XP_017764069.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_017761726.1	XP_001652674.1
OG0003934	XP_017762436.1	XP_001652176.1
OG0003935	XP_017767371.1	XP_021698972.1
OG0003936	XP_017760627.1	XP_021708266.1
OG0003937	XP_017762855.1	XP_021698472.1
OG0003938	XP_017766904.1	XP_001662656.2, XP_021711097.1
OG0003939	XP_017767622.1	XP_021697499.1
OG0003940	XP_017752847.1	XP_021706762.1
OG0003941	XP_017765209.1	XP_001649065.1
OG0003943	XP_017755241.1	XP_001653215.1
OG0003944	XP_017754380.1	XP_001657769.1
OG0003945	XP_017759987.1	XP_001661277.2
OG0003946	XP_017755457.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_017756541.1	XP_021713347.1
OG0003948	XP_017754023.1	XP_021709456.1
OG0003950	XP_017757676.1	XP_001654759.2
OG0003951	XP_017756015.1	XP_001660822.1
OG0003952	XP_017763931.1	XP_001655616.2
OG0003953	XP_017760429.1	XP_001651486.2
OG0003954	XP_017763066.1	XP_001662443.1
OG0003955	XP_017752944.1	XP_001650872.2
OG0003956	XP_017758558.1	XP_021694075.1
OG0003957	XP_017766598.1	XP_001654781.1
OG0003958	XP_017758104.1	XP_001657386.1
OG0003959	XP_017757010.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_017755682.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_017754467.1	XP_021701277.1
OG0003962	XP_017765720.1	XP_001658571.2
OG0003963	XP_017767506.1	XP_001653821.1
OG0003964	XP_017767486.1	XP_001658987.1
OG0003965	XP_017753217.1	XP_001660646.2
OG0003966	XP_017762105.1	XP_021700237.1
OG0003967	XP_017762898.1	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_017752811.1, XP_017752803.1	XP_001655741.1
OG0003969	XP_017765006.1	XP_001658728.1
OG0003970	XP_017755680.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_017766639.1	XP_021702399.1, XP_021702398.1
OG0003972	XP_017752659.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_017761766.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_017764371.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_017764268.1	XP_021700863.1
OG0003976	XP_017761353.1	XP_021711605.1
OG0003977	XP_017765711.1	XP_021706480.1
OG0003978	XP_017763932.1	XP_001648293.2
OG0003979	XP_017753532.1	XP_001657457.1
OG0003980	XP_017762255.1	XP_021703960.1, XP_021703966.1
OG0003981	XP_017765230.1	XP_021701733.1
OG0003982	XP_017754919.1	XP_021702400.1
OG0003983	XP_017759660.1	XP_021695542.1
OG0003984	XP_017758951.1	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_017752711.1	XP_021697524.1
OG0003986	XP_017753624.1	XP_001659292.1, XP_021701097.1
OG0003987	XP_017762556.1	XP_021707012.1, XP_021707013.1, XP_021712769.1
OG0003988	XP_017767715.1	XP_021693736.1
OG0003989	XP_017757800.1	XP_021707503.1
OG0003990	XP_017762674.1	XP_001649983.1
OG0003991	XP_017754888.1	XP_021694587.1, XP_021694588.1
OG0003992	XP_017759513.1	XP_021704895.1
OG0003993	XP_017764433.1	XP_021696098.1, XP_021694766.1
OG0003994	XP_017758251.1	XP_001660317.1, XP_021710154.1
OG0003995	XP_017757259.1	XP_021710853.1
OG0003996	XP_017758736.1	XP_001660743.2
OG0003997	XP_017763845.1	XP_001662649.1
OG0003998	XP_017755565.1	XP_021694307.1
OG0003999	XP_017762828.1	XP_021702245.1
OG0004000	XP_017756306.1	XP_001662536.1
OG0004002	XP_017767544.1	XP_021699519.1
OG0004003	XP_017757339.1	XP_021701167.1, XP_021701164.1
OG0004004	XP_017762535.1	XP_001656875.1
OG0004005	XP_017766867.1	XP_021707608.1, XP_021707609.1
OG0004006	XP_017766823.1	XP_021696407.1, XP_021696416.1
OG0004008	XP_017756868.1	XP_001656312.1
OG0004009	XP_017752180.1	XP_001656220.1
OG0004010	XP_017764960.1	XP_021707149.1
OG0004011	XP_017759612.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_017764862.1	XP_021705170.1
OG0004014	XP_017752872.1	XP_021694510.1
OG0004016	XP_017753986.1, XP_017753987.1	XP_021694471.1
OG0004017	XP_017757832.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_017760710.1, XP_017760709.1	XP_021695618.1
OG0004019	XP_017755582.1	XP_021702240.1
OG0004020	XP_017761818.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_017753611.1	XP_001662990.2
OG0004022	XP_017766201.1, XP_017766202.1, XP_017766200.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_017755468.1	XP_001658989.1, XP_021708079.1
OG0004024	XP_017762718.1	XP_021709172.1
OG0004026	XP_017760477.1, XP_017760489.1	XP_001657095.2
OG0004027	XP_017764802.1	XP_021698799.1
OG0004029	XP_017760155.1	XP_021702037.1
OG0004030	XP_017762893.1	XP_021710816.1
OG0004031	XP_017759738.1	XP_021705674.1
OG0004032	XP_017754169.1	XP_021704447.1
OG0004033	XP_017764803.1	XP_001653338.1
OG0004034	XP_017760611.1	XP_001652388.2
OG0004035	XP_017761634.1	XP_021708965.1
OG0004036	XP_017762526.1	XP_021706353.1
OG0004037	XP_017755534.1	XP_021698550.1
OG0004038	XP_017763661.1	XP_021709064.1
OG0004040	XP_017758294.1	XP_001653481.2
OG0004041	XP_017762884.1	XP_001659977.2, XP_021712807.1
OG0004042	XP_017759590.1	XP_001654734.1
OG0004043	XP_017763152.1	XP_001662270.2
OG0004044	XP_017765880.1	XP_001659187.2
OG0004045	XP_017752793.1	XP_021693403.1
OG0004046	XP_017766116.1	XP_021713261.1, XP_001652793.1
OG0004047	XP_017756867.1	XP_021711741.1, XP_001659005.1
OG0004048	XP_017760041.1	XP_001656303.1
OG0004049	XP_017766996.1	XP_001650438.2
OG0004050	XP_017762085.1	XP_001656879.1
OG0004051	XP_017757223.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_017758076.1	XP_001663907.2
OG0004053	XP_017754705.1, XP_017754707.1	XP_001651506.2
OG0004054	XP_017762102.1, XP_017762103.1	XP_021706586.1
OG0004055	XP_017767339.1	XP_001653319.2
OG0004056	XP_017757460.1	XP_021697096.1
OG0004058	XP_017758103.1	XP_001651168.1, XP_001662502.1
OG0004059	XP_017753346.1	XP_001658170.1
OG0004060	XP_017759451.1	XP_001661813.2
OG0004061	XP_017757769.1	XP_021701067.1
OG0004062	XP_017759257.1	XP_021706861.1, XP_021705352.1
OG0004063	XP_017767092.1, XP_017766992.1	XP_021700238.1
OG0004064	XP_017761744.1	XP_001651175.2
